0.000201772+0.00237498j 0.0333224-0.00252747j 0.0435937-0.00165074j 0.0153669-0.00466832j -0.0102543-0.00454718j 0.000526479-0.0054674j -0.0218402+0.00404785j -0.0454634+0.00426257j -0.0120251-0.00865633j -0.0194277-0.0096789j -0.00222556+0.00939963j 0.015483+0.00857837j 0.0345055-0.0101696j 0.0179076+0.01375j 0.0174692+0.000841684j 0.0218307+0.00421755j -0.0471895-0.00527655j -0.0537831+0.00431845j -0.0334009+0.00191167j -0.0934589+0.00982064j 0.00886372+0.0257456j 0.0884521-0.0164404j 0.0919091+0.00794868j 0.104411-0.0130832j 0.00443012-0.0495647j 0.0329665-0.00678348j 0.0357768-0.0148395j -0.0173443+0.0132584j -0.0339544+0.00896444j 0.0217814-0.00613818j -0.0380566+0.00139119j -0.0166277-0.0113739j 0.00740333-0.025332j 0.0176246-0.0058869j 0.0461066+0.0128776j 0.0039517+0.00611585j -0.0333281-0.00110123j 0.000807464-0.00339532j 0.061458-0.0148719j 0.0119957-0.0139609j -0.0183833+0.00972798j 0.00515887-0.0044392j -0.00913968+0.00824752j -0.00757498-0.0124659j 0.0106376+0.00992282j 0.0199412+0.000115147j 0.00243223-0.00395182j -0.0420663+0.0254993j 0.0144565-0.00071842j 0.0229199-0.0138517j -0.0586717-0.00689834j 0.00370257-0.00721627j 0.00337176+0.00109018j -0.0104307-0.00612491j -0.042369-0.00259901j 0.0367999-0.0193608j 0.0358835+0.00639747j 0.079019-0.0154008j -0.0445934+0.0440805j 0.0397746-0.0375121j 0.0862549-0.0281556j 0.0860993-0.0178481j 0.306146+0.0509982j -0.101979+0.00774675j -0.124014+0.046242j -0.0618513+0.0198935j -0.118994+0.0197375j 0.0272941+6.39517e-05j -0.0495345+0.0169599j 0.141454-0.0711333j 0.0372179-0.0174419j -0.0237073-0.0157016j 0.0369149-0.00582718j -0.00329492-0.00833556j -0.00741389-4.73605e-05j 0.0284201+0.0153903j 0.017956+0.00117262j 0.050666+0.00939402j 0.058304+0.00250511j -0.00122298-0.0102738j 0.00847592-0.00755292j 0.0266941+0.0131018j 0.0110314-0.00394552j -0.017405+0.0106796j -0.0261879+0.00276599j -0.00737367+0.0185983j -0.037173-0.0101823j -0.0347356+0.0103449j -0.0205998+0.0125451j -0.0706364+0.00404765j 0.0197878+0.0110731j 0.349233-0.00111674j 
0.00527279-0.00247378j -0.00594833-0.012498j -0.00456792-0.0948815j 0.0102429-0.0119418j -0.0103948+0.215953j -0.0170331+0.105323j 0.004628+0.0168477j 0.0106657+0.0690857j -0.0307126-0.0127495j -0.0199061-0.0465074j -0.0256793-0.0116356j -0.0482634+0.00244014j -0.0278026+0.00679241j -0.0409717+0.0110456j 0.0106941-0.0236612j 0.0103629-0.0190661j 0.0278599+0.0571423j -0.0864598+0.0357262j 0.0232766+0.025678j -0.0190997+0.0830044j 0.029993+0.0147756j -0.0554899-0.017452j 0.0148491-0.122506j -0.0402032-0.0792451j 0.0145444+0.131077j 0.031352-0.0195205j -0.0481608-0.0245346j 0.0272093+0.0202759j 0.019388+0.0246272j -0.0354219+0.00157953j -0.0077818+0.0422858j 0.0360469+0.0133525j -0.0198032-0.00233113j -3.71086e-05-0.00187333j 0.0155421-0.0408586j 0.005018-0.00881385j -0.0271939+0.0372319j 0.00325455+0.00650247j -0.000848829-0.0318011j 0.0249679+0.0215055j 0.0103005-0.0200407j -0.013889-0.00257428j 0.00509255+0.0115671j 0.032733+0.0062654j -0.0554824-0.0290395j -0.0147769+0.0122927j -0.0279524+0.00509027j -0.0150025-0.00195771j -0.00706949-0.00397203j 0.0188522-0.0137206j -0.0549067+0.0399616j 0.0207536+0.00241928j -0.025994-0.00986048j 0.0623201-0.0326984j -0.0315706+0.0652255j -0.00905578-0.0373776j -0.0159814-0.0434163j 0.00983373-0.0298019j -0.0787319-0.0188949j -0.0286094+0.0178485j -0.00258922+0.00402591j -0.000209548-0.0130638j 0.0308488-0.138551j -0.00897347+0.0301444j -0.00756116+0.0118774j -0.0165042-0.00447353j -0.0108378+0.018244j 0.00793728+0.00896042j -0.0168835+0.0054046j 0.0227761+0.0154921j 0.00865199-0.00258686j -0.000953651+0.0270333j -0.00592996-0.010326j 0.0166807-0.0064037j -0.0179058+0.0124036j -0.0171167-0.00396742j -0.00200937-0.0086706j -0.0359206-0.0139648j -0.0185715-0.014732j 0.0168335+0.0124563j -0.00796145+0.00234464j -0.0427664-0.0126376j 0.0208678+0.00424299j 0.0354609+0.00553654j 0.0292738-0.0176935j 0.0438502+0.0102509j -0.0303805+0.0383961j -0.0312055-0.0144045j 0.020017-0.0101085j -0.0139981+0.0223276j 0.00933043+0.000740366j 0.00187769-0.00817122j 
0.00451562-0.00296317j -0.00299527-0.00587518j -0.0450684-0.0587558j -0.0413345-0.00543427j 0.0940954+0.146891j 0.0252554+0.0703921j 0.00792107+0.01867j 0.0133004+0.0306336j 0.0428564-0.0131972j -0.0646651-0.0138733j 0.0183874-0.00278767j 0.0562403+0.00116303j 0.024704+0.0025463j 0.0888795+0.00171372j 0.0146962-0.0206218j 0.0206295+0.000586109j -0.0188485+0.0362978j 0.0229694-0.0121597j -0.0131293+0.0188669j 0.0235424+0.0192102j -0.0620388+0.0226898j 0.038181-0.0180644j -0.0549663-0.0915337j -0.0346868-0.06869j 0.0157411+0.13161j 0.00357576-0.0115696j 0.0589417-0.0291254j -0.0186938+0.0187861j 0.0294581+0.0124774j 0.021758-0.00568502j 0.00594508+0.0211345j -0.0309555+0.0253803j 0.0105956+0.00289861j 0.0185408-0.00444869j 0.00818028-0.028915j -0.00561441+0.00190375j 0.00639756+0.00884313j -0.036572+0.00243949j 0.0797008-0.0291879j -0.00974853+0.00593623j -0.0235335-0.0148301j -0.00854231+0.000498331j 0.00441106-0.0132356j -0.014795+0.00722614j 0.0497557-0.0278189j 0.0611157-0.00655576j 0.00178385-0.0150976j -0.0378349-0.000533065j -0.0483641+0.0138316j 0.0275358-0.00378318j 0.0677182+0.016341j -0.0225014+0.0170472j -0.0190361-0.0146344j -0.0208231-0.0257457j -0.0293357+0.0418655j -0.0283046-0.0464413j 0.0083577-0.033848j 0.00177582-0.00708438j 0.0568274-0.0371281j 0.0451745+0.0136195j 0.0703924+0.00228706j -0.0190357+0.00853276j 0.0448201-0.108288j -0.0119551+0.0211048j -0.00240672-0.0163j 0.0159523-0.0183348j 0.00854316-0.00894667j -0.00956722+0.0001372j 0.00800455-0.0119201j -0.00212144+0.0379579j -0.0135169-0.00539611j 0.00934185+0.00985996j -0.00880096-0.0393191j -0.0206349+0.0247904j 0.0220946-0.000610554j -0.0039895-0.0135435j 0.0158797+0.017249j -0.0245076-0.00728822j -0.0391702-0.00594704j 0.0243899+0.0211138j -0.0499432+0.00408133j -0.024175-0.0176818j 0.0129825+0.00143948j 0.027191+0.00141129j -0.0670518-0.0166295j -0.0182574+0.00156023j -0.0266933+0.0320847j -0.0150426-0.0210698j 0.0176477-0.0196434j -0.0196587+0.0138665j -0.00907623+0.00247807j 0.00328376-0.00258031j 
0.00768063+0.00498203j -0.0073744+0.00071627j -0.0458714+0.000830702j -0.0141602-0.00745129j 0.0784172-0.000787012j 0.0246716-0.00876295j 0.00590617+0.00767005j 0.0505035+0.00706086j -0.0173498-0.004101j -0.0500549-0.0158506j -0.00792843+0.0199693j -0.0407664+0.00345769j -0.052042-0.00556917j 0.0287263+0.00427145j 0.0203384-0.00291028j 0.0244828-0.000902241j 0.00841338+0.0113266j 0.01167+0.0130984j -0.0574483+0.00193243j 0.103844+0.00774003j -0.0143524-0.0088771j -0.0146169-0.00941299j -0.00110992+0.00639951j -0.0147708-0.0155405j -0.0119845-0.0428017j -0.000780598-0.00867195j -0.0314579-0.0115936j 0.0336994+0.0109809j 0.0415703+0.0114671j -0.0268697-0.00538823j -0.0207761+0.00335169j 0.0112586-0.00286045j -0.0504194-0.0186971j -0.00385192-0.00327232j 0.0305722+0.0105878j 0.00478948+0.000303341j -0.00695836-0.00392365j -0.00503949+0.00245452j -0.0242192-0.00612407j 0.0147178+0.000361533j 0.0408737-0.00341246j -0.0217253+0.00538807j 0.00990348+0.00907585j 0.0270443-0.0058621j 0.0161136+0.0247274j 0.0620364+0.00160264j -0.00496793+0.00716074j -0.00906303+0.0211497j -0.0438925-0.00570163j -0.0100792+0.00170377j 0.0526849-0.0360793j 0.0334076-0.0016144j -0.0590471+0.00366268j 0.0300924-0.00628914j 0.101811-0.0122725j -0.00851203-0.0286834j 0.0326834-0.0129681j 0.0514303-0.00535795j -0.024016+0.0161715j -0.0195467-0.0130333j 0.0480054+0.00369115j 0.028714-0.00775413j -0.00199043+0.0280379j 0.00998663-0.00689863j -0.0120746+0.00854414j 0.00383674+0.00854223j -0.00717871-0.00391562j 0.0206073+0.0162758j 0.00161389-0.00221618j -0.00683259-0.00607264j 0.00266685+0.000606383j -0.00448318-0.00397032j 0.00982399+0.00920608j 0.00719875-0.0266646j -0.00191895+0.0100644j -0.0233113+0.0263873j -0.0154093-0.00377884j -0.0272375+0.00248569j -0.0194989+0.00996688j 0.00562306-0.000898648j -0.0225138-0.0028768j -0.0476179-0.000379083j 0.020327-0.0104984j -0.00601989-0.00374306j -0.00954342-0.0182841j 0.0222875-0.00160742j 0.011491-0.00185098j -0.0190158-0.00481502j 0.00494156+0.00977859j 0.00709716-0.00433088j -0.00930845-0.00275611j -0.0378183+0.00371428j 
0.00804677-0.013937j -0.0059372+0.00169057j -0.0018717+0.0148331j 0.0117389+0.0334461j -0.0220096-0.0124496j 0.00733171+4.28967e-05j -0.0236208-0.00482732j -0.00869131-0.015203j -0.069495+0.0318053j 0.0368077+0.0157798j -0.014152-0.0505485j 0.00851842-0.0131363j 0.00654966+0.0228198j -0.0284298-0.0501868j 0.0521258+0.0024681j 0.0277749-0.00909166j -0.0674942+0.0148374j -0.0265021+0.00349664j -0.038407-0.0105862j -0.0217108-0.0208263j 0.00793192-0.0662847j 0.0179603+0.041631j 0.0197124-0.0378138j 0.0489797+0.022762j 0.0742079+0.190442j 0.0338262+0.00664546j -0.00806292+0.0472831j -0.031496-0.0207817j -0.0314222-0.0202229j 0.0110045+0.0226376j -0.0285118+0.0349448j 0.00964846+0.0273441j -0.0198973+0.0568943j -0.0084689+0.0152834j 0.0204317-0.055748j 0.0267742-0.0257352j -0.0588959+0.0403913j 0.0131296+0.00996653j 0.00283453+0.0175645j -0.00754658+0.0259622j -0.0155079-0.0110092j 0.0164255+0.00510214j -0.0124221-0.0129875j -0.0277158+0.0248831j -0.0160868-0.0263434j 0.00729549+0.00167153j 0.0100452+0.00668525j -0.00209582-0.0513539j 0.0639855+0.0130161j -0.055983+0.016837j -0.0213456+0.0632928j -0.00188288+0.014363j 0.000285469-0.0096985j -0.0400592-0.00236264j 0.0649965+0.0350127j 0.00278506+0.0386677j 0.00573724-0.00708385j 0.00311149+0.00723311j -0.0132516-0.0653501j -0.0255081+0.05412j -0.0287689+0.023399j 0.0427416+0.0257045j 0.0114942-0.107949j 0.00873626-0.00940378j 0.00474641-0.0648616j 0.000472118-0.0339567j -0.010221-0.0282203j 0.00922019+0.00104385j -0.00358266-0.0172183j 0.0162684+0.0956685j 0.00742334+0.0273928j -0.0033325+0.0290439j 0.00288497+0.00938625j 0.000593753+0.0111388j 0.00822135+0.00335847j -0.0129384-0.0360396j -0.00257531-0.00984473j 0.0104873-0.0123254j 0.000293528-0.0127629j -0.0190499+0.00644581j -0.0102062+0.00837677j 0.0136392-0.0056919j -0.0162015+0.00970802j -0.00389008-0.0103884j 0.0157567+0.00396749j 0.0210135-0.00537977j 0.0689658+0.0221203j -0.0144044-0.0162149j -0.0210809-0.046399j 0.0320481+0.00448338j 0.000830971+0.00962384j 0.0367231-0.000698857j 
0.0070561+0.00999907j 0.000330697-0.00262013j 0.0535409-0.00834222j 0.0111463-0.00632657j -0.117742+0.00513973j -0.0577396-0.00865463j 0.00201886+0.00620222j -0.0275043+0.0211232j -0.0313192-0.00552287j 0.0500611-0.0130713j -0.0324592+0.00950598j -0.00662728+0.0114524j -0.0155113-0.0100776j 0.021362+0.0238045j -0.0067876-0.0143726j 0.00211085-0.00853736j -0.0289552+0.0207705j -0.0634259+0.0251965j -0.033585+0.0191668j -0.0931598+0.0385004j -0.045017+0.0446662j -0.0228903-0.0344805j 0.0654408+0.0106389j 0.0237842-0.0431349j -0.045042-0.0987103j 0.0641896-0.0208585j 0.00125299-0.0272973j 0.0078803+0.0294943j 0.00515463+0.0237142j 0.00928531-0.0211266j -0.0261196-0.00144863j 0.00964531-0.0147558j -0.00223478-0.0432083j 0.01459-0.0124966j 0.0575479+0.0210712j 0.0207717+0.00574238j -0.0407058+0.0102656j -0.00287592-0.00155897j 0.0389065-0.0297176j -0.0112681-0.0109737j 0.0423175+0.0109486j -0.000522659-0.00832527j 0.00733208+0.00947582j -0.00927204-0.0105065j 0.0106426+0.010107j 0.00710945-0.000681846j -0.00686037-0.0110159j -0.00178201+0.0484624j -0.00965746-0.0146936j 0.0184402-0.0133827j 0.0731606-0.0312192j 0.061372-0.00514055j -0.0356833-0.00116317j -0.0342834-0.0133482j 0.0724078-0.00859742j -0.0227863-0.0287425j -0.063469-0.00753029j -0.0174527-0.021128j 0.00949816+0.0452889j 0.0133133-0.032921j 0.0247426-0.0170393j 0.0203636-0.0172515j -0.0468747+0.0316506j 0.0552999+0.00797142j 0.0458975+0.043919j 0.0281539+0.0197274j 0.00333994+0.019012j -0.000338363+0.00631641j -0.00255062+0.00795919j -0.00156486-0.0563376j -0.0099396-0.0150245j 0.00461606-0.00877286j 0.0173478-0.00737897j 0.00755533-0.0124532j -0.0161484+0.00351964j -0.0160285+0.0243046j 0.0110732+0.00849133j -0.0167304+0.000748763j -0.0344573+0.00204508j 0.0223176+0.00135613j 0.0173986-0.00740945j -0.00847898+0.00457933j -0.0148865-0.009757j -0.0135021+0.00572063j -0.0139045-0.0109166j 0.0038965+0.00654795j -0.0127455-0.000105121j 0.000656681+0.00735971j -0.00267463+0.028139j 0.0106786+0.00380873j -0.0224538-0.00505795j 0.00416823+0.000140973j 
0.00261354+0.0127034j 0.00332163+0.00470279j 0.00978334-0.00741715j -0.00156267-5.45253e-05j 0.0137157+0.0188961j 0.0184177+0.0051314j -0.0227696+0.00760441j -0.0115806+0.0145663j -0.0199301-0.0096938j 0.0314437-0.00780915j -0.0286354-0.00542892j -0.00662163+0.00631533j -0.0399655-0.00531821j 0.0369729+0.0197833j -0.0380706+0.0128033j 0.0118449+0.0197753j -0.0169346-0.00213011j -0.0273994-0.00382352j -0.0902248+0.00896424j -0.0608227-0.00762762j 0.0199665+0.0341285j 0.0401463-0.00448493j -0.0186922+0.0258792j 0.0239454-0.0123207j 0.127887-0.0323402j -0.00648475-0.000207463j 0.034818-0.0120125j 5.63537e-05+0.0185687j 0.0206241+0.00492571j 0.00759971-0.00269832j -0.013138+0.000701515j 0.0229017-0.00974696j 0.00398335-0.0284277j 0.000533728-0.000464711j -0.024096+0.0182439j 0.00993073+0.00900068j 0.0129564-0.00485503j 0.0174726+0.0042145j 0.0231825-0.00523243j 0.00809253+0.00624727j 0.0063415+0.00621978j -0.00261438+0.00207539j -0.0169195+0.0142034j 0.0261259-0.0114122j -0.017227+0.0142243j -0.0561236+0.0168157j -0.00471958+0.025219j 0.0485876+0.0087174j 0.0173761-0.00818297j -0.025074+0.00206536j 0.0169182-0.0198805j 0.0178466-0.0145961j -0.00857816-0.00408538j 0.00563379-0.0214027j -0.0302039+0.0081393j -0.00403028-0.0386261j -0.00156086+0.0125662j -0.0252157+0.002302j 0.013412+0.0155938j -0.0156158-0.00406836j -0.0194144+0.00814162j 0.0103309+0.0188437j 0.0322006+0.0657164j 0.0155982-0.0146412j 0.0187337-0.00712391j 0.00812752-0.00579148j 0.00292972-0.0205508j -0.00199903+0.00957063j -0.0223164-0.00472544j -0.0205721-0.000664894j -0.010526-0.0111656j 0.0255156-0.0132503j 0.00853765-0.0112209j 0.00417713+0.00291494j 4.65357e-05+0.00383662j -0.0176274+0.0198946j -0.00880268+0.0108343j 0.0241219+0.018398j -0.0163381+0.016052j -0.00053675+0.00167206j -0.00286726-0.00270042j 0.0275471+0.00868351j 0.011251+0.000168372j -0.0027617+0.00749496j -0.0165923-0.0123359j 0.0206116+0.0011649j 0.0407502-0.0117642j -0.00462132-0.00872322j -0.0334569+0.00932264j 0.0286014-0.0119751j 0.0022207-0.00145116j 0.0381743+0.00697359j 
0.023897+0.025892j 0.000937595-0.00338765j -0.00824316-0.0652492j -0.0152762-0.0193496j 0.0216624+0.169641j 0.00992147+0.0775803j -0.00192419+0.0139395j 0.00531801+0.0695522j -0.0596102-0.0360267j -0.00608857-0.0697283j 0.0135228+0.0212665j 0.0153477+0.0214996j 0.0625757+0.00182649j -0.0199555+0.0802763j 0.035689+0.0187214j 0.0130228+0.0412924j -0.0187592+0.015121j 0.0282563+0.00645134j 0.0388895+0.0157891j -0.0454006+0.0256104j 0.00664296+0.100246j -0.0102359-0.0334642j -0.00155481-0.0033267j -0.0443996-0.0722117j 0.0169799-0.0817111j -0.0368958+0.00586205j -0.0274177-0.0582846j -0.0250001+0.0460466j -0.0166876+0.0310889j -0.0015435-0.0124162j -0.0130087-0.00472772j 0.0175382-0.0217224j -0.0243357-0.0690088j -0.0123878-0.00500505j -0.025826+0.0496321j -0.0117789+0.0247821j -0.0159359-0.026708j -0.00121592+0.000288473j -0.00658456-0.0274008j -0.00355444-0.00575247j -0.0468497+0.00689854j 0.0310274-0.0129381j -0.0153501+0.0140622j -0.0313349-0.0246821j -0.0189321+0.0213224j -0.0313466+0.00384018j 0.0293096-0.00905198j -0.0139348+0.0371425j 0.0315782-0.00928087j -0.027162-0.0191521j -0.0216409-0.0363609j -0.0362668+0.00425432j 0.0645121-0.00944726j -0.000866492-0.0255656j 0.00716041+0.0031124j -0.0178739-0.0819629j -0.0104138-0.00762718j 0.0305124+0.00371819j 0.0257156+0.0511241j -0.0031171-0.0417564j -0.0246855+0.0035045j -0.0229824+0.00255279j 0.0353636+0.123921j 0.00816115-0.00566358j 0.0186483+0.0378861j 0.00858437+0.0121148j 0.0155261-0.00924873j 0.00016054+0.0299105j 0.000898006+0.00321089j -0.00890423-0.0513985j -0.00163264-0.0179455j -0.00499009-0.0196299j -0.0158895-0.00608089j -0.0110141-0.0333329j -0.0115963+0.0129376j 0.0103788+0.0523815j 0.00963779+0.0099938j -0.0011443+0.0232877j 0.00804607+0.0235672j -0.00141392-0.0012108j -0.011456-0.0141279j 0.0344998+0.013955j -0.0261762-0.00169288j 0.0109223+0.0150141j 0.0146878-0.0237966j -0.00298374+0.0076703j 0.0187747-0.0151817j -0.0414444-0.00615527j -0.00154027+0.0379944j 0.0293769-0.0135518j -0.0649956-0.00671163j 0.0386211+0.0102292j 
0.00588086+0.00845763j 0.00182981-0.00335095j 0.008313+0.00111566j 0.000224608+0.00193945j -0.0180746-0.0314661j -0.00618346-0.0200572j -0.00575624+0.00769935j -0.00230056+0.0115763j -0.026687+0.00476564j 0.0260679+0.0119236j -0.0212762+0.00287692j -0.0123206-0.00182266j -0.0195126-0.0114219j -0.00260238+0.00335267j -0.00259773-0.00647392j 0.00609083+0.000618458j -0.013908+0.010348j -0.0142512+0.018197j -0.042938+0.00780258j -0.019457+0.0140469j -0.00246876+0.0177617j -0.01718-0.0314843j -0.00286132+0.0208623j -0.00214555-0.0283254j 0.0695964-0.0783719j 0.00766613-0.0215276j -0.00640769-0.0152865j 0.0160701+0.0235707j 0.0161615+0.0159824j -0.0101649-0.0121885j -0.00694097-0.00112462j 0.0346264+0.000895147j 0.00168312-0.0290188j -0.00756952-0.00100273j -0.00149863+0.0202759j 0.0159173+0.00517664j -0.0182159+0.00390887j 0.0084709-0.0138589j -0.00370195-0.00971834j 0.00569383-0.0425407j 0.00939625+0.00803392j -0.000178435-0.00458624j -0.00657046-0.00243075j 0.0290205-0.0135266j -0.0152117-0.0275007j -0.0234358-0.0127319j -0.00773877-0.0439701j 0.0226673+0.0294678j 0.00296588+0.00535614j -0.00354637-0.0254791j -0.00665407-0.00375215j 0.0173013+0.0321553j -0.0220949+0.000400335j 0.0309954-0.00697999j -0.00184386-0.00550247j -0.0020645+0.0187084j -0.01054-0.0209824j -0.0023568+0.0101881j -0.0232577+0.0213887j -0.0209525-0.0352988j -0.0117597-0.0121839j 0.023917-6.86062e-05j 0.0140712+0.0251037j 0.0128855+0.0191359j 0.0156823+0.0211896j 0.0029517+0.00886316j -0.0190532-0.00295915j -0.00988219-0.0112697j 0.0234026-0.0069758j 0.00470178-0.0305082j -5.45058e-06-0.0266499j 0.00297108-0.0269052j -0.00389427-0.0469083j 0.00518748+0.0394566j 0.0222453-0.0178927j -0.0227648-0.00223208j 0.00878538+0.030278j -0.00970758+0.019668j -0.0363825+0.0136117j -0.0305053+0.00547942j -0.0017188+0.0123552j -0.0138929-0.00400462j -0.0264846-0.00294981j -0.0104145+0.00498347j 0.0222668-0.00333235j 0.0145211+0.0113655j -0.00171587+0.000796098j -0.0131324-0.00270362j -0.0160403+0.0149082j 0.00569682+0.000822477j 0.00872943-0.00407824j 0.00783498+0.000712112j 
-0.00343809+0.00136535j -0.00636839+0.00441462j 0.0019352-0.0130746j 0.00760021-0.00351547j -0.00452689+0.058579j -0.0121405+0.0282112j -0.00731771-0.00534622j 0.00859802+0.0118854j -0.017945-0.0122223j 0.0103106-0.0264379j -0.00330529+0.000104209j -0.0129266+0.00357069j 0.00549088+0.0035164j -0.0335259+0.0150848j -0.0309678+0.00855336j -0.0179254+0.0107049j 0.00392066-0.00294419j 0.0363566-0.0129409j 0.0330166+0.0014923j 0.0146697-0.0233458j 0.00282307+0.00422281j -0.0526757+0.0214514j 0.0319282-0.00658602j -0.0183267+0.00538583j -0.0122847+0.0512901j -0.0114778+0.0111365j -0.0346842+0.00641521j -0.0032461-0.00432985j -0.00191012-0.00426233j -0.00467173+0.0165005j 0.00619723-0.00193563j 0.0287343-0.00150806j -0.0142384+0.00518907j 0.0139771+0.0148893j 0.014786-0.00508205j 0.00328553+0.00887038j -0.0046991-0.0058248j 0.0102185+0.00747188j -0.0407307+0.0063366j 0.00495428+0.0221226j 0.0149119-0.0101692j 0.00615423-0.00466078j -0.00300825+0.00197796j -0.00978137+0.0013824j 0.00724516-0.00232881j 0.00695727+0.00740738j -0.00639843+0.0206462j -0.0209606-0.018633j 0.0184937-0.00517913j 0.0276777+0.0039868j -0.0302174+0.00489888j 0.0290189-0.0100033j 0.0141316+0.00314426j 0.00711993-0.00161998j 0.057464+0.00172361j 0.00148408-0.00576796j -0.009073+0.00685879j 0.00236353+0.00737633j -0.024273-0.00955501j -0.0285092+0.00338846j -0.00404341+0.0127969j 0.00454338+0.00646077j -0.00347128+0.0333112j -0.00876019+0.00191205j 0.00555667-0.0303664j -0.0191988-0.02323j -0.0266506-0.0278046j -0.0184963-0.0373108j -0.0129793-0.0122772j -0.0106077+0.0255713j -0.00430805-0.0296082j -0.00130933-0.0399914j -0.0116408-0.0733584j 0.00124979+0.0881905j 0.00629966-0.0443298j 0.00920551-0.0310783j -0.0212069+0.0460067j -0.0072586+0.0294561j 0.0103831+0.021518j 0.00824605+0.0151981j -0.0125361+0.0268763j 0.00275192-0.00826491j 0.00152239+0.0102927j -0.027621+0.0109512j 0.0273135+0.0102042j 0.0275991+0.00545489j -0.0113379-0.00511341j -0.00249681-0.0126701j -0.00947065-0.00821407j 0.0122486-0.0085412j -0.00588629+0.00165585j -0.0216902+0.0042258j 
-0.00770807+0.00391527j -0.00897311+0.0119388j -0.0297552-0.0423894j -0.00626782-0.0202654j 0.064942+0.15668j 0.0215806+0.0812148j -0.0160529-0.00528301j -0.0020695+0.0244331j 0.0118271-0.0261016j -0.00158631-0.0493768j 0.019373+0.000332024j -0.0145341+0.0225292j 0.00233137+0.00161753j -0.00194695+0.0391556j -0.0802492+0.0100167j -0.0270848+0.0250691j 0.0139776-0.0151291j 0.0362858-0.022544j 0.0206169-0.00564035j 0.0274708-0.0418502j 0.0187044+0.0287481j 0.0331063+0.0402554j -0.00987536-0.0205337j 0.0195147+0.0178868j 0.00290297+0.100895j -0.0377495+0.0262158j 0.0137029+0.00451131j -0.00321245-0.00716371j 0.0323948-0.0175721j 0.0147439+0.0239353j 0.0122916-0.00825187j -0.015519+0.00269704j 0.00791277+0.0108131j 0.0306085+0.0164546j -0.0123662+0.00721842j -0.0187612+0.00373884j 0.0615348-0.0144521j 0.0228032+0.0123113j -0.0110223+0.0102616j -0.00479737+0.0153603j 0.0160103-0.0169799j -0.0153571-0.00493031j 0.00987859-0.0140234j -0.000613144+0.00825312j -0.0019623-0.0277784j 0.00347548-0.00926936j 0.00924841-0.00284517j 0.0237303-0.0467525j 0.0107543+0.0154978j 0.0281346+0.0008411j 0.0333754+0.0193962j 0.0276999+0.00793809j -0.00187591+0.00112659j -0.00754091-0.008501j 0.00785729+0.0135971j 0.012604+0.0108966j -0.0255254+0.0174457j -0.0122227+0.0175476j 0.0335904-0.0293864j -0.0202454+0.0164946j 0.00380891+0.0190205j 0.0190827+0.0264131j -0.00270163+0.047426j -0.015366-0.0323343j -0.030864-0.0399576j -0.00613371-0.0297606j -0.00268626-0.0276901j 0.0212858+0.0290764j 0.0215298-0.00446425j -0.0244626+0.0543893j -0.00393814+0.0297752j -0.00344127+0.017191j 0.00456974+0.047568j 0.00658005-0.0391606j 0.0250318+0.0176662j -0.000553905+0.0210319j -0.000626499-0.023029j 0.026537+0.00106529j 0.0147085+0.00798141j -0.0196314-0.00175393j 0.0249287-0.0100189j 0.0141862+0.0115655j -0.00102223+0.0140183j -0.00119988-0.0064376j -0.0263348-0.00356296j 0.00344342-0.00743191j -0.00565678-0.0165317j 0.0174099-0.0128089j -0.00231319-0.014864j 0.0251261-0.0176882j 0.00554473+0.00381302j -0.0192065+0.0082654j 
