0.0606867+0.145287j -0.190189-0.119708j -0.080895-0.188014j 0.0250144-0.26048j 0.0555346+0.0171613j -0.0847716-0.130997j 0.0442505-0.0708109j 0.09007+0.0402267j -0.182505+0.00771214j 0.207482+0.164666j 0.156197-0.199365j 0.0544551-0.0333746j -0.0928042-0.198124j 0.27915+0.0631864j 0.0626477-0.0201152j -0.0450799-0.00965957j 0.0623762+0.105607j -0.00500795+0.0449106j 0.00726473-0.0499463j 0.033507-0.0373908j 0.00729885+0.0368533j -0.0521142+0.0057061j -0.0179547+0.0134651j -0.00709016+0.0190874j -0.0220873-0.0297386j -0.0165594+0.0294486j -0.0447826-0.0196909j 0.0249698-0.0425408j 0.0336725-0.00293245j 0.00785435-0.00583212j -0.092312-0.00837243j -0.0099834-0.0202455j -0.00371378+0.0723581j -0.0607825-0.0228026j -0.0121223-0.0339836j 0.0448889+0.0136161j -0.0369199-0.0431913j -0.0104994+0.0121005j -0.0287583-0.0213812j -0.0285528-0.0282675j 0.00878614-0.00323007j -0.00137795+0.00427187j -0.0103497+0.020328j -0.0115126+0.020905j 0.0221826-0.00801936j 0.0115769-0.0141576j -0.00590174-0.00456723j 0.00438276+0.0110012j 0.0110217-0.00644429j 0.0147533-0.00310471j 0.0425549-0.00120053j 0.00107727-0.00444969j -0.00150033-0.00245261j 0.00916434+0.00395448j 0.017075-0.00552019j -0.00165816-0.0115303j -0.0201952-0.00282184j -0.0210265-0.00263455j 0.0162958+4.33186e-05j 0.0220999+0.00427034j 0.00693762+0.00213615j -0.000548289-0.00325706j -0.0216693-0.00340314j 0.00991923-0.00746794j 0.011249-0.010486j -0.0159314-0.0101142j -0.00598139-0.00285576j 0.0176866+0.0102744j -0.00367381-0.00153137j -0.00455421+0.0159356j 0.025247-0.00498191j -0.00704156-0.0197843j -0.0118692-0.00644618j 0.00103817+0.0154195j 0.0409153+0.0222648j 0.0050406-0.000900487j -0.00503216+0.0278934j -0.00357479+0.0374475j -0.010179-0.0170694j -0.0164268+0.0132178j 0.0268654-0.0157059j 0.00401862-0.0163046j -0.0276219+0.0187473j 0.0286711+0.0112264j -0.00873477+0.00315751j 0.0218053-0.0164663j 0.01635+0.0551867j 0.0643238+0.00559597j 0.00399122+0.0106339j -0.0130136+0.0318272j -0.000801628-0.017306j 0.00532407+0.00260802j 0.0595063+0.0477834j -0.0161344-0.000775911j -0.0521492-0.0661855j 
0.0011525-0.00820659j 0.0155227-0.000686234j 0.0034801+0.00608038j -0.00415089+0.00170979j 0.000815434-0.00447028j 0.00197487-0.00637365j 0.00297676+0.00556904j -0.000697044+0.00279055j -9.68362e-05-0.00212527j -0.00958162-0.0015762j -0.00231628+1.2693e-05j -0.00444507+0.001398j 0.00635974+0.00128237j 0.00398622-0.0030228j 0.00477459-0.000416858j 0.000875082+0.00920268j 0.0228551-0.00345133j 0.0275819+0.0124618j -0.010187+0.0233165j 0.00860158-0.00126385j 0.000751469+0.0256956j 0.00537416+0.00724587j -0.0101453+0.00181415j 0.00123087-0.0035027j 0.00191616-0.0107379j -0.0139986-0.0136742j -0.0017787+0.00244658j 0.00572714+0.00125256j -0.00656867-0.00747694j 0.00479069-0.00219732j -0.00631369-0.00310177j 0.00579457-0.000871196j 0.0016941-0.00544872j 0.00461769-0.00127829j -0.00411484-0.00156224j -0.000148661+0.0013169j -0.000624105-0.00469296j -0.0201369-0.00985164j 0.00834156-0.00434416j 0.00401651+0.000234872j 0.00557885-0.00538357j 0.000530646-0.0142724j 0.0341212+0.00108696j -0.011596+0.000809972j 0.00308115-0.00681253j -0.00510249-0.0156361j 0.00223217+0.0115707j -0.0138601-0.0208845j 0.00120324+0.00512489j 0.00230592+0.00888235j 0.00139382+0.00194729j 0.0437796-0.0100696j -0.0156125-0.0025449j -0.0171408+0.0213374j 0.0102668+0.0064134j 0.00952021-0.032263j -0.00146708-0.0260323j -0.0238471-0.0124569j -0.00611122-0.00730562j -0.00133471-0.0230251j -0.00335446+0.0331892j 0.00882374+0.00622639j -0.0107891+0.0066236j 0.0150822-0.00703842j 0.0111143-0.00143276j 0.00528165+0.00647853j 0.0121664-0.00444615j -0.00665083-0.00226659j -0.0131177+0.00967698j -0.00958921+0.00472888j 0.00133629+0.00112603j -0.00228622-0.00527044j 0.00989782-0.00239449j -0.00719474-0.000131539j -0.00518884+0.0139936j -0.0124484-0.00458377j 0.00346527+0.000979643j -0.0170357+0.0176456j 0.00347635+0.00454999j -0.00678244-0.00798917j -0.00597788+0.00177137j 0.00464233-0.00707107j 0.000105653-0.00744659j 0.00817888+0.0135206j -0.0074008+0.00537983j 0.00287737+0.0135877j -0.000939942-0.00172625j 0.0138497-0.00300842j -0.00140546-0.00247424j -0.00678126+0.00452116j -0.00630196+0.00721501j 0.000602538+0.00289208j 0.00758765+0.00664832j -0.00837047+0.0110881j 0.000722483+0.00313229j 
0.00144472-0.0100483j 0.000982919+0.0106242j 0.00862161-2.28453e-05j 0.0020673+0.00773619j -0.00181388+0.00488923j -0.00196866-5.5766e-05j -0.00471065+0.00237931j 0.00592309-0.00072672j 0.00286051+0.00130573j 0.00405538+0.00281637j 0.000332806-0.00431301j 0.00450059-0.00275518j -0.00187347-0.00122046j -0.00378101+0.00602987j -0.00177341+0.00162459j 0.00643733+0.0198263j 0.0152319+0.00779309j 0.0103633+0.000927788j -0.000721948+0.0125516j -0.0155487-0.00838222j 0.0212104+0.00746412j 0.0069863+0.00273604j 0.00153653+0.00135714j -0.00460296+0.00305874j -0.000623708+0.00146248j 0.000673139-0.000529298j 0.00312854-0.00126901j 0.00170989-0.00190442j 0.00883546+0.000282355j -7.40992e-05-0.00225853j -0.00319297+0.00477553j 0.00579288+0.00730033j -0.00517206+0.000493959j -0.00553903-0.00319927j -0.00438553-0.00646826j 0.0126947+0.000902632j -0.000939325-0.00743546j -0.0136451+0.00153648j -0.00364091-0.00408885j -0.00412672-0.0225034j 0.00677878+0.00716591j -0.0124069-0.0218256j 0.0220056+0.0114148j 0.0196117+0.0306919j -0.00923915-0.0111531j -0.015368+0.00931694j -0.0061399-0.00784543j -0.0179322-0.0102262j -0.0124613+0.00881278j -0.00123336-0.00313855j -0.0155331+0.0172322j 0.00616887+0.0172635j -0.00776766-0.00169688j -0.00884111+0.0177439j 0.00437841-0.00963026j 0.00518404-0.00209209j 0.00946388+0.000557239j 0.00651418-0.00297839j -0.0152011-0.00490918j 0.00361569-0.00555057j 0.010429-0.00211808j 0.00691554-0.00151824j -0.000152251+0.00632749j 0.00575234-0.0117567j -0.00518825+0.00180982j 0.000427433+0.0117055j 0.00815808+0.00337097j -0.00490219+0.000290822j -0.00177456-0.00311615j 0.00187802-0.00886337j 0.00497428+0.00488859j -0.000649783+0.00585656j -0.00477484-0.0122185j -0.0054808+0.00567769j -0.00432076-0.0102037j 0.00185259+0.00719896j -0.000998543+0.00699461j 0.00146569+0.00536376j 0.00717757+0.00145092j -0.00128811+0.00491086j -0.000341015+0.00854908j -0.000729112-0.00260729j 0.00937832+0.010988j 0.0108641-0.00467597j -0.00732599+0.00279641j -0.000848547+0.000968732j 0.00189261-0.000922947j -0.00459216-0.00143962j -0.00563135-0.0130927j -0.002983+0.0111708j 6.23551e-05-0.00172446j -0.000674201+0.00745678j 0.0152077+0.00376009j -0.00477096-0.00422581j -0.00576179-0.00866849j 
-0.00482027+0.00957267j -0.00697594-0.00558627j 0.00174253-0.000746425j -0.0072467+0.00517j 0.00166049-0.00366228j -0.00764103+0.00292089j 0.00313016-0.00868098j -0.000484073-0.00271558j -0.00203131+0.00382612j -0.000943416-0.00561944j -0.00269935+0.00173784j -0.00332751-0.00211639j 0.00673507+0.0011286j 0.000442227-0.000926135j 0.0106583-0.00311565j -0.00928105+0.00256734j 0.00282908+0.0221836j -0.00382837-0.0140415j 0.00271288+0.0131261j 0.0057554-0.00371906j 0.00224254-0.00503377j 0.00584845+0.00602817j 0.0153559-0.009242j 0.00571549+0.00669872j 0.00815293+0.0151909j 0.00504625-0.00380005j -0.00564273+0.0023474j -0.00467373+0.00161415j 0.00402902-0.00549493j 0.000842965-0.00276222j 0.00103854+0.0054958j -0.000321834+0.00398885j 0.0052199+0.00147j -0.000885057+0.00324809j -0.00143027+0.0019318j -0.00448678-0.00204545j 0.00187428+0.00246029j -0.0107541-0.0159063j 0.00486239-0.00932748j 0.00248841+0.025391j 0.0219397+0.00706496j -0.0100291-0.0215332j 0.0099934-0.0255985j -0.0154556+0.0188751j -0.0146527+0.0312196j 0.00604279+0.0160105j 0.0110821+0.0288855j 0.00719278-0.000769215j 0.021943-0.0035366j -0.00712112+0.028095j -0.0131415-0.00602649j -0.0144303-0.0133127j 0.0216542-0.00693883j 0.000807919+0.0122485j -0.0147278-0.020911j 0.000715956+0.00506829j 0.000450716+0.0167326j 0.0210762+0.00731552j -0.00178105+0.000858364j 0.00583289+0.00768106j 0.0220655-0.0116296j -0.0047318-0.00973897j 0.0156153-0.0079112j -0.00107437+0.0056471j -0.0113326-0.00730057j -0.016563-0.00455817j -0.0060244-0.000800376j 0.00124227+0.00688106j 0.00326676-0.00104935j 0.00199104+0.0148152j -6.8808e-05+0.00267468j -0.00967471+0.000568765j -0.00297936-0.000765557j 0.00584347-0.00198813j 0.0119741-0.0100999j 0.00709319-0.00308768j 0.00679946+0.00275529j 0.0152872-0.00348782j -0.0062166-0.00323931j 0.0113393-0.0042624j 0.00210603-0.000403227j -0.00334364-0.000116114j 0.0085088-0.0054953j -0.00570461-0.0135469j 0.000396692+0.00654053j 0.0014938-0.00145005j 0.00244227+0.002753j -0.00660301-0.0121237j -0.00033179-0.00545826j -0.00409181-0.000628904j -0.00216976-0.00206804j -0.00211679+0.00608545j -0.00730562-0.00833324j 0.00482518-0.00165503j -0.00156069+0.00475067j 
-0.00921984-0.00294164j 0.00219984+0.00872003j -0.00370207+0.00310001j -0.00306345-0.00341814j 0.00650644-0.000153417j 0.000910848-0.000742609j -0.00391182+0.00344625j -0.000328423-0.00295457j 0.00302958-0.00124778j 0.000217161-0.000337289j -6.03347e-05+0.0009237j -0.00228919-0.00436019j -0.00232372+0.000694078j 0.0016728+0.00109866j -0.00220757-0.000597924j 0.0027632-0.00657704j 0.00968794+0.0228625j -0.00576593-0.0178546j -0.00774187+0.0134912j 0.00150115-0.031831j -0.0048512+0.000856386j -0.000396482+0.00414849j 0.00677939+0.00351695j 0.000363544+0.00793644j 0.00761793+0.0152051j 0.00473764-0.000520819j -0.00605578+0.00782117j 0.000227348+0.0072913j -0.00615692-0.00747109j -0.00469689+0.000566942j 0.00218612-0.000228845j 0.00999777+0.00606047j -0.0016298-0.00206776j 0.00907848+0.00141746j -0.000832779+0.00190513j -0.00218737+0.00577821j -0.000204362+0.00139681j -0.0204473-0.0190766j -0.00511842+0.00276902j 0.0021105-0.00208411j 0.0272443+0.0241349j -0.0238502-0.0268906j -0.00629192-0.0293215j -0.00297586+0.023989j -0.00994489+0.013136j 0.020716-0.0124392j -0.0183741+0.00019241j 0.00901587+0.00497894j -0.0273733-0.035927j -0.00324432-0.0389961j -0.00525959+0.00364028j 0.00327086+0.0217536j -0.0011043-0.0369512j 0.0138466-0.0219653j 0.0169047-0.00028924j -0.0184716+0.0283903j 0.0183621+0.0128815j 0.0180581-0.00260368j -0.00268477+0.00150191j 0.0193795-0.0121917j -0.0318013-0.00275107j -0.0153113+0.00574125j -0.011337-0.0159052j 0.00632984+0.00592846j -0.00897024+0.0209276j 0.00594086-0.000714547j -0.00303154+0.0112872j 0.0150709-0.00940246j -0.00303048+0.00486653j 0.00652803-0.0162769j -3.99648e-05-0.0165735j 0.00617475-0.006529j 0.00717372+0.00717815j 0.0063138+0.00337434j -0.000966088-0.00114072j 0.000350922-0.0142996j 0.000496415-0.0046056j 0.00324371-0.00820533j -0.0108609-0.000807103j 0.00871654-0.0113732j 0.00206148-0.000282134j 0.0100185+0.0124945j 0.0135694-0.00869743j -0.00572591+0.014704j -0.00970396-0.000803068j -0.0144232+0.0062295j -0.00814119+0.0031991j -0.0114057+0.00866253j 0.0161058+0.00116875j -0.00209648+0.00541222j 0.0031229+0.00309911j -0.0128073-0.00590613j -0.00952889-0.0143128j 0.00327333-0.00153175j -0.000450336-0.00143719j 
-0.000647224-0.0120495j 0.00690135+0.00946231j 0.00909567+0.0041719j -0.00373381+0.00916355j 0.00467066+0.000627583j -0.00866132-0.00430993j 0.00128928+0.00650573j -0.00187031-0.00540203j 0.00713298-0.00186205j 0.00128466+0.00175467j -0.00349085-0.00176962j -0.00218211-0.00222378j -3.3186e-06+0.00174933j 0.00329772-0.000961426j 8.02278e-05+0.00190155j -0.0198305+0.0199967j 0.00883554+0.0330345j -0.00742584+0.00571861j -0.00214878+0.00428935j -0.00987114+0.00601759j 0.00350172-0.00216267j 0.00524484+0.010639j 0.00788246+0.000995188j 0.00698693+0.00825391j 0.00550168+0.000762119j -0.00410399-0.00744362j -0.00336131-0.00881923j 0.00410894-0.00291091j 0.00947323+0.00207123j 0.00406036+0.00254145j -0.000872058-0.000671901j 0.00299935-0.000667448j 0.00342488-0.00595026j -0.000538021-0.00388257j -0.000763792-0.00386613j 0.0034758-0.000759321j 0.00120675-0.00276873j 0.00824032-0.000406815j 0.016402-0.00606038j -0.0177472+0.029271j 0.0279546-0.00356645j 0.0226117-0.0221877j 0.0122421+0.0142512j 0.00952722+0.0345493j 0.00570667-0.00611926j -0.0234606-0.0187967j 0.00141398+0.0196626j -0.019715+0.0295037j -0.0297214+0.0159034j 0.0149667+0.00987431j -0.0199729+0.00238229j -0.0289292-0.0214044j -0.00486094-0.00983554j -0.013298+0.00454076j -0.0102357+0.00760054j -0.00392362-0.0118454j 0.00243107+0.00389919j 0.0045311+0.000129993j -0.00774942-0.00463548j -0.00123964-0.00993007j 0.0145565-0.00775468j 0.0114809+0.0144267j -0.000664675+0.00364245j 0.00200623+0.00196025j 0.00266961-0.017178j -0.000920743+0.00368035j 0.000579945-0.00505883j -0.0157752-0.000954879j 0.0100028-0.00134637j -0.00239903-0.00424583j 0.00518261+0.00757466j 0.0178443+0.00355296j -0.0141377-0.0094876j 0.00456981-0.00263872j 0.00461687+0.00175021j 0.0177783+0.00442714j 0.00378583+0.000378575j 0.00385857-0.00556029j 0.000711114+0.0122356j -0.0114058+0.00324256j -0.00562684+0.00657188j 0.00873534-0.0132357j 0.00354984+0.010317j 0.0120478-0.0155176j 0.00173347+0.00748408j 0.00926558+0.00116607j -0.0128551+0.0010214j -0.000856148+0.00481069j -0.0168226-0.00985585j -0.00123847+0.0105214j 0.00156736-0.00745951j 0.00571144+0.00203672j -0.000571445-0.00249616j -0.00375949-0.0145134j 0.00325039-0.00582961j 
-0.00485056-0.00994377j -0.00820312-0.00203761j -0.000359955+0.00354721j -0.005893-0.00690484j 0.00385389+0.00687659j 0.00159089-0.00361575j -0.00423664+0.00455804j 0.00943996+0.00301879j 0.000986347-0.000594317j 0.00138363+0.00449292j -0.00349453+0.00127901j 0.0034576-0.00389175j -0.00484814-0.00107558j 0.000110461+0.00302439j -0.00120735-0.000753108j 0.0101357+0.0257838j -6.16547e-05-0.00444953j 0.0143964-0.0144654j -0.0219922-0.0102759j 0.00647317-0.00382538j 0.00962056+0.0188285j -7.68706e-05+6.21435e-05j 0.00125916+0.0136432j -0.00603073+0.0080981j -0.00869667+0.00283034j 0.0100999+0.00090921j -0.00151986-0.00675442j -0.00097818-0.00567223j 0.0103291+0.00951762j 0.00243333+0.00390729j 0.00114279+0.00533927j 0.0019629+0.0067853j -0.00584246+0.00293265j 0.000132156-0.000809572j 0.00137785-0.000902497j 0.00599467+0.00692965j 0.00659488+0.000335771j -0.000175421+0.00541773j 0.000636198-0.00252665j 0.0236499-0.0193775j -0.0011316-0.0297861j 0.0103149+0.0247321j -0.0253323-0.0426433j -0.031318-0.00117405j 0.0054172+0.00174625j -0.0214546-0.00219921j -0.0430358+0.0257944j 0.024616-0.00103192j -0.0253537-0.00591033j -0.00156308+0.0107604j 0.0030418-0.00773637j -0.00663252-0.0305025j 0.00724638+0.0178498j 0.0284597+0.00919796j -0.0152215-0.0176327j 0.00488203+0.00812284j -0.00647277-0.0049796j 0.00409661-0.0152367j -0.00368317+0.00639907j 0.007877-0.0189501j 0.0079981+0.00334726j 0.00449173+0.0053703j -0.0106354-0.000643307j 0.00169115-0.0219212j -0.00587823-0.0193146j 0.0039539+0.0110471j 0.0145941+0.00266553j -0.00439671+0.0147537j 0.000583229-0.0106152j -0.00494869-0.00548108j 0.0105036+0.0099878j -0.00151789+0.00709329j -0.0021129+0.000138925j -0.00348581+0.000792667j 0.0161863-0.0035891j 0.00850698+0.00544078j -0.0117551-0.00640609j -0.00598795-0.00569533j 0.00718557+0.00343149j 0.0136485+0.00109885j 0.0163519+0.00421043j -0.00337727+0.0103514j 0.00651386+0.0125229j -0.0109808-0.00403505j 0.00201346-0.00445833j -0.00203109+0.00416006j 0.013954+0.00743491j -0.00917712+0.0104496j -0.000641407+0.00377039j 0.00334602+0.00770467j 0.00293129+0.00291509j 0.00843233+0.000310007j -0.0100712-0.00994266j 0.00424633-0.00870318j -0.00310581+0.00853004j 
-0.00726491+0.0137778j -0.0141703-0.0137628j -0.00189858+0.0149357j -0.0112453+0.00297664j 0.000206267+0.00593123j -0.00196735-0.00574344j -0.00717261+0.00402111j 0.00806243-0.00303972j 0.00043487-0.00259543j 0.00445699+0.00457827j -0.00173858-0.00341071j 0.00760037-0.00208863j -0.00256347-0.00278948j -0.00267943+0.00105634j -0.00168403-0.000348586j 0.00478406+0.0108724j 0.00100436-0.022098j -0.0120065+0.0273925j -0.0142985-0.00339373j -0.0153645+0.0249618j -0.00307914+0.00371886j 0.0046896-0.00413942j 0.00257481-0.00641908j -0.00628412-0.00634299j 0.00668922-0.00157784j 0.012832-0.00299678j -0.0040195+0.00586384j -0.00817225+0.00785519j 0.00106887+0.00746693j -0.00132866-0.00397896j 0.00717444+0.0073337j -0.00946647-0.00346267j 0.00235374+0.00825456j 0.000544609-0.00121522j 0.0050623+0.0014651j -0.00174785-0.00605061j 0.00228987+0.000801988j 0.00474853+0.0255815j 0.000196795-0.00518095j 0.0363329-0.00966735j -0.0215202-0.0604553j 0.0199501-0.000900956j 0.0198323+0.0394127j 0.0389084-0.0572237j 0.0292715+0.0277315j 0.0189526+0.0105041j -0.011979-0.00706008j -0.00636051+0.0109559j 0.00880838+0.000142686j -0.0158125-0.0047992j -0.0131502-0.0216865j 0.0142547+0.0338824j -0.00534812-0.0231727j -0.0187801-0.0167352j 0.00988454-0.00242771j 0.00776287+0.00215897j 0.01689-0.00833211j -0.0157108-0.0211171j -0.000427398+0.001203j 0.0047395-0.00594627j -0.0328973-0.00878106j -0.00813212-0.00113894j 0.00104192+0.000659371j 0.00376173-0.000575941j 0.00771681+0.0216628j 0.00651532-0.000878978j -0.0109026-0.00123745j -0.00149488-0.01818j -0.00562612+0.00194216j 0.00395338-0.00742828j -0.00774268-0.00112664j 0.0182847-0.00524363j 0.00430649-0.00883639j 0.00584791-0.00134054j -0.012788-0.00133638j 5.2791e-05+0.00357991j 0.00444625+0.00293561j 0.0057184+0.00435204j -0.0132031+0.00550855j -0.00166458+0.000232753j 0.00252851-0.0151003j 0.011937-0.00635693j 0.00395395+0.00603808j -0.00169768+0.00996631j 0.000380857-0.00494445j 0.00190534+0.00335974j -0.00763245-0.00884587j -0.0137237+0.00184324j -0.0135887-0.0044348j 0.00680052-0.00564384j -0.00632052-0.00176462j 0.00938662+0.00215686j 0.00863451-0.00113913j 0.00686038-0.00127144j 0.00571298-0.000692334j 
0.0170512+0.0216595j -0.0084543+0.00766856j -0.0106385-0.00970118j -0.00572375-0.0103404j 0.000196101+0.00191476j -0.000374859-0.00318074j -2.06919e-05-0.00183242j 0.00297075+0.00411228j -0.00235402-0.00050316j 0.00274311+0.00521582j 0.00412828+0.000788886j 0.0052369+0.00251764j -0.00230174-0.00677166j -0.0034947+0.00310007j -0.00344818-0.00349137j -0.034567-0.0305322j -0.00785747+0.0262919j -0.0407927-0.0451552j 0.0105715-0.0285508j 0.00440253-0.0113696j 0.00792291-0.00436004j -0.0105953-0.00190084j 0.000644541+0.000766914j 0.0012109+0.00729808j -0.00351958-0.00161028j -0.00958586+0.0144036j -0.0021246+0.00506644j 0.00971338-0.0095482j -0.00711572-0.00334796j 0.00591407+0.0043881j -0.0103999-0.00377481j 0.0078867-0.00353039j 0.000264266-0.0018532j 0.000456242+0.00088694j 0.00215606+0.00219797j -0.00533043+0.0115582j 0.0105135+0.00461457j -0.00705125-0.0409799j 0.029648+0.000141156j 0.0153286+0.0366036j 0.00614528-0.00887985j -0.00948779+0.00225992j -0.0294723-0.0523117j -0.0600356+0.0202413j 0.030589+0.0115677j 0.0169765-0.0116531j -0.0147701-0.0531495j -0.038992-0.0280372j 0.000449652+0.00894964j 0.00232384-0.00625573j 0.0235263-0.0217745j -0.00603233-0.0108547j 0.0271475+0.0306702j 0.00892772-0.00644534j -0.00731545+0.00114531j -0.0280671+0.0245876j -0.0131667+0.0144913j -0.00853879-0.00529728j -0.00179739-0.00250165j 0.000975959-0.00591212j 0.00325389+0.013721j -0.00240916-0.00847042j 0.0207165+0.0148362j 0.000496834-0.000745614j -0.00218333-0.00383469j -0.00141679+0.00445174j 0.00477407+0.00626795j 0.00111403+0.0121423j 0.00385081+0.00106791j -0.00877891+0.00133472j -0.00277698+0.000459685j 0.000415075-0.00909032j -0.00572174+0.00833534j 0.0129711-0.00525493j 0.00525668-0.000332297j 0.00491383-0.00819001j 0.00366676+0.0121444j -0.00165589+0.00563812j -0.00392063-0.00049087j 9.5069e-05-0.00782081j 0.00569271-0.00929095j -0.000845928+0.00413294j 0.0138729-0.00658763j 0.0111973+0.00974075j -0.00752868+0.00810342j -0.00873533-0.00218426j 0.00963235+0.0134623j 0.00815218-0.000676354j 0.00265665+0.0163626j -0.00328621+0.00101889j -0.0078243-0.0147812j -0.00033286-0.00184811j -0.0137178-0.0122642j 0.00948293+0.0087658j -0.0163074+0.011143j 
-0.000366863-0.0160319j -0.0306094-0.0172147j 0.00198291+0.00242157j 0.00855474+0.00845053j -0.00432455+0.00351499j 0.00483855+0.00213197j 0.00205855-0.000990678j 0.00355934+0.00295774j -0.0019436-0.00236004j -0.00522169-0.000807574j 0.00232075-0.000931247j -0.00214779+0.00340507j 0.00280157+0.000532984j 0.00205656+0.00396351j -0.00124165+0.00127911j -0.0071158-0.0122604j 0.000421629+0.00198588j 0.0091533+0.0141598j -0.00433473-0.00746351j 0.00867825-0.0155046j -0.0164994+0.0140989j -0.0107221+0.00948326j -0.00735317-0.00464969j -0.00203469-0.00794731j 0.000853865-0.00104855j -0.00160776+0.0038883j 0.00020427+0.00179464j 0.00158174-0.00240202j -0.000923658-0.00141695j -1.1092e-06+0.00342903j -0.00165969-0.00536577j -0.00129547+0.000511103j -2.10366e-06-0.00217239j -0.000397779-0.00419534j -0.00188774-0.00132644j -0.000851828+0.00320666j -0.00445257-0.00212506j -0.0185958-0.0205945j 0.00614084-0.0150416j 0.00672603+0.0329094j 0.0193633+0.00518955j 0.0495476+0.0292537j -0.0102376+0.00843261j 0.00042743+0.00746969j 0.00835906+1.31837e-05j 0.0116338-0.0199716j 0.0122308+0.00826611j 0.0107944+0.00264572j -0.0158699-0.010349j 0.0291345+0.00707687j 0.00106399-0.0120975j 0.0107367+0.00464557j -0.00847831-0.0244988j -0.0160683+0.00601644j 0.00532502+0.00332757j -0.00589785-0.0115838j -0.00276704-0.00960277j -0.00334121+0.0012634j -0.0120614-0.00174355j -0.00922978+0.00342577j -0.00591007+0.000713499j -0.00400337-0.000114037j 0.00695423+0.000478911j 0.00563774+0.00324299j 0.00217378+0.00387894j -0.00285248+0.00288974j -0.00264632+0.00195535j 0.00355885+0.00239734j 0.00410757-0.00338423j 2.72221e-05-0.00430549j -0.00099132+8.55399e-06j 0.00311949-0.00313286j -0.00486355+0.0051952j 0.0057309-0.00639775j -0.000936485+0.00543366j 0.00150479-0.00753017j -0.00138584-0.00232848j -0.00362956+0.00209092j -0.00422092-0.00194464j 0.00308987-0.00271584j -0.00375629-0.000879568j -0.00250042+0.00846506j 0.00606389-0.0148705j -0.00534241-0.00481043j -0.0060692+0.00364179j 0.000773488-0.00979834j 0.00729836+7.34002e-05j 0.00883349-0.000238557j -0.00973566+0.0109801j -0.00994045-0.00184457j -9.77741e-05+0.00523345j 0.0127487+0.000129216j 0.00375149-0.00371555j 0.00391091+0.00703828j -0.00339296+0.00363574j 
0.0227683+0.0196874j -0.012517-0.0245856j -0.00922425-0.00621011j 0.00345288+0.00326767j -0.00627603+0.00772348j -0.00473824+0.000327068j 0.00120585+0.00725295j -0.00420285-0.010103j 0.00212609-0.00517484j 0.00526182+0.00272017j -0.00270275+0.000219948j 0.00371995-0.00273452j 0.00314662+0.00227671j 0.000392196-0.0044396j 0.0024498+0.00375644j 0.0116636-0.00282111j -0.00182532+0.0011276j -0.00465683-0.00323441j 0.00978583+0.0285064j 0.0118574+0.009424j -0.00681335+0.00396462j 0.00183651-0.00452272j 0.00812966-0.00534401j 0.00350779-0.000446459j 0.00568435+0.00552537j -0.00685466-0.0058423j -0.00900252+0.00337743j 0.000733073+0.000402102j 0.00115727-0.00384328j 0.0021847-0.0029184j 0.00361699+0.00221695j -0.00141968+0.0054841j 0.00371729+0.00540888j 0.00405541-0.00108587j 0.00836054-0.00121548j -0.0109762-0.00269078j 0.00194887+0.00642745j 0.00845137+0.0087757j -0.0063093-0.00976562j 0.0320796+0.0103584j 0.00381857-0.0095337j -0.0439463-0.0558345j 0.0348178-0.0275124j -0.0120931+0.00159573j -0.0133242+0.00357901j -0.0205882+0.00248593j -0.0181917+0.0248727j 0.00893059+0.00909289j 0.0064416-0.0079404j -0.0162938+0.0351109j 0.00760246-0.0122358j -0.0173754+0.00859761j 0.0166705-0.000961335j -0.00244147-0.00632767j -0.00605943+0.00322147j 0.0115424+0.00472883j 0.00961428+0.0109973j -0.00738268+0.00971736j 0.00690062-0.00509742j -0.000944986-0.00863942j 0.00555073+0.000722273j -0.00521296+0.00424302j -0.00130932+0.00414387j 0.00361353+0.00251211j -0.00258305+0.000725681j 0.000200081-0.0128103j 0.00111842-0.0096521j -0.00775689-0.00424293j 0.0015277+0.00147775j 0.000173349-0.00517605j 0.000441099-0.00207044j 0.00104448+0.00483833j -0.00235143-0.00862655j 0.00728886+0.0046996j -0.00179807-0.00930332j 0.000576897+0.00158222j 0.00167603-0.00701087j 0.000866481-0.00123899j -0.004784+0.00320987j -0.00619163-0.00136667j 0.00664182-0.0040891j -0.00162774-0.0116525j -0.000109483+0.00872059j 0.00170336+0.00557495j 0.00110142-0.0028105j -0.00578558+0.00727987j -0.00235584-0.00321497j -0.00389719+0.00153488j 0.00397079-0.00201625j 0.00368126-0.00857332j -0.00424627-0.00207179j -0.00598848-0.00174015j -0.000209432+0.00478178j 0.000432835-0.00292049j 0.0084041-0.00467962j 
