0.0606867+0.145287j -0.190189-0.119708j -0.080895-0.188014j 0.0250144-0.26048j 0.0555346+0.0171613j -0.0847716-0.130997j 0.0442505-0.0708109j 0.09007+0.0402267j -0.182505+0.00771214j 0.207482+0.164666j 0.156197-0.199365j 0.0544551-0.0333746j -0.0928042-0.198124j 0.27915+0.0631864j 0.0626477-0.0201152j -0.0450799-0.00965957j 0.0623762+0.105607j -0.00500795+0.0449106j 0.00726473-0.0499463j 0.033507-0.0373908j 0.00729885+0.0368533j -0.0521142+0.0057061j -0.0179547+0.0134651j -0.00709016+0.0190874j -0.0220873-0.0297386j -0.0165594+0.0294486j -0.0447826-0.0196909j 0.0249698-0.0425408j 0.0336725-0.00293245j 0.00785435-0.00583212j -0.092312-0.00837243j -0.0099834-0.0202455j -0.00371378+0.0723581j -0.0607825-0.0228026j -0.0121223-0.0339836j 0.0448889+0.0136161j -0.0369199-0.0431913j -0.0104994+0.0121005j -0.0287583-0.0213812j -0.0285528-0.0282675j 0.00878614-0.00323007j -0.00137795+0.00427187j -0.0103497+0.020328j -0.0115126+0.020905j 0.0221826-0.00801936j 0.0115769-0.0141576j -0.00590174-0.00456723j 0.00438276+0.0110012j 0.0110217-0.00644429j 0.0147533-0.00310471j 0.0425549-0.00120053j 0.00107727-0.00444969j -0.00150033-0.00245261j 0.00916434+0.00395448j 0.017075-0.00552019j -0.00165816-0.0115303j -0.0201952-0.00282184j -0.0210265-0.00263455j 0.0162958+4.33186e-05j 0.0220999+0.00427034j 0.00693762+0.00213615j -0.000548289-0.00325706j -0.0216693-0.00340314j 0.00991923-0.00746794j 0.011249-0.010486j -0.0159314-0.0101142j -0.00598139-0.00285576j 0.0176866+0.0102744j -0.00367381-0.00153137j -0.00455421+0.0159356j 0.025247-0.00498191j -0.00704156-0.0197843j -0.0118692-0.00644618j 0.00103817+0.0154195j 0.0409153+0.0222648j 0.0050406-0.000900487j -0.00503216+0.0278934j -0.00357479+0.0374475j -0.010179-0.0170694j -0.0164268+0.0132178j 0.0268654-0.0157059j 0.00401862-0.0163046j -0.0276219+0.0187473j 0.0286711+0.0112264j -0.00873477+0.00315751j 0.0218053-0.0164663j 0.01635+0.0551867j 0.0643238+0.00559597j 0.00399122+0.0106339j -0.0130136+0.0318272j -0.000801628-0.017306j 0.00532407+0.00260802j 0.0595063+0.0477834j -0.0161344-0.000775911j -0.0521492-0.0661855j 
0.0362364+0.0479876j -0.046756-0.0867825j -0.0252887+0.00574465j 0.0575323+0.00281787j -0.00923361-0.00716401j 0.0191268-0.0104942j -0.00736745-0.0105534j 0.0184153+0.0162271j 0.00210894-0.0173367j -0.00597561+0.012409j 0.0162255+0.0117396j -0.00412927-0.00426939j -0.00344421+0.000490976j -0.0225851-0.0181535j 0.00125625-0.00794349j -0.0453397-0.117578j -0.152849-0.213734j -0.099115-0.0570896j 0.176924-0.0583336j -0.133263+0.230258j -0.27691+0.114863j -0.349138-0.146573j -0.0763278-0.0616602j -0.0570439-0.107673j 0.00872799+0.0163412j 0.0679913+0.0452303j 0.0530369+0.0541537j -0.070947-0.0282219j 0.117541-0.0856333j -0.0695281-0.0212348j 0.0150293+0.0609863j 0.0744226+0.0506685j 0.0267544+0.0562276j -0.0304395-0.107652j -0.0603704+0.0871482j 0.186544-0.0852649j -0.0553889-0.0175476j -0.0378627-0.0629539j -0.201778-0.273351j -0.0182287-0.054117j -0.0215447+0.0175203j 0.050078-0.0250596j 0.0108751+0.0371963j -0.0223947+0.053642j -0.0564011+0.00865886j -0.0412552+0.0113686j 0.0220439-0.0196815j -0.0178417+0.00760349j -0.00815796-0.0197928j 0.00306684-0.0444749j 0.00580782-0.0170795j 0.02806+0.0139544j -0.0397739-0.00148224j 0.00121761-0.0276349j -0.00165841+0.00985841j 0.00953498-0.00705831j -0.00646398-0.00597868j -0.0186224-0.00368512j -0.0076-0.0176062j -0.0165742-0.00363108j 0.00554738+0.00188305j -0.00100044+0.00389799j 0.00647094+0.0138261j -0.00281384-0.00187415j -0.005891+0.000280492j 0.00891222-0.00608417j 0.0128934-0.00288396j 0.0131691-0.00223718j -0.00791502-0.00161428j 0.000726975+0.00361847j 0.00451536-0.00583533j -0.00138214+0.0013395j 0.00917611+0.00028665j -0.00606859-0.00213576j 0.00304145+0.0010121j -0.010931-0.00225337j -0.0164446+0.00492688j -0.0170254+0.0110363j 0.00131379-0.0040623j -0.014843-0.00150665j -0.00332305-0.0154318j 0.00682651+0.00863163j -0.00412685-0.000403987j -0.0162235+0.0136014j 0.00339788-0.00589529j 0.00130433-0.00145921j 0.0121076-0.0231788j 0.00901935+0.0334627j -0.00145044+0.0281815j 0.00924053-0.0110676j 0.00600928-0.00581248j 0.0113484-0.031607j 0.0105553+0.0234444j -0.00207145+0.0255714j 0.0353662-0.0330167j 
0.0693989+0.094007j 0.00283843+0.0538587j -0.0641509-0.0433116j 0.033954+0.026154j -0.00207707+0.00535263j 0.0167596+0.0271024j 0.00178979-0.00386014j -0.00303451+0.00109658j 0.0131485+0.00301057j 0.000797892+0.00616089j -0.00315966+0.00977208j 0.000172033+0.00311666j -0.00413551+8.04197e-05j 0.000821112+0.0071264j -0.0156669-0.013612j -0.205767-0.185206j 0.0320461+0.146249j -0.271075-0.125202j 0.0958809-0.0626981j 0.0367568-0.218368j -0.234849-0.246187j 0.0536361-0.245319j 0.0164879+0.18344j 0.143494+0.171573j -0.124894+0.0724859j 0.13871-0.00792476j -0.0749407+0.0888669j 0.0360943-0.0360094j -0.126991-0.0622806j 0.00138194+0.00317168j -0.045453-0.00590772j 0.0257113+0.0298238j 0.0262446+0.0825495j 0.00876113-0.0645752j -0.0158847-0.0326069j -0.0397315-0.0126379j -0.13972+0.0740303j 0.2375+0.266637j -0.0641412-0.0274665j -0.0171117+0.00297384j -0.0132755+0.026283j 0.0368076+0.0166782j 0.0708867+0.0349037j -0.0157885-0.0449089j -0.0223725-0.000105853j -0.05099-0.0421934j 0.0361698+0.0276138j 0.0114433+0.00334583j 0.0353553+0.027254j 0.0469382+0.00366176j 0.00810648-0.00491067j -0.00505645+0.010692j 0.00605607-0.0210513j 0.00792546+0.00797697j -0.0391202-0.00939663j 0.00770106+0.0180304j -0.0127461+0.0163729j -0.00818114-0.00998225j 0.000818203-0.00605032j 0.0071424-0.0151824j -0.00593459+0.00054126j -0.0222787+0.00341691j 0.0190955-0.0145094j 0.000754621+0.014134j 0.000451591-0.0090276j 0.00638962-0.000993305j 0.00265086+0.00338457j -0.000653833+0.00179419j 0.00473702+0.00624914j 0.00318003+0.00725813j -0.00530382+0.00546727j -0.0029997+0.0068751j 0.011217-0.00192984j 0.0085863+0.00344398j 0.00731917+0.014746j -0.00514769+0.0174313j -0.00200098+0.0145779j 0.0159043+0.000133767j -0.0108894-0.00290551j -0.000395226+0.00866076j -0.00469483+0.00462193j 0.0167287+0.00344952j 0.000970706-0.000651371j 0.00177384+0.00138918j -0.00342703+0.00175408j -0.00118089-0.000899331j -0.0153825-0.0159519j 0.00866387-0.00853131j 0.0142708-0.0211445j -0.00156797+0.00491028j 0.00667573-0.00756103j -0.00321329-0.0113071j 0.018722-0.0211123j 0.0306275-0.0277271j 0.0069661-0.0212082j 
0.015459+0.00379246j -0.0530792-0.0184284j -0.00301909-0.0193991j -0.0249452-0.0328231j -0.00188738+0.00537479j 0.00158073-0.00249741j -0.0112993-0.0127855j 0.00784499+0.017379j -0.00635507-0.00432032j 0.00197936+0.00899707j 0.00887214+0.0191009j 0.0361019-0.00216713j -0.0109699+0.0126917j -0.0207323-0.0232577j 0.00819705-0.0267972j 0.0448566-0.0225633j -0.134619-0.0589167j -0.0601634-0.128427j -0.00725126-0.0468276j 0.0343845+0.0382742j 0.0668124-0.0401205j 0.00373382+0.121236j 0.0667165-0.0380019j 0.022062-0.00180662j -0.0550399+0.025174j 0.0560747+0.0367679j 0.0880098+0.00319364j -0.0469068-0.0654388j 0.225956-0.0413694j 0.000475604-0.026093j -0.149877+0.0964433j -0.00532845-0.0933743j 0.027084+0.23945j -0.0537543-0.0134929j -0.0985189+0.0348532j 0.0759496+0.0584196j -0.0872892-0.0515761j -0.109898-0.016954j -0.0776134-0.0969858j -0.0422749-0.0466207j 0.00211136+0.0172293j -0.011192-0.0437657j 0.0267367+0.0958798j 0.00376384-0.0019108j 0.00833581+0.07281j 0.0374785-0.0261586j -0.00293425-0.039533j 0.001759+0.0336413j -0.0220585+0.0151266j 0.00926201+0.0116332j 0.0323346+0.0297372j -0.0131029-0.00451449j -0.0136731+0.00379314j 0.0141319+0.0386198j 0.00771946+0.00548291j 0.0363124-0.0268031j 0.0310097-0.00748149j 0.0103481-0.00416379j -0.00828662+0.0249812j -0.0042102-0.00829188j 0.01305+0.0137361j -0.00189096+0.0166666j -0.0180088+0.0126136j 0.0223003-0.0219317j -0.0111546+0.000895256j -0.00171212-0.00136954j 0.0210379+0.0055152j 0.0039233+0.00285349j 0.0282775-0.0132665j 0.00411383-0.0251191j -0.0132076+0.00550384j -0.0339036-0.00687882j 0.0376388+0.00184605j 0.00941513+0.00151853j 0.0339294+0.0157317j 0.00267917-0.0027916j -0.00536507-0.0315872j -0.0116145-0.0360866j -0.0245967-0.0181353j -0.0879637+0.0120753j -0.0427089+0.0182447j 0.0265399-0.0371536j 0.00220197-0.0397352j 0.0316695-0.0324434j 0.00442814-0.00984324j -0.047834-0.0163915j -0.0849043-0.0882611j -0.101385+0.0466403j -0.0256863-0.105123j 0.010325+0.00599658j 0.00856577-0.0318074j -0.00682354-0.0699323j -0.0962141+0.0293452j 0.0328353-0.109592j -0.00837098+0.048712j 
0.0582904+0.0124141j 0.0215658+0.00241734j 0.0234031+0.010543j 0.0158097-0.0124858j 0.00138313-0.00243274j 0.00765337+0.0204827j -0.0017243-0.0130502j -0.00886601+0.0207091j 0.0109501-0.00216379j 0.00376529-0.00551204j -0.0081907+0.00756197j -0.00894449+0.0329246j -0.0279328-0.0126982j -0.00857543+0.0199046j -0.0116971-0.0232138j -0.126983-0.0435023j -0.0304018+0.00634004j 0.00552887-0.0485282j 0.0146316-0.138587j 0.0633778+0.00367429j -0.0214467+0.107648j -0.145519+0.0799261j -0.00273517+0.159069j -0.0212464+0.0780876j -0.0257254-0.0191268j -0.0805958+0.0154534j -0.0455191+0.0570009j 0.0823564-0.0498251j -0.0291574+0.113776j 0.0765517+0.0142597j -0.145183-0.149425j 0.101937+0.0310505j -0.172817+0.0188512j -0.0411302-0.0486791j -0.0280149-0.119258j -0.0559171-0.0817729j -0.120961-0.0654093j 0.0886545+0.0712635j -0.0993324-0.0272334j 0.00741283-0.000649956j 0.0157252+0.0547596j 0.020319-0.0604116j -0.0143962-0.00351223j 0.0505022-0.0420068j -0.0476357+0.021629j -0.00421078+0.103468j 0.0350332-0.0194541j -0.033564+0.0437358j 0.0108493+0.0160323j -0.00610601+0.0222146j -0.0481591+0.0646064j 0.00947506+0.0263676j -0.00753881-0.0321818j -0.0472284+0.0383176j -0.0169142+0.0309077j -0.00408459-0.00940048j -0.0192726+0.018472j -0.00845955-0.010504j -0.0273619+0.0162986j 0.0228673-0.0157035j -0.0148971+0.00346031j -0.025708+0.0255369j 0.0145124-0.00819071j 0.0171628-0.0054085j 0.0120221+0.00749791j 0.00228594-0.00206201j -0.0117972+0.0095288j -0.00597678-0.00349172j -0.00158445+0.00985929j 0.0113393-0.014199j -0.00501334-0.0121996j 0.0208201-0.0174568j -0.0141017+0.0270435j -0.00392659+0.0015863j -0.0342329+0.0116068j -0.0120035-0.000521403j 0.0187351-0.00570611j 0.0189807-0.0300139j 0.020487-0.0144642j -0.0076798-0.069661j 0.0234676-0.0151141j -0.00311218+0.0121661j 0.0494513+0.0118966j -0.00995961+0.0224855j 0.0302623+0.0105119j 0.00570667-0.0332055j 0.0931382-0.0640534j -0.0872802-0.108291j 0.045004+0.00326557j 0.00684771+0.0472051j -0.00622418+0.0107754j 0.103357+0.0178203j -0.0495503-0.0554556j 0.0157072+0.0532266j -0.0213333+0.0800522j 
0.0333724+0.00549294j 0.0144235-0.0162932j 0.0163199+0.00363115j 0.0191566-0.00065981j 0.00328588+0.00246728j 0.00488912-0.0153342j 0.0170598-0.000711073j -0.0170931+0.00174301j 0.00273005-0.00607936j -0.00105057+0.0160205j -0.000737701+0.00070003j -0.0139818-0.00181792j 0.00157394+0.0163042j -0.00348388-0.0148634j 0.0249464-0.0150397j -0.0740135+0.0193215j 0.018927-0.012591j 0.0568765+0.00158531j 0.0202296+0.0110621j -0.00117931+0.0747667j -0.0185533+0.00268124j -0.0447801-0.0274395j -0.0896282+0.00568434j -0.0534749+0.00329852j -0.0119503-0.0108091j 0.0364901-0.0239661j -0.0302344+0.0782575j -0.0116142+0.0167439j 0.00856415-0.105946j -0.00928666+0.0589157j 0.0213813-0.0855384j 0.00160985-0.112553j -0.0196767+0.0845048j 0.0709304-0.068395j 0.0753694+0.064644j -0.194687+0.0655459j 0.0113868+0.136032j 0.0556043-0.0246958j 0.106609-0.00577728j 0.0578329+0.00215464j -0.031751-0.0300184j 0.0669793+0.0185375j -0.0635638+0.00629791j 0.0189097+0.111123j -0.0591501-0.0544321j -0.0535224+0.0344691j 0.0221745+0.0531367j -0.0474287-0.060851j -0.105006+0.0119529j -0.0500743-0.00493738j -0.0176019-0.0205344j -0.0599078+0.0455411j 0.0469521-0.0128159j 0.0197611-0.0646218j -0.0286311-0.0116386j 0.0684189-0.0895777j 0.0106724-0.0918646j 0.0314742-0.062376j 0.00456529-0.0307981j 0.00474666+0.0489511j -0.000502986-0.0112568j -0.0271032-0.041417j -0.00152974+0.0972271j -0.0104248+0.0110472j -0.0299536+0.0108841j 0.0273997+0.00726159j 0.0260851+0.00601724j 0.0317076+0.0356883j -0.025551-0.0015972j -0.00547037-0.030173j 0.0188191+0.0159447j -0.0299865+0.063734j 0.0515896-0.00573136j -0.0375042+0.0348783j 0.0471663+0.0246407j -0.0488804+0.0683508j -0.109169-0.0099353j -0.0287732-0.0357112j 0.0671366-0.00398034j -0.0756436+0.0865425j -0.0368339+0.047326j -0.0922809-0.0736109j 0.0386559+0.0702348j -0.00422764-0.145477j -0.0146921-0.0550057j 0.0439251-0.086667j 0.0436658-0.124873j 0.00271818-0.0401164j -0.0305637-0.226249j -0.0419067+0.000388643j -0.00686518-0.0263391j 0.0625495-0.166031j 0.0496491+0.173417j 0.0135096-0.275563j -0.311559+0.117851j 
0.00805756-0.0405882j -0.0138729-0.00868784j 0.0203939-0.0283104j 0.0170569-0.00697998j 0.00397496-0.00695641j -0.00460794-0.0139155j 0.00845587-0.003908j -0.00293494+0.00765307j -0.00189482-0.00398543j 0.00869597-0.0145267j -0.00555501-0.010714j -0.00237117+0.0101109j 0.0156981+0.0138831j 0.0286795-0.02289j 0.010491+0.010592j -0.00419252+0.0451208j -0.0433155+0.0239162j 0.0455034-0.0590203j 0.0226416+0.0263766j -0.000894826+0.0454105j 0.00454589-0.0293419j -0.0256557+0.0510611j -0.035422-0.0103641j -0.023308-0.0180838j -0.0317246-0.042813j -0.0284618+0.0302693j 0.0304562+0.0330187j 0.0185644+0.0130075j -0.0380681+0.00120404j 0.0230504-0.0548177j -0.0746854+0.0334131j -0.0979943-0.0286488j -0.0262407-0.0208996j 0.131397-0.0636258j -0.0298313+0.124769j 0.00709433-0.0709028j -0.119658+0.0361204j 0.142842-0.0655588j 0.0151068+0.0497094j 0.0641367-0.0049243j 0.039579-0.0297372j 0.0580543+0.0300266j -0.147203+0.0751473j 0.0542161+0.105824j -0.0184551+0.0672813j 0.0429232+0.00549621j 0.0266352+0.015203j -0.0386718-0.0488396j -0.0571411-0.0483637j -0.0320644+0.0513516j -0.0253398+0.0397997j -0.000816646+0.000137742j -0.0119102-0.01252j -0.0194019-0.0172865j 0.0143335+0.00240629j -0.0122044+0.026394j -0.0235538-0.000392896j 0.0185944-0.0322511j -0.00263546-0.0125211j 0.0126417-0.0299119j -0.0066901-0.00254715j 0.0110107+0.0107367j 0.0188544+0.0184405j 0.0135293-0.00490598j 0.0222339+0.0155714j -0.00616164-0.00731033j 0.00536524+0.0103461j -0.00942645-0.00676421j 0.0299701+0.00656043j 0.0106772+0.0025228j 0.0685844-0.0253548j 0.0116029-0.00157474j -0.0428046-0.0177516j 0.0200647+0.0403911j 0.00256166-0.0183525j 0.157696-0.000977297j 0.109104+0.0557148j -0.0311059+0.0392064j 0.0420066-0.0740417j 0.114938+0.0251377j -0.0295253-0.0500091j -0.117555+0.231244j 0.113796-0.0453349j -0.00753383-0.0667047j -0.0722639+0.0439945j -0.0539155+0.00639469j 0.00232465+0.0950086j -0.0920512+0.167726j -0.156215+0.0687664j -0.0447215-0.0181725j 0.0396517-0.0686913j -0.160258+0.0888017j 0.133795-0.00651784j 0.340331-0.146273j 0.0266108-0.299003j 
0.0239711+0.0226032j 0.0190348+0.0127573j 0.00938605+0.0136952j 0.00873802-0.0173407j 0.00248919+0.00695441j 0.00186266-0.000239227j 0.0223091-0.00860712j -0.0314418+0.0111653j 0.00620275-0.00720199j -0.0116129+0.018772j 0.00030929+0.0251698j -0.0183018+0.0101721j 0.00849412-0.03371j -0.0341689-0.00992156j 0.0324937+0.0226289j 0.019892+0.013814j 0.00653549+0.0124593j -0.00961512+0.0191373j -0.00480281+0.0075393j -0.00296148-0.00610732j -0.0126783+0.0119182j 0.000483948-0.0204019j 0.00573999+0.0158414j 0.00258663+0.00753018j 0.0138992+0.000855351j -0.0168314-0.0142989j -0.0101778-0.018832j 0.0163404+0.0104199j -0.0351034+0.0189356j 0.00266658+0.00424005j 0.0161316-0.0141247j 0.0206937+0.0302842j 0.00434741-0.027732j 0.0108082-0.000681422j -0.00354963-0.0286481j -0.0223656-0.0300957j 0.0167883-0.00368646j 0.025087+0.0310586j -0.0174991-0.00427073j 0.0996328+0.110705j -0.0241883-0.0467934j -0.02336-0.066667j 0.0381004+0.00633609j 0.00995361-0.0468495j -0.00508148-0.0159434j 0.0137083+0.00937312j 0.031258-0.14738j -0.00298349-0.0585124j 0.035533-0.051186j -0.0532586+0.0958j -0.0504061-0.0194687j 0.0236142-0.0690687j 0.0458553-0.108901j -0.00238341+0.0119475j -0.0204408+0.0279224j 0.0287857+0.0219829j -0.00228253+0.0390532j 0.0699975-0.022739j 0.0131585-0.00724739j -0.0184439+0.0272854j -0.0285085+0.0211734j 0.0389402-0.0361995j -0.0033263+0.0313451j -0.0459369+0.0223172j 0.0292962+0.0194181j 0.00463371-0.00724898j -0.0336913+0.0369124j 0.00997143+0.0221335j -0.032577-0.011441j -0.00712334-0.130389j -0.0280966+0.0553587j -0.0254228+0.0604501j 0.0450642+0.049121j -0.00412305+0.0734001j 0.0532775-0.0405049j 0.0686968+0.00502473j 0.0250192-0.000552054j 0.0250169+0.0219873j -0.254961-0.131358j -0.161588+0.0459765j -0.00145491-0.175905j -0.12532-0.119273j 0.0373861-0.0937047j 0.0472045+0.041007j 0.0270663+0.0119625j -0.185918-0.0732532j 0.0744489+0.0896182j 0.0596974-0.0326271j -0.0164864-0.000790933j 0.10353+0.0592263j 0.044226-0.157758j -0.0108823+0.0115861j 0.00708253+0.0303807j -0.0320952+0.064812j 0.0467079-0.0121481j 
-0.00837013-0.00792274j 0.022026+0.023897j 0.00292222+0.0260969j -0.00783618+0.0325516j -0.00262025-0.00107843j 0.0042009+0.0186064j -0.00463241+0.00933176j -0.00407045-0.0122334j 0.0138265+0.00952837j -0.0128309-0.0164079j -0.0114888-0.000449853j -0.0254418-0.02063j 0.0226707+0.00443936j -0.0351402-0.0287469j -0.0252741-0.0131185j 0.00277355+0.0175366j -0.0191243-0.0184318j 0.0075014-0.0134102j -0.00830735+0.0152764j -0.0158487+0.00947489j -0.000823869-0.0190045j 0.0233083-0.00504292j -0.00832296-0.0172003j -0.00514409-0.0141873j 0.00392754-0.00320554j 0.00490213-0.00209751j 0.010481+0.00501227j -0.0109576+0.0145332j -0.00645119-0.019943j 0.00285758-0.0112052j 0.0111066+0.0170787j -0.0401483+0.016148j 0.00777612-0.0065326j 0.0448521+0.0082943j 0.00639387+0.0285082j 0.00773956-0.00812505j 0.017877+0.0407267j 0.03016-0.00303521j 0.0392148+0.0225527j -0.0317808-0.0700465j -0.0824688-0.104486j -0.0479474-0.0445221j -0.0346381-0.0777401j 0.00705241+0.0555652j -0.00468585-0.108292j -0.00410243-0.03215j 0.00730448-0.0621813j -0.00733451+0.0833681j 0.0181683-0.0208881j -0.00487893+0.01609j 0.00258444-0.0605232j 0.0365793+0.0212132j -0.0047042-0.0206588j -0.0358625+0.0385665j 0.0442645-0.00841105j 0.00187133+0.014427j -0.0380662+0.0225193j 0.0561199+0.00692879j 0.0121195+0.0178385j 0.0615153-0.00787705j 0.0404257-0.0149465j -0.0518148+0.0133065j -0.0571334+0.0134263j 0.038621-0.00988038j -0.0481887+0.0303095j -0.0177939-0.0109492j -0.0503292-0.0484854j -0.0210781-0.00277389j -0.0868491-0.0639544j 0.0693094-0.0177811j 0.0737537-0.0576652j 0.0290577-0.0435413j -0.172602+0.0952854j -0.0693384-0.0357019j 0.0601195+0.0317189j 0.0203974+0.0570577j 0.0162286+0.0186047j 0.0211525-0.00360466j 0.129024-0.205917j -0.178707-0.0881323j 0.195734+0.0690416j 0.0241416-0.0277479j 0.0553554+0.151596j -0.0129117+0.0301394j 0.111228+0.120436j -0.0235572-0.00739027j -0.0832905+0.0435062j 0.00442952+0.068158j -0.00191425+0.00978271j -0.0669449+0.187383j 0.10925+0.027569j -0.0687491-0.00291111j -0.0286028-0.0143381j 0.0756316-0.0514276j 0.0130392-0.0750386j 
-0.0227954-0.0123938j 0.0216372+0.0255799j 0.00239226-0.00794012j 0.00334329-0.000813129j 2.15177e-05-0.0053357j -0.00195007+0.0186814j 0.00343273+0.000161655j 0.000780555+0.00608541j 0.00824261+0.00820457j -0.00860633-0.0152746j -0.00330691+0.00555411j -0.0255644-0.00738756j 0.0011095+0.0147726j -0.00746117+0.00593815j -0.0217009+0.00722895j 0.0351341-0.0173993j 0.0195524+0.0363896j 0.0199568-0.00304401j -0.00682554+0.019108j -0.0579867-0.031181j -0.00338065-0.0170799j 0.00611483+0.0216812j -0.0175458-0.0170862j -0.00466391-0.0133331j -0.0232575+0.0370095j 0.0239235+0.0115428j 0.0250579-0.0504715j 0.00317531+0.0168167j -0.0769065-0.00352661j -0.033816-0.0147895j -0.0598933+0.041769j 0.0459507-0.0436129j 0.011605-0.0593899j 0.00177677+0.0270658j 0.0446407+0.00370209j 0.0251448+0.0130734j 0.0401167+0.00477262j 0.0605308-0.0447767j -0.0361373+0.106693j 0.0140203+0.0109522j 0.0143967-0.0529472j 0.0579281+0.0554173j -0.102406+0.037652j 0.0911377+0.0452403j 0.101608+0.064144j -0.0526864-0.0446871j 0.0275955-0.0413915j -0.0604251-0.0202882j -0.0487191-0.0569847j -0.00509281+0.0853254j -0.0573953+0.0246705j -0.0125968+0.0142614j 0.0234716-0.0370615j -0.0273253+0.0197135j 0.00905941-0.00894198j -0.0342938+0.00774788j -0.100295+0.0101914j -0.0180228-0.00885128j 0.00676026-0.0117303j 0.069874-0.0826218j 0.0332159-0.0375257j -0.0566867+0.0196093j 0.0686852+0.0413553j 0.0130456-0.044068j 0.0394695-0.0359768j -0.00218833+0.0356623j 0.0233685+0.0629853j -0.0414349+0.0512446j 0.0132611-0.0760035j -0.0765893-0.0418894j -0.0477958+0.0531019j -0.0988331-0.110593j -0.0259086-0.042789j 0.075287-0.0750456j 0.0223532+0.0364675j 0.056516-0.0808314j -0.0397411+0.0770554j 0.003436+0.00590045j -0.0280546+0.00533122j -0.0511101-0.0147225j -0.0788185-0.0167053j 0.246651-0.112053j 0.0995945+0.040528j -0.139062+0.0649264j 0.0372902-0.021439j 0.0397855-0.0668122j 0.160628-0.0592968j 0.0409662+0.06776j 0.0388574-0.0567963j -0.0116479+0.0515595j -0.0851561+0.0296123j 0.350164-0.237436j 0.262089+0.178042j -0.034778+0.129657j 0.0769494-0.120251j 
0.020916+0.0166821j -0.0152573-0.00797394j -0.00245808+0.00390824j -0.00461919-0.00753058j 0.00115821+0.00610024j 0.00199724+0.000517094j -0.00379382+0.000900096j -0.00573908+0.00395978j -0.00304042-0.00289971j 0.00673843+0.0119606j 0.00129756-0.00250418j 0.00361703+0.0014883j 0.000734986-0.0090965j 3.29107e-05+0.0173104j -0.00264374-0.00803996j -0.0389657-0.0146206j -0.024575-0.0168774j -0.00808285-9.17825e-05j -0.0230519-0.0287987j -0.00874514-0.000770778j -0.000188837+0.0274728j -0.0335481-0.0131019j -0.0020371+0.0317171j -0.0275037+0.00748032j 0.0308499-0.020329j 0.00950793-0.00359618j -0.00592052-0.0704395j 0.0118864+0.0658758j 0.0391601+0.0703755j -0.0155445+0.0492946j -0.0453491-0.0530738j -0.0580932+0.0750694j 0.0422417+0.0424014j 0.0207321-0.0112869j 0.00300792-0.00741534j -0.0814286+0.0149229j 0.0132943+0.047622j 0.00940062+0.0210291j 0.0447387-0.0139028j 0.0268329+0.0312694j 0.0184349+0.0272666j 0.0164702+0.00703997j -0.0231467-0.0642059j -0.054667-0.0598086j -0.0112199+0.0130536j -0.0537333-0.0354818j 0.000885868-0.00662472j -0.00822773-0.00646933j 0.0352809-0.0662289j 0.0135622-0.0473753j -0.048567-0.0482872j -0.0285436-0.074484j -0.013388+0.070963j -0.0176243-0.0139527j 0.0624793+0.0235132j -0.047183+0.0825705j 0.0862295+0.0547807j 0.0115178+0.0353251j -0.0292913+0.0132456j -0.0190921+0.00498897j -0.0440437+0.040121j 0.0450369-0.00159451j 0.017384-0.00950807j 0.0168712-0.0250359j -0.0523858-0.0502605j 0.04206-0.0569954j 0.0820807-0.0300449j 0.0256121+0.0592428j 0.0132396-0.0527878j -0.0543232+0.0322255j 0.108131-0.0339335j -0.218667-0.148966j -0.0391305+0.0129204j 0.016422-0.0212184j 0.106183-0.210977j 0.0112876-0.301196j -0.0248794-0.0583325j 0.0194737+0.112365j 0.0850869-0.045664j -0.0590295+0.0101437j -0.122578+0.13068j -0.0153599-0.0692225j 0.101435-0.0495533j 0.0164079+0.0375613j -0.0385771+0.02414j -0.0243004-0.0165377j -0.10617-0.0664528j -0.188571-0.0179119j -0.130081+0.0234211j 0.0157381+0.0568157j -0.0216807-0.0118855j 0.00442143+0.264817j -0.0964056-0.107671j 0.0761015+0.0367597j -0.0477186+0.0396806j 
