0.00887174+0.00315024j 0.00815053-0.0514434j -0.00975123-0.0124032j 0.0380466+0.0260662j 0.00747566-0.00486304j -0.0215332-0.0340737j -0.0124734-0.0568658j -0.0132029-0.0226025j 0.00332904-0.0204425j 0.00801919-0.0156559j -0.00273271-0.00511656j -0.00838083+0.0217193j -0.0103949-0.0260887j 0.00471731-0.0156722j 0.0158348-0.0080086j -0.00571981+0.0455152j -0.0190031+0.00575888j -0.0260581-0.0069191j 0.00734541+0.00208964j 0.0043147+0.0300281j 0.00139128+0.0064672j -0.0109029+0.00401219j 0.00813431+0.00763417j 0.00339699+0.00832987j -0.0131128-0.000542263j 0.00763612-0.00420133j -9.25342e-05+0.0215871j -0.0210346-0.00617996j -0.00950814+0.0264004j -0.00685533+0.0129822j 0.0113003+0.00576658j 0.00463346-0.0132003j -0.00876351+0.00710931j -0.0192876-0.0111885j -0.0087028-0.0205644j 0.00663715-0.0103773j 0.0100819+0.00556856j -0.0203337+0.0265398j -0.00429511-0.00861795j 0.0014971-0.010416j 0.0129359+0.0193163j 0.0162612-0.0359683j -0.00140875+0.00779529j 0.001185-0.0073506j -0.00565471+0.0102523j 0.0249885-0.0123328j -0.0172245+0.00933919j -0.00144565+0.00561194j -0.00405403+0.0500861j 0.00357093+0.0100591j 0.0294197-0.0195547j 0.0132888-0.0194532j 0.0149398-0.00443139j 0.0190848+0.00585399j 0.0129318-0.00859665j -0.00412951+0.048129j -0.0130861+0.0643062j 0.0385405+0.00284169j 0.00574661-0.0102132j 0.0140425+0.0355988j 0.00942528+0.0174226j 0.0340638-0.0347144j 0.0428669-0.0301726j 0.0158385-0.00128071j 0.00366927-0.0210344j 0.0354857-0.052025j -0.00324922+0.0173017j -0.0634911+0.00135115j -0.0568483+0.0735956j 0.0352779-0.00392688j -0.0875426+0.141446j -0.0494943-0.00617683j 
0.0313195+0.038322j -0.00471442+0.00436025j -0.0322083-0.0131475j -0.0428132+0.0446901j -0.0406579-0.00704225j 0.0267312+0.0305118j 0.015489+0.0745899j 0.0480111-0.0301419j 0.00626127+0.00741104j -0.00872646+0.0212452j -6.64784e-05+0.00120088j -0.0130773-0.0256867j 0.0279554+0.0345659j -0.0464739-0.0295242j 0.0579375+0.0167428j -0.0068377+0.00610738j 0.0453478-0.00187188j -0.020279-0.0075341j 0.0206648+0.0174071j -0.0289241+0.00139379j -0.0355687-0.0240819j -0.00937581+0.00169115j 0.0109613+0.0114449j 0.016396-0.00873221j -0.0591072-0.00214301j 0.00934037+0.0182225j 0.0208411+0.0142945j -0.0207388+0.0418882j 0.0317419+0.00577796j -0.0236113+0.026046j 0.0231871+0.0259732j 0.00111571+0.0172182j 0.0108669+0.00356105j 0.0708871+0.0245277j 0.0342861+0.0160474j -0.0116566-0.061813j 0.0187781-0.0351736j 0.0317073+0.0216106j 0.000161813+0.00319375j 0.00321242+0.0213915j 0.00607952+0.000104723j -0.0315143+0.00640966j -0.0206301-0.00638165j -0.0276646+0.0202266j 0.00109908-0.0209623j 0.012425+0.00330144j 0.00832555+0.0445853j 0.0182527+0.0222271j 0.0262726-0.0303106j -0.0259919+0.0236151j 0.00155436-0.000519209j -0.00150321-0.00549974j -0.0322658+0.00117295j 0.0124734-0.0186578j 0.00577525+0.0232994j 0.0141133+0.00107009j 0.0228573+0.000199659j -0.00539925+0.00385886j 0.00439345-0.0462437j -0.00491167-0.00957033j -0.0151767-0.0121985j -0.0202083-0.00964082j -0.00748344-0.00397724j -0.0129268-0.00586154j -0.00442337-0.0101611j 0.00223607+0.00319401j -0.0271791+0.0202113j 0.0198429-0.00764254j 0.0131074-0.0224491j -0.047785-0.00481577j 0.00648084-0.0173343j 0.00677566-0.0270316j 
-0.0218315+0.010127j 0.0188586+0.0401555j -0.00205072-0.00992783j -0.0250288-0.042424j 0.0420905-0.00687075j -0.0148596-0.0533063j 0.0578999-0.0136349j 0.000671389-0.0172687j 0.0508428+0.000941105j 0.00806144+0.0610944j 0.0340003+0.0192373j 0.022589+0.000845991j -0.00427935-0.0123338j -0.0172152+0.00300065j -0.0635356-0.0358966j 0.00123884-0.0253915j -0.0271019+0.0433637j 0.0182683+0.0876633j 0.0325057-0.0445901j 0.0205189-0.010039j -0.031226-0.040253j -0.00283865-0.00792083j -0.0377538+0.00385717j 0.0370166+0.0121188j 0.0566844-0.0123836j 0.00338274+0.0381269j -0.012708-0.0137379j 0.0275921+0.0182706j 0.00239692+0.0286885j -0.012254-0.0128518j 0.0102755+0.0317322j 0.0436879-0.0608674j 0.0243276-0.0166801j -0.0653814+0.0509043j -0.0159661-0.0107851j 0.0269206+0.00621852j -0.00228139-0.0159042j 0.0190143+0.0340836j -0.00957607-0.0368489j 0.0479768-0.026758j -0.00682747-0.0181986j -0.00772167+0.0383703j -0.000713202+0.0306399j -0.0131525-0.00349943j 0.00996772+0.00175613j -0.0248271-0.00609732j -0.00513357-0.016896j -0.0103843-0.0220589j 0.00487166-0.0143281j -0.00609042-0.00029865j -0.057352-0.0100616j 0.019799-0.00222108j -0.0183487-0.0141135j 0.00255686-0.039715j -0.000185896-0.0568224j 0.0319917-0.000181183j -0.0162422+0.00292093j -0.0272569-0.0363214j 0.00799685-0.000376424j 0.00381531-0.00155431j -0.0201856-0.0388935j -0.0101988-0.0208972j 0.00445362-0.0227897j 0.00835189+0.00594306j -0.00191444+0.00948833j -0.0124336+0.024786j -0.017884+0.00700974j 0.00209245-0.00813679j 0.00995599-0.0304634j -0.0387184+0.00159778j -0.000536117-0.00881552j 0.0106347-0.0216569j 
-0.00289999+0.00264724j -0.00122207+0.0302122j 0.0345038+0.0121097j -0.0269792-0.00700716j -0.0218201+0.0286888j 0.0928243+0.0145954j 0.014743+0.0855909j 0.0626097-0.0310394j 0.0129219-0.0222481j 0.024369+0.0189106j 0.00137575-0.000144163j 0.0156198-0.0277127j 0.0292431+0.0255135j -0.0147121-0.0508329j 0.0114791-0.00719779j -0.0410956+0.00011991j 0.0291911+0.0235156j 0.0157226+0.00903498j -0.0071156-0.00326092j -0.036883+0.0200496j -0.032459+0.0341881j 0.0124076+0.0220172j 0.00189851-0.00634333j 0.00358888-0.0380814j -0.000421293+0.0368551j 0.0171205-0.00117165j 0.0176536+0.012668j -0.00279586+0.0349405j -0.0306656-0.0183275j -0.0126664+0.0252785j -0.00016623-0.012506j -0.0129965+0.00941801j -0.0323624+0.00137333j 0.0206484+0.0248346j 0.014341+0.0327601j 0.0249501+0.0167766j 0.0396363+0.000998874j 0.0255716-0.0220667j 0.0182894+0.0358612j -0.0278688-0.00942533j -0.0104525+0.00184312j 0.0170861+0.0426807j -0.0227899+0.0314176j -0.00194475+0.0277894j 0.0112754-0.00611844j 0.0376269+0.0143134j -0.0102186-0.00120124j -0.0231829+0.0218666j -0.029061+0.000487116j -0.0250985+0.0190749j 0.0107217+0.00330644j 0.00862662-0.00855403j 0.0201505-0.0382205j -0.022439-0.0279762j -0.0105062+0.0124898j -0.011826-0.0387475j -0.00545919+0.0259382j -0.0126115-0.000540398j 0.016947-0.0219232j -0.0170467-0.00342702j -0.00518485-0.0209406j 0.0324408+0.0334377j 0.0441131-0.00340435j -0.0127709+0.055852j -0.00281349+0.0216709j -0.0131233+0.000427788j -0.000358655+0.0220071j 0.0146629+0.012097j 0.0277697-0.00192354j 0.00182126-0.0154046j -0.00867174-0.015022j -0.0235084-0.0122222j 
-0.0118926-0.0487941j -0.0344684-0.0432974j -0.00343686+0.035159j 0.0937037-0.0118923j 0.00624642+0.0117494j 0.00351391-0.0120838j -0.0421342-0.059931j -0.0232381-0.0146256j 0.0441911-0.037605j 0.00527978+0.0174553j 0.015908-0.0332292j -0.00752303-0.00370458j -0.012827-0.0326866j 0.057722-0.0641584j 0.0161745+0.00151522j -0.0636966-0.0210553j -0.0352988+0.0059492j 0.0239135+0.0452809j 0.0340413-0.014003j -0.0145205+0.0138206j 0.0159521-0.00142411j -0.00967162+0.00582556j 0.00353579-0.019737j 0.0344815+0.0292424j -0.016714-0.0215297j 0.0171123+0.0152968j 0.00629362-0.00391737j -0.00388195-0.0495924j -0.00549066-0.0147691j -0.0380827-0.0247282j 0.0199079+0.0230255j -0.00429244-0.0191527j 0.00939574-0.0138927j 0.0257984+0.022603j -0.00725177-0.00253166j 0.00617998+0.0298525j -0.0225574-0.0100031j -0.0202763+0.0177461j 0.0264461-0.00304183j 0.0276288-0.0317615j -0.0197699+0.0141914j 0.0262881-0.00825227j -0.0337016+0.00671841j -0.0106095-0.00838248j -0.00306263-0.0319566j 0.00701239+0.0113167j 0.00832851-0.0234649j 0.00145527-0.0152437j -0.0148545-0.00035573j 0.00631958-0.0281393j 0.0161705-0.0100534j 0.0227717+0.0124134j 0.00922638-0.0362942j 0.0146006-0.0223269j 0.00738147-0.00210371j 0.00535114+0.00933272j -0.0335932+0.0293657j -0.00104238+0.014257j 0.00966798+0.0520084j 0.044412-0.000975173j 0.0179694+0.00484569j 0.0202287+0.0250669j 0.0206401-0.0258203j 0.0168958+0.00892162j 0.0168007-0.0219305j -0.0154806-0.00374798j 0.023017-0.046823j -0.0324539-0.00730147j -0.0367681+0.0216999j 0.0429301+0.00410769j -0.0158741+0.036913j 0.000317049+0.011709j 
0.0148448+0.0328739j 0.0382236+0.0151332j -0.00246171-0.0353231j -0.0542958-0.00732453j 0.0114771-0.0420846j -0.0501658-0.00350119j 0.0102366-0.0209277j -0.0328777+0.00703094j -0.0483914-0.00545641j -0.00210339-0.0403639j -0.0294496-0.0021689j 0.0343253+0.00709277j -0.0200594-0.0591595j -0.0480371+0.0858804j -0.00277129-0.0275636j 0.0832715-0.0398193j 0.00554662-0.0080514j -0.0926825+0.0289358j -0.00735452-0.00837248j 0.00369487+0.00599087j 0.0156292-0.0483429j -0.0410723+0.0063391j 0.00997963-0.00328076j -0.0265199+0.00283963j -0.0236873-0.00360794j -0.00401192+0.0049653j 0.00169345-0.0128555j 0.0098041+0.0183869j -0.0142425-0.0169363j -0.00723884+0.0067628j 0.0239376-0.000426919j -3.23911e-05+0.0225742j 0.0196405+0.000868788j -0.0466911-0.00810481j -0.00674327+0.00826607j 0.0139597-0.0197758j -0.00820672+0.0023146j -0.0167035-0.0116866j -0.0364212-0.0323064j 0.0109784-0.00675972j 0.0204664+0.01502j -0.0135719-0.0209311j 0.010786+0.0369302j -0.0333803+0.0261763j 0.00144333+0.0353192j 0.0115371-0.0265749j 0.00299705-0.00736177j -0.0248639-0.00498023j 0.00201136+0.0284215j 0.00966428+0.0123534j 0.0374199-0.00443756j 0.049951-0.0253876j 0.012707+0.0334053j 0.0218731+0.022247j -0.0339653-0.0101309j 0.00836761-0.0211j -0.0126384+0.00656974j 0.0298567+0.00858817j -0.0222579-0.0406066j 0.0161418+0.0133403j 0.0210339+0.0054781j 0.00462606-0.0192621j -0.0101263+0.0191388j 0.0223228-0.0166111j 0.0237768+0.0109683j -0.000157505-0.00610345j -0.0107512+0.0185151j -0.00946554-0.00685143j -0.0040255+0.0138902j 0.0100719+0.0104623j -0.00621271+0.00803218j -0.0160003+0.00490498j 
-0.0146948-0.0293736j -0.0108115+0.0006872j 0.0205878+0.017568j 0.0406176-0.00801967j 0.0123714+0.0205544j 0.0164899-0.00041419j -0.0298221-0.0129382j 0.00645454+0.030676j -0.00367473+0.00319331j 0.0202392+0.00876591j -0.00214906+0.00289885j -0.0168704+0.0197524j -0.0193949+0.0202957j 0.0402683-0.0137976j -0.00979482-0.00193214j -0.0466449+0.0176519j 0.00270384-0.0124835j 0.0543214-0.0743631j -0.00017001+0.0154948j -0.0141083+0.00061234j 0.0104302-0.0048334j 0.0573047-0.0395092j 0.00900892+0.00409448j -0.00366269-0.00985674j -0.00255523-0.000469831j -0.0168399+0.0129408j 0.00684107-0.0257749j 0.0231359-0.00223055j 0.00610678-0.0171424j 0.0342907+0.0115263j -0.0341763+0.000704691j -0.0143951+0.00722289j -0.0445713-0.00291155j 0.0152496-0.051141j 0.0356127-0.00782022j -0.0074144+0.0173043j -0.00443077-0.00838405j -0.00397923+0.00267404j 0.00959606+0.0167332j 0.0109885-0.0193516j -0.0132806+0.0233672j 0.0117412+0.00293445j 0.00283517+0.000915423j 0.0222312+0.00914473j 0.0115709-0.00299356j -0.0232268+0.00424636j -0.00380638-0.0170974j 0.0239434-0.0211311j -0.0145293-0.00165047j -0.004295-0.0262148j -0.00371926+0.0133492j -0.0301343+0.0200456j -0.00632325-0.00811277j -0.0213024-0.00495143j 0.00796588+0.00557309j -0.0122596+0.000864641j 0.0140028-0.00259173j -0.00604606+0.0134732j 0.02585+0.0150254j -0.00174715+0.0116209j 0.0114045+0.0177896j 0.0146661+0.0213338j 0.00542998+0.00312364j -0.0112496+0.0194801j -0.00615975+0.0278202j 0.00325589-0.0175017j 0.0369219-0.0153646j 0.00433527+0.00444371j 0.00561815+0.00515866j 0.0235534-0.00499879j -2.94681e-05-0.00316565j 0.00059132+0.0167972j 
-0.010901-0.0292611j -0.0111905-0.0159013j 0.0110184+0.0206034j 0.0164762-0.000928384j -0.0242406+0.0256654j 0.0293185-0.00523628j 0.0116729-0.0103166j -0.00628874-0.00942476j 0.0188369+0.00709274j -0.0112112-0.0125973j 0.0239625-0.0260828j -0.0104069-0.013355j -0.0179087-0.0149126j -0.0217685-0.0097581j -0.0080156+0.00392172j -0.0254488-0.00732677j 0.0205246+0.0292375j 0.0202572-0.00740639j -0.000862796+0.0296542j -0.0274806-0.0190056j 0.0180245-0.0113688j -0.0121668-0.0340714j -0.0352386+0.00991197j 0.0290483-0.00124933j 0.00851897+0.0208271j -0.00974091-0.000310655j 0.00265219+0.0129184j -0.00303404+0.0257353j -0.0248451-0.00258891j -0.014035-0.00283528j -0.00389011-0.00161584j -0.0224614-0.0171644j 0.0083514-0.0209539j 0.0149913+0.0105866j 0.000693032+0.0262981j -0.00508226+0.00696303j 0.0152008+0.00925302j 0.0109579-0.0393032j 0.0192147+0.0272457j -0.0100572+0.0223154j -0.0161685-0.0146275j -0.00762788+0.00230614j 0.0191428+0.000255153j 0.0117288+0.0106541j 0.0146627+0.0175447j -0.00273542-0.0356503j 0.0117054-0.00626652j 0.00672682-0.0116697j 0.0330677-0.0180211j 0.014709-0.00289754j 0.00319904+0.00530193j 0.00771859+0.027864j 0.0076874+0.0229016j 0.0189946-0.00673659j -0.00333604-0.0205315j 0.021196+0.000873311j -0.0173559+0.0147103j 0.00193046-0.00790133j -0.00584451+0.0195993j 0.00801038-0.0111913j -0.0117586-0.0054362j 0.0106361+0.0211794j 0.0246133-0.010929j -0.024815+0.0309561j 0.0126491-0.0104908j -0.0487895+0.00757012j -0.0054156-0.0441844j -0.00831576-0.00857908j -0.000183858-0.0104006j 0.0157859-0.00625279j 0.00740472+0.00676938j 0.00231595+0.0118304j 
-0.0041072-0.0120239j -0.0188302-0.0153114j -0.00391131+0.0158111j 0.0273776+0.0025611j -0.0137194+0.0142006j 0.0148008-0.00956263j -0.0083662+0.00887229j -0.0232232-0.0431023j 0.00129738-0.0606376j 0.0269127+0.00965753j -0.0145902-0.0280543j 0.00498882-0.000758958j 0.00240386-0.0304747j -0.0213429+0.0108475j 0.00207941+0.0113j 0.0138434-0.0299102j 0.00038896+0.0130291j 0.00754206+0.0105044j -0.000895504-0.0124046j -0.00721832+0.00349668j -0.000335733-0.0381159j -0.0190014-0.034381j -0.0229872-0.0271909j 0.00627453+0.0378474j -0.0138257-0.0104261j 0.0068841-0.00313799j -0.000889868-0.0416053j -0.00287317+0.0138128j -0.00914332+0.0145092j -0.0641185-0.015657j 0.0304676-0.00542604j -0.000958677-0.00288273j -0.00791794-0.00601667j 0.00378036-0.00230071j 0.000928783+0.0168753j 0.0188097-0.0268362j -0.0144272-0.0137512j 0.00859636+0.0369528j 0.0121852-0.0180248j -0.00315636-0.011932j -0.00100257-0.0013918j -0.00645767+0.0201584j -0.00257912-0.0178235j 0.0273089-0.017937j 0.00105228+0.00390196j 0.00838615+0.0152745j 0.0197135-0.00279857j 0.00355846+0.0308698j -0.0153093+0.00142413j 0.0213189+0.00116348j 0.00675378+0.0112539j 0.0286381-0.0104442j 0.0311316-0.0163072j -0.0361014+0.00947729j 0.00921087+0.0187896j 0.00604993-0.0256051j -0.0203152-0.0145766j -0.00517751-0.00640206j 0.00967281+0.00807533j 0.0036634-0.017662j 0.000630441-0.00959716j 0.0176404-0.00464559j 0.00774786-0.0258273j 0.015744-0.000905826j 0.00729098-0.0104965j -0.00433074+0.00108706j -0.00527546+0.00296695j -0.00488216+0.0101781j -0.00929439-0.00438141j 0.00381689+0.00140264j -0.000947248+0.0052731j 0.00527325+0.000598225j 
0.00802219-0.000594026j -0.0285559-0.0282931j 0.00477839+0.0226336j -0.0105495+0.0220899j -0.0648087+0.0420091j 0.0558288+0.00651814j 0.0100484+0.0637827j 0.0120427-0.0222473j -0.0139769-0.0268158j 0.0348513-0.0205762j -0.00790897-0.00380316j 0.00321815+0.00311325j 0.0112989+0.0207379j -0.0299009+0.0370648j -0.0349773+0.022231j -0.0123646-0.0168279j 0.0649049+0.0142246j -0.00397449-0.0131347j -0.0041529+0.0128155j -0.00842682-0.0409062j -0.0122099-0.00345195j -0.00387831-0.0259788j -0.0335051+0.0463656j 0.000842362-0.00837914j -0.0263167+0.00565454j 0.00962535+0.00137171j -0.0333785+0.0132718j 0.0048563+0.0490242j -0.0138878+0.00305916j -0.0347124+0.0163242j -0.0247824+0.0137045j -0.00349123-0.0193722j -0.0310421-0.0326375j -0.0628754+0.00692328j 0.0109412-0.0179374j 0.0304572-0.0252297j 0.0614422+0.0378586j 0.00363909+0.0166988j 0.0266097+0.00747835j -0.0227479+0.00925858j -0.0180312-0.00859584j -0.0119029+0.01406j 0.0213944-0.043672j 0.0291677+0.020367j -0.0184767+0.0155188j -0.00930592-0.00950599j 0.00191434+0.0253708j -0.0342244+0.00808996j -0.0451227-0.00387377j -0.0198581+0.023255j -0.00457825+0.00941106j -0.00540764-0.000788484j 0.0324222+0.0204756j 0.00103859+0.0141164j 0.010148-0.000384913j -0.0186881-0.00541172j -0.00673535+0.015918j 0.00261884-0.011139j 0.00624885-0.00301685j -0.0133867-0.0132601j -0.0111712+0.00705776j 0.00620934+0.0165503j 0.0242899+0.00114467j -0.0287404+0.0304278j 0.0212828-0.00182271j -0.0102942-0.0315736j 0.0150439-0.00276124j 0.019798+0.0240574j 0.0127859-0.00405368j 0.00340582-0.0185388j 0.0204042-0.00888806j -0.0104448+0.00988083j 
-0.0297948-0.0200316j 0.00861138+0.0209529j 0.0322401+0.0128803j 0.00657571-0.0401584j 0.0180818+0.0160169j 0.0208435-0.0161916j 0.0278064+0.0104249j 0.000635234-0.0014949j -0.00493041-0.00663669j 0.00125139+0.00222278j 0.0163047-0.0265762j 0.00352694-0.0306412j -0.000945367-0.0148633j -0.00644094-0.0183931j -0.0314846-0.00775447j -0.0244324-0.0158051j 0.00246783+0.0196003j -0.00267283+0.012856j -0.00140355-0.0142423j 0.0168022-0.0180487j 0.0286181+0.00104812j -0.00518364+0.00470155j -0.0254899-0.0165568j 0.0138272+0.0177476j 0.0367421+0.00952959j 0.03994-0.00495648j -0.00286145-0.00237153j 0.0152581-0.00644006j 0.000617398-0.0295574j -6.50486e-05-0.0147012j -0.00669551+0.0357532j 0.0068946-0.00958124j 0.015247-0.00020896j 0.013565-0.00669626j 0.0184208+0.0124546j -0.013733-0.0217757j 0.00116623-0.0112408j 0.00050527-0.0182275j 0.00882834-0.0175853j -0.017572+0.00523721j -0.0230137-0.012311j 0.0330597+0.0103469j 0.0159239+0.016785j 0.0102488+0.0190453j -0.00572864-0.0113735j 0.000124955-0.0125009j -0.0344045-0.0192336j 0.00941804-0.00622052j -0.00120618-0.0118177j 0.0184545-0.00290099j 0.0231023-0.00355403j -0.0005259+0.024801j -0.0260915-0.0275832j 0.00121246-0.00318919j 0.00918006-0.00650741j -0.0107732-0.0423662j 0.00836656-0.0249248j -0.00992964-0.00456642j -0.00668095-0.00182463j -0.00372779-0.0223452j -0.0163675-0.0166987j 0.00805118+0.000705055j 0.0137173+0.00403306j -0.0227635+0.0133526j 0.00304986+0.00159236j -0.0283535-0.00443751j 0.0220953-0.0199262j 0.0123893+0.0152022j 0.0107293-0.0157817j 0.0127315-0.011204j 0.0045418-0.0103276j 0.000469122+0.00635781j 
-0.00623181+0.00459695j -0.00307483+0.00434834j 0.0124794+0.00484729j 0.000212261+0.00604573j -0.0164676+0.00145673j 0.0378013+0.0211144j -0.0156043+0.0570795j 0.0310116-0.0350293j 0.00406394-0.0340537j 0.0451274-0.0127071j -0.00819063-0.00928143j 0.0148404-0.00223821j 0.0514262+0.0234436j -0.0109932-0.0332332j 0.027662+0.0185661j -0.00901663-0.0295083j -0.00633097-0.04411j 0.0212077+0.0209353j -0.040257+0.00692317j -0.012308+0.0266828j -0.0155587-0.0155407j 0.0309874+0.0368994j -0.00222881+0.0163102j -0.00799713-0.065519j 0.000769245+0.015992j 0.0182321+0.00223928j -0.0412716+0.00282405j 0.0165558+0.0102511j 0.00637859+0.0264839j -0.0179766-0.0143823j 0.00449192-0.0316183j -0.0179027-0.00115227j 0.00795378+0.0339967j 0.0144342+0.0179824j -0.00778121-0.004306j -0.0194624-0.0136301j -0.00711135-0.00291892j -0.0113569+0.0385405j 0.0267412+0.0199809j 0.0201026+0.0171712j 0.00741576-0.0164724j -0.0304956-0.0401853j 0.0250116-0.0206195j 0.00388774-0.0350914j -0.0273481-0.000775357j -0.0148809-0.00603597j 0.00366888+0.019433j 0.00782511+0.0183921j 0.0218004+0.0100402j -0.0202956+0.00478597j -0.00889417-0.0127761j 0.000957578-0.00691201j 0.00748873-0.0148445j -0.0428351-0.00341343j -0.0174544+0.0017035j 0.00882446+0.0284151j 0.00928758+0.00608485j -0.0257475-0.0176752j 0.00728019+0.011551j -0.00451706+0.0381642j -0.00597035-0.0102698j -0.0121945+0.00763453j -0.00450801-0.0101029j -0.000678729+0.0150802j 0.000763152-0.00417226j -0.0129148+0.000320391j -0.00396286-0.00511126j 0.0134175-0.0158441j -0.00821676+0.00437969j -0.00360114-0.00339131j -0.00347806-0.000940843j 0.00526591-0.0123177j 
0.00676237+0.00546487j -0.018557-0.0076707j -0.0326331+0.0031489j 0.0140342+0.025002j -0.0215132+0.0112208j -0.0109848-0.0109729j -0.0109788-0.00844554j -0.0248259+0.00442922j 0.00668818+0.0329068j -0.013078+0.0129362j -0.0270857+0.0250765j -0.0262844-0.00477303j -0.013743+0.00539568j -0.00920932+0.00478084j 0.0259744+0.00404579j -0.0210295+0.0440079j 0.0121637+0.0138667j 0.0266342-0.058509j 0.00834434+0.0460189j -0.00501334+0.008884j 0.0124323-0.00791537j 0.0151709-0.0274791j -0.0186074+0.0194171j -6.48433e-06-0.0142208j -0.0286362+0.00125416j -0.0113597-0.00577893j 0.000697529-0.0091642j -0.0316057+0.0222752j 0.0125858-0.0103517j -0.0133389+0.0260955j -0.0189453+0.0106264j 0.0201587+0.00592396j -0.0184185+0.00699524j 0.0317169+0.00870356j 0.0291366-0.00235437j -0.0203533+0.00340799j -0.00735066+0.0190927j -0.0113922-0.0120172j 0.00718491+0.0285282j 0.00399085-0.00416315j -2.30976e-05+0.00423519j -0.00364687+0.0299741j -0.00952216-0.00409452j 0.00831777+0.0190012j 0.0111062-0.00419993j -0.00843805-0.0465918j 0.0306587+0.00453648j 0.0252145-0.013646j 0.0145819+0.00742606j -0.0484043-0.0114036j -0.0318375+0.0232025j 0.00511003+0.00616295j -0.00133089+0.033924j 0.0249858+0.000859821j 0.0267455-0.00670371j 0.0189743+0.0181501j 0.0179743-0.00104601j 0.0236141-0.0071593j 0.00219421-0.00710265j 0.0103046-0.00377935j 0.0128415+0.00993319j 0.010009-0.0199691j -0.00870283+0.000670291j 0.0130015+0.0122864j -0.012063+0.0134525j 0.0311141-0.0031902j -0.0117165+0.0140493j -0.012623-0.00672053j -0.0114839+0.00126769j -0.0166303+0.0120473j -0.00274673+0.0013006j 0.0158367-0.0101132j 
-0.00325396+0.0194678j 0.00189055+0.0169464j 0.00523417-0.00743107j -0.0353118+0.00206723j -0.0252207+0.0101464j 0.0518172-0.00759323j 0.0495839+0.0777169j 0.0273603-0.0340576j 0.000329782-0.00697442j 0.00740843-0.0334435j 0.00811863+0.000837866j 0.0142622-0.0425917j 0.0404054+0.0203207j -0.0472263-0.0283964j 0.0192718+0.0246538j 0.034341-0.00185176j 0.0363412+0.0296892j -0.0398434-0.0429069j -0.0421897+9.15037e-05j -0.0179748-0.00648526j 0.0089204-0.0220234j 0.0102969+0.002809j -0.0156539-0.0171623j 0.013076-0.00243434j -0.0136745+0.000713768j 2.61683e-05-0.0204997j -0.00851713-0.0211402j 0.00857896+0.0303195j -0.00282439-0.0283967j -0.00152038-0.000625313j 0.00633653-0.0198356j -0.0152418+0.0103593j -0.0148276+0.0184265j 0.0306019+0.00323259j 0.037889+0.013014j -0.0132929-0.0259934j 0.0230415-0.00484092j 0.00983118-0.018396j -0.000640151+0.0361417j -0.0322468+0.0256508j -0.00284039-0.00486658j -0.00671909-0.0161122j 0.0227703+0.00312136j -0.00527012+0.0153221j 0.0256358+0.0142551j -0.00732013-0.0136837j -0.000285034+0.0131557j 0.00997888+0.0133468j 0.018921-0.0107014j -0.0221341+0.0428112j 0.00249296-0.00508215j -0.0132684-0.0118617j 0.001612+0.0119957j -0.00549813-0.00524289j 0.00224089-0.00683003j 0.0217566-0.0241148j 0.000726081+0.00734969j 0.00452977-0.0312632j 0.00903394-0.0260693j -0.0031554-0.00604488j -0.0254023-0.0151548j 0.0261286-0.00737069j 0.00407725-0.00787837j -0.013253+0.00235152j 0.00539351-0.0117424j -0.0196403+0.0156995j -0.0315626+0.00440374j 0.000461609-0.0144182j 0.0086051-0.0151845j -0.0197365-0.00365755j 0.00223611-0.013005j 0.000575686-0.0255234j 
0.0037507-0.019795j -0.0484947-0.0613833j -0.0345799+0.0395106j 0.102789+0.0256183j -0.0176915+0.0164803j -0.0117352+0.00370278j -0.0595096-0.0252809j -0.0395636-0.0410482j 0.0190212-0.0450014j 0.0366773+0.0351005j -0.012243-0.00638665j -0.0483554+0.011867j -0.00918455+0.00727786j 0.00683277-0.0193496j 0.0163125+0.00309012j -0.0655473+0.0393003j 0.0227455-0.00404612j 0.051481-0.0444837j 0.0274992-0.0125844j -0.0117825+0.00530134j 0.000199407+0.011936j 0.0166997-0.0449523j -0.0376362-0.0200842j 0.0272761+0.033276j -0.0325885-0.0122719j -0.0290349+0.0205409j -0.0208629-0.00797787j 0.00364791-0.00775365j 0.000669504+0.00925999j -0.0219389-0.0470884j -0.00924316+0.0470346j 0.0125516-0.0328242j -0.035675+0.0171703j 0.025505-0.0336984j 0.00418963-0.0401045j 0.0223508-0.0125788j -0.000171296+0.0148103j 0.000775164+0.0280634j 0.0361251-0.0120994j 0.0182659+0.00563872j -0.0224379-0.0003495j 0.00911154-0.0276848j -0.0178264-0.00351574j 0.036443-0.0614165j -0.00540012-0.0441522j 0.0155492-0.00346659j 0.0186857+0.0213035j 0.04312+0.0250473j -0.00949994+0.00821553j -0.00937577-0.0249988j -0.0367699-0.00212043j 0.0326254+0.0135944j -0.0227639-0.0282322j -0.0251172-0.016611j 0.0454663+0.0271424j -0.0273092-0.00210115j -0.000494826-0.0348259j -0.00269215-0.00366479j -0.00538595+0.00532743j 0.03604-0.0288943j 0.0242575+0.0145597j 0.0131825-0.0261816j -0.0193541-0.0325158j 0.0350267-0.0296769j 0.0108798-0.0213538j 0.0358658-0.0205433j 0.0349665-0.00087719j -0.0196157+0.000705539j -0.0378935+0.0217714j 0.00885992+0.0190041j -0.00906301+0.0404348j 0.0121759+0.000178176j 
