-0.0159973+0.0111808j 0.101306-0.122751j -0.108667+0.000608676j -0.0197138-0.039589j -0.0144283-0.00808869j -0.0332603-0.00362927j 0.00109704-0.015343j 0.0270021-0.0349258j 0.0176072+0.0204923j -0.0481029+0.0367151j -0.0129874-0.00115864j -0.0119788+0.0121879j 0.0160346-0.0658276j 0.00926599+0.0584118j 0.041531-0.00997346j 0.0897866-0.030404j 0.0393813+0.00352823j 0.0960975-0.0262601j 0.0391697+0.0291784j -0.0582933+0.0428656j 0.0326357+0.00832586j -0.0429352-0.00182605j -0.0226238+0.0235916j -0.0428819+0.0304864j 0.0320416-0.0277943j 0.00554867+0.0267217j 0.0485917+0.0299102j 0.019622+0.0039008j -0.00264404+0.0130327j 0.012422-0.0115808j -0.00878281-0.00334283j 0.00925399-0.0261428j 0.0135076+0.00270672j 0.00539432-0.00991696j -0.00612883+0.00302079j -0.00181893+0.00475308j 0.00833956+0.0187132j 0.0270629-0.000174968j -0.050507+0.0842689j -0.0131794+0.00807995j -0.00834672+0.0642308j -0.0413456+0.0222546j 0.0201841-0.102239j -0.00122233+0.0804601j 0.118195-0.0304442j 0.0941108-0.0892251j -0.0456618-0.0992384j -0.00694408-0.0250578j -0.0153032-0.0396844j -0.039677+0.0385375j -0.0210617-0.0456576j -0.00836089-0.0205983j 0.0173679+0.0244218j 0.0448542-0.00552805j -0.0108431+0.0722266j 0.0345069-0.00465175j -0.0674061-0.0358674j -0.0333837+0.0147357j -0.0108318-0.049129j -0.0214567-0.0636679j -0.0650286+0.0199912j 0.0150961-0.10529j -0.0504606-0.164696j -0.218401+0.254221j -0.0506596+0.0574945j -0.0338135-0.0262808j 0.0445773+0.0179794j -0.125241-0.0221778j 0.103182+0.197246j 
-0.00728836-0.0228282j 0.0100272-0.0345539j -0.0888135-0.0869991j -0.0304681+0.0144428j 0.153709-0.0104918j -0.0209227+0.101909j -0.050781-0.0615102j -0.0510386-0.147296j 0.012449-0.0376305j -0.00697507-0.0131433j 0.17852-0.0735697j 0.029722-0.0590296j -0.0386275+0.0417363j 0.0228161+0.127671j 0.017129+0.0171082j 0.0617877+0.0288068j 0.0413906+0.0472759j -0.0350589-0.0193524j 0.0695265+0.0332386j -0.0283195+0.0824261j -0.0280711+0.0100293j 0.012021+0.0220304j -0.0127863+0.0767882j 0.0277989-0.0272568j -0.0795315-0.0724868j 0.0189194-0.0806048j -0.164502-0.0024812j -0.00514284+0.046122j 0.0248681-0.0440785j -0.0187602+0.0370266j 0.0244401+0.0100002j 0.072157+0.00903124j -0.0529565-0.127691j -0.0382515+0.0416864j 0.038155+0.124727j 0.0789452+0.0289816j 0.0402812+0.0239246j 0.00115684+0.0205289j -0.0122331-0.0729595j -0.0545325-0.0300473j -0.040049+0.00119401j 0.00787292-0.00636669j 0.086382+0.0500376j -0.0135668-0.00492358j -0.0239801+0.0128737j -0.0787578-0.00472248j -0.0610467+0.107271j 0.00164744+0.0182967j -0.116811+0.0148436j -0.0133985+0.0371471j -0.0830283+0.0454501j 0.0133441-0.0749125j 0.0129939-0.0635064j -0.0253523+0.0477136j -0.0197507-0.0429156j 0.0501274-0.0530896j -0.00823033+0.0637207j -0.0136215+0.0315275j -0.0235037-0.0526842j -0.0435931+0.0111019j -0.0208188+0.0695877j -0.0362574-0.0736162j 0.00217192-0.027052j -0.0169254-0.124628j -0.0407779+0.0228317j 0.0218745-0.0454303j 0.05879-0.0118185j 0.0684937-0.0342727j 0.0893938+0.0442202j 
0.0156236-0.0204807j 0.0222647+0.0096803j -0.0478528-0.0141612j -0.0400409-0.0732618j -0.0318143-0.0218599j -0.0541566-0.0256396j 0.0141427-0.0772437j 0.0591877+0.199702j -0.0189315+0.108417j -0.0222941+0.0626765j -0.0213381+0.0132978j -0.000166957-0.0413456j 0.0563883-0.0175637j -0.0830682-0.167293j 0.0391268+0.0335411j -0.00570602-0.124564j -0.0421638+0.0131953j 0.0847427-0.0281347j -0.0094481-0.00633364j 0.0202998+0.0112839j 0.00943831-0.0229633j 0.0236133+0.0197513j -0.0192432+0.0449264j -0.0507534-0.0666867j 0.0377003-0.0232962j -0.0437094+0.104695j -0.104+0.0397202j 0.00805912-0.0730192j 0.108228+0.0497335j -0.0308434+0.00115044j 0.04737-0.0785975j -0.063467+0.0184405j 0.02523+0.0876376j -0.0772665-0.00254606j -0.108645-0.0192848j 0.0314707-0.0376908j 0.00286618-0.00187066j 0.11955+0.00358793j -0.0867081-0.0405032j -0.0457118-0.0354016j 0.000181393+0.0195546j 0.00776779-0.0547709j -0.00449029+0.009518j 0.0814339+0.00665429j 0.00854218-0.0461271j -0.065057+0.0331399j 0.0115652+0.0706477j -0.011269+0.020434j -0.0987594-0.013399j 0.0397963-0.0204434j -0.0178493+0.0540856j 0.00449365+0.165174j -0.022645+0.0664645j -0.0744705-0.00932862j -0.0258008-0.00562541j 0.0603118-0.0547857j 0.0280866-0.0251956j 0.0375008+0.0692431j -0.0242131+0.0174976j -0.130593+0.0375407j 0.0220818-0.0114629j 0.0118141-0.0593459j -0.0189242+0.00569576j -0.0210662-0.110721j -0.0469549+0.015841j 0.0192554+0.023195j 0.0808064+0.0179517j 0.0112195-0.0645058j 0.0460606+0.0102298j 
0.0139478+0.00654144j -0.00584066+0.0206783j -0.0156187+0.0322132j 0.0267544-0.0100631j 0.0513113-0.0508243j -0.0535661-0.0381538j -0.0740253+0.0141795j 0.0909524+0.0978961j 0.0345023+0.00325252j 0.0282903+0.105186j 0.222387+0.107652j 0.0402859+0.0210498j 0.00734675+0.0768596j -0.139099-0.199137j 0.0359746-0.00946233j 0.0210011-0.0553939j -0.00977086-0.0468544j -0.0643289+0.0249663j 0.0189619+0.0220323j -0.0868839-0.0419534j -0.0477818-0.0609105j -0.00502488-0.0147968j 0.0178146+0.0198259j -0.0144376-0.0180139j -0.00480604-0.0704017j -0.000777951-0.0602695j 0.036934+0.0403578j -0.0138731+0.0464966j 0.0272419+0.00506704j 0.143951+0.0956636j 0.0533942-0.0892869j -0.0396108+0.00942988j 0.0335212-0.106238j -0.00790292+0.146233j -0.0208361-0.00691392j -0.0378639+0.0972138j -0.0290799+0.0355364j -0.0430204-0.0148604j 0.0770015-0.0905086j 0.0432609+0.00130071j -0.0620146-0.0054255j 0.0225131+0.00688924j -0.055375-0.0148334j -0.0826712-0.00446439j -0.0854449-0.00124186j 0.101954+0.062836j -0.027302-0.0334032j 0.040615-0.0291982j 0.0582334+0.0385071j -0.035025+0.0219441j 0.0906702+0.0318609j 0.0670224-0.0250605j 0.0254237-0.0174508j 0.0272193+0.0263665j -0.0338221+0.0239666j -0.0471187+0.0394126j -0.10828+0.0523954j -0.00385308-0.0428891j 0.0530061-0.013392j -0.00220997+0.0249126j -0.00670914+0.004144j -0.00670208+0.0504777j -0.0117915-0.0230972j 0.0350799+0.00485686j 0.0611434-0.0107553j 0.0118002-0.0176805j 0.0148637+0.00879149j -0.0240135+0.000242335j -0.00851042-0.0308776j 
-0.00812566-0.0237307j 0.0139773-0.0165397j 0.0362267-0.0238057j -0.103701-0.0182707j 0.0745558-0.121605j -0.0395222-0.0517048j -0.0031156-0.053667j -0.00533081+0.018106j -0.0254205-0.0233842j 0.063313+0.0110286j 0.044451-0.00956628j 0.0227293+0.021453j 0.0182051+0.0380699j 0.0161053-0.00249373j 0.0528821-0.0890189j -0.0423058-0.0585451j 0.0358186+0.0638067j -0.154087+0.0390726j 0.0422519-0.0466256j 0.0377398+0.0618317j -0.0358797+0.0299634j -0.0766249+0.0160873j -0.0262465+0.0178504j 0.0540489+0.0887921j 0.113364+0.0419112j 0.011408-0.00257586j -0.0419718-0.00482887j 0.0540866-0.135084j -0.0066545+0.0228852j -0.015169-0.0547625j -0.032239-0.0449736j 0.116887-0.04267j 0.1792+0.0345237j -0.0854196+0.164677j -0.0584007+0.0931946j -0.0165752+0.0749412j -0.0393242-0.02281j -0.00553823-0.0483347j 0.00495268+0.0170961j 0.155484+0.0347755j -0.0315302+0.0888817j 0.00176056-0.157807j 0.0157126-0.0888401j 0.0573876+0.0491234j 0.0588026-0.0422211j -0.0225081+0.0102745j 0.0395893-0.0708336j 0.0398488+0.0553164j 0.0529469-0.0123222j 0.0228096-0.0446039j 0.0918109-0.0229014j 0.0739669-0.0848889j 0.134939+0.0318459j -0.0949319+0.0116353j 0.0501084-0.0494963j -0.0355483-0.00475294j -0.115779+0.00369177j 0.0747322+0.0469975j 0.0522182-0.0175077j -0.0113172+0.0603301j -0.00548257+0.0182918j -0.0760066+0.0510888j -0.0350708+0.0214945j -0.0444458-0.0340785j -0.0442436+0.0123201j -0.0196505+0.0326709j -0.0458147+0.0303063j -0.0318341-0.0369798j -0.0263521+0.00134619j 
-0.0225762+0.0127578j -0.016169-0.0103979j -0.00494966+0.0329052j -0.0371199+0.0773999j -0.0293006-0.080317j -0.0606366-0.0185017j -0.0073249+0.0866774j 0.00722588+0.0953912j -0.0360001-0.0354984j 0.0186007-0.0593097j 0.0474728+0.00816916j 0.00691084+0.11895j 0.00896552+0.0313991j -0.00199188+0.00999645j 0.0504693+0.0300466j -0.0699598-0.0761191j 0.123806-0.0267798j -0.0171809+0.0623313j 0.0119663+0.00894166j -0.0105796+0.0328687j 0.083358+0.0561826j -0.0352192+0.0519975j 0.0359871+0.0824705j 0.0835083+0.0203173j 0.0191143-0.163927j -0.000297328-0.0183407j -0.0375+0.0386282j 0.0298297-0.00827641j 0.012486-0.0339993j 0.0229525+0.0601139j 0.00798384-0.0964931j 0.0334392+0.092757j 0.0277949+0.0844715j -0.0739041-0.0174622j 0.0251043-0.046953j -0.0159419+0.06776j 0.00389301-0.0348415j -0.0548197-0.0515007j -0.0179276+0.0376497j -0.0622711+0.0423511j 0.09432-0.0648293j 0.0372463-0.0325485j -0.0117221-0.0045846j 0.0380135-0.00494634j 0.134843-0.0246547j -0.0547644+0.0176547j 0.0353673-0.0383104j -0.0787981-0.0268608j 0.00794605-0.0810635j -0.0597316+0.00820233j -0.15859-0.0599526j 0.00623474-0.0101986j 0.0608572-0.0112676j 0.0380554-0.0225677j 0.0915923+0.009034j 0.0805956-0.0143511j 0.179154-0.0142587j -0.0402771+0.0848704j -0.0867688+0.0222187j 0.024077-0.0380239j -0.0378838-0.00819426j 0.0534922+0.000789903j 0.0166678+0.0500553j -0.057818+0.0810518j -0.0601526+0.0128668j -0.0624126-0.00607611j -0.0424777-0.0253717j 0.0088739+0.0293831j -0.0284163+0.0423957j 
-0.00976003+0.0143109j -0.0264064+0.0242241j -0.0187911-0.0318206j 0.0595486-0.0495669j -0.0594982+0.158558j -0.0137716+0.023677j 0.0205499+0.0841128j -0.116908+0.0299124j -0.00124054-0.059554j -0.00623972+0.139557j 0.169046+0.146187j 0.0223173-0.0768996j 0.050884+0.00693017j -0.107053+0.0115394j -0.0741364+0.06897j 0.0481678+0.10028j 0.0518405+0.09251j 0.0319119-0.0808759j -0.00667804+0.0196223j -0.00114977-0.0413264j 0.00570715+0.0801312j -0.145802+0.0413578j 0.00887928+0.0506597j -0.0478885+0.0565778j 0.0332325+0.129387j 0.0390303+0.0458143j -0.0742426-0.110102j -0.0515458+0.0442776j -0.0110875-0.223133j -0.00936434+0.0332777j -0.0179887+0.0852297j -0.0422367-0.141864j 0.174051-0.0445936j -0.116263+0.0920317j 0.140501-0.0460323j -0.0655052-0.0200259j 0.0917776+0.0827843j 0.0496132+0.0849899j 0.0309472+0.0623319j -0.0104275+0.0955058j -0.0256888-0.0104655j 0.0162477-0.0480378j -0.0485739-0.0396507j -0.0292087+0.0648596j -0.0205896-0.0138127j 0.00968163-0.0409957j 0.000247941-0.0124709j -0.0348438+0.0417534j 0.00305321+0.00637786j 0.05246-0.0621903j -0.0577644-0.0287501j -0.0663054+0.0105491j -0.0167856-0.0125246j -0.0341298-0.0493396j -0.05142+0.0178435j 0.0494893+0.00402954j 0.0442038-0.0245398j -0.00949787+0.0479365j -0.0693731-0.00571952j 0.0179048+0.0425879j 0.0138285+0.0167669j -0.00561924+0.00117605j -0.0170799-0.0265947j 0.0104909-0.0609798j -0.0709246+8.92779e-05j -0.0316885-0.0175369j 0.0148864+0.00615503j 0.000575844-0.00404117j 0.034181+0.00593681j 
-0.0141172-0.0213072j -0.0238284-0.0357497j -0.0637092-0.0498323j -0.00443517+0.0529666j 0.023142+0.08113j -0.0232981-0.0134236j 0.0393496+0.0644869j -0.0786736+0.0280964j -0.129525-0.0232514j -0.0269197-0.00813039j -0.00302069+0.0975777j 0.00262867+0.035687j 0.0943339-0.00633133j 0.0059851+0.0514682j -0.0190894-0.00183158j 0.0519404-0.0604873j 0.0440068-0.0710756j 0.02497-0.0565951j 0.0489123+0.116242j -0.0802334+0.0550119j -0.0091481-0.0801175j 0.0291957-0.0042483j 0.0637418+0.0373467j -0.0712872+0.0610094j -0.0315106+0.097976j -0.0587858+0.0995994j -0.0126063+0.0880209j -0.114123-0.0215478j 0.00199493-0.0855712j 0.00751826+0.0823067j -0.0345369+0.0422991j -0.16022-0.0226471j 0.0299856+0.032199j -0.0099798+0.0184672j -0.0686178+0.0246569j 0.020758-0.0919948j -0.0618597-0.0977932j -0.0455057-0.0200266j 0.0543414-0.0296172j -0.0348442-0.0574665j 0.0620846+0.0534469j 0.0204406+0.00649633j 0.00322652-0.0666873j 0.0638413+0.0150874j 0.0350098+0.0494151j -0.114721+0.060726j -0.130172+0.0242658j -0.0178835-0.066613j 0.00911137+0.0238064j -0.0575031+0.0991472j 0.0405949+0.0266944j -0.107261-0.00869249j -0.164687+0.0331177j 0.00666641+0.105995j 0.0732675-0.0475445j -0.124007-0.0129288j -0.0869546-0.0119757j -0.0203356-0.0535645j 0.0564752+0.0125937j -0.0161737+0.0064629j -0.000562451+0.0278132j -0.0226697-0.0333571j 0.00408088+0.010904j -0.0479842+0.0199685j 0.0206754+0.0175792j 0.0138919+0.0554116j -0.06098-0.000704291j 0.0124365-0.014922j -0.00854991+0.0128444j 
0.0154951-0.00392931j -0.0148435+0.0102783j 0.0562764-0.0683118j 0.00256005-0.0392248j 0.158133-0.00471408j 0.00950217-0.0235363j 0.0372621-0.133575j -0.0442666-0.01164j -0.0408131-0.0165954j -0.00579609+0.140117j 0.0671387+0.0234363j 0.0461166-0.00572864j 0.0551351+0.064821j -0.00245141-0.0570769j 0.0900811-0.119185j 0.102192-0.0388026j 0.0982883+0.0498669j -0.0855118+0.00668116j 0.0381467-0.0290913j -0.0816649+0.0451592j 0.0701319-0.0811919j 0.0484618+0.0923525j -0.0810874+0.0309685j -0.161479-0.127881j -0.0668662+0.0908666j 0.0639893-0.0516368j 0.0493963+0.0678615j 0.0577808+0.052437j 0.0455684+0.070427j 0.0909157+0.0249134j 0.00176862+0.000406181j -0.0756735-0.0034493j -0.0659429-0.016189j 0.0486307+0.0602696j 0.00631461+0.0397214j -0.0531526+0.00492955j -0.00717119+0.0955567j -0.0642236-0.0228536j -0.0251065-0.0741732j -0.0122676+0.0088535j -0.0523449+0.0837241j 0.0411655+0.0296572j -0.000931445-0.00570788j -0.0207084+0.00962191j -0.0535053-0.0445713j -0.0731151+0.00214677j 0.0651164-0.176174j 0.00957821-0.0648108j 0.0213093-0.020315j 0.0486817+0.0129632j -0.100274+0.0825031j -0.06103-0.0890263j -0.0756183-0.00355576j 0.0950135-0.0515511j -0.100085+0.0638226j 0.0178006+0.0490051j 0.0592403+0.0570894j -0.0301382+0.0244657j -0.0200151+0.0319638j 0.0425826+0.0764571j -0.00887908+0.0474543j -0.00398305-0.0245494j -0.00108896+0.0458719j -0.00672875-0.0316804j -0.000203282+0.0254199j -0.0803313-0.0695175j 0.0592141+0.0126189j -0.0244844+0.015796j 0.035354+0.0208992j 
-0.0278776+0.024163j 0.0356944-0.0605241j 0.106372-0.0922344j -0.0824191+0.0660051j 0.139688-0.0869528j 0.0418564-0.090891j -0.0191678-0.0642249j -0.00887483+0.0734861j -0.0945932+0.0423712j -0.0789161+0.129303j 0.0669738+0.0548111j -0.00946786-0.0269567j -0.0829954+0.0275914j 0.0462239-0.0100124j 0.0956471-0.0450893j 0.0195167+0.0581297j -0.0240073+0.0335369j -0.0512825-0.0498966j 0.0234204+0.0138453j 0.0126811+0.0407887j 0.0533039-0.0279304j 0.00345765+0.0984698j -0.000986957-0.00102025j 0.0674662+0.00196719j 0.00040374-0.0663937j 0.0274058+0.061844j 0.00213299+0.0396553j 0.0742253+0.048807j 0.0577067+0.0630899j 0.121212-0.0821104j 0.0454618+0.128104j 0.0448283-0.0691214j -0.0128776-0.0648172j 0.0327644+0.148474j -0.0113645+0.00124366j 0.0256662-0.0342025j 0.00149225-0.00954108j 0.0305509+0.0857681j -0.0295015+0.0366528j -0.0639764+0.0451937j 0.0223786-0.0458379j 0.0130267-0.030727j -0.120059+0.04584j 0.0114093-0.0654714j 0.048271+0.0565456j 0.0928904-0.00293963j -0.0146311+0.0164431j -0.0509215-0.030333j 0.0392589-0.0221894j -0.0423797+0.0176577j -0.0274839-0.0798291j -0.0406538+0.0143388j -0.0598518-0.00265514j -0.0395443+0.0146163j 0.0026068+0.0256554j 0.0153844-0.0215077j 0.0923902-0.0371731j 0.0389763+0.0377874j -0.0485673-0.0350967j 0.00568598+0.00146137j -0.0168319+0.0229185j 0.00777211-0.00176213j -0.00859089-0.0675312j 0.0322216+0.0129099j -0.0365837+0.0128487j 0.0421738+0.0492845j -0.00623007-0.0163797j 0.00976338+0.0151562j 0.0264957-0.010616j 
-0.0201215-0.0130976j 0.0243635-0.016753j -0.0108928-0.11881j 0.0063888+0.0656331j -0.134463-0.0377232j -0.0141122-0.0934595j 0.0485991-0.0722516j -0.0336274+0.106312j 0.0666983+0.155272j -0.10149+0.0828496j -0.049899-0.0556641j -0.039851+0.088568j -0.088817+0.016852j -0.0385106+0.0793309j 0.00210012-0.0982417j -0.0997684+0.0203719j -0.0345601-0.00435573j 0.0861779+0.00647354j 0.00130079-0.001004j -0.0299569+0.0564474j -0.0504248-0.0694052j -0.0167556-0.0852046j 0.0546525+0.00300299j 0.0581496+0.0557299j 0.104436+0.0517333j 0.0226056-0.120615j -0.0517821-0.00893096j 0.0129+0.0174857j 0.0402478-0.103904j -0.00334931-0.0226823j 0.0382558-0.0165517j 0.0505509-0.0703741j -0.00528841-0.0798252j -0.0644922-0.101396j 0.03316+0.0862981j -0.0397494+0.0182212j 0.0129305-0.0942019j -0.00650492+0.00666664j 0.0541008+0.0627146j 0.0317462+0.0881199j -0.0679654-0.0113588j -0.0130494+0.0364025j 0.025572+0.0309134j -0.0255441+0.0130659j -0.0686147+0.054913j 0.0215845+0.00142228j -0.0466831-0.0770736j -0.0153702-0.0552965j 0.0216142-0.00893752j -0.128873-0.0186287j -0.00747175+0.0829345j 0.0686131+0.118788j 0.0333122+0.0752026j 0.0408211-0.033437j 0.0321787+0.0930185j -0.0415996+0.0140112j 0.00713518-0.0191939j -0.0790674-0.0829981j 0.0105876+0.0464742j -0.0193647+0.0186618j -0.032741+0.023315j 0.0320368+0.0174844j -0.0291726+0.0123321j 0.038155-0.0205051j 0.0118963+0.0341806j -0.0235765-0.0370957j -0.0221226-0.0263033j 0.0203928+0.0486483j 0.0508117-0.00918623j 
0.0929225-0.0120907j -0.0228829+0.0591022j -0.00222999+0.0530609j 0.0635683-0.0366589j 0.0359647+0.0930795j 0.00529604+0.148479j -0.0861202+0.0873397j 0.202678+0.0891392j -0.0289092-0.0484111j 0.025861-0.140541j 0.0773208-0.00112798j -0.0659446-0.0332511j 0.043924-0.0322015j -0.00389421+0.00455931j 0.0415579-0.010037j -0.00307582+0.00851805j -0.134559-0.0121765j -0.0343532+0.0263526j -0.0999345+0.0912055j 0.0611073-0.0107957j -0.0333364-0.00877343j 0.00639079+0.117897j 0.0536024-0.0415912j 0.0561117+0.0412754j -0.0247548+0.115785j -0.0321078-0.0294687j -0.0244606-0.0333224j -0.00273275+0.0932992j 0.0249669+0.0561835j -0.0575147-0.0489026j 0.0414474+0.0794565j 0.0152504+0.0452056j 0.120019-0.0867069j 0.0645335-0.0304809j 0.0586561-0.0118569j -8.31211e-05-0.0915753j -0.0745061-0.0236127j 0.0720864-0.0695079j -0.0571312-0.0995364j 0.190265-0.0203784j -0.0458287-0.0250973j -0.0442515-0.00837216j -0.0388725+0.035752j 0.00562289-0.0327633j 0.0213942-0.0277771j -0.0540261-0.00573884j 0.00363282-0.0379273j 0.0284624+0.0392379j -0.0412153-0.0695152j 0.0439442-0.024708j -0.00823495+0.0437845j 0.0608966+0.0118978j 0.0710422-0.0227069j 0.0267998-0.050543j 0.0211302-0.00269718j 0.0342966+0.0129442j 0.0397111+0.0622776j -0.0374587-0.0334492j 0.0156951+0.0317843j -0.0844682+0.0106362j 0.0117525+0.0224326j 0.0597807+0.0864438j 0.0268882+0.0700591j -0.0053906-0.0109444j 0.067577-0.034998j -0.0669475-0.0261794j -0.0427961+0.0372625j -0.0248257-0.0144776j -0.0111178+0.0300755j 
0.0379384-0.03174j 0.00806064-0.0205465j 0.101908-0.071586j -0.0233223-0.0550925j -0.0907576+0.0315709j 0.0471161-0.0532458j 0.125274-0.0471082j -0.00525703+0.0612615j -0.0310742+0.130618j -0.00923035+0.0952089j -0.0761194+0.026978j 0.00818455-0.113329j 0.120334-0.00292095j -0.0350998+0.0217246j 0.015133-0.0796828j -0.00782425-0.069014j -0.0231299+0.0563328j 0.0250744-0.0926801j 0.0176054-0.0231742j 0.0310196-0.0245958j -0.00115751+0.00933946j 0.107279+0.0454964j 0.0577703+0.00673224j -0.0163407-0.0171616j -0.0460392+0.0452075j 0.0594608-0.046087j 0.0197783-0.000296383j 0.0391896-0.0480939j -0.0270778+0.00545758j 0.00327945-0.00994562j 0.00824122+0.118234j 0.022331-0.041874j -0.0197279+0.146277j -0.00410446+0.047041j 0.00405826+0.0178975j -0.0199742+0.0568976j 0.0987145+0.0744068j -0.0269074+0.0729421j -0.0340084+0.0276822j 0.0314676-0.0313443j 0.01845+0.0408229j 0.0187819+0.000238587j 0.0202118-0.060207j 0.00149813+0.0405752j -0.00199608-0.121392j 0.0252282-0.0414823j 0.0241471+0.0256065j 0.0443549+0.0916155j -0.0379539+0.00365646j 0.0704606-0.0111476j 0.0170321+0.0166477j -0.0740177+0.0973626j 0.0407298+0.0309015j 0.00415127-0.0191047j 0.0305228-0.116777j 0.0164685+0.0203819j -0.073903+0.0189098j 0.0148919+0.0110947j -0.0100922+0.0381216j 0.04572+0.0133801j 0.0261436-0.00169473j 0.0141232+0.0196788j 0.0474154-0.00428326j -0.0547815+0.00816399j 0.0292011-0.0687073j -0.0384537-0.00714808j -0.0303088+0.0861002j -0.0590889-0.0557071j -0.0680529+0.0326648j 
0.0296564-0.0432216j 0.0347487-0.0316854j 0.0366842+0.104794j 0.0256329-0.00356899j -0.0450107+0.0590479j 0.06051-0.0199326j -0.0193618+0.0996431j 0.0728957+0.0632696j 0.0192248-0.0202409j 0.0652035+0.0278416j -0.0328869+0.0434427j -0.016823-0.0451664j 0.0266674-0.00675165j -0.00908304+0.00673497j 0.0618775+0.0109935j 0.026813+0.00357215j 0.0544318-0.0494873j -0.0549601+0.0299909j 0.0243178+0.128286j 0.0208893-0.0532586j -0.0365158-0.0284844j 0.0466976-0.075008j 0.0150286-0.0633988j 0.0356812-0.0130133j -0.0312481-0.0376139j -0.0612817+0.00478282j -0.0274242+0.0591751j 0.104095+0.0923527j 0.0640884+0.0572652j -0.046402+0.0149869j 0.017612+0.0265048j 0.0485276-0.0549859j 0.00104867+0.0859115j 0.12772+0.00164841j -0.0682514+0.0409461j 0.00976183+0.0755974j 0.0169696+0.00586946j -0.0483732+0.053289j -0.0118342-0.0637802j -0.0243155-0.0314038j -0.00336605+0.00476979j 0.0395907-0.0204456j 0.0403595+0.0428083j -0.0305562-0.139537j 0.0326988+0.0131001j -0.0126365+0.0558787j -0.0410078-0.0192795j -0.0146216-0.0809972j 0.0682179+0.0736866j -0.0205775+0.0010527j 0.0222842-0.0368734j 0.0650734-0.0253071j -0.0474973+0.129404j -0.0659689-0.0276768j 0.00360206+0.0154883j -0.0407835-0.137665j -0.0310357+0.0346725j 0.106966-0.0279138j 0.0340994-0.0417813j 0.0191049-0.0143744j 0.0364559-0.0263765j -0.0252292+0.0254255j -0.00408558-0.0405616j 0.0497844+0.0839573j 0.0478353+0.0380163j -0.0385033+0.0381904j 0.0387378-0.132875j 0.0619466+0.0618641j 0.0147817+0.0141432j 
0.0154871-0.0297817j 0.0400335+0.00794533j 0.123473+0.118232j -0.0294686-0.0556432j 0.03492+0.0559125j 0.061959+0.105925j 0.0960768-0.0189526j 0.138186+0.0908011j 0.0540197+0.110116j -0.00300546+0.0238559j 0.0308323-0.0158167j 0.0104068-0.007408j 0.0852488+0.00673009j -0.0329671+0.0312355j 0.0289897+0.0914088j 0.0876258-0.0448233j 0.00287931-0.0658187j 0.00506578-0.0143548j 0.107281-5.4659e-05j -0.0266207-0.00281533j -0.00270988+0.213431j 0.00951485-0.0208951j 0.105427+0.0362472j 0.00455481-0.0179989j -0.0749274-0.0337729j 0.00477382-0.0328169j -0.0175552-0.108158j -0.0128565+0.0375914j 0.0730134+0.0182658j -0.0208675-0.0177337j 0.0546796+0.0552232j -0.0239234+0.0201586j -0.0730138+0.0107764j 0.0515514+0.107656j 0.0661226+0.0698952j 0.0175019+0.0792025j 0.130494+0.0168615j -0.0250261+0.0144626j 0.0193427-0.0187006j -0.0159569+0.0516038j 0.0768318-0.0658544j -0.00789442+0.0506982j 0.0999474-0.00577466j -0.0032013-0.0337613j 0.0887807-0.0154767j -0.00468093-0.0393986j -0.0880245+0.0235723j 0.00622688+0.0477229j -0.0250827+0.0107759j -0.0183432-0.0312057j 0.0425658-0.0281241j -0.0338451+0.0581739j 0.0488002+0.0356651j -0.000748201+0.0338922j -0.00587217-0.0155315j -0.00655452+0.00226851j -0.138206-0.00409776j 0.0220075+0.0458389j -0.030994-0.00076693j 0.087446-0.036278j 0.0212163-0.0447689j -0.00557596+0.0587096j 0.0386652-0.0298025j -0.0162295+0.0452887j -0.0312642+0.00665189j 0.0253986+0.0267366j -0.0851268+0.0168858j 0.0111487+0.00906655j -0.0466643+0.00390243j 
