-0.0159973+0.0111808j 0.101306-0.122751j -0.108667+0.000608676j -0.0197138-0.039589j -0.0144283-0.00808869j -0.0332603-0.00362927j 0.00109704-0.015343j 0.0270021-0.0349258j 0.0176072+0.0204923j -0.0481029+0.0367151j -0.0129874-0.00115864j -0.0119788+0.0121879j 0.0160346-0.0658276j 0.00926599+0.0584118j 0.041531-0.00997346j 0.0897866-0.030404j 0.0393813+0.00352823j 0.0960975-0.0262601j 0.0391697+0.0291784j -0.0582933+0.0428656j 0.0326357+0.00832586j -0.0429352-0.00182605j -0.0226238+0.0235916j -0.0428819+0.0304864j 0.0320416-0.0277943j 0.00554867+0.0267217j 0.0485917+0.0299102j 0.019622+0.0039008j -0.00264404+0.0130327j 0.012422-0.0115808j -0.00878281-0.00334283j 0.00925399-0.0261428j 0.0135076+0.00270672j 0.00539432-0.00991696j -0.00612883+0.00302079j -0.00181893+0.00475308j 0.00833956+0.0187132j 0.0270629-0.000174968j -0.050507+0.0842689j -0.0131794+0.00807995j -0.00834672+0.0642308j -0.0413456+0.0222546j 0.0201841-0.102239j -0.00122233+0.0804601j 0.118195-0.0304442j 0.0941108-0.0892251j -0.0456618-0.0992384j -0.00694408-0.0250578j -0.0153032-0.0396844j -0.039677+0.0385375j -0.0210617-0.0456576j -0.00836089-0.0205983j 0.0173679+0.0244218j 0.0448542-0.00552805j -0.0108431+0.0722266j 0.0345069-0.00465175j -0.0674061-0.0358674j -0.0333837+0.0147357j -0.0108318-0.049129j -0.0214567-0.0636679j -0.0650286+0.0199912j 0.0150961-0.10529j -0.0504606-0.164696j -0.218401+0.254221j -0.0506596+0.0574945j -0.0338135-0.0262808j 0.0445773+0.0179794j -0.125241-0.0221778j 0.103182+0.197246j 
0.0339457+0.0153447j 0.0418761-0.00271948j -0.0895077-0.0232461j -0.0661552-0.0315605j -0.0730896-0.0450319j -0.0770591+0.0178509j -0.0640254+0.0899116j -0.0298858+0.0114382j 0.00565693-0.00922233j -0.0515757-0.0993591j 0.0597439+0.189806j -0.0935433-0.125956j -0.0340202+0.12231j -0.0855734+0.152678j 0.00259553-0.0110581j -0.0390306+0.0150007j 0.0914507+0.00951177j 0.0178403-0.0326791j -0.0422845-0.00521398j -0.0181457+0.0141448j -0.0291822-0.0260559j -0.0178229-0.091273j 0.00204278+0.0334692j 0.0853023+0.0607508j -0.0903017-0.0319404j -0.0252661-0.0768082j 0.00610032-0.00418985j 0.100355+0.0215382j 0.0351405+0.0216361j 0.0813319+0.0108699j -0.0834549+0.0434262j 0.0975903+0.0623345j -0.0822709+0.131022j -0.000103094-0.0597734j -0.0761891-0.174431j 0.124059-0.0219077j 0.00956794+0.0117535j -0.018737+0.105023j -0.0317547-0.111186j 0.0959659+0.0803411j -0.0738281-0.0242978j 0.0267663+0.0312345j -0.041546+0.0898454j 0.0699405-0.0204737j -0.0162525+0.0661693j 0.0311927-0.0965701j -0.03999-0.00502335j 0.0253472+0.037536j 0.00919725+0.0108568j -0.0226423-0.0376967j 0.00126442-0.00172978j -0.00581274+0.0235986j 0.0478761+0.0241628j -0.0283703-0.0589127j 0.0113041+0.00155303j -0.0160383+0.0381742j -0.0654443-0.00481022j -0.0209927+0.0226923j 0.0664885-0.045998j -0.0290119+0.105264j 0.0256954+0.00554908j -0.0253935+0.0286218j -0.0349569-0.0182248j -0.0402041-0.0501486j -0.00740753+0.0101179j -0.00218901-0.00170853j -0.0141117-0.0055395j 0.00602884-0.0928355j 0.095639+0.0098503j 
0.017731-0.0110586j 0.0542362+0.0509861j -0.0812911-0.0233924j -0.048194+0.0112314j -0.000246264-0.085854j -0.0945484+0.0099983j 0.0484592-0.106079j 0.0246394-0.0324289j 0.0496077-0.100449j -0.125339+0.0252395j -0.0322786+0.00517561j -0.1281+0.05517j 0.0250536-0.105849j 0.0408896+0.0364513j 0.0148429+0.0221287j 0.121717-0.0784039j 0.037749+0.0134158j 0.0189342+0.0133358j -0.0200799-0.0412505j 0.074258+0.0326286j -0.0290359+0.0759997j -0.0898068+0.0283898j -0.00474443-0.127968j 0.0467858+0.0257251j 0.102725+0.0766345j -0.0106103+0.0380504j -0.0589596+0.0203079j -0.0234202-0.0513879j -0.131898-0.0219476j -0.171118+0.00217536j -0.175813-0.00567692j -0.118647-0.03776j -0.0880861-0.0419843j 0.111624-0.146175j 0.0151183-0.0653945j -0.0557931+0.0681255j -0.0626869-0.0718965j -0.0527155-0.037558j 0.0130293-0.0133159j -0.0705518+0.106188j -0.0111903-0.0644926j -0.00933787-0.00589824j 0.0199289+0.0148582j 0.0941214-0.0567057j 0.099828-0.0266321j -0.00772583+0.0200963j -0.0293777+0.0645398j 0.00294696+0.0278764j 0.020158-0.0292759j 0.00183267-0.0769919j 0.0354176+0.00854059j -0.0356272+0.102625j -0.0064+0.0843776j -0.000123796-0.0465972j -0.0129302+0.0166765j -0.0348576+0.0228007j -0.0407932+0.0189159j -0.0655285+0.0286375j -0.0306727+0.0386342j 0.0470048+0.0391484j -0.0334792+0.000784133j 0.0140183+0.0136057j 4.35415e-05+0.0342695j -0.0235311-0.051751j -0.0296466+0.0600327j 0.0188573+0.0250193j -0.0295777+0.0196014j 0.00706649-0.0255126j 0.0795567-0.0736514j 
0.0167172+0.0229442j 0.0276188-0.0236098j 0.00962234-0.0552124j 0.0498675+0.0162711j -0.0133536+0.0836995j 0.0544488+0.00909768j 0.115293+0.0570502j 0.0351052-0.0182614j -0.0631649-0.119531j 0.0978319+0.00462219j 0.00242273-0.0988389j 0.0305608+0.0199094j -0.096478-0.0414291j -0.0537278-0.0771136j 0.0467701-0.00456062j -0.076156+0.0646628j 0.0532997-0.0546036j 0.0242463+0.0585515j 0.00753295+0.0179959j -0.0780159+0.0404751j -0.0481284-0.0465785j -0.000677438+0.026697j 0.0519083+0.0679023j -0.0590418+0.044792j 0.0538594+0.14942j 0.130955+0.09163j -0.0183603-0.00872838j -0.0920665+0.0599957j -0.230182-0.00144312j 0.147173-0.00303191j -0.238515-0.00608128j 0.127596+0.12526j -0.00468744+0.0439617j 0.111228-0.0313019j -0.144493+0.0369346j -0.119457+0.133574j -0.00408312+0.00401539j 0.0181933-0.0140143j -0.141181-0.0202269j -0.00283471+0.135701j -0.0304085-0.137305j -0.0515878+0.000924788j -0.0297844+0.0127375j 0.0761903-0.0941373j -0.0134872-0.0132751j 0.0541246-0.0255265j -0.0078361-0.0103667j -0.0409704-0.0136846j 0.0033398+0.0348139j -0.0541046-0.00624989j 0.000160504+0.0463337j 0.031642+0.043255j -0.0156494-0.0420362j -0.000538136+0.0283306j 0.0328605-0.0217905j 0.0156195-0.0106757j -0.000282491-0.0402101j -0.0280707+0.0966074j -0.0353751-0.000610693j 0.0305155+0.0529297j -0.0645517+0.0233209j -0.0203908-0.0186599j -0.00655408+0.00740913j -0.0365467+0.0289638j -0.00268358-0.0652431j 0.0025472+0.0291069j 0.0177612+0.0117003j -0.0124956+0.0196454j 0.0284208+0.00423668j 
0.00222465+0.0631189j -0.0294344-0.0154766j -0.0184882-0.0422078j 0.0119208-0.186202j -0.0111502+0.0740439j -0.027464-0.0533314j 0.01572-0.057178j -0.0081541+0.108854j -0.00438966-0.0340846j 0.0603899+0.142591j 0.0255858-0.200518j -0.0161932-0.082195j 0.100405+0.0664663j -0.0807369+0.0155374j -0.0495886+0.0442604j -0.0333119+0.0382581j -0.0455939-0.0384134j 0.0352171-0.0376384j -0.0639073-0.0242409j 0.0105126+8.46381e-05j 0.000205183-0.104699j -0.0262368+0.064943j -0.161388+0.0370207j 0.0156952-0.0701243j -0.00201834+0.0131166j 0.000299205+0.11602j -0.00305403+0.0558138j -0.090023-0.0640973j -0.124922-0.0130375j -0.275627+0.0566431j 0.0252481-0.0104261j 0.0297044-0.0379035j -0.0743662+0.0134861j 0.0757933+0.00336498j 0.0772371-0.0310532j 0.0771289+0.21289j -0.0514362-0.00258908j -0.0765093-0.0183523j 0.0134124-0.104526j -0.0360164+0.0922185j 0.0465327+0.0489019j 0.0122009+0.0643241j 0.0789861-0.0129799j -0.12621-0.0166347j -0.0396442-0.112377j -0.00184366-0.04475j -0.0285454+0.0717302j 0.0126403-0.0207431j -0.0244845-0.0168955j 0.00244119-0.0163415j -0.022798+0.00887902j 0.00876039+0.143407j 0.0139793+0.15139j 0.00884087+0.00917413j -0.000742389+0.0524235j 0.023719+0.0226701j 0.023141+0.0215418j -0.0199973-0.0415363j 0.0374922+0.0645694j -0.0589508-0.0337304j -0.00271722-0.00891117j 0.0709001+0.00672463j 0.0220786-0.0114359j 0.0209377+0.0290532j -0.00500344-0.00602426j -0.0230018+0.00691231j -0.0372242+0.00626048j -0.0240261+0.0184467j -0.0905374-0.0168382j 
0.00892086+0.0159541j 0.0125118+0.0240848j 0.118623+0.00654884j -0.00508462-0.114035j -0.0941352-0.0762052j 0.216918+0.0219344j -0.00895213-0.00234594j -0.0723561-0.101996j 0.0544197-0.134457j 0.107831+0.0257196j -0.0692443+0.00634215j 0.00118924+0.000397055j -0.102137+0.0212422j -0.08416+0.0253338j 0.0189399+0.0657296j -0.0150923-0.0530917j -0.0288036+0.0217007j 0.00547796-0.0157395j -0.0291773+0.0474837j -0.0138905-0.00214271j 0.0329623+0.0268945j -0.018441-0.0207676j -0.0178106-0.0700018j -0.0798627-0.053816j 0.0244248+0.0111318j -0.0457779-0.0519878j -0.0764684-0.0173243j 0.0376698-0.0277223j -0.15189-0.00167803j -0.0633786-0.0221188j -0.126713+0.0154497j -0.0162202-0.0578447j -0.03662+0.043384j 0.0352467-0.0542868j -0.0128933-0.0443148j 0.000385105+0.0471256j 0.0596829-0.0140799j 0.0315874-0.0724786j -0.0197187-0.0281965j 0.0127301-0.0523459j -0.0308871+0.133098j 0.0779077+0.0519345j -0.0368699-0.062034j -0.0663473+0.0446329j 0.00982907-0.00357593j 0.0232381-0.0125179j 0.000715994+0.0284284j -0.00760534-0.0040506j 0.00455209-0.0314809j 0.00212787+0.0398767j -0.00607891+0.00249957j 0.011703-0.0331602j 0.00379498-0.00363451j -0.0211734+0.0325375j -0.0106781+0.0738985j 0.000261589-0.00470947j 0.0739501-0.0108492j 0.0313156-0.0147466j 0.00974103+0.00952574j 0.00602166-0.0817417j 0.0354395-0.061003j 0.00529144-0.03262j 0.0482317-0.00386964j 0.000731192-0.036936j -0.0272906+0.00810945j 0.00672157-0.0195705j -0.0410408-0.0291491j 0.0183493+0.00608267j -0.0676784+0.0024719j 
0.056229-0.0515394j 0.0302545+0.0655616j -0.0117954+0.0612075j 0.0590318-0.104657j 0.0212159-0.0381436j -0.0820706-0.0333624j -0.0243903-0.117144j 0.00850709+0.0219293j -0.0310009-0.0171812j -0.13189+0.0291323j -0.0719272-0.00425383j -0.13233-0.0277812j -0.149603-0.121932j -0.0545156+0.124751j -0.00996777+0.00662504j -0.0334517-0.119282j 0.0714032+0.0486943j -0.0198226+0.0266344j -0.00986435-0.0440966j -0.0378851+0.0248767j 0.0813453+0.0200697j -0.0304308+0.0282875j 0.124342-0.00163149j -0.123967+0.0278469j -0.11187+0.101204j -0.0720848-0.0438272j 0.0367624-0.0105798j -0.00402262-0.00210183j 0.137431-0.0214377j 0.0856184-0.0235105j -0.0102722-0.0560441j 0.0460583-0.000290682j 0.0564881+0.033219j -0.0988967+0.0452572j -0.00818369+0.0328891j 0.10894-0.0331983j -0.0729176-0.0380912j -0.0258846-0.0480015j 0.00433765+0.0679243j -0.0777539+0.0248567j 0.0145621+0.0345998j -0.0176203+0.011607j -0.00389484-0.0817062j 0.00172843-0.0582373j -0.069093-0.00650631j 0.0265607-0.0121349j 0.0193422+0.0461705j -0.0342829-0.0449411j 0.038479+0.0340592j -0.0152897-0.0522916j 0.0221938+0.0668046j -0.0314452+0.11807j -0.077754+0.0475297j -0.0280057-0.034198j 0.0155991+0.0696463j -0.0145636-0.0557347j -0.0295221+0.030872j -0.0299604+0.0589097j -0.0328208+0.0496924j 0.0411629-0.0423283j -0.0350505+0.0298995j 0.0582826-0.0276496j 0.0559495-0.0126214j 0.0291509-0.027571j 0.0388289-0.0629241j -0.0225019+0.0288974j -0.00577734+0.00687117j 0.00841737+0.0410011j -0.086253-0.0178123j 
0.0392903-0.040465j 0.00328795+0.00734601j 0.00594553-0.0193148j 0.0365952-0.0404032j -0.0635985+0.0125209j -0.00919866-0.100165j -0.0198631+0.00776259j -0.00156606+0.0414251j 0.0158699-0.0415854j 0.00116998-0.0641724j 0.0475387-0.0586975j -0.0289001-0.00960052j -0.0688754-0.0884374j -0.0570922+0.0465086j -0.0475896-0.0837089j -0.0271997-0.0626665j -0.0164219+0.0399559j 0.0107884-0.0944433j 0.00839717+0.0219581j -0.047664-0.046678j 0.0234471+0.000752605j 0.0661606-0.034877j -0.040024+0.0594439j -0.0226512+0.0286239j 0.0364345-0.0823532j 0.100961+0.0364976j 0.0247436-0.0828277j 0.0336519+0.0114842j 0.136182+0.0470012j -0.0496165+0.0549849j 0.0639521+0.00497778j -0.0155343+0.0729251j 0.0332968-0.0438537j -0.0212318-0.0724155j -0.0623251+0.101417j -0.125211+0.0377482j 0.0263742+0.0820206j 0.0312253-0.0848741j 0.0104021+0.139458j -0.0140737-0.0598096j -0.0261533+0.0229174j 0.0771893+0.0154563j -0.0191543+0.0524898j -0.0600577-0.038637j 0.00907+0.0201012j -0.0405133+0.0110265j -0.0106998+0.0482863j 0.00119771+0.0411757j 0.00158512+0.0408686j 0.0228919-0.0579986j 0.00950207+0.0151178j -0.0312957+0.0717116j 0.0471247+0.0479064j 0.0314429-0.0734442j 0.018541+0.074565j -0.0245571-0.0443633j -0.0928379+0.0254005j -0.0373594-0.0310942j 0.0200762-0.0308749j -0.00105245+0.0109607j 0.0259276+0.010229j 0.0351553+0.00689519j -0.00580889-0.0537052j 0.0111919-0.097829j -0.0077825+0.0340416j 0.024421+0.00608229j -0.0286147+0.0180233j 0.0370917-0.0416337j -0.0165817+0.00876305j 
0.027937+0.0664482j -0.0190411-0.0255943j -0.0040323+0.0779919j 0.0140915+0.19968j -0.0228065-0.110973j -0.0527614+0.203823j -0.0796615+0.0369719j -0.0451106+0.0618939j 0.0783056-0.00211718j -0.0256169+0.17715j -0.0824465+0.0931423j 0.00607986+0.0762154j 0.0700662-0.0620641j -0.0726892-0.0408508j 0.033309-0.0975223j 0.0283593+0.054313j 0.0162727+0.09707j -0.008224+0.173595j -0.00889425+0.0585666j 0.0611472-0.0930461j 0.0213647+0.0449844j 0.0456617-0.0196412j -0.0713784+0.073551j 0.0111356+0.0229535j 0.00169109-0.0318109j -0.0524599-0.0618117j 0.0386638+0.0392948j -0.0533147+0.00741228j 0.0685901-0.0586694j -0.162342+0.0867493j 0.0962107-0.0169117j 0.0823816-0.0361396j -0.0819798+0.0115737j -0.0358158+0.0241458j -0.0117584-0.0102348j -0.056943-0.110008j -0.0617422+0.0929288j -0.0544561-0.0229176j 0.0145199-0.00544698j -0.0251071-0.00265655j -0.0250299-0.0063364j -0.0162835+0.0740391j 0.0159614-0.0211691j 0.00495137-0.0775863j 0.037481+0.00181479j 0.0160082-0.0428245j 0.00717185-0.0137235j -0.0164122-0.00913957j -0.0193479+0.0761734j 0.00193697-0.0316347j 0.0115139+0.0320536j -0.0235962+0.0273182j -0.0133652-0.0613146j -0.00915703+0.0159938j 0.0365278-0.00737558j -0.012173-0.0238238j -0.0133723+0.00589133j -0.0221524+0.0851697j -0.027588-0.0231625j -0.016525+0.0114851j -0.0248561+0.0105486j -0.00139623+0.00660106j 0.00094276+0.00856261j -0.00471472+0.000552931j 0.010044-0.057198j 0.0140773+0.0088775j 0.00995573+0.0052576j 0.0143936+0.0234595j -0.0369287+0.0137738j 
-0.0375931+0.0342911j -0.0378391-0.0391883j -0.0293463-0.0500122j 0.0816438+0.15394j -0.00517744-0.0598503j 0.0206402+0.0100324j -0.00999283-0.166453j 0.0148267+0.00298311j 0.0814313+0.0426553j 0.0281656-0.102238j 0.143243-0.0685248j 0.0821287+0.0507039j 0.00884505-0.0766272j 0.0277994-0.0197705j -0.110796-0.00205074j 0.0242393+0.0288719j -0.00754051-0.0497531j 0.0603517+0.0408833j 0.0596025-0.0806138j -0.00973539+0.0104674j 0.0212181+0.0813233j -0.0548301-0.0504128j 0.0440993+0.0707904j -0.0180953+0.0349288j -0.0741053-0.0301971j -0.0513629-0.119862j 0.0192314-0.0131631j -0.0340305+0.0283968j -0.00333366+0.0791417j 0.184858+0.079057j 0.0641137-0.101439j -0.120348+0.0605523j 0.0353158+0.0780761j -0.14036-0.0572075j 0.0558492-0.0921962j 0.0651244-0.0224071j -0.0276293-0.155595j 0.063516+0.011753j -0.0246799+0.0030754j 0.0232433+0.103319j -0.0646626-0.0220932j 0.0315451-0.0594369j 0.00584223-0.0815202j -0.0257797+0.0127317j -0.0542726+0.00819337j 0.0291724+0.0291196j -0.0483684-0.0184567j 0.0359391+0.0418079j 0.0185985-0.0119555j -0.0044862+0.0172963j 0.00588524-0.0228j 0.00901644-0.0493473j 0.0361718-0.0074423j 0.0174967+0.0666909j -0.0832899-0.00594584j 0.0405845+0.0257032j 0.0521307-0.0372966j 0.0587659-0.0307066j 0.00549997+0.0541874j -0.0136662-0.0480576j -0.0225656-0.0377851j 0.0176231+0.0406769j 0.0298392+0.0367384j 0.0411437+0.0699442j -0.01444-0.00265956j -0.00200065-0.019608j -0.0174299-0.0194244j -0.0262106+0.0507753j -0.0501647-0.0407295j 
0.0219266+0.0346891j 0.0114994-0.00760039j -0.0186872-0.0360246j 0.0135738+0.167873j 0.00288137-0.0632887j 0.11733+0.213936j -0.0590998-0.0793359j -0.0944037-0.126992j -0.0546702+0.0400307j 0.0470966+0.0968905j -0.00292817-0.104154j 0.0328236+0.0308135j 0.00700458+0.0261841j -0.0544596-0.077183j -0.0222292+0.0695717j 0.0344305+0.0189489j -0.0124532+0.00872711j 0.0622323-0.0486189j -0.0595035-0.0899408j -0.0547298-0.0729219j -0.0430654-0.0707896j -0.0396719-0.00168942j -0.111486+0.130047j -0.00234021+0.0256139j 0.0412335+0.0509577j 0.135088+0.0914216j 0.0734266-0.0659352j -0.0309987-0.0584811j 0.0208823-0.0652767j 0.0296234+0.013353j -0.0861301+0.0807583j -0.0556342-0.00852089j 0.074181+0.0331038j -0.0627411+0.0287542j -0.128799+0.0773561j -0.00635965-0.135155j 0.0152225+0.0302254j -0.00165897+0.0475253j -0.0925017+0.021506j -0.011145+0.0567225j 0.0253279+0.01339j 0.024659-0.0902206j 0.0140115+0.0704849j -0.0253167-0.0193452j -0.0243305-0.0166382j -0.00576088-0.00262367j 0.00683075+0.0360989j 0.0370672+0.02076j -0.0119323+0.0135575j -0.00298844-0.0138518j -0.0124731-0.0450964j -0.0141921-0.0447031j 0.0370227+0.0437062j 0.0417164-0.0278305j -0.0582184+0.0108943j 0.00505493+0.029887j -0.0667905+0.0248334j -0.0314162-0.0796287j 0.0550032-0.0402414j 0.0174841+0.0538144j 0.00169796+0.0377949j 0.0276003+0.0246143j -0.021362-0.0262282j -0.00210456-0.0321319j -0.0170077+0.0735082j 0.00524007-0.00095813j -0.0130621+0.0113798j -0.0124588-0.0347751j 0.0646219-0.0224588j 
0.100504-0.0604972j 0.030347+0.145234j 0.0711543+0.0716187j 0.00133935-0.137199j -0.100988-0.106435j 0.115725-0.0164314j -0.0799265+0.00612191j 0.0261113-0.136326j -0.0484729+0.15537j -0.0231389-0.076916j 0.189403-0.048763j -0.0267943+0.0455614j -0.0922019+0.148074j 0.110867-0.0944915j -0.00901848+0.185238j 0.0212737-0.000429009j 0.0559288+0.0322324j 0.0697589+0.0273468j 0.0590484+0.0111701j 0.171039-0.00960872j -0.0450286-0.033652j 0.0443444+0.0456648j -0.0974687+0.0448418j -0.0335577+0.0533073j -0.0484121+0.0668547j 0.0648612+0.0673647j 0.0307699+0.0218619j -0.183245+0.00620369j 0.105124+0.0576871j -0.0980929-0.0437735j 0.124978+0.0503748j -0.045416+0.105482j -0.0110993+0.023818j -0.0373443-0.055455j 0.0834408-0.017932j -0.0416736+0.000764063j 0.0434045+0.0274184j -0.039429-0.101997j -0.0538225-0.00672744j 0.00100798+0.000451096j -0.0956646+0.058656j 0.0287394-0.0500378j -0.0557386+0.0151785j 0.0192209-0.0175384j -0.0750187-0.0138845j 0.0243738-0.0261739j -0.0244661-0.0689084j -0.0212216-0.00814586j -0.0771395-0.0110035j -0.00691074+0.0161947j 0.0198528+0.00626114j 0.038307+0.0829161j 0.0131713+0.035251j -0.0139416-0.0112907j -0.0181173-0.00974673j -0.0078403+0.0489699j 0.0239026-0.0849111j 0.0140465+0.0602136j -0.0235453+0.00212232j 0.0287561-0.0170851j -0.00636637-0.0510571j -0.0304072-0.00647586j 0.0258325+0.0379618j -0.0331396+0.0837566j 0.000671411-0.0237548j -0.00951131+0.0136688j 0.020684-0.0412206j 0.0272948+0.00443602j 0.0403665+0.00762605j 
-0.000636709+0.0473338j -0.0311921-0.00843322j -0.109005-0.135058j 0.0185577+0.0383786j -0.0434039+0.0411695j -0.0689048-0.133969j 0.0164137+0.0398075j -0.0115134+0.00455872j -0.00826812+0.000873213j -0.0609298-0.00895308j -0.00970969-0.0370893j 0.00682647+0.00984493j 0.0157455-0.0619529j 0.0731441-0.0641848j -0.05977-0.0509552j -0.0376718+0.0159108j -0.0117749+0.0102875j -0.00295198-0.054937j -0.0783231-0.0176097j 0.0138453-0.00450879j -0.0740916-0.010819j -0.00898657+0.0266789j -0.0279581+0.0272816j 0.0922904-0.0208853j -0.0504114-0.0729101j 0.105475+0.0907203j -0.0193488-0.0733206j -0.0537463+0.0127546j -0.059494-0.00928799j -0.0132024+0.0106165j -0.018747+0.00746609j 0.0584809-0.0201681j -0.0263194-0.0382116j 0.0128334-0.0466753j 0.0242125+0.0584864j -0.0967143+0.10143j -0.0085411-0.0850871j 0.0550834+0.080581j 0.0603299-0.0319127j 0.0998867-0.0806448j -0.0328798-0.0563689j 0.0126472-0.028443j -0.0714069-0.0174679j 0.0496625+0.040835j -0.034896-0.0804472j -0.0392203-0.0570531j 0.043771-0.0807028j -0.0721787+0.00577825j 0.0118867-0.0689026j 0.0260206-0.043366j 0.0370545-0.0430769j -0.00463929-0.0611209j -0.0215836-0.0181978j -0.0630083-0.0109151j 0.0558782+0.0302421j -0.0191607+0.0506234j -0.0375471-0.00315135j 0.0234571+0.0990407j 0.00578352-0.115249j 0.0854549-0.0380457j 0.0605353-0.0304353j -0.088792+0.000247338j 0.0223342+0.0191966j -0.0922367-0.0814381j 0.0394937+0.0183526j 0.0284584-0.0313725j 0.0666439-0.0614715j 0.0758754-0.095269j 0.0612543+0.0333838j 
-0.0367262+0.0540703j -0.0311541-0.00253486j -0.0845367-0.0162617j -0.0351612+0.0462409j 0.130039+0.0396112j -0.0509465-0.0115977j -0.0132102-0.0583172j -0.0151022-0.0192761j 0.0513425-0.117456j 0.0103579-0.0242984j -0.0351838-0.0160304j 0.0111488-0.0585438j 0.0844756+0.0263343j 0.112817-0.131338j -0.0427948+0.0197219j 0.0398714+0.163475j 0.0341677-0.08019j -0.0800814+0.0317831j -0.0706656-0.0196436j -0.103467+0.03799j 0.0233118-0.0323043j 0.0532829-0.0870431j -0.0433122+0.0274051j -0.109114-0.00117064j -0.0315935+0.0475307j 0.0632135-0.0374927j 0.0181454-0.119531j -0.0331544+0.0466878j 6.27748e-06-0.00664668j -0.0250498-0.0373712j -0.00932098-0.0496602j 0.0843523+0.102963j 0.0671845+0.12267j 0.109337-0.110534j 0.00567862+0.00551345j -0.0721989+0.0343612j 0.0406266+0.0409457j 0.074261-0.0640144j -0.00590508-0.0504723j -0.0207335+0.00568794j -0.00238808+0.11834j 0.0830607+0.0184989j 0.00144459-0.036858j -0.0810953-0.0857305j -0.017332+0.00696216j -0.0795928+0.0887261j 0.00455133+0.0255129j -0.0273436-0.0103712j -0.00265198-0.0491414j 0.00219796+0.0148099j -0.0100534+0.0462786j -0.0540037+0.0114643j 0.00600592-0.0523351j 0.0669073-0.0652961j -0.0246683-0.0109185j -0.042531+0.0225977j -0.03488-0.10279j -0.0194379-0.00366996j 0.0231953-0.112592j 0.0832907-0.0357916j 0.0512829-0.0858678j -0.011183+0.0801007j 0.0731288+0.106111j -0.042068+0.127319j 0.0133631+0.000563534j 0.0160807-0.0447929j -0.0260394-0.0868788j 0.14815+0.0348165j 0.0229508+0.0921845j 
-0.0286576-0.00319976j -0.0334514-0.0208831j -0.203216-0.116307j -0.00795104-0.0461589j 0.0194294+0.0334421j -0.155324-0.053746j -0.0192373+0.112065j -0.0532682-0.180952j -0.0557887-0.00307469j -0.0218698-0.0215005j -0.0273998-0.00697903j -0.0654334-0.10348j -0.0294529-0.0133837j -0.0726366-0.0562212j -0.0799963-0.0626594j -0.0225795-0.0803707j -0.0060995+0.0395385j -0.0526457-0.0150659j 0.0471979+0.0802769j -0.000997318-0.136405j -0.0559727-0.0056526j 0.0942242+0.00512639j 0.0931859-0.0196969j -0.0185237-0.0229277j 0.0879547-0.0412619j 0.167234+0.0625509j -0.00329221+0.0228998j -0.0365963+0.00633996j -0.0488042-0.107114j 0.0670461+0.0682941j -0.109357-0.0215918j 0.0394583+0.0997569j -0.0319234+0.0110686j 0.047058+0.00607467j -0.0373188-0.00906306j -0.0491733+0.0537129j -0.0222551+0.0974069j -0.0572643-0.0444968j -0.0428403-0.000471975j -0.0289775-0.025619j 0.0113787+0.0406124j -0.110047+0.0275533j 0.0310924-0.0530779j 0.0225428+0.0407998j 0.0274275-0.0944577j -0.00938897+0.0206124j -0.0061621+0.00304628j 0.0185334-0.0121193j 0.0259643+0.0322505j 0.0101733+0.0568821j 0.00825854-0.032137j -0.00918409-0.061017j -0.0155594-0.0421207j -0.012716+0.0423205j -0.013999+0.00888205j 0.00865099+0.00641573j 0.0453559-0.0388413j 0.0614365-0.044807j -0.00647427+0.0615746j -0.0739847-0.040368j 0.014112-0.0319921j 0.0132878-0.0420727j -0.00546091+0.0071571j 0.0504019+0.015851j 0.000123524-0.0266982j 0.00439968+0.0117921j -0.025516+0.0283197j -0.0471656+0.0117792j -0.088536-0.0312995j 
