-0.0121355+0.0143971j 0.00207576+0.032972j 0.00268993-0.0428513j 0.00943769-0.0101441j -0.000748767+0.0283655j 0.00787897+0.0252533j -0.00711423+0.0285748j 0.00145523-0.0459702j -0.00200907-0.00895752j -0.00131506-0.0333706j -0.00613848+0.0203838j 0.000439019-0.0109355j -0.00136665-0.00801224j -0.00620429+0.00257137j 0.00121813+0.0829084j -0.000484964-0.0152592j 0.000220496-0.00472428j 0.000859841+0.0193978j -0.00330753+0.0356996j -0.000536437-0.00269803j 0.000346967+0.0216772j -0.00151474-0.0263093j -0.00210077-0.00254941j -0.00334173-0.0397353j 0.00161185+0.00467621j -0.000483935-0.0243115j 0.000748699-0.00406518j 0.000636215+0.0260606j -0.0039902+0.0236959j -0.0011779+0.0344643j 0.002534-0.0425776j 0.000476999+0.0382128j -0.00178189-0.0345392j 0.000779711-0.0100073j 0.000479908-0.0016061j -0.000109235-0.0153579j 0.000866047+0.0277347j 0.000153502-0.0101448j -0.000437307+0.0197964j 0.000748931+0.00762838j 0.000700512+0.0570414j 0.00291677+0.0254249j -0.000168712-0.00300539j -0.000768117+0.0015342j 0.00209856+0.0331439j -0.00182345+0.0447803j -0.00122691-0.0334143j -0.00183116+0.0352747j -0.000918248-0.0365929j 0.00195727+0.00738645j -0.00109703-0.00297517j 0.000360365-0.0446709j 0.00161412-0.016738j 0.000497819-0.00530299j -0.00333017+0.0346577j 0.000206059-0.038984j 0.00401869-0.0368053j -0.00172331-0.01315j -0.00234756+0.00460913j -0.00293309-0.0334462j -0.00398657-0.129659j -0.00317632-0.00809957j -0.00482685-0.0135063j -0.0024802+0.0435516j -0.00253708-0.0192617j 0.000164562+0.0487545j -0.00110447-0.0222842j 0.00158615-0.0791782j 0.00597532-0.00756644j 0.00518564+0.103033j -0.00103453+0.0590149j -0.00370156-0.00674675j 0.00395545-0.0397123j -0.00384305-0.070189j 0.000161387-0.151295j -0.00047174+0.115059j 0.00397064+0.281511j 0.000952342+0.100464j 0.00227983+0.0132639j 0.000850764+0.0221695j -0.00199841-0.0738029j 0.00225288-0.0183041j 0.0047613+0.587581j -0.00324358-0.163515j 0.00340282-0.197209j 0.00262148-0.105982j -0.00799339-0.0771839j 0.0044485+0.152222j 0.00572775-0.0533209j -0.00971009-0.0866247j 0.0018929-0.038661j -0.0277996+0.0186384j 0.00243906+0.111665j -0.0288652+0.0506584j -0.0262591+0.0306129j 0.013694+0.0787221j -0.0491077+0.0222692j 0.00936677-0.359213j 
-0.00692799+0.00250259j -0.00351059+0.00131162j -0.00448675-0.00164734j 0.00398037-0.012556j -5.17245e-05-0.0104801j -0.00298309-0.00992477j 0.00586947+0.00850087j -0.000154361+0.0150663j 0.00381266+0.0255777j 0.00915121-0.0214475j -0.0030328-0.00722816j 0.00122995-0.0289749j 0.0031576-0.00558143j -0.00573082-0.00694256j 0.00159087-0.0175093j 0.00142996-0.000451895j -0.00215611+0.0440528j -0.00138466-0.00692934j 0.00256481+0.0180449j -0.00893931+0.0128097j 0.00230391+0.0183109j 0.000565687+0.00378023j 0.00056221+0.0172657j 0.000286134+0.0127724j 9.94298e-05+0.0133686j 0.00450218-0.0150529j 0.00496495+0.00753185j -0.0020811+0.0157616j 0.00209375-0.0676932j -0.00243315+0.0388948j 0.000564435+0.00626655j -0.00132668-0.0787571j 0.00663708+0.0184369j 0.00261802+0.0221399j 0.00714721-0.024783j 0.00171313-0.0475718j -0.00918325-0.0450634j 0.00563383+0.0652098j -0.00263795-0.0855911j 0.0106916+0.0490066j 0.00209778-0.060667j 0.00355098-0.0785166j -0.00220265-0.0658068j -0.00327299-0.00834718j -0.0086781+0.0903148j -0.00930244-0.0618204j -0.00762537+0.0297541j 0.00528385-0.01132j -0.00235159-0.11841j -0.00815704-0.0225779j -0.0015164+0.145533j 0.00348306+0.0992716j 0.00247507-0.0750136j 0.0117582+0.193082j 0.00233793-0.0353272j -0.00417111-0.189288j 0.00407691+0.169601j -0.0108842-0.318082j -0.00279773+0.0658357j 0.00869154+0.0257848j 0.0045856+0.0177321j -0.00403217+0.0480514j 0.00248428+0.0174856j 0.00496959-0.0383516j 0.0121247+0.0692332j -0.0107602-0.0129208j 0.000612993-0.0162354j 0.00952217-0.121145j -0.00225384+0.117706j -0.0185652+0.0340734j 0.00192186+0.0145543j -0.0180841+0.00170859j 0.0231929-0.0519564j 0.00351657+0.122688j -0.0238709+0.0562522j -0.0272656-0.02829j 0.0427896+0.0024215j -0.0185422+0.0273902j -0.02872+0.0154712j 0.0155132-0.0208749j 0.0495258-0.0379567j 0.000608949+0.0142614j -0.0224917+0.00225797j -0.016982-0.00220154j -0.0498332-0.0162756j 0.0499412+0.0152177j -0.0419025+0.0703723j 0.00105007+0.0327797j -0.0251409+0.111598j -0.00493472+0.0386636j -0.0202542+0.0184992j -0.00198317+0.042566j 0.00484267+0.00865231j -0.01593-0.0508308j -0.0122501+0.0146357j -0.0112942-0.000732342j -0.0140831+0.00969266j 0.0192754+0.0187485j 
-0.00898352+0.00695181j 0.00091757+0.0048352j 0.00641937-0.00994325j 0.00801671-0.00752711j 0.00265734+0.00390247j 0.0101185-0.00890131j 0.00107971+0.0124585j 0.00564216-0.0120014j -0.0032927-0.00455679j -0.00743174-0.0201903j -0.00689506+0.0357821j -0.00488391-0.000267131j -0.0120306+0.0172071j 0.000339178+0.0238059j 0.00452805+0.0271282j -0.00472023+0.00205622j -1.26592e-05+0.0156986j -0.00247514+0.00120855j -0.00246268+0.0447135j -0.0094984+0.0186158j 0.0053667+0.00649807j -0.000684377-0.0172235j 0.0061132-0.0127702j -0.0045395+0.022438j 0.000159977-0.0329251j 0.000414602-0.0208133j 0.00241596-0.0106954j -8.41674e-05-0.00301957j -0.00418539+0.0845769j 0.00212754+0.0540862j -0.000918664+0.0185775j -0.00366818+0.0342972j 0.000499832+0.0179448j 0.00217494+0.0568938j 0.00223422+0.0331771j -0.00273922+0.00837911j -0.00336871-0.0605853j -0.00103186-0.00749555j -0.00142799+0.0176436j 0.0054829-0.0608693j -0.00390928+0.061477j 0.00464177-0.084895j 0.00208072+0.0186973j 0.000151998+0.172074j -0.000247922+0.0378072j 0.00578765+0.0285435j -0.00839775+0.0711832j 0.00118076-0.0492112j 0.000621797-0.221989j -0.00104596-0.0928351j 0.0116375+0.0172857j 0.00253473+0.153315j 0.00123085+0.00199537j 0.00437895-0.0910726j -0.00400374-0.21651j -0.000754833+0.0152897j 0.00715468-0.026652j -0.00820803-0.109822j -0.0110466-0.0607175j -0.0106813-0.0713537j -0.00899841-0.0327823j 0.00478353-0.0807761j 0.000216057+0.0531294j 0.0146972+0.0114009j -0.0126899-0.114775j -0.0222782+0.0179322j 0.0203978-0.0211094j 0.00858794+0.095019j -0.0164302-0.0461501j -0.008687-0.00448282j 0.0205503-0.0429539j 0.00580706+0.0338974j 0.010557+0.0451711j -0.00543501+0.0573451j 0.0136536+0.00525567j -0.0229332+0.0304379j 0.00493264-0.0114953j -0.049516-0.0149335j -0.0195196-0.0387303j 0.0329235-0.0191705j 0.014159-0.0078834j 0.019007-0.0454828j 0.0210787-0.0104116j -0.00706554-0.0197599j 0.012661+0.00951796j 0.00240025+0.0156861j 0.000599453+0.112828j -0.0310146-0.0138819j 0.0353243-0.0487319j -0.00854515+0.0507535j 0.040274+0.0121874j -0.022479-0.0142065j -0.00130496+0.0429964j 0.0155115+0.0662893j 0.00322084-0.0406786j 0.0281247+0.018445j -0.0097223-0.00224395j -0.00322767+0.00792018j 
0.00105105-0.00113237j 0.00970857-0.00237957j -0.010475+0.00178682j 0.0074782-0.00936212j 0.00468258-0.0226437j -0.00422387-0.0034961j 0.00676089-0.00449559j 0.002505+0.0151647j -0.00425596-0.00215029j -0.0109047+0.0225565j -0.00353374+0.0252464j 0.00341073+0.00206995j -0.00676773-0.0102565j 0.0015049-0.00903311j 0.00940568-0.0164857j 0.00471099-0.0213579j 0.00845015-0.00262087j -0.000411754+0.0348272j 0.00680588+0.0211783j -0.000821675+0.0316285j 0.00697833+0.0635533j 0.00870172-0.0130426j 0.00364707+0.0483349j -0.00248176-0.0103218j -0.00351414-0.0222473j -0.00855418+0.00250109j 0.00262194+0.0123212j 0.00915529+0.0256641j 0.0019318-0.00325105j 0.0103194-0.0597191j -0.00291134+0.0282352j -0.00244166+0.0385589j -0.00351379+0.0264146j -0.00506996+0.0105807j 0.00520461+0.00803874j -0.00484034+0.036063j -0.00513757-0.0282112j 0.00159003+0.0725232j -0.00182057+0.0779563j 0.00478846+0.00208511j -0.00353069+0.090662j -0.00389732-0.169791j -0.00014857+0.0291665j -0.000433876+0.0390816j -0.0020751-0.156857j 0.00286563+0.102926j -0.0096831-0.0573989j 0.0123607+0.107032j -0.00231654-0.128358j -0.0035495-0.0651898j 0.00451725-0.251356j -0.00956302+0.27148j -0.00265124-0.0599838j -0.00447387-0.0320804j -0.00442981+0.111775j -0.0197964+0.0163625j 0.00548715-0.00598318j 0.0155466-0.0117792j -0.00292358-0.128343j 0.0048764+0.0129703j -0.00590327-0.0514668j 0.00121089+0.0879658j -0.0230274-0.00368286j 0.0135952+0.0501635j -0.0024233-0.0908178j -0.00648455-0.0213306j 0.00670332-0.0713839j -0.0127638-0.116519j 0.00631334+0.0111034j -0.0196088+0.0472046j -0.00766053-0.0102851j -0.0200362+0.0474301j -0.017911+0.0624233j 0.000138327-0.0215684j 0.00938016-0.0199312j -0.0201801-0.0321143j -0.00201053-0.0203651j -0.0115779+0.0360463j -0.0365946-0.0396665j 0.0388784+0.0287059j -0.0348198+0.00175655j -0.0125204+0.0191011j 0.00931437-0.0285369j -0.0408894+0.00190584j -0.0116771+0.0146129j 0.0345886-0.0232166j 0.0324999+0.0257595j -0.0326387+0.112603j -0.00614245-0.0935638j 0.0189329+0.00909675j -0.0311793-0.0132757j 0.00559945+0.0226209j -0.027341+0.022111j -0.00395243-0.051123j 0.00795812+0.00525508j 0.00368996-0.00864414j 0.00388285-0.020813j -0.0309581-0.0160865j 
-0.00559265-0.00345785j -0.00609081+0.0121925j 0.000755651-0.00470566j -0.00144106+0.000970423j -0.00508712+0.00557583j 0.0121361+0.0117266j -0.00128751+0.00849013j -0.00262955-0.0136678j 0.00224559+0.0221201j 0.00249412-0.025688j 0.000961213+0.00694676j -0.0100226-0.00252905j -0.00132184+0.00177111j -0.000626813-0.00671818j -0.00105094+0.010183j -0.00424922-0.00183007j -0.00124446+0.00651629j -0.00486196-0.0134674j -0.00427828+0.0282386j 0.00616262-0.0088897j 0.00157152-0.0155685j -0.00400201-0.0176434j -0.00346258-0.0404242j -0.00266983+0.0304471j 0.0108906+0.00708567j 0.00303921-0.0190791j -0.0078112-0.038669j -0.00310455+0.025628j -0.00509431-0.0225567j -0.00615769+0.0326096j -3.69618e-05+0.00379107j 0.0154814+0.00703152j 0.0093906-0.0348075j 0.00392682+0.0008098j -0.00483381-0.00190776j -0.00606317-0.0930218j 0.00372985+0.0145003j -0.00105825-0.0175481j 0.0113382-0.0291027j -0.00163889-0.164824j 0.00153276+0.0141731j 0.00499877+0.0601932j -0.00108615-0.0101337j -0.00151026+0.11765j 0.00401303+0.0853763j -0.00129282-0.0168455j 0.0069896+0.11296j -0.00197324-0.0880968j 0.00085404-0.0163038j 0.00498754+0.031231j 0.005105+0.0178845j 0.00380841+0.0460893j 0.0114737-0.0177929j 0.0093801-0.111255j 0.00601343-0.121002j 0.0167706+0.0699437j -0.00654894-0.142871j -0.00887346+0.101418j -0.0246167-0.153119j 0.00938418-0.0504551j -0.00671177-0.0302522j 0.00502249+0.155212j 0.0173872-0.112688j 0.00269669-0.0577013j -0.0147572+0.152956j 0.00663681-0.00578277j 0.0152356-0.0970201j -0.0122794-0.0676406j 0.00472888-0.0292753j 0.0231236-0.0189987j 0.030316-0.0477422j 0.00343612+0.0519218j -0.013801+0.0749481j 0.0161642+0.000408182j 0.0259509+0.040526j 0.00107586+0.026044j -0.0236822+0.0454056j -0.011792-0.014747j 0.0374244-0.0113556j 0.0253699+0.0224119j 0.0219027+0.00756005j -0.0069254+0.0482223j 0.0102338-0.0139281j -0.0217291-0.0306054j -0.00283102-0.0127515j 0.0331856+0.0341984j -0.0204278+0.025545j -0.00778519-0.0692047j 0.000747577-0.0307329j 0.00709961-0.00160327j -0.0308722-0.0758322j -0.0304711+0.0612523j -0.0220855-0.0412392j 0.0248102-0.010981j -0.0243119-0.0458511j 0.016471-0.0243763j -0.000602344-0.00616887j -0.0134758-0.01139j 
0.0111271-0.00618122j -0.00200836+0.00271997j -0.00279404-0.00476736j -0.00115267+0.000672131j -0.000933474-0.0161136j -0.0150137+0.0124945j 0.00967841-0.0149363j 0.00626342-3.20695e-05j 0.00214583+0.0127657j 0.00275834+0.0119632j -5.26398e-05-0.0214228j 0.00226547+0.0245267j 0.0040154-0.0240598j -0.00434501-0.0180668j -0.00386351+0.0199232j 0.0017975+0.0093855j 0.00345776-0.00183565j -0.00713868+0.0220926j 0.006719+0.000340462j 0.00256299+0.0527179j -0.00250035+0.0333978j 0.0036244+0.00912348j -0.00410584+0.0216093j -0.00268601-0.0326158j -0.00513537+0.000619671j -0.00165899-0.00229711j -0.00391727-0.00240899j -0.00249906+0.0117468j 0.0105219-0.0188897j 0.000559707-0.0154199j -0.00271419-0.035566j 0.00525672-0.00795631j 0.00912868-0.0185183j -0.000620956-0.0759535j 0.0011782-0.0378196j -0.00276629-0.0680136j -0.00124718-0.02422j 0.010942-0.00465949j -0.0058528-0.0494962j -6.67842e-05+0.0416149j -0.00210293+0.0241799j -0.00451397-0.00242741j -0.00519189-0.0735051j 0.00586683-0.0703024j 0.00357195-0.0490572j -0.000438226-0.0303163j 0.00983298+0.0478061j -3.5887e-05+0.106884j 0.000359448+0.169377j -0.00534755+0.0153026j -0.00863571-0.0764371j 0.00286102+0.0367545j -0.00528691-0.175931j 0.0156686+0.224679j -0.00773633+0.0285814j -0.00295214-0.0364291j -0.00366929-0.00119865j -0.00964153+0.00896201j 0.00774912-0.00134883j -0.000788699+0.0131766j -0.00627015+0.0093874j -0.0171636+0.119598j 0.0129484-0.0174609j 0.00822015+0.0479476j 0.0159869+0.0166768j 0.018568-0.0198549j 0.00190212+0.0146998j 0.00685926+0.000487855j -0.0238686-0.0641008j -0.0155611+0.0732078j -0.021748-0.0412769j -0.0255961+0.0698159j -0.00108747+0.0037521j -0.0339979+0.000707751j 0.000241195+0.0356467j -0.0325983+0.00843948j 0.00845988+0.0335434j 0.00424446+0.00822737j -0.0115739-0.00384493j 0.00162684+0.00397105j 0.0304996-0.0297584j 0.0075282+0.0271593j -0.0185541+0.00635943j -0.0201438+0.0125714j -0.0153955-0.0170907j -0.0299329+0.0313711j 0.0262156-0.0629288j 0.0065557+0.0296631j -0.00831763+0.0273777j -0.0221662+0.0204869j 0.00468656+0.00390913j -0.0418349-0.0340758j -0.00155283+0.0206207j 0.0520817+0.0139986j -0.0298168-0.0604721j 0.00995328-0.0332169j 0.0239052+0.0150829j 0.00570319-0.0123255j 
-0.00326311+0.00195575j 0.00342106-0.00119454j 0.00627864+1.30816e-05j -0.00478955+0.00475528j 0.00859886+0.0143244j 0.0145463-0.0203051j 0.000419321-0.00806504j -0.00483233-0.021406j -0.00426458+0.00510692j 0.00958764-0.0224236j -0.00396807+0.0178729j -0.0110977+0.016821j 0.00545736+0.0131392j 0.000137762+0.00530222j 0.00362074+0.00759068j -0.0182459+0.0136412j -0.00686853-0.00317533j -0.00347571-0.0303056j -0.00299448+0.0410201j -0.00530308-0.0273754j 0.00504344-0.0590491j -0.00817502+0.039378j 0.0037559-0.0666569j -0.00180904+0.103373j 0.00435268+0.0248213j 0.00854007+0.0183545j 0.00228915-0.0302607j 0.00526305-0.0182936j -0.00378051+0.0998306j -0.00304997+0.0327798j -0.0093556-0.0553007j -0.00112339+0.0356323j 0.0101265+0.0431701j -0.00673308+0.068432j -0.00465005+0.0881359j -0.00229771+0.0294804j 0.0114162+0.0637032j 0.0055094+0.00321029j 0.00896305-0.0659554j 0.000806152+0.050038j -0.000929089+0.0511867j 0.0110795+0.118572j 0.00989114+0.00920983j -0.00207307+0.0513225j 0.013535+0.0992038j -0.0054093-0.143078j -0.00850887+0.144729j -0.00788428+0.0967012j 0.0120085+0.151089j 0.00735647-0.108863j 0.00532215+0.0130421j 0.000864457-0.0229574j 0.0217765+0.130363j 0.0181501+0.0103047j 0.00594084+0.0246792j 0.000402388-0.0747702j -0.0091416+0.0860507j 0.0109754-0.00223247j -0.0170012-0.00260139j 0.0068518-0.0690227j -0.00940305-0.0373067j 0.00985108-0.0656274j 0.0259849-0.074404j 0.00557725+0.00417666j 0.00285592-0.0100753j -0.00676429+0.0130695j -0.00154639+0.0322914j -0.00789211+0.0276451j 0.0159339+0.0235341j -0.00616635+0.0571332j -0.0389355+0.0206756j -0.00793474-0.0123118j -0.00296973+0.0185923j 0.0366169+0.0147503j -0.00426293+0.00967204j -0.0133069+0.00499645j 0.020607-0.0104804j 0.0233438+0.0134738j -0.0508885-0.0104218j -0.00637178+0.0029322j 0.0173024+0.00900193j -0.0337183+0.0477836j 0.0202439-0.00206989j 0.0155972+0.0229754j 0.0238677-0.0403143j 0.0256562-0.0377021j 0.00739713+0.00923196j -0.0239143-0.0453751j -0.00468718+0.0372147j -0.0171694-0.0121914j -0.00915025-0.0265436j -0.0024754+0.0246261j 0.0148727+0.0331078j -0.0048123+0.0344531j -0.00852157+0.0149642j -0.0190352-0.025467j 0.00195721-0.00455268j -0.00972304-0.00406906j 
-0.000994407-0.00581587j -0.00370404-0.0025034j -0.00336397-0.000479982j 0.00161792+0.00189014j -0.00497787-0.00147322j -0.00869414+0.00711517j -0.00956681-0.00513003j -0.00155856-0.00118371j 0.0081543+0.00205524j 0.00125106-0.0115362j -0.00754117-0.0122259j 0.00239596-0.00526777j 0.00143531+0.00438354j -0.0129808-0.0127116j -0.00456756+0.00774473j 0.000422489+0.0169392j 0.00464709+0.0208087j -0.00571305+0.0333763j 0.00189346-0.0148869j 0.00702224-0.000366774j -0.000632052+0.0136019j -0.00044792-0.011568j -0.00964222+0.00903264j -0.0109604+0.00426675j 0.00689404+0.0321577j -0.000291911-0.0559334j 0.000880191-0.00378027j -0.00148342-0.0157633j -0.00705622-0.000296718j -0.00740108+0.0131723j -0.00158734-0.0457372j 0.0196799+0.0162456j -0.000453081-0.110079j 0.00470304+0.00932726j -0.00140637-0.0492938j -0.010107-0.0132641j 0.00172731+0.0305954j 0.00760284-0.0248543j -0.00319049-0.0071858j -0.000225778-0.0688493j 0.00120994+0.0524974j 0.00112816+0.0765322j -0.0104276-0.0773524j -0.00775003+0.00513085j 0.0166902+0.171947j 0.00542716+0.0319804j 0.0198462+0.247339j -0.0175894+0.0147668j 0.00175005-0.0101724j -0.00795055-0.057856j -0.00445068+0.0961851j -0.00159367+0.0788676j 0.000301623-0.0335286j -0.00449773-0.118682j -0.00661336+0.050027j 0.00245717-0.0517406j 0.00771924+0.0122191j -0.0182505-0.0419328j -0.022018+0.00455443j -0.0017221+0.0693878j -0.0215779+0.0745235j 0.00780318-0.110532j 0.017207+0.0358341j -0.00732063-0.0546043j -0.0207221+0.00482977j -0.0104516-0.0477424j -0.00642106+0.0618303j -0.0234863+0.043486j -0.0584665+0.069946j 0.0254356-0.0948636j 0.0226697-0.00629548j -0.0506274+0.0445983j -0.0609558+0.0141063j -0.0219185+0.0462472j 0.0190311-0.0265046j -0.0388724-0.036344j -0.00835485-0.0042577j -0.0314928-0.00227414j 0.00775654-0.0234688j 0.0387548+0.00539239j 0.0379432-0.0140998j -0.0132641+0.016313j 0.0145819+0.0238309j -0.00652809-0.00702211j 0.0310721-0.0035166j -0.01387+0.0227192j -0.0318608+0.0439878j -0.00557944-0.0323126j 0.0079075+0.0161235j -0.00767056+0.00557092j 0.000212822+0.0454178j 0.0133233-0.0224868j -0.00740825-0.0241675j -0.02735-0.0307023j 0.000947348+0.0177728j -0.00570934-0.00786925j -0.0202344-0.0138845j -0.00234887+0.00809452j 
-0.00231078-0.00491471j -0.00560555+0.00313098j -0.00852027-0.00831946j 0.00276922-0.00850512j -0.00480946-0.00496026j -0.00206011-0.00305206j 0.00398849-0.00402858j 0.00309237-0.00683821j -0.00265884+0.028242j 0.0105741-0.0109749j -0.00839643-0.0120649j -0.00912752-0.0156619j 0.00382525+0.00522861j -0.00651397-0.0158481j 0.00206439-0.000447433j -0.0019752+0.000662721j 0.00483777+0.0280145j -0.00872579-0.00179417j 0.0102717+0.00626793j 0.00372766+0.00115349j 0.0134006+0.0297441j 0.00491305+0.0259141j -0.00955465-0.0016317j -0.00275966+0.00306047j 0.00589841+0.0525059j 0.00301547-0.0295764j 0.00190719-0.0129733j -0.00493969+0.0124766j 0.00508099-0.0782j 0.00186929-0.0093887j 0.00527046-0.0323172j -0.000988935-0.0358691j 0.00811459+0.0425204j -0.00461403+0.0067647j 0.00522939+0.0392725j -0.0019524-0.0109387j 0.00197793+0.00946149j 0.00677901+0.0639668j 0.00186044+0.0231174j 0.0112835-0.117553j -0.00303834+0.029127j 0.00108245+0.00869325j -0.00784763+0.0390804j -0.000703479+0.0230697j 0.00376833+0.0381311j -0.00785295-0.119882j 0.00595666-0.0659461j 0.011247-0.0436186j -0.0137547+0.0123395j 0.00692854+0.069064j -0.00763619+0.104509j -0.00529796-0.0671699j -0.0103768+0.0963911j -0.00270926-0.117553j -0.00468558+0.138112j -0.00396474-0.0198466j 0.00751705-0.0279509j 0.00323744+0.0325048j 0.00172893-0.0429442j -0.00418667+0.0506713j -0.00522896+0.0744835j 0.0086832-0.199434j 0.0136013-0.040302j 0.0271827-0.0263704j 0.0118309+0.0600318j 0.0270407+0.0543984j 0.00901526+0.0303322j 0.0189286-0.0512986j 0.0313263-0.00928952j -0.0293227-0.00320031j 0.0156607+0.0693164j 0.0266612+0.0134087j 0.0149131+0.0159944j -0.0311565-0.0200188j 0.00737787-0.0222471j 0.0343396-0.0281237j -0.0319082-0.002367j -0.00413111-0.00428217j 0.0164115-0.00512322j 0.0115904-0.00367703j -0.00183348+0.0265485j 0.0268995+0.013297j 0.0240685+0.00925645j -0.0130256+0.00693923j 0.0350385+0.0378976j 0.0101641+0.00528067j -0.017377-0.00938263j -0.0457561-0.0425518j -0.0375492-0.00404687j -0.0328884-0.0373329j -0.0297366+0.0695092j -0.000602111+0.0578049j 0.0149303+0.029872j -0.0187739-0.019434j -0.0182556+0.00537688j -0.0213613-0.0363786j -0.00425379-0.00267732j -0.00292824+0.000197297j 
-0.00110171+0.000512427j 0.00105431-0.00421997j 0.00364841+0.00608622j 0.002281-0.00178448j 0.0070261-0.0093314j -0.0061709+0.00197085j -0.00290027-0.00599734j 0.00176252+0.00150356j 0.000905869+0.00101305j 0.00424157-0.0138694j -0.00807166+0.00684945j -0.00485917+0.00943156j 0.0032571+0.00697049j -0.00150501-0.00724496j 0.000337154+0.00902975j -0.0132272+0.0340455j -0.00135987+0.0168716j -0.0112378+0.0226086j 0.000644114+0.0155972j 0.0045504+0.0389893j 0.0053057-0.04259j -0.00174434-0.00915708j -0.00957091-0.0388484j -0.00380174+0.0232767j 0.0106513-0.00438298j -0.000364041-0.0336447j 0.000325802-0.0034608j 0.000620589-0.0272754j -0.00421468+0.012688j -0.00344172+0.0185227j 0.00138055-0.070195j 0.00444732+0.0117592j 0.00183973+0.0836439j -0.0043795-0.013262j 0.00706043-0.0263912j -0.00566736-0.0345012j 0.00926088+0.0270542j -0.00655185+0.0323157j 0.00569993-0.0230715j 0.00213289-0.12848j -0.000821881+0.0526501j 0.00287371-0.0391411j -0.00250079+0.0405444j -0.003385+0.0655452j 0.0192962+0.0220422j -0.00817845-0.234382j 0.00381403-0.0415104j 0.001029+0.0471749j -0.0063809-0.0394758j 0.0141701-0.0105745j 0.00279646+0.123819j 0.00858656+0.0154852j 0.00528022-0.0912732j 0.000288128-0.0390358j -0.0076708-0.0856311j 0.00910943+0.0512232j 0.0103085+0.0744852j 0.00425361-0.158502j -0.0136814+0.0751568j -0.0014736-0.193242j -0.0032687+0.0531895j 0.0136676+0.0427518j 0.025052+0.0847529j 0.055856-0.0268406j 0.0213856+0.01408j 0.0178786-0.0947811j 0.00612297+0.0420815j 0.0139785-0.0383576j 0.0308754-0.0251943j -0.0149063-0.00753928j 0.0341547-0.0362646j 0.0226938+0.0230338j 0.0223526-0.0321115j -0.0180953+0.0295926j 0.00827284+0.0227922j 0.021994+0.0317059j -0.0184791+0.01236j 0.0310442+0.0159418j 0.0141508-0.0056669j -0.00262478-0.00404462j -0.065927+0.00556901j -0.0186342+0.0104057j -0.0163945+0.0279679j 0.00327324+0.0245537j -0.0055317+0.0140138j -0.0234247+0.00426006j 0.0231837+0.0589944j 0.0390043-0.0168073j 0.0267309+0.0361402j -0.00763546+0.00336501j 0.00982372-0.0413542j -0.0278776-0.0780326j -0.0289159+0.0213335j -0.00723494-0.0398507j -0.00420971-0.0136989j 0.0142356+0.00942027j -0.0101322-0.00701327j 0.00631228+0.00872182j 
-0.00094617-0.000223916j -0.00714948+0.00629071j -0.0131473-0.000317559j 0.00887-0.0137131j 0.00157643-0.0161717j 0.000372354+0.00923744j 0.00139565+0.0181628j -0.00881177+0.023761j -0.0132677+0.0399725j 0.0017974+0.00710356j 0.00411133-0.0192201j 0.00114038-0.0270113j -0.00193357-0.0309113j 0.000437309-0.00589541j 0.00502396-0.0572097j -0.00200147+0.0064841j 0.000183119+0.0280707j 0.00286705-0.0299165j -0.00756714+0.0217468j -0.00113893-0.0191099j 0.0190198-0.00991245j 0.00818299+0.0232176j 0.0251373-0.00949225j -0.0111351+0.0844258j -0.00752359+0.00836231j -0.00199011+0.0378793j -0.0032914-0.0400726j -0.00225103-0.0332124j 0.00941625+0.0622327j -0.00754381+0.0803225j -0.0019274-0.0268229j 0.00213508+0.041775j 0.00402606-0.0213827j -0.00123857-0.0674043j -0.000619696+0.0238337j 0.00843145-0.0145346j 0.000659694-0.0817591j 0.0190033-0.079957j 0.0105256-0.00525665j -0.0052582+0.0684143j -0.000961055+0.0914939j 0.000980763+0.0928732j -0.0126587-0.031517j 0.00503476+0.0430452j 0.000712601+0.0435721j 0.0182992+0.0740135j 0.00231887+0.0192996j -0.00758748-0.0402421j 0.0180378+0.0907413j 0.00685312+0.0560638j -0.0108415-0.054089j 0.0160978-0.0123075j 0.0265457+0.043528j 0.0155643+0.0153364j -0.0100736-0.00588517j -0.00244291-0.0683204j -2.2045e-05+0.00531969j -0.00853321-0.033212j -0.00429995-0.0148416j 0.00766378-0.0715489j -0.00459572+0.0397357j -0.00975444+0.0366126j 0.0113431-0.0383242j -0.0347627+0.0328454j 0.0186172-0.00238801j -0.0213709+0.0149978j 0.0237835-0.0486889j -0.0285436+0.014616j -0.00642347-0.0157854j -0.00747937-0.0180053j -0.0062988-0.00214623j 0.00391545-0.00146566j -0.0267412-0.0284239j -0.0223851+0.00746576j -0.00596248-0.0254812j 0.0456866+0.0156629j 0.0178043-0.0192001j -0.0346104-0.012177j -0.0271672+0.0222811j -0.00388151+0.0023192j -0.0119818-0.00165057j 0.00160857-0.00798269j -0.00956394+0.0100874j 0.0290202-0.00395677j -0.00369789-0.0275936j 0.00291487+0.048472j 2.69696e-05+0.0106005j -0.00392529+0.0205494j -0.00708619+0.0244621j 0.0005513-0.00814072j -0.0149476+0.00371518j -9.21997e-05+0.0202527j -0.0146295+0.00803064j -0.0111636-0.0448084j 0.0217293-0.0168373j 0.0202347+0.0352694j 0.00165175-0.00144344j 0.00152031-0.000728574j 
