-0.0121355+0.0143971j 0.00207576+0.032972j 0.00268993-0.0428513j 0.00943769-0.0101441j -0.000748767+0.0283655j 0.00787897+0.0252533j -0.00711423+0.0285748j 0.00145523-0.0459702j -0.00200907-0.00895752j -0.00131506-0.0333706j -0.00613848+0.0203838j 0.000439019-0.0109355j -0.00136665-0.00801224j -0.00620429+0.00257137j 0.00121813+0.0829084j -0.000484964-0.0152592j 0.000220496-0.00472428j 0.000859841+0.0193978j -0.00330753+0.0356996j -0.000536437-0.00269803j 0.000346967+0.0216772j -0.00151474-0.0263093j -0.00210077-0.00254941j -0.00334173-0.0397353j 0.00161185+0.00467621j -0.000483935-0.0243115j 0.000748699-0.00406518j 0.000636215+0.0260606j -0.0039902+0.0236959j -0.0011779+0.0344643j 0.002534-0.0425776j 0.000476999+0.0382128j -0.00178189-0.0345392j 0.000779711-0.0100073j 0.000479908-0.0016061j -0.000109235-0.0153579j 0.000866047+0.0277347j 0.000153502-0.0101448j -0.000437307+0.0197964j 0.000748931+0.00762838j 0.000700512+0.0570414j 0.00291677+0.0254249j -0.000168712-0.00300539j -0.000768117+0.0015342j 0.00209856+0.0331439j -0.00182345+0.0447803j -0.00122691-0.0334143j -0.00183116+0.0352747j -0.000918248-0.0365929j 0.00195727+0.00738645j -0.00109703-0.00297517j 0.000360365-0.0446709j 0.00161412-0.016738j 0.000497819-0.00530299j -0.00333017+0.0346577j 0.000206059-0.038984j 0.00401869-0.0368053j -0.00172331-0.01315j -0.00234756+0.00460913j -0.00293309-0.0334462j -0.00398657-0.129659j -0.00317632-0.00809957j -0.00482685-0.0135063j -0.0024802+0.0435516j -0.00253708-0.0192617j 0.000164562+0.0487545j -0.00110447-0.0222842j 0.00158615-0.0791782j 0.00597532-0.00756644j 0.00518564+0.103033j -0.00103453+0.0590149j -0.00370156-0.00674675j 0.00395545-0.0397123j -0.00384305-0.070189j 0.000161387-0.151295j -0.00047174+0.115059j 0.00397064+0.281511j 0.000952342+0.100464j 0.00227983+0.0132639j 0.000850764+0.0221695j -0.00199841-0.0738029j 0.00225288-0.0183041j 0.0047613+0.587581j -0.00324358-0.163515j 0.00340282-0.197209j 0.00262148-0.105982j -0.00799339-0.0771839j 0.0044485+0.152222j 0.00572775-0.0533209j -0.00971009-0.0866247j 0.0018929-0.038661j -0.0277996+0.0186384j 0.00243906+0.111665j -0.0288652+0.0506584j -0.0262591+0.0306129j 0.013694+0.0787221j -0.0491077+0.0222692j 0.00936677-0.359213j 
-0.00674634+0.00540254j 0.0123963-0.00489454j 0.0084741+0.00176881j -0.0111656-0.00162382j 0.0124213+0.005596j -0.0108303-0.0128094j -0.0220546+0.0188356j -0.000824325+0.0210633j 0.00835357-0.0474777j 0.000132472-0.000935981j -0.00126988+0.0225364j -0.0252528+0.00107107j 0.000166477-0.0237196j 0.0064899+0.00396335j 0.00826989+0.0360541j -0.0108203+0.0315236j -0.0041619-0.00193849j -0.000935449+0.0102354j 0.00707642-0.00178853j 0.0204875-0.0176755j 0.00436962-0.0363358j 0.00802629+0.0190081j -0.00258546-0.00484885j 0.00529581-0.0117468j 0.00607974-0.0461763j 0.0107818-0.0270249j -0.00482842+0.00550686j 0.00428243-0.0377917j -0.00129871+0.108141j 0.00534949-0.0886063j -0.00278904+0.0613305j 0.00690377-0.0111719j 0.0113204+0.0814627j 0.0130426+0.0992667j -0.00816235-0.0603112j -0.00112743+0.183841j 0.00189012+0.207306j 0.00357439+0.119012j -0.00124115+0.0603318j 0.00582116+0.413683j 0.00586385-0.283781j -0.0131237-0.149859j 0.000105286-0.0862309j -0.00833357+0.270557j 0.00706791+0.207063j 0.000645197+0.0820675j 0.00933541+0.0271618j -0.00403863+0.0645582j 0.00399912-0.0394228j 0.00642585+0.210544j -0.00387433-0.0976198j -0.00238757-0.0153252j 0.0046428+0.0200601j 0.00860468-0.0211502j 0.00409869+0.0289666j 0.0075564-0.0228241j -0.00905342-0.0334153j -0.00813438-0.0107724j -0.00174305+0.112951j -0.00157322+0.0276697j 0.000287065-0.0282961j 0.00296112+0.0188053j 0.011947-0.0120011j -0.00423483+0.0211126j -8.91704e-06-0.0357849j 0.00994671-0.0448445j 0.00373714-0.0315379j -0.00336372+0.011474j 0.00243442+0.0195589j -0.0119918+0.0425975j -0.000859814+0.0348249j -0.00378202-0.0383168j 0.00360779+0.0119173j -0.00740664+0.0284667j 0.000181368+0.0219306j -0.00276422+0.00796275j -0.00830873-0.0402353j 0.0024239-0.0765101j 0.0017606-0.0102555j 0.00791544+0.0612654j 0.00812935+0.0200424j -0.00772905-0.0245761j -0.000970882-0.00699678j -0.00812917-0.0371377j -0.00446294-0.0398015j -0.00165992-0.0178139j -0.00587361-0.00850069j 0.00210405+0.0293553j 0.0067989+0.00182175j 0.00175744+0.00563518j 0.0020658-0.00582119j 0.00809273+0.00248449j -0.00317807-0.000830623j 0.00847727+0.0139602j 0.000758993+0.00588609j 0.00204757+0.00947387j 0.00366508+0.00519298j -0.0001326+0.00300616j 
-0.00618253+0.00483544j -0.00560454+0.00440288j -0.0105426-0.00966809j -0.0152079+0.00726744j -0.0192437+0.0355449j -0.0193816+0.00651087j -0.00203162-0.00729112j -0.0505658+0.013599j -0.000398085-0.0359979j -0.00942616-0.0184008j 0.00468082-0.01198j 0.0211536-0.0579672j 0.00114625-0.0391655j 0.000401649-0.000426491j -0.035641-0.0304355j -0.00141654+0.0325102j 0.00724433+0.0605914j -0.00830952+0.0095083j 0.0120292-0.0257056j 0.0104569-0.00910275j 0.0168974-0.0968954j -0.00650505+0.0833875j -0.0130759-0.0879408j -0.00455603+0.0871814j 0.016964+0.0200682j -0.0247841-0.0119112j 0.00110524+0.0345539j -0.0103103-0.0044319j 0.012583+0.227733j -0.00437813+0.0399593j 0.000398924-0.00930284j -0.00568442+0.0355833j 0.0105348+0.192159j -0.0108886+0.198611j 0.00538426+0.0994834j -0.0107848+0.0254252j -0.00699293-0.181735j 0.00864229-0.0489904j 0.00645133+0.267832j -0.00969869-0.104346j 0.00846937+0.0711365j -0.00790232+0.0428843j 0.00332376-0.146133j -0.00050525+0.0925358j -0.00300981+0.0160038j -0.0014925-0.132364j 0.0147988-0.159082j 0.00315672-0.0497383j -0.0143268-0.0154392j -0.00141794-0.0185023j -0.0215171+0.00617895j -0.010502+0.0473469j 0.00404582+0.0120097j 0.00256298+0.0206508j 0.00119546-0.1346j -0.00130096-0.0643412j 0.00185917-0.00980616j -0.00199173-0.00668731j 0.0185551-0.00141524j 0.00687178-0.0899401j -0.00265703-0.0403118j -0.00449936+0.013067j -0.00258179+0.00461438j -0.00123011+0.0144879j 0.0127145-0.0880444j -0.0044249+0.019912j -0.00402645-0.0604279j 0.00499135-0.00571436j -0.0117272-0.00716062j 0.000457006+0.0153381j -0.00479707-0.00613297j -0.0105569-0.0178607j -0.00444144+0.013615j 0.00256045-0.014707j -0.00749872+0.0121324j 0.00180712+0.00880058j 0.00618993+0.0428793j 0.0012923-0.0201431j 0.0146916+0.0563524j 0.00629427-0.0169028j 0.0193313+0.0277657j 0.00894399+0.0347978j -0.00834744-0.0159513j -0.00968996-0.0247497j -0.00205288-0.00267007j 0.00153102-0.0069561j 0.00365206+0.0440971j 0.00823867-0.00188599j -0.0170352-0.0258611j 0.0127011+0.0318821j 0.00481839-0.0159152j 0.00533404+0.0119064j 0.0126697+0.0128544j 0.00735096+0.0354112j 0.00581477+0.00886625j -0.0114825+0.000680312j 0.00363842+0.00364635j -0.00079588-0.00366592j 
-0.00396736-0.00164903j 0.0120219-0.00479239j -0.0179951+0.0112535j 0.00420273+0.00818032j 0.00390147-0.000691692j 0.00333297-0.00901301j 0.00203405-0.00838155j -0.00625989-0.00582556j 0.00345082+0.0115431j -0.0122191+0.00398944j 0.0154885+0.0352888j 0.0208206-0.00141266j -0.0074816+2.83012e-05j 0.0100837+0.00664158j 0.00237618-0.00671944j 0.0218491-0.0105893j 0.00972543-0.033536j 0.0117203+0.0191962j -0.0102869+0.0170922j -0.0106087-0.00201248j 0.0108728-0.00684964j -0.00606791-0.0613823j -0.00138004+0.0454608j 0.00903247-0.0364414j -0.00205338-0.0281161j -0.0112342-0.0484653j -0.00547292+0.0134994j 0.000180441-0.0469911j 0.0126697+0.111427j 0.00415133+0.124331j 0.00841385-0.0991236j -0.00909219+0.0667374j -0.0139341-0.142264j -0.00365894-0.165084j -0.00170455-0.225841j -0.00294917-0.0893588j -0.00868122+0.198364j 0.0054141-0.335843j 0.00463105+0.0661205j -0.00124634+0.0443244j -0.00321055-0.045973j 0.00835525-0.0727071j 0.0134881-0.0657429j 0.0124486+0.0451595j -0.00277931+0.295005j 0.00328234-0.214219j -0.00359732+0.0894759j 0.0141807+0.171425j -0.00613355+0.0149989j -0.00241802-0.0448758j -0.00214233+0.026202j -0.00322745+0.0237759j -0.00812233+0.0251194j 0.0037904+0.0122671j 0.00216368-0.0392661j -0.00594343+0.0782221j -0.00168982-0.00550256j 0.00409249+0.0045359j 0.0175838-0.0229098j 0.00229559-0.00365902j 0.00752036+0.0728837j -0.00247611-0.0180788j -0.010936-0.0300627j -0.00558473-0.093113j 0.0054894+0.0365894j 0.0143582-0.0526589j 0.00153619+0.0201682j 0.0020822+0.0588315j 0.00770822-0.0134283j 0.000992215-0.062236j -0.0104105-0.00191039j 0.00321052-0.00287934j 0.000817247-0.00967614j -0.00952876+0.0204762j -0.00405116+0.0528707j 0.00526253-0.00576628j -0.0039085-0.0034066j -0.0116854-0.0448618j -0.0125771-0.0356258j -0.00625875-0.00486044j -0.0167737-0.00473784j 0.0171818+0.0439109j 0.00355175+0.0636365j -0.00328349+0.052534j -0.00881857-0.00990799j 0.00957954+0.0103875j 0.0260331+0.00791958j -0.00561224-0.054775j -0.00674291-0.00268191j 0.00648852+0.00900679j -0.000817992-0.013998j -0.00786453-0.0180251j 0.00296944-0.00153744j -0.000155879+0.00843331j -0.00142682+0.00555258j -0.00827075-0.0150423j -0.00164439-0.00278291j -0.0116378-0.00564121j 
-0.0101975+0.00408964j 0.000600551-0.00161561j -0.00753962+0.00682616j 0.015486-0.00757413j -0.0210809+0.0233841j -0.0185452-0.00817248j 0.012705+0.0241249j 0.00266143-0.0291436j 0.00525216+0.00877876j -0.0118028+0.0136896j -0.0106973+0.018193j -0.00457393-0.00562922j -0.00973641-0.00416928j -0.00554528-0.0234745j 0.0160815+0.0192748j 0.0049296+0.00120596j -0.00212609+0.0300645j -0.00457937+0.0166205j 0.0103337+0.0347051j 0.0191275-0.0111178j 0.00048245-0.0486944j 0.0218801+0.0778352j 0.00294604-0.039048j 0.0052066-0.00395776j -0.00508122-0.0474585j -0.00233904+0.0665158j -0.00280864+0.0329828j -0.000461306-0.00205367j -0.00767715+0.135779j 0.00598479+0.0819661j -0.0061534-0.250687j 0.0133348+0.0946299j 0.000663642+0.128387j 0.00820114-0.0764453j -0.00140081-0.0573271j 0.00359342+0.0177522j -0.00416927-0.0740431j -0.00740042+0.270407j -0.00310289-0.373598j 0.00668915+0.0411129j 0.00751098+0.141389j -0.0149451+0.153389j -0.0165104+0.274158j -0.00312865+0.106239j -0.00759796-0.0124602j -0.00259267+0.0296676j 0.00903901+0.0686366j -0.00669531+0.0233015j -0.0018668+0.0783687j 0.000479609+0.0611622j 0.00336842+0.00569169j -0.00595377-0.0628538j 0.00112599+0.0546274j -0.00743744-0.0143882j -0.000531073-0.0737874j 0.00816412+0.0334382j 0.00940103+0.172964j 3.49856e-06+0.00653749j -0.0034147-0.0284243j -8.85633e-05-0.0426896j -0.0080327+0.038397j -0.00167618+0.0342783j -0.00133341-0.0299823j -0.0079543+0.0249489j 0.000557866-0.0201013j -0.000220322+0.0241004j 0.00280482+0.024319j 0.00434315+0.0333445j -0.00495939-0.0171802j 0.00715455+0.0243908j 0.00390748+0.0139548j -0.000414613-0.0186555j -0.00925661+0.013344j -0.00871037+0.01597j 0.00343884+0.0630709j 0.00333465+0.0212041j -0.00491051-0.0357571j 0.000909479+0.0767029j 0.00388676+0.0113484j 0.00168168-0.00919212j 0.00815298+0.0532234j 0.00980084-0.00480531j -0.00178215+0.010024j -0.00545058+0.0235597j -0.0125774-0.0445477j -0.000934633-0.0171825j 0.00225764-0.00193951j -0.000505244-0.00855072j 0.00598138+0.0281408j 0.0106254+0.00410926j 0.000304535-0.0170765j 0.00353915+0.00301968j 0.00226296+0.0063571j 0.00870211+0.0239476j 0.00307549+0.00647966j -0.0100512-0.00970351j 0.00212889+0.00657973j -0.00358633-0.00019067j 
0.0108386-0.00220078j -0.0107991+0.00362102j 0.0285455-0.00754426j 0.0272429-0.0288314j -0.0508149+0.023568j -0.00423165+0.0102624j 0.0555572-0.0266056j -0.0431346-0.0559645j -0.0185345-0.00892967j -0.00941115+0.0628233j -0.0177893-0.00710305j 0.022719-0.0434544j -0.00810547-0.00607276j -0.0225324-0.00028865j -0.0359699+0.0137825j 0.0143162-0.0261096j -0.00172798+0.144513j -0.0129713+0.0358654j 0.0118874-0.0256212j -0.0103664-0.0509276j 0.0110152+0.00353009j 0.0145332+0.174409j -0.0110297-0.00890536j -0.0119871-0.116295j -0.00158621+0.0415291j -0.0186568-0.0766523j 0.0145638-0.163523j -0.0130117+0.00053605j -0.000571999-0.0153015j -0.00701542-0.0867766j 0.00516486-0.0165082j 0.00215757-0.0328695j -0.00286867-0.0924771j -0.0140522-0.0996002j 0.00112358+0.16051j -0.0075289-0.0369183j -0.00473586+0.0898471j 0.00527542-0.213069j -0.00340715-0.051651j 0.000804691+0.164122j -0.00778024-0.136818j -0.00993943-0.125137j -0.0171595+0.1492j -0.00964283-0.010837j -0.000584926+0.0152618j -0.00167154-0.00886908j 0.00283069+0.0161038j 0.0040239+0.0773432j 0.00355742+0.0143692j -0.00238994+0.0133787j -0.00600971-0.0398678j -0.00697989+0.0648666j 0.00818082-0.015161j -0.0166448+0.0166832j -0.0119332+0.062435j 0.000754839+0.0482468j 0.00840052-0.049338j 0.00047084-0.00795087j -0.000581457-0.0375889j -0.00324243+0.0439349j -0.00724441+0.019279j -0.0020397-0.0109276j -0.000379096+0.0137148j 0.00364554-0.0159857j -0.000312568+0.00913465j 0.00473487-0.0105278j 0.00597874-0.00974875j -0.00293625+0.00235316j 0.0054522-0.0279286j 0.00324655+0.0167853j 0.00088155-0.0173459j 0.00230066-0.0132709j 0.000689815-0.0417119j 0.00221671+0.00239356j 0.00856082-0.000828802j 0.00796471+4.83046e-05j -0.00355451-0.02852j -0.00292292+0.00923869j -0.00369321-0.019143j 0.0101247-0.00616448j -0.00335775-0.000371977j 0.00197473-0.00663934j 0.0028757+0.0146416j -0.000429138+0.00794324j 0.00371081+0.019532j -0.00370108+0.00195463j -0.00762039-0.0180061j 0.00231405+0.00877206j 0.00257544-0.00645682j -0.000207016-0.000440887j -0.00301915+0.00755436j -0.00755359-0.00619224j 0.00142742+0.00851017j -0.00292444-0.00663504j 0.00511489+0.00506418j 0.00467563+0.00248653j 0.000919661+0.00516945j 0.00509847+6.45386e-05j 
0.0133565-0.00653017j 0.0112596-0.0023064j 0.0160996-0.0166649j -0.0225685+0.00852846j 0.00438659+0.00554217j 0.00308402-0.0194205j -0.018972-0.0401473j -0.0486017+0.0232143j 0.00870624-0.0356635j -0.0127508+0.0220007j 0.0184322-0.0140988j 0.00505757-0.0246804j -0.00624639-0.0292846j 0.0106097+0.00977303j -0.0307484+0.033274j -0.00328858+0.0108636j -0.013404+0.0492j 0.00893649+0.0105984j 0.000231137+0.00663492j -0.000682599-0.0198415j -0.0103202+0.0627343j -0.0113053+0.0337234j 0.00338019+0.0283394j 0.0011749-0.0769766j 0.00608152-0.0347233j -0.00796528-0.00889091j 0.0011959+0.053588j -0.0148536-0.0648777j 0.00836472+0.0119584j -0.00370403-0.192745j -0.00296518-0.105257j -0.012702-0.052431j 0.00537381-0.20722j 0.00370679+0.00306809j -0.00619478-0.119558j -0.000235761+0.175228j 0.0063122+0.18576j 8.22291e-05+0.31817j -0.000145846-0.141584j -0.0116087-0.283877j -0.00731682+0.226637j -0.00135649-0.134992j 0.00123317-0.0642456j 0.00358908+0.101781j -0.0106212+0.00371953j 0.0106596-0.11117j 0.00645669+0.0615571j -0.000313903-0.0163867j 0.00511385-0.0193704j 0.00314613+0.0242401j -0.00946457+0.0363771j -0.00449817-0.0432507j -0.00188602-0.11254j 0.00266521+0.0567174j -0.00168786+0.0395177j -0.00066828-0.0041657j 0.000343726-0.00894641j -0.00407615+0.00711881j 0.00671022-0.0776992j 0.00147461+0.094112j 0.00846958+0.0515861j -0.00124799+0.000421168j 0.00360408-0.00106532j -0.020907+0.00103171j -0.000873103-0.0193546j 0.00513565-0.0262358j -0.00243055+0.06922j -0.00460397-0.0156066j 0.0023954+0.030456j 0.00571776+0.00681196j -0.000705749+0.0203179j 0.00253813+0.0506373j 0.0088796+0.0420045j -0.000469039+0.0208121j -0.0113353-0.0310307j 0.000727753+0.0273387j 0.00396723+0.0187386j -0.00294107+0.00743346j -0.013454-0.0493438j -0.0131976-0.000850532j -0.00170556+0.0241694j 0.00521515+0.0250687j 0.00014487+0.00992756j 0.0120284+0.0221129j -0.00160991+0.0136281j -0.000324621+0.0158197j 0.00883517-0.00620592j 0.00306312+0.0178575j 0.000122213-0.00401212j -0.0043857+0.0187968j -0.0010993+0.0219265j 0.00277161+0.00268484j 0.00826645+0.00924951j -0.0034096-0.00539406j 0.000538525+0.00560303j 0.00612443-0.000294642j 0.00140916-0.00262982j -0.0017026-0.00466656j 
-0.0114371+0.00691311j -0.00312482+0.00110516j 0.0121087-0.0315916j -0.0437378+0.0114808j 0.0182522+0.0118627j 0.0175591+0.000655219j -0.0360552-0.0100593j -0.0165318+0.0354265j 0.00585747-0.0486988j 0.00114492-0.0675956j 0.00664355-0.0234786j -0.0117909-0.0122981j 0.00299266-0.00281934j 0.0146959-0.0129657j -0.00727215+0.0498006j -0.0198413-0.027373j -0.00880694-0.00924046j 0.00267462-0.0329247j 0.00485481+0.0157747j 0.00751873+0.020117j -0.00575808+0.0467907j -0.00397919-0.0839769j -0.000512612+0.158407j 0.002671-0.100674j 0.00822743-0.0650692j 0.00610998-0.0900497j 0.0123545+0.130907j -0.00446473+0.251489j -0.00357562-0.0377363j 0.00262318+0.236421j -0.00529073-0.259156j -0.0034759-0.0404656j 0.00640117-0.0107307j 0.00402377-0.123494j 0.00432362+0.187209j -0.00207435-0.163204j 0.00751308-0.178931j -0.00892277+0.0377629j -0.00140252-0.00339662j 0.000944301+0.00820665j -0.000232801-0.282332j -0.00939479-0.042665j 0.00241445+0.103346j -0.0101047-0.0101832j 0.00438961+0.0259907j -0.00339515-0.0918055j -0.00179671+0.0580504j -0.00948343+0.024103j 0.00445849+0.0141158j 0.00660969+0.097626j 0.00245847-0.16195j -0.00408035+0.0325577j -0.00538006-0.101866j -0.0109701+0.0215194j 0.000785493-0.0418712j 0.000604372+0.120876j 0.00103441+0.0473448j 0.00396346-0.00563894j -0.0139967-0.0692069j 0.0040066+0.0847189j -0.00423046+0.0796163j 0.00717818-0.0622296j -0.00312093+0.0357187j 0.0112288-0.0481061j -0.00781423-0.022817j -0.007432+0.0373597j -0.00119518+0.0135839j -0.0004951-0.0414289j 0.00124919-0.0474971j 0.000972398-0.0038419j 0.000133106+0.0312617j 0.00630935+0.0357977j -0.0124482-0.0533522j 0.0156674+0.054338j 0.00487402+0.0333938j -0.00293001-0.000762451j -0.0053472+0.0516264j 0.00362573+0.0338074j 0.0036821+0.0432335j -0.00270292+0.00685755j -0.001344+0.0326022j -0.00852117-0.0176077j 0.0105127-0.0116747j 0.00517101+0.0257025j 0.00935605+0.0185533j 0.000381845-0.0042641j 0.0047074+0.00893093j -0.000504539+0.0177932j 0.00596064-0.0190205j -0.00061481+0.0389968j 0.00629641+0.026587j 0.00308776+0.0077659j -0.000558706+0.00332853j -0.00474803-0.00321831j 0.00136416+0.00183214j 0.00430759+0.00501149j -0.00322329+0.00230091j -0.00590928-0.0108218j 
-0.0158796-0.00208556j 0.0226412-0.0164448j 0.0177908+0.0199469j 0.0339133-0.0249747j 0.00538609-0.023299j 0.0248753-0.0100684j 0.0345279-0.00215292j -0.000228139-0.0174491j -0.0238443-0.0528716j 0.0042471+0.00253007j -0.00535144+0.0483598j -0.00553316-0.0163906j 0.00256659+0.00154102j -0.00548002+0.0204535j -0.0056133+0.102289j 0.00232391+0.00568283j 0.00309435+0.0746634j -0.00538583+0.0816652j -0.000470346-0.0473279j -0.00847127+0.0577357j 0.0034907+0.0644347j 0.00388672+0.0652212j 0.00017993+0.114061j -0.0163601-0.292876j -0.00446078-0.0433287j -0.00343327-0.155705j 0.00143395+0.119334j 0.00665904+0.0193418j -0.00312215+0.0683383j -0.000445279-0.010616j 0.00367302-0.00439165j 0.000303932+0.0430782j -0.0012803+0.184685j -0.0138345+0.234899j 0.0022546-0.395264j -0.00472245+0.0435624j 0.00284958-0.133036j 0.0093485+0.0757197j 0.00436176+0.059436j -0.00363367-0.0714408j 0.00314402-0.148069j 0.00261547+0.214978j -0.00282489-0.0563533j -0.0020949-0.112904j 0.00089619-0.0297907j 0.00495621-0.0584839j -0.00545735+0.0402768j 0.00588254-0.0185419j -0.000564599+0.00198032j -0.00172775-0.00587764j -0.00218156-0.0293383j -0.00149976-0.0187198j 0.00542794-0.116829j -0.00283376+0.00138108j -0.00116754-0.00292161j -0.0132163+0.0366861j 0.00288167+0.0222361j 0.00421196+0.0781938j 0.00146565+0.0522953j -0.00155023+0.0894574j -0.00222045+0.0974502j -0.0106384-0.00817383j -0.00508674+0.0301609j -2.28511e-05+0.0665357j 0.00254213-0.0356522j -0.0156403-0.0151642j -0.00451517-0.000942575j -0.00619135-0.004546j -0.00513279-0.0133347j -0.000465661-0.0252485j -0.00322111+0.0287336j 0.000944402+0.0244844j 8.1466e-05+0.0266848j 0.0059231-0.0232798j 0.00508024+0.0211685j 0.00636475+0.000665042j 0.0163706+0.0573586j -0.00316679-0.026822j -0.00325123+0.0142354j 0.00469304+0.0277903j -0.00195191-0.0261885j -0.0048145-0.00624931j -0.00393875-0.0337159j 0.00226794+0.0206121j 0.00136361+0.00149517j 0.00638736-0.00972854j -0.0044153-0.0272758j -0.00335826+0.00534256j 0.00145409-0.027783j 0.00515563+0.0278272j 0.00508307+0.0125958j -0.00346829-0.0314115j -0.0102146-0.00247767j -0.00544457-0.0205301j 0.000824249+0.00845683j 0.00318296-0.00348281j -0.0110925-0.00591201j -0.00398732+0.00253852j 
0.0150789-0.0028959j -0.00997399+0.00882502j 0.00233104-0.0180639j -0.0210339+0.00824175j -0.00242122+0.00198307j -0.000943581+0.0122155j -0.00942221-0.0276037j -0.0152179-0.000204828j 0.0133391+0.0151389j -0.00319963-0.000813377j 0.00863715-0.0257973j 0.0237329-0.00263946j -0.00056349+0.000444695j -0.003859-0.00695122j -0.0152734-0.0190372j 0.00286876+0.0207544j -0.00380429-0.0319022j 0.00511176+0.0413065j -0.00366018+0.00787103j -0.0144632+0.0187337j -0.01053-0.0253506j -0.0111431-0.106816j 0.00347149-0.081595j 0.000146471+0.0832955j 0.00249012+0.222424j -0.00705893-0.0500456j 0.00472357-0.0945206j -0.0114207-0.0438746j 0.00534741-0.130496j -0.00641229-0.275459j -0.00143901-0.17638j -0.00651873+0.369101j 0.000361787+0.217845j -0.00171813+0.0530838j -0.000183336-0.241509j 0.00287407-0.262034j 0.00234754-0.112468j -0.00165394+0.0889966j -0.00216828+0.0636253j -0.00222471+0.20809j -0.00739734-0.0986425j 0.0125773-0.0184614j -0.00120389+0.0809867j 0.00982441+0.112271j -0.0100822+0.0437801j 0.00199848+0.105072j 0.00310034-0.0874706j 0.000603905-0.00104986j -0.00420678+0.041306j -0.0005312-0.107399j -0.00027094+0.0686018j 0.000116577+0.0940204j -0.00211611-0.116801j 0.00644755-0.0711638j -0.000626041-0.0526658j -0.00185404-0.0668536j 0.00169568+0.0239563j -0.00356141+0.101342j -0.00553172+0.0395034j 0.000690746-0.0285385j 0.00222223+0.0353943j 0.00196093-0.0192254j 0.00574559-0.0226827j -0.00677017-0.0173375j -0.00597774+0.0608338j -0.00219035-0.00651464j -0.00120157+0.00448779j -0.00189668-0.0281999j -0.00843171-0.0522212j 0.00611668+0.0209995j 0.00996175+0.0541301j -0.00418253-0.00304265j -0.00433014+0.0465311j -0.00437116-0.0363893j -0.000325063-0.026033j -0.00975249-0.00865864j -0.00595647-0.0244563j -0.00858441+0.0131909j -0.00243038-0.0252934j 0.00147356-0.024593j 0.0133695+0.00313718j 0.00311202+0.018406j 0.00841783+0.0177795j 0.00307875+0.016098j 0.0052659+0.0135007j 0.000986546+0.0115457j -0.00519383+0.00262893j -0.00479908-0.0201824j -0.000981232+0.00285879j -0.00887985-0.015102j -0.00635518-0.00491716j 0.00262599+0.00661212j 0.0107118+0.0127546j -0.00488317-0.0110611j -0.00300291-0.0110905j -0.000116208-0.00336122j 0.00162723-0.00093249j 0.00113453-0.0062875j 
-0.0140625+0.0153001j -0.0148186-0.000793851j 0.0309068-0.0303096j -0.0300471-0.0240235j -0.0180276+0.0207946j 0.0269943+0.000448135j -0.00186468-0.00885562j -0.0165518-0.0140069j 0.00796726-0.0187851j -0.00574086-0.0283872j -0.000579522-0.0126224j 0.011903-0.00974174j -0.00203235+0.00416008j -0.00216102-0.0310799j -0.0146751-0.0452375j 0.00674671-0.0234771j -0.00556505-0.0206095j 0.00398218+0.00167028j -0.00191003+0.0306382j -0.0151204-0.0141394j -0.00326857-0.0911078j -0.00514547+0.0611883j -0.0100751-0.0159573j 0.00160671+0.264411j 0.00578163+0.0956335j -0.00427825+0.0543743j 0.00725627+0.12953j -0.00454368+0.263511j 0.00441406+0.0464081j 0.00511885+0.184851j 0.00834276+0.224772j -0.00315284-0.174815j -0.00398771+0.135133j 0.000192907-0.258947j -0.00179594-0.419805j -0.00239971+0.0582298j 0.000540354+0.0507283j 0.00246344-0.0320673j -0.00893576+0.0662892j -0.000256464+0.0324497j -0.0053134+0.150259j 0.00443078+0.0881616j 0.00694835-0.031571j 0.00108699-0.00701668j 0.00188059-0.0811225j -0.00324004+0.0995843j -0.00348481-0.0283055j 0.00305927+0.0477457j -0.0012743-0.0202671j 0.000954968+0.00841739j -0.00376182-0.0230001j 0.000198418+0.0034284j -0.00284387+0.0197464j 0.00305462+0.00232227j -0.00266042-0.00680475j -0.00630561+0.117953j -0.00542793+0.0913343j 0.00405084-0.0723604j 0.00567304-0.0130272j -0.00260737-0.000347995j 0.00629313-0.0584052j 0.00176939-0.0136052j -0.00157912-0.0456901j -0.000327825+0.0419105j -0.00577555+0.0381026j 0.00503627+0.0370798j -0.0040649-0.0165064j 0.00495025-0.00123644j 0.00693255+0.0170711j -0.00579894-0.0535782j -0.00357197+0.0260543j -0.00205509+0.000350924j 0.0137654-0.00278957j 0.00262735+0.0144577j -0.00310118+0.01644j -0.00763213-0.0331497j -0.00469599-0.016199j 0.00821889-0.00133489j -0.00610324-0.0268502j -0.00805222-0.0291912j -0.00879771-0.00560669j -0.00440605-0.0273844j 0.00582616+0.0149601j 0.0013947+0.0141677j 0.000837439+0.000998755j -0.000593701+3.84509e-05j -0.00316246-0.00510721j -0.00190228+0.014203j 0.00475457+0.00444262j -0.00895206-0.0204011j -0.000966118+0.00108483j -0.0012552+0.00840826j 0.00147915+0.0174962j -0.00178166-0.0026949j -0.0024931-0.00306873j -0.00431876+0.00286445j 0.00461704+0.0101406j 0.00355907+0.00257925j 
