-7.1377e-13-0.221649j -4.35633e-14+0.191763j 3.07514e-15-0.10553j 2.90032e-15-0.183779j 2.55259e-15+0.0750578j 1.30912e-15-0.0557643j -1.10017e-15+0.0318248j -7.5659e-16-0.0162848j 1.64995e-15-0.0838409j -1.39113e-14-0.144112j 1.62394e-16-0.00848093j 1.95822e-15+0.049725j -2.70097e-15+0.150215j -3.22391e-15+0.140017j -1.19741e-15+0.00641913j 3.14092e-15+0.0425919j -1.72753e-14+0.0832968j -1.69501e-14-0.0723952j 2.29147e-14-0.208971j -1.84231e-14-0.0252898j -5.9939e-14-0.173541j -3.87186e-15+0.0270576j -5.06002e-15+0.169254j 9.73216e-15+0.0391338j 2.0678e-15-0.147838j -2.34885e-14-0.108271j 1.1053e-14-0.0572889j -9.64233e-14+0.146855j -1.77462e-14+0.00894277j -6.38662e-14-0.136335j 3.81921e-14+0.057958j -5.06002e-14-0.192739j 6.79598e-13-0.0785091j -4.20472e-14+0.0788708j -1.01742e-13+0.203267j 8.70035e-15+0.0014208j 1.54726e-14+0.0234448j -4.42944e-14+0.0684904j 8.81269e-14-0.042435j 8.76862e-16+0.00180857j -1.05183e-14+0.0701494j -7.17705e-14+0.0808264j 1.9508e-14+0.088079j -3.6792e-15-0.102689j -1.14671e-14+0.146436j 2.04363e-14-0.0529715j -1.9639e-14-0.00875069j -1.11643e-14+0.127358j -8.46634e-15-0.274954j -8.87733e-16+0.0207918j -1.83947e-14-0.112779j -2.39385e-14-0.0684978j 4.21213e-15+0.0794012j -7.3916e-15+0.00193463j -3.97937e-15+0.0451215j 1.89767e-15+0.0400549j -6.90148e-13-0.0737295j -1.84684e-15+0.00502064j 7.10315e-15+0.0478258j -1.88073e-15+0.0353828j -9.80993e-15+0.113592j -2.88064e-15-0.0715054j -2.24345e-15-0.0535886j 4.09073e-15+0.0612724j -9.89384e-16+0.0837428j -4.61134e-15+0.1563j 3.28132e-15-0.0248547j -5.46333e-15-0.00833799j -3.8708e-16-0.0530087j 1.0447e-15-0.0942649j -2.24507e-15-0.00665459j 1.66184e-15-0.0845531j -1.27622e-15+0.0420089j 5.26973e-15-0.0566254j -1.65838e-14-0.241596j 1.98608e-14+0.204234j -2.5627e-13-0.139815j 
3.4351e-15+0.000817383j 4.93642e-16+0.00211995j 2.75064e-16+0.00212977j -1.6231e-16-0.00197303j -8.55991e-18-0.000348849j 1.3569e-16+0.000945873j -1.07281e-17+4.14793e-05j 2.4142e-16+0.00200161j 2.70003e-16+0.00137721j 3.83027e-17-0.00016138j -3.08095e-16-0.00115563j -2.60235e-16-0.00129798j 2.10372e-16+0.00166098j -7.8675e-17+0.00059614j -3.03513e-17+7.89798e-05j -3.60582e-16-0.00261988j -2.38648e-16+0.00163693j -1.04941e-16+0.000374481j -1.44533e-17-0.00120066j -3.37316e-16-0.00218718j 3.03051e-17+6.11243e-06j 1.31005e-16+0.000210891j 1.043e-16+0.000333955j 1.80177e-16+0.000369648j -2.38435e-18+0.000817104j -1.3362e-16-0.00108349j -2.44138e-16-0.000152848j -1.55789e-16-0.000707729j 2.6378e-16+0.00181637j -1.04471e-17-0.000833633j -5.78183e-16-0.00207212j -1.9361e-16+0.00192173j 8.37696e-15-0.000775902j -3.36576e-16-0.000869616j -2.18426e-16+0.0005979j -1.04102e-14-0.00123989j -7.84891e-16-0.000691627j -6.78753e-17+0.00116829j 5.83519e-17+0.000522227j -6.80143e-16+0.000384774j -2.26116e-16+0.00276209j 9.44688e-16-0.00118877j -3.89186e-16-0.00179017j 9.3848e-17-0.000436779j -2.91294e-16-0.000348847j -2.08188e-16+0.0011558j -7.86199e-16+0.00241877j -1.00431e-16+0.00224267j 1.57706e-16+0.000878529j 1.96607e-15+0.00160387j -3.15878e-17-0.00115172j -1.33596e-15-0.0025535j -1.47293e-16-0.000351578j -1.79422e-16+0.000495252j -7.53876e-17+0.000230426j 1.60712e-16+0.000450304j -2.76233e-14-0.00289552j -3.29679e-16-0.000628397j -4.95343e-16-0.00166662j -1.46986e-16-9.43315e-05j 6.12989e-17+0.000143932j 7.53701e-16+0.00210717j -1.00702e-16-0.000400181j 2.81244e-16+0.00180734j -7.18303e-18+0.000253197j -7.83173e-17-0.000573691j 4.13899e-18+0.000475733j 1.67785e-15+0.00228358j 2.86392e-16+0.00172701j 2.82941e-17-0.00048418j -2.56411e-16-0.00123407j 6.50664e-17+0.000178615j -7.21228e-17-0.000216482j -3.14438e-16-0.00275911j 1.16223e-16+1.98396e-05j 7.99057e-17+0.00206286j 3.15514e-15+0.00184811j 
-2.41728e-15-0.000828644j -4.23202e-17+0.00202173j 2.29571e-17+0.00173129j -3.56394e-17-0.00436203j -1.66612e-17-0.00263932j -3.51244e-17+0.00028735j 1.27426e-17-0.000385988j -2.73622e-17+0.00157007j -3.49389e-17-0.00164525j -4.12725e-16-0.00337333j -2.31364e-16-0.00141322j -1.32528e-17-0.000722182j -8.64851e-17+0.000831181j -1.02291e-17+0.00381895j -7.83966e-17-0.000999137j -1.66429e-17-0.00127698j -2.91731e-16+0.00120143j -1.5308e-16+0.000272288j 1.76234e-16-0.00194565j -2.52395e-16-0.000759473j -1.43533e-15-0.0042029j 4.44819e-17-0.000729552j 3.42391e-16-0.00122178j 1.1043e-16-0.00102146j -1.68726e-16+0.00107515j -1.77484e-16-0.00295225j 3.31375e-17+0.00119239j -1.44926e-15+0.00243928j -4.49923e-16+0.000895997j -1.21799e-15-0.00293135j 5.46192e-16+0.00121267j -7.31616e-16+0.00167321j 1.01187e-14-0.000907752j -2.52207e-17-0.000910907j -6.20141e-16+0.00106491j 1.26181e-14+0.001516j 1.05782e-15+0.00416085j -5.30642e-16+0.00344054j -1.04778e-15+0.00187297j 3.68349e-15-0.00232777j -4.72349e-16+0.00310566j 4.15124e-16-0.000143779j 4.14835e-17-0.00193347j -1.84483e-16+0.000426742j 1.30371e-16+0.0009052j 1.12228e-16+0.000580651j 7.14069e-16-0.00206828j 2.70449e-16+0.00117574j -4.74564e-17-0.000543879j 2.53121e-15+0.00179207j 3.30749e-16+4.04804e-05j -1.10363e-15-0.00316342j -8.15917e-17-0.000346689j -2.55603e-16+0.000560461j -9.87204e-18+0.000746761j -5.46408e-18-0.00014838j -2.59245e-14-0.00276441j 1.87127e-18+0.00217573j -3.66136e-16-0.00312116j -3.00615e-16-0.000596425j -1.47174e-16+0.00178277j -1.0482e-16-0.00202086j 4.24747e-17-0.000374234j 4.04649e-17+0.00150331j 1.96187e-16+0.00345887j 1.61669e-17+0.000778593j 5.30029e-17-0.000403768j 2.45285e-15+0.00388803j -2.78516e-17+0.000178701j 7.70616e-18-0.00216472j 1.05308e-16+0.00157265j -3.36245e-17-0.00116423j -3.25683e-17+0.00153523j -2.13308e-17-0.00414679j -1.65297e-17-0.00102997j 5.01639e-17+0.00216179j 1.13014e-15+0.000814194j 
-4.47598e-15-0.00122881j -1.17866e-16-0.00210826j 2.57535e-16-0.00238633j 1.08324e-16+0.00103539j 2.04624e-16-0.000395007j 3.30108e-17-0.000689877j 2.49266e-16-0.00116616j 1.52998e-16-0.00183889j 2.51457e-16-0.00135558j 2.8762e-16-0.0012839j 2.76509e-17+0.000908585j -4.86879e-17+0.00108833j 1.47641e-17-0.000811201j -1.65813e-16+0.000260376j 3.66387e-17+0.000180961j -2.20788e-16+0.00209933j 6.31782e-16-0.00181121j 9.29335e-17+0.000111306j -1.97299e-17+0.00040756j -8.99982e-17+0.000828198j 9.149e-17-0.000908771j -1.53836e-17-0.000167074j 4.54895e-17-0.000129245j 8.06001e-17-0.000319712j 1.97921e-16-0.000869003j 3.82031e-17+0.000676183j 6.24484e-17+0.000159702j -4.11497e-16+0.000999168j 1.99614e-16-0.00231717j 2.95051e-16+0.00109172j -7.40967e-17+0.00122526j 6.9894e-16-0.0022632j -7.72645e-15+0.000666384j -2.60951e-16+0.00182794j -4.01019e-16+0.000124596j 9.40723e-15+0.00116572j 2.06425e-16+0.00156261j 8.76937e-16-0.00131941j -2.68715e-15+0.000889951j 2.475e-15-0.00147255j 3.58939e-16-0.00125929j -1.02528e-15+0.000989128j -1.14101e-16+0.00260345j -1.55162e-16+2.12714e-05j -2.03713e-16+0.00147763j 4.58034e-16-0.00114723j 1.02929e-15-0.00169546j 5.48384e-16-0.00227134j 2.04215e-17-0.000471678j -1.54175e-15-0.00137986j -2.73271e-16+0.000688981j 7.67065e-16+0.00220783j -6.30094e-18+0.0012662j 3.22078e-16-0.000424755j 2.69251e-16-0.00113276j -1.0483e-16+6.08556e-05j 1.7564e-14+0.00187137j -1.02566e-16+0.00123865j 3.14881e-16+0.00140258j 1.15925e-16+0.000434319j -2.33609e-16+5.26374e-05j 1.13489e-16-0.00255451j 8.03904e-17+4.21398e-05j -1.21175e-16-0.000299812j -1.51525e-16-0.00027368j -2.06658e-16+0.00102113j 3.88491e-16-0.00110879j -8.78303e-16-0.00136265j 9.17066e-17-0.00114638j 6.93898e-17+0.000310885j -2.5659e-16+0.00185395j 5.73741e-17-0.000152109j -3.57888e-16+0.00161901j 9.89644e-18+0.00196834j 4.69192e-17-0.000612408j 3.9086e-16-0.00209009j -2.91093e-15-0.00199563j 
9.5741e-16+0.000361591j 4.9173e-18-0.00091077j -5.1581e-17-0.000638884j -8.4012e-17+0.00296457j -6.50547e-17+0.000896276j -4.58093e-17-0.00145471j 2.45413e-18+0.00118079j -3.90141e-18-0.00170524j -1.0902e-16+0.000205128j 3.46091e-16+0.0033912j -1.00894e-16-0.000807336j 6.53168e-17+2.3271e-05j 2.36883e-17-0.00192218j 1.83352e-16-0.000720876j 1.31983e-17-0.000360854j -1.21173e-17+0.00082906j 8.8846e-17+2.05985e-05j 7.75253e-18-0.000448645j -2.20326e-16+0.00156327j 1.83474e-16+0.000718704j 8.25446e-16+0.00271083j -2.97588e-17+0.000394237j -1.56891e-16-0.000682892j -2.14285e-17+0.00172507j 9.90296e-17+0.000882742j 4.85389e-16+0.0028708j 1.37819e-16-0.000590281j 7.51397e-16-0.000653651j 2.06626e-16-0.000733526j 2.98768e-16+0.00202342j -2.11245e-17+0.00189586j 4.05713e-16+0.000312394j -6.88202e-15+0.000726004j 4.14491e-16-0.00206843j 1.54464e-15-0.00204961j -6.75261e-15-0.000794531j -7.00977e-16-0.00291676j 6.95392e-16-0.00314801j 6.71966e-16-0.00125155j -2.39989e-15+0.00167686j 1.86638e-16-0.00202366j -1.52861e-15+0.00175102j -1.82537e-16-0.000104866j 1.72496e-16+0.00221598j 2.13375e-16-0.00176689j 8.87281e-17-0.000832922j 4.26697e-16-0.000568922j 8.54316e-17-0.000799026j -4.87364e-17-0.000617295j -2.81539e-15-0.001911j -5.90674e-16-0.000620138j 7.79597e-16+0.00228498j -1.75303e-16-0.00114961j -1.65825e-16+0.000193504j -2.09405e-17+0.00149159j -4.53392e-17-0.00100622j 1.32705e-14+0.00140291j 8.60637e-17-0.000451355j 2.76148e-16+0.00217795j 3.3356e-16+0.00147149j 1.9383e-16-0.00183117j 6.67998e-17+0.0021814j -3.38936e-17+0.000597595j -8.63055e-17-0.00230828j -6.20745e-18-0.00086184j 3.2829e-17-0.000116501j -1.894e-16+0.00173469j -1.09648e-15-0.00181892j -5.10551e-17-0.00125848j -6.7784e-17+0.00165436j 7.63913e-17-9.54727e-05j -8.34837e-17-0.000182195j 3.1112e-17-0.00223023j -1.98856e-17+0.00323793j -4.56953e-17+0.000997255j 1.86273e-17-0.00067723j -1.10139e-15-0.000654808j 
1.76665e-15+0.00068196j 3.71742e-17-0.00288319j 3.32961e-17+2.15727e-05j 7.99653e-17-0.000503082j 6.87942e-17-0.0019315j 9.90256e-18+0.00020576j 1.19307e-16-0.000467137j 4.21934e-17+0.00105801j 3.84586e-17-0.000322355j 5.37263e-17-0.000420134j -1.50691e-17-0.000466904j 4.90388e-17+0.000822274j -1.37761e-16-0.00119387j -1.75087e-16-0.000560171j -2.93026e-17+1.22006e-05j 2.72648e-17-0.00201115j 1.54116e-16-0.000600333j 1.76081e-16-0.000249048j -2.6865e-17+2.45584e-06j 1.7535e-16-3.87179e-05j 5.274e-16+0.000862046j 1.29825e-16-0.000801841j 1.51533e-16-0.00262025j -1.75852e-16-0.00143069j -9.77452e-17+0.000878133j -2.89861e-17-0.000828062j 1.44284e-16+0.000541994j -7.9828e-16+0.00162076j -2.88167e-16-0.000879349j 8.40447e-16+0.00104833j -3.15593e-16-0.000845061j -1.2927e-16+0.00118216j 5.0613e-15-0.00045072j 2.42262e-16-0.000500191j 1.85817e-16-0.000582435j 1.46755e-14+0.00179676j 1.88825e-16+0.000949476j -4.30282e-16+0.00218546j -7.51976e-17+0.000756171j 2.05059e-15-0.00121182j -2.73315e-16+0.00167832j 1.37074e-15-0.00151354j 5.74493e-17-0.000132687j -2.42171e-16+0.00114261j -3.6417e-17+0.000207516j -3.18593e-17+0.000851832j 5.86417e-16-0.00112767j 2.32959e-16-0.00105879j 1.43055e-16+0.00187646j 7.14887e-16+0.00039996j 1.33608e-16+0.000464467j -4.44682e-16-0.00126106j 1.09656e-17+0.000126851j 5.85408e-16-0.00148225j 1.83034e-16-0.00113378j -1.06757e-17+0.000580455j 3.40227e-15+0.000346886j -7.2919e-17+3.51702e-05j -1.09413e-16-0.000810636j -6.95242e-17-0.000138763j -5.92075e-18-0.00103442j -1.21426e-16-0.00104762j 1.0556e-16+0.000315461j -1.59832e-16-0.00104159j -4.71501e-17-0.000603864j -4.37538e-17-0.00141678j -9.42435e-17+0.00060345j 7.03205e-16+0.0013154j -2.79616e-18+0.000482183j -3.41536e-18-0.000803816j -7.4214e-17+0.000832465j 1.46157e-17-0.000372503j -1.0625e-16+0.00112838j 2.1047e-17-0.00070719j 1.67907e-16+0.000988396j -1.10627e-16-0.00281024j 5.79973e-16+0.000136757j 
4.00028e-15+0.00125408j 4.12751e-16-0.00074254j -1.65395e-17+0.000173214j -1.81794e-16+0.00213222j 3.57468e-17-0.000157735j 9.42817e-18+5.3634e-05j 8.93236e-17-0.0010246j 2.35711e-17-0.000684429j -9.73203e-17+0.000790536j 1.18726e-17+0.00159015j 3.91334e-17-0.000241722j 1.60203e-17-0.000648334j 2.87865e-17+0.000568019j 1.22868e-16-0.00089688j -7.4832e-18-0.000285222j 2.15498e-16-0.000833353j -1.68458e-17+0.000353167j 7.85148e-17-0.000264257j -2.60404e-16+0.00164946j 1.76396e-16+0.000270942j 2.57574e-16+0.00142953j 2.92554e-17-0.000170249j -1.77057e-17+0.000172405j -4.70986e-17-0.000486664j 5.96711e-17+0.000336058j -6.44181e-20+0.00148819j 9.18135e-17-0.00132161j 4.3775e-16-0.000880487j 1.8147e-16+7.62442e-05j 4.37579e-16+0.00107432j -1.29476e-16-0.0015583j 9.74596e-16+0.000182312j -1.71672e-14+0.00172989j 2.85886e-16-0.000446998j 6.7513e-16-0.000956187j -7.29202e-15-0.000885959j -4.03116e-16-0.00135523j -3.1023e-16-0.000437833j 9.02593e-16-0.000704043j 1.47613e-15-0.00122162j 2.03229e-17-9.40758e-05j 1.84242e-16-0.000229638j -5.34021e-17-0.000601918j -1.8327e-16+0.00102091j 1.72507e-16-0.00188165j 1.52352e-16-0.00105496j 5.54657e-17+0.000370227j 1.96465e-17-7.0297e-05j -6.75005e-17+0.000799099j -5.30684e-17-0.000381088j 1.23502e-16+0.0012135j 2.17194e-16+0.000510265j -1.25818e-18-0.000823623j 3.02692e-16-0.000746694j 9.30867e-17+0.000768219j -3.67728e-17+0.000350766j -4.34964e-15-0.000466219j 5.57703e-17-0.00122722j -7.88529e-17+0.00101793j 7.27878e-18-2.23236e-05j 2.91695e-16-0.000891682j -1.72419e-17+0.00141113j -3.32715e-17-4.97305e-05j 3.58057e-17-0.000258904j 5.88599e-17-4.76041e-07j 1.1241e-16-0.000610485j -1.81915e-16+0.000702161j -1.29439e-16-0.000201054j -6.20069e-17+0.000654545j -1.15537e-16+0.00165226j 5.38901e-18+0.000563086j -3.29471e-17+0.000600176j 4.72287e-17-0.000547451j -1.49805e-16+0.00147967j -5.72016e-17+0.00158651j 5.57003e-17-0.000776412j 1.23893e-15+0.000716212j 
-1.44376e-15-0.000482058j 7.39072e-18+0.00109539j 3.56793e-17+8.25723e-05j -1.60422e-16-0.000852083j -2.91805e-16-0.00139267j 9.1762e-18-0.000175512j -3.10755e-16-0.00191978j -2.49439e-17-0.000415097j 3.09879e-18-4.51839e-05j -3.62495e-16-0.00119352j -3.93999e-16-0.00145564j -1.6851e-16-0.00117528j 2.2339e-16+0.00200673j 2.96534e-16+0.00231851j -9.81031e-17-0.000403798j -2.02744e-16-0.00132787j -1.65518e-16+0.00101173j -4.57179e-17+0.000242754j -8.73879e-17-0.000678982j -4.0837e-16-0.00190719j -8.23333e-16-0.00146616j -1.60052e-17-6.54509e-06j 3.13052e-17+0.000614633j 1.07371e-16+0.000275894j 1.68158e-16+0.000446754j -6.45872e-18+0.000244363j -9.51772e-17-0.00106441j -3.2433e-16+0.000587312j -1.24289e-16-0.000243468j 2.92981e-16+0.000138347j -3.29107e-16-0.00103399j 5.61921e-16-0.000156857j -9.3107e-15+0.000938182j -7.65728e-17+5.62988e-05j -2.65509e-16+0.000632606j -7.13592e-15-0.000861332j -5.14304e-17+0.000594334j 6.98314e-16-0.000395488j -2.23557e-15+0.00145903j 2.84683e-15-0.00259664j 6.61813e-17+0.00263824j -4.54541e-16+0.000553912j -4.292e-17-4.33361e-05j -6.97598e-19+0.000750064j 1.32327e-17+0.000117367j 1.04629e-16-0.00114291j -1.7478e-16+0.000535831j -5.23064e-17+0.000794165j 3.71394e-17-0.00032933j 1.85251e-16+0.000123366j -8.18396e-17-0.00035997j -3.62484e-16-0.000681461j 6.49168e-17+0.000206147j -8.25325e-17+7.4812e-05j -1.87404e-17+0.000593949j 1.40299e-16+0.000602703j -2.73219e-14-0.00287645j 4.87076e-17+0.00054402j -6.39028e-17+0.000158044j 8.15625e-17+0.00088217j 6.92336e-17+0.000114663j 1.87341e-16+0.000608948j -1.2818e-16-0.000702224j 3.71692e-16+0.00208831j 1.90284e-16+0.00145184j 9.52119e-17+0.00106438j -1.06823e-17+4.66976e-05j 1.56353e-15+0.0019433j 1.75193e-16+0.000803763j 9.74255e-17+0.000644626j 3.69915e-16+0.00169293j -1.70255e-17-0.000212416j 2.61116e-16+0.00120903j -1.46055e-16-0.000621148j -6.25142e-17-0.00046641j 9.99759e-17+0.00118313j 1.61716e-16+0.000145879j 
-8.73432e-15-0.00276479j -6.61319e-16+0.00297157j 2.58719e-17-0.000679751j 5.86081e-17-0.00260279j -6.66705e-17+0.00109267j 1.60383e-17-0.000967136j -1.05645e-16+0.00170496j -1.04261e-17-0.000140304j 5.44489e-18-0.00167225j -1.49309e-16-0.00148326j -2.48758e-17-9.24436e-05j 3.3222e-17+0.000659486j -5.25081e-17+0.000590335j -1.69065e-17+0.00217884j 1.32037e-17-0.000330087j -8.64336e-17+0.00158356j -2.40133e-16+0.00103154j -2.20089e-16-0.000841518j 3.51908e-16-0.00238614j -2.88959e-16+0.000681655j -8.39665e-16-0.00267276j -9.72742e-17+0.0002949j -7.28504e-17+0.0014161j 9.66124e-17+0.000768553j 1.10494e-17-0.00132324j -1.31224e-16-0.00159548j 1.43686e-16+0.000260163j -1.12984e-15+0.00190065j -2.82059e-16+0.00055866j -1.48588e-15-0.00265081j 7.52295e-16+0.00285093j -9.87101e-16-0.00154183j 1.39469e-14-0.00146004j -3.35942e-16-7.39867e-05j -8.7032e-16+0.00191672j 4.5373e-15+0.000551148j 5.60986e-16+0.000920222j -7.09443e-16+0.000918515j 1.9074e-15-0.000877242j -1.28597e-15+0.00113456j 3.73337e-17-0.00036583j -1.39584e-15+0.00162724j 2.02804e-16+0.000170517j 8.38961e-17-0.00092183j 1.35378e-17+0.00147208j 2.41604e-16-0.000231568j 3.43652e-16-0.00142342j -1.67398e-17+0.00145768j 1.1874e-18-0.0039161j -7.2956e-17+0.000228575j -2.07989e-16-0.00135405j -2.32789e-16-0.000708824j -4.62984e-17+0.000242158j -4.49579e-16+0.000780409j -1.74189e-16+0.00130803j 1.06144e-17-0.000500396j -1.27331e-15-0.000137139j 4.24502e-17+0.000825713j 5.35066e-17-0.000124749j -2.78686e-17+0.000168463j -2.45225e-16+0.00180223j -1.13211e-16-0.00128674j -6.82423e-18-0.000275124j 3.93264e-17-0.000194012j 1.10943e-18+0.00176137j -1.08272e-16+0.00198436j 4.53245e-17-0.000181576j -1.00974e-16-0.000257003j 1.16835e-17-0.00159355j 2.11051e-17-0.00171069j 4.07568e-17-0.000378094j 1.30666e-17-0.00137764j 3.49441e-17-0.000405977j 7.29904e-17-0.00100502j -1.31583e-16-0.00293996j 1.12277e-16+0.00319105j -3.00263e-15-0.00159104j 
3.89684e-15+0.00118096j 2.94526e-16-0.000815205j 4.59658e-17+0.00121188j -1.74566e-18+0.000151181j 1.14657e-16+0.00122529j 1.6884e-17-2.72758e-05j 1.09967e-16+0.00336523j 6.62052e-17+0.00199665j 1.83014e-17+0.000716766j 4.23223e-16+0.00312403j 2.98471e-17-8.86725e-05j -4.92115e-18+0.00115723j -8.92299e-18-0.00209551j -7.30134e-17-0.00284444j 3.82456e-18+4.96742e-05j 2.122e-17-0.0016751j -6.38634e-19+0.000817842j 3.64306e-17-0.00141542j 1.99764e-17+6.77772e-05j 2.44448e-16+0.00165197j 1.41083e-15+0.00350646j 1.6391e-16-0.000203793j 5.86462e-17-0.00177842j -1.3372e-16-0.000338526j -1.76789e-16+0.0004644j 9.55878e-17-0.000712194j 9.89564e-17+0.000445408j -3.47365e-16+0.000297836j -3.061e-17+0.00153642j -1.17434e-16-0.000195604j 1.82307e-17+0.0002024j -1.00756e-15+0.0021024j 1.87276e-14-0.00177888j 2.45486e-16-0.00272829j 9.80885e-16-0.00103823j 6.23778e-15+0.000802526j -6.26233e-16-0.00280401j -2.20487e-15+0.00256453j 6.37855e-15-0.00298017j -4.48897e-15+0.00367875j -1.05447e-16-0.000863781j 1.39135e-15-0.00149037j -6.43314e-17-0.00218133j 8.23464e-17+0.000645125j -3.44144e-17-0.00167973j -3.49082e-16+0.00198804j 2.94151e-16-0.000270974j 1.09815e-16+0.000935267j 5.65406e-17+0.000273769j 7.51198e-16+0.000703269j -7.38106e-17-0.000524876j -7.46715e-16-0.00171919j -2.57486e-16-0.00156029j 2.77394e-16-0.00102793j 1.24888e-16+0.000759021j 5.00669e-18-0.000341662j 1.61079e-14+0.00172446j -1.6634e-16-0.00225812j -2.14477e-16-0.000599183j 8.8084e-18-0.000666711j 1.10001e-16-0.00123231j 1.9604e-16+0.00166118j 2.29435e-17+0.000882183j -1.28554e-16-0.00364199j -1.84628e-17-0.00154007j 1.83732e-17-0.00242004j -3.24234e-16+0.00229523j -5.3782e-16-0.000727884j -2.15532e-17-0.000220241j -6.42976e-17-0.00117572j -2.87261e-16-0.00286229j -1.49631e-17-0.000467799j -1.45002e-16-0.00283765j -4.40157e-17-0.000304004j 1.07229e-16+0.00108613j -4.32565e-17-0.000682696j 1.37903e-15+0.000750561j 
-2.15047e-15-0.000416735j -1.73873e-16-0.00305994j -4.4443e-17-0.00104835j -1.30113e-18-6.3909e-05j -6.2732e-17-0.0011853j -1.45964e-17-0.000994088j -1.06738e-16+0.000880275j -6.754e-17+0.000308934j -8.87896e-17-0.00131198j -5.89636e-17+0.000642341j -5.84224e-17-0.00063156j 4.62705e-17+0.00184957j 6.61168e-18-0.00201644j 1.24396e-16-0.000641707j -4.8044e-17-0.000363726j 9.83668e-17-0.00136673j 1.94375e-16-0.000198275j 2.06611e-16-0.00156035j -3.29347e-17-0.000199424j 7.86831e-17+0.00154769j 5.08228e-16+0.00138398j 1.12364e-16-0.000883269j 1.91256e-16-0.00275317j -2.37989e-16-0.00129812j -7.93565e-17+0.000299573j 4.91859e-17-0.00055091j 3.35136e-16+7.43316e-05j -1.42744e-15+0.00308191j -5.4869e-16-0.00118465j 4.30251e-16+0.000859518j 3.21202e-17+0.000949157j -4.65261e-16+0.000263671j 7.20608e-15-0.000680532j 5.11984e-16-0.00150242j 6.06559e-16-0.000614703j 2.02578e-14+0.00250139j 4.14237e-16-4.30882e-06j -1.50169e-15+0.00259726j 3.19326e-15-0.0010102j 9.36163e-16-0.000420906j 3.2502e-17+0.000537497j 6.19e-16-0.000519603j 3.08644e-16-7.63592e-05j -2.96912e-16+0.00200555j 1.98378e-16-0.000172201j 7.08269e-17+0.000219676j 1.39607e-15-0.00292613j 4.06789e-16-0.00100786j 7.04486e-17-0.000275022j -2.88661e-16-0.000315408j -9.79726e-17+0.000257829j -2.3792e-16-0.000905521j 1.45782e-17-0.000400881j 7.25975e-16-0.00213336j 2.34337e-16+0.000139498j 3.61725e-18+0.000279334j 1.48485e-14+0.00157833j 1.14598e-16-0.000482892j 6.65332e-17+0.000412823j 1.11317e-16+0.000240191j 6.90439e-17-0.0012858j -3.66232e-16-0.00125637j 4.51449e-17+0.000564236j 1.05828e-17-0.00327744j 1.0872e-16-0.000296737j 1.04683e-16-0.00105254j -3.45361e-16+0.00169933j 6.60832e-17+0.000115775j -2.2213e-17-0.000912445j 5.29045e-18-0.00105416j 1.61953e-16+0.000839657j -2.26837e-17-0.00129869j 8.83195e-17-1.2563e-05j 2.34093e-17+0.000711021j -8.06429e-18+0.000363098j 8.18949e-17-0.00273873j -1.78049e-15-0.00121602j 
-3.06628e-15-0.00104399j -8.27478e-17+0.00257473j 1.78023e-17-0.000592146j -3.77733e-17+0.000341157j 5.03447e-17+0.00188349j -6.6589e-17-0.000337681j 1.32873e-16+5.68783e-06j -3.07206e-17-0.00107213j -6.94878e-17+0.000933107j 1.14112e-16+0.000292326j -2.66665e-17-0.000107254j 2.14576e-18-0.000888382j -3.99428e-17+0.00145132j 9.15173e-17+0.000732643j -3.21177e-17+0.000552659j 7.35575e-17+0.00134269j -1.65152e-16+0.000412601j -2.62789e-16+0.000681057j 4.75816e-17-0.000816141j 3.63183e-17-0.00185352j -3.00851e-16-0.000133004j -1.05724e-16+0.0012523j -2.55628e-16+0.0027441j 2.66205e-16+0.00259855j 9.78177e-17-0.000736766j 5.33638e-17+0.00136145j -1.07351e-16-0.000702578j 1.00966e-15-0.00181043j 4.38462e-16+0.000111797j -2.27638e-16+0.000371389j 1.96508e-16+9.58493e-05j 4.46199e-17-0.00141749j -6.93547e-16-3.27609e-05j -5.93542e-16+0.000936635j -4.31408e-16+0.000869858j -2.02623e-14-0.00247545j -6.91372e-16-0.00188822j 1.80059e-15-0.00380993j -2.69691e-15+0.00036369j -2.61254e-15+0.0015834j -2.13437e-16-0.000442061j -1.44713e-15+0.00162614j -2.52767e-16+0.00133424j 3.65127e-16-0.00122318j -2.39616e-16+0.000818791j -5.98224e-17-0.000598333j -1.60679e-15+0.00277553j -4.57353e-16+0.000999152j -3.08626e-16-0.00144852j -1.75881e-15-0.000761718j -5.10192e-16-0.00204999j 4.56057e-16+0.00153988j -7.30252e-17+0.000841255j -5.4844e-16+0.00167991j -1.05965e-16+0.000155014j -6.75364e-17-0.000210121j -8.78431e-15-0.00094435j 1.49241e-17+0.000131306j 1.97058e-16+0.0013796j 1.29147e-16+0.00132036j 9.79259e-17+0.000290105j 2.62529e-16+0.00194449j -6.65597e-17-0.000496864j -7.086e-17+0.00201031j 2.79946e-17-0.000686101j 1.08948e-17+0.00165319j 1.67375e-16-0.00056006j -7.22737e-16-0.00113377j -1.11929e-16-3.2769e-05j -4.02363e-17+0.00103121j -6.18294e-17-0.000993564j -6.10793e-17+0.000396061j -1.0953e-16-0.000486213j 4.43169e-17+0.000828552j -1.97627e-16-0.00156401j 2.09514e-16+0.00252671j -1.32726e-15-0.000594735j 
