-7.1377e-13-0.221649j -4.35633e-14+0.191763j 3.07514e-15-0.10553j 2.90032e-15-0.183779j 2.55259e-15+0.0750578j 1.30912e-15-0.0557643j -1.10017e-15+0.0318248j -7.5659e-16-0.0162848j 1.64995e-15-0.0838409j -1.39113e-14-0.144112j 1.62394e-16-0.00848093j 1.95822e-15+0.049725j -2.70097e-15+0.150215j -3.22391e-15+0.140017j -1.19741e-15+0.00641913j 3.14092e-15+0.0425919j -1.72753e-14+0.0832968j -1.69501e-14-0.0723952j 2.29147e-14-0.208971j -1.84231e-14-0.0252898j -5.9939e-14-0.173541j -3.87186e-15+0.0270576j -5.06002e-15+0.169254j 9.73216e-15+0.0391338j 2.0678e-15-0.147838j -2.34885e-14-0.108271j 1.1053e-14-0.0572889j -9.64233e-14+0.146855j -1.77462e-14+0.00894277j -6.38662e-14-0.136335j 3.81921e-14+0.057958j -5.06002e-14-0.192739j 6.79598e-13-0.0785091j -4.20472e-14+0.0788708j -1.01742e-13+0.203267j 8.70035e-15+0.0014208j 1.54726e-14+0.0234448j -4.42944e-14+0.0684904j 8.81269e-14-0.042435j 8.76862e-16+0.00180857j -1.05183e-14+0.0701494j -7.17705e-14+0.0808264j 1.9508e-14+0.088079j -3.6792e-15-0.102689j -1.14671e-14+0.146436j 2.04363e-14-0.0529715j -1.9639e-14-0.00875069j -1.11643e-14+0.127358j -8.46634e-15-0.274954j -8.87733e-16+0.0207918j -1.83947e-14-0.112779j -2.39385e-14-0.0684978j 4.21213e-15+0.0794012j -7.3916e-15+0.00193463j -3.97937e-15+0.0451215j 1.89767e-15+0.0400549j -6.90148e-13-0.0737295j -1.84684e-15+0.00502064j 7.10315e-15+0.0478258j -1.88073e-15+0.0353828j -9.80993e-15+0.113592j -2.88064e-15-0.0715054j -2.24345e-15-0.0535886j 4.09073e-15+0.0612724j -9.89384e-16+0.0837428j -4.61134e-15+0.1563j 3.28132e-15-0.0248547j -5.46333e-15-0.00833799j -3.8708e-16-0.0530087j 1.0447e-15-0.0942649j -2.24507e-15-0.00665459j 1.66184e-15-0.0845531j -1.27622e-15+0.0420089j 5.26973e-15-0.0566254j -1.65838e-14-0.241596j 1.98608e-14+0.204234j -2.5627e-13-0.139815j 
-6.05865e-15-0.00205818j -5.96882e-16+0.00392043j 9.8695e-18+0.00012153j 1.77503e-16-0.00356913j -1.04663e-16+0.00214078j -4.1495e-17+0.00076403j -7.53032e-17+0.00130091j -6.49261e-17+0.00142067j 9.87191e-18+0.000236083j -1.57747e-16-0.00252717j 4.60012e-17+0.00106523j -2.22415e-17+0.000156353j -1.58734e-16+0.00193243j -9.9712e-17+0.000826883j -3.68604e-17+0.00102081j -1.18039e-16+0.00119714j -3.30386e-16+0.000483534j -2.93905e-16+0.000508714j 5.036e-16-0.00325874j -2.1005e-16-0.0014172j -7.75549e-16-0.00240687j -1.32196e-16+0.000973884j -3.08093e-16+0.00294004j 1.68015e-16+0.0012426j 8.78388e-19-0.00196098j -3.4355e-16-0.00251109j -2.01181e-16+0.000864029j 2.13984e-17-0.000482409j -6.54454e-17+0.00143058j -9.86671e-16-0.00267463j 4.61572e-16+7.94457e-05j -1.38054e-15-0.00145485j 2.40038e-14-0.00251919j -1.03903e-15+0.00212069j -1.99753e-15+0.00308428j -6.21018e-15-0.000792745j 2.62182e-16+0.000555353j 2.79613e-16+0.00031878j -4.44275e-16+0.000279634j -3.82199e-15+0.002634j -1.79442e-16+0.000344242j 2.24824e-17-4.99236e-05j 5.96125e-17+0.00103559j 5.1185e-16-0.0038704j -4.60363e-16+0.0029801j -3.49461e-16+0.00142505j -1.89403e-15+0.00254159j -6.60382e-16+0.0021784j -5.74726e-17-0.00200377j 9.42509e-16+0.00136222j -3.15507e-18-0.0023468j -5.21677e-16-0.00123801j 3.83531e-17+0.00172523j -6.42817e-16+0.00169394j -2.24486e-16-0.0010899j 2.72737e-17+0.000149852j -7.33038e-15-0.000774639j -2.02637e-17+0.000434803j -4.69621e-17-0.0012811j -1.23328e-16-0.000416413j -3.42357e-16+0.00237082j 7.24503e-17-0.000587708j 1.36691e-18-0.000628664j -6.38437e-17+0.00250692j -6.56059e-18-0.000285852j -1.17479e-16+0.00148506j 3.29818e-16-0.00179157j -8.75801e-17-0.000199844j -3.31157e-17+0.000160314j 7.73083e-17-0.00207657j -1.32613e-17-0.00253414j 8.66088e-18-9.81538e-05j -1.94881e-17+0.000462206j 1.84098e-16-0.00288497j -3.48099e-17-0.00336281j -1.05756e-16+0.00374346j -1.18963e-15-0.000471764j 
-1.39866e-14-0.00428462j -8.82476e-16+0.00347884j -7.09031e-17-0.000759606j 1.31346e-17-0.00624521j -3.09797e-18+0.0010688j -8.52793e-17-0.000884404j -8.08912e-17+0.00319047j -1.01471e-16+0.00212203j -8.63999e-17-0.00198133j -3.9502e-16-0.00305247j -1.288e-16-0.000597657j 8.06157e-17+0.00190726j -7.63463e-17+0.000697346j 5.26989e-17+0.00256285j -6.28403e-17+0.000303932j -3.62384e-18-0.000199553j -3.68977e-16+0.00162194j -3.62503e-16-0.00143546j 4.79028e-16-0.00565715j -3.85973e-16-0.000568672j -1.03036e-15-0.00299255j 3.08539e-17+0.000349249j 1.17015e-16+0.000832057j 1.82936e-16+0.000913756j -2.85005e-16-0.00186568j -4.4603e-16-0.00430074j 1.8826e-16+0.00108658j -2.27979e-15+0.00407827j -7.39565e-16+0.000874453j -1.65656e-15-0.0035756j 9.81177e-16+0.00268747j -2.83191e-15-0.00137955j 4.35012e-14-0.00445227j -7.10362e-16-0.000115597j -1.71017e-15+0.00380363j 1.42079e-14+0.00174064j 7.43591e-16+0.00109259j -1.34791e-15+0.00355263j 3.02566e-15-0.000656124j -3.29257e-15+0.00277116j -4.35255e-16+0.00209866j -1.61634e-16+0.000519787j 4.8002e-16+0.000510609j 1.02436e-16-0.00201199j -1.40402e-16+0.00379307j -1.48962e-16+0.0017375j -4.15028e-16-0.000829477j -1.52701e-16+0.00278059j -2.93743e-16-0.00472275j 8.49834e-16+0.00152433j -5.45719e-16-0.003761j -1.3408e-15-0.00346042j 4.0124e-17+0.00136428j -2.61931e-16+0.000340277j -1.09608e-16+0.000166566j 6.94515e-17+0.000151511j -5.89488e-15-0.00062611j 2.22189e-17+0.000749264j 1.5604e-18-0.00143859j -2.14489e-17+0.000410553j -2.59216e-16+0.00210797j -1.97069e-16-0.00192498j -1.34909e-17-0.000392338j 3.30719e-17-0.000238471j 1.16511e-16+0.000929171j 5.57167e-17+0.0018127j -5.80551e-17+0.00018782j 5.81962e-16+0.000956971j -9.34574e-17-0.0013869j -1.53374e-17-0.00441113j -1.16234e-18-0.0018504j -7.74785e-17-0.00254089j 1.42174e-17+0.000288378j 1.64589e-16-0.00375896j -3.95782e-16-0.005083j 3.31279e-16+0.00383885j -4.46387e-15-0.00233431j 
-3.07119e-15-0.000816369j -1.51226e-16-0.000559191j -1.06055e-16-0.00159032j -5.98411e-17+0.00159246j -4.79686e-17-0.000986905j -7.42628e-17-0.00106555j -4.51053e-17-0.00217798j -9.26608e-17-0.00251473j -9.74959e-17-0.000854818j -1.19763e-16-0.000385966j -1.20226e-16-0.000705527j 6.39434e-17-0.000518926j 6.47354e-17+0.000723577j 1.93114e-16+0.00177968j -1.91136e-17-0.000560758j 6.83587e-17+0.0008956j 1.07279e-16-0.000225972j -2.54085e-17+5.59799e-05j -2.00074e-16+0.000866182j -6.72921e-17-0.000264179j -5.41482e-16-0.00102529j -7.45392e-17-4.94964e-05j 5.72631e-18+0.000544458j 6.88235e-17+0.000342788j 1.56285e-16+2.91019e-05j 1.69364e-16+0.0019582j 8.07583e-17-0.00129027j 2.3179e-17+0.000565709j -3.27619e-17-0.00174789j 3.54117e-16+0.00128917j 2.97857e-17+0.000555347j 1.103e-15-0.00163189j -2.18319e-14+0.00213416j 1.7579e-16+0.000520224j 2.33009e-16-0.000302385j -3.70204e-15-0.000451149j 5.12933e-17+0.000534311j 1.10299e-15-0.00231261j -2.88732e-15+0.00097861j 3.73874e-15-0.00297395j 1.64749e-16+0.000123609j -1.60878e-15+0.00186509j 9.12689e-17+0.00130867j -1.63255e-16+0.00149341j 2.1501e-16-0.000182053j 4.37453e-16-0.0024812j 5.90893e-16-0.00112054j 1.73144e-16-0.00108323j -1.6686e-16-0.000917644j -1.81272e-15-0.0015384j -2.41037e-16+0.000652247j 8.4909e-16+0.00196595j 9.75006e-17+0.000223071j 2.4492e-17-0.000155324j 7.50934e-17+0.000765429j -1.81125e-17+0.000112379j -6.4098e-15-0.00069459j 1.28973e-16+0.000917039j 3.66286e-16+0.00198655j 2.10937e-16+0.0012295j 7.44434e-17-0.000324713j -1.37764e-16-0.00035259j -4.35047e-17-0.000378065j 4.47656e-17+0.000698868j 4.69905e-17+0.00121195j 8.03791e-17+0.0015747j 5.71859e-17-0.000147043j -5.08545e-17-0.000130211j -4.48196e-17-0.000547554j 1.53939e-17+0.00176854j 2.70383e-16+0.00282262j -6.09794e-17-0.000134125j 9.39576e-17+0.00102736j 5.42822e-17+0.00230083j -1.82668e-16-6.88455e-05j 1.79946e-16-0.000426302j -2.06358e-15-0.00117923j 
-1.11697e-15-0.000576982j -1.11024e-16+0.00388666j -1.48096e-17+0.000523583j -6.36979e-17+0.00195492j -2.36425e-19+0.000771689j 3.5738e-17-0.00185319j 2.50398e-17+0.000351436j 6.76042e-17-0.00285561j -2.0965e-17-0.0010185j 3.03004e-16+0.00240968j -1.32543e-16-0.00158078j 9.16173e-17-0.00187067j 1.12733e-17+0.00136685j -8.97166e-18+0.00277766j 7.25443e-17-0.0021262j -1.07807e-17+0.00159729j -4.3017e-16+0.0027325j -3.14555e-16-0.00122362j -2.47382e-17+0.00164641j -8.31869e-17+0.00196517j -4.45025e-16-0.00144183j -1.38615e-16+0.000125602j -1.61724e-16+0.00202113j 1.19452e-16+0.000997477j 2.42838e-16+0.000353438j 4.12827e-16+0.00243785j 1.79499e-16-0.00230647j -1.51421e-16-0.000111585j 2.14385e-16+0.00135728j -1.56515e-15-0.00179264j 6.90232e-16+0.00290067j 1.34369e-15-0.000452305j -2.84707e-14+0.00290122j 4.04259e-16-0.00287613j 1.14636e-15-0.00095585j -1.56689e-14-0.00189446j -5.53481e-16-0.00129708j -9.89046e-16-0.00158689j 3.35344e-15-0.00253665j 1.90918e-15-0.00132601j 2.25988e-16-0.00186321j -3.21442e-15+0.00357228j -1.41635e-16-0.00265212j -5.66399e-17+0.00259774j 4.55886e-16-0.00373877j 8.66566e-16-0.00350752j 1.58013e-15-0.00243374j 2.35881e-16+0.00176821j 4.6468e-17-0.00415687j -1.02469e-15-0.00119723j -8.43021e-17+0.00123228j 5.89741e-16+0.00124164j -3.47528e-16-0.00299574j -7.75893e-16+0.000893319j -1.78493e-16+0.00554187j -1.59331e-17-0.00132041j -1.67052e-14-0.00179601j -9.63052e-17-0.000305161j 9.33253e-17+0.00194168j 6.7598e-17+0.000570241j 5.00815e-17+0.00066788j 2.62896e-16+0.00218677j -8.08498e-17-0.000282483j -2.6322e-17-0.000933319j -9.81127e-17+0.0043537j -1.51859e-16+0.00210137j -1.04026e-16+0.00166362j -2.3378e-16-0.000445487j 1.37753e-17-0.0016147j -5.93979e-17+0.0023101j 4.40676e-17+0.0016517j -1.67396e-17-0.000635294j 1.29907e-17-0.00302201j -5.13235e-17+0.00246792j -4.8706e-17+0.000244029j -1.6043e-17+0.00422211j -3.49385e-16+7.92055e-05j 
1.92328e-14+0.00557655j 1.29449e-15+0.000899376j -8.67806e-17+0.00601882j -2.4388e-17+0.000118318j 1.4348e-17-0.00323185j -3.06685e-17+0.00326612j 8.2355e-17-0.00233896j -1.57308e-17+0.00221458j -6.91663e-18+0.00176563j -8.73715e-17-0.000544524j -2.51446e-17-1.62969e-05j -9.74744e-17-0.00388259j -2.13838e-17+0.000429072j -1.29311e-16+0.000389056j 5.85605e-18-0.00114761j -9.5175e-18-0.0016762j -2.17712e-16+0.000144541j 6.79083e-17+0.00284038j -2.49262e-16+0.00382496j 1.7549e-16-0.000363855j -5.74081e-16-0.00176898j 3.93946e-17-0.00103084j 3.23098e-16-0.00195865j -9.49105e-18-0.00249712j -1.64027e-16+0.00372914j 1.68472e-16-0.000681243j -5.76843e-16+0.00174579j 1.87821e-15-0.00406451j 3.67184e-16+0.00307221j -3.90478e-16-0.00189595j -2.67521e-16-0.00256737j 1.21978e-15+0.00600252j -2.10575e-14+0.00243958j 6.11192e-16-0.00122713j 9.8595e-16-0.00282385j -6.11293e-15-0.0008166j 4.29939e-16+0.00393416j 4.17047e-17+0.00191797j -2.84249e-15+0.00249617j 4.35691e-15-0.00313082j -2.02256e-16+0.00089433j 2.49253e-15-0.00267196j -5.09186e-16-0.00528186j 1.29862e-17+0.000495867j 2.75233e-16-0.00366486j -3.96621e-16+0.00125676j 1.30638e-16+0.000576118j 1.1851e-16-7.06134e-07j 1.53568e-16+0.00626119j 4.76414e-15+0.00258303j 1.5091e-15+0.00431246j -5.4488e-16-0.00188219j -1.64176e-16-0.00264045j -5.64647e-16+0.00168228j -6.92834e-17+0.00030613j -2.45896e-17-0.000846498j -2.84747e-14-0.00302482j -1.17803e-16+0.00122801j -7.44525e-16-0.00517953j -5.51463e-16-0.00316178j 1.37155e-17+0.00103559j 2.19096e-16+0.000642172j 4.98735e-17+0.000170626j -4.10216e-17+0.00303915j 1.21466e-16+0.00282885j 6.02078e-17-0.00252103j 2.25462e-16-0.00144108j 2.62745e-15+0.00427824j -1.75106e-17+0.00297978j 1.65143e-17+0.00109702j 3.48988e-17+0.000855014j 3.63867e-19+0.00241978j -2.42127e-17+0.000270408j -1.10915e-16-0.00405521j 4.56995e-16+0.00509342j -6.54457e-16+0.000320382j 1.05072e-14+0.00628758j 
7.94802e-16-7.84472e-05j -6.32998e-16+0.00448322j -3.31386e-16+0.00239505j 3.54019e-16-0.00244295j -3.82017e-16+0.00232357j -3.7023e-17+0.000552958j -5.63775e-16+0.00319797j -3.02962e-16+0.0021921j -1.53231e-16+0.00110001j -8.01293e-17+0.000922322j 1.92117e-17-0.000200357j 2.86736e-17-0.000699679j -7.79059e-17+0.000697734j -4.88969e-17-6.46264e-06j -1.65054e-17+0.000155465j -2.71565e-17-0.000305j -8.52614e-16+0.00203613j -2.68996e-16-9.79618e-05j 5.72387e-16-0.0018321j -1.19493e-17-0.00052907j -7.34589e-17-2.20444e-05j -1.35599e-16+0.000828106j -3.17682e-16+0.00150937j -1.11645e-16+0.00155378j -1.43307e-16-0.000120886j 1.74021e-16-0.001625j -2.85068e-16+0.000684182j 4.66874e-16-0.00132617j -3.28702e-16+0.00322728j -9.82125e-16-0.00281276j 2.60764e-16+0.0006159j -1.67955e-15+0.00159144j 2.39454e-14-0.00230619j -1.18499e-16-0.00153588j -3.7368e-16+0.000971396j -1.14879e-14-0.00142563j -1.63269e-16-0.00177193j -9.8796e-16+0.000893956j 3.71084e-15-0.00164765j -6.58404e-15+0.00432816j -2.58557e-16-0.000165645j 2.48241e-16-0.000206222j 1.79275e-16-0.00236753j 6.83909e-16-0.00175485j -1.10352e-16-0.000310926j -7.54498e-16+0.00196438j -1.56001e-15+0.00217163j -9.66196e-16+0.00327374j 2.19733e-16-0.00147637j 1.20304e-15+0.00162057j 3.1657e-16-0.00212417j -6.42149e-16-0.00215335j -8.41251e-17-0.000914609j -1.05468e-15+0.00176338j -5.07837e-16+0.00130496j 1.88099e-16-0.000771836j -1.05428e-14-0.00112324j -4.14593e-18-0.00087833j -8.38231e-17-0.00179882j -8.66003e-17-0.00058001j -1.85822e-16+0.00119005j -4.24138e-18+0.00235304j -7.35475e-17-1.38807e-05j 2.49154e-17+0.000339552j 1.18116e-17+0.000174583j -9.66263e-18-0.000123517j -1.90841e-16+0.000543436j 1.78177e-16+0.000258059j -3.87208e-18+0.000207597j 2.05355e-16-0.00149924j 3.98262e-16-0.00372431j 4.25871e-17-0.000169054j 4.06986e-16-0.00257864j 3.71173e-16-0.00277043j 1.93528e-16-0.00123848j -8.0377e-16+0.00445476j 1.68654e-15+0.00139189j 
5.32035e-16-0.000332609j -4.29819e-17+0.00755032j -6.7421e-17+0.00225396j -1.0974e-18+2.54131e-05j -4.66241e-17+0.00421887j 5.76842e-18-0.000143255j -8.82071e-17+0.00288565j -1.96624e-17-0.000465548j -3.88066e-17+0.00130023j 2.7135e-16+0.00239924j 3.24522e-17+5.42292e-05j -1.7692e-17-0.00230276j 5.15521e-17+0.00212339j 9.85567e-18+0.000967713j 7.8368e-17-0.000507395j -5.69835e-17+0.00256591j -7.35884e-16+0.00285j -5.22823e-16+0.00010078j 2.62818e-16-0.000202148j -1.16918e-16+0.00027273j -4.62059e-16-0.000921391j -2.08794e-16+0.00159069j -3.84132e-16+0.00463319j 2.98984e-16+0.003078j 7.17437e-17-0.000705422j 2.15616e-16+0.000900468j -2.89303e-16-0.000778217j 1.47987e-15-0.00363141j 5.91773e-16+0.00394502j -2.25323e-15-0.00350522j 7.7246e-16+0.00194297j -2.92509e-16+0.000105623j -5.96214e-17+1.8231e-05j -3.96367e-16-0.00150453j 1.17556e-16+0.000598586j -3.26553e-14-0.00399327j -9.28633e-16-0.00307212j -2.90651e-16-0.00273554j 3.3414e-15-0.00284593j -6.27227e-15+0.00430612j 7.30344e-17-0.00296625j -2.23716e-15+0.00245557j -3.06802e-16-0.00264293j 6.53372e-16-0.00176211j 1.48787e-17-0.00209404j -8.12603e-17-0.000505538j -1.2685e-15+0.00252953j -6.42181e-16+0.00396926j -1.12486e-16-0.00377403j -9.0462e-17+0.000332092j -8.13366e-17-0.00139797j 1.46293e-16+0.000533337j -3.30809e-16-0.00194934j -1.56753e-15+0.00338842j -5.02046e-16+0.00386j 3.09542e-17-0.00173491j -1.55391e-14-0.00164646j -1.17026e-16-0.000944954j -7.03507e-17+0.000140168j -3.99171e-17-0.000251403j -2.60365e-17+0.00203841j 5.28261e-16+0.00402833j -1.5523e-16-0.000361483j 3.82057e-17+0.00119814j -5.55773e-17+0.00185688j -8.8247e-17+0.00178787j 6.42757e-17+0.000184354j -9.2939e-16-0.00159208j -2.62454e-17-0.000644699j -2.18183e-17+0.000939457j -8.68324e-17-0.00337255j -9.40503e-18+0.00049825j 5.11885e-17-0.00435087j 3.37993e-17-0.000262736j -8.85796e-17-0.00130711j -1.76779e-16+0.00747874j 1.46175e-15+0.00138877j 
1.42028e-14+0.00429007j 8.82911e-16-0.00203782j -8.20407e-17+0.00283077j 9.3347e-18+0.0034689j -9.38864e-18-0.000569477j -1.11334e-17+0.000762663j -2.18746e-17+0.000763459j -2.26465e-17+0.000637839j -3.10535e-17+0.00137924j 4.48344e-16+0.00418189j 4.6779e-18-5.86208e-05j -4.44501e-17-0.000976284j 9.5332e-17-0.00223414j 2.62139e-17-0.00292435j 2.33291e-17-0.000907263j 1.78801e-17-0.00134298j 1.04448e-16+0.000178483j 2.03802e-16-0.000101202j -2.96414e-16+0.00415429j 3.70575e-16+0.00234097j 1.32711e-15+0.00349842j 9.75118e-17-0.000798606j 1.18488e-16-0.00262029j -2.32355e-16-0.00152761j -3.83931e-17+0.0024109j 4.89197e-16+0.00158121j -1.54777e-16+0.000116596j 1.13992e-15-0.00221782j 2.33272e-16+0.00157125j 3.78736e-16+0.000767037j -3.57759e-16-0.000795276j 9.14095e-16+0.00391928j -1.53203e-14+0.00177649j 9.52208e-16-0.00317344j 2.21967e-15-0.00376816j -8.38638e-16-8.7865e-05j -5.58896e-16-0.00154694j -1.58201e-15+0.00105783j 3.96339e-15-0.00192603j -3.89131e-16+0.000384485j 2.53568e-16-0.00194004j 1.40903e-15-0.00153263j -2.74159e-16-0.00385884j 2.41301e-17+0.00243557j 3.01955e-16-0.0047649j -2.62126e-16+0.000509792j 1.0888e-15-0.000964707j 3.06713e-16-0.000682818j 1.97834e-16+0.00339147j 1.165e-15+0.000212339j 6.23745e-16+0.00298466j 9.17378e-17-1.71069e-05j -2.73238e-16-0.00321499j 1.18842e-16-0.000673995j 1.50537e-16+0.00157426j -5.15473e-18-0.000884647j 9.84015e-15+0.00105965j -9.83359e-17-0.00171545j -2.29751e-16-0.000877961j -2.95728e-17-0.00153564j 1.90509e-16-0.00170329j 1.85108e-16+0.00221862j 8.09069e-18+0.00104329j -7.80794e-17-0.00280675j 3.38509e-17-5.59367e-05j 8.43034e-17-0.00324253j -2.36073e-16+0.00179614j -2.60338e-17+5.86944e-06j 5.66962e-18+0.000672158j 1.67565e-17+0.00161305j 1.18872e-17-0.000575802j -1.01537e-17+0.00113435j 5.98144e-18-0.00278729j -5.24143e-17+0.00103378j 3.53895e-16+0.00480098j -4.06904e-16-0.00214866j 5.51941e-15+0.00315492j 
-5.0569e-15-0.00176699j -3.3006e-16+0.00414388j 6.17238e-17-0.00106532j 2.57101e-18+0.00078798j 1.05253e-17+0.00266862j 7.89428e-17-0.000706273j -1.93805e-17-0.000383158j 4.56795e-17-0.00210533j 5.54884e-17+0.000773569j 7.13312e-17+0.000357442j 7.21665e-17-4.69625e-05j -1.92453e-17-0.00131033j 3.95049e-17+0.00289813j -4.37759e-17+0.00140503j 5.19582e-17+0.000268978j 1.76178e-17+0.00210957j -3.78267e-16+0.00115782j -2.93635e-16+0.000274105j 1.59347e-16-0.000787998j -1.33965e-16-0.00151783j -5.53169e-16-0.000966816j -1.85597e-16+0.00147141j -3.73645e-16+0.00456584j 2.4696e-16+0.00282557j 2.23094e-16-0.00159948j 3.51677e-19+0.00189509j -7.1058e-17-0.0018482j 8.10525e-16-0.0019846j 5.16052e-16+0.000437378j -5.47856e-16-0.000312333j 1.35601e-16+0.000142174j 5.5315e-16-0.00278688j -1.06107e-14+0.000904787j -5.85357e-16+0.0013119j -7.04187e-16+0.0015214j -2.78373e-14-0.00339531j -8.30713e-16-0.00234798j 1.50618e-15-0.00436526j -1.73985e-15-0.00044136j -1.97439e-15+0.000943712j -2.17624e-17-0.000928107j -2.55149e-15+0.00260101j -1.58249e-16+0.0014412j 2.47945e-16-0.0014814j -1.93955e-16+0.000393749j 2.80224e-16-0.00196095j -1.40172e-15+0.00282903j -5.81299e-16+0.00179825j -8.37102e-17-0.00317084j -1.93755e-15-0.00105293j -4.26999e-16-0.00175489j 6.81213e-16+0.00204433j -1.03221e-17+0.000656588j -7.34607e-16+0.00182767j -3.2552e-16+0.00135126j 1.50303e-17-0.000115948j -1.52276e-14-0.00162854j -4.8145e-17-0.000279129j 2.17636e-16+0.00240373j 7.57735e-17+0.00140121j 6.43067e-17+0.00093672j 3.24531e-16+0.0023187j -1.22618e-16-0.000902909j 1.03406e-16+0.00252098j -1.3517e-16+0.000362726j -1.29753e-16+0.00275571j 1.14422e-16-0.000662923j -1.0242e-15-0.00170922j 4.58227e-17-0.000276163j -7.61573e-21+0.00176563j -6.93487e-17-0.000643055j 6.3273e-17+0.000398564j 2.8111e-17-0.00085458j -7.32289e-18+0.00165433j -1.69696e-16-0.0022139j 1.24541e-16+0.00411628j -2.06488e-15-0.000991089j 
-1.82816e-14-0.00506459j -1.17268e-15-0.00454148j 1.35348e-16-0.0082856j 1.10001e-17+0.00460828j 3.01735e-17+0.00148999j 5.46024e-17-0.00478305j 2.21721e-18-0.000683926j 5.15373e-17-0.00599756j 2.84756e-17-0.0027143j 3.34935e-16+0.00209922j -1.15857e-17-0.000621277j 1.41371e-16+0.00370674j 7.95601e-17-0.000981791j 1.89849e-16-0.000127325j 1.06155e-17+0.00013338j 8.83732e-17+0.00236356j 6.59827e-16-0.0010862j 1.63894e-16-0.00336787j -1.14969e-16-0.000428716j -4.9561e-18+0.00177004j 9.62309e-16+0.00277664j -6.62986e-17+0.00034573j -3.10459e-16+0.00105556j -1.18414e-16+0.00166993j 4.87231e-16-0.00312309j 2.2308e-16+0.00448849j 8.37218e-16-0.00386336j -1.90903e-15+0.00470885j -2.21499e-16-0.0059268j 1.55117e-15+0.00510558j -7.90442e-17+0.00276435j 1.18286e-15-0.00752682j -1.94048e-14+0.00159413j 5.82935e-17+0.00102422j 2.63716e-16+0.000609547j 6.95648e-15+0.000945584j -6.76181e-16-0.00413445j 5.59187e-16-0.00443807j 1.09214e-15-0.00237853j 1.73806e-15-0.00139221j 6.05414e-16-0.001953j -4.15682e-15+0.00441073j 4.59989e-16+0.00647591j -4.57273e-16+0.00304677j 1.62877e-17+0.00151011j 1.19293e-15-0.00491282j 1.77707e-15-0.00335655j 4.76387e-16-0.00283073j -6.41951e-17-0.0060039j -7.3201e-15-0.00524323j -1.59808e-15-0.00161996j 1.961e-15+0.00523804j 1.55477e-16+0.00192373j 1.155e-15-0.00333668j 3.66567e-16+0.000915604j -6.22712e-17+0.00103267j 3.55401e-14+0.00375791j 1.74821e-16-0.00115095j 1.14644e-15+0.00860926j 7.97055e-16+0.00434638j 1.63045e-16-0.00289386j -3.17517e-16-0.000933667j -3.24505e-17-9.57862e-05j -4.05141e-18-0.00442497j -1.86618e-16-0.00194414j -1.00018e-16+0.00301424j -2.70319e-16+0.00224618j -3.28881e-15-0.005317j 4.98678e-17-0.00377114j 1.86393e-18+0.00225025j 1.06553e-16+0.00339343j 1.74323e-17-0.00225075j -1.84332e-17+0.000358933j 6.90524e-17+0.0090719j -3.9662e-16-0.00290002j 8.1897e-16-0.00377694j -1.21357e-14-0.00750568j 
3.67742e-15+0.00161305j 3.35731e-16-0.00823445j 4.14126e-17-0.00139785j 7.3447e-18-0.000803297j 5.18644e-17-0.00309237j -2.084e-17+0.00214545j 6.28811e-17-0.00237228j -1.35408e-17+0.00270415j 5.23243e-17+0.000671621j -4.03533e-16-0.00307985j 1.64066e-16+0.00175972j -7.0854e-17+0.00263538j -1.55703e-17-0.0025609j -9.42545e-18-0.00373589j -7.47385e-17+0.00225344j 4.43912e-17-0.00273389j 8.67758e-16-0.0044517j 6.40224e-16+0.00143358j -2.53092e-16-0.000372971j 1.90695e-16-0.00177865j 8.1518e-16+0.00230232j 2.43466e-16-0.00104213j 3.59178e-16-0.00448592j -2.9215e-16-0.00286621j -2.56728e-16+0.000338285j -4.85221e-16-0.00217178j -5.92073e-17+0.00253872j -1.4466e-16+0.00113986j -3.74338e-16-0.00337582j 2.88254e-15+0.00399875j -1.21075e-15-0.00430006j -6.68023e-16+0.000703861j 1.95986e-14-0.00200083j -2.68129e-17+0.00363746j -8.35688e-16-8.24559e-05j 2.99386e-14+0.00363496j 9.43231e-16+0.00281916j 1.26076e-15+0.00248697j -5.35809e-15+0.00399393j 2.03664e-15-0.00142618j -1.34625e-16+0.00280094j 4.38197e-15-0.00492377j 2.4467e-16+0.00371705j -3.45127e-16-0.00137262j -3.56895e-16+0.00396052j -7.52397e-16+0.00341138j -7.45611e-16+0.00114277j 1.60029e-16-0.00426679j 4.20213e-17+0.00691509j 1.0955e-15+0.000816964j 2.39899e-16+0.000399324j -4.31477e-16-0.000897098j 5.36166e-16+0.00360341j 1.6009e-15-0.00263584j 4.21083e-16-0.0074032j -7.70589e-18+0.00210736j 2.59817e-14+0.00277913j 1.54705e-16+0.000655397j -8.38962e-17-0.00186606j -5.8418e-17-0.000701116j 1.31396e-17-0.00194452j -5.23407e-16-0.00398032j 1.60216e-16+0.000550116j 1.03726e-17+0.00033535j 7.99141e-17-0.00526402j 1.95871e-16-0.0033536j 8.00269e-17-0.00185449j 5.86278e-16+0.0010713j 1.01319e-17+0.00216585j 2.91256e-17-0.00198156j -3.76383e-17+0.000411022j 2.38334e-17+0.000887524j -2.83962e-17+0.0050977j -3.10465e-17-0.0017014j 1.19679e-16+0.00144133j 5.37886e-17-0.00861383j 5.8641e-16-0.000237053j 
