9.75395e-15-0.106775j -3.63631e-14+0.312657j 1.90485e-15-0.0569335j 5.0716e-15-0.106503j -1.31816e-15-0.115223j 3.75956e-17-0.0449625j 1.00315e-15+0.109059j -2.39191e-15+0.0645381j -5.99124e-16+0.0336133j 4.70192e-16-0.125388j 1.32822e-15-0.00742589j -4.52944e-16+0.0198816j -2.96228e-15-0.205727j 2.34419e-15+0.0928517j -1.74226e-14+0.0527922j -6.1123e-14+0.197192j -1.01563e-14-0.115831j 1.04425e-14+0.00954048j -1.85429e-12-0.0167318j -2.09825e-14-0.145923j -8.25912e-15-0.141728j 1.45337e-14+0.0754838j 2.56116e-13-0.184807j -3.57974e-14-0.000491364j -3.53131e-15-0.150957j 4.08844e-15-0.0360482j -2.67704e-14-0.0160959j 1.87043e-14-0.0728093j -4.7481e-13-0.171568j -1.77625e-14+0.0226279j -2.9833e-15+0.16626j -9.28826e-15+0.100294j -9.03392e-15+0.0383003j -1.24303e-14-0.00230593j -1.73641e-14-0.229748j -1.09593e-14-0.00252421j 5.99224e-15-0.0567547j 1.3197e-14+0.00528964j 5.24018e-15-0.0722888j -6.62661e-14-0.120955j -7.60655e-14-0.0584329j -6.38885e-14-0.115019j 4.23283e-15-0.114371j 6.80428e-15-0.167765j 4.31827e-15-0.120767j 2.64279e-15-0.0288416j 3.59204e-15-0.0249856j -1.60231e-15-0.012644j -7.2099e-16+0.0707572j 9.82923e-16+0.127962j -2.39853e-15+0.058701j -2.02038e-15-0.00214831j -3.20272e-15+0.0361195j -3.93283e-15+0.179537j -1.75291e-13-0.296081j -4.01858e-14+0.0732402j 
-3.85211e-17-0.000273853j -1.01323e-16+0.000809877j -1.10149e-16-0.000199376j 1.20234e-16+0.00039522j -9.49036e-17-0.000796027j -1.07387e-16-0.000610628j -4.84674e-17+0.00106645j -2.09622e-16-0.000368557j -2.40229e-17-9.41229e-05j 1.3044e-16+0.00128785j 1.98728e-17-0.000388925j 6.82731e-17+0.000265953j -1.09838e-16+0.000384776j 7.36688e-17+0.000556606j -1.4852e-17+0.0010776j -3.23477e-16+0.000813509j -1.83377e-16-0.000609389j -1.08855e-16-0.00094646j -7.14977e-15-6.16093e-05j 6.65013e-17-6.93877e-05j 1.05806e-16-0.000190249j -6.4741e-18+0.000299465j -9.15379e-16+0.000665024j -4.48125e-16-0.00106796j -1.3251e-17-0.000215035j -1.23309e-16+0.000479418j -7.12476e-16+0.00160283j 5.37241e-17-0.00135154j -4.86657e-15-0.0018041j -2.30689e-18-9.45053e-05j 2.1274e-17+0.000740312j -2.89704e-17-0.000126634j 9.76654e-17-0.000183192j 2.89356e-17-0.000735139j -1.62254e-16-0.000923264j -2.36212e-16-0.000401772j 1.54006e-16-0.000212138j 2.3439e-16-0.00150829j 1.68315e-16-0.00103714j 2.14324e-17+0.000149273j -3.02603e-16-0.000420219j -3.51578e-16-0.00055215j -2.93066e-17+0.000814873j -1.16042e-16-1.99928e-06j -5.3573e-18+0.000316727j -3.65658e-17-0.000864405j 1.74975e-16+0.000929179j -9.86801e-17-0.00090664j -2.00807e-16-0.000643807j -2.20762e-17+0.000942507j 6.1805e-18+0.000171538j -1.81786e-17-0.000836566j -1.69012e-16-0.000739573j 7.60652e-17+0.000517605j -4.3677e-16-0.000812199j -1.56311e-17+0.000377112j 
1.66814e-16+0.000616143j 1.39465e-16+0.000891469j 3.13608e-16+0.00135412j -3.1247e-16-0.00132581j 3.16368e-16+0.000941413j 2.59341e-16+0.000955713j -7.79377e-17+0.000355716j 4.37066e-16+0.00188239j 1.1307e-16+0.000239607j -5.05901e-16-0.00128562j -9.75842e-17-0.000246742j -2.17325e-16-0.000811898j -2.74926e-16+4.10522e-05j 6.20248e-17+3.42751e-06j -2.58285e-16-0.000783381j 6.30742e-17+0.000496856j 8.06949e-16+0.00184949j 3.21234e-16+0.000164269j 1.24367e-13+0.0011168j -2.55547e-17-0.000106205j -1.99687e-16-0.000874214j 3.96424e-16+0.000811093j 8.29094e-16-0.000751389j 5.64893e-16+0.00102281j -2.15424e-16-0.00015619j 4.71053e-16+0.00182935j 2.84987e-16-0.0004787j 3.25682e-16+0.00230128j 4.25023e-15+0.00141998j 1.80344e-18-0.000509297j -2.92281e-16-0.000352742j 3.47508e-16+0.00104847j 1.05082e-16+0.000502445j -4.47029e-16-0.00159614j 2.05167e-17+7.82202e-06j 2.56041e-16+0.0012189j -2.3142e-16-0.00126948j 5.40511e-17+0.00141835j -6.22164e-17+0.00145704j 3.90217e-16+0.000347714j -4.39429e-16-0.00033517j -6.30089e-16-0.000754727j -2.51294e-16-0.000256199j -1.94944e-16+1.95659e-05j -1.03482e-16-9.11707e-05j 1.07203e-16+0.000256393j -6.27035e-16-0.00193369j 3.41823e-16+0.0010096j 4.64133e-16+0.00193876j -9.97987e-17+0.000225448j -2.89384e-17-5.9669e-05j 9.58891e-17+2.39625e-05j 4.59378e-16+0.00183277j -2.04098e-16-0.000741572j -1.01378e-15-0.00100758j -4.18013e-16-0.000976505j 
2.7967e-17-0.00042901j -2.46474e-16+0.00147444j -2.69369e-17-0.000258386j -5.17694e-18+1.08414e-05j 2.40058e-17+0.000229361j -3.01731e-18-0.000520529j -3.50533e-17-0.000912807j -6.9079e-19-0.000894971j 2.15146e-17+0.000748552j -5.51229e-17-0.000848702j -2.17054e-17-0.0011571j 2.51622e-17-0.000327349j -3.6573e-17-0.00382784j 2.77143e-17+0.00229693j -5.90136e-17-0.000109993j -1.48395e-16+0.000415548j -4.86596e-17-0.000391162j -1.29054e-16-0.000701091j -3.71142e-14-0.000333621j 1.36587e-16+0.000557264j 2.09956e-17-6.02803e-06j -1.30978e-16+2.25515e-05j -2.08885e-15+0.00147109j 1.28145e-16+0.000270382j 1.08801e-16-0.00148336j -2.40844e-16-0.00183196j -3.44144e-16-9.93999e-05j -1.29187e-17-0.00194305j -1.80502e-15-0.00073058j 2.46616e-16-0.00162434j -1.04282e-17-0.00165405j -9.7841e-17+0.000645633j -5.49173e-17+0.00108765j -1.07659e-16+0.000302599j 2.66557e-17-0.000975063j -2.86174e-17-0.000602236j 1.10888e-16-0.000197289j 3.41909e-16-0.0017574j 3.72285e-16-0.000930252j -5.93939e-17-0.000137711j 2.25161e-16+0.0010173j 2.15716e-16-0.000506022j 5.76675e-17-0.00127825j 1.2029e-16-0.00392153j 1.30634e-18-0.000694104j 3.5566e-17-0.000727351j -3.98027e-17-0.00110097j 4.49662e-19-1.56955e-05j -1.53371e-17-0.00114459j -4.78611e-17-0.000948151j 1.08685e-17+0.000260667j 2.49164e-17+8.44807e-05j 1.58394e-18-0.000416024j -5.2863e-18+0.000529106j -8.04425e-16-0.00147612j -1.84507e-16+0.000284759j 
5.219e-17+0.000396401j -1.08188e-16+0.000993483j 3.37548e-17+0.000990998j 3.75535e-17-0.000643161j -5.43574e-17+0.000460397j 5.6847e-18+0.000314264j 1.36189e-16+0.000700536j 5.48876e-17+0.00104072j -6.2277e-17+0.000230907j 1.32796e-16-6.69348e-05j 4.46578e-17-0.000716501j 4.41679e-17-0.000552837j 2.50226e-16+4.13446e-05j -1.083e-16+0.000662542j 6.40406e-17+3.56643e-05j -8.48925e-17+0.000711095j 3.02708e-16+0.00122206j 7.76247e-17-0.000704232j 1.02985e-13+0.000927828j 2.77592e-17+0.000236775j 7.54147e-18-0.000635153j 2.21903e-16+0.000719378j -8.0094e-16+0.000456934j -8.98208e-17+9.77996e-05j 2.06109e-17-0.000288747j 3.69455e-16+0.00156798j 3.03407e-17+0.000797921j 4.80772e-17+0.000734071j 2.90941e-16+8.80297e-05j 3.44418e-16-0.000871251j 1.30142e-16-0.000303264j 4.57422e-17+0.000684972j -6.54707e-17+0.000429083j -3.27986e-16-0.00181918j -7.49259e-17-0.000434782j -6.62218e-17+0.000595493j 6.42434e-17-0.0011343j 7.88802e-17-0.000260543j -7.61982e-17+0.000424977j 4.45724e-16+0.000559737j -5.51972e-16-0.000244632j -5.34753e-16-0.00091055j 9.92542e-17+0.000400165j 2.72175e-16-0.000354176j 6.16868e-17+0.000247637j -4.94148e-18-0.000521105j 9.97795e-17-0.00108089j -3.87136e-17+0.000189447j 6.11857e-17+0.000819937j 1.3293e-16+0.000457235j -2.03593e-17+4.56363e-05j -7.74592e-17-0.000544242j -5.8278e-18+0.000840752j -2.80015e-17-0.00043525j -7.73219e-16-0.00111995j -1.90417e-16-0.000586055j 
-2.31333e-17-5.2576e-05j 1.59213e-17-0.000722365j 1.91095e-18-0.000562554j -8.07719e-17+0.00123162j 7.15141e-18-0.000897581j 1.57771e-17-0.00028573j 4.1002e-17-5.85976e-05j 8.9064e-17-0.00146363j -5.65527e-18-0.000704152j 3.15872e-17+0.00107812j 2.84317e-17+0.00106723j 1.99858e-18+0.000492732j 2.12329e-16+0.000391228j -7.2883e-17-0.000895556j -4.41161e-18+0.00029739j -1.71168e-18-0.000437262j -2.30994e-16-0.0013194j -2.50023e-16+0.00041934j -1.92942e-13-0.00173783j -5.9629e-17-0.000338442j -2.68161e-17+0.000974883j -8.60777e-17-0.000242887j 2.06553e-16-0.000132077j -1.3087e-16-0.000430844j 1.25684e-16+0.000623201j -4.24309e-17-0.000720994j -2.39063e-16-0.000165374j 3.5601e-16-0.00139195j -3.25558e-15-0.00121922j -4.22818e-16+0.00154776j 1.26508e-16+0.000232144j -8.38877e-17-0.000654399j 5.0451e-17-0.000921861j 1.57703e-16+0.00165795j 8.57773e-17+0.000425596j 1.13966e-16-0.000522392j -1.10524e-16+0.00107228j 1.93865e-16-0.000115919j 2.7308e-16-0.000850996j -1.3793e-16-3.26513e-05j 1.17533e-16-0.000586529j 1.20631e-16+0.000826725j 1.07249e-16-0.000177916j 1.36407e-16+0.000693847j 3.37342e-17+0.000120315j -1.60105e-18+0.000501731j 2.72578e-17+0.0017541j -2.44261e-20-0.000550792j 8.3465e-17-0.00122952j 4.02618e-17+0.00016393j 2.33427e-17-0.000366684j 1.93327e-17-0.000148555j 6.39234e-17-0.00120197j 1.07204e-17+0.000119851j 6.19051e-16+0.000816321j 1.25567e-16+0.000356288j 
5.88444e-17-0.000409048j -4.56504e-17+0.000326021j 6.72406e-17-0.000343283j -1.18506e-17-0.000259316j 5.10781e-17-0.000180673j 3.89752e-17-0.000512603j -2.62568e-17+0.000641874j 2.58289e-17+0.00036247j -7.963e-18+0.000347953j -3.16766e-17+0.000535108j 5.46516e-18-0.000850891j -3.52847e-17+0.000236033j -1.58428e-17+0.000652766j -4.10602e-18+0.000659653j -1.01561e-16+0.000788407j -1.75758e-16+0.000511183j 1.47843e-16-7.70122e-05j 1.49385e-16-0.000838471j 1.24386e-13+0.00112066j 7.48193e-17+0.000189873j 4.03682e-18-0.000589469j -1.82501e-18-9.53388e-05j -8.19977e-16+0.000520541j -1.83465e-16-0.000820947j -1.99393e-17-0.000332424j 1.36006e-16+0.000262334j -4.53996e-16+0.00130979j 1.79296e-16-0.000264454j -9.95268e-16-0.000447317j 2.22465e-16-0.000900317j -4.76854e-17+0.000835557j 9.25756e-17-0.000187441j 7.8613e-17+0.000275453j -1.80281e-16-0.00113593j -8.46379e-17-0.000748862j -8.01856e-17-0.00029576j 4.01871e-17-0.000370345j 2.75708e-16-0.00111171j 2.15586e-16-0.000375159j -4.09305e-17-0.000120924j -8.23029e-17+0.00032883j -9.17755e-17-0.000562676j -4.60618e-17+0.00104065j -1.38312e-17+0.000195428j 3.5787e-18+0.000226666j 2.9948e-17-0.000947377j -5.87322e-17+0.000170065j 4.54157e-17-0.000539758j 5.1954e-17+1.03967e-05j -2.19537e-17+0.0004487j -2.11938e-17+0.000458004j -1.22977e-18-0.000309475j 5.48464e-17-0.000193521j -6.73676e-17+0.000544432j -1.62415e-16-0.000343401j -9.28641e-17+0.000403638j 
-1.35295e-16+0.000492098j 1.12331e-16-0.000198506j -1.69909e-16+0.0007439j 3.27451e-17-0.000347208j -1.03201e-16+0.000569702j -1.18363e-16+0.00045414j -2.12252e-18+0.00017755j -9.182e-17+0.000762697j 3.51737e-17+1.39361e-05j 1.01855e-17-4.69707e-05j -4.52015e-17-0.000174634j 9.06268e-17-0.00036636j -1.22999e-16+0.000764399j 8.18896e-17-0.000173822j 1.39743e-16-0.000266383j 1.39283e-16-6.48777e-05j -3.17776e-18+0.00107537j 5.54575e-17-0.000126011j 7.29911e-14+0.000657424j 2.22032e-18+0.000264732j -8.24956e-18-0.000165069j 3.43932e-17+0.00026095j -2.49263e-16+0.000148115j 7.15815e-18+0.000253876j -1.4181e-16+0.000279014j -9.22008e-17+0.00114462j 2.44817e-16+0.000162611j -3.06957e-16+0.00112335j 2.00309e-15+0.000786984j 1.13717e-16-0.000306272j 1.06855e-16-0.000309566j 1.70989e-17+0.000215279j 2.04713e-17+9.67337e-05j 1.87257e-17-0.000978391j -1.27851e-16+0.000374714j -1.34849e-16+0.000535741j 8.68892e-17-0.000535303j -2.70939e-16+0.000424538j -3.29858e-16+0.000715619j 2.14986e-16+0.000472136j -5.6631e-17-0.000118082j -1.7361e-16-0.000206867j -4.41326e-17+0.00039877j -1.24405e-16+0.0005753j -7.10967e-17+0.000332816j -7.74461e-17+1.54221e-05j 9.79659e-17-0.000667503j -7.776e-17+0.000332962j -1.07868e-16+0.000717055j 1.22378e-17+3.86515e-05j 6.03764e-17-0.000117486j 2.1179e-17-0.000146816j -1.26344e-16+0.000686263j 1.73818e-16-0.000676452j -7.60513e-17+0.000102265j 1.33447e-16-0.000566109j 
-5.77863e-17+0.000250935j -1.22443e-16+0.00046772j -1.1553e-16+0.000481115j 3.75716e-17-0.000259888j -7.66754e-17+0.000324331j -6.72788e-17+0.000357491j 5.56238e-17-0.000229872j -1.90388e-17+0.000228356j -3.83916e-18+4.97643e-05j 8.73058e-17-0.000660656j -9.30261e-19+5.24179e-05j 9.05633e-17-0.000373964j 1.66312e-16-0.000906168j -4.90152e-17+0.000171197j 1.13802e-16-0.00049372j 1.72713e-17+8.25273e-05j -4.70246e-17+0.000457709j -3.62574e-17+0.000205755j -2.22557e-14-0.000201069j -3.51729e-17-3.06591e-05j -1.19038e-17-3.87064e-05j 5.85785e-18+0.000313019j 1.90346e-16-0.000148502j 3.52764e-17+0.000610525j 2.81025e-17-0.000190706j -4.3621e-17+0.000151451j 3.16441e-16-0.00058381j -1.42571e-16+0.000347894j 7.85718e-16+0.000329936j 3.85343e-17-6.03817e-05j 1.54788e-16-0.00067011j -1.151e-16+0.000498162j -1.01784e-16+0.000209978j -2.01887e-18-3.27454e-06j 8.40182e-18+5.92118e-05j -3.67603e-17+0.00035001j 6.51416e-17-0.000276201j -1.57408e-16+0.000465899j -1.73993e-16+0.000342951j 6.72645e-17+0.000132861j -9.261e-17-9.828e-05j -8.38121e-17-0.000126898j 1.26447e-16-0.00067681j 1.93621e-16-0.000764681j 2.49205e-17-0.0002257j -3.72298e-17+0.000277718j 1.3931e-16-0.000764322j -8.00573e-17+0.000451274j -4.10058e-17+0.000328376j 5.11207e-17-0.000202062j 3.43364e-17-0.000146791j -7.72285e-19+8.60624e-05j -9.02227e-17+0.000498009j 8.37476e-17-0.000303361j -2.7462e-16-0.000494171j 9.15974e-18-0.000374842j 
-9.13995e-17-0.000437447j 6.92462e-17-0.0021248j -1.15707e-16-0.0011997j 9.77885e-17+0.000715246j -6.33032e-17-0.00011677j -8.16403e-17-0.000694987j -4.05907e-17-0.000461362j -1.66466e-16-0.000774805j -2.88053e-17+5.64217e-05j 1.52319e-16+0.00115248j 2.23678e-17-0.000234416j 5.71199e-17+0.000777659j 1.10199e-16+0.00182159j -4.05676e-17-0.000406824j 9.60128e-17+0.000621796j 1.51915e-16-0.00104499j -3.00317e-16-0.000767219j 3.26021e-17-0.000238589j 6.84332e-14+0.000616979j 1.1189e-16+0.000608343j 9.52884e-17+0.000510529j -3.74559e-16-0.00124182j -1.05236e-15+0.000824386j -1.9721e-16-0.00103488j 7.89317e-17+0.000605904j -2.31259e-16-0.00111428j -1.5711e-16+0.000730727j -1.48985e-16-0.00050046j 9.60506e-16+0.000358968j 1.62585e-16-0.000289441j 7.57643e-17+0.000682351j -8.07633e-17-0.00139771j 3.89504e-17-0.000268203j 2.4372e-16+0.000494918j 4.81076e-17+0.000625336j -1.01325e-16-0.000908505j 8.38492e-17+0.000971679j -1.63189e-17-0.000905272j 9.5298e-17-0.000426032j -2.62452e-16-0.000245046j 7.62271e-16+0.000953409j 8.28176e-16+0.000799282j 5.40928e-17+0.00138408j 7.76655e-18+0.00153018j 2.37529e-17+0.000540156j -3.28215e-17-0.00042173j 1.94614e-16+0.0013645j -9.34324e-17-0.000717125j -1.65515e-16-0.000983349j -3.10046e-17-0.000523693j 1.59891e-17+0.000270915j 5.12569e-18+0.000290244j -1.47119e-16-0.00114875j 5.40927e-17+0.000305755j 1.6183e-15+0.00216331j 4.01353e-16+0.000760756j 
1.95592e-16+0.000140162j 5.07557e-16+0.000379887j 4.67726e-16+0.000377232j -4.33864e-16-0.000456567j 3.04612e-16+0.00036774j 3.25199e-16+0.000270985j 2.26028e-17-6.63469e-05j 5.31012e-16+0.00052616j 1.11987e-16+0.000175198j -6.2198e-16-0.000602246j -8.68768e-17-0.000183183j -3.25289e-16-0.000292298j -5.18113e-16-0.000425853j 1.67172e-16+0.00021431j -3.31198e-16-0.000323949j 2.47452e-16+0.000145739j 6.48596e-16+0.000556834j 1.55888e-16+4.78886e-05j 3.81971e-14+0.000342045j -7.76844e-17+2.30337e-05j -2.81585e-16-0.000278011j 3.94346e-16+0.000216699j -6.45378e-17-0.000144835j 5.65558e-16+0.000415635j -2.32727e-16-0.000206946j 4.64445e-16+0.000307483j -1.2623e-16-0.000277747j 4.80349e-16+0.000607765j 1.69634e-15+0.000501524j -8.75137e-17-0.000339051j -3.29461e-16-0.000304763j 4.91482e-16+0.000396671j 1.95073e-16+0.000295732j -4.37751e-16-0.000405433j -9.27925e-17-5.46222e-05j 3.92093e-16+0.000331281j -4.08939e-16-0.000394749j 3.49462e-16+0.000360287j 2.85124e-16+0.000424553j 1.64453e-16+5.42712e-05j -2.04416e-16+5.55138e-05j -3.78334e-16-0.000251572j -3.84853e-16-0.000271161j -4.3084e-16-0.000412721j -1.67666e-16-0.00013883j 1.27787e-16+5.52616e-05j -7.862e-16-0.000783725j 3.97929e-16+0.000373636j 5.71217e-16+0.000534403j 2.97225e-18-0.000100195j -4.20019e-17+1.45334e-05j 3.14585e-17+9.35651e-05j 6.08095e-16+0.000577052j -2.08885e-16-0.000179451j -8.73644e-16-0.000412932j -3.98532e-16-0.000277242j 
-1.25446e-16-0.000661033j 5.18304e-17-0.0014448j -1.58791e-16-0.0013647j 5.97545e-17+0.000530256j -1.32662e-16-0.000577659j -1.11581e-16-0.000659514j 6.19142e-17-0.000213003j -1.0456e-16-0.000691467j -2.3993e-17-8.99112e-05j 1.70519e-16+0.000715335j 2.57883e-17+0.000275903j 9.15351e-17+0.000887394j 2.14625e-16+0.00143557j -5.84396e-17-0.000701145j 1.24749e-16+0.000586096j 8.67194e-17-0.000647154j -4.36071e-16-0.0012595j 1.68938e-17+0.000233372j 1.05087e-14+9.42943e-05j -6.87173e-17-7.81785e-05j -1.70451e-17+0.00029491j -3.14048e-16-0.00101956j 3.75457e-16-0.000238214j -3.29026e-16-0.000844006j 5.38402e-17+0.000436383j -1.93884e-16-0.00123336j -2.03503e-17+0.0002023j -7.52427e-17-0.000530479j -3.60138e-16-6.80907e-05j -2.98778e-17+0.000442157j 2.38337e-16+0.00127043j -1.40466e-16-0.00116156j -1.53414e-17-0.000448631j 2.40867e-16+0.00102946j -4.9921e-17+0.000241538j -9.17928e-17-0.000814541j 3.9739e-17+0.00105891j -7.75588e-17-0.000277747j 1.45662e-17-0.000508858j -5.63486e-16-0.000662088j 5.05411e-16+0.000496155j 6.09632e-16+0.000754422j 1.34852e-16+0.000789221j 1.14111e-16+0.0014815j 3.01542e-17+0.000124352j -6.24769e-17-5.84789e-05j 2.61879e-16+0.00154615j -1.35614e-16-0.000631069j -1.09597e-16-0.000703714j 7.06164e-17-0.000112621j 4.94349e-17+0.000276927j -8.61388e-18+0.000406317j -1.4958e-16-0.00102835j 1.31112e-16+0.000735757j 1.20773e-15+0.00156226j 3.70278e-16+0.000917579j 
1.18716e-16+0.000103332j 4.71864e-16-0.000204027j 2.89874e-16+0.0001389j -6.84572e-17-0.000312996j -7.13663e-17+0.000469082j 1.24533e-16+0.000263541j 2.97603e-16-0.000496264j 1.62647e-16+0.000288667j -7.99796e-17+0.000168415j -6.4686e-18-0.000706116j 6.23208e-17-3.85183e-05j -1.34879e-16-0.000188468j -1.01596e-16-0.000383937j 1.0818e-17-5.12752e-06j 4.05277e-17-0.000494028j 4.16299e-16-0.000282229j 1.81793e-16+0.000409399j 1.16364e-17+0.0003016j 2.67075e-14+0.00024112j -1.54522e-16+0.000116841j -1.14334e-16-3.4735e-05j 3.03412e-16-0.000106237j 1.26316e-16-0.000165015j 2.46803e-16+0.000509205j -5.25116e-17-5.4043e-05j 4.35877e-16-0.000206749j 4.10458e-16-0.000646723j -1.2239e-16+0.00064687j 2.06746e-15+0.000889505j 2.34523e-16-0.00025117j -2.62805e-17-0.000432624j 2.37472e-16+0.000155156j -1.04914e-16+0.000249126j -2.25174e-16+0.000109691j -1.14831e-16+0.000299773j 2.31288e-16+0.000198497j -2.39285e-16-5.10156e-05j -7.8211e-17+0.000546807j -1.2767e-16+0.000498074j 1.25791e-16-5.84687e-05j -1.96545e-16+0.00031606j -3.82965e-17+0.000109906j -9.96989e-17-0.000365852j -7.5809e-17-0.000271572j -6.90226e-18-0.000171864j 2.64761e-17+0.000256594j -1.2421e-16-0.00066341j 4.13397e-17+0.000445706j 1.77669e-16+0.000358105j 2.83652e-16-0.000477207j -7.68777e-17-1.23398e-05j -2.02891e-16+0.000375443j 1.69349e-16+0.00043373j -8.45413e-17-0.000214777j -3.68475e-16+0.000191729j -1.44503e-16-0.000189042j 
1.24383e-16+0.000180595j 5.93244e-17+0.00032042j 2.20265e-16+0.000377801j -2.1955e-16-0.000476769j 3.25042e-16+0.000357961j 2.0223e-16+0.000451994j -2.45268e-16-0.000289282j 2.28777e-16+0.000487254j 1.31693e-16+5.92319e-05j -4.82619e-16-0.000980798j -1.07528e-16+0.000223238j -2.0728e-16-0.00031064j -4.52595e-16-0.000656211j 1.40822e-16-0.000132596j -2.95291e-16-0.000630025j -8.42569e-18+3.28735e-06j 4.06753e-16+0.000462892j 1.43375e-16+0.000509504j -5.23925e-15-4.92542e-05j 3.40291e-17-0.000209418j -8.30379e-17-0.000164633j 1.19494e-16+0.000217354j 9.52462e-16-0.000664992j 5.31395e-16+0.000759455j -1.39716e-16-0.000124559j 7.57481e-19+0.000105015j 6.66901e-17-0.000927014j 2.08487e-16+0.000821001j 2.29645e-15+0.000719997j -2.65262e-16+0.000111524j -4.33099e-16-0.000367272j 1.98813e-16+0.000469139j 1.30436e-16+0.000181518j -6.66361e-17+0.000145453j 1.42696e-16+0.000145487j 2.25041e-16+0.000445013j -1.73181e-16-0.000210315j 3.82422e-17+0.000983569j 7.92352e-17+0.000604479j 4.4415e-17-8.21536e-05j 6.85203e-17-7.61141e-05j -9.50953e-17-2.74794e-05j -2.82895e-16-0.000743993j -3.80561e-16-0.000390519j -1.11477e-16-0.000340335j 1.09259e-16+0.000488324j -5.69786e-16-0.000821094j 3.03218e-16+0.000612726j 2.44497e-16+0.000667926j -2.59982e-16-0.000212409j -2.9668e-17-0.000100789j 1.48423e-16+0.000323614j 3.28547e-16+0.000708427j -1.86986e-16-0.000222262j -3.60331e-16-0.000321948j -2.4925e-16-0.000336746j 
-1.96374e-17-8.70089e-06j -7.10488e-17+5.01643e-06j -4.76302e-17+2.91027e-05j 4.21026e-17-0.000647381j -5.10234e-17+0.000147789j -2.0983e-17+0.000549411j 7.01536e-17-0.000341914j 5.85511e-18+0.000677745j -1.33784e-17-8.59042e-05j 7.92183e-17-0.00137417j 1.15118e-17+0.000812216j 3.59645e-17-6.04843e-05j 1.88089e-16-0.00012788j -8.00842e-17-0.000908574j 9.07418e-17-0.000787005j 7.68059e-17-0.000156131j -9.62208e-17+0.000112143j 9.92187e-17+0.00119492j -1.92943e-14-0.00017587j -1.88249e-16-0.000707798j -6.46818e-17-0.000242584j 8.74031e-18+1.93028e-05j 2.56401e-15-0.00178412j 8.82307e-17+0.000932141j 4.13219e-18+9.77866e-05j 2.0496e-17-0.000134101j 7.58752e-16-0.00161494j -1.96557e-16+0.00138012j 2.65953e-15+0.00109117j -1.38812e-16+0.000839472j 8.70912e-17+0.000368798j -1.25132e-16+0.000299832j -1.74503e-16-8.97096e-05j 1.11853e-16+0.000806377j 6.37624e-17+0.000309826j 6.0921e-17+0.000510724j -3.31988e-17+0.000139781j -4.33348e-16+0.00196192j -3.9633e-16+0.00087564j -3.04611e-16-0.000550355j -5.07645e-17-0.000221633j 8.34358e-17+0.000304367j 1.21478e-16-0.000945446j 1.70804e-16+0.000462448j 4.98225e-17-0.00057441j -2.15574e-17+0.00100005j 1.12498e-16-0.000507444j -5.38805e-17+0.000779831j -9.07264e-18+0.00107239j 5.79417e-17-0.000110696j 5.11562e-18-7.64572e-05j -1.64546e-17+0.00073057j -6.19691e-17+0.000846473j 2.25269e-17+3.76977e-05j 9.40026e-17+7.05318e-05j 4.33804e-17-0.000150702j 
1.84577e-16+0.000388973j 2.24741e-16+0.000905469j 2.87118e-16+0.000738708j 8.86588e-17+0.000140461j -1.52851e-16-0.00032378j 8.64657e-17+0.000200128j 3.51907e-16+0.000894991j 2.91884e-17+0.000124054j -1.86456e-16-0.000358635j 2.87871e-16+0.000600973j 1.60696e-16+0.000210439j -7.32669e-17-0.000261759j 1.52265e-16+0.000185822j -9.45225e-17-4.36649e-05j 5.77933e-17+0.000234512j 3.73508e-17+0.000664373j 1.84858e-16+0.000270486j -1.8751e-16-0.000318797j -5.73486e-14-0.000513204j -1.21863e-16-0.000252878j 4.08331e-17-5.46602e-05j 4.97042e-16+0.000795989j -1.24341e-16+3.19142e-05j -1.75849e-16-0.000114235j 7.67339e-17+9.63076e-05j 6.49189e-16+0.00131977j -5.82929e-17+0.000597842j 1.15426e-16-0.000216156j -3.1189e-15-0.00102939j 1.40609e-16+0.000496178j 3.02117e-17-8.29256e-06j 1.6682e-16+0.000426966j -1.11616e-16-0.000296724j -2.92045e-16-0.000666979j -1.23322e-16-0.000309959j 1.07994e-16+0.000371623j -1.39415e-16-0.000496705j 1.33949e-16-0.000126354j -2.67938e-17-0.000175934j 5.28085e-16+0.000521778j -9.59379e-16-0.000978735j -7.53785e-16-0.000457946j 2.12413e-17+7.42685e-05j 1.34183e-16+8.91781e-05j 1.07781e-16+0.00023703j 1.90762e-17-5.7787e-05j 1.24204e-16+0.000136177j -6.00432e-17-0.000152013j 5.35342e-17+0.000131121j 3.5147e-16+0.000843605j -1.28182e-16-0.000262848j -2.91572e-16-0.000745018j 3.74545e-17+0.000129452j -1.37717e-16-0.000309849j -9.84908e-16-0.000956255j -3.06523e-16-0.000404623j 
