9.75395e-15-0.106775j -3.63631e-14+0.312657j 1.90485e-15-0.0569335j 5.0716e-15-0.106503j -1.31816e-15-0.115223j 3.75956e-17-0.0449625j 1.00315e-15+0.109059j -2.39191e-15+0.0645381j -5.99124e-16+0.0336133j 4.70192e-16-0.125388j 1.32822e-15-0.00742589j -4.52944e-16+0.0198816j -2.96228e-15-0.205727j 2.34419e-15+0.0928517j -1.74226e-14+0.0527922j -6.1123e-14+0.197192j -1.01563e-14-0.115831j 1.04425e-14+0.00954048j -1.85429e-12-0.0167318j -2.09825e-14-0.145923j -8.25912e-15-0.141728j 1.45337e-14+0.0754838j 2.56116e-13-0.184807j -3.57974e-14-0.000491364j -3.53131e-15-0.150957j 4.08844e-15-0.0360482j -2.67704e-14-0.0160959j 1.87043e-14-0.0728093j -4.7481e-13-0.171568j -1.77625e-14+0.0226279j -2.9833e-15+0.16626j -9.28826e-15+0.100294j -9.03392e-15+0.0383003j -1.24303e-14-0.00230593j -1.73641e-14-0.229748j -1.09593e-14-0.00252421j 5.99224e-15-0.0567547j 1.3197e-14+0.00528964j 5.24018e-15-0.0722888j -6.62661e-14-0.120955j -7.60655e-14-0.0584329j -6.38885e-14-0.115019j 4.23283e-15-0.114371j 6.80428e-15-0.167765j 4.31827e-15-0.120767j 2.64279e-15-0.0288416j 3.59204e-15-0.0249856j -1.60231e-15-0.012644j -7.2099e-16+0.0707572j 9.82923e-16+0.127962j -2.39853e-15+0.058701j -2.02038e-15-0.00214831j -3.20272e-15+0.0361195j -3.93283e-15+0.179537j -1.75291e-13-0.296081j -4.01858e-14+0.0732402j 
2.20971e-16-0.00227888j -1.13067e-15+0.00686405j -1.447e-17-0.00137451j 7.75141e-17-0.00123295j 9.278e-17-0.00328145j 1.2964e-17-0.00140674j -1.34529e-16+0.00283962j -2.53071e-17+0.000205152j 6.71443e-18+0.000267678j 2.02557e-17-0.00123805j 3.24972e-17+8.96714e-05j 2.47163e-17+0.000669605j 1.80297e-16-0.00433365j -4.36186e-17+0.00205807j -4.82632e-16+0.00183884j -1.6709e-15+0.00443732j -2.57351e-16-0.00334898j 2.75849e-17-0.000291244j -1.68692e-13-0.00151966j -2.96558e-16-0.00314289j -8.32303e-17-0.00244892j 1.66732e-16+0.00179319j 4.43616e-15-0.00319045j -9.78067e-16-0.0007872j 9.87311e-17-0.00304375j -2.8004e-17-0.000776926j -1.27471e-15+0.000586239j 9.07926e-16-0.00332019j -1.46506e-14-0.00549474j -6.72146e-16+0.00111538j -4.65833e-17+0.00357851j -3.29777e-16+0.00184363j -6.87607e-17+0.000275108j -2.07474e-16+0.000313191j -2.0527e-16-0.00514489j -2.68323e-16-0.000531576j 1.96543e-16-0.000861565j 7.25077e-16-0.00107998j 5.88653e-16-0.00266912j -1.29796e-15-0.00224351j -1.61789e-15-0.00183765j -1.46236e-15-0.00238684j 2.11276e-16-0.00217317j 3.50827e-16-0.0036519j 1.49201e-16-0.00225162j 8.8863e-17-0.000903063j 8.00997e-17+0.000779619j 3.32585e-18-0.00107321j 1.09251e-17+0.000272944j -1.32224e-16+0.00325453j -3.20862e-17+0.0010398j 7.21528e-17-0.000771538j -3.75475e-17-0.000336693j -1.4246e-16+0.00395049j -3.48941e-15-0.00649609j -8.69783e-16+0.00179086j 
-5.38048e-18-0.00169461j -3.89293e-16+0.00730547j -1.11723e-16-0.000522339j -1.53125e-16-0.00100754j -1.62122e-16-0.00358087j -1.12789e-16-0.000949209j 1.41516e-16+0.00365239j 1.16249e-16+0.000369434j 9.44026e-17-0.000339552j -1.808e-16-0.000669707j -4.47416e-17+0.000808186j 5.81592e-17+0.000416984j -3.09934e-16-0.00360163j 2.54454e-16+0.00133172j -3.25568e-16+0.00182556j -1.29472e-15+0.00480662j -4.08969e-16-0.00300396j -1.56736e-16-0.000170871j -2.57351e-13-0.00231748j -6.21159e-16-0.00355811j -3.87093e-16-0.00229752j 5.69558e-16+0.00256494j 4.74659e-15-0.00362867j -1.08913e-15-0.0006836j -2.9438e-16-0.00254143j 5.33728e-17+0.000736751j -1.25643e-15+0.00073634j 8.2486e-16-0.0030591j -1.69571e-14-0.00617925j -9.72881e-16+0.00221661j 2.81651e-16+0.00363203j -6.70316e-17+0.00217047j 8.9632e-17-0.000320358j -3.12264e-16+1.40025e-05j -7.678e-16-0.00499158j -2.80344e-16+3.02529e-05j -4.52828e-18-0.00115708j 5.93588e-16-0.000482208j 2.96232e-16-0.0025325j -1.1917e-15-0.00168745j -2.25426e-15-0.00307381j -2.36029e-15-0.00252344j -1.70805e-17-0.00218991j -1.26559e-16-0.00283891j -9.23017e-17-0.0019635j -6.048e-17-0.000496222j 1.25348e-17+0.00108878j -5.43516e-17-0.0010409j 1.3775e-16+0.000611561j 1.76338e-16+0.00409162j 1.03755e-16+0.00058759j 1.28497e-17-0.00138754j 2.7751e-17-7.90702e-05j 2.55854e-16+0.00337693j -4.61631e-15-0.00697819j -7.96373e-16+0.00122528j 
-1.85455e-15+0.00468282j 9.841e-17-0.000509723j -2.19481e-15+0.00551302j -1.53692e-15+0.0039065j -1.40292e-16+0.000635155j -9.64109e-16+0.00244363j -4.42601e-16+0.000727353j 1.0544e-15-0.0027461j 1.13441e-15-0.00296487j -1.51172e-15+0.00436383j -9.20645e-16+0.00240594j 1.05758e-15-0.00246414j 1.08634e-16+0.000209153j 5.67322e-16-0.00157166j 7.09984e-16-0.00130209j 4.69324e-16-0.0009052j -6.5203e-16+0.00303029j -1.03398e-15-0.000768676j -6.5341e-13-0.00589932j -7.35671e-18+0.00141312j -1.09343e-15+0.00404494j -6.12275e-16+0.0031523j -7.0723e-15+0.0040588j 4.75064e-17+0.00113148j -8.5444e-16+0.00299532j -2.05534e-15+0.00558131j -8.43968e-16+0.000844665j 1.19638e-15-0.001687j -5.82917e-15-0.00276102j -2.18969e-15+0.00328686j 2.43633e-15-0.00648084j -4.83622e-16+0.00120119j 1.19493e-15-0.00232117j 2.40266e-16-0.000434953j -8.01967e-16+0.00348998j -5.664e-16+0.00196944j 2.45128e-16-0.000699574j 4.17226e-16-0.000264557j 2.50563e-16-5.46494e-05j 1.14183e-15+0.00540511j 6.25531e-16-0.00433799j -1.95731e-15+0.000652007j 3.75065e-16-0.000785861j 1.32773e-16-0.000104102j -9.74075e-16+0.00260818j -7.0499e-16+0.00168514j -2.42642e-16+0.000565288j -7.88474e-17+0.000255077j 7.8062e-16-0.00224863j -3.49722e-16+0.000521985j 1.35283e-15-0.00346645j 1.42878e-15-0.00351574j 1.91412e-16-0.000458452j 2.22934e-15-0.00580467j -3.21847e-16-2.75788e-05j 1.4957e-15-0.00412309j 
2.99929e-18+0.00163846j 1.36769e-16-0.000228205j 2.77246e-17+0.00245384j 1.4502e-17-0.000361896j -1.59923e-18+0.00121237j 1.7085e-18+0.00106513j 2.24326e-17+0.0012679j 2.44968e-17+0.00169581j -2.75395e-17-0.000246695j 4.66894e-17+0.00122126j 3.63344e-18-0.000658581j 2.6364e-17-0.00106766j 1.04907e-17+0.0026308j -1.958e-17-0.000223514j 1.05922e-16-0.000102778j 1.26358e-16+0.000209956j 6.25598e-16+0.00298925j 7.52386e-17-0.00116104j 1.64063e-13+0.00147903j 1.93233e-16+0.000953084j 1.01249e-16-0.000232115j 3.8359e-16+0.00114895j -2.13278e-15+0.00140101j 7.80105e-17+2.24321e-05j -1.15738e-16+0.000953942j 4.6342e-16+0.00409508j 2.07112e-17+0.00175733j -2.94512e-17+0.00217327j 2.59293e-15+0.000877534j 3.74045e-16-0.000795903j 3.59758e-19-0.000969489j 2.40776e-16+0.000551308j 1.14179e-16-2.29436e-05j -3.50303e-16-0.00344641j -6.03879e-17+0.000809191j -9.6092e-17+0.00139298j 6.35421e-17-0.00173671j -4.28493e-17+4.43559e-05j -2.73375e-16+0.00134992j 1.28748e-15+0.00196759j -6.60137e-16-0.000894459j -8.80046e-16-0.000895981j -9.60198e-17+0.0017959j -3.13262e-17+0.0017293j -2.51411e-17+0.00147934j -2.84172e-17-0.000483492j -1.7689e-17-0.0012202j 2.16328e-17+0.000319158j 3.31392e-17+0.00137793j 3.72465e-17+0.00073649j -1.4348e-17-0.000497321j -3.25025e-17-0.00130264j 1.56183e-17+0.00138354j -7.68117e-18-0.00212984j -3.7777e-16-0.000106585j -8.53586e-17-0.00171453j 
-2.06626e-17+0.00107285j -7.89667e-17+0.00139495j -4.71919e-17+0.00161356j -2.88878e-17+0.000705043j -2.57707e-17-0.000290117j -3.22272e-17+0.000699745j 3.13288e-18+0.000665237j 1.44524e-17-0.000543044j 1.34463e-17-0.000831556j 7.13697e-18+0.000598966j -2.39494e-18+0.000876247j 4.61439e-17-0.00077888j -3.84925e-17-0.00111902j 4.33679e-17-0.000146427j 2.2032e-17-0.000344433j -1.51495e-16+0.000626146j 6.07942e-17+0.000494309j -3.93105e-16-3.54667e-05j -2.37766e-13-0.00213977j -4.84693e-18-0.000314018j 4.45603e-17+0.000658645j 3.08841e-16+0.00144719j -3.68817e-16+0.00025262j 2.25826e-17+0.000570839j 1.28327e-17+0.000248811j 2.14483e-17+0.00163324j -1.91453e-16-8.59221e-05j 1.97037e-16-0.000758613j -4.29277e-15-0.00159497j -4.14879e-16+0.00130186j 3.87991e-17-0.0014389j -2.5566e-17+0.000980224j 5.1056e-17-0.00057189j -2.32331e-17-8.09424e-06j 6.40899e-18+0.000105647j 2.10064e-17+0.000730519j -1.03974e-17-0.000501075j 1.00499e-16+0.000209888j 1.22847e-17-0.000243773j 6.77987e-16+0.00116748j -7.42052e-16-0.00175485j -9.22418e-16-0.000299587j 7.47382e-18-0.00104824j -3.94463e-18-0.000943364j -1.86311e-17+0.000178127j -2.56931e-17+0.000584757j 2.52107e-18-8.06194e-05j -1.36267e-17+0.000171699j -7.81158e-18-0.000283992j 1.27307e-17+0.000724452j 2.27773e-17-0.000906899j 1.26645e-17-0.00107702j -3.7978e-18+0.000157158j 6.31089e-17-0.00109985j -1.12273e-15-0.00148669j -1.945e-16-0.001079j 
-9.14061e-17+0.000661412j -4.88415e-16+0.0021576j -3.28726e-16+0.00202382j 3.02859e-16-0.00266771j -6.84652e-17+0.00035287j -2.04497e-16+0.00151428j -2.41432e-16+0.00254918j -3.5966e-16+0.00420997j 3.68784e-17-0.000122914j 1.46317e-16-0.00145197j -5.90957e-17+0.000403772j 1.73967e-16-0.000774806j -9.7838e-17+0.00279107j 4.94864e-17-0.00137149j 6.96689e-17-0.000376215j -5.72348e-16+0.00189735j 2.31923e-16+0.00251157j 5.18867e-16+0.000530853j 2.41701e-13+0.00217532j -1.40001e-16-0.00152966j 9.60815e-17-0.00237171j 2.97284e-16+0.00183086j 4.8217e-15-0.00336131j -3.19125e-16+0.000909172j -3.1574e-16+0.000186689j 3.29674e-17+0.00475364j 7.7979e-16-1.25152e-05j -5.05411e-16+0.00467498j 3.34432e-15+0.00132547j -9.60169e-17+0.000692707j -8.7888e-17+0.00232337j -1.18533e-16+0.00159371j -8.36231e-17-3.26026e-05j 4.10209e-17-0.00333633j -1.37217e-16-0.000792099j -4.44656e-16+0.00236832j 3.39565e-16-0.00233687j -9.14576e-16+0.00332397j -1.13955e-15+0.00243132j 1.16097e-16+5.88436e-05j -1.22408e-15-0.00196323j -1.30398e-15-0.00167934j -3.19069e-17+0.00059521j -1.25065e-16+0.00285589j 5.9043e-18-1.97538e-05j -9.60346e-17+0.000506798j 2.9226e-16-0.00188709j -1.31819e-16+0.00118884j -3.6144e-16+0.00442744j -2.11726e-16+0.00240497j 2.06508e-17+0.000107655j 9.50111e-17-0.000405227j -3.96159e-16+0.0033008j 1.15125e-16-0.000443869j -1.2976e-15-0.00225578j -1.40976e-16-0.00126489j 
-8.27844e-16-0.000481667j -1.27087e-15-0.000875445j -1.54832e-15-0.000965149j 5.11226e-16+0.000427735j -1.68913e-16-8.24483e-05j -8.34562e-16-0.000545147j -1.02958e-15-0.000737587j -1.1046e-15-0.000832202j 3.43715e-16+0.000215079j 1.67679e-16+0.000158832j -3.20987e-16-0.000229875j 7.19772e-16+0.000438308j -1.79055e-16-0.000278236j 2.6549e-16+0.000249815j 3.31855e-16+0.000191633j -7.40844e-16-0.00059607j -1.44002e-15-0.000812491j 4.05303e-18-2.82146e-05j 1.07317e-15+8.08285e-06j 4.55365e-16+0.000342152j 4.17016e-16+0.000362718j -1.50439e-15-0.000823808j -1.41317e-16+0.000543955j -5.82253e-16-0.00036937j -5.92669e-17-8.55034e-05j -2.49052e-15-0.00157062j -1.81898e-16-4.03828e-05j -1.14854e-15-0.000865444j 4.57733e-16+8.53937e-05j -4.37126e-16-0.000370083j 2.84891e-16-1.27624e-05j -1.06039e-15-0.000656783j 1.42724e-16+0.000101786j 1.38942e-15+0.000882179j 1.929e-16+0.000141912j -1.08785e-15-0.000750529j 1.08962e-15+0.000732367j -8.48614e-16-0.00072035j -5.06512e-16-0.000506456j -1.01477e-15-0.000398557j 1.85021e-15+0.000869539j 1.34082e-15+0.000506011j 2.76816e-16+0.000114467j -1.91164e-16-0.00029249j -1.48183e-16-7.86361e-05j -3.02811e-16-0.000211812j 8.80059e-16+0.000554983j -5.00777e-16-0.000329123j -1.23247e-15-0.000921561j -9.60771e-16-0.000694506j 4.06855e-16+0.000221166j 6.90449e-16+0.000413924j -1.16507e-15-0.000821124j 8.15529e-16+0.000463021j 2.13386e-15+0.00093684j 1.16505e-15+0.000627091j 
8.08364e-18+0.000995967j -1.7469e-16+0.0011986j -7.40556e-17+0.00223754j 1.27344e-16-0.00257179j 5.66617e-18+0.00296927j -2.82087e-17+0.00154935j -4.6095e-17-0.00119728j -6.80218e-17+0.00294057j 2.70758e-17+0.00139962j -4.79658e-17-0.00348126j -7.40571e-17-0.00181301j 6.4439e-17-0.00186655j -1.23626e-16-0.00255203j 1.92405e-17+0.00178066j 1.58991e-16-0.00211768j 2.70498e-16+0.000112655j 5.86126e-16+0.00387222j 4.00668e-16-0.000124294j 3.0731e-13+0.00276592j 1.55624e-16+0.00110481j 4.64081e-17-0.00133539j 1.51037e-16+0.000752593j -6.88595e-16+0.000469493j 7.39869e-16+0.00245384j -1.3368e-16-0.00115981j 4.65905e-17+0.00134385j 1.25681e-15-0.00142727j -8.85773e-16+0.00370153j 1.06601e-14+0.00396983j 8.80122e-16-0.00317355j -1.29793e-16-0.00280127j 2.2804e-17+0.00202956j -2.6484e-16+0.00218569j -3.05865e-16-0.0027157j 7.54599e-17+0.000274501j -8.1533e-17+0.00174671j 2.18623e-16-0.00229112j -6.54232e-16+0.00146286j -7.61693e-16+0.0027264j 6.64175e-16+0.00064977j -1.78567e-17+0.00131515j -4.02331e-17-0.00127236j -2.91008e-17-0.00116266j 7.18838e-17-0.00280522j -2.48613e-17-0.000500885j -1.74538e-18-3.40773e-05j -3.23851e-17-0.00514843j -9.89019e-18+0.00228748j -9.85133e-17+0.00276804j -7.059e-17-0.00156454j -1.33713e-17+0.000147336j 3.36712e-18+0.000753481j -1.14676e-16+0.00330407j -3.13474e-18-0.00152861j -1.09331e-15-0.00147586j -2.19602e-16-0.00175186j 
-4.86557e-18+0.000974478j -1.46588e-16+0.00127278j -5.87275e-17+0.0014672j 6.67194e-17+0.000210408j -5.03445e-17+0.000146743j -3.88379e-17+0.00104217j 8.39031e-18-0.000269016j -6.7667e-17-0.000303536j -8.56488e-18-0.000621611j 7.72695e-17-0.000895637j 9.60447e-18+0.00118383j 5.13743e-17-0.000907341j -7.70599e-18-0.00222501j 1.2102e-17-0.000331063j 8.34406e-17-0.00120754j -3.02137e-17+0.000223614j -4.49099e-17+0.000574532j -3.39348e-16+0.00086892j -2.48172e-13-0.00223437j -7.10223e-17-0.0005265j 6.76575e-17+0.000613914j 2.37098e-16+0.00119664j 1.05534e-15-0.000656914j 2.4779e-16+0.00152296j 5.5829e-17+2.77592e-05j -9.49403e-17+0.000689796j 4.55105e-16-0.00167715j -1.48417e-16+2.97436e-05j -1.25636e-15-0.000376248j -3.89038e-16+0.0013762j -2.51655e-17-0.00183622j -1.40078e-16+0.00123679j -1.2815e-16-0.000275915j 1.29061e-16+0.000939251j 1.34884e-16+0.000428973j 8.31455e-17+0.000923789j -2.02891e-18-0.00026878j -2.73162e-16+0.0014384j -2.78145e-16+0.0003922j 4.50128e-16+0.000662552j -5.14129e-16-0.00132539j -5.41466e-16+5.07137e-05j 6.24523e-17-0.00216587j 5.39963e-17-0.00158049j 2.37159e-17-0.000459194j -1.92115e-17+0.00129271j 7.40298e-17-0.000907222j -5.51667e-17+0.00092381j -1.05241e-16+0.000217168j 3.55593e-18-2.92594e-05j -5.53826e-18-0.000900116j -1.60659e-17-0.000219494j -9.09889e-17+0.000727638j 3.29236e-17-0.00105433j -9.41671e-16-0.00130785j -1.65958e-16-0.00112768j 
-5.90423e-17-0.000805616j -1.33742e-17+0.00104243j -6.54569e-17-0.000548548j -1.32358e-16-0.00162866j -2.10853e-18+2.12905e-05j -1.3931e-17+5.26885e-06j 5.1067e-17+0.000261006j 1.71344e-16+0.00162927j 9.02676e-17+0.000631443j -2.03924e-16-0.00182302j -8.04464e-17-0.000285033j 1.16243e-17+0.000174437j -2.90211e-17-0.000199983j 3.98759e-17+0.000113652j -4.21521e-17-0.000123516j -7.13645e-17+0.000744615j 2.1034e-17-9.06944e-07j 4.12915e-16+0.000540928j 1.64396e-13+0.00147662j -2.55329e-16-0.000826098j -2.79548e-16-0.00146119j -2.65023e-18-6.80003e-05j 2.55761e-15-0.00196166j -5.29391e-17+0.000388114j -2.12368e-16-0.000805313j 4.54061e-17-0.000226175j 4.09985e-16-0.000722081j -3.80694e-17+0.00153391j 2.57217e-15+0.000985217j 4.18802e-17-0.000439828j 1.54188e-16+0.00162079j 1.55145e-17+0.000447557j -5.39943e-17+0.000603937j -1.52622e-16-0.000429302j -2.33888e-16-0.00100229j -4.64331e-17+0.000292786j -2.91727e-17-0.00047287j -2.08914e-16+0.00120178j -2.57124e-16+0.000704161j -7.82189e-16-0.00121776j -1.04199e-16+0.000387103j -9.41754e-17-0.000579134j 4.7232e-18-0.000318026j 2.1105e-17+6.77712e-05j -6.58552e-17-0.000848861j -2.60409e-17+7.42014e-06j -8.95793e-17-0.000965765j 3.31385e-17+0.000504969j 1.76778e-16+0.00168099j 4.42552e-17+0.000340188j 7.5374e-17+0.000698958j 6.69767e-17+0.00079167j 7.73377e-17+0.00112707j 1.1032e-16+0.0011202j -6.33332e-16-0.000938626j -6.1266e-17+0.000459183j 
-2.76623e-17-0.000726179j 2.08381e-16-0.00176342j 2.61984e-17-0.00152081j -2.80821e-18-0.000106057j -2.33109e-17+0.000135642j 2.13178e-17-0.000126044j 5.52002e-17-0.00167552j 2.06075e-18-0.000427606j 6.20862e-19+0.000195678j -1.64272e-17-0.00141326j 8.50848e-19+0.000730372j -4.9724e-17+0.000662778j 1.13889e-19-0.000191546j -1.60257e-17-0.000980901j 6.12007e-17-0.000731401j 3.95324e-16-0.00134849j -3.42835e-16-0.00107631j 1.19374e-16+0.00154638j -1.12481e-14-0.000103547j -1.74461e-16-0.000291225j -9.35303e-17+0.000342652j -2.83462e-16-0.00140895j 2.14622e-15-0.00141664j 2.49412e-16+0.000579249j 2.25195e-17+0.000177153j -2.11639e-16-0.002625j 7.74788e-16-0.00214389j -3.38879e-16+0.000600402j 4.44033e-15+0.00177973j -8.10011e-17+0.000532511j -1.50992e-17+0.000500478j -8.78405e-17-0.000813949j -1.56204e-16-2.5745e-05j 3.17858e-16+0.0024518j 1.1412e-16+0.000847177j 1.80006e-16-0.000532473j -1.37369e-16+0.00143121j -4.28618e-16+0.00148866j -2.21511e-16+0.000439948j -8.10651e-16-0.00130837j 8.50239e-16+0.00115439j 1.0781e-15+0.00133278j 2.77292e-17-0.000846863j -3.47687e-17+0.000525944j 7.39017e-18-0.000753107j 3.53892e-18+0.00100253j 3.88746e-18+0.000322885j -1.32766e-17+0.000487161j -8.08419e-18-5.68435e-05j 3.64609e-17-0.00131865j -6.12029e-18+0.000233612j -2.33319e-17+0.00165256j -2.81267e-18-0.00022668j -5.39334e-19+0.000678243j 1.29261e-15+0.00195254j 2.83025e-16+0.000785553j 
7.92412e-18-9.98997e-05j 1.31764e-16+0.000963601j 4.73734e-17+0.000134474j -6.77058e-17-0.000386236j -2.319e-17-0.000153318j 1.44884e-17+0.000126654j 5.88231e-17+0.000191862j 6.41405e-17+0.000304212j 2.84215e-17+3.79211e-05j -1.16033e-16-0.000639614j -2.44825e-17+0.000142483j -4.01048e-17-0.00013264j -2.17442e-16-0.000822298j 1.01934e-16+0.000147614j -4.21524e-17-0.000152158j -4.70268e-18+0.000510392j 1.25805e-17-5.52215e-05j 4.77728e-18+0.000227011j -2.4665e-14-0.000222297j -1.3652e-16-0.000453672j -1.08402e-16-0.000348484j 1.72821e-16+0.000370936j 8.97358e-16-0.000687381j 3.8403e-17+0.000343362j -1.21196e-16-0.000382801j 4.95248e-17+7.82621e-05j 5.95407e-17-0.000416408j -1.25397e-17+0.00010032j -7.8455e-16-0.0002365j -1.05499e-16+0.000202531j -1.84736e-17+0.000143054j 8.18823e-17+0.000493413j -9.42648e-19+0.000115722j -7.72195e-17+5.75585e-05j -1.48971e-16-0.000472645j 3.55425e-17+0.00022558j -7.74368e-17-0.000250991j -3.61312e-17+0.000425257j -8.2267e-17+5.26219e-05j -1.30044e-16-0.000232231j -3.11778e-16-0.000301631j -3.34208e-16-0.000300601j -9.6407e-17-0.000643578j -1.62999e-16-0.000612007j -6.10069e-17-0.000406567j -5.92562e-18+0.000173964j -1.04486e-16-0.000385845j 2.90883e-17+0.000226581j 6.62836e-17+0.000411708j 6.04987e-17+0.000272502j 7.82247e-18+2.95256e-05j -2.29229e-17+4.4695e-05j 6.36447e-17+0.000377412j 4.04191e-17+0.000252942j -8.26072e-16-0.000931521j -1.45234e-16-4.09482e-05j 
-1.49931e-16+0.000728511j 4.79823e-16-0.00139067j -6.74543e-17+0.000576863j -4.59717e-17+0.000300876j -2.83315e-16+0.00131304j -8.68282e-17+0.000594123j 4.08768e-16-0.00172083j 1.00472e-16-0.000467533j -5.82273e-17+0.000136106j 1.65959e-16-0.000704588j 3.48663e-17-6.84862e-05j 1.02282e-16-0.000580211j 2.29297e-16-0.00110328j -5.62479e-17+9.45865e-05j 3.94498e-16-0.00123636j 7.94841e-16-0.00138131j -1.35433e-16+0.00101372j -1.88886e-16+0.00038176j -2.90375e-14-0.000261716j -1.05199e-16+0.00101647j -1.26769e-16+0.000942618j 3.68047e-17-0.000409906j -1.70307e-15+0.00110544j 3.2183e-16+0.00106561j 2.42886e-17+0.000311294j 1.02222e-16-0.000759312j 8.5905e-16-0.00124894j -4.816e-16+0.000529639j 4.41155e-15+0.00181243j 3.85766e-16-0.000618002j 4.41444e-16-0.0023806j 4.61187e-18+2.39828e-05j -1.95567e-16+0.000374528j -6.08021e-17+0.000686624j -1.00498e-16+0.00149144j 1.39004e-16+0.000183853j -1.06351e-16+0.000275711j -3.15464e-16+0.000435259j -3.0878e-16+0.000779048j 3.15283e-16+0.000604363j 3.64686e-16+0.000856828j 4.39004e-16+0.000745188j 1.54905e-16-0.00076726j 2.44048e-16-0.00101448j -1.72494e-17+8.30484e-05j -1.00953e-16+0.000585651j 2.11583e-16-0.00115767j -1.66775e-16+0.000820969j 5.67746e-17-0.000360036j 3.95465e-16-0.00173232j 6.28597e-17-0.000439634j -1.64185e-16+0.000571197j -4.55196e-17+0.000276031j 2.29605e-16-0.00125855j 4.14004e-16+0.00129135j 2.71008e-16-0.000711313j 
7.35835e-17+0.000588999j -7.98659e-17-0.000342851j 7.79026e-17+0.000590891j 4.47771e-17+0.000628021j 6.74362e-17-0.000344564j 5.25364e-17+0.00034099j -5.73564e-17+0.000585331j -2.40547e-17-0.000258762j -4.40126e-17-0.000732791j 8.83385e-17+0.00100151j 4.81577e-17+0.000868572j -3.31109e-17-5.61159e-05j 1.12858e-16+0.0012641j -7.48328e-17-0.00103611j -3.66662e-17+6.41954e-05j -1.04809e-16-8.22609e-05j 1.05824e-16+0.000101289j -1.4608e-16+0.000173883j -1.06281e-13-0.000956189j 4.96558e-17-0.000238899j 1.23517e-16+0.000525606j 1.21712e-16+0.000431573j 3.64121e-16-0.000183858j -3.05418e-17-0.000112957j 9.3599e-17+0.00083889j 1.42537e-16+0.00119202j -1.0031e-16+0.000204469j 2.17905e-16+4.48388e-05j -1.5652e-15-0.000613249j -2.78059e-16+0.00128289j -1.17603e-16+4.96758e-05j -2.9615e-18-0.000109762j 4.0753e-17-0.000815428j 7.25596e-17+9.78706e-05j 1.70406e-16+0.000553822j 6.48099e-17+0.000324693j -3.82304e-17+0.000112627j 2.94202e-17+0.000462683j 2.44414e-17+1.37968e-05j 4.10275e-16+0.000594561j -2.95463e-16-0.00109036j -3.02293e-16+0.00025805j 1.19584e-17+0.000260989j 3.70018e-17+0.00132671j 6.38718e-17+0.000487229j 2.92654e-17+0.000467119j 4.0385e-18+0.000827032j 3.18444e-17-0.000143586j -1.74252e-17-7.88774e-05j -5.4608e-17+0.00062482j -5.38955e-17-0.000515148j -7.69201e-18-0.00055107j 1.5249e-17-0.000151776j -1.22303e-16-0.000658434j 2.52642e-16+0.000311725j -4.1764e-17-0.000439035j 
-7.66205e-18+0.00062202j 2.89722e-16-0.00215857j 6.26512e-17+0.000322343j 4.37804e-17-3.76733e-05j -2.2427e-17+0.000795898j 2.97714e-17+0.0007779j 6.08809e-17-0.000734829j -1.79041e-17+0.000499204j -4.17581e-17-0.000325522j 7.64746e-17-0.000304262j 2.78177e-17+0.000824169j -3.81227e-17-6.20478e-05j 4.68998e-17+0.00197521j -5.50469e-17-0.00170257j 1.43805e-16-0.000898438j 4.77443e-16-0.00135751j 5.42181e-17+0.000877583j 8.08209e-17+0.00103576j 3.15615e-14+0.000283456j -5.00832e-17+0.000181676j 2.83981e-17+0.000508712j 1.44224e-17-0.00050777j 1.12361e-15-0.000714323j 3.04368e-16+0.000673245j -1.22623e-17+0.00121193j 1.19245e-16+0.00043071j 8.45506e-16-0.00116293j -3.35938e-16+0.0020864j 5.66876e-15+0.00219668j 1.82318e-17+0.00072034j -5.48577e-17-0.000193414j 4.92979e-17-0.000505323j -8.80774e-17-0.000436335j 1.67802e-16+0.000494277j 1.50717e-16+0.00173845j 1.51856e-16+0.000535524j -1.16671e-16+0.000451145j -5.1813e-16+0.00192253j -4.5004e-16+0.00138601j 1.8005e-16+0.000196488j 3.19067e-16+8.84556e-05j 4.19721e-16+0.000982825j -2.4021e-17+0.000263111j -4.99491e-17+0.00222229j 1.87969e-17+0.000361484j -1.21316e-17+0.00105477j 2.59747e-17-0.000116653j -7.29137e-18+0.00071959j -2.41192e-17+0.00080291j 5.31516e-17-0.000666718j -3.77354e-17-0.000366607j -6.03187e-17+0.000663706j -1.44046e-17+0.000623981j -3.94521e-17-0.00103681j 1.20632e-15+0.00212618j 2.392e-16-0.000544265j 
