-6.87756e-15-0.0940107j -3.60726e-15-0.23473j -3.71293e-16-0.115374j 1.19612e-15+0.120846j -1.0191e-14-0.191901j -1.26045e-15+0.0815614j 3.73859e-15+0.245897j 5.13154e-15-0.244223j -8.74763e-15+0.154982j -1.12107e-14+0.0209826j 3.73841e-14-0.309908j 1.94802e-15+0.0784754j -1.62629e-14-0.0484402j 1.03956e-14-0.197642j -5.97672e-15+0.170559j 8.38898e-15+0.277198j -5.73853e-13+0.116714j 1.69467e-14+0.166175j 1.6905e-14-0.143505j -1.26938e-14-0.238288j 3.13915e-14+0.0467315j -1.32166e-14-0.175076j -1.75577e-14-0.0729266j -8.22811e-14-0.285615j -1.63923e-15+0.0833066j -1.42377e-15+0.0182058j 1.56412e-15+0.206376j 1.87906e-15-0.0890421j 1.28619e-13+0.0721576j -3.55867e-13-0.153323j 2.41145e-13-0.0769943j 4.06843e-14-0.339938j 6.9061e-16+0.0331631j -2.11375e-16+0.0071345j 1.45407e-16-0.0303197j -4.63319e-16-0.0087204j 3.57998e-16+0.00825716j -1.15096e-16-0.00234934j 3.49301e-16+0.000804108j -2.3195e-16-0.00419552j 6.42853e-16+0.0144147j -6.65332e-16+0.0137045j 1.20648e-15+0.00748582j -4.73159e-15-0.014133j 1.17228e-16+0.00062495j -2.22744e-15+0.0114657j -8.38517e-16+0.00666728j -4.48989e-16-0.0133237j -6.39779e-16-0.000353815j -2.2992e-15-0.0157287j -3.16612e-13+0.00561642j -8.91888e-16+0.00542701j -4.14223e-15+0.00803402j -8.73517e-16+0.00517648j 2.52039e-16-0.0237987j 4.64731e-16+0.00348142j 2.53753e-16+0.00876899j -5.61098e-16-0.00849042j -9.98452e-16-0.000887699j -6.65433e-16-0.0165366j -4.89923e-16+0.00209783j -3.22326e-16+0.0227617j 2.18241e-16-0.0152398j 2.55599e-16-0.0081633j 6.48497e-17+0.00719473j 3.15401e-16+0.0457488j -9.26838e-17+0.00462833j -5.25587e-16-0.0115055j 3.23685e-17-0.0357339j -1.48543e-16+0.00478952j -1.42528e-15-0.0829636j 1.8573e-15+0.00852148j 
-1.53001e-17-0.000195799j -5.60468e-17-0.00025436j -6.0434e-18-4.0908e-05j 4.7671e-17-0.000309418j -1.64318e-17-9.88534e-05j 3.52275e-17+0.00011597j 4.71378e-17-0.000466344j -3.84367e-17-5.2223e-05j -5.08038e-18-0.000124324j 1.96338e-16+0.000391413j -5.25804e-17+0.000116622j 2.33553e-18+0.00026721j 5.07027e-17+0.000288078j -2.17726e-17-4.79185e-05j 5.20617e-17-0.000364926j 3.46834e-17-0.000375386j 1.61423e-15-0.0003241j 2.97005e-17+0.000163673j 2.55618e-17-0.000203477j -1.35966e-17+0.000253428j -1.7397e-16-0.000384993j -3.22571e-17+7.72705e-05j -3.40863e-18+0.000419515j 2.52563e-17+0.000178965j 9.58679e-18-0.000279416j 1.00726e-17-0.000320381j 2.88309e-17+3.30845e-05j -3.0555e-17+0.000315939j -2.50562e-16+0.000419649j 6.85836e-16+0.000515988j -3.25807e-16+7.46236e-05j -9.99232e-17+0.000592527j 4.48188e-17-4.22498e-05j -9.65522e-18+0.000139768j -1.62942e-17+0.000228499j -3.2155e-17-4.25571e-05j -6.23946e-17-0.000321579j -6.21277e-17+0.000390308j 6.73141e-17-0.000168106j -5.47256e-17+0.000187928j 3.50984e-17-0.000342691j -7.92085e-17+1.44734e-05j 2.68164e-17+0.000349901j -2.23203e-16-0.000453498j 1.09531e-16+0.000275587j -5.3606e-17+0.000165054j -8.70334e-17+5.08134e-05j -1.91127e-17+0.000229826j 7.6074e-17-0.000239268j -1.27668e-16-0.000367638j -1.47773e-14+0.000262512j -6.4927e-17-5.49224e-05j -1.38788e-16+0.000452319j -9.00496e-17+0.00019207j 3.37158e-17-0.000264752j 3.68396e-17-2.56989e-05j -1.35149e-17+3.04617e-05j -7.42245e-17-0.000191408j 5.33317e-17+0.000354661j 1.7588e-17-0.000420973j -8.64626e-17+0.000171631j -3.31778e-17+0.000323984j 3.32974e-17-0.000113347j 6.60366e-17-0.000153886j -5.9111e-17+0.0003583j 4.70048e-17+0.000411507j -2.59857e-17+4.88812e-05j -4.15261e-17-3.84892e-05j -3.48953e-17+8.43991e-06j -1.96213e-17+0.000194149j -3.27499e-17-0.000686372j 2.70178e-17+0.000113751j 
-1.5379e-17+0.000544475j -1.60071e-16+0.00141358j -1.61355e-17+0.000509577j 7.83941e-17-0.00081001j -1.26597e-17+0.000961659j 3.65678e-17-0.00034916j 1.25244e-16-0.00124618j -1.03223e-16+0.000787883j 9.389e-17-0.000407722j -4.77643e-17-0.000182394j -2.48544e-16+0.00118465j -1.0965e-17-0.000307675j 6.1928e-17+0.000360188j -1.01873e-16+0.000847432j 1.17788e-16-0.000692945j 1.01644e-16-0.00111903j 2.13703e-15-0.000422212j -1.86256e-17-0.000619309j -7.33524e-17+0.000532474j -4.15563e-17+0.000943377j -6.4449e-17-0.000115494j -2.67546e-17+0.0009807j -1.35924e-17+0.000534333j 2.00734e-16+0.000984131j 4.36031e-17-0.000303714j 4.87689e-17-0.000142799j 3.66117e-17-0.000719312j 6.5466e-18+1.26386e-05j -3.79274e-16-0.000475238j 1.19872e-15+0.00046452j -1.23893e-15+0.000489725j -3.07189e-16+0.000990794j 4.0733e-17-0.000644348j 1.37089e-18+0.000397981j 1.4373e-17-8.72187e-05j -5.26435e-17+0.0011256j -9.64482e-17+0.00137587j -1.49979e-17+0.00109426j 6.34237e-17-0.00142334j -2.90729e-17+0.000883321j -4.30119e-19-0.000603242j -6.90778e-17+0.00184266j -3.36122e-17+0.000466287j 3.84127e-16+0.00117419j -1.22433e-16-0.00208209j 1.66779e-16-0.000294113j -1.39235e-16+0.00109385j -7.34368e-17+0.000569292j -1.16636e-17-0.0017478j 3.29004e-17+0.00183586j 2.26828e-14-0.000402805j 1.05789e-16+0.000825419j 1.24675e-15-0.00219582j -6.30166e-16+0.00174774j -3.38101e-17-0.000229604j 9.91673e-17-0.00149577j -5.06388e-17-6.08305e-05j -1.47102e-16+0.00164216j 6.82732e-17-0.00131108j -1.03617e-16+0.000109997j -1.01612e-16+0.00168539j -7.65844e-20+0.000555513j 1.73459e-17-0.000829029j 5.38947e-17-0.00136786j -2.02006e-17+0.00133066j 1.1911e-16-0.00154299j -1.66792e-17+0.000244674j -4.8424e-17+0.000563634j -5.39426e-17+0.00104422j 9.00838e-18-0.000268689j -1.26419e-16+0.000994085j 8.28668e-18+6.82521e-06j 
2.97374e-17+0.000474035j -5.86704e-18+0.00216028j -2.09052e-17-0.000350776j 3.07962e-17-0.000872478j 1.71505e-17-1.70859e-05j 1.06743e-16+9.80519e-05j 1.06179e-17-0.00191389j -8.03883e-17+0.000680106j -1.44144e-17-0.000672298j 5.05912e-16+0.000901731j -1.5795e-16+0.0010374j 4.6461e-18+0.000772006j 2.7176e-16+0.00101465j -2.47881e-17+0.000305476j 9.26811e-17-0.00116582j 1.93465e-18-0.00145994j 4.36513e-15-0.000881989j -4.67037e-18+1.00183e-05j 5.77312e-17-0.000375003j 4.71153e-17+0.00083325j -4.67137e-16-0.000956435j -1.1734e-17+0.000493307j 5.66527e-17+0.00112452j 1.69474e-16+0.000658222j 8.4035e-18-0.000579371j 2.80089e-18-0.000949618j 2.68064e-17+0.000130387j -1.49666e-17+0.000126976j -8.73246e-16-0.000977731j 2.38309e-15+0.000871147j -1.85068e-15+0.000820669j -3.63776e-16+0.00116348j 2.41645e-18-0.000190773j -3.03e-17-0.000490213j 1.06582e-18-0.00011227j -4.16189e-17-0.000268954j -1.40769e-17+0.000242491j -3.62609e-17-0.000993018j 4.02505e-17+0.000541478j -1.40805e-17-0.000306523j 2.71571e-17+0.000721115j -4.50436e-17-0.000606941j -1.18089e-16-0.000961175j 2.59313e-16+0.000632236j 3.94816e-17-1.41965e-05j 4.09602e-18-6.47847e-07j 1.78332e-17+0.00012584j -4.51815e-17-0.000625997j 7.62635e-17+0.000662166j 7.52229e-17+0.000678398j 2.9131e-14-0.00051675j 1.5134e-17-3.18063e-06j 1.26087e-16-0.000218918j 1.37921e-16-0.000909169j 7.10939e-18+0.000584046j 4.71401e-17+0.000810203j 1.61713e-17+0.00018442j -3.14745e-17+0.000349777j 6.85917e-18-0.00053029j 5.32591e-18+0.000744078j -3.63971e-17-0.000530421j -2.22064e-17-0.00100066j 2.83836e-17+0.000531476j 3.94379e-17+0.000546775j -5.57792e-17-0.00123437j 3.11325e-17-0.000624522j 6.52989e-18+7.62433e-05j 5.88469e-18+0.000487519j -3.76651e-17-0.00016869j 2.19762e-17+0.000221753j 3.15527e-17+0.00174706j -6.7688e-17-0.000629784j 
3.46731e-16+0.000761844j 8.45694e-16+0.00212951j -7.24505e-17-0.000151245j -2.47557e-17-4.91508e-05j 6.67735e-17+0.000180975j -4.33137e-17-0.000173991j -2.84929e-16-0.000690442j 2.58032e-16+0.000779128j -1.43154e-16-0.000427251j 1.20489e-16+4.40249e-05j 1.74449e-16+0.000742713j 7.15027e-17+0.000113732j 2.01607e-16+0.000255971j 1.11222e-16+0.000379235j -1.10818e-16-0.000322457j -2.33575e-16-0.000576492j 7.81611e-16-0.000172157j -1.64046e-16-0.000356445j -1.48465e-17+0.000112267j 1.31125e-16+0.000290937j -1.1641e-16-0.000105116j 8.01859e-17+0.000219789j 6.38262e-17+7.83767e-05j 2.07528e-16+0.000345851j -2.34022e-18+1.0717e-07j -1.0786e-16-0.000189739j 3.66967e-17-1.53441e-05j -1.08652e-16-0.000352798j -8.27048e-16-0.00150167j 6.75086e-16-0.000167378j -7.7334e-16+0.000537758j -1.38311e-16+8.69336e-05j 7.42071e-17+0.000156235j -2.80705e-16-0.00073866j -2.03612e-16-0.000497701j -1.68297e-16-0.0004291j 1.08638e-16+0.000292483j -7.36761e-16-0.001893j 4.57765e-16+0.00120139j -3.42622e-16-0.000905972j 5.32598e-16+0.00138462j -4.0806e-16-0.00109952j -7.29993e-16-0.00153879j 8.31393e-16+0.00102084j 4.82332e-17+0.000113795j -9.31867e-17-0.000322179j -1.42263e-16-0.000483831j -3.7954e-16-0.00104427j 7.06766e-16+0.00158176j 3.21413e-16+0.000600574j 4.34158e-14-0.000775359j -3.79905e-17-0.000179557j -2.89105e-17-0.00038645j -2.64182e-16-0.00162609j 4.28243e-16+0.0011155j 3.64364e-16+0.0010496j 1.56835e-17+2.55128e-05j 1.65611e-17+6.57056e-05j -2.20316e-16-0.000627539j 5.632e-16+0.00140374j -4.92588e-16-0.00131738j -6.12112e-16-0.00161531j 3.50273e-16+0.000905105j 4.63754e-16+0.00118988j -8.03509e-16-0.00206811j -3.32098e-16-0.000870388j -7.03571e-17-0.00017346j 8.17968e-17+0.000225386j -1.51987e-16-0.000390421j -8.09259e-17-0.000202685j 1.00547e-15+0.00249635j -3.21314e-16-0.000673621j 
-2.13967e-17+0.000576861j -6.40099e-17-0.000998329j -1.21812e-17+0.00143632j 2.37848e-17+0.000333199j -6.51822e-18+0.00123066j -7.85501e-17-0.00077801j 8.00408e-17+0.000352951j -5.65205e-18+0.000400689j 7.61722e-17-7.7907e-07j -3.80101e-16-0.000802192j -1.1229e-16+0.00057551j -1.39615e-17-0.000990883j -1.74559e-16-0.000584685j -6.99424e-17+0.000698328j 2.11622e-17+0.000191549j 4.6086e-17-7.63906e-05j -7.88372e-16+0.000164643j -6.13211e-17-0.000737805j -1.28203e-16+0.000794104j -4.89007e-17+0.000506284j 2.83628e-16+0.000609783j 1.26699e-17+0.000484993j -1.62781e-17-0.000610597j 1.75809e-16+0.000803469j 2.38792e-17-4.10158e-05j 3.54673e-17+0.000367618j 1.72731e-18-0.000597412j -6.98304e-18+0.000122494j 4.56296e-16+0.00100877j -1.23769e-15-0.000255364j -7.21135e-16+0.00026423j -1.63927e-16+0.000732436j 1.81661e-18+0.000894151j -4.22141e-19+0.0013931j 2.11343e-17-0.000593199j -3.00116e-17+0.00148412j -2.63792e-17-0.000414568j -9.64857e-19+0.00120666j 2.18945e-17-0.00114574j -1.03694e-17+0.000227243j -1.31203e-17-0.00110415j -2.01463e-17+0.00167332j 5.25434e-17+0.00182056j -7.50216e-17+0.000103886j -6.43396e-17-0.00114517j 4.01366e-16-0.00137302j -8.60263e-18-0.00149917j 8.7085e-17+0.00158866j 3.4414e-17-0.000783942j -1.85083e-16-0.000883922j -2.85366e-14+0.000505576j -3.23754e-18+0.0002113j 7.85289e-16-0.00141559j -5.68767e-16+0.00203604j -4.30156e-17-7.09752e-05j 8.42188e-17-0.00311927j -1.1142e-18-0.00122184j 3.01805e-18-0.000533274j 1.10627e-16+0.000593466j 3.41473e-18-0.00028981j -2.41533e-17+0.000819468j 5.73606e-18+0.0012993j 2.51602e-17-0.00114505j 1.29123e-17-0.000906656j -3.70441e-18+0.00220323j 4.53311e-17-0.000385795j -1.81433e-18-0.000791652j -1.24477e-17-0.00130235j -1.84953e-17+0.00122271j 1.72207e-17-0.00168277j -9.53602e-17-0.00121883j 6.64015e-17+0.00146837j 
9.70991e-17+0.000502137j 1.6984e-16+0.000914592j 3.23162e-17+0.000344655j -7.21052e-17-0.000398618j 9.23156e-17+0.000517329j -1.0799e-17-0.000242152j -1.44328e-16-0.000802474j 3.08723e-17+0.000383081j -1.41838e-17-0.000199813j 5.40207e-17+2.25289e-05j 1.81225e-17+0.000637972j 9.18812e-18-3.48624e-05j 1.49535e-16+0.000291847j 4.02278e-17+0.000420296j -4.29234e-17-0.000419029j -1.11343e-16-0.000646625j 1.31664e-15-0.000276092j -6.1558e-17-0.000262814j -4.13498e-18+0.000130445j 1.00851e-16+0.000515272j -1.18444e-16-0.000133734j 9.89399e-17+0.000514377j 9.91583e-17+0.000351812j 2.01269e-16+0.000485511j -3.44886e-17-0.00021793j -4.82081e-17-0.000272672j -9.48772e-18-0.000132611j -1.25213e-17-9.64159e-05j -2.49258e-16-0.000269931j 5.67464e-16+0.000175923j -1.00443e-15+0.000513332j -1.21302e-16+0.000526755j -3.5201e-17-5.15889e-05j 4.75574e-17+0.000393564j -4.14596e-17-0.000349585j 1.22899e-16+0.000855308j 1.33542e-16+0.000682091j 6.98494e-17+0.000402312j -1.23268e-16-0.000761253j 6.97826e-17+0.000320426j -3.80279e-17-0.000241587j 1.93726e-16+0.00113611j -1.39594e-17+0.00032814j 5.00174e-16+0.000888764j -3.82772e-16-0.00136698j 1.15646e-16-0.000557795j 3.89011e-17+0.000116523j 4.20836e-17+0.000429739j -1.5623e-16-0.000745519j 2.60123e-16+0.000905048j 1.57346e-14-0.000280979j 1.74979e-16+0.000466258j 5.36934e-16-0.00160106j -1.88123e-16+0.00103511j -1.06211e-17+0.000114185j -1.4377e-16-0.00129519j -5.14418e-17-0.000310396j 1.42119e-16+0.000768986j -1.33769e-16-0.000710193j 2.34394e-17+0.000308979j 1.30027e-16+0.000794565j 2.58413e-17+0.000225246j -7.78736e-17-0.000520882j -1.17039e-16-0.00067772j 1.0794e-16+0.000733511j -1.78711e-16-0.0010857j 4.44787e-18-9.19598e-05j 4.09509e-17+6.1152e-05j 1.08316e-16+0.00072849j -5.95517e-17-0.000562124j 1.48011e-16+0.000791309j -3.62074e-18+0.000181135j 
1.05406e-16+0.00114167j 6.68441e-17+0.0042046j 2.1686e-18-0.000609869j -3.22074e-18-0.000694101j 4.89466e-17+0.000152537j 7.28318e-17-5.1024e-05j -4.34803e-17-0.00184311j -4.59887e-17+0.00115268j 3.4987e-18-0.000704724j 2.84936e-16+0.000408757j -1.40543e-16+0.0012709j 4.48001e-18+0.00056219j 2.81235e-16+0.000901784j -5.17732e-18+0.000569439j 4.82264e-17-0.000894578j -3.46488e-17-0.00130765j 2.64884e-15-0.000536099j -6.29026e-17-0.000362193j 1.33312e-17-7.63931e-05j 7.50769e-17+0.000604813j -2.76797e-16-0.00052213j 1.60182e-17+0.000598249j 4.42068e-17+0.000768057j 1.52725e-16+0.000485741j 3.4104e-19-0.000154232j -2.30695e-17-0.000627851j 1.46755e-17+8.12896e-05j 5.21298e-17-0.000657043j -7.49788e-16-0.00276888j 2.08915e-15+6.3976e-05j -1.83844e-15+0.0010006j -3.03429e-16+0.000154162j 3.50852e-18-0.000524082j -9.18126e-18-0.00126747j -8.71769e-18-0.000617449j -1.00597e-17-0.000344473j 6.35596e-18+0.0015848j -1.09301e-17-0.00238698j 1.36116e-18+0.00110278j 1.626e-17-0.000740605j 7.87144e-18+0.00198512j 1.96012e-17-0.000826578j -2.67781e-16-0.00253813j 1.00308e-15+0.00228596j -1.34088e-16-0.000952559j 2.07787e-17-0.0001637j 2.81597e-17+0.000668542j -6.35286e-17-0.00169042j 7.12813e-17+0.00128561j 3.24145e-16+0.00252794j 9.01417e-14-0.0015996j 1.5265e-16+0.000285899j 7.1657e-16-0.00164716j 2.94678e-16-0.0018057j -4.00761e-18+0.00144014j -2.19458e-17+0.00156611j -1.33451e-17+0.000454708j -4.03982e-17+0.00149578j -3.5584e-17-0.0020942j -1.78324e-17+0.00219304j 7.12201e-19-0.000954925j -3.62375e-18-0.00238068j 3.55077e-19+0.00109342j 1.18091e-17+0.00103018j -2.08695e-17-0.00281909j -3.89144e-18-0.00218918j 3.16531e-18+0.00022985j 7.59827e-18+0.00121952j -6.53587e-18-0.000294444j 3.61619e-18+0.00015054j 1.05502e-16+0.00468755j -1.34944e-16-0.00150836j 
2.11948e-18+0.000945168j -6.68197e-18-0.00102251j -1.21399e-17+0.00158511j 4.70989e-18+0.00106502j -1.65129e-17+0.00126365j -1.42658e-16-0.000984266j 6.7168e-17+0.00133532j 5.50274e-17+0.000231172j 7.32009e-17+0.000348481j -6.7546e-16-0.00134624j -2.15557e-17+0.000107316j -1.2431e-17-0.00131892j -2.98465e-16-0.00110014j -4.70745e-17+0.000578587j -3.43914e-17+0.000928632j 3.61685e-17+0.000774022j -3.72833e-15+0.000759805j -9.03445e-17-0.000824193j -1.611e-16+0.000910397j -7.10454e-17-8.48279e-05j 5.9353e-16+0.00124408j 7.18867e-18+0.000158337j -6.64813e-17-0.00139025j 4.17398e-17+0.000290422j 1.90564e-17+0.000419102j 2.48618e-17+0.000774728j -1.30369e-17-0.000300668j 3.35256e-17-0.000446258j 1.05692e-15+0.000642096j -2.9411e-15-0.00125932j -3.31715e-16+0.00024539j -5.87253e-17-0.000394778j -2.15465e-18+0.00142455j -1.57973e-17+0.00143583j 2.83895e-17-0.00122696j -5.24746e-17+0.00171621j -2.3671e-17-0.000288393j -2.79386e-17+0.000458864j 4.05011e-17-0.00078891j -1.65325e-17-0.000293539j 2.66559e-19-0.00057143j -3.64634e-17+0.00165113j -3.95807e-17+0.00152557j 1.80983e-16+0.000747714j -8.72471e-17-0.0015009j 5.61936e-16-0.00202907j 2.55408e-17-0.00231301j 1.12923e-16+0.00144292j 1.16964e-16-7.73677e-05j -1.76141e-16-0.000866221j -1.23428e-14+0.00021788j 1.3292e-17+0.000188376j 1.13706e-15-0.00216746j -5.77023e-16+0.0017786j -4.53445e-17+0.000510307j 1.18146e-16-0.00357942j 1.13572e-17-0.00161573j 1.14048e-17-0.000711084j 1.42003e-16+0.000388276j 3.50703e-17+0.000441531j -3.56018e-17+0.000289256j -1.38309e-17+0.000854172j 5.21655e-17-0.00104261j 3.44249e-17-0.000514316j -4.05313e-17+0.00174526j 4.25919e-17-0.000921141j 1.33899e-20-0.00117367j -4.64339e-18-0.00170392j -2.73282e-17+0.00128585j 3.036e-17-0.00244332j -5.36666e-17-0.000412286j 3.98589e-17+0.00162928j 
-1.06475e-16-0.00153452j -7.91795e-17-0.000562347j -2.60099e-17-0.00118436j -1.12195e-17-0.00110571j -2.27215e-17-0.000931537j 1.36085e-16+0.00093196j 3.5326e-19-0.000773566j -7.97055e-17-0.000382672j -1.30138e-17-0.000208516j 4.21999e-16+0.000887083j -2.78965e-17-0.000219075j -2.02232e-18+0.000729095j 1.53293e-16+0.000671131j 2.98765e-20-0.000441629j 4.85962e-17-0.000709509j 2.70263e-17-0.000539761j 2.94185e-15-0.000595487j 1.15654e-16+0.000628269j 1.11595e-16-0.000423241j 7.17257e-18+0.000166037j -4.2964e-16-0.000923928j -2.8873e-18-2.03756e-05j 5.7563e-17+0.0011342j -2.52749e-17-5.87209e-05j 1.37702e-17-0.000379368j 3.31375e-17-0.000246222j -1.60434e-17-0.000393065j -5.78674e-17+0.000885617j -9.36651e-16+0.000452066j 2.62528e-15+0.00149362j 1.28614e-15-0.000865214j 1.59819e-16+0.000707456j -8.40214e-17-0.00185117j -2.01424e-18-0.000939524j 3.32496e-17+0.00188893j 4.45663e-17-0.00144181j 8.3862e-17+0.000207656j 1.18873e-16+0.00133956j -9.44293e-17-0.000302654j 7.84123e-17+0.00120401j -3.88809e-17-0.000698082j 6.53269e-17-0.000716973j 1.74185e-16-0.000277365j -5.91218e-16-0.00166923j 6.27545e-17+0.00142579j -5.62811e-16+0.00253219j 6.89049e-17+0.00309989j -1.59591e-16-0.000605867j -3.31095e-16-0.00149265j 1.97454e-16+0.000568984j -2.47354e-14+0.000439921j -5.71291e-18-1.37735e-05j -1.26522e-15+0.0026009j 3.1405e-16-0.000366004j -2.22202e-17-0.00159204j -3.77265e-17+0.00292236j 3.98116e-17+0.00176295j 6.77858e-17+0.000851314j -2.17261e-16+4.27997e-05j -1.26751e-16-0.00174471j 1.1098e-16+0.000989556j 5.28504e-17+0.000568174j -8.13116e-17+0.000305075j -1.09353e-16-0.000596122j 9.98679e-17+6.90792e-05j -2.45976e-17+0.00164683j 6.21112e-17+0.00147414j 7.9154e-17+0.00170265j 1.85092e-17-0.000954664j 5.73569e-17+0.00283313j -3.98403e-17-0.00168949j -2.40793e-17-0.00117508j 
-4.13705e-15+0.00121636j -3.16603e-15+0.000923322j -2.16738e-15+0.000633211j -1.96133e-15+0.000572263j -1.1138e-15+0.000337438j 1.87753e-15-0.000553592j 1.82921e-15-0.000514564j -2.47226e-15+0.000709642j 1.59958e-15-0.00046124j -9.17773e-16+0.000313382j -2.73743e-15+0.000761784j -6.81013e-16+0.000185253j -4.24386e-16+0.000126743j -1.04619e-15+0.000302055j 1.17589e-15-0.000323159j 2.00609e-15-0.000579067j 2.62187e-15-0.000308609j 8.94977e-16-0.000285791j 5.53931e-16-0.000158624j -1.50618e-15+0.0004403j 6.9731e-16-0.000217896j 1.6813e-16-4.57138e-05j 6.46931e-16-0.000187899j -1.82935e-15+0.000568369j 9.63689e-16-0.000274772j 2.19143e-15-0.000629345j -1.88501e-15+0.000546651j 3.3086e-16-0.000103513j 1.27039e-15-0.000348023j 5.38921e-16-0.000230302j -6.11894e-15+0.00111761j -3.21163e-15+0.000805844j -7.16803e-15+0.00207175j -7.13324e-16+0.000212712j 4.60352e-15-0.00133719j 4.06099e-16-0.000106794j 6.50481e-15-0.00186078j 9.08978e-15-0.0026178j -6.91358e-15+0.00197964j 7.02434e-15-0.00202234j -4.69377e-15+0.00134634j 6.20854e-15-0.00176424j 1.83538e-15-0.000548138j -7.25535e-16+0.000232277j -4.18195e-15+0.00122851j 6.63608e-15-0.00182381j 1.34734e-14-0.00384127j 9.37852e-16-0.000198174j -1.15849e-14+0.00340442j 7.99893e-15-0.00236113j 2.99915e-15-4.99505e-05j 3.20163e-15-0.00095079j -1.4594e-15+0.000319247j 7.41086e-15-0.00196427j -6.47441e-15+0.00186438j 1.67946e-15-0.000521144j 4.86219e-15-0.00139252j 8.66697e-15-0.00246529j -4.69248e-15+0.00138841j -5.24119e-15+0.00155734j 1.00644e-14-0.00287554j 5.26535e-15-0.00150485j -3.11994e-15+0.000899753j -7.76849e-15+0.00223098j 6.82129e-15-0.00195546j -2.00565e-16+3.9861e-05j 5.1851e-15-0.00149984j 6.26946e-15-0.00181404j 9.02873e-16-0.000247621j 6.62381e-15-0.00192409j -3.99863e-15+0.00116499j -2.48465e-15+0.000722311j 
1.17955e-17+0.000430139j -4.58511e-17+0.00166613j 4.51458e-18-0.00046269j 1.84552e-18-0.000237919j 2.82139e-18-0.000223893j 4.64486e-17+0.00011871j 2.63397e-18-0.000573531j -3.592e-17+1.31092e-05j -7.35792e-18+1.39451e-05j 1.21759e-16+0.00026542j -1.14617e-17+2.19326e-05j 2.4906e-18+0.000460917j 1.2463e-16+0.000436643j 1.01898e-17-8.88319e-05j 2.44518e-17-0.00016086j 1.42738e-17-0.000159361j 3.56976e-16-7.06214e-05j 1.45298e-17+0.000182018j 4.95347e-17-0.000363955j 9.37044e-18-0.000122392j -9.2464e-17-0.000193496j -2.29622e-17+5.80205e-05j -1.29574e-17+0.000364918j -9.19825e-17-0.000330695j -6.92933e-18+4.39507e-05j -6.21397e-18-0.000357696j 4.29467e-18+0.000500442j 4.86579e-17-0.000558204j -6.43463e-17-0.001156j 3.34581e-16-0.000248699j -6.31162e-16+0.000441291j -9.53358e-17-0.000592382j -5.65087e-18-0.000292951j 1.3514e-17-0.00037591j 2.1392e-17-0.000441698j -3.95648e-18+0.000229947j -1.53194e-17+0.00115421j 5.37654e-17-0.000737071j -2.62269e-17+2.3447e-05j 3.60906e-17-7.32228e-05j -3.90079e-17+0.000735258j 3.13647e-17+0.000298405j -8.93017e-17-0.000932146j 5.54995e-16+0.00138985j -1.28079e-16-0.00113602j 8.67354e-17-0.000198597j 5.88542e-18+0.000595124j -1.89855e-17-0.000578515j -3.66505e-17+2.82532e-05j 1.60352e-16+0.00165312j 4.68513e-14-0.000831291j 1.15996e-16+0.000416782j 7.29938e-16-0.00148386j -2.5341e-17-0.000198123j -4.68762e-17+0.000529698j -7.00452e-18+0.000135865j -1.57357e-17+0.000162625j -4.03222e-17+0.00115248j 3.45521e-18-0.00135314j -7.88209e-17+0.00099328j 2.38198e-17+0.000117605j 4.26772e-17-0.000817292j -2.24503e-17+0.000154203j -2.44558e-17-6.84236e-06j 4.91327e-17-0.00079017j 4.06392e-17-0.0013726j 9.27702e-18+0.000159926j -2.51589e-18+0.000654708j 1.28967e-18+0.000131179j 1.78314e-17-6.68531e-05j -4.28505e-17+0.00219206j -4.24218e-17-0.000614037j 
