-0.169339-0j -0.178702-0j -0.132529-0j -0.133902-0j 0.221774-0j -0.141145-0j -0.0823347-0j -0.104773-0j -0.100182-0j 0.237665-0j -0.0698488-0j -0.0748536-0j -0.106956-0j -0.0441171-0j -0.113168-0j -0.109331-0j 0.179658-0j 0.181519-0j -0.0808511-0j -0.0864335-0j -0.0666987-0j -0.0598829-0j 0.281695-0j -0.0873292-0j -0.0213106-0j -0.0605034-0j 0.150312-0j 0.196063-0j -0.0305588-0j -0.035652-0j 0.11437-0j -0.0956643-0j -0.062391-0j 0.311779-0j -0.0558042-0j -0.0363947-0j 0.120064-0j 0.107388-0j -0.00949446-0j -0.0378146-0j 0.153444-0j 0.246483-0j -0.0540322-0j -0.0394595-0j 0.0632924-0j 0.147891-0j 0.249037-0j -0.0222871-0j -0.0398684-0j 0.121308-0j -0.0180145-0j 0.266018-0j -0.0155977-0j 0.100074-0j -0.00397182-0j 0.101669-0j 0.155177-0j -0.0315188-0j 0.0319741-0j 0.177921-0j -0.0225181-0j 0.0353815-0j 0.103787-0j -0.00830765-0j -0.00287726-0j 0.0412784-0j 0.0270754-0j -0.00158627-0j -0.00712085-0j 0.0228434-0j -0.00656778-0j 0.00712269-0j -0.00342673-0j 0.00119942-0j -0.00113329-0j -0.000241393-0j -3.00214e-05-0j 
-9.26107e-05-0j 0.000189659-0j -7.24793e-05-0j -6.47061e-05-0j -6.23802e-05-0j 0.0001498-0j -0.000172095-0j 0.000167787-0j -5.47892e-05-0j 0.00012973-0j -3.81999e-05-0j -4.0937e-05-0j -5.16847e-05-0j -2.95221e-05-0j -0.000351701-0j 0.000116034-0j -5.05338e-05-0j -4.51141e-05-0j 8.58086e-05-0j 0.000138417-0j -0.000139413-0j -3.27496e-05-0j -3.15133e-05-0j 0.000123572-0j 0.000146407-0j -2.92373e-05-0j 0.000123804-0j 0.000107022-0j 0.000180239-0j -1.94979e-05-0j -0.000122951-0j -0.000297303-0j -3.01494e-05-0j 6.76867e-05-0j 0.000341552-0j -2.43545e-05-0j -0.000449354-0j -3.0206e-05-0j 0.000224242-0j 0.000141796-0j -3.81364e-05-0j 8.07435e-05-0j 0.000179023-0j 4.1879e-05-0j -2.17833e-05-0j -7.50474e-06-0j 7.20839e-05-0j 0.000102257-0j -8.33324e-05-0j -0.000193897-0j 0.000123762-0j 3.60437e-05-0j 2.49787e-05-0j 0.000315024-0j 0.000209177-0j -1.13738e-05-0j -4.14082e-05-0j 4.45996e-05-0j -0.000330828-0j -1.75872e-05-0j 4.41242e-05-0j 1.93132e-05-0j -1.42068e-05-0j -0.000574552-0j -1.57356e-06-0j -4.43752e-05-0j 0.000130808-0j -0.000451033-0j -3.44103e-06-0j 8.0716e-05-0j -4.395e-06-0j 0.00019293-0j 8.09331e-05-0j 9.87122e-05-0j 0.000110044-0j 5.90217e-05-0j 1.46784e-05-0j 
-0.00143502-0j 0.00590757-0j 0.00108001-0j -0.011817-0j -0.000966592-0j -0.00448706-0j 0.00876487-0j -0.000887871-0j -0.000848967-0j 0.00404089-0j -0.000591914-0j 0.00185432-0j 0.00907697-0j 0.00693843-0j 0.00374114-0j 0.00361428-0j 0.000752998-0j -0.00823902-0j -0.00781337-0j 0.000704365-0j -0.00682804-0j 0.000487998-0j -0.000488304-0j -0.00770689-0j -0.00882845-0j -0.00533949-0j -0.000655129-0j -0.00320571-0j -0.000258962-0j 0.00147585-0j 0.00626193-0j -0.00304121-0j 0.0160959-0j 0.00210833-0j 0.00594059-0j -0.00550438-0j 0.00204138-0j 0.00136824-0j -0.0112517-0j 0.000936769-0j 0.00669757-0j 0.000410879-0j 0.00458552-0j -0.00637223-0j 0.00511962-0j -0.000116287-0j -0.00449569-0j 0.00350516-0j -0.0124069-0j -0.0060294-0j 0.00717673-0j -0.00107964-0j 0.000904974-0j -0.00526904-0j 0.000356508-0j 0.000860914-0j 0.00210894-0j 0.0135878-0j -0.00681272-0j 0.00938926-0j -0.0103528-0j -0.00411873-0j -0.00321089-0j 0.00946761-0j 0.000262597-0j -0.0110402-0j -0.00656347-0j 0.01332-0j 0.00553529-0j 0.0142284-0j -0.00707207-0j -0.000316208-0j 0.0198375-0j 0.0199782-0j -0.0278189-0j -0.0197982-0j 0.0107746-0j 
-9.35509e-06-0j -1.95398e-07-0j 7.04071e-06-0j 7.10456e-06-0j -6.30136e-06-0j 1.48413e-07-0j 8.82704e-06-0j 1.69491e-05-0j -5.53455e-06-0j -1.33656e-07-0j -3.85878e-06-0j 1.20886e-05-0j -5.45721e-06-0j 7.11875e-06-0j 3.62343e-07-0j -1.19545e-07-0j 4.9089e-06-0j 4.95342e-06-0j 2.58434e-07-0j -1.3446e-05-0j -6.87647e-06-0j 3.18133e-06-0j -3.18333e-06-0j -1.35679e-05-0j 4.59268e-06-0j 3.21018e-06-0j 1.25061e-05-0j 1.06032e-07-0j 1.82069e-05-0j 9.6213e-06-0j 6.30634e-06-0j -2.94552e-07-0j -9.67708e-06-0j -6.97348e-08-0j -1.75188e-05-0j -5.64744e-06-0j 4.62951e-07-0j 8.91975e-06-0j 2.56031e-06-0j -4.18719e-05-0j -4.02668e-06-0j -7.8435e-06-0j 1.89024e-05-0j 2.10767e-07-0j 5.25268e-06-0j -7.58093e-07-0j -7.91463e-06-0j -2.46576e-05-0j -1.24949e-05-0j -5.83969e-07-0j -3.73343e-06-0j 3.57101e-08-0j -1.72755e-05-0j 1.55384e-05-0j 1.28613e-06-0j 5.61243e-06-0j 2.1239e-06-0j 2.39212e-05-0j -1.03778e-05-0j -5.64496e-06-0j 3.11033e-05-0j 1.3623e-07-0j -3.29434e-06-0j 6.30842e-06-0j 1.71191e-06-0j -1.11185e-05-0j 1.49351e-06-0j -1.75563e-06-0j -3.3279e-06-0j -7.40179e-06-0j -7.25587e-06-0j -1.14074e-06-0j -4.51399e-06-0j 2.66565e-07-0j -1.25217e-06-0j -1.1288e-07-0j 3.32365e-08-0j 
9.16608e-05-0j 9.67287e-05-0j -0.000209705-0j 7.24793e-05-0j -0.000120043-0j -0.000223339-0j 4.45666e-05-0j 5.67122e-05-0j 5.42272e-05-0j -0.000128644-0j 3.78081e-05-0j 3.44206e-05-0j -0.00016924-0j 2.38799e-05-0j 6.12562e-05-0j 5.91791e-05-0j 0.000284279-0j -9.82538e-05-0j 3.71785e-05-0j -0.000136767-0j -0.00010554-0j -9.47549e-05-0j -0.000152477-0j 4.727e-05-0j 1.15351e-05-0j 3.27496e-05-0j -8.13619e-05-0j 0.000310238-0j 1.65411e-05-0j 0.000237721-0j -6.1907e-05-0j -0.000151373-0j 2.86898e-05-0j -0.000168761-0j 3.0206e-05-0j -5.75887e-05-0j -6.49888e-05-0j -4.93813e-05-0j 5.13922e-06-0j 1.73886e-05-0j 0.0002428-0j 0.000390019-0j -8.54971e-05-0j 0.000263109-0j -3.42592e-05-0j -8.00511e-05-0j -0.0001348-0j 1.20637e-05-0j 1.8333e-05-0j -5.57821e-05-0j -2.8505e-05-0j 0.00042093-0j 0.00026581-0j 0.000158351-0j 2.14989e-06-0j -0.00067791-0j -8.39951e-05-0j 0.000210161-0j -1.73071e-05-0j -8.18149e-05-0j 1.03547e-05-0j -0.000602957-0j 0.000164226-0j -1.31455e-05-0j 0.000144687-0j -0.000275237-0j -1.46555e-05-0j 8.58624e-07-0j 0.000224885-0j -1.05043e-05-0j 0.000111925-0j 1.12705e-05-0j 2.28488e-05-0j -6.49227e-07-0j 5.21128e-07-0j -3.81966e-07-0j 1.62501e-08-0j 
0.000641625-0j -0.000650298-0j -0.000482892-0j -0.000506958-0j -0.000840302-0j 0.00049393-0j 0.000275652-0j 0.000396985-0j 0.000379591-0j 0.000864865-0j 0.000264657-0j -0.000829105-0j 0.000389408-0j 0.000783648-0j -0.00041182-0j -0.000397855-0j 0.000654615-0j 0.000687238-0j 0.000860086-0j -0.000314936-0j -0.000214739-0j -0.000218194-0j -0.00106734-0j -0.000330631-0j 0.000840891-0j -0.000229068-0j -0.000569533-0j -0.000686113-0j 0.000115787-0j -0.000659884-0j -0.000382905-0j 0.000334772-0j 0.000690523-0j 0.00113457-0j 0.000186829-0j -0.000621682-0j 0.000436914-0j 0.00118947-0j 0.000649761-0j -0.000418849-0j -0.000558662-0j 0.000898105-0j 0.000196722-0j 0.000701447-0j -0.00112426-0j -0.000560358-0j 0.000942862-0j 0.000395884-0j -0.000390193-0j -0.00129046-0j -0.000683568-0j -0.000930915-0j -0.000404632-0j 0.000322192-0j 0.000415825-0j 0.0018818-0j -0.000519524-0j 0.000582925-0j -0.00126166-0j -0.00196917-0j -0.00116928-0j -0.000881524-0j 0.00177286-0j -0.000546736-0j -0.000117412-0j 0.000675088-0j -0.00185293-0j 0.000235137-0j 0.000237468-0j 0.00263499-0j -0.000798742-0j 0.000717101-0j -0.00114557-0j -0.000238747-0j -0.000491084-0j -5.96944e-05-0j 1.18644e-05-0j 
0.000523885-0j 1.09423e-05-0j -0.00200285-0j -0.000397855-0j 0.000352876-0j -4.22187e-05-0j -0.000494314-0j 0.000324137-0j 0.000309935-0j 7.48473e-06-0j 0.000216092-0j 0.00285265-0j 0.00155239-0j -0.00039865-0j 6.92951e-06-0j 6.69454e-06-0j -0.00139642-0j -0.000277391-0j 6.09848e-05-0j -0.00130623-0j 0.00195613-0j -0.000904984-0j 0.000178266-0j -0.000259476-0j -0.00025719-0j -0.00017977-0j 0.000239169-0j -3.01625e-05-0j 9.454e-05-0j 0.000807266-0j -0.000353155-0j -2.86146e-05-0j -0.00228358-0j 3.90515e-06-0j -0.000335032-0j 0.00160651-0j 3.78114e-06-0j 0.00210487-0j -0.000143377-0j 0.00144111-0j 0.00114546-0j -0.000761968-0j 0.000784241-0j 1.76842e-05-0j -0.00029415-0j 4.24532e-05-0j -0.000151361-0j -0.000201391-0j -0.00294853-0j 4.70606e-05-0j 0.00106204-0j -1.01584e-05-0j -0.00314498-0j 0.0015095-0j -7.20234e-05-0j 0.000470905-0j -0.000118938-0j -0.000685427-0j -0.000198468-0j -0.00133209-0j -0.00250653-0j -7.26215e-05-0j 0.00093713-0j 0.00061284-0j -0.00528572-0j -0.000932887-0j -8.36366e-05-0j -3.35751e-05-0j 0.00529903-0j -0.00174666-0j 0.00386795-0j 0.000324504-0j -0.000378742-0j -1.49277e-05-0j -0.000295486-0j 3.21106e-05-0j -1.28032e-06-0j 
-6.23673e-06-0j -1.30265e-07-0j -4.88101e-06-0j 4.73637e-06-0j 2.05367e-05-0j -1.02888e-07-0j 5.88469e-06-0j -3.85878e-06-0j -3.6897e-06-0j 4.35597e-07-0j -2.57252e-06-0j -2.75684e-06-0j 3.78324e-06-0j 4.74584e-06-0j -8.24942e-08-0j -7.96969e-08-0j 1.66366e-05-0j -1.61437e-05-0j -5.89367e-08-0j -3.18333e-06-0j 4.76715e-06-0j -2.20547e-06-0j -1.39234e-05-0j 3.089e-06-0j 3.06179e-06-0j 2.14012e-06-0j 1.39192e-05-0j 3.59349e-07-0j -1.12548e-06-0j -1.31306e-06-0j -2.0553e-05-0j -6.97348e-08-0j 2.20689e-06-0j -3.05009e-07-0j 3.98848e-06-0j 3.91511e-06-0j 2.20055e-07-0j 9.94436e-06-0j 1.70687e-06-0j -1.39271e-06-0j -1.36467e-05-0j -1.2183e-05-0j 1.91122e-06-0j -2.87641e-08-0j -1.7119e-05-0j -4.11764e-05-0j 1.18219e-05-0j 2.39751e-06-0j 2.84951e-06-0j 2.22336e-07-0j 2.58822e-06-0j -8.75088e-07-0j -5.74462e-07-0j -1.79838e-05-0j 8.57421e-07-0j -5.02521e-06-0j 5.00506e-05-0j 1.11488e-06-0j -1.15504e-05-0j 8.44601e-06-0j 2.42235e-06-0j 6.4848e-08-0j 1.49836e-05-0j 1.49351e-06-0j -1.05969e-07-0j -7.41795e-06-0j 6.53238e-06-0j 3.99703e-07-0j 2.51878e-07-0j -8.25204e-06-0j 7.0652e-07-0j -3.86606e-06-0j 6.16042e-07-0j -8.68761e-07-0j 2.85562e-07-0j 7.82546e-08-0j -3.7498e-09-0j 
-0.000432183-0j 0.00133213-0j -0.000338237-0j -0.00160209-0j 0.000566007-0j 0.00105216-0j -0.000257117-0j -0.0002674-0j -0.000255683-0j -0.00177167-0j -0.000178266-0j -0.00019104-0j -0.00127969-0j 0.00154947-0j 0.000843608-0j 0.000815002-0j 0.000458518-0j 0.00217182-0j 0.000602702-0j -0.000220593-0j -0.000208289-0j -0.000152832-0j 0.000718935-0j -0.00104486-0j 0.00100939-0j -0.000723903-0j 0.000383624-0j -0.00146155-0j -7.79916e-05-0j -9.09901e-05-0j 0.000357158-0j 0.000713127-0j -0.000746487-0j -0.00232415-0j -0.000174267-0j 0.00127825-0j -0.000895012-0j 0.000274074-0j -0.000743785-0j -9.65096e-05-0j 0.0018359-0j 0.000629068-0j -0.000646476-0j 0.00029415-0j -0.00222294-0j 0.000377443-0j 0.00297964-0j 0.000782763-0j -0.000124502-0j -0.000904287-0j 0.00085327-0j -0.00198302-0j -3.98082e-05-0j 0.000312514-0j -0.00202755-0j 0.000259477-0j 0.000484591-0j -0.000377111-0j -0.00151448-0j 0.00212876-0j 0.000790874-0j -0.000263751-0j -0.00364518-0j -0.000650812-0j -7.34327e-06-0j 0.000128905-0j 0.00212106-0j -0.00233834-0j -8.51985e-05-0j -0.001082-0j 0.000230672-0j 0.00363603-0j -0.000268446-0j 0.00389907-0j -0.00167059-0j -0.00149149-0j -0.000513353-0j 
5.45714e-06-0j -1.11758e-05-0j 4.27088e-06-0j 3.81284e-06-0j 3.67579e-06-0j -8.82704e-06-0j 1.01408e-05-0j -9.88696e-06-0j 3.22848e-06-0j -7.64444e-06-0j 2.25095e-06-0j 2.41224e-06-0j 3.04555e-06-0j 1.73961e-06-0j 2.07242e-05-0j -6.83739e-06-0j 2.97773e-06-0j 2.65838e-06-0j -5.05632e-06-0j -8.15632e-06-0j 8.21498e-06-0j 1.92979e-06-0j 1.85694e-06-0j -7.28158e-06-0j -8.62711e-06-0j 1.72282e-06-0j -7.29524e-06-0j -6.30634e-06-0j -1.06207e-05-0j 1.14892e-06-0j 7.24493e-06-0j 1.75188e-05-0j 1.77657e-06-0j -3.98848e-06-0j -2.01261e-05-0j 1.4351e-06-0j 2.64785e-05-0j 1.77991e-06-0j -1.32136e-05-0j -8.3554e-06-0j 2.24721e-06-0j -4.75785e-06-0j -1.0549e-05-0j -2.46775e-06-0j 1.2836e-06-0j 4.42221e-07-0j -4.24759e-06-0j -6.02557e-06-0j 4.91041e-06-0j 1.14255e-05-0j -7.29276e-06-0j -2.1239e-06-0j -1.47189e-06-0j -1.85629e-05-0j -1.23259e-05-0j 6.70206e-07-0j 2.44e-06-0j -2.62806e-06-0j 1.94942e-05-0j 1.03633e-06-0j -2.60005e-06-0j -1.13804e-06-0j 8.37144e-07-0j 3.38558e-05-0j 9.27227e-08-0j 2.61483e-06-0j -7.70792e-06-0j 2.65774e-05-0j 2.02765e-07-0j -4.75624e-06-0j 2.58978e-07-0j -1.13685e-05-0j -4.76903e-06-0j -5.81667e-06-0j -6.4844e-06-0j -3.47789e-06-0j -6.08853e-07-0j 
0.000316391-0j -0.00195705-0j 0.000247616-0j 0.00691276-0j 0.000213114-0j -0.00154575-0j -0.0148139-0j 0.000195757-0j 0.00018718-0j -0.00133866-0j 0.000130505-0j 0.000139856-0j 0.00552165-0j 0.0164872-0j -0.00123936-0j -0.00119733-0j 0.000172642-0j 0.00481969-0j -0.00088544-0j 0.000161491-0j -0.0120007-0j 0.000111885-0j 0.000107661-0j 0.00450841-0j -0.000421739-0j 0.00312352-0j 0.000144442-0j -0.00110434-0j 5.70959e-05-0j 6.66118e-05-0j -0.0105836-0j -0.00104767-0j 0.00322096-0j -0.000698444-0j -0.0100405-0j 0.0136013-0j -0.000676266-0j 0.000103195-0j -0.0172095-0j 7.06525e-05-0j 0.00407423-0j 9.42034e-05-0j 0.00278944-0j -0.00043214-0j 0.0121653-0j 2.56389e-05-0j 0.00262991-0j 0.00832903-0j -0.00717327-0j -0.000683274-0j -0.000356508-0j -0.000371927-0j 2.91427e-05-0j -0.00926065-0j 0.000319791-0j 3.88569e-05-0j -0.00356442-0j 0.00162717-0j -0.000325446-0j 0.0018789-0j 0.00841534-0j -0.000199288-0j 0.00793406-0j -0.0150583-0j 5.37584e-06-0j -0.00381982-0j -0.0100389-0j 0.0198561-0j 0.000367617-0j -0.00023251-0j 0.00245448-0j 0.000294953-0j -0.00621124-0j 0.0149013-0j 0.0141859-0j -0.00938713-0j -0.0445907-0j 
0.000320813-0j 6.70075e-06-0j -0.00122649-0j -0.000243636-0j 0.000216092-0j -2.58536e-05-0j -0.000302704-0j 0.000198493-0j 0.000189795-0j 4.58344e-06-0j 0.000132328-0j 0.00174688-0j 0.000950644-0j -0.000244122-0j 4.24344e-06-0j 4.09955e-06-0j -0.000855129-0j -0.000169867-0j 3.73454e-05-0j -0.0007999-0j 0.00119788-0j -0.000554187-0j 0.000109165-0j -0.000158896-0j -0.000157496-0j -0.000110086-0j 0.000146461-0j -1.84707e-05-0j 5.78937e-05-0j 0.000494347-0j -0.000216262-0j -1.75228e-05-0j -0.0013984-0j 2.39141e-06-0j -0.000205165-0j 0.000983782-0j 2.31547e-06-0j 0.00128896-0j -8.78002e-05-0j 0.000882493-0j 0.000701447-0j -0.000466608-0j 0.000480248-0j 1.08293e-05-0j -0.000180129-0j 2.59972e-05-0j -9.26893e-05-0j -0.000123326-0j -0.0018056-0j 2.88186e-05-0j 0.000650363-0j -6.22069e-06-0j -0.0019259-0j 0.000924376-0j -4.41051e-05-0j 0.000288369-0j -7.28345e-05-0j -0.000419736-0j -0.000121536-0j -0.000815735-0j -0.00153493-0j -4.44714e-05-0j 0.000573873-0j 0.000375286-0j -0.00323683-0j -0.000571275-0j -5.12168e-05-0j -2.05605e-05-0j 0.00324498-0j -0.00106961-0j 0.00236863-0j 0.000198717-0j -0.000231931-0j -9.14129e-06-0j -0.000180947-0j 1.96637e-05-0j -4.44008e-07-0j 
-0.000130971-0j 0.000132741-0j 9.857e-05-0j 0.000103482-0j 0.000171526-0j -0.000100823-0j -5.62672e-05-0j -8.10343e-05-0j -7.74836e-05-0j -0.00017654-0j -5.40229e-05-0j 0.00016924-0j -7.94876e-05-0j -0.000159961-0j 8.40623e-05-0j 8.12119e-05-0j -0.000133623-0j -0.000140282-0j -0.000175564-0j 6.4286e-05-0j 4.38335e-05-0j 4.45387e-05-0j 0.00021787-0j 6.74897e-05-0j -0.000171646-0j 4.67583e-05-0j 0.000116256-0j 0.000140052-0j -2.3635e-05-0j 0.000134698-0j 7.81602e-05-0j -6.83351e-05-0j -0.000140953-0j -0.000231593-0j -3.81364e-05-0j 0.0001269-0j -8.91846e-05-0j -0.0002428-0j -0.000132632-0j 8.54971e-05-0j 0.000114036-0j -0.000183325-0j -4.01556e-05-0j -0.000143182-0j 0.000229488-0j 0.000114383-0j -0.000192461-0j -8.08095e-05-0j 7.96479e-05-0j 0.000263415-0j 0.000139533-0j 0.000190022-0j 8.25952e-05-0j -6.57672e-05-0j -8.48798e-05-0j -0.00038412-0j 0.000106047-0j -0.000118989-0j 0.000257536-0j 0.000401955-0j 0.000238678-0j 0.00017994-0j -0.000361883-0j 0.000111602-0j 2.39667e-05-0j -0.000137802-0j 0.000378227-0j -4.79971e-05-0j -4.84729e-05-0j -0.000537864-0j 0.000163043-0j -0.000146378-0j 0.000233839-0j 4.8734e-05-0j 0.000100242-0j 1.21851e-05-0j -2.42181e-06-0j 
-0.000264657-0j 0.000815758-0j -0.000207127-0j -0.000981078-0j 0.000346607-0j 0.000644316-0j -0.000157451-0j -0.000163748-0j -0.000156573-0j -0.00108492-0j -0.000109165-0j -0.000116987-0j -0.000783648-0j 0.000948852-0j 0.000516602-0j 0.000499085-0j 0.000280784-0j 0.00132996-0j 0.000369078-0j -0.000135085-0j -0.00012755-0j -9.35899e-05-0j 0.000440256-0j -0.000639846-0j 0.000618124-0j -0.000443298-0j 0.000234921-0j -0.000895012-0j -4.77599e-05-0j -5.57199e-05-0j 0.000218714-0j 0.000436699-0j -0.000457128-0j -0.00142324-0j -0.000106716-0j 0.000782763-0j -0.000548081-0j 0.000167835-0j -0.000455473-0j -5.90998e-05-0j 0.00112426-0j 0.000385224-0j -0.000395884-0j 0.000180129-0j -0.00136127-0j 0.000231136-0j 0.00182465-0j 0.000479342-0j -7.62417e-05-0j -0.000553761-0j 0.000522519-0j -0.00121435-0j -2.43774e-05-0j 0.000191375-0j -0.00124162-0j 0.000158897-0j 0.00029675-0j -0.000230932-0j -0.000927426-0j 0.00130359-0j 0.00048431-0j -0.000161514-0j -0.00223221-0j -0.000398539-0j -4.49681e-06-0j 7.89381e-05-0j 0.00129888-0j -0.00143193-0j -5.21732e-05-0j -0.000662585-0j 0.000141257-0j 0.0022266-0j -0.000164389-0j 0.00238768-0j -0.00102302-0j -0.000913349-0j -0.000315463-0j 
-5.40116e-06-0j -5.69979e-06-0j 1.2357e-05-0j -4.27088e-06-0j 7.07361e-06-0j 1.31604e-05-0j -2.62611e-06-0j -3.3418e-06-0j -3.19537e-06-0j 7.58045e-06-0j -2.22787e-06-0j -2.02825e-06-0j 9.97258e-06-0j -1.40714e-06-0j -3.60956e-06-0j -3.48716e-06-0j -1.67513e-05-0j 5.78966e-06-0j -2.19076e-06-0j 8.05907e-06-0j 6.219e-06-0j 5.58348e-06-0j 8.98481e-06-0j -2.78541e-06-0j -6.79713e-07-0j -1.92979e-06-0j 4.7943e-06-0j -1.8281e-05-0j -9.74691e-07-0j -1.40078e-05-0j 3.6479e-06-0j 8.91975e-06-0j -1.69056e-06-0j 9.94436e-06-0j -1.77991e-06-0j 3.39345e-06-0j 3.8295e-06-0j 2.90982e-06-0j -3.02831e-07-0j -1.02464e-06-0j -1.43071e-05-0j -2.29821e-05-0j 5.03797e-06-0j -1.55038e-05-0j 2.01875e-06-0j 4.71706e-06-0j 7.94318e-06-0j -7.10861e-07-0j -1.08029e-06-0j 3.28699e-06-0j 1.67967e-06-0j -2.48035e-05-0j -1.5663e-05-0j -9.33091e-06-0j -1.26683e-07-0j 3.99462e-05-0j 4.94946e-06-0j -1.23839e-05-0j 1.01983e-06-0j 4.82099e-06-0j -6.10156e-07-0j 3.55296e-05-0j -9.67712e-06-0j 7.74607e-07-0j -8.52578e-06-0j 1.62185e-05-0j 8.63586e-07-0j -5.05949e-08-0j -1.32515e-05-0j 6.18971e-07-0j -6.59526e-06-0j -6.6412e-07-0j -1.34638e-06-0j 3.82561e-08-0j -3.07078e-08-0j 2.25075e-08-0j -1.45106e-08-0j 
-0.000529314-0j 0.00108399-0j 0.00121099-0j -0.000369826-0j -0.000356533-0j -0.00250286-0j -0.000983604-0j -0.000327496-0j -0.000313146-0j 0.000741471-0j -0.000218331-0j -0.000198769-0j 0.00086355-0j -0.000168733-0j 0.000686469-0j 0.000663192-0j 0.000844319-0j -0.000257849-0j 0.000416641-0j 0.000789788-0j 0.00232931-0j 0.000547181-0j -0.000180114-0j -0.000241195-0j 0.000836785-0j -0.000167105-0j -0.000241648-0j -0.00178813-0j -9.55198e-05-0j -0.00137277-0j -0.000702721-0j -0.00169637-0j -0.00014639-0j 0.000386862-0j -0.000666659-0j 0.000406916-0j 0.000374578-0j -0.000146664-0j 0.00128165-0j -0.000100414-0j 0.000637183-0j 0.00046071-0j 0.000436249-0j 0.00294853-0j -0.000124502-0j -4.28932e-05-0j -0.000140697-0j -8.52408e-05-0j -0.000404618-0j 0.000321513-0j -0.00206782-0j -0.000602219-0j -0.00153498-0j 0.00179748-0j 0.00119554-0j -0.000800781-0j -0.000236668-0j -0.00107235-0j 0.000645728-0j -8.5394e-05-0j -7.31651e-05-0j 0.00347528-0j 0.000237367-0j -0.00327831-0j -0.000835526-0j -0.00312428-0j 0.000747628-0j 0.000880351-0j -0.00114747-0j 0.000391914-0j -0.000790852-0j -0.00322348-0j 0.00569817-0j 0.000564187-0j 0.000534315-0j -0.000986136-0j 8.38942e-05-0j 
-6.54856e-05-0j -1.36778e-06-0j 0.000250356-0j 4.97319e-05-0j -4.41095e-05-0j 5.27733e-06-0j 6.17893e-05-0j -4.05172e-05-0j -3.87418e-05-0j -9.35591e-07-0j -2.70114e-05-0j -0.000356581-0j -0.000194049-0j 4.98313e-05-0j -8.66189e-07-0j -8.36818e-07-0j 0.000174553-0j 3.46739e-05-0j -7.6231e-06-0j 0.000163279-0j -0.000244516-0j 0.000113123-0j -2.22833e-05-0j 3.24345e-05-0j 3.21488e-05-0j 2.24713e-05-0j -2.98962e-05-0j 3.77031e-06-0j -1.18175e-05-0j -0.000100908-0j 4.41444e-05-0j 3.57683e-06-0j 0.000285448-0j -4.88144e-07-0j 4.1879e-05-0j -0.000200814-0j -4.72643e-07-0j -0.000263109-0j 1.79221e-05-0j -0.000180138-0j -0.000143182-0j 9.5246e-05-0j -9.80301e-05-0j -2.21052e-06-0j 3.67687e-05-0j -5.30665e-06-0j 1.89201e-05-0j 2.51738e-05-0j 0.000368567-0j -5.88258e-06-0j -0.000132755-0j 1.26979e-06-0j 0.000393123-0j -0.000188687-0j 9.00292e-06-0j -5.88631e-05-0j 1.48673e-05-0j 8.56783e-05-0j 2.48085e-05-0j 0.000166511-0j 0.000313317-0j 9.07768e-06-0j -0.000117141-0j -7.6605e-05-0j 0.000660715-0j 0.000116611-0j 1.04546e-05-0j 4.19689e-06-0j -0.000662378-0j 0.000218333-0j -0.000483494-0j -4.0563e-05-0j 4.73428e-05-0j 1.86596e-06-0j 3.69357e-05-0j -4.01383e-06-0j 9.06328e-08-0j 
-0.000324137-0j 0.000663807-0j 0.000741574-0j -0.000226471-0j -0.000218331-0j -0.00153268-0j -0.000602332-0j -0.00020055-0j -0.000191762-0j 0.000454057-0j -0.0001337-0j -0.00012172-0j 0.000528814-0j -0.000103327-0j 0.000420375-0j 0.00040612-0j 0.000517038-0j -0.0001579-0j 0.00025514-0j 0.000483645-0j 0.00142641-0j 0.000335079-0j -0.000110297-0j -0.000147701-0j 0.000512424-0j -0.000102331-0j -0.000147979-0j -0.001095-0j -5.84937e-05-0j -0.000840645-0j -0.000430327-0j -0.00103881-0j -8.9645e-05-0j 0.000236904-0j -0.000408244-0j 0.000249184-0j 0.000229381-0j -8.98132e-05-0j 0.000784846-0j -6.14909e-05-0j 0.000390193-0j 0.000282126-0j 0.000267147-0j 0.0018056-0j -7.62417e-05-0j -2.62666e-05-0j -8.61592e-05-0j -5.21991e-05-0j -0.000247777-0j 0.000196886-0j -0.00126628-0j -0.000368783-0j -0.000939977-0j 0.00110073-0j 0.000732118-0j -0.000490376-0j -0.000144929-0j -0.000656677-0j 0.000395426-0j -5.22929e-05-0j -4.48043e-05-0j 0.00212816-0j 0.000145357-0j -0.00200754-0j -0.000511653-0j -0.00191322-0j 0.000457827-0j 0.000539103-0j -0.000702682-0j 0.000239998-0j -0.000484296-0j -0.00197397-0j 0.0034894-0j 0.000345493-0j 0.0003272-0j -0.000603882-0j 5.20775e-05-0j 
