-0.169339-0j -0.178702-0j -0.132529-0j -0.133902-0j 0.221774-0j -0.141145-0j -0.0823347-0j -0.104773-0j -0.100182-0j 0.237665-0j -0.0698488-0j -0.0748536-0j -0.106956-0j -0.0441171-0j -0.113168-0j -0.109331-0j 0.179658-0j 0.181519-0j -0.0808511-0j -0.0864335-0j -0.0666987-0j -0.0598829-0j 0.281695-0j -0.0873292-0j -0.0213106-0j -0.0605034-0j 0.150312-0j 0.196063-0j -0.0305588-0j -0.035652-0j 0.11437-0j -0.0956643-0j -0.062391-0j 0.311779-0j -0.0558042-0j -0.0363947-0j 0.120064-0j 0.107388-0j -0.00949446-0j -0.0378146-0j 0.153444-0j 0.246483-0j -0.0540322-0j -0.0394595-0j 0.0632924-0j 0.147891-0j 0.249037-0j -0.0222871-0j -0.0398684-0j 0.121308-0j -0.0180145-0j 0.266018-0j -0.0155977-0j 0.100074-0j -0.00397182-0j 0.101669-0j 0.155177-0j -0.0315188-0j 0.0319741-0j 0.177921-0j -0.0225181-0j 0.0353815-0j 0.103787-0j -0.00830765-0j -0.00287726-0j 0.0412784-0j 0.0270754-0j -0.00158627-0j -0.00712085-0j 0.0228434-0j -0.00656778-0j 0.00712269-0j -0.00342673-0j 0.00119942-0j -0.00113329-0j -0.000241393-0j -3.00214e-05-0j 
0.00218003-0j 4.55339e-05-0j 0.00170615-0j -0.00165559-0j 0.00146842-0j 3.59644e-05-0j -0.00205698-0j -0.00394967-0j 0.00128972-0j 3.11461e-05-0j 0.000899218-0j 0.000963648-0j -0.00132242-0j -0.0016589-0j -8.44373e-05-0j 2.78579e-05-0j 0.00118955-0j -0.0011543-0j 2.06012e-05-0j -0.00325831-0j -0.00166634-0j 0.000770919-0j 0.000741817-0j 0.00316176-0j -0.00107024-0j -0.000748075-0j -0.00291432-0j 2.56942e-05-0j -0.00424278-0j 0.000458976-0j -0.00146958-0j -7.13774e-05-0j -0.000771413-0j 1.62504e-05-0j 0.00408243-0j -0.00136852-0j -0.000107882-0j 0.000711042-0j -0.000596633-0j -0.00333784-0j -0.000975768-0j -0.00190068-0j 0.00458054-0j 1.00544e-05-0j -0.00122404-0j 0.00017666-0j 0.00184436-0j 0.00574601-0j -0.000996039-0j -4.65514e-05-0j -0.000904707-0j 8.65348e-06-0j -0.000587994-0j 0.00376535-0j -0.00029971-0j 0.000267736-0j -0.000494936-0j 0.00114114-0j 0.00241837-0j -0.000449991-0j 0.00247941-0j 4.63676e-06-0j -0.000798303-0j 0.00152869-0j 3.70412e-05-0j -0.000530399-0j -0.000348036-0j 0.000409119-0j -8.80434e-05-0j -0.000590037-0j -0.000246962-0j -0.000276431-0j -0.000215336-0j -6.21182e-05-0j -9.98175e-05-0j -2.73537e-05-0j -4.15958e-06-0j 
-0.0123321-0j -0.013014-0j 0.00928126-0j -0.00975144-0j 0.0161507-0j 0.00988469-0j -0.00599603-0j -0.00763012-0j -0.00729579-0j 0.017308-0j -0.00508674-0j 0.0159355-0j 0.00749034-0j -0.00321283-0j -0.00824147-0j -0.00796201-0j -0.0125818-0j 0.0132192-0j 0.0172123-0j 0.00605311-0j 0.00467105-0j 0.00419372-0j 0.0205144-0j -0.00635975-0j -0.00155194-0j -0.00440617-0j 0.0109465-0j -0.0137307-0j -0.00222545-0j 0.0126831-0j 0.00832903-0j 0.00669957-0j 0.0132824-0j 0.0227053-0j -0.00406394-0j 0.0025488-0j 0.00874366-0j -0.0228618-0j -0.000691435-0j 0.00805033-0j -0.010746-0j -0.0172617-0j 0.00378398-0j 0.0140376-0j 0.00460927-0j 0.0107702-0j 0.0181362-0j -0.00162306-0j 0.00848756-0j -0.0258252-0j 0.00126159-0j -0.0186298-0j 0.00777709-0j -0.00700839-0j -0.000289248-0j -0.0361684-0j 0.0113008-0j 0.0112127-0j 0.00232852-0j -0.0378774-0j 0.00479386-0j -0.0176413-0j -0.00726842-0j 0.000581802-0j 0.00225668-0j -0.0146846-0j 0.00197177-0j -0.00011552-0j 0.00456774-0j -0.00486312-0j 0.00327472-0j -0.000498816-0j 0.00121905-0j 8.73476e-05-0j 0.000241264-0j 1.69053e-05-0j -2.18631e-06-0j 
0.0124599-0j -0.0126283-0j 0.00975144-0j -0.00984477-0j -0.0163181-0j -0.00997433-0j 0.00535297-0j 0.00770919-0j 0.00737139-0j 0.0167951-0j 0.00513946-0j 0.00550771-0j -0.00786363-0j 0.0152179-0j -0.00799725-0j -0.00772608-0j -0.0132192-0j 0.0133457-0j -0.00571351-0j 0.00635975-0j 0.0043364-0j 0.00440617-0j -0.020727-0j -0.00642063-0j 0.0163295-0j -0.00444834-0j -0.0110599-0j 0.0138552-0j 0.00224851-0j 0.00262326-0j -0.00743576-0j -0.00676032-0j -0.00458712-0j 0.0220325-0j 0.0036281-0j 0.0125541-0j 0.00848456-0j -0.00790161-0j 0.0126179-0j 0.00278239-0j 0.0112815-0j -0.0181362-0j -0.00397256-0j -0.00278849-0j -0.0218323-0j -0.0108818-0j 0.0183097-0j 0.0076878-0j 0.00259204-0j 0.00857249-0j 0.0138038-0j 0.0187987-0j 0.00114768-0j -0.00650629-0j 0.00807503-0j -0.00748078-0j -0.0100888-0j -0.00231733-0j -0.0245006-0j 0.0130811-0j 0.00776747-0j 0.00250031-0j -0.0358007-0j 0.0110407-0j 0.000211708-0j -0.00268371-0j -0.0359826-0j 0.0045662-0j -0.00052354-0j -0.0175041-0j 0.00226551-0j -0.014481-0j 0.00455405-0j -0.0046363-0j 0.00326225-0j 0.00120546-0j 0.000230399-0j 
0.00177999-0j 0.0018784-0j -0.00133963-0j 0.0014075-0j -0.00233116-0j -0.00142673-0j 0.000865453-0j 0.00110131-0j 0.00105306-0j -0.00249819-0j 0.000734208-0j -0.00230009-0j -0.00108114-0j 0.000463732-0j 0.00118955-0j 0.00114922-0j 0.00181603-0j -0.00190802-0j -0.00248438-0j -0.000873691-0j -0.000674208-0j -0.000605311-0j -0.00296101-0j 0.000917951-0j 0.000224004-0j 0.000635975-0j -0.00157999-0j 0.00198186-0j 0.000321216-0j -0.00183064-0j -0.00120219-0j -0.000966999-0j -0.00191714-0j -0.00327723-0j 0.00058658-0j -0.000367887-0j -0.00126204-0j 0.00329982-0j 9.98e-05-0j -0.00116196-0j 0.00155105-0j 0.00249151-0j -0.000546171-0j -0.00202615-0j -0.000665291-0j -0.00155454-0j -0.00261773-0j 0.000234269-0j -0.00122507-0j 0.00372754-0j -0.000182095-0j 0.00268898-0j -0.00112253-0j 0.00101157-0j 4.17494e-05-0j 0.00522046-0j -0.00163113-0j -0.00161841-0j -0.000336093-0j 0.00546713-0j -0.000691934-0j 0.00254631-0j 0.00104911-0j -8.39759e-05-0j -0.000325724-0j 0.00211955-0j -0.0002846-0j 1.66739e-05-0j -0.000659297-0j 0.000701931-0j -0.000472665-0j 7.19979e-05-0j -0.000175954-0j -1.26075e-05-0j -3.48235e-05-0j -2.44007e-06-0j 3.15567e-07-0j 
0.0107906-0j 0.000225381-0j -0.0246872-0j -0.00819475-0j 0.00726829-0j -0.000520389-0j -0.0101815-0j 0.00667635-0j 0.00638381-0j 0.000154165-0j 0.0044509-0j 0.0040521-0j 0.0191349-0j -0.00821111-0j 0.000142729-0j 0.000137889-0j -0.0172123-0j -0.00571351-0j 8.66272e-05-0j -0.0161007-0j 0.0241113-0j -0.0111549-0j 0.00367181-0j -0.0053445-0j -0.00529742-0j -0.00370278-0j 0.00492624-0j -0.000371784-0j 0.00194727-0j 0.0279853-0j -0.00727404-0j -0.000352705-0j -0.00324376-0j 8.04355e-05-0j -0.00690076-0j 0.0198019-0j 7.78814e-05-0j 0.00298991-0j -0.00295318-0j 0.00204705-0j 0.0141189-0j -0.00939205-0j 0.00966658-0j 0.000613053-0j -0.00605869-0j 0.000874422-0j -0.00311763-0j -0.0041481-0j -0.00418831-0j 6.68482e-05-0j 0.0130907-0j -0.000125212-0j 0.0312921-0j 0.0186061-0j -0.00148349-0j 0.0163247-0j -0.00244981-0j -0.0237615-0j -0.0040879-0j -0.00189219-0j -0.00356046-0j 0.000722572-0j 0.0115511-0j 0.00755389-0j 0.0170331-0j -0.0323402-0j -0.00172269-0j -0.000691556-0j -0.0254262-0j -0.00248109-0j -0.0384855-0j 0.00399984-0j -0.0131298-0j -0.000307469-0j -0.000419729-0j 0.000395797-0j -2.05889e-05-0j 
-0.00179844-0j 0.00182274-0j -0.0014075-0j 0.00142097-0j 0.00235531-0j 0.00143967-0j -0.000772635-0j -0.00111273-0j -0.00106397-0j -0.00242416-0j -0.000741817-0j -0.000794969-0j 0.00113502-0j -0.00219651-0j 0.0011543-0j 0.00111516-0j 0.00190802-0j -0.00192628-0j 0.000824675-0j -0.000917951-0j -0.000625906-0j -0.000635975-0j 0.00299169-0j 0.000926738-0j -0.00235696-0j 0.000642063-0j 0.00159637-0j -0.00199983-0j -0.000324545-0j -0.000378636-0j 0.00107326-0j 0.000975768-0j 0.000662093-0j -0.00318012-0j -0.000523671-0j -0.00181203-0j -0.00122464-0j 0.0011405-0j -0.00182124-0j -0.000401604-0j -0.00162835-0j 0.00261773-0j 0.00057339-0j 0.000402484-0j 0.00315122-0j 0.00157065-0j -0.00264278-0j -0.00110964-0j -0.000374128-0j -0.00123733-0j -0.00199241-0j -0.00271336-0j -0.000165653-0j 0.000939102-0j -0.00116553-0j 0.00107976-0j 0.00145619-0j 0.000334477-0j 0.00353636-0j -0.0018881-0j -0.00112114-0j -0.000360889-0j 0.00516739-0j -0.00159358-0j -3.05574e-05-0j 0.00038736-0j 0.00519364-0j -0.000659074-0j 7.55665e-05-0j 0.0025265-0j -0.000326999-0j 0.00209015-0j -0.00065732-0j 0.000669193-0j -0.000470865-0j -0.000173993-0j -3.32552e-05-0j 
-0.00155749-0j -3.2531e-05-0j 0.00356329-0j 0.00118281-0j -0.00104909-0j 7.51117e-05-0j 0.00146958-0j -0.000963648-0j -0.000921424-0j -2.22518e-05-0j -0.000642432-0j -0.000584871-0j -0.00276188-0j 0.00118517-0j -2.06012e-05-0j -1.99026e-05-0j 0.00248438-0j 0.000824675-0j -1.25036e-05-0j 0.00232393-0j -0.00348016-0j 0.00161007-0j -0.00052998-0j 0.000771413-0j 0.000764617-0j 0.00053445-0j -0.000711042-0j 5.36624e-05-0j -0.000281064-0j -0.00403933-0j 0.00104992-0j 5.09086e-05-0j 0.000468197-0j -1.16099e-05-0j 0.000996039-0j -0.00285816-0j -1.12412e-05-0j -0.000431556-0j 0.000426255-0j -0.000295466-0j -0.00203789-0j 0.00135563-0j -0.00139525-0j -8.84865e-05-0j 0.000874497-0j -0.000126212-0j 0.000449991-0j 0.000598727-0j 0.00060453-0j -9.64871e-06-0j -0.00188948-0j 1.80728e-05-0j -0.00451662-0j -0.00268556-0j 0.000214123-0j -0.00235627-0j 0.000353599-0j 0.00342968-0j 0.000590037-0j 0.000273115-0j 0.000513908-0j -0.000104294-0j -0.00166726-0j -0.00109031-0j -0.00245851-0j 0.0046679-0j 0.000248649-0j 9.98175e-05-0j 0.00366995-0j 0.000358114-0j 0.00555491-0j -0.000577328-0j 0.00189512-0j 4.43794e-05-0j 6.05826e-05-0j -5.71283e-05-0j 2.97175e-06-0j 
-0.0089018-0j 0.0182302-0j 0.00669957-0j -0.00621959-0j -0.00599603-0j -0.0138466-0j -0.0165419-0j -0.00550771-0j -0.00526638-0j 0.0124698-0j -0.00367181-0j 0.0115029-0j 0.00477744-0j -0.00283769-0j 0.0115448-0j 0.0111533-0j 0.00467105-0j -0.0043364-0j -0.0241113-0j 0.00436937-0j 0.0128865-0j 0.00302719-0j -0.00302909-0j -0.00405633-0j 0.0140727-0j -0.00281031-0j -0.00406394-0j -0.00989251-0j -0.00160642-0j 0.00915512-0j -0.0118181-0j -0.00938486-0j 0.00847166-0j 0.0065061-0j -0.0112116-0j 0.00225119-0j 0.0062995-0j 0.00848756-0j 0.0215543-0j 0.00581103-0j 0.0035251-0j 0.0025488-0j 0.00241347-0j -0.0196641-0j -0.00209383-0j -0.000721361-0j -0.0023662-0j -0.00143355-0j 0.0234155-0j -0.0186061-0j -0.0114399-0j -0.00333167-0j 0.0056138-0j 0.00994423-0j 0.0201062-0j 0.00534049-0j -0.00398019-0j 0.0071516-0j 0.0108596-0j 0.0049418-0j 0.00423411-0j -0.01271-0j 0.00131319-0j -0.0181367-0j 0.00162896-0j 0.0208361-0j 0.0125733-0j 0.0148054-0j 0.00291337-0j -0.0226803-0j 0.00289235-0j -0.0178333-0j -0.0380017-0j 0.00948829-0j -0.0309211-0j -0.00545563-0j 0.00142034-0j 
0.00128486-0j -0.0026313-0j -0.000966999-0j 0.000897721-0j 0.000865453-0j 0.00199859-0j 0.00238761-0j 0.000794969-0j 0.000760136-0j -0.00179986-0j 0.00052998-0j -0.0016603-0j -0.000689564-0j 0.000409585-0j -0.00166634-0j -0.00160984-0j -0.000674208-0j 0.000625906-0j 0.00348016-0j -0.000630664-0j -0.00186001-0j -0.000436937-0j 0.000437211-0j 0.000585481-0j -0.00203122-0j 0.000405633-0j 0.00058658-0j 0.00142786-0j 0.000231866-0j -0.00132143-0j 0.00170579-0j 0.00135459-0j -0.00122278-0j -0.000939074-0j 0.00161826-0j -0.000324931-0j -0.000909255-0j -0.00122507-0j -0.00311109-0j -0.00083875-0j -0.000508805-0j -0.000367887-0j -0.000348355-0j 0.00283826-0j 0.000302218-0j 0.000104119-0j 0.000341531-0j 0.000206915-0j -0.00337974-0j 0.00268556-0j 0.0016512-0j 0.000480886-0j -0.000810282-0j -0.00143533-0j -0.00290208-0j -0.000770833-0j 0.00057449-0j -0.00103224-0j -0.00156745-0j -0.000713288-0j -0.000611141-0j 0.00183453-0j -0.000189543-0j 0.0026178-0j -0.00023512-0j -0.00300743-0j -0.0018148-0j -0.00213698-0j -0.000420508-0j 0.00327362-0j -0.000417474-0j 0.00257402-0j 0.00548507-0j -0.00136952-0j 0.00446308-0j 0.000787452-0j -0.000203646-0j 
0.00284417-0j -0.0117087-0j 0.00222591-0j 0.023421-0j 0.00191576-0j -0.00924793-0j -0.0173718-0j 0.00175974-0j 0.00168263-0j -0.00800895-0j 0.00117316-0j 0.00125722-0j 0.0187078-0j -0.0137518-0j -0.00741484-0j -0.00716342-0j 0.00155194-0j 0.0163295-0j -0.00529742-0j 0.00145171-0j -0.0140727-0j 0.00100577-0j 0.000967807-0j 0.0152749-0j 0.0174978-0j 0.0105827-0j 0.00129845-0j -0.00660704-0j 0.000513257-0j 0.0005988-0j -0.012411-0j -0.00626799-0j 0.0109129-0j -0.00417866-0j -0.0117741-0j -0.0113446-0j -0.00404597-0j 0.000927657-0j 0.0223005-0j 0.000635124-0j 0.0138038-0j 0.000846831-0j 0.00945085-0j -0.00258541-0j -0.010147-0j 0.000230478-0j 0.00891034-0j -0.00694715-0j -0.00841182-0j -0.0040879-0j 0.0147914-0j -0.00222517-0j 0.000261975-0j -0.0108596-0j -0.000706591-0j 0.0003493-0j -0.00417987-0j 0.00551299-0j 0.0135026-0j 0.00636586-0j -0.00701914-0j -0.0011923-0j -0.00661771-0j 0.019513-0j 4.83256e-05-0j -0.00447936-0j 0.0130086-0j -0.0263999-0j 0.00124552-0j 0.00964675-0j -0.00204725-0j -0.000651711-0j 0.00804869-0j -0.0395964-0j -0.018861-0j -0.0408045-0j -0.0213551-0j 
-0.00041052-0j 0.00169-0j -0.000321283-0j -0.00338053-0j -0.000276516-0j 0.00133482-0j 0.0025074-0j -0.000253997-0j -0.000242867-0j 0.00115599-0j -0.000169331-0j -0.000181464-0j -0.00270024-0j 0.0019849-0j 0.00107024-0j 0.00103395-0j -0.000224004-0j -0.00235696-0j 0.000764617-0j -0.000209536-0j 0.00203122-0j -0.000145171-0j -0.000139691-0j -0.00220474-0j -0.00252559-0j -0.00152749-0j -0.000187415-0j 0.000953644-0j -7.40823e-05-0j -8.64294e-05-0j 0.00179137-0j 0.000904707-0j -0.00157514-0j 0.000603138-0j 0.00169944-0j 0.00163746-0j 0.000583986-0j -0.000133896-0j -0.0032188-0j -9.16722e-05-0j -0.00199241-0j -0.00012223-0j -0.00136411-0j 0.000373172-0j 0.00146459-0j -3.32667e-05-0j -0.0012861-0j 0.00100273-0j 0.00121414-0j 0.000590037-0j -0.00213496-0j 0.000321176-0j -3.78129e-05-0j 0.00156745-0j 0.000101988-0j -5.04171e-05-0j 0.000603312-0j -0.000795732-0j -0.00194894-0j -0.000918832-0j 0.00101313-0j 0.000172094-0j 0.000955184-0j -0.00281645-0j -6.97519e-06-0j 0.00064654-0j -0.00187764-0j 0.0038105-0j -0.000179775-0j -0.00139239-0j 0.000295495-0j 9.40663e-05-0j -0.00116173-0j 0.00571525-0j 0.00272236-0j 0.00588962-0j 0.00309322-0j 
0.00995961-0j 0.0105103-0j 0.00779462-0j 0.0078754-0j 0.00670854-0j 0.0083014-0j 0.00484248-0j 0.00616219-0j 0.00589218-0j 0.00718922-0j -0.0443657-0j 0.00440248-0j 0.00629057-0j 0.00259473-0j 0.00665593-0j -0.0315066-0j 0.00543454-0j 0.00549086-0j 0.00475522-0j -0.0249081-0j 0.00392286-0j 0.00352199-0j -0.0166054-0j -0.0251662-0j 0.00125337-0j 0.00355848-0j 0.00454686-0j -0.0290595-0j 0.00179731-0j -0.0102741-0j -0.0169514-0j 0.00562646-0j -0.0179796-0j 0.00375097-0j 0.0032821-0j -0.0104881-0j 0.00363186-0j 0.00324844-0j -0.00273608-0j 0.00222405-0j 0.00464159-0j 0.0029654-0j 0.00317788-0j 0.0023208-0j 0.00191456-0j 0.000807081-0j 0.00299613-0j 0.00131081-0j 0.00234485-0j 0.0036695-0j 0.00105951-0j 0.00199742-0j 0.000917375-0j 0.00302718-0j 0.000233601-0j 0.00122317-0j 0.00116516-0j 0.00185376-0j 0.000967199-0j 0.00214054-0j 0.00132439-0j 0.00107027-0j 0.00124865-0j 0.000488611-0j 0.000169225-0j 0.00124865-0j 0.000325741-0j 9.32958e-05-0j 0.00041881-0j 0.000691001-0j 0.000386281-0j 0.000215457-0j 0.000201542-0j 3.62817e-05-0j 6.66537e-05-0j 1.41975e-05-0j 1.7657e-06-0j 
-0.00176063-0j -0.00185797-0j -0.00137791-0j -0.00139219-0j -0.00118591-0j -0.00146749-0j -0.000856038-0j -0.00108933-0j -0.0010416-0j -0.00127089-0j 0.00784283-0j -0.000778256-0j -0.00111203-0j -0.000458687-0j -0.00117661-0j 0.00556963-0j -0.0009607-0j -0.000970656-0j -0.000840613-0j 0.00440318-0j -0.00069347-0j -0.000622605-0j 0.00293545-0j 0.00444881-0j -0.000221567-0j -0.000629057-0j -0.00080378-0j 0.00513704-0j -0.000317722-0j 0.00181622-0j 0.00299661-0j -0.000994627-0j 0.00317838-0j -0.000663084-0j -0.000580199-0j 0.00185406-0j -0.000642029-0j -0.000574248-0j 0.000483676-0j -0.000393161-0j -0.000820525-0j -0.000524214-0j -0.000561775-0j -0.000410263-0j -0.000338449-0j -0.000142673-0j -0.000529647-0j -0.00023172-0j -0.000414514-0j -0.000648682-0j -0.000187297-0j -0.000353098-0j -0.000162171-0j -0.000535135-0j -4.12952e-05-0j -0.000216227-0j -0.000205974-0j -0.000327702-0j -0.000170978-0j -0.000378398-0j -0.000234122-0j -0.000189199-0j -0.000220732-0j -8.63751e-05-0j -2.9915e-05-0j -0.000220732-0j -5.75834e-05-0j -1.64925e-05-0j -7.40358e-05-0j -0.000122153-0j -6.82855e-05-0j -3.80878e-05-0j -3.56279e-05-0j -6.41376e-06-0j -1.17828e-05-0j -2.50978e-06-0j -3.12134e-07-0j 
0.000146719-0j 0.000154831-0j 0.000114826-0j 0.000116016-0j 9.88262e-05-0j 0.000122291-0j 7.13365e-05-0j 9.07777e-05-0j 8.68e-05-0j 0.000105907-0j -0.000653569-0j 6.48547e-05-0j 9.26689e-05-0j 3.8224e-05-0j 9.80511e-05-0j -0.000464135-0j 8.00584e-05-0j 8.0888e-05-0j 7.00511e-05-0j -0.000366931-0j 5.77892e-05-0j 5.18838e-05-0j -0.000244621-0j -0.000370734-0j 1.84639e-05-0j 5.24214e-05-0j 6.69816e-05-0j -0.000428087-0j 2.64768e-05-0j -0.000151351-0j -0.000249717-0j 8.28855e-05-0j -0.000264865-0j 5.5257e-05-0j 4.83499e-05-0j -0.000154505-0j 5.35024e-05-0j 4.7854e-05-0j -4.03063e-05-0j 3.27634e-05-0j 6.83771e-05-0j 4.36845e-05-0j 4.68146e-05-0j 3.41885e-05-0j 2.82041e-05-0j 1.18894e-05-0j 4.41372e-05-0j 1.931e-05-0j 3.45428e-05-0j 5.40568e-05-0j 1.56081e-05-0j 2.94248e-05-0j 1.35142e-05-0j 4.45946e-05-0j 3.44127e-06-0j 1.80189e-05-0j 1.71645e-05-0j 2.73085e-05-0j 1.42482e-05-0j 3.15332e-05-0j 1.95101e-05-0j 1.57666e-05-0j 1.83943e-05-0j 7.19792e-06-0j 2.49291e-06-0j 1.83943e-05-0j 4.79862e-06-0j 1.37438e-06-0j 6.16965e-06-0j 1.01794e-05-0j 5.69046e-06-0j 3.17399e-06-0j 2.96899e-06-0j 5.3448e-07-0j 9.81902e-07-0j 2.09148e-07-0j -5.26098e-08-0j 
-0.0110233-0j -0.000230241-0j -0.00862707-0j 0.00837143-0j -0.007425-0j -0.000181853-0j 0.0104011-0j -0.0068203-0j 0.0255209-0j -0.000157489-0j -0.00454686-0j -0.00487266-0j 0.00668678-0j 0.00838815-0j -0.000145806-0j 0.000551247-0j -0.00601494-0j 0.0058367-0j -0.000104169-0j -0.00562646-0j 0.00842582-0j 0.0344077-0j -0.00375097-0j 0.00545973-0j 0.00541163-0j -0.0333882-0j 0.0196939-0j -0.000129922-0j -0.00198925-0j -0.0023208-0j 0.00743087-0j 0.000482341-0j 0.00390062-0j 0.000321561-0j -0.0275875-0j 0.00691987-0j -7.95605e-05-0j 0.01407-0j 0.00301685-0j -0.00246158-0j -0.0193083-0j -0.0032821-0j 0.00337804-0j 0.000198956-0j -0.0242211-0j -0.000893275-0j 0.00318484-0j 0.00423754-0j -0.0197094-0j -8.0385e-05-0j -0.0179022-0j -4.3756e-05-0j -0.00101535-0j 0.00650201-0j -0.0059306-0j -0.0013538-0j 0.00250263-0j 0.00197052-0j 0.00417604-0j 0.00227536-0j 0.00428145-0j -2.34456e-05-0j 0.00403659-0j 0.00263975-0j -0.000187297-0j 0.00268194-0j 0.00175983-0j 0.000706466-0j 0.000445188-0j 0.0029835-0j 0.00124876-0j 0.00139777-0j 0.00108884-0j 0.000314099-0j 0.000504724-0j 0.000138313-0j 2.10328e-05-0j 
0.00194866-0j 4.07012e-05-0j 0.00152506-0j -0.00147987-0j 0.00131257-0j 3.21473e-05-0j -0.00183866-0j 0.00120567-0j -0.00451149-0j 2.78404e-05-0j 0.00080378-0j 0.000861372-0j -0.00118207-0j -0.00148283-0j 2.57752e-05-0j -9.74476e-05-0j 0.0010633-0j -0.00103179-0j 1.84147e-05-0j 0.000994627-0j -0.00148949-0j -0.00608249-0j 0.000663084-0j -0.000965154-0j -0.000956651-0j 0.00590225-0j -0.00348142-0j 2.29671e-05-0j 0.000351654-0j 0.000410263-0j -0.0013136-0j -8.52666e-05-0j -0.000689539-0j -5.68444e-05-0j 0.00487682-0j -0.00122327-0j 1.40644e-05-0j -0.00248724-0j -0.000533309-0j 0.000435149-0j 0.00341326-0j 0.000580199-0j -0.000597158-0j -3.51707e-05-0j 0.00428173-0j 0.00015791-0j -0.000563006-0j -0.000749098-0j 0.00348417-0j 1.42102e-05-0j 0.00316469-0j 7.73505e-06-0j 0.00017949-0j -0.0011494-0j 0.00104839-0j 0.00023932-0j -0.000442406-0j -0.000348342-0j -0.000738226-0j -0.000402231-0j -0.000756861-0j 4.14464e-06-0j -0.000713575-0j -0.000466646-0j 3.31098e-05-0j -0.000474105-0j -0.000311097-0j -0.000124887-0j -7.86989e-05-0j -0.000527414-0j -0.000220751-0j -0.000247093-0j -0.000192481-0j -5.55253e-05-0j -8.92234e-05-0j -2.44505e-05-0j -3.71811e-06-0j 
-0.00871466-0j -0.00919649-0j 0.00655872-0j -0.00689098-0j -0.00586998-0j 0.00698514-0j -0.00423717-0j 0.0157888-0j -0.00515566-0j -0.00629057-0j -0.00359461-0j 0.011261-0j 0.00529315-0j -0.00227039-0j 0.0170538-0j -0.00562646-0j 0.00457285-0j -0.0048045-0j 0.0121633-0j -0.0125255-0j 0.00330086-0j 0.00296354-0j -0.0029654-0j 0.01316-0j -0.0010967-0j -0.00311367-0j 0.01165-0j 0.00499043-0j 0.0169605-0j 0.00896265-0j -0.00302718-0j -0.0138632-0j 0.00938615-0j -0.0032821-0j 0.00840939-0j 0.00180114-0j 0.021789-0j 0.00830912-0j -0.000488611-0j -0.0390055-0j 0.00390563-0j -0.00730655-0j -0.0183342-0j 0.00991983-0j -0.00167524-0j -0.000706196-0j 0.00767669-0j 0.00786406-0j 0.00599784-0j -0.0274848-0j 0.000891519-0j 0.00168071-0j -0.0160929-0j -0.00745877-0j -0.000204401-0j 0.00522821-0j -0.00101952-0j -0.0232021-0j 0.00247816-0j 0.00547525-0j -0.00991978-0j 0.00641174-0j 0.00105066-0j -0.0012039-0j 0.00159471-0j 0.00533713-0j -0.000285023-0j 0.000239042-0j 0.00322785-0j 0.0017675-0j 0.00231412-0j 0.000181295-0j 0.000861455-0j -3.17465e-05-0j 0.000170492-0j 1.19463e-05-0j -1.54498e-06-0j 
-0.000162388-0j -3.39177e-06-0j -0.000127089-0j 0.000123323-0j -0.000109381-0j -2.67894e-06-0j 0.000153222-0j -0.000100472-0j 0.000375958-0j -2.32003e-06-0j -6.69816e-05-0j -7.1781e-05-0j 9.85056e-05-0j 0.000123569-0j -2.14793e-06-0j 8.12063e-06-0j -8.86084e-05-0j 8.59827e-05-0j -1.53456e-06-0j -8.28855e-05-0j 0.000124124-0j 0.000506874-0j -5.5257e-05-0j 8.04295e-05-0j 7.97209e-05-0j -0.000491854-0j 0.000290118-0j -1.91393e-06-0j -2.93045e-05-0j -3.41885e-05-0j 0.000109467-0j 7.10555e-06-0j 5.74616e-05-0j 4.73704e-06-0j -0.000406402-0j 0.000101939-0j -1.17204e-06-0j 0.00020727-0j 4.44424e-05-0j -3.62624e-05-0j -0.000284439-0j -4.83499e-05-0j 4.97632e-05-0j 2.93089e-06-0j -0.000356811-0j -1.31592e-05-0j 4.69172e-05-0j 6.24248e-05-0j -0.000290348-0j -1.18418e-06-0j -0.000263724-0j -6.44587e-07-0j -1.49575e-05-0j 9.57837e-05-0j -8.7366e-05-0j -1.99433e-05-0j 3.68672e-05-0j 2.90285e-05-0j 6.15188e-05-0j 3.35193e-05-0j 6.30717e-05-0j -3.45387e-07-0j 5.94646e-05-0j 3.88871e-05-0j -2.75915e-06-0j 3.95088e-05-0j 2.59248e-05-0j 1.04072e-05-0j 6.55824e-06-0j 4.39512e-05-0j 1.83959e-05-0j 2.0591e-05-0j 1.60401e-05-0j 4.62711e-06-0j 7.43529e-06-0j 2.03755e-06-0j 3.9686e-07-0j 
