0.00302215-0j -0.0468069-0j 0.026819-0j -0.108166-0j -0.0785322-0j 0.0579526-0j -0.0211587-0j 0.165286-0j -0.142946-0j -0.0152122-0j 0.0290373-0j 0.0709749-0j 0.181553-0j -0.126819-0j -0.306851-0j -0.07148-0j 0.0879064-0j -0.145732-0j 0.0732112-0j 0.22393-0j -0.0274178-0j -0.147502-0j 0.107922-0j -0.114679-0j 0.115697-0j -0.0568039-0j -0.257925-0j -0.0893113-0j 0.208574-0j 0.073405-0j 0.11525-0j -0.202054-0j -0.00978351-0j -0.0411665-0j 0.049774-0j 0.00142976-0j -0.0306447-0j -0.0140446-0j -0.00683347-0j 0.00604665-0j 0.0423208-0j 0.0109063-0j 0.0907715-0j 0.0605299-0j 0.237034-0j 0.0307575-0j -0.096179-0j 0.0841124-0j 0.268596-0j 0.0356012-0j -0.150783-0j 0.0609695-0j -0.0917696-0j 0.0583281-0j -0.122175-0j -0.163139-0j -0.00144442-0j 0.184395-0j -0.0764138-0j 0.133025-0j -0.0544432-0j 0.0611429-0j 0.231172-0j 0.10719-0j -0.113826-0j 0.0425258-0j -0.0120505-0j 0.00125473-0j -0.127491-0j 0.142694-0j -0.019797-0j 0.0481733-0j -0.0708144-0j 0.0990736-0j 0.0251009-0j 0.044335-0j 0.00301217-0j 
9.31661e-06-0j -0.000144295-0j 8.2677e-05-0j -0.000333452-0j -0.000242097-0j 0.000178655-0j -6.52274e-05-0j 0.000509539-0j -0.00044067-0j -4.68956e-05-0j 8.95154e-05-0j 0.0002188-0j 0.000559688-0j -0.000390954-0j -0.00094595-0j -0.000220356-0j 0.000270995-0j -0.000449259-0j 0.000225693-0j 0.000690323-0j -8.45229e-05-0j -0.000454716-0j 0.000332698-0j -0.000353529-0j 0.000356666-0j -0.000175113-0j -0.000795123-0j -0.000275326-0j 0.000642985-0j 0.000226291-0j 0.000355289-0j -0.000622886-0j -3.01603e-05-0j -0.000126907-0j 0.000153442-0j 4.40763e-06-0j -9.44706e-05-0j -4.32962e-05-0j -2.1066e-05-0j 1.86404e-05-0j 0.000130465-0j 3.36215e-05-0j 0.000279828-0j 0.0001866-0j 0.000730721-0j 9.48182e-05-0j -0.000296498-0j 0.000259299-0j 0.000828019-0j 0.00010975-0j -0.00046483-0j 0.000187955-0j -0.000282905-0j 0.000179812-0j -0.000376636-0j -0.000502919-0j -4.45283e-06-0j 0.000568447-0j -0.000235566-0j 0.000410086-0j -0.000167836-0j 0.00018849-0j 0.000712649-0j 0.000330442-0j -0.0003509-0j 0.000131097-0j -3.71489e-05-0j 3.86804e-06-0j -0.000393027-0j 0.000439892-0j -6.10297e-05-0j 0.000148507-0j -0.000218305-0j 0.000305421-0j 7.73804e-05-0j 0.000136675-0j 9.28585e-06-0j 
3.26055e-18-0j -5.04992e-17-0j 2.89346e-17-0j -1.16699e-16-0j -8.47271e-17-0j 6.25242e-17-0j -2.28278e-17-0j 1.78324e-16-0j -1.54222e-16-0j -1.64121e-17-0j 3.13279e-17-0j 7.65737e-17-0j 1.95875e-16-0j -1.36823e-16-0j -3.31056e-16-0j -7.71186e-17-0j 9.48408e-17-0j -1.57228e-16-0j 7.89863e-17-0j 2.41594e-16-0j -2.95806e-17-0j -1.59138e-16-0j 1.16435e-16-0j -1.23725e-16-0j 1.24823e-16-0j -6.12848e-17-0j -2.78271e-16-0j -9.63565e-17-0j 2.25027e-16-0j 7.91954e-17-0j 1.24341e-16-0j -2.17993e-16-0j -1.05553e-17-0j -4.44139e-17-0j 5.37003e-17-0j 1.54255e-18-0j -3.30621e-17-0j -1.51525e-17-0j -7.37252e-18-0j 6.52363e-18-0j 4.56592e-17-0j 1.17666e-17-0j 9.79319e-17-0j 6.53048e-17-0j 2.55732e-16-0j 3.31837e-17-0j -1.03766e-16-0j 9.07474e-17-0j 2.89783e-16-0j 3.84096e-17-0j -1.62678e-16-0j 6.5779e-17-0j -9.90087e-17-0j 6.29292e-17-0j -1.31812e-16-0j -1.76008e-16-0j -1.55836e-18-0j 1.9894e-16-0j -8.24416e-17-0j 1.43519e-16-0j -5.87379e-17-0j 6.59661e-17-0j 2.49407e-16-0j 1.15646e-16-0j -1.22805e-16-0j 4.58803e-17-0j -1.30011e-17-0j 1.3537e-18-0j -1.37548e-16-0j 1.5395e-16-0j -2.13587e-17-0j 5.19734e-17-0j -7.64005e-17-0j 1.06889e-16-0j 2.7081e-17-0j 4.78323e-17-0j 3.24979e-18-0j 
5.35424e-06-0j -8.2926e-05-0j 4.75143e-05-0j -0.000191634-0j -0.000139133-0j 0.000102673-0j -3.74861e-05-0j 0.000292831-0j -0.000253252-0j -2.69508e-05-0j 5.14443e-05-0j 0.000125744-0j 0.000321652-0j -0.000224681-0j -0.000543636-0j -0.000126638-0j 0.00015574-0j -0.000258188-0j 0.000129705-0j 0.000396728-0j -4.85751e-05-0j -0.000261324-0j 0.000191201-0j -0.000203173-0j 0.000204975-0j -0.000100637-0j -0.000456956-0j -0.00015823-0j 0.000369522-0j 0.000130049-0j 0.000204184-0j -0.000357971-0j -1.73331e-05-0j -7.29332e-05-0j 8.81827e-05-0j 2.53306e-06-0j -5.42921e-05-0j -2.48822e-05-0j -1.21066e-05-0j 1.07126e-05-0j 7.49782e-05-0j 1.93222e-05-0j 0.000160817-0j 0.000107239-0j 0.000419944-0j 5.44918e-05-0j -0.000170397-0j 0.000149019-0j 0.000475861-0j 6.30734e-05-0j -0.000267137-0j 0.000108017-0j -0.000162585-0j 0.000103338-0j -0.000216452-0j -0.000289027-0j -2.55903e-06-0j 0.000326685-0j -0.000135379-0j 0.000235676-0j -9.6455e-05-0j 0.000108325-0j 0.000409558-0j 0.000189905-0j -0.000201662-0j 7.53413e-05-0j -2.13494e-05-0j 2.22295e-06-0j -0.000225872-0j 0.000252805-0j -3.50736e-05-0j 8.53468e-05-0j -0.000125459-0j 0.000175525-0j 4.44704e-05-0j 7.85467e-05-0j 5.33656e-06-0j 
-3.56238e-07-0j 5.51738e-06-0j -3.16131e-06-0j 1.27502e-05-0j 9.25702e-06-0j -6.83119e-06-0j 2.49409e-06-0j -1.94832e-05-0j 1.68498e-05-0j 1.79314e-06-0j -3.42279e-06-0j -8.3662e-06-0j -2.14007e-05-0j 1.49489e-05-0j 3.61702e-05-0j 8.42574e-06-0j -1.0362e-05-0j 1.71782e-05-0j -8.6298e-06-0j -2.63958e-05-0j 3.23189e-06-0j 1.73869e-05-0j -1.27213e-05-0j 1.35178e-05-0j -1.36378e-05-0j 6.69578e-06-0j 3.0403e-05-0j 1.05276e-05-0j -2.45857e-05-0j -8.65265e-06-0j -1.35851e-05-0j 2.38172e-05-0j 1.15324e-06-0j 4.85252e-06-0j -5.86713e-06-0j -1.68534e-07-0j 3.61226e-06-0j 1.65551e-06-0j 8.05498e-07-0j -7.12751e-07-0j -4.98858e-06-0j -1.28558e-06-0j -1.06997e-05-0j -7.13499e-06-0j -2.79405e-05-0j -3.62555e-06-0j 1.13371e-05-0j -9.91478e-06-0j -3.16608e-05-0j -4.19651e-06-0j 1.77736e-05-0j -7.18681e-06-0j 1.08174e-05-0j -6.87545e-06-0j 1.44014e-05-0j 1.923e-05-0j 1.70262e-07-0j -2.17356e-05-0j 9.00731e-06-0j -1.56804e-05-0j 6.41752e-06-0j -7.20724e-06-0j -2.72494e-05-0j -1.26351e-05-0j 1.34173e-05-0j -5.01274e-06-0j 1.42046e-06-0j -1.47902e-07-0j 1.50281e-05-0j -1.68201e-05-0j 2.33358e-06-0j -5.67845e-06-0j 8.34728e-06-0j -1.16783e-05-0j -2.95878e-06-0j -5.22601e-06-0j -3.55061e-07-0j 
-3.04548e-19-0j 4.71682e-18-0j -2.70261e-18-0j 1.09001e-17-0j 7.91384e-18-0j -5.84e-18-0j 2.1322e-18-0j -1.66562e-17-0j 1.4405e-17-0j 1.53296e-18-0j -2.92615e-18-0j -7.15228e-18-0j -1.82955e-17-0j 1.27798e-17-0j 3.09219e-17-0j 7.20318e-18-0j -8.8585e-18-0j 1.46857e-17-0j -7.37763e-18-0j -2.25658e-17-0j 2.76295e-18-0j 1.48641e-17-0j -1.08755e-17-0j 1.15564e-17-0j -1.1659e-17-0j 5.72424e-18-0j 2.59916e-17-0j 9.00008e-18-0j -2.10184e-17-0j -7.39716e-18-0j -1.16139e-17-0j 2.03614e-17-0j 9.85904e-19-0j 4.14843e-18-0j -5.01582e-18-0j -1.4408e-19-0j 3.08813e-18-0j 1.4153e-18-0j 6.88622e-19-0j -6.09332e-19-0j -4.26475e-18-0j -1.09905e-18-0j -9.14723e-18-0j -6.09972e-18-0j -2.38864e-17-0j -3.09949e-18-0j 9.69214e-18-0j -8.47617e-18-0j -2.70669e-17-0j -3.58761e-18-0j 1.51947e-17-0j -6.14401e-18-0j 9.2478e-18-0j -5.87783e-18-0j 1.23118e-17-0j 1.64398e-17-0j 1.45557e-19-0j -1.85818e-17-0j 7.70037e-18-0j -1.34052e-17-0j 5.48635e-18-0j -6.16149e-18-0j -2.32956e-17-0j -1.08017e-17-0j 1.14705e-17-0j -4.2854e-18-0j 1.21435e-18-0j -1.26441e-19-0j 1.28476e-17-0j -1.43795e-17-0j 1.99498e-18-0j -4.85452e-18-0j 7.13611e-18-0j -9.98384e-18-0j -2.52947e-18-0j -4.46773e-18-0j -3.03543e-19-0j 
3.61308e-06-0j -5.59591e-05-0j 3.2063e-05-0j -0.000129316-0j -9.38876e-05-0j 6.92841e-05-0j -2.52958e-05-0j 0.000197604-0j -0.000170897-0j -1.81866e-05-0j 3.4715e-05-0j 8.48527e-05-0j 0.000217053-0j -0.000151616-0j -0.000366849-0j -8.54565e-05-0j 0.000105095-0j -0.000174227-0j 8.75262e-05-0j 0.000267715-0j -3.27788e-05-0j -0.000176343-0j 0.000129024-0j -0.000137102-0j 0.000138319-0j -6.79108e-05-0j -0.000308357-0j -0.000106774-0j 0.000249356-0j 8.77579e-05-0j 0.000137785-0j -0.000241562-0j -1.16965e-05-0j -4.92158e-05-0j 5.95063e-05-0j 1.70933e-06-0j -3.66367e-05-0j -1.67907e-05-0j -8.16962e-06-0j 7.22895e-06-0j 5.05958e-05-0j 1.30388e-05-0j 0.00010852-0j 7.23654e-05-0j 0.000283381-0j 3.67715e-05-0j -0.000114985-0j 0.000100559-0j 0.000321114-0j 4.25624e-05-0j -0.000180266-0j 7.28909e-05-0j -0.000109713-0j 6.9733e-05-0j -0.000146063-0j -0.000195037-0j -1.72685e-06-0j 0.000220449-0j -9.1355e-05-0j 0.000159036-0j -6.50885e-05-0j 7.30982e-05-0j 0.000276373-0j 0.000128149-0j -0.000136083-0j 5.08408e-05-0j -1.44067e-05-0j 1.50006e-06-0j -0.00015242-0j 0.000170595-0j -2.36679e-05-0j 5.75926e-05-0j -8.46608e-05-0j 0.000118446-0j 3.00089e-05-0j 5.30039e-05-0j 3.60115e-06-0j 
3.4947e-19-0j -5.41257e-18-0j 3.10125e-18-0j -1.2508e-17-0j -9.08117e-18-0j 6.70143e-18-0j -2.44671e-18-0j 1.9113e-17-0j -1.65298e-17-0j -1.75908e-18-0j 3.35777e-18-0j 8.20728e-18-0j 2.09942e-17-0j -1.46649e-17-0j -3.54831e-17-0j -8.26568e-18-0j 1.01652e-17-0j -1.68519e-17-0j 8.46586e-18-0j 2.58944e-17-0j -3.17049e-18-0j -1.70566e-17-0j 1.24797e-17-0j -1.32611e-17-0j 1.33787e-17-0j -6.56859e-18-0j -2.98254e-17-0j -1.03276e-17-0j 2.41187e-17-0j 8.48828e-18-0j 1.33271e-17-0j -2.33648e-17-0j -1.13133e-18-0j -4.76034e-18-0j 5.75568e-18-0j 1.65332e-19-0j -3.54364e-18-0j -1.62406e-18-0j -7.90196e-19-0j 6.99211e-19-0j 4.89382e-18-0j 1.26116e-18-0j 1.04965e-17-0j 6.99945e-18-0j 2.74097e-17-0j 3.55668e-18-0j -1.11218e-17-0j 9.72644e-18-0j 3.10594e-17-0j 4.11679e-18-0j -1.7436e-17-0j 7.05028e-18-0j -1.06119e-17-0j 6.74484e-18-0j -1.41278e-17-0j -1.88647e-17-0j -1.67028e-19-0j 2.13227e-17-0j -8.8362e-18-0j 1.53825e-17-0j -6.29561e-18-0j 7.07033e-18-0j 2.67318e-17-0j 1.2395e-17-0j -1.31624e-17-0j 4.91752e-18-0j -1.39347e-18-0j 1.45092e-19-0j -1.47426e-17-0j 1.65006e-17-0j -2.28925e-18-0j 5.57058e-18-0j -8.18871e-18-0j 1.14565e-17-0j 2.90258e-18-0j 5.12674e-18-0j 3.48317e-19-0j 
-1.23449e-18-0j 1.91196e-17-0j -1.0955e-17-0j 4.41837e-17-0j 3.20788e-17-0j -2.36724e-17-0j 8.64288e-18-0j -6.75159e-17-0j 5.83905e-17-0j 6.21385e-18-0j -1.18611e-17-0j -2.89918e-17-0j -7.41608e-17-0j 5.18029e-17-0j 1.25342e-16-0j 2.91981e-17-0j -3.59079e-17-0j 5.95285e-17-0j -2.99052e-17-0j -9.14705e-17-0j 1.11996e-17-0j 6.02516e-17-0j -4.40838e-17-0j 4.6844e-17-0j -4.72596e-17-0j 2.32032e-17-0j 1.05357e-16-0j 3.64818e-17-0j -8.5198e-17-0j -2.99844e-17-0j -4.70771e-17-0j 8.25348e-17-0j 3.99636e-18-0j 1.68157e-17-0j -2.03316e-17-0j -5.84028e-19-0j 1.25177e-17-0j 5.73691e-18-0j 2.79133e-18-0j -2.46993e-18-0j -1.72872e-17-0j -4.45498e-18-0j -3.70783e-17-0j -2.47252e-17-0j -9.68234e-17-0j -1.25638e-17-0j 3.92871e-17-0j -3.43581e-17-0j -1.09716e-16-0j -1.45424e-17-0j 6.15918e-17-0j -2.49048e-17-0j 3.7486e-17-0j -2.38258e-17-0j 4.99058e-17-0j 6.66387e-17-0j 5.90017e-19-0j -7.53214e-17-0j 3.12134e-17-0j -5.4338e-17-0j 2.22389e-17-0j -2.49756e-17-0j -9.44287e-17-0j -4.37849e-17-0j 4.64956e-17-0j -1.73709e-17-0j 4.92238e-18-0j -5.1253e-19-0j 5.20776e-17-0j -5.82874e-17-0j 8.08667e-18-0j -1.96778e-17-0j 2.89262e-17-0j -4.04695e-17-0j -1.02532e-17-0j -1.81099e-17-0j -1.23041e-18-0j 
2.10925e-06-0j -3.26679e-05-0j 1.87178e-05-0j -7.54924e-05-0j -5.48099e-05-0j 4.04468e-05-0j -1.47672e-05-0j 0.000115358-0j -9.97662e-05-0j -1.0617e-05-0j 2.0266e-05-0j 4.95354e-05-0j 0.000126711-0j -8.85106e-05-0j -0.00021416-0j -4.98879e-05-0j 6.13524e-05-0j -0.000101711-0j 5.10962e-05-0j 0.000156287-0j -1.91357e-05-0j -0.000102946-0j 7.53216e-05-0j -8.00378e-05-0j 8.0748e-05-0j -3.96451e-05-0j -0.000180013-0j -6.23329e-05-0j 0.00014557-0j 5.12314e-05-0j 8.04361e-05-0j -0.000141019-0j -6.82819e-06-0j -2.87313e-05-0j 3.47387e-05-0j 9.97873e-07-0j -2.13878e-05-0j -9.8021e-06-0j -4.76927e-06-0j 4.22013e-06-0j 2.95369e-05-0j 7.61179e-06-0j 6.3352e-05-0j 4.22456e-05-0j 0.000165433-0j 2.14665e-05-0j -6.7126e-05-0j 5.87044e-05-0j 0.000187461-0j 2.48471e-05-0j -0.000105236-0j 4.25523e-05-0j -6.40486e-05-0j 4.07088e-05-0j -8.52691e-05-0j -0.000113859-0j -1.0081e-06-0j 0.000128694-0j -5.33314e-05-0j 9.2842e-05-0j -3.79975e-05-0j 4.26734e-05-0j 0.000161341-0j 7.4811e-05-0j -7.94425e-05-0j 2.96799e-05-0j -8.41039e-06-0j 8.7571e-07-0j -8.89799e-05-0j 9.95901e-05-0j -1.38169e-05-0j 3.36215e-05-0j -4.94234e-05-0j 6.91463e-05-0j 1.75186e-05-0j 3.09427e-05-0j 2.10228e-06-0j 
4.38563e-06-0j -6.79244e-05-0j 3.89188e-05-0j -0.000156967-0j -0.000113963-0j 8.40987e-05-0j -3.07047e-05-0j 0.000239857-0j -0.000207438-0j -2.20753e-05-0j 4.21379e-05-0j 0.000102996-0j 0.000263464-0j -0.000184035-0j -0.00044529-0j -0.000103729-0j 0.000127566-0j -0.000211481-0j 0.000106241-0j 0.000324958-0j -3.97877e-05-0j -0.00021405-0j 0.000156612-0j -0.000166418-0j 0.000167895-0j -8.24317e-05-0j -0.000374291-0j -0.000129605-0j 0.000302674-0j 0.000106523-0j 0.000167246-0j -0.000293213-0j -1.41975e-05-0j -5.97393e-05-0j 7.22301e-05-0j 2.07482e-06-0j -4.44705e-05-0j -2.03809e-05-0j -9.91647e-06-0j 8.77467e-06-0j 6.14144e-05-0j 1.58268e-05-0j 0.000131724-0j 8.78388e-05-0j 0.000343975-0j 4.46341e-05-0j -0.000139571-0j 0.000122061-0j 0.000389776-0j 5.16632e-05-0j -0.000218811-0j 8.84766e-05-0j -0.000133173-0j 8.46435e-05-0j -0.000177295-0j -0.000236741-0j -2.09609e-06-0j 0.000267587-0j -0.000110889-0j 0.000193041-0j -7.90059e-05-0j 8.87283e-05-0j 0.000335467-0j 0.00015555-0j -0.00016518-0j 6.17118e-05-0j -1.74872e-05-0j 1.82081e-06-0j -0.000185011-0j 0.000207072-0j -2.87287e-05-0j 6.99073e-05-0j -0.000102763-0j 0.000143772-0j 3.64255e-05-0j 6.43373e-05-0j 4.37116e-06-0j 
-2.00997e-18-0j 3.11302e-17-0j -1.78368e-17-0j 7.19391e-17-0j 5.22301e-17-0j -3.8543e-17-0j 1.40722e-17-0j -1.09928e-16-0j 9.50704e-17-0j 1.01173e-17-0j -1.93121e-17-0j -4.72039e-17-0j -1.20747e-16-0j 8.43446e-17-0j 2.0408e-16-0j 4.75398e-17-0j -5.84646e-17-0j 9.69232e-17-0j -4.86912e-17-0j -1.48931e-16-0j 1.8235e-17-0j 9.81005e-17-0j -7.17764e-17-0j 7.62706e-17-0j -7.69473e-17-0j 3.7779e-17-0j 1.7154e-16-0j 5.9399e-17-0j -1.38718e-16-0j -4.88201e-17-0j -7.66501e-17-0j 1.34382e-16-0j 6.5068e-18-0j 2.73789e-17-0j -3.31036e-17-0j -9.50905e-19-0j 2.03811e-17-0j 9.34074e-18-0j 4.54479e-18-0j -4.02149e-18-0j -2.81467e-17-0j -7.25352e-18-0j -6.03702e-17-0j -4.02571e-17-0j -1.57646e-16-0j -2.04561e-17-0j 6.39665e-17-0j -5.59413e-17-0j -1.78637e-16-0j -2.36776e-17-0j 1.00283e-16-0j -4.05495e-17-0j 6.1034e-17-0j -3.87927e-17-0j 8.12557e-17-0j 1.085e-16-0j 9.60655e-19-0j -1.22637e-16-0j 5.08212e-17-0j -8.84721e-17-0j 3.6209e-17-0j -4.06648e-17-0j -1.53747e-16-0j -7.12898e-17-0j 7.57033e-17-0j -2.8283e-17-0j 8.01453e-18-0j -8.34492e-19-0j 8.47918e-17-0j -9.49026e-17-0j 1.31666e-17-0j -3.2039e-17-0j 4.70971e-17-0j -6.58917e-17-0j -1.66941e-17-0j -2.94863e-17-0j -2.00333e-18-0j 
-6.9984e-19-0j 1.08391e-17-0j -6.21049e-18-0j 2.50481e-17-0j 1.81857e-17-0j -1.34201e-17-0j 4.89972e-18-0j -3.82753e-17-0j 3.31021e-17-0j 3.52268e-18-0j -6.72418e-18-0j -1.64357e-17-0j -4.20424e-17-0j 2.93675e-17-0j 7.10575e-17-0j 1.65526e-17-0j -2.03565e-17-0j 3.37472e-17-0j -1.69535e-17-0j -5.18554e-17-0j 6.34915e-18-0j 3.41571e-17-0j -2.49915e-17-0j 2.65563e-17-0j -2.67919e-17-0j 1.31541e-17-0j 5.97277e-17-0j 2.06818e-17-0j -4.82995e-17-0j -1.69984e-17-0j -2.66884e-17-0j 4.67897e-17-0j 2.26557e-18-0j 9.53293e-18-0j -1.15262e-17-0j -3.31091e-19-0j 7.0964e-18-0j 3.2523e-18-0j 1.58243e-18-0j -1.40022e-18-0j -9.80024e-18-0j -2.52557e-18-0j -2.102e-17-0j -1.40169e-17-0j -5.489e-17-0j -7.12251e-18-0j 2.22722e-17-0j -1.94779e-17-0j -6.21987e-17-0j -8.24419e-18-0j 3.49169e-17-0j -1.41187e-17-0j 2.12511e-17-0j -1.3507e-17-0j 2.8292e-17-0j 3.7778e-17-0j 3.34485e-19-0j -4.27003e-17-0j 1.76952e-17-0j -3.08046e-17-0j 1.26074e-17-0j -1.41589e-17-0j -5.35324e-17-0j -2.4822e-17-0j 2.63587e-17-0j -9.8477e-18-0j 2.79054e-18-0j -2.90557e-19-0j 2.95232e-17-0j -3.30436e-17-0j 4.5844e-18-0j -1.11555e-17-0j 1.63985e-17-0j -2.29425e-17-0j -5.81262e-18-0j -1.02667e-17-0j -6.9753e-19-0j 
2.13856e-06-0j -3.31219e-05-0j 1.89779e-05-0j -7.65417e-05-0j -5.55717e-05-0j 4.1009e-05-0j -1.49725e-05-0j 0.000116961-0j -0.000101153-0j -1.07646e-05-0j 2.05477e-05-0j 5.02239e-05-0j 0.000128473-0j -8.97408e-05-0j -0.000217136-0j -5.05813e-05-0j 6.22051e-05-0j -0.000103124-0j 5.18063e-05-0j 0.000158459-0j -1.94017e-05-0j -0.000104377-0j 7.63686e-05-0j -8.11503e-05-0j 8.18703e-05-0j -4.01961e-05-0j -0.000182515-0j -6.31993e-05-0j 0.000147593-0j 5.19435e-05-0j 8.15541e-05-0j -0.000142979-0j -6.9231e-06-0j -2.91306e-05-0j 3.52215e-05-0j 1.01174e-06-0j -2.16851e-05-0j -9.93834e-06-0j -4.83556e-06-0j 4.27878e-06-0j 2.99474e-05-0j 7.71759e-06-0j 6.42326e-05-0j 4.28327e-05-0j 0.000167732-0j 2.17649e-05-0j -6.8059e-05-0j 5.95203e-05-0j 0.000190066-0j 2.51925e-05-0j -0.000106699-0j 4.31438e-05-0j -6.49388e-05-0j 4.12746e-05-0j -8.64543e-05-0j -0.000115442-0j -1.02212e-06-0j 0.000130483-0j -5.40726e-05-0j 9.41324e-05-0j -3.85256e-05-0j 4.32665e-05-0j 0.000163584-0j 7.58508e-05-0j -8.05467e-05-0j 3.00925e-05-0j -8.52729e-06-0j 8.87882e-07-0j -9.02166e-05-0j 0.000100974-0j -1.40089e-05-0j 3.40888e-05-0j -5.01103e-05-0j 7.01074e-05-0j 1.77621e-05-0j 3.13728e-05-0j 2.1315e-06-0j 
1.9991e-18-0j -3.09619e-17-0j 1.77403e-17-0j -7.155e-17-0j -5.19475e-17-0j 3.83346e-17-0j -1.39961e-17-0j 1.09333e-16-0j -9.45562e-17-0j -1.00625e-17-0j 1.92076e-17-0j 4.69486e-17-0j 1.20094e-16-0j -8.38884e-17-0j -2.02976e-16-0j -4.72826e-17-0j 5.81484e-17-0j -9.63989e-17-0j 4.84278e-17-0j 1.48125e-16-0j -1.81364e-17-0j -9.75699e-17-0j 7.13881e-17-0j -7.5858e-17-0j 7.65311e-17-0j -3.75747e-17-0j -1.70612e-16-0j -5.90777e-17-0j 1.37968e-16-0j 4.8556e-17-0j 7.62355e-17-0j -1.33655e-16-0j -6.4716e-18-0j -2.72308e-17-0j 3.29245e-17-0j 9.45761e-19-0j -2.02709e-17-0j -9.29021e-18-0j -4.52021e-18-0j 3.99974e-18-0j 2.79944e-17-0j 7.21428e-18-0j 6.00436e-17-0j 4.00394e-17-0j 1.56793e-16-0j 2.03455e-17-0j -6.36205e-17-0j 5.56387e-17-0j 1.77671e-16-0j 2.35495e-17-0j -9.97402e-17-0j 4.03301e-17-0j -6.07038e-17-0j 3.85829e-17-0j -8.08162e-17-0j -1.07913e-16-0j -9.55458e-19-0j 1.21974e-16-0j -5.05463e-17-0j 8.79935e-17-0j -3.60131e-17-0j 4.04448e-17-0j 1.52916e-16-0j 7.09041e-17-0j -7.52938e-17-0j 2.813e-17-0j -7.97117e-18-0j 8.29978e-19-0j -8.43331e-17-0j 9.43892e-17-0j -1.30953e-17-0j 3.18657e-17-0j -4.68424e-17-0j 6.55353e-17-0j 1.66038e-17-0j 2.93268e-17-0j 1.9925e-18-0j 
-5.89023e-06-0j 9.12274e-05-0j -5.22708e-05-0j 0.000210818-0j 0.000153061-0j -0.000112951-0j 4.12386e-05-0j -0.000322145-0j 0.000278605-0j 2.96488e-05-0j -5.65942e-05-0j -0.000138331-0j -0.000353851-0j 0.000247172-0j 0.000598057-0j 0.000139316-0j -0.000171331-0j 0.000284034-0j -0.00014269-0j -0.000436442-0j 5.34378e-05-0j 0.000287484-0j -0.000210341-0j 0.000223512-0j -0.000225495-0j 0.000110712-0j 0.0005027-0j 0.000174069-0j -0.000406514-0j -0.000143068-0j -0.000224624-0j 0.000393807-0j 1.90682e-05-0j 8.02342e-05-0j -9.70104e-05-0j -2.78663e-06-0j 5.97271e-05-0j 2.73731e-05-0j 1.33185e-05-0j -1.1785e-05-0j -8.2484e-05-0j -2.12565e-05-0j -0.000176915-0j -0.000117974-0j -0.000461983-0j -5.99468e-05-0j 0.000187454-0j -0.000163936-0j -0.000523497-0j -6.93874e-05-0j 0.000293879-0j -0.000118831-0j 0.000178861-0j -0.000113682-0j 0.00023812-0j 0.00031796-0j 2.81521e-06-0j -0.000359388-0j 0.000148932-0j -0.000259268-0j 0.000106111-0j -0.000119169-0j -0.000450557-0j -0.000208915-0j 0.000221849-0j -8.28834e-05-0j 2.34866e-05-0j -2.44549e-06-0j 0.000248483-0j -0.000278113-0j 3.85847e-05-0j -9.38906e-05-0j 0.000138018-0j -0.000193096-0j -4.89221e-05-0j -8.64097e-05-0j -5.87078e-06-0j 
-2.59499e-06-0j 4.0191e-05-0j -2.30283e-05-0j 9.28778e-05-0j 6.74322e-05-0j -4.97614e-05-0j 1.8168e-05-0j -0.000141924-0j 0.000122742-0j 1.3062e-05-0j -2.49331e-05-0j -6.09431e-05-0j -0.000155892-0j 0.000108894-0j 0.000263479-0j 6.13768e-05-0j -7.54814e-05-0j 0.000125134-0j -6.28632e-05-0j -0.000192279-0j 2.35425e-05-0j 0.000126654-0j -9.26677e-05-0j 9.847e-05-0j -9.93437e-05-0j 4.8775e-05-0j 0.000221469-0j 7.66878e-05-0j -0.000179093-0j -6.30297e-05-0j -9.896e-05-0j 0.000173495-0j 8.40068e-06-0j 3.53479e-05-0j -4.27388e-05-0j -1.22768e-06-0j 2.63133e-05-0j 1.20595e-05-0j 5.8676e-06-0j -5.19199e-06-0j -3.6339e-05-0j -9.36474e-06-0j -7.79416e-05-0j -5.19744e-05-0j -0.000203531-0j -2.64101e-05-0j 8.25847e-05-0j -7.22236e-05-0j -0.000230631-0j -3.05692e-05-0j 0.000129471-0j -5.23518e-05-0j 7.87986e-05-0j -5.00838e-05-0j 0.000104906-0j 0.00014008-0j 1.24026e-06-0j -0.000158332-0j 6.56132e-05-0j -0.000114223-0j 4.6748e-05-0j -5.25007e-05-0j -0.000198497-0j -9.20394e-05-0j 9.77376e-05-0j -3.6515e-05-0j 1.03472e-05-0j -1.07738e-06-0j 0.000109471-0j -0.000122525-0j 1.69988e-05-0j -4.13643e-05-0j 6.08053e-05-0j -8.50702e-05-0j -2.15531e-05-0j -3.80686e-05-0j -2.58642e-06-0j 
