-0.0165693-0.00117437j -0.00520377-0.01448j 0.0126622+0.0002701j 0.0243325+0.00791626j 0.0153994-0.0198415j 0.00576819+0.0267631j -0.00503495-0.00546562j 0.0208227-0.0158737j -0.00255021-0.0020221j 0.0115317+0.0109931j 0.00797518+0.0105611j 0.0246597+0.000898409j -0.0250715-0.0116893j -0.00633149-0.003828j -0.0138317-0.0106669j 0.00546631-0.00552682j -0.0169665+0.023149j 0.00250824+0.00652518j 0.00848817-0.0190905j 0.0133815-0.00281984j -0.0010319-0.00484372j 0.00516202+0.00310732j 0.00452376-0.0211349j 0.00150122+0.0150633j -0.00761332+0.00468961j 0.00563119-0.00520434j 0.00645608+0.0013522j -0.000748047-0.0178724j -0.0109974-0.00125659j 0.00531117-6.04668e-05j 0.00746586+0.00689697j 0.017048-0.0122585j 0.0108047+0.00550632j -0.005882+0.0107146j -0.00113711+0.00928538j 0.0109102-0.0152357j -0.0039515+0.000315043j 0.0313116+0.00167503j 0.00315444+0.000381639j -0.0306286-0.0129209j 0.00876383-0.0163541j -0.0218557-0.00442078j -0.0151654-0.00883374j -0.00377796-0.00281944j -0.023611-0.0106355j 0.00486361-0.0124923j -0.016244-0.00673156j 0.00902996+0.0101038j -0.0117198+0.00133712j -0.00375944+0.0233101j -0.0117405+0.0259419j 0.0395133-0.00849494j 0.00455043+0.00966771j 0.0113403+0.0260098j -0.00752455-0.0130269j 0.0104914+0.0345516j 0.00725621+0.0156986j 0.0185633-0.00245761j -0.00532201-0.0315182j 0.0121221-0.0372801j -0.0133016-0.00109149j -0.00178245-0.0198282j -0.00769104+0.00211019j 0.0248955+0.00174141j 0.0043902-0.00522665j 0.020313-0.00342477j -0.00499385-0.00288095j -0.00948394-0.0208408j 0.0215864+0.0295063j 0.042607-0.0291872j 0.0307642-0.0288975j 0.0240631-0.0347082j 0.0443749+0.0515613j 0.0315305-0.0261552j -0.026861-0.0662898j -0.0120507-0.00452043j -0.012486-0.00316141j 
-0.00923992+0.00256384j 0.00509174+0.0131233j -0.0439823-0.0305753j 0.0136505-0.0467296j -0.0460964-0.0358864j 0.0504145-0.0198344j 0.0336946-0.0136308j -0.0148655-0.0453435j -0.00623843+0.00750422j 0.016004+0.0265467j 0.0210887-0.00702056j -0.0300699-0.0268894j 0.0133193+6.47439e-06j 0.00663918+0.0127626j -0.0213397-0.000983149j -0.0298484-0.0152227j 0.0271987+0.0029816j 0.0441242-0.00227989j -0.0447222+0.0239009j 0.0248584-0.0213159j 0.00223966-0.00961114j 0.00913019+0.0128529j -0.0109698-0.0136709j -0.0276154-0.013517j 0.00397886+0.0243284j -0.0421053+0.0239212j 0.00365721+0.00796622j 0.0177515+0.0205881j 0.015388+0.0300057j -0.0030684-0.0280438j -0.0190639-0.00176307j -0.019055+0.0394062j 0.0161143+0.0182637j -0.0238771+0.0232307j 0.0342436+0.00156242j -0.000553751+0.0121908j -0.0200245+0.014901j -0.0193466-0.0148532j -0.0129983-0.0370389j 0.0178839-0.027307j 0.00183923-0.0054386j 0.0199618-0.00127342j 0.0358687-0.00418924j -0.030889-0.0153408j 0.0155678+0.0202625j 0.00899039+0.014696j 0.0236338-0.0240102j 0.00397155+0.0169268j 0.0195134-0.016152j 0.0165596-0.00894578j -0.013415-0.0137314j 0.0137541+0.0106204j 0.0091049-0.023746j -0.0149832+0.00213855j -0.0198507+0.0195872j -0.00413054-0.0110551j -0.0225243-0.00349054j 0.0242021-0.0207539j -0.016772-0.00719741j 0.0144296+0.0228844j -0.0188588+0.0215202j 0.0154959+0.0300689j -0.00743409+0.0326297j -0.00823943-0.0165616j 0.00414004+0.011046j -0.00895701+0.00236246j -0.0111482+0.0138689j 0.0184821+0.00703131j 0.0060386-0.0235886j -0.0046793-0.0106065j -0.0159888-0.0169611j -0.0198329-0.0136086j 0.00900539-0.0136642j -0.0142822+0.00123403j -0.0157422+0.00758921j -0.0149683+0.000106659j -0.00663997+0.0125535j 
0.000398419+0.00079761j 0.00163807+0.0107159j -0.0192654-0.0409669j -0.0137625-0.0159761j -0.0081482-0.0427338j 0.028711-0.0213068j -0.01303+0.00406367j 0.00861007-0.00272811j -0.00067497+0.00430711j 0.00723717-0.0145269j 0.0153284-0.0132027j -0.0205003-0.0223361j 0.0357404-0.0209815j 0.0380377+0.0196942j 0.0325976+0.0165411j 0.00400132-0.0276781j -0.0198921-0.0167658j 0.0136936-0.0432258j 0.00972018+0.0302382j -0.00276507+0.00903563j -0.0365393-0.00533945j 0.0427447-0.0280447j -0.0178508-0.00216935j -0.0287706+0.0188666j -0.0129236+0.0192898j 0.0171098+0.0491159j -0.0303765-0.0507198j -0.00395682+0.0215414j -0.013477+0.0213277j -0.0168617-0.0154826j 0.0140241+0.0173603j -0.0239327+0.0169081j 0.000379135-0.0107865j 0.00910899-0.00695813j 0.020803+0.0235938j 0.00132172+0.0194608j 0.0103369-0.0256949j -3.81708e-06-0.0221996j -0.0103115-0.000484981j -0.00491779+0.0123821j 0.0141125+0.0114042j 0.0199025+0.000414959j 0.0248357+0.0131707j 0.0106304+0.00787388j 0.00227346+0.0114225j -0.000408603+0.0282732j 0.0175336+0.0144619j -0.0148413-0.0046702j 0.00609904-0.0060652j -0.0147989-0.0101256j 0.000305298-0.0153678j -0.0059612-0.00651246j -0.0280896-0.0133702j -0.0130053-0.0162151j -0.0454943-0.0264226j 0.0074934-0.0185884j -0.00945344-0.0111877j -0.0112989+0.00935963j 0.0081913+0.0318548j -0.0122204+0.027718j 0.00672218+0.00103369j 0.0206826+0.0190549j 0.011986-0.00674007j -0.0162803-0.018262j -0.00245122-0.00957256j -0.0197216+0.00173534j -0.0187265+0.00386677j 0.00956828+0.0391439j -0.0133735-0.0100765j 0.00723728+0.0228596j -0.00614862+0.0133586j 0.00201048+0.000773733j -0.023293-0.0264585j 0.00442715+0.0186717j 0.00462267+0.0304277j -0.00771689-0.000517481j -0.00190899+0.00568216j 
-0.00253534-0.0110609j -0.00434251+0.00705415j 0.012868-0.0265127j 0.031342+0.0167736j 0.0384681-0.00853502j 0.00866364+0.0430591j 0.0402219+0.0242788j 0.0475106+0.00962889j -0.0108336+0.0311808j -0.00128527-0.00914938j 0.0228422-0.0181508j -0.00499551+0.0243339j -0.0148935-0.0137854j -0.0265162+0.0041916j -0.00435198+0.0280056j -0.00475892+0.0111786j 0.0122999+0.0140605j -0.0426178+0.0114045j -0.0174421-0.0281552j 0.00203549-0.000120092j -0.0166899+0.0215518j 0.019379-0.0152262j -0.000589762-0.0417648j 0.00386538+0.00796387j -0.000255587-0.00574594j 0.0367249+0.0142564j -0.00275463+0.0120269j -0.00548166-0.0183294j 0.00731433+0.00372639j -0.0104137+0.012405j -0.0323288+0.0160859j -0.00347135-0.00838823j 0.00945772+0.00402951j -0.00410875-0.00316872j -0.00241525+0.000247752j 0.0167892-0.00391844j -0.00714322+0.00963077j 0.0311536-0.0126763j 0.00878585+0.0254227j -0.0246754-0.00815218j 0.00144684-0.0191283j -0.0106798-0.0199564j -0.00430141-0.00386054j 0.00405814-0.0107279j 0.00213179-0.0102209j 0.0189318+0.00855235j 0.0027418-0.0169834j 0.000859644-0.0120457j -0.00853117+0.000920728j 0.014039+0.00848114j -0.01199+0.0293658j 0.00897068+0.0303265j 0.0229026+0.00781743j -0.00398273+0.020593j 0.00777389-0.00590162j -0.00507658+0.00156506j -0.00795485-0.00401275j 0.0216405+0.00199944j -0.0158338-0.0221041j -0.00401645-0.00726275j -0.0173898-0.0101818j -0.011842-0.0153644j 0.0106583-0.00940081j 0.0101843+0.00181141j 0.0176621+0.00523331j -0.0109229-0.0113499j 0.00572591+0.0172983j -0.0125014-0.0198952j 0.014379-0.00399169j 0.0051421-0.00793504j -0.00133478-0.00819606j -0.0112661-0.0169042j 0.00870751+0.0289054j 0.00327724-0.0144676j -0.0112957-0.0190473j 9.30178e-05+0.00827302j 0.00891479-0.0065182j 
-0.000137363-0.000798272j -0.00816305+0.0136703j 9.47541e-05-0.0589243j 0.00581362-0.00724047j -0.00394068-0.0609149j 0.0174319+0.00963091j 0.0465582+0.00444558j 0.022691-0.00168961j -0.0250422+0.0270833j -0.00505483+0.0651602j 0.0081359+0.00309516j 0.00818945-0.0119703j 0.0337093-0.0137181j -0.00395869+0.00637463j 0.0228742+0.0159647j -0.0465589-0.0275978j -0.0317286-0.0488542j 0.0374281-0.0501369j -0.00970701+0.0164502j 0.0227616-0.0217113j -0.00634696+0.0131436j 0.0244759+0.0124821j -0.00582595-0.0439647j -0.015955+0.035982j -0.0192299+0.0203153j 0.0540956+0.0348759j -0.000818792-0.0399797j 0.00961765+0.0148197j 0.00294875+0.0187167j 0.00181542-0.0223196j 0.0334257+0.0064254j -0.0047148+0.0437649j 0.0331064-0.00780117j 0.0191973-0.0112006j 0.0225988-0.00108246j 0.00669021+0.00620923j -0.0265595-0.0543921j 0.0294264-0.00770446j -0.0332035-0.0151152j -0.00590664+0.0404999j 0.0443778-0.0127951j -0.00304024+0.0251918j 0.027839+0.00886157j -0.0260406+0.0124431j -0.0268053+0.0488415j -0.00759767+0.00717697j 0.0110811-0.0370757j 0.00897188+0.0253908j 0.0345208+0.00543413j 0.00716945-0.00143709j 0.0217357-0.0334779j 0.00708264-0.0289628j 0.00392566-0.00664505j 0.000445592+0.0327679j -0.012665-0.0235203j 0.0265559-0.00602587j 0.000963194+0.0012914j 0.00320441-0.00519875j -0.00223387+0.0213437j 0.0131353+0.0364637j -0.0137997+0.00621297j 0.0397968+0.0325613j 0.0171474+0.0306963j -0.0211411+0.00335083j -0.00392262-0.0183411j -0.0373214-0.0247071j -0.0459901-0.00131534j 4.40606e-05+0.0279671j -0.00889281+0.00505599j 0.0132168+0.0117116j 0.0178506+0.00318308j 0.0201902-0.00620646j -0.0023067+0.00854368j 0.0149489+0.0178764j -0.00519234+0.0137242j -0.00511234+0.00869732j 0.00910291+0.00271476j 
-0.00625867-0.0142535j -0.000504121-0.00112204j 0.00803127-0.0420863j 0.024102+0.011842j 0.019805-0.0210066j 0.0276652-0.00512257j 0.0204474+0.0103173j -0.00117581+0.0377801j -0.00729498+0.0295563j 0.0341928-0.0551332j -0.00796772+0.00266052j -0.00938301-0.0129891j 0.00341053+0.0212746j -0.0421363+0.039974j 0.0157863-0.00969835j -0.000244695-0.0108948j -0.00690158-0.00167595j -0.0136979-0.0300203j 0.0228805-0.01062j -0.000434239-0.0294449j 0.0185484+0.00554885j -0.006275-0.0544167j -0.0127233+0.000424601j 0.000937382-0.00755405j -0.00881356+0.0357579j 0.0021999+0.0140847j 0.0314127-0.00457734j 0.0193065-0.0198495j 0.0264951-0.0104528j -0.0329973+0.0149989j -0.0416134+0.0180849j -0.0208388+0.0146714j 0.00793109+0.0113835j 0.0148371-0.0253746j -0.0147068-0.0116581j 0.027316+0.0124855j 0.0167359+0.00594149j 0.0243023+0.00273577j -0.0152753-0.0237214j -0.00430317-0.00807906j -0.0419215+0.00915074j 0.00893257-0.0170944j -0.00884521+0.0019445j 0.0114795-0.0257563j -0.006474-0.00670644j 0.0191472+0.000369345j 0.0177567-0.00323648j 0.00883572-0.0143143j -0.00274959-0.000507244j -0.00845174+0.0128457j 0.0106938-0.015888j 0.00943811+0.0152934j -0.00843629+0.0186284j -0.0217625-0.0166127j 0.000193023-0.0259218j 0.00843704-0.00522881j -0.0284111+0.00369249j -0.0158376+0.00894304j -0.0306221-0.0250994j -0.00193512+0.0155144j -0.0259174-0.00818018j -0.00196679-0.00306236j 0.00590481-0.0213914j 0.0139907-0.00209795j 0.018265-0.0193957j -0.0209896+0.0358112j 0.00269124+0.0151753j -0.00622392+0.029427j 0.0075706+0.0125723j 0.0165819-0.00919997j -0.0119413+0.0122474j -0.0221318-0.018496j 0.0228779-0.0211317j 0.00926424-0.00991559j -0.0131394+0.0238947j -0.0105704+0.00718195j 0.00643411+0.00490701j 
0.0064341-0.00801377j 0.00309327+0.014016j -0.000515711-0.016773j 0.0049436-0.00371478j 0.00984625-0.0339669j 0.00777994+0.0184021j -0.0158071+0.00854332j 0.0147329+0.00760249j -0.00124347+0.00267854j -0.046963-0.0129649j -0.024592-0.0425951j -0.0365033+0.012728j -0.00216466-0.000178393j 0.0325602-0.0144299j -0.00163965+0.00823555j 0.0254388-0.00714103j -0.01258+0.0142506j -0.0127847+0.00454993j -0.0237781-0.0358527j 0.0110879+0.0167598j -0.0462142-0.0231705j 0.0182861+0.00410083j 0.016895+0.00355217j -0.0065712-0.0204584j 0.0237321-0.0337488j -0.00197769+0.00413327j -0.0465314+0.00499488j 0.00177353+0.0103609j 0.00724154+0.031332j 0.0128477-0.00971133j -0.0118277-0.0116999j -0.0107624+0.0145709j -0.0208813-0.0117977j -0.0238953+0.0144434j -0.0121633+0.00780133j 0.0282966-0.00913981j -0.00516487+0.0123466j -0.0251226-0.00877262j 0.0368015+0.0267036j -0.00710362+0.0191684j 0.00902491+0.0250213j 0.012286-0.00619246j 0.0163482-0.027631j 0.0190477+0.0207858j 0.0243095-0.010768j 0.0245588+0.0326136j -0.026097-0.00191607j -0.0310426-0.00751374j -0.00942854-0.0176968j -0.00711035+0.00162682j 0.00610413+0.0131804j -0.0279427+0.0293988j 0.0061165-0.0204129j -0.00610162-0.00518353j -0.0278681+0.0157153j -0.0208378+0.000416724j 0.0120228-0.0291287j 0.0212783-0.0116199j 0.0188636+0.0203598j -0.0126496+0.0135768j 0.0264814-0.0104898j -0.00935613+0.0118924j 0.00935257+0.00335908j -0.000874811-0.0156378j 0.017979+0.0170171j -0.00430897-0.00709137j -0.00449138-0.0139387j 0.00536604-0.0118278j -0.00596196-0.0248685j 0.0071583+0.022465j -0.0107273-0.000871691j 0.0147838+0.0055348j -0.00138098-0.00581002j 2.00516e-05-0.00138695j 0.00944716+0.00750214j 0.000299061-0.000558847j -0.000833783-0.00142183j 
0.00273214+0.00424638j 0.0103207-0.00939993j -0.000217762+0.0355806j -0.0242228-0.00369393j -0.0496048+0.0102493j -0.0558486-0.0239847j -0.0275184-0.0109498j -0.0639873+0.00939543j -0.0389773-0.0163935j -0.0243433+0.00663387j -0.0572695+0.0428291j -0.00715155-0.00208831j 0.0143403+0.0522721j -0.0227614+0.0284629j -0.0241176-0.0304521j 0.0209727-0.0234232j -0.0403422-0.026328j 0.0345052+0.0269184j -0.0146448-0.00841504j 0.00669038+0.00534298j 0.0586916-0.010431j -0.0444394+0.0302446j -0.0417673-0.00703401j 0.0133891-0.0437571j 0.017385-0.00556956j -0.00646937-0.065579j 0.00318604+0.0117758j 0.0108921+0.017171j -0.0144528+0.011025j 0.0126648+0.0246323j 0.0204296-0.0277034j 0.00454821-0.00671043j 0.000444849+0.00641828j 0.00191264-0.00854252j -0.0180549-0.0284509j -0.001795-0.0142087j 0.0213033+0.0108197j 0.00181223+0.0228543j -0.00043676-0.00768114j 0.0392847-0.0160513j -0.00258802+0.00116387j 0.0288946+0.012876j -0.00576959+0.000686059j -0.014718-0.0088847j -0.0175967+0.0204009j -0.0071716-0.00422513j -0.0283867-0.0486833j 0.00471368+0.0176686j 0.00777136-0.0399776j -0.00149909-0.0011744j 0.0198611-0.0129312j -0.00210309-0.0141111j 0.021099+0.0231651j -0.00587636+0.00655952j 0.0254905+0.0477731j -0.000435322+0.00268257j -0.00444424+0.0203778j -0.00829425-0.0334011j -0.00922744-0.00554655j 0.0274782-0.00308857j 0.00182451+0.00543153j 0.0266101+0.0265072j 0.00850241+0.0262265j 0.0225201+0.00456443j 0.0186134-0.00109035j 0.00663626-0.0156991j -0.029048-0.00905305j -0.0206796-0.0246934j -0.00174728-0.00051976j -0.000591965-0.0324722j 0.00345181-0.00032182j -0.0118103+0.0305709j 0.043454-0.0229022j 0.00539313-0.019901j -0.00904579+0.00634306j 0.003545-0.00530419j -0.0109433-0.00205603j 
0.0102007-0.0233504j 0.00498424-0.00593885j 0.0400193-0.00960129j 0.00589268+0.0519173j 0.0705222+0.0061339j -0.0394988+0.00884172j 0.00452568+0.020589j -0.00484723+0.0742245j -0.040665-0.00435452j 0.0247359-0.0366052j 0.0342796+0.00762208j -0.0192252-0.00987831j -0.00792748+0.000484012j -0.0496215+0.00803755j -0.0332475+0.00150164j -0.00574012+0.00191698j 0.00691127-0.0132249j -0.0179575-0.0394621j -0.0100403-0.0299718j 0.0276838+0.0393154j 0.0211233+0.0563078j -0.0211722-0.0375978j -0.0302917+0.0071338j -0.00762228+0.00213422j -0.0115846+0.0220981j 0.0332181-0.0143366j -0.0154706-0.0211161j -0.0209282+0.00944515j 0.0216492-0.0291476j 0.00255344+0.026192j -0.0605625+0.00547813j 0.0093906-0.00576441j 0.0448365+0.00503196j -0.0205965-0.00287502j -0.0150199+0.000448316j -0.0104286+0.0106192j -0.0385905+0.000380107j 0.00835062+0.0261077j 0.00714121+0.0004873j 0.0020166+0.00718145j -0.0279741+0.0214546j 0.000713643-0.0253131j 0.00493539+0.00168147j 0.00615529+0.0194653j 0.0213455+0.0132486j 0.0114197+0.0157345j 0.025442-0.00656952j -0.0128943+0.0438832j 0.0236755+0.00852471j 0.0253113-0.00491878j -0.000698683-0.0125328j -0.00143323+0.0342405j 0.0102909-0.0387276j -0.0189215+0.00658343j 0.0233632-0.0151356j -0.0165959-0.0277443j -0.0070374-0.0103832j -0.000553616-0.0160945j -0.00255142-0.0206967j 6.10754e-05+0.0188716j -0.0608652+0.0195523j -0.0187093+0.000795307j 0.0175679+0.00529j -0.00721776+0.0134336j 0.0149767+0.0130188j -0.00529257+0.000457701j 0.0354969+0.0312513j 0.0218662-0.00156912j 0.00941106-0.0143407j -0.0142354+0.0210436j -0.0146566+0.018845j -0.0301533+0.00260741j -0.034166+0.0110314j -0.01181-0.00267366j 0.0120326+0.00910041j 0.00843231-0.000861304j 0.00149735-0.00488553j 
-0.0043779+0.00976634j -0.00375122-0.0168139j 0.00582542+0.0445332j -0.0136699+0.01437j 0.00478964+0.0479531j -0.0262222-0.0102805j -0.0224443-0.00869544j 0.00218131-0.000726685j 0.0162261-0.00204706j 0.0274643+0.0241613j 0.00379594+0.0178783j 0.0219417+0.0103343j 0.00206239-0.0369685j 0.0168703-0.00224782j -0.0241633-0.0591529j 0.00704104-0.00909258j -0.0081196+0.0331875j 0.0125817+0.00996223j 0.0399016-0.00281876j -0.0215334-0.00721721j 0.0184158+0.0176704j -0.00431471+0.0156346j -0.00912118-0.00637862j -0.00190847-0.005249j -0.0107156+0.0516208j -0.00918712+0.00542693j 0.00413534+7.27898e-05j -0.0208203-0.000782485j -0.0102998-0.0121891j -0.00503365-0.0219764j 0.033753-0.00779485j 0.0149067-0.0112201j 0.0104599-0.0102731j 0.0266534-0.0194333j -0.0094185+0.00439996j -0.0140675-0.00285744j -0.0044034-0.00542104j 0.0156216-0.00132841j -0.0167265+0.00386635j -0.0141044-0.0046071j -0.0263035-0.00648609j -0.0202979+0.00301804j -0.0259167+0.0194416j -0.0158442-0.0227315j -0.00296323-0.00819043j -0.0257304-0.0135731j -0.0121314+0.0117649j 0.00894425+0.0130808j -0.00294998+0.00701004j -0.00111718+0.0213689j 0.0164622+0.0154671j 0.0252062-0.0199572j -0.00688373+0.00766062j -0.00603746+0.00287902j 0.000590733-0.00977747j 0.00323805+0.0281524j 0.000737805+0.00982375j -0.0211402+0.0277782j -0.0162487-0.00153257j 0.0125951-0.0259279j 0.00728355+0.0119252j 0.00631008-0.00475185j -0.0324295+0.00276148j 0.0137971+0.0124094j -0.0147415+0.00918073j 0.00168643+0.00465898j 0.00790544+0.00280174j 0.0011154-0.0225368j -0.0198873+0.0198284j 0.00448422-0.0146109j 0.0245285-0.00143522j 0.012288-0.000212712j -0.00482632-0.000545122j -0.000963413+0.000374933j 0.00176393-0.0181943j 0.00537924-0.001474j 0.00148128-0.00504206j 
-0.0046711+0.00726673j -0.000453863-0.0088001j -0.000163671+0.00324063j -0.00832886-0.0132939j -0.00603315+0.0138928j 0.012056-0.00254975j 0.0158146-0.0141267j -0.0116731-0.04182j 0.0394585-0.00688058j 0.0201327-0.0117601j -0.00102561-0.0186965j 0.0103587-0.0136977j 0.00464366-0.0137832j 0.0353785+0.00255158j 0.0136236-0.0275431j 0.0195532+0.0016928j 0.00909328+0.00440257j 0.00955139-0.0131192j 0.025497+0.0257751j -0.0222579-0.012888j -0.0294888-0.00145356j 0.0161251+0.00608781j 0.000746397+0.0175482j -0.0144469+0.0198376j -0.0153364+0.00594911j -0.0236662+0.0272139j 0.014243-0.00928329j -0.00539515-0.000950165j -0.00998382-0.01186j 0.0110812-0.0237711j -0.003284+0.00583801j 0.00140419-0.00107433j -0.00439972-0.000734331j 0.0151621+0.00133271j 0.0111856+0.0207516j 0.00268889-0.00144358j 0.000471893+0.013224j -0.0103393+0.00216079j -0.00119538-0.0146372j -0.0158152+0.0010448j -0.00781328+0.00431442j -0.00779848-0.00028897j -0.0098052+0.0114547j 0.00406282-0.0103558j 0.00652547-0.00995612j -0.0114111+0.00310964j -0.00264445+0.0181698j -0.000325303-0.00235806j -0.0123755+0.0081122j -0.015734+0.00737264j -0.000965178+0.00169959j 0.0179169-0.00809678j -0.0182293+0.00444094j 0.00986971-0.00793265j -0.0123547-0.00817207j 0.00599571+0.0153311j 0.000296215-0.00620308j -0.00407261+0.0132313j -0.0142658+0.00652787j -0.00611016-0.0064391j 0.00265117+0.00568174j -0.0145167-0.00492786j -0.0238135-0.0106542j 0.00325328-0.0079378j -0.00999081-0.00664282j 0.00478549+0.0188267j 0.00450579+0.00435207j 0.00181322+0.00973481j -0.00435367+0.00060202j 0.0094657-0.00964057j -0.0111318-9.26703e-05j 0.00716799-0.0084586j 0.00795433-0.00696433j -0.000514596-0.0022139j -0.00721863+0.0031503j -0.00261144+0.00395948j 6.28606e-05+0.00541031j 
-0.00449299+0.00334528j -0.00414655-0.0101691j 0.0113594-0.00413131j -0.00297963+0.00962755j 0.0149696+0.0027469j 0.00176325+0.00604j 0.0106091-9.73647e-05j 0.0283386-0.0283816j 0.0310935-0.0140082j 0.0345048+0.0181645j 0.0363968-0.0150332j 0.0188588-0.0229746j -0.0352892-0.0650552j 0.0227297-0.00551345j -0.0208284-0.0263255j -0.00865663-0.00479439j -0.0141267+0.0366286j -0.0190278-0.000942592j 0.0406974+0.00562279j -0.000686673+0.00911842j -0.0170097+0.00431438j 0.0399078+0.0307024j 0.0112953-0.00821733j -0.0258479+0.035474j -0.0342632+0.0180843j -0.00952777+0.0455772j -0.00615974-0.0139772j 0.00199595+0.00522406j -0.0104877-0.0065265j -0.0128088-0.0225764j 0.0083714+0.0230186j 0.000120633-0.00148324j 0.0179116+0.00738185j 0.00462186+0.00250043j 0.0194268+0.023549j -0.00520939+0.00363432j -0.0191674+0.000397195j 0.0129667-0.0185238j -0.0146499-0.00646247j -0.0112634+0.00922979j 0.00540469-0.00222541j -0.0203289-0.0149278j -0.0178278+0.00278189j -0.00679394-0.00861591j -0.00708465+0.00299926j -0.00630252+0.0047668j -0.00556733+0.00338246j 0.0013584+0.0242206j -0.0105777+0.00836555j 0.0113401+0.0197369j -0.0197331+0.026681j 0.0457311+0.0113476j 0.00168492-0.0104732j 0.0145664+0.0163818j 0.00135113-0.0245798j 0.00140704+0.0209139j -0.00905207+0.000202061j 0.0165139+0.0213803j -0.0122382+0.00301831j -0.00681809-0.0129887j -0.0216503+0.0205605j -0.0149588-0.0210836j -0.0170711+0.00241459j 0.0153721+0.0119084j -0.011084+0.00805208j 0.00287316+0.000771724j 0.00617125+0.0122928j 0.00843752-0.00934699j 0.0134051+0.00424043j 0.00875342-0.0180384j 0.012352-0.0116638j 0.00561198-0.0182963j -0.00729508+0.0281952j -0.00791498-0.00378617j -0.00344838-0.0340992j -0.000298402+0.00569259j 0.00662863-0.00112959j 
0.00761537+0.012326j -0.00701718+0.011054j -0.009648+0.0227331j 0.0201896-0.00255284j -0.00609953+0.0273823j 0.0101581+0.0141587j 0.0145782+0.0289348j 0.0687578+0.00143591j 0.00171442+0.0585302j -0.0313609+0.057999j 0.019328+0.000659879j 0.0134115+0.0537856j 0.0269154-0.00346428j -0.0183012+0.00838166j 0.0369976+0.0293401j -0.0296796+0.00408409j 0.0199122-0.0136507j 0.00388856+0.0376522j -0.0567004+0.0111981j -0.0230701-0.000508072j -0.00222688+0.0323261j 0.0136357-0.0284145j 0.0336429-0.042389j 0.0596094-0.0372427j 0.0363224-0.00248256j 0.0435317+0.015917j 0.0382016+0.0641369j -0.0203885-0.00446046j 0.0114696-0.00679346j 0.00534904-9.64784e-05j 0.00718642-0.00528539j -0.0233811+0.00776664j -0.0142022+0.00886162j -0.0103834-0.0108326j -0.00454247-0.0102156j -0.0170017+0.0284371j 0.0103571+0.0255933j 0.00385357+0.00368057j -0.0023703+0.0328331j -0.00121809+0.00947927j -0.00590077-0.0387046j -0.0241585+0.0209188j 0.0144276+0.0135174j -0.00111359-0.0164186j 0.0171775-0.0183769j -0.0400759-0.0258519j 0.00211745+0.00499325j 0.0259432-0.0445572j -0.017968+0.0264229j 0.0218602-0.0281441j 0.00830829+0.00507206j -0.0335883-0.0148329j -0.00178994+0.0145442j -0.0197666+0.00595875j 0.00542469+0.0289481j 0.00184756+0.019002j 0.0170415-0.00764305j -0.00950119+0.000235225j 0.00492279+0.00270412j -0.0158792-0.0245451j 0.00721733+0.014092j -0.0120744-0.0224374j -0.0291424+0.00793108j -0.0155563+0.00727994j -0.0354629+0.00950703j -0.00162707-0.0217966j 0.00853525+0.0113651j -0.00362677-0.0236348j -0.00527861+0.0208866j -0.0172568+0.00441593j -0.00164052-0.00339611j 0.0146617+0.00339228j -0.0265018+0.0287038j 0.00252088+0.0168306j 0.00701771-0.0179571j 0.00827144+0.00115832j 0.00197301-0.00675135j 
0.0105628-0.00722906j -2.09018e-05+0.00174072j 0.0114773+0.00373362j 0.00370358+0.0232971j 0.0307756+0.0273174j -0.00438961+0.00379893j 0.000705957+0.0196826j 0.0145811+0.0480938j -0.000450742+0.0423645j -0.0166425-0.0203438j -0.00203863-0.0150332j -0.00734694+0.00744008j 0.0379959+0.0132034j -0.0061719+0.0312035j 0.0146248+0.0035928j 0.00456195+0.0116913j 0.0166434-0.00906564j -0.0111444-0.0190517j -0.0111393+0.00322097j -0.0268+0.0171514j -0.00704555+0.0217559j -0.00944622-0.0507262j -0.0184135+0.00771697j 0.0110349-0.0108074j 0.0124045+0.0186899j 0.0273631+0.0090218j -0.0081619+0.00895345j -0.022188+0.00580966j 0.0125343-0.0144811j -0.0150145+0.0159832j -0.0310605-0.00289228j -0.0214593+0.00123426j -0.00494927-0.00338968j 0.00296221-0.0184958j -0.011373+0.00150305j -0.00511723+0.0262858j 0.00808875+0.0121671j 0.00577773+0.0118107j -0.00215691+0.0203527j -0.000909059+0.0107446j -0.027651-0.00444505j 0.00279928-0.0142285j 0.00923158+0.0139127j 0.0122176-0.00308101j 0.0214265-0.00837109j -0.0152313+0.0060825j 0.0265458+0.0188998j -0.00432555-0.0262668j -9.86739e-06+0.0136056j 0.00237335-0.0181581j 0.0160966-0.0027358j -0.0277361+0.00463202j -0.0169397-0.0118226j -0.0330625-0.0197745j -0.00764748-0.0198579j 0.000102093-0.0157248j -0.00233563-0.0134614j -0.0279371+0.00313208j 0.00694393+0.00717377j -0.0163475+0.0134692j -0.00275406+0.000654686j 0.000191505-0.00225639j 0.00162325-0.00787869j -0.0144912-0.00601879j -0.0060444+0.00280533j -0.0188178+0.0130376j 0.0121087+0.0176203j 0.012013+0.0208906j -0.014619+0.00144165j -0.0109456+0.0287013j -0.00971146+0.0293452j -0.0108539+0.00111804j -0.0358668-0.0203676j -0.00440486+0.0137564j 0.0127366+0.0328219j 0.00761803-0.000880312j -0.000863166-0.00195591j 
