-0.0070671+0.000779612j -0.00440262-0.00911296j -0.0110366-0.0067086j 0.0109022+0.00879987j -0.0176435+0.00225101j 0.0066723-0.01783j 0.00542334+0.00196346j -0.0176631+0.00431872j 0.00595403+0.00341816j -0.00475034-0.0154936j 0.00498565+0.0061236j -0.0100357-0.0119842j 0.00450811+0.00531266j 0.0112086+0.00970574j -0.000379999-0.00979647j 0.0121992-0.0118301j 0.0147589+0.00374073j -0.00170285-0.0051185j -0.0135626+0.00554343j 0.000744103+0.00171388j -0.00268794+0.00253926j 0.00425225+0.00927387j 0.012667-0.0106257j -0.00661949+0.0028656j -0.00427651+0.00531715j -0.0138415-0.00856924j -0.0119445+0.00447984j -0.0100238-0.00915821j -0.0036099+0.00116662j -0.0161365+0.00394284j 0.00135202+0.0134478j 0.00476031-0.00829421j 0.00465917-0.0110566j -0.00742897-0.0109156j 0.0145497+0.00945402j 0.00221755-0.00535811j 0.00761807-0.0125951j 0.00719221+0.0105709j -0.00703794-0.0183353j 0.0127098+0.0108308j 0.00522846-0.0122993j -0.00366184-0.00614257j 0.00368482+0.00598763j 0.00973647-0.000646904j -0.00467962+0.00492053j -0.00339026-0.00409283j 0.00346936+0.00924325j 0.00458592+0.00948491j 0.0164141-0.010408j 0.0107148-0.0110181j 0.0112025-0.0106938j -0.0201166-0.03047j 0.0109731-0.00666271j 0.011678+0.0389762j -0.000838137-0.000671j -0.00141558-0.00324684j 
-0.00760056-0.00474313j -0.00023456-0.00784502j -0.0311043+0.0275918j -0.0019729+0.00620378j -0.0662971+0.0301854j -0.0143491-0.0124449j -0.0229995-0.0402558j -0.0326429-0.0315801j -0.00876504+0.0333392j -0.0274674-0.0536384j 0.0723174+0.0292083j -0.0188874-0.0136538j 0.00593791-0.0148284j 0.068413-0.00288012j -0.0482819+0.097543j 0.0443147+0.0887627j -0.0485312+0.00324984j 0.0222301+0.0327096j -0.111-0.0155474j 0.165247-0.000418073j 0.0209201-0.05825j -0.0877708+0.0291383j 0.022292+0.062974j -0.0156921+0.0275541j 0.0190238+0.0828752j 0.00973924+0.0202157j 0.00860023-0.00774737j -0.0351329+0.0264291j -0.00691601+0.032043j 0.0333521+0.0316519j 0.00177349+0.0385336j -0.0732844+0.0534633j -0.0273112-0.00832546j -0.0364209-0.000789209j 0.00952815-0.0193801j -0.0266451-0.0577221j 0.0348428+0.0645098j -0.0240748-0.0149352j 0.0560925+0.0234824j -0.0086384-0.0424219j -0.0424789-0.0114306j -0.0666816-0.0228297j -0.0867896+0.0974712j 0.036232+0.0754358j 0.0599877-0.0195893j 0.0102365+0.0142644j 0.00129293-0.152251j 0.0459816-0.00841368j 0.030508+0.0384847j 0.0755019+0.00462611j 0.0231403-0.00137275j 0.067994-0.0845956j 0.00721544+0.0263898j -0.0271095+0.0296691j -0.000636155-0.0125007j -0.00240177+0.00413425j 
0.00430091-0.00274932j 0.000916631+0.00935272j 0.0104553+0.0251091j -0.000381386-0.0166438j 0.0127745+0.0269043j -0.0299862-0.0116787j 0.0299705+0.00452459j -0.0221697+0.0326254j -0.0518433-0.00448701j 0.000674538+0.0841995j -0.0397206-0.0279083j 0.0143891-0.0378472j -0.06057+0.0452701j -0.0410122-0.0581722j 0.0444518+0.00334363j -0.00189222+0.00908758j -0.052114-0.0615891j -0.0322815+0.00251307j 0.0108998-0.0141178j -0.0361442-0.0258007j -0.0197244-0.0594663j -0.00291999-0.0370445j -0.0226491-0.00872743j -0.0027155-0.00377323j -0.035678-0.0482104j 0.0269161+0.0566922j 0.00679872+0.00569355j -0.0102764+0.0688373j 0.0140362+0.0161624j 0.00527429-0.0364608j -0.0135327-0.000713647j -0.0071201-0.0246817j 0.00578163-0.0228615j 0.0376194-0.00109726j -0.0291159-0.00307483j -0.0556748-0.012724j -0.0358129+0.0173742j -0.0928494-0.0334879j -0.00904591-0.000884811j 0.0035033-0.00369779j -0.000747586+0.0943322j -0.025402-0.0498219j 0.0580863-0.00124835j 0.00340749+0.00916891j -0.0324522-0.0695053j -0.0127387+0.0174753j 0.016739+0.00628041j -0.000226571+0.0380257j 0.0306318+0.00615835j -0.0012071-0.0220434j 0.0111872-0.0196123j 0.00809689+0.0387693j 0.0314319+0.00605822j -0.0198504-0.03333j -0.00588229-0.00359566j 0.00513175+0.0106718j 
-0.0041019+0.00204995j -0.0014791-0.00596413j -0.00521433-0.0218265j -0.0186285+0.00371091j -0.010201-0.0158505j 0.0984812-0.0295917j 0.0644925+0.0577101j 0.0101288+0.000403561j 0.00673897-0.00535226j 0.0667558+0.0161257j -0.0411713+0.048583j -0.000875387-0.000743971j -0.0408722+0.0931191j -0.00279926-0.0298617j 0.0724836+0.0137372j -0.0228188+0.0693559j -0.0390615-0.059894j -0.014877+0.00644618j -0.0822249+0.0691462j -0.0861949+0.0157109j 0.0400676-0.056109j 0.0556611-0.0947474j 0.0149155-0.0878612j 0.015056+0.00647322j -0.11534-0.0434767j -0.0434569+0.0204753j -0.0161966+0.0461766j 0.0147898+0.096957j -0.0030395+0.0307171j -0.0547491-0.0706136j 0.0312827+0.0953508j -0.0218246+0.00561357j -0.0291788+0.00141687j 0.00762341-0.0148181j 0.00122889+0.0931475j 0.00150727-0.138543j -0.00177517-0.0626283j -0.0663049-0.0118599j -0.0172906-0.0546609j 0.0927665-0.0462807j 0.0500513+0.0700442j 0.0781198-0.0353671j 0.0714086+0.000845962j 0.0787844+0.0677828j -0.0243282+0.0622753j -0.0122167-0.0195705j 0.060587+0.0558991j 0.00773338+0.0782801j -0.0456766-0.0677343j 0.0286431-0.0623832j 0.0417203+0.032268j -0.0238534+0.0542652j 0.0326068-0.0317829j 0.00922755-0.0156892j 0.0107959+0.0118638j 0.00740684-0.014743j 
0.00364491+0.0140281j -0.0128638-0.00493999j -0.00253922-0.0189236j -0.0166388-0.0174071j 0.0401573-0.00683068j 0.0624526-0.0181815j 0.0336714+0.026888j 0.0400489+0.00746735j 0.0302241+0.0469063j 0.08118-0.0271838j 0.0267186+0.00678454j -0.0308567+0.0355541j -0.0117988-0.0351332j 0.0355436+0.0321468j -0.0619778+0.0318821j 0.00557258-0.00299074j 0.0275859+0.0556092j -0.00855356-0.106781j 0.0283535+0.012569j 0.0186598+0.038175j 0.0272231+0.00695013j 0.0326337+0.0155262j 0.0776664-0.0137683j -0.0469942+0.000657677j 0.0221704+0.0149175j -0.0325473+0.00210359j 0.00152302+0.00836051j 0.0559436-0.00122172j 0.0720247+0.000683054j -0.0705224+0.0654829j 0.0282721+0.0245835j -0.0202451-0.0862427j -0.0591852+0.0430319j -0.0221794+0.00396495j 0.0618517+0.0233419j 0.0484365-0.0645031j -0.0012182-0.0530221j -0.0480683+0.00238352j -0.0133529+0.00505914j -0.0671152+0.0228686j -0.0409079-0.047173j 0.0814043+0.0637598j -0.0114486+0.00117685j 0.0146781+0.000880662j -0.0252088+0.0751456j 0.104944+0.0474603j -0.0146591-0.0219488j 0.00258631-0.0182014j 0.0153537+0.0107835j 0.0499988-0.00936179j 0.0446618-0.00568792j -0.0133262-0.0391102j 0.0175591+0.00635853j -0.0114269+0.0499318j 0.0131893-0.0297065j -0.0147025-0.0233602j 
-0.00281295-0.0166541j 0.0137799-0.000700386j -0.00883873+0.0184331j -0.0049784+0.0206302j -0.0259502+0.0213439j -0.0288828-0.0265531j 0.00945819-0.0132299j -0.0628775-0.00154405j -0.0929942+0.00247539j -0.000697593+0.132354j -0.0462268+0.0208984j -0.0134889-0.0589497j 0.0116803+0.0187136j -0.023283-0.0153864j -0.0935693+0.0833138j 0.170509+0.0480421j 0.0373729+0.0600192j -0.0690378-0.0727379j -0.0745463+0.00562754j 0.0502542+0.0270621j 0.0734281+0.0669246j -0.0082596+0.0376246j 0.082287-0.0540584j 0.00482373+0.081741j -0.027+0.0721763j 0.0888729-0.0158485j 0.0300868-0.0264392j -0.0201141+0.0120251j -0.0319018-0.0222794j -0.090328-0.0603333j -0.117868+0.0484196j 0.0607608-0.132181j 0.076802-0.10721j 0.0921806-0.0496608j 0.0135138+0.0374455j -0.0662897+0.0822181j -0.0643208-0.0463204j 0.0164532+0.0469659j 0.0321416-0.101502j 0.139076+0.0452924j -0.120047+0.077898j -0.112586-0.19355j 0.00873301+0.0456864j -0.00163276-0.0655249j -0.0139791+0.0207051j -0.00872546-0.00603805j 0.0318493-0.0682049j 0.096439-0.0149096j -0.0243101-0.0265715j -0.0174754+0.022547j -0.0804876+0.00664527j -0.0895921+0.0216703j -0.0330375-0.0463603j 0.0377542-0.00784998j 0.0107338+0.0293664j 0.0242542-0.0140372j 
0.0227979-0.00702608j 0.00308354+0.0221322j 0.0121993+0.0426694j -0.0261956+0.00765685j -0.021914+0.0414494j 0.0541967-0.0114506j 0.032414+0.0721873j -0.0595528+0.0769809j 0.0157823+0.131955j 0.0838052-0.0652323j 0.107895-0.051482j 0.0501301+0.010481j -0.0558338+0.125991j 0.0955923+0.0298196j -0.0441014+0.0277334j -0.0396891+0.0925342j -0.10063-0.0867065j -0.0464761-0.0861714j -0.0608199+0.0577605j -0.0539991+0.025514j 0.0540507-0.105272j -0.0580997-0.0446899j 0.0170456+0.0293509j 0.0239921+0.0780202j -0.0427274-0.123472j -0.0059433+0.0433989j 0.000451225-0.125954j 0.0489972+0.135382j 0.0152733+0.0391566j 0.0017375+0.00915431j 0.0210913+0.0336665j -0.10534+0.0133899j 0.154083-0.0642581j -0.0272598+0.0690972j 0.0256993+0.203076j -0.0276363-0.0248897j 0.0940816-0.0271441j -0.0286229-0.0536159j -0.0188303+0.137477j 0.182971-0.15039j 0.0364498+0.0833516j 0.155977-0.0430629j -0.0485079+0.0221493j 0.0504852+0.087313j 0.0503768+0.10397j 0.0130519+0.0428403j 0.00687638+0.085042j 0.0379467-0.094262j -0.105029+0.018434j 0.0143099-0.00240382j 0.0184498+0.0621468j 0.0541727+0.0152191j -0.0568336+0.0254889j -0.0028655+0.0247744j -0.00877561+0.00246863j 0.00634065+0.0118543j 
0.00746779-0.0125725j 0.0129999+0.0152272j 0.0093231+0.0312915j -0.0116482+0.0081418j -0.00313868+0.00675653j -0.0268964+0.0375331j -0.0490226+0.00343382j 0.0140489-0.0110958j 0.000460665-0.00803723j -0.00072089+0.000988047j 0.00102246-0.0152342j 0.0382982+0.0460987j 0.0793157-0.00271176j 0.00649342+0.0199638j -0.0409594+0.0071716j -0.00307491+0.0483325j 0.0396952+0.00391925j -0.0166908+0.00977601j -0.0125641+0.0247221j 0.00172771+0.00609362j 0.0315896+0.0360717j -0.0187604-0.0163397j -0.0324156+0.0550196j 0.0676617+0.0300652j 0.0247911+0.0226613j 0.0669448-0.0400092j 0.062268-0.0810914j -0.0160617-0.031238j -0.0896085-0.0264237j 0.0383262-0.0423579j -0.0506166-0.0491309j 0.0170198+0.0469632j 0.118832-0.0340801j 0.0613489+0.0563736j -0.0334887+0.0608052j -0.0254775+0.137092j 0.0302973+0.0155765j 0.193023+0.0378394j 0.0606342+0.0312363j 0.0996149-0.0719979j -0.0140211-0.0138806j 0.0143799-0.0573195j -0.0497634-0.0568827j 0.0101058-0.0829648j 0.0633684+0.0285513j -0.0243157-0.0705665j 0.00142948+0.0273295j 0.0696289-0.048677j -0.0832273+0.0109767j -0.040425+0.0448527j -0.0906471+0.050545j -0.00317512+0.0914467j -0.0507998+0.0114455j 0.00625209-0.042077j -0.0132357+0.0295292j 0.0190859+0.021101j 
-0.00468694+0.0111951j -0.0108838-0.0100772j 0.00392189-0.0371221j 0.00884749+0.0120369j -0.00497941-0.0376304j 0.0327066-0.00176511j 0.0083412+0.0163423j -0.0319422-0.0062097j 0.0196208-0.00429511j 0.00302028-0.074716j -0.0295381-0.00342504j 0.0257783-0.0824516j 0.0407598-0.00264856j 0.0182835+0.0596588j 0.0688467-0.0690609j -0.00866859-0.0580761j 0.054912+0.0223817j 0.0358901+0.00363713j 0.00725221+0.00802421j -0.0156187-0.042421j -0.0489761-0.066034j 0.0558975-0.0266416j -0.0554667+0.058734j 0.00717582-0.00445552j 0.0143443+0.0486982j 0.00161118-0.0115157j 0.0761014-0.0289031j -0.0866183-0.0756143j -0.102395-0.0211027j 0.0612568+0.00621698j 0.037127-0.0802646j -0.00807969+0.0320646j 0.0914361-0.0595317j 0.089779+0.062319j 0.0712398+0.0427373j -0.0226596+0.124795j 0.0713544+0.0717301j 0.172477-0.0195867j 0.0238873-0.0409373j 0.0389071-0.0183366j 0.0135482-0.0535101j -0.0208314-0.0464263j -0.0148182-0.0872988j -0.0226543-0.070624j 0.0541776-0.0143019j -0.0601414-0.0162821j 0.0922261+0.110422j -0.00801556-0.0339627j -0.0341317+0.0388487j 0.0160468+0.00330412j 0.0352403+0.0469074j -0.00743291+0.0148536j -0.0476626+0.00687005j 0.00468267+0.0393694j 0.000928083+0.00391501j 0.0135419-0.00125808j 
0.00280685-0.000300957j -0.0019099+0.00571121j 0.010059+0.0209783j 0.0013082-0.00956457j 0.0136087+0.0220667j -0.0415916-0.0242293j 0.0174338-0.00866272j -0.0538281+0.0396438j -0.0683344+0.00921579j -0.0138468+0.0901184j -0.0287248-0.0096j -0.00960116-0.0806642j -0.0516042+0.0236871j -0.0184351-0.0313269j -0.0358068+0.0529236j 0.0885557+0.000604616j -0.0193838-0.00344461j -0.0448627-0.0524607j -0.0230064-0.0252816j 0.0323932-0.028553j 0.0097218-0.00997737j -0.0128163+0.011096j 0.0250691-0.00819004j -0.026779+0.029818j -0.0095939+0.0328995j 0.0567779+0.0494706j 0.0349031-0.00498412j -0.0166791+0.0559785j -0.00610893-0.00115902j -0.0424621-0.0255092j -0.0161687+0.0319763j 0.0215366-0.0778959j 0.0280034-0.0731119j 0.0683816+0.000823753j 0.0294019+0.00280849j -0.0873994+0.0491464j -0.0510262+0.0164617j -0.0769788+0.01035j 0.0258005-0.0236395j 0.0449992+0.0315358j -0.0981804+0.0896812j -0.0793988-0.0904569j 0.0171034+0.02228j -0.00175388-0.00229579j -0.0392242-0.0238682j -0.00966265+0.0414873j 0.0220912-0.037302j 0.0231277-0.00296094j 0.0263656+0.00754488j 0.0138961-0.00731944j 0.00494152-0.0240439j -0.0433768+0.00181935j 0.00774858-0.0102714j 0.00493172+0.00590528j -0.000634034+0.00406819j 0.00397007-0.00471195j 
0.00343183+0.00497705j -0.0096003-0.00368943j 0.019203-0.0387376j 0.0332754+0.00929289j -0.00299143-0.0124103j 0.0229991-0.0267609j 0.0223788+0.0177746j -0.0839572+0.0287205j -0.00834948+0.00259533j 0.0171122-0.0611144j 0.0343851+0.000287212j 0.0131956-0.0710903j -0.0281032+0.0298722j 0.0325861+0.0285535j 0.0311166-0.00185562j 0.0102102-0.0131783j -0.0827509-0.0270058j 0.00661084-0.0149168j -0.00711238+0.0102947j -0.0607992-0.0272576j -0.0150977-0.0122006j 0.0451114-0.0554062j 0.0136212-0.0269257j 0.0484122+0.0355494j -0.0271881-0.00676687j -0.0198915+0.000561853j -0.00184023+0.00627868j -0.00734063-0.00242939j 0.000574639+0.0122229j -0.0245898-0.00433708j 0.0389826+0.00112768j -0.0203127+0.0110038j 0.0530279-0.057474j 0.0279187+0.00198089j 0.0445146+0.0381025j -0.0209218-0.0349178j 0.0586479-0.0175586j -0.0192696-0.014102j -0.0165316-0.0345706j 0.0644163-0.0100921j -0.00783762+0.0159494j 0.0101865+0.0124588j 0.0541144-0.0256603j 0.00325902+0.0330315j -0.00799064+0.0309528j -0.0529632-0.000667533j 0.0403819+0.0518614j -0.0140636+0.021953j -0.0320969-0.0298532j 0.00856698-0.0349411j 0.0594068+0.0132004j -0.00696986-0.0406132j -0.0144953+0.0180272j 0.00984694+0.0502488j 0.00954093-0.00953821j 0.0075954-0.0113504j 
-0.011135-0.0297382j 0.0295069-0.00893455j -0.0466059+0.0536752j -0.022271+0.0369908j -0.0984151+0.0510194j 0.00350225-0.00670154j -0.0502259-0.0207001j 0.0156206-0.0481654j 0.0296924-0.0285058j -0.0527263-0.0389499j -0.00375671+0.025228j 0.00915014+0.048744j 0.0174384+0.0166767j -0.00697608+0.000595239j 0.0904438-0.0375921j -0.0728127+0.0616311j 0.0276512-0.0778303j 0.0198703+0.144381j -0.0665896+0.0455118j 0.0314949+0.0448034j 0.014166-0.00518815j -0.080213-0.00522987j -0.0444937-0.0275556j 0.0176194-0.0683733j -0.0522546-0.055744j -0.00770147-0.0498531j -0.0836119+0.00590504j -0.0110576+0.0294256j -0.0509259+0.0436472j 0.0282907-0.0562497j -0.00240233+0.0425722j -0.0104567+0.139298j 0.00378566+0.0641661j -0.0701038-0.0461277j -0.0757204+0.0156294j 0.0325679-0.0472014j 0.035945+0.0298424j 0.0577702+0.00132964j 0.0320365+0.0548097j 0.0289439-0.115431j 0.111666-0.0120006j 0.0275203+0.0274055j -0.0350174+0.0526655j 0.026809+0.0481261j 0.0701021-0.078784j -0.0165323-0.0487248j -0.0187645-0.0398838j -0.0209293+0.0419452j 0.0477846-0.0234038j 0.00369758-0.00325512j -0.0331099-0.0244238j -0.0025506+0.0361306j 0.0314974-0.0176952j 0.00623266-0.0692689j -0.0140838+0.0235331j 0.0145745+0.00443425j 
-0.00121569+0.0137051j -0.010009-0.00463225j -0.00247364+0.0201717j -0.0272434-0.00807974j -0.0144959-0.0271981j -0.034772+0.0161517j 0.0356033+0.00551474j -0.0153147+0.0488126j -0.0453229+0.0508857j -0.0736215+0.122805j -0.0376848-0.0108649j 0.00124877-0.0922216j -0.0771887+0.0949154j -0.00161769-0.0993381j 0.0236861-0.0330388j 0.0258651-0.00303655j -0.0411508-0.0353516j -0.0101129+0.0286193j -0.111372-0.0458161j 0.0558146-0.0835985j -0.0458184-0.209792j -0.038791+0.0175526j -0.0915015+0.0947886j -0.0911262-0.0334142j -0.0149737+0.00581874j 0.0143626+0.121759j 0.074244+0.00765583j -0.0942878+0.0928897j -0.0778564+0.0481071j 0.114004+0.0310675j 0.0332188-0.00487218j -0.0673715+0.000499165j 0.0289483-0.0482959j 0.0875893+0.0724907j -0.0229717-0.0145943j -0.11866+0.0641181j -0.0514742+0.104795j -0.110041-0.0341382j 0.0329705+0.0154216j 0.0487858-0.0288857j -0.0368244+0.128856j -0.0731209-0.112429j 0.0125525+0.0169506j 0.0112136+0.00285228j -0.0122801-0.108754j -0.0710061+0.071326j 0.0289835-0.0167193j -0.00549953+0.00715799j 0.0296444+0.055482j 0.00689208+0.011989j 0.045391+0.0136453j 0.0638355+0.0116506j 0.0131885+0.0204179j -0.034004-0.00810734j -0.0168919-0.00737911j -0.00616577+0.0162148j 
0.0135141-0.011209j 0.0119556+0.0106199j -0.0221529+0.0169552j 0.0195229+0.0153413j -0.0619311-0.0134086j -0.0308578-0.0318658j 0.0335658-0.0607198j 0.0132263-0.0756938j -0.0298627-0.0368642j 0.0411698+0.0934077j 0.0629832-0.025451j 0.130744+0.0773335j 0.00543576-0.0355968j -0.133036-0.0310013j -0.110472+0.0795268j 0.0128535-0.0230315j -0.0131604-0.0720758j -0.102549+0.00151866j 0.16413-0.00326724j -0.0203425+0.145232j 0.0472178+0.0827665j -0.0239937+0.0222817j 0.0224854-0.00465279j 0.0239564+0.00275411j -0.0228168-0.0913827j 0.010056-0.0102148j -0.0743771-0.0201943j 0.120474-0.0684716j 0.117992+0.0115042j -0.067886+0.00253334j -0.0192622-0.0277454j 0.0485043-0.123219j 0.00145272+0.0473114j -0.0515649-0.104964j -0.0940727-0.0465272j 0.00719851-0.0476626j -0.172137-0.0103714j -0.108005+0.0109222j -0.0293335+0.111077j -0.0474768+0.00929562j -0.04108+0.0504586j -0.00567033-0.0320744j 0.0274679-0.00650882j -0.0828651-0.0521258j 0.0129731+0.0256558j -0.00497359+0.0326961j -0.0683816+0.0285711j -0.00980839-0.0158582j -0.000473124+0.100045j -0.0408057+0.0617904j -0.0294904-0.0272012j 0.0994923+0.00469554j 0.0146061+0.0296259j -0.0434698-0.03249j -0.00761324-0.0133891j -0.0151473+0.0159801j 
0.000134499+0.00809474j -0.00360791+0.00260202j -0.000848228+0.025349j -0.0227895-0.0166928j 0.0201633+0.00658308j -0.0160082+0.0469934j -0.0277015+0.0143248j 0.0450625+0.0174797j 0.0372753+0.0558762j -0.0358144-0.0318769j 0.0140983+0.00159206j -0.0493756+0.0409845j 0.012309+0.00397863j 0.0733109-0.0217471j -0.000531031+0.00427467j -0.037046+0.0613177j -0.00428082+0.0450103j 0.0553909+0.0182893j -0.100333-0.0283677j 0.0814867-0.0497885j -0.00679116-0.0709285j -0.0417275+0.019778j -0.0453168+0.0814304j -0.0320453-0.0172844j 0.0591374+0.0504618j 0.0179157+0.0465842j 0.0574158-0.0168594j -0.0333116+0.0419628j -0.0315749+0.00338002j 0.0755708+0.0432154j 0.0273663-0.0102459j -0.0575892+0.066515j -0.00889664+0.0228633j -0.00320232+0.0806698j -0.00573858-0.0167241j 0.0138082+0.0423067j 0.07043+0.0344993j 0.0444563-0.0188704j 0.0588848+0.00712395j -0.00751797-0.0481618j 0.00591639-0.0412246j 0.00253093+0.03162j -0.077504+0.0389745j 0.0105095+0.0379239j 0.00521882-0.00402262j 0.013565+0.00366789j -0.021666-0.082234j 0.0091912-0.0346435j -0.00530698+0.0190977j 0.0354871+0.00795742j -0.0124112+0.0057126j 0.0316045+0.00703606j -0.00415841+0.0148632j -0.0101709-0.00685161j -0.0109364-0.00429773j -0.00766413+0.0149121j 
-0.00597625-0.00864191j 0.0090532-0.00544551j -0.0143504+0.0190676j -0.0191813+0.000933941j 0.00531204+0.0291797j 0.0385953-0.00675793j -0.0102886+0.0167026j 0.0297431-0.0188216j 0.00350784-0.0307268j 0.0272491+0.0145609j -0.0563578+0.0366657j -0.0384741+0.0298j 0.0220796+0.0087045j -0.000253202+0.00933651j 0.0452832+0.00669253j 0.00453525+0.0786114j 0.040045+0.0130301j -0.00505334+0.0109897j -0.0690766+0.0430852j -0.013-0.00157242j 0.0465379+0.0437831j 0.025635-0.0345284j 0.0415073-0.0797441j 0.0101103+0.00652859j -0.0407374+0.0303069j 0.00825137-0.0318089j -0.00526692+0.0204943j 0.000422528+0.0261932j -0.0248842-0.0118457j -0.0574194-0.0633648j -0.0354316+0.0713267j 0.0263244+0.00782361j -0.00959126+0.0024603j -0.0120887-0.0238195j -0.000706029+0.0409216j 0.0167431-0.0517779j 0.0283847-0.0637025j 0.0574476+0.0166728j 0.0025443-0.0776156j 0.0414+0.0142092j 0.0158451+0.00236125j 0.0199062-0.00351733j -0.0168957+0.0176023j 0.0442726-0.015343j -0.0244434+0.024168j 0.0433195-0.0371657j 0.0400825-0.0524688j 0.0162589+0.0252399j -0.00170993-0.0353737j 0.0177552-0.0169135j -0.00319211+0.00278556j -0.0834797+0.0420868j 0.00301216-0.0246261j 0.00778579-0.0476294j 0.00347367+0.0159068j 0.0151984-0.00643793j 
-0.00203535-0.0195383j 0.00978948+0.00128218j 0.0107477-0.00199902j 0.0318267+0.0315492j -0.0578641+0.0380383j -0.0260951-0.026675j -0.0171924-0.00337679j -0.126728+0.0467839j -0.0119223+0.0252482j -0.0462533-0.0551511j 0.0857862-0.0109155j -0.0131494-0.0536593j -0.0324365+0.0719351j 0.0417742+0.0170444j -0.0161847-0.00385129j 0.0468546+0.0228334j -0.0888464-0.0451293j -0.0295283+0.0151841j -0.0411513-0.00488774j -0.0276174+0.0100629j 0.0175357+0.0415108j -0.0473542+0.018077j 0.0386475-0.0429733j 0.064178+0.068861j -0.0340629-0.0753303j -0.0253806-0.0289065j -0.0916063-0.0138074j 0.00510876+0.0328939j 0.0206796+0.0202957j -0.0312631-0.0382174j -0.0291443+0.030238j 0.0167355+0.0140423j 0.0689711-0.0663303j -0.0330827-0.0698635j 0.0105793+0.0254014j -0.00848885-0.0131991j 0.0766892-0.0694559j -0.0621177+0.00582871j -0.00747381+0.0349505j 0.146164-0.0338937j 0.0143997+0.0139751j -0.0376406-0.00857361j 0.0539516+0.0278436j 0.0375463+0.073828j 0.0173288-0.00433552j -0.0491809+0.0065158j -0.063848+0.00136972j 0.00207245+0.0361051j -0.0183189-0.0620347j 0.00173039-0.0334787j -0.0429825-0.0591457j -0.0252559-0.0539859j -0.0301999-0.00192253j 0.0501794+0.0399577j 0.0135596+0.0107407j 0.0106052-0.0139301j 
-0.0062746-0.0077558j 0.00769574-0.00919007j -0.0164848-0.0412872j 0.0404317+0.0324564j -0.0611035-0.0289557j 0.000159976-0.0310875j 0.0279129-0.0243247j -0.037165-0.0482863j -0.037144-0.0914614j -0.0279211+0.0132511j -0.031193+0.0330323j 0.0559215-0.0479959j -0.0290807+0.0454007j -0.0725516-0.0413139j 0.0723619+0.0124808j -0.00448877+0.0072851j -0.0868232-0.105626j -0.017346+0.132766j 0.00429357+0.0100237j -0.0706933-0.000379118j 0.020849+0.00821753j 0.0269464-0.101614j -0.0163579-0.0759843j 0.078595+0.0260267j -0.0790057-0.0296813j -0.0244164-0.00101234j -0.0415249+0.0471087j -0.0190951+0.00531036j 0.00289441+0.0234981j -0.00863728-0.116368j -0.0179932+0.0212254j 0.0363927+0.0410161j -0.0260776-0.0260597j 0.00755773-0.0982864j -0.0749278-0.0284388j -0.0430686-0.0794804j -0.0434757+0.0164091j -0.0665649-0.0085695j 0.0246111-0.0689991j 0.0319892-0.0247087j 0.0110468+0.0502231j -0.096948-0.0231922j 0.101656-0.0359965j 0.0223046+0.0580604j 0.00851764-0.0235485j -0.104798-0.0513682j 0.0291579+0.0508372j -0.0230354+0.112581j -0.0278985-0.0356881j 0.000469867-0.0273475j 0.0199256-0.0125832j 0.0348593+0.0221848j 0.0249096+0.0040505j -0.00128112-0.0345835j -0.00358178+0.0123165j 0.00918263+0.00352568j 
0.00300024-0.00746222j 0.0062381-0.00112381j -0.0141635-0.00641213j 0.0192119+0.0185187j -0.0445087+0.000348086j -0.0129839-0.0105884j -0.019644-0.0358913j -0.0143823-0.0409185j 0.00162663-0.0179003j -0.00795395-0.0409841j 0.067411+0.0028725j 0.0410761+0.0211356j 0.00291289-0.0166488j -0.000786605+0.0264279j -0.0393357+0.0445495j 0.0181341+0.0040176j -0.0388722-0.0308255j -0.0118459+0.0439319j 0.0224468-0.0135066j 0.0330536+0.0516496j 0.0358665+0.0318979j -0.0391604+0.00791379j 0.00251306+0.0101035j 0.0406482+0.0294147j 0.000424118-0.00495461j -0.00427249-0.0184199j -0.0350943-0.0146656j 0.0175202-0.0351351j 0.0330989+0.0097803j 0.00659919-0.0160728j -0.00058039-0.0027859j -0.000168458+0.0321245j 0.0093464-0.0124945j -0.0490228-0.0433497j -0.0289275-0.0163228j 0.0121927-0.022395j -0.000660233-0.00188047j 0.00116178+0.00280822j 0.00834858+0.0163468j -0.00513415-0.033061j 0.00354254-0.0268138j -0.0259239+0.0214669j -0.0163807+0.00714853j -0.00267805-0.00393013j 0.0482272+0.0146151j -0.0178761-0.0050688j -0.0331532-0.0312057j 0.0121782+0.00385882j -0.0106865+0.0172891j 0.00411148+0.0197887j -0.00905803-0.00715731j 0.0459247-0.0355622j 0.000797609+0.0229416j -0.013159+0.0162572j -0.00457363-0.00356027j -0.00331173-0.00178045j 
