-0.0070671+0.000779612j -0.00440262-0.00911296j -0.0110366-0.0067086j 0.0109022+0.00879987j -0.0176435+0.00225101j 0.0066723-0.01783j 0.00542334+0.00196346j -0.0176631+0.00431872j 0.00595403+0.00341816j -0.00475034-0.0154936j 0.00498565+0.0061236j -0.0100357-0.0119842j 0.00450811+0.00531266j 0.0112086+0.00970574j -0.000379999-0.00979647j 0.0121992-0.0118301j 0.0147589+0.00374073j -0.00170285-0.0051185j -0.0135626+0.00554343j 0.000744103+0.00171388j -0.00268794+0.00253926j 0.00425225+0.00927387j 0.012667-0.0106257j -0.00661949+0.0028656j -0.00427651+0.00531715j -0.0138415-0.00856924j -0.0119445+0.00447984j -0.0100238-0.00915821j -0.0036099+0.00116662j -0.0161365+0.00394284j 0.00135202+0.0134478j 0.00476031-0.00829421j 0.00465917-0.0110566j -0.00742897-0.0109156j 0.0145497+0.00945402j 0.00221755-0.00535811j 0.00761807-0.0125951j 0.00719221+0.0105709j -0.00703794-0.0183353j 0.0127098+0.0108308j 0.00522846-0.0122993j -0.00366184-0.00614257j 0.00368482+0.00598763j 0.00973647-0.000646904j -0.00467962+0.00492053j -0.00339026-0.00409283j 0.00346936+0.00924325j 0.00458592+0.00948491j 0.0164141-0.010408j 0.0107148-0.0110181j 0.0112025-0.0106938j -0.0201166-0.03047j 0.0109731-0.00666271j 0.011678+0.0389762j -0.000838137-0.000671j -0.00141558-0.00324684j 
-0.00558718+0.000569493j 0.00263808-0.00813259j -0.0159828-0.00762249j 0.00405461+0.0263321j -0.0150923-0.0177037j 0.0195373+0.00202549j -0.00202474-0.00620249j 0.00553483-0.0250515j 0.0063402-0.00630042j -0.00815397-0.0102091j -0.00731458+0.0202145j -0.00604075+0.00603647j 0.014394-0.0131914j -0.00399043+0.0170311j 0.000970197-0.00949667j -0.00231247+0.00552043j 0.00918301+0.0024735j 0.0109879+0.0246316j -0.00428349+0.00397269j -0.000702851+0.00512743j 0.00313442+0.00508384j 0.00260805+9.6353e-05j -0.00412609-0.00344361j 0.011066-0.00552765j 6.04393e-05+0.00986506j -0.0092295-0.0106932j -0.00902982+0.010172j -0.00646951-0.00996125j -0.0108224+0.000949278j 0.00712179-0.00772126j 0.00255355+0.00446908j 0.00790387+0.0135903j -0.0133574+0.00465488j -0.00272443-0.00933131j -0.00494551-0.00623729j 0.0132475-0.00773709j -0.00162841+0.00335659j 0.0188536+0.00886968j 0.00830315-0.00799446j -0.00131934-0.0048218j 0.0129957-0.0163692j -0.0100036+0.00916107j -0.0034361+0.000901728j 0.00355975-0.000744077j 0.0154239+0.00471819j -0.0121378-0.0180239j 0.00140757+0.00178776j -0.00849507+0.00992932j -0.00150914-0.0072569j 0.00199546+0.0015411j -0.0096561+0.00115856j 0.0051231-0.000900644j -0.00305903-0.00131709j 0.000397739-0.00362166j 0.00290207+0.000359133j 0.00299699-0.00314724j 
-0.000279194+0.00436697j -0.000653345-0.0030309j -0.00139959-0.0156638j -0.0153718-0.0001761j 0.0218944-0.0049308j 0.0220866+0.00256474j 0.0146333+0.0049244j 0.025299-0.00282482j 0.00126545-6.28619e-05j 0.0194912-0.00811172j -0.0295553+0.0232467j -0.0121901+0.0115139j -0.000122981-0.019839j -0.00700942-0.00037756j 0.0184619+0.00230722j -0.00320395+0.00624979j 0.0193739+0.00518535j 0.00814631-0.0104691j -0.0104589+0.013096j 0.00167708+0.00121536j 0.01118-0.00274566j 0.0178395-0.011998j 0.000729163-0.0162202j -0.00249132-0.00363634j -0.0110951+0.0241439j 0.00235785+0.00561755j 0.0145525+0.0105122j -0.0109103+0.00688673j -0.0102729+0.00122624j -0.00684289-0.00400952j -0.00171737+0.0159967j 0.000694862+0.00621879j -0.0166388+0.00294653j 0.0129661+0.0169405j 0.00609269+0.00778948j 0.00675648-0.00578447j -0.00651461+0.0040083j 0.00902092+0.0020198j 0.00964715-0.024879j -0.0136048+0.00179921j 0.000911147-0.000147099j 0.0154118+0.00222562j -0.00781499-0.000188506j 0.0112219-0.0100799j -0.0018239+0.00906269j 0.0148766-0.00228142j 0.0277911-0.00132032j -0.000391579+0.00793457j 0.00159562-0.0116841j 0.0125942-0.00494263j 0.00471261+0.0151408j -0.0194017+0.0210604j 0.00790368-0.0125149j 0.00406047-0.0116791j 0.00211141-0.00104128j -0.000183422-0.00189176j 
-0.0042954-0.00276176j -0.0198914-0.00313035j -0.0049418-0.03818j -0.00914014-0.000904198j 0.00392381-0.0243172j 0.0168379-0.00913284j 0.0165727+0.00669878j -0.0102783+0.0179225j -0.010266+0.00868805j 0.00386464-0.0248181j 0.0038656+0.00838237j -0.0173206-0.020307j -0.0109055+0.0102118j 0.0105052+0.00514899j 0.021007-0.0201312j 0.00946008-0.0179079j 0.00704178+0.00841724j 0.00765196-0.00687361j -0.024597+0.00549942j -0.0120148-0.0124878j -0.000167907-0.0191317j 0.0227509+0.00278085j 0.00969529-0.0116659j -0.0077629+0.00276353j -0.00874789+0.0141167j -0.0158837+0.00156992j -0.00193197+0.0190801j -0.01697-0.00489059j -0.0112491+0.00257334j -0.0140049+0.0112455j 0.0136349+0.0100791j 7.46088e-05-0.00626589j -0.00860619-0.0127056j 0.0034761-0.00564789j 0.0228051+0.00361348j 0.00498054-0.0158239j -0.000953854-0.00362357j -0.0032539+0.0061205j -0.00629854-0.029791j 0.00795011+0.0162302j -0.00956419-0.00710095j -0.0132658-0.00698167j 0.0239008-0.00271014j 0.0141647+0.00356559j -0.0170977-0.000258185j -0.0100956+0.000726266j 0.0198218+0.0145173j -0.00780731+0.0178477j 0.00491435-0.0120457j 0.0179188-0.00855213j 0.0275672+0.000657923j -0.0168645-0.0162175j 0.00183092-0.0082133j 0.00569167+0.0272617j 0.0110333+0.000440442j -0.000466184-0.00799144j 
0.0243535-0.0224768j -0.0135807-0.0157573j -0.0107988-0.0327384j -0.022283+0.000347094j -0.0224519-0.0406391j 0.0291229+0.00676221j 0.0221599+0.00479324j 0.037839-0.0190058j 0.039589+0.0140794j -0.00123129-0.00178296j 0.0118865+0.014146j 0.00701001+0.0227511j 0.00542724+0.00664571j 0.00426148-0.0227652j -0.0074196-0.0148153j -0.00638964-0.00785832j 0.0310498+0.0167621j 0.00980008-0.000608115j -0.0338252+0.0103125j 0.00280405+0.0149718j 0.00319244-0.0440061j 0.00809218+0.0166046j -0.0131608+0.019521j -0.0265361-0.00693871j -0.00352095+0.0118055j -0.018666+0.0155787j 0.000664733+0.017577j -0.00724159-0.0132849j -0.00901977+0.0131429j 0.0115709+0.023802j 0.0251604+0.0036078j -0.0115786-0.00999214j -0.0224749+0.0178603j 0.00370904+0.0011054j 0.00983574+0.000956084j 0.00769601-0.0236267j -0.0185177+0.00128371j -0.00476498+0.00697534j -0.00410294+0.00681395j -0.00312496+0.00161151j 6.68299e-06-0.0140767j 0.00675602+0.00947348j -0.0027351-0.00378574j 0.0084303+0.00685726j 0.00166388+0.0109792j -0.0138227+0.0115078j 0.000281164+0.0127224j -0.00796393-0.00811965j -0.0151562+0.0135587j 0.0122109+0.0172146j 0.00945679+0.0242548j 0.0217985-0.0049624j -0.00124503+0.00352926j -0.0185968+0.0173754j 0.0107582-0.0125327j -0.00920884-0.00624746j 
0.0178811+0.0201982j 0.0140869-0.0259382j 0.0383605-0.0325009j 0.00936286-0.0277586j 0.051156-0.0380515j -0.00718399+0.0213176j 0.000919762+0.0168336j 0.0146152+0.0297241j -0.00863196-0.00745312j -0.0107285-0.00711494j -0.00661425-0.0218011j 9.36328e-05-0.00489215j -0.0193317-0.00618904j 0.00877165-0.00626524j -0.00714178-0.00489097j -0.00787364-0.0303894j -0.0393642+0.0149954j 0.0132915-0.0359171j 0.0207755-0.0292223j -0.037247-0.0399883j -0.00720741-4.85844e-05j 0.030786-0.0259588j -0.00103996+0.0186963j 0.0261584+0.0279357j 0.0156627+0.0127121j -0.00548223+0.0238834j 0.0441812-0.00649794j 0.00805345-0.00439633j 0.00708807-0.00655359j 0.0161924+0.00871749j 0.0237898-0.026311j -0.0117107+0.000102752j -0.00617732-0.0172215j 0.0234745+0.0312144j 0.00860258-0.0147616j -0.00190142+0.0167965j 0.0130121+0.00943459j -0.0220766-0.010693j 0.0052045-0.0158803j -0.0272456+0.0142289j -0.0304735-0.0164347j -0.00253268+0.0201521j 0.0289438-0.0231124j -0.00941146+0.00450949j -0.0249258+0.0259927j -0.00379513+0.00769822j -0.00651337+0.0260667j -0.00143501+0.00656575j -0.0368492-0.0273324j -0.000927593-0.0150208j 0.0143199+0.0190228j 0.0136837+0.0119025j -0.0147614+0.0199566j -0.00376038+0.0151811j -0.00535864-0.0100098j -0.0138038+0.0064465j 
0.00586522-0.000258717j -0.00697611+0.00108227j 0.00563408-0.0237378j -0.010651+0.0016238j 0.0008341-0.0181163j 0.0285879-0.00629123j 0.020091-0.00564135j 0.00610343-0.0173875j 0.0176496-0.007832j 0.0311372-0.0122348j -0.0046484+0.015789j 0.00647958-0.00333087j 0.00238603-0.00525914j -0.00812811-0.0115924j -0.000981519+0.0103861j -0.00174377-0.00466003j 0.0110938+0.0027082j 0.00417321-0.0151338j 0.00173842+0.0117037j 0.00669443+0.00790477j -0.00132001-0.0169359j 0.0253618-0.00856074j 0.00544749-0.00372935j -0.0120171-0.000271522j -0.00773476+0.0176886j -0.0153144+0.0130131j 0.00773083+0.0131768j -0.00202842-0.00675499j -0.00182133+0.00428449j -0.00955399+0.0129726j 0.0185042+0.00989407j -0.0063582-0.0126691j -0.0208653+0.00405057j 0.00198479+0.00531996j 0.0102744+0.00352667j 0.0026029-0.0134978j -0.00737457-0.00146974j -0.0106858+0.0017824j -0.00113725-0.012203j -0.0142218+0.00755395j -0.00573785+3.15807e-05j 0.00533856-0.0046645j -0.000522137-0.000720307j -0.000363957-0.00128678j -0.00231815+0.0141389j 0.00768073+0.00647264j 0.0203485+0.0144279j -0.008389+0.00537248j -0.00434265+0.00894527j 0.0146187-9.74969e-05j 0.020742+0.0197393j 0.0091704-0.00869931j 0.00561532+0.000789153j -0.0115259+0.0125094j 0.00750688-0.00494128j -0.00570945-0.00946776j 
-0.00846229-0.00584494j -0.00847744-0.00834872j -0.0127818-0.0146728j 0.00385067+0.0235919j -0.0289773-0.0173301j 0.0153889-0.00825586j 0.0018293-0.00847995j -0.0343717+0.00401636j 0.0103813+0.0154681j -0.0249322-0.0171059j 0.0350041+0.00484376j -0.0104271-0.0159234j 0.0116839+0.0222549j 0.034058+0.018163j -0.0178502-0.0275148j 0.0224043-0.0288555j 0.0141511+0.00329331j -0.000442881+0.00312968j -0.0336494+0.00489547j 0.00287761+0.00558157j -0.0115007-0.00396185j -0.0138185+0.0315994j 0.00650897-0.00147501j -0.0109955+0.00621967j -0.00145938-0.00340451j -0.0225453-0.0174267j -0.0249169+0.00704484j -0.0130308-0.0100412j -0.0111793+0.00181177j -0.00729378+0.00553918j 0.00183321+0.010924j 0.0176182-0.00300319j 0.0149924-0.0184461j -0.0147137-0.0306188j 0.0224239+0.0031179j 0.0135316-0.00505827j 0.0212002-0.0127695j 0.018103+0.0174008j -0.0108136-0.00490211j 0.0459311+0.00911762j 0.0123736-0.0194761j -0.0194737-0.0122692j 0.0132268+0.01437j 0.0139613+0.00514173j -1.82667e-05+0.000889367j -0.0262329-0.012283j -0.00751503+0.0131778j 0.00568579+0.003891j 0.00106619-0.0144023j 0.00677791-0.00212148j -0.000945476-0.0143454j -0.0075435-0.0414911j -0.0155823-0.00970195j 0.0130406+0.046361j 0.0107477+0.00553556j 0.00219726-0.0111918j 
-0.00354854-0.00976818j 0.00666524-0.00264427j 0.00254892+0.0185585j -0.0152608-0.00754781j 0.0117618+0.008214j 0.015363+0.0183637j 0.00854445+0.0107418j 0.0348102-0.00248283j 0.00506681+0.0160066j 0.00681913+0.0331508j -0.0282399+0.00252066j -0.007128+0.0241908j -0.00605812+0.00682028j -0.000566145-0.0193583j 0.00152301-0.0142791j -0.0124209+0.0167899j 0.0256174+0.00186432j 0.00143461+0.000217066j -0.0242584+0.00902561j 0.000319011-0.00115097j 0.00537041-0.0120764j -0.00132625+0.00401286j -0.0108902-0.00143937j -0.0243467-0.0215622j -0.00132588-0.00577941j 0.00573844+0.00987006j 0.0108028-0.00683571j -0.00431993+0.0170262j -0.0099552-0.00211912j 0.00764841-0.00225592j -0.00716836+0.0170668j -0.00514107+0.00749808j -0.00243835+0.0177704j 0.00236484+0.0132162j -0.00710001+0.0103361j -0.00488161+0.00669235j -0.00864584+0.00193739j 0.00867645+0.00478711j 0.00295226+0.0130666j -0.000730298-0.0148053j 0.0105981+0.0147684j 0.0258245-0.00732573j -0.0195775+0.0102504j 0.0125531-0.00972539j -0.00733002-0.0124939j 0.0169192+0.00512185j 0.00365484-0.00729799j 0.00831725-0.00962919j 0.012323-0.000433595j -0.00170107+0.00265669j -0.00971794+0.0124101j -0.0136978+0.0291672j 0.00202168-0.0076481j -0.00572279-0.0224303j -0.00605763-0.00121098j -0.00258894+0.00299573j 
-0.00658076+0.00826111j 0.00491938+0.00136837j 0.0103679-0.00130764j 0.000810353-0.01337j 0.0236584+0.00763781j -0.00834127+0.00521006j -0.00755789+0.0111513j 0.0114206+0.0231574j -0.000176881+0.00808088j -0.00885793-0.00805029j 0.00128842+0.00109275j -0.0132584+0.00161239j 0.00372708-0.0051188j 0.00778098+0.00869588j 0.0018172+0.00187826j -0.000994685+0.00275165j -0.00711701+0.00168501j -0.00307384-0.0102703j 0.000927987-0.00439271j -0.00314836-0.0122712j -0.000806539+0.0125616j -0.00232476-0.00431463j -0.00205441-0.00484317j 0.0123982+0.00569337j 0.00266395+0.00405334j 0.00409284-0.00162229j 0.0114174-0.00435294j -0.00342935+0.00528293j 0.000838374-0.00921061j 0.00260375-0.00432379j -0.00853819-0.0021721j 0.00293089+0.00536129j 0.00698737-0.0033345j 0.00677003+0.0166737j 0.00839899+0.00605326j 0.00528451+0.0140354j 0.0119274-0.00208396j 0.0112751-0.000485115j 0.00339938-0.00779396j 0.00223557-0.000867446j 0.00430437-0.00561554j 0.0062826+0.00897812j -0.00171675-0.00369393j 0.0039981-0.005004j -0.00512086+0.00879176j 0.00300563-0.00323005j 0.00111242-0.000222292j 0.00827543-0.00130852j -0.0054051-0.0202104j -0.00133622-0.00718151j -0.00732401-0.00203529j -0.0179298+0.0106597j -0.00275164-0.00677422j 0.0149363+0.000421131j -0.00438194+0.00113102j -0.000418788+0.00394502j 
0.00131425+0.000646637j 0.000400922+0.00171921j -0.000232891+0.0217837j -0.00154606-0.0125496j 0.0203187+0.032956j -0.00615686-0.00312387j 0.00422157+0.0117047j 0.00405252+0.0288241j -0.00658348+0.0203544j 0.00843642+0.0083292j -0.0211794-0.00546337j -0.00293306-0.00152257j -0.00686746-6.5131e-05j -0.00135328-0.00287515j 0.0121833-0.00121972j 0.00218942+0.00458494j 0.0109826+0.000129235j -0.00873758-0.0268283j 0.00481335+0.00856392j -4.34232e-05+0.00187128j 0.00232449+0.00449683j -0.00448642-0.00689738j 0.00965235-0.0146094j -0.00667929-0.00126476j -0.00211891-0.0100575j 0.0146936+0.000674595j 0.00624193-0.0124395j 0.00543928+0.0179987j 0.00721074-0.00177023j -0.0121812-0.00484015j -0.0146605+0.0022872j -0.00330185-0.00667191j 0.019061+0.000709469j 0.00684439+0.0181547j 0.00877298+0.0248824j -0.00922419+0.0146016j 0.00670414-0.00223178j -0.00070516-0.0116963j -0.00403796+2.48537e-06j 0.00802419-0.00248145j -0.00248422+0.0159673j 0.0210319-0.00656706j -0.00605343-0.00539462j 0.00353701-0.00665149j -0.011062-0.000750563j 0.0162013+0.0143269j 0.00998501+0.00425635j 0.012364-0.0109183j 0.0116003-0.00452796j -0.00544809-0.0110372j 0.00308442+0.00216543j -0.0282417+0.0104064j 0.00583974-0.00809619j 0.00824438-0.00506454j -0.00460386+0.00180491j 0.00298403+0.0034716j 
-0.00256424-0.00102075j -0.00906843+0.00606029j 0.00204805+0.00762268j 0.00576149+3.99844e-05j 0.00526092+0.0109084j 0.00598777-0.0218047j -0.00357403-0.00551053j -0.0216804+0.0039041j 0.00269877-0.00802767j 0.0155333-0.0293327j 0.00274473+0.00340963j 0.00106648-0.0160596j 0.00225624-0.00245206j -0.00142665+0.017474j 0.0158481+0.00490505j 0.0137459+0.00191042j -0.00668612-0.00200152j -0.00346462-0.00409021j 0.00528495+0.00861854j 0.00512087+0.0019541j 0.00317761+0.0101336j 0.00823476-0.0165413j 0.0219204-0.0165878j 0.00602717+0.00231938j -0.00712707+0.00522462j -0.0062501-0.00388446j -0.00209604+0.000271048j -0.00673615+0.0031027j 0.00702575-0.00023298j -0.0155818-0.000363992j -0.00326572+0.00674766j 0.000258923-0.00232999j 0.00244011-0.00726564j -0.00377639-0.00181566j 0.0168519+0.0136633j -0.00101926-0.00567367j 0.012537-0.000596289j -0.00268279-0.0047181j -0.00313001-0.0167318j -0.00531489+0.00491744j -0.00328482+0.00174877j 0.00315998+0.00281799j 0.00231046+0.00180761j 0.000588545+0.00184791j -0.00207111+0.00660571j 0.018408+0.00241217j 0.0184352+0.000444577j -0.00152756+0.00757397j 0.00780229-0.00543037j 0.0107475-0.00901996j 0.0218963-0.00284292j -0.0117647-0.0147654j 0.00811599-0.000526968j 0.00347513+0.0136417j 0.00284917+0.00388357j 0.00415985-0.00578853j 
-0.00835919+0.00414821j 0.00436275+0.0117608j -0.0150416-0.035306j -0.0172804+0.0067885j -0.0311444-0.0314258j 0.0323802-0.00573238j 0.0198418-0.000901385j 0.00587869-0.0152264j 0.0193464+0.0200397j -0.00166262-0.00722968j 0.00415867+0.0175596j -0.00495646-0.00441213j 0.00309418+0.0209588j 0.0109521-0.00537601j 6.72527e-05-0.0119345j 0.00255576-0.0148234j 0.0183095+0.0100902j 0.000557884-0.00600817j -0.0374045+0.00355337j 0.00586232+0.00956662j 0.00102633-0.027633j 0.012487+0.0127049j -0.00483509+0.00478974j -0.0178196-0.000573947j -0.00911092+0.0131877j -0.0184153+0.00674092j -0.00754936+0.0193337j -0.0098773-0.0164295j -0.00414069+0.0141837j -0.0066928+0.0203346j 0.0189964+0.00728152j -0.00370304-0.0109621j -0.0115631+0.00226664j 0.00294865-0.00825578j 0.0190568+0.00507664j 0.0115658-0.0208877j -0.00918011-0.00498846j -0.00574002+0.00940211j -0.00824261-0.00871357j 0.0127165+0.0101099j -0.00279988-0.0120163j -0.0029241-0.000158642j 0.00725609-0.00108159j 0.0111991+0.0105227j 0.000530092+0.00962264j -0.0164509+0.00184297j 0.00952781+0.0158293j -0.0043476+0.00184603j -0.00501303+0.00769118j 0.0128919+0.0104393j 0.0180338+0.0104373j 0.00582455-0.0243994j 0.00158788-0.0030056j -0.00780352+0.0286395j 0.0115343-0.00361356j -0.00196856-0.0127133j 
-0.00516959-0.00793202j -0.0113576-0.000231348j 0.0327917-0.0360449j 0.00547481-0.0243065j 0.0385249-0.0433877j 0.00121498+0.0237963j 0.0114712+0.0168625j 0.0216729+0.0210882j -0.00526114+0.00647086j -0.00424327-0.00831614j 0.0089077-0.016843j -0.00694083-0.00401765j -0.00547171-0.00235818j 0.00813472-0.00953991j -0.00575002+0.00492689j -0.00771089-0.0184475j -0.0358509+0.0188401j 0.00957361-0.0229906j 0.0144223-0.0183237j -0.0225232-0.0322471j -0.00450219-0.00317796j 0.0193898-0.0192673j -0.00896748+0.0234154j 0.0155371+0.0235152j 0.0133184+0.0111533j -0.00293131+0.0197846j 0.0354522-0.00190424j 0.00832344-0.00798883j 0.00616338-0.00558293j 0.017937+0.0126099j 0.0241514-0.023079j -0.00977248-0.00443178j -0.0065385-0.0102658j 0.0169719+0.0211891j 0.0033406-0.0169093j 0.000208897+0.00763814j 0.00241426+0.005684j -0.0196076-0.00568371j 0.0041767-0.00562773j -0.0244816+0.00607311j -0.0232516-0.0164919j -0.00252162+0.0156555j 0.0223424-0.0190021j -0.00870161+0.00720403j -0.0178611+0.0182887j -0.0100343+0.00649446j -0.0134622+0.0219529j -0.00384477+0.00275179j -0.0340199-0.0147338j 9.49214e-05-0.00451831j 0.00629604+0.0221219j 0.0254764+0.00981387j -0.0150235+0.0159769j -0.0105785+0.0124716j -0.00111184-0.0137115j -0.011403+0.00249296j 
-0.00134103+0.00624344j 0.00193239-0.00426641j 0.00259374+0.011711j 0.0126247-0.00610184j 0.00253494+0.0217393j -0.031998-0.000879572j -0.00953353+0.00891501j -0.015525+0.0211076j -0.0128103+0.00338609j -0.0182967-0.00546305j 0.011897-0.0130239j -0.00315014-0.00506187j 0.00116629+0.00139935j 0.00934889+0.0114674j -0.00352063-0.000224469j 0.00218578-0.00466703j -0.0117244-0.00557154j -0.00840552-0.00141851j 0.00960148-0.0054633j -0.00663431-0.00546463j -0.00460945+0.0186977j -0.0132299+0.00406042j 0.00344046-0.0038079j 0.0113905+0.00515897j 0.00793949-0.00865865j 0.00829014-0.0110446j -0.00576082-0.0112029j 0.00204732+0.00506152j 0.00332843-0.00764896j -0.00239763-0.0092147j -0.0131802-0.00525461j 0.00834375+0.00321701j 0.0178053-0.010127j -0.00461732-0.00142114j -0.00162316+0.000984614j -0.000278598+0.013047j 0.0126867-0.00235428j 0.0114753-0.000950903j 1.17583e-05-0.00257553j 0.0144534+0.00174779j 0.00512149-0.00299831j -0.00877638-0.00471268j 0.00462112-0.000616479j -0.000514228-0.00152322j -0.00242793-0.00174588j -0.00720885-0.00458029j -0.00967865-0.000332259j 0.00921498-0.000432021j 0.00164524-0.0126909j -0.00816396-0.0107802j -0.0123717-0.0156308j -0.012198-0.00189489j -0.00365396-0.00342922j 0.0160999+0.00633134j -0.00620665+0.00445007j 0.00277189+0.00468566j 
0.00238211-0.00757145j 0.00520334-0.00221015j 0.00566582+0.0165667j -0.0109083-0.00819239j 0.0198314+0.0137892j 0.00309118+0.0225862j 0.00571291-0.00151431j 0.0220762-0.000770893j -0.00190203+0.00514973j 0.00279382+0.0311565j -0.0179606-0.00457141j 0.000998582+0.0210275j -0.00648437-0.00598396j -0.00312295-0.0126823j 0.00274097-0.00451822j -0.00764917+0.0145574j 0.0078334-0.00449973j -0.000273725+0.00385081j -0.00120469-0.00235905j -0.000452766-0.00219873j 0.00133664-0.00490465j -0.00553844-0.00169324j -0.00894164+0.00682217j -0.00372852-0.0112533j 0.00192645-0.00743209j 0.0113715+0.0055313j 0.0102343-0.00570674j 0.00338872+0.00939635j 0.00079012-0.00575447j 0.00807302-0.00376139j -0.00766424-0.00179755j -0.00658973+0.00730724j 0.000586627+0.0139508j 0.00451478+0.00643995j -0.0106605+0.000279546j -0.00601713+0.00579174j -0.00962365+0.00347517j -0.00195852-0.00216822j 0.00467695+0.0185823j -0.00664831-0.0139458j 0.000625855+0.0146809j 0.0163256+0.00317626j -0.0115424+0.000802067j 0.00082095-0.00510085j -0.0014325-0.0127941j 0.0085553+0.00433534j -0.00295633-0.0129594j 0.00309618-0.0114179j 0.00402191+0.00465314j -0.0071684+0.00695967j -0.0106129+0.00554006j -0.00348857+0.0277538j 0.00128856-0.00400182j -0.00238445-0.0280745j -0.00542734-0.0011184j -0.00367177+0.00708162j 
0.00352427+0.000857921j 0.000210018-0.000306359j -0.0225589-0.0146755j -0.00416559+0.0201966j -0.0239034-0.019731j 0.0221709-0.00839688j 0.00868418-0.00264092j -0.000789205-0.0163971j 0.0122026+0.00911072j -0.000243612-0.00630455j -0.00107787+0.01292j -0.00425649-0.00501299j 0.00350096+0.00702732j 0.00368507+0.00266791j -0.000300071-0.00937132j 0.00568761-0.00832399j 0.0134934+0.00893402j 0.00331021-0.00209218j -0.018368+0.00544247j 0.00172959+0.00741034j 0.00277455-0.0128665j 0.0068413+0.00835261j 0.00159294-0.00195242j -0.00884703-0.000117385j -0.00506831+0.00795836j -0.0124677-3.21705e-05j -0.00862823+0.00952648j -0.00731386-0.00988516j -0.00331226+0.0126196j -0.00471393+0.00897866j 0.00866241+0.00734851j -0.000463566-0.00614534j -0.00757495-0.00136937j 0.00143616-0.00693755j 0.0118617+0.00422213j 0.00600325-0.0117098j -0.00374112-0.00226411j -0.000860738+0.00641856j -0.00619125-0.00811709j 0.00767068+0.00842955j 0.000538763-0.00715563j -0.00301756-0.0027417j 0.000463696+0.00156838j 0.00665116+0.00620851j 0.00372007+0.005921j -0.00647922-0.000993769j 0.00743527+0.0100278j -0.0026225+0.00436986j 0.00130933+0.00555834j 0.00681977+0.00456983j 0.0104588+0.00547144j 0.0034988-0.0202939j 0.00255828+0.000970779j -0.00800636+0.0178891j 0.00812231-0.0010542j 0.00283057-0.00913784j 
0.00137774-0.00255102j -0.00117032+0.000659697j -0.0109679+0.0362286j 0.0106044+0.00628592j -0.018645+0.0283763j -0.0104628-0.0100256j -0.00980435-0.010393j -0.0153114-0.00953785j 0.00408521-0.00870383j -0.00314719+0.0089257j -0.0027737+0.00362129j 0.004328+0.00441272j 0.00894219+0.000616884j -0.00372486+0.00542294j 0.00321354-0.00562171j 0.00406063+0.0120676j 0.0117909-0.00970003j -0.00654906+0.0173129j -0.00565874+0.00982202j 0.0077053+0.0103052j -6.17352e-05+0.00652425j -0.0135338+0.0086529j 0.00587395-0.00728401j -0.00409601-0.0116252j -0.00280704-0.00685977j 0.00516546-0.0132032j -0.0162728-0.00359363j -0.0044803+0.00504738j -0.00348957-0.00169551j -0.00618014-0.0072661j -0.015798+0.00763765j 0.0057103+0.00553285j 0.00710125+0.0031811j -0.00996559-0.0104756j -0.00518215+0.00829426j -0.00217129-0.00116089j -2.06871e-05-0.00143801j 0.0130522+0.00474236j -0.00154956+0.00466713j 0.0129585-0.00423136j 0.012016+0.0108901j 9.25326e-06-0.00914437j -0.0108695+0.00894541j 0.00376818-0.00459488j 0.00941909-0.0108281j 0.0045015-0.00547242j 0.00455468-0.0142911j 0.00592575-0.00337419j 0.0163289+0.0042332j -0.00507875+0.00179315j -0.0060761-0.0168426j -0.0164429-0.00224026j 0.0104414-0.00821128j 0.0105084-0.00605527j -0.00421102+0.00856426j 0.00665435+0.000736373j 
