2.91803e-14-0.080297j 6.28463e-15+0.143808j -3.40635e-16+0.139435j 4.2237e-16+0.187095j 3.12691e-16-0.19564j 4.75273e-16-0.0062471j 8.0881e-19+0.107577j 1.60497e-15+0.138546j -1.78729e-15-0.185967j 5.73553e-15-0.151937j 7.52341e-16-0.0033352j -1.5498e-15+0.0930597j -1.77156e-16-0.249133j 1.6499e-16+0.0363759j 3.81919e-15+0.104099j 2.05249e-14+0.0427346j 3.0067e-14+0.174828j 1.14375e-13+0.156613j 6.70642e-16-0.159382j -2.08677e-14-0.183108j -5.60275e-15+0.251323j 3.70152e-15+0.0626221j 4.39592e-17-0.150505j 1.58584e-14-0.121715j 1.01429e-14-0.0442154j -2.08777e-14+0.15672j -7.59343e-15-0.0488607j 1.49671e-14+0.0271493j 4.46121e-15+0.00217917j -2.46411e-16-0.0369319j 5.91206e-14+0.168565j 3.14437e-14+0.0557536j 2.03879e-14-0.113112j -6.98206e-17+0.133749j -1.1734e-14+0.0415416j 4.83336e-14-0.26235j -9.43618e-15-0.148132j -1.13586e-13-0.0125897j -1.1565e-13+0.219583j 6.84653e-14-0.122077j -1.89045e-14+0.0731557j 1.50108e-13-0.0389278j 3.96401e-15+0.0591065j 1.61541e-15+0.199263j 3.64021e-15+0.0492357j 5.9587e-15-0.0684379j -3.08236e-16+0.145845j 2.90229e-15-0.173218j 9.25807e-16-0.129001j -8.79819e-17-0.100925j -3.62496e-16+0.0106182j 2.43721e-16+0.175896j -4.69474e-16+0.173195j -4.15339e-16-0.130787j 1.15894e-15-0.136912j -5.27496e-15-0.0768406j 
-2.23547e-17+6.15145e-05j -4.81458e-18-0.00011017j 2.60957e-19-0.000106819j -3.23572e-19-0.000143331j -2.39549e-19+0.000149877j -3.641e-19+4.78583e-06j -6.19619e-22-8.24137e-05j -1.22955e-18-0.000106139j 1.36922e-18+0.000142467j -4.39392e-18+0.000116397j -5.76359e-19+2.55505e-06j 1.18728e-18-7.12919e-05j 1.35717e-19+0.000190857j -1.26397e-19-2.78672e-05j -2.92584e-18-7.97487e-05j -1.57239e-17-3.27384e-05j -2.3034e-17-0.000133933j -8.76213e-17-0.000119979j -5.13771e-19+0.000122101j 1.59865e-17+0.000140277j 4.2922e-18-0.000192536j -2.83569e-18-4.7974e-05j -3.36766e-20+0.0001153j -1.2149e-17+9.32447e-05j -7.77037e-18+3.38729e-05j 1.59941e-17-0.000120061j 5.81723e-18+3.74316e-05j -1.14661e-17-2.07988e-05j -3.41767e-18-1.66944e-06j 1.88773e-19+2.82931e-05j -4.52916e-17-0.000129135j -2.40886e-17-4.27122e-05j -1.56189e-17+8.66536e-05j 5.34887e-20-0.000102464j 8.98924e-18-3.18245e-05j -3.70278e-17+0.000200983j 7.22894e-18+0.000113482j 8.70171e-17+9.64479e-06j 8.85982e-17-0.00016822j -5.24504e-17+9.35216e-05j 1.44825e-17-5.60437e-05j -1.14996e-16+2.98221e-05j -3.03678e-18-4.52808e-05j -1.23755e-18-0.000152653j -2.78872e-18-3.77189e-05j -4.56489e-18+5.24295e-05j 2.36136e-19-0.00011173j -2.22341e-18+0.0001327j -7.09249e-19+9.8826e-05j 6.74019e-20+7.73174e-05j 2.77703e-19-8.13447e-06j -1.86712e-19-0.000134752j 3.59658e-19-0.000132682j 3.18186e-19+0.000100194j -8.87848e-19+0.000104886j 4.04108e-18+5.88666e-05j 
1.17318e-17-3.2283e-05j 2.5267e-18+5.78174e-05j -1.36951e-19+5.60591e-05j 1.69812e-19+7.52208e-05j 1.25716e-19-7.8656e-05j 1.91081e-19-2.51162e-06j 3.25178e-22+4.3251e-05j 6.45269e-19+5.57018e-05j -7.1857e-19-7.4767e-05j 2.30594e-18-6.10855e-05j 3.02475e-19-1.3409e-06j -6.23088e-19+3.74142e-05j -7.12249e-20-0.000100163j 6.63333e-20+1.46248e-05j 1.53549e-18+4.18524e-05j 8.25194e-18+1.71812e-05j 1.20883e-17+7.02886e-05j 4.59839e-17+6.29653e-05j 2.69628e-19-6.40788e-05j -8.38977e-18-7.36176e-05j -2.25256e-18+0.000101043j 1.48818e-18+2.51769e-05j 1.76736e-20-6.05098e-05j 6.37581e-18-4.89351e-05j 4.07791e-18-1.77766e-05j -8.39376e-18+6.30084e-05j -3.0529e-18-1.96442e-05j 6.01745e-18+1.09152e-05j 1.79361e-18+8.76124e-07j -9.90685e-20-1.48483e-05j 2.37691e-17+6.77706e-05j 1.26418e-17+2.24155e-05j 8.19685e-18-4.5476e-05j -2.8071e-20+5.37732e-05j -4.71758e-18+1.67016e-05j 1.94323e-17-0.000105476j -3.79377e-18-5.95556e-05j -4.56668e-17-5.06161e-06j -4.64966e-17+8.82825e-05j 2.75261e-17-4.90804e-05j -7.60048e-18+2.94119e-05j 6.03501e-17-1.56507e-05j 1.59371e-18+2.37635e-05j 6.49469e-19+8.01128e-05j 1.46353e-18+1.9795e-05j 2.39567e-18-2.75151e-05j -1.23925e-19+5.86362e-05j 1.16685e-18-6.96413e-05j 3.72216e-19-5.18642e-05j -3.53727e-20-4.05764e-05j -1.4574e-19+4.26899e-06j 9.79868e-20+7.07182e-05j -1.8875e-19+6.9632e-05j -1.66985e-19-5.25821e-05j 4.65945e-19-5.50447e-05j -2.12077e-18-3.08934e-05j 
-5.81907e-17+0.000160126j -1.25326e-17-0.000286779j 6.79286e-19-0.000278057j -8.42279e-19-0.000373101j -6.2356e-19+0.00039014j -9.47776e-19+1.24578e-05j -1.61291e-21-0.000214528j -3.20059e-18-0.000276285j 3.56416e-18+0.00037085j -1.14377e-17+0.000302989j -1.5003e-18+6.65097e-06j 3.09056e-18-0.000185577j 3.53281e-19+0.000496814j -3.29018e-19-7.25399e-05j -7.61614e-18-0.000207591j -4.09303e-17-8.52202e-05j -5.99588e-17-0.000348637j -2.28084e-16-0.000312313j -1.33738e-18+0.000317835j 4.16139e-17+0.000365149j 1.11729e-17-0.000501183j -7.38147e-18-0.000124879j -8.76623e-20+0.000300133j -3.16245e-17+0.000242722j -2.02268e-17+8.81732e-05j 4.16337e-17-0.000312526j 1.51426e-17+9.74368e-05j -2.9847e-17-5.41404e-05j -8.89642e-18-4.34564e-06j 4.91387e-19+7.36486e-05j -1.17897e-16-0.000336147j -6.27042e-17-0.000111182j -4.0657e-17+0.000225565j 1.39234e-19-0.000266719j 2.33996e-17-8.28412e-05j -9.63856e-17+0.000523171j 1.88174e-17+0.0002954j 2.26511e-16+2.5106e-05j 2.30627e-16-0.000437888j -1.36532e-16+0.000243442j 3.76989e-17-0.000145885j -2.99341e-16+7.76287e-05j -7.90492e-18-0.000117869j -3.22142e-18-0.000397365j -7.25922e-18-9.81845e-05j -1.18827e-17+0.000136477j 6.14676e-19-0.00029084j -5.78768e-18+0.000345426j -1.84622e-18+0.00025725j 1.75451e-19+0.000201262j 7.22879e-19-2.11745e-05j -4.86022e-19-0.000350768j 9.36213e-19-0.00034538j 8.28258e-19+0.000260811j -2.31112e-18+0.000273026j 1.05192e-17+0.000153234j 
-2.10851e-17+5.80209e-05j -4.54114e-18-0.000103913j 2.46136e-19-0.000100753j -3.05196e-19-0.000135191j -2.25944e-19+0.000141365j -3.43422e-19+4.51403e-06j -5.84429e-22-7.77332e-05j -1.15972e-18-0.000100111j 1.29146e-18+0.000134376j -4.14438e-18+0.000109786j -5.43626e-19+2.40994e-06j 1.11985e-18-6.7243e-05j 1.2801e-19+0.000180018j -1.19218e-19-2.62845e-05j -2.75967e-18-7.52195e-05j -1.48309e-17-3.08791e-05j -2.17258e-17-0.000126327j -8.2645e-17-0.000113165j -4.84592e-19+0.000115166j 1.50786e-17+0.00013231j 4.04843e-18-0.000181601j -2.67464e-18-4.52494e-05j -3.1764e-20+0.000108752j -1.1459e-17+8.7949e-05j -7.32907e-18+3.19491e-05j 1.50858e-17-0.000113242j 5.48686e-18+3.53057e-05j -1.08149e-17-1.96175e-05j -3.22357e-18-1.57462e-06j 1.78052e-19+2.66862e-05j -4.27193e-17-0.000121801j -2.27206e-17-4.02864e-05j -1.47319e-17+8.17322e-05j 5.04509e-20-9.66445e-05j 8.47872e-18-3.00171e-05j -3.49249e-17+0.000189569j 6.81839e-18+0.000107037j 8.20751e-17+9.09703e-06j 8.35664e-17-0.000158666j -4.94716e-17+8.82102e-05j 1.366e-17-5.28608e-05j -1.08465e-16+2.81284e-05j -2.86431e-18-4.27091e-05j -1.16727e-18-0.000143983j -2.63034e-18-3.55767e-05j -4.30563e-18+4.94518e-05j 2.22725e-19-0.000105384j -2.09714e-18+0.000125163j -6.68969e-19+9.32133e-05j 6.35739e-20+7.29263e-05j 2.61932e-19-7.67249e-06j -1.76108e-19-0.000127099j 3.39232e-19-0.000125147j 3.00115e-19+9.45037e-05j -8.37424e-19+9.89296e-05j 3.81157e-18+5.55234e-05j 
-1.84756e-17+5.08403e-05j -3.97913e-18-9.10526e-05j 2.15674e-19-8.82836e-05j -2.67425e-19-0.00011846j -1.97981e-19+0.00012387j -3.0092e-19+3.95537e-06j -5.121e-22-6.81129e-05j -1.01619e-18-8.77209e-05j 1.13163e-18+0.000117745j -3.63147e-18+9.61993e-05j -4.76347e-19+2.11169e-06j 9.81257e-19-5.8921e-05j 1.12167e-19+0.000157739j -1.04464e-19-2.30315e-05j -2.41813e-18-6.59104e-05j -1.29954e-17-2.70575e-05j -1.9037e-17-0.000110693j -7.24169e-17-9.91597e-05j -4.24619e-19+0.000100913j 1.32125e-17+0.000115935j 3.5474e-18-0.000159126j -2.34363e-18-3.96494e-05j -2.78329e-20+9.52926e-05j -1.00408e-17+7.70645e-05j -6.42202e-18+2.79951e-05j 1.32188e-17-9.92275e-05j 4.8078e-18+3.09363e-05j -9.47646e-18-1.71897e-05j -2.82462e-18-1.37975e-06j 1.56016e-19+2.33835e-05j -3.74324e-17-0.000106727j -1.99087e-17-3.53006e-05j -1.29087e-17+7.16171e-05j 4.42071e-20-8.46837e-05j 7.42939e-18-2.63022e-05j -3.06026e-17+0.000166108j 5.97454e-18+9.379e-05j 7.19175e-17+7.97118e-06j 7.32242e-17-0.00013903j -4.3349e-17+7.72933e-05j 1.19695e-17-4.63187e-05j -9.50412e-17+2.46472e-05j -2.50982e-18-3.74234e-05j -1.0228e-18-0.000126164j -2.30481e-18-3.11737e-05j -3.77277e-18+4.33317e-05j 1.95161e-19-9.23421e-05j -1.8376e-18+0.000109673j -5.86177e-19+8.16773e-05j 5.5706e-20+6.3901e-05j 2.29515e-19-6.72294e-06j -1.54313e-19-0.000111369j 2.97249e-19-0.000109659j 2.62973e-19+8.28079e-05j -7.33785e-19+8.6686e-05j 3.33985e-18+4.86518e-05j 
-1.18023e-18+3.24769e-06j -2.54188e-19-5.81646e-06j 1.37773e-20-5.63957e-06j -1.70831e-20-7.56725e-06j -1.26471e-20+7.91283e-06j -1.92228e-20+2.5267e-07j -3.27131e-23-4.35107e-06j -6.49144e-20-5.60363e-06j 7.22885e-20+7.5216e-06j -2.31979e-19+6.14523e-06j -3.04291e-20+1.34895e-07j 6.26829e-20-3.76389e-06j 7.16526e-21+1.00764e-05j -6.67316e-21-1.47126e-06j -1.54471e-19-4.21037e-06j -8.3015e-19-1.72844e-06j -1.21609e-18-7.07107e-06j -4.62601e-18-6.33434e-06j -2.71247e-20+6.44636e-06j 8.44015e-19+7.40596e-06j 2.26609e-19-1.0165e-05j -1.49711e-19-2.53281e-06j -1.77797e-21+6.08731e-06j -6.41409e-19+4.92289e-06j -4.1024e-19+1.78833e-06j 8.44417e-19-6.33867e-06j 3.07123e-19+1.97622e-06j -6.05359e-19-1.09808e-06j -1.80438e-19-8.81386e-08j 9.96634e-21+1.49374e-06j -2.39119e-18-6.81776e-06j -1.27177e-18-2.25501e-06j -8.24608e-19+4.57491e-06j 2.82396e-21-5.40961e-06j 4.74591e-19-1.68019e-06j -1.9549e-18+1.0611e-05j 3.81655e-19+5.99132e-06j 4.5941e-18+5.09201e-07j 4.67758e-18-8.88126e-06j -2.76914e-18+4.93751e-06j 7.64612e-19-2.95885e-06j -6.07126e-18+1.57447e-06j -1.60328e-19-2.39062e-06j -6.5337e-20-8.05938e-06j -1.47232e-19-1.99138e-06j -2.41005e-19+2.76804e-06j 1.24669e-20-5.89883e-06j -1.17386e-19+7.00595e-06j -3.74451e-20+5.21756e-06j 3.55851e-21+4.08201e-06j 1.46615e-20-4.29463e-07j -9.85752e-21-7.11429e-06j 1.89883e-20-7.00502e-06j 1.67988e-20+5.28979e-06j -4.68743e-20+5.53752e-06j 2.13351e-19+3.10789e-06j 
-2.88909e-18+7.95005e-06j -6.2223e-19-1.42382e-05j 3.37257e-20-1.38052e-05j -4.1818e-20-1.8524e-05j -3.09589e-20+1.93699e-05j -4.70559e-20+6.18514e-07j -8.00787e-23-1.0651e-05j -1.58905e-19-1.37172e-05j 1.76956e-19+1.84122e-05j -5.67864e-19+1.5043e-05j -7.44879e-20+3.30212e-07j 1.53442e-19-9.21367e-06j 1.75399e-20+2.46662e-05j -1.63353e-20-3.60151e-06j -3.78131e-19-1.03066e-05j -2.03213e-18-4.23107e-06j -2.97688e-18-1.73094e-05j -1.13241e-17-1.55059e-05j -6.6399e-20+1.57801e-05j 2.06607e-18+1.81292e-05j 5.54718e-19-2.48831e-05j -3.66481e-19-6.2001e-06j -4.35232e-21+1.49012e-05j -1.57011e-18+1.20508e-05j -1.00423e-18+4.37768e-06j 2.06706e-18-1.55165e-05j 7.51811e-19+4.83761e-06j -1.48187e-18-2.688e-06j -4.41696e-19-2.15756e-07j 2.43967e-20+3.65656e-06j -5.85342e-18-1.66893e-05j -3.11318e-18-5.52006e-06j -2.01857e-18+1.1199e-05j 6.91281e-21-1.32423e-05j 1.16176e-18-4.11296e-06j -4.78542e-18+2.59748e-05j 9.34259e-19+1.46662e-05j 1.1246e-17+1.24648e-06j 1.14503e-17-2.17406e-05j -6.77862e-18+1.20866e-05j 1.8717e-18-7.24301e-06j -1.48619e-17+3.85416e-06j -3.92469e-19-5.85203e-06j -1.59939e-19-1.97287e-05j -3.60411e-19-4.87473e-06j -5.8996e-19+6.77591e-06j 3.05179e-20-1.44398e-05j -2.87351e-19+1.71499e-05j -9.16624e-20+1.27721e-05j 8.71093e-21+9.9924e-06j 3.589e-20-1.05129e-06j -2.41304e-20-1.74152e-05j 4.64818e-20-1.71477e-05j 4.11219e-20+1.29489e-05j -1.14744e-19+1.35554e-05j 5.22264e-19+7.60784e-06j 
-4.60372e-17+0.000126683j -9.91512e-18-0.000226883j 5.37413e-19-0.000219983j -6.66363e-19-0.000295176j -4.93325e-19+0.000308657j -7.49827e-19+9.85591e-06j -1.27604e-21-0.000169722j -2.53212e-18-0.000218581j 2.81976e-18+0.000293396j -9.04882e-18+0.000239708j -1.18695e-18+5.26187e-06j 2.44508e-18-0.000146818j 2.79496e-19+0.000393051j -2.60301e-19-5.73895e-05j -6.02546e-18-0.000164234j -3.23817e-17-6.74214e-05j -4.74361e-17-0.000275822j -1.80447e-16-0.000247084j -1.05806e-18+0.000251453j 3.29226e-17+0.000288885j 8.83934e-18-0.000396507j -5.83981e-18-9.87975e-05j -6.93535e-20+0.000237448j -2.50195e-17+0.000192028j -1.60023e-17+6.97577e-05j 3.29382e-17-0.000247253j 1.198e-17+7.70865e-05j -2.36133e-17-4.28329e-05j -7.03834e-18-3.43803e-06j 3.88758e-19+5.82666e-05j -9.32732e-17-0.000265941j -4.96081e-17-8.79613e-05j -3.21655e-17+0.000178454j 1.10154e-19-0.000211013j 1.85124e-17-6.55393e-05j -7.62549e-17+0.000413903j 1.48873e-17+0.000233704j 1.79203e-16+1.98624e-05j 1.82459e-16-0.000346432j -1.08016e-16+0.000192598j 2.98253e-17-0.000115416j -2.36822e-16+6.14155e-05j -6.25393e-18-9.3251e-05j -2.5486e-18-0.000314373j -5.74308e-18-7.76781e-05j -9.40091e-18+0.000107973j 4.86297e-19-0.000230096j -4.57888e-18+0.000273281j -1.46063e-18+0.000203522j 1.38807e-19+0.000159227j 5.71901e-19-1.67521e-05j -3.84513e-19-0.000277508j 7.40679e-19-0.000273245j 6.55271e-19+0.000206339j -1.82843e-18+0.000216003j 8.32218e-18+0.00012123j 
-1.78293e-17+4.90619e-05j -3.83994e-18-8.78676e-05j 2.0813e-19-8.51954e-05j -2.5807e-19-0.000114316j -1.91056e-19+0.000119537j -2.90394e-19+3.81701e-06j -4.94187e-22-6.57304e-05j -9.80644e-19-8.46524e-05j 1.09204e-18+0.000113627j -3.50444e-18+9.28343e-05j -4.59684e-19+2.03782e-06j 9.46933e-19-5.68599e-05j 1.08244e-19+0.000152221j -1.0081e-19-2.22259e-05j -2.33355e-18-6.36048e-05j -1.25408e-17-2.6111e-05j -1.83711e-17-0.000106821j -6.98837e-17-9.56911e-05j -4.09766e-19+9.73832e-05j 1.27503e-17+0.00011188j 3.42331e-18-0.00015356j -2.26165e-18-3.82624e-05j -2.68593e-20+9.19593e-05j -9.68959e-18+7.43688e-05j -6.19738e-18+2.70158e-05j 1.27564e-17-9.57566e-05j 4.63963e-18+2.98542e-05j -9.14498e-18-1.65884e-05j -2.72582e-18-1.33148e-06j 1.50559e-19+2.25656e-05j -3.6123e-17-0.000102994j -1.92123e-17-3.40658e-05j -1.24571e-17+6.91119e-05j 4.26607e-20-8.17215e-05j 7.16951e-18-2.53821e-05j -2.95321e-17+0.000160297j 5.76555e-18+9.05092e-05j 6.94018e-17+7.69235e-06j 7.06629e-17-0.000134167j -4.18326e-17+7.45896e-05j 1.15508e-17-4.46985e-05j -9.17167e-17+2.37851e-05j -2.42203e-18-3.61144e-05j -9.87027e-19-0.000121751j -2.22419e-18-3.00833e-05j -3.6408e-18+4.18159e-05j 1.88334e-19-8.91119e-05j -1.77332e-18+0.000105837j -5.65673e-19+7.88202e-05j 5.37574e-20+6.16657e-05j 2.21487e-19-6.48777e-06j -1.48915e-19-0.000107473j 2.86851e-19-0.000105823j 2.53774e-19+7.99113e-05j -7.08117e-19+8.36538e-05j 3.22303e-18+4.695e-05j 
2.48426e-17-6.83607e-05j 5.35041e-18+0.000122431j -2.89999e-19+0.000118708j 3.59584e-19+0.000159283j 2.66209e-19-0.000166558j 4.04622e-19-5.31846e-06j 6.88579e-22+9.15858e-05j 1.36639e-18+0.000117951j -1.5216e-18-0.000158322j 4.88293e-18-0.000129351j 6.40504e-19-2.83941e-06j -1.31942e-18+7.92262e-05j -1.50822e-19-0.000212099j 1.40464e-19+3.09686e-05j 3.25146e-18+8.86242e-05j 1.74739e-17+3.6382e-05j 2.55975e-17+0.000148839j 9.7373e-17+0.000133332j 5.7095e-19-0.00013569j -1.77657e-17-0.000155888j -4.76989e-18+0.000213964j 3.15128e-18+5.33132e-05j 3.74246e-20-0.000128132j 1.3501e-17-0.000103622j 8.63516e-18-3.76427e-05j -1.77742e-17+0.000133423j -6.46465e-18-4.15975e-05j 1.27422e-17+2.31135e-05j 3.79804e-18+1.85523e-06j -2.09782e-19-3.14419e-05j 5.03322e-17+0.000143507j 2.67695e-17+4.74658e-05j 1.73572e-17-9.62975e-05j -5.94416e-20+0.000113867j -9.98969e-18+3.53664e-05j 4.11487e-17-0.000223351j -8.03347e-18-0.000126112j -9.67015e-17-1.07182e-05j -9.84586e-17+0.000186942j 5.82878e-17-0.00010393j -1.60943e-17+6.2281e-05j 1.27794e-16-3.31411e-05j 3.37475e-18+5.03202e-05j 1.37528e-18+0.000169642j 3.09909e-18+4.19167e-05j 5.07293e-18-5.82645e-05j -2.62416e-19+0.000124165j 2.47086e-18-0.000147468j 7.88184e-19-0.000109825j -7.49033e-20-8.59223e-05j -3.0861e-19+9.03978e-06j 2.07491e-19+0.000149749j -3.99686e-19+0.000147449j -3.53598e-19-0.000111345j 9.86659e-19-0.00011656j -4.49082e-18-6.54181e-05j 
4.24278e-18-1.16751e-05j 9.13777e-19+2.09095e-05j -4.95279e-20+2.02737e-05j 6.1412e-20+2.72034e-05j 4.54648e-20-2.84458e-05j 6.9104e-20-9.08321e-07j 1.176e-22+1.56416e-05j 2.3336e-19+2.01444e-05j -2.59869e-19-2.70393e-05j 8.33939e-19-2.20914e-05j 1.09389e-19-4.84934e-07j -2.25338e-19+1.35308e-05j -2.57583e-20-3.62236e-05j 2.39893e-20+5.28901e-06j 5.55306e-19+1.51358e-05j 2.9843e-18+6.21355e-06j 4.3717e-18+2.54197e-05j 1.663e-17+2.27713e-05j 9.75105e-20-2.31739e-05j -3.03414e-18-2.66236e-05j -8.14633e-19+3.65421e-05j 5.38196e-19+9.10517e-06j 6.39161e-21-2.18832e-05j 2.3058e-18-1.76973e-05j 1.47477e-18-6.42886e-06j -3.03559e-18+2.27868e-05j -1.10408e-18-7.10429e-06j 2.1762e-18+3.94747e-06j 6.48653e-19+3.16848e-07j -3.58279e-20-5.36985e-06j 8.59606e-18+2.45091e-05j 4.57188e-18+8.10651e-06j 2.96437e-18-1.64463e-05j -1.01518e-20+1.9447e-05j -1.7061e-18+6.0401e-06j 7.02764e-18-3.81453e-05j -1.37201e-18-2.15381e-05j -1.65153e-17-1.83052e-06j -1.68154e-17+3.19272e-05j 9.95476e-18-1.77498e-05j -2.7487e-18+1.06367e-05j 2.18255e-17-5.66005e-06j 5.76362e-19+8.59401e-06j 2.34879e-19+2.89726e-05j 5.29282e-19+7.15881e-06j 8.66387e-19-9.95079e-06j -4.48171e-20+2.12056e-05j 4.2199e-19-2.51856e-05j 1.34611e-19-1.87566e-05j -1.27925e-20-1.46744e-05j -5.27064e-20+1.54387e-06j 3.54367e-20+2.55751e-05j -6.8261e-20+2.51823e-05j -6.03898e-20-1.90162e-05j 1.68508e-19-1.99068e-05j -7.66972e-19-1.11725e-05j 
-3.6983e-19+1.01768e-06j -7.96511e-20-1.82262e-06j 4.3172e-21-1.76719e-06j -5.3531e-21-2.37124e-06j -3.96303e-21+2.47953e-06j -6.02358e-21+7.91755e-08j -1.02508e-23-1.36343e-06j -2.03413e-20-1.75593e-06j 2.2652e-20+2.35693e-06j -7.26919e-20+1.92564e-06j -9.53514e-21+4.22702e-08j 1.9642e-20-1.17943e-06j 2.24527e-21+3.1575e-06j -2.09107e-21-4.61027e-07j -4.84043e-20-1.31934e-06j -2.60132e-19-5.41616e-07j -3.81068e-19-2.21576e-06j -1.44958e-18-1.9849e-06j -8.49969e-21+2.02e-06j 2.64477e-19+2.3207e-06j 7.10091e-20-3.18526e-06j -4.69129e-20-7.9367e-07j -5.57137e-22+1.90749e-06j -2.00989e-19+1.54262e-06j -1.28551e-19+5.60384e-07j 2.64603e-19-1.98626e-06j 9.62388e-20+6.19259e-07j -1.89692e-19-3.44089e-07j -5.65411e-20-2.76187e-08j 3.12301e-21+4.68073e-07j -7.49292e-19-2.13638e-06j -3.98516e-19-7.06619e-07j -2.58395e-19+1.43357e-06j 8.84903e-22-1.69513e-06j 1.48716e-19-5.26497e-07j -6.12578e-19+3.32501e-06j 1.19594e-19+1.87741e-06j 1.43959e-18+1.59561e-07j 1.46575e-18-2.78299e-06j -8.67726e-19+1.5472e-06j 2.39595e-19-9.27172e-07j -1.90246e-18+4.93369e-07j -5.02397e-20-7.49113e-07j -2.04737e-20-2.52545e-06j -4.61359e-20-6.24011e-07j -7.55203e-20+8.67379e-07j 3.90657e-21-1.84843e-06j -3.67835e-20+2.19535e-06j -1.17336e-20+1.63495e-06j 1.11508e-21+1.27912e-06j 4.59425e-21-1.34575e-07j -3.08891e-21-2.2293e-06j 5.9501e-21-2.19506e-06j 5.26399e-21+1.65758e-06j -1.46883e-20+1.73521e-06j 6.68546e-20+9.73874e-07j 
-1.23483e-17+3.39794e-05j -2.65948e-18-6.08555e-05j 1.44147e-19-5.90049e-05j -1.78735e-19-7.91734e-05j -1.32322e-19+8.27892e-05j -2.01122e-19+2.6436e-06j -3.42265e-22-4.55237e-05j -6.79177e-19-5.86288e-05j 7.56329e-19+7.86958e-05j -2.42711e-18+6.42954e-05j -3.18369e-19+1.41136e-06j 6.55829e-19-3.93802e-05j 7.49676e-20+0.000105426j -6.98189e-20-1.53933e-05j -1.61617e-18-4.40516e-05j -8.68556e-18-1.80841e-05j -1.27235e-17-7.39821e-05j -4.84003e-17-6.6274e-05j -2.83797e-19+6.74459e-05j 8.83063e-18+7.7486e-05j 2.37093e-18-0.000106353j -1.56638e-18-2.64999e-05j -1.86023e-20+6.36894e-05j -6.71084e-18+5.15065e-05j -4.2922e-18+1.87107e-05j 8.83483e-18-6.63193e-05j 3.21332e-18+2.06765e-05j -6.33365e-18-1.14888e-05j -1.88785e-18-9.22162e-07j 1.04274e-19+1.56285e-05j -2.50181e-17-7.13318e-05j -1.33061e-17-2.35934e-05j -8.62758e-18+4.78657e-05j 2.95461e-20-5.65989e-05j 4.96548e-18-1.75792e-05j -2.04534e-17+0.000111019j 3.99312e-18+6.26851e-05j 4.80665e-17+5.32759e-06j 4.89399e-17-9.29215e-05j -2.89725e-17+5.16594e-05j 7.99986e-18-3.09574e-05j -6.35214e-17+1.64731e-05j -1.67746e-18-2.50122e-05j -6.83597e-19-8.43225e-05j -1.54043e-18-2.08351e-05j -2.52155e-18+2.8961e-05j 1.30437e-19-6.17174e-05j -1.22817e-18+7.33007e-05j -3.91775e-19+5.45895e-05j 3.72314e-20+4.27086e-05j 1.53398e-19-4.49332e-06j -1.03136e-19-7.44343e-05j 1.98668e-19-7.3291e-05j 1.7576e-19+5.53452e-05j -4.90429e-19+5.79371e-05j 2.23221e-18+3.25167e-05j 
6.89942e-18-1.89855e-05j 1.48594e-18+3.40021e-05j -8.054e-20+3.29681e-05j 9.98653e-20+4.42369e-05j 7.39328e-20-4.62572e-05j 1.12374e-19-1.47707e-06j 1.91235e-22+2.54357e-05j 3.7948e-19+3.27579e-05j -4.22587e-19-4.39701e-05j 1.35611e-18-3.59241e-05j 1.77884e-19-7.88576e-07j -3.66435e-19+2.20031e-05j -4.1887e-20-5.8905e-05j 3.90103e-20+8.60075e-06j 9.03012e-19+2.46132e-05j 4.85292e-18+1.01042e-05j 7.10906e-18+4.13364e-05j 2.70429e-17+3.70296e-05j 1.58567e-19-3.76844e-05j -4.93398e-18-4.32941e-05j -1.32472e-18+5.9423e-05j 8.75189e-19+1.48064e-05j 1.03937e-20-3.55855e-05j 3.74958e-18-2.87785e-05j 2.3982e-18-1.04543e-05j -4.93633e-18+3.70549e-05j -1.7954e-18-1.15527e-05j 3.53883e-18+6.4192e-06j 1.05481e-18+5.15244e-07j -5.82617e-20-8.7322e-06j 1.39785e-17+3.98555e-05j 7.43457e-18+1.31824e-05j 4.82053e-18-2.67442e-05j -1.65084e-20+3.16238e-05j -2.77438e-18+9.82213e-06j 1.1428e-17-6.20301e-05j -2.2311e-18-3.50243e-05j -2.68564e-17-2.97671e-06j -2.73444e-17+5.19184e-05j 1.6188e-17-2.88639e-05j -4.4698e-18+1.7297e-05j 3.54916e-17-9.2041e-06j 9.37252e-19+1.39752e-05j 3.8195e-19+4.71139e-05j 8.60694e-19+1.16413e-05j 1.40888e-18-1.61815e-05j -7.28795e-20+3.44836e-05j 6.8622e-19-4.09557e-05j 2.18898e-19-3.0501e-05j -2.08025e-20-2.38628e-05j -8.57086e-20+2.51057e-06j 5.76255e-20+4.1589e-05j -1.11003e-19+4.09502e-05j -9.8203e-20-3.09233e-05j 2.7402e-19-3.23715e-05j -1.24721e-18-1.81682e-05j 
