2.91803e-14-0.080297j 6.28463e-15+0.143808j -3.40635e-16+0.139435j 4.2237e-16+0.187095j 3.12691e-16-0.19564j 4.75273e-16-0.0062471j 8.0881e-19+0.107577j 1.60497e-15+0.138546j -1.78729e-15-0.185967j 5.73553e-15-0.151937j 7.52341e-16-0.0033352j -1.5498e-15+0.0930597j -1.77156e-16-0.249133j 1.6499e-16+0.0363759j 3.81919e-15+0.104099j 2.05249e-14+0.0427346j 3.0067e-14+0.174828j 1.14375e-13+0.156613j 6.70642e-16-0.159382j -2.08677e-14-0.183108j -5.60275e-15+0.251323j 3.70152e-15+0.0626221j 4.39592e-17-0.150505j 1.58584e-14-0.121715j 1.01429e-14-0.0442154j -2.08777e-14+0.15672j -7.59343e-15-0.0488607j 1.49671e-14+0.0271493j 4.46121e-15+0.00217917j -2.46411e-16-0.0369319j 5.91206e-14+0.168565j 3.14437e-14+0.0557536j 2.03879e-14-0.113112j -6.98206e-17+0.133749j -1.1734e-14+0.0415416j 4.83336e-14-0.26235j -9.43618e-15-0.148132j -1.13586e-13-0.0125897j -1.1565e-13+0.219583j 6.84653e-14-0.122077j -1.89045e-14+0.0731557j 1.50108e-13-0.0389278j 3.96401e-15+0.0591065j 1.61541e-15+0.199263j 3.64021e-15+0.0492357j 5.9587e-15-0.0684379j -3.08236e-16+0.145845j 2.90229e-15-0.173218j 9.25807e-16-0.129001j -8.79819e-17-0.100925j -3.62496e-16+0.0106182j 2.43721e-16+0.175896j -4.69474e-16+0.173195j -4.15339e-16-0.130787j 1.15894e-15-0.136912j -5.27496e-15-0.0768406j 
-6.90971e-17+0.000190138j -1.48816e-17-0.000340528j 8.06602e-19-0.000330172j -1.00014e-18-0.000443029j -7.40431e-19+0.000463262j -1.12541e-18+1.47927e-05j -1.91521e-21-0.000254736j -3.80046e-18-0.000328068j 4.23217e-18+0.000440357j -1.35814e-17+0.000359777j -1.78149e-18+7.89753e-06j 3.66981e-18-0.000220359j 4.19495e-19+0.000589929j -3.90685e-19-8.61358e-05j -9.04359e-18-0.000246499j -4.86016e-17-0.000101193j -7.11967e-17-0.00041398j -2.70832e-16-0.000370848j -1.58804e-18+0.000377406j 4.94134e-17+0.000433587j 1.32669e-17-0.000595117j -8.76495e-18-0.000148285j -1.04092e-19+0.000356386j -3.75517e-17+0.000288214j -2.40178e-17+0.000104699j 4.94369e-17-0.000371102j 1.79807e-17+0.000115699j -3.54411e-17-6.42877e-05j -1.05638e-17-5.16013e-06j 5.83486e-19+8.74522e-05j -1.39994e-16-0.00039915j -7.44566e-17-0.000132021j -4.82772e-17+0.000267841j 1.6533e-19-0.000316709j 2.77852e-17-9.83678e-05j -1.14451e-16+0.000621227j 2.23442e-17+0.000350766j 2.68965e-16+2.98115e-05j 2.73852e-16-0.000519959j -1.62121e-16+0.00028907j 4.47647e-17-0.000173228j -3.55445e-16+9.21783e-05j -9.38651e-18-0.00013996j -3.82519e-18-0.000471842j -8.61978e-18-0.000116587j -1.41098e-17+0.000162056j 7.29882e-19-0.000345351j -6.87244e-18+0.000410168j -2.19225e-18+0.000305465j 2.08335e-19+0.000238984j 8.58365e-19-2.51432e-05j -5.77115e-19-0.00041651j 1.11168e-18-0.000410113j 9.83495e-19+0.000309694j -2.74429e-18+0.000324198j 1.24907e-17+0.000181953j 
-1.2248e-16+0.000337034j -2.63788e-17-0.000603613j 1.42976e-18-0.000585256j -1.77283e-18-0.000785304j -1.31247e-18+0.000821168j -1.99488e-18+2.62212e-05j -3.39485e-21-0.00045154j -6.73661e-18-0.000581526j 7.50186e-18+0.000780567j -2.4074e-17+0.000637732j -3.15784e-18+1.3999e-05j 6.50503e-18-0.000390604j 7.43587e-19+0.0010457j -6.92519e-19-0.000152682j -1.60305e-17-0.000436938j -8.61502e-17-0.000179372j -1.26202e-16-0.000733813j -4.80072e-16-0.000657357j -2.81492e-18+0.000668982j 8.75891e-17+0.000768567j 2.35167e-17-0.00105489j -1.55366e-17-0.000262847j -1.84512e-19+0.000631721j -6.65633e-17+0.000510882j -4.25734e-17+0.000185587j 8.76308e-17-0.000657807j 3.18723e-17+0.000205085j -6.28221e-17-0.000113955j -1.87252e-17-9.14673e-06j 1.03427e-18+0.000155016j -2.4815e-16-0.000707525j -1.3198e-16-0.000234017j -8.55751e-17+0.000474769j 2.93061e-19-0.000561392j 4.92515e-17-0.000174365j -2.02873e-16+0.00110117j 3.96069e-17+0.00062176j 4.76761e-16+5.28432e-05j 4.85424e-16-0.000921668j -2.87372e-16+0.000512399j 7.93489e-17-0.00030706j -6.30055e-16+0.000163393j -1.66383e-17-0.00024809j -6.78045e-18-0.000836376j -1.52792e-17-0.000206659j -2.50107e-17+0.000287258j 1.29377e-18-0.000612161j -1.21819e-17+0.000727054j -3.88593e-18+0.000541461j 3.69291e-19+0.000423617j 1.52152e-18-4.45682e-05j -1.02298e-18-0.000738297j 1.97055e-18-0.000726958j 1.74332e-18+0.000548957j -4.86446e-18+0.000574666j 2.21408e-17+0.000322527j 
-6.99223e-17+0.000192409j -1.50593e-17-0.000344595j 8.16235e-19-0.000334116j -1.01209e-18-0.00044832j -7.49274e-19+0.000468795j -1.13885e-18+1.49694e-05j -1.93808e-21-0.000257778j -3.84585e-18-0.000331986j 4.28272e-18+0.000445616j -1.37436e-17+0.000364073j -1.80277e-18+7.99185e-06j 3.71364e-18-0.000222991j 4.24505e-19+0.000596975j -3.95351e-19-8.71645e-05j -9.1516e-18-0.000249443j -4.91821e-17-0.000102401j -7.2047e-17-0.000418925j -2.74067e-16-0.000375277j -1.607e-18+0.000381913j 5.00035e-17+0.000438765j 1.34254e-17-0.000602225j -8.86963e-18-0.000150056j -1.05336e-19+0.000360642j -3.80002e-17+0.000291656j -2.43046e-17+0.00010595j 5.00274e-17-0.000375534j 1.81955e-17+0.000117081j -3.58644e-17-6.50555e-05j -1.069e-17-5.22176e-06j 5.90455e-19+8.84967e-05j -1.41666e-16-0.000403917j -7.53459e-17-0.000133598j -4.88538e-17+0.00027104j 1.67305e-19-0.000320492j 2.81171e-17-9.95426e-05j -1.15818e-16+0.000628646j 2.26111e-17+0.000354955j 2.72177e-16+3.01675e-05j 2.77123e-16-0.000526169j -1.64057e-16+0.000292522j 4.52993e-17-0.000175297j -3.59691e-16+9.32792e-05j -9.49861e-18-0.000141632j -3.87088e-18-0.000477477j -8.72273e-18-0.000117979j -1.42783e-17+0.000163992j 7.386e-19-0.000349475j -6.95452e-18+0.000415066j -2.21843e-18+0.000309114j 2.10824e-19+0.000241838j 8.68617e-19-2.54435e-05j -5.84008e-19-0.000421485j 1.12496e-18-0.000415011j 9.95241e-19+0.000313393j -2.77706e-18+0.00032807j 1.26399e-17+0.000184126j 
-7.83237e-17+0.000215527j -1.68687e-17-0.000385999j 9.14308e-19-0.000374261j -1.13369e-18-0.000502188j -8.39302e-19+0.000525122j -1.27569e-18+1.6768e-05j -2.17095e-21-0.000288751j -4.30794e-18-0.000371876j 4.7973e-18+0.000499158j -1.53949e-17+0.000407818j -2.01938e-18+8.95209e-06j 4.15985e-18-0.000249784j 4.7551e-19+0.000668703j -4.42853e-19-9.76376e-05j -1.02512e-17-0.000279414j -5.50915e-17-0.000114705j -8.07037e-17-0.00046926j -3.06997e-16-0.000420368j -1.80009e-18+0.000427802j 5.60116e-17+0.000491484j 1.50385e-17-0.000674584j -9.93535e-18-0.000168086j -1.17992e-19+0.000403974j -4.25661e-17+0.0003267j -2.72249e-17+0.00011868j 5.60383e-17-0.000420656j 2.03817e-17+0.000131148j -4.01736e-17-7.28722e-05j -1.19744e-17-5.84917e-06j 6.614e-19+9.91299e-05j -1.58687e-16-0.000452449j -8.43989e-17-0.00014965j -5.47237e-17+0.000303606j 1.87407e-19-0.000359j 3.14954e-17-0.000111503j -1.29734e-16+0.00070418j 2.53279e-17+0.000397604j 3.0488e-16+3.37923e-05j 3.1042e-16-0.00058939j -1.83769e-16+0.00032767j 5.07422e-17-0.000196359j -4.02909e-16+0.000104487j -1.06399e-17-0.000158649j -4.33598e-18-0.000534848j -9.77079e-18-0.000132155j -1.59939e-17+0.000183696j 8.27345e-19-0.000391466j -7.79012e-18+0.000464938j -2.48498e-18+0.000346255j 2.36155e-19+0.000270896j 9.72984e-19-2.85006e-05j -6.54178e-19-0.000472128j 1.26013e-18-0.000464876j 1.11482e-18+0.000351048j -3.11074e-18+0.000367488j 1.41586e-17+0.00020625j 
-2.61606e-17+7.19875e-05j -5.63427e-18-0.000128926j 3.05385e-19-0.000125006j -3.78661e-19-0.000167734j -2.80332e-19+0.000175394j -4.26089e-19+5.60063e-06j -7.25111e-22-9.64448e-05j -1.43888e-18-0.000124209j 1.60233e-18+0.000166722j -5.142e-18+0.000136214j -6.74486e-19+2.99006e-06j 1.38942e-18-8.34295e-05j 1.58824e-19+0.000223351j -1.47916e-19-3.26116e-05j -3.42397e-18-9.33261e-05j -1.84009e-17-3.83122e-05j -2.69555e-17-0.000156736j -1.02539e-16-0.000140406j -6.01241e-19+0.000142888j 1.87082e-17+0.000164159j 5.02296e-18-0.000225315j -3.31847e-18-5.61417e-05j -3.94101e-20+0.00013493j -1.42173e-17+0.00010912j -9.09329e-18+3.96398e-05j 1.87172e-17-0.000140502j 6.80763e-18+4.38044e-05j -1.34182e-17-2.43398e-05j -3.99954e-18-1.95366e-06j 2.20912e-19+3.311e-05j -5.30025e-17-0.000151121j -2.81898e-17-4.9984e-05j -1.82781e-17+0.000101407j 6.25952e-20-0.000119908j 1.05197e-17-3.72427e-05j -4.33318e-17+0.000235201j 8.45968e-18+0.000132802j 1.01832e-16+1.12868e-05j 1.03682e-16-0.00019686j -6.13802e-17+0.000109444j 1.69482e-17-6.55852e-05j -1.34574e-16+3.48993e-05j -3.5538e-18-5.29899e-05j -1.44824e-18-0.000178643j -3.26351e-18-4.41406e-05j -5.34207e-18+6.13557e-05j 2.76339e-19-0.000130752j -2.60195e-18+0.000155292j -8.3e-19+0.000115651j 7.88772e-20+9.04809e-05j 3.24983e-19-9.51938e-06j -2.185e-19-0.000157694j 4.20891e-19-0.000155272j 3.72358e-19+0.000117252j -1.03901e-18+0.000122744j 4.72908e-18+6.88888e-05j 
5.49008e-17-0.000151073j 1.18241e-17+0.000270565j -6.40881e-19+0.000262337j 7.94659e-19+0.000352007j 5.88306e-19-0.000368083j 8.94192e-19-1.17535e-05j 1.52172e-21+0.000202399j 3.01963e-18+0.000260665j -3.36265e-18-0.000349883j 1.0791e-17-0.000285859j 1.41548e-18-6.27494e-06j -2.91583e-18+0.000175085j -3.33307e-19-0.000468725j 3.10417e-19+6.84388e-05j 7.18554e-18+0.000195854j 3.86162e-17+8.04021e-05j 5.6569e-17+0.000328926j 2.15189e-16+0.000294656j 1.26177e-18-0.000299866j -3.92612e-17-0.000344504j -1.05412e-17+0.000472847j 6.96415e-18+0.000117819j 8.27062e-20-0.000283164j 2.98365e-17-0.000228999j 1.90832e-17-8.31882e-05j -3.92799e-17+0.000294857j -1.42865e-17-9.1928e-05j 2.81596e-17+5.10795e-05j 8.39344e-18+4.09995e-06j -4.63606e-19-6.94848e-05j 1.11231e-16+0.000317143j 5.91591e-17+0.000104897j 3.83584e-17-0.000212812j -1.31363e-19+0.00025164j -2.20766e-17+7.81577e-05j 9.09363e-17-0.000493593j -1.77535e-17-0.000278699j -2.13705e-16-2.36866e-05j -2.17588e-16+0.000413131j 1.28813e-16-0.000229679j -3.55676e-17+0.000137637j 2.82418e-16-7.32398e-05j 7.458e-18+0.000111205j 3.03929e-18+0.0003749j 6.8488e-18+9.26335e-05j 1.12109e-17-0.000128761j -5.79925e-19+0.000274397j 5.46046e-18-0.000325897j 1.74184e-18-0.000242706j -1.65532e-19-0.000189883j -6.8201e-19+1.99774e-05j 4.58544e-19+0.000330936j -8.83283e-19+0.000325854j -7.81431e-19-0.000246066j 2.18046e-18-0.00025759j -9.92446e-18-0.00014457j 
4.69211e-17-0.000129115j 1.01055e-17+0.000231239j -5.47731e-19+0.000224207j 6.79157e-19+0.000300844j 5.02797e-19-0.000314583j 7.64223e-19-1.00451e-05j 1.30054e-21+0.000172981j 2.58074e-18+0.000222778j -2.8739e-18-0.000299029j 9.22256e-18-0.00024431j 1.20974e-18-5.3629e-06j -2.49202e-18+0.000149637j -2.84862e-19-0.000400597j 2.65298e-19+5.84914e-05j 6.14114e-18+0.000167387j 3.30034e-17+6.87159e-05j 4.83468e-17+0.000281118j 1.83912e-16+0.000251828j 1.07837e-18-0.000256281j -3.35547e-17-0.000294432j -9.00905e-18+0.00040412j 5.95193e-18+0.000100694j 7.0685e-20-0.000242007j 2.54999e-17-0.000195715j 1.63095e-17-7.1097e-05j -3.35706e-17+0.000252j -1.221e-17-7.85665e-05j 2.40666e-17+4.36552e-05j 7.17348e-18+3.50404e-06j -3.96222e-19-5.93853e-05j 9.50641e-17+0.000271047j 5.05605e-17+8.96501e-05j 3.27831e-17-0.00018188j -1.12269e-19+0.000215065j -1.88678e-17+6.67976e-05j 7.77189e-17-0.00042185j -1.51731e-17-0.000238191j -1.82643e-16-2.02438e-05j -1.85962e-16+0.000353083j 1.1009e-16-0.000196296j -3.03979e-17+0.000117632j 2.41369e-16-6.25946e-05j 6.374e-18+9.50414e-05j 2.59754e-18+0.000320409j 5.85335e-18+7.91695e-05j 9.58141e-18-0.000110046j -4.95634e-19+0.000234514j 4.6668e-18-0.000278528j 1.48867e-18-0.000207429j -1.41472e-19-0.000162284j -5.82882e-19+1.70737e-05j 3.91896e-19+0.000282836j -7.549e-19+0.000278492j -6.67852e-19-0.000210301j 1.86354e-18-0.00022015j -8.48196e-18-0.000123557j 
-1.53732e-18+4.23033e-06j -3.31097e-19-7.57633e-06j 1.79459e-20-7.34593e-06j -2.22519e-20-9.85685e-06j -1.64737e-20+1.0307e-05j -2.5039e-20+3.2912e-07j -4.2611e-23-5.66756e-06j -8.45554e-20-7.29911e-06j 9.41606e-20+9.79739e-06j -3.02168e-19+8.00458e-06j -3.9636e-20+1.7571e-07j 8.16487e-20-4.90272e-06j 9.33323e-21+1.31252e-05j -8.69225e-21-1.91641e-06j -2.01209e-19-5.48429e-06j -1.08133e-18-2.25141e-06j -1.58404e-18-9.21055e-06j -6.02568e-18-8.25091e-06j -3.53318e-20+8.39681e-06j 1.09939e-18+9.64677e-06j 2.95173e-19-1.32406e-05j -1.95009e-19-3.29916e-06j -2.31593e-21+7.92914e-06j -8.35479e-19+6.4124e-06j -5.34365e-19+2.32942e-06j 1.09991e-18-8.25655e-06j 4.00049e-19+2.57416e-06j -7.8852e-19-1.43032e-06j -2.35032e-19-1.14806e-07j 1.29818e-20+1.9457e-06j -3.11468e-18-8.88059e-06j -1.65657e-18-2.9373e-06j -1.07411e-18+5.95913e-06j 3.6784e-21-7.04639e-06j 6.18187e-19-2.18856e-06j -2.54639e-18+1.38215e-05j 4.97131e-19+7.8041e-06j 5.98413e-18+6.63269e-07j 6.09286e-18-1.15684e-05j -3.60699e-18+6.43144e-06j 9.95959e-19-3.8541e-06j -7.90822e-18+2.05085e-06j -2.08838e-19-3.11394e-06j -8.51058e-20-1.04979e-05j -1.91779e-19-2.59391e-06j -3.13926e-19+3.60555e-06j 1.6239e-20-7.68362e-06j -1.52903e-19+9.12572e-06j -4.87748e-20+6.79622e-06j 4.6352e-21+5.31709e-06j 1.90976e-20-5.59404e-07j -1.28401e-20-9.26684e-06j 2.47336e-20-9.12451e-06j 2.18815e-20+6.89031e-06j -6.1057e-20+7.213e-06j 2.77903e-19+4.04824e-06j 
6.13358e-18-1.68781e-05j 1.321e-18+3.02279e-05j -7.16001e-20+2.93086e-05j 8.87803e-20+3.93266e-05j 6.57263e-20-4.11226e-05j 9.99002e-20-1.31311e-06j 1.70008e-22+2.26123e-05j 3.37357e-19+2.91218e-05j -3.7568e-19-3.90894e-05j 1.20558e-18-3.19365e-05j 1.58139e-19-7.01044e-07j -3.2576e-19+1.95607e-05j -3.72375e-20-5.23666e-05j 3.46801e-20+7.64606e-06j 8.02778e-19+2.18811e-05j 4.31425e-18+8.98262e-06j 6.31996e-18+3.6748e-05j 2.40411e-17+3.29193e-05j 1.40966e-19-3.35014e-05j -4.38631e-18-3.84885e-05j -1.17767e-18+5.28271e-05j 7.78043e-19+1.31629e-05j 9.24003e-21-3.16355e-05j 3.33337e-18-2.55841e-05j 2.132e-18-9.29389e-06j -4.3884e-18+3.29418e-05j -1.59611e-18-1.02703e-05j 3.14602e-18+5.70667e-06j 9.37726e-19+4.58052e-07j -5.17946e-20-7.76292e-06j 1.24269e-17+3.54316e-05j 6.60933e-18+1.17192e-05j 4.28545e-18-2.37756e-05j -1.4676e-20+2.81135e-05j -2.46643e-18+8.73187e-06j 1.01595e-17-5.51448e-05j -1.98344e-18-3.11366e-05j -2.38753e-17-2.64629e-06j -2.43092e-17+4.61555e-05j 1.43911e-17-2.566e-05j -3.97365e-18+1.5377e-05j 3.1552e-17-8.18245e-06j 8.33217e-19+1.24239e-05j 3.39553e-19+4.18843e-05j 7.65157e-19+1.03491e-05j 1.25249e-18-1.43854e-05j -6.47899e-20+3.0656e-05j 6.1005e-19-3.64096e-05j 1.94601e-19-2.71154e-05j -1.84934e-20-2.1214e-05j -7.6195e-20+2.2319e-06j 5.12291e-20+3.69726e-05j -9.86815e-20+3.64048e-05j -8.73025e-20-2.74908e-05j 2.43604e-19-2.87783e-05j -1.10877e-18-1.61516e-05j 
7.18321e-18-1.97664e-05j 1.54706e-18+3.54007e-05j -8.38529e-20+3.43242e-05j 1.03973e-19+4.60566e-05j 7.69739e-20-4.81599e-05j 1.16996e-19-1.53783e-06j 1.99102e-22+2.64819e-05j 3.95089e-19+3.41054e-05j -4.39969e-19-4.57787e-05j 1.41189e-18-3.74017e-05j 1.85201e-19-8.21013e-07j -3.81507e-19+2.29081e-05j -4.36099e-20-6.1328e-05j 4.06149e-20+8.95453e-06j 9.40156e-19+2.56256e-05j 5.05254e-18+1.05198e-05j 7.40148e-18+4.30367e-05j 2.81553e-17+3.85527e-05j 1.65089e-19-3.92345e-05j -5.13693e-18-4.50749e-05j -1.37921e-18+6.18673e-05j 9.11189e-19+1.54154e-05j 1.08213e-20-3.70492e-05j 3.90381e-18-2.99622e-05j 2.49685e-18-1.08843e-05j -5.13938e-18+3.85791e-05j -1.86925e-18-1.20279e-05j 3.6844e-18+6.68324e-06j 1.0982e-18+5.36438e-07j -6.06582e-20-9.09138e-06j 1.45535e-17+4.14949e-05j 7.74038e-18+1.37247e-05j 5.01881e-18-2.78443e-05j -1.71875e-20+3.29246e-05j -2.8885e-18+1.02261e-05j 1.18981e-17-6.45817e-05j -2.32287e-18-3.6465e-05j -2.79611e-17-3.09915e-06j -2.84692e-17+5.4054e-05j 1.68538e-17-3.00512e-05j -4.65366e-18+1.80085e-05j 3.69515e-17-9.5827e-06j 9.75805e-19+1.455e-05j 3.9766e-19+4.90519e-05j 8.96097e-19+1.21202e-05j 1.46683e-18-1.68471e-05j -7.58773e-20+3.59021e-05j 7.14447e-19-4.26403e-05j 2.27902e-19-3.17557e-05j -2.16582e-20-2.48443e-05j -8.92342e-20+2.61384e-06j 5.99959e-20+4.32997e-05j -1.15569e-19+4.26347e-05j -1.02242e-19-3.21953e-05j 2.85291e-19-3.3703e-05j -1.29852e-18-1.89156e-05j 
1.28796e-17-3.54415e-05j 2.77392e-18+6.34742e-05j -1.5035e-19+6.15439e-05j 1.86426e-19+8.25803e-05j 1.38016e-19-8.63517e-05j 2.09776e-19-2.75735e-06j 3.56993e-22+4.74826e-05j 7.08402e-19+6.11516e-05j -7.88874e-19-8.20822e-05j 2.53155e-18-6.70621e-05j 3.32069e-19-1.47209e-06j -6.8405e-19+4.10748e-05j -7.81935e-20-0.000109962j 7.28233e-20+1.60556e-05j 1.68572e-18+4.59472e-05j 9.05931e-18+1.88622e-05j 1.3271e-17+7.71656e-05j 5.0483e-17+6.91258e-05j 2.96009e-19-7.03482e-05j -9.21061e-18-8.08203e-05j -2.47295e-18+0.000110929j 1.63378e-18+2.76402e-05j 1.94027e-20-6.643e-05j 6.99961e-18-5.37229e-05j 4.47689e-18-1.95158e-05j -9.215e-18+6.91731e-05j -3.35159e-18-2.15662e-05j 6.60619e-18+1.19832e-05j 1.96909e-18+9.61844e-07j -1.08761e-19-1.6301e-05j 2.60947e-17+7.44012e-05j 1.38787e-17+2.46086e-05j 8.99883e-18-4.99254e-05j -3.08175e-20+5.90344e-05j -5.17915e-18+1.83357e-05j 2.13335e-17-0.000115796j -4.16495e-18-6.53825e-05j -5.01348e-17-5.55684e-06j -5.10458e-17+9.69199e-05j 3.02193e-17-5.38824e-05j -8.3441e-18+3.22895e-05j 6.62548e-17-1.7182e-05j 1.74964e-18+2.60885e-05j 7.13013e-19+8.79509e-05j 1.60672e-18+2.17317e-05j 2.63006e-18-3.02072e-05j -1.3605e-19+6.43731e-05j 1.28102e-18-7.64549e-05j 4.08633e-19-5.69385e-05j -3.88335e-20-4.45464e-05j -1.59999e-19+4.68667e-06j 1.07574e-19+7.76372e-05j -2.07217e-19+7.64448e-05j -1.83323e-19-5.77267e-05j 5.11533e-19-6.04302e-05j -2.32826e-18-3.3916e-05j 
1.74872e-17-4.81204e-05j 3.76626e-18+8.61815e-05j -2.04136e-19+8.35606e-05j 2.53118e-19+0.000112123j 1.8739e-19-0.000117243j 2.84822e-19-3.74377e-06j 4.84704e-22+6.44691e-05j 9.61826e-19+8.30281e-05j -1.07109e-18-0.000111446j 3.43719e-18-9.10529e-05j 4.50864e-19-1.99872e-06j -9.28762e-19+5.57689e-05j -1.06166e-19-0.0001493j 9.88752e-20+2.17994e-05j 2.28877e-18+6.23843e-05j 1.23002e-17+2.561e-05j 1.80186e-17+0.000104771j 6.85428e-17+9.38549e-05j 4.01903e-19-9.55146e-05j -1.25056e-17-0.000109733j -3.35762e-18+0.000150613j 2.21825e-18+3.75282e-05j 2.63439e-20-9.01947e-05j 9.50365e-18-7.29417e-05j 6.07846e-18-2.64974e-05j -1.25116e-17+9.39191e-05j -4.5506e-18-2.92813e-05j 8.9695e-18+1.62701e-05j 2.67351e-18+1.30593e-06j -1.4767e-19-2.21326e-05j 3.54298e-17+0.000101018j 1.88436e-17+3.34121e-05j 1.22181e-17-6.77857e-05j -4.18421e-20+8.01534e-05j -7.03194e-18+2.48951e-05j 2.89654e-17-0.000157221j -5.65492e-18-8.87724e-05j -6.80701e-17-7.54475e-06j -6.93069e-17+0.000131592j 4.10299e-17-7.31583e-05j -1.13291e-17+4.38408e-05j 8.99568e-17-2.33286e-05j 2.37555e-18+3.54214e-05j 9.68087e-19+0.000119415j 2.18151e-18+2.9506e-05j 3.57093e-18-4.10135e-05j -1.8472e-19+8.7402e-05j 1.73929e-18-0.000103806j 5.54818e-19-7.73077e-05j -5.27259e-20-6.04824e-05j -2.17237e-19+6.36328e-06j 1.46057e-19+0.000105411j -2.81347e-19+0.000103792j -2.48905e-19-7.83779e-05j 6.94529e-19-8.20485e-05j -3.16118e-18-4.60491e-05j 
5.88136e-18-1.6184e-05j 1.26668e-18+2.89849e-05j -6.86558e-20+2.81034e-05j 8.51295e-20+3.77095e-05j 6.30235e-20-3.94316e-05j 9.57922e-20-1.25912e-06j 1.63017e-22+2.16825e-05j 3.23485e-19+2.79243e-05j -3.60231e-19-3.7482e-05j 1.15601e-18-3.06232e-05j 1.51636e-19-6.72217e-07j -3.12365e-19+1.87564e-05j -3.57063e-20-5.02132e-05j 3.3254e-20+7.33165e-06j 7.69767e-19+2.09813e-05j 4.13684e-18+8.61325e-06j 6.06007e-18+3.52369e-05j 2.30525e-17+3.15656e-05j 1.35169e-19-3.21238e-05j -4.20594e-18-3.69058e-05j -1.12925e-18+5.06548e-05j 7.46049e-19+1.26216e-05j 8.86007e-21-3.03346e-05j 3.1963e-18-2.4532e-05j 2.04433e-18-8.91171e-06j -4.20794e-18+3.15872e-05j -1.53047e-18-9.84799e-06j 3.01665e-18+5.472e-06j 8.99166e-19+4.39216e-07j -4.96648e-20-7.4437e-06j 1.19159e-17+3.39746e-05j 6.33755e-18+1.12373e-05j 4.10923e-18-2.27979e-05j -1.40725e-20+2.69575e-05j -2.36501e-18+8.37281e-06j 9.74175e-18-5.28772e-05j -1.90188e-18-2.98563e-05j -2.28936e-17-2.53748e-06j -2.33095e-17+4.42575e-05j 1.37993e-17-2.46049e-05j -3.81025e-18+1.47447e-05j 3.02546e-17-7.84597e-06j 7.98955e-19+1.1913e-05j 3.2559e-19+4.01619e-05j 7.33693e-19+9.92356e-06j 1.20099e-18-1.37938e-05j -6.21257e-20+2.93953e-05j 5.84964e-19-3.49124e-05j 1.86598e-19-2.60004e-05j -1.7733e-20-2.03417e-05j -7.30618e-20+2.14012e-06j 4.91225e-20+3.54523e-05j -9.46236e-20+3.49078e-05j -8.37125e-20-2.63603e-05j 2.33586e-19-2.75949e-05j -1.06318e-18-1.54874e-05j 
3.82e-17-0.000105117j 8.22721e-18+0.000188259j -4.45926e-19+0.000182534j 5.52924e-19+0.000244926j 4.09343e-19-0.000256112j 6.22179e-19-8.17808e-06j 1.05881e-21+0.00014083j 2.10106e-18+0.000181371j -2.33974e-18-0.000243449j 7.50838e-18-0.000198901j 9.8489e-19-4.36611e-06j -2.02884e-18+0.000121824j -2.31915e-19-0.000326139j 2.15988e-19+4.76197e-05j 4.9997e-18+0.000136276j 2.68692e-17+5.59438e-05j 3.93607e-17+0.000228867j 1.49728e-16+0.000205021j 8.77937e-19-0.000208647j -2.73179e-17-0.000239706j -7.33456e-18+0.000329007j 4.84566e-18+8.19786e-05j 5.7547e-20-0.000197026j 2.07603e-17-0.000159338j 1.32781e-17-5.78824e-05j -2.73309e-17+0.000205162j -9.94056e-18-6.39635e-05j 1.95934e-17+3.55412e-05j 5.84016e-18+2.85275e-06j -3.22577e-19-4.83475e-05j 7.73947e-17+0.000220668j 4.1163e-17+7.29871e-05j 2.66898e-17-0.000148075j -9.14021e-20+0.000175091j -1.53609e-17+5.43821e-05j 6.32735e-17-0.000343442j -1.23529e-17-0.000193919j -1.48696e-16-1.64811e-05j -1.51398e-16+0.000287457j 8.96279e-17-0.000159811j -2.47479e-17+9.57681e-05j 1.96506e-16-5.09603e-05j 5.18928e-18+7.73763e-05j 2.11474e-18+0.000260855j 4.7654e-18+6.44544e-05j 7.80053e-18-8.95921e-05j -4.03512e-19+0.000190925j 3.79939e-18-0.000226759j 1.21197e-18-0.000168875j -1.15177e-19-0.000132121j -4.74543e-19+1.39003e-05j 3.19055e-19+0.000230266j -6.14589e-19+0.000226729j -5.4372e-19-0.000171213j 1.51716e-18-0.000179231j -6.90544e-18-0.000100592j 
