1.95577e-14-0.0521745j 9.98052e-15+0.0465741j 1.1345e-16+0.0661617j -1.55763e-16+0.0481208j -2.43858e-16-0.0508094j -2.27293e-16-0.000938166j 9.75532e-17-0.00071944j 4.80097e-15+0.0196948j -2.52208e-15+0.0237554j 1.85023e-15+0.00302975j 6.45982e-16+0.0159252j 1.84307e-16-0.00452547j 1.3997e-17+0.00213707j -8.69855e-16-0.0158466j 3.79882e-16+0.035956j 1.30296e-15-0.0122624j -6.6248e-16-0.00237915j 3.18784e-16-0.00122388j -6.97758e-16+0.0169317j -3.93568e-17+0.0110426j 1.54959e-17-0.00185962j 2.95138e-15-0.00611377j 1.82341e-17-0.0124968j -1.45072e-15-0.00186914j -6.41625e-16-0.0115318j 1.27267e-15-0.0302575j 2.37861e-15-0.0459893j 1.41152e-15-0.00826909j -2.27414e-15+0.0446154j 3.55433e-14+0.00875681j 6.00069e-13-0.0985912j 2.86081e-14-0.0162589j 4.67168e-14+0.0664843j 3.18259e-15+0.165326j 2.61549e-16-0.0452351j -1.75698e-15-0.138549j 3.20983e-15+0.124204j -4.6959e-15-0.245359j -2.12096e-15+0.288137j -1.19359e-15+0.141707j 2.36369e-15+0.205906j -6.24141e-15-0.131217j -5.70799e-13+0.143818j -2.97904e-15+0.0107996j -6.87954e-15-0.207449j 3.45526e-15-0.166744j -1.70478e-15-0.289259j 4.95038e-15-0.168269j -8.43298e-15+0.0539125j 3.03388e-16-0.00997607j 1.86029e-15+0.00188807j 1.9063e-15-0.0168785j -2.35334e-15-3.31908e-05j 7.43851e-15-0.0678104j 1.13813e-14+0.19933j -2.45648e-14-0.232671j -3.23724e-14-0.227132j -9.94416e-15+0.16469j 1.36034e-16-0.0720455j -6.07802e-15+0.145191j -9.0255e-15+0.171689j -7.11935e-15+0.196071j 1.6066e-15+0.0782357j -2.71435e-16-0.277784j -3.72091e-15+0.211313j -5.71251e-16+0.0511101j 1.1715e-15+0.0299882j 2.91152e-16-0.153928j 4.08595e-17-0.135695j -1.12156e-16+0.117818j -1.89831e-14+0.0711854j 5.64786e-14+0.0596305j 
-3.579e-17+9.54779e-05j -1.82641e-17-8.52293e-05j -2.07611e-19-0.000121074j 2.85042e-19-8.80596e-05j 4.46253e-19+9.29797e-05j 4.15939e-19+1.71682e-06j -1.7852e-19+1.31655e-06j -8.78563e-18-3.6041e-05j 4.61533e-18-4.34718e-05j -3.38586e-18-5.54435e-06j -1.18213e-18-2.91427e-05j -3.37276e-19+8.28148e-06j -2.56142e-20-3.91078e-06j 1.59181e-18+2.89989e-05j -6.95172e-19-6.57985e-05j -2.38437e-18+2.24398e-05j 1.21232e-18+4.35377e-06j -5.83365e-19+2.23967e-06j 1.27688e-18-3.09845e-05j 7.20217e-20-2.02077e-05j -2.8357e-20+3.40304e-06j -5.40094e-18+1.1188e-05j -3.33679e-20+2.28688e-05j 2.65477e-18+3.42047e-06j 1.17415e-18+2.11029e-05j -2.32895e-18+5.53704e-05j -4.35279e-18+8.4159e-05j -2.58304e-18+1.51322e-05j 4.16161e-18-8.16448e-05j -6.50433e-17-1.60247e-05j -1.09811e-15+0.000180419j -5.23519e-17+2.97534e-05j -8.54904e-17-0.000121664j -5.82405e-18-0.000302542j -4.78627e-19+8.2779e-05j 3.21523e-18+0.000253541j -5.87389e-18-0.00022729j 8.59337e-18+0.000448999j 3.8813e-18-0.000527282j 2.18424e-18-0.00025932j -4.32548e-18-0.000376803j 1.14216e-17+0.000240123j 1.04455e-15-0.000263183j 5.45156e-18-1.9763e-05j 1.25894e-17+0.000379626j -6.32302e-18+0.000305136j 3.1197e-18+0.000529336j -9.05905e-18+0.000307927j 1.54321e-17-9.86583e-05j -5.55191e-19+1.82559e-05j -3.40427e-18-3.45512e-06j -3.48848e-18+3.08872e-05j 4.30654e-18+6.07383e-08j -1.36123e-17+0.000124091j -2.08274e-17-0.000364768j 4.4953e-17+0.000425782j 5.92405e-17+0.000415644j 1.81975e-17-0.000301377j -2.48939e-19+0.000131841j 1.11226e-17-0.000265695j 1.65164e-17-0.000314185j 1.30282e-17-0.000358805j -2.94003e-18-0.000143169j 4.96718e-19+0.000508337j 6.80915e-18-0.000386697j 1.04537e-18-9.353e-05j -2.14381e-18-5.48774e-05j -5.32799e-19+0.000281684j -7.47716e-20+0.000248318j 2.05242e-19-0.000215603j 3.47386e-17-0.000130267j -1.03354e-16-0.000109122j 
7.61957e-17-0.000203269j 3.88836e-17+0.00018145j 4.41997e-19+0.000257763j -6.06845e-19+0.000187476j -9.50058e-19-0.000197951j -8.8552e-19-3.65504e-06j 3.80062e-19-2.8029e-06j 1.87043e-17+7.673e-05j -9.82588e-18+9.25499e-05j 7.20839e-18+1.18037e-05j 2.51671e-18+6.20438e-05j 7.1805e-19-1.7631e-05j 5.45317e-20+8.32592e-06j -3.38891e-18-6.17377e-05j 1.48e-18+0.000140083j 5.07624e-18-4.77735e-05j -2.58099e-18-9.26902e-06j 1.24196e-18-4.76818e-06j -2.71843e-18+6.5965e-05j -1.53332e-19+4.30215e-05j 6.0371e-20-7.24496e-06j 1.14984e-17-2.38189e-05j 7.10392e-20-4.86869e-05j -5.65193e-18-7.28207e-06j -2.49974e-18-4.49274e-05j 4.95825e-18-0.000117882j 9.26695e-18-0.000179172j 5.49921e-18-3.22159e-05j -8.85993e-18+0.000173819j 1.38475e-16+3.4116e-05j 2.33784e-15-0.000384106j 1.11456e-16-6.3344e-05j 1.82006e-16+0.000259019j 1.23992e-17+0.000644103j 1.01898e-18-0.000176234j -6.84511e-18-0.000539781j 1.25053e-17+0.000483893j -1.8295e-17-0.000955904j -8.26316e-18+0.00112257j -4.65017e-18+0.000552083j 9.20881e-18+0.0008022j -2.43162e-17-0.000511215j -2.2238e-15+0.000560307j -1.16062e-17+4.20747e-05j -2.68023e-17-0.000808212j 1.34615e-17-0.000649624j -6.64174e-18-0.00112694j 1.92864e-17-0.000655565j -3.28544e-17+0.00021004j 1.18198e-18-3.88662e-05j 7.24759e-18+7.35583e-06j 7.42685e-18-6.57578e-05j -9.16848e-18-1.2931e-07j 2.898e-17-0.000264186j 4.43408e-17+0.00077658j -9.57033e-17-0.000906475j -1.26121e-16-0.000884893j -3.87419e-17+0.000641622j 5.29983e-19-0.000280685j -2.36796e-17+0.000565657j -3.51629e-17+0.00066889j -2.77366e-17+0.000763884j 6.25922e-18+0.000304802j -1.0575e-18-0.00108223j -1.44965e-17+0.000823265j -2.22556e-18+0.000199122j 4.56409e-18+0.000116832j 1.13431e-18-0.000599697j 1.59186e-19-0.00052866j -4.36953e-19+0.000459011j -7.39572e-17+0.000277335j 2.20038e-16+0.000232317j 
1.88661e-18-5.03296e-06j 9.6276e-19+4.49272e-06j 1.09439e-20+6.38222e-06j -1.50255e-20+4.64192e-06j -2.35235e-20-4.90127e-06j -2.19255e-20-9.04991e-08j 9.41036e-21-6.94e-08j 4.6312e-19+1.89984e-06j -2.43289e-19+2.29154e-06j 1.7848e-19+2.92261e-07j 6.2314e-20+1.53621e-06j 1.7779e-20-4.36544e-07j 1.35021e-21+2.0615e-07j -8.39096e-20-1.52863e-06j 3.66449e-20+3.46846e-06j 1.25688e-19-1.18288e-06j -6.39054e-20-2.29502e-07j 3.07511e-20-1.1806e-07j -6.73085e-20+1.6333e-06j -3.79651e-21+1.06521e-06j 1.49479e-21-1.79386e-07j 2.84702e-19-5.89758e-07j 1.75894e-21-1.20549e-06j -1.39942e-19-1.80305e-07j -6.18936e-20-1.1124e-06j 1.22767e-19-2.91876e-06j 2.2945e-19-4.4363e-06j 1.36161e-19-7.97668e-07j -2.19373e-19+4.30377e-06j 3.42865e-18+8.44715e-07j 5.7885e-17-9.51049e-06j 2.75965e-18-1.5684e-06j 4.50649e-18+6.41334e-06j 3.07005e-19+1.5948e-05j 2.523e-20-4.36356e-06j -1.69485e-19-1.3365e-05j 3.09632e-19+1.19812e-05j -4.52985e-19-2.36682e-05j -2.04596e-19+2.77948e-05j -1.15138e-19+1.36696e-05j 2.28011e-19+1.98625e-05j -6.02071e-19-1.26577e-05j -5.50615e-17+1.38732e-05j -2.8737e-19+1.04177e-06j -6.63628e-19-2.00114e-05j 3.33307e-19-1.60847e-05j -1.6445e-19-2.79031e-05j 4.77533e-19-1.62318e-05j -8.13478e-19+5.20061e-06j 2.9266e-20-9.6233e-07j 1.79451e-19+1.82131e-07j 1.83889e-19-1.62817e-06j -2.27012e-19-3.20172e-09j 7.17548e-19-6.54125e-06j 1.09788e-18+1.92282e-05j -2.36962e-18-2.24444e-05j -3.12276e-18-2.191e-05j -9.59252e-19+1.58866e-05j 1.31224e-20-6.94979e-06j -5.8631e-19+1.40057e-05j -8.70635e-19+1.65617e-05j -6.8676e-19+1.89138e-05j 1.54979e-19+7.54692e-06j -2.61837e-20-2.67961e-05j -3.58933e-19+2.03841e-05j -5.51051e-20+4.93028e-06j 1.13007e-19+2.89277e-06j 2.80856e-20-1.48485e-05j 3.94146e-21-1.30897e-05j -1.0819e-20+1.13651e-05j -1.83119e-18+6.86682e-06j 5.44815e-18+5.75219e-06j 
-1.37381e-16+0.000366496j -7.01073e-17-0.000327156j -7.96923e-19-0.000464747j 1.09415e-18-0.00033802j 1.71296e-18+0.000356906j 1.5966e-18+6.59007e-06j -6.85254e-19+5.05365e-06j -3.3724e-17-0.000138345j 1.77161e-17-0.000166868j -1.29968e-17-2.12822e-05j -4.53765e-18-0.000111865j -1.29465e-18+3.17888e-05j -9.83211e-20-1.50117e-05j 6.11022e-18+0.000111313j -2.66845e-18-0.00025257j -9.1525e-18+8.61359e-05j 4.65354e-18+1.67121e-05j -2.23927e-18+8.59706e-06j 4.90134e-18-0.000118935j 2.76458e-19-7.7568e-05j -1.08849e-19+1.30627e-05j -2.07317e-17+4.29457e-05j -1.28084e-19+8.77828e-05j 1.01905e-17+1.31296e-05j 4.50704e-18+8.10043e-05j -8.93976e-18+0.000212541j -1.67084e-17+0.000323048j -9.91511e-18+5.80855e-05j 1.59745e-17-0.000313397j -2.49671e-16-6.15114e-05j -4.21514e-15+0.000692546j -2.00955e-16+0.00011421j -3.28158e-16-0.000467013j -2.23558e-17-0.00116132j -1.83723e-18+0.00031775j 1.23418e-17+0.000973228j -2.25472e-17-0.000872462j 3.2986e-17+0.0017235j 1.48985e-17-0.00202399j 8.38428e-18-0.000995408j -1.66035e-17-0.00144637j 4.38422e-17+0.000921723j 4.00953e-15-0.00101024j 2.0926e-17-7.5861e-05j 4.83248e-17+0.00145721j -2.42712e-17+0.00117128j 1.19751e-17+0.00203188j -3.47735e-17+0.00118199j 5.92367e-17-0.000378704j -2.13112e-18+7.0076e-05j -1.30674e-17-1.32626e-05j -1.33907e-17+0.000118562j 1.65308e-17+2.33146e-07j -5.22512e-17+0.000476328j -7.99468e-17-0.00140018j 1.72554e-16+0.00163438j 2.27397e-16+0.00159547j 6.98519e-17-0.00115685j -9.55562e-19+0.000506077j 4.26946e-17-0.00101988j 6.33989e-17-0.00120601j 5.00093e-17-0.00137729j -1.12854e-17-0.00054956j 1.90667e-18+0.00195127j 2.61372e-17-0.00148435j 4.0127e-18-0.000359018j -8.22908e-18-0.000210649j -2.04517e-18+0.00108126j -2.87014e-19+0.000953177j 7.87829e-19-0.000827599j 1.33345e-16-0.000500036j -3.96729e-16-0.000418869j 
-4.81435e-18+1.28434e-05j -2.45682e-18-1.14647e-05j -2.79271e-20-1.62865e-05j 3.83429e-20-1.18455e-05j 6.00284e-20+1.25073e-05j 5.59507e-20+2.3094e-07j -2.40138e-20+1.77098e-07j -1.18181e-18-4.84811e-06j 6.20838e-19-5.84767e-06j -4.55455e-19-7.45807e-07j -1.59016e-19-3.92017e-06j -4.53692e-20+1.114e-06j -3.44553e-21-5.26064e-07j 2.14125e-19+3.90083e-06j -9.35122e-20-8.85099e-06j -3.20737e-19+3.01852e-06j 1.63077e-19+5.85653e-07j -7.84722e-20+3.01273e-07j 1.71761e-19-4.16793e-06j 9.68812e-21-2.71827e-06j -3.81448e-21+4.57765e-07j -7.26516e-19+1.50497e-06j -4.48854e-21+3.07623e-06j 3.57111e-19+4.6011e-07j 1.57943e-19+2.83869e-06j -3.13282e-19+7.44823e-06j -5.85522e-19+1.13208e-05j -3.47462e-19+2.03553e-06j 5.59806e-19-1.09826e-05j -8.7494e-18-2.15559e-06j -1.47714e-16+2.42693e-05j -7.0422e-18+4.00232e-06j -1.14999e-17-1.63659e-05j -7.83431e-19-4.0697e-05j -6.43832e-20+1.11351e-05j 4.32501e-19+3.41055e-05j -7.90135e-19-3.05743e-05j 1.15595e-18+6.03978e-05j 5.22099e-19-7.09282e-05j 2.93816e-19-3.48828e-05j -5.81849e-19-5.06862e-05j 1.53639e-18+3.23006e-05j 1.40509e-16-3.54024e-05j 7.33325e-19-2.65845e-06j 1.69348e-18+5.1066e-05j -8.50551e-19+4.10458e-05j 4.19651e-19+7.12044e-05j -1.21859e-18+4.14212e-05j 2.07587e-18-1.32712e-05j -7.46823e-20+2.45572e-06j -4.57931e-19-4.64771e-07j -4.69258e-19+4.15484e-06j 5.79301e-19+8.1703e-09j -1.83107e-18+1.66923e-05j -2.80163e-18-4.90674e-05j 6.04692e-18+5.72747e-05j 7.96882e-18+5.5911e-05j 2.44787e-18-4.05402e-05j -3.34864e-20+1.77348e-05j 1.49617e-18-3.57404e-05j 2.22173e-18-4.22631e-05j 1.75251e-18-4.82652e-05j -3.95482e-19-1.92586e-05j 6.68168e-20+6.83797e-05j 9.15944e-19-5.20171e-05j 1.4062e-19-1.25813e-05j -2.88377e-19-7.38192e-06j -7.16703e-20+3.78912e-05j -1.0058e-20+3.34028e-05j 2.76084e-20-2.90021e-05j 4.67291e-18-1.75231e-05j -1.39029e-17-1.46787e-05j 
-4.63113e-17+0.000123546j -2.36332e-17-0.000110284j -2.68643e-19-0.000156667j 3.68837e-19-0.000113947j 5.77439e-19+0.000120313j 5.38214e-19+2.22151e-06j -2.30999e-19+1.70359e-06j -1.13684e-17-4.6636e-05j 5.97211e-18-5.62513e-05j -4.38122e-18-7.17424e-06j -1.52964e-18-3.77098e-05j -4.36426e-19+1.0716e-05j -3.31441e-20-5.06044e-06j 2.05976e-18+3.75238e-05j -8.99534e-19-8.51415e-05j -3.08531e-18+2.90365e-05j 1.56871e-18+5.63366e-06j -7.54858e-19+2.89807e-06j 1.65224e-18-4.00932e-05j 9.31942e-20-2.61482e-05j -3.66932e-20+4.40344e-06j -6.98867e-18+1.4477e-05j -4.31772e-20+2.95916e-05j 3.43521e-18+4.426e-06j 1.51932e-18+2.73066e-05j -3.0136e-18+7.16478e-05j -5.6324e-18+0.0001089j -3.34239e-18+1.95806e-05j 5.38502e-18-0.000105646j -8.41643e-17-2.07355e-05j -1.42092e-15+0.000233457j -6.7742e-17+3.85001e-05j -1.10622e-16-0.00015743j -7.53616e-18-0.000391482j -6.1933e-19+0.000107114j 4.16042e-18+0.000328075j -7.60066e-18-0.000294107j 1.11196e-17+0.000580993j 5.0223e-18-0.000682289j 2.82634e-18-0.000335552j -5.59706e-18-0.000487573j 1.47792e-17+0.000310713j 1.35161e-15-0.000340551j 7.05417e-18-2.55728e-05j 1.62903e-17+0.000491226j -8.18182e-18+0.000394838j 4.03681e-18+0.000684946j -1.17222e-17+0.000398449j 1.99687e-17-0.000127661j -7.18402e-19+2.36227e-05j -4.40504e-18-4.47083e-06j -4.51399e-18+3.99672e-05j 5.57255e-18+7.85937e-08j -1.76139e-17+0.00016057j -2.69501e-17-0.000472j 5.81679e-17+0.00055095j 7.66556e-17+0.000537833j 2.35471e-17-0.000389974j -3.2212e-19+0.000170599j 1.43924e-17-0.000343803j 2.13718e-17-0.000406547j 1.68581e-17-0.000464284j -3.80432e-18-0.000185257j 6.4274e-19+0.000657774j 8.81086e-18-0.000500375j 1.35268e-18-0.000121025j -2.77403e-18-7.10099e-05j -6.89427e-19+0.000364492j -9.67524e-20+0.000321316j 2.65577e-19-0.000278984j 4.49508e-17-0.000168562j -1.33738e-16-0.000141201j 
-8.20904e-17+0.000218995j -4.18917e-17-0.000195488j -4.76191e-19-0.000277704j 6.53792e-19-0.00020198j 1.02356e-18+0.000213265j 9.54026e-19+3.93781e-06j -4.09465e-19+3.01974e-06j -2.01513e-17-8.2666e-05j 1.0586e-17-9.97098e-05j -7.76605e-18-1.27169e-05j -2.71141e-18-6.68436e-05j -7.736e-19+1.8995e-05j -5.87505e-20-8.97003e-06j 3.65108e-18+6.65138e-05j -1.59449e-18-0.00015092j -5.46895e-18+5.14694e-05j 2.78066e-18+9.9861e-06j -1.33805e-18+5.13706e-06j 2.92873e-18-7.10683e-05j 1.65194e-19-4.63497e-05j -6.50415e-20+7.80545e-06j -1.2388e-17+2.56616e-05j -7.6535e-20+5.24534e-05j 6.08917e-18+7.84543e-06j 2.69312e-18+4.84031e-05j -5.34184e-18+0.000127001j -9.98386e-18+0.000193033j -5.92464e-18+3.47082e-05j 9.54536e-18-0.000187266j -1.49188e-16-3.67553e-05j -2.5187e-15+0.000413822j -1.20078e-16+6.82444e-05j -1.96087e-16-0.000279058j -1.33584e-17-0.000693932j -1.09781e-18+0.000189868j 7.37467e-18+0.000581539j -1.34728e-17-0.000521328j 1.97103e-17+0.00102986j 8.90242e-18-0.00120941j 5.00991e-18-0.000594793j -9.92123e-18-0.000864261j 2.61974e-17+0.000550764j 2.39584e-15-0.000603654j 1.25041e-17-4.53297e-05j 2.88758e-17+0.000870737j -1.45029e-17+0.000699881j 7.15556e-18+0.00121412j -2.07785e-17+0.000706281j 3.53961e-17-0.000226289j -1.27342e-18+4.1873e-05j -7.80828e-18-7.9249e-06j -8.00141e-18+7.0845e-05j 9.87778e-18+1.39313e-07j -3.1222e-17+0.000284624j -4.77712e-17-0.000836658j 1.03107e-16+0.000976603j 1.35878e-16+0.00095335j 4.17391e-17-0.000691259j -5.70984e-19+0.0003024j 2.55116e-17-0.000609417j 3.78832e-17-0.000720637j 2.98824e-17-0.00082298j -6.74345e-18-0.000328382j 1.13931e-18+0.00116596j 1.56179e-17-0.000886955j 2.39774e-18-0.000214527j -4.91718e-18-0.000125871j -1.22206e-18+0.000646091j -1.71501e-19+0.000569559j 4.70757e-19-0.000494521j 7.96787e-17-0.00029879j -2.3706e-16-0.00025029j 
-4.68644e-17+0.000125021j -2.39155e-17-0.000111602j -2.71851e-19-0.000158538j 3.73242e-19-0.000115308j 5.84336e-19+0.00012175j 5.44642e-19+2.24805e-06j -2.33758e-19+1.72393e-06j -1.15041e-17-4.7193e-05j 6.04344e-18-5.69231e-05j -4.43354e-18-7.25993e-06j -1.54791e-18-3.81602e-05j -4.41639e-19+1.0844e-05j -3.35399e-20-5.12088e-06j 2.08436e-18+3.79719e-05j -9.10278e-19-8.61584e-05j -3.12216e-18+2.93833e-05j 1.58744e-18+5.70094e-06j -7.63874e-19+2.93268e-06j 1.67198e-18-4.0572e-05j 9.43072e-20-2.64605e-05j -3.71314e-20+4.45604e-06j -7.07214e-18+1.46499e-05j -4.36929e-20+2.9945e-05j 3.47623e-18+4.47886e-06j 1.53747e-18+2.76327e-05j -3.04959e-18+7.25035e-05j -5.69967e-18+0.0001102j -3.38231e-18+1.98145e-05j 5.44933e-18-0.000106908j -8.51694e-17-2.09832e-05j -1.43789e-15+0.000236246j -6.85511e-17+3.89599e-05j -1.11943e-16-0.000159311j -7.62617e-18-0.000396157j -6.26727e-19+0.000108393j 4.21011e-18+0.000331994j -7.69143e-18-0.00029762j 1.12524e-17+0.000587932j 5.08228e-18-0.000690438j 2.8601e-18-0.00033956j -5.66391e-18-0.000493396j 1.49558e-17+0.000314424j 1.36776e-15-0.000344619j 7.13842e-18-2.58782e-05j 1.64849e-17+0.000497093j -8.27953e-18+0.000399553j 4.08502e-18+0.000693127j -1.18622e-17+0.000403207j 2.02072e-17-0.000129186j -7.26982e-19+2.39048e-05j -4.45765e-18-4.52423e-06j -4.56791e-18+4.04445e-05j 5.6391e-18+7.95323e-08j -1.78243e-17+0.000162488j -2.7272e-17-0.000477638j 5.88626e-17+0.000557531j 7.75711e-17+0.000544256j 2.38283e-17-0.000394631j -3.25968e-19+0.000172636j 1.45642e-17-0.000347909j 2.1627e-17-0.000411403j 1.70595e-17-0.000469829j -3.84975e-18-0.000187469j 6.50417e-19+0.00066563j 8.91609e-18-0.000506352j 1.36884e-18-0.000122471j -2.80716e-18-7.1858e-05j -6.97662e-19+0.000368845j -9.7908e-20+0.000325154j 2.68749e-19-0.000282316j 4.54876e-17-0.000170576j -1.35335e-16-0.000142887j 
-5.24953e-17+0.000140043j -2.6789e-17-0.000125011j -3.04515e-19-0.000177586j 4.18088e-19-0.000129162j 6.54546e-19+0.000136379j 6.10082e-19+2.51816e-06j -2.61845e-19+1.93107e-06j -1.28864e-17-5.28634e-05j 6.76958e-18-6.37626e-05j -4.96625e-18-8.13223e-06j -1.7339e-18-4.27453e-05j -4.94703e-19+1.21469e-05j -3.75698e-20-5.73617e-06j 2.3348e-18+4.25344e-05j -1.01965e-18-9.65106e-05j -3.4973e-18+3.29137e-05j 1.77818e-18+6.38593e-06j -8.55656e-19+3.28506e-06j 1.87287e-18-4.54469e-05j 1.05639e-19-2.96398e-05j -4.15929e-20+4.99144e-06j -7.92188e-18+1.64101e-05j -4.89427e-20+3.3543e-05j 3.89392e-18+5.01701e-06j 1.7222e-18+3.09529e-05j -3.41601e-18+8.1215e-05j -6.3845e-18+0.000123441j -3.7887e-18+2.21953e-05j 6.10408e-18-0.000119753j -9.54028e-17-2.35044e-05j -1.61066e-15+0.000264631j -7.67877e-17+4.36411e-05j -1.25394e-16-0.000178452j -8.54248e-18-0.000443757j -7.0203e-19+0.000121417j 4.71597e-18+0.000371884j -8.61558e-18-0.00033338j 1.26044e-17+0.000658574j 5.69294e-18-0.000773396j 3.20375e-18-0.000380359j -6.34444e-18-0.000552679j 1.67527e-17+0.000352203j 1.5321e-15-0.000386026j 7.99613e-18-2.89875e-05j 1.84656e-17+0.000556821j -9.27435e-18+0.000447561j 4.57585e-18+0.000776408j -1.32875e-17+0.000451654j 2.26352e-17-0.000144708j -8.14331e-19+2.6777e-05j -4.99325e-18-5.06783e-06j -5.11675e-18+4.53041e-05j 6.31666e-18+8.90884e-08j -1.99659e-17+0.000182012j -3.05488e-17-0.000535027j 6.59352e-17+0.00062452j 8.68915e-17+0.00060965j 2.66914e-17-0.000442048j -3.65134e-19+0.000193379j 1.63142e-17-0.000389711j 2.42256e-17-0.000460834j 1.91092e-17-0.00052628j -4.31231e-18-0.000209995j 7.28566e-19+0.000745608j 9.98739e-18-0.000567191j 1.53331e-18-0.000137186j -3.14445e-18-8.0492e-05j -7.81488e-19+0.000413163j -1.09672e-19+0.000364222j 3.0104e-19-0.000316237j 5.09531e-17-0.000191071j -1.51596e-16-0.000160056j 
-1.75338e-17+4.67753e-05j -8.94769e-18-4.17544e-05j -1.0171e-19-5.9315e-05j 1.39644e-19-4.3141e-05j 2.18623e-19+4.55514e-05j 2.03771e-19+8.41081e-07j -8.7458e-20+6.4499e-07j -4.30414e-18-1.76567e-05j 2.26108e-18-2.12971e-05j -1.65876e-18-2.71622e-06j -5.79133e-19-1.42772e-05j -1.65234e-19+4.05716e-06j -1.25486e-20-1.91592e-06j 7.79839e-19+1.42068e-05j -3.4057e-19-3.22352e-05j -1.16812e-18+1.09934e-05j 5.93924e-19+2.13294e-06j -2.85795e-19+1.09723e-06j 6.25551e-19-1.51795e-05j 3.5284e-20-9.89988e-06j -1.38923e-20+1.66717e-06j -2.64596e-18+5.48109e-06j -1.63472e-20+1.12036e-05j 1.30059e-18+1.67571e-06j 5.75227e-19+1.03385e-05j -1.14097e-18+2.71263e-05j -2.13246e-18+4.12301e-05j -1.26545e-18+7.41337e-06j 2.0388e-18-3.99984e-05j -3.18652e-17-7.85061e-06j -5.37972e-16+8.83886e-05j -2.56476e-17+1.45764e-05j -4.18824e-17-5.96042e-05j -2.85324e-18-0.000148218j -2.34483e-19+4.0554e-05j 1.57516e-18+0.000124212j -2.87766e-18-0.000111351j 4.20995e-18+0.000219968j 1.90148e-18-0.000258319j 1.07007e-18-0.000127042j -2.11909e-18-0.000184598j 5.59552e-18+0.000117638j 5.11731e-16-0.000128935j 2.67076e-18-9.68203e-06j 6.16762e-18+0.000185982j -3.09769e-18+0.000149488j 1.52836e-18+0.000259325j -4.4381e-18+0.000150855j 7.5603e-18-4.83334e-05j -2.71992e-19+8.9437e-06j -1.66778e-18-1.69269e-06j -1.70903e-18+1.51319e-05j 2.10981e-18+2.97561e-08j -6.66874e-18+6.07931e-05j -1.02035e-17-0.000178703j 2.20228e-17+0.000208594j 2.90223e-17+0.000203627j 8.91509e-18-0.000147647j -1.21957e-19+6.45899e-05j 5.44904e-18-0.000130166j 8.0915e-18-0.000153922j 6.38261e-18-0.000175781j -1.44034e-18-7.01395e-05j 2.43346e-19+0.000249038j 3.33585e-18-0.000189446j 5.12135e-19-4.5821e-05j -1.05027e-18-2.68848e-05j -2.61022e-19+0.000137999j -3.66311e-20+0.000121653j 1.00549e-19-0.000105625j 1.70187e-17-6.38189e-05j -5.0634e-17-5.34596e-05j 
3.67964e-17-9.81627e-05j 1.87776e-17+8.76259e-05j 2.13449e-19+0.000124479j -2.93058e-19+9.05359e-05j -4.58802e-19-9.55943e-05j -4.27635e-19-1.76509e-06j 1.8354e-19-1.35358e-06j 9.03268e-18+3.70544e-05j -4.74511e-18+4.46942e-05j 3.48107e-18+5.70026e-06j 1.21537e-18+2.99622e-05j 3.4676e-19-8.51436e-06j 2.63345e-20+4.02075e-06j -1.63657e-18-2.98143e-05j 7.14721e-19+6.76488e-05j 2.45142e-18-2.30708e-05j -1.24641e-18-4.47619e-06j 5.99769e-19-2.30265e-06j -1.31278e-18+3.18558e-05j -7.4047e-20+2.07759e-05j 2.91544e-20-3.49874e-06j 5.55281e-18-1.15026e-05j 3.43062e-20-2.35119e-05j -2.72943e-18-3.51666e-06j -1.20717e-18-2.16963e-05j 2.39444e-18-5.69274e-05j 4.47519e-18-8.65256e-05j 2.65568e-18-1.55577e-05j -4.27864e-18+8.39407e-05j 6.68723e-17+1.64753e-05j 1.12899e-15-0.000185492j 5.38241e-17-3.05901e-05j 8.78944e-17+0.000125086j 5.98782e-18+0.00031105j 4.92086e-19-8.51068e-05j -3.30564e-18-0.000260671j 6.03907e-18+0.000233682j -8.83501e-18-0.000461625j -3.99045e-18+0.000542109j -2.24566e-18+0.000266612j 4.44712e-18+0.000387399j -1.17428e-17-0.000246876j -1.07392e-15+0.000270584j -5.60486e-18+2.03187e-05j -1.29434e-17-0.000390302j 6.50082e-18-0.000313716j -3.20743e-18-0.000544221j 9.3138e-18-0.000316585j -1.58661e-17+0.000101433j 5.70803e-19-1.87693e-05j 3.5e-18+3.55228e-06j 3.58657e-18-3.17557e-05j -4.42764e-18-6.24462e-08j 1.3995e-17-0.00012758j 2.14131e-17+0.000375026j -4.6217e-17-0.000437755j -6.09063e-17-0.000427332j -1.87092e-17+0.000309852j 2.55939e-19-0.000135548j -1.14354e-17+0.000273167j -1.69808e-17+0.00032302j -1.33946e-17+0.000368895j 3.0227e-18+0.000147195j -5.10686e-19-0.000522631j -7.00063e-18+0.000397571j -1.07477e-18+9.616e-05j 2.20409e-18+5.64206e-05j 5.47781e-19-0.000289605j 7.68742e-20-0.0002553j -2.11013e-19+0.000221665j -3.57154e-17+0.00013393j 1.06261e-16+0.000112191j 
