1.95577e-14-0.0521745j 9.98052e-15+0.0465741j 1.1345e-16+0.0661617j -1.55763e-16+0.0481208j -2.43858e-16-0.0508094j -2.27293e-16-0.000938166j 9.75532e-17-0.00071944j 4.80097e-15+0.0196948j -2.52208e-15+0.0237554j 1.85023e-15+0.00302975j 6.45982e-16+0.0159252j 1.84307e-16-0.00452547j 1.3997e-17+0.00213707j -8.69855e-16-0.0158466j 3.79882e-16+0.035956j 1.30296e-15-0.0122624j -6.6248e-16-0.00237915j 3.18784e-16-0.00122388j -6.97758e-16+0.0169317j -3.93568e-17+0.0110426j 1.54959e-17-0.00185962j 2.95138e-15-0.00611377j 1.82341e-17-0.0124968j -1.45072e-15-0.00186914j -6.41625e-16-0.0115318j 1.27267e-15-0.0302575j 2.37861e-15-0.0459893j 1.41152e-15-0.00826909j -2.27414e-15+0.0446154j 3.55433e-14+0.00875681j 6.00069e-13-0.0985912j 2.86081e-14-0.0162589j 4.67168e-14+0.0664843j 3.18259e-15+0.165326j 2.61549e-16-0.0452351j -1.75698e-15-0.138549j 3.20983e-15+0.124204j -4.6959e-15-0.245359j -2.12096e-15+0.288137j -1.19359e-15+0.141707j 2.36369e-15+0.205906j -6.24141e-15-0.131217j -5.70799e-13+0.143818j -2.97904e-15+0.0107996j -6.87954e-15-0.207449j 3.45526e-15-0.166744j -1.70478e-15-0.289259j 4.95038e-15-0.168269j -8.43298e-15+0.0539125j 3.03388e-16-0.00997607j 1.86029e-15+0.00188807j 1.9063e-15-0.0168785j -2.35334e-15-3.31908e-05j 7.43851e-15-0.0678104j 1.13813e-14+0.19933j -2.45648e-14-0.232671j -3.23724e-14-0.227132j -9.94416e-15+0.16469j 1.36034e-16-0.0720455j -6.07802e-15+0.145191j -9.0255e-15+0.171689j -7.11935e-15+0.196071j 1.6066e-15+0.0782357j -2.71435e-16-0.277784j -3.72091e-15+0.211313j -5.71251e-16+0.0511101j 1.1715e-15+0.0299882j 2.91152e-16-0.153928j 4.08595e-17-0.135695j -1.12156e-16+0.117818j -1.89831e-14+0.0711854j 5.64786e-14+0.0596305j 
3.14482e-17-8.3895e-05j 1.60484e-17+7.48897e-05j 1.82425e-19+0.000106386j -2.50462e-19+7.73767e-05j -3.92116e-19-8.16999e-05j -3.65479e-19-1.50854e-06j 1.56863e-19-1.15684e-06j 7.7198e-18+3.16687e-05j -4.05542e-18+3.8198e-05j 2.97511e-18+4.87174e-06j 1.03872e-18+2.56073e-05j 2.9636e-19-7.27682e-06j 2.25068e-20+3.43634e-06j -1.3987e-18-2.54809e-05j 6.10838e-19+5.78162e-05j 2.09511e-18-1.97175e-05j -1.06525e-18-3.82559e-06j 5.12594e-19-1.96797e-06j -1.12197e-18+2.72257e-05j -6.32845e-20+1.77562e-05j 2.49169e-20-2.9902e-06j 4.74573e-18-9.83076e-06j 2.93199e-20-2.00945e-05j -2.33271e-18-3.00552e-06j -1.03171e-18-1.85428e-05j 2.04641e-18-4.86531e-05j 3.82474e-18-7.39493e-05j 2.26968e-18-1.32964e-05j -3.65675e-18+7.17401e-05j 5.71526e-17+1.40807e-05j 9.64893e-16-0.000158532j 4.60009e-17-2.61439e-05j 7.51192e-17+0.000106905j 5.11751e-18+0.00026584j 4.20563e-19-7.27367e-05j -2.82518e-18-0.000222783j 5.1613e-18+0.000199717j -7.55087e-18-0.000394529j -3.41044e-18+0.000463315j -1.91926e-18+0.00022786j 3.80074e-18+0.000331091j -1.0036e-17-0.000210993j -9.17828e-16+0.000231255j -4.79021e-18+1.73655e-05j -1.10621e-17-0.000333572j 5.55595e-18-0.000268119j -2.74124e-18-0.00046512j 7.96006e-18-0.000270571j -1.356e-17+8.66896e-05j 4.87838e-19-1.60412e-05j 2.99129e-18+3.03596e-06j 3.06527e-18-2.71401e-05j -3.7841e-18-5.33698e-08j 1.19609e-17-0.000109037j 1.83007e-17+0.000320517j -3.94995e-17-0.000374128j -5.20537e-17-0.000365221j -1.59899e-17+0.000264816j 2.18739e-19-0.000115847j -9.77327e-18+0.000233463j -1.45127e-17+0.00027607j -1.14477e-17+0.000315277j 2.58336e-18+0.000125801j -4.36459e-19-0.000446668j -5.9831e-18+0.000339785j -9.18553e-19+8.21834e-05j 1.88373e-18+4.822e-05j 4.68163e-19-0.000247512j 6.57007e-20-0.000218193j -1.80343e-19+0.000189447j -3.05243e-17+0.000114464j 9.08159e-17+9.58839e-05j 
-1.03037e-18+2.74874e-06j -5.25809e-19-2.45369e-06j -5.97697e-21-3.48564e-06j 8.20616e-21-2.53517e-06j 1.28473e-20+2.67682e-06j 1.19746e-20+4.94259e-08j -5.13945e-21+3.79027e-08j -2.52932e-19-1.03759e-06j 1.32872e-19-1.25152e-06j -9.74766e-20-1.59618e-07j -3.40327e-20-8.38997e-07j -9.70994e-21+2.38418e-07j -7.37414e-22-1.12589e-07j 4.58271e-20+8.34857e-07j -2.00135e-20-1.89429e-06j -6.86443e-20+6.46025e-07j 3.49018e-20+1.25342e-07j -1.67947e-20+6.44785e-08j 3.67604e-20-8.92023e-07j 2.07346e-21-5.81765e-07j -8.16377e-22+9.79712e-08j -1.55489e-19+3.22095e-07j -9.60639e-22+6.58376e-07j 7.64291e-20+9.8473e-08j 3.38031e-20+6.07538e-07j -6.70488e-20+1.59407e-06j -1.25314e-19+2.42288e-06j -7.43639e-20+4.35645e-07j 1.1981e-19-2.3505e-06j -1.87255e-18-4.6134e-07j -3.16138e-17+5.19414e-06j -1.50718e-18+8.56579e-07j -2.46121e-18-3.50263e-06j -1.6767e-19-8.70998e-06j -1.37793e-20+2.38315e-06j 9.25642e-20+7.29927e-06j -1.69105e-19-6.54352e-06j 2.47397e-19+1.29264e-05j 1.1174e-19-1.51801e-05j 6.28826e-20-7.46563e-06j -1.24528e-19-1.08479e-05j 3.2882e-19+6.91298e-06j 3.00717e-17-7.57685e-06j 1.56947e-19-5.68962e-07j 3.62439e-19+1.09292e-05j -1.82035e-19+8.78465e-06j 8.9814e-20+1.52392e-05j -2.60804e-19+8.86499e-06j 4.44279e-19-2.8403e-06j -1.59835e-20+5.25575e-07j -9.80067e-20-9.94705e-08j -1.00431e-19+8.8922e-07j 1.23982e-19+1.74861e-09j -3.91887e-19+3.57249e-06j -5.99606e-19-1.05014e-05j 1.29416e-18+1.2258e-05j 1.70549e-18+1.19661e-05j 5.23894e-19-8.67643e-06j -7.16678e-21+3.79561e-06j 3.20212e-19-7.64919e-06j 4.75496e-19-9.04517e-06j 3.75073e-19-1.03297e-05j -8.46413e-20-4.12174e-06j 1.43002e-20+1.46347e-05j 1.96031e-19-1.11327e-05j 3.00955e-20-2.69266e-06j -6.17186e-20-1.57988e-06j -1.53389e-20+8.1095e-06j -2.15262e-21+7.14889e-06j 5.90877e-21-6.20705e-06j 1.0001e-18-3.7503e-06j -2.97549e-18-3.14155e-06j 
4.11094e-18-1.09669e-05j 2.09786e-18+9.78968e-06j 2.38468e-20+1.39069e-05j -3.27408e-20+1.01148e-05j -5.12579e-20-1.06799e-05j -4.77759e-20-1.97198e-07j 2.05053e-20-1.51223e-07j 1.00914e-18+4.13977e-06j -5.3013e-19+4.99329e-06j 3.8891e-19+6.3684e-07j 1.35783e-19+3.34741e-06j 3.87405e-20-9.51235e-07j 2.94212e-21+4.49203e-07j -1.8284e-19-3.3309e-06j 7.98495e-20+7.5578e-06j 2.73876e-19-2.5775e-06j -1.39251e-19-5.00086e-07j 6.70069e-20-2.57255e-07j -1.46666e-19+3.55897e-06j -8.27262e-21+2.32111e-06j 3.25716e-21-3.90883e-07j 6.20367e-19-1.28509e-06j 3.83274e-21-2.62678e-06j -3.04935e-19-3.92885e-07j -1.34867e-19-2.42394e-06j 2.6751e-19-6.36e-06j 4.99974e-19-9.66675e-06j 2.96696e-19-1.73813e-06j -4.78015e-19+9.37796e-06j 7.47106e-18+1.84064e-06j 1.26132e-16-2.07235e-05j 6.01329e-18-3.41756e-06j 9.81968e-18+1.39747e-05j 6.68967e-19+3.47509e-05j 5.49765e-20-9.50823e-06j -3.6931e-19-2.91225e-05j 6.74692e-19+2.61072e-05j -9.87059e-19-5.15733e-05j -4.45818e-19+6.05651e-05j -2.50888e-19+2.97862e-05j 4.96838e-19+4.32807e-05j -1.31192e-18-2.75813e-05j -1.1998e-16+3.02299e-05j -6.26182e-19+2.27003e-06j -1.44605e-18-4.3605e-05j 7.2628e-19-3.50488e-05j -3.58338e-19-6.0801e-05j 1.04055e-18-3.53693e-05j -1.77258e-18+1.13322e-05j 6.37708e-20-2.09693e-06j 3.91025e-19+3.96865e-07j 4.00696e-19-3.54779e-06j -4.94662e-19-6.97657e-09j 1.56354e-18-1.42534e-05j 2.3923e-18+4.18983e-05j -5.16343e-18-4.89065e-05j -6.80453e-18-4.77421e-05j -2.09022e-18+3.4617e-05j 2.85939e-20-1.51436e-05j -1.27757e-18+3.05185e-05j -1.89712e-18+3.60882e-05j -1.49646e-18+4.12134e-05j 3.377e-19+1.64448e-05j -5.70545e-20-5.8389e-05j -7.82119e-19+4.44171e-05j -1.20074e-19+1.07431e-05j 2.46244e-19+6.30338e-06j 6.11988e-20-3.23551e-05j 8.58848e-21-2.85225e-05j -2.35747e-20+2.47647e-05j -3.99017e-18+1.49629e-05j 1.18716e-17+1.25341e-05j 
4.81444e-18-1.28436e-05j 2.45687e-18+1.1465e-05j 2.79277e-20+1.62868e-05j -3.83436e-20+1.18457e-05j -6.00296e-20-1.25076e-05j -5.59518e-20-2.30945e-07j 2.40143e-20-1.77102e-07j 1.18184e-18+4.8482e-06j -6.2085e-19+5.84779e-06j 4.55464e-19+7.45822e-07j 1.59019e-19+3.92025e-06j 4.53701e-20-1.11402e-06j 3.4456e-21+5.26075e-07j -2.14129e-19-3.90091e-06j 9.3514e-20+8.85116e-06j 3.20743e-19-3.01858e-06j -1.6308e-19-5.85665e-07j 7.84737e-20-3.01279e-07j -1.71764e-19+4.16802e-06j -9.68831e-21+2.71832e-06j 3.81456e-21-4.57774e-07j 7.2653e-19-1.505e-06j 4.48863e-21-3.07629e-06j -3.57118e-19-4.60119e-07j -1.57946e-19-2.83875e-06j 3.13288e-19-7.44838e-06j 5.85534e-19-1.1321e-05j 3.47469e-19-2.03557e-06j -5.59817e-19+1.09828e-05j 8.74957e-18+2.15563e-06j 1.47717e-16-2.42698e-05j 7.04234e-18-4.0024e-06j 1.15001e-17+1.63662e-05j 7.83446e-19+4.06978e-05j 6.43845e-20-1.11354e-05j -4.3251e-19-3.41062e-05j 7.90151e-19+3.05749e-05j -1.15597e-18-6.0399e-05j -5.2211e-19+7.09296e-05j -2.93822e-19+3.48835e-05j 5.81861e-19+5.06872e-05j -1.53642e-18-3.23012e-05j -1.40512e-16+3.54031e-05j -7.33339e-19+2.6585e-06j -1.69351e-18-5.1067e-05j 8.50567e-19-4.10467e-05j -4.1966e-19-7.12058e-05j 1.21862e-18-4.1422e-05j -2.07591e-18+1.32714e-05j 7.46838e-20-2.45577e-06j 4.5794e-19+4.6478e-07j 4.69267e-19-4.15492e-06j -5.79312e-19-8.17046e-09j 1.83111e-18-1.66926e-05j 2.80169e-18+4.90684e-05j -6.04704e-18-5.72759e-05j -7.96898e-18-5.59121e-05j -2.44792e-18+4.0541e-05j 3.34871e-20-1.77352e-05j -1.4962e-18+3.57411e-05j -2.22177e-18+4.22639e-05j -1.75254e-18+4.82662e-05j 3.9549e-19+1.9259e-05j -6.68182e-20-6.83811e-05j -9.15962e-19+5.20182e-05j -1.40623e-19+1.25816e-05j 2.88383e-19+7.38207e-06j 7.16717e-20-3.7892e-05j 1.00582e-20-3.34035e-05j -2.7609e-20+2.90027e-05j -4.673e-18+1.75235e-05j 1.39031e-17+1.4679e-05j 
8.63239e-18-2.30288e-05j 4.40521e-18+2.05569e-05j 5.00748e-20+2.92025e-05j -6.87509e-20+2.12396e-05j -1.07634e-19-2.24263e-05j -1.00323e-19-4.14089e-07j 4.30581e-20-3.17547e-07j 2.11905e-18+8.69292e-06j -1.1132e-18+1.04852e-05j 8.16655e-19+1.33727e-06j 2.85124e-19+7.02909e-06j 8.13495e-20-1.99746e-06j 6.17803e-21+9.43262e-07j -3.83937e-19-6.9944e-06j 1.67672e-19+1.58703e-05j 5.75099e-19-5.41237e-06j -2.92406e-19-1.05011e-06j 1.40705e-19-5.40198e-07j -3.07977e-19+7.47333e-06j -1.73713e-20+4.874e-06j 6.83958e-21-8.20799e-07j 1.30268e-18-2.6985e-06j 8.0482e-21-5.51585e-06j -6.4032e-19-8.25003e-07j -2.83201e-19-5.08993e-06j 5.61732e-19-1.33551e-05j 1.04987e-18-2.02988e-05j 6.23018e-19-3.64982e-06j -1.00376e-18+1.96924e-05j 1.56881e-17+3.86509e-06j 2.64859e-16-4.35163e-05j 1.26271e-17-7.17639e-06j 2.06199e-17+2.93449e-05j 1.40473e-18+7.29719e-05j 1.15443e-19-1.99659e-05j -7.75499e-19-6.1153e-05j 1.41676e-18+5.48214e-05j -2.07268e-18-0.000108297j -9.36153e-19+0.000127178j -5.26828e-19+6.25467e-05j 1.04329e-18+9.08832e-05j -2.75484e-18-5.79167e-05j -2.5194e-16+6.34785e-05j -1.31489e-18+4.76674e-06j -3.0365e-18-9.15642e-05j 1.52508e-18-7.35975e-05j -7.52458e-19-0.000127673j 2.185e-18-7.42705e-05j -3.72215e-18+2.37959e-05j 1.3391e-19-4.40325e-06j 8.21096e-19+8.3336e-07j 8.41405e-19-7.44985e-06j -1.03872e-18-1.46498e-08j 3.28322e-18-2.99302e-05j 5.02348e-18+8.79805e-05j -1.08425e-17-0.000102697j -1.42885e-17-0.000100252j -4.38916e-18+7.26908e-05j 6.0043e-20-3.17995e-05j -2.68272e-18+6.40846e-05j -3.98368e-18+7.57801e-05j -3.14234e-18+8.65422e-05j 7.09122e-19+3.45317e-05j -1.19806e-19-0.000122609j -1.64234e-18+9.32696e-05j -2.52139e-19+2.2559e-05j 5.17076e-19+1.32362e-05j 1.28509e-19-6.7941e-05j 1.80346e-20-5.98931e-05j -4.95034e-20+5.20024e-05j -8.37879e-18+3.14199e-05j 2.49286e-17+2.63197e-05j 
1.17205e-17-3.12672e-05j 5.98113e-18+2.7911e-05j 6.79886e-20+3.96495e-05j -9.33459e-20+2.88379e-05j -1.46139e-19-3.04491e-05j -1.36212e-19-5.62225e-07j 5.84618e-20-4.31147e-07j 2.87713e-18+1.18027e-05j -1.51143e-18+1.42362e-05j 1.10881e-18+1.81567e-06j 3.87125e-19+9.54367e-06j 1.10452e-19-2.71203e-06j 8.38816e-21+1.28071e-06j -5.21287e-19-9.49659e-06j 2.27656e-19+2.15478e-05j 7.80836e-19-7.3486e-06j -3.97012e-19-1.42578e-06j 1.91041e-19-7.33449e-07j -4.18153e-19+1.01468e-05j -2.35858e-20+6.61763e-06j 9.28637e-21-1.11443e-06j 1.7687e-18-3.66387e-06j 1.09274e-20-7.4891e-06j -8.69388e-19-1.12014e-06j -3.84513e-19-6.9108e-06j 7.62686e-19-1.81327e-05j 1.42546e-18-2.75605e-05j 8.45897e-19-4.9555e-06j -1.36285e-18+2.67371e-05j 2.13004e-17+5.24778e-06j 3.5961e-16-5.90838e-05j 1.71443e-17-9.74367e-06j 2.79965e-17+3.98428e-05j 1.90727e-18+9.90769e-05j 1.56741e-19-2.71085e-05j -1.05293e-18-8.30299e-05j 1.92359e-18+7.44332e-05j -2.81416e-18-0.000147039j -1.27105e-18+0.000172675j -7.15296e-19+8.49222e-05j 1.41651e-18+0.000123396j -3.74036e-18-7.86359e-05j -3.42069e-16+8.61874e-05j -1.78528e-18+6.472e-06j -4.12278e-18-0.00012432j 2.07067e-18-9.99262e-05j -1.02164e-18-0.000173347j 2.96667e-18-0.00010084j -5.05372e-18+3.23087e-05j 1.81814e-19-5.97847e-06j 1.11484e-18+1.13149e-06j 1.14241e-18-1.0115e-05j -1.41031e-18-1.98906e-08j 4.45776e-18-4.06374e-05j 6.82058e-18+0.000119455j -1.47212e-17-0.000139436j -1.94001e-17-0.000136116j -5.95934e-18+9.86953e-05j 8.15228e-20-4.31755e-05j -3.64244e-18+8.70102e-05j -5.40881e-18+0.00010289j -4.26649e-18+0.000117502j 9.62803e-19+4.68851e-05j -1.62666e-19-0.000166471j -2.22987e-18+0.000126636j -3.4234e-19+3.06293e-05j 7.02055e-19+1.79713e-05j 1.74482e-19-9.22463e-05j 2.44863e-20-8.13193e-05j -6.72128e-20+7.06058e-05j -1.13762e-17+4.26601e-05j 3.38465e-17+3.57354e-05j 
3.9419e-18-1.05159e-05j 2.0116e-18+9.38712e-06j 2.28662e-20+1.3335e-05j -3.13944e-20+9.69885e-06j -4.91501e-20-1.02407e-05j -4.58113e-20-1.89089e-07j 1.96621e-20-1.45005e-07j 9.67645e-19+3.96954e-06j -5.0833e-19+4.78796e-06j 3.72918e-19+6.10653e-07j 1.30199e-19+3.20976e-06j 3.71475e-20-9.12119e-07j 2.82114e-21+4.30731e-07j -1.75321e-19-3.19393e-06j 7.6566e-20+7.24702e-06j 2.62613e-19-2.47151e-06j -1.33524e-19-4.79522e-07j 6.42515e-20-2.46676e-07j -1.40635e-19+3.41262e-06j -7.93244e-21+2.22566e-06j 3.12323e-21-3.7481e-07j 5.94857e-19-1.23224e-06j 3.67513e-21-2.51876e-06j -2.92396e-19-3.76729e-07j -1.29321e-19-2.32426e-06j 2.56509e-19-6.09847e-06j 4.79415e-19-9.26924e-06j 2.84495e-19-1.66665e-06j -4.58358e-19+8.99233e-06j 7.16384e-18+1.76495e-06j 1.20945e-16-1.98713e-05j 5.76602e-18-3.27703e-06j 9.41588e-18+1.34001e-05j 6.41458e-19+3.33219e-05j 5.27158e-20-9.11724e-06j -3.54124e-19-2.79249e-05j 6.46948e-19+2.50336e-05j -9.4647e-19-4.94526e-05j -4.27485e-19+5.80746e-05j -2.40571e-19+2.85613e-05j 4.76407e-19+4.15009e-05j -1.25797e-18-2.64471e-05j -1.15046e-16+2.89868e-05j -6.00432e-19+2.17669e-06j -1.38659e-18-4.18119e-05j 6.96415e-19-3.36076e-05j -3.43603e-19-5.83008e-05j 9.9776e-19-3.39149e-05j -1.69969e-18+1.08662e-05j 6.11485e-20-2.0107e-06j 3.74945e-19+3.80545e-07j 3.84219e-19-3.4019e-06j -4.74321e-19-6.68969e-09j 1.49925e-18-1.36673e-05j 2.29392e-18+4.01754e-05j -4.9511e-18-4.68954e-05j -6.52472e-18-4.57789e-05j -2.00427e-18+3.31935e-05j 2.7418e-20-1.45209e-05j -1.22504e-18+2.92636e-05j -1.81911e-18+3.46042e-05j -1.43492e-18+3.95186e-05j 3.23813e-19+1.57686e-05j -5.47084e-20-5.5988e-05j -7.49957e-19+4.25906e-05j -1.15137e-19+1.03014e-05j 2.36118e-19+6.04418e-06j 5.86823e-20-3.10246e-05j 8.23531e-21-2.73496e-05j -2.26052e-20+2.37464e-05j -3.82609e-18+1.43476e-05j 1.13834e-17+1.20187e-05j 
2.5603e-17-6.83017e-05j 1.30655e-17+6.09702e-05j 1.48518e-19+8.66123e-05j -2.0391e-19+6.29949e-05j -3.19234e-19-6.65146e-05j -2.97549e-19-1.22815e-06j 1.27707e-19-9.41819e-07j 6.28494e-18+2.57825e-05j -3.30165e-18+3.10982e-05j 2.42213e-18+3.96624e-06j 8.45655e-19+2.08477e-05j 2.41276e-19-5.92429e-06j 1.83235e-20+2.79764e-06j -1.13873e-18-2.07448e-05j 4.97303e-19+4.707e-05j 1.7057e-18-1.60527e-05j -8.67253e-19-3.11454e-06j 4.17319e-19-1.60218e-06j -9.13435e-19+2.21653e-05j -5.15219e-20+1.44559e-05j 2.02856e-20-2.43442e-06j 3.86365e-18-8.00354e-06j 2.38703e-20-1.63596e-05j -1.89914e-18-2.44689e-06j -8.39951e-19-1.50963e-05j 1.66605e-18-3.96101e-05j 3.11384e-18-6.02045e-05j 1.84782e-18-1.08251e-05j -2.97708e-18+5.8406e-05j 4.65298e-17+1.14635e-05j 7.85551e-16-0.000129066j 3.74508e-17-2.12846e-05j 6.1157e-17+8.70346e-05j 4.16633e-18+0.000216429j 3.42394e-19-5.92173e-05j -2.30007e-18-0.000181375j 4.20198e-18+0.000162596j -6.14741e-18-0.000321199j -2.77655e-18+0.0003772j -1.56253e-18+0.000185508j 3.09431e-18+0.000269552j -8.17063e-18-0.000171776j -7.47233e-16+0.000188272j -3.89986e-18+1.41378e-05j -9.00601e-18-0.000271572j 4.52328e-18-0.000218284j -2.23173e-18-0.000378669j 6.48054e-18-0.00022028j -1.10396e-17+7.05768e-05j 3.97165e-19-1.30597e-05j 2.4353e-18+2.47168e-06j 2.49554e-18-2.20957e-05j -3.08075e-18-4.34501e-08j 9.73775e-18-8.87705e-05j 1.48992e-17+0.000260943j -3.21578e-17-0.00030459j -4.23786e-17-0.000297338j -1.30179e-17+0.000215595j 1.78083e-19-9.43147e-05j -7.95674e-18+0.00019007j -1.18153e-17+0.000224757j -9.31994e-18+0.000256677j 2.1032e-18+0.000102418j -3.55336e-19-0.000363647j -4.87104e-18+0.00027663j -7.47824e-19+6.69082e-05j 1.53361e-18+3.92575e-05j 3.81146e-19-0.000201508j 5.34891e-20-0.000177638j -1.46823e-19+0.000154235j -2.48508e-17+9.31888e-05j 7.39361e-17+7.80622e-05j 
-1.98903e-17+5.30619e-05j -1.01503e-17-4.73662e-05j -1.1538e-19-6.7287e-05j 1.58412e-19-4.89392e-05j 2.48005e-19+5.16735e-05j 2.31158e-19+9.54122e-07j -9.92124e-20+7.31676e-07j -4.88262e-18-2.00298e-05j 2.56497e-18-2.41595e-05j -1.8817e-18-3.08128e-06j -6.56969e-19-1.61961e-05j -1.87442e-19+4.60244e-06j -1.42351e-20-2.17342e-06j 8.84649e-19+1.61162e-05j -3.86343e-19-3.65676e-05j -1.32512e-18+1.24709e-05j 6.73748e-19+2.41961e-06j -3.24205e-19+1.2447e-06j 7.09625e-19-1.72197e-05j 4.00261e-20-1.12304e-05j -1.57594e-20+1.89124e-06j -3.00158e-18+6.21775e-06j -1.85443e-20+1.27094e-05j 1.47539e-18+1.90093e-06j 6.52538e-19+1.1728e-05j -1.29431e-18+3.07721e-05j -2.41907e-18+4.67714e-05j -1.43553e-18+8.40972e-06j 2.31282e-18-4.53742e-05j -3.61478e-17-8.90574e-06j -6.10275e-16+0.000100268j -2.90946e-17+1.65355e-05j -4.75114e-17-6.76151e-05j -3.23672e-18-0.000168138j -2.65997e-19+4.60045e-05j 1.78687e-18+0.000140906j -3.26442e-18-0.000126317j 4.77577e-18+0.000249532j 2.15704e-18-0.000293037j 1.21389e-18-0.000144117j -2.40389e-18-0.000209408j 6.34756e-18+0.000133449j 5.80507e-16-0.000146264j 3.02971e-18-1.09833e-05j 6.99655e-18+0.000210978j -3.51402e-18+0.00016958j 1.73378e-18+0.000294179j -5.03458e-18+0.00017113j 8.5764e-18-5.48294e-05j -3.08548e-19+1.01457e-05j -1.89193e-18-1.92019e-06j -1.93872e-18+1.71656e-05j 2.39336e-18+3.37553e-08j -7.56502e-18+6.89637e-05j -1.15748e-17-0.00020272j 2.49826e-17+0.000236629j 3.29229e-17+0.000230995j 1.01133e-17-0.000167491j -1.38348e-19+7.32708e-05j 6.1814e-18-0.00014766j 9.179e-18-0.000174609j 7.24043e-18-0.000199406j -1.63392e-18-7.95663e-05j 2.76052e-19+0.000282509j 3.78419e-18-0.000214907j 5.80966e-19-5.19793e-05j -1.19142e-18-3.04982e-05j -2.96103e-19+0.000156546j -4.15544e-20+0.000138003j 1.14063e-19-0.000119821j 1.9306e-17-7.23961e-05j -5.74392e-17-6.06446e-05j 
3.68569e-17-9.8324e-05j 1.88085e-17+8.77699e-05j 2.138e-19+0.000124683j -2.93539e-19+9.06847e-05j -4.59556e-19-9.57514e-05j -4.28338e-19-1.76799e-06j 1.83841e-19-1.3558e-06j 9.04753e-18+3.71153e-05j -4.75291e-18+4.47676e-05j 3.4868e-18+5.70963e-06j 1.21737e-18+3.00114e-05j 3.4733e-19-8.52835e-06j 2.63777e-20+4.02736e-06j -1.63926e-18-2.98633e-05j 7.15895e-19+6.77599e-05j 2.45545e-18-2.31087e-05j -1.24846e-18-4.48355e-06j 6.00755e-19-2.30643e-06j -1.31494e-18+3.19082e-05j -7.41687e-20+2.08101e-05j 2.92023e-20-3.50449e-06j 5.56194e-18-1.15215e-05j 3.43626e-20-2.35505e-05j -2.73391e-18-3.52244e-06j -1.20916e-18-2.1732e-05j 2.39837e-18-5.70209e-05j 4.48255e-18-8.66678e-05j 2.66004e-18-1.55833e-05j -4.28567e-18+8.40786e-05j 6.69822e-17+1.65024e-05j 1.13084e-15-0.000185797j 5.39125e-17-3.06403e-05j 8.80389e-17+0.000125291j 5.99766e-18+0.000311561j 4.92895e-19-8.52466e-05j -3.31107e-18-0.000261099j 6.04899e-18+0.000234066j -8.84953e-18-0.000462384j -3.997e-18+0.000543j -2.24935e-18+0.00026705j 4.45443e-18+0.000388035j -1.17621e-17-0.000247281j -1.07568e-15+0.000271028j -5.61407e-18+2.03521e-05j -1.29647e-17-0.000390943j 6.51151e-18-0.000314232j -3.2127e-18-0.000545115j 9.3291e-18-0.000317106j -1.58921e-17+0.000101599j 5.71741e-19-1.88001e-05j 3.50576e-18+3.55812e-06j 3.59247e-18-3.18079e-05j -4.43492e-18-6.25489e-08j 1.4018e-17-0.00012779j 2.14483e-17+0.000375642j -4.6293e-17-0.000438474j -6.10064e-17-0.000428035j -1.874e-17+0.000310361j 2.5636e-19-0.000135771j -1.14542e-17+0.000273616j -1.70088e-17+0.000323551j -1.34166e-17+0.000369501j 3.02767e-18+0.000147437j -5.11525e-19-0.00052349j -7.01213e-18+0.000398224j -1.07653e-18+9.63181e-05j 2.20771e-18+5.65133e-05j 5.48682e-19-0.000290081j 7.70005e-20-0.00025572j -2.1136e-19+0.00022203j -3.57741e-17+0.000134151j 1.06435e-16+0.000112375j 
