0.0017925-0.0058045j 0.00178048-0.0017115j 0.00319564-0.00377979j 0.000259836+0.00127477j -0.00209658+0.0045122j 0.00466145+0.00220251j -0.000514307+0.00237421j -0.00279473+0.0039047j -9.8437e-05-0.00102309j 0.000406619+0.00079081j -0.000513111+0.00163901j -0.00478607-0.00125427j -0.000504285-0.00332937j 0.00220878-0.000282621j -0.00109918+0.00137347j 0.00105709-0.000879411j 0.00311661-0.00128519j -0.0011562-6.08199e-05j 0.00209848+0.00113371j 0.0015314+0.000968186j 0.00107158-0.000673031j 0.000705191+0.0012734j -0.00435419-0.00107809j 0.000211124+0.000120571j -0.000249376+0.000318132j -0.00155063+0.000550855j 0.000901954+0.0010736j 0.000514853+0.00155781j 0.00136221-0.00209809j -0.000673281+0.000140726j 0.00170057+0.000488014j -0.00164299-0.000277498j -0.000643979+0.000758346j -0.00090265+0.000897864j -0.00290343-0.000934267j -4.8511e-05-0.000877826j -0.00204989+0.000150659j -0.000180389-0.00125268j 0.000395691+5.82046e-05j -0.0051913-0.0015883j -0.0017933-0.00108053j -0.00125306-0.000372385j 0.000835112-0.000785784j -0.000627446-0.00272423j -0.00462852+0.000442825j -0.000440877+0.00317824j 0.00196505-0.000910427j 0.0034206-0.00207143j -0.00870153-0.00188448j -0.00298142-0.00937032j 0.0241398+0.00254297j 0.0161259+0.0106007j -0.0103365-0.00721027j 0.0840861-0.00437315j -0.0627425-0.0067206j -0.291689+0.00574486j 
0.01204-0.00872833j -0.00964322-0.00673589j -0.00544423-0.0054238j -0.0129748+0.00311325j 0.00579153+0.0061758j -0.00849071+0.00195704j -0.0156761+0.00385498j 0.00548601+0.00565152j -0.0105393+0.00321442j 0.00732062-0.000519424j -0.00956716+0.00753343j 0.0174895-0.00160063j 0.00623186-0.00708398j -0.00666193-0.00119306j -0.00299347+0.00472631j 0.0130833+0.00237364j -0.0120056-0.00230998j 0.0174167-0.0003806j -0.0111984-0.00382314j -0.00344036-0.00286921j -0.0011278+0.00204058j -0.0115205+0.00533516j 0.0249393+0.00103462j -0.00501235-0.00156515j -0.0121868-0.00230734j 0.00327937+0.0090726j -0.00265933+0.00130433j -0.0065749-0.00314956j -0.0013062-0.00660677j -0.00393314+0.00896934j 0.00791183+2.64317e-05j 0.0348836+0.00478551j 0.0281918+0.00528611j -0.0153066+0.0127048j -0.0026264-0.00616984j -0.001827-0.0122634j -0.00399019-0.0105319j 0.0149499-0.013032j 0.00800549-0.0130667j 0.0117167-0.0040196j 0.0614365+0.0111985j -0.00290762-0.00167238j 0.0290516+0.0207098j -0.0147842-0.00883554j -0.0536207+0.00292674j -0.0559044+0.0143252j -0.0883613+0.00911335j 0.083275-0.00884708j -0.0287399+0.00732026j -0.0123759-0.0137487j -0.00142119-0.00996817j 0.0188361+0.0292991j 0.0106339-0.0176399j -0.0134742+0.00833221j 0.0441392-0.0166906j 0.0344187+0.0393876j 
-0.00920821-0.0066718j -0.00837792+0.00645642j -0.00544631-0.00360574j 0.00680839+0.00363455j 0.000224163+0.00554307j -0.00743986+0.0136775j 0.0129279+0.00162932j 0.00333574+0.00070068j 0.00872471-0.00990896j -0.00646127-0.00196351j 0.0101093+0.00110605j 0.000190189-0.0132605j -0.00162741-0.00104223j 0.00277215+0.0105659j -0.000655414+0.00259133j -0.0103765+0.00726078j 0.00380401-0.00409999j -0.00136613-0.00207768j -0.009815+0.000111225j -0.00854587+0.0053869j -0.0105328-0.00253784j 0.00307658-0.00208956j 0.00819133-0.0122507j 0.00622175-0.000566066j 0.00347537-0.00558763j 0.0126577-0.00645163j -0.00204282+0.01135j -0.0163768-0.00157796j -0.00879663+0.00297834j 0.00096684-0.00504629j -0.00680371+0.00023533j 0.000329883-0.00321832j 0.0121829+0.00603003j -0.0160751-0.00258979j -0.0116444-0.000206969j 0.00469331-0.000260855j -0.0442162+0.00423468j 0.0210565-0.0256071j 0.0202764-0.00464135j 0.0262195+0.00831294j 0.0122098-0.00886515j -0.0220458+0.00208954j 0.0154139+0.0104343j 0.0260067-0.00966927j 0.00740687-0.0335542j -0.15097+0.00241934j 0.0299551-0.00996219j -0.0249816+0.00770571j 0.00389038+0.00803666j 0.023398-0.0131174j -0.0153092+0.0195504j -0.00733701-0.00358748j 0.000401089-0.00414667j 0.0154047-0.027439j -0.0461284-0.0280188j 0.0268223-0.03049j 
-0.00834377+0.00375113j -0.00105874+0.0096457j 0.00266783-0.000800888j 0.00242946+0.00257741j -0.00618504-0.00248128j -0.00726299-0.00246825j 0.00534599-0.00713423j -0.00346944-0.00227005j 0.01145-0.00423199j -0.00888357-0.00877383j 0.00170613+0.00447466j -0.00551946+0.00280637j 0.00291155+0.00502125j 0.0088609+0.00962645j 0.00267061+0.00390113j -0.00971445+0.00399385j -0.0033845+0.00638108j -0.0103025+0.00163039j -0.00856611+0.00164354j -0.0114403-0.00771253j 0.0105928+0.00160693j -0.000899833-0.0123126j -0.0128502+0.00311637j 0.0106498+0.00150742j 0.0191818+0.0084373j 0.0160126-0.00168593j -0.01172-0.00564496j -0.0102094-0.00466743j 0.00886578+0.00396121j 0.0117225+0.00215324j -0.00761292-0.000702636j 0.00395715+0.00913359j -0.00690128-0.0052522j 0.0469565-0.00464022j -0.0222364-0.0023477j 0.0118519-0.0138512j -0.0316996+0.00434648j -0.0249461-0.0045621j -0.0127103-0.0163437j 0.0326229-0.00645771j 0.0271018-0.022779j 0.040363+0.0153572j -0.0299059+0.0222655j -0.0324015+0.0101526j 0.113086-0.0101798j -0.00262219-0.00699538j -0.0503058+0.0112995j -0.0224701-0.00593224j -0.0124903+0.0357405j -0.0166399+0.0141436j -0.0193054-0.000493133j 0.0217098+0.0364018j 0.0416201+0.0106707j 0.0118461+0.0296207j -0.00588458+0.00906926j -0.0126157-0.00463878j 
-0.00893996+0.00544516j 0.006376+0.00392289j 0.0070816-0.000559607j 0.00515389-0.00476993j 0.000510885-0.00082735j 0.00361378+0.00919606j 0.0166404-0.00941901j -0.00731351-0.00361626j 0.00775759+0.00300445j -0.0104108+0.00888413j 0.0121658-0.0031912j -0.0183931+0.00500474j 0.00773216+0.00164999j 0.0196762-0.00373095j -0.013296-0.00438275j -0.00998651+0.00396907j 0.0204384+0.00675134j -0.0183906+0.00221009j 0.00412447-0.00160536j -0.0072458+0.00369338j -0.00284789-0.00129794j 0.00550601-0.00718759j -0.0173515+0.00343539j -0.00755416-0.0108852j 0.0162976-0.00609267j -0.00302885-0.00140543j -0.0175797-0.00490871j -0.00515087+0.00380634j 0.027016+0.00848999j 0.00514285-0.00151223j 0.0230551-0.0030783j 0.00767076+0.0149263j -0.0203904+0.00682249j -0.0095695-0.0125914j 0.00197596+0.010682j -0.00104592-0.0119048j 0.0135372-0.00105709j 0.0300583+0.000893557j -0.0503608-0.0144302j 0.0513337+0.0129083j -0.00353092+0.0114512j -0.0413021-0.00696967j 0.0113503-0.0131731j -0.00179221+0.0151921j 0.01644-0.0117168j -0.0158675-0.0169171j -0.0572817-0.0117385j 0.0254084-0.00724164j 0.016003-0.0018957j -0.000780141-0.043831j -0.00904641+0.00242695j -0.00653084-0.0553407j -0.0246831-0.0438038j 0.062663+0.011226j -0.0138543+0.0145308j -0.0244955-0.0160522j 
-0.00792316+0.00232499j -0.00179271+0.00196328j -0.00381565+0.00859866j 0.00729582+0.000894483j 0.00106973-7.71422e-05j -0.00144973-0.00475542j 0.0111402-0.00408347j 0.000708727-0.00214966j 0.00889083-0.000870359j -0.00164086+0.00523722j 0.00934554+0.00677226j -0.00578179-0.00100677j -0.009444+0.0033218j 0.00977585-0.00566867j -0.00113176-0.0133647j -0.00811393-0.00807297j -0.00762607+0.00337211j -0.00792327-0.00536013j 0.00585706-0.00442346j -0.00668207+0.00213869j -0.00543819-0.00791152j 0.0169519+0.00581799j -0.0120571-0.00675921j 0.00816299-0.0145232j -0.000975462-0.00513511j -0.00146139+0.00391966j 0.0106443-0.00325669j 0.00860447-0.0117917j -0.0039641+0.007165j -0.00543546-0.00248912j 0.0401439+0.0120031j -0.00627902+0.00583462j -0.0335016-0.00160822j 0.00799362-0.0135478j -0.0361426+0.0107868j 0.014603+0.012801j 0.0331297-0.0213595j -0.0170796+0.0105649j -0.00312331+0.00389868j -0.000609437+0.0189243j -0.0600194+0.0349781j -0.0150554+0.00691793j 0.029655+0.0124788j -0.0741501-0.0217317j -0.0474205+0.00167695j -0.0127315+0.0262443j 0.00850182+0.0493742j -0.010253+0.00862428j -0.030996+0.0483846j 0.0165934+0.0165249j 0.0398194+0.0207286j 0.0253124+0.0164975j 0.0201368-0.026358j 0.0335589+0.0150476j -0.0112496-0.0115916j 0.00810161-0.00628692j 
0.00219542+0.00172657j 0.00279813-0.00148353j 0.00105996-0.00486327j -0.0131781+0.00408946j 0.0143573+0.000790962j -0.00021877+0.00304461j -0.00144885-0.00627345j 0.0027712+0.00676412j -0.0128718-0.000321367j 0.00231028-0.00397383j 0.00231452-0.000388758j -0.00026358-0.00165007j -0.00228648-0.00489741j -0.00144637+0.00507667j -0.0112385+0.00793558j -0.00829549+0.00125329j -0.010746+0.0040058j 0.00656825+0.00286488j 0.0112253-0.00370792j -0.00715352-0.00434382j 0.00498081+0.00128829j -0.0135183+0.00679932j -0.00971468+0.00262131j -0.0181673+0.00306271j 0.00644361+0.00415205j -0.00719998+0.00217958j -0.0209732-0.0138094j -0.00247276+0.00730106j -0.0251827-0.00189341j -0.00279527-0.00990522j -0.0155242+0.00477387j 0.0192367+0.00663924j 0.00138369+0.0190678j 0.0212749+0.000515268j -0.0178645-0.0158901j -0.00475835-0.00142255j -0.00138175+0.00359156j 0.035447+0.00415476j 0.0100027-0.00526676j -0.0143165-0.000609645j 0.0644764-0.0422262j -0.0299892+0.0249804j -0.0784189+0.0252083j -0.0317969+0.0129864j -0.0158796+0.00794252j 0.00551951-0.0332163j 0.0106887-0.0306005j 0.0210004-0.0128716j 0.0143152+0.0227323j -0.0309445-0.0492537j -0.0320398+0.0263528j 0.0545085-0.00433765j -0.0317511-0.0161972j 0.00138991-0.0127158j 0.011517+0.00375506j -0.00153863+0.00973701j 
6.02826e-05+0.00258114j 0.000533929+0.00308208j 0.00371845-0.00135449j 0.00426876-0.00460541j -0.0106519-0.00489493j 0.000930191-0.00864278j -0.00343805+0.000380366j -0.00221562-0.0071168j 0.00761232+0.00029699j -0.0084829-0.00121114j -0.0076472+0.00225328j 0.00138303+0.00488313j 0.00755454+0.00794127j -7.01134e-05+0.00118739j 0.0119663+0.000785734j -0.0023876-0.00165508j 0.0062562-0.00668732j -0.0105518-0.00312836j -0.010053-0.00362478j 0.00351894-0.00230497j -0.00898428-0.00421348j 0.00834311-0.0102933j -0.0035747-0.00232673j 0.0162775-0.00800438j 0.00670423+0.00366671j 0.0185602-0.000199801j 0.0127834+0.0163844j -0.000951053-0.00255195j 0.0314397+0.00517292j -0.0175488+0.015243j -0.0143617+0.00994019j -0.007616+0.00490815j 0.011569-0.00295344j 0.0243507-0.0122642j 0.000913294+0.012356j -0.000873746-0.0133247j -0.0101079-0.00335251j -0.0130716-0.0177656j -0.00778565-0.0186131j 0.0597991+0.000613155j -0.0359542+0.0114857j 0.0570283-0.00792517j -0.0381422-0.018126j -0.0922933+0.0151164j -0.00903696-0.000385825j -0.00280989-0.00636697j 0.0129486-0.0250169j 0.00432948-0.00940586j 0.00566117-0.0461648j -0.0223665+0.00511839j -0.00264729-0.0217079j -0.0377052-0.00403885j 0.012348+0.0138105j -0.00795189+0.0117563j 0.00740053+0.00688256j -0.00641437+0.00539162j 
-0.00247435+0.00746044j 0.0122123+0.000222594j 0.00608887-0.00191587j -0.00864013+0.00329231j 0.0101448-0.000578568j 0.00541982-0.00410569j -0.00516459-0.00392305j 0.00791665-0.00153158j -0.0222386-0.00852806j 0.0113634-0.0158303j 0.00127577-0.013244j -0.0133132-0.005156j -0.0222886+0.00287391j 0.00343654-0.00584895j -0.00225063+0.00987384j 0.00722402+0.000521024j -0.0228869+0.00102745j 0.0180499+0.00119415j 0.0165435-0.0143505j -0.000570052-0.0246762j 0.0176546+0.00754827j -0.00288673+0.00956622j -0.0163002+0.00337498j -0.00273976-0.00377796j -0.0153809+0.00681536j 0.0163112+0.0203122j 0.0157097+0.00150147j 0.00262568-0.0135374j -0.0361185+0.000395338j -0.00554898-0.00397815j 0.0289986+0.00392743j 0.0152072+0.0128355j -0.0039115+0.0130001j 0.0145682-0.00191707j -0.0260015-0.0173193j 0.0300787+0.00198812j -0.0152542-0.0346596j -0.0437091-0.00283358j 0.003982+0.00103068j -0.0188084+0.0224625j -0.0277128+0.00968125j 0.0546532-0.00758352j -0.01203+0.00413422j -0.0121913-0.00181956j 0.0501633+0.0115594j -0.0106866+0.00552056j 0.0131496+0.0228683j 0.0171377-0.000258026j -0.0291171-0.00705196j 0.0233916+0.00988336j 0.0156823+0.0143489j 0.026309-0.0250681j -0.0491971+0.00139326j -0.0166931-0.0320279j 0.00625075+0.0100094j -0.0128784+0.00225606j 
-0.00157088+0.00238872j -0.000143002+0.0012965j -0.00592449-0.00309569j -0.0037224+0.00694502j 0.0107395-0.00753916j 0.0108441-0.0104019j -0.00769522-0.00474597j 0.0157438+0.00989781j -0.00285283+0.00529232j 0.00314583+0.0059124j -0.00200283+0.00440099j -0.000584914-0.011137j -0.0151774-0.00403934j -0.00798494-0.00183192j 0.0220394-0.00932201j -0.00409969+0.00238029j -0.0142727+0.00313835j -0.00774358-0.000582733j 0.0168335-0.0112518j 0.0108938+0.00290279j 0.00623763+0.00182139j 0.0181848+0.00591279j -0.0187447-0.00758219j 0.0104591+0.00282278j 0.00402689-0.0120486j -0.00121088-0.00637128j -0.000521871+0.00100691j 0.0288888-0.0133536j 0.00194169+0.00683958j -0.0040371-0.000789136j 0.034759+0.0130981j -0.0167974+0.011104j -0.013516+0.00370725j 0.0327986-0.0124927j 0.0196222+0.00761301j 0.0112174+0.0159002j 0.0335046-0.0022783j -0.0234757+0.0159365j -0.0568857+0.00534919j 0.0104039-0.00567814j -0.0329962-0.00774567j -0.0720435+0.0424982j 0.0291793-0.0324961j 0.017206+0.0120656j 0.0137521+0.0366545j -0.00715284+0.00703583j 0.0284092-0.0379648j 0.0129456+0.0125981j -0.0170841-0.0425642j -0.0415545+0.0250027j 0.052672+0.0405163j 0.009937-0.00152196j -0.0190159+0.0174578j -0.0322677-0.0292554j 0.000434699-0.0112347j 0.012913+0.00330844j 
0.0064202+0.00210663j 0.00415084-0.00426511j 0.00166358-0.00510212j -0.0132527+0.00678898j 0.0101245+0.00020831j -0.00467556+0.00129138j -0.0099687+0.00196842j 0.00786988+0.0131535j -0.016879+0.0102178j 0.0081657-0.00274783j -0.00640239-0.00544714j 0.00052157-0.00488872j -0.00487995-0.0115223j -0.00382532-0.0109095j -0.0120019-0.00345867j 0.00869411-0.0122549j -0.0159732-0.00265895j 0.0136391-0.00133796j -0.00444427+0.00394884j -0.000722607-0.00232051j 0.00460826+0.00489518j 0.00252762+0.0113051j 0.00242386-0.00651569j -0.0104119+0.000836143j -0.0181457-0.0104624j 0.0133989-0.00468628j -0.00110887+0.00050583j 0.000892114+0.00270937j -0.00713905+0.000243696j 0.00851047-0.0131374j -0.00331427+0.00281611j 0.0472437+0.00178166j -0.0137495-0.0157869j -0.0117966-0.0100518j -0.0109622+0.00275924j 0.0225753+0.00316723j 0.0672466-0.0109761j 0.0261943-0.0361145j -0.0194524-2.11681e-05j 0.0575918+0.00989643j -0.0170054+0.0146631j -0.022505+0.00195197j 0.03868-0.0320765j -0.0215855-0.0390653j 0.0192876-0.0430118j 0.0194828-0.00396279j 0.00615171+0.0424531j 0.0328567-0.0151125j -0.0318843+0.00156313j 0.0260002+0.0035923j -0.0377149-0.0122703j 0.0151497+0.0210233j -0.0143437+0.0229135j -0.0328049-0.0206705j 0.00823557-0.000520936j 0.00525485+0.007157j 
-0.00142803-0.00115052j -0.00439661+0.00198469j 0.0013738-0.000961447j 0.00408302-0.0040655j -0.00821741+0.0016038j 0.000138006-0.00756865j 0.00434658-0.00708753j -0.00122285-0.00607611j 0.0150649-0.0028869j -0.00848343-0.00347657j -0.00324765+0.017045j -0.00722184+0.00361134j -0.00305711+0.00144323j 0.00141835+0.0172058j 0.00703002-0.00756577j -0.0056533+0.00544208j -0.0049455+0.0159352j -0.00866566+0.00378422j 0.00095217-0.00483462j -0.00305021-0.00428939j 0.0211383-0.00216364j 0.00178333-0.00788945j -0.0204369+0.00540575j 0.0165732-0.00361974j 0.00920272-0.00294854j -0.0097952-0.00894731j -0.00512-0.0283663j -0.010106+0.000765858j 0.00908597-0.00562532j 0.0118929-0.0121144j -0.00527709-0.0138016j -0.0211125+0.0220457j -0.0218203+0.0260641j 0.0441483-0.00185283j 0.000622573-0.0075471j -0.0154079-0.00876712j -0.0264168-0.00623798j 0.00812648+0.00298906j -0.0127986-0.0151952j -0.062596+0.027489j 0.0201753+0.0215404j -0.0375925-2.14178e-05j -0.0276889-0.0221074j 0.0126811-0.0238522j 0.0131138-0.0201323j 0.0112942+0.021964j 0.0269174+0.043672j 0.00703446-0.0176222j -0.0359945-0.020407j 0.000134389+0.016782j 0.00782679-0.0078171j -0.0178259+0.0097581j 0.0169631-0.000845778j 0.0057837+0.010229j 0.0012346-0.00519579j 0.00469474+0.00191643j 
0.00138976-0.00287265j -0.00618393-0.000168528j 0.00231425-0.00241977j -0.00283528-0.00521945j -0.00188268+0.0063622j -0.0104553-0.000950516j 0.00434839+0.00666279j 1.40553e-05-0.00843471j 0.00609994-0.00590915j -0.0103349+0.00390903j -0.00145256+0.00121996j -0.00389142+0.00598814j 0.00576095+0.00532272j 0.0133233-0.00743081j -0.00242291-0.00674983j -0.00783817-0.0204025j -0.00800277+0.000401901j -0.00138599-0.0117181j -0.0105146-0.000806695j -0.0230284+0.00984849j -0.00106264-0.0262852j -0.000882929+0.00968563j -0.0046625-0.00270193j -0.00362985-0.016227j 0.00444333+0.0089771j 0.0235869+0.000908353j 0.00195041+0.0136345j 0.00339278+0.0205132j 0.0107587+0.00628935j -0.0059068-0.0313133j 0.0160469+0.0287277j -0.00986171-0.00710579j 0.0161765+0.014916j -0.00844787-0.031326j -0.0385405+0.00433008j -0.00487153+0.00977032j -0.0307125+0.00353504j 0.00568615-0.0099941j 0.0182539+0.0300724j -0.0442319+0.0330514j -0.0362496-0.0308399j 0.0471481-0.0206782j 0.0332354-0.038891j 0.0102519+0.00643175j 0.00483878-0.01951j -0.00538058-0.0168692j -0.0116276-0.0111319j 0.0166329-0.0310596j -0.0189205+0.00660831j -0.0261759-0.0371006j -0.0353914+0.00655846j 0.014905+0.0175937j 0.0115009-0.0151128j 0.0153882+0.0113592j 0.00377395-0.00575708j 0.00781858+0.00553073j 
0.00284786-0.00179143j -0.0015805-0.00334566j -0.000806841+0.0054143j 0.00148778+0.00207282j -0.00405601+0.00627434j -0.00165598-0.00156866j -0.000620117-0.0054678j -0.00441296+0.00243818j 0.00330335-0.0017136j 0.0025473-0.00151441j -0.00369948+0.00736747j 0.00207102-0.00510808j -0.00233552+0.00046939j 0.00199736+0.00338492j -0.00380555+0.00144955j 0.00298126-0.000188446j -0.0110893-0.00256138j 0.00851219-0.000968787j -0.00366101-0.00599854j -0.0149012-0.00916971j 0.00145877+0.000410051j 0.00849026+0.00415149j -0.00341164+0.0022798j -0.00130724+0.0162773j -0.00694061+0.00211741j -0.0044084+0.00119663j -0.0222974-0.0186726j 0.00344928+0.00357388j -0.043944-0.000501911j -0.00574887+0.00243745j 0.00462365-0.0106346j 0.010174-0.00662407j -0.0232974+0.0169295j -0.0519532-0.00903706j -0.0666452-0.0361823j 0.0379973+0.0203948j -0.0134948+0.0319612j 0.00277773+0.0209665j 0.0400543+0.0209268j 0.0138249-0.000933003j 0.0304738-0.0266439j -0.0471849-0.0355933j 0.0473778-0.0317585j -0.0544693+0.0418992j 0.0029579+0.00652997j -0.0318593+0.0194404j -0.00912592-0.00696887j -0.0377879-0.0190767j -0.014742-0.00926578j -0.000460968+0.0154136j 0.00222411-0.0101861j -0.0136213+0.00843317j 0.0119052+0.00563296j -0.000824164+0.00809954j 0.000561261-0.00157857j 0.00179078+0.000191677j 
-0.0122256-0.000278115j -0.0052637+0.0116828j -0.0046717+0.00292775j 0.00906437+0.00494664j -0.00144133-0.00795737j 0.00219928+0.00362621j 0.0115027-0.0104943j 0.00414739-0.00168811j 0.00950953+0.00979416j -0.00771351+0.003657j 0.0052012-0.00598141j -0.0130121+0.00519363j -0.00535319+0.00957867j 0.00660333-0.0116934j 0.00615682-0.0133648j -0.0135881-0.000503817j -0.0138422+0.0209436j -0.0214695-0.00616933j 0.00974876+0.0116585j 0.00649386+0.00407521j 0.00300311-0.00299562j 0.00149798+0.00343048j -0.0036322-0.0013281j 0.0152751+0.00537709j 0.00314983-0.00989232j 0.00213636-0.0186281j -0.00338985+0.0076714j 0.0170896-0.0256913j 0.0371503-0.00474973j -0.00576145+0.0102693j -0.0208441+0.0183154j 0.0148241-0.00579383j 0.0163759+0.0311693j 0.0469076+0.018024j 0.000926719+0.023822j 0.0351344+0.000641123j 0.0628331-0.0327646j -0.0581858+0.00557924j 0.0269839+0.00238209j 0.0367261+0.00607797j 0.0380294+0.00312573j 0.00659174-0.00887539j 0.0108637+0.00123764j 0.00153738-0.00153604j 0.0145822-0.00600938j 0.0220072+0.00935122j 0.0116321+0.00382464j 0.00362093-0.0073076j -0.0130225-0.00464283j -0.0180352-0.00306298j 0.00668113+0.0129896j 0.00205746-0.00500517j 0.00597883-0.00692464j 0.017257+0.00582223j -0.0142619-0.000944907j -0.00212438-0.0100691j 
-0.0071216+0.00141954j -8.61233e-05+0.00326224j -0.00339558+0.00488515j 0.00747765+0.000710785j 0.00313244-0.00200957j -0.000363999+0.010619j 0.0121147-0.000353181j 0.00492862-0.00416141j -0.00549797+0.00420373j -0.000171908-0.00273147j 0.0104857-0.016904j -0.0143322+0.00530182j -0.00765339+0.000479238j 0.0101349+0.00654124j -0.00753699-0.00496386j 0.00353492+0.00461422j 0.00702148+0.00333456j -0.000787123+0.0105839j 0.00426758-0.000114798j 0.0124576-0.00595129j -0.0110473+0.0126276j 0.00889485-0.0189114j -0.00900473+0.0113385j -0.0102251+0.0148727j 0.00504422+0.00364393j -0.013883-0.00789332j 0.0103918+0.00301275j -0.00598877-0.00973978j 0.0221492-0.0092849j -0.00454968-0.0121496j -0.00357672-0.0364496j 0.019745-0.0168985j 0.0162532-0.0311396j 0.00895148-0.00897597j -0.0167275+0.00963077j -0.0152916+0.0257309j 0.015175+0.0335415j 0.0143823+0.00845487j 0.0112003+0.0302897j 0.00193912+0.00372984j 0.0366523-0.0381026j 0.0170164+0.0231478j -0.0038348-0.0606504j -0.0195632-0.00478778j -0.028862-0.0173744j 0.00625238-0.0160161j -0.0235536+0.0182345j 0.0486802+0.022961j -0.0234326-0.0204822j -0.00761049+0.0166894j 0.0298328+0.0132567j 0.00206597-0.010946j -0.00310341-0.00756394j 0.00909807+0.00174727j -0.00866699+0.0013646j -0.0061117-0.00603621j 
-0.0072721-0.00230279j -0.00410901+0.00551173j 0.00272845-0.00495584j -6.19253e-05-0.00234547j 0.00691856+0.0015299j -0.00695284+0.0202505j 0.0177194+0.00581904j 0.0115324-0.00931355j 0.00395073+0.00593906j -0.0153317+0.00736799j -0.00450892-0.0143481j -0.021404+0.00501723j -0.00849906-0.00164726j 0.0101475-0.0104608j -0.011191+0.0143832j -0.0121426+0.00933161j 0.00172563+0.0246543j 0.000319502-6.52662e-05j 0.00608759-0.00164038j -0.0359453-0.00321864j 0.023042+0.00805817j 0.00914285-0.000987701j -0.00275872+0.0269118j -0.00512972-0.000315765j 0.00560933+0.0148596j -0.00586063+0.0261006j -0.011721-0.00516554j -0.00766822+0.022418j 0.00249533+0.00942996j -0.0214762+0.000760601j 0.0167244+0.00938553j 0.0247871+0.00722965j -0.00258801-0.00755687j -0.00166295-0.00401888j 0.0983076-0.0111513j 0.0290443-0.0397952j 0.00377571-0.0111031j 0.0311052+0.00592379j -0.00977425-0.0183544j 0.0302739-0.0294078j -0.000425107-0.00822922j -0.0134109-0.00616031j 0.0188553-0.0091634j 0.0170719+0.0347192j 0.00472757+0.0179136j -0.0461761+0.00628756j 0.0374829+0.029355j -0.00578632-0.0357159j -0.0432004+0.00754846j -0.0127182+0.00842596j -0.00146485+0.0300597j 0.0245403+0.012765j -0.000500705+0.000248802j 0.00679613-0.00674347j -0.0130232-0.00410669j 0.000865564-0.0102645j 
-0.00311894+0.00190869j 0.00227572+0.0016443j -0.00217577+0.00482538j -0.000827376+0.00553141j 0.00348763-0.00464865j -0.00224918-0.00347987j -0.00362024+0.0022759j 0.00343521+0.00411714j -0.00783546+0.00520563j 0.0120011+0.000847348j 0.00659185-0.00549968j 0.00529282-0.00702076j -0.0107169-0.0119745j -0.00546444-0.0114336j -0.00231856-0.0107909j 0.00788867-0.00441624j -0.010187+0.00550598j 0.00970502+0.00445012j 0.0108176-0.00229814j 0.0134133-0.00404293j -9.17662e-05+0.0295486j -0.00218444+0.0190955j 0.0148624-0.00381507j 0.000900071-0.00442794j -0.00792839-0.0130318j -0.00300935+0.00962271j 0.0238742+0.00755049j 0.00754913-0.0226859j -0.0142503+0.00450996j 0.0183169-0.00419039j -0.000869208+0.00988685j 0.000868673+0.00629048j 0.0127828+0.00470236j 0.0383141+0.00225398j 0.0754578-0.0234055j -0.039255+0.0247318j 0.0238206-0.00320773j -0.00171192-0.0151226j -0.0370769+0.0160457j -0.0170984+0.00719254j -0.00867152-0.00832079j 0.0087362-0.0238675j -0.0216543-0.0146691j -0.00930237+0.0149753j -0.00693455-0.0257549j 0.019593+0.0246777j -0.031637+0.00148328j -0.0342336-0.000637794j -0.00433972+0.0196499j 0.0164763+0.00425351j -0.00367242-0.00852139j 0.00473151+0.00160414j -0.00352184-0.000984485j 0.00049044+6.39257e-05j -0.00469031+0.00177246j -0.00130711-0.00346842j 
0.000894605+0.000599978j 0.00281353+0.00205349j 0.00834656-0.01055j -0.00560692-0.00338464j -0.00400277+5.31603e-05j -0.00439188-0.00188007j -0.00995016+0.00505115j 0.00187974+0.000369619j -0.000640214-0.00307278j 0.00109436-0.00405844j -0.00910004+0.00238771j -4.03847e-05+0.000158557j 0.0036257-0.000871389j -0.000281128-0.00559204j 0.00051791+0.00110045j 0.00176361-0.00183701j -0.00528299+0.0134311j -0.00487984+0.00117125j -0.0262932+0.0116749j -0.00999221+0.00694307j 0.0126753-0.0252547j -0.00954694+0.00536813j 0.00199987+0.0121167j 0.0172559-0.00793068j -0.00470171-0.00256378j 0.0144413+0.00851939j -0.0192541+0.00213138j -0.0106536+0.0349349j 0.0133536+0.00179104j -0.0123588-0.0144974j -0.01285+0.0158548j 0.00479843-0.039862j -0.00420121+0.0217768j 0.0324965+0.00129777j 0.0411359+0.013409j 0.0265766+0.0179136j -0.0113702+0.0101247j -0.00401819+0.0298953j -0.0294282+0.0451261j 0.0546283+0.0137878j 0.0202452+0.00871843j -0.00247555-0.0291258j -0.0242798-0.0316463j -0.0119482-0.0361646j 0.035292+0.00770677j -0.0237031+0.000493116j -0.0175901+0.00866377j 0.00671625+0.00291804j -0.00244156-0.000598903j 0.0203083+0.0081324j -0.00920262-0.01269j -0.00419408-0.00307127j -0.00437563+0.00815629j -0.00742402-0.00722415j 0.00542532+0.00350194j -0.00103447+0.00228057j 
