0.00583433+0.0741123j 0.0134581-0.0107032j -0.0235284+0.0412072j -0.0292181+0.031788j 0.00487105-0.0530062j -0.0142071+0.00152164j 0.0120912-0.0659339j 0.0382881-0.0336753j -0.0284517+0.00924079j -0.00570273-0.00936723j -0.0188888+0.0201101j 0.00607495+0.00885714j -0.00964598+0.0224836j -0.00722868-0.00195759j -0.0390787+0.0766296j 0.0142301-0.032923j -0.0128175-0.0344294j 0.0115963-0.0345471j 0.0146214-0.0128968j -0.00720391+0.0391849j -0.0284992-0.0154799j -0.010259-0.00799532j 0.00294849-0.00117077j 0.00676531+0.00830776j -0.040967+0.0228642j -0.025527+0.0128766j 0.0108976-0.00950681j 0.00608979+0.0101167j 0.0121049-0.00080373j 0.0212438-0.025055j 0.0152183-0.00245997j -0.020434+0.00719654j -0.000121586+0.0240213j -0.00793089+0.0185909j -0.00227446-0.000764904j -0.00028382+0.00664389j 0.00159498-0.00546646j 0.0163091+0.00585128j -0.0247011+0.0278801j -0.0143359-0.0121954j 0.013649-0.00511837j -0.0124947-0.00229569j -0.00428686-0.00473406j -0.0359095+0.0146683j 0.00820553-0.0090605j 0.0506369-0.0170023j 0.0077348+0.0392018j -0.0196346+0.00784536j -0.00868418+0.0247227j 0.00891868+0.0139189j 0.0170135-0.0180609j 0.0216793-0.0049854j 0.00552343-0.0254223j -0.00474286-0.0179403j -0.0538311+0.0134208j 0.00899102-0.00605891j 0.00173318-0.005273j -0.0201029-3.22342e-05j -0.0260622-0.0141523j -0.0224137+0.0115399j 0.0369619-0.0197816j -0.103888+0.00584883j -0.0396329-0.0107591j -0.0158553+0.00934652j 0.0230535-0.037866j -0.0756265+0.0511375j 0.0691761-0.0866686j -0.00781184+0.0753792j 0.0415379-0.0254933j 0.00384804-0.0478453j 0.00298255-0.0414484j -0.0143935-0.00761166j 0.00581209-0.0144698j 0.033824+0.00127853j 0.11479-0.10395j -0.103912+0.098574j 0.114004-0.135079j -0.104234+0.0872944j 0.094211-0.0173845j 0.0161293+0.031921j 0.0552242+0.00797313j 0.0235998+0.0187403j -0.0109757-0.043278j -0.173033+0.142069j 0.0276934+0.00661674j 0.0300206+0.00560707j -0.0175807-0.00228092j -0.00395944-0.0150337j -0.0753531+0.0796117j 0.0264999-0.030228j -0.00959386-0.000162876j -0.0238734+0.060205j -0.0669066+0.0322069j -0.107985+0.200634j 0.144815+0.0202202j -0.178686+0.220682j -0.086015+0.0420748j 
-0.0444573+0.0981131j -0.080124-0.0220323j 0.041113-0.00601034j 0.0214562-0.00597189j -0.0109369-0.0389066j 0.11778+0.055811j -0.0293669-0.0176435j -0.05183-0.0161247j -0.0592375+0.00866492j -0.0516511-0.00795016j -0.0132993-0.0341591j -0.0535923-0.16806j -0.0859729-0.0831513j -0.0412479-0.021583j -0.159233-0.0341072j 0.0697124+0.0347097j 0.0715907-0.186418j 0.0849907+0.0356516j 0.059666+0.0610462j -0.0982125+0.032174j -0.0934497+0.0507259j -0.0633309-0.0455553j 0.0213646-0.0449255j -0.0123373+0.0620508j 0.0495768-0.0208546j -0.0997894+0.0106336j 0.0162513-0.0459578j 0.105792+0.0312825j 0.038251+0.0680679j -0.0945242-0.0487009j -0.0177985+0.0679449j -0.0164732-0.0227341j 0.0844891-0.00240199j -0.031377+0.0179153j 0.0452069-0.0014819j 0.0211991+0.0101129j -0.026332+0.0103334j -0.00247531+0.0613606j -0.00668889+0.0164633j -0.0353433+0.0427953j 0.0426691-0.0435375j 0.0173831-0.0215895j 0.0839219+0.0157387j 0.0272423-0.076399j 0.0914167-0.00553362j -0.0268144-0.0637808j -0.00391247+0.0249268j -0.0415218-0.000317529j 0.000106197-0.0294004j 0.0128405-0.0261137j 0.0209462+0.0267128j 0.0557459-0.0196381j 0.0239425+0.0381069j -0.0187165+0.0379495j 0.00871379+0.0299987j -0.00667998+0.0304503j 0.0406622+0.0208982j 0.0592068+0.0295821j -0.00763318-0.0219623j 0.025839+0.0370098j 0.0294847-0.00258508j 0.099074+0.00848373j 0.0403969+0.0423815j -0.00435031+0.00822044j 0.00211837+0.00145309j -0.0452842+0.0123444j -0.0116923-0.0586795j 0.00155063+0.0205011j -8.37114e-05+0.0124991j 0.0500514-0.047052j 0.0297497+0.00944332j 0.02075+0.0135449j 0.0073095+0.0131485j 0.0181582-0.0224229j 0.0162337+0.00998409j 0.0648185+0.0335645j -0.0466586-0.0115566j 0.0542684-0.00711636j 0.0336168+0.0368926j 0.00102165-0.028266j 0.035188+0.0475883j 0.0114292-0.0262527j -0.0184162+0.00687641j 0.00266767+0.00593465j 0.0454587+0.0242502j -0.0105649-0.00350015j 0.03536+0.0277023j -0.02073+0.00656064j -0.019401+0.00396649j 0.0527866-0.0343015j -0.0308947-0.0362848j 0.0222301-0.00915288j -0.0141386+0.0119748j -0.0342806+0.0296595j -0.0882134-0.00479886j 0.0428374+0.0208001j -0.0213647-0.0349939j 
0.0357414+0.0338511j -0.016366+0.0345892j -0.0143863+0.125597j -0.138474+0.00950458j -0.0112728-0.00335625j 0.0659875-0.0328239j -0.0452251-0.0584972j -0.0651657-0.0231187j -0.0384096-0.00131265j -0.0566372-0.0519299j 0.048814-0.0204341j -0.0570915+0.0764473j -0.0408734-0.000949489j -0.0587191-0.0191851j -0.0678663+0.0177227j 0.117747-0.00794786j -0.0645614-0.0444705j 0.0187973-0.0792591j 0.0647551+0.0201729j 0.00867799-0.0340373j -0.0109553+0.000195055j -0.164562-0.0877215j -0.155745-0.0769256j 0.0837823+0.0667995j -0.0743503+0.0415413j 0.0340838+0.052132j 0.0521569+0.114056j -0.0160113+0.0564279j 0.017996-0.0943803j 0.0203933-0.029263j 0.0571086+0.0750086j -0.0386855+0.0328609j -0.0239648+0.0635748j -0.0688497-0.0811306j 0.029635+0.0863957j -0.0178446-0.0357613j -0.023221+0.0748077j 0.0725961+0.0209023j -0.00277577-0.0294639j -0.0703055+0.0684617j 0.108056+0.0712904j -0.0215556+0.00908756j 0.0542851+0.0403431j -0.108396+0.0386839j -0.0369227+0.0477754j -0.053515+0.00446633j 0.084057-0.0800637j -0.0303565-0.0116087j -0.0626618-0.0519811j -0.00298403-0.00859002j 0.0476119+0.0252658j -0.0630246-0.00482337j -0.0408457-0.0330122j -0.015938+0.0416834j -0.0360876+0.141547j 6.95584e-05-0.00642575j -0.00481392+0.00857865j 0.0137567+0.0221139j -0.00123771+0.00181615j 0.0363938-0.0141019j 0.00976414+0.0348876j -0.0229993-0.0389689j -0.0167158+0.010784j -0.0282808-0.0046335j -0.00796522+0.0133924j -0.0207706+0.000864943j -0.0653766-0.068994j 0.0320044+0.00846085j 0.0166268+0.000468247j -0.0502136-0.0241305j -0.01109-0.00961323j -0.0122605-0.0094589j -0.016623+0.0238015j -0.0366861+0.00985372j -0.0469689+0.0179891j 0.0251942-0.00573116j 0.0467898+0.000109027j 0.0191217-0.00908018j -0.0284134-0.0292265j -0.000484783-0.0522485j -0.00935575+0.0159236j -0.0347299+0.0262874j -0.00459241+0.00319369j -0.066379+0.0137974j -0.00713968-0.0576221j -0.00826528-0.0226945j -0.00157624+0.00647746j -0.00459966+0.0039137j -0.0104383-0.014093j -0.0572333-0.0298049j -0.0692854+0.00209493j -0.0182973-0.0166681j 0.0482725+0.00762005j 0.0512613+0.00798323j 0.00482237+0.00594173j -0.0121445+0.00717878j 0.0181965+0.00573369j 
-0.0860831+0.0594527j -0.0796559-0.110947j -0.0251767+0.00325989j -0.0168406-0.0729308j 0.111319+0.00958766j 0.0569571+0.03439j 0.0890741+0.0454436j -0.0021197+0.0541796j 0.0235479-0.0173392j -0.0389902+0.0154215j -0.00931852-0.0714012j 0.051063+0.115677j 0.0291322-0.135225j -0.156061-0.0250787j -0.182978+0.0381318j -0.0426889-0.162502j -0.0614823-0.0664778j 0.11519+0.0535373j -0.0140793+0.0216567j 0.00331365+0.134517j -0.0169912-0.0376635j 0.0057636+0.0910063j -0.0480318+0.0257706j -0.00845437+0.0703314j -0.0557805-0.0528735j 0.069496+0.128888j -0.0393654-0.00350025j -0.0204656-0.00205398j -0.0105435-0.0643138j -0.057371-0.00930218j -0.0610815+0.00450999j -0.0228605+0.0104369j -0.0636758-0.0203483j -0.0255754+0.0868825j -0.0381817+0.00392939j 0.00778221+0.00474296j 0.0158829+0.0784422j -0.0057074+0.0075268j 0.00918698-0.00123946j 0.0308022+0.00240006j 0.0474788+0.00476572j 0.0306007+0.0738105j 0.0724142-0.103784j 0.0250492+0.0633631j 0.0898017-0.0100633j -0.0335259+0.0636015j -0.0399084+0.0109763j -0.0131758+0.0069486j 0.0571511+0.0510904j -0.0609665-0.0112815j -0.0534551-0.00655273j -0.0400043-0.0029173j -0.033117-0.0637912j -0.0171666-0.0401198j 0.0336667+0.0319171j 0.017425-0.0510355j 0.0205087-0.0208023j 0.0278267-0.0399626j -0.0363012+0.0451215j -0.0276544-0.0421518j -0.00953225+0.0356737j 0.0630879-0.0609387j 0.0215578+0.0266779j -0.00412934+0.00766405j 0.00142849-0.0372992j 0.0039129+0.0400118j -0.0274593-0.00899198j -0.0067903+0.0515229j 0.0166288+0.0416537j -0.0156373-0.00473383j -0.0271226-0.0449837j 0.0214663+0.0202461j 0.041214-0.0100657j 0.0206258+0.0427773j 0.0123497+0.0207534j -0.00237616-0.0732706j -0.0310623-0.0501619j -0.00503513-0.0365063j 0.0211561+0.00538818j 0.0123812-0.0313335j 0.0178525-0.0179098j 0.00757595+0.05651j -0.040732+0.0313278j -0.0339155+0.0294184j 0.0408786-0.0550121j -0.00514543-0.00103988j 0.0278511-0.0182368j 0.0204591+0.0112382j -0.0411582+0.0395916j -0.00992623+0.0150942j -0.00491592-0.00617197j 0.00655056-0.00168284j -0.0114134+0.00447352j -0.0482985+0.0285021j -0.0209147-0.00828354j 0.0245418+0.0324726j -0.0119497+0.000214289j 
-0.126738+0.0505134j -0.0448769-0.0929863j -0.00119531-0.11721j 0.0790091+0.0615513j 0.0417917-0.0296159j 0.0321943+0.033582j -0.0315709+0.0318675j 0.0274956-0.0427772j 0.00319905-0.0142905j -0.0762684+0.0121574j 0.029448-0.0173106j 0.11353+0.0133215j 0.0636752-0.116378j -0.103044+0.0226434j 0.00425129+0.0531966j -0.0400248-0.0943821j 0.0712057-0.0217607j 0.0304037+0.0117819j -0.0803-0.0378445j 0.0694934+0.0287635j -0.0220108-0.0453681j 0.0144629+0.14379j 0.00622205+0.120622j -0.0625611-0.00935933j 0.0465302-0.0490593j -0.00997542+0.0292779j -0.00314302+0.0224387j -0.0488834+0.0230302j -0.0159571+0.00748446j -0.0607686-0.0767851j -0.0471007+0.0173573j 0.0678348-0.0351185j 0.0274528-0.00293955j -0.0039492+0.0804175j -0.030254+0.07477j -0.0211691-0.0406921j -0.053673+0.068156j -0.0766205-0.0456865j -0.0148454-0.0518078j -0.00191588+0.00735328j -0.00259374-0.0129497j -0.0224367+0.017569j -0.0366202-0.051788j 0.0892633+0.00655711j -0.0308203-0.0378372j -0.0475651+0.105218j 0.00148113-0.0208558j 0.00425751-0.0215251j -0.0512563+0.00889559j 0.0141473-0.0448936j 0.0281955-0.0108495j -0.0864285-0.00546384j -0.0122868-0.0159066j -0.0115164+0.0435128j 0.0187951+0.00278943j 0.00844403-0.00790624j -0.00935717-0.00258205j 0.00239567+0.0345723j 0.0235237-0.0155306j 0.000497473-0.0243448j -0.00161079+0.0148542j -0.00851209+0.0254703j -0.021545+0.0231682j -0.0047499+0.0219612j -0.00778172+0.00486737j 0.0199115+0.0305881j -0.0483786+0.0348974j 0.042124-0.0413794j 0.0182001+0.00735472j -0.00962342+0.00796029j -0.0267625+0.00656483j 0.00383523+0.0314845j -0.03768+0.0579472j -0.0140324+0.0064567j -0.0579007+0.0455355j 0.0205787-0.0182037j -0.00872403-0.00903034j 0.00786258-0.0112937j -0.0490619+0.013967j 0.00434183-0.0424244j -0.0299772-0.0412472j -0.00135571+0.0116879j -0.0202702+0.0691683j 0.0310163-0.0238169j -0.0159845+0.00537228j -0.0413933+0.0177846j 0.00137411+0.0172713j 0.0180446-0.014379j -0.0489136+0.0505618j -0.0529627-0.00667957j -0.022412-0.00833551j 0.0121988-0.00917188j 0.0434143-0.00991203j 0.00177345-0.0158318j -0.0124312-0.0318479j 0.0328718+0.00220603j 0.0573092-0.00166311j 
-0.0203592+0.0722433j -0.0803353+0.0315059j 0.148216-0.01956j -0.00337429-0.00984493j 0.0642564+0.0345023j -0.021862-0.0217881j 0.147509-0.0193754j 0.0840854+0.0245265j 0.0608794+0.0270254j 0.107969-0.0954451j -0.0394686+0.0667179j -0.116721-0.0460647j -0.0376238+0.0422819j 0.0327913-0.00678701j 0.000412593-0.0096892j -0.0485472-0.00327472j -0.0791933-0.0596954j 0.0739442-0.0453541j 0.117078-0.0169616j 0.057673-0.0250029j 0.115931+0.0372638j 0.0288763-0.0306969j -0.0932877-0.0769125j -0.0191929-0.00232227j 0.00317717+0.00833679j 0.104821+0.0227949j -0.0412612+0.0294145j 0.0274007+0.00473332j 0.0297465+0.0229746j 0.00165326+0.00279375j 0.0190032+0.0128589j 0.00204418-0.00749206j -0.0632787+0.0166079j 0.0421893-0.0270354j -0.0719391-0.0298009j 0.0314943+0.0381575j 0.0128213-0.0160752j -0.0220148-0.00386778j 0.0638017-0.0233427j 0.0916452+0.0149963j -0.0344348-0.0188372j 0.0119158-0.0137322j 0.0159142+0.0282962j 0.0231824-0.0281065j 0.00380263-0.0114204j -0.0676507-0.065379j -0.0890769+0.0471629j 0.0163369-0.0380058j 0.00351495-0.0647763j 0.0620799-0.0226446j 0.0238143+0.00797491j 0.088659-0.0173797j 0.00875162-0.0257452j 0.0332579+0.0101455j 0.0304633-0.00916338j 0.00847903+0.0236348j -0.000681598-0.00856852j -0.00785541+0.0038591j 0.00377776+0.0198238j 0.019032+0.0168481j -0.0122196-0.0189462j 0.0679513-0.00130486j 0.0308151-0.00228615j 0.035976+0.0189181j 0.0157273+0.0269799j 0.0910605+0.0186488j -0.00938413-0.0300368j 0.00306233+0.00963112j -0.0202826+0.0204903j 0.058497-0.0444172j 0.00975876+0.0137732j 0.0538385+0.00631656j -0.0174506-0.0456287j -0.013305-0.0231766j -0.0093494-0.017045j 0.0184661+0.00980901j -0.0846932+0.0264738j 0.0257436+0.00675674j -0.00497848+0.00148173j 0.0157776+0.00193457j 0.0398934+0.0149372j 0.0200061-0.0230843j -0.00422758-0.0203846j 0.112817-0.000148849j 0.00679293+0.0180401j -0.0109923+0.000591179j 0.0203662-0.00485199j -0.004472+0.00953356j 0.00410931-0.021094j 0.00767761-0.039879j 0.0539288-0.0263623j 0.0435183-0.0173824j -0.00509287+0.00504449j -0.0456106+0.0269604j -0.0609997+0.0138706j 0.0765962+0.00473385j 0.0072447-0.0134732j 
-0.0924316+0.0869718j -0.0157155-0.10885j 0.00178255-0.155846j 0.00246633-0.0255534j -0.0177614-0.0941443j -0.0124317-0.0350028j -0.0110306-0.146489j 0.00738814+0.0217554j 0.129035+0.00901965j -0.0447617-0.144675j 0.0369049+0.0743437j -0.00847619+0.0410625j -0.030675-0.0465706j -0.0795069-0.0377375j 0.00244728-0.0226066j 0.0140885-0.075432j 0.0293974-0.00662487j -0.00967732-0.120044j -0.00135817-0.0736898j 0.072813+0.057985j 0.049524-0.114173j -0.00146858+0.0296112j 0.0182979+0.050787j 0.000642337-0.012921j 0.03298-0.00766185j 0.0625091+0.00617815j -0.0362517-0.0387578j -0.0453543-0.0156062j -0.0311786-0.0477755j 0.0550087+0.00385912j -0.033156-0.0177185j 0.0371455+0.0270421j 0.00273951+0.0863293j 0.00194917-0.0542784j -0.0161153+0.0441577j -0.0225614+0.0252898j 0.00857073-0.00870427j 0.0227125+0.000161719j 0.00991513-0.0409361j 0.0679556-0.0924583j -0.0112895+0.0287111j 0.0180124+0.0108038j -0.0110043+0.00856946j -0.0199583-0.0327248j -0.0386644-0.0171236j -0.069224-0.0221534j 0.0107811+0.106066j -0.00224322-0.0888951j -0.0588036-0.0858088j 0.0120488-0.0953108j 0.000977358-0.0753602j -0.0165354-0.0669909j -0.0115627-0.0602445j 0.018082-0.0289068j 0.0388915-0.00117559j 0.0034582-0.00468009j 0.0206679-0.0160073j 0.0504745+0.0199588j 0.0127248+0.029024j -0.00347171-0.0460877j 0.0343771+0.0216084j 0.0330064-0.043839j 0.0170254-0.00552812j 0.00269063-0.0221923j 0.0133721-0.00712859j -0.00172867-0.0248106j -0.017244-0.0352577j -0.00202747+0.0443465j 2.36554e-05+0.0335932j 0.017445-0.0975331j 0.0188167+0.0161573j -0.000929203-0.0193375j -0.00784326-0.0142133j -0.00756094+0.0263616j 0.000624355-0.0185805j 0.0081733+0.0287044j 0.0395364+0.0148136j 0.0004312-0.00840755j -0.0310578+0.0268979j -0.0209903-0.0324674j -0.0219237-0.0248876j -0.0203451-0.00413527j 0.0064468-0.0315659j 0.0068597-0.0481251j -0.00937701+0.00620399j -0.040719+0.00625806j 0.0375481-0.0279745j 0.0152961+0.0190964j -0.0335618+0.0116507j -0.0151635-0.015881j -0.0252785-0.0874065j -0.010682-0.0134448j 0.00820999+0.0120286j -0.0356101+0.0873938j -0.0196128+0.0401676j -0.0125461-0.00234756j 0.0265696+0.00746508j 
0.0276293-0.0687872j 0.0236198-0.0406639j -0.0494919-0.135159j 0.0277451-0.0465814j -0.0648064-0.0363533j 0.0214957+0.00724755j -0.055902-0.107646j -0.0563538-0.0288436j 0.018759-0.0184873j -0.0172944-0.0162165j -0.0314073-0.0358966j 0.026213+0.0288287j -0.0271396-0.00666647j 0.00484456+0.0018984j 0.00688594-0.113894j -0.00616395-0.00732739j 0.0248663+0.1147j -0.00298303-0.0147959j -0.0534955-0.0574422j 0.00248801-0.0499868j -0.00766149-0.0572342j 0.0215673-0.00403299j 0.0436407+0.0640109j 0.0418386+0.00243296j 0.0313795-0.00813182j -0.0243982-0.0449567j -0.056367-0.0554469j -0.011542+0.0563049j 0.013988+0.0583273j 0.00181769-0.00320141j 0.00478986-0.0562817j 0.0166129+0.0377932j 0.0298376+0.0704968j 0.0473823-0.0278447j 0.0264104+0.0392759j -0.00953078+0.00886109j 0.0138157-0.0274206j 0.00235311+0.0420424j 0.00481296-0.0463831j -0.0277429-0.0886349j -0.0524807+0.0204484j 0.00497693-0.0014767j -0.0218716-0.0163406j -0.0174967+0.00163552j -0.00681356+0.0184049j 0.00790467+0.0514359j 0.056043-0.00381105j -0.000765435-0.0278321j 0.0190669-0.0145865j -0.0208043-0.0650455j -0.0474868-0.015698j -0.0192919-0.00942313j 0.022446+0.0257908j 0.00232357-0.0487639j 0.0123015+0.0130191j -0.00352224-0.0107768j 0.0164834+0.0251159j 0.00523229+0.00354092j -0.0258137+0.0195939j -0.0248097-0.0200959j -0.000602213+0.0124407j -0.00800316-0.00116733j 0.00859296-0.00265311j -0.02492-0.0461397j -0.0150836-0.0293129j -0.000398354-0.0330513j 0.0146544-0.0331521j 0.00262644+0.0204285j -0.00892394-0.00193558j -0.0312761+0.0193419j -0.0272906+0.0422344j -0.0232688-0.0223162j 0.0260999-0.00542215j 0.0200938+0.00733317j -0.00900756-0.0198651j 0.00274147+0.0242439j -0.0214926-0.0130634j -0.00781669+0.00629182j 0.0307268-0.00568081j 0.00618529-0.034826j 0.0084829-0.0421375j -0.0105936+0.0110239j -0.00988586-0.011655j 0.0084931-0.0229225j 0.0157699+0.0275973j -0.00162547+0.00747751j 0.00859276+0.0132325j 0.0166723+0.0106219j 0.0336785+0.0137434j 0.00918729+0.0454887j 0.0232909-0.0512602j 0.0209843-0.0155854j -0.0140745+0.0311576j 0.0207115+0.00455901j 0.0372186-0.0174563j 0.0188382-0.00431203j -0.0177071+0.02105j 
-0.0125652+0.0625151j 0.0746946-0.120143j 0.0482319+0.0252004j 0.0436456+0.0544356j -0.0226597-0.0666513j -0.0573441+0.0352127j -0.0983664-0.0725433j 0.0772081-0.0197488j -0.026343-0.135993j 0.0164382-0.0358571j -0.0026341+0.0486309j 0.0395109+0.0351322j 0.0240695-0.0848453j 0.00370701-0.00985838j -0.0101311+0.049716j -0.0169381-0.0448412j -0.0053286-0.0108347j -0.0241105-0.0298987j 0.023193+0.0182719j -0.00586402+0.0476631j -0.000106384-0.0964425j 0.00204559+0.024544j 0.0311229+0.0358775j -0.0521293-0.0257481j 0.0184414+0.0128735j -0.0258756-0.0121968j 0.0495294+0.0492682j 0.018288-0.0122349j -0.0319629-0.0622341j 0.0297712-0.0279768j -0.015419+0.00206563j 0.011229-0.00869335j 0.0236694+0.0120563j -0.0332425-0.0235409j -0.0132799+0.0302434j -0.00939644-0.0212274j -0.00737675+0.0144027j -0.00980653-0.011891j -0.0659894+0.0186644j 0.0321781-0.00491779j 0.0163883+0.00831978j 0.0116328-0.00220745j 0.00808003+0.000792004j 0.00482262+0.0029234j 0.032093-0.0208592j 0.0133086-0.00672572j -0.0379049+0.0637798j -0.0231912-0.00412977j -0.00928728+0.00689053j 0.00917165+0.0246112j 0.0198132-0.0238838j 0.0306251-0.027214j -0.0422649-0.0309564j -0.0133399+0.00734621j -0.0132077-0.0108418j 0.0133481-0.0162966j -0.0115475-0.0294128j -0.0193496+0.00732304j -0.000839206+0.0182624j -0.0277481+0.00559045j 0.0223968-0.00267883j -0.0271894-0.0209769j 0.00583609-0.0347172j 0.0290951+0.00427832j 0.00220931+0.0105174j -0.0263184+0.0172894j -2.966e-05-0.0214834j 0.00565089+0.0281076j 0.0125002-0.00489186j -0.0032245-0.0115018j 0.0131649-0.0229711j -0.00207167+0.0132222j -0.00333465-0.0151184j 0.0214477-0.0092241j 0.0246869-0.0160715j -0.0215382+0.0022741j 0.0456004-0.0325334j -0.0205458-0.0053403j 0.000357304+0.0052747j 0.0201947-0.0107923j 0.0258065+0.00541411j 0.00202775+0.00697835j -0.0380377+0.025514j -0.0527028+0.0290495j -0.00607981-0.0252052j 0.00516969-0.00294296j -0.0119649-0.0257508j -0.00667444-0.0101515j -0.0335801+0.0229391j 0.0101223-0.0377682j -0.0143196-0.0137952j -0.0167559+0.0249241j -0.0251689+0.0214449j 0.00555642+0.0330114j 0.0209058+0.00251555j -0.0464266+0.0262843j -0.0449748+0.0253115j 
-0.108835+0.113548j -0.00615528+0.0303017j 0.017714-0.121798j 0.124807+0.105522j 0.0506264-0.0590284j 0.0168597-0.0199687j 0.0427492-0.0816775j 0.0121843-0.0993231j 0.00327161+0.065509j -0.0506268-0.0683682j 0.0430983+0.0807601j 0.0203558-0.0504868j -0.0102164+0.0234062j -0.0379929+0.00260304j 0.0263176+0.0408851j 0.000714192+0.0381124j 0.0732683-0.0471208j 0.00695035-0.0571432j -0.08403-0.0579367j -0.00354767-0.0500947j -0.00200009+0.0406485j 0.00726445+0.00241936j -0.0175552+0.0174528j -0.0378619+0.052802j 0.017658+0.0186655j 0.0011235+0.0212158j 0.0615011+0.0048268j 0.00606486-0.0186237j -0.0159621-0.013623j -0.0238534+0.00228948j 0.017993+0.0168174j 0.00244717-0.0143142j -0.0225315+0.00825548j -0.0205209+0.000725284j 0.0112871+0.0247708j -0.0180636+0.014958j 0.011072+0.0129981j -0.0251879+0.00541582j 0.0143469+0.0286748j 0.0251561-0.0068163j -0.00356745-0.0257776j -0.0127428+0.0134086j 0.0106963+0.00484612j 0.00479362-0.0256333j -0.0251277-0.0211519j -0.0249732-0.045257j 0.0114991+0.0576494j -0.00352113-0.00552348j -0.020159-0.010595j 0.0227055-0.00509558j 0.0151669-0.0234389j -0.0132473-0.0356577j 0.00672598-0.00983111j 0.0158779+0.012339j -0.00935222+0.0112723j -0.0121937-0.00643264j -0.00102518+0.00868401j 0.0270175+0.0384746j 0.017107-0.0227148j 0.0287541-0.00854809j -0.00119033+0.00404347j 0.0211005+0.0228239j -0.011091+0.00851505j 0.00656499+0.0143319j 0.023665+0.00349286j 0.00735642-0.0259445j 0.0172758+0.00219026j -0.0142061-0.0215731j 0.000386615-0.0196823j 0.0267113-0.0240655j 0.00170403-0.00880724j 0.0189377-0.0228143j -0.0276972+0.0350665j -0.0228843+0.00771882j 0.00662475+0.00831702j -0.0203345+0.048673j 0.0227525+0.00280187j -0.0057499+0.0426355j -0.0378233+0.0274977j -0.00519324+0.0288635j -0.0166559+0.026805j 0.00212943-0.0262954j 0.0247257-0.0221863j 0.0242751+0.00346998j -0.0284277+0.0293075j -0.0164618-0.00183318j -0.00224365+0.0127787j -0.00604705+0.00134516j -0.0409782+0.0192569j -0.0194875-0.000465581j 0.0215452+0.00599912j -0.0062894+0.0127085j 0.00869667-0.0319128j -0.0525084+0.0227741j -0.0184515-0.0058499j -0.0191175+0.0245218j 0.043512-0.0437021j 
-0.17891-0.20861j -0.111533-0.0334089j -0.12619-0.222444j -0.117555+0.00175507j 0.0621376+0.105212j 0.0688894+0.0415478j 0.0518762+0.0966507j 0.0679355+0.0326794j 0.00903424+0.0223665j -0.0341889-0.0243328j 0.0193036-0.00107326j 0.0577455+0.0394685j -0.0633946+0.0162168j -0.130457-0.0994139j -0.149099-0.128501j 0.000247149+0.0185091j 0.0685281+0.0886568j 0.130393+0.0871367j -0.0211095-0.0958849j 0.0895599-0.00521836j -0.0466744+0.00546081j 0.0293586+0.0396511j -0.0255375-0.0433092j -0.0358856-0.0289394j -0.0378992-0.0127745j 0.0102307-0.0249709j -0.0923641-0.0812367j -0.0592197-0.0275526j -0.0147261+0.0341695j 0.0342726+0.0205495j -0.0487415-0.0202408j -0.00921372+0.00145909j -0.0271802-0.0412613j 0.0139373+0.047513j -0.0420394-0.0479856j 0.00264744+0.0208723j -0.0220275-0.0225589j -0.0139604-0.0414165j 0.0214804+0.00896234j 0.00114866-0.0163426j 0.0517155-0.00225699j 0.0074682-0.0410421j 0.0233565+0.00895265j -0.00209336-0.00254861j 0.0328258+0.0475944j 0.00216805+0.00756089j 0.031927-0.00185421j 0.00147183-0.00197883j 0.0427786+0.0175895j -0.000768946-0.0422907j -0.039942-0.038688j 0.0175934+0.00227816j -0.0382493+0.0228657j -0.0413736-0.0227102j -0.0337169-0.0462384j -0.0190281-0.0150742j 0.00575511+0.0108489j 0.00465337+0.0187477j -0.00822849+0.0159906j -0.0195975+0.00433267j 0.0127185+0.00590009j 0.0168611+0.0293507j 0.00634+0.0182686j -0.00391776-0.0242199j -0.00564683+0.0148662j -0.0114611-0.0259691j 0.0456474+0.0780525j 0.0236982-0.0228752j 0.0180265+0.0209507j -0.0234777-0.0271893j -0.036211-0.0142075j -0.00201922-0.000438816j -0.0225275-0.0156513j 0.0342964+0.0149298j 0.0101765+0.0126797j -0.0236785-0.0443396j 0.00977816+0.0353314j -0.00307284-0.0212371j -0.00565976-0.0100725j 0.0207749+0.0101993j -0.0250873-0.0423631j 0.00995665-0.00364517j -0.0217162-0.00575868j -0.035386-0.051947j 0.00180505+0.00871688j -0.0078411-0.00974882j 0.00237376+0.0104206j 0.0125539+0.0165451j -0.0360348-0.0548511j 0.00175237+0.0337195j -0.00670421+0.0194197j -0.00606313-0.028085j 0.0100956-0.0026526j 0.00501789-0.0420375j 0.0198156+0.0462954j -0.000643386-0.078896j 0.00814614+0.0152929j 
