-0.157287+0.0832594j -0.0768157-0.155812j 0.0833832-0.197716j 0.208128+0.0835531j -0.0132356-0.0151764j -0.0460148-0.0389187j -0.0255209+0.153309j 0.161317+0.0508318j 0.0564607-0.0775927j -0.00945358-0.0685607j -0.0625263-0.0279903j -0.0227437+0.0500832j -0.116057+0.00312714j -0.0404202+0.0493016j 0.0737337+0.047268j 0.0719696-0.0119905j -0.0198185-0.0984346j -0.0124762+0.0729066j 0.0845304-0.0722195j -0.0236331+0.0123297j 0.080666+0.157134j -0.0213818-0.0196151j -0.0699413-0.0277266j -0.0186985-0.110843j -0.030016+0.0046316j -0.0840274-0.0211454j 0.0253284-0.0544472j -0.0489905+0.0576797j 0.0645211-0.148616j 0.000597214-0.0117516j 0.00518125+0.0183466j 0.0473535+0.0134765j -0.0649986-0.0203308j -0.0143969-0.034113j 0.00741741-0.0121705j 0.00379831-0.0849146j -0.000968511-0.0330435j -0.0659528+0.0296505j -0.140154-0.0107487j 0.00436816+0.00108892j -0.0583085+0.017999j 0.105726-0.0578504j -0.102085-0.0234805j -0.0281451-0.01689j -0.0389694-0.0685379j 0.0608887+0.0593826j 0.0492899+0.00669846j 0.0305111-0.0476651j 0.0155401-0.00423483j -0.0438299+0.0656743j -0.0048349-0.0867604j -0.0719372-0.0306427j 0.0454537-0.0898437j -0.0818463+0.0602753j -0.0290178+0.0143012j -0.0315384-0.00894463j -0.0127267-0.0157681j 0.0153208-0.106918j 0.084141+0.00237029j -0.0259535-0.0250549j -0.0470046+0.0233364j 0.12328-0.00272839j -0.0717539-0.0482121j -0.0537263-0.106255j -0.00856597+0.0464435j 0.044177-0.0433912j -0.0237271+0.0263144j 0.0225258+0.021131j -0.0497481-0.0714046j -0.064099+0.154325j 0.0628025+0.0338163j -0.0307943+0.0979123j -0.156528-0.0404423j 0.131722-0.121116j -0.120182-0.125839j -0.178305+0.0297556j 0.0327496+0.183068j 
-0.00203137+0.00332483j -0.00267013+0.00106341j 0.00704403+0.000809857j 0.000381381-0.00653536j 0.00590329+0.00715497j 0.00959895-0.0013533j 0.00223325+0.00649498j -0.00449472-0.00417664j 0.00992914-0.00375712j -0.000175774+0.00737316j 0.0011704+0.00781984j -0.00197626-0.00262137j 0.0061815+0.00110496j -0.00182781+0.00751228j -0.00160019+0.00416354j -0.00569281+0.000154523j 0.00184108+0.00589503j -0.00120885-0.00398759j -0.000219746+0.00101171j -0.00712449+0.0025466j -6.95067e-05+0.00292277j -0.00135588-0.00237968j -0.00395827-0.00124395j -0.00543099+0.000173664j 0.000321317-0.0028962j 0.00232662+0.000100083j -0.0033604-0.00066591j -0.00629764+0.00265147j 0.000283605+0.0099416j 0.00387132-0.00176821j -0.0019563-0.00323841j -0.000541942-0.00116766j -0.00505881-0.00422294j 0.00612676+0.000339817j 0.00337345-0.00094091j -0.00131612-0.00233688j -0.00110916-0.000670005j 0.00324653+0.00470445j 0.00501812+6.21865e-06j -0.00150523-1.26378e-05j -0.000213805+0.0030528j -0.000752718-0.000959349j -0.00137673-0.00548908j -7.1651e-05+0.00127989j 0.00591517-0.00534509j -0.00159813-0.000345929j 0.00047894+0.00154682j 0.000951524-0.00327264j 0.00227343-0.00206672j 5.43244e-05+0.00212747j 0.00158198+0.000604084j -0.00337161-0.000396148j -0.000782678+0.00256058j 0.00232357-0.00103913j 0.00182372+0.00332846j 0.000205624+0.00575916j 0.00147607+0.000761382j 0.00177422-0.000601723j -0.00183662+0.00133311j -0.00232085+0.000423236j 0.0015829-0.000850352j 0.000875274-0.00385063j -0.000511517-0.0016212j 0.000121429-0.00173416j 0.00131144-0.00172006j -0.00113961+0.00442604j 0.00232664-0.000778488j 0.00239447-0.000381377j -0.000288259+0.00126698j -4.70136e-05-0.00118343j 0.000127754-0.00148553j -0.000652078-0.00100113j -0.00119137+0.0011775j 0.00110509+0.00107596j 0.00110984+0.000759768j -0.00067348+0.000821635j 0.00106439+0.000391574j 
-0.00159217+0.00078781j 0.00164913-0.00280475j -0.000819644-0.00712256j -0.00708959+0.00207784j 0.00555837-0.00211739j -0.00530422-0.0050266j 0.00669746+0.00306622j -0.00463724+0.00692324j 0.000397366-0.00996687j 0.00660539-0.00284746j 6.01246e-06-0.00111395j 0.00158178-0.000189155j 0.00193666-0.00515546j 0.00604234+0.00755306j -0.00055446-0.00528166j 0.000298484+0.000236106j -0.00184682+0.00284007j -0.000154857-0.00173007j -0.00198542+0.00134797j 0.000879008-0.0060436j -0.00574263-0.00189681j -0.000433999-0.00126117j -0.00336816-0.0017688j -0.00197117-0.00212818j 0.00075685-0.000675272j -0.00401779+0.0036718j 0.000290132+0.00225483j 1.86915e-06-0.000491953j -0.00829453-0.00401303j 0.00314137+0.00235333j 0.00425586-0.00227034j -0.00347074+0.00673992j 0.00255309-0.00386483j 0.00183258+0.00297397j 0.0083336+0.00169152j 0.00307496+0.00182656j -0.00422892-0.0022817j 0.000354034-0.00186787j -0.00125548+0.00479948j -0.00335952-0.00502137j -0.00538606+0.00064448j -0.000397014-0.00135275j -0.000176814-0.00102718j -0.001206-0.00227678j 0.000891073-0.000570781j 0.00160369-0.00181562j -0.000184029+0.00264726j -0.000360951-0.00240273j -0.0017525-0.00213838j -0.00169789+0.00185087j 0.0020713+0.0030444j -0.00129662+0.00113001j 0.000493871+0.00269852j 0.00100577+0.000403228j 0.000392544-0.00171169j -0.00165863-0.000917431j 0.000544924-0.00249226j -0.00165464+0.00242971j 0.00386942+0.00419677j -0.000906426-0.000581673j 0.00282473-0.00108417j -0.000373741-0.000925351j -0.000499443+0.00312899j 0.000154551+0.00192024j -0.000118088-0.00465681j -0.000121263+0.00243195j 0.000905064+0.000846513j 0.000756363-0.00149947j 0.000772723-0.000981297j -0.00551444+0.00244426j 0.000776601-0.000812415j 0.000634875-0.00242219j 0.000954147-0.00063822j 0.000210843-0.00147436j -0.0011751+0.000585329j 5.17604e-05+0.000347772j 3.53271e-05+0.000147229j 
0.00316265-0.00207551j -0.00155355+0.00224874j -0.00638272+0.00699847j 0.00617029+0.00512921j -0.0114041-0.00102637j 0.00276006+0.00753341j -0.00419714-0.00159571j 0.00382818+0.00140134j -0.00357771+0.00802476j -0.0021368+0.000151349j -0.00107407+0.000176916j 0.00154176+0.00456829j -0.00058455+0.00471577j -0.0039444-0.00286113j 0.000496586+0.000317129j 0.000797882-0.0027043j -0.00331351-0.00548819j -0.0066395+0.00705402j -0.000476983+0.000304911j -0.000616834+0.000752134j 0.00076585-0.0040348j 0.00419756+0.00501362j 0.00116804-0.00300724j 0.00498753+0.00349495j -0.0065966+0.0032117j -0.000700899-0.0041851j -0.00026792-0.00364637j 0.00523318+0.0018848j 0.00685326-0.000569349j -0.00294181-0.00199549j 9.82337e-05+0.0038847j 0.00392809-0.00446618j 0.000544023+0.00235492j -0.00178338-0.00434482j -0.00619503+0.000844598j -0.0041552+0.000680002j 0.00279957-0.000425283j -0.00289955-0.00149753j -0.000659441-0.00402864j -0.00208397-0.000211757j 0.0048452+0.00169498j 0.00079787+0.00340969j 0.000274449-0.00226141j -0.00113768+0.00431306j -0.0022321+0.0017493j 0.000613681+0.00371274j -0.00137936-0.00183597j 0.00149548+0.000948422j 0.000529113+0.00507594j 0.000161288-0.00152827j -0.00203306-0.00126666j 0.00216968-0.00174238j -0.00038875-0.00223363j -0.00142171-0.000572386j -0.000890869-0.000396644j -0.00186175-0.000958657j 0.000488417-0.000137948j -0.000669711-0.00296495j -0.00244269+0.00238714j 0.00128712+0.00302459j 0.00215667+0.0019414j 0.00163262-0.00275049j -0.000193414+6.12417e-05j 0.00182448-0.000931793j -0.000103541+0.00265885j 0.00169047-0.00515133j -0.00212192+0.000999705j 0.00042764-0.000397785j -0.00127469-4.38551e-05j 0.00142726-0.000647062j -0.00239837+0.000389375j 0.00168287+0.000648314j -0.0028453-0.000976128j 0.00118364-0.000312136j -0.00111645-0.000971026j 0.000823495+0.000817794j 0.00115788-0.000243211j 
-0.00389114+0.0041012j -0.000633007-0.002866j 0.00742833-0.00718773j -0.00278858-0.00472038j 0.00813009-0.000535325j -0.00109018-0.00547612j 0.00393008+0.00418177j -0.00361428-0.00155659j 0.00873192-0.00594599j -0.00154474+0.00193253j -0.00440448+0.000238984j -0.000974254+0.000774385j 0.00292283-0.00223409j 0.00328388+0.00678089j -0.00400783-0.000661124j 0.000328401-0.00141712j -0.000180971+0.00472051j -0.00208709-0.000607573j -0.00170767+0.00157896j -0.00373148-0.0045623j -0.00568735-9.70745e-05j -0.00133186+0.00195853j -0.00217714+0.00482039j -0.00226207-0.00326001j 0.00368876-0.000796666j -0.0020198+0.000258286j -0.00201239-0.00195811j -0.00777776-0.00188699j -0.00493486+0.000386461j 0.0026843-0.00392666j 0.000537063-0.00113734j 0.000597732+0.00508151j -0.0027208-0.00250763j 0.00224335+0.0024536j 0.00254187-0.00155598j -0.00130109-0.0044884j -0.00275162-3.36342e-05j 0.0043091+0.00115964j 0.00282809+0.00892558j -0.00436087+0.00125449j -0.00178904+0.00304336j -0.00289391-0.000491408j -0.00173548-0.00234658j -0.00073247-0.00159832j 0.00244574-0.00142109j 0.00168214-8.98545e-05j 0.000501915+0.00335756j 0.000192174+0.00270032j -0.000685112-0.00338379j -0.00162148-0.00119451j 0.00396173+0.00665892j -0.00164122-0.00313311j 0.000839494+0.00193054j -0.00266151+0.00159868j -0.00013424+0.00562827j -0.00121185-0.00420606j 0.00441029+1.9051e-05j -0.00107849+0.00203463j 0.00168509+0.00131472j 0.00102885+0.00231509j 0.00029247+0.000914777j 0.0015462-0.000514966j 0.0016301-0.00251157j -0.00227847+0.000526837j -0.00187766-0.00506881j -0.00193573+0.000335731j 0.00197825-0.00312699j -0.00173706+0.000977939j -0.00117531-0.00130643j -0.00167788-5.4812e-05j 0.00405905+0.00138551j -0.00230526+0.000507853j 0.00151891-0.000759274j -0.00043764-0.00119342j 0.00065848-0.00204607j -0.00227134+0.000717226j 0.000175161+0.00164249j 
0.00255811-0.0018553j -0.000755145+0.00290423j -0.00238944+0.00655373j 0.00492342+0.00175335j -0.0037719+0.00352329j 0.00245434+0.00337058j -0.00448358-0.00392397j 0.00411526-0.000294626j -0.00578802+0.00457921j -0.00164044-0.000531716j 0.00331296-0.00124839j 0.00198413+0.000913618j -0.000458587+0.00289909j -0.00204611-0.00399635j 0.00144208+0.00290873j -0.000597426+0.00124497j 0.00122687-0.0030981j 0.00124088-0.001353j -0.000930673-0.00210323j -0.000936237+0.00423535j 0.00524222+0.00029279j 0.00202437-0.000785382j 0.000647802-0.00142393j 0.00204765+0.00250885j -0.00150691+0.000167878j 0.00125018-0.0025706j 0.000185019-0.00180628j 0.00279094-0.000392329j 0.00544699+0.000772017j -0.00190427+0.000123135j -0.00105424+0.00191308j 0.00107637-0.00316607j -0.00021865+0.0020262j 0.000182021-0.0020187j -0.00344194+8.58969e-05j 0.000273495+0.00130847j 0.00140623+0.00131327j -0.00157785+0.00027665j -0.00114234-0.00347146j 0.00266173+0.000500831j 0.00249097-0.000664267j 0.00136295+0.00218696j 0.000799559+0.00177909j 0.00137787+0.000890858j -0.00114692+0.000322076j -0.000217762+0.000427663j 0.000224183-0.00205611j 0.000262863-0.00075494j 0.00129406+0.00181995j 0.00226082+0.00093118j -0.000875466-0.00465829j 0.0010872+0.000477607j -0.000217788-0.000861364j 0.00191212-0.00223591j -0.000714736-0.00195019j 0.00145528+0.00306277j -0.00296779-0.000787676j 0.00130737-0.00304733j -0.00272658-0.00248905j -0.00141983-0.00147777j -0.00145836-0.000698241j -0.000312139+0.00112878j 1.9956e-05+0.000439629j 0.000267383-0.000603433j 0.00111762+0.00203132j 0.000460366-0.00161061j -0.000281028+0.000477845j 0.00214739-2.06124e-05j 0.000491999-0.00028059j 0.00208481-0.000116914j -0.00216911+0.00152202j 0.00129143+0.000571795j -0.000867092+0.000151677j 0.00168894-0.000564513j -0.000617914-0.000371335j 0.00117126-3.40395e-05j 0.000428351-0.00102516j 
-0.000663031+0.00336703j -0.00406207+0.0040009j 0.00759896+0.00794425j 0.00563775-0.00958195j 0.00591466+0.00769869j 0.00924662+0.0012099j -0.00243847+0.00280151j 0.000537291-0.00796835j 0.0038572+0.00673341j -0.00704571+0.00547771j 0.00419321+0.00192342j -0.00211888-0.00103744j 0.00313548-0.00171406j -0.0026155-0.000977319j 0.000962696+0.00334791j -0.00107523-0.00376662j -0.000256847+0.00179386j -0.00161356-0.00575593j 0.000238612+0.00728608j -0.00849702+0.00207487j -0.00010235-0.000784064j -0.00229973+0.00395897j 0.0035943+0.00326305j -0.00422349+0.000626209j 0.00329969-0.00376492j 0.005055-0.00262615j -0.00131658-0.00482694j -0.00222623+0.00242332j 0.0040189+0.00892422j 0.00117237-0.00128952j -0.00143247-0.000698349j 0.00338716-0.000281793j -0.00397931+0.00228147j 0.00471169+0.00343824j -0.00209262+0.00051291j -0.00489082-0.0055188j -0.000784076+0.00151496j 0.00265749+0.00454887j 0.00615454-0.00348245j -0.000167579-0.000805729j 0.00588289+0.00191233j -0.00131614+0.00453612j 0.000379623-0.0018236j 0.00260595+0.000142196j 0.00239329-0.00176365j -0.00205492-0.000274319j -0.00257466+0.00135764j 0.00147615-0.000448901j 0.00366911-0.00117497j -0.00054084+0.00247394j -0.00166745+0.00086806j -0.00419489+0.000120124j -0.000454548+0.00479173j 0.00163369-0.00245135j 0.000355247+0.00223619j 0.00155891+0.00502282j 0.00243821-0.00148793j 0.000802751+0.00115169j -0.00213719-0.000906097j -0.00199797+0.00167214j 0.00229557-0.00168167j -0.0020543-0.00211717j 0.000846591-0.00145038j 0.000119621-0.00114385j -0.000212852+0.00283957j -8.53646e-05+0.00416697j 0.00412222-0.0030402j 0.00191758-0.0023172j 0.000990021+0.00128153j 0.00273759-0.00392451j -0.00112773-0.000837495j -0.00159169-0.0006087j -0.00162735+0.0028251j 0.000516749+0.00177661j 0.00459086+0.00130181j -0.000450632+0.000323087j 0.000831972-0.000478045j 
-0.00122214+0.00145929j -0.0010128-0.00223034j 0.000169202-0.00412231j 0.000942902+0.00185462j -0.00342994-0.00212672j 0.000581116+9.57061e-05j 0.000834114+0.00103447j 0.000182602+0.00277477j 0.00580392-0.00270164j 0.00246672+0.00127889j -0.00493712+0.00126905j 0.00254804+0.00125803j -0.000201396+0.00132289j 0.00263397+0.00344217j -0.00396231+0.000564119j 8.46159e-05+0.000863399j -0.00476507+6.43084e-05j -0.0034029+0.0067845j -8.21008e-05-0.000145341j -0.00113601-0.00254192j -0.00108651-0.00116165j 0.00177047-0.00105548j -0.00177393-0.00109465j -0.000898072-0.000723084j -0.00437944+0.00429221j -0.00172215-0.00161246j -0.000936912-0.00258969j -0.0012485+4.69159e-05j 6.89042e-05-0.00173644j 0.00100003-0.00596753j 0.0016309-0.000268933j -6.059e-05+0.00215815j -0.00181527-0.00171442j 0.000201896-0.000725535j 0.000479715+0.00135629j 0.000535272-0.00116239j -0.000352265-0.00218145j -0.000246962-0.00109674j -0.000581615+0.00515199j -0.0037331-3.89151e-05j 1.07799e-05+0.00139823j -0.00046132-0.000543367j 0.000494146-0.00162652j -0.00157274+0.000283151j 0.000128546+0.000294065j 0.000806249+0.00334078j 4.27257e-05+0.00188797j 0.000868706+0.00125382j -0.00162134+1.70898e-05j -0.000350109-0.00131183j 0.00133512+0.00212269j 0.00122547-0.00397847j 0.000344213-0.00242613j -0.00262365+0.00245038j 0.000190567+0.0021707j -0.00069662-0.00449718j 0.00285906-0.00169201j -0.00104668-8.56304e-05j 0.000704705+0.0032729j 0.00218669+0.00237048j 0.000250809+0.00191468j 0.00334286-0.00122309j 0.00015869-0.00114967j -0.00137251-2.73851e-05j -0.00176597-0.00193036j 0.00035743-0.00373275j -0.00203682-8.3663e-05j -0.00126267+0.00120389j -0.00249416-0.00151328j -0.00146256-1.6474e-05j 0.00169005-0.000272524j -0.000596567+0.000479464j 0.000786624-0.00192943j 0.000336381-0.00145663j -0.0021309-0.00296714j -0.00112596+0.00153173j 0.00105084+0.00146685j 
0.000305848+0.00141637j -0.00216429+0.00261532j 0.00106836+0.00601257j 0.00183555-0.00502473j 0.00272391+0.00465193j 0.00711737-0.00226805j 0.00146945-0.00453756j -0.000119659-0.00232294j -0.000762678-0.00024605j -0.000254351-0.00267923j 0.00496839+0.00196112j 0.00155153-0.000555391j 0.00151231-0.00769731j 0.00340352-0.00443864j 0.00204145+0.000973892j 0.00130059+2.16592e-05j -0.00584059+0.00317239j -0.00152496+0.000456967j 0.00362778+0.00239703j -0.00532011+0.000502672j -0.000855189-0.00403637j -0.00208183-0.00121883j 0.00804454-0.00401561j -0.00301195-0.00198987j -0.00348602-0.00330108j 0.00472687+0.00103189j -0.000907661-0.00308566j -0.000962498+0.00247595j -0.00069076+0.00617888j 0.00422205-0.000811948j 0.00342781-0.00181974j -0.00127715+0.00240529j 0.00385233-0.000122787j 0.000158195+0.00328295j 0.00413169+0.0034557j -0.00254592+0.000755297j 0.00138951-0.00538471j 0.00252273+0.00121445j -0.000302171-0.00088521j -0.00241093+0.00110929j 0.00374867+0.000907943j 0.000195833+0.00241079j 0.00324823+0.00203433j -0.00034139+0.00240566j -0.00219518-0.00207229j -0.00500255-0.000244654j -0.000465146+0.000451507j -0.000789539-0.000347676j 0.00210573-0.00278454j 0.000102089+0.00382996j -0.00109482+0.000957719j -0.00101882+0.000149777j -0.00228588+0.00277411j 0.00219319-0.000796932j 0.00162961-0.000804539j 0.00127561+0.00411812j 0.00213681-0.00213291j 0.00101092+0.00299947j 0.000995466+0.00288396j -0.000192324+0.00130711j 0.00188145-0.00213645j -0.000700957-0.00144757j 0.000735405+0.00142709j 0.00106196+0.002076j -0.00179377+0.0023717j -0.00168797+0.00159526j 0.00254092-0.000927986j 0.00137128-0.00407883j 0.00143567+0.00100909j -0.000178839-0.00292564j -0.00281312-0.00221022j -0.00182381-0.00363011j 0.00100321-0.000310195j 0.000597084+0.00158784j 0.0029799+0.00104305j 0.000599655+0.00124274j 0.00168087-0.00081896j 
-0.00268797+0.00193432j 0.000277011-0.00251474j 0.00575068-0.00542086j -0.00348337-0.00419199j 0.00219655-0.00459287j -0.00159942+0.000124217j -0.00365382+0.00288393j -0.003825-0.00550408j 0.00515304+0.00247526j -0.000973814+0.00414223j -0.00539882-0.00114277j -0.0028718-0.00728591j -0.00458895+0.00036381j -0.00648249-0.00457086j -0.000843395+0.0010676j 0.004308-0.00331063j -0.00627046-0.00120731j 0.00241984-0.00204445j 0.00158823+0.00495186j 0.00314686-0.00130808j 0.00290947+0.00220937j -0.00483119-0.00507281j -0.00201148+0.00118319j -0.00249282-0.00151811j 0.00587542+0.00468542j 0.00373648-0.000777294j 0.00138877+0.00381096j 0.00114706-0.00286033j -0.00118488-0.0025458j 0.00315761+0.00108161j -0.000317967-0.00170802j -0.00220999+0.000283085j -0.00438045+0.00178825j -0.000585234+0.00387029j -0.00360406-0.00161238j 0.000263342-0.00334373j -0.00100703+0.00251844j 0.0029741-0.00304531j -0.00141283-0.000324897j 0.00126004+0.00184258j 0.000500726-0.00124796j -0.0036817-0.00237734j 0.0011637+0.00141253j 0.000778588-0.000742239j 0.00122108-0.000468535j -0.0020163-0.00150352j -0.00157724+0.00134003j -0.00151209-0.00104398j -0.00242538+0.000308217j -0.00113626+0.00137654j -0.000301096+0.00183139j -0.000344776-0.000616241j 0.00122442-0.00268046j -0.00101517+0.00408529j 0.000304563+0.00048482j -0.000898866-0.00186884j 0.000652545+0.00176526j -0.00060192+0.00272072j 0.00211838-0.000578802j 0.00351678-0.00216794j -0.000523577-0.000386672j -0.000741431-0.00118347j 0.00111154-0.00331834j 0.000274196-0.000763096j -0.000934119-0.00106713j -0.000805628+0.00252965j -0.00227846-0.000891701j -0.00143406+3.96313e-05j -0.00173157+0.000625782j -0.00132375-0.000150261j 0.00398443-0.00176003j -0.001638+0.000324943j 0.00126251-0.00124624j -0.00265419+0.000624851j -0.000421164-0.00141254j -0.0010083+0.000258444j -0.000573885+0.00103135j 
0.000336948-0.000797794j 0.000479195+5.43399e-05j -4.99015e-05-0.00256631j -0.000785759+0.000828817j -0.000954654-0.000886703j 0.00093974+0.00236273j -0.00167738+0.00446791j -0.00166331-0.00175107j 0.00101146-0.000334325j 0.00297531+0.00245668j 0.00112925+0.00269851j -0.00247216-0.00414086j -0.00144646+0.00278861j -0.00640469-0.00337449j 0.00233408+0.00246203j -0.00039739-0.00143521j -0.00128016-0.000489835j 0.00078587-0.00249943j 0.000633378-1.26282e-05j 0.0024264+0.00136928j 0.00288455+0.000545562j -0.00507751-0.00476691j -0.00362531-0.00258443j -0.00196254+0.000909297j -0.00149447-0.000711398j 0.00204737+0.000719003j 0.00113029+0.00469904j 0.00154104+0.000857525j 0.000751569-0.000474176j 0.00335682+0.00381437j -0.00163826+0.000115328j -0.00213095-0.00388099j -0.0006082+9.07368e-05j -0.000732225-0.000872506j -0.00143866-0.000300453j 0.00130807-8.07373e-05j 0.000953534-0.000439125j -0.00110199-0.00162851j -0.00271245-0.00561395j -0.00159094-0.00188042j 0.00206837-0.000354707j 0.00164359-0.00220356j 0.000326885+8.75241e-05j -9.61955e-05+0.000480412j 0.000967361-0.00220188j -0.0022224-0.00124396j 0.000540304-0.00102658j -0.00152489-0.0028193j -0.000786948+0.00210393j -3.27889e-05+0.000747222j -0.00296631-0.00349315j -0.000725052+0.00127532j -0.000693918-0.000883551j 0.00153533+7.26699e-05j 0.000715447-0.0018271j 5.47951e-05+0.00213502j -0.0012237+0.00272241j 0.00259249-0.000303038j 0.000734772-0.000178732j -0.00021256-0.00215562j 0.00029025-0.000808394j 0.000172157-0.00130957j -0.00124978+0.000172915j 0.00116719-0.000875707j 0.00290617+0.000670722j 0.000327415+0.00207324j -0.000504146+0.00253994j 0.000966377+0.00161175j 4.94346e-05+0.00123214j -0.00240163+0.000799626j -0.000480498-0.000261482j 0.00246267+5.21156e-05j -0.00170971+0.000937751j 0.00071366+0.000821229j -0.00232455+0.000223809j 0.000158474-0.000387947j -0.000312478+0.000385871j 
-0.000352693-4.31688e-07j 0.000190613+0.000365168j 0.000432861+0.00310675j -0.0018606-0.00395988j -0.000298371-0.000817981j 0.000413613-0.000189934j -0.000484256+0.0026749j -0.000317939-0.0038857j 0.00198411+0.00464275j 0.000219297+0.000659601j -0.00014283+0.00058462j -0.00287765+0.00175316j -0.000188018+0.000225472j -0.00211965-0.00191947j 0.000742716+0.00124416j 0.00191547-0.00341496j -0.00081767-0.00300103j 0.000495741+0.000540196j 0.000868774+0.00277283j 0.000714972+0.000297954j 0.00089582-0.000929671j -1.56466e-05+0.00199696j 0.00113267+0.0021735j 0.00131759-0.00178015j 0.00185427+0.00205199j 0.00108544-0.0016494j -0.000527321+0.00107641j 0.000588985+0.00073009j 0.00207725+0.000309301j -0.00137472+0.00117271j -0.000413157+0.00214617j 0.000822638-0.00048941j -0.000828777+0.00140679j -0.000879442-0.000451269j -0.00315071-0.000948897j -0.00123917-0.00168272j 6.88391e-05+0.00232961j 0.00167467-0.000213224j 0.00329007-0.00196158j 0.000142322-0.00011811j 0.00126211-0.000378517j -0.00115701+0.00197473j -0.000238074-0.000997379j -0.000279031-0.000119562j -0.00185562-0.000344686j -0.00128709-4.7533e-05j -0.000706509+0.000365324j 0.000809199+5.61088e-05j 0.00102016+0.0016973j -0.000698015-0.000393586j 0.000223045+0.00256489j 0.00046545+0.000346954j 8.33142e-05-0.000544373j -0.00107302+0.000219867j -0.000104814+0.00149779j -0.00179364-2.06217e-05j 2.63231e-05+0.0026372j -0.00188598-0.000229935j 5.81766e-06+0.000111396j 0.00185273+0.000525613j 0.00157435+0.000218926j -0.00039064-0.000839028j -0.000141405-0.00134399j 0.00169933-0.000128605j -0.000111692+0.00259766j 0.0017094-0.000150632j -0.000534788-0.00200686j -0.00082669-0.00136361j -0.00145026+0.0015842j 0.00092983-0.00069962j -0.000123697-0.000105414j -0.000288077+0.00197632j -0.00149091-0.000149974j -0.00268515+0.00114834j 0.00209794+0.00176637j -0.000227216-0.00047573j -0.00061822-8.06716e-06j 
-0.000336838+0.00251263j -0.000318943-0.00052712j 0.00322971-0.00498621j -0.00343057-0.00195712j 0.00333544-0.0012015j -0.0019409-0.000968474j 0.00260626+0.000165884j -0.00420204-0.000136536j 0.00515196-0.00533248j -0.00158523+0.00428678j -0.000946451-0.000260007j -0.000846745-0.00366554j 0.000572607-0.00173321j 0.000747755+0.00156736j -0.00185271+0.000341186j 0.000243853-0.000852549j -0.000383432+0.00267967j -0.00101353-0.00260287j -0.000668964+0.0030629j -0.00153343-0.00142547j -0.00151869+0.000812716j -0.00290317-0.00201027j -0.00129343+0.00120104j -0.00412961+0.000244693j 0.00262995-0.000713425j 0.00140545+0.00124131j -0.00068682+0.000966854j -0.00268122+0.00111246j -0.00215297+0.000867041j 0.00208253-0.00191292j -3.57067e-05-0.00319815j -0.00054041+0.00143898j -0.00237853-0.00109638j 0.00208861+0.00355991j 0.00135066-0.000995103j -0.000947671-0.00238528j -0.00247053+0.00106659j 0.00112655-0.000382763j 0.00135896+0.00210526j -0.000294773+0.000374001j -0.00094528+0.000880673j -0.00334838-0.000658813j -0.000156622-0.000122564j 0.00122283-0.000813503j 0.00186334-0.000258376j -6.94132e-05-0.00207489j -0.000734871+0.00144292j -0.00145593-1.70836e-05j -0.00141434-0.0012446j -0.0007469+0.00024083j 0.00235848+0.00184061j -0.00106598-0.000633507j 0.00125213+0.000909515j -0.000642098+0.000661908j 0.00107659+0.00114038j 0.000660593-0.000186968j 0.00173632-0.000434662j -0.000256835+0.00171314j 0.00039844-0.000237827j 0.00152022-0.000448065j 0.000396587-0.00124223j -0.000791343-0.00116355j 0.00146948-0.000517731j 0.000189309+0.000588021j -0.00059679-0.00375522j -0.002688+0.00179583j 0.000981252-0.000982807j 0.000351111+0.000518028j -0.000420609-0.000167411j -0.00263455-0.000870823j 0.00187264+0.000598577j 0.000252127-0.000980584j 0.00301931-0.000492781j 0.000266341-0.000415456j 0.000417043-0.00247347j -0.000175821+0.00120488j 0.000622814+4.72134e-06j 
