-0.157287+0.0832594j -0.0768157-0.155812j 0.0833832-0.197716j 0.208128+0.0835531j -0.0132356-0.0151764j -0.0460148-0.0389187j -0.0255209+0.153309j 0.161317+0.0508318j 0.0564607-0.0775927j -0.00945358-0.0685607j -0.0625263-0.0279903j -0.0227437+0.0500832j -0.116057+0.00312714j -0.0404202+0.0493016j 0.0737337+0.047268j 0.0719696-0.0119905j -0.0198185-0.0984346j -0.0124762+0.0729066j 0.0845304-0.0722195j -0.0236331+0.0123297j 0.080666+0.157134j -0.0213818-0.0196151j -0.0699413-0.0277266j -0.0186985-0.110843j -0.030016+0.0046316j -0.0840274-0.0211454j 0.0253284-0.0544472j -0.0489905+0.0576797j 0.0645211-0.148616j 0.000597214-0.0117516j 0.00518125+0.0183466j 0.0473535+0.0134765j -0.0649986-0.0203308j -0.0143969-0.034113j 0.00741741-0.0121705j 0.00379831-0.0849146j -0.000968511-0.0330435j -0.0659528+0.0296505j -0.140154-0.0107487j 0.00436816+0.00108892j -0.0583085+0.017999j 0.105726-0.0578504j -0.102085-0.0234805j -0.0281451-0.01689j -0.0389694-0.0685379j 0.0608887+0.0593826j 0.0492899+0.00669846j 0.0305111-0.0476651j 0.0155401-0.00423483j -0.0438299+0.0656743j -0.0048349-0.0867604j -0.0719372-0.0306427j 0.0454537-0.0898437j -0.0818463+0.0602753j -0.0290178+0.0143012j -0.0315384-0.00894463j -0.0127267-0.0157681j 0.0153208-0.106918j 0.084141+0.00237029j -0.0259535-0.0250549j -0.0470046+0.0233364j 0.12328-0.00272839j -0.0717539-0.0482121j -0.0537263-0.106255j -0.00856597+0.0464435j 0.044177-0.0433912j -0.0237271+0.0263144j 0.0225258+0.021131j -0.0497481-0.0714046j -0.064099+0.154325j 0.0628025+0.0338163j -0.0307943+0.0979123j -0.156528-0.0404423j 0.131722-0.121116j -0.120182-0.125839j -0.178305+0.0297556j 0.0327496+0.183068j 
0.00356002+0.000945311j -0.0014389+0.00442716j 0.0047848-0.000779179j -0.000296235+0.00387987j 0.0056391+0.00345366j 0.000364234-0.000554869j -0.00688278+0.00501913j 0.00383088+0.00281902j -0.00380743-0.00355204j -0.00220701+0.00195653j 0.00201916-0.000288878j 0.00570578-0.00197626j 0.000713008+0.00311741j 0.00151218+0.00276321j -0.00389919-0.00477516j -0.00048854-0.00348466j 0.00396083+0.00359244j 0.000797825-0.00442176j -0.0040807-0.00356344j 0.00517211-0.000131911j -0.00652531+0.00065017j 0.00175062-0.00613463j -0.00169466+0.00551908j -0.00355865+0.00384574j -6.88883e-05-0.000346228j 0.00202932-0.00474115j 0.00677268+0.00290035j -0.00651312-0.00215138j 0.000856664+0.00178607j -0.00108883+0.00120943j -0.00300782-0.00158986j 0.000261795-0.000868993j -0.00192128-0.000511357j -0.001981-0.00120689j 0.0049132+0.000860626j 0.000458953-0.0093195j 5.73507e-06-0.00105589j 0.00679219-0.0110684j 0.00273076+0.000877505j -0.00208395-0.000693479j 0.0093856+0.00241189j -0.00687224+0.00273758j -0.00358104-0.00660137j 0.00121685+0.0104806j 0.00296085-0.0103449j 0.00216509-0.00101209j -0.0104946-0.00141882j -0.00260492-0.00740586j 0.00307752+0.00226285j 0.0119442-0.00582759j -0.00343111-0.00427333j -0.00840559-0.000628383j 0.0044542-0.00654345j -0.0184207-0.00110264j -0.000414+0.00302611j -0.000564481+0.00135536j 0.00148101-0.00250982j 0.00379769-0.00823031j -0.000134157-0.0121121j 0.000483175-0.0029185j 0.00225567-0.00596228j -0.0105264-0.00735982j -0.00175918+0.00418864j 0.00234363+0.00465125j -0.0111892-0.00506918j -0.00213381-0.00930765j -0.00660989-0.0010196j 0.00615534+0.00668392j -0.00302681+0.00354327j -0.00336224+0.00202426j 0.00270157+0.00688849j 0.00714085-0.00239477j 0.00134599-0.000177775j 0.00167826-0.00159149j -0.00447706-0.00292499j 0.00312146+0.00118574j 0.00125202-0.0016003j 
-0.000134807+5.57727e-05j 0.000512383-0.000118968j 0.000919567-0.000772249j 0.00173547+0.000607839j 0.00369576+0.00085717j -0.0014745+0.00432353j -0.000282746+0.000306109j -0.000487877+0.00600662j 0.00258839+0.00150317j -0.000952069-0.000122076j -0.0045211+0.000683948j -0.00305174-0.00484185j -0.00688905+0.000570428j 0.00109219+0.000413199j -0.00139756+0.00578157j -0.00538587+0.00483524j -0.000361608-0.00186348j 0.00529609+3.01815e-05j -0.000450625-0.003834j 0.000889963-0.00723305j 0.00380818-0.000334798j 0.00257689+0.00377085j 0.00695171-0.00267426j -0.00182877+0.00154393j 0.00213649-0.0015805j -0.00096535-0.00402049j -0.0111912-0.0021409j -1.30506e-05-0.00800217j -0.00306268+0.00444724j 0.00275866-0.00171589j 0.000616721-0.00155621j 0.00861719-0.00225727j 0.00227837-0.0083236j -0.00225177-0.000109416j 0.00129028+0.00950439j 0.00434653+0.000521564j -0.00290094-0.00480843j -0.0125345+0.00183581j -0.00847776+0.00132324j 0.000742207-0.0110838j -0.00679708+0.000726707j 0.009036-0.00439047j 0.00797284+0.00717484j -0.00260078-0.00382461j -0.00695943+0.00250304j 0.0014197-0.00269674j 0.00368689-0.000156729j -0.00902732-0.00152849j -0.00366996-0.00594419j -0.00644989+0.00636499j 0.0029788+0.0072264j 0.0091283+0.0159736j 0.00509005+0.0102146j 0.0171477+0.00311994j 0.0109927-0.013461j -0.00307655-0.00159333j 0.00623101+0.00347018j -0.00341673+0.00328426j -0.00563254+0.013376j 0.00329611+0.010313j 0.00339207-0.00267858j 0.00445814+0.00214181j 0.0064375-0.0114626j 0.00362834+0.00377469j 0.008846+3.13347e-05j -0.00533922+0.00173416j 0.00702181+0.00336664j 0.00345356-0.00568544j 0.00948201-0.00775281j -0.00307874+0.00299362j 0.00511538-0.000704671j -0.00208199-0.00223902j -0.00829357+0.00305735j 0.00248732-0.00129285j -0.0042644-0.00124214j -0.000935898+0.00103638j 0.00231697+0.000553737j 
-0.000794268-0.000597978j 0.0009017-0.000878534j 0.00182024-0.00183994j 0.00172891+0.00191733j -0.000783094-0.00117128j -0.00067806+0.000349912j 0.00142097+0.000834676j 0.000419869+0.000482641j 6.82132e-05-0.000118303j -0.00372523+0.00237309j 0.000321056+0.00201319j -0.000966218-0.0014003j -0.00190304-0.000976434j -0.000470418-0.00072406j -0.000194414+0.00100344j -0.00290554+0.00058818j 0.00311164-0.00310596j 0.0026797-0.00118806j 0.00394355-1.16327e-06j 0.000466669+0.00132393j -0.00196315+0.00132805j -0.00108255-0.00176735j -0.000179443-0.00176776j -0.000590905-0.000630826j 0.00288017-0.0010543j 0.0031547+0.00245523j 0.00408088-0.000856856j 0.00159606+0.00805173j 0.00100537+0.00542128j 0.00687925-0.0048861j -0.00384879+0.00159928j 0.000656855-0.000423235j -0.00100838-5.27347e-05j 0.00409411-0.000486876j -0.000882478+0.00168415j -0.00681694-0.0027018j -0.00159664-0.00312107j -0.00244119-0.00125175j -0.00135944+0.000469198j -0.00398801-0.000296041j -0.00407739+0.00123539j 0.00224379-0.00126455j -0.000199918+0.00507905j 0.00130822+0.00234347j -0.00212437+0.00128036j 0.00239351-0.00168369j 0.00140299+0.000566311j 0.00184449+0.00258783j 0.00118944-0.00375166j 0.00205347+0.000144126j -0.00138204-0.00205168j -0.00318733-0.00526375j 0.00394347+0.00252324j 0.00353004-0.00371675j -0.00357895+0.0035602j 0.00023756-0.00502863j -0.00192803+0.000957375j -0.0024041-0.000260689j -0.00177774+0.00103881j 0.00172769-0.000686412j 0.00156313-0.00145782j -0.00116434-0.00458507j 0.000316997+0.00175467j -0.0048665-0.000416832j -0.00018755+0.000500615j -0.00148503-0.0012783j 0.000167326-0.00111209j 0.00144898+0.00105695j 0.00395078-0.000173477j 0.00164851+0.000839217j 0.00141867+0.000316032j -0.000714425+0.00064857j -0.00341349-0.00149652j 0.000710285-0.00170018j -0.0015839-0.00177899j 7.03846e-05-0.00105316j -0.000975819-8.76852e-05j 
0.000854785-0.00484388j 0.0040331+0.000614225j 0.000555887-0.00118554j 0.0011479-0.000446211j 0.00131706+0.00485788j -0.0023547+0.00186966j -0.00382288+0.00021634j -0.000156679+1.38668e-05j -0.00438747-0.000897512j 0.002961-0.00129648j -0.00292507+0.00192371j 0.000221902+0.00078531j -0.00107482-0.00127503j 0.00318652-0.00118371j -0.00047953-0.00405018j 0.00166892+0.000597673j -0.00363056+0.00694933j 0.00248456-0.00652607j -0.000154893+0.00532805j -0.0104797+0.00254805j -0.00153348-0.00321704j -0.00100203+0.00297728j -0.00413734+0.00567167j 0.000182324+0.00947867j 0.00310404-0.00558592j 0.00239141-0.0124154j 0.00452372+0.00604894j -0.002408-0.00131224j 0.0117469-0.0107048j -0.00901261+0.00613989j -0.00186168-0.00521199j -0.00839851-0.0167387j 0.00750478+0.00877995j -0.00842385+0.0107556j -0.00180705+0.0042671j -0.00674606+0.000140057j -2.27584e-05+0.00337146j -0.00536896+0.00766773j 0.0049994+0.00163772j 0.00735017+0.00419496j -0.00203643+0.00307849j 0.00597594-0.000855562j -0.012789+0.0103704j 0.00460113-0.00629703j -0.00600717+0.0113437j -0.00314671-0.00584385j 0.000427459+0.0091934j 0.000113714+0.00302223j -0.00289933+0.0015666j -0.00920006-0.00719396j -0.00516318-0.0146452j 0.0111362+0.00270693j -0.0134423-4.4454e-06j -0.00448521+0.00131181j 0.00969367-0.0123645j -0.00579215+0.00229159j -0.00192463-0.00215002j -0.00267112-0.00739781j 0.00705388+0.00875172j -0.000327489-0.000484099j 0.00128219-0.000563298j 0.0173351-0.00212765j -0.0113256-0.00368684j 0.00101449-0.000850396j 0.00364526-0.0151704j 0.00521636+0.00132158j -0.000173091-0.00399586j -0.00732152+0.00170473j -0.0113803-0.00083379j -0.00127343-0.000240865j -0.00310351-0.00123541j 0.000207403-0.000128546j 0.00832457+0.00233636j -0.00181649+0.00214376j 0.00391404+0.0019753j 0.000566755-0.00303248j -0.00420516-0.000725811j 
-0.00123827+0.000757856j -0.000315396-0.00101759j 0.0013417-0.000280718j -0.000365517+0.00177636j 0.00220529-0.0046347j 1.59843e-05+0.000567628j -0.00115009+0.00288339j -0.00118781+0.00398226j 0.000444019+0.00247359j -0.00474952+0.00369048j 0.0043749+0.00516378j 0.000956553-0.000202805j -0.00693284-0.000211491j 0.0019042-0.000337369j -0.00166805+0.00253819j -0.00779372+0.00141435j 0.000839723-0.0076386j 0.0066916-0.000826557j 0.00421487+0.00581913j 0.000272041-0.00501065j -0.00256808+0.00165807j -0.0047948+0.00158768j -0.000444471+0.00380156j -0.00490088+0.000350203j 0.00989985+0.00129231j 0.00590666-0.00591617j 0.00635379+0.00395483j 3.58236e-05+0.0088693j 0.00163034+0.00153536j -0.000273986-0.000176942j -0.0132895-0.00313442j -0.00659352+0.00276857j 0.00592071-0.00121461j -0.00438967-0.000391724j 0.00516147+0.00265778j -0.00259532+0.00137032j -0.00626637+0.00363759j 0.00254081-0.00178681j 0.000516328+0.00399411j -0.00522323+0.000217545j 0.00541822+0.0118329j 0.00345525-0.0059909j -0.00385891+0.00323792j -0.00246992+0.0113465j 0.000777378+0.000256002j -0.000209457-0.000200753j 0.00394827-0.0016435j 0.000798166+0.00274707j 0.000129606+0.00397575j 0.00152466+0.0066335j -0.00681566+0.00156727j -0.0107569-0.00824055j 0.00111607-0.00128392j -0.00090587-0.00107885j -0.00597621+0.00759052j -0.00781354-0.00625794j 0.001727+0.00211503j -0.00380734-0.00344766j -0.00532194+0.00491157j -0.00530712+0.00188574j -0.0027735-0.0111238j -0.00128115-0.00138913j -0.00413511-0.000732984j -0.00166466-0.000319643j -0.00121523+0.00316219j -0.00294799-0.00297774j -0.0058819-0.00185268j 0.0082083-0.00629384j 0.000684973-0.00204889j 0.000877451-0.0011564j 0.000935925-4.26999e-05j 0.000952933-0.00379096j 0.00153294-0.000390251j 0.000788855-0.000171471j 0.000500344-0.000703393j -0.000664545-0.000987016j -0.000631263+0.000748054j 
0.00180226-0.000816601j 0.000281158+0.00201411j 0.000826154+0.00167145j -0.00171001+0.000529375j 0.00189177+0.00415717j -0.00160436+9.70811e-05j -0.00185832+0.0014862j 0.00401823-0.000652107j 0.000578714-0.00383385j -0.000221306-0.00182824j 0.00332215+0.0013147j -0.00125707+0.00475386j 0.000735974-0.00287854j 0.00256609+0.00226089j 0.000250279-0.00559637j -0.00342525-0.00844698j -0.00289225-0.00749989j 0.00371955-0.00164111j -0.00279645+0.00195584j -0.00100477-0.00403446j -0.000638393+0.00222566j -0.00261263+0.000926524j 0.00497238+0.000353365j -0.00345934+0.00691337j 0.00816569-0.00412391j -0.0050517-0.0053682j 0.00130558+0.00351401j -0.0130393-0.00891532j -0.00445726+0.00557301j -0.00959875+0.0141067j -0.00823582-0.00258006j 0.00203434-0.000241427j 0.00797404-0.00254979j -0.0121533+0.00710781j 0.0150694+0.00250772j 0.00883163-0.00605545j -0.0040286+0.00483019j -0.00279495-0.00490351j 0.00287658+0.00470761j 0.000288288-0.0112811j 0.0123097+0.000365329j -6.27957e-05+0.000999536j -0.000184541-0.000645709j -0.0015362+0.0120743j -0.003655-0.011934j -0.00445062-0.000164224j -0.000822367-0.000308515j -0.00702527-0.0022276j 0.00439871+0.000502113j 0.00156312+0.00058838j -0.00347648+0.0028438j -0.000616083-0.000481725j 0.00622094-0.00299838j -0.00374419+0.0153576j 0.00227949-0.00531882j -0.00513448-0.000904295j 0.00952889+0.00275138j 0.000347936-0.0120168j -0.0020594-0.00209021j -0.000424549+0.000803661j -0.0108102-0.00432253j -0.00387344+0.00569618j -0.00181506-0.00431409j 0.00542452+0.0071445j 0.00189924-0.00349523j -0.00539278-0.0013498j -0.00306853+0.00229218j 0.00312299-0.00105664j -0.0020791-0.00797688j 0.00131238-0.00261963j 0.00178522-0.0035766j 0.0025711-0.00716043j 0.00748951+0.00382193j -0.000359358+0.00274497j 0.00203552+0.000651629j 0.000718479+0.000580665j 0.000248151-0.000282911j 
-0.000227961-6.32153e-05j -8.55678e-05-0.00014426j 0.000445955-0.000400855j 0.0010571+0.000280979j 0.000514089+0.000953673j 0.000985063+9.01188e-05j -0.000767904-0.000991674j -0.00013517+0.00105279j -0.00111697+0.000906695j 0.00146973+0.00189081j 0.00194804+0.00104635j -0.00111636+0.00221009j -0.00239711-0.000905136j 0.00288549+0.00282618j -0.00351527+2.46402e-05j 0.000791434-0.00664804j 0.00779169-0.00487757j 0.00025763-0.00667237j 0.0079405+0.0018889j -0.0043148+0.00667556j -0.00290504-0.00205777j -0.00179746+0.00291648j 0.000949264-0.00645926j 0.00638311-0.000603837j -0.00451608-0.00327555j 0.00830847+0.0041221j -0.00339178+0.000112782j 0.0104478+0.000550982j 0.00207766+0.00710749j 0.0140806-0.0118636j 0.00254583+0.00361724j 0.00583137+0.00434626j 0.000419063+0.0121013j 0.00297934+0.00330254j -0.00336921-0.0027897j -0.0134782+0.00460027j 0.00089771-0.00285191j 0.00286869+0.00404568j -0.00356653+0.0031146j 0.00331852+0.00100717j -0.00626028-0.00491174j -0.00467584-0.00402602j 0.00898968+0.00316086j 0.00709448-0.00257014j -0.0031478+0.00278758j 0.0072914+0.00390856j 0.00515979+0.00402207j 0.0109519+0.00618995j -0.00349991-0.00467977j -0.00509267+0.00184279j 0.00384822-0.00968513j -0.00209975-0.00528061j -0.00491386-0.000858457j 0.00571492-0.0112802j 0.0055055+0.000944717j -0.00372584-0.00274228j -0.0015831+0.0047783j -0.00624041+0.00345173j -0.00198276+0.0016283j 0.00458649-0.0110278j 0.00447964-0.00613595j 0.00885454-0.00829892j 0.00665471+0.010306j -0.00935237-0.00477525j -0.000182419+7.36457e-05j 0.00154131+0.00252621j -0.000832964+0.00237618j -0.00110152-0.00108572j 0.00110062+0.00317429j -0.000694509-0.00151464j -0.0032096-1.69503e-05j -0.00199512+0.00321696j -0.00139411-0.00144476j 0.000298692+0.00058138j 0.00012856+0.000298591j -0.00045716+0.000309913j 0.000496649+0.00040063j 
0.00118628-0.00165053j 0.0015111+0.00120659j 0.000212899-0.000462088j 0.00108594-7.20253e-05j -0.00282926+0.00351926j 0.000470954-0.00222956j -0.00073032-0.0044667j -0.000516157-0.00289244j -0.000839174-0.00815813j -0.00584717-0.00268142j -0.000378543+0.000441518j 0.00136652+0.00484637j -0.00411627+0.00102135j -0.00170766-0.00207522j 0.00375715-0.00311153j -0.00620489-0.00287935j -0.00325087-0.00548184j 0.00157695+0.00468072j 0.00501871-0.000836668j 0.0062914+0.000653895j 0.00526467-0.00927553j 0.0109502-0.00190535j 0.00650335-0.00455293j 0.00311466+0.00563817j 0.0101288-0.00331291j -1.33596e-05+0.00764954j 0.00884076-0.00197304j -0.00310403+0.00265424j 0.00537312+0.00495568j 8.95973e-05-0.00386288j 0.00138099-0.000694738j -0.00293301+0.00244104j 0.00825401+0.0103224j 0.00499362+0.000927421j -0.00669542+0.00755205j -0.00826748-0.00320853j -0.00656674+0.00022732j 0.00290856-0.000538052j 0.00102809-0.00234509j 0.000190729+0.00353618j -0.00984051-0.00445874j 0.00498492-0.00182286j -0.00364978+0.00782704j 0.00504081-0.0034363j 0.00403708-0.00156841j -0.0101376+0.00621036j -8.05784e-05-0.00110766j 0.00530238-0.000993539j -0.00679824+0.0071579j 0.00204756-0.00325177j -0.00806467-0.0064389j 0.00159361-0.00545273j 0.00580837+0.00948631j 0.00644216-0.00621306j 0.0054811+0.00865627j -0.0057725-0.00372212j -0.000284466+0.00480224j -0.00434956+0.000965875j 0.00450808+0.00499228j 0.00464294-0.00356816j -0.00327452+0.00539795j -0.00668203+0.00318958j 0.00121308+0.00914516j -0.00341372-0.00200083j -0.00387425-0.00088403j -0.00213144+0.00982929j 0.00330449+0.000273204j 0.00521361-0.000593057j 0.00191298-0.00429321j -0.00181679-0.00350552j 2.44236e-05-0.000857459j 0.00112249-0.00378327j 0.00323704+0.00272995j 0.000597647+0.000284797j -0.00081685-0.000114028j 0.00190569-0.000468338j -0.000278301-0.00187434j 
0.000848331-0.00195895j 0.00135516+0.000933159j 0.00126351-0.00125265j 0.000998414+0.000285216j 0.0016615+0.00190493j 0.00199252+0.00164131j -0.000357031+0.000462373j 0.000205391+0.000343482j 0.000139299+0.00169021j -0.000886133-0.00431045j -0.00607736+0.00745055j -0.0061905-0.00225376j 0.000199101-0.00405807j -0.000231731-0.000366694j -0.0067124+0.00411889j -0.00259396-0.00220831j 0.00295931+0.00119651j -0.00243305-0.0134538j -0.000258011-0.0110477j -0.000856159+0.00487226j -0.00769168+0.00365571j -0.000898224-0.00479599j -0.0052899-0.00639176j -5.30894e-05+0.0024334j 0.000149727-0.00488126j -0.00303589-0.00462614j 0.00424546-0.0023392j 0.00163985-0.0020196j 0.00273923+0.00808093j 0.00398395-0.0025946j 0.00321916+0.00550428j 0.00645112-0.0124551j -0.00193463-0.00992791j 0.000293551+0.000876442j 0.0081011+0.00925784j -0.0113244-0.00789281j -0.000416257-0.0122853j -0.0116899-0.00129789j 0.0013612+0.00312164j -0.00523383-0.0110679j -0.00695385-2.57855e-06j 0.00332651+0.00453934j 0.00389279+0.00788203j 0.00230285+0.0040726j -0.0121607+0.00168442j -0.000164138-0.0111166j -0.00740767+0.00362575j 4.29728e-05-0.000583113j 0.00515371-0.0165541j 0.0042602-0.00610487j -0.00261619-0.00686238j 0.00346065+0.00559725j 0.013458+0.00202627j -0.000986913+0.00141527j 0.000490271-0.0109794j 0.00152011-0.00347062j 3.77218e-05+0.000115862j -0.00143853-0.005887j 0.00233479+0.000327419j 0.00857584-0.00115397j 0.00161284-0.00272612j -0.00348772-0.0166445j 0.00363368-0.00596597j -0.00384932+0.0103684j -0.00356783-0.00588588j 0.00238937-0.00819621j 7.78677e-06-0.00418141j -0.00108312+0.00821865j 0.00271066+0.00159699j 0.00404244+0.00418445j 0.00104031-0.00356606j -0.00298611+0.00392742j -0.00118182-0.00497418j -0.00190146-0.00197967j -0.000849318+0.000309235j 0.00059637+0.000711892j -0.000313739-0.000310297j 
-0.000344325-0.00142347j 0.000998419+0.000117325j 0.000891891-0.000795245j -0.000493425+5.14061e-05j 0.00182973+0.00399357j -0.00169346-0.0024568j -0.00227028+0.00214145j 0.00180925-0.00381676j -0.00460942-0.00186536j 0.00292127-0.00108818j 0.00252125-0.0027742j 0.00237877+0.00285155j 0.00359579-0.00456107j 0.00350608+0.00300423j -0.00243475-0.00272832j -0.00270863-0.0142948j 0.00200186-0.00469567j -0.00377591-0.00855665j -0.00250042+0.00152149j -0.00446845+0.00807808j 0.000172372+0.00340801j -0.00561386+0.00160956j -0.00260893-0.00948987j 0.00595845-0.000479491j -0.00633759-0.000831028j -0.00164857+0.00214669j -0.00676244+0.00617038j 0.00227552-0.0136612j -0.000645438+0.00889328j 0.00814388-0.00211163j 0.00353408+0.00545382j 0.012505+0.00292805j -0.00148153+0.00772078j -0.00385281+0.00229486j 0.0033101-0.008359j 0.000665023+0.00174815j 0.00539549-0.00276523j 0.00203232+0.00331744j -0.00232633+0.00324859j 0.000452875-0.00712338j 0.00199045-0.00826597j -0.0117908+0.00227565j 0.0102152-0.0084053j 0.00375862+0.00265342j -0.00490167-0.00857548j 0.00735018-0.00184344j 0.00225413+0.00392828j 0.00252937+0.000430643j 0.000490572-0.00496876j -0.00850884+0.000583403j 0.00703967-0.00494108j 0.00149027-0.00399548j -0.00238565-0.0063082j 0.000607527+0.00365607j 0.00524707-0.00884832j -0.00106069+0.00143626j 0.0043387+0.00330111j -0.00309606-0.00450784j -0.00350217-0.00519805j 0.0018358-0.0148068j -0.000812148-0.00282328j 0.00222981-0.00580831j 0.00898566+0.00214177j -0.00307768+0.00317945j 0.00258284-0.00358348j -0.00194689-0.00121329j 0.000371613+0.00661432j -0.00273892+0.00482421j -0.000855522-0.000606294j 0.00244658-0.000859375j -0.00219263-0.00408708j -0.000447994+0.00116744j 0.000108794-0.000499341j -0.00135846+0.00155716j 0.000318775+0.00144122j 0.000136977+0.000354034j 8.13545e-05+0.00061502j 
-0.000442836+3.19699e-05j 3.11951e-06-0.000925549j -0.000252027+0.00132115j -0.000699894+0.000689406j -0.00227457-0.00267691j 0.000960039-0.000302812j -0.000558597-0.00124094j -0.00063712+0.00328677j 0.00143316+0.00213104j 0.00224382+0.00615821j 0.00588664+0.00313168j -0.00128284+0.00156546j -0.00446142+0.00165805j 0.00499969-0.000750145j -0.00307003+0.00449762j -0.00526013-0.00324079j -0.000845703-0.0124752j 0.00409303-0.00808444j 0.0112809+0.00410568j -0.00555863-0.00166249j -0.00328889+0.00448548j -0.00689746+0.0046297j 0.000108172+0.00207756j -0.00151282-0.00615822j 0.00651242-0.0037996j 0.0098817-0.00629733j 0.0043109+0.00416682j 0.00541509+0.00635617j 0.00084244+0.00599067j 0.00529728-0.00715367j -0.0108531+0.000480559j -0.0031298+0.00338188j 0.00723586-0.000184713j -0.00504904+0.00361598j 0.00776974+0.000918307j -0.00741492+0.00910959j -0.00234021+0.00178711j -0.00332323+0.000881289j 0.0026697+0.00531737j -0.000963346+0.00266915j 0.00286633+0.00681592j -0.00269514-0.00839025j 0.00086308+0.00537493j 0.000376588+0.00718608j -0.00322066+0.00591835j 0.00390076-0.00211647j 0.00733092+0.00055343j 0.0092561+0.00914136j -0.00112283-0.00331314j -0.00339042+0.0072597j -0.00625087-0.00184582j -0.0135874-0.00459872j -0.00146267-0.00122034j -0.000778389-0.00345278j -0.00152261+0.00370908j -0.0075437-0.00565965j 0.00245865+0.00415462j -0.00559373-0.00188086j -0.00798166+0.00773713j -0.00427944-0.00152002j -0.00680539-0.0117836j 0.00441119-0.00659176j 0.00147931+0.00179779j -0.00716906+0.00248238j 0.00426033+0.0027811j 0.00104108-0.00217334j -0.00795934+0.000163666j 0.000751841-0.00844075j -0.000347059-0.00289892j 0.00151748-0.00504159j -0.00199271-0.00333271j -0.00309679-0.000841575j 0.00279518+0.00124523j 0.000594227+0.00175435j 0.00259624+0.000399565j -0.000287097-0.000756625j -0.000746174-0.000356935j 
-0.000650148+0.000120879j -0.000547799-0.000888385j 0.000727076-0.00167078j 0.00156236-5.62899e-05j 0.000919752+0.00205055j 0.000645648-4.0106e-05j -7.77938e-06-0.00274753j 0.000418797-0.00464778j -0.00560863-0.006851j -0.00320221-0.000244265j 0.00190862+0.00199089j -0.00338011+0.00802352j 0.000810832-0.00625261j -0.00610018-0.00518659j 0.00717803-0.00177934j -0.0117869-0.00398019j -0.00592207-0.0118376j 0.00240999+0.000104922j 0.00374491-0.00369832j 0.00326912+0.00346924j 0.000607848-0.00555236j 0.00250219-0.00606257j -0.00248949-0.0117888j 0.00391507+0.00324923j 0.0151589-0.00741545j -0.00540086+0.00863445j 0.00713391-0.00150602j 0.00260414+0.00194662j 0.00232495+0.00576528j -0.00165835-0.00326094j 0.00217122+0.00687056j 0.00185617+0.00436291j 0.00484809+0.00137088j 0.00156395-0.00149082j -0.0015947+0.00653337j -0.00800204-0.00110478j -0.00856824-0.000187699j -0.00527355+0.000815516j -0.000280276+0.00107348j -0.00670455-0.00031721j -0.00785481+0.00235106j 0.00386601+0.000665928j 0.00297152+0.00734093j 0.00660561+0.00629736j 0.00141804-0.005933j -0.00258864-0.000938001j 0.00298143-0.0052966j 0.0015072-0.00526634j 0.00306447+0.00384547j 0.00259482-0.00696557j -0.00402667-0.00393714j -0.0023434-0.0117828j 0.0140501+0.00300294j 0.003658+0.00501139j 0.000910468+0.0092317j -0.00336714-0.00760288j 0.00229089+0.003476j -0.00549798-0.00156132j 0.00491474+0.00584046j 0.00407855-0.00752635j -0.00526344+0.00918136j -0.0109601+0.00346073j 0.00811878+0.00103458j -0.00648791+0.00662109j -0.000669081+0.00308778j 0.00437201+0.00602106j 0.00151152-0.001764j 0.00149213+0.000948843j 0.000947795-0.00710299j -0.000740805-0.00423253j -0.00264356-0.00272193j -0.00149756-0.000257475j 0.00410401-0.000376396j 0.0011699-0.000170207j 0.000780863-0.00126947j -0.000810159+0.00142847j 0.000666473+0.000635583j 
