-0.000483671+1.49333e-16j -0.000103582+3.24791e-17j -0.000949552+5.26814e-18j 0.00041958-5.85352e-18j -0.000828946+1.02707e-18j -0.000872286+6.88693e-18j -0.000715754-3.09923e-19j -0.00053821-1.89892e-18j -0.00126397+6.71167e-19j -0.00103682+2.79195e-18j 0.00142475-3.68638e-18j -0.000638739+5.65878e-18j 0.00066509+1.03965e-18j -0.00208046+9.72032e-18j -0.00216466+3.14166e-17j 0.000172703-2.03682e-17j -0.000363678-1.57653e-17j 0.00124207+1.46092e-17j -0.00033407-8.45759e-18j 0.000976733+2.89259e-19j 0.000822322+7.07211e-18j 0.000522858+2.74771e-18j -7.5076e-05-2.71151e-18j -0.000122086-3.83666e-19j 0.000597401-4.41409e-18j 0.00108174+6.70011e-18j -0.000716762+4.31912e-18j 0.00285973-1.84067e-17j -5.51777e-05-5.19942e-17j -0.000708402-1.4551e-17j -0.00106106-1.99921e-17j 0.000580077-1.21758e-17j 0.000120303+6.20161e-18j 9.4105e-05+6.07558e-19j -0.000531249+2.98191e-18j -0.000827428-6.44964e-18j -0.000978035+1.18036e-17j -0.000399799-1.33464e-17j -0.00122844-4.5603e-17j 0.000351858-4.49167e-18j 7.68548e-05-2.12543e-17j 0.00215427-1.09514e-17j -0.00204384-1.4714e-17j 0.000670969-3.94276e-18j 0.000658679+8.88579e-18j 0.00139043+9.72142e-18j -0.00101178-2.39235e-18j -0.00122794-1.6301e-18j -0.000535728-1.39338e-18j -0.000706206-9.26845e-19j -0.000863078+4.92348e-19j -0.000819146+4.94421e-19j 0.000417491-4.40249e-18j 0.000941297-3.86995e-18j -0.000103223+4.37462e-17j 0.000481274-2.00656e-16j 
0.000560837-1.73158e-16j 0.000120108-3.76609e-17j 0.00110105-6.10863e-18j -0.00048652+6.7874e-18j 0.000961198-1.19093e-18j 0.00101145-7.98568e-18j 0.000829946+3.59369e-19j 0.000624077+2.20188e-18j 0.00146563-7.78246e-19j 0.00120223-3.23738e-18j -0.00165206+4.27451e-18j 0.000740645-6.56159e-18j -0.0007712-1.20551e-18j 0.00241238-1.12711e-17j 0.00251001-3.64289e-17j -0.000200257+2.36178e-17j 0.0004217+1.82806e-17j -0.00144024-1.694e-17j 0.000387368+9.80693e-18j -0.00113256-3.35408e-19j -0.000953517-8.20041e-18j -0.000606276-3.18609e-18j 8.70537e-05+3.14411e-18j 0.000141564+4.44877e-19j -0.000692711+5.11832e-18j -0.00125432-7.76906e-18j 0.000831116-5.0082e-18j -0.00331598+2.13433e-17j 6.39808e-05+6.02894e-17j 0.000821421+1.68725e-17j 0.00123034+2.31816e-17j -0.000672624+1.41183e-17j -0.000139497-7.19102e-18j -0.000109119-7.04489e-19j 0.000616005-3.45765e-18j 0.000959438+7.47862e-18j 0.00113407-1.36868e-17j 0.000463584+1.54757e-17j 0.00142443+5.28786e-17j -0.000407994+5.20828e-18j -8.91164e-05+2.46453e-17j -0.00249796+1.26986e-17j 0.00236991+1.70615e-17j -0.000778016+4.5718e-18j -0.000763765-1.03034e-17j -0.00161227-1.12724e-17j 0.0011732+2.77403e-18j 0.00142384+1.89016e-18j 0.0006212+1.61568e-18j 0.000818875+1.07472e-18j 0.00100078-5.70898e-19j 0.000949834-5.73301e-19j -0.000484099+5.10487e-18j -0.00109147+4.48736e-18j 0.000119691-5.07255e-17j -0.000558057+2.32669e-16j 
0.000130439-4.02727e-17j 2.79344e-05-8.75911e-18j 0.000256079-1.42074e-18j -0.000113154+1.5786e-18j 0.000223554-2.76986e-19j 0.000235242-1.8573e-18j 0.000193028+8.35814e-20j 0.000145147+5.12109e-19j 0.000340873-1.81003e-19j 0.000279614-7.52944e-19j -0.000384233+9.94158e-19j 0.000172258-1.52609e-18j -0.000179364-2.80376e-19j 0.000561066-2.62142e-18j 0.000583775-8.47257e-18j -4.65754e-05+5.49298e-18j 9.80782e-05+4.25167e-18j -0.000334968-3.93988e-18j 9.00934e-05+2.28088e-18j -0.000263409-7.80087e-20j -0.000221767-1.90724e-18j -0.000141007-7.41016e-19j 2.02468e-05+7.31251e-19j 3.29248e-05+1.03469e-19j -0.00016111+1.19041e-18j -0.000291727-1.80692e-18j 0.0001933-1.1648e-18j -0.000771224+4.964e-18j 1.48806e-05+1.4022e-17j 0.000191045+3.92419e-18j 0.000286151+5.39155e-18j -0.000156438+3.28362e-18j -3.24439e-05-1.67248e-18j -2.53786e-05-1.63849e-19j 0.000143269-8.04174e-19j 0.000223145+1.73937e-18j 0.000263761-3.18326e-18j 0.00010782+3.59931e-18j 0.000331291+1.22984e-17j -9.48907e-05+1.21133e-18j -2.07265e-05+5.73196e-18j -0.000580973+2.95342e-18j 0.000551191+3.96815e-18j -0.00018095+1.0633e-18j -0.000177635-2.39636e-18j -0.000374979-2.62171e-18j 0.00027286+6.45179e-19j 0.000331155+4.39611e-19j 0.000144478+3.75771e-19j 0.000190453+2.49956e-19j 0.000232759-1.32778e-19j 0.000220911-1.33337e-19j -0.000112591+1.18728e-18j -0.000253853+1.04366e-18j 2.78376e-05-1.17977e-17j -0.000129792+5.41138e-17j 
-2.53742e-18+7.83425e-31j -5.43407e-19+1.70391e-31j -4.9815e-18+2.76375e-32j 2.20118e-18-3.07085e-32j -4.34879e-18+5.38819e-33j -4.57615e-18+3.61299e-32j -3.75496e-18-1.62591e-33j -2.82353e-18-9.96204e-33j -6.631e-18+3.52105e-33j -5.43932e-18+1.4647e-32j 7.47448e-18-1.93393e-32j -3.35093e-18+2.96869e-32j 3.48917e-18+5.45415e-33j -1.09144e-17+5.09944e-32j -1.13562e-17+1.64817e-31j 9.0603e-19-1.06855e-31j -1.90791e-18-8.27076e-32j 6.51613e-18+7.66423e-32j -1.75258e-18-4.43699e-32j 5.1241e-18+1.5175e-33j 4.31404e-18+3.71015e-32j 2.743e-18+1.4415e-32j -3.93861e-19-1.4225e-32j -6.40484e-19-2.01277e-33j 3.13406e-18-2.3157e-32j 5.67496e-18+3.51499e-32j -3.76025e-18+2.26588e-32j 1.50026e-17-9.65645e-32j -2.89471e-19-2.7277e-31j -3.71639e-18-7.63371e-32j -5.56649e-18-1.04882e-31j 3.04318e-18-6.38761e-32j 6.3113e-19+3.25346e-32j 4.9369e-19+3.18735e-33j -2.78702e-18+1.56436e-32j -4.34082e-18-3.38358e-32j -5.13093e-18+6.19238e-32j -2.09741e-18-7.00172e-32j -6.4446e-18-2.39241e-31j 1.84591e-18-2.35641e-32j 4.03193e-19-1.11504e-31j 1.13016e-17-5.74527e-32j -1.07223e-17-7.71922e-32j 3.52001e-18-2.06844e-32j 3.45553e-18+4.66163e-32j 7.29445e-18+5.10001e-32j -5.30794e-18-1.25507e-32j -6.44195e-18-8.55175e-33j -2.81052e-18-7.30987e-33j -3.70487e-18-4.86238e-33j -4.52785e-18+2.58294e-33j -4.29737e-18+2.59381e-33j 2.19023e-18-2.30962e-32j 4.9382e-18-2.03024e-32j -5.41524e-19+2.295e-31j 2.52484e-18-1.05267e-30j 
2.37337e-17-7.32775e-30j 5.08275e-18-1.59375e-30j 4.65944e-17-2.58507e-31j -2.05887e-17+2.87232e-31j 4.06763e-17-5.03984e-32j 4.2803e-17-3.37941e-31j 3.5122e-17+1.52079e-32j 2.64099e-17+9.31798e-32j 6.20229e-17-3.29341e-32j 5.08766e-17-1.37001e-31j -6.99125e-17+1.8089e-31j 3.13429e-17-2.77676e-31j -3.26359e-17-5.10153e-32j 1.02088e-16-4.76975e-31j 1.0622e-16-1.54161e-30j -8.47454e-18+9.99464e-31j 1.78456e-17+7.73604e-31j -6.09485e-17-7.16873e-31j 1.63928e-17+4.15013e-31j -4.79282e-17-1.41939e-32j -4.03513e-17-3.47028e-31j -2.56566e-17-1.3483e-31j 3.68397e-18+1.33053e-31j 5.99076e-18+1.88265e-32j -2.93144e-17+2.16599e-31j -5.30806e-17-3.28774e-31j 3.51715e-17-2.11939e-31j -1.40327e-16+9.03215e-31j 2.70756e-18+2.55135e-30j 3.47612e-17+7.14018e-31j 5.20661e-17+9.81009e-31j -2.84643e-17+5.97464e-31j -5.90327e-18-3.04312e-31j -4.61772e-18-2.98128e-32j 2.60683e-17-1.46322e-31j 4.06018e-17+3.16483e-31j 4.79921e-17-5.79204e-31j 1.96181e-17+6.54905e-31j 6.02795e-17+2.23773e-30j -1.72656e-17+2.20406e-31j -3.77126e-18+1.04295e-30j -1.0571e-16+5.37383e-31j 1.00291e-16+7.22016e-31j -3.29244e-17+1.93471e-31j -3.23213e-17-4.36025e-31j -6.82285e-17-4.77029e-31j 4.96477e-17+1.17392e-31j 6.02547e-17+7.99886e-32j 2.62881e-17+6.83728e-32j 3.46534e-17+4.54802e-32j 4.23512e-17-2.41594e-32j 4.01954e-17-2.42612e-32j -2.04863e-17+2.1603e-31j -4.61893e-17+1.89898e-31j 5.06513e-18-2.14662e-30j -2.36161e-17+9.84617e-30j 
0.000169231-5.22499e-17j 3.62422e-05-1.13641e-17j 0.000332238-1.84326e-18j -0.000146806+2.04808e-18j 0.000290039-3.59362e-19j 0.000305203-2.40966e-18j 0.000250434+1.08439e-19j 0.000188314+6.64411e-19j 0.00044225-2.34834e-19j 0.000362771-9.76871e-19j -0.000498505+1.28982e-18j 0.000223488-1.97995e-18j -0.000232708-3.6376e-19j 0.000727929-3.40103e-18j 0.000757391-1.09923e-17j -6.0427e-05+7.1266e-18j 0.000127247+5.51612e-18j -0.000434588-5.1116e-18j 0.000116887+2.95922e-18j -0.000341748-1.01209e-19j -0.000287721-2.47445e-18j -0.000182942-9.61395e-19j 2.62683e-05+9.48727e-19j 4.27166e-05+1.34241e-19j -0.000209024+1.54444e-18j -0.000378487-2.3443e-18j 0.000250787-1.51121e-18j -0.00100059+6.4403e-18j 1.93061e-05+1.81922e-17j 0.000247862+5.09125e-18j 0.000371253+6.995e-18j -0.000202963+4.26017e-18j -4.20928e-05-2.16987e-18j -3.29263e-05-2.12578e-19j 0.000185878-1.04334e-18j 0.000289508+2.25666e-18j 0.000342204-4.12997e-18j 0.000139885+4.66975e-18j 0.000429818+1.5956e-17j -0.000123111+1.57159e-18j -2.68907e-05+7.43665e-18j -0.000753755+3.83177e-18j 0.000715116+5.14828e-18j -0.000234765+1.37953e-18j -0.000230464-3.10904e-18j -0.000486498-3.40142e-18j 0.000354009+8.37057e-19j 0.000429641+5.70353e-19j 0.000187445+4.87527e-19j 0.000247094+3.24293e-19j 0.000301982-1.72267e-19j 0.00028661-1.72992e-19j -0.000146076+1.54038e-18j -0.000329349+1.35405e-18j 3.61165e-05-1.53063e-17j -0.000168392+7.02073e-17j 
0.00131847-4.07074e-16j 0.000282359-8.85365e-17j 0.00258843-1.43607e-17j -0.00114375+1.59564e-17j 0.00225967-2.79975e-18j 0.00237781-1.87734e-17j 0.00195111+8.44836e-19j 0.00146713+5.17637e-18j 0.00344553-1.82957e-18j 0.00282632-7.61072e-18j -0.00388381+1.00489e-17j 0.00174117-1.54256e-17j -0.001813-2.83402e-18j 0.00567122-2.64971e-17j 0.00590076-8.56402e-17j -0.000470781+5.55227e-17j 0.000991368+4.29756e-17j -0.00338584-3.9824e-17j 0.000910658+2.3055e-17j -0.00266253-7.88507e-19j -0.00224161-1.92782e-17j -0.00142529-7.49014e-18j 0.000204654+7.39144e-18j 0.000332801+1.04586e-18j -0.00162849+1.20326e-17j -0.00294876-1.82642e-17j 0.00195386-1.17737e-17j -0.00779549+5.01758e-17j 0.000150412+1.41734e-16j 0.00193107+3.96654e-17j 0.0028924+5.44974e-17j -0.00158126+3.31906e-17j -0.000327941-1.69053e-17j -0.000256526-1.65617e-18j 0.00144816-8.12854e-18j 0.00225553+1.75814e-17j 0.00266608-3.21762e-17j 0.00108983+3.63816e-17j 0.00334867+1.24312e-16j -0.000959149+1.22441e-17j -0.000209503+5.79383e-17j -0.00587243+2.9853e-17j 0.0055714+4.01098e-17j -0.00182903+1.07478e-17j -0.00179553-2.42222e-17j -0.00379026-2.65001e-17j 0.00275805+6.52143e-18j 0.00334729+4.44356e-18j 0.00146037+3.79827e-18j 0.00192508+2.52654e-18j 0.00235271-1.34212e-18j 0.00223295-1.34777e-18j -0.00113806+1.2001e-17j -0.00256593+1.05493e-17j 0.00028138-1.1925e-16j -0.00131193+5.46979e-16j 
0.00191948-5.92637e-16j 0.000411071-1.28895e-16j 0.00376836-2.0907e-17j -0.00166513+2.32301e-17j 0.00328973-4.07601e-18j 0.00346172-2.73312e-17j 0.00284052+1.22995e-18j 0.00213592+7.53599e-18j 0.00501615-2.66357e-18j 0.00411468-1.108e-17j -0.00565422+1.46296e-17j 0.00253488-2.24572e-17j -0.00263945-4.1259e-18j 0.00825643-3.85757e-17j 0.00859059-1.24679e-16j -0.000685385+8.08324e-17j 0.00144328+6.25658e-17j -0.00492925-5.79776e-17j 0.00132578+3.35645e-17j -0.00387623-1.14794e-18j -0.00326344-2.80661e-17j -0.002075-1.09045e-17j 0.000297944+1.07608e-17j 0.000484507+1.5226e-18j -0.00237082+1.75176e-17j -0.00429294-2.65898e-17j 0.00284452-1.71407e-17j -0.011349+7.30482e-17j 0.000218976+2.06342e-16j 0.00281134+5.77467e-17j 0.00421089+7.93398e-17j -0.00230207+4.83204e-17j -0.000477431-2.46115e-17j -0.000373462-2.41113e-18j 0.00210829-1.18339e-17j 0.0032837+2.55958e-17j 0.0038814-4.68435e-17j 0.00158663+5.29659e-17j 0.00487515+1.80978e-16j -0.00139637+1.78255e-17j -0.000305003+8.43491e-17j -0.00854935+4.34613e-17j 0.0081111+5.83936e-17j -0.00266278+1.56471e-17j -0.00261401-3.52638e-17j -0.00551803-3.85801e-17j 0.0040153+9.4942e-18j 0.00487314+6.46914e-18j 0.00212607+5.5297e-18j 0.00280262+3.67825e-18j 0.00342518-1.95391e-18j 0.00325083-1.96214e-18j -0.00165684+1.74716e-17j -0.0037356+1.53581e-17j 0.000409646-1.7361e-16j -0.00190997+7.96316e-16j 
-3.44443e-17+1.06346e-29j -7.3765e-18+2.31297e-30j -6.76216e-17+3.75167e-31j 2.988e-17-4.16854e-31j -5.90328e-17+7.31422e-32j -6.21192e-17+4.90447e-31j -5.09718e-17-2.20709e-32j -3.83282e-17-1.3523e-31j -9.00127e-17+4.77966e-32j -7.38362e-17+1.98826e-31j 1.01463e-16-2.62522e-31j -4.54873e-17+4.02986e-31j 4.73639e-17+7.40375e-32j -1.48158e-16+6.92225e-31j -1.54155e-16+2.23731e-30j 1.22989e-17-1.4505e-30j -2.5899e-17-1.12272e-30j 8.84534e-17+1.04038e-30j -2.37905e-17-6.02301e-31j 6.95573e-17+2.05994e-32j 5.8561e-17+5.03635e-31j 3.7235e-17+1.95676e-31j -5.34648e-18-1.93098e-31j -8.69428e-18-2.73225e-32j 4.25434e-17-3.14346e-31j 7.70349e-17+4.77143e-31j -5.10437e-17+3.07583e-31j 2.03653e-16-1.31082e-30j -3.92944e-18-3.70273e-30j -5.04483e-17-1.03624e-30j -7.55626e-17-1.42372e-30j 4.13098e-17-8.67089e-31j 8.5673e-18+4.41643e-31j 6.70162e-18+4.32668e-32j -3.78325e-17+2.12354e-31j -5.89247e-17-4.59306e-31j -6.965e-17+8.40588e-31j -2.84714e-17-9.50451e-31j -8.74825e-17-3.24758e-30j 2.50573e-17-3.19871e-31j 5.47316e-18-1.51361e-30j 1.53415e-16-7.79895e-31j -1.4555e-16-1.04785e-30j 4.77825e-17-2.80781e-31j 4.69073e-17+6.32795e-31j 9.90188e-17+6.92303e-31j -7.20528e-17-1.70369e-31j -8.74465e-17-1.16086e-31j -3.81515e-17-9.92281e-32j -5.02919e-17-6.60046e-32j -6.14634e-17+3.50622e-32j -5.83348e-17+3.52098e-32j 2.97313e-17-3.1352e-31j 6.70337e-17-2.75595e-31j -7.35093e-18+3.11535e-30j 3.42736e-17-1.42896e-29j 
-0.000197303+6.09169e-17j -4.22538e-05+1.32491e-17j -0.000387348+2.14902e-18j 0.000171158-2.38781e-18j -0.000338149+4.18971e-19j -0.000355829+2.80936e-18j -0.000291975-1.26426e-19j -0.00021955-7.74621e-19j -0.000515608+2.73787e-19j -0.000422946+1.13891e-18j 0.000581195-1.50377e-18j -0.000260559+2.30837e-18j 0.000271308+4.24099e-19j -0.000848674+3.96518e-18j -0.000883023+1.28157e-17j 7.04504e-05-8.30873e-18j -0.000148354-6.43111e-18j 0.000506676+5.95949e-18j -0.000136276-3.45008e-18j 0.000398435+1.17997e-19j 0.000335447+2.8849e-18j 0.000213288+1.12087e-18j -3.06255e-05-1.1061e-18j -4.98023e-05-1.56508e-19j 0.000243696-1.80063e-18j 0.000441269+2.73316e-18j -0.000292387+1.76189e-18j 0.00116656-7.50858e-18j -2.25085e-05-2.12098e-17j -0.000288976-5.93576e-18j -0.000432835-8.1553e-18j 0.000236629-4.96683e-18j 4.90749e-05+2.5298e-18j 3.8388e-05+2.47839e-19j -0.000216711+1.2164e-18j -0.00033753-2.63098e-18j -0.000398967+4.81502e-18j -0.000163089-5.44434e-18j -0.000501114-1.86027e-17j 0.000143532-1.83227e-18j 3.13512e-05-8.67021e-18j 0.000878784-4.46736e-18j -0.000833736-6.00225e-18j 0.000273706-1.60836e-18j 0.000268693+3.62475e-18j 0.000567196+3.96563e-18j -0.00041273-9.75904e-19j -0.000500908-6.6496e-19j -0.000218538-5.68395e-19j -0.00028808-3.78085e-19j -0.000352073+2.00842e-19j -0.000334152+2.01687e-19j 0.000170306-1.79589e-18j 0.00038398-1.57865e-18j -4.21073e-05+1.78452e-17j 0.000196325-8.1853e-17j 
-6.30048e-17+1.94526e-29j -1.3493e-17+4.23085e-30j -1.23692e-16+6.86247e-31j 5.4656e-17-7.62501e-31j -1.07982e-16+1.3379e-31j -1.13627e-16+8.97116e-31j -9.32367e-17-4.03717e-32j -7.01091e-17-2.4736e-31j -1.6465e-16+8.74286e-32j -1.3506e-16+3.63689e-31j 1.85593e-16-4.80201e-31j -8.32045e-17+7.37134e-31j 8.6637e-17+1.35428e-31j -2.71008e-16+1.2662e-30j -2.81977e-16+4.09244e-30j 2.2497e-17-2.65323e-30j -4.7374e-17-2.05365e-30j 1.61797e-16+1.90305e-30j -4.35171e-17-1.10172e-30j 1.27233e-16+3.768e-32j 1.07119e-16+9.21239e-31j 6.81094e-17+3.57927e-31j -9.77967e-18-3.53211e-31j -1.59034e-17-4.99777e-32j 7.78196e-17-5.74996e-31j 1.40911e-16+8.72781e-31j -9.33681e-17+5.62625e-31j 3.72519e-16-2.39772e-30j -7.18765e-18-6.77295e-30j -9.2279e-17-1.89547e-30j -1.38218e-16-2.60424e-30j 7.5563e-17-1.58606e-30j 1.56711e-17+8.07844e-31j 1.22585e-17+7.91427e-32j -6.92024e-17+3.88434e-31j -1.07784e-16-8.40153e-31j -1.27402e-16+1.53759e-30j -5.20793e-17-1.73855e-30j -1.60021e-16-5.94041e-30j 4.58343e-17-5.85102e-31j 1.00114e-17-2.76866e-30j 2.80623e-16-1.42657e-30j -2.66238e-16-1.9167e-30j 8.74028e-17-5.13599e-31j 8.58019e-17+1.1575e-30j 1.81123e-16+1.26635e-30j -1.31798e-16-3.11636e-31j -1.59955e-16-2.12342e-31j -6.97859e-17-1.81506e-31j -9.19929e-17-1.20734e-31j -1.12428e-16+6.4135e-32j -1.06705e-16+6.4405e-32j 5.43839e-17-5.73484e-31j 1.22617e-16-5.04113e-31j -1.34462e-17+5.69854e-30j 6.26925e-17-2.61382e-29j 
-0.000849038+2.62139e-16j -0.000181828+5.70139e-17j -0.00166685+9.24771e-18j 0.000736531-1.02753e-17j -0.00145513+1.80293e-18j -0.00153121+1.20893e-17j -0.00125644-5.4404e-19j -0.000944774-3.33337e-18j -0.00221878+1.17817e-18j -0.00182003+4.90099e-18j 0.00250101-6.47107e-18j -0.00112124+9.93344e-18j 0.0011675+1.825e-18j -0.00365204+1.70631e-17j -0.00379985+5.51488e-17j 0.000303164-3.57543e-17j -0.000638401-2.76745e-17j 0.00218034+2.56451e-17j -0.000586427-1.48465e-17j 0.00171456+5.07767e-19j 0.00144351+1.24144e-17j 0.000917827+4.82335e-18j -0.000131789-4.75979e-18j -0.000214311-6.73488e-19j 0.00104868-7.74851e-18j 0.00189888+1.17614e-17j -0.00125821+7.5818e-18j 0.00501998-3.23112e-17j -9.68591e-05-9.12707e-17j -0.00124353-2.55429e-17j -0.00186259-3.50941e-17j 0.00101827-2.13734e-17j 0.000211181+1.08863e-17j 0.000165192+1.06651e-18j -0.000932555+5.23445e-18j -0.00145247-1.13217e-17j -0.00171685+2.07202e-17j -0.000701808-2.34282e-17j -0.00215641-8.00516e-17j 0.000617653-7.8847e-18j 0.000134911-3.73099e-17j 0.00378161-1.92241e-17j -0.00358775-2.58291e-17j 0.00117782-6.92113e-18j 0.00115625+1.55981e-17j 0.00244077+1.7065e-17j -0.00177607-4.19954e-18j -0.00215552-2.86147e-18j -0.000940419-2.44593e-18j -0.00123968-1.62699e-18j -0.00151505+8.64268e-19j -0.00143793+8.67907e-19j 0.000732865-7.72814e-18j 0.00165235-6.79331e-18j -0.000181198+7.67922e-17j 0.00084483-3.52232e-16j 
-2.7216e-18+8.40289e-31j -5.8285e-19+1.82758e-31j -5.34308e-18+2.96436e-32j 2.36095e-18-3.29375e-32j -4.66444e-18+5.77929e-33j -4.90831e-18+3.87524e-32j -4.02751e-18-1.74392e-33j -3.02848e-18-1.06851e-32j -7.11231e-18+3.77662e-33j -5.83413e-18+1.57102e-32j 8.01701e-18-2.07431e-32j -3.59416e-18+3.18417e-32j 3.74243e-18+5.85003e-33j -1.17066e-17+5.46958e-32j -1.21804e-17+1.7678e-31j 9.71794e-19-1.14611e-31j -2.0464e-18-8.87109e-32j 6.9891e-18+8.22054e-32j -1.87979e-18-4.75905e-32j 5.49603e-18+1.62765e-33j 4.62717e-18+3.97944e-32j 2.9421e-18+1.54613e-32j -4.22449e-19-1.52575e-32j -6.86974e-19-2.15887e-33j 3.36155e-18-2.48379e-32j 6.08687e-18+3.77012e-32j -4.03319e-18+2.43035e-32j 1.60916e-17-1.03574e-31j -3.10482e-19-2.92569e-31j -3.98614e-18-8.1878e-32j -5.97053e-18-1.12494e-31j 3.26407e-18-6.85125e-32j 6.76941e-19+3.48962e-32j 5.29524e-19+3.4187e-33j -2.98931e-18+1.67791e-32j -4.6559e-18-3.62918e-32j -5.50336e-18+6.64185e-32j -2.24965e-18-7.50994e-32j -6.91238e-18-2.56606e-31j 1.97989e-18-2.52744e-32j 4.32458e-19-1.19597e-31j 1.2122e-17-6.16229e-32j -1.15006e-17-8.27952e-32j 3.77551e-18-2.21857e-32j 3.70635e-18+4.99999e-32j 7.82391e-18+5.47019e-32j -5.69321e-18-1.34616e-32j -6.90953e-18-9.17247e-33j -3.01452e-18-7.84045e-33j -3.97379e-18-5.21531e-33j -4.8565e-18+2.77042e-33j -4.60929e-18+2.78208e-33j 2.3492e-18-2.47726e-32j 5.29663e-18-2.1776e-32j -5.8083e-19+2.46158e-31j 2.70811e-18-1.12908e-30j 
0.00100017-3.088e-16j 0.000214193-6.71623e-17j 0.00196354-1.08938e-17j -0.000867633+1.21043e-17j 0.00171415-2.12385e-18j 0.00180377-1.42412e-17j 0.00148008+6.40878e-19j 0.00111294+3.92671e-18j 0.00261372-1.38788e-18j 0.002144-5.77336e-18j -0.00294619+7.62292e-18j 0.00132082-1.17016e-17j -0.00137531-2.14984e-18j 0.0043021-2.01003e-17j 0.00447622-6.49652e-17j -0.000357127+4.21186e-17j 0.000752035+3.26006e-17j -0.00256844-3.02098e-17j 0.00069081+1.74891e-17j -0.00201975-5.98149e-19j -0.00170045-1.46242e-17j -0.0010812-5.68189e-18j 0.000155247+5.60702e-18j 0.000252458+7.93368e-19j -0.00123534+9.12773e-18j -0.00223688-1.38549e-17j 0.00148217-8.93135e-18j -0.00591353+3.80625e-17j 0.0001141+1.07517e-16j 0.00146488+3.00895e-17j 0.00219413+4.13408e-17j -0.00119952+2.51778e-17j -0.000248771-1.28241e-17j -0.000194596-1.25635e-18j 0.00109855-6.16618e-18j 0.00171101+1.3337e-17j 0.00202244-2.44083e-17j 0.000826729+2.75984e-17j 0.00254025+9.43007e-17j -0.000727594+9.28816e-18j -0.000158925+4.3951e-17j -0.00445473+2.2646e-17j 0.00422637+3.04266e-17j -0.00138747+8.15309e-18j -0.00136206-1.83746e-17j -0.00287523-2.01025e-17j 0.00209221+4.94705e-18j 0.0025392+3.37081e-18j 0.00110781+2.88131e-18j 0.00146034+1.91659e-18j 0.00178473-1.01811e-18j 0.00169388-1.02239e-18j -0.000863315+9.10374e-18j -0.00194647+8.00251e-18j 0.00021345-9.04611e-17j -0.000995208+4.14929e-16j 
-1.34259e-17+4.14523e-30j -2.87526e-18+9.01566e-31j -2.6358e-17+1.46235e-31j 1.16468e-17-1.62484e-31j -2.30102e-17+2.85098e-32j -2.42132e-17+1.9117e-31j -1.98681e-17-8.60295e-33j -1.49398e-17-5.27108e-32j -3.50857e-17+1.86305e-32j -2.87803e-17+7.74998e-32j 3.95487e-17-1.02328e-31j -1.77303e-17+1.57078e-31j 1.84618e-17+2.88588e-32j -5.775e-17+2.6982e-31j -6.00873e-17+8.72073e-31j 4.79396e-18-5.65386e-31j -1.00951e-17-4.3762e-31j 3.44779e-17+4.05527e-31j -9.27321e-18-2.34769e-31j 2.71125e-17+8.02936e-33j 2.28263e-17+1.9631e-31j 1.45137e-17+7.6272e-32j -2.08398e-18-7.52669e-32j -3.38891e-18-1.06499e-32j 1.65828e-17-1.22528e-31j 3.00272e-17+1.85984e-31j -1.98961e-17+1.19892e-31j 7.93813e-17-5.10939e-31j -1.53164e-18-1.44327e-30j -1.9664e-17-4.03912e-31j -2.94532e-17-5.54946e-31j 1.6102e-17-3.37979e-31j 3.33942e-18+1.72146e-31j 2.6122e-18+1.68648e-32j -1.47466e-17+8.27728e-32j -2.2968e-17-1.79031e-31j -2.71486e-17+3.27649e-31j -1.10977e-17-3.70473e-31j -3.40995e-17-1.26586e-30j 9.76699e-18-1.24681e-31j 2.13336e-18-5.89984e-31j 5.97989e-17-3.03992e-31j -5.67335e-17-4.08437e-31j 1.8625e-17-1.09444e-31j 1.82838e-17+2.46655e-31j 3.85961e-17+2.6985e-31j -2.80852e-17-6.64076e-32j -3.40854e-17-4.52487e-32j -1.48709e-17-3.86778e-32j -1.96031e-17-2.57277e-32j -2.39576e-17+1.36667e-32j -2.27381e-17+1.37243e-32j 1.15889e-17-1.22206e-31j 2.61288e-17-1.07423e-31j -2.86529e-18+1.21432e-30j 1.33594e-17-5.56987e-30j 
