-0.000483671+1.49333e-16j -0.000103582+3.24791e-17j -0.000949552+5.26814e-18j 0.00041958-5.85352e-18j -0.000828946+1.02707e-18j -0.000872286+6.88693e-18j -0.000715754-3.09923e-19j -0.00053821-1.89892e-18j -0.00126397+6.71167e-19j -0.00103682+2.79195e-18j 0.00142475-3.68638e-18j -0.000638739+5.65878e-18j 0.00066509+1.03965e-18j -0.00208046+9.72032e-18j -0.00216466+3.14166e-17j 0.000172703-2.03682e-17j -0.000363678-1.57653e-17j 0.00124207+1.46092e-17j -0.00033407-8.45759e-18j 0.000976733+2.89259e-19j 0.000822322+7.07211e-18j 0.000522858+2.74771e-18j -7.5076e-05-2.71151e-18j -0.000122086-3.83666e-19j 0.000597401-4.41409e-18j 0.00108174+6.70011e-18j -0.000716762+4.31912e-18j 0.00285973-1.84067e-17j -5.51777e-05-5.19942e-17j -0.000708402-1.4551e-17j -0.00106106-1.99921e-17j 0.000580077-1.21758e-17j 0.000120303+6.20161e-18j 9.4105e-05+6.07558e-19j -0.000531249+2.98191e-18j -0.000827428-6.44964e-18j -0.000978035+1.18036e-17j -0.000399799-1.33464e-17j -0.00122844-4.5603e-17j 0.000351858-4.49167e-18j 7.68548e-05-2.12543e-17j 0.00215427-1.09514e-17j -0.00204384-1.4714e-17j 0.000670969-3.94276e-18j 0.000658679+8.88579e-18j 0.00139043+9.72142e-18j -0.00101178-2.39235e-18j -0.00122794-1.6301e-18j -0.000535728-1.39338e-18j -0.000706206-9.26845e-19j -0.000863078+4.92348e-19j -0.000819146+4.94421e-19j 0.000417491-4.40249e-18j 0.000941297-3.86995e-18j -0.000103223+4.37462e-17j 0.000481274-2.00656e-16j 
-0.000434204+1.3406e-16j -9.2988e-05+2.91573e-17j -0.000852437+4.72934e-18j 0.000376667-5.25485e-18j -0.000744166+9.22029e-19j -0.000783073+6.18256e-18j -0.00064255-2.78226e-19j -0.000483164-1.70471e-18j -0.0011347+6.02523e-19j -0.000930778+2.5064e-18j 0.00127904-3.30935e-18j -0.000573412+5.08003e-18j 0.000597068+9.33315e-19j -0.00186768+8.72618e-18j -0.00194327+2.82035e-17j 0.00015504-1.8285e-17j -0.000326483-1.41529e-17j 0.00111504+1.31151e-17j -0.000299903-7.59259e-18j 0.000876837+2.59675e-19j 0.000738219+6.34881e-18j 0.000469383+2.46669e-18j -6.73976e-05-2.43419e-18j -0.0001096-3.44427e-19j 0.000536301-3.96264e-18j 0.0009711+6.01486e-18j -0.000643455+3.87738e-18j 0.00256725-1.65241e-17j -4.95344e-05-4.66765e-17j -0.00063595-1.30628e-17j -0.00095254-1.79474e-17j 0.00052075-1.09305e-17j 0.000107999+5.56734e-18j 8.44804e-05+5.4542e-19j -0.000476915+2.67693e-18j -0.000742803-5.79e-18j -0.000878007+1.05964e-17j -0.000358909-1.19814e-17j -0.0011028-4.09389e-17j 0.000315872-4.03229e-18j 6.89945e-05-1.90805e-17j 0.00193394-9.83133e-18j -0.0018348-1.32092e-17j 0.000602345-3.53951e-18j 0.000591312+7.97699e-18j 0.00124823+8.72716e-18j -0.000908296-2.14767e-18j -0.00110235-1.46338e-18j -0.000480937-1.25087e-18j -0.000633978-8.32052e-19j -0.000774807+4.41993e-19j -0.000735368+4.43854e-19j 0.000374792-3.95222e-18j 0.000845025-3.47415e-18j -9.26657e-05+3.9272e-17j 0.000432052-1.80134e-16j 
-0.000685891+2.11768e-16j -0.000146889+4.60584e-17j -0.00134655+7.47072e-18j 0.000595004-8.30084e-18j -0.00117552+1.45649e-18j -0.00123698+9.76631e-18j -0.00101501-4.395e-19j -0.000763232-2.69285e-18j -0.00179243+9.51778e-19j -0.00147031+3.95924e-18j 0.00202043-5.22763e-18j -0.000905792+8.02469e-18j 0.00094316+1.47431e-18j -0.00295028+1.37843e-17j -0.00306969+4.45517e-17j 0.00024491-2.8884e-17j -0.000515729-2.23567e-17j 0.00176138+2.07172e-17j -0.000473742-1.19937e-17j 0.0013851+4.10197e-19j 0.00116613+1.00289e-17j 0.000741462+3.89652e-18j -0.000106465-3.84517e-18j -0.00017313-5.44075e-19j 0.000847171-6.2596e-18j 0.001534+9.50139e-18j -0.00101644+6.12492e-18j 0.00405537-2.61024e-17j -7.82472e-05-7.37327e-17j -0.00100458-2.06347e-17j -0.00150468-2.83506e-17j 0.000822604-1.72664e-17j 0.000170601+8.79446e-18j 0.00013345+8.61574e-19j -0.00075336+4.22863e-18j -0.00117337-9.14619e-18j -0.00138695+1.67387e-17j -0.000566953-1.89264e-17j -0.00174204-6.46693e-17j 0.000498968-6.36962e-18j 0.000108987-3.01406e-17j 0.00305496-1.55301e-17j -0.00289835-2.08659e-17j 0.000951497-5.59121e-18j 0.000934068+1.26009e-17j 0.00197177+1.37859e-17j -0.00143479-3.39258e-18j -0.00174133-2.31163e-18j -0.000759713-1.97594e-18j -0.00100147-1.31435e-18j -0.00122393+6.98195e-19j -0.00116163+7.01135e-19j 0.000592042-6.24314e-18j 0.00133485-5.48795e-18j -0.00014638+6.20362e-17j 0.000682492-2.84549e-16j 
-1.44089e-17+4.44873e-30j -3.08577e-18+9.67574e-31j -2.82878e-17+1.56941e-31j 1.24996e-17-1.7438e-31j -2.46949e-17+3.05972e-32j -2.5986e-17+2.05166e-31j -2.13228e-17-9.23282e-33j -1.60336e-17-5.65701e-32j -3.76545e-17+1.99945e-32j -3.08875e-17+8.3174e-32j 4.24443e-17-1.0982e-31j -1.90285e-17+1.68579e-31j 1.98135e-17+3.09717e-32j -6.19782e-17+2.89575e-31j -6.44867e-17+9.35922e-31j 5.14495e-18-6.06781e-31j -1.08342e-17-4.6966e-31j 3.70022e-17+4.35218e-31j -9.95216e-18-2.51957e-31j 2.90975e-17+8.61723e-33j 2.44975e-17+2.10683e-31j 1.55763e-17+8.18562e-32j -2.23656e-18-8.07776e-32j -3.63703e-18-1.14297e-32j 1.7797e-17-1.31499e-31j 3.22256e-17+1.99601e-31j -2.13528e-17+1.2867e-31j 8.51932e-17-5.48348e-31j -1.64378e-18-1.54894e-30j -2.11038e-17-4.33485e-31j -3.16097e-17-5.95577e-31j 1.72809e-17-3.62725e-31j 3.58391e-18+1.8475e-31j 2.80345e-18+1.80995e-32j -1.58262e-17+8.88331e-32j -2.46496e-17-1.92139e-31j -2.91363e-17+3.51638e-31j -1.19103e-17-3.97597e-31j -3.65961e-17-1.35854e-30j 1.04821e-17-1.3381e-31j 2.28956e-18-6.3318e-31j 6.41771e-17-3.26249e-31j -6.08872e-17-4.38341e-31j 1.99886e-17-1.17457e-31j 1.96225e-17+2.64714e-31j 4.1422e-17+2.89607e-31j -3.01415e-17-7.12697e-32j -3.6581e-17-4.85616e-32j -1.59597e-17-4.15096e-32j -2.10383e-17-2.76113e-32j -2.57117e-17+1.46674e-32j -2.44029e-17+1.47291e-32j 1.24373e-17-1.31153e-31j 2.80419e-17-1.15288e-31j -3.07508e-18+1.30323e-30j 1.43375e-17-5.97768e-30j 
1.22398e-16-3.77901e-29j 2.62124e-17-8.21914e-30j 2.40293e-16-1.33315e-30j -1.06179e-16+1.48129e-30j 2.09773e-16-2.5991e-31j 2.2074e-16-1.7428e-30j 1.81128e-16+7.84289e-32j 1.36199e-16+4.80539e-31j 3.1986e-16-1.69845e-31j 2.62377e-16-7.06528e-31j -3.60547e-16+9.32872e-31j 1.61639e-16-1.43201e-30j -1.68307e-16-2.63092e-31j 5.26479e-16-2.45982e-30j 5.47787e-16-7.95027e-30j -4.37042e-17+5.15436e-30j 9.2032e-17+3.98957e-30j -3.14319e-16-3.697e-30j 8.45394e-17+2.14027e-30j -2.47171e-16-7.31998e-32j -2.08096e-16-1.78966e-30j -1.32314e-16-6.95335e-31j 1.89987e-17+6.86172e-31j 3.08951e-17+9.70903e-32j -1.51178e-16+1.11703e-30j -2.73743e-16-1.69553e-30j 1.81383e-16-1.09299e-30j -7.23681e-16+4.65798e-30j 1.39632e-17+1.31576e-29j 1.79268e-16+3.68227e-30j 2.68511e-16+5.05918e-30j -1.46794e-16+3.08119e-30j -3.04439e-17-1.56937e-30j -2.38141e-17-1.53748e-31j 1.34437e-16-7.546e-31j 2.09388e-16+1.63214e-30j 2.47501e-16-2.98702e-30j 1.01173e-16+3.37742e-30j 3.10868e-16+1.15403e-29j -8.9041e-17+1.13666e-30j -1.94488e-17+5.3786e-30j -5.45158e-16+2.77135e-30j 5.17212e-16+3.72352e-30j -1.69795e-16+9.97753e-31j -1.66685e-16-2.24863e-30j -3.51862e-16-2.46009e-30j 2.56039e-16+6.05406e-31j 3.1074e-16+4.12511e-31j 1.35571e-16+3.52607e-31j 1.78712e-16+2.34547e-31j 2.1841e-16-1.24593e-31j 2.07293e-16-1.25118e-31j -1.0565e-16+1.11409e-30j -2.38204e-16+9.79326e-31j 2.61215e-17-1.10704e-29j -1.21791e-16+5.07779e-29j 
-0.000396476+1.22411e-16j -8.49084e-05+2.66238e-17j -0.000778369+4.31841e-18j 0.000343939-4.79826e-18j -0.000679506+8.41915e-19j -0.000715032+5.64537e-18j -0.000586719-2.54051e-19j -0.000441182-1.55659e-18j -0.00103611+5.5017e-19j -0.000849903+2.28862e-18j 0.0011679-3.0218e-18j -0.000523589+4.63863e-18j 0.000545189+8.5222e-19j -0.0017054+7.96797e-18j -0.00177442+2.57529e-17j 0.000141569-1.66962e-17j -0.000298115-1.29232e-17j 0.00101816+1.19755e-17j -0.000273844-6.93288e-18j 0.000800649+2.37112e-19j 0.000674076+5.79717e-18j 0.000428599+2.25236e-18j -6.15414e-05-2.22268e-18j -0.000100077-3.145e-19j 0.000489703-3.61833e-18j 0.000886722+5.49223e-18j -0.000587546+3.54048e-18j 0.00234418-1.50884e-17j -4.52304e-05-4.26208e-17j -0.000580693-1.19278e-17j -0.000869774-1.63879e-17j 0.000475502-9.98076e-18j 9.86153e-05+5.0836e-18j 7.714e-05+4.98029e-19j -0.000435476+2.44434e-18j -0.000678262-5.28691e-18j -0.000801717+9.67571e-18j -0.000327724-1.09403e-17j -0.00100698-3.73818e-17j 0.000288426-3.68193e-18j 6.29996e-05-1.74226e-17j 0.0017659-8.9771e-18j -0.00167538-1.20614e-17j 0.000550008-3.23197e-18j 0.000539933+7.28388e-18j 0.00113977+7.96886e-18j -0.000829375-1.96106e-18j -0.00100657-1.33623e-18j -0.000439149-1.14218e-18j -0.000578893-7.59756e-19j -0.000707484+4.03588e-19j -0.000671472+4.05288e-19j 0.000342227-3.60882e-18j 0.000771602-3.17228e-18j -8.4614e-05+3.58597e-17j 0.000394511-1.64482e-16j 
-8.08939e-17+2.49759e-29j -1.7324e-17+5.43212e-30j -1.58812e-16+8.81096e-31j 7.01746e-17-9.79e-31j -1.38641e-16+1.71778e-31j -1.4589e-16+1.15184e-30j -1.1971e-16-5.18346e-32j -9.00155e-17-3.17594e-31j -2.11399e-16+1.12253e-31j -1.73408e-16+4.66953e-31j 2.3829e-16-6.16546e-31j -1.06829e-16+9.4643e-31j 1.11236e-16+1.7388e-31j -3.47956e-16+1.62572e-30j -3.62039e-16+5.25442e-30j 2.88846e-17-3.40657e-30j -6.0825e-17-2.63675e-30j 2.07737e-16+2.44339e-30j -5.58731e-17-1.41453e-30j 1.63358e-16+4.83786e-32j 1.37533e-16+1.18281e-30j 8.7448e-17+4.59555e-31j -1.25564e-17-4.53499e-31j -2.04189e-17-6.41681e-32j 9.99152e-17-7.38256e-31j 1.8092e-16+1.12059e-30j -1.19878e-16+7.22372e-31j 4.78289e-16-3.07852e-30j -9.22846e-18-8.69602e-30j -1.1848e-16-2.43366e-30j -1.77462e-16-3.34367e-30j 9.70178e-17-2.0364e-30j 2.01207e-17+1.03722e-30j 1.5739e-17+1.01614e-31j -8.88512e-17+4.98724e-31j -1.38387e-16-1.0787e-30j -1.63576e-16+1.97416e-30j -6.68663e-17-2.23218e-30j -2.05457e-16-7.62709e-30j 5.88482e-17-7.51232e-31j 1.2854e-17-3.55478e-30j 3.60301e-16-1.83162e-30j -3.41831e-16-2.46092e-30j 1.12219e-16-6.59426e-31j 1.10164e-16+1.48615e-30j 2.3255e-16+1.6259e-30j -1.69219e-16-4.0012e-31j -2.05372e-16-2.72633e-31j -8.96005e-17-2.33042e-31j -1.18113e-16-1.55015e-31j -1.4435e-16+8.2345e-32j -1.37002e-16+8.26917e-32j 6.98254e-17-7.36315e-31j 1.57432e-16-6.47248e-31j -1.7264e-17+7.31654e-30j 8.0493e-17-3.35597e-29j 
-0.000886155+2.73599e-16j -0.000189777+5.95064e-17j -0.00173972+9.65199e-18j 0.00076873-1.07245e-17j -0.00151875+1.88175e-18j -0.00159815+1.26178e-17j -0.00131136-5.67823e-19j -0.000986077-3.47909e-18j -0.00231578+1.22967e-18j -0.0018996+5.11525e-18j 0.00261035-6.75397e-18j -0.00117026+1.03677e-17j 0.00121854+1.90478e-18j -0.00381169+1.7809e-17j -0.00396597+5.75597e-17j 0.000316417-3.73174e-17j -0.00066631-2.88844e-17j 0.00227566+2.67662e-17j -0.000612063-1.54955e-17j 0.00178951+5.29964e-19j 0.00150661+1.29571e-17j 0.000957951+5.03421e-18j -0.00013755-4.96787e-18j -0.000223679-7.02931e-19j 0.00109452-8.08724e-18j 0.00198189+1.22756e-17j -0.00131321+7.91325e-18j 0.00523943-3.37237e-17j -0.000101093-9.52608e-17j -0.00129789-2.66596e-17j -0.00194401-3.66283e-17j 0.00106278-2.23078e-17j 0.000220413+1.13622e-17j 0.000172414+1.11313e-18j -0.000973323+5.46328e-18j -0.00151597-1.18167e-17j -0.0017919+2.1626e-17j -0.000732489-2.44524e-17j -0.00225068-8.35512e-17j 0.000644655-8.22939e-18j 0.000140809-3.89409e-17j 0.00394693-2.00645e-17j -0.0037446-2.69582e-17j 0.00122931-7.2237e-18j 0.00120679+1.628e-17j 0.00254748+1.7811e-17j -0.00185372-4.38313e-18j -0.00224975-2.98657e-18j -0.000981531-2.55286e-18j -0.00129387-1.69811e-18j -0.00158128+9.02051e-19j -0.00150079+9.05849e-19j 0.000764904-8.06599e-18j 0.00172459-7.09029e-18j -0.000189119+8.01493e-17j 0.000881763-3.6763e-16j 
0.000408109-1.26003e-16j 8.73996e-05-2.7405e-17j 0.000801207-4.44512e-18j -0.00035403+4.93904e-18j 0.000699443-8.66617e-19j 0.000736012-5.81101e-18j 0.000603934+2.61505e-19j 0.000454127+1.60226e-18j 0.00106651-5.66313e-19j 0.00087484-2.35577e-18j -0.00120217+3.11047e-18j 0.000538951-4.77473e-18j -0.000561185-8.77225e-19j 0.00175543-8.20175e-18j 0.00182648-2.65085e-17j -0.000145723+1.71861e-17j 0.000306862+1.33024e-17j -0.00104803-1.23269e-17j 0.000281879+7.13629e-18j -0.000824141-2.44069e-19j -0.000693854-5.96726e-18j -0.000441174-2.31845e-18j 6.33471e-05+2.2879e-18j 0.000103013+3.23727e-19j -0.000504071+3.72449e-18j -0.000912739-5.65338e-18j 0.000604785-3.64436e-18j -0.00241296+1.55311e-17j 4.65575e-05+4.38713e-17j 0.00059773+1.22778e-17j 0.000895294+1.68688e-17j -0.000489454+1.02736e-17j -0.000101509-5.23275e-18j -7.94033e-05-5.12641e-19j 0.000448253-2.51606e-18j 0.000698162+5.44203e-18j 0.00082524-9.9596e-18j 0.00033734+1.12613e-17j 0.00103653+3.84786e-17j -0.000296889+3.78996e-18j -6.48481e-05+1.79338e-17j -0.00181771+9.24049e-18j 0.00172453+1.24153e-17j -0.000566146+3.3268e-18j -0.000555775-7.49759e-18j -0.00117321-8.20267e-18j 0.000853709+2.0186e-18j 0.0010361+1.37543e-18j 0.000452033+1.17569e-18j 0.000595878+7.82047e-19j 0.000728242-4.1543e-19j 0.000691174-4.17179e-19j -0.000352268+3.7147e-18j -0.000794241+3.26536e-18j 8.70966e-05-3.69119e-17j -0.000406086+1.69308e-16j 
0.000864358-2.66869e-16j 0.000185109-5.80427e-17j 0.00169692-9.41457e-18j -0.000749821+1.04607e-17j 0.00148139-1.83546e-18j 0.00155884-1.23075e-17j 0.00127911+5.53856e-19j 0.000961822+3.39352e-18j 0.00225881-1.19943e-18j 0.00185287-4.98942e-18j -0.00254614+6.58784e-18j 0.00114148-1.01127e-17j -0.00118857-1.85793e-18j 0.00371793-1.7371e-17j 0.00386841-5.61439e-17j -0.000308634+3.63995e-17j 0.00064992+2.81739e-17j -0.00221968-2.61078e-17j 0.000597008+1.51144e-17j -0.0017455-5.16929e-19j -0.00146955-1.26384e-17j -0.000934388-4.91038e-18j 0.000134167+4.84567e-18j 0.000218178+6.85641e-19j -0.0010676+7.88832e-18j -0.00193314-1.19736e-17j 0.00128091-7.7186e-18j -0.00511056+3.28942e-17j 9.86068e-05+9.29176e-17j 0.00126597+2.60038e-17j 0.0018962+3.57274e-17j -0.00103664+2.1759e-17j -0.000214991-1.10828e-17j -0.000168173-1.08575e-18j 0.000949382-5.3289e-18j 0.00147868+1.1526e-17j 0.00174782-2.1094e-17j 0.000714471+2.3851e-17j 0.00219532+8.14961e-17j -0.000628798+8.02697e-18j -0.000137346+3.79831e-17j -0.00384984+1.9571e-17j 0.00365249+2.62951e-17j -0.00119907+7.04602e-18j -0.00117711-1.58796e-17j -0.00248481-1.73729e-17j 0.00180812+4.27531e-18j 0.00219441+2.91311e-18j 0.000957388+2.49007e-18j 0.00126204+1.65634e-18j 0.00154239-8.79863e-19j 0.00146388-8.83567e-19j -0.000746089+7.86758e-18j -0.00168217+6.91589e-18j 0.000184467-7.81778e-17j -0.000860074+3.58588e-16j 
9.86683e-17-3.04637e-29j 2.11306e-17-6.62569e-30j 1.93707e-16-1.07469e-30j -8.55937e-17+1.19411e-30j 1.69104e-16-2.09522e-31j 1.77945e-16-1.40492e-30j 1.46013e-16+6.32239e-32j 1.09794e-16+3.87377e-31j 2.57848e-16-1.36917e-31j 2.1151e-16-5.69553e-31j -2.90648e-16+7.52016e-31j 1.30302e-16-1.15438e-30j -1.35677e-16-2.12086e-31j 4.2441e-16-1.98293e-30j 4.41588e-16-6.40895e-30j -3.52313e-17+4.15508e-30j 7.41898e-17+3.21611e-30j -2.53382e-16-2.98026e-30j 6.81498e-17+1.72534e-30j -1.99252e-16-5.90085e-32j -1.67753e-16-1.4427e-30j -1.06662e-16-5.6053e-31j 1.53154e-17+5.53144e-31j 2.49054e-17+7.82674e-32j -1.21869e-16+9.00469e-31j -2.20672e-16-1.36681e-30j 1.46219e-16-8.81095e-31j -5.83381e-16+3.75494e-30j 1.12562e-17+1.06067e-29j 1.44513e-16+2.96839e-30j 2.16455e-16+4.07835e-30j -1.18335e-16+2.48384e-30j -2.45417e-17-1.26512e-30j -1.91973e-17-1.23941e-31j 1.08374e-16-6.08305e-31j 1.68794e-16+1.31572e-30j 1.99518e-16-2.40793e-30j 8.15584e-17+2.72264e-30j 2.506e-16+9.30295e-30j -7.17786e-17+9.16295e-31j -1.56783e-17+4.33585e-30j -4.39468e-16+2.23407e-30j 4.1694e-16+3.00164e-30j -1.36877e-16+8.04318e-31j -1.3437e-16-1.81269e-30j -2.83647e-16-1.98316e-30j 2.06401e-16+4.88036e-31j 2.50497e-16+3.32537e-31j 1.09288e-16+2.84247e-31j 1.44065e-16+1.89075e-31j 1.76067e-16-1.00438e-31j 1.67105e-16-1.00861e-31j -8.51677e-17+8.98102e-31j -1.92023e-16+7.89464e-31j 2.10573e-17-8.92416e-30j -9.81793e-17+4.09336e-29j 
-0.000286381+8.84197e-17j -6.13306e-05+1.92308e-17j -0.000562228+3.11926e-18j 0.000248432-3.46586e-18j -0.000490818+6.08128e-19j -0.000516479+4.07774e-18j -0.000423797-1.83505e-19j -0.000318673-1.12435e-18j -0.000748395+3.97397e-19j -0.000613899+1.65311e-18j 0.000843593-2.1827e-18j -0.000378196+3.35056e-18j 0.000393799+6.15572e-19j -0.00123183+5.75539e-18j -0.00128169+1.86017e-17j 0.000102257-1.206e-17j -0.000215333-9.33464e-18j 0.00073543+8.65009e-18j -0.000197802-5.00773e-18j 0.000578322+1.7127e-19j 0.000486896+4.18739e-18j 0.000309584+1.62692e-18j -4.44523e-05-1.60548e-18j -7.22871e-05-2.27168e-19j 0.00035372-2.61358e-18j 0.000640493+3.96713e-18j -0.000424394+2.55734e-18j 0.00169324-1.08986e-17j -3.26706e-05-3.07857e-17j -0.000419443-8.61564e-18j -0.000628252-1.18373e-17j 0.000343463-7.20926e-18j 7.12313e-05+3.67196e-18j 5.57194e-05+3.59734e-19j -0.000314551+1.76558e-18j -0.000489919-3.81882e-18j -0.000579093+6.98892e-18j -0.00023672-7.90236e-18j -0.000727358-2.70015e-17j 0.000208335-2.65951e-18j 4.55056e-05-1.25846e-17j 0.00127554-6.4843e-18j -0.00121015-8.71215e-18j 0.000397279-2.3345e-18j 0.000390002+5.26126e-18j 0.000823274+5.75603e-18j -0.000599071-1.41651e-18j -0.000727058-9.65177e-19j -0.000317204-8.25015e-19j -0.000418143-5.48784e-19j -0.000511027+2.91518e-19j -0.000485015+2.92746e-19j 0.000247196-2.60671e-18j 0.00055734-2.29139e-18j -6.1118e-05+2.5902e-17j 0.000284962-1.18808e-16j 
4.76769e-17-1.47202e-29j 1.02104e-17-3.20156e-30j 9.36001e-17-5.19296e-31j -4.13592e-17+5.76998e-31j 8.17116e-17-1.01242e-31j 8.59837e-17-6.78864e-31j 7.05539e-17+3.055e-32j 5.30529e-17+1.87182e-31j 1.24593e-16-6.61589e-32j 1.02202e-16-2.7521e-31j -1.40442e-16+3.63377e-31j 6.29624e-17-5.57802e-31j -6.55598e-17-1.02481e-31j 2.05077e-16-9.5816e-31j 2.13377e-16-3.09683e-30j -1.70239e-17+2.00775e-30j 3.58488e-17+1.55404e-30j -1.22435e-16-1.44007e-30j 3.29302e-17+8.33689e-31j -9.62793e-17-2.85131e-32j -8.10587e-17-6.97119e-31j -5.15397e-17-2.7085e-31j 7.40045e-18+2.67281e-31j 1.20344e-17+3.78191e-32j -5.88875e-17+4.3511e-31j -1.0663e-16-6.60449e-31j 7.06533e-17-4.25748e-31j -2.81892e-16+1.8144e-30j 5.43902e-18+5.12522e-30j 6.98292e-17+1.43434e-30j 1.04592e-16+1.97068e-30j -5.71799e-17+1.2002e-30j -1.18586e-17-6.1131e-31j -9.2762e-18-5.98887e-32j 5.23667e-17-2.93935e-31j 8.1562e-17+6.35759e-31j 9.64078e-17-1.16352e-30j 3.94093e-17+1.31559e-30j 1.21091e-16+4.49522e-30j -3.46837e-17+4.42757e-31j -7.5758e-18+2.0951e-30j -2.12352e-16+1.07951e-30j 2.01467e-16+1.4504e-30j -6.61393e-17+3.88649e-31j -6.49278e-17-8.75898e-31j -1.37059e-16-9.58268e-31j 9.97336e-17+2.35821e-31j 1.21041e-16+1.60683e-31j 5.28083e-17+1.37349e-31j 6.96127e-17+9.13618e-32j 8.50761e-17-4.85321e-32j 8.07456e-17-4.87365e-32j -4.11533e-17+4.33966e-31j -9.27863e-17+3.81472e-31j 1.0175e-17-4.31219e-30j -4.74406e-17+1.97792e-29j 
-1.23154e-17+3.80235e-30j -2.63743e-18+8.26991e-31j -2.41777e-17+1.34139e-31j 1.06834e-17-1.49044e-31j -2.11068e-17+2.61516e-32j -2.22104e-17+1.75357e-31j -1.82247e-17-7.89134e-33j -1.3704e-17-4.83508e-32j -3.21836e-17+1.70894e-32j -2.63997e-17+7.10893e-32j 3.62774e-17-9.38634e-32j -1.62637e-17+1.44085e-31j 1.69347e-17+2.64717e-32j -5.29731e-17+2.47501e-31j -5.51171e-17+7.99938e-31j 4.39742e-18-5.1862e-31j -9.26005e-18-4.01421e-31j 3.1626e-17+3.71984e-31j -8.50616e-18-2.15349e-31j 2.48698e-17+7.3652e-33j 2.09382e-17+1.80072e-31j 1.33132e-17+6.9963e-32j -1.9116e-18-6.90411e-32j -3.10859e-18-9.769e-33j 1.52112e-17-1.12393e-31j 2.75434e-17+1.706e-31j -1.82504e-17+1.09975e-31j 7.28151e-17-4.68676e-31j -1.40495e-18-1.32389e-30j -1.80375e-17-3.70502e-31j -2.7017e-17-5.09043e-31j 1.47701e-17-3.10023e-31j 3.06319e-18+1.57907e-31j 2.39613e-18+1.54698e-32j -1.35268e-17+7.59261e-32j -2.10682e-17-1.64222e-31j -2.4903e-17+3.00547e-31j -1.01798e-17-3.39829e-31j -3.12789e-17-1.16116e-30j 8.9591e-18-1.14368e-31j 1.9569e-18-5.41183e-31j 5.48525e-17-2.78847e-31j -5.20407e-17-3.74652e-31j 1.70844e-17-1.00392e-31j 1.67714e-17+2.26252e-31j 3.54036e-17+2.47529e-31j -2.57621e-17-6.09146e-32j -3.1266e-17-4.15059e-32j -1.36409e-17-3.54785e-32j -1.79816e-17-2.35996e-32j -2.19759e-17+1.25363e-32j -2.08573e-17+1.25891e-32j 1.06303e-17-1.12097e-31j 2.39675e-17-9.85375e-32j -2.62828e-18+1.11388e-30j 1.22543e-17-5.10915e-30j 
0.000325652-1.00545e-16j 6.97409e-05-2.18679e-17j 0.000639327-3.547e-18j -0.0002825+3.94113e-18j 0.000558124-6.91521e-19j 0.000587304-4.63692e-18j 0.000481912+2.08669e-19j 0.000362373+1.27853e-18j 0.000851023-4.51892e-19j 0.000698083-1.8798e-18j -0.000959275+2.48201e-18j 0.000430059-3.81002e-18j -0.0004478-6.99985e-19j 0.00140076-6.54462e-18j 0.00145745-2.11526e-17j -0.00011628+1.37137e-17j 0.000244862+1.06147e-17j -0.00083628-9.83628e-18j 0.000224927+5.69444e-18j -0.000657627-1.94756e-19j -0.000553664-4.7616e-18j -0.000352037-1.85002e-18j 5.05481e-05+1.82564e-18j 8.21998e-05+2.5832e-19j -0.000402226+2.97198e-18j -0.000728324-4.51114e-18j 0.000482591-2.90803e-18j -0.00192544+1.23931e-17j 3.71507e-05+3.50073e-17j 0.000476962+9.7971e-18j 0.000714404+1.34605e-17j -0.000390562+8.19786e-18j -8.09993e-05-4.1755e-18j -6.33602e-05-4.09064e-19j 0.000357686-2.0077e-18j 0.000557102+4.34249e-18j 0.000658504-7.94731e-18j 0.000269182+8.98601e-18j 0.0008271+3.07042e-17j -0.000236904+3.02421e-18j -5.17458e-05+1.43104e-17j -0.00145045+7.37349e-18j 0.0013761+9.90685e-18j -0.000451758+2.65463e-18j -0.000443483-5.98274e-18j -0.00093617-6.54536e-18j 0.000681221+1.61075e-18j 0.00082676+1.09753e-18j 0.000360702+9.38149e-19j 0.000475483+6.24038e-19j 0.000581104-3.31494e-19j 0.000551525-3.3289e-19j -0.000281094+2.96416e-18j -0.000633768+2.60561e-18j 6.94992e-05-2.9454e-17j -0.000324038+1.351e-16j 
