-0.00328227-2.62539e-15j -0.0011584-5.82652e-16j 0.00475719+3.16034e-17j -0.00274916-3.24189e-17j 0.00247531+8.08701e-19j 0.00520027+3.95054e-18j 0.00289353-4.07172e-18j 0.00168547+1.58044e-18j 0.00147959-2.35857e-18j 0.00494051+1.00032e-17j -0.00452298+1.09049e-17j -0.00414726-1.21302e-17j -0.00222715-1.26279e-17j 0.000943688+3.96033e-18j 0.00210993+1.84776e-17j -0.00512568-2.62576e-16j 0.00162342-1.59578e-17j 0.00179182-2.37712e-16j 0.00592114-9.92463e-17j 0.00110086-9.56219e-18j 0.00399176+3.85961e-17j -0.00236666-4.06156e-18j -0.00557766-1.24485e-17j -0.00305394+1.29843e-16j -0.00075692-1.51564e-17j 0.0030375+5.14635e-17j 0.00320961-1.23317e-16j -0.00403407+1.30587e-16j 0.00496773+2.18192e-18j 0.00191201-1.44798e-17j 0.0022763-2.97654e-17j 0.000585464+1.39123e-16j -0.000580132-1.23291e-17j 0.00153921-6.80025e-17j 0.00499937+2.00924e-17j 0.0034412+8.66763e-17j -0.00145879-2.22831e-17j 0.00344051-1.22263e-15j 0.00659312+2.72277e-15j -0.00296635-7.2415e-15j -0.00141174-6.07308e-17j 0.00346995+1.3711e-16j 0.00496221+6.81371e-18j -0.00156328+2.85866e-17j 0.000476282+1.49439e-17j 0.000503065-1.91203e-17j 0.00220801+2.40391e-17j -0.00197813+3.59738e-17j 0.00508969-3.08922e-17j -0.00364887-1.82074e-17j -0.00342736-2.30533e-17j 0.00305099+1.30345e-16j -0.000775567-3.64935e-18j -0.00307846+2.95792e-16j -0.00548248+3.88275e-17j 0.00219359-1.99865e-18j -0.00401153+2.35856e-17j 0.00103282-1.57057e-17j -0.00590414-7.55183e-17j -0.00174468-4.71499e-17j 0.00152093+1.33399e-17j -0.00499703-1.57423e-16j 0.00214078+1.29252e-17j 0.00101406-4.46979e-18j -0.00225657+5.0548e-18j -0.00411196+4.02604e-18j -0.00449491+5.71333e-18j 0.00488169-4.59491e-18j 0.0014644-3.49795e-19j 0.00168078+1.32624e-18j 0.00287822-1.83017e-17j 0.00516794-8.05014e-18j 0.0024588+2.41645e-17j -0.00273778+4.12501e-18j -0.00473425+5.50065e-18j 0.00115538+1.81508e-15j -0.00327198-8.16331e-15j 
-0.000658858-5.27e-16j -0.000232529-1.16957e-16j 0.00095492+6.34382e-18j -0.000551845-6.50751e-18j 0.000496875+1.62332e-19j 0.00104386+7.93001e-19j 0.000580824-8.17324e-19j 0.000338328+3.17244e-19j 0.000297001-4.7344e-19j 0.000991719+2.00795e-18j -0.000907906+2.18897e-18j -0.000832488-2.43492e-18j -0.00044706-2.53481e-18j 0.000189428+7.94966e-19j 0.00042353+3.70905e-18j -0.00102889-5.27073e-17j 0.000325873-3.20324e-18j 0.000359676-4.77165e-17j 0.00118856-1.99219e-17j 0.000220979-1.91944e-18j 0.000801274+7.74748e-18j -0.000475065-8.15286e-19j -0.00111961-2.49881e-18j -0.000613023+2.60637e-17j -0.000151938-3.04238e-18j 0.000609723+1.03304e-17j 0.000644272-2.47536e-17j -0.000809768+2.6213e-17j 0.000997182+4.37982e-19j 0.000383802-2.90656e-18j 0.000456925-5.97487e-18j 0.000117521+2.79264e-17j -0.000116451-2.47485e-18j 0.00030897-1.36503e-17j 0.00100353+4.03319e-18j 0.000690759+1.73987e-17j -0.000292826-4.47292e-18j 0.00069062-2.45421e-16j 0.00132345+5.46548e-16j -0.000595441-1.4536e-15j -0.000283381-1.21906e-17j 0.000696529+2.75224e-17j 0.000996075+1.36773e-18j -0.0003138+5.73825e-18j 9.56051e-05+2.99971e-18j 0.000100981-3.83807e-18j 0.000443217+4.82543e-18j -0.000397074+7.2211e-18j 0.00102166-6.20105e-18j -0.000732446-3.65481e-18j -0.000687981-4.62753e-18j 0.000612431+2.61645e-17j -0.000155681-7.32541e-19j -0.000617946+5.9375e-17j -0.00110051+7.79392e-18j 0.000440324-4.01193e-19j -0.000805241+4.73438e-18j 0.000207321-3.15264e-18j -0.00118515-1.51589e-17j -0.000350214-9.4645e-18j 0.000305299+2.67775e-18j -0.00100306-3.15999e-17j 0.000429724+2.59451e-18j 0.000203554-8.97229e-19j -0.000452966+1.01466e-18j -0.000825402+8.08156e-19j -0.000902271+1.14685e-18j 0.000979912-9.22345e-19j 0.000293951-7.0215e-20j 0.000337386+2.66218e-19j 0.000577751-3.67374e-18j 0.00103737-1.61592e-18j 0.000493561+4.85059e-18j -0.00054956+8.28022e-19j -0.000950315+1.10416e-18j 0.000231922+3.64344e-16j -0.000656792-1.63864e-15j 
0.000830387+6.64201e-16j 0.000293066+1.47406e-16j -0.00120353-7.99539e-18j 0.000695514+8.2017e-18j -0.000626233-2.04594e-19j -0.00131562-9.99454e-19j -0.000732038+1.03011e-18j -0.000426409-3.99837e-19j -0.000374323+5.96698e-19j -0.00124991-2.53071e-18j 0.00114427-2.75886e-18j 0.00104922+3.06883e-18j 0.00056345+3.19474e-18j -0.000238745-1.00193e-18j -0.000533793-4.67468e-18j 0.00129675+6.64293e-17j -0.000410712+4.03718e-18j -0.000453315+6.01392e-17j -0.001498+2.51084e-17j -0.000278509+2.41915e-18j -0.00100988-9.76449e-18j 0.000598746+1.02754e-18j 0.0014111+3.14935e-18j 0.00077262-3.28492e-17j 0.000191494+3.83444e-18j -0.00076846-1.30198e-17j -0.000812004+3.11981e-17j 0.00102059-3.30374e-17j -0.00125679-5.52008e-19j -0.000483722+3.66327e-18j -0.000575883+7.53039e-18j -0.000148117-3.51968e-17j 0.000146768+3.11916e-18j -0.000389408+1.7204e-17j -0.0012648-5.0832e-18j -0.000870594-2.19284e-17j 0.000369062+5.63742e-18j -0.000870418+3.09315e-16j -0.001668-6.88838e-16j 0.00075046+1.83204e-15j 0.000357158+1.53644e-17j -0.000877866-3.46876e-17j -0.0012554-1.72381e-18j 0.000395495-7.23217e-18j -0.000120495-3.78067e-18j -0.000127271+4.83728e-18j -0.000558606-6.08169e-18j 0.00050045-9.10107e-18j -0.00128765+7.81546e-18j 0.000923134+4.60631e-18j 0.000867092+5.83228e-18j -0.000771874-3.29762e-17j 0.000196212+9.23254e-19j 0.000778824-7.48329e-17j 0.00138702-9.82301e-18j -0.000554959+5.05641e-19j 0.00101488-5.96695e-18j -0.000261295+3.9734e-18j 0.0014937+1.91055e-17j 0.00044139+1.19285e-17j -0.000384782-3.37489e-18j 0.0012642+3.98267e-17j -0.0005416-3.26997e-18j -0.000256548+1.13082e-18j 0.000570893-1.27882e-18j 0.00104029-1.01855e-18j 0.00113717-1.44542e-18j -0.00123503+1.16247e-18j -0.00037048+8.8495e-20j -0.000425222-3.35526e-19j -0.000728165+4.63018e-18j -0.00130744+2.03662e-18j -0.000622056-6.11341e-18j 0.000692634-1.04359e-18j 0.00119772-1.39162e-18j -0.000292301-4.59199e-16j 0.000827783+2.06525e-15j 
-0.00187309-1.49822e-15j -0.000661063-3.325e-16j 0.00271477+1.8035e-17j -0.00156886-1.85004e-17j 0.00141258+4.61499e-19j 0.00296762+2.25445e-18j 0.00165124-2.3236e-18j 0.000961842+9.01904e-19j 0.000844352-1.34596e-18j 0.00281939+5.70847e-18j -0.00258111+6.22309e-18j -0.00236671-6.9223e-18j -0.00127096-7.2063e-18j 0.000538532+2.26003e-18j 0.00120406+1.05446e-17j -0.00292506-1.49843e-16j 0.000926434-9.10658e-18j 0.00102253-1.35655e-16j 0.003379-5.66366e-17j 0.000628227-5.45683e-18j 0.00227797+2.20255e-17j -0.00135058-2.3178e-18j -0.00318298-7.10393e-18j -0.00174278+7.40971e-17j -0.000431949-8.64927e-18j 0.0017334+2.93685e-17j 0.00183162-7.03729e-17j -0.00230211+7.45218e-17j 0.00283492+1.24515e-18j 0.00109112-8.26316e-18j 0.00129901-1.69861e-17j 0.000334105+7.93928e-17j -0.000331062-7.03581e-18j 0.000878379-3.88068e-17j 0.00285297+1.14661e-17j 0.00196378+4.94633e-17j -0.000832484-1.27162e-17j 0.00196338-6.97715e-16j 0.00376248+1.5538e-15j -0.0016928-4.13249e-15j -0.000805633-3.46571e-17j 0.00198018+7.82441e-17j 0.00283177+3.88836e-18j -0.00089211+1.63135e-17j 0.000271799+8.52797e-18j 0.000287083-1.09114e-17j 0.00126004+1.37183e-17j -0.00112885+2.05291e-17j 0.00290452-1.76292e-17j -0.00208229-1.03904e-17j -0.00195588-1.31557e-17j 0.0017411+7.43838e-17j -0.000442591-2.08256e-18j -0.00175678+1.68799e-16j -0.00312867+2.21576e-17j 0.00125181-1.14056e-18j -0.00228925+1.34595e-17j 0.000589398-8.96272e-18j -0.0033693-4.30958e-17j -0.000995634-2.69069e-17j 0.000867944+7.61266e-18j -0.00285164-8.98362e-17j 0.00122168+7.376e-18j 0.00057869-2.55076e-18j -0.00128775+2.88461e-18j -0.00234656+2.29753e-18j -0.00256509+3.26041e-18j 0.00278582-2.62216e-18j 0.000835683-1.99616e-19j 0.000959164+7.56839e-19j 0.00164251-1.04442e-17j 0.00294917-4.59395e-18j 0.00140316+1.37899e-17j -0.00156236+2.35401e-18j -0.00270168+3.13904e-18j 0.000659338+1.0358e-15j -0.00186721-4.65853e-15j 
0.000878954+7.03048e-16j 0.000310207+1.56027e-16j -0.00127392-8.46302e-18j 0.000736193+8.6814e-18j -0.000662859-2.1656e-19j -0.00139257-1.05791e-18j -0.000774853+1.09036e-18j -0.000451349-4.23222e-19j -0.000396216+6.31597e-19j -0.00132301-2.67873e-18j 0.0012112-2.92021e-18j 0.00111059+3.24832e-18j 0.000596404+3.38159e-18j -0.000252708-1.06053e-18j -0.000565013-4.94809e-18j 0.0013726+7.03146e-17j -0.000434734+4.27331e-18j -0.000479828+6.36565e-17j -0.00158561+2.6577e-17j -0.000294798+2.56064e-18j -0.00106895-1.03356e-17j 0.000633765+1.08764e-18j 0.00149363+3.33355e-18j 0.000817808-3.47704e-17j 0.000202694+4.05871e-18j -0.000813405-1.37813e-17j -0.000859496+3.30228e-17j 0.00108028-3.49697e-17j -0.0013303-5.84293e-19j -0.000512014+3.87752e-18j -0.000609565+7.97082e-18j -0.00015678-3.72554e-17j 0.000155352+3.30159e-18j -0.000412183+1.82103e-17j -0.00133877-5.38051e-18j -0.000921513-2.32109e-17j 0.000390647+5.96714e-18j -0.000921327+3.27406e-16j -0.00176556-7.29126e-16j 0.000794352+1.93919e-15j 0.000378047+1.6263e-17j -0.00092921-3.67164e-17j -0.00132882-1.82463e-18j 0.000418627-7.65516e-18j -0.000127543-4.00179e-18j -0.000134715+5.1202e-18j -0.000591277-6.43739e-18j 0.000529719-9.63337e-18j -0.00136296+8.27256e-18j 0.000977125+4.87572e-18j 0.000917806+6.17339e-18j -0.000817019-3.49049e-17j 0.000207688+9.77252e-19j 0.000824375-7.92097e-17j 0.00146814-1.03975e-17j -0.000587417+5.35215e-19j 0.00107424-6.31594e-18j -0.000276578+4.2058e-18j 0.00158106+2.02229e-17j 0.000467205+1.26262e-17j -0.000407287-3.57227e-18j 0.00133814+4.21561e-17j -0.000573276-3.46122e-18j -0.000271553+1.19696e-18j 0.000604283-1.35362e-18j 0.00110113-1.07813e-18j 0.00120368-1.52996e-18j -0.00130726+1.23046e-18j -0.000392148+9.36708e-20j -0.000450092-3.5515e-19j -0.000770753+4.90098e-18j -0.00138391+2.15573e-18j -0.000658438-6.47096e-18j 0.000733144-1.10463e-18j 0.00126777-1.47301e-18j -0.000309397-4.86056e-16j 0.000876198+2.18604e-15j 
-0.0008004-6.40215e-16j -0.000282483-1.42083e-16j 0.00116006+7.70666e-18j -0.000670398-7.90552e-18j 0.000603618+1.97206e-19j 0.00126811+9.63361e-19j 0.000705602-9.9291e-19j 0.00041101+3.85398e-19j 0.000360805-5.75149e-19j 0.00120477+2.43932e-18j -0.00110295+2.65923e-18j -0.00101133-2.95801e-18j -0.000543102-3.07937e-18j 0.000230123+9.65748e-19j 0.000514516+4.50587e-18j -0.00124992-6.40304e-17j 0.00039588-3.89139e-18j 0.000436945-5.79674e-17j 0.0014439-2.42017e-17j 0.000268451-2.33179e-18j 0.000973411+9.41187e-18j -0.000577123-9.90433e-19j -0.00136014-3.03562e-18j -0.000744719+3.16629e-17j -0.000184579-3.69597e-18j 0.000740709+1.25496e-17j 0.000782681-3.00715e-17j -0.00098373+3.18444e-17j 0.00121141+5.32074e-19j 0.000466254-3.53098e-18j 0.000555086-7.25844e-18j 0.000142769+3.39258e-17j -0.000141468-3.00652e-18j 0.000375345-1.65828e-17j 0.00121912+4.89964e-18j 0.000839155+2.11365e-17j -0.000355734-5.43384e-18j 0.000838985-2.98145e-16j 0.00160777+6.63963e-16j -0.000723359-1.76588e-15j -0.00034426-1.48095e-17j 0.000846164+3.3435e-17j 0.00121006+1.66156e-18j -0.000381213+6.971e-18j 0.000116144+3.64414e-18j 0.000122675-4.6626e-18j 0.000538433+5.86207e-18j -0.000482377+8.77241e-18j 0.00124115-7.53322e-18j -0.000889797-4.43997e-18j -0.000835779-5.62166e-18j 0.000744+3.17854e-17j -0.000189126-8.89913e-19j -0.000750699+7.21305e-17j -0.00133693+9.46828e-18j 0.000534918-4.87381e-19j -0.000978231+5.75147e-18j 0.000251859-3.82991e-18j -0.00143976-1.84155e-17j -0.00042545-1.14977e-17j 0.000370886+3.25301e-18j -0.00121855-3.83885e-17j 0.000522041+3.15188e-18j 0.000247284-1.08998e-18j -0.000550276+1.23264e-18j -0.00100272+9.81772e-19j -0.00109611+1.39322e-18j 0.00119043-1.12049e-18j 0.000357101-8.52992e-20j 0.000409866+3.2341e-19j 0.000701869-4.46297e-18j 0.00126023-1.96307e-18j 0.000599592+5.89263e-18j -0.000667622+1.00591e-18j -0.00115447+1.34136e-18j 0.000281746+4.42616e-16j -0.00079789-1.99067e-15j 
0.00134781+1.07807e-15j 0.000475679+2.39256e-16j -0.00195346-1.29774e-17j 0.0011289+1.33123e-17j -0.00101645-3.32079e-19j -0.0021354-1.62222e-18j -0.00118818+1.67198e-18j -0.000692109-6.4898e-19j -0.000607568+9.68506e-19j -0.00202874-4.10763e-18j 0.00185728-4.47793e-18j 0.001703+4.98106e-18j 0.000914541+5.18541e-18j -0.00038751-1.62624e-18j -0.000866405-7.58753e-18j 0.00210477+1.07822e-16j -0.000666631+6.55279e-18j -0.000735781+9.76125e-17j -0.00243141+4.07538e-17j -0.000452051+3.92655e-18j -0.00163915-1.58488e-17j 0.000971831+1.66781e-18j 0.00229037+5.11175e-18j 0.00125405-5.33178e-17j 0.000310816+6.22373e-18j -0.0012473-2.11326e-17j -0.00131797+5.0638e-17j 0.00165652-5.36234e-17j -0.00203991-8.9597e-19j -0.000785135+5.94589e-18j -0.000934722+1.22227e-17j -0.000240411-5.71284e-17j 0.000238221+5.06274e-18j -0.000632052+2.79241e-17j -0.0020529-8.2506e-18j -0.00141307-3.55921e-17j 0.000599028+9.15016e-18j -0.00141279+5.02053e-16j -0.00270735-1.11806e-15j 0.00121808+2.9736e-15j 0.000579707+2.49381e-17j -0.00142487-5.63019e-17j -0.00203765-2.79793e-18j 0.000641933-1.17386e-17j -0.000195577-6.13644e-18j -0.000206575+7.85145e-18j -0.00090668-9.87126e-18j 0.000812285-1.4772e-17j -0.00208999+1.26854e-17j 0.00149835+7.47656e-18j 0.00140739+9.46644e-18j -0.00125284-5.35241e-17j 0.000318474+1.49854e-18j 0.00126412-1.21462e-16j 0.00225129-1.59438e-17j -0.00090076+8.20712e-19j 0.00164726-9.68502e-18j -0.000424111+6.44928e-18j 0.00242444+3.10103e-17j 0.000716425+1.93613e-17j -0.000624544-5.47781e-18j 0.00205194+6.46432e-17j -0.000879077-5.30752e-18j -0.000416406+1.83544e-18j 0.000926622-2.07567e-18j 0.00168851-1.65323e-18j 0.00184576-2.34608e-18j -0.00200458+1.88682e-18j -0.00060133+1.43637e-19j -0.000690182-5.44596e-19j -0.00118189+7.51529e-18j -0.00212212+3.30565e-18j -0.00100967-9.92273e-18j 0.00112422-1.69387e-18j 0.00194404-2.25875e-18j -0.000474438-7.4533e-16j 0.00134358+3.35213e-15j 
-0.00118534-9.48118e-16j -0.000418339-2.10416e-16j 0.00171798+1.14131e-17j -0.000992817-1.17076e-17j 0.000893921+2.9205e-19j 0.001878+1.42668e-18j 0.00104495-1.47044e-18j 0.000608681+5.70751e-19j 0.00053433-8.51761e-19j 0.00178419+3.61248e-18j -0.0016334+3.93815e-18j -0.00149772-4.38063e-18j -0.000804301-4.56035e-18j 0.000340798+1.43021e-18j 0.000761967+6.67291e-18j -0.00185106-9.48251e-17j 0.000586274-5.76291e-18j 0.000647088-8.58461e-17j 0.00213833-3.58413e-17j 0.00039756-3.45324e-18j 0.00144156+1.39384e-17j -0.000854684-1.46677e-18j -0.00201428-4.49557e-18j -0.00110288+4.68908e-17j -0.00027335-5.47351e-18j 0.00109694+1.85853e-17j 0.0011591-4.4534e-17j -0.00145684+4.71595e-17j 0.00179402+7.87968e-19j 0.000690493-5.22916e-18j 0.000822049-1.07493e-17j 0.000211431+5.0242e-17j -0.000209505-4.45246e-18j 0.000555863-2.45581e-17j 0.00180544+7.25606e-18j 0.00124274+3.13018e-17j -0.00052682-8.04718e-18j 0.00124249-4.41534e-16j 0.002381+9.83288e-16j -0.00107125-2.61516e-15j -0.000509828-2.1932e-17j 0.00125312+4.95151e-17j 0.00179203+2.46066e-18j -0.000564553+1.03236e-17j 0.000172002+5.39674e-18j 0.000181674-6.90502e-18j 0.000797387+8.68136e-18j -0.000714371+1.29914e-17j 0.00183806-1.11562e-17j -0.00131773-6.57532e-18j -0.00123774-8.32533e-18j 0.00110182+4.70722e-17j -0.000280084-1.31791e-18j -0.00111174+1.06821e-16j -0.00197991+1.40219e-17j 0.000792181-7.21782e-19j -0.0014487+8.51757e-18j 0.000372988-5.67187e-18j -0.00213219-2.72723e-17j -0.000630066-1.70275e-17j 0.00054926+4.81751e-18j -0.0018046-5.6851e-17j 0.000773111+4.66775e-18j 0.000366212-1.61419e-18j -0.000814925+1.82546e-18j -0.00148497+1.45394e-18j -0.00162327+2.06328e-18j 0.00176295-1.65938e-18j 0.000528844-1.26323e-19j 0.000606986+4.7895e-19j 0.00103942-6.60939e-18j 0.00186632-2.90718e-18j 0.000887959+8.72663e-18j -0.000988706+1.48968e-18j -0.0017097+1.98647e-18j 0.000417248+6.55487e-16j -0.00118163-2.94805e-15j 
0.00099381+7.94917e-16j 0.000350742+1.76416e-16j -0.00144038-9.56891e-18j 0.000832393+9.81582e-18j -0.000749477-2.44859e-19j -0.00157454-1.19615e-18j -0.000876105+1.23284e-18j -0.000510328-4.78526e-19j -0.000447991+7.14129e-19j -0.00149589-3.02876e-18j 0.00136947-3.30181e-18j 0.00125571+3.67279e-18j 0.000674338+3.82347e-18j -0.000285731-1.19911e-18j -0.000638845-5.59467e-18j 0.00155196+7.95028e-17j -0.000491541+4.83171e-18j -0.000542529+7.19747e-17j -0.00179281+3.00499e-17j -0.00033332+2.89525e-18j -0.00120863-1.16862e-17j 0.00071658+1.22976e-18j 0.00168881+3.76916e-18j 0.000924674-3.9314e-17j 0.000229181+4.58907e-18j -0.000919695-1.55822e-17j -0.000971809+3.7338e-17j 0.00122144-3.95393e-17j -0.00150413-6.60645e-19j -0.00057892+4.38421e-18j -0.000689218+9.01239e-18j -0.000177267-4.21237e-17j 0.000175653+3.73301e-18j -0.000466044+2.05899e-17j -0.00151371-6.08359e-18j -0.00104193-2.62439e-17j 0.000441694+6.74688e-18j -0.00104172+3.70189e-16j -0.00199627-8.24404e-16j 0.000898153+2.19259e-15j 0.000427447+1.83881e-17j -0.00105063-4.15142e-17j -0.00150246-2.06306e-18j 0.00047333-8.65548e-18j -0.000144209-4.52471e-18j -0.000152318+5.78927e-18j -0.000668541-7.27859e-18j 0.000598939-1.08922e-17j -0.00154106+9.35356e-18j 0.00110481+5.51285e-18j 0.00103774+6.98009e-18j -0.000923781-3.9466e-17j 0.000234827+1.10495e-18j 0.000932099-8.95602e-17j 0.00165999-1.17562e-17j -0.000664176+6.05153e-19j 0.00121461-7.14126e-18j -0.000312719+4.75538e-18j 0.00178766+2.28655e-17j 0.000528257+1.42761e-17j -0.000460508-4.03907e-18j 0.001513+4.76647e-17j -0.000648188-3.91351e-18j -0.000307038+1.35337e-18j 0.000683246-1.5305e-18j 0.00124502-1.21901e-18j 0.00136097-1.72989e-18j -0.00147808+1.39125e-18j -0.000443391+1.05911e-19j -0.000508907-4.01559e-19j -0.00087147+5.54141e-18j -0.00156475+2.43743e-18j -0.000744478-7.31654e-18j 0.000828947-1.24897e-18j 0.00143344-1.66549e-18j -0.000349827-5.4957e-16j 0.000990693+2.47169e-15j 
-0.000150721-1.20557e-16j -5.31936e-05-2.67552e-17j 0.000218449+1.45122e-18j -0.000126241-1.48867e-18j 0.000113666+3.71354e-20j 0.000238795+1.81408e-19j 0.00013287-1.86972e-19j 7.73963e-05+7.25733e-20j 6.79423e-05-1.08305e-19j 0.000226867+4.59342e-19j -0.000207694+5.00752e-19j -0.000190441-5.57016e-19j -0.00010227-5.79868e-19j 4.33339e-05+1.81858e-19j 9.68873e-05+8.48489e-19j -0.00023537-1.20574e-17j 7.45472e-05-7.32778e-19j 8.228e-05-1.09157e-17j 0.000271897-4.55736e-18j 5.05514e-05-4.39093e-19j 0.000183301+1.77232e-18j -0.000108677-1.86506e-19j -0.000256125-5.71631e-19j -0.000140236+5.96236e-18j -3.47576e-05-6.95979e-19j 0.000139481+2.36319e-18j 0.000147385-5.66268e-18j -0.000185244+5.99653e-18j 0.000228117+1.00193e-19j 8.77991e-05-6.6491e-19j 0.000104527-1.36682e-18j 2.68844e-05+6.38848e-18j -2.66395e-05-5.66149e-19j 7.06803e-05-3.12266e-18j 0.00022957+9.22638e-19j 0.000158019+3.98015e-18j -6.69874e-05-1.02323e-18j 0.000157987-5.61429e-17j 0.000302754+1.25029e-16j -0.000136214-3.32528e-16j -6.48267e-05-2.78874e-18j 0.000159339+6.29605e-18j 0.000227864+3.12884e-19j -7.17853e-05+1.31269e-18j 2.18708e-05+6.86218e-19j 2.31006e-05-8.78002e-19j 0.000101391+1.10387e-18j -9.08352e-05+1.65191e-18j 0.000233717-1.41856e-18j -0.000167555-8.36079e-19j -0.000157383-1.0586e-18j 0.000140101+5.98542e-18j -3.56139e-05-1.67577e-19j -0.000141362+1.35827e-17j -0.000251754+1.78295e-18j 0.000100729-9.17775e-20j -0.000184208+1.08304e-18j 4.7427e-05-7.21202e-19j -0.000271117-3.46778e-18j -8.01155e-05-2.16511e-18j 6.98407e-05+6.12566e-19j -0.000229462-7.22884e-18j 9.83043e-05+5.93523e-19j 4.65653e-05-2.05251e-19j -0.000103621+2.32115e-19j -0.00018882+1.84875e-19j -0.000206405+2.62355e-19j 0.000224166-2.10997e-19j 6.72448e-05-1.60625e-20j 7.71808e-05+6.09005e-20j 0.000132167-8.40411e-19j 0.00023731-3.69661e-19j 0.000112908+1.10963e-18j -0.000125718+1.8942e-19j -0.000217395+2.52588e-19j 5.30548e-05+8.33479e-17j -0.000150249-3.74857e-16j 
0.00165898+1.32696e-15j 0.000585498+2.94493e-16j -0.00240445-1.59735e-17j 0.00138952+1.63857e-17j -0.00125111-4.08746e-19j -0.0026284-1.99674e-18j -0.00146249+2.05799e-18j -0.000851896-7.98809e-19j -0.000747836+1.1921e-18j -0.00249711-5.05595e-18j 0.00228607-5.51174e-18j 0.00209617+6.13103e-18j 0.00112568+6.38256e-18j -0.000476973-2.00169e-18j -0.00106643-9.33925e-18j 0.0025907+1.32715e-16j -0.000820536+8.06563e-18j -0.000905649+1.20148e-16j -0.00299275+5.01626e-17j -0.000556416+4.83307e-18j -0.00201758-1.95078e-17j 0.0011962+2.05286e-18j 0.00281914+6.2919e-18j 0.00154357-6.56272e-17j 0.000382574+7.66059e-18j -0.00153526-2.60115e-17j -0.00162225+6.23287e-17j 0.00203896-6.60034e-17j -0.00251087-1.10282e-18j -0.000966398+7.31862e-18j -0.00115052+1.50445e-17j -0.000295914-7.03176e-17j 0.000293219+6.23156e-18j -0.000777973+3.43709e-17j -0.00252686-1.01554e-17j -0.0017393-4.38093e-17j 0.000737325+1.12626e-17j -0.00173895+6.17961e-16j -0.0033324-1.37619e-15j 0.0014993+3.66011e-15j 0.000713543+3.06955e-17j -0.00175383-6.93002e-17j -0.00250808-3.44389e-18j 0.000790135-1.44487e-17j -0.00024073-7.55315e-18j -0.000254267+9.6641e-18j -0.001116-1.21502e-17j 0.000999816-1.81825e-17j -0.00257251+1.5614e-17j 0.00184427+9.20266e-18j 0.00173231+1.16519e-17j -0.00154208-6.58811e-17j 0.000391999+1.84451e-18j 0.00155596-1.49504e-16j 0.00277104-1.96248e-17j -0.00110872+1.01019e-18j 0.00202757-1.1921e-17j -0.000522025+7.93821e-18j 0.00298416+3.81696e-17j 0.000881825+2.38312e-17j -0.000768731-6.74247e-18j 0.00252567+7.95673e-17j -0.00108203-6.53287e-18j -0.000512541+2.25919e-18j 0.00114055-2.55487e-18j 0.00207833-2.03491e-18j 0.00227188-2.88772e-18j -0.00246738+2.32243e-18j -0.000740158+1.76799e-19j -0.000849524-6.70327e-19j -0.00145475+9.25034e-18j -0.00261206+4.06883e-18j -0.00124277-1.22136e-17j 0.00138377-2.08493e-18j 0.00239286-2.78022e-18j -0.00058397-9.17404e-16j 0.00165378+4.12603e-15j 
-0.00268126-2.14466e-15j -0.00094629-4.75964e-16j 0.00388611+2.58166e-17j -0.00224577-2.64827e-17j 0.00202206+6.60621e-19j 0.00424806+3.22717e-18j 0.0023637-3.32615e-18j 0.00137685+1.29105e-18j 0.00120866-1.9267e-18j 0.00403586+8.1715e-18j -0.00369478+8.90816e-18j -0.00338787-9.90906e-18j -0.00181934-1.03156e-17j 0.000770891+3.23517e-18j 0.00172358+1.50942e-17j -0.00418713-2.14496e-16j 0.00132616-1.30358e-17j 0.00146372-1.94185e-16j 0.00483693-8.10735e-17j 0.000899287-7.81127e-18j 0.00326084+3.15289e-17j -0.00193331-3.31786e-18j -0.00455634-1.01691e-17j -0.00249474+1.06068e-16j -0.000618322-1.23812e-17j 0.00248131+4.20401e-17j 0.00262191-1.00737e-16j -0.0032954+1.06676e-16j 0.0040581+1.7824e-18j 0.00156191-1.18285e-17j 0.00185949-2.43151e-17j 0.000478261+1.13648e-16j -0.000473905-1.00715e-17j 0.00125737-5.55507e-17j 0.00408394+1.64133e-17j 0.00281109+7.08052e-17j -0.00119168-1.82029e-17j 0.00281052-9.98758e-16j 0.00538587+2.22421e-15j -0.00242318-5.91553e-15j -0.00115324-4.96105e-17j 0.00283457+1.12004e-16j 0.00405359+5.56606e-18j -0.00127703+2.33522e-17j 0.000389071+1.22075e-17j 0.00041095-1.56193e-17j 0.0018037+1.96374e-17j -0.00161592+2.93867e-17j 0.00415772-2.52356e-17j -0.00298074-1.48735e-17j -0.00279978-1.8832e-17j 0.00249233+1.06478e-16j -0.000633555-2.98112e-18j -0.00251477+2.4163e-16j -0.00447859+3.17178e-17j 0.00179193-1.63268e-18j -0.00327698+1.92669e-17j 0.000843704-1.28299e-17j -0.00482305-6.16903e-17j -0.00142522-3.85164e-17j 0.00124243+1.08973e-17j -0.00408203-1.28598e-16j 0.00174879+1.05585e-17j 0.000828377-3.65133e-18j -0.00184337+4.12923e-18j -0.00335903+3.28884e-18j -0.00367185+4.66717e-18j 0.00398782-3.75354e-18j 0.00119625-2.85744e-19j 0.00137301+1.08339e-18j 0.0023512-1.49505e-17j 0.00422164-6.5761e-18j 0.00200858+1.97398e-17j -0.00223647+3.36969e-18j -0.00386737+4.49344e-18j 0.000943822+1.48272e-15j -0.00267286-6.66854e-15j 
