-0.00328227-2.62539e-15j -0.0011584-5.82652e-16j 0.00475719+3.16034e-17j -0.00274916-3.24189e-17j 0.00247531+8.08701e-19j 0.00520027+3.95054e-18j 0.00289353-4.07172e-18j 0.00168547+1.58044e-18j 0.00147959-2.35857e-18j 0.00494051+1.00032e-17j -0.00452298+1.09049e-17j -0.00414726-1.21302e-17j -0.00222715-1.26279e-17j 0.000943688+3.96033e-18j 0.00210993+1.84776e-17j -0.00512568-2.62576e-16j 0.00162342-1.59578e-17j 0.00179182-2.37712e-16j 0.00592114-9.92463e-17j 0.00110086-9.56219e-18j 0.00399176+3.85961e-17j -0.00236666-4.06156e-18j -0.00557766-1.24485e-17j -0.00305394+1.29843e-16j -0.00075692-1.51564e-17j 0.0030375+5.14635e-17j 0.00320961-1.23317e-16j -0.00403407+1.30587e-16j 0.00496773+2.18192e-18j 0.00191201-1.44798e-17j 0.0022763-2.97654e-17j 0.000585464+1.39123e-16j -0.000580132-1.23291e-17j 0.00153921-6.80025e-17j 0.00499937+2.00924e-17j 0.0034412+8.66763e-17j -0.00145879-2.22831e-17j 0.00344051-1.22263e-15j 0.00659312+2.72277e-15j -0.00296635-7.2415e-15j -0.00141174-6.07308e-17j 0.00346995+1.3711e-16j 0.00496221+6.81371e-18j -0.00156328+2.85866e-17j 0.000476282+1.49439e-17j 0.000503065-1.91203e-17j 0.00220801+2.40391e-17j -0.00197813+3.59738e-17j 0.00508969-3.08922e-17j -0.00364887-1.82074e-17j -0.00342736-2.30533e-17j 0.00305099+1.30345e-16j -0.000775567-3.64935e-18j -0.00307846+2.95792e-16j -0.00548248+3.88275e-17j 0.00219359-1.99865e-18j -0.00401153+2.35856e-17j 0.00103282-1.57057e-17j -0.00590414-7.55183e-17j -0.00174468-4.71499e-17j 0.00152093+1.33399e-17j -0.00499703-1.57423e-16j 0.00214078+1.29252e-17j 0.00101406-4.46979e-18j -0.00225657+5.0548e-18j -0.00411196+4.02604e-18j -0.00449491+5.71333e-18j 0.00488169-4.59491e-18j 0.0014644-3.49795e-19j 0.00168078+1.32624e-18j 0.00287822-1.83017e-17j 0.00516794-8.05014e-18j 0.0024588+2.41645e-17j -0.00273778+4.12501e-18j -0.00473425+5.50065e-18j 0.00115538+1.81508e-15j -0.00327198-8.16331e-15j 
-2.87928e-05-2.30304e-17j -1.01617e-05-5.11114e-18j 4.1731e-05+2.77231e-19j -2.41162e-05-2.84385e-19j 2.17139e-05+7.09408e-21j 4.56178e-05+3.46549e-20j 2.53826e-05-3.57179e-20j 1.47853e-05+1.38639e-20j 1.29792e-05-2.06898e-20j 4.33391e-05+8.77496e-20j -3.96764e-05+9.56603e-20j -3.63806e-05-1.06408e-19j -1.9537e-05-1.10774e-19j 8.27822e-06+3.47408e-20j 1.85087e-05+1.62089e-19j -4.49635e-05-2.30336e-18j 1.4241e-05-1.39985e-19j 1.57182e-05-2.08526e-18j 5.19414e-05-8.70608e-19j 9.657e-06-8.38814e-20j 3.50165e-05+3.38573e-19j -2.07608e-05-3.56288e-20j -4.89283e-05-1.092e-19j -2.67897e-05+1.13901e-18j -6.63985e-06-1.32955e-19j 2.66455e-05+4.51448e-19j 2.81554e-05-1.08176e-18j -3.53877e-05+1.14554e-18j 4.35779e-05+1.91403e-20j 1.67725e-05-1.2702e-19j 1.99681e-05-2.61108e-19j 5.13581e-06+1.22041e-18j -5.08903e-06-1.08153e-19j 1.35023e-05-5.96531e-19j 4.38554e-05+1.76254e-19j 3.01869e-05+7.60341e-19j -1.27968e-05-1.95471e-19j 3.01808e-05-1.07252e-17j 5.78361e-05+2.38847e-17j -2.60214e-05-6.35239e-17j -1.23841e-05-5.32742e-19j 3.0439e-05+1.20275e-18j 4.35295e-05+5.97712e-20j -1.37134e-05+2.50768e-19j 4.17804e-06+1.3109e-19j 4.41299e-06-1.67727e-19j 1.93691e-05+2.10876e-19j -1.73525e-05+3.1557e-19j 4.46477e-05-2.70992e-19j -3.20086e-05-1.59719e-19j -3.00655e-05-2.02228e-19j 2.67639e-05+1.14341e-18j -6.80343e-06-3.20128e-20j -2.70049e-05+2.59475e-18j -4.80933e-05+3.40602e-19j 1.92426e-05-1.75326e-20j -3.51899e-05+2.06897e-19j 9.06012e-06-1.37773e-19j -5.17923e-05-6.62461e-19j -1.53047e-05-4.13608e-19j 1.33419e-05+1.1702e-19j -4.38349e-05-1.38095e-18j 1.87794e-05+1.13383e-19j 8.89552e-06-3.92098e-20j -1.97951e-05+4.43417e-20j -3.60709e-05+3.53172e-20j -3.94302e-05+5.01184e-20j 4.28232e-05-4.03074e-20j 1.2846e-05-3.06847e-21j 1.47441e-05+1.1634e-20j 2.52483e-05-1.60546e-19j 4.53341e-05-7.06174e-20j 2.15691e-05+2.11976e-19j -2.40163e-05+3.61854e-20j -4.15297e-05+4.82528e-20j 1.01352e-05+1.59222e-17j -2.87025e-05-7.16102e-17j 
-0.00167193-1.33733e-15j -0.00059007-2.96793e-16j 0.00242323+1.60982e-17j -0.00140037-1.65136e-17j 0.00126088+4.11938e-19j 0.00264892+2.01234e-18j 0.00147391-2.07406e-18j 0.000858548+8.05047e-19j 0.000753676-1.20141e-18j 0.00251661+5.09543e-18j -0.00230392+5.55479e-18j -0.00211254-6.17891e-18j -0.00113447-6.4324e-18j 0.000480698+2.01732e-18j 0.00107476+9.41218e-18j -0.00261093-1.33751e-16j 0.000826943-8.12862e-18j 0.000912722-1.21086e-16j 0.00301612-5.05543e-17j 0.000560761-4.87081e-18j 0.00203333+1.96602e-17j -0.00120554-2.06889e-18j -0.00284116-6.34103e-18j -0.00155562+6.61397e-17j -0.000385562-7.72042e-18j 0.00154725+2.62146e-17j 0.00163492-6.28154e-17j -0.00205489+6.65188e-17j 0.00253047+1.11143e-18j 0.000973945-7.37577e-18j 0.0011595-1.5162e-17j 0.000298225+7.08667e-17j -0.000295509-6.28023e-18j 0.000784048-3.46393e-17j 0.00254659+1.02347e-17j 0.00175289+4.41514e-17j -0.000743083-1.13506e-17j 0.00175253-6.22787e-16j 0.00335842+1.38693e-15j -0.001511-3.68869e-15j -0.000719115-3.09352e-17j 0.00176753+6.98414e-17j 0.00252766+3.47078e-18j -0.000796305+1.45615e-17j 0.00024261+7.61214e-18j 0.000256252-9.73957e-18j 0.00112472+1.22451e-17j -0.00100762+1.83244e-17j 0.0025926-1.57359e-17j -0.00185867-9.27453e-18j -0.00174584-1.17429e-17j 0.00155412+6.63956e-17j -0.00039506-1.85891e-18j -0.00156811+1.50671e-16j -0.00279268+1.9778e-17j 0.00111738-1.01808e-18j -0.0020434+1.20141e-17j 0.000526101-8.0002e-18j -0.00300747-3.84677e-17j -0.000888711-2.40173e-17j 0.000774734+6.79512e-18j -0.0025454-8.01886e-17j 0.00109048+6.58388e-18j 0.000516544-2.27683e-18j -0.00114946+2.57483e-18j -0.00209456+2.0508e-18j -0.00228962+2.91027e-18j 0.00248665-2.34057e-18j 0.000745938-1.78179e-19j 0.000856158+6.75561e-19j 0.00146611-9.32258e-18j 0.00263245-4.1006e-18j 0.00125247+1.2309e-17j -0.00139458+2.10121e-18j -0.00241154+2.80193e-18j 0.000588531+9.24568e-16j -0.00166669-4.15825e-15j 
-0.00103835-8.30547e-16j -0.000366463-1.84323e-16j 0.00150494+9.9978e-18j -0.000869703-1.02558e-17j 0.00078307+2.55834e-19j 0.00164511+1.24976e-18j 0.000915373-1.2881e-18j 0.000533201+4.99974e-19j 0.000468071-7.46138e-19j 0.00156294+3.16452e-18j -0.00143085+3.4498e-18j -0.00131199-3.83741e-18j -0.000704563-3.99484e-18j 0.000298538+1.25286e-18j 0.000667479+5.84544e-18j -0.00162152-8.30662e-17j 0.000513573-5.04828e-18j 0.000566846-7.52007e-17j 0.00187316-3.13967e-17j 0.00034826-3.02502e-18j 0.0012628+1.221e-17j -0.000748699-1.28488e-18j -0.0017645-3.9381e-18j -0.000966119+4.10761e-17j -0.000239453-4.79476e-18j 0.000960917+1.62806e-17j 0.00101537-3.90115e-17j -0.00127619+4.13115e-17j 0.00157155+6.90256e-19j 0.000604868-4.58072e-18j 0.00072011-9.41634e-18j 0.000185213+4.40117e-17j -0.000183526-3.90033e-18j 0.000486933-2.15127e-17j 0.00158156+6.35627e-18j 0.00108863+2.74202e-17j -0.000461491-7.04929e-18j 0.00108841-3.86782e-16j 0.00208575+8.61355e-16j -0.000938409-2.29086e-15j -0.000446606-1.92123e-17j 0.00109772+4.3375e-17j 0.00156981+2.15553e-18j -0.000494545+9.04344e-18j 0.000150673+4.72752e-18j 0.000159146-6.04876e-18j 0.000698506+7.60483e-18j -0.000625785+1.13804e-17j 0.00161013-9.77281e-18j -0.00115433-5.75994e-18j -0.00108425-7.29295e-18j 0.000965186+4.1235e-17j -0.000245352-1.15448e-18j -0.000973877+9.35745e-17j -0.00173439+1.22831e-17j 0.000693946-6.32277e-19j -0.00126905+7.46134e-18j 0.000326735-4.96853e-18j -0.00186779-2.38903e-17j -0.000551934-1.4916e-17j 0.000481149+4.22011e-18j -0.00158082-4.98011e-17j 0.000677241+4.08892e-18j 0.000320799-1.41403e-18j -0.00071387+1.5991e-18j -0.00130083+1.27365e-18j -0.00142197+1.80742e-18j 0.00154433-1.45361e-18j 0.000463265-1.10658e-19j 0.000531717+4.19557e-19j 0.000910531-5.78979e-18j 0.00163489-2.54668e-18j 0.000777847+7.64448e-18j -0.000866101+1.30495e-18j -0.00149769+1.74014e-18j 0.000365507+5.74203e-16j -0.0010351-2.58248e-15j 
-0.000706669-5.65242e-16j -0.000249403-1.25444e-16j 0.00102422+6.80417e-18j -0.000591891-6.97975e-18j 0.000532931+1.74112e-19j 0.00111961+8.50547e-19j 0.000622973-8.76635e-19j 0.000362879+3.40266e-19j 0.000318553-5.07797e-19j 0.00106369+2.15366e-18j -0.00097379+2.34782e-18j -0.0008929-2.61161e-18j -0.000479502-2.71876e-18j 0.000203175+8.52654e-19j 0.000454264+3.97821e-18j -0.00110355-5.65321e-17j 0.000349521-3.43569e-18j 0.000385776-5.11791e-17j 0.00127481-2.13676e-17j 0.000237014-2.05873e-18j 0.00085942+8.30969e-18j -0.00050954-8.74449e-19j -0.00120086-2.68014e-18j -0.000657509+2.7955e-17j -0.000162964-3.26316e-18j 0.000653968+1.108e-17j 0.000691025-2.655e-17j -0.00086853+2.81152e-17j 0.00106955+4.69765e-19j 0.000411653-3.11749e-18j 0.000490083-6.40845e-18j 0.00012605+2.99529e-17j -0.000124901-2.65444e-18j 0.000331391-1.46408e-17j 0.00107636+4.32587e-18j 0.000740886+1.86613e-17j -0.000314076-4.79751e-18j 0.000740736-2.63231e-16j 0.00141949+5.8621e-16j -0.00063865-1.55909e-15j -0.000303945-1.30753e-17j 0.000747074+2.95196e-17j 0.00106836+1.46698e-18j -0.000336571+6.15466e-18j 0.000102543+3.21739e-18j 0.000108309-4.11658e-18j 0.00047538+5.17559e-18j -0.000425888+7.74512e-18j 0.0010958-6.65105e-18j -0.000785598-3.92003e-18j -0.000737906-4.96334e-18j 0.000656874+2.80632e-17j -0.000166979-7.857e-19j -0.000662788+6.36837e-17j -0.00118037+8.3595e-18j 0.000472277-4.30307e-19j -0.000863676+5.07794e-18j 0.000222365-3.38141e-18j -0.00127115-1.6259e-17j -0.000375628-1.01513e-17j 0.000327454+2.87207e-18j -0.00107585-3.3893e-17j 0.000460908+2.78278e-18j 0.000218325-9.62339e-19j -0.000485836+1.08829e-18j -0.000885299+8.66802e-19j -0.000967747+1.23007e-18j 0.00105102-9.89278e-19j 0.000315283-7.53103e-20j 0.000361869+2.85537e-19j 0.000619677-3.94034e-18j 0.00111265-1.73318e-18j 0.000529377+5.20258e-18j -0.00058944+8.88109e-19j -0.00101928+1.18428e-18j 0.000248752+3.90784e-16j -0.000704453-1.75755e-15j 
0.00516763+4.13343e-15j 0.0018238+9.17331e-16j -0.00748974-4.97566e-17j 0.0043283+5.10405e-17j -0.00389715-1.27322e-18j -0.00818733-6.21976e-18j -0.00455559+6.41054e-18j -0.00265361-2.48825e-18j -0.00232947+3.71335e-18j -0.00777837-1.5749e-17j 0.007121-1.71688e-17j 0.00652948+1.90979e-17j 0.00350644+1.98814e-17j -0.00148575-6.23518e-18j -0.00332188-2.90913e-17j 0.00806991+4.13401e-16j -0.00255593+2.5124e-17j -0.00282105+3.74256e-16j -0.00932227+1.56254e-16j -0.00173321+1.50548e-17j -0.00628465-6.0766e-17j 0.00372609+6.39455e-18j 0.0087815+1.95989e-17j 0.00480814-2.04426e-16j 0.0011917+2.38624e-17j -0.00478225-8.10245e-17j -0.00505323+1.94151e-16j 0.00635127-2.05597e-16j -0.00782122-3.43524e-18j -0.00301028+2.27971e-17j -0.00358381+4.68628e-17j -0.000921759-2.19036e-16j 0.000913363+1.9411e-17j -0.00242335+1.07064e-16j -0.00787103-3.16336e-17j -0.00541785-1.36464e-16j 0.00229673+3.50826e-17j -0.00541676+1.92492e-15j -0.0103803-4.28675e-15j 0.00467023+1.14011e-14j 0.00222265+9.56149e-17j -0.0054631-2.15867e-16j -0.00781254-1.07275e-17j 0.00246123-4.5007e-17j -0.000749862-2.35277e-17j -0.000792029+3.01032e-17j -0.0034763-3.78474e-17j 0.00311438-5.66374e-17j -0.00801324+4.86369e-17j 0.00574481+2.86658e-17j 0.00539606+3.62952e-17j -0.0048035-2.05216e-16j 0.00122106+5.74556e-18j 0.00484675-4.65697e-16j 0.00863164-6.11302e-17j -0.0034536+3.14669e-18j 0.00631577-3.71333e-17j -0.00162608+2.47271e-17j 0.00929552+1.18896e-16j 0.00274684+7.42331e-17j -0.00239456-2.10025e-17j 0.00786735+2.47848e-16j -0.00337046-2.03496e-17j -0.00159654+7.03726e-18j 0.00355276-7.95831e-18j 0.0064739-6.33863e-18j 0.00707681-8.9951e-18j -0.00768577+7.23425e-18j -0.00230556+5.50719e-19j -0.00264623-2.08804e-18j -0.00453149+2.88144e-17j -0.00813643+1.26742e-17j -0.00387116-3.80447e-17j 0.00431038-6.49444e-18j 0.00745363-8.66026e-18j -0.00181904-2.85767e-15j 0.00515143+1.28524e-14j 
-0.000518182-4.14478e-16j -0.00018288-9.1985e-17j 0.000751031+4.98932e-18j -0.000434018-5.11807e-18j 0.000390785+1.27672e-19j 0.000820981+6.23684e-19j 0.00045681-6.42814e-19j 0.00026609+2.49508e-19j 0.000233587-3.72354e-19j 0.000779973+1.57923e-18j -0.000714055+1.72159e-18j -0.00065474-1.91503e-18j -0.000351607-1.9936e-18j 0.000148983+6.25229e-19j 0.0003331+2.91712e-18j -0.000809206-4.14536e-17j 0.000256295-2.5193e-18j 0.00028288-3.75283e-17j 0.000934787-1.56683e-17j 0.000173797-1.50961e-18j 0.00063019+6.09328e-18j -0.000373632-6.41211e-19j -0.00088056-1.96528e-18j -0.000482134+2.04987e-17j -0.000119497-2.39279e-18j 0.000479538+8.12469e-18j 0.000506711-1.94684e-17j -0.000636871+2.06162e-17j 0.00078427+3.44467e-19j 0.000301855-2.28597e-18j 0.000359365-4.69915e-18j 9.2429e-05+2.19637e-17j -9.1587e-05-1.94643e-18j 0.000243-1.07358e-17j 0.000789264+3.17205e-18j 0.000543272+1.36838e-17j -0.000230304-3.51789e-18j 0.000543163-1.9302e-16j 0.00104088+4.29852e-16j -0.000468306-1.14324e-15j -0.000222875-9.58774e-18j 0.00054781+2.16459e-17j 0.000783399+1.0757e-18j -0.000246799+4.51306e-18j 7.51921e-05+2.35923e-18j 7.94204e-05-3.01858e-18j 0.000348584+3.79513e-18j -0.000312293+5.67929e-18j 0.000803524-4.87704e-18j -0.000576058-2.87446e-18j -0.000541087-3.63949e-18j 0.000481669+2.0578e-17j -0.000122441-5.76133e-19j -0.000486006+4.66976e-17j -0.000865534+6.1298e-18j 0.000346308-3.15533e-19j -0.000633311+3.72352e-18j 0.000163055-2.4795e-18j -0.000932104-1.19223e-17j -0.000275438-7.44369e-18j 0.000240114+2.10601e-18j -0.000788895-2.48529e-17j 0.000337972+2.04054e-18j 0.000160092-7.05658e-19j -0.000356251+7.98016e-19j -0.000649167+6.35603e-19j -0.000709624+9.0198e-19j 0.000770687-7.25412e-19j 0.000231189-5.52231e-20j 0.000265349+2.09377e-19j 0.000454393-2.88935e-18j 0.000815877-1.2709e-18j 0.000388178+3.81492e-18j -0.000432221+6.51227e-19j -0.000747409+8.68403e-19j 0.000182403+2.86551e-16j -0.000516557-1.28877e-15j 
-0.000977513-7.81882e-16j -0.000344991-1.73523e-16j 0.00141677+9.412e-18j -0.000818744-9.65486e-18j 0.000737187+2.40844e-19j 0.00154872+1.17653e-18j 0.000861739-1.21262e-18j 0.00050196+4.70679e-19j 0.000440645-7.02419e-19j 0.00147136+2.9791e-18j -0.00134701+3.24766e-18j -0.00123512-3.61256e-18j -0.000663281-3.76077e-18j 0.000281045+1.17945e-18j 0.000628369+5.50293e-18j -0.00152651-7.81991e-17j 0.000483481-4.75248e-18j 0.000533632-7.07945e-17j 0.00176341-2.95571e-17j 0.000327855-2.84777e-18j 0.00118881+1.14945e-17j -0.00070483-1.2096e-18j -0.00166111-3.70735e-18j -0.000909511+3.86693e-17j -0.000225423-4.51382e-18j 0.000904614+1.53267e-17j 0.000955874-3.67257e-17j -0.00120141+3.88909e-17j 0.00147947+6.49812e-19j 0.000569427-4.31232e-18j 0.000677917-8.8646e-18j 0.000174361+4.1433e-17j -0.000172772-3.6718e-18j 0.000458402-2.02522e-17j 0.00148889+5.98384e-18j 0.00102484+2.58136e-17j -0.000434451-6.63625e-18j 0.00102464-3.64119e-16j 0.00196354+8.10885e-16j -0.000883425-2.15663e-15j -0.000420438-1.80866e-17j 0.0010334+4.08335e-17j 0.00147783+2.02923e-18j -0.000465568+8.51355e-18j 0.000141844+4.45052e-18j 0.000149821-5.69434e-18j 0.000657579+7.15924e-18j -0.000589118+1.07136e-17j 0.00151579-9.20019e-18j -0.00108669-5.42245e-18j -0.00102072-6.86563e-18j 0.000908633+3.88189e-17j -0.000230976-1.08683e-18j -0.000916814+8.80917e-17j -0.00163277+1.15634e-17j 0.000653286-5.9523e-19j -0.0011947+7.02416e-18j 0.000307591-4.6774e-18j -0.00175835-2.24905e-17j -0.000519594-1.4042e-17j 0.000452957+3.97284e-18j -0.00148819-4.68831e-17j 0.00063756+3.84934e-18j 0.000302003-1.33117e-18j -0.000672042+1.5054e-18j -0.00122461+1.19902e-18j -0.00133865+1.70152e-18j 0.00145385-1.36844e-18j 0.000436121-1.04174e-19j 0.000500562+3.94974e-19j 0.00085718-5.45055e-18j 0.00153909-2.39746e-18j 0.000732271+7.19657e-18j -0.000815354+1.22849e-18j -0.00140993+1.63818e-18j 0.000344091+5.40559e-16j -0.000974448-2.43116e-15j 
-0.00101278-8.10094e-16j -0.000357439-1.79784e-16j 0.00146788+9.7516e-18j -0.000848286-1.00032e-17j 0.000763786+2.49534e-19j 0.0016046+1.21899e-18j 0.000892832-1.25638e-18j 0.000520071+4.87662e-19j 0.000456544-7.27764e-19j 0.00152445+3.08659e-18j -0.00139562+3.36485e-18j -0.00127969-3.74291e-18j -0.000687213-3.89647e-18j 0.000291186+1.22201e-18j 0.000651042+5.70149e-18j -0.00158159-8.10207e-17j 0.000500926-4.92396e-18j 0.000552887-7.33489e-17j 0.00182703-3.06236e-17j 0.000339684-2.95052e-18j 0.0012317+1.19093e-17j -0.000730262-1.25324e-18j -0.00172105-3.84112e-18j -0.000942328+4.00646e-17j -0.000233556-4.67669e-18j 0.000937254+1.58797e-17j 0.000990363-3.80509e-17j -0.00124476+4.02942e-17j 0.00153285+6.73258e-19j 0.000589973-4.46792e-18j 0.000702377-9.18445e-18j 0.000180652+4.29279e-17j -0.000179006-3.80429e-18j 0.000474942-2.0983e-17j 0.00154261+6.19974e-18j 0.00106182+2.6745e-17j -0.000450127-6.8757e-18j 0.00106161-3.77257e-16j 0.00203438+8.40144e-16j -0.000915301-2.23445e-15j -0.000435608-1.87392e-17j 0.00107069+4.23068e-17j 0.00153115+2.10245e-18j -0.000482367+8.82074e-18j 0.000146962+4.6111e-18j 0.000155227-5.8998e-18j 0.000681305+7.41755e-18j -0.000610375+1.11001e-17j 0.00157048-9.53215e-18j -0.0011259-5.6181e-18j -0.00105755-7.11335e-18j 0.000941418+4.02195e-17j -0.00023931-1.12605e-18j -0.000949895+9.12702e-17j -0.00169168+1.19807e-17j 0.000676857-6.16707e-19j -0.0012378+7.27761e-18j 0.000318689-4.84617e-18j -0.00182179-2.3302e-17j -0.000538342-1.45486e-17j 0.0004693+4.11619e-18j -0.00154189-4.85748e-17j 0.000660564+3.98823e-18j 0.0003129-1.3792e-18j -0.000696291+1.55972e-18j -0.00126879+1.24228e-18j -0.00138695+1.76291e-18j 0.0015063-1.41781e-18j 0.000451857-1.07933e-19j 0.000518623+4.09226e-19j 0.000888108-5.64721e-18j 0.00159463-2.48396e-18j 0.000758692+7.45623e-18j -0.000844773+1.27282e-18j -0.00146081+1.69729e-18j 0.000356506+5.60063e-16j -0.00100961-2.51888e-15j 
2.90669e-05+2.32497e-17j 1.02585e-05+5.15981e-18j -4.21283e-05-2.79871e-19j 2.43458e-05+2.87093e-19j -2.19207e-05-7.16164e-21j -4.60521e-05-3.49849e-20j -2.56243e-05+3.6058e-20j -1.49261e-05-1.39959e-20j -1.31028e-05+2.08868e-20j -4.37518e-05-8.85852e-20j 4.00542e-05-9.65712e-20j 3.6727e-05+1.07422e-19j 1.9723e-05+1.11829e-19j -8.35704e-06-3.50716e-20j -1.86849e-05-1.63633e-19j 4.53916e-05+2.3253e-18j -1.43766e-05+1.41318e-19j -1.58679e-05+2.10512e-18j -5.24359e-05+8.78898e-19j -9.74895e-06+8.46801e-20j -3.53499e-05-3.41797e-19j 2.09585e-05+3.59681e-20j 4.93942e-05+1.1024e-19j 2.70448e-05-1.14985e-18j 6.70307e-06+1.34221e-19j -2.68992e-05-4.55747e-19j -2.84235e-05+1.09206e-18j 3.57246e-05-1.15644e-18j -4.39928e-05-1.93225e-20j -1.69322e-05+1.28229e-19j -2.01582e-05+2.63594e-19j -5.18471e-06-1.23203e-18j 5.13749e-06+1.09183e-19j -1.36309e-05+6.02212e-19j -4.4273e-05-1.77933e-19j -3.04743e-05-7.67582e-19j 1.29187e-05+1.97333e-19j -3.04682e-05+1.08273e-17j -5.83869e-05-2.41121e-17j 2.62692e-05+6.41288e-17j 1.2502e-05+5.37815e-19j -3.07289e-05-1.21421e-18j -4.3944e-05-6.03403e-20j 1.38439e-05-2.53155e-19j -4.21783e-06-1.32339e-19j -4.45501e-06+1.69325e-19j -1.95535e-05-2.12884e-19j 1.75178e-05-3.18574e-19j -4.50729e-05+2.73573e-19j 3.23134e-05+1.6124e-19j 3.03518e-05+2.04153e-19j -2.70187e-05-1.1543e-18j 6.86821e-06+3.23176e-20j 2.7262e-05-2.61946e-18j 4.85513e-05-3.43845e-19j -1.94258e-05+1.76995e-20j 3.5525e-05-2.08867e-19j -9.14639e-06+1.39085e-19j 5.22855e-05+6.68769e-19j 1.54504e-05+4.17547e-19j -1.34689e-05-1.18135e-19j 4.42523e-05+1.3941e-18j -1.89582e-05-1.14462e-19j -8.98023e-06+3.95832e-20j 1.99836e-05-4.47639e-20j 3.64144e-05-3.56535e-20j 3.98056e-05-5.05957e-20j -4.32309e-05+4.06913e-20j -1.29683e-05+3.09768e-21j -1.48845e-05-1.17448e-20j -2.54887e-05+1.62075e-19j -4.57658e-05+7.12899e-20j -2.17745e-05-2.13994e-19j 2.4245e-05-3.653e-20j 4.19252e-05-4.87122e-20j -1.02317e-05-1.60738e-17j 2.89758e-05+7.2292e-17j 
-0.00419376-3.35446e-15j -0.00148009-7.44454e-16j 0.00607825+4.03797e-17j -0.0035126-4.14216e-17j 0.00316271+1.03328e-18j 0.00664438+5.04761e-18j 0.00369706-5.20243e-18j 0.00215352+2.01932e-18j 0.00189047-3.01354e-18j 0.00631249+1.2781e-17j -0.005779+1.39332e-17j -0.00529895-1.54987e-17j -0.00284563-1.61346e-17j 0.00120575+5.06012e-18j 0.00269585+2.36089e-17j -0.00654908-3.35492e-16j 0.00207425-2.03893e-17j 0.00228941-3.03725e-16j 0.00756543-1.26807e-16j 0.00140657-1.22176e-17j 0.00510027+4.93142e-17j -0.00302389-5.18946e-18j -0.00712656-1.59054e-17j -0.00390201+1.659e-16j -0.000967116-1.93654e-17j 0.003881+6.57549e-17j 0.00410092-1.57562e-16j -0.00515433+1.66851e-16j 0.00634726+2.78784e-18j 0.00244297-1.85009e-17j 0.00290842-3.80312e-17j 0.000748047+1.77757e-16j -0.000741233-1.57529e-17j 0.00196665-8.68867e-17j 0.00638769+2.5672e-17j 0.00439682+1.10746e-16j -0.0018639-2.84711e-17j 0.00439593-1.56215e-15j 0.00842402+3.47889e-15j -0.0037901-9.25246e-15j -0.00180378-7.75957e-17j 0.00443355+1.75185e-16j 0.00634021+8.70586e-18j -0.0019974+3.65251e-17j 0.000608545+1.90938e-17j 0.000642766-2.443e-17j 0.00282117+3.07148e-17j -0.00252745+4.59637e-17j 0.00650309-3.94709e-17j -0.00466216-2.32636e-17j -0.00437913-2.94551e-17j 0.00389825+1.66542e-16j -0.000990942-4.66277e-18j -0.00393335+3.77934e-16j -0.00700495+4.96098e-17j 0.00280275-2.55367e-18j -0.00512552+3.01353e-17j 0.00131964-2.00671e-17j -0.00754372-9.64896e-17j -0.00222918-6.02434e-17j 0.00194329+1.70444e-17j -0.0063847-2.01139e-16j 0.00273528+1.65146e-17j 0.00129566-5.71104e-18j -0.00288322+6.45851e-18j -0.00525385+5.14407e-18j -0.00574314+7.29992e-18j 0.00623733-5.87091e-18j 0.00187106-4.46932e-19j 0.00214753+1.69453e-18j 0.0036775-2.33841e-17j 0.00660307-1.02857e-17j 0.00314161+3.08749e-17j -0.00349806+5.27052e-18j -0.00604894+7.02817e-18j 0.00147623+2.31912e-15j -0.00418061-1.04303e-14j 
