-0.135005+0.0257964j 0.209225-0.0722574j -0.214952-0.117654j 0.173508-0.260993j 0.178512-0.0335873j 0.188439-0.17819j -0.0734288+0.215098j -0.224653+0.0574814j -0.0400091-0.0181293j -0.148033+0.111398j 0.254502-0.110432j -0.0713872+0.108356j -0.286261+0.0905471j -0.0248188-0.130306j 0.388802-0.055562j 0.251694-0.0948845j -0.279003+0.138247j 0.288057-0.0121684j -0.0517867-0.0869736j -0.892132+0.0488613j -0.378247-0.0326759j -0.34042+0.0623859j -0.664914+0.0859305j 0.0252274+0.0393067j -0.848926+0.0493548j -0.684575+0.249441j 0.798174-0.240608j 1.19216-0.454069j -0.0691509-0.197214j 0.709338-0.5544j 0.476363-0.327278j 0.139597-0.62385j 0.153816-0.15793j 0.412883+0.238289j 0.454427-0.334802j -0.343556+0.0968383j 0.221206-0.176781j -0.549678+0.424881j 0.50943-0.99952j 0.292329+1.86299j -0.557216-1.16605j -0.0102983+0.910142j 1.41634+0.642575j -2.7475+0.138539j 1.24518-0.905676j 1.86795-1.26888j -0.234172+0.496338j 2.23812-1.79674j -2.83102+2.2924j -0.785069+0.686678j -3.76602+3.07068j 2.39629-2.40465j 1.6019-1.06329j 3.22039-2.65781j 1.26007-1.00733j 6.97294-6.0838j 5.1926-4.60408j 0.045334-0.201182j -1.67763+1.54623j 0.190906-0.0547419j -2.00474+1.75398j -7.29496+6.45903j 1.00726-0.378266j 6.43327-5.84901j 0.254023+0.196949j 6.04073-4.99083j 2.28591-1.90554j 0.562504-0.627492j 5.78383-5.12356j -0.719286+0.600172j 8.43693-7.54462j 0.352663-0.271686j -2.30722+1.61053j -2.3319+2.26707j 0.425446-0.510554j -3.79829+4.29579j 7.13806-8.01837j -0.837922+0.99204j 2.96341-4.32627j -1.873+2.40852j 1.68102-2.41132j -2.72259+3.31797j -0.350336-0.432786j -1.58544+1.78013j 2.0097-2.18329j 0.745645-1.79108j -2.07295+1.57577j 0.410572+0.859397j 1.12585-2.29183j 2.14208-0.553558j -2.03255-0.97762j 0.973382-3.34038j 
0.0698729+0.255765j -0.152371-0.104839j -0.0586967-0.272336j 0.656818+0.089962j 0.426898+0.3993j 1.79849-0.151647j -0.0276799-0.35223j -3.93403+0.4834j -0.986704+0.0286556j -0.738368-0.0289194j 5.06595-0.450222j -0.0510672-0.127557j -8.28379+1.27786j -3.16152+0.305796j 7.19008-1.59067j 5.73371-0.604832j 1.4539-0.380742j 4.90879-2.05372j -5.82412+0.687488j -16.2509+4.12461j -3.60867+0.50031j -6.09669+2.33344j -7.82066+2.36395j 0.511737-0.340307j -7.23731+0.984831j -10.0382+2.80075j 9.68474-2.05556j 15.1282-3.38828j 2.41226+0.470558j 13.3569-3.52983j 6.07637-2.90775j 10.6744-2.82018j 2.52487-0.362518j 5.32786-1.15103j 9.92962-4.0726j -2.26131-2.19004j 0.959063-0.832729j -4.3644+1.53981j 12.0477+0.00811658j 5.53153+1.27491j 4.14968-0.768894j -22.1031+5.8438j -15.3884-2.86859j -6.1801-0.288285j 38.3663+5.47645j 78.101+2.31925j -16.5594-7.66607j 94.6532-0.263408j -124.382-8.9845j -37.1132-2.16045j -160.136+10.4147j 107.585-2.85485j 68.6882-5.74579j 140.689-3.88575j 55.0578-1.37436j 309.92-20.228j 235.963-16.7996j 2.40433+1.50262j -77.8267+7.96393j 18.6292+2.30585j -95.1533+6.56244j -325.601+30.2428j 39.4194-0.271661j 279.667-33.4129j 6.36238+1.53336j 252.698-32.9969j 92.3089-10.951j 23.0641-6.0771j 240.722-31.87j -23.8388-2.25944j 340.369-54.9942j 12.5523-1.63576j -75.1396+18.4474j -84.0802+12.36j 22.7042-4.87229j -160.219+31.269j 304.444-56.4718j -47.3938+12.2948j 148.037-34.1278j -88.5301+17.3983j 81.9952-19.7924j -150.883+27.6767j 13.4682-4.99488j -66.6296+24.6948j 112.466-30.6481j 8.06435-10.8522j -72.7452+19.8809j -24.3437+8.1222j 35.4556-14.5425j 23.5888-0.400673j -12.6461+4.36655j 1.17758-2.11725j 
0.0890994+0.109655j 0.677619+0.215173j 0.398178+0.100595j -0.477621+0.175199j -0.275127-0.252979j -1.27403+0.0265076j 0.0587333+0.427959j 3.78522-0.612062j 0.815341-0.0542322j 0.604597-0.208788j -4.66264+1.06283j -0.466644+0.0684343j 7.65749-1.45667j 2.76542+0.283602j -6.731+1.44807j -5.14975+1.12551j -1.94258-0.00154126j -4.94788+0.583889j 5.76938-0.864302j 16.4402-3.68466j 4.06852-0.984346j 6.94854-0.381902j 7.63291-3.31416j -0.786848-0.444501j 8.01693-1.25935j 10.8226-2.95327j -8.29618+1.12415j -16.0466+3.28099j -0.858976+0.544567j -14.2493+4.12905j -6.06075+1.65081j -11.3226+2.45909j -1.86622-2.03217j -3.71261+1.85369j -9.78383+4.50255j 3.18051+1.86681j -2.62375+1.59151j 5.02552-3.26622j -13.5651-0.588682j -6.23894-1.27031j -5.48503+0.403931j 24.1428-4.85749j 17.3013+4.59563j 6.67783+0.697073j -43.6393-8.9586j -88.9973-7.77105j 18.6559+9.8628j -108.274-6.94537j 142.03+18.9898j 43.3546+5.23508j 183.201-0.273638j -122.795-3.84403j -79.0643+1.85975j -160.579-5.63581j -62.3472-3.22641j -353.518+1.4244j -268.692+1.56176j -3.06704-1.27848j 88.4887-2.94399j -21.5129-4.6693j 108.199+0.324722j 371.755-11.3413j -44.9256-2.92577j -320.225+16.9465j -7.84196-1.3445j -288.859+17.9619j -104.344+5.42093j -28.5493+4.71001j -275.352+20.3686j 26.9771+1.78038j -390.652+37.0595j -13.5415+1.40853j 83.8434-13.499j 96.096-9.88308j -27.1999+3.97776j 182.02-22.4927j -346.861+43.1713j 55.1441-10.1137j -168.942+24.9128j 101.165-12.6167j -94.19+18.4905j 173.072-21.1683j -14.0434+5.79139j 75.1643-25.1806j -126.664+24.6232j -9.92876+10.8801j 84.0493-18.1355j 28.0573-8.71577j -40.5223+14.7276j -25.9242-0.0372312j 14.5509-4.03332j -1.38235+2.20224j 
0.140571+0.039088j 0.874784+0.128876j 0.442838+0.2569j -0.789043+0.0541234j -0.561325+0.132065j -2.77097-0.376163j -0.0799629+0.282508j 6.65065-0.722338j 1.25542-0.27259j 0.883869+0.0770178j -8.77526+0.805927j -0.0193518+0.0917819j 14.3537-2.77752j 4.73341-0.579615j -12.4249+2.89441j -9.15992+1.48755j -3.20708+0.0237897j -9.50332+2.39351j 9.45421-2.29352j 27.9357-6.05446j 5.99579-1.60108j 11.6965-2.62792j 16.1252-4.02731j -1.36922+0.552645j 12.5734-4.31401j 17.3968-3.82302j -14.4848+4.10717j -28.0471+6.97967j -2.13871-0.458873j -24.3963+6.41257j -10.1261+3.92466j -19.234+5.90319j -6.19631+1.24843j -7.17234+4.14568j -18.5723+4.96199j 4.62677+2.68993j -2.27803+3.15797j 8.38814-4.46439j -21.8249-0.184355j -9.51796-1.78j -8.1212+1.54656j 39.6803-8.7906j 27.3328+6.79251j 10.3485+0.927936j -70.585-11.7121j -143.256-8.19204j 30.1635+14.8894j -174.707-4.66722j 228.749+21.6829j 68.8357+5.51693j 295.213-11.0665j -198.904+0.123068j -127.279+8.00073j -259.146+0.0667475j -101.433-1.03107j -571.055+23.7502j -434.924+19.2882j -4.45321-1.65793j 143.228-11.2072j -34.3536-4.91735j 174.085-7.61042j 598.68-40.8429j -73.6695-0.485665j -515.467+47.4557j -13.4431-4.65557j -465.448+46.8855j -169.586+16.9916j -44.9414+11.5306j -445.068+46.659j 42.2574+2.78347j -629.666+84.2757j -23.9327+4.79974j 136.957-30.104j 153.238-20.9j -43.0961+8.34962j 292.537-50.5418j -560.856+91.7552j 89.1128-19.0381j -272.52+53.0405j 164.358-25.3372j -152.701+36.1063j 278.721-43.9707j -24.1261+9.80282j 121.168-43.1398j -204.637+51.4307j -15.4762+19.1916j 137.91-33.7358j 43.9857-15.1908j -66.6229+26.2426j -41.698+0.904332j 23.6096-7.32093j -2.15166+3.9265j 
0.115015-0.0582959j -0.533807-0.105427j -0.236786-0.114547j 0.99261-0.314438j 0.127547+0.163154j 1.41545-0.0680123j 0.068174+0.0537647j -3.63888+0.570001j -0.509793+0.0608672j -0.359132+0.167512j 4.09656-0.526736j -0.207333+0.0246545j -6.35564+1.40515j -1.78185+0.604153j 4.88271-0.89297j 3.67549-1.34018j 1.06917-0.157246j 3.46066-0.125142j -3.87507+1.00135j -11.1654+2.87863j -1.29743+1.05059j -4.36005+0.791794j -5.6974+1.3111j 0.716546-0.567474j -4.09438+1.11409j -6.90049+1.01987j 6.53258-1.15285j 11.3473-1.92344j 0.924498+0.247306j 9.54877-2.27836j 4.74955-0.981857j 7.01581-2.70311j 2.88142-1.02004j 2.23908-1.28864j 6.9882-2.86915j -1.86624-1.03598j 2.1553-0.560331j -2.607+2.43536j 7.74599-0.619985j 4.04262+1.15987j 2.97877-0.230895j -14.1085+3.85037j -10.8397-2.14904j -3.79629-0.688095j 26.0321+3.89178j 52.6093+1.873j -11.1962-5.21015j 64.505+1.21362j -83.4924-6.64659j -24.7075-1.11369j -108.139+4.86128j 72.6079-0.90384j 46.0719-3.95079j 94.7803-1.49706j 37.0086-0.14251j 209.159-11.7887j 158.243-10.0054j 2.03323+0.868105j -52.1254+4.97173j 12.2961+1.02361j -63.3294+3.82581j -218.047+19.4508j 26.3021+0.511285j 188.371-19.1712j 4.02467+1.55945j 169.634-19.5588j 60.1237-6.73452j 17.8183-4.9565j 161.446-19.4144j -16.7976+0.422509j 227.847-33.5946j 7.97473-1.95032j -49.6956+10.904j -56.8966+5.8379j 15.6137-4.54253j -107.165+20.2044j 204.015-35.9401j -31.89+7.9655j 100.075-20.4842j -60.0142+11.1454j 55.0867-14.0741j -101.607+15.3233j 10.8402-2.17311j -43.5179+16.8327j 74.4522-21.4763j 5.95004-7.66573j -49.7307+14.0051j -16.5507+6.76161j 23.0011-10.0493j 15.8999+0.0346376j -8.32634+3.41597j 0.657935-1.05219j 
-0.299408-0.0210323j -1.7137-0.672422j -1.13171-0.500548j 1.93558-0.249439j 1.46538+0.591886j 4.97958-0.0699743j 0.0973442-1.44396j -13.1311+1.5273j -2.92047+0.0827717j -1.67231+0.0251989j 16.882-2.92484j -0.251901+0.157689j -28.4176+4.45223j -9.85567+1.09757j 24.5764-5.52487j 17.4023-2.85783j 4.94357-0.34644j 16.9362-3.46785j -20.0716+3.54309j -56.8024+12.0406j -12.7159+3.16336j -25.566+5.49536j -30.2121+7.25501j 2.72734-1.06394j -24.8904+5.02945j -37.515+8.50077j 30.2845-7.09703j 54.6966-14.6444j 2.96204-0.677671j 48.1196-11.846j 22.3182-6.24444j 39.3109-11.2215j 12.2251-4.01393j 15.589-6.88366j 37.4621-12.9564j -9.97096-6.64346j 7.9589-4.96884j -17.486+7.89462j 46.3337+3.02459j 21.9844+4.00736j 17.6947-1.92652j -83.497+16.5397j -58.07-15.3604j -22.7818-2.62664j 149.423+31.009j 304.061+27.1849j -64.1409-33.8513j 368.852+23.2362j -484.462-65.0498j -145.602-16.7732j -624.417+1.22721j 419.967+14.1829j 268.595-6.88824j 547.523+20.5567j 214.686+10.1801j 1206.57-4.53666j 917.303-6.99267j 11.8931+5.15458j -301.521+11.1993j 72.6647+13.82j -370.1+2.28464j -1265.92+38.8696j 153.678+8.18317j 1090.22-59.2415j 24.5271+9.83124j 985.655-62.4255j 355.915-20.7088j 95.4124-18.4102j 942.885-62.2689j -87.8169-6.70055j 1329.55-130.13j 46.4294-6.59079j -289.765+53.2388j -325.496+31.0187j 92.735-15.928j -621.445+80.0755j 1182.67-147.564j -186.482+33.6152j 576.265-91.8263j -346.596+43.9797j 322.572-61.055j -587.099+69.6461j 48.3829-17.7437j -257.331+78.4341j 433.904-94.1635j 33.9818-38.722j -289.174+61.5849j -95.911+27.9223j 139.904-48.2387j 89.3192-0.478174j -50.0359+13.5961j 5.3612-7.56933j 
0.134317-0.110989j 1.07794+0.501816j 0.614931+0.349138j -1.82089-0.124611j -1.11228-0.300607j -4.03129+0.132581j -0.260323+0.862945j 9.95801-0.66459j 2.18773-0.0202255j 1.72412+0.133495j -12.7212+1.7608j 0.390112-0.535876j 20.1629-3.17901j 7.57732-0.515249j -16.1275+2.75846j -12.7242+2.57006j -3.88581+0.666748j -11.1937+2.15219j 13.5669-2.01434j 40.9886-7.62199j 9.65639-1.90167j 17.3601-3.30536j 20.9984-3.40365j -0.768837+1.28725j 16.6796-3.71764j 24.6283-5.52017j -20.8166+3.75512j -37.5122+8.74224j -2.40251+0.578567j -32.7927+7.99892j -14.5241+3.51428j -25.2644+8.30476j -8.27839+2.55113j -9.44988+4.27197j -24.5207+7.54685j 6.36113+4.18533j -4.45532+2.55022j 10.8354-5.41122j -29.4388-1.79499j -15.0267-3.02862j -11.0187+1.46556j 54.2105-10.872j 37.3503+10.279j 14.5324+1.79382j -96.1755-20.3278j -196.932-18.1381j 41.1853+22.0976j -237.686-15.3732j 312.789+42.2243j 93.5948+11.34j 402.663-0.199502j -271.008-9.34658j -173.107+4.96528j -353.748-12.6518j -137.626-6.93489j -777.738+3.23572j -592.379+4.84918j -7.26409-2.94343j 193.798-7.33291j -47.6149-7.63141j 239.158-0.427465j 816.413-23.8519j -98.677-5.09067j -705.444+37.3016j -15.8699-8.49177j -635.849+39.4426j -230.325+13.7458j -61.4586+11.3813j -606.09+41.0478j 56.9516+4.91783j -856.222+83.2177j -30.6022+3.87987j 185.432-33.8065j 211.254-20.522j -59.8674+9.5597j 402.482-53.0498j -762.373+94.6475j 120.186-22.6373j -368.976+60.1675j 223.224-27.2854j -207.994+40.3399j 378.858-46.5999j -31.5149+11.1654j 164.952-51.5865j -278.998+60.2842j -20.9982+24.6286j 186.802-39.3225j 61.7689-18.0707j -89.1098+30.8555j -58.3368+0.637571j 32.6338-9.10027j -3.54974+4.91148j 
-0.000133817-0.0837593j 0.101152+0.108333j -0.0252592+0.169917j -0.300877-0.23888j -0.54325+0.21578j -0.214724+0.251141j 0.137573-0.0718512j 0.593542-0.363703j 0.331585+0.158822j -0.693346-0.0916298j -0.639967+0.523453j -0.144376-0.378828j 1.70618+0.227184j 0.757819-0.33574j -1.40751+1.07456j -1.24637-0.00626906j -0.523023-0.210161j -1.38109+0.139519j 0.203077+0.526483j 3.12473-1.87828j 1.10488-0.228552j 2.12084+0.488291j 2.80869+0.272748j 1.24438+0.0859381j 1.90732-0.0405337j 2.17504+0.347433j -1.97091+0.514392j -2.30741+1.34004j -0.385097-0.128792j -3.55164+1.57966j -0.727541-0.00518689j -3.36652+2.14072j -0.691277+0.0833594j -0.69094+0.360284j -2.07653-0.0884228j 0.803723+0.353548j -1.0345+0.0911677j 1.65364-0.707134j -2.90705-0.0723969j -1.30213+0.253658j -1.20298-0.294049j 5.13147-1.4949j 3.22025+0.794852j 0.903789-0.00535714j -9.40638-2.11192j -18.6386-0.240263j 4.21194+1.53949j -22.4972+0.00285933j 29.9817+1.81263j 8.46368-0.0205147j 38.2207-2.30358j -24.9042+0.846928j -16.2638+1.0816j -32.2923+0.0584281j -12.9406+0.26663j -73.537+4.44847j -55.6417+3.18884j 0.0165435-0.280837j 18.3847-1.16484j -5.11143-0.354947j 21.497-0.7353j 76.9004-7.27954j -8.90644-0.182609j -65.3018+8.42214j -0.784852-1.18121j -61.8108+5.17849j -22.9189+1.9648j -5.61844+1.18838j -57.3212+7.37563j 6.34582+0.163461j -79.6248+11.9449j -1.04979+1.43381j 16.3263-4.57898j 19.4255-2.08863j -5.15751+0.863267j 38.2851-6.77515j -72.6345+13.7278j 11.3193-3.53959j -34.6807+7.05086j 21.1783-3.30565j -18.7461+4.1795j 36.8317-7.70498j -2.80352+0.644675j 16.0197-6.56056j -25.7693+8.2166j -2.30593+2.20647j 18.4808-3.73862j 6.33588-2.2384j -8.92061+3.51985j -5.40928+0.429637j 2.65327-1.46004j -0.244363+0.365648j 
-0.176478-0.0160329j -0.249888-0.101536j -0.301647-0.120751j 0.31305-0.183522j 0.246912+0.314901j 0.890218-0.0985349j 0.507358-0.745862j -2.95528+0.548789j -0.511178+0.0233468j -0.552506-0.471884j 3.55522-0.962062j -0.320059-0.464174j -6.97422+1.01824j -1.81647+0.00360095j 5.74138-1.18313j 4.08831-0.958652j 2.19146-0.30944j 4.08146-0.873956j -4.3072+0.190529j -13.8984+2.86973j -2.58543+1.09111j -6.24885+0.93388j -7.18798+1.10363j -0.123461-0.986392j -6.84086+1.52201j -7.44515+2.16087j 7.83686-2.05392j 12.1347-2.88393j 0.931092-0.804361j 12.0189-1.41953j 5.04331-2.36346j 9.55531-2.64229j 2.93748-0.708671j 3.77877-2.78571j 10.4763-3.23602j -2.30715-2.01769j 2.31124-1.26412j -3.88288+2.62266j 12.3099+1.12299j 5.85161+1.85689j 4.9518-0.59546j -22.1756+3.54922j -15.2844-4.17441j -6.3733-0.825215j 39.4984+9.32502j 80.0014+9.17246j -16.8146-9.54305j 97.4677+8.74139j -127.363-21.3255j -38.3498-5.94642j -164.441-3.78848j 110.991+7.24807j 70.624-0.169315j 144.776+10.3355j 56.4781+4.81537j 317.891+8.71186j 240.991+5.69202j 2.96608+0.968789j -78.4722+0.466424j 19.5746+4.09915j -96.6331-3.02933j -334.754+0.524669j 40.6861+2.87194j 287.493-6.88284j 7.19519+2.56779j 261.48-7.15505j 92.3074-3.61235j 23.6507-4.73304j 247.127-8.43202j -23.9593-2.36601j 349.998-23.7332j 12.4773-0.875606j -76.3465+11.4737j -86.875+4.82964j 23.8423-2.56336j -164.555+16.3708j 310.691-28.567j -49.6207+4.90218j 150.2-19.5967j -91.6071+9.46878j 85.0046-12.4643j -155.633+12.2951j 12.8899-4.86527j -67.5034+19.678j 115.086-20.9971j 9.91293-9.85433j -77.3133+13.6021j -25.0666+6.2743j 36.8932-12.2441j 23.642+0.75242j -13.1984+2.68054j 1.70267-2.05974j 
-0.24418+0.236036j 0.129735+0.174803j -0.183071-0.55018j 1.25086-0.317331j 0.527498+0.0157441j 2.43502-0.386612j 0.390619-0.666084j -4.70388+0.602594j -0.357612+0.252475j 0.243799-0.520981j 6.31474-0.940817j 0.014379+0.017712j -9.52233+1.18902j -3.88267+0.0644739j 7.38104-1.54432j 5.8456-1.5904j 1.84351-0.658074j 4.95357-0.767132j -6.42249+1.43995j -17.4776+3.26479j -2.19319+0.805257j -7.12731+2.38017j -8.83094+1.94931j 0.628227-0.64449j -7.66617+1.04616j -10.2618+1.83415j 7.23659-1.51171j 14.9679-3.20493j -0.350822-1.14935j 13.0132-3.31839j 5.33253-1.45279j 10.2471-2.11647j 3.49516-1.30338j 4.91005-1.4799j 9.2498-2.76871j -1.43797-0.910137j 1.94463-0.744702j -3.52059+2.75888j 9.8047+0.379907j 4.6317+1.21495j 3.9523-1.5188j -18.0766+4.74513j -12.1075-2.41485j -4.77353-0.619724j 31.5085+4.83815j 63.3765+2.27487j -13.8354-7.50753j 76.3643+0.378903j -99.6251-7.75925j -29.3786-1.1283j -129.192+8.29392j 87.2112-2.48001j 55.7725-5.55545j 112.93-2.0311j 43.8539+0.155102j 250.081-15.5729j 191.128-12.1449j 2.38908+0.858653j -62.545+6.09024j 14.1731+1.92002j -77.389+5.10664j -262.927+23.3571j 33.4658+0.950811j 225.669-25.6997j 4.28213+1.62664j 203.505-24.4683j 73.0477-7.96574j 20.1382-5.04783j 194.835-25.7562j -18.3596-1.21582j 276.151-43.2393j 9.45008-2.49222j -57.6192+15.9993j -67.7397+10.5874j 17.7273-4.79926j -127.973+24.6961j 245.208-46.3852j -38.4357+8.81171j 119.084-26.47j -70.8745+11.5444j 67.5924-17.1564j -120.913+22.4103j 9.16752-4.38224j -55.0013+20.0933j 89.401-25.4161j 7.52626-9.30248j -59.2847+16.5189j -19.348+7.02319j 27.5529-12.217j 18.3895-1.05976j -10.2224+2.95066j 1.5656-1.32255j 
-0.0759853+0.0280445j -0.229728-0.0514881j -0.170797-0.22637j 0.408662+0.14941j 0.0680502+0.184245j 0.693073-0.102855j 0.0587859-0.0852732j -2.04336+0.130588j -0.229233+0.0508199j -0.520667+0.201511j 2.86119-0.474654j 0.145463+0.000519004j -5.02368+0.382298j -1.87008+0.835438j 4.77501-0.894786j 3.17961-1.38563j 2.76175-0.114585j 2.51941-0.550015j -2.72246+0.59309j -10.6922+2.38868j -2.27738+0.64189j -4.74498+1.71261j -5.84311+2.69397j 0.309465-0.285848j -5.4003+0.766934j -7.86352+1.03841j 6.4022-0.818377j 9.56248-2.30985j 0.473779-0.494093j 10.1113-3.40152j 4.3212-2.25227j 8.06992-1.88946j 3.45077-0.135657j 3.25992-1.00092j 8.26232-1.78994j -1.70179-1.23642j 1.44593-0.501409j -3.22693+1.76234j 8.99067+1.00024j 4.13543+1.07186j 3.40576-0.394951j -16.226+2.7997j -11.2527-3.26131j -4.32881-0.740097j 28.5894+6.97649j 58.2215+6.46665j -12.6044-6.79572j 70.5424+6.24287j -92.5852-14.2223j -28.3588-3.68259j -119.221-2.54913j 80.575+4.69516j 51.0598-0.643152j 104.205+6.43428j 40.5957+2.75182j 231.378+5.23193j 175.95+1.46441j 0.996949+0.461107j -56.9168+1.14448j 15.544+3.13977j -70.3054-1.36078j -242.979+2.6338j 30.1624+3.25467j 209.239-6.97758j 5.2645+0.968631j 189.669-8.0591j 68.4249-2.10906j 18.3499-3.39432j 181.978-6.39774j -17.2852-1.92547j 253.618-20.3387j 10.9787+0.351459j -55.5926+8.59677j -63.1006+5.02058j 19.1229-1.66349j -119.536+13.1723j 229.277-23.7678j -35.9776+5.12902j 109.772-14.103j -67.2924+7.14212j 61.5348-11.0611j -113.005+11.8908j 9.10042-3.46406j -49.6549+14.3926j 84.3926-16.5899j 7.11485-6.95962j -56.6074+10.5339j -18.3025+4.80859j 26.8458-8.80963j 17.1559+0.410756j -9.60541+2.3264j 1.09618-1.26636j 
-0.489217-0.0666223j -1.56358-0.955258j -1.7098-0.77005j 2.61492-0.172725j 2.01723+0.640084j 6.40209-0.207205j 0.334392-0.780746j -14.7988+2.40353j -3.02357+0.347564j -1.40495-0.475202j 18.8137-3.03792j -0.802943+0.0868594j -30.737+3.96359j -11.0968+1.04707j 26.5492-4.74764j 19.0553-3.78429j 6.56379-1.47512j 19.6076-4.16088j -22.5355+4.19657j -63.4+11.9968j -15.2955+2.43718j -26.343+6.35678j -34.5855+6.88121j 2.43778+0.260727j -27.3041+5.43055j -39.1213+8.54407j 33.4476-7.07329j 60.4288-13.2474j 5.61142-0.573043j 54.2427-12.4517j 24.6984-6.9315j 43.5835-11.8547j 13.7949-3.22405j 17.1055-7.21485j 40.6055-11.2418j -10.8261-7.29497j 7.89073-4.26329j -17.6973+8.78363j 50.8198+4.6518j 25.1411+5.52537j 19.5512-1.62531j -91.5109+16.5611j -63.8694-18.0501j -24.6-4.22868j 164.671+38.8565j 335.063+39.5385j -71.5504-39.1717j 406.769+35.847j -533.802-84.8847j -159.528-21.9762j -687.649-16.5869j 462.507+28.0006j 295.848+0.00806495j 601.36+38.4097j 234.655+18.5131j 1326.06+30.4007j 1008.57+17.4054j 12.5464+6.60118j -332.886+2.96132j 80.4232+16.6256j -407.268-9.54381j -1394.83+5.84984j 169.94+12.1267j 1201.45-32.7689j 27.5088+12.4511j 1083.12-41.1846j 392.013-12.3393j 103.55-17.9925j 1036.89-43.449j -98.8473-10.926j 1461.57-104.282j 54.3376-5.116j -318.594+48.835j -359.608+25.479j 99.6999-13.7455j -684.063+69.5261j 1302.42-127.569j -204.008+31.112j 633.966-82.5971j -382.197+36.9806j 353.814-57.9268j -647.626+60.5072j 54.6155-18.2882j -282.778+80.3433j 476.957-90.3131j 38.0069-40.5167j -317.961+56.9661j -104.922+26.557j 153.07-48.5285j 99.5007+1.54454j -54.9576+13.5281j 6.36727-7.12892j 
0.0145922-0.180072j -0.287307-0.101704j -0.23488-0.0398005j 0.468867-0.11717j 0.15124-0.325666j 1.21893-0.11313j -0.0244721+0.234862j -1.61746+0.388079j -0.646976-0.267604j -0.10093-0.330683j 1.17003-0.985647j 0.356624+0.206537j -2.22643+0.933094j -0.369418+0.685255j 1.33326-0.503535j 0.947988+1.05699j 1.67086-0.53412j 0.503646-0.662817j -2.03561+0.520503j -3.61303+0.0156656j -1.24918+0.806087j -1.56401+1.18417j -1.4223+0.698885j -0.0393741-0.755413j -1.40706+0.538762j -2.1115+0.456396j 2.25894-0.528007j 2.89782-0.584472j 0.513993+0.127446j 2.00942-1.04588j 0.83166-2.20778j 1.90083-0.355421j 0.289674-0.258195j -0.0334741-0.147964j 2.38626-0.989976j -0.32394+0.390545j 0.0489901-0.16992j -1.08642+0.840479j 0.966088-0.830837j 0.0114123-1.01385j -0.0367927-0.0522994j -1.55498+1.22286j -1.16708-0.257559j -0.126229-0.279176j 3.59905-1.07358j 6.8622-2.3923j -1.65648+0.101077j 8.17253-3.19608j -10.9219+4.03443j -3.44363+1.99238j -14.3939+6.54833j 8.76157-4.71073j 5.74691-3.54885j 12.7566-5.31912j 4.26893-2.89731j 26.0166-13.8412j 19.0717-10.389j -0.132634-0.185789j -6.59003+3.26844j 2.72631-1.18089j -9.32191+5.72505j -27.8077+14.0029j 3.26487-1.47888j 23.5144-12.9419j 1.13516-1.11805j 22.3483-11.1227j 9.80241-4.80302j 1.74335-2.24269j 20.8588-10.977j -0.830213+1.65674j 28.6001-18.1323j 1.08662-0.648661j -6.312+5.20623j -6.55477+4.24529j 1.22782-1.45236j -14.018+9.12548j 27.3927-16.05j -2.65262+1.88901j 12.8444-9.02942j -6.70749+4.61023j 6.12296-6.78939j -13.0923+7.11575j 0.929183-1.06172j -5.40984+4.63653j 9.50487-6.89031j 0.32181-1.02465j -6.78071+5.27765j -2.03801+1.73133j 3.06955-2.66025j 1.75018-1.25868j -1.19429+1.16767j -0.0135665-0.0194381j 
-0.306475-0.151697j -1.13825-0.71935j -1.10729-0.626871j 1.46521+0.275917j 0.727097+0.303115j 3.60055-0.16405j 0.153865-0.107612j -10.1022+0.8739j -2.1471+0.0244296j -1.21782-1.15798j 13.1241-2.10694j -0.756457-0.470948j -21.7587+2.94042j -8.05891+1.57576j 19.668-3.37458j 15.1155-1.8743j 4.07306-0.763559j 14.3404-2.37234j -16.5345+1.40521j -46.5457+8.16056j -10.1909+1.72896j -20.1554+3.14664j -23.9137+4.01808j 2.12994-0.980528j -20.7801+2.69909j -30.6998+4.35439j 24.6685-5.35936j 43.803-8.94671j 2.80988-0.231967j 39.0589-9.1999j 18.1111-4.47726j 32.8553-8.53003j 9.20028-1.49202j 13.0808-5.12157j 30.9609-7.65724j -8.19924-5.75265j 5.92161-3.59961j -13.0785+6.84076j 38.688+4.78998j 18.7477+5.24071j 14.9674-0.967891j -70.0115+10.5465j -48.7466-15.5414j -18.6398-3.96451j 124.828+32.9709j 254.281+36.6298j -54.8301-30.4548j 308.805+35.8192j -405.682-75.3702j -121.444-20.4436j -523.015-26.5397j 351.422+31.3887j 225.463+5.23613j 457.541+41.6338j 179.059+16.8598j 1009.2+49.9715j 770.02+33.791j 8.57485+5.86994j -252.6-4.12063j 60.5681+14.6055j -309.632-15.4187j -1061.84-23.2076j 129.001+12.8344j 915.831-1.18591j 21.7903+11.4623j 825.631-8.05385j 297.96-0.799179j 79.7298-11.2586j 789.32-10.1797j -74.9323-9.12968j 1115.03-48.9329j 39.5812-5.52393j -242.387+31.1013j -273.124+11.1083j 77.1423-8.93897j -520.489+39.2884j 993.534-68.3118j -155.507+19.7105j 482.02-49.9333j -290.011+22.5825j 269.046-36.8327j -491.89+33.0885j 41.0486-12.0234j -215.899+55.8019j 363.84-58.5135j 29.0594-29.6422j -242.679+37.0113j -79.6791+18.5506j 116.789-34.047j 75.7122+3.56439j -42.1332+8.88002j 4.67717-5.25595j 
