0.01741-0.00878072j 0.00958483+0.0172243j 0.00392795+0.0248176j 0.0255233+0.000499478j -0.0159053+0.0120579j -0.0164892+0.00263474j -0.0267472-0.0244102j 0.0276256-0.0270418j 0.00877468-0.0174641j 0.00907361+0.00381698j 0.00749028-0.00249405j -0.0129488+0.0175873j 0.0249499+0.0205592j -0.0242122+0.0127045j 0.0131841-0.018505j 0.00504318-0.00188489j -0.00603222+0.000131486j -0.0126363-0.00295821j -0.000578082-0.00343658j -0.00703734+0.0272115j 0.0106599+0.0191081j 0.00668196-0.0110949j -0.00590132-3.03332e-05j 0.0158953-0.0128416j -0.0111878+0.00158776j -0.0119916-0.00429914j 0.00588249+0.00295086j -0.00471866+0.010326j 0.00617919-0.0065077j 0.00609753+0.00657308j -0.012454+0.0109659j -0.0274286-0.00924125j -0.00582294-0.010609j -0.00434198+0.0104946j -0.00434919+0.00643405j 0.00589625-0.00562848j -0.00168311+0.00117179j -0.0032711+0.0210648j 0.00524666+0.014845j -0.00362808-0.00705057j 0.00212026+0.00320405j -0.0110166+0.0080807j -0.00886319-0.0229822j 0.00218348-0.0141708j -0.0039067+0.00437368j -0.0021986+0.011134j -0.00236612+0.0108725j -0.00735938-0.00302439j 0.0137776+0.00933113j -0.00044816-0.0036019j 0.010432-0.0103842j 0.000827691-0.00307935j 0.00418741+0.00460426j -0.0103617+0.00601565j -0.00615487-0.0070694j -0.00572441-0.0146716j -0.00272618-0.00682303j 0.0078061+0.00822005j 0.0118634+0.00507483j 0.00220771+0.00459417j 0.00775851-0.00676688j 0.00445424-0.00255825j 0.0109636-0.0211156j -0.0125712+0.012625j 0.00158028+0.00662879j 0.00536437+0.0106577j 0.00107283+0.0265976j 0.000532864+0.00203245j -0.0262747-0.0219998j 0.0149394-0.00288896j 0.00541971+0.017343j 0.021124-0.00957435j 0.0203837+0.0428104j 0.0168496+0.0109227j -0.00734168+0.0213037j 0.0180993+0.0217409j 0.0213247-0.0177159j 
-0.0149826+0.0301379j -0.0315683-0.0175235j -0.0209803-0.0365219j -0.0274523+0.018282j 0.0113665+0.0124297j -0.000756227-0.0244951j 0.034778+0.00845212j -0.0226342+0.0184924j -0.0295395-0.0197119j -0.0150101-0.0372122j 0.0128862-0.0406056j -0.0140889-0.00525803j -0.0125568+0.0125149j 0.0362648+0.00627602j 0.0269891-0.00209678j 0.042373+0.0161695j 0.0165805-0.00794807j 0.0169222+0.00598113j -0.00713996-0.00624131j 0.0508451-0.0196283j -0.00583052+0.00365707j -0.0841902-0.018329j -0.0184078-0.0369134j -0.0573177+0.0140126j 0.0505487+0.00412915j -0.016331-0.000509735j 0.00612799+0.0324343j 0.020701+0.00380823j -0.0142185+0.00882864j -0.00313591-0.0288368j 0.00362072-0.0024682j -0.0360717-0.0203552j 0.0323543-0.0107686j 0.0042459-0.0276112j 0.00105264-0.00580782j 0.010278+0.0221811j -0.00796474+0.0199489j -0.00468262-0.011988j 0.00990953-0.0340983j 0.000401534+0.00372619j -0.000232351+0.00711537j -0.014168-0.00217356j 0.0138621-0.00184568j 0.0297298+0.0148765j -0.00896621-0.0145621j -0.00623659-0.0143733j -0.0243004+0.00389822j -0.0146012+0.00926972j -0.0393995+0.0214346j 0.0463802-0.00860344j -0.00466019+0.0102967j 0.00714247-0.0185913j -0.00718336+0.0169496j -0.00857852-0.028993j -0.0102999-0.00777996j -0.0117456+0.0126061j -0.00579077+0.00524231j -0.0240262-0.0402066j -0.00467262-0.0219719j -0.00144804-0.0106707j 0.00237382+0.0185706j -0.00823602+0.0023234j -0.0400969-0.00962368j 0.0457582-0.0294275j -0.00575914+0.000373963j -0.0199904-0.0363564j 0.00636643-0.0442136j -0.000103431+0.00479086j 0.00462571+0.0161927j -0.0226904-0.00983489j 0.0311576-0.0132553j -0.0176058+0.00392884j 0.0208988-0.0408028j 0.000411925+0.00356036j 0.0122586-0.0294624j -0.0463915+0.00398581j -0.000698567+0.0480749j 
0.0183228+0.00369152j -0.000865135+0.0195499j -0.00912742+0.025149j 0.0267836+0.0159573j -0.0353016+0.0322993j -0.0190024-0.0165812j -0.00549281-0.00919906j 0.0250412-0.0248803j 0.0224235-0.0386095j 0.00800222-0.00198836j 0.0127482-0.0184763j -0.0220834+0.0014362j 0.0343643+0.000243549j 0.00045071+0.0115212j 0.0182381-0.0197869j 0.013293-0.00342135j 0.00276529+0.00010873j -0.0163305-0.0147501j 0.0175596+0.00431125j -0.0157607+0.0234388j 0.00200651+0.022067j -0.0118869-0.0302239j -0.0259609-0.00194523j 0.0231753-0.00870112j -0.00184445+0.00602744j -0.0144813-0.00471198j -0.00644076+0.0332573j -0.0100271+0.0297889j -0.000154454-0.0118096j 0.00465736-0.00569354j -0.0180874+0.00767003j -0.0187293-0.0246202j 0.0150639-0.00248301j -0.0156407-0.0134401j 0.012136+0.00666623j 0.000372611-0.00754222j -0.00118687+0.00975968j 0.00555288+0.013699j 0.0135535+0.0125361j -0.00143683-0.0135556j 0.00784568+0.0204993j 0.000392724+0.00823412j -0.0192304-0.0311148j 0.0149748-0.0179745j -0.0233684+0.0185529j 0.00981926+0.0166478j 4.63316e-06+0.0184968j -0.00506-0.00938908j 0.0188648+0.0357595j 0.0067245-0.00117473j 0.0149767-0.00328407j -0.0104706+0.00166787j 0.0026598+0.0230989j -0.0165128+0.00997117j -0.0232763+0.0011571j -0.0189734-0.0117822j 0.00853973-0.00449429j -0.00281879+0.001371j 0.0227782-0.00477789j -0.00201966+0.0232126j 0.0110197-0.00725942j -0.00584817+0.0111822j 0.0105119-0.0448436j 0.00388728+0.00437336j 0.0217941+0.00240513j -0.00365076+0.0121192j 0.00484404+0.00422197j -0.00122122+0.0180762j -0.0160184+0.00994257j -0.00141207-0.0116642j 0.0294146-0.00265603j 0.0233684+0.0108665j 0.00791873+0.0251663j 0.0100288+0.0166373j 0.0037525+0.0198536j 0.00224364+0.0281904j 0.0271806-0.00370591j 
0.0192346+0.00625471j -0.0041122+0.0186788j 0.0043201+0.0336599j 0.0317804+0.00287905j -0.0269751+0.0190775j -0.0163675-0.0110919j -0.0164634-0.0337401j 0.0407924-0.0367661j -0.00156866-0.028514j -0.000209255-0.0039667j 0.0124182-0.0267632j -0.0380738+0.0308194j 0.0350804+0.0341875j -0.0285156+0.0222968j 0.0166553-0.00235739j 0.00504776+0.0164889j 0.00492916-0.00589615j -0.015239-0.00241322j 0.000766428-0.00732993j -0.0159541+0.04023j 0.0171142+0.030195j 0.00538889-0.0224332j -0.0135721-0.019576j 0.00272879-0.0240678j -0.00186532-0.00555524j -0.00490686-0.00143921j 0.0298533+0.0129345j 0.00276288+0.0232055j 0.00649839+0.00461121j 0.0049367+0.0190477j -0.00241977+0.00267016j -0.0545707-0.026413j -0.0151511-0.0160908j -0.01135+0.0180011j 0.00274923+0.00487923j 0.0184621+0.00560839j 0.0133721+0.00314481j 0.00952365+0.0233942j -0.00565227+0.0176842j -0.011104-0.00631287j 0.00774357-0.00465545j -0.0222749+0.00988706j -0.00884742-0.0382933j 0.011874-0.0228699j -0.00874907-0.0150082j -0.0241904+0.00472839j -0.00231014+0.00967875j -0.00744555-0.0123681j -6.97475e-07+0.0263478j 0.00423163-0.0330605j 0.0317823+0.0010345j 0.00750599-0.0337028j 0.0146186-0.0020246j 0.00054243+0.0077047j -0.0122921-0.00628477j -0.0279232-0.0195274j -0.00883499+0.00198385j -0.00506234+0.0266364j -0.000125415-0.0196485j -0.0190752+0.0073154j 0.0116957-0.010629j -0.0100731-0.00472028j 0.0245195-0.0118293j 0.0277578+0.0247241j -0.00326624+0.00212764j 0.0165683+0.00910836j -0.00966031-0.00356559j -0.0151936+0.0226344j -0.0328828+0.00475799j 0.00784667-0.0113366j 0.00992701+0.0197292j 0.0185455+0.00849684j 0.0220858+0.0402015j 0.0141487+0.0121295j 0.0113272+0.0393835j 0.00875746+0.0325659j 0.0314086-0.0140481j 
0.00181659-0.013926j 0.0145132+0.00267087j 0.0053222+0.0107087j 0.00577493-0.00519893j -0.00490184-0.0113424j 0.00645046+0.00479568j -0.00915195+0.000679788j 0.000433963-0.00547351j 0.00321307+0.0185925j 0.000298379+0.0176171j -0.00529058+0.0274656j 0.0174114-0.0166945j -0.00640102-0.00622793j 0.00171228-0.00561759j 0.00172172-0.00722446j -0.00220391-0.0096669j -0.00420793+0.0113005j 0.0126806+0.00127438j 0.00329552+0.00740987j -0.00430865-0.0239948j 0.000709114-0.00342275j 0.00274254+0.00955451j 0.0127771+0.0167051j 0.0144419+0.0113792j -0.009248-0.00253283j -0.0115934+0.0002909j -0.0117509-0.0105292j 0.00101578-0.0194359j -0.00317137-0.0135407j 0.00662433-0.00693871j 0.00117699+0.0066121j -0.00730924+0.00132481j 0.00639653-0.00838568j 0.00891861+0.00571704j 0.00272803+0.00613998j 0.00740128+0.00373606j -0.00525826+0.00413012j -0.0123267+0.0205574j 0.0235073-0.00175987j -0.00876661-0.00580005j 0.00247553+0.00432548j 0.0012416+0.0129224j -0.00449326+0.0066245j -0.000496995-0.00476479j -0.0103981+0.000479394j 0.00686523-0.00358583j -0.0185787-0.000533711j -0.0111048+0.000670464j 0.0290534-0.000721111j -0.00998828+0.0180331j 0.00533744-0.0224115j 0.0139077-0.00560468j -0.0152458-0.00305874j 0.00868027+0.00614619j 0.0199155-0.00681203j -0.00317613-0.000997742j -0.00424497-0.00688509j 0.00475139+0.00608793j 0.0122467+0.00523713j 0.0104353-0.00496395j 0.00783896-0.0138714j 0.0142074-0.00467224j 0.013811+0.00349823j -0.020043-0.00643218j -0.000550262+0.00168533j 0.00540604+0.0133209j 0.000519731+0.0223307j 0.0101422+0.000475786j 0.00963064-0.00296678j -0.00334259+0.0137598j -0.0144457-0.00191329j 0.000588781-0.00031487j 0.00131644+0.00203891j 0.00167666+0.00430634j -0.00263412+0.017251j 0.011125-0.00221368j -0.000922862-0.0136976j 
-0.000555671+0.00380932j -0.00452822-0.000877732j 0.00145968-0.0282731j -0.024042-0.00126307j 0.017915+0.0200009j -0.0214545+0.01653j 0.0027314-0.00875753j -0.00216792+0.0238193j 0.0210309+0.0169327j -0.0220838-0.0130803j 0.00956316-0.0199195j -0.0166782+0.0113172j -0.00810457+0.0196694j -0.014593-0.0116279j -0.00500136+0.000321752j 0.0235129-0.0122474j 0.0229451-0.0279726j -0.00216667+0.0199802j -0.0410455-0.00437039j 0.00924407-0.000330624j 0.00395145+0.00121725j -0.00107513+0.000956613j -0.00406222-0.0152028j -0.0126983+0.00390034j 0.0119596-0.00315894j 0.00313313+0.00946257j 0.00643317+0.0019385j -0.0094086+0.0257667j -0.00428967+0.00879149j -0.0277321-0.0205252j -0.0192931+0.01724j 3.16398e-05+0.0046411j -0.00535777-0.00811486j -0.0113074-0.0220394j -0.0090111-0.0224082j 0.00944401-0.0200619j -0.0104979-0.00679979j -0.000256207+0.000600004j -0.0122139-0.00675842j -0.0082243-0.00782j -0.00897262+0.0254963j -0.0156759+0.0109646j -0.00356785-0.00938216j 0.0275564+0.00590807j 0.0261958-0.00962503j 0.01102-0.0121641j -0.000578151+0.00487606j 0.00967965-0.0169511j 0.00455145-0.0194565j 0.0256684+0.00286977j 0.002979+0.0136561j 0.00524815-0.00378655j -0.00590868-0.00690449j -0.00449595-0.0131975j 0.0139451+0.0140741j 0.0130701-0.000687607j 0.00518659-0.00422651j 0.0263787-0.00263366j -0.0221062+0.00838831j 0.00593164+0.00876991j -0.00177484+0.0151116j 0.00584744+0.00997132j 0.00747842-0.00121445j 0.0184254-0.00438491j 0.00889587+0.00861842j 0.00443331-0.0110848j -0.00130191+0.0165997j 0.0158234+0.0132201j -0.0162808+0.00695749j -0.0102944-0.00378265j 0.000364771+0.011972j -0.0198999-0.026581j 0.0467387-0.0144703j -0.0289497+0.00255569j 0.00664375-0.0277577j -0.0145003+0.00796176j 0.00640837+0.0134443j 
-0.00112541+0.014084j -0.0140509-0.00160913j 0.000278916-0.0128377j -0.00815367-0.00599903j 0.00727443+0.0114326j 0.00538731-0.0116943j 0.0236967+0.0188472j -0.0163417+0.0118118j -0.0114806-0.00586958j -0.0249871-0.00167384j -0.0130004-0.0214756j 0.00399587-0.00311128j -0.0115081-0.00614454j 0.0178814+0.0112202j -0.0195817+0.0222515j -0.00202436+0.00756522j 0.00140072-0.00774586j 0.00709946-0.00623911j 0.0147846+0.0149377j -0.0139741+0.0126517j 0.00480717-0.00742438j -0.00123539+0.00545628j 0.00102965-0.00694311j -0.00249397+0.00462216j 0.0132887-0.0169268j 0.0139769+0.0185059j 0.0137979-0.0107985j -0.00509261-0.00826727j -0.00617704+0.00676804j -0.0142585+0.00620189j 0.0126553-0.00365114j -0.000118032-0.011797j 0.00587127+0.00380588j 0.00696469+0.00657104j -0.000972873-0.00953013j 0.011601+0.00442918j -0.00849549-0.00142379j -0.00296078+0.0212089j -0.0088092-0.00570003j 0.0100307-0.00669835j -0.009731+0.00616781j -0.000899759-0.014595j 0.0127618+0.00754682j -0.00724606+0.0151699j -0.00136519-0.00453392j 0.000755568+0.00963156j 0.0136757-0.0234889j -0.00758618+0.00316136j -0.0142639-0.0117408j -0.000509018-0.00706718j -0.0428419+0.00550727j 0.00307407+0.000497164j 0.0113642+0.0144355j 0.00900636-0.0281087j -0.00714118-0.0122567j -0.0214722-0.0192645j -0.00476524-0.00381008j -0.0152821+0.00211024j 0.00319446-0.00394346j 0.0125735+0.0146339j -0.00109024-0.0139697j -0.00309056-0.0115538j 0.00799975+0.00610435j 0.0248596+0.000797003j 0.00333054-0.00683228j -0.00571093-0.00222417j -0.00498477-0.0162134j 0.0125582+0.0180932j -0.0108181-0.00246544j 0.00125552+0.0033484j 0.0144945-0.00781494j -4.6528e-05+0.00766764j -0.0161269-0.0239059j -0.00715042-0.0104909j 0.0150033-0.0257882j -0.0152715-0.0027416j -0.00508408+0.0178404j 
-0.0282738-0.00654689j 0.00605634-0.0281068j 0.00099445+0.00843913j 0.00782026-0.00590542j 0.000240425-0.0285401j 0.0221505-0.0109382j 0.0242328+0.0103876j -0.0124867+0.0146052j -0.0265981+0.0166855j -0.0230777-0.0116058j -0.0108261-0.0113884j 0.00873097-0.00123984j -0.0092845-0.0140069j 0.0133187-0.00814525j 0.0158207+0.00966073j -0.0128859-0.000307262j -0.0141325+0.006813j -0.00531792-0.00734248j 0.0026251+0.00961147j 0.0112182-0.0140642j 0.00320116+0.00733j -0.0301091+0.00882458j 0.000371104+0.0223347j 0.00286064+0.000910206j 0.00108142+0.00274627j -0.0119502+0.0118315j -0.0246323-0.000276671j -0.00189645-0.00727268j -0.0250253-0.00934776j -0.00157486-0.0028346j -0.00589831-0.0259676j 0.0276447-0.00691325j 0.0181529+0.0166025j -0.0097641-0.0123836j 0.01093-0.00443122j -0.0218694-0.00230478j 0.00458215+0.00137209j 0.00194971-0.0288245j 0.00468313-0.014563j -0.0056136-0.0077293j 0.00932966-0.0177252j 0.0049397+0.00105432j 0.0256888+0.0220856j -0.0159193+0.00851836j -0.0354872-0.00363597j 0.00866786-0.015399j 0.00863401+0.0017634j 0.00329789-0.0115049j -0.00852527+0.00494828j -0.00961579+0.00380114j 0.0113473-0.00273756j 0.00561761-0.00972269j -0.00661721+0.00334759j 0.00118264+0.0117295j 0.0176541+0.0223511j -0.0237105+0.00506783j -0.0113932+0.0132623j -0.00750758-0.0243026j 0.0215386-0.00602776j -0.00562936-0.00482086j -0.00101531+0.00798082j -0.0134393-0.00309717j -0.00373794+0.0295316j 0.026053-0.0268093j -0.0463963-0.00823111j 0.000292162-0.0235327j 0.003068-0.00598903j 0.0121163-0.00321196j -0.00756107+0.0358569j 0.0125491+0.037712j -0.0141823+0.007326j -0.0142944+0.0160608j -0.020143-0.0185374j 0.0193626-0.00930604j 0.00497286+0.0160543j -0.00748986-0.0171772j -0.017015+0.00813186j 
0.00314932-0.00616866j 0.00574695+0.00296079j 0.0109407-0.00618733j -0.0047827-0.0101076j -0.00423452-0.00351579j 0.0115763-0.00324632j 0.00123438+0.0215539j -0.0151953+0.00780302j 0.0237406+0.00283032j -0.00144391+0.0121056j -0.00566255+0.00466719j 0.0169837-0.0112951j -0.0296076-0.0173703j 0.00267159+0.00739088j -0.0182833+0.00845049j -0.00724127+0.0066998j -0.00275704+0.00660119j 0.00785629+0.00905665j 0.0111273+0.00401968j -0.00267898+0.00349643j -0.00882125-0.0240808j 0.0200437-0.0112978j 0.00761486+0.0124949j 0.000848314-0.013237j -0.0115132-0.00862797j 0.00897964-0.0013906j 0.0018293-0.0229493j -0.0125573-0.0106099j -0.00750072+0.0108875j -0.00779881+0.00950534j 0.000895983-0.0108292j 0.00626781+0.00658237j -0.00651988+0.00165352j -0.00648104-0.000981283j 0.00569989-0.00421049j 0.00652318-0.00856989j 0.00909981-0.0139494j -0.0145394+0.0263732j -0.0028726+0.00230741j 0.000158163-0.000301255j 0.00453232-0.000195927j 0.00562036-0.00360024j -0.0223242+0.00766614j 0.00588175-0.0140516j 0.0224691-0.0072636j 0.00186645+0.00793334j -0.0142475-0.00547759j 0.00700379-0.00659349j 0.0193564+0.00115125j -0.0186213+0.00164506j -0.000448242+0.00849484j 0.00235593+0.00743417j -0.00830248-0.0103551j 0.00320045+0.00155539j -0.00193439-0.00470553j 0.000370923+0.00178165j 0.00845753-0.0083023j -0.00183073+0.010487j -0.0144111+0.0140882j 0.00725352+8.00726e-06j -0.00047228-0.00485346j 0.000931924+0.00348727j -0.0142824+0.0143148j -0.0149071-0.00709394j 0.00568448-0.00965173j 0.00311761+0.0186525j -0.00967933+0.0124913j 0.010451-0.00044938j 0.0200666+0.00681819j -0.0120184+0.00491561j -0.0107971-0.0122855j -0.00524711+0.00820137j -0.0113257-0.00148778j -0.0089147-0.00715853j -0.00236963-0.00364659j 0.00948277-0.00913129j -0.0067305-0.0107316j 
0.00150089+0.00827915j -0.00689661-9.71442e-05j -0.0019563+0.00124127j -0.00430496+0.0017907j 0.0142264-0.00334429j 0.000402386+0.00322266j 0.00624576-0.0121418j 0.00452364-0.00611804j -0.0135952+0.00342371j 0.00751105+0.00590605j 0.00256972+0.0123759j -0.00689235+0.000192112j -0.00275271-0.00587165j -0.00863687-0.00359636j 0.008333+0.00381454j -0.00719528+0.00228258j -0.00575727-0.00554495j -0.00140467+0.000543643j 0.00742738-0.0123967j -0.0103428+0.00401917j -0.00900688+0.0122304j 0.00171148-0.00803291j -0.011474-0.00937391j -0.00395925+0.00754495j 0.0103887-0.00263085j -0.0106872-0.017245j 0.0112207-0.00148647j 0.0172493+0.00354023j -0.00157169+0.001943j 0.00533524+0.00164758j -0.012252+0.00249914j -0.0136561-0.0252093j -0.0143115-0.0135972j 0.000680815+0.00334118j -0.00329034+0.00375825j 0.00545723-0.0042542j -0.00506142-0.0151316j 0.00458805-0.00243769j 0.00291896+0.00972686j 0.00207772+0.00220711j -0.0148466-0.0137847j 0.0030504-0.00605652j 8.08018e-05+0.0059929j -0.00801993+0.00604448j 0.0114211+0.00190721j -0.0169825+0.0149228j 0.00444359-0.011133j -0.000666325-0.00854952j 0.0105895+0.0029668j 0.0151076-0.00537749j -0.00375049-0.0217713j -0.0154809+0.00398795j 0.00402784-0.00199062j 0.00780543+0.00939422j -0.00282427-0.0102883j -0.00139513-0.0102791j -0.0138912-0.000424531j 0.00956953+0.00384823j -0.0087128-0.0147435j -0.000700856+0.00427404j -0.00449211-0.0088447j 0.0132201-0.000640203j -0.00960266-0.0125173j 0.00717643+0.00119898j -0.00724432+0.00858161j -0.0123595-0.0148411j 0.00737984-0.00592767j 0.00223566-0.00284793j -0.00784133+0.00130182j 5.77328e-05-0.0143655j -0.00197045+0.0048079j -0.0222868-0.0152941j 0.00271006+0.00821414j 0.00120975-0.0060014j -0.00116056+0.00387795j 0.002036-0.00246589j 0.00089087-0.00228792j 
0.011965+0.0146748j -0.0152608+0.0108785j -0.00509574-0.0147932j -0.00891343+0.00575194j -0.0146446+0.0121113j 0.00838366-0.0275319j 0.0126318+0.0261987j -0.0179506+0.00292594j 0.0129516-0.0167939j -0.00207999+0.0133493j -0.00122169-0.0154273j 0.00455792-0.0107151j -0.00283296+0.00110583j 0.0196273+0.019666j -0.0154962+0.00105788j -0.000330179+0.00788598j -0.0013916-0.00450323j 0.0187946+0.00649622j 0.015691+0.0061953j 0.00666074-6.00127e-05j -0.0124981-0.0120907j -0.0162406-0.000794839j -0.00649144-0.0111604j -0.0165171+0.00513664j 0.0233551+0.00372501j 0.00703417+0.00723066j 0.00517777-0.00362634j 0.0042486-0.00417508j 0.00383491+0.0229291j -0.000631249-0.00915991j -0.00365099-0.00637239j -0.0109627-7.14027e-05j 0.00836707+0.000407892j 0.0249043+0.0073144j -0.00962069+0.0284951j 0.0128749+0.0061561j -0.00108744+0.00524926j -0.0150479+0.0264019j -0.0129803+0.00142327j 0.0117106-0.00424272j 0.00599808+0.0081422j 0.00162621-0.014249j -0.0107525+0.00969943j -0.0112091-0.00557055j 0.011067+0.0151331j -0.0014866+0.0068656j -0.0160751-0.00108937j 0.0126796-0.00416026j 0.000951143+0.0124385j 0.00537577+0.0159787j -0.0045076+0.0162557j -0.00367887-0.0135909j 0.0184193+0.0105144j 0.00392163-0.00742872j -0.0198391-0.0073061j -0.0168093-0.00731819j 0.0162961-0.00357951j -0.023032+0.000828284j -0.00639417-0.0031496j 0.0102568+0.00640061j -0.0093977+0.00258709j 0.0138085+0.00584176j -0.0202456-0.00209702j -0.000444904-0.00969254j 0.0272851-0.0103074j -0.00249248+0.015203j 0.00920044-0.0109789j -0.00086383-0.00877479j 0.0024558+0.000101694j -0.0293629-0.00514392j 0.0237929-0.0308128j 0.0179201+0.0264273j 0.00289439-0.0031533j -0.014815+0.0021037j 0.00886998-0.0182037j -0.0148734+0.00629454j 0.00397953+0.0133773j 
0.00584409+0.0025262j -0.0024388+0.00627321j 0.00208983+0.00521557j 0.00537994-0.00317595j 0.010707+0.00598788j -0.00445258+0.0116183j -0.00579825-0.0063744j 0.00822701-0.00992864j -0.0136732-0.017832j 0.00726032-0.0032894j -0.00768176+0.00851408j 0.00773542+0.0071497j 0.0106301+0.00698298j -0.00593936+0.0101822j -0.00632846-0.00716462j 0.00265808-0.00294774j -0.00531328+0.00538043j -0.0136894-0.00233004j 0.00439176-0.00266055j 0.00163095+0.0216009j 0.00546189+0.00582815j 0.00608546+0.0140605j 0.00561602-0.0119908j 0.000181471-0.000122942j -0.00447045+0.00462389j -0.00489726+0.00311874j 0.00612468+0.00136976j -0.00135693-0.0130298j -0.00111856-0.00316342j 0.00662885+0.0112591j 0.00623011+0.000733978j -0.0137792+0.00131798j 0.00415629-0.00368496j 0.0126589+0.00946953j -0.00960486-0.0115795j 0.00738188+0.00919994j -0.00310763+0.0101715j -0.00498401+0.0331535j -0.0143184+0.00759095j 0.00388223+0.000592802j -0.0123839+0.00559671j -0.00722497+5.213e-05j -0.00236144-0.00240399j 0.0189097+0.00234754j -0.00158202-0.00532612j 0.00781084-0.0070193j -0.00335938-0.000843577j 0.00117471+0.0111269j -0.000697949+0.00587421j -0.00739819-0.000994589j -0.000735703+0.0104027j -0.010462+0.0159622j -0.0061671+0.00990436j -0.009652+0.00586201j -0.0205916-0.00340671j -0.00181704-0.0194277j -0.00545208+0.00227464j -0.00300606+0.012372j -0.00647289+0.00752208j -0.00295986-0.00083578j 0.00724265+0.00382978j -0.0121734-0.00379076j 0.0048771+0.00262636j -0.0142142+0.00828794j -0.00715812+0.0162548j -0.00441558+0.00487253j -0.00439256+0.000861511j -0.0141002+0.00126352j 0.00277464-0.0105489j 0.00659342+0.00453376j -0.00061203+0.00590336j 0.0121021+0.00622644j 0.00773165+0.00904052j -0.00144873+0.00489264j 0.00322015+0.00391993j 0.00416774+0.01017j 0.00859685-0.00543532j 
0.0001043-0.011521j 0.0120366+0.000819054j 0.00528572+0.00435631j 0.00191542-0.00380075j -0.0129827-0.0113924j 0.0119021-0.00635768j 0.00294817+0.0084378j -0.00320338+0.00604479j 0.0160325+0.0148204j -0.0035971+0.00417819j 0.00891523+0.0103052j 0.00990702-0.0186114j -0.0182175-0.00642395j -0.00326142-0.00287924j -0.00331446+0.00626766j 0.00145552-0.00090422j -5.86961e-05+0.0199318j 0.0115471+0.00447676j 0.000206283+0.0040521j 0.00100373-0.0181789j -0.00623762+0.00752454j -0.00538851-0.00281959j 0.00141384+0.00130528j 0.00140076-0.00108894j -0.00317771+0.00937268j 0.00646187-0.00601779j -0.00107782-0.00700864j -0.0131778-0.0134769j 0.00656841+0.00848975j 0.00129005+0.00740935j 0.00616391-0.00341483j 0.00573122+0.015375j -0.00239349+0.0166992j 0.00380709-0.000888272j 0.000340872+0.0103794j 0.00498821-0.0042569j 0.00479512+0.00257574j -0.00486322-0.00765364j 0.0114366-0.00532972j -0.0053108-0.00807574j 0.0145024+0.0030252j 0.00450607-0.0110718j -0.0194148-0.00228251j -0.00747368-0.00130797j 0.0121021+0.00771965j -0.00326511-0.0112104j -0.00213782+0.000716572j 0.00351531-0.00105201j 0.00342113-0.00722323j -0.0133798+0.00235619j 0.0133134-0.00579868j -0.00335614+0.00248597j -0.0215316-0.00894211j 0.00656106+0.0113789j 0.0189375+0.0115199j 0.000279855+0.0200715j 0.00357835-0.0106879j 0.00166321+0.00299132j 3.34349e-05+0.00197925j 0.00378545-0.00290117j -0.00941053-0.00625738j 0.0026758+0.00402009j -0.00868552+0.00301443j -0.00107658-0.0072133j 0.00647966-0.0114169j 0.00608594+0.013886j -0.001624+0.0110402j 0.0144997-0.0144321j 0.00945902+0.0115382j -0.00823504+0.0072974j -0.0106722-0.0140838j -0.00115698-0.00132943j -0.0124442+0.00298196j 0.00528291-0.00384533j -0.00321996+0.00855826j 0.0060856-0.0120078j -0.0100375-0.00569643j 
0.00703054-0.0132152j 0.0143839+0.00754131j 0.010562+0.0230213j 0.0192552-0.0094875j -0.00721703-0.00652297j 0.00214366-0.00218856j -0.00082154-0.00891439j 0.0109539-0.00849878j -0.00274661+0.00498122j -0.008636+0.00461893j 0.00862652-0.00111857j -0.00930782-0.00511513j 0.000572078+0.0130401j -0.0197208+0.00293022j -0.00473301+0.00369398j -0.0201445-0.00588075j -0.027471+0.0133j 0.0016695+0.00515763j 0.00219052+0.0171284j -0.00787348+0.00811176j 0.00445209+0.0159903j 0.0114057+0.00356748j -0.0170892-0.004557j 0.0124071-0.00151219j 0.00819185+0.0155588j -0.0147446+0.00162774j 0.0055737-0.0102724j -0.00927623-0.00283131j -0.0133952+0.00652485j -0.0123126-0.0133398j -0.00784674+0.00196981j 0.00463903-0.00381636j -0.0242301+0.0254912j 0.0106689+0.00410347j -0.000302325+0.00993272j 0.000341898-0.0232029j -0.00358673+0.00935708j 0.00291459+0.0166064j 0.0107483-0.000502237j -0.00276458-0.0101313j -0.000206365+0.0125064j -0.0137216-0.00170798j -0.0231141+0.00288183j -0.00764985+0.00801646j 0.00487285+0.0114742j -0.00832677+0.00571614j -0.000770148+0.0135059j 0.000375618-0.0214166j -3.86922e-05-0.0163006j 0.00130065-0.0150119j -0.00234434+0.003277j 0.000613279-0.00169521j -0.0196408+0.00186798j 0.00300516+0.0198257j 0.00735535-0.00675111j -0.00860723+0.00675548j 0.018131+0.000741046j -0.00625542+0.0244985j -0.00445969+0.00331483j 0.0182493+0.0123704j -0.0082601-0.00219663j 0.00272109+0.00601075j 0.0244065-0.0185014j -0.0119636-0.0109403j -0.00973471+0.000355336j 0.0151391+0.00606236j -0.00777432+0.0184625j 0.00665483-0.00466797j 0.00529437+0.0133797j 0.0224557+0.00747265j -0.013778+0.00765753j 0.0121131-0.0021719j -0.0134156+0.015541j 0.0174525-0.00158005j -0.00193438+0.0202128j 0.0115117-0.00134858j -0.000331742-0.0109217j 
