-0.00303053+0.00107861j -0.00100547-0.0012187j 0.00590967-0.00240718j -0.0031805-0.00184634j -0.00497935+0.00300041j -0.00577535+0.000511639j -0.00476092+0.000511909j -0.00376837-0.00184953j -0.00838215+0.00428858j -0.00701611+0.00195921j 0.00953239-0.00210789j -0.00328947+0.000171967j 0.00359242-0.000123966j 0.0133644-0.00199027j 0.0128576-0.00154099j -0.00288169-1.13528e-05j -0.00244769-8.08495e-05j 0.00730977-0.000724484j 0.000177745+0.00035284j 0.00582611+0.000154479j -0.00480097-0.000638339j 0.00293402+0.000115713j -0.000206913+0.000574001j -0.000800066+5.11941e-05j 0.00414446+5.47738e-05j 0.00696112-0.000152395j 0.00466371+0.000334323j -0.0163585-0.000459468j -0.000315231-5.89459e-05j -0.0038209-8.04632e-05j -0.00527763-0.000599093j 0.00272993+0.000140212j 0.000645558+3.26401e-05j 0.00114453-0.00050498j -0.00319728-8.73515e-05j -0.00479271+0.000298269j -0.00566281-0.000217108j -0.00429452-0.000489609j -0.00604249-0.00112593j -0.00151026-7.67719e-05j -0.00865728-0.00171822j 0.00784655+0.00114573j -0.0103357-0.00230707j 0.00391441+0.000570757j 0.00439776+0.000852284j 0.00648886+0.00217773j -0.00482569-0.00175158j 0.0052551+0.00384066j -0.00370179+0.00166783j -0.00396739-0.000390803j -0.00497727-0.000453491j -0.00412029-0.00274623j 0.00318027-0.00181561j 0.00520546+0.00234205j -0.00118376+0.00137352j 0.00294843+0.00119024j 
-0.000349941+1.85232e-05j 0.000267131+0.00156496j -0.00179625+0.000528578j 0.000896015+0.000842905j -3.94737e-05-6.16435e-05j -0.00226507-0.00213386j -0.00101427+0.0018158j 0.00311946-0.00195997j 0.0028752-0.00205303j 0.000197552-0.000104262j 0.000300139-0.00144654j -0.00315047+0.00179045j 0.00471448+0.000557633j 1.22324e-06-0.00178556j 0.000708073-5.53266e-05j 0.0034531-0.000736233j 0.00230219+0.00042075j -0.00114532+0.00186904j -0.00237781-0.000889629j -0.00157622+0.0012982j -0.00135979-0.00124936j -0.000651402+0.00252542j -0.000958777-0.00143531j 0.00498272+0.000910388j -0.00269314+0.00144247j 0.00258161-0.00142938j 0.000368964+6.66591e-05j 0.000506929+0.00147016j -0.00072349+0.00343676j 0.00167296+0.000969369j -0.000617056-0.000240295j 0.00340994+0.00193577j 0.00216539+0.000277636j 0.000297639+8.48811e-05j 0.00163694-0.00200712j 0.000211775+0.00134955j -0.0036815-0.00283407j -0.000117968+0.00077759j 0.00507967-6.29705e-05j -0.000466429-0.00174778j 0.000150381-0.000594721j 0.000119512-0.00105133j -0.00176763+0.0010753j -0.00180711-0.00160496j -0.00210197-0.00156121j 0.00107278+0.000867953j -0.00162485+0.00165693j 0.00293513+0.00215276j -0.00258757-0.000844595j -0.000876577+0.00165708j 0.0023512-0.00144375j 0.000404388-0.000844496j 0.00103962+0.000242225j -0.000169229-0.000283687j -0.00049652-0.000137821j -0.00105767+0.00125882j 
-0.000885638-0.00136912j -0.00191855-0.00134898j -0.0007879-0.000590947j -0.00228165+0.000353703j 0.000845541-0.00146065j -0.00269438+0.000432538j 0.000128894+0.00170025j 8.76424e-05+0.00187429j 0.00482282-0.00236873j 0.00410892-0.000961661j -0.00288741-0.00404121j 0.000728341+0.00452812j 0.0027718+0.000435017j 0.00307676+0.000542433j -0.000925996-0.00116988j 0.0019901-0.000676091j 0.000247257+0.000172602j -0.00122523-0.000886815j -0.00631122+0.00101452j -0.000488492+0.00186701j 0.00367945-0.00345673j -0.00194241+0.00283685j -0.00210548-0.00130102j -0.000235554-0.00202814j -0.000902193+0.00175677j 0.00113037+0.000160985j 0.000562185+0.000531404j -0.00289751+6.1862e-05j 0.00250944+0.00265912j 0.000440539+0.00067747j -0.00126478-0.000807048j 0.00282329-0.000483375j 0.00341889-0.000129307j 0.000260628+0.000544678j -0.000409447-0.00182287j -0.00154352+0.00360641j -0.00346743-0.00216775j -0.000109045+0.000450287j 0.000579301-0.00369081j 1.61344e-06-0.00233489j -0.000237464+9.39502e-05j 0.00200188-0.00133427j -0.00136719+0.00168616j -0.00099121+0.000468358j -0.00342736+0.00261929j -0.00151719+0.00146909j 0.000352642+0.00267612j 0.00207834+0.000511119j -0.000816532-0.00242622j 0.000866168+0.00163994j 0.00156487-0.0026785j 0.00145911+0.00107079j 0.00142398-1.04289e-05j -0.000692532-0.000324877j -0.00189215+0.00138824j -0.000573918-0.0012801j 
-0.0012717-0.00255417j 0.00161107+0.00295449j -0.00128694-0.00339212j -0.00306327+0.00257398j -0.00272506+0.00162068j -0.00610296-0.00373297j 0.00341124+0.00119515j -0.00298779-0.000169672j 0.000624639-0.00243031j 0.00296806-0.00055011j -0.00207305+0.00335067j 0.00303902-0.00223812j -0.000885915-0.000265695j 0.00159505-0.00244979j -0.00228048-0.00119465j -0.000785431+0.00144181j -0.00461545-0.00121804j -0.00251351+0.00259442j -0.00142396+0.00138832j -7.92522e-05-0.00117898j 0.000836509-0.00126366j 0.00189389+0.00366868j -0.00299748+0.00079073j -0.00276333+0.00148509j 0.00428363+0.000981812j -0.000751753-0.000678453j 0.00127528-0.000550588j -0.00295522+0.000498562j 0.00409754+0.00309929j -0.00130046-0.000814899j -0.000739051+0.000587032j -0.00212789+0.00187459j -0.00197785-0.00223215j -0.00144723-0.00144013j -0.000356499-0.00281099j -0.00110402-0.00222272j 0.000787479+0.00186182j 0.00134534+0.000148698j -0.00270236-0.00039769j -0.000352993+0.000338067j 0.00152765+0.000370281j 0.001273+0.000685173j 0.00177285+0.00154583j 0.00148772+0.00177139j 0.00104602-0.0017238j -0.000525135-0.00176251j 0.00232752-0.000262526j -0.00155356+0.00039683j 0.000138738+0.00032125j 0.00231213+0.0044936j -0.00335563-0.00320376j 0.00149022-0.00237347j -0.00158164+0.000501832j -0.00125619-0.00325792j -0.000339497+0.00223326j -0.000954439+0.00226096j 
-0.000217-0.000350641j 0.00067869-0.00189167j 0.000853176+0.00169441j 0.00275563-0.00200292j -0.00143233-0.000900161j -0.000252668-0.00127626j 0.0045183-0.00177727j 0.00312358-5.71675e-05j -0.00471516+0.00330062j -0.00398523+0.00372424j 9.20284e-05+0.00295945j 0.000846366-0.0011922j -0.000669386-0.00263821j -0.00521873+0.00186435j 0.00476261+0.000163197j -0.00184162-0.00122143j 0.00281693-0.00302037j 0.0047047-0.00304438j 0.00223618-0.000152974j 0.0010052+0.000846505j -0.0047712+0.00321669j 0.00262512-0.0021811j 0.000650662-0.00111354j 0.00187733+0.00060292j 0.00247188-0.00109963j -0.00265845+0.00228102j -0.000489559+0.000195199j 0.00715514-0.000108387j 0.000588821-0.000513396j 0.000920616-0.00254361j 0.0014514+0.00155954j 0.00183762-3.2099e-05j -0.000714534-0.000583982j 8.6291e-06-0.00235847j -0.000788118+0.00220558j 0.00449232-0.00274516j -0.000405265+0.00271057j -0.000861963+0.00177762j -0.00452477+0.00134509j -0.000304704+8.88975e-05j -0.00156049+0.000492804j -0.00234523+0.000273307j 0.00286659-0.000126376j -0.00198082+0.00180083j 0.00239603-0.00142824j 0.00375096-0.00137782j 0.000640386-0.00188831j 0.00043776-0.000376981j -0.000468182-0.00104474j 0.00163052+0.000788799j -0.00341603-0.00122933j -0.00103539-0.000110816j -0.00077648-0.000855583j 0.00159047+0.000689811j 0.00237608+0.000989914j 0.00152434-0.00233582j 
-0.000587451+0.000184699j 0.000399641-0.000301753j 0.00117429+0.000518675j -8.51624e-05-0.000187294j -0.000741908+0.00117839j -0.00336065+0.000614606j 0.00058967-0.000435032j -0.000602012-0.00116166j 0.00305559+0.000762635j 0.00332067+0.00514546j 0.00357784+0.00263746j -0.00162746-0.0025826j -0.000719916-0.00442969j -0.0011347-0.000242049j 0.000244406-0.000807597j -5.10938e-05-0.00192679j -0.00284118-0.00406184j -0.00122148+0.000501688j -0.00155858-0.000106699j 0.00048375+0.000114354j 0.00161464+0.00507594j 0.000414431+0.000260054j -0.00137247+0.00251991j 0.00159424-0.000927157j 0.00118182-0.00148853j 0.00226575-6.99998e-05j 0.000607518-0.00020974j 0.00106202-0.00290635j 0.000334537+0.00123012j -0.00133709-0.00266643j 0.000169437+0.00166217j 0.00303234-0.000608395j 0.000585208+0.00262251j -0.00109656-0.00270701j 0.000369317-0.00158411j -0.00159153-0.00580931j -0.000571142+0.00300359j 0.00128715-0.000511198j 0.00131779-0.00108843j -0.00125788+0.00119923j -0.000757451+0.00297357j -0.000398513+0.00170288j 0.00154476-0.00175841j -0.000369251+0.00270112j -0.00186846-0.00438854j 0.000534207-0.00462914j -0.000708147-0.00260005j 0.000263505+0.00106185j -0.000265838-9.07598e-05j 0.00203542+0.000557459j -0.00113158+0.000743207j -0.000254964+0.000147136j -0.000176208+0.000121824j -0.000459839+0.000822757j 0.000854043-0.000627462j -0.00045222-0.000753602j 
8.43567e-05+2.24199e-05j 0.00289262+0.00162726j 0.000482907-0.000915235j 0.00126083-0.000673671j -0.000789516+0.00115643j 0.000119951-0.00286761j -0.00014206+9.64755e-05j -0.000263404-0.00206882j -0.00423297+0.000852732j -0.00661686-0.00149123j -0.00262577+0.00165839j 0.0010319-0.000162219j 0.00280998+0.0031404j -0.00125248-0.000429637j -0.000984415-0.000189707j 0.00166692+0.00190056j 0.00363632+0.00132637j 0.00247192+1.40434e-05j 0.00312777-0.00247553j -0.00042779-0.000705995j -0.00658979-0.000417416j 0.00255529-0.000953543j -0.000240753-0.00291229j 0.000497324+0.00157731j 0.00112145+0.00132008j -0.00156549+8.68789e-05j 0.000478484+0.000426846j 0.00242252+0.00181404j -0.00109059-0.000428731j 0.0014576+0.00122725j -0.000510826-0.00214638j -0.00205258+0.0026843j -0.00332092-0.00256732j 0.00233026+0.00175547j 0.000436531+0.000475598j 0.00408704+0.000948098j -0.000573272-0.00249951j -0.00046008+0.00128455j 0.000225011+0.00395953j 0.000165421-0.0013892j -5.16818e-05-0.00337785j -0.00204616-0.000418803j 0.00142804+0.00173093j -0.0015502-0.00234446j 0.00376829+0.000122677j 0.00216775+0.00235736j 0.00184236+0.00166239j -0.00117577-0.00148628j 0.000134777+0.00205371j -0.000924751+0.00132719j -0.000366342-0.000690784j -0.000847788-0.00205355j -0.00201033-0.000163468j 0.000810417-0.00196496j 0.00104039+0.000349958j 0.00108559+0.00260895j 
0.000404794-0.0013431j 0.000624582+0.00070039j 0.000289575+0.00200579j 0.00146004-0.000957165j -0.001009-0.000545878j 0.00103312-0.000201686j 0.00183022-0.00206901j 0.000334859-0.00234187j -0.00510184+2.83835e-05j -0.0017209-0.00480196j -0.00224109-0.00307696j 0.00127746+0.00376427j -0.00284374+0.00254512j -0.0016872+0.002161j 0.00234962-0.00269551j -0.00309691+0.00266424j 0.000881916+0.00315736j 0.00311856+0.000821727j 0.00365393+0.000619566j 0.00066171-0.000193651j -0.00154689-0.00353655j 0.00190508+0.000135456j 0.0024813-0.00173682j 0.000132028-0.002527j -0.000264762+0.0020858j -0.00381029-0.00055279j -0.0011748+0.000664712j 0.00168307+0.000806033j 0.00275553-0.0015463j -0.000104378+0.000561029j 0.00285302-0.00161591j -0.00309399-0.00149928j -0.000188142-0.00389749j -0.00240632+0.0035919j -0.000524692+0.000646635j 0.00100751+0.00411666j 0.00282751-0.000559518j -0.000772715+0.000106044j -0.00447584-0.000971619j 0.00133196-3.18775e-05j 0.00239457-0.00188123j 0.000243076-0.00141052j -0.000948841+0.00322295j 0.0013758-0.00142685j 0.000394043+0.00440921j -0.00115218+0.00184673j -0.000359203+0.00277933j 0.001841-0.00277529j -0.000672678+0.00154128j -3.76686e-05+0.000423398j -0.00220798-0.000781418j 4.61196e-05-0.000732084j 0.000323692-0.00156407j 0.00126733-0.000179739j -0.000323127+0.00146497j 0.000353577+0.000668593j 
0.00344292+0.00151872j 0.000621798+0.00128557j -0.00487758-0.00129088j -0.00116351+0.000203168j 0.00258861+0.00119972j 0.00135195-0.000597596j -0.000792631+0.00295389j -0.00405184-0.0041031j -0.00349571+0.00112026j -0.00153469+0.00174146j 0.000683174-0.0012242j 0.000848955+0.00210947j 7.65114e-05-0.003611j -0.0013228-0.00185533j 0.00224232+0.002406j -0.000986526-0.00234737j 0.00152441-0.000505259j -0.00182323-0.000858804j -0.000236752-0.00259847j -0.00135596-0.0017819j 0.000981862+0.00570012j -0.00332231-0.00408563j 0.000177889+0.00176333j 0.00263509-0.00114929j -0.000290249+0.00281636j -0.00320063-0.00505069j -0.0017169-0.00185509j -0.00198064-0.00305282j -0.000480814+0.00334672j 0.00330598+0.00160291j -0.00142636+0.000381434j -0.00147108+0.000460821j -0.0031254+0.000881074j 0.00106875-0.00190848j 0.000394256-0.00200572j 0.000191667-0.0017832j -0.00159038+0.000611827j 0.00117036-0.00175967j 0.00472973-0.00494929j -0.000541271+0.00205151j -0.00142201-0.00198978j 0.001374+0.00327019j -0.00150026-0.00156528j -0.000235961+9.05771e-05j 0.000492019-0.000209696j 0.00117284-0.000258377j 0.000362752-0.000315237j -0.00102576-0.00112246j 0.00155993+0.00311556j -0.00244375+0.000262888j 0.000934447-0.00142081j -0.0015183+9.69168e-05j 0.00134488+0.00312958j -0.00248321-0.00183788j -0.00221621-0.00295182j 0.000877236+0.00284158j 
0.00244799+0.00219587j -0.00124972-0.000146319j 0.000903466-0.00047198j -0.00219014+0.00241148j 0.00225638+0.00108793j -0.00214002+0.00237854j -8.08083e-06+0.000691547j -0.00124515+0.00617347j 0.00582955-0.000644026j 0.000569256+0.000781284j -0.00149525+0.00285427j -0.00026547-0.00387151j 0.00389604+0.000281009j 0.00378859-0.00284679j -0.0041555+0.00284514j 0.00198962-0.00105207j -0.00111034+0.00103404j -0.00475243+0.00137651j -0.00575969+0.00048222j 0.00167601+0.000770959j 0.00316384-0.000817235j -0.00373448-0.000234963j -0.0044999+0.00161512j -0.00307289+0.00211363j 0.000453969-0.00307829j 0.00359141+0.00117675j 0.00130731+0.000244851j -0.0037934+0.00289301j 0.000796388-0.00139493j -0.000618465+0.000210792j -0.00334697-0.000641968j 0.00283006+0.00250395j -0.000177222+0.0045128j 0.00092456-0.00165579j -0.000116713+0.00100019j -0.00286109-0.000144547j -0.00220653-0.00265004j 0.00112837+0.000351916j 0.00306818+0.00114375j -0.000799615-0.00153438j -0.00289743+0.000143638j 0.000817089+0.000499396j 0.000232938-0.00167605j -0.00109682-0.000233293j 0.000155457-0.00218262j -0.000159689+0.000188581j 0.00186772-0.00193814j -0.00238836+0.00260728j 0.00178581-0.00152544j 0.00189105+0.00048472j -0.000130259+0.00126718j 0.000518196+0.000184986j 0.000441182+0.00162584j -0.00262117+0.00274678j -0.000875861-0.00249379j -0.000350574-0.00141179j 
-0.000740225+0.00262352j -0.000905871+0.00123895j -0.00176141+0.00183954j -1.19611e-05+0.00105647j 0.000811501+0.0014153j 0.000700102+0.0031955j -0.00369172-0.00168547j -0.000197485-0.00195365j 0.00179579+0.000761431j -0.000542043-0.00120003j 0.000231193+0.000236857j 0.000382631-0.00128146j 0.00169066+0.000812511j 0.00203384-0.00107759j -0.00180508-0.00063843j 0.00233666-2.22365e-05j 0.00168889+0.00132275j -0.00286109-0.000132939j -0.000191618-0.000677216j -0.000696908-0.0004774j -0.000203939+0.000325999j -0.0014211-0.00182099j -0.000512827+0.0010696j 0.00132713+2.55691e-05j -0.0014505-0.000945297j 0.00173966+0.000486464j -0.000502566-0.000135273j -0.00217309-0.00140269j -0.00120047-0.00291693j 0.000984568+0.00140253j -0.000875212-0.000469339j 0.000865572+0.000717633j -0.0014042+0.00143677j 0.001088+0.00193516j -5.72947e-05-0.000142296j -0.000130156-5.2273e-05j -0.00032853-0.00172412j 0.000489858-0.00112128j 0.00315834+0.00234005j -0.000633848+7.2618e-05j -0.00078283-0.00121878j -0.000437159-0.000328889j -0.000157177-0.0011962j 0.000704125-0.00189917j 0.000434569-0.000165473j 0.000299507+0.000835377j -0.000248459-8.84473e-05j 0.000421728-0.000606472j -0.00136763+0.00126555j 1.56336e-05-0.002836j 0.000348879+0.003703j -0.000790238-9.11039e-05j 0.000852178+0.000751334j -0.00241799+0.000388995j 0.000893378-0.00159728j -0.00088239+0.00123472j 
0.0051498+0.00181121j -0.00048339+0.000176692j -0.00252773+0.00243347j -0.000128948-0.000926253j 0.00232629+0.00217711j -0.00307038-0.0001964j 0.0053495-0.00247402j -0.00246143-0.000292196j -0.00468562+0.00549778j -0.00221291-0.000664873j -0.00288397-0.00270817j 0.00114462+0.00193109j -0.0015118+0.000799079j -0.00303114+0.00259974j 0.00470845-0.00125358j -0.00394417+0.00122093j 0.000957634+0.00249326j -0.000794081-0.00400531j -0.00203994-0.0035906j 0.00101517+0.000237926j 0.00136509+0.0023843j -0.0039837-0.00691455j -0.000716832-0.00261642j 0.00226507-0.00163961j 0.00167715+2.49544e-05j -0.00502192+0.000123114j -0.00168441+0.000307861j 0.00079207-0.00168505j 0.00527206+0.00122544j 0.00117839+0.000698492j 0.00124553-0.0022202j -0.000633589+0.00237479j -0.00358464+0.000366857j -0.00336749-0.000587541j -0.000849637+0.00145061j -0.00137375+7.8194e-05j 0.00103918-0.00314755j 0.000356389+0.000933355j -0.00248117-0.000171547j 0.00174342-0.000655654j -0.00109014-0.0040397j 0.00204338+0.00215616j -0.00120408-0.00103115j 0.000627299-0.000830065j 0.00104933+0.00162098j 8.52163e-06+0.000232633j 0.000732432+0.000812301j -0.000580914-0.00183689j 0.00185707+0.00111106j 0.00168348+0.00248559j -0.00505721-0.000985771j -0.00143754-1.85877e-05j 0.00145786+0.00185637j -0.00193677+0.000459536j -0.00102815-0.00352682j 0.000757748-0.000587987j 
-0.000198795+0.00130674j 0.00410405+0.00148443j 0.00440966+0.0012461j 0.00451023-0.000754708j -0.00186877+0.00376955j -0.00362875+0.000297845j 0.00138487+0.000111033j 0.00116506-0.0043188j -0.00351724-0.00521784j -0.00109415-0.00221149j 0.00345341+0.00065158j -0.00503966-0.0002686j 0.00122746-0.00196448j -0.00493563-0.00275019j -0.00101762+0.00110166j 1.95721e-05-0.00105365j -0.00151272+0.00141929j 0.00593325+0.00516679j 0.0033018+0.00018861j 0.00112719+2.49369e-05j -0.00584658-0.000486519j 0.00760654+3.5008e-05j 0.00128797+0.00070531j 0.00293808-0.000190023j -0.000604143+0.00111648j 0.00285567-0.0044248j 0.00228168+5.96709e-05j 0.00607336+0.00263232j -0.000798918+0.000403939j -0.00300165-0.000432201j 0.00202738-3.07904e-05j 0.000732577-0.00106723j 0.000902794-0.00253827j -0.0010602+0.000978778j -0.000225058-0.000947217j 0.000223784-0.000831882j 0.000626262-0.000270453j 0.000227438-3.84093e-05j 0.00085773-7.00252e-05j -0.00087086+0.000619305j 0.00356188-0.000370951j -0.00316751+0.00105458j 0.00214651+0.00112098j -0.000562226-0.000549878j -0.00274386-0.000958315j -0.000792917-0.00205137j -0.000414206+0.000992683j 0.00291353-0.00173615j -0.000952349+0.00312702j 0.00167283+0.00146593j -0.000589782+0.000357396j -0.00164625-0.00273386j -0.00188402-0.00181084j 0.00283717+0.00176799j 0.00243442-0.000273899j 0.000165554+0.00154776j 
-0.00295093+0.00103616j 0.000365482+0.0022643j -0.000468853+0.00554529j 0.00215221-0.000995344j -0.00292824+0.000690515j 0.000569097-0.00037125j -0.00312067-0.00158131j 0.000181354-0.00857471j -6.84354e-05+0.00249053j -7.95573e-05+0.000340849j 0.00139918-0.0011076j 0.000588992+0.000826566j -0.00128362-0.000810356j -0.000608408+0.000562321j 0.00184248-0.00537686j 3.0855e-05+0.000394447j 0.00144606-0.00199865j -0.0004482+0.00159133j 0.00409448-0.00189801j -0.00130018+0.0001194j -0.00262591+0.00308745j 0.00182769+0.000239458j 0.00204535+0.000263725j 0.00449566-0.00437106j -0.0012445+0.00214994j 0.000414378-0.000319791j -0.00159658+0.000914476j 0.000943223-0.00427223j -0.000893045-0.000782558j 0.00110118-0.0016554j 0.00332084-0.000292945j 0.000107932-0.000794726j -0.000593864-0.00036583j -0.000681918+0.00306284j 0.000728913-0.00237469j 0.00239591-0.00250225j 0.00184645+0.00131043j -0.000139138-0.00164586j 0.00112808-0.000663583j -0.000340389+0.00145731j 0.00133735+0.000370372j -0.00222122-0.000624214j 0.000202106+0.00208438j 0.000724848-0.00160392j 0.000334977-0.000842989j 0.00167436-0.00187027j -0.00204567+0.00107325j 0.00332463-0.00240254j -0.0035622+0.00304246j -0.00151938-0.00112359j -0.000221237+0.00211388j -0.000200766-0.000417655j 0.000694256-0.00184033j -0.00100451+1.72618e-06j 0.00244052+0.000781562j -0.000640243+0.00135861j 
0.00266063+0.00381803j -5.683e-05-0.000478701j -0.00241402+0.00266736j 0.000930042+0.00276356j 0.00192079-0.000234219j 0.00157504-0.00161251j 0.00209356+0.00444035j -0.00295358+0.0057603j -0.000233125-0.00149091j -0.000584846-0.000657618j 0.00047308+0.000149438j -0.000604544-0.0037591j -0.000210774+0.00120772j -0.00087428-0.00237765j -0.000809141+0.00386493j -0.000416702-0.0020713j -0.0007444+0.000374239j -0.000748456+0.00125032j -0.00177597-0.000638389j -0.00106913+0.00215806j 0.00355328-0.00189646j -0.00165815-0.000129074j 0.00133076-0.000842075j -0.00155238+0.00204732j 0.000561583-0.00122325j -0.00151141+0.00118746j -0.00125195+0.00104237j -0.00411952+0.00625115j -0.000158945+0.000954171j 0.00166489-0.00135006j -0.00087506+0.000761652j -0.000266891+0.00141836j -0.000409084+0.00242525j 0.00112481-0.00432909j -0.00219703+0.00250346j -0.00219855+7.57002e-05j 0.000816221-0.00119528j -0.00158292+0.00118725j -0.000207241-0.00142191j 0.00177242-0.000110713j -0.00134089+5.92353e-05j 0.00139741+0.000154163j -0.00126315-0.00180457j -0.000827205-0.000734196j -0.000185155-0.000886078j -2.59265e-05+0.000227558j -8.69984e-05-0.000278548j -0.00181116+0.00144629j 0.0029284+0.000745207j -0.00252171+0.00173854j 0.00101166-0.00195934j -0.000247152+2.13641e-06j 0.00216155+0.00119278j -0.0030055+0.00349095j -0.000777787-0.00208649j 0.00238866-8.62361e-05j 
-0.000489618+0.000109624j -0.00234834+0.000947136j -0.00243771+1.92856e-05j 0.000162588+0.000680688j -0.00124623-0.00406201j 0.00973704-0.00418538j -0.00298634+0.00429363j 0.00173223+0.000127007j -0.00191324+0.000409172j -0.00147819+0.000462227j 0.0012419-0.000421201j 0.00147166-0.001531j -0.00317368+1.75133e-05j 0.000738016-0.00164218j 0.00253697+0.0023063j -0.00164147-0.000819965j 0.00164273-0.00242423j -0.000493974-0.000712018j 0.00500993+0.000626354j -0.00219396-0.000310831j -0.000506627-0.000216597j -0.00157071+0.00178042j 0.0045854+0.000460072j -0.00133929+0.00247628j -0.00201014+0.00131799j -0.00131443+3.04523e-05j -0.0023658-0.000525078j -0.00207175+0.000982792j -0.00622137+0.00136171j 0.00292556-0.000402952j 0.00139404+0.0022832j -0.00410572-0.000683609j 0.000707839-0.000342534j 0.00283315-0.00221286j 0.00107686+0.000729889j 0.0036153-0.000102086j 0.0024342+0.0026628j -0.00230513-0.000831241j -0.000582905-0.00121412j 0.00115111+0.0020456j 0.000235251+0.00205395j 2.46654e-05-0.00120739j -0.00197481-0.000554278j 9.5488e-05-0.00060078j 0.00349324+0.00047386j 0.00202646+0.00156448j -0.00160708-0.00124106j -0.00114973+0.000982948j -0.000211881-0.00041804j -0.00694077-0.00243036j 0.00521958-0.00150839j 0.00173986+0.00177307j 0.000756313-0.000629845j 0.00045485-0.000380546j -0.000683328+0.000913447j -0.000318597+0.00044223j 
0.00110024+0.00336673j 0.00171465-0.000362799j -0.000146743-0.00479768j -0.000902375+0.00129837j 0.00398956+0.000991407j 0.00454157+0.00392746j -0.00220236+0.00498829j -0.0058217+0.00356727j -0.00239173-0.00488038j -0.0018469-0.00269193j 0.00106349+0.000913221j -0.000152239-0.00151558j -0.00178195-0.000943612j -0.00124934-0.00328681j -0.00389792+0.00586444j 0.000775936-0.00340597j -3.20127e-05+0.00194951j 0.00265764+0.00111963j 0.000447411+0.0012139j -0.00114209-0.000439556j 0.00119516+0.000812557j 0.000943551-0.00257229j 0.00221303+0.00270438j -0.00383157+0.00147465j 0.00134367-0.000984178j -0.00246779-0.00460448j -0.000322294-0.0024053j -0.00463743+0.00181558j -0.00192326-0.000536474j 0.000939094+0.0030457j -0.00148701+0.000253426j -0.00120091-0.00128937j -0.000959679+0.000233178j 0.00477943-0.00173952j -0.00320524+0.000202622j -0.00210761+0.000688456j -0.000406301+0.0012954j -0.00212225-0.001279j 0.000520696-0.00189466j 0.000598662+0.00193037j -0.000824883-0.00135804j 0.00124921+0.00173641j 0.00125915-0.00331719j -0.000996152-0.000623263j 1.32929e-05+0.00102443j -0.00175677+0.00189722j 0.000682377-0.00121123j -0.00355523-0.000453676j 0.00274279+0.00204335j -0.00150576-0.00267117j 0.00390311-0.000281697j -0.000575233-0.000137287j -0.00144134+0.00209072j -0.000916214-0.000421995j -0.000536798-0.00217638j 0.0014939+0.00291847j 
0.00235176-8.62592e-06j 0.00214774-0.001881j 0.00198351-0.00269304j 0.000658024-0.000964693j -0.000266216+0.000349103j -0.00134891-0.00572038j 0.00581514+0.00420622j -0.000513986+0.0048603j -0.00252882-0.00116756j -0.000809282+0.00134149j 0.00098696-0.00122593j -0.00341634+9.57018e-05j 0.00027394+0.00152811j -0.00363172-0.000150275j 0.00118189+0.00369179j -0.00149637-0.000643051j -0.0016193+0.000266667j 0.00403575-0.000855159j -0.000565065-0.00298605j 0.000968176+0.00171688j 0.000160531-0.000674081j 0.00221246-0.00137596j 0.000910742-0.00347809j -0.000986462+0.00283186j 0.00131002+0.000148623j -0.00142707-0.000308551j 0.000877923+0.000507711j 0.00277449+0.00431018j -0.000214453+0.00460794j -0.00149609-0.000665573j 0.000118129-0.000331442j -0.000336081+0.00200787j 0.0012127-0.000725833j -0.0008518-0.00433029j -0.000475018+0.000974544j -0.00204612-0.000332094j 0.00119514-0.00170799j -0.00117383+0.00270162j -0.00181747-0.000656686j 0.00178531-0.0006444j 0.00118453-0.000209199j 0.000175702+0.000936611j -0.000159658-0.000652658j -0.00150322+0.00160286j -0.00157419-0.000986765j -0.000604463-0.000429876j -6.41408e-05+0.000669833j -0.000906466+0.00178933j 0.00283628-0.00144435j -0.000605413+0.0046542j 0.000204334-0.00498293j 0.000162785-0.00069744j -0.00138971+0.000593001j 0.00181126+0.000556292j -0.000159697-0.000506995j 0.00203714-0.00134873j 
