-0.00303053+0.00107861j -0.00100547-0.0012187j 0.00590967-0.00240718j -0.0031805-0.00184634j -0.00497935+0.00300041j -0.00577535+0.000511639j -0.00476092+0.000511909j -0.00376837-0.00184953j -0.00838215+0.00428858j -0.00701611+0.00195921j 0.00953239-0.00210789j -0.00328947+0.000171967j 0.00359242-0.000123966j 0.0133644-0.00199027j 0.0128576-0.00154099j -0.00288169-1.13528e-05j -0.00244769-8.08495e-05j 0.00730977-0.000724484j 0.000177745+0.00035284j 0.00582611+0.000154479j -0.00480097-0.000638339j 0.00293402+0.000115713j -0.000206913+0.000574001j -0.000800066+5.11941e-05j 0.00414446+5.47738e-05j 0.00696112-0.000152395j 0.00466371+0.000334323j -0.0163585-0.000459468j -0.000315231-5.89459e-05j -0.0038209-8.04632e-05j -0.00527763-0.000599093j 0.00272993+0.000140212j 0.000645558+3.26401e-05j 0.00114453-0.00050498j -0.00319728-8.73515e-05j -0.00479271+0.000298269j -0.00566281-0.000217108j -0.00429452-0.000489609j -0.00604249-0.00112593j -0.00151026-7.67719e-05j -0.00865728-0.00171822j 0.00784655+0.00114573j -0.0103357-0.00230707j 0.00391441+0.000570757j 0.00439776+0.000852284j 0.00648886+0.00217773j -0.00482569-0.00175158j 0.0052551+0.00384066j -0.00370179+0.00166783j -0.00396739-0.000390803j -0.00497727-0.000453491j -0.00412029-0.00274623j 0.00318027-0.00181561j 0.00520546+0.00234205j -0.00118376+0.00137352j 0.00294843+0.00119024j 
-0.00240608+0.00110249j 0.00298468+0.000819066j 0.00237321-0.00137646j -0.00314974+0.00188357j -0.00047523-0.00118014j 0.000736404+0.000473512j 0.00125339+0.000370507j -0.0022416+0.00236146j 0.00214321-0.00270916j -0.00448281+0.00150613j -0.00111265+0.00224831j -0.000732877+0.000514072j 0.00303201+0.00100185j -0.00232861+0.00200859j -0.000747648+0.000134565j -0.00273439-0.000285095j 0.0011181+0.00109708j 0.000457022-0.000799431j 0.00358486-0.00431726j 0.00164907+0.000244827j 0.00412588-2.59078e-05j -1.59276e-05-0.0013559j 0.00311785+0.00211891j -0.000476352-7.18179e-06j -0.0034226+0.000109652j -0.00286621+0.000339694j 0.00092337+0.00129211j 0.00227989-0.00165702j 0.00129478-0.00268487j -0.0037652+0.00179885j -0.00429187-0.00177087j -0.000769873-0.00119055j 0.00309605-0.000625318j 0.00157372-0.0017524j 0.00329245+0.00188722j -0.0005292+0.000544676j -0.00101391-0.000810788j 0.000367489-0.000753965j 0.000938824-0.00199134j -0.00332822-0.00124947j -0.00259942+0.00174908j 0.00181984+0.000780597j 1.34843e-06+0.00291033j 0.00232484+0.00119368j -0.00286621-0.00168225j 0.00118744-0.00174771j -0.00230886+0.000879769j 0.000556012-0.000487947j -0.00283937+0.000951066j -0.000260661+0.00227963j -0.00289573+0.000655815j 0.00148072-0.000996561j 0.00298103+0.000103037j -0.00346095+0.000154788j 0.0019388+0.00176326j -0.00269798-0.00128677j 
-0.00169297+0.00034912j -0.00486258-0.00332285j 1.32827e-05+0.00322873j 0.00320061+0.00315986j 0.000615355+0.000844041j 0.00131225-0.000186918j -0.00194321+0.000797401j 0.00125016+0.00137823j -0.000660758+0.00189533j 0.00260811+0.000746883j 0.000114612-0.000197347j -0.00118503-0.000740094j -0.00252293-0.00188411j 0.00176308+0.00035494j -0.000789568+0.000781282j 0.00342944+0.000967898j 0.00195309-0.00100925j 9.90665e-05+0.000494607j 0.000703369-0.000599132j -0.00258549+0.000511437j -0.00131299-0.0023599j 0.00382109+0.000404571j -0.00201312-0.00150952j 0.00285289+6.88859e-05j 0.00118886+0.00193706j -0.00332015-0.0011184j -0.00192824+0.000964518j -0.00217401+0.000136703j 0.000920059+0.00115826j 0.000307648-0.000894921j 3.68817e-05-0.000146668j 0.0023645+0.00162459j -0.00142524-0.000683109j -0.00127457-0.00156779j -0.0016467-0.00103939j -0.0022612-0.00124432j 0.00194411+0.000895658j 0.00159737+0.00219785j -0.000783895-0.000916031j -0.000435062+0.000134534j -0.00190644-0.000869629j -0.00168701-0.00162739j -0.00137052-0.00114471j -0.00204185-0.00234008j 0.000917992+0.00163463j 0.00104791-0.00121596j 0.00222221+0.00179322j 0.00118326+0.000710901j 0.00316406+0.00181622j -0.00121727-0.00148406j -0.000758991+0.000944867j -9.66964e-05+0.0011602j -0.000800693-0.000657181j -0.00212837+0.00274732j -0.00247815-0.00260406j 0.000993988-0.00230527j 
-0.000834241-0.000524664j -0.00168867-0.00362864j -0.00189694+0.00249534j 0.000182247+0.00269607j 0.000925557+0.000800982j -0.000500081+0.000767727j -0.00254243-0.000288156j -0.000781969+0.000449623j -0.00159481+0.000725333j -0.000167672+0.000961214j 0.000860095+0.000713682j 0.000146559-0.00158251j -0.000993636-0.00219818j 0.000676359+0.0008932j -0.000610567-0.000451404j 0.0020692+0.00162358j -6.46773e-05+0.000741517j -0.000936121-8.2837e-05j 0.000730217+0.000114764j -0.00213606-0.0010439j 5.58187e-05-0.000879465j 0.00186404+0.000719985j 0.000227102-0.00159879j 0.000321848+0.00107858j 0.000328097+0.00083692j -5.98002e-06-0.00211837j -0.000430587-0.000875504j -0.000230981-0.000605408j 0.00135785+0.000817304j 0.00111875+0.000291769j 0.00111351-5.16641e-05j -0.000252882+0.00149183j -2.41995e-05-0.000129076j 3.7522e-05-0.0014186j -0.00190839-0.000525716j 0.00074089-0.00160136j 0.000800247+0.000277641j -0.00158714+0.000784049j 0.00161862-7.60618e-05j 0.000436383+0.000399169j -0.000603866-0.00136466j -0.00128311-4.64406e-05j -0.000932651-0.00177803j -0.000311016-0.00285406j -0.000401357+0.000631044j 0.000543315-0.00051973j 0.000123112+0.00108601j -0.00132232+0.000728762j 0.000372907+0.00276849j -0.00134256-0.0013867j -2.0377e-06+0.00130333j -0.0011805+0.000651051j 0.000782945-6.41526e-05j -0.00171448+0.000352418j -0.000858732-0.00245833j 0.0026682-0.0012818j 
-0.00200333+0.00300472j -0.00788702-0.000648165j 0.0018082+0.00092999j 0.00398494-0.000513337j 0.0015938-0.00011544j -0.000332075-0.00265769j -0.00123714+0.00156558j 0.00101908-0.000556981j 2.88537e-05-0.000237947j 0.00129169-0.000560101j 0.000386101+0.00087007j -0.000395967+0.0010689j -0.0045406+0.00104434j 0.00221645-0.00111525j 0.000828955+0.000353841j 0.00479536-0.000762331j -0.00154073-0.00199044j -0.00175861-0.000126158j 0.00190408-0.00206865j -0.00228826-0.000708613j -0.00308299+0.000175285j 0.00318855-0.00335022j -0.00184656-0.00139429j 0.000307469-0.00201252j 0.00325291+0.000659066j -0.00190422+0.00304637j 0.000255044+0.000641986j 0.00185734+0.00249111j 0.00589295-0.000247395j 0.000669907+0.000218711j 0.000844193+0.00239657j 0.00302312-0.00180599j -0.000428113+0.0016998j -0.00260733-0.000162443j -0.00407601+0.00121254j -0.00121851+0.00130166j 0.00107387-0.00421101j -0.00074739-0.00148422j 0.00105831+9.37412e-05j -0.000149406+0.0022874j -0.00140991+0.00186624j -0.00330682+0.00332091j -0.00198167+0.00128162j -0.00482438+0.000328813j 0.00236649+0.000812403j -0.00108939-0.00161937j 0.00103267-0.00280534j -0.0006825-0.000339062j 0.000967763+0.000427619j -0.00338488+0.00137934j -0.000461255+0.00170887j 0.00149861-0.000655232j 0.000158835+0.000786332j 0.00255399+0.0042419j -0.0027776+0.00129064j 0.000540341-0.00325569j 
0.00326961+0.00118449j 0.00382678+0.00706009j 0.00125907-0.00164296j -0.00177474-0.00595051j -0.000758793-0.00254225j -0.000745198+0.00141339j 0.00256985-0.000348416j -0.000695869-0.00118077j 0.00143799-0.00138789j -0.00127067-0.00186538j 0.00050614-0.000938802j 0.00056512-0.000189558j 0.0027832+0.00288811j -0.00182811-0.00133964j 0.000533583-0.00130224j -0.00404732-0.00298223j -0.00104111+0.00161268j 0.00152656-0.000617725j -0.00230274+0.00091014j 0.00230792+0.00269918j 0.0014693+0.003814j -0.00431354-0.000832654j 0.00238249+0.00310158j -0.00222603-0.000824392j -0.00128246-0.00319106j 0.00290175+0.00131799j 0.00202723-0.000163038j 0.000483792-0.000282114j -0.00473282-0.00115468j -0.00102709+0.000323612j -0.00164257-0.00219978j -0.00385786-0.000293564j 0.00138936+0.000651626j 0.00138168+0.00142505j 0.00560033+0.000826471j 0.00168631+0.00167524j -0.00419836+0.00182814j 0.00163989-0.00202035j -0.00147918+0.000741587j 0.00068522-0.00215152j 0.00381432+1.25206e-05j 0.00417957-0.000176251j 0.00262343+9.81284e-05j 0.00276549+0.00282917j -0.000910705-0.00301995j -0.00201783+0.00202942j -0.00240914-1.1584e-05j -0.00123946-0.000598448j -0.00223083-0.00266072j 0.00223376+0.0015385j 0.00207009-0.00262651j -0.000707708-0.000342007j 0.00156799-0.00154972j 0.00507789-0.00478096j 0.00301034-0.000319825j -0.00567939+0.00335271j 
0.000465175+0.00228804j 0.000253566-0.00243105j -0.00252954-0.00297201j -0.00227077-0.00199287j -0.00113002+0.000494294j -0.00136659-0.00418255j 0.000566176-0.00302073j 0.000434599-0.00164621j -0.00112421-0.00424897j 5.70049e-05-0.00129617j -0.00173211+0.00157891j 0.00273377+0.00178139j 0.000784714+0.000320218j -0.000264737-0.000740738j 0.00161351-0.00105196j 1.96993e-05+0.00195528j -0.00271832-0.00155826j -0.000691323-0.00145161j 0.000474359-0.00156855j 0.000659826-0.00367615j -0.00136668+0.000960605j 0.000374668+0.00103603j 0.00049846-6.97672e-05j -0.0015117-0.00151911j 0.00113931+0.000752818j 0.00322221+0.00427786j 0.00117385+0.000229442j 0.00287606+0.00163868j 0.00258426+0.00092049j -0.000213993+0.00168493j 0.00211708+0.00420471j 0.000379339-0.00270933j -0.000730874+0.00199695j 0.00116249+1.12754e-05j -0.00305759-0.0022965j 0.00141652+0.00401213j 0.000597901-0.000861881j -0.00211021-0.00391211j 0.000434685+0.00212766j -0.000141894+0.00298559j 0.00179766-6.77879e-05j -0.00247596-0.000434753j 0.00265833-0.00132864j 0.00112803+0.00101922j 0.002226-0.00125179j 0.000318942+0.00090329j -0.00160637-0.00049549j -0.0011505-0.00253935j -0.004895+0.00159123j -0.000173902-0.000604267j -0.00344747+0.000680112j 0.000339963-0.00361401j -0.00123148+0.00118723j 0.00283818-0.00220347j 0.00303151-0.00126245j 0.00286983+0.00247441j 
-0.00282315+0.0019471j -0.000192135-0.00431063j 0.00256755-0.00388922j -0.00096445-0.00389789j -0.000858298-0.00219054j 0.00214647-0.0047347j 0.000569468-0.00135392j 0.000611638-9.86269e-05j -0.000151228-0.00602655j -0.00124782-0.000199566j -0.00207412+0.0013203j 0.000697138+0.0033701j -0.00334101-0.000138486j 0.000430539-0.0013417j 0.000280423-0.000136766j 0.00132593+0.00252922j -0.00179501-0.00206574j -0.00417645-0.00197227j 0.00313618-0.00218743j 0.00093612-0.00500172j -0.00134877+0.000793481j 8.08284e-05-2.29957e-05j 0.000184712-0.00211701j -0.00234394-0.00124525j 0.0011475+0.000760486j -0.000834636+0.0074063j -7.14444e-05-0.0023933j 0.00347679+0.00340643j 0.00672288+0.00289002j 0.00161279+0.0034652j -0.00028748+0.00898389j 0.00343354-0.00155059j 0.00114381+0.00233232j -0.00191088-0.000313385j -0.00493116-0.00339648j -0.00219725+0.00469415j 0.000138027-0.00298101j -0.0043968-0.00726681j 0.00205095+0.00126372j -0.00128797+0.0044235j 0.000265055+0.00038165j -0.00291513+0.00151381j -0.000157769-0.000605166j -0.0027533+0.000745181j 0.00272178+0.000911639j 3.16454e-05+0.00216339j -0.00219131-0.00387231j -0.0020027+0.000366455j -0.0056813+0.00269045j -0.00198962+0.000802814j -0.00212252+0.000533546j 0.00232153-0.00214373j -0.00308299-0.00257422j 0.00513452-0.0029474j 0.00221532+0.00154937j 0.00304677+0.00116135j 
0.00421478-0.00233444j -0.00210812+0.00128974j -0.00305557+0.00427902j -0.00249347+0.00260446j -0.000116857+0.00133809j -0.00447669+0.00184862j -0.00267811-0.00101284j -0.000628986-0.000982515j -0.00292912+0.0010331j 4.60818e-05-0.00201753j 0.000530821+0.00116785j 0.00132395-0.00264832j 0.00301983-0.00227793j -0.000692541+0.000121662j -0.000529489-0.00373328j -0.00018629+0.000640085j -0.000357506+0.00234533j 0.00214452-0.00261229j -0.00277697+0.00165157j -0.00152946-0.000368057j 0.00134941+0.00293085j 0.00381272-0.00013311j 0.00282782+0.00124696j -0.000525489-0.0012564j 0.000461432-0.00125149j 0.00412055-0.00539668j 0.00344946-8.51565e-05j 0.000257945-0.00210825j -0.00431047+0.00053011j -0.00249047+0.0010889j -0.000288883-0.00690799j -0.00419149+0.000136868j 0.00110136+0.00321346j 0.00113719-0.00327741j 0.00135408+0.00170056j 0.00546364-0.00180078j 0.00301952-0.00129575j 0.00217482+0.000338287j -0.000788668+0.000680494j 0.00110787-0.0023263j -0.000342201-0.00182686j -0.00290194+0.000618852j -0.0011241-0.00472568j 0.00277682-0.000984973j -0.00411566-0.00353797j 0.000759591-0.000175655j 0.00544278+0.00287561j -0.00305043-0.00123041j 0.000595508+0.00318436j -0.000941499-0.000841211j -0.00157917+0.00259512j -0.00403167-0.000960642j 0.00361635+0.00305208j -0.00440466-0.00197642j -0.00494634-0.00461999j 0.00102244-0.0013611j 
0.00162725+0.0017373j -0.0020908+0.00785373j 0.000629505+0.00188769j 0.0014545-0.0036639j -9.96178e-05-0.0015818j -0.00243348+0.00188062j 0.000985699+0.000869771j -0.00108454-0.00100051j -0.000340171+0.00108273j 0.000421261-0.00250891j 0.00271867-0.00153353j 0.000476396-0.00104642j 0.00198305+0.00267828j -0.00075929-0.00165496j -0.000896312-0.00225885j 0.000271837-0.00402631j 8.20029e-06+0.0013352j 0.00112167-0.000718434j -0.000920769+0.000564876j -0.00218067+0.00318553j 0.00229616+0.00428047j -0.00156593-0.00364609j 0.00219048+0.00103214j -0.00228256-0.00214612j 0.000362669-0.0028953j -0.000297256-0.00111163j 0.00269062-0.000151546j 0.000462942-2.09405e-05j -0.00313292-0.00134709j -0.000558455-0.000209619j -0.00469311-0.00403655j -0.00335706+0.000415342j 0.00252144+0.00170209j -0.00105721+0.000570556j 0.00589878+0.00127787j 0.00261931-0.000695382j -0.00508417-0.000368446j 0.00245439-0.00189902j -0.0016589+0.00059244j -0.000337018-0.00238427j 0.00283068-0.000109443j 0.00500107+0.00175237j 0.000664614+0.000377366j 0.00187011+0.00314085j -0.00270289-0.00167679j -0.00337083+0.00107502j -0.000339091-0.000679131j -0.0012103+0.000891276j 0.00167223-0.000959818j 0.0014444+0.00245073j 0.00121339-0.0001523j -0.00249489-0.000339765j 0.0052109-0.000933535j 0.00306531-0.00136019j -0.000414406-0.00128906j -0.00846039+0.000351343j 
0.00315013-9.31549e-05j 0.000124417+0.000348795j -0.00539338+0.0013001j 0.000874461+0.00271225j 0.000436794+0.00177146j 0.000941346-0.000900132j 0.00174485-0.000427929j 0.000155602+0.000667255j 0.00318195+0.00237172j 0.00492408-0.000302404j 0.000665336-0.00258905j -0.000389059-0.000412724j 0.00401444+0.00105774j 0.0027501+0.00104333j 0.00449018+0.00010902j -0.00144407-0.00023477j 0.000721028-5.49897e-05j 0.00640006+0.000848857j -0.000740883+0.000535809j 0.00269442+0.00168233j -0.00280501+0.000180349j -0.000359328+0.00310584j 1.47696e-05+0.00224143j 0.00353823-0.000862663j -0.00029707+0.0013463j 0.000443384-0.00456687j 0.00217428+0.00483428j -0.00173083+0.000530733j -0.0049792-5.65848e-05j -0.00498489-0.00364679j 0.000556688-0.00685955j 0.00200124+0.00034531j -0.00789333-0.00145907j 0.00456944+0.000125076j 0.00238321-0.000583397j 0.000895265-0.00165874j 0.00558339+0.00357885j 0.00737081+0.00396817j -0.00141471-8.5487e-05j -0.001018-0.00327414j 0.000127718-0.000896711j -0.000754939-0.00455221j 0.0045119+0.00207478j 0.000849258+0.000487249j 0.000472061-0.000341176j -0.00277625-0.00186365j 0.00218987+0.00553825j 0.00259839-0.00296556j -0.000663861-0.00493399j -0.000244949-0.00256041j -0.00395528-0.00503281j 0.00267946-0.000721085j 0.00163875+0.00431922j -0.00128814+0.00380989j -0.000931176-0.00272697j 0.000574377+0.00225261j 
-0.0016666-0.00136593j 0.00130619-0.000525589j 0.00116573+0.00108162j 0.00244177-0.000203362j 0.00371679+0.000659574j -0.00253337+0.00163592j -0.00158968-0.0017892j 0.00250402+0.000396627j 0.00235146+0.000274518j -0.00434251-0.00173057j -0.00385682+0.000576488j -0.000457112+7.50943e-05j -0.000708299-0.00346043j 0.000605375-2.78518e-05j -2.91356e-05+0.000400513j -0.00105698-0.00103203j -0.000329575-0.000641103j -0.00112917-0.000568268j -0.00117442-0.000140684j 0.000218795-0.00100337j 0.00200073-7.49971e-05j 0.00222545+0.000661207j -0.000766807+0.00113326j 0.000786117+0.000764015j 0.00131184+0.000271605j -0.00553481+0.00128483j 0.0013867-0.00198442j -0.000434552+0.000118897j 0.00126419-0.00124479j -0.000346241+0.0018911j -0.00268167+0.0018685j -0.00278772-0.00343604j 0.00152662+0.00227268j -0.00129456+0.00070812j -0.000301334+0.000878966j -0.00362038-0.00189889j -0.000395992-0.000907409j -0.000358186-0.00236432j 0.000649947+0.000218087j -8.96133e-05+0.00348783j -0.00217101+0.000985099j -0.00219746-8.60761e-05j 0.000792031-0.00122305j 0.000282017-0.00261183j 0.000898842-0.000201837j 0.00197761+0.00288016j 0.0010156-0.00191229j -0.000326585-0.000285691j -0.00201233-0.00310193j 0.00124024-0.000885997j 0.00192323+0.00713318j -0.00200998-0.000576657j 0.00104812-0.000789262j 0.0017922+0.00197074j 0.000628756+0.00233399j 0.000739981-0.000929638j 
-0.00133101-0.0015873j 0.000763183-0.00122615j 0.00281251+0.000378808j -0.000342641+0.00049404j 0.000537497+0.00225716j -0.00290386-0.00108512j -0.000136198-0.00221929j 0.000145228+0.00323357j -0.00179822+0.00129343j -0.00314814-0.00313269j -0.00178988-0.0021385j -0.000143306-0.000680656j -0.000416835-0.0021487j -0.00173934+0.000993129j -0.00216191+0.00113007j 0.00163679-0.000763688j -0.000528612+0.000247171j -0.00333091-0.000163567j -0.000214507-0.0017819j -0.000383615-0.000306456j 0.00120634-0.000156937j -0.000341971+0.00351091j -0.0021208-0.00130236j -0.00197765+0.00352657j -6.98627e-06+0.000880289j -0.00122684-0.00152133j -0.000129101-0.00135459j 0.00155605-0.0016135j 0.0054214-0.00036594j 0.00194671+0.000768908j 0.000697229+0.00275984j 0.00119948-0.00393489j 0.00230224+0.00154982j -0.00304044-0.00094124j -0.00311013+0.00139815j 0.000889167-0.00214442j -0.00299641-0.000463884j -0.00377312-0.000320809j 0.00137935-0.000703381j -0.00136938+0.00226663j -0.00223386-0.00159188j 0.000914735-0.00135745j -0.00139852-0.000846814j 0.00137042-0.00166627j 0.00127733+0.000548977j -0.00039103+0.0036284j -0.00112418-0.000704054j -0.000660069+0.00102326j 0.00390892-4.53058e-05j 0.00148371+0.00188234j -0.00195903+0.00560814j -0.000738355-0.00011057j -0.00206636-0.00219009j -0.000808778-0.00155998j -0.000829613+0.00126722j 0.000867818-0.0010444j 
-0.0004087+0.000620057j -0.00171612-0.00103237j -0.000459258+0.000164804j 0.000584719+0.00129473j 0.000610336-0.00235999j 0.00277365+0.0040132j -0.00165336+0.00336471j 0.000113222-0.00297479j 0.00118497-0.000129139j 0.00122312+0.00559113j 0.00164412+0.00354941j -0.000926426+0.000235706j -0.00219254+0.000556172j 0.00145212+0.000223j 0.000877671-5.43918e-05j -0.00128056+0.00209221j 0.000367928+0.000516127j 0.00146549+0.000568487j 0.000416365+0.00278691j -0.00019796+0.00048755j -0.000985298-0.00247204j 0.00152291-0.00443731j 0.00163568+0.000281478j 0.00203674-0.00201775j 0.00042855-0.000721546j 0.00126874+0.00082324j -0.00150377+0.000390636j -0.00159789+0.000624102j -0.00372666+0.000671566j -4.67287e-05-0.00064385j 0.000664658-0.00213335j -0.0021329+0.00583656j -2.52637e-05-0.00336395j 0.00172474+0.000646907j 0.0023381-0.000396596j -0.00148022+0.000984793j 0.0024454-0.000436678j 0.0010122+0.00199997j -0.000490567-0.00027714j 0.00275898-0.00283019j 0.000806294+0.00232487j -0.001756+0.00296374j -0.00179321+0.00114776j -0.00295082-0.000484386j -0.00170699+0.00110483j 0.00244116-0.00505356j 0.00178816-0.000753145j 0.000457748+0.000185674j -0.00221103+0.00138848j -0.00226981-0.00212218j 0.00614077-0.00525831j 0.000380557+0.00286816j 0.00125794+0.00093734j -0.000988534+0.00319159j -0.000530504-7.4502e-06j -5.45114e-06-0.00132206j 
0.000993253-0.00146193j 0.000193638-0.00075131j 0.000336095+0.000212793j -0.00268739+0.00271915j -0.00404395+0.00153825j 0.00270544-0.00157709j 0.00180031+0.0015934j -0.00438392+0.000904278j -0.00428322+0.00113101j 0.00315669-0.000382758j 0.00408545-0.000531639j 0.00124469-0.000538586j 0.000373236-0.000133095j -0.00178655+0.00091847j -0.00285848+0.000760458j 0.00219597+0.00276436j 0.000507259+8.3369e-05j -0.0017483-0.00100813j 0.00186312+1.00283e-05j -0.000701055+0.000458115j -0.00136644-0.00107247j -0.00390419-0.0012366j 5.94692e-05-0.00339697j -0.00385882+0.000255317j -0.00242018-0.000435268j 0.00556192-0.00322779j -0.00156216+0.000580276j 0.000839594-0.000539334j 0.00103168+0.00444629j 0.00156041-4.27869e-05j 0.00144019+0.000987965j 0.00449903+0.00313854j 0.000547262-0.00207884j -0.000682613-0.00218631j -0.0022673-0.0019156j 0.00490597+0.000402247j -0.000688358-0.00185211j -0.00175737+0.00115668j 0.000597333+0.000555365j -0.0012517-0.00243109j 0.000963812-0.00207791j 0.00248986+0.00163429j -0.00347543+0.00042649j 0.00131334+0.000398083j -0.00151324+0.00219206j -0.00206173-0.00335559j -0.000217103-0.0021779j -0.00102155+0.000866346j 0.00539706+0.00499555j -0.00138842+0.00155607j -0.00346736-0.00367054j 0.000612868+0.00211211j -0.000880468-0.00101621j -0.0036929-0.000270604j -0.00195318-0.000172053j 0.00135567-0.000968524j 
-0.00306694-0.00338294j -8.86985e-05+0.000703606j 0.00282661+0.00428603j 0.00472436+0.000483908j 0.000808768+0.000956163j 0.00127656+0.000908705j -7.19013e-05+0.00173689j -0.00154074-0.0036311j 7.5847e-06-0.000327112j 0.00169213-0.00308703j 0.000515658+0.00108439j -2.39682e-05+0.000338663j -0.00109665-0.0039989j -0.00112627-0.00105094j -0.00405804+0.000621545j 0.00183989+0.00242164j 0.000751512-0.000257111j -0.00214488-0.000707622j 0.00333843+0.000553469j -0.00307117+0.000481241j 0.00441452-0.00605971j -0.00443113+0.000304907j -0.000154356-0.00229131j -0.00382938+0.000891238j 0.00130238-0.000416369j -0.00670608+0.000351892j -0.000601479-0.0011036j 0.00110114+0.00170328j 0.00284768+0.00262698j 0.00233281+0.00151984j -0.00795666+0.00371901j 0.00369946-0.000909692j 0.00313737-0.000988785j -0.000681637-0.00153476j -0.00327728+0.00134238j -0.00353587-0.000745526j -0.00332602-0.00530224j -0.00606008+0.000880249j 0.00184726+0.000128657j -0.0022306-9.06439e-05j 2.56696e-05+0.000859641j 0.00252658+0.00525351j -0.000456257+0.000832018j 0.000678912-0.000871715j 0.00262746+0.00299798j -0.000190111-0.00275032j 0.000727142-0.0056265j 0.00382875-0.00186157j 0.00387482+0.00254784j -0.00187295+0.00244415j 0.000242542+0.00209325j -0.00261142+0.00219065j 0.00253755-0.00333574j 0.00349957+0.00434176j -0.000811289+0.00518214j -0.00054264-0.00359066j 
0.000321932-0.000265807j 0.00059766+0.00446682j 0.00203826+0.00124988j -0.000262318-0.000708341j 0.000269594+0.00124639j -0.000475447+0.00466562j -0.000903311+0.00206159j -0.00309116-0.00273444j -0.00106369+0.00352j -0.000221245-0.00171267j 0.00147402+0.000308265j 0.000106922-0.00118322j 0.000598495-0.00215909j -0.00176374+0.00197712j -0.00277344+0.00302255j -0.000140887-0.000546139j 0.000672684+0.00106101j 0.00142391+0.00130799j 0.000889475-7.80635e-05j -0.00208918+0.00600939j 0.00295631-0.00746415j -0.00216289+0.000600095j 0.000988835-0.00158887j -0.00209945+0.00375338j 0.000573316-0.00260898j -0.000767798+0.000257751j 0.000516966+0.000374549j 0.00168262-0.00131264j -0.00259932-0.000874859j 5.58637e-05-0.00236875j -0.00454167+0.00306243j -0.0014225+0.000729272j 0.00291865-0.00670553j 0.000922012+0.00137943j 0.00281767+0.00143623j 0.00110864-0.00180693j -0.00321243+0.00349047j -0.00329047+0.00678369j 0.000232263-0.000239428j -0.000894128-0.00140969j 0.000529922-0.000914681j 0.00423877+5.99915e-05j -0.000694114+0.00129911j 0.00322469-0.00214265j -0.000220559+0.000761958j 0.000422373-0.00254851j 0.00119546-0.00127868j 0.00229016-0.00295441j 0.00588745-0.00209297j 0.00104161+0.000516403j 0.00383734-0.00101681j -0.00296028+0.00534133j 0.00185058-0.0024379j -0.000670982+0.00091211j -0.00255885+0.00141958j -0.00388941+0.00267625j 
-0.00112297+0.00024275j 0.000724294+0.00103425j -0.000538363-0.00223004j 0.00134201+0.00367998j 0.00045888+0.00130792j -3.69257e-06+0.00318778j 0.000204624+0.000795234j 0.00291309+0.00115175j 0.00099979+0.00382128j -0.00222192+0.00510086j 4.04171e-05-0.000198476j -0.000629052-0.00200947j -0.00218934+0.00209122j 0.000564603+0.00199936j -0.00097876+0.0018898j 0.000170844-0.0019367j 0.000375769+0.000214986j -0.00326487+0.00104042j -0.00170997+0.00306062j 0.000473777-7.22527e-05j 0.00142634+0.00283454j 0.000539816-0.00616724j -0.0018449-0.000891695j 0.00142559+0.000530785j -0.00201068+0.00199363j -0.000224187-0.00528612j -0.00260356-0.0013934j -0.00460578-0.00126973j 0.00148135+0.000468465j 0.0021323-0.000338267j 0.00144258-0.0032718j -0.00252257+0.005932j 0.00247273-0.00382005j -0.00314396+0.00279284j 0.000268172-0.000794496j -0.000403071-0.00609801j -0.00237811+0.000584003j 0.0015953-0.00166195j -0.00108509+0.00196018j 0.00108423-0.00103959j -0.000344863+0.00111732j -0.000931604+0.000697851j -0.00512437+0.0044303j -0.00199094-0.000704175j -0.00345991+0.00402563j 0.00232815-0.00087097j -0.0020971-0.00172655j -0.000195203+0.00563577j 0.00166883-0.00245138j 0.00192439-0.000879396j 0.00432145-0.000774686j 0.000376204+0.00145995j -0.000817242+0.000535689j -0.00407232+0.00439085j -5.49129e-05+0.00260033j -0.00148255+0.000634443j 
