-0.0049725+0.00226615j -0.00246473-0.00168608j -0.00701998+0.00329931j 0.00482264+0.00129928j 0.00328208-0.00290278j 0.00811343-0.00181696j 0.00456245+6.75438e-05j 0.00236649+5.41479e-05j 0.00184188-0.00139742j 0.00744465-0.00314923j -0.00692406+0.000990921j -0.00641885+0.00134738j -0.00260408-9.96171e-05j -8.65694e-05-0.00230352j 0.00218852-0.00278948j -0.00860223+0.00250775j -0.00355159+0.000702699j -0.00287479+0.00163092j -0.00849034+0.00278551j -0.00243908-0.000526014j 0.00557023-0.000315638j -0.00541966-0.000199294j -0.00903736+0.000125873j 0.00391169-0.00192719j -0.000699636+0.00134646j -0.0043333+0.000930663j -0.00224318-0.00286619j 0.00909703-0.00100851j 0.00492287-0.00184895j -0.00226406+0.000510729j -0.00399362-0.0009971j -0.00186254-0.000764016j -0.000984005+0.00017047j 0.0014969+0.000674116j -0.00759753-0.000169295j -0.00475215+0.000158445j -0.00248621-0.000666775j 0.00505714-0.000140367j 0.00958038+3.88982e-05j 0.00431854+0.000124156j 0.00151874-0.000620624j -0.00531006-0.000398685j 0.0068571-0.000167598j 0.00212244-0.000558273j 0.000383309+0.00156381j -0.000192787-7.41399e-05j -0.0025938+0.000822837j 0.00342435+0.000945787j -0.00726375-0.00343414j -0.00236924-0.00107814j 0.00629778-0.00141072j -0.00445065-0.00120335j 0.00103733+0.00144263j 0.00443711+0.00161375j 0.00698546+0.000153568j 0.00202424-0.000764156j 0.00576283+0.000614507j -0.00118626+0.000480528j 0.00789259+0.00300356j 0.00176076+0.00121384j -0.00144632+3.35949e-05j -0.00603568-0.00194138j -0.00255263-0.00264137j -0.00103131-0.00218919j 0.00309324-0.000236353j 0.0054922+0.00115617j 0.0059113+0.00101867j -0.00599751-0.00278643j -0.00123196-0.00135361j -0.00234877-0.000124834j -0.00403455+3.14939e-05j -0.00724812-0.00169868j -0.00269244-0.00268117j 0.00473782-0.00125601j 0.00630695+0.00325504j -0.00269272+0.00197411j 0.00488697+0.00238349j 
0.000361558-0.00247146j -0.000768803-0.000395144j -0.0015671-0.00049851j 0.00121393+0.00300121j -0.000865405+0.000562279j 0.00031015+0.000260767j 0.000490614-0.00157859j 0.00147458+0.000135192j 0.000748497-0.00333403j 0.0016859+0.00406667j 0.000487617-0.00360548j 0.000131526-0.0024774j 0.000954174+0.00139663j 0.0010755-0.000392315j -0.0018661+3.34769e-05j 0.00139447-0.00438976j 0.00119841+0.00189697j 0.00150831-0.000343914j 0.00122646+0.00102251j -0.0017638+0.00278386j -0.00210327+0.00415552j -0.000840191+1.05357e-05j 0.000272692-0.000779195j -0.00183873+0.00119619j 0.000826396+0.00183977j 0.000657664-0.00305434j -0.00129534-0.00346724j 0.00173823-0.00241158j -0.000994731-0.000405607j -0.00407358+0.00339474j -0.00333699+0.00357896j -0.001591+0.00183094j 0.00111624-0.00144059j 0.00206612+0.00247833j -0.000160502+0.00156813j -0.00146433+0.00319648j 0.00300041-0.005084j 0.00387691-0.0026916j -0.00212624-0.000309263j -0.000410516+0.000694545j 0.00227025-0.00222096j 0.00248047-4.84448e-05j 0.00146199+0.0018384j -6.38573e-05-0.00200776j 0.000170136-0.00266304j 0.000984936-0.000599584j 0.0053334-0.00276358j 0.00169486+0.0020535j 0.00471498-0.000331517j 0.000497972+0.000959727j 0.00254688-0.000852107j 0.000769458+0.000577406j 0.00128516+0.00219124j 0.00021956-0.000313857j 0.00296244+0.00249433j -0.000127873+3.54524e-05j 0.00169081-0.00305851j 0.00169077-0.00148095j 0.00102207-0.00137881j -0.00185576+0.00119945j 0.00263931-0.00164644j -0.00364916+0.00466567j 0.000189082+0.00124865j 0.00127272+0.000109369j -0.00325173-0.00110388j 0.00146039-0.000804132j 0.00132406-0.00336j -0.00269971+0.00084872j 0.00233638-0.0012551j 0.00190926-0.00357202j 0.00110962+0.000146675j 0.00129153-0.000741059j 0.0012595+0.0029312j -0.00224669+0.00193119j 0.00101706-0.00268575j -0.00113557-0.000988866j 0.00180661-0.00117983j 
-0.000396904+0.000243668j -0.00115167-0.00112412j -0.000714535-0.00125864j 0.00114264+6.57268e-05j 0.00125074+0.000307763j 0.00167877+0.000630165j 0.000389085+0.000968025j 0.00098106+0.000186077j 0.00158283+0.00144399j 0.00251713-4.03332e-05j -0.00241029-0.000341756j -0.000936714-0.000931947j 0.000875796-0.000539155j 0.00136655+0.000871097j -0.00277737-0.00133753j -0.00229512+0.000191429j 0.00375989+0.000954403j 0.00326712+0.000859312j 0.00197776+0.00117135j -0.00340772-0.0046314j 0.000553448-0.00243566j -0.000846404-0.00245929j 0.000632181-0.000203926j -0.0013452-0.00315718j 0.000396349+0.000662751j -0.00195082+0.00242248j -0.00262229-0.000717438j 0.00230277+0.00160068j -0.00147013-0.00163476j -0.00130682-0.00287263j -0.000232814-0.00209131j 0.000993893+0.00120138j -0.00308279-0.00209197j 0.00381096+0.00222025j 0.00146406-0.000285545j 0.000892512-0.00241851j -0.00146376+0.00138763j 0.00320068+0.00383164j -0.00383125-0.002179j 0.00322131+0.002965j -0.00099939+0.00136378j 0.00148446-0.000470199j 0.00369946+0.00396038j -0.00424997-0.00219337j -0.00476803-0.00330702j -0.00263214-0.00231652j 0.00304989+0.0046927j 0.00164417+0.000735187j 0.00253004+0.00167045j 0.00075405-0.000907714j 0.00201219+0.00342632j 0.00104434+0.00218613j 0.0026658+0.00357953j -0.0017424-0.00185105j 0.00388474+0.00419759j 0.000439491-0.00135913j -0.00180786-0.0016372j -0.0021031-0.00132219j -0.00229394+0.000353138j 0.00164889-0.00304339j -0.00198213+0.00147335j 0.00326947-0.000874531j -0.000790704+0.000109054j 0.00220068+0.00435507j -0.00104713-0.00621776j 0.000749121-0.000446386j -0.00195007-0.00243062j -0.000426109+0.0027635j -0.00143366+0.00193219j -0.000386706-0.00109526j 0.00150676+0.00241042j 0.000715578+0.00116838j 0.00104087+0.00299681j 0.00121175+0.000848573j -0.000433324-0.001648j 3.69112e-05-0.00241532j -0.000466813-0.000686304j 
-0.00020068-0.000195657j -0.00144432-0.00172882j -0.000857963-0.00164773j 0.00148972-0.00050033j -0.00154677+0.00144472j -0.00201169-0.000738384j 0.000299023-0.000917853j 0.00132523-0.00271785j -0.000184034-0.00328797j 0.0010628+0.00204924j 0.00300349-0.00330528j -0.000491219-0.00234831j -0.00108575+0.00251722j 0.000617072+0.000872531j -0.000364348+0.000937783j 0.00425697-0.00574669j -0.00182393+0.00237264j -0.00245242-0.000570362j 0.00160216-0.0020066j -0.000128939+0.00617619j -0.00203572+0.00372144j 0.000419952+0.000679705j -0.00154538-0.000739911j 0.000610323+0.00212134j 0.000402665+0.00078869j -0.000258293-0.00169912j 0.00199072-0.001514j -0.00392978-0.00231705j -0.000694164-0.00116547j -0.00180776+0.00198388j -0.00235562+0.00571293j -0.000723813+0.00192625j 0.000773581+0.00012185j -0.00161126+0.00113598j 0.00133525+0.00104286j -0.0004035+0.00361187j 0.00331075-0.00361853j -0.00213743-0.00314124j 0.000629582+0.000798229j -0.00299646-0.0012164j 0.00587519-0.00367811j 0.00142055-0.000655795j -0.00122771+0.00020489j 0.0028044+0.00100169j 0.0008968-0.00121318j 0.00193417+0.00136876j 0.00182302-0.00568043j -0.00195984+0.00254334j -0.000202913-0.00136151j 0.00085734-0.000436911j 0.00278457-0.0030232j -0.00405799+0.00117673j -0.000950104+0.000405526j 0.00217358+0.00151561j -0.000836432-0.000827779j -0.00109524-0.000235983j 0.00438957-0.00369586j 0.00392374+0.000297546j 0.00110547+0.00132454j -0.00239049+0.001988j 0.00212249-0.00123284j -0.00428346+0.0050499j 0.000106446+0.000889901j 0.000338483-0.0034816j -0.00173816+0.000935499j 0.000481212-0.001347j 0.00351495-0.000819958j -0.00494188+0.000294533j 0.00366492-0.00259351j -6.54575e-05-0.00165065j 0.000644348-0.00137563j -0.00170858-0.00205717j 0.000900487+0.000293553j 0.000797316-0.00169602j 0.000487469-0.000713277j 0.000712005-0.00263531j 0.00043273-0.00141296j 
0.000826112-0.00186465j 0.0011267-0.00284361j -0.000687236-0.00243376j -0.00321387+0.00312622j 0.00109761-0.00304989j 0.000775259-0.000453027j -0.000549707+0.000764003j -0.00144383+6.14666e-05j -5.37651e-05-0.00380821j -0.00163823+0.00159312j -0.00184116-0.00034373j 0.000978547-0.00297641j 0.00317109+0.00112675j 0.000244937-0.00241447j -0.000286077+0.00128974j -0.00597094+0.000785575j 0.00280731+5.82459e-05j 0.00233298-0.00266104j -0.003212+0.000983036j 0.00258802+0.00325754j -0.000165949+0.00305523j -0.00108706+0.00201221j 0.0012406-0.00215039j -0.00168865+0.00473749j 0.000324861+0.00208968j 0.00409738-0.00231589j -0.00238482-0.000563706j 0.00488174-0.00483096j -0.000159246-0.000981771j -0.00058403+0.00247226j 0.00270419-6.51992e-05j -0.000315848+0.000654991j 0.00241818+0.00051886j 0.00182924+0.000674909j -0.00307741-0.00139219j -0.00254684+0.00424365j 0.000723114-0.00406451j 0.00711431-0.00409322j -0.000219541+0.00163449j 0.00293063-0.00306259j -0.00678862-0.00127873j -0.00132277+0.0014215j -2.89923e-05+0.000280108j -0.00134766-0.000676192j 0.00174732+0.00166498j 0.00175636+0.00218122j 0.00221347-0.00579057j 0.00276073+0.00195428j 0.00169683-0.000993221j -0.00157053+0.000406966j 0.000170303-0.00343781j 0.00520828-0.000107763j -0.00123008-0.00046295j -0.00539874+0.000657732j 0.000251863-0.000153041j 0.00377699+0.0012427j -0.00223733-0.0027228j -0.000801081-0.00249278j 0.000825098-0.00070015j -3.09422e-06+0.00133629j -0.000672358-0.00149372j -0.00270154+0.00465394j 0.000939454+0.00143408j 0.00129864-0.00276289j -0.00207649+0.00271914j -0.000750255+0.000350433j -0.00238871-9.19114e-05j 0.00271118+0.00145201j 0.00056827-0.00159299j 0.00254802-0.00143538j 0.00310803-0.00259928j 0.002986-0.000451345j -0.00196632+0.0015489j -0.00286882-0.00190948j 0.00224507-0.000432141j 0.00229451-0.00152259j 0.00184059-0.00106596j 
-0.000715019+5.66561e-05j 0.000103309+0.000588135j -0.000504595-0.000302314j -0.000424737-0.00138064j -0.000828942-0.00131162j -6.50921e-05-0.00123136j 0.00154732+0.00344186j -0.0016618-0.00219795j -0.000388555+0.000105537j 0.00100863+0.00121226j 0.000861447+0.000969952j 0.000668789+0.00264375j -0.00117116-0.00105937j -0.00168943-0.00316721j 0.000148632+0.00054317j -0.000203486-0.00122271j 0.000927121-0.00019438j 0.000192805+0.00167069j 0.000345881-0.00202747j -0.00104861-0.00295383j 0.00103697+0.00226364j -0.000619667+0.000281348j 0.000549657+0.00076074j -0.000336782-0.00156791j -0.000212-0.00100656j 0.000868455+0.00230189j 0.00115637+0.000548992j -0.000272591+0.00105248j -0.00108103-0.00127628j -0.000694164-0.00126631j 0.000934983+0.000157439j 0.0013688+0.000148854j 0.000346511+0.00302511j 0.00099982+0.000473455j -0.000244991-0.000625038j -0.000211161-0.00220763j -0.000903409-0.00161576j 0.000181232+0.00454205j -0.000642287-0.00341466j -0.000195617-0.00416872j -0.000103654+0.00149456j -0.000620715-0.00222483j 0.000161281+0.00131225j -0.000681644+0.00134988j -0.00137921-0.000329201j -0.00030336+0.00197201j -0.000599007+0.000218501j -0.000328824+0.000788074j -0.000501041+0.000326618j 0.000219159-0.00137016j 0.00134089-0.000725543j -0.000683079+0.00256438j 8.41375e-05+0.000973316j 0.000153923-0.00155094j 0.000416532-0.000631167j -0.00151219+0.000665083j -0.000901114+0.00322464j 0.000126929-0.0027706j 0.000687863+0.00103011j -9.00644e-06-0.00228837j -0.0010078+8.05611e-06j -2.80241e-05-0.000597566j -7.84368e-05-0.000973126j -0.000607661+0.00325809j -0.000876284+0.00170034j -5.34831e-05-0.00266008j 0.000688822-0.00172243j 0.000277235-0.00135202j -0.000444929+0.000139885j -0.00164819+0.00305677j 0.000241287-0.0039983j 0.000517875+0.000270616j -0.000242491+0.0021022j 0.000678338-0.0013412j -0.000488135+4.67138e-05j 3.08514e-05+0.000640582j -0.000601331-0.000678599j 
-0.00237002-0.000795991j 0.00113085+0.000540147j -0.00272758-0.00036051j -0.00236523-0.000352239j 0.00301285+0.0012502j -0.00294359-0.000496347j -0.0021085-0.00147754j -0.00299893-0.00125721j 0.000713628+0.000699417j -0.0044605-0.000903371j 0.00261594+0.00210275j 3.98057e-05+0.00125729j 0.000670445+0.00153012j -0.000487551-0.000934254j -0.000750315+0.000995681j -0.000863789-0.000347722j -0.00122363-0.000778026j -0.00054453-0.000860366j 0.00135063-0.000528859j -0.00260431-0.000341801j -0.00405275-0.000899197j -0.00231641-0.00113859j 0.00201852+0.000105008j -0.00573868-0.0020736j 0.000201212-0.000941026j 0.00453405+0.00230783j 0.00260395-6.25857e-06j 0.000442595-0.000800693j -0.001402-0.000914907j -0.00325781-0.000780959j 0.0021378+0.0014141j 0.0025749-0.00223163j -0.000454516-0.000414249j -0.00230872-0.00115971j -2.23117e-05-0.000738582j -0.00309807-0.00141143j 0.00670646+0.00303391j 0.00616256+0.00409233j 0.00137807+0.0012455j 0.00338902+0.00205434j -0.00056485-0.000811406j -0.00417875-0.00219863j 0.00253063-0.000555096j 0.00230818+0.000761624j -0.000474022+0.000155704j 0.00156405+0.00102076j 0.00138516+0.00234765j -0.00137004-0.00094325j -0.00225684-0.00292252j -0.00313503-0.00103247j 0.00409359+0.00298797j 0.00289056+0.00153618j -0.000169332-0.000401857j 0.000156236-0.00139464j -0.000817558-0.0023952j -0.000536124+0.00228565j -0.000764032+0.000786055j 0.00114262-0.00109979j 0.0038795+0.00421579j -0.00284465-0.00436244j 0.0021927+0.00273409j -0.00364209-0.00529233j 0.000199527+0.00080746j 0.000549641-0.00273318j -0.0024816-0.00159302j -0.00109798-0.0025312j 0.00224058+0.00201696j 0.00302798+0.00140974j -0.000512392-0.00163483j 0.000480061+0.00234917j 0.000545811+0.00120548j -0.00169317+0.000175769j -0.00134843-0.00376416j -0.0030291-0.00379637j -0.000883001-0.00269699j 0.000802368+0.00177091j -0.00160824-0.00302509j 
-0.000891701-0.000279556j 0.000727532+0.00168218j -0.000100101+0.000887083j -0.000679339-0.00134239j -0.000736663-0.00181323j 0.000819371-0.00102439j 0.00189743+0.00270976j -0.00233138-0.0027392j -0.00202748-0.00111805j 0.00282973+0.00129699j -0.00121113-0.000143691j 0.00149146+0.00325636j -0.00106893+0.00125854j -0.00195282-0.00538261j 0.00048306+0.00105481j -0.00329935-0.00508247j 0.00206984+0.000891719j 0.0010254+0.00371353j -0.00120299-0.00310919j 0.00150486-0.00221565j 0.003641+0.00516262j -0.000423647+0.000765133j 0.00191782+0.000318313j 0.00026685-0.00196724j 0.000296558-0.00206778j 0.000221224+0.00211152j 0.000472242-0.0018546j 0.000754165+0.00287207j -0.000824392-0.000728136j 0.000658069+0.000903049j 0.00175307+0.00387229j 0.00246731-3.35114e-05j 0.00218433+0.00300002j 0.00329916+0.000665657j 0.000600538-0.0019207j 7.33195e-05-0.00165222j -0.00347213-0.00556165j -0.0011229+0.00621137j -0.000748738-0.00482607j -0.00161106-0.00332111j -0.00175373-0.00196097j -0.000459904-0.00402755j 0.000273805+0.00120862j -0.0015039+0.000581044j -0.00142318-0.000438379j 0.00049513+0.00159258j -0.00113721-0.00235816j 0.000488332+0.00228497j -2.65022e-05+0.000354105j 0.00109201-0.00183617j -0.000749769-0.00240864j 0.000161653+0.00508943j 0.00071189+0.000645633j 0.000828021-0.00460286j 0.000994931-0.000579593j -0.00234952+0.00321827j -0.00113954+0.00178096j 0.00111178-0.00637505j 0.00159907-0.00129685j 0.00130327-0.000437832j -0.00200506-0.00234047j 0.000967932+0.00232041j -0.000248744-0.000951045j -0.000780516+0.00424039j -0.000584103+0.00443085j -0.000473425-0.00331357j -0.00105413-0.00438462j 0.000371617-0.000177617j -0.000630742-0.00159234j -0.00164316+0.00299621j -0.000431389-0.00517055j 0.00131081+0.000842789j 0.000394509+0.00236648j 0.000630723-0.000430007j -0.000641251+0.000528467j -0.000511378+0.00204515j -0.000616095-0.000358677j 
6.543e-05-0.000314606j -0.000453146-0.0005493j -0.000732639-0.000627038j -0.000488953+0.000641997j -0.00239713-0.00293509j 0.000371324-0.00215201j 0.00251584+0.00438362j -0.00101422-0.000842806j 1.44792e-05-0.000294099j -0.0001026+0.00206537j 0.00159321+0.00247076j 0.000730829+0.00225725j -0.00132535-0.00273316j -0.00191526-0.00339434j 0.000352585+0.000314878j 0.00199224+0.00293226j 0.000620817-0.00149112j -9.08248e-05+9.78888e-05j 0.000320403-0.000128596j -0.00153517-0.00386357j -0.000201024+0.00155832j -0.000355811+0.00100584j 0.000213804-7.54203e-05j 0.000483169-0.000440807j 0.000152902-0.000683932j 0.00175166+0.000865441j 0.00147209+0.00201553j 0.000697312-0.00158165j -0.000827415-0.00154299j -0.00153893-0.00218744j -0.00165938-0.00261879j 0.000244277-4.43432e-05j 0.00117386+0.00355252j 0.000997824-9.25393e-05j -0.0020045+0.00035475j -0.000843618-0.00158906j -0.000199504-0.000681591j 0.00093916+0.00157774j -0.000100808-0.00333003j -0.000720731-0.00702919j -0.000286497+0.00576387j 0.000483028-0.000359311j -0.000275831+0.000971351j -0.0012032+0.00279181j 0.000619602+0.000446796j -9.54812e-05+0.00275545j 0.000111196+0.000189233j 0.00016988-4.86408e-05j 0.000555573+0.00107077j 0.000153641-0.000380427j 0.000597735-0.000208327j -0.000197898-0.000298876j -0.000554165+0.00108042j -0.000443521+0.00129339j 0.000593188-0.000273021j -0.000658578-0.00131865j -0.00128659+0.00558575j -0.000549437-0.000796214j 0.000359021+0.00105408j -0.000313771-0.00272452j -0.000604009+0.000968834j -0.000726589-0.00146869j 0.000141432-0.000999207j -0.000812714+0.00309816j -0.000804058+0.00164188j 0.000806657-0.00125303j 0.000947093+0.000372818j 0.00122911-0.00413477j 0.00016393+0.00164437j -0.00070913+0.00260227j 0.000333166-0.00514922j 0.00198773-0.000974325j -0.000447445+0.00371523j -0.000678615-0.000724024j 0.000651034+9.54023e-05j -0.000266077-0.00043091j 0.000287669+2.91515e-05j 
0.000379848+0.00179781j 0.000471138-0.000623043j -0.00027131+0.00248604j -0.00124503+2.02294e-05j 0.00196366-0.00169099j 0.000885061-0.000167171j 0.00113782-0.00409959j -5.2744e-05+0.00101354j -0.000287363-0.000990538j -0.000550596-0.00358999j -0.00230719+0.00166063j 0.000681853+0.000488146j -0.00174498+0.00756031j 0.00248062-0.00115647j -0.000812657+0.00039638j -0.00310805-0.00268239j 0.000488888+0.0022257j 0.000354328+0.00301947j -0.00223331-0.00113059j 0.0025423+0.000823114j 0.00111105-0.0013628j 0.000295589-0.000338272j 0.00437055-0.00422311j 0.00179538-0.00313884j 0.00278134-0.00405022j -0.000521505+0.00140818j 0.00284966-0.00361349j 0.00144655+0.00291111j 0.00161899+0.000464333j 0.00213248-0.000551794j -0.00359188+0.00499054j 0.00440425-0.00394036j 0.00191674-0.00227542j 0.00415933-0.00277925j 0.00328597-0.00428334j -0.00149622+0.00057164j -3.54483e-05-0.000897806j -0.00302476+0.00326943j 0.00333264-0.000519738j -0.00261544+0.00506441j -0.000775572-0.00358266j 0.000888352-0.00156917j 0.00190474-0.00104662j -0.00307954+0.000934653j -0.000367897+0.00154698j 0.00265277-0.0019401j 0.00145591-0.00139709j -0.00182301+0.00196956j -0.00174846+0.00217629j 0.00141137-0.000223728j -0.00384882+0.000824382j 0.000747029+0.00330338j 0.00123174-0.00196501j 0.0022815-0.0033349j -2.72411e-05+0.000819179j -0.00158894+0.00429432j 0.00110696-0.00327092j 0.00386472-0.00325979j 0.00271398-0.00148072j 0.00293592+0.00092554j -0.00209638+0.000414467j 0.00136126-0.000324034j -0.00201809+0.00105274j 0.00189173-0.00169478j 0.0010013-0.000142187j -0.00136651+0.00158177j -0.00259227+0.000172254j 0.00185258+0.00130388j 0.00182453-0.00127805j 0.00181509-0.000345509j -9.72697e-05+0.00172828j 0.000681586+0.000600496j 0.00135601-0.00201985j -0.000999034-0.000212153j -0.00114864+0.00168028j 0.000490687-0.000188261j -0.000777039+0.00144587j 
0.000489392+0.00167769j -1.34661e-05+0.00279754j 0.00069734-4.80753e-05j -0.0019109-0.00486435j 0.000736716+0.00340464j -0.00188197+0.0019443j -0.000684013+7.89498e-05j -0.0030338-0.00213516j -0.000479634+0.0019095j 0.00119832-0.00203831j -2.62458e-05-0.004237j 0.000588268+0.0010454j 0.00220812+0.000665055j -0.00138194+0.00181817j 0.0011137+0.000137117j -0.0035976-0.00595425j 0.000916074+0.00207879j 0.00150238+0.00280845j -0.00176569-0.00402452j -0.000270315+0.00217551j 0.00171014+0.000582303j -0.000427281-0.000837896j -0.00236487+0.00372302j -0.00365021-0.000579449j -0.00366688+0.000753002j 0.00134591+0.00339284j -0.00188887-0.00222429j -0.000249838+0.00664847j -0.00224477+0.00139799j -0.00167888+0.000757937j 0.00751704+0.00161487j -0.00099071+0.000246563j -0.0010108+0.00170006j -0.00229338+0.00223652j 1.13646e-05-0.00220781j 0.000417524-0.00233212j -0.0016145-0.000322668j 0.00244705+0.00602479j -0.0040803+9.57671e-05j 0.00046907+0.00284049j 0.000459563-0.00801041j -0.00402419-0.00148876j -0.000294899+0.000398406j 0.00443078-0.00202771j -0.00278251+0.00110012j -0.00133176+0.000244351j -0.0025222+0.000993486j 0.00141307+0.00303972j -0.000692647+0.000831459j -0.00196519-0.002357j 0.00213686-0.00257871j 0.00142512+0.00593453j 0.000795412-5.93738e-05j -0.000750283-0.00450844j -0.00142326-0.000457357j -0.000239475+0.00282082j 0.000132034-0.00298467j -0.00180245-0.00223059j 0.000400687+6.93299e-05j -0.00257117+0.00116424j 0.00127506-0.00109812j 0.000732734+0.000746403j -4.32416e-06+3.37332e-05j -0.000470209+0.000955901j -8.19192e-05+0.000349012j -0.00234062-0.00123518j 4.83944e-05-0.00405881j -0.00237553+0.00487057j -0.00219066-0.00162684j -0.00072524+0.00327424j -0.00205737+0.0012096j -0.00270039+0.0030296j 3.40653e-05-0.0020605j 0.00110932-0.00343646j -0.000470351+0.00157933j -0.00157021+0.00134232j -0.00142094+0.00129548j 
0.00266931+0.00282935j 8.40307e-05-0.00053808j 0.00176033-4.23586e-05j -0.000912282-0.00281498j -0.000527333-0.00176752j 0.000478694-6.34351e-05j 0.00272406+0.00220369j 0.00145139-0.000327679j 0.00407748+0.00079076j -0.00172684-0.00114394j 0.00279581+0.000602092j 0.0020989+0.00165802j -0.00432663+0.00102417j 0.00130573+0.000896595j -0.000346048-0.000510754j 0.00611506-0.000127118j -0.00189893+0.00152542j -0.000340304+0.00228056j 0.000289039-0.00289057j -0.00456242+0.000364652j -0.00354888-0.00140154j -0.000320528+6.22646e-05j 0.000490938+0.00015927j -0.000307358-0.00129094j -0.00135627-0.0013836j 0.00109256+0.00343043j 0.00381375+0.000135874j 0.00109597+0.00349395j 0.000593674-9.55657e-05j -0.00250149-0.00381249j -0.00559386-0.0020837j -0.00114787-0.00111717j -0.000478327+0.00359986j -0.000989148+0.000774549j 0.00112291-0.00204485j -0.00359968-0.00274494j 0.0038931+0.00186174j -0.00109762+0.00316516j -0.000135483-0.00184951j -0.00108208-0.00253046j 0.00586601+0.00113089j 0.00158869+0.00133812j -0.00129067-0.000243054j 0.000186759+0.00235689j -0.000371783+0.0028051j -0.00170024+0.00202692j 0.00467526+0.00286092j -0.00381816+0.00199698j -0.000455715+0.00476554j 0.000980339-0.000318613j 0.00226796-0.000268916j -0.00389783+0.00172972j -3.20545e-05-0.000479194j 0.00146568-0.000569935j -0.00106486+0.0010712j -0.00236839-0.000333536j 0.00433911+0.00275777j 0.00269641+0.00241147j 0.000521419+0.00146254j -0.00179668-0.000449261j 0.00106945+0.00163012j -0.0042283-0.00366555j -0.00186965-0.000434859j 0.00156365+0.00204057j -0.00120695-0.00184897j 0.000234383+0.00147324j 0.00199083+0.000398321j -0.00233099-0.00262134j 0.00299714+0.00363342j 0.00115597+0.00316686j 0.0015224-1.10562e-05j 0.000231718+0.00137261j -0.000724561+0.0012022j 0.00205157-0.00217025j 5.66566e-05+0.0036651j 0.000610151-0.00104859j 0.000476233+0.00365555j 
0.000475394+0.00158013j -0.00247089-0.00336006j -0.0018094-0.00233096j -0.00212823-0.000177074j -0.00182544-0.00199931j -0.00107706-0.00151116j 0.00222516+0.00236465j -0.00287534+1.35021e-05j -0.00111257+0.000779438j -0.000468278-0.00191164j 0.000118623+0.00242524j -0.000758371-0.00115182j 0.00204076-0.000947729j -0.0017174+0.00077437j 0.000572721+0.000168672j -0.00300164+0.00625715j 0.00214118-0.00160178j 0.000543176-0.00157185j -0.00188918+0.000586761j 0.000534417-0.00254628j 0.00154676-0.00375179j 0.000398874+0.000290978j -0.00149936-0.00186113j 0.000952025+0.000491108j -0.000141377+1.60504e-05j 0.00235387+0.00128233j -0.000173204+0.00233216j 0.000177731-0.00195965j -0.00219851-0.00153981j -0.000710963-0.00444788j 0.00279638-0.00479575j 0.00105743-0.00126826j 0.000948973+0.000783857j 0.000779203-0.00179255j -0.00250515-0.00123169j 0.000440021-0.000166459j -0.00253833+0.00352637j 0.00328414+6.40559e-05j -0.00106356+0.000196786j -0.00140475-0.00392605j -0.00337988+0.00457462j -0.00211567+0.001591j 0.000856057+0.00130283j -0.00031218+0.00349055j -0.000414942+0.00189807j 0.00138222+0.00129537j -0.00329325-0.000224743j 0.00233531+0.00126214j -0.00109243+0.00197197j -0.00193823-0.00134684j -0.00126439-0.000538066j 0.0031669+0.000252253j -0.000583813+0.000616308j -0.00324364+0.00371827j -0.000874197+0.000180588j 0.00287227-0.001906j -0.0028843+0.000797629j -0.00381321+0.000337432j -0.00055899+0.00221683j 0.000111261-0.00277292j -0.00220628+0.00402816j 0.00321161-0.000764853j 0.000163575+0.000297811j 0.000424278-0.00107175j 0.00152684-0.00112594j -0.00171877+0.00115673j -0.00135126+0.00286415j 0.00187003-0.000661093j -0.00123322+0.000942191j 0.00056245+0.00197168j -0.00125424-0.0031277j 0.000539822-0.00108909j 0.000221634+0.0021032j -0.00178486-0.00425642j 0.00134853+0.000708854j 7.559e-05-0.00519611j -0.00112086+0.000238809j 
