-0.0049725+0.00226615j -0.00246473-0.00168608j -0.00701998+0.00329931j 0.00482264+0.00129928j 0.00328208-0.00290278j 0.00811343-0.00181696j 0.00456245+6.75438e-05j 0.00236649+5.41479e-05j 0.00184188-0.00139742j 0.00744465-0.00314923j -0.00692406+0.000990921j -0.00641885+0.00134738j -0.00260408-9.96171e-05j -8.65694e-05-0.00230352j 0.00218852-0.00278948j -0.00860223+0.00250775j -0.00355159+0.000702699j -0.00287479+0.00163092j -0.00849034+0.00278551j -0.00243908-0.000526014j 0.00557023-0.000315638j -0.00541966-0.000199294j -0.00903736+0.000125873j 0.00391169-0.00192719j -0.000699636+0.00134646j -0.0043333+0.000930663j -0.00224318-0.00286619j 0.00909703-0.00100851j 0.00492287-0.00184895j -0.00226406+0.000510729j -0.00399362-0.0009971j -0.00186254-0.000764016j -0.000984005+0.00017047j 0.0014969+0.000674116j -0.00759753-0.000169295j -0.00475215+0.000158445j -0.00248621-0.000666775j 0.00505714-0.000140367j 0.00958038+3.88982e-05j 0.00431854+0.000124156j 0.00151874-0.000620624j -0.00531006-0.000398685j 0.0068571-0.000167598j 0.00212244-0.000558273j 0.000383309+0.00156381j -0.000192787-7.41399e-05j -0.0025938+0.000822837j 0.00342435+0.000945787j -0.00726375-0.00343414j -0.00236924-0.00107814j 0.00629778-0.00141072j -0.00445065-0.00120335j 0.00103733+0.00144263j 0.00443711+0.00161375j 0.00698546+0.000153568j 0.00202424-0.000764156j 0.00576283+0.000614507j -0.00118626+0.000480528j 0.00789259+0.00300356j 0.00176076+0.00121384j -0.00144632+3.35949e-05j -0.00603568-0.00194138j -0.00255263-0.00264137j -0.00103131-0.00218919j 0.00309324-0.000236353j 0.0054922+0.00115617j 0.0059113+0.00101867j -0.00599751-0.00278643j -0.00123196-0.00135361j -0.00234877-0.000124834j -0.00403455+3.14939e-05j -0.00724812-0.00169868j -0.00269244-0.00268117j 0.00473782-0.00125601j 0.00630695+0.00325504j -0.00269272+0.00197411j 0.00488697+0.00238349j 
-0.000462296+0.00196712j -0.000455671+0.000923431j -0.000939095-0.000980981j -0.00125882+0.00368235j -0.000123146-0.000982026j 0.000178185+0.00270169j -8.28076e-05+0.00048627j 0.000231338-0.0005705j 0.000723593-7.41479e-05j -0.00235542+0.0039185j -2.46813e-05+0.00184962j -7.09395e-05+0.000579668j -0.000892799-0.00134877j -0.00275424-0.000287809j -8.98705e-05+0.00146898j 0.000373044-0.00104628j -0.000883875-0.00133237j -0.000362034+0.00229464j -0.00116576-4.53494e-05j -0.00200124+0.0012188j -0.000235274+0.000837505j -0.000714688-0.00400812j -0.000342752-0.00115768j 0.000140133-0.000833701j -0.000825678+0.00395806j -0.000982452+0.000674206j -0.000116639-0.00144816j -0.00300702-0.00140287j 0.00158587-0.00166427j -0.000432394+0.00212878j -0.000686051+0.00102681j 0.00169303-0.00506919j 0.00137387+0.000269716j -0.000725137+0.00161709j -0.0016614-0.00329644j 0.00194198+0.00122846j -0.00139851-0.00165994j -0.00267645+0.00188296j -0.000216108+0.00483234j 0.00225389-0.000643302j 0.00148535+1.42591e-05j 0.00345258-0.000572555j 0.00121884-0.00163866j 2.69303e-05-0.00310671j 0.00114251-0.00298213j -0.00152069+0.00429253j -0.000863976+0.000136233j -0.000809397-0.00154939j 0.000288948+0.000511212j -0.00035671+0.00783219j -0.000963662-0.00291599j 0.000115518-0.00016297j 0.000753616-0.000943297j -0.00391883+0.00259824j 0.000964377-0.00346985j 0.000110656+0.00461107j 0.00206286-0.0015743j -0.000300491-0.00303097j -0.00278256+0.000802816j -1.838e-05-0.0026376j -0.00237915+0.00286827j 0.00136245-0.00132318j -0.00348907+0.0024665j 0.00136291+0.00218474j 0.00221554+0.000409632j 0.0034022-0.0032028j 0.000379249+0.000813941j 0.000989026+0.00154954j -0.00331266+0.00202211j 0.00255985-0.00111237j -0.000924234+0.00111449j -0.00204623+0.00160493j -0.000242605+0.000306355j -0.000476372-0.00084914j 0.00286925-0.00165244j 0.00211977-0.000773738j -0.00096312+0.00018446j 
0.000374994+0.000913332j 0.000279598-0.000190924j 0.00110598+0.00322034j 0.00054728-0.00305538j 0.00145177-0.003831j -0.00276092+0.00449743j -0.00219557+0.000461205j 0.00218389-0.00244113j -0.00132486-0.0026561j 0.00246006+0.00165303j -0.00118725+0.00181082j 0.00168115+0.00052283j -0.000157135-0.00225046j 0.00109577+0.00167969j -0.000556781+0.00280579j -0.00126828+0.00168348j 0.00185992-0.000194254j -0.0010533+0.00174206j -0.00225719-0.000866938j 0.00229061+0.00235179j -0.002511+0.000314601j 0.00148111-0.00237559j -1.50221e-05-0.000914344j -0.000746262+0.00219907j 0.00268225-0.000347879j 0.000759147+0.00258307j -0.000671589+0.00291088j 0.00445867+0.000831716j 0.000348075-0.00194859j -0.00236897-0.00258008j 0.00219104+0.00010844j -0.000982807+0.00222768j 0.00287673-0.00349789j 0.00043783+0.00437729j 0.00326352+0.00131089j -0.00433817-0.00364143j -9.53333e-05-0.00168784j 0.00158641-0.00300588j 2.20833e-05-0.0031123j -0.00383648-0.00263802j -0.000704165+0.000412874j -0.00118409-0.00877399j 4.79529e-06-0.0039696j 0.00251496+0.00285789j 0.003051-0.000742441j -0.00269196-0.00168781j -0.00117468+0.00201058j 0.00210281+0.00218427j -0.00013645-0.000765408j -0.000655156-0.00584403j -0.00271533+0.00221958j 0.00238403+0.00425298j 0.000198191-0.00224076j 0.00227403-0.00042058j -0.000479393-0.000209646j 0.00302224-0.00642174j 0.00185306-0.0037465j 0.00147866+0.00559407j -0.000718917+0.000921188j -0.00211067-0.000573616j -0.00106865+0.00169704j 0.00116963+0.00108057j -0.00154109-0.00235486j -0.00210524+0.00222532j -0.00117203+5.07367e-05j 5.86998e-05-0.000575334j -0.00242315+0.00111207j -0.00218956-0.00341385j 0.000657394-0.000179369j 0.00408551-0.00285894j 0.000510074+0.00111131j -0.00420826+0.000329382j 0.00279041+9.16705e-05j -0.0028471+0.00263309j -0.00231917+0.0019766j 6.66189e-05-8.03072e-05j -0.000321133+0.00135276j 
-0.000372633+0.00227504j -0.000152477+0.00113739j -0.00113071-0.0007857j 0.000133529+0.00159594j -0.0004673+0.0022305j -0.000241175-0.000673593j -0.00173664+0.000725513j 0.00133571-0.00385376j -0.000743783+0.00137543j 0.00180745-0.00273763j -0.000365122+0.00223626j -0.000787108+0.00199346j 0.000240274+3.34414e-05j 0.00129468-0.00324225j 0.000128233+0.000307257j 0.000279807+6.92307e-05j 0.00103091-0.00161206j 0.000528843+0.00066712j 0.00133623-0.000305359j -0.00020558+0.00142074j -0.000117133+0.00107576j 0.000130076+0.000917463j -2.78661e-05+0.00194594j -0.000921971+0.0020459j 0.00027676-0.000880534j 0.00166969-0.00234974j -0.00191723+0.0029956j 0.00190478+0.00345044j -0.00130034+0.00491809j 0.000554111-0.000516877j -0.00172348+0.00149862j -0.00292178+0.00330671j 0.000561454-0.00341971j -0.00082433+0.00126681j -0.000106535+0.00108397j 0.000256715-0.00294704j 0.000619334-0.000142033j 0.00369209-0.00118712j 0.00236366-0.00743388j -0.0039124+0.00372575j -0.00192472+0.0031039j 0.00067186+0.00261403j 0.00294935-0.00386663j 0.000176715-0.00115641j -0.00177447+0.00228302j 0.00231238-0.00324413j -0.000695639+0.00201396j 0.000145122+0.000348943j -0.00130119+0.00134988j 0.0047525-0.00865406j 3.47354e-05+0.000582867j -0.000536375-0.00210069j -0.00380586+0.00355328j 0.00377983-0.00349443j -0.00449005+0.00515718j 0.00448552-0.00305087j 0.00276675+0.000113317j -0.00287199+0.00188006j 0.000379115-8.52957e-06j -0.000633815+0.00270562j -0.000436923-0.00203524j -0.00111483+0.000568362j 0.00379787-0.00182727j -0.000995665-0.000781118j -0.00450677+0.00219736j -0.000327606-0.000418446j -0.00426023+0.00171368j -0.000457968-0.000583984j 0.00544776-0.000742639j -0.00183553-0.000775662j 0.00309744-0.000566988j 0.000838566-0.00128909j 0.0030566-0.00156595j 0.00218734-0.00205686j 0.000195239-0.000544109j 0.00121569-6.94733e-05j -0.000887879+0.000501888j 
-0.00268993-0.000227884j 6.55895e-05-0.000637557j -0.00150848+0.00173663j -0.000264248-0.0030459j -0.00210002-0.00210756j 0.00202793-0.000139216j 0.0013168-0.000563j -0.000360872-0.0011231j 0.00279979-0.000380872j -0.00432117+0.00115046j -0.000640813+0.00255741j -0.00357311+0.000669342j 0.000927016-0.000406337j -0.00400068+0.00212072j 0.000291629-0.000108734j 0.00165866+3.27277e-05j -0.000906181-0.000373845j -0.00109594+0.00079558j 0.000354854-0.000779239j -0.00338155+0.00232829j 0.00205214+6.89351e-05j -0.00122451-0.000317988j -0.00121334-0.000186953j -0.000618814+0.00140251j -0.00209383+0.00017236j 0.00155376+4.10009e-05j -0.0022903+0.00123192j -0.00356707+0.00208657j 0.000886051+0.000391419j -0.00167693-0.00287518j -0.00497483+0.000888021j 0.00122946+0.00468447j 0.00128854-0.0013843j -0.00194048+0.00357044j -0.00567657-0.0018437j 0.0048587+0.00148769j 0.000523411-0.00179244j 0.00218512-0.000756127j 0.00369466-0.00235392j 0.00182947+0.00145243j 0.00136981-0.00138199j 0.00848821-0.00225375j 0.00499178-0.00143895j -0.000913337-0.00105896j 0.00137441+0.0013913j 0.00320249-0.000719414j -0.00114791+1.06519e-05j -0.000768301+0.00249154j 4.9335e-05-0.00252469j 0.00690864-0.00356989j -0.00222584+0.00223513j -0.00153193+0.00175343j 0.000389359+0.00040323j -0.000103819-0.00323053j -0.00237381+0.00158759j 0.00514426-0.00186945j 0.00409434-0.00091739j -0.00701044+0.00108501j -0.000232513-0.00197282j -0.00145468+0.000264822j 0.00102852+0.000398763j -0.000380545+0.00144301j 0.00208261-0.00144914j -0.000918387+0.000944713j 0.000795284+0.00139221j 0.000938833+0.00228902j -0.00278467+0.00222675j 0.0064497+0.00271279j 0.00145656-0.000147375j 0.00133105-0.000111999j -0.000332261-0.00084428j 0.00103087+0.00203482j 0.00161622-0.000101595j -0.00148452+0.000540475j -0.00287266+0.00141843j -0.000165469+0.00151256j -0.000616297-0.000578515j 
-0.00064124+0.00362067j 0.000535382-0.000319357j -0.00150408+0.00323373j 0.0011094+0.000899917j -0.00234069+0.00103953j 0.000156114-0.00214137j 5.17165e-05+0.000127191j -0.000533652+0.000118017j -2.52523e-05-0.00130256j 0.000400268-0.00346416j -0.000627851-0.00189525j -9.56739e-05-0.00216419j 0.00106969-0.00203557j -0.00350742+0.00342998j 0.00221619+0.00143396j 9.14506e-05-0.000467994j -0.00297609-5.18556e-05j -0.000481969-0.00394924j -0.00222261+0.000245687j 0.00238083+0.000543489j -0.00101205+0.00423713j -0.0039039+0.00179854j -0.00263917+0.00150429j 0.00196112-0.000934657j 0.00315958-0.00439763j 0.00141487+0.00168126j -0.00195659-0.00152264j -0.000521504+0.00498347j 0.00216894+0.000623799j -0.00405411+4.95616e-05j -0.00180443-0.00314061j 0.00253329+0.0010939j -0.000996696-0.00159108j 0.0014248+8.58076e-05j -0.00379276+0.00161467j -0.00125037-0.00754121j -0.0002577+0.00080668j 3.03936e-05-0.00429735j 0.00269493-0.00310769j 0.00373897+0.00234758j 0.00300986-0.000343794j 0.00308193-0.00582157j -0.00400684+0.0010054j -0.00234598+0.00366693j 0.0014263+0.00328288j 0.00194179-0.00478726j 0.00257732+0.00210967j -0.000436668-0.00287099j -0.000314501-0.0019198j 0.00202813-0.00464876j -0.00082788+0.000506644j -0.000454641+0.00607798j -0.00120225+0.00112841j -0.00173606-0.00398677j -0.00149137-0.00296609j 0.00538084-0.00857184j -0.00390129-0.0034571j 0.00161456+0.00125198j -0.00178738-0.000520358j -0.00337345-0.00243287j 0.00427306+9.16967e-05j -0.00222037+0.00214071j -0.00163267-0.0011167j -5.31003e-05+0.00167564j 0.00348194+0.00149027j -0.00337991+0.00202445j 0.000448815+3.88319e-05j 0.000132783+0.00245725j 0.00122563-0.00148804j -0.000147458-0.00230676j 0.000540457-0.00148313j 0.00440592-0.00201379j 0.000913319+0.00191897j -0.00223976+0.00125789j -0.00166592+0.000225217j 0.00231616-0.00174981j -0.00190862+0.00155679j 
-0.000272768-0.00194971j -0.00026359-0.000551142j -0.000556671-0.00218877j 0.000192936-0.000158453j 0.000438556+0.00158763j 0.000211945+0.00229312j 0.000507516-0.0009219j -0.000394252-0.00161952j 0.000505258+0.00307741j 0.000323857+0.00129519j 0.000876756+0.00107327j 0.00263081+0.000448746j -0.000596696+0.00534143j -0.00159397+0.000766687j 0.000201459-0.00270258j 0.00063044+0.000830934j 0.00081316+0.00288542j 0.00249094+0.000518476j -0.000954981+0.00395804j 0.00242221-0.00128072j -0.000981771+0.00343199j -0.000664628+0.000839281j -0.00137604+0.00340762j 0.00123485+0.00176328j 0.00210142-0.00406672j -0.0015632-0.000512949j -3.56359e-05+0.00120516j -0.00146784-0.000850764j -0.000446656-3.90603e-05j 4.49678e-05+0.000862765j 0.00167171-0.00272694j -0.000748098-0.00166827j -0.000441046+0.000685764j 0.00118408-0.00375734j 0.000271566+0.0015459j 0.00110236+0.00452203j -0.00203458+0.00286043j 0.000499757+0.00431373j -8.82825e-05-0.000761595j 0.00280331-0.0040779j 0.00238481-0.00280301j 0.000614853+0.00550696j -0.00134118+0.00267593j -0.0021046-0.0011575j -0.00274652-0.00116673j -0.00117626+0.00396565j 0.00134931+0.00137076j 0.00108018+0.00055906j 0.00237182+0.00101939j 0.000371038+0.000129736j -0.000616466-0.000272341j -0.000344628-0.00768335j 0.00156531-0.0022865j 0.00150273-0.00022278j 0.00283287+0.00473492j 0.0024531+0.00388294j -0.00305972+0.00315852j 0.00400937-0.00463085j 0.000313273+0.00209904j -0.00167134+0.0044367j 0.00206106-0.00089435j 5.5477e-05-0.00066248j 2.5045e-05+0.00287788j 0.00390545-0.00382266j 0.00218653+0.00108989j -0.0027016-3.70122e-05j 0.000561635+4.9481e-05j 0.000805194-0.00227097j 0.00225258+0.00107602j -0.00137832+0.00248521j -0.00200896+0.000564919j -0.00193617+0.00203924j 0.00118478-0.00347204j 0.00150275-0.00252496j 0.00140644-0.00153825j -0.000909975+0.00113711j 0.00191685-0.00199009j 
0.00179608+0.00101306j -0.000144046+0.000381719j -5.13823e-05-0.000416846j 0.000585251+0.0021965j 0.000261075+0.000456563j 0.000813933-0.000557789j 0.00065855+0.000930781j -0.00128914-7.80397e-05j 0.00024092-0.000172891j -0.00141996+0.000723901j 0.00220618+0.000489495j -0.00120911+0.00149093j -0.00165248-0.000215154j 0.00088641-0.00236499j 0.000442982+0.000945369j 0.000289555-0.000912997j -0.000852244-0.00183036j 0.00193338-0.00105837j 0.000451664-0.00196448j -0.00302093+0.00237215j 0.00168862-0.00155871j 0.00159415-0.000113428j 0.00153987-0.00107102j -0.00179612+0.000871915j -0.000233092+0.00209974j -0.000283353-0.00113804j 0.0022439-0.000183173j 0.000856214+0.000266446j -0.000312189+0.00040119j 0.0037363+0.0002793j 0.00193028+0.00203193j -0.000959093+0.000862641j -0.000848108-0.00146128j 0.000952384+0.00178811j -0.00264225-8.89828e-05j 0.00202339-0.00176345j 0.000110472-0.00121658j -0.000570874-0.00200842j -0.00119625-0.00183135j -0.00050526+0.00268362j -0.000509862+0.00172718j -0.000608841-0.000552974j -0.000105267-0.0038685j -0.000874819-0.00166271j -6.6429e-05-9.55412e-06j 0.00204798-0.00163274j -0.00368766-0.000654738j 0.000728159-0.000860118j -0.000585301+0.00107585j 0.00144416-0.00171801j 0.00108654-0.0006058j -1.96319e-05+0.000742438j 0.00235619+0.00335302j 0.000707078+0.000167219j -0.00119206+0.000438741j -0.000485334-0.00130275j 0.00302046-0.00148643j -0.00182293+0.00151658j 0.000377989+0.000132794j 0.00368899+0.000285816j -0.0014194+0.00127966j -0.000707199-0.000167226j 0.00145276-0.00121689j 0.00124217+0.000825342j -0.00207248+0.000778169j 0.00133114-0.00168017j 0.000898721+0.00203511j 0.000975235+0.000844988j -0.000472702-0.000532448j -0.000742869-0.000742432j 0.00103074-0.00113169j 0.000143481-0.000496369j -0.000629592-0.000645911j 0.000148238-0.000589686j 0.000834068-0.000903276j 3.54527e-05-0.00192709j -0.000121869+0.000921449j 
-0.000921573+0.000507049j -0.000585514-0.000761214j -0.00130956-0.000211197j 0.00152646-6.99863e-05j -0.00106465+0.00273681j 0.000173117-0.00125972j -0.00151208+5.41633e-05j 0.000759209-0.00115909j 0.000314359+0.00140032j 0.00120261+0.00295755j -0.000259468+0.000239763j -0.00179505+0.0024922j 0.00432466-0.000569933j -0.00128483+0.00157609j 0.000282551-0.00283755j -6.24529e-05-0.000834969j -0.00294634+0.00174677j -0.00660023+0.00354561j -0.000914593-0.000169306j 0.00404472+0.00182796j 0.0030411-0.00282046j 0.00168462+0.000739477j -0.000150846-0.000235423j 0.00431844+0.000141795j -0.0027501+0.00303116j 0.00285449-0.00170195j -0.00510172+0.00116965j 0.00273895+0.000719128j 0.00116654+0.0014475j -0.00453297-0.000185414j -0.00727841+0.00372952j 0.00272717-0.0023752j -0.00106756+0.00222518j 0.00184282+0.00058253j -2.49159e-05+0.00103857j -0.00717257-0.0010569j 0.000141626+0.000256098j -0.00256601+0.00430739j -0.00388144+0.00132757j -0.00161389-0.00294036j -0.00124603-0.00147406j 0.000365506+0.00120846j -0.000537371-0.000878148j 0.00101036-0.00141545j -0.000239306-0.00260939j -0.00442041+0.00100911j 0.00420781+0.00195011j -0.00550252+0.000632059j -0.000247593+0.000923903j -0.00723886-0.00153297j -0.00135564-0.00193102j 0.00306134-0.00223642j -0.00122845-0.00104288j -0.00732261+0.000211071j -0.00191653+0.0024441j -0.0066194+0.00244957j -0.0018688+0.000372737j -0.00356126+3.68568e-05j -0.00298252-0.00120323j -0.00262756-0.00121131j -0.000169911-0.000454609j 0.00304883+0.000372916j -0.00234185+0.00124885j -0.00357091-0.00439767j 0.00250131+0.000127501j 0.00324928-0.000985411j -0.000204089+0.000182515j 0.00271543-0.00241084j 0.00136538+0.000866121j -0.00280836+0.0011936j -0.00057067-4.85061e-05j -7.19278e-05-0.000398835j 0.00087916-0.000934939j 0.000370729-0.00132398j -1.88954e-05-0.00152173j 0.000195909-0.000206015j 0.000322396-0.00123802j 
-0.000326267+0.00129333j -7.19157e-05+0.000819482j -0.000396577-0.000247451j -1.17422e-05+0.00213829j -0.00120148+0.00271405j 0.000136427-0.00424312j -0.000627211-0.00255556j 0.000857272+0.00262915j 0.000709488-0.00165907j -0.000332714+0.00509717j 0.00293715-0.00111041j -0.00310434+0.00254172j 0.000755931+0.000957515j 0.00242259+0.00237426j -0.000977321-0.000813105j 0.00129824-0.00225239j -0.00282606+0.00293604j 0.00163384-0.00226486j -0.00047666-8.48172e-05j -0.0034592+0.00412423j 0.00271503-0.00246594j 0.00389732+0.00249272j 0.00195451+0.00169069j -0.00214451-0.00051484j 0.00219933+0.00160449j -6.25809e-05-0.000334616j 0.000712066-0.0019161j 0.00103338+0.00571773j -0.00132878+3.43065e-05j 0.00311318+0.000363902j 0.00191411+0.00199985j 0.00134434-0.00252573j -4.65742e-05+0.00131109j 0.00346416-5.77586e-05j -0.00688586+0.00501454j 0.00395401-0.00616104j 0.000909799+0.00150844j -0.000717152+0.00017899j 0.000346475-0.0016024j 0.000866362-0.00447918j -0.00198119-0.0033253j -0.00100092-0.00342589j -0.000880991-0.00153039j -0.00398624+0.00101328j -0.00201317+0.00014519j 0.00273129-0.00239203j -0.00528575-0.00145701j 0.000732145+0.000228095j -0.00229106+0.000496292j 0.00276773-0.00315681j 0.00313172+2.2929e-05j 0.00159778+0.00143507j 0.00589531+0.000462841j -0.00147186+0.0015651j -0.00151874-0.000760857j 0.000890543-0.000487374j 0.00169657+0.00111483j -0.00136816+0.00204565j -0.00242258-0.000504459j 0.00357937+0.00135905j 0.00227508-0.000538284j -0.00134914+0.000617376j 0.000996458-0.000476764j 0.00165171-0.00258278j 0.00014341-0.00320861j 0.00211823+0.00024348j 0.00310362+1.5531e-05j 0.00503943-0.00453428j -6.15978e-05+0.00186311j -0.000486704+0.000173684j -0.000714551+0.00153009j 0.00288401-0.0020988j -0.000985525+0.00128129j 0.000738708-0.000829102j 0.00107941-0.000433137j 0.000336547+0.000119491j -0.00074156+0.000622481j 
-0.000289277-0.00080983j -4.31875e-05-0.000862686j 0.000731519+0.00203792j 0.000631667-0.00258891j -0.000141169-0.00278184j 0.00127053+0.00421511j -0.000636056+0.000359899j 0.000224159-0.00168575j 0.000568425-0.000721019j 0.000450716+0.00292401j 0.00121458+0.00177607j -0.00150549+0.000409598j 0.00011065-0.000609927j 0.000318267+0.00183207j -5.32799e-05+0.000818232j 0.00114938+0.00109624j -0.00125008+7.77874e-05j 0.000163605+0.00131385j -0.00241177-0.000180233j -0.00117005+0.00141753j 0.00124129+0.000541487j 0.00189481-0.000875063j -0.00052258-0.00033176j -7.03967e-05+0.00103739j 0.00243738-0.00029738j 0.000992232+0.00154569j 0.000221459+0.00160752j 0.000861254+0.000150424j -0.000644684-0.00259773j -0.000771915-0.000730191j 0.000724414-4.27948e-06j 0.000179645+0.00115681j 0.000644652-0.0018872j 0.00264123+0.00347249j -0.00236598-0.00147521j -0.00104936+0.000504811j -2.24756e-05-0.000285552j -4.93263e-05-0.00038467j -5.05105e-05-0.00103064j -0.00252976-0.00229681j 0.000533137-0.00244854j 0.000146238-0.00530052j -0.000959114-0.00286993j -0.00017787-0.00113019j -0.000295593-0.00270066j -0.000715854+0.00171277j -0.00221964+0.000405635j 0.0008093+0.00101323j 0.000228867-0.00152261j 0.000563303-0.00157889j -0.00164204+0.00236463j 0.00233851+0.00102273j 0.00312251-0.000584527j 9.30912e-05-0.000218521j -0.000813636-0.00106571j 0.00129988-0.00209255j 0.00133079-0.000800963j -0.000379463+0.00148046j -0.00144945-8.09073e-05j -0.000493443+0.0011262j 0.00113449+0.00301535j 0.000890795-0.000493218j -0.000792278+0.000442306j -0.00020748+0.000553541j 0.000239352-0.000489321j 0.000485995-0.000604414j -0.000260538+0.00171375j 0.00109646-0.000400793j 8.37352e-05+0.000945738j 0.00139099-0.00213232j 3.86108e-05+0.00104076j -0.00283083+0.0032016j 0.00145857-0.00179562j -0.00159025+0.00282009j -0.00205461+0.000699151j -0.000327802+0.000357485j 0.000700909-0.000675782j 
0.000108498-4.06942e-06j -0.0008162-0.00190941j 0.000809772+0.000318637j -2.07486e-06-0.00163748j 0.000854041+0.00102493j 0.000300512+0.00110735j -0.000566582+0.00223031j -0.00070592-0.00159406j 0.000391498+0.00177742j 0.000377658-0.00476317j 0.000459714-0.000871018j -0.00181943-0.00125522j 0.00122452-0.000898593j 0.00170333-0.00154459j -7.051e-06-0.00119959j 0.00218511+0.000978332j -0.00379887+0.00112731j 0.00071955-0.000570624j -0.00397806-0.000897823j -0.00106382-0.00397754j 0.000346065+0.00197523j 0.00428087+0.000826726j -0.00143257+0.000468228j 0.00114215-0.000672565j 0.00408418-0.00345778j 0.000290797-0.00133168j 0.000760753+0.000696946j 0.00300562-0.00270348j 0.000344487+0.000541774j -0.000898447+0.00204401j 0.00164685-0.000719598j 0.000812556+0.00118335j -0.000446361+0.000297533j 0.00399863-0.00139057j -0.00258808-0.00342957j -0.00458523+0.00274428j 0.00219292+0.00126174j -0.00015407-0.000303242j -0.00207253-0.000346716j -0.00317557+0.00273672j 0.000950049+4.29784e-05j -0.000963004+0.0036008j -0.00613949+0.00157291j -0.000983629-0.00180228j -0.00205131-0.00106096j -0.00110858+0.000577276j -0.000270927-0.00232504j 0.000499376-0.000891124j 0.00106025-0.000326202j -0.003954+0.00100262j 0.000209578+0.00019661j 0.00201005-0.000843533j 0.00351885+0.00498025j -0.000725932-0.00206951j -0.00105314-0.000750502j -0.000465676+0.000861916j -0.00170116+0.00371183j 0.00421193-0.00126363j -0.00293394-0.00151459j 0.000724218+0.00219639j 0.0029898+0.00176072j -0.00166768-9.42997e-05j -0.000575382+0.000645951j -0.00202645+0.00042801j -0.000514974+0.000497426j -0.00110583+0.000821324j 0.000617369+0.000375221j -0.0030663+0.00317509j 0.00123382-0.00188708j -0.00187683+0.00142719j 0.000792119-0.00156213j -0.000163208-0.000391644j 0.000360935-0.00146719j 6.64603e-05+0.000311325j -0.000180529+0.000183395j 0.000382132-0.000790487j 0.000775803-0.00126447j 
-0.00044441-0.000473068j 0.00145873+0.00135085j -0.000656336-0.000802545j -5.40107e-05-0.000849825j 7.90869e-05-0.00112052j -0.000103913-0.00042483j -0.00174064+0.00196993j 2.26951e-05-0.00211825j -0.00101466+0.00112571j 0.00143876-0.00438433j 1.94274e-05+0.000300766j -0.00149397-0.000548099j 0.00165329-0.00287189j -0.000316052-0.00388661j -0.000756045+0.000212377j 0.00135775+0.000683222j -0.00229901+0.00035807j -0.000633094+0.00270776j -0.000724939+3.82939e-05j -9.3677e-05-0.0030872j 2.75922e-05-0.00107419j 0.00325962-0.00401072j 0.00107124-0.000994288j 0.000898902-0.0013097j 0.00181389+0.0013685j 0.000110843-0.00172056j 0.00101704+0.000379465j 0.00275305-0.00485425j 0.00140631+0.00343308j -0.00149858-0.000450568j 0.00117083+0.000512814j 0.0019135+0.00126861j -0.000343551+0.00159474j 0.00232859-0.00128023j 0.000981618-0.00529607j -0.00519287+0.00489699j 0.00202384+9.08118e-05j -0.000658004+0.000438679j -0.00384289+0.00380034j -0.00448674+0.00465248j -0.000482548+0.00283727j -0.00203681+0.00638092j -0.00334546+0.00120447j 0.00116007-0.00183355j -0.00171491+0.000695587j -0.00252592+0.00292333j -2.20214e-05-0.00198138j -0.00022409+0.00153318j -0.000714031+0.0018199j -0.00751166+0.00378133j 0.00165951+2.16149e-05j 0.0012709-0.000740403j 0.00153868+0.00220195j -0.00200414-0.00102687j -0.000225728+0.000851189j -0.00372225+0.00375868j 0.000795388+0.00100343j 0.00245737+0.000249863j -0.00238227-0.00180778j 0.00125054-0.000437636j -0.000387335+0.0014653j 0.000460714-0.000471875j -0.00200728-0.000596457j -0.00504576+0.00181538j -0.000935787+0.00164338j 0.000430033+0.000180193j -0.000573402+0.00131255j -0.00393407+0.00195673j 0.000184564-0.00202424j -0.00113149+0.000197702j 0.00164891-0.000553003j -0.000724687+0.000672026j -0.000657146+0.000394738j 0.00061206-0.00168809j -0.000308659+0.000786972j 8.82477e-05+0.00135231j -0.000402953+0.00100201j 
