-0.17579-1.09635e-13j -0.0438473-2.38407e-14j -0.0601124-2.57334e-16j -0.0704983-4.13429e-17j -0.0838355-4.88766e-17j -0.00945734-7.91884e-16j -0.0691154-1.39444e-16j 0.0404826+1.11359e-15j 0.104894+2.30718e-17j 0.0895708+1.57374e-16j -0.0249649+1.15113e-15j 0.0704937+4.47093e-16j 0.0294595+2.79444e-16j 0.144701-1.9268e-15j -0.0565572+1.18731e-14j 0.0641453-1.32042e-14j -0.0570016+4.6677e-15j -0.077434+5.03801e-14j 0.0198801+8.00433e-15j 0.00282587-6.24288e-16j 0.00783216+5.20247e-15j 0.0925197+9.48838e-15j -0.0312824-3.48673e-15j -0.00450915+2.97541e-15j -0.00180448-5.42636e-17j 0.107622+1.63175e-14j -0.0367807+1.59956e-15j -0.0769867-9.01652e-15j 0.011891-1.2133e-14j 0.00153191-4.69866e-15j 0.0664621-1.58579e-14j 0.013132-1.14967e-14j -0.0208285-1.43454e-15j 0.0579605-1.98408e-15j -0.0457384+3.36862e-15j -0.000858411+1.94418e-15j 0.0709043+6.48165e-15j -0.0338933+9.87863e-16j 0.0223281-3.68927e-15j 0.00877909+6.24149e-15j 0.0313094+3.21495e-14j -0.0726047-2.20717e-13j 0.0595611+1.12455e-15j 0.0204881-2.48799e-16j 0.0233283+8.60389e-16j 0.0354809+1.79929e-15j -0.0161191+6.50075e-16j 0.0581912+1.83039e-15j -0.0981895-1.99703e-15j -0.0208522-5.6556e-16j 0.00480252-1.0162e-15j 0.0591919+1.47059e-16j -0.0432007-1.00768e-16j -0.109737-2.2549e-16j 0.136351-7.48073e-16j -0.00508386+3.70253e-15j 
0.00728237+3.98973e-15j -0.00188293+9.0699e-16j 0.0182116+1.86957e-16j -0.00106964-2.41876e-17j 0.00325034+1.76604e-17j 0.00594125+2.48593e-16j -0.00844947-1.62371e-16j -0.0104611-6.64751e-17j 0.00595978+1.49163e-16j -0.00227194-2.36546e-16j -0.000415006+1.42365e-17j 0.000476539+1.5264e-16j -0.0020535-2.59005e-17j 0.00678409+8.20227e-17j -0.0107699+9.10122e-16j -0.000327686-9.74487e-16j -0.00339124+5.75549e-16j 0.00352449-2.78167e-15j -0.00125851-6.48579e-16j 0.00508821-8.03484e-16j 0.00501411-5.11448e-16j -0.00373901-2.84377e-17j -0.00178136+8.74681e-16j -0.018511-4.00249e-15j 0.00322519-3.65563e-16j 0.0017864-3.50022e-17j 0.00374058-5.99471e-16j -0.00183603-1.59608e-15j -0.0113246+5.96517e-15j -0.00516162+7.18235e-16j -0.00586891+1.13824e-15j -0.00786984+1.27672e-15j 0.00189879+2.53554e-16j 0.00659431+1.28781e-15j 0.00746049+2.22523e-16j -0.0025761-1.49613e-15j -0.00186085-5.58888e-17j 0.000801746-4.61772e-16j -0.00121231-2.63167e-16j 0.00414206+2.23239e-15j -6.72628e-05-1.29729e-15j 0.00405076+1.14592e-14j 0.00520599-1.7265e-17j -0.00264191+7.57761e-17j 0.00229707+4.49841e-17j -0.00520597-2.36693e-16j 0.00139387+2.92275e-17j -0.00758356-2.58237e-16j 0.0104369+2.21185e-16j -0.00213906-9.22984e-17j 0.0131229-2.54752e-16j 0.00180336-5.90323e-17j -0.00460564-7.04579e-17j 0.0106664+8.35539e-17j -0.00627498-6.79628e-17j -0.00624548+5.44479e-16j 
0.00614446+2.79477e-15j -0.0065324+4.56084e-16j 0.00775602-1.49362e-16j -0.00450161-1.40305e-16j 0.00188717-1.71429e-17j -0.00279712-1.93409e-16j 0.000469112+1.20178e-16j -0.00382072+7.73329e-17j 0.0077107+9.30083e-17j 0.00332249+5.10104e-17j -0.00381139-3.68233e-17j 0.00164544+1.91162e-16j 0.000363403-6.41642e-18j 0.00744907-4.18793e-18j -0.00327934+1.33325e-16j -0.00170599+1.78654e-16j -0.00370676+1.25655e-15j -0.00521405+4.29999e-15j -0.00832718+5.45809e-16j 0.00512245-3.08091e-16j 0.00693892-1.15545e-16j -0.00766433-3.94396e-19j -0.00778019+1.77046e-16j -0.00912865-1.84551e-15j 0.00145325-6.28027e-16j 0.00241307+3.58237e-16j 0.00154697+4.08079e-16j -0.00472081-6.74437e-16j 0.00304548-1.61271e-15j -0.00232216-1.52627e-16j -0.00226534+4.25839e-16j -0.000428706+6.46873e-16j 0.00129322+6.18033e-17j -0.00151607+2.29031e-16j 0.00749642-1.14535e-16j -0.00274413-8.30322e-16j -0.00401404+1.37496e-16j 0.0043902+1.68406e-15j -0.00131555+1.5086e-15j 0.000272308+9.44713e-17j -0.00113938-3.08479e-15j 0.00753122+2.20708e-14j 0.00297303-6.90004e-17j -0.00131294+2.38304e-16j -7.35879e-05+8.95094e-17j -0.00476901-1.23305e-16j 0.000217687-2.18649e-17j -0.0020711-8.63016e-17j 0.0032922-6.10829e-18j 0.00478849+1.1568e-16j 0.00190435-2.69629e-16j 0.0035722+6.38528e-17j -0.000663166+6.67254e-17j 0.00337852-1.39552e-16j -0.00523899-1.95701e-16j -0.00926625+7.82643e-16j 
-0.00411086-3.34054e-15j -0.00606902-8.53406e-16j 0.00467545-2.07431e-18j 0.00190679+1.92379e-17j -0.00637343-1.44892e-16j 0.00571171+2.85267e-16j 0.00100794+5.81747e-17j 0.0122193+3.19627e-16j -0.0022215-1.39148e-16j -0.00104661-1.67131e-16j 0.0011045-4.33969e-17j -0.0011367+1.02402e-16j -0.00264634-9.15957e-17j -0.000115754+4.09745e-17j 0.00618874-4.76576e-16j -0.00312101+1.29334e-15j -0.000315694+6.64124e-16j -0.000249985-6.89912e-16j 0.00769183-2.88059e-16j 0.00258193-2.76582e-16j -0.00571484-1.34508e-16j 0.00310738-2.09154e-17j 0.00266241-2.49083e-16j 0.00462179+1.54754e-15j -0.00440652+5.30339e-17j 0.00461573+6.49065e-16j 0.000243177-5.20987e-16j 0.0139234+4.39106e-16j -0.00726244+5.13604e-15j -0.00436719+1.23592e-15j 0.00740708-1.85481e-15j -0.00330473-6.22885e-16j 0.000143228-6.1013e-16j -0.000979338-1.79235e-16j 0.000849626-1.81225e-16j -0.000388636-1.65099e-16j 0.00352338+6.80663e-19j -0.00550541-6.96927e-15j -0.00545325-6.95549e-15j 0.00218339+1.50481e-15j 0.00442587+1.68901e-15j -0.00367487-1.20363e-14j 0.00432676+3.93971e-16j 0.0019864-9.85172e-17j 0.00809721+2.86297e-16j 0.00515494+4.47976e-16j -0.00765341+3.39283e-17j 0.00709884+4.90226e-16j -0.00608498-2.39509e-16j -0.00199476-8.06855e-17j -0.000132852-8.64473e-17j 0.00358222+1.14144e-16j -0.00518643-1.1758e-16j 0.00579285+2.14383e-17j 0.00719142-5.11546e-18j -0.00690103+7.75104e-16j 
0.00273475+8.68411e-16j -0.00525746+1.44784e-16j 0.0105865-1.70915e-19j -0.000537925+1.07676e-17j -0.00180924-7.38792e-17j 0.00287444+1.07466e-16j -0.00234373+8.75344e-17j 0.00197824+1.53638e-16j -0.00090433+5.46846e-17j -0.00444796-1.41366e-16j 0.000878871-1.08575e-16j -0.00149575+1.42196e-16j -0.000329366-8.21216e-17j 0.00474976+8.71764e-17j -0.000137921-7.61777e-17j -0.00330809+3.88049e-16j -7.9119e-05+4.10222e-16j 0.00336031-3.12634e-15j 0.00355935-7.66597e-16j 0.0037192-3.81589e-16j -0.00331836-1.8232e-16j -0.000234886-3.48076e-16j -0.00334638+2.72958e-16j -0.0048143-4.4819e-16j -0.00186722-1.57598e-16j 0.00202962+2.1899e-16j 0.0014829-2.79467e-16j 0.00937915-2.57436e-16j -0.00656653+4.25925e-15j -0.00316381+8.95938e-16j 0.0038057-9.93866e-16j -0.00590705+1.15014e-16j -0.00266527-7.82909e-17j 0.00275208+5.06278e-17j 0.00834226-8.77438e-16j 0.0012267-6.77346e-16j 0.0011256+1.74314e-16j -0.00105465-2.21124e-15j -0.00244347-2.35405e-15j 0.00288722+1.46538e-15j -8.82254e-05-1.58663e-15j 0.0044421+1.27057e-14j 0.00744622+8.11251e-17j -0.00311389+1.57803e-16j 0.00580396+1.96098e-16j 0.000602796+1.86168e-16j -0.00281637-4.64452e-18j 0.00259158+9.73563e-17j 0.0033311-7.72644e-17j 0.00151166-4.85959e-17j 0.00563682-3.27489e-16j 0.00321426-7.58311e-18j -0.00464996-2.22233e-17j 0.00565224+6.48915e-17j -0.000748493-9.42005e-17j -0.00860096+8.88162e-16j 
0.00122637+9.3531e-16j -0.000963575-5.67251e-17j -0.00114429-5.83789e-16j 0.00028493+1.31637e-16j -0.000170431+1.40765e-16j -0.00212862+2.93648e-16j 0.00303259+3.80483e-16j 0.00253018+5.50198e-16j -0.00113489-4.95841e-16j 0.000414874-2.11776e-17j -0.000995063-2.91116e-16j -0.0010096-5.52364e-17j 0.00121111-1.45413e-16j -0.000496353-3.20929e-16j 0.00142992+1.25093e-16j -0.00199655-1.2792e-16j 0.000215266+5.39423e-16j -0.00191814+1.0426e-15j -0.00126292+3.78705e-16j -0.000941452-3.25847e-16j -0.00151729-1.23288e-16j -0.00160214-8.43238e-16j -0.00242469-4.43609e-17j 0.00317254+1.46778e-15j -0.00245602-7.05391e-16j -0.000278093-2.64926e-16j 0.00195919+5.12216e-16j 0.00220976+3.54556e-16j 0.00281779-1.01429e-15j -0.000500318+1.35271e-16j 0.000299137+8.32448e-17j 0.000221779-2.35369e-16j -0.000327628-1.8227e-17j -0.00278408-5.91014e-16j 4.53642e-05-1.82462e-16j -0.000459671+8.60497e-18j -0.00116172-1.09156e-16j 0.000337942+2.86183e-16j 0.000821795+7.75216e-16j -0.00283697-1.97611e-15j 0.000460505-7.09745e-16j 0.0019805+5.83801e-15j -0.0012143-7.6761e-16j -0.000164287+6.20219e-17j 0.000910065+4.03663e-16j 0.00053448+3.84975e-16j 0.00023383+4.90163e-18j 0.00189458+1.63782e-16j -0.000893385-2.77324e-16j 0.00223138-2.00756e-16j -0.00310071-2.61672e-16j -0.000438799-8.73672e-17j 0.000750908+3.50931e-16j 0.000149995+2.61617e-17j -0.000511159-2.09832e-16j -0.00111457+1.06744e-16j 
-0.00116028-1.02133e-15j -0.00144118+4.42167e-17j 0.00387499+1.65276e-16j -0.00164366+5.04457e-17j -0.00161748-1.9299e-16j -0.00813113-7.16751e-16j -0.000754784+3.5986e-16j 0.0012696-2.57693e-16j 0.0056979+8.82231e-18j 0.00132556+1.58269e-16j 0.00258199-1.03262e-16j -0.00379051+5.6236e-17j 0.0067677+1.21407e-16j 0.00512631-3.99346e-16j -0.00317075+9.01851e-16j 0.00523488-1.32824e-15j -0.0008027-6.56032e-16j 0.00141958-3.79963e-16j -0.0046906-2.78515e-16j 0.00278099+2.56968e-16j -0.000758388+3.15979e-16j 0.00253831+6.49512e-16j -0.00765757-3.35631e-16j 0.000919879+6.94406e-16j -0.00180627+4.10985e-16j 0.00639793+7.35585e-16j 0.00116438+2.58826e-16j 0.00508076+2.38668e-16j 0.00183813-4.01319e-16j -0.00173946-7.69096e-17j 0.000857437-1.38192e-15j 0.00516919-4.10005e-16j -0.000603929-9.61666e-18j 0.00118158-1.9735e-16j 0.00377659-8.66819e-16j -0.000538102-2.67268e-16j -0.00376767+2.65751e-16j 0.00306181+4.32736e-15j 0.00413106+3.67842e-15j -0.000516318-4.01405e-16j -0.00177808-1.02076e-15j 0.00243763+7.26352e-15j 0.00559708+2.82618e-16j -0.00378362+2.00202e-16j -0.0041927+8.42517e-17j -0.00156378-6.64056e-17j -0.00139562-2.33596e-17j 0.00536145-4.12788e-17j 0.000133462+1.10917e-16j 0.00675132+3.90736e-16j 0.0011176-5.39234e-16j 0.000971443-1.30036e-16j -0.00200876-1.89734e-16j -0.000879904+5.60933e-17j 0.000278689+1.0738e-16j -0.00398617+5.94052e-16j 
0.000205705+3.02129e-16j 0.00164133+3.67738e-17j 0.00160735+1.99132e-16j 0.000117867-5.75024e-17j -0.0018078+6.1801e-17j -0.00952455-1.18347e-16j 0.00780864-7.01577e-16j -0.00268589+4.31535e-17j -0.0016232+3.81253e-16j 0.00219635-3.2265e-17j -0.0011725+4.6241e-16j 0.000610238-4.22852e-16j 3.45902e-05+4.17517e-16j -0.00196954+2.40179e-16j -0.000296451-4.49975e-16j -0.00111372+1.10409e-15j -0.00383052+9.69992e-16j 0.00340694-2.0381e-15j -0.00291042-3.97755e-16j 0.00234357+1.90401e-16j 9.85984e-05+1.05017e-16j 0.00413375+2.21729e-16j -0.00435159-5.36663e-17j -0.00154456+3.79295e-16j 0.00432359+9.29701e-17j -0.00274688-1.21739e-16j 0.00192745+1.51636e-16j 0.00379465+6.95817e-16j 0.00918458-4.86765e-15j -0.00342959-4.61515e-16j -0.000141673+3.26463e-16j 0.0019415+1.32498e-16j -0.0028331+8.58987e-17j -0.00391381+1.81752e-16j -0.0026908+4.76187e-16j -0.00190267+2.76182e-16j 0.000357265-3.62266e-16j 0.00235791-1.90547e-15j -0.00557558-1.35756e-15j -0.00143755-3.64961e-16j 0.000268363-7.4834e-16j 0.00126953+3.43213e-15j 0.0045506+8.26784e-17j 0.00146024-1.89761e-16j -0.000563391-3.86202e-16j -0.00311016-8.13707e-18j 0.00171686-3.08156e-16j 0.000577952+9.66464e-17j 0.0019897+8.78871e-17j 0.00847877-1.56349e-16j -0.00870408+1.09709e-15j -0.0012577+1.22799e-16j -0.00142106-2.07924e-17j -1.45101e-06-4.39941e-17j 0.000836845-1.44764e-16j -9.99334e-05-7.16379e-17j 
-0.00212433-7.68179e-16j 0.00412153-6.94952e-17j 0.00212364+5.63837e-17j 0.00221401+1.37784e-17j -0.00226231-3.73999e-17j -0.00326469-3.49134e-16j 0.00446511+4.38828e-17j -0.00301123-5.70077e-17j -0.00596867+8.82499e-18j -0.00302699-7.85199e-17j -0.0022976+5.69922e-17j 0.00329956-4.39436e-17j -0.00127224+8.68502e-17j -0.00466468+6.39528e-17j -0.000904064-3.11284e-17j -0.000309479-5.39948e-17j 0.000725521-3.71026e-16j 0.00750508-5.55579e-15j 0.00223972-1.05577e-15j -0.000487527+1.18344e-16j -0.00332991+1.75861e-17j 0.00550945-4.23468e-17j 0.000497389+2.08359e-17j -0.00208635+1.70135e-16j 0.00544541+6.82652e-16j -0.00632663-1.37145e-15j 0.00137805-2.7811e-16j 0.00697479+8.17708e-16j 0.0024757-4.39725e-16j -0.0012852-2.164e-16j -0.000404555+4.77438e-16j -0.000624699+7.29964e-18j -0.00468255-1.84943e-16j 0.00228479-1.19557e-16j -0.0071916+6.91211e-17j 0.000649224+5.54673e-16j 0.00135575-1.15748e-15j -0.00422868-8.05818e-15j -0.00802741-7.58733e-15j 0.000422829+2.63301e-16j -0.000888441+6.15425e-16j -0.00211196-5.50258e-15j 0.00663478+3.8044e-16j 0.000479562-6.04432e-17j 0.00535302+2.68983e-17j 0.00183876+1.83065e-16j 0.00171834-7.08706e-17j 0.00014753+1.69948e-16j 0.00302107+1.21828e-16j 0.00386031+2.48775e-16j -0.00567221+1.48835e-16j -0.00239725-3.20151e-17j -0.00353965-7.13907e-17j 0.00102126-3.87758e-17j 0.00361328+8.81575e-17j 0.00331967-2.45914e-16j 
-0.00100336-6.69965e-16j -0.00124323-1.07495e-16j -0.00048623-5.50779e-17j -0.00156951+1.51674e-16j -0.00130072+1.66335e-16j -0.00156597+3.3828e-16j -0.000271981-4.01356e-17j -0.000216995+1.11654e-16j -0.000212591+9.81062e-17j 0.00223706-6.22753e-17j 0.00401966-6.39801e-16j -0.00222413+3.33612e-16j -0.00302297+3.05136e-16j 0.00159302-2.85025e-16j 0.00136716-5.12161e-16j -0.00262736+1.35747e-15j -0.00358246+1.56763e-15j 0.000780579-1.08591e-15j 0.00140925-4.00197e-16j -0.000491164-9.33197e-17j 0.00320794-2.67807e-16j 0.00149178-2.96518e-16j 0.000103892+1.19941e-16j 0.000458511+4.41263e-17j -0.00169509+1.48668e-16j -0.00065674-2.91791e-18j -0.00190785+3.58507e-16j 2.01288e-05-2.67432e-16j 0.00141763-9.34823e-16j -0.00118296+2.50641e-16j 0.0053824-1.43822e-15j -0.00218903-4.71454e-18j -0.00157513-1.66616e-17j -0.00169617+3.18036e-17j 0.00200693-4.7684e-16j -0.00321524-4.27074e-16j 0.00535043+7.46665e-17j -0.000976323-9.83205e-16j -0.00117204-1.10203e-15j 0.00333454+1.62373e-15j 0.000892057-1.47193e-15j 0.00396634+1.05511e-14j 0.00154722-3.55912e-16j 0.000388242+5.9803e-17j -0.00219415+3.05372e-16j -0.00200266+2.66657e-16j -0.00319379+3.11789e-16j 0.00354422-4.11105e-16j 0.000961181-2.60556e-16j 0.00143518-3.56957e-16j 0.00131246-1.6755e-16j 0.00155964-1.32125e-16j -0.000616946+1.14821e-16j -0.00265369+3.02619e-16j 0.000119469-2.34618e-17j -0.00183933+3.97076e-16j 
0.00138691+1.55259e-15j 0.00259702+5.08229e-16j -0.00480067-2.41029e-16j -0.00083515+4.98031e-17j 0.00106904+2.33145e-16j -0.00454913-4.11623e-16j 0.00279376+2.85023e-16j -0.00375735-3.67674e-16j -0.00516856-5.11852e-16j -0.00115421-2.77165e-16j 0.000393226-2.14607e-16j 0.000126024+5.07329e-17j 0.000948839+1.52472e-16j -1.70319e-05-9.37578e-17j -0.000432026-3.61508e-16j -0.00184972+3.41635e-16j -0.00126193+5.67874e-16j -0.000624016+5.27975e-16j 0.000511754+1.25561e-17j -0.00118826-2.4215e-18j -0.00113851-1.26535e-16j 0.00088787-2.23143e-16j -0.00309815-2.50921e-16j 0.00143951+5.52988e-16j 0.000735806+2.89965e-16j -0.00384708-9.57037e-16j 0.000223981+5.2906e-16j -0.00110947+5.05047e-16j 0.0057337-2.92996e-15j 0.00119543-3.73457e-16j -0.000791921+7.60766e-16j -0.00233486+2.70526e-16j -0.00586489-3.45076e-16j -0.00275791-2.38251e-16j 0.000542429-2.02343e-16j 0.000349127+9.92775e-17j 0.00172918+3.40621e-16j 0.00365656+4.63839e-15j 0.00260239+4.25323e-15j -0.00177208-1.27892e-15j -0.00209848-1.63809e-15j 0.00303432+9.63443e-15j -0.00159258-2.21746e-16j 0.000864847+3.45909e-17j -0.000712915+5.77421e-17j -0.00131222-5.41319e-17j 0.00376075+3.20433e-16j -0.000941576-3.28644e-16j 0.00403493+4.78409e-16j 0.00301179+2.81652e-16j -0.00402638-1.76811e-16j -0.00191634-2.47798e-16j 0.00228811+2.39373e-16j -0.00539626-1.85322e-16j -0.00248199-3.05569e-16j 0.00324692-1.4357e-16j 
-0.00518384-2.98862e-15j 0.0010745-6.20259e-16j -0.00462995+1.00528e-16j -0.00246669+5.09008e-17j -0.00177814+2.56663e-17j 0.000626715+1.98771e-16j -0.00308893-1.81235e-16j -0.00265729+4.7527e-17j -0.000907854+2.05034e-16j 0.000870782+5.72079e-17j 0.00201444+2.65153e-17j 0.00287257+1.64586e-17j -0.00118903-1.03414e-16j 0.00324934-9.18719e-17j -0.00146597+4.29457e-16j 0.00296067-2.36988e-16j -0.00301755+3.47479e-16j -0.00250999+1.37342e-15j 0.00385245-4.55865e-18j 0.00133391-3.83143e-16j 0.00194322+1.87255e-16j 0.00410268+5.06396e-16j 0.0014498+2.2285e-16j -0.000653816-6.97691e-17j 0.00283682+3.21995e-16j 0.000851563+5.22533e-17j -0.00439571-1.71859e-16j -0.00308454-2.95638e-16j -0.000768468-4.79983e-16j 0.00118763-2.00896e-16j 0.00108859+2.95656e-16j -0.002116+1.14025e-16j -0.00526284+2.62923e-16j 0.00125303+1.64657e-16j -0.00110072+4.41624e-17j -0.000781399-3.95123e-16j 0.0047261+7.12982e-16j 0.00113215+2.1099e-15j 0.00123352+1.6893e-15j 0.00396193+2.25767e-15j -0.00146124+1.32954e-15j -0.00316107-8.68118e-15j 0.000737481+7.70736e-17j 0.00355297+3.95311e-18j -0.000155334-1.27185e-16j 0.000309853-2.22241e-17j -0.000417583-1.18087e-16j -0.000324004-1.08727e-17j 0.00109931-1.25834e-16j -0.00232999-1.96171e-16j 0.00072228+1.9695e-16j 0.00106159+3.57596e-17j -0.000387655-3.92087e-17j -0.00683677+1.33598e-16j 0.00284473+1.11116e-16j 0.00304347-2.5965e-16j 
-0.00115554-4.82939e-16j 0.00028454-1.44297e-17j -0.00123587-1.48679e-16j -0.000963696+1.15506e-17j -0.000635453+7.25419e-17j -0.00219002-3.4099e-16j -0.000389258+2.07628e-16j -0.000405803-1.35801e-16j -0.00166505-6.87178e-17j -0.0027888+3.99082e-17j 0.000277406+2.84253e-17j 0.000892426-1.10864e-16j 0.00265045+3.10643e-17j 0.0013246+1.21545e-17j -2.42418e-05+3.18841e-16j 0.00278041-9.74998e-16j 0.00188943-8.80076e-16j 0.000799455-8.30959e-16j 0.00036982-2.84953e-16j 0.0010448-9.68539e-17j -0.00176938+1.43388e-16j 0.00120798+1.54024e-18j -0.00238046-2.21313e-16j 0.00117228+7.00745e-16j 0.00132774+1.08656e-16j -0.000131957-2.04276e-16j -0.00174744+1.41161e-16j 0.00304029+2.06783e-16j 0.000442668-1.52714e-16j 0.00197708-1.39013e-16j 0.000270238-3.19027e-16j 0.00115027-3.39453e-16j -0.00449602+3.93077e-17j 0.00206048-5.13912e-16j 0.000933916-4.22492e-16j 0.00199828+5.51164e-17j -0.00104498-1.91985e-17j 0.000839704+1.36545e-15j 0.000996255+1.21179e-15j 0.00127973+2.40035e-16j -0.00358243-2.96471e-16j 0.000268429+2.3171e-15j 0.00328935-1.67202e-16j -0.00111901+1.48901e-16j 0.000987805-8.33081e-17j 0.00165936-4.87911e-17j 7.90481e-05+1.15218e-16j 0.00179749-2.63101e-17j 0.00157073+1.62996e-16j 0.00199829+1.66582e-16j -0.00031095-2.29109e-16j 8.9072e-05-1.35483e-16j -0.000612256+1.4769e-16j -0.00329206-9.06731e-17j 0.000547866-1.89765e-16j 0.000205748+1.1655e-16j 
-0.00154716-1.14872e-15j -0.00159484-2.99574e-16j -0.00504087+2.01151e-17j -0.00245104-1.08654e-16j -0.000194856-1.18064e-17j 0.000751676-4.84795e-17j -0.00266085-4.20048e-17j 0.0012912-1.10955e-16j -0.000267884+8.58245e-17j 0.00050552+3.81403e-17j 0.00151298-8.38865e-17j -0.000189161+1.02773e-16j 0.00128404-4.67063e-17j 0.00422823+1.92568e-16j -4.29736e-05-6.39157e-18j 0.000413038-7.67415e-18j -0.000771115+2.57892e-16j -0.00603414+4.31649e-15j 0.00126431+6.20904e-16j -0.00103398-8.1676e-17j 0.000729746+1.57691e-16j -0.00160342+1.72785e-16j -0.00165143-2.38249e-16j 0.0034777+4.778e-16j -0.00337096-5.84873e-17j 0.00190254+4.66772e-16j -0.00176965+1.84729e-16j -0.00199729-2.1619e-16j -0.000558665-1.24558e-16j 0.00187385+4.97278e-17j 0.00139383+1.4983e-16j -0.00207379+3.92092e-17j -0.00347922-1.40322e-16j -0.000736466+8.33603e-17j 0.00219052+1.95576e-17j -0.000885379-4.71101e-16j 0.00160776+8.36621e-16j 0.00112102+4.63462e-15j 0.00566756+4.20146e-15j 0.000419058+2.10668e-16j -0.00140775-7.66664e-16j 0.0017013+5.54156e-15j -0.0025181+1.27356e-16j 0.000879322-9.9125e-17j -4.74415e-05-4.57142e-17j 0.00125127-3.88174e-17j -0.000858403+5.58353e-17j 0.0023713+3.23528e-17j 2.74533e-05+9.91191e-18j -0.00159004+5.66684e-17j 0.00172056-2.25569e-17j 0.00113257+7.2033e-17j 0.00147227-2.17804e-17j -0.00566209-1.16435e-16j -0.000232159-8.19065e-18j -5.32646e-05-7.17684e-17j 
0.000226784+3.08709e-16j 0.000872268+4.79711e-17j -0.00344928-2.25747e-17j -0.000869887-9.79577e-18j 0.00094162+3.34397e-17j 0.00149452+1.20883e-16j -0.000801006+1.44262e-17j -0.00210726-6.23784e-17j -0.00305512-1.80197e-16j -0.0011086-1.3042e-16j -0.00166835-9.64782e-17j 0.001974+1.36148e-16j 7.41454e-05-1.84307e-16j 0.00171013+1.37568e-16j -0.00159547-2.13587e-16j -0.00205543+7.17205e-17j -0.000203885+2.97854e-16j -0.00297375+2.03053e-15j 0.00190628+4.43847e-16j -0.00210444-1.42355e-16j -0.00128448+8.34412e-18j -0.00103018-2.38986e-16j -0.000809192+1.02175e-16j -0.0002122-1.88668e-16j -0.000629699-9.43644e-17j -0.00211105-4.11684e-16j 0.000755881+1.93082e-16j -0.00326236-4.50161e-19j 0.000582115-6.09827e-16j 0.001423-2.01436e-16j -0.00130472+1.17119e-15j -0.00423751+3.25501e-16j -0.0033233-1.03883e-16j -9.64007e-05+1.97401e-16j -0.000180518-1.43069e-17j 0.000845996-1.20895e-16j 0.00166328+3.41583e-16j 0.000630014+2.28813e-15j 0.00286577+2.28977e-15j -0.00193786-1.09331e-15j -0.000519167-4.34022e-16j 0.000934293+3.03443e-15j -0.0027725+9.31542e-18j 0.00085157-4.14949e-17j 0.0025032+1.83497e-16j 0.000845536+8.05342e-17j 0.00328062+8.85174e-18j -0.00206431-5.58235e-18j 0.00192564+1.39616e-16j -0.00174256+1.04058e-18j -0.000444432+4.11316e-17j -0.00074749-1.58319e-17j 0.00148226-5.93413e-18j -0.00314375-3.12161e-17j -0.00100676+1.9569e-17j 0.00243243-2.82692e-16j 
0.00093581+3.1298e-16j -0.000299761+2.75753e-16j -0.0020464+7.0568e-17j -0.000900304+2.56236e-17j 0.00104989-1.32825e-16j 0.00227198-7.7636e-16j -0.00158041+2.99567e-16j -0.0011593+3.95518e-17j -0.00127265+3.54497e-16j -0.000753669+2.66955e-16j 0.000612917+2.34535e-17j 0.000633931-1.65602e-16j -0.000705988+3.81234e-16j 0.00113913+7.27375e-17j 9.92416e-05-2.54459e-16j -0.000153555+4.62986e-16j -0.00051736+1.09719e-16j -0.00321153+2.48289e-15j 0.00143846-1.71119e-16j 0.000573105-1.90209e-16j 0.00106601-1.85814e-16j -0.00171148+5.0756e-16j 0.000662582-3.82314e-16j -0.000130213-1.33475e-17j -3.39479e-06-2.14012e-17j -6.80156e-05+2.96163e-16j -0.00146648+2.23563e-16j -0.00225806+9.86865e-17j -0.00150968+9.38727e-16j 0.00109985-1.68215e-16j -0.000983664+5.62734e-16j -0.00235368+9.6425e-16j -0.00191361+1.92527e-16j -0.000702727+7.13411e-17j 0.00189386-2.07674e-16j -0.000153425-3.97571e-16j 0.000746137+2.24233e-16j 0.00192064+3.17348e-15j 0.00236127+2.81726e-15j 0.00106718+2.32723e-16j -0.00111097-4.57228e-17j 0.000153379+8.0938e-16j -0.00253475+2.85805e-16j 0.0015975-1.64814e-16j 0.000151348-4.61401e-16j -8.56186e-05-2.41604e-16j 0.000307366+1.15894e-16j -0.00166528+2.45725e-16j 0.00156226-1.57384e-16j -0.00233186+6.03793e-16j 0.0014367-4.37288e-16j 0.000300105-1.12636e-16j 0.0013607-7.07427e-17j -0.00189885-5.70628e-17j -0.00162223+1.86344e-16j 0.000596214-6.49902e-17j 
