-0.347915-2.47263e-13j -0.0219705-1.26324e-13j -0.125998-7.08644e-17j -0.116756-6.06363e-16j -0.0617193-3.47738e-16j 0.152051+3.81828e-15j 0.063965-4.51917e-16j 0.144213-3.13776e-14j -0.105046+5.75686e-15j -0.260491-5.45442e-15j -0.0319703+3.33486e-15j 0.101903-6.32087e-15j 0.125763-2.02371e-15j -0.026331+7.67818e-15j 0.00686844-1.2326e-14j 0.263528-7.7307e-15j -0.177771+1.72041e-14j -0.236057-5.21795e-15j 0.0502515+3.61507e-15j 0.0182514+4.7971e-15j 0.138654-3.99707e-15j -0.0393625+3.05964e-15j 0.1829-1.54734e-15j 0.00301041-4.00262e-15j -0.0172617+7.79466e-16j 0.113552+6.73167e-15j 0.290695+4.66322e-15j -0.230028+3.1891e-15j -0.0581963+2.71765e-14j 0.062063-4.07908e-13j -0.219051-1.29096e-12j 0.10392-6.52148e-14j 0.0844817-4.92269e-14j -0.00783383-3.11199e-15j -0.0231783-1.2718e-16j -0.031111+8.38614e-16j -0.0309164-5.01899e-16j -0.00116716-3.15394e-17j 0.00764859-1.08576e-16j -0.0307-2.11689e-16j -0.0238659+1.32403e-15j 0.0552442-1.35084e-15j 0.022514+8.68468e-14j -0.0300017+1.63618e-15j -0.0212506+9.15279e-16j -0.0148341-3.92533e-16j 0.000549596+8.9368e-17j 0.0757537+1.1335e-15j -0.00200781+1.33321e-15j -0.0244061-1.01988e-15j -0.010451-3.08899e-15j 0.0103002+1.80287e-15j 0.0425085+2.91704e-15j -0.0505769+1.48347e-15j 0.0369431-6.66412e-16j -0.0747574+5.49094e-15j -0.0266732+8.00868e-15j -0.0383522+2.18707e-15j -0.0180046-2.74298e-16j -0.020163+1.52218e-15j -0.0273811-2.39643e-15j -0.0398711-1.53385e-15j 0.0240056+5.73395e-16j 0.0144145-3.12289e-16j 0.0264907-1.24591e-17j -0.00819827-3.36157e-16j 0.0308434+5.10396e-17j -0.0251038-3.55136e-16j 0.0674689+1.7164e-15j 0.0726531+1.50796e-15j -0.113851-3.85126e-14j -0.110422+1.14419e-13j 
0.0418375+3.09721e-14j 0.00640515+1.5307e-14j 0.0152018-5.49029e-17j 0.00691083-2.45994e-16j 0.00789449-1.67229e-16j -0.00168252-1.88033e-16j -0.00199187+9.11591e-17j -0.00733853+1.86056e-15j 0.0016656-4.59749e-16j 0.00950499+3.69612e-16j -0.00219841+1.61102e-17j -0.00816335+3.74733e-16j -0.00212395-1.86577e-16j -0.00276789+3.97862e-16j -0.000944664+4.42589e-16j -0.00855956+2.64272e-16j 0.00951399-1.06442e-15j 0.00695314+2.13062e-16j -0.00619409+6.55984e-17j 0.00104136-3.60674e-16j -0.00498112+9.10629e-17j 0.000914267+2.41072e-16j 0.00231347+1.24438e-16j -0.000397392-1.04054e-16j 0.00637345-2.64864e-16j -0.00115635+1.03671e-16j 0.00590949+2.75889e-16j 0.00191286-9.25616e-17j 0.00819473+6.65935e-15j 0.0166063-9.91793e-14j 0.00169773+4.73817e-15j -0.0187399+5.39112e-16j -0.00724845+3.44129e-15j 0.0122715+1.75038e-16j 0.0195437-3.32809e-17j -0.000884092-3.55526e-16j 0.00618777-7.05881e-18j 0.0193556-4.89864e-16j -0.00151303-4.66018e-17j 0.0217437+2.0259e-16j 0.00248992-5.15235e-16j -0.0223195+1.21401e-15j -0.0127265-4.93302e-14j 0.00832138-3.33857e-16j 0.0101459-9.72151e-17j 0.0021692-2.67285e-16j -0.00393142-5.45944e-16j -0.0287676-2.93757e-16j 0.00576523+4.08888e-16j 0.00389887-9.24849e-17j 0.00127903+1.40991e-15j -0.00891617-9.47066e-16j -0.0189137-1.0416e-15j 0.023659-9.53592e-16j -0.0185715-2.20926e-17j 0.0344281-2.2218e-15j 0.00491792-3.35581e-15j 0.020003-1.21971e-15j -0.00431553+4.57824e-17j 0.00968878-9.79042e-17j 0.0193924+4.33509e-16j 0.0106825+5.4365e-16j -0.00717574-4.66389e-16j -0.0098709+9.92748e-17j -0.0197532+2.82188e-16j -0.00811643+1.95112e-16j -0.00722335+5.3901e-17j 0.00995692-3.74336e-16j -0.0206154-2.08302e-16j -0.0248598-5.43806e-16j 0.0356193+5.65099e-15j 0.0234508-1.76731e-14j 
0.00274679-1.97087e-15j -0.0108756-1.24204e-15j -0.0141167-1.77518e-16j -0.00708496-1.76668e-16j 0.00243845+2.40783e-17j -0.00362273-1.79918e-16j 0.00283909+6.53126e-17j 0.00252523-5.90444e-16j -0.000245225-3.87099e-16j 0.00478001+2.12214e-16j 0.00394858-1.18969e-16j 0.00496356+3.28805e-16j 0.0018036+1.75847e-16j 0.00860817-7.94497e-16j 0.001641+4.73871e-17j -0.00503533-2.18909e-16j 0.00171837-4.10117e-16j -0.00209871-1.07633e-16j -0.000971985-1.7757e-16j -0.00350545-4.56744e-17j -0.0028865+1.26605e-16j 0.00322416+1.11869e-15j 0.00097125+2.17759e-16j 0.00247365-4.82699e-16j 0.0034316+4.87559e-18j 0.00469831+1.52723e-16j -0.00339579-1.7341e-16j -0.000407446-2.14815e-16j -0.00178262+1.63302e-15j 0.00398786-2.54974e-14j 0.0112098+6.92974e-14j 0.00499752+3.36929e-15j 0.00751146-3.51485e-15j -0.0255875-7.0989e-16j 0.0121943+8.95135e-17j -0.00610276+1.16261e-16j 0.00624166+1.75515e-16j -0.0061142-4.31504e-16j -0.00167618-1.35437e-16j 0.0048377-4.55882e-17j 0.00101628-6.40462e-18j 0.00929181+1.38312e-16j -0.0100033-3.85015e-14j 0.0225786-5.10812e-16j 0.00582387+6.32423e-16j -0.0184287-1.03874e-15j -0.0133736-4.07454e-16j 0.0100252+2.44726e-16j 0.00779816+1.4229e-15j -0.0258293+1.07933e-15j -0.0276108-4.67748e-15j 0.00618636+2.00218e-15j -0.0150425-1.08994e-16j 0.00950798-1.08992e-15j 0.000902052-4.26015e-16j 0.0184021-1.75782e-15j 0.0177266-2.33016e-15j -0.00160759-1.21439e-15j -0.00436001-2.12985e-16j -0.00843899-4.04803e-16j -0.00101535-2.33024e-16j 0.000578742-5.50331e-17j -0.0012484-7.78503e-17j -0.00877397-1.0109e-16j 0.0126589+6.10022e-16j 0.00195304+9.59322e-17j 0.00630475+5.33049e-17j -0.0146696-3.19097e-16j -0.00907644+2.17062e-16j 0.0232428+5.0033e-16j 0.000752429+2.57887e-15j 0.00538815-7.93382e-15j 
0.0175647+8.93556e-15j -0.00890858+4.4593e-15j 0.00819699+9.42982e-19j -0.0036701-7.31916e-17j -0.000444466-1.7715e-17j -0.00496729-1.41308e-16j -0.00100976+7.83217e-17j 0.00104768-2.56398e-16j 7.44203e-05-3.6705e-16j 0.00560587+2.79541e-16j 0.000310104-5.50362e-18j 0.000755391+2.42063e-16j -0.00333042+1.60785e-16j 0.00340657-4.56127e-16j -0.000192438+3.64969e-16j -0.00805159+1.35277e-16j 0.00372019-4.50419e-16j 0.00373397+3.34399e-17j -0.000546062-9.7597e-17j 0.000780874-1.81947e-16j -0.00230174+7.2586e-17j 0.00151247+4.54817e-16j 0.00090798+1.73283e-16j 0.00168042-3.29916e-16j 0.00361681-1.7681e-16j 3.45897e-05+3.19129e-17j -0.000548596-6.84643e-17j -0.00202962-1.11004e-16j -0.00232241+2.26038e-15j 0.00500852-3.20185e-14j 0.00534283+3.06294e-14j -0.00543146+1.58764e-15j -0.0129202+7.57769e-15j 0.00309815+6.32035e-16j 0.0025541-3.41068e-17j -0.00689525+1.58195e-16j -0.00386497+6.3433e-17j -0.00190037-1.68036e-16j -0.00633858-1.61732e-16j 0.00363268-6.66385e-18j -0.000738755-2.69725e-17j 0.00441897-1.26218e-17j -0.000793171-2.63722e-15j 0.00317933+4.36622e-17j 0.0088804+1.8017e-16j -0.000693361-2.36929e-16j -0.012768-9.30475e-17j -0.0112866-1.94914e-17j 0.00885471+1.12039e-15j -0.0094035-2.18688e-17j 0.00573653+1.6611e-15j -0.0038151-1.2593e-15j -0.00952963-2.31956e-16j 0.00642102-5.73114e-17j -0.0134357+4.33071e-16j 0.00279592-5.32163e-16j 0.00245504-9.49946e-16j 0.00664161-3.2191e-16j -0.00340586-1.63755e-16j 0.00797293-2.24389e-16j -0.00562339-1.14938e-16j 0.00139609+2.47153e-17j -0.00954069-1.15768e-16j -0.00207979+4.07093e-17j -0.000407641+1.24656e-16j 0.00154992+5.96141e-17j -0.00998279+1.85607e-17j -0.00651064-5.26853e-17j 0.000252803-1.56801e-17j -0.0103565-1.75835e-16j 0.00607736+1.0762e-14j 0.022494-3.22919e-14j 
0.00947017-2.31025e-16j -0.0190716-1.76386e-16j 0.0118855-8.44256e-19j -0.0135702-2.13839e-17j -0.00827271-3.89813e-17j -0.00364978-8.50096e-17j 0.00158016+4.87407e-17j 0.00741171-1.7837e-15j 0.000401906-2.19669e-16j 0.00269414+1.67968e-16j -0.000511636+1.48887e-16j 0.00955865+3.85415e-17j -0.00931718+5.7285e-16j 0.00799377-1.18893e-15j 0.0036772+9.85538e-17j -0.0070851-1.79466e-16j -0.00294297+3.39512e-16j 0.00481871-2.10365e-16j 0.00369491-3.6216e-16j -0.000615573+2.675e-16j -0.00140792+2.29978e-17j 0.00220511+1.12769e-15j 0.00627017+9.88605e-17j 0.00453919-7.92239e-16j 0.00324592-1.83623e-16j 0.00356767+7.61248e-17j -0.00355904-3.70063e-16j -0.00670237-2.86706e-16j -0.00215247+4.10135e-16j 0.000767933-5.69486e-15j 0.0056975+3.47844e-14j 0.00109381+1.68685e-15j -0.0205498+1.20346e-14j 0.00732615+8.99201e-16j -0.0123432-1.07242e-16j 0.00273051+1.77194e-17j -0.000477727+4.25726e-17j -0.00883765-1.1622e-16j -0.0130528-4.80719e-16j -0.00841821-2.12943e-16j -0.0106312+2.97572e-16j 0.0186794-4.24108e-16j 0.00891864+3.54794e-14j -0.00781533+8.66934e-16j 0.0101855+2.77044e-16j 0.00975693-4.97593e-17j -0.0283724-1.20246e-16j -0.00310767+3.77115e-16j 0.016703+2.84186e-15j -0.00827725-3.89301e-16j 0.00642994+2.28029e-15j -0.0119941-1.59011e-15j 0.0034165+3.61641e-16j -0.0011277+2.77242e-16j -0.00935088+5.12038e-16j -0.00843826+4.99954e-16j -0.00917066+6.82747e-16j 0.00688028+2.95638e-16j -0.00680843-4.209e-16j 0.0157038-1.00187e-16j -0.0126186-2.47358e-16j -0.000281011-1.2865e-16j -0.0159714-1.0264e-16j 0.00848844+2.83446e-17j 0.00702231+9.44785e-17j -0.00642564+5.69782e-17j -0.00597652-3.36489e-17j -0.0132601-8.23393e-17j 0.0144453+1.62558e-16j -0.0105501+4.16105e-17j -0.0077691+1.69441e-14j 0.0294642-5.07224e-14j 
0.0137174+8.86386e-15j -0.00184229+4.58032e-15j 0.000635518-2.44059e-17j 0.00107788+8.7119e-17j 0.00351514+6.75162e-17j -0.00363713-6.61574e-17j -0.00117794+1.44305e-17j -0.00268822+4.83602e-16j 0.000360843-3.51874e-16j 0.00623503+2.98664e-16j 0.00041199-1.18552e-16j -0.00199338+1.39044e-16j -0.000873705+3.22818e-17j 0.00232254-3.39882e-16j -0.000516991+3.17716e-16j -0.00746404+1.93986e-16j 0.00537408-5.95347e-16j 0.00290159+1.28808e-16j -0.00195942-6.33708e-17j -0.000318785-1.82025e-16j -0.00368434+9.27637e-17j 0.00150376+1.52134e-16j -0.00255788+4.4197e-17j 0.000129303-8.19928e-17j 0.00304651-8.62406e-17j -0.00064702-7.22992e-17j -0.00270234+1.66236e-18j 0.00309266+1.48611e-17j -1.15377e-05+1.49066e-15j 0.00336776-2.08349e-14j 0.00589057+3.43321e-14j -0.00398556+1.68201e-15j -0.00180127+1.29759e-15j -0.0045065+4.1373e-17j 0.00702492+1.20077e-16j -0.0020641+7.77496e-17j 0.000850458+6.02856e-17j 0.000645694+5.16518e-18j -0.00410225-5.32898e-17j 0.00390551+6.21786e-17j -0.00155688-1.31501e-16j -0.00464086+4.00979e-18j -0.00478309-1.8421e-14j 0.00600212-1.68008e-16j 0.00302344+6.03092e-17j -0.0050629-2.04172e-16j -0.00560801+5.64115e-17j -0.00255771-4.59302e-17j 0.00521217+6.319e-16j -0.0112926+3.28269e-16j -0.00502926-2.87245e-16j -0.00163502-1.67863e-16j -0.00886732-2.23772e-16j 0.00782659-4.52593e-16j -0.00371068+3.72783e-17j 0.0128153-7.06727e-16j 0.00486937-1.38139e-15j 0.00615475-5.49274e-16j -0.00385757+4.0832e-17j -0.00155854+2.84918e-17j 0.00703253+4.14771e-16j -0.000250367+9.74131e-17j -0.00230604-2.14124e-17j -0.00392794-7.74431e-17j 0.000385704+9.036e-18j 0.000606237+2.59012e-17j -0.00351106+2.5654e-17j -0.00298363+6.69177e-17j -0.00769533-2.06046e-16j 0.000388186-5.87925e-17j 0.00903267+3.31858e-15j 0.00906458-9.61168e-15j 
0.0153691+1.16311e-14j 0.00324786+5.32952e-15j 0.00372502-3.52485e-16j 0.00226537-5.66941e-16j 0.0050344-3.65839e-17j -0.00719918-4.45556e-16j -0.00385371+1.31724e-16j -0.00287136+9.9347e-16j -0.000204928-5.44809e-16j 0.00587234+3.53744e-16j 0.000727046+3.02474e-17j -0.00182553+6.87207e-16j -0.000368323+4.22707e-17j 0.0011001+2.96361e-16j 0.000148825+5.09432e-16j -0.00794647-5.50032e-17j 0.0048762-6.92657e-16j 0.00322829-1.09906e-16j -0.00254399-3.33016e-17j -0.0012562-4.16295e-16j -0.00257769+9.07622e-17j 0.00267804+9.74269e-16j 0.00136304+5.74991e-16j -0.00112209+3.29442e-16j 0.00138597+4.54167e-17j 0.00050287+4.11623e-16j -0.000815619+2.55922e-16j 0.00590105-1.07566e-16j 0.00635173+1.13959e-15j 0.00294558-1.5473e-14j 0.0045242+2.61086e-14j -0.00501583+1.61887e-15j -0.000787267+2.40675e-16j 0.00469309-3.68024e-16j 0.00905777+2.77898e-16j -0.00790552-5.16557e-16j -0.00898059-2.4379e-16j 0.00766586-5.37982e-16j 0.00141406+1.12393e-16j 0.00722986+1.99768e-16j 0.00747786-7.44087e-17j -0.00701829+5.00548e-16j -0.00130435-5.2942e-15j 0.003334+1.39641e-16j 0.00243746+8.20515e-17j -0.00111742-7.47346e-16j 0.00846401-2.14506e-16j -0.00909531-1.67299e-16j -0.00310158-7.86872e-16j -0.00136626-1.01692e-15j 0.00866304+1.69606e-15j -0.00155204-9.02113e-16j -0.0161657-1.1925e-15j 0.007704-5.20662e-16j -0.00317792-5.02473e-16j 0.00510109-5.63775e-16j 0.00606223-4.46735e-16j 0.00368356-4.75028e-16j 0.00271621+9.21973e-17j -0.000733014-3.54645e-16j 0.00553153-2.11477e-16j 0.00372304-3.69121e-17j 0.00330109-1.46675e-16j -0.00951906-1.70841e-16j -0.00995314+4.38674e-16j 0.00802381+5.1224e-16j -0.0110902-2.92665e-16j 0.00522306-5.39143e-16j -0.0092327-1.46299e-16j -0.0070697+2.11233e-16j 0.0134349-1.25529e-15j 0.00264322+3.32729e-15j 
-0.00445922-7.6983e-15j -0.0108311-7.42568e-15j -0.00617527-2.31597e-15j -0.00949696-3.47175e-15j -0.00157221-1.97434e-16j -0.00318121-1.69617e-15j 0.00260905+9.26578e-16j 0.00728608+8.2494e-16j -0.00163105-7.08002e-16j -0.000356603+4.06922e-16j 0.00253604+1.04663e-15j 0.00813015+3.0772e-15j 0.00146344+8.19786e-16j 0.00740714+2.15742e-15j 0.00236301+8.52872e-16j -0.00158289-1.34485e-15j -0.0026823-4.87673e-16j -0.00341032-1.27273e-15j 0.000892198-1.27752e-16j -0.00378087-1.47954e-15j 0.00036215-7.25965e-17j 0.00325616+2.94263e-15j 0.00622688+2.62149e-15j 0.00185058+3.30897e-16j 0.00093946+4.16996e-16j 0.00554553+2.33074e-15j 0.00135003+3.45787e-16j -0.00382565-1.07047e-15j -0.000980473-4.49539e-17j -0.00029585+1.36581e-15j 0.00410128+2.83593e-14j 0.00556455+3.02762e-15j 0.000414181+3.86177e-16j -0.00745819-2.79854e-15j 0.000953216+1.0146e-15j -0.00615884-2.59887e-15j 0.000423509+3.26898e-18j -0.00889086-3.05788e-15j -0.00199994-5.34096e-16j -0.00121283+6.37589e-17j -0.00108731+2.18019e-16j 0.00692693+2.08019e-15j -0.00355593-1.54465e-14j 0.00694249+3.01322e-15j 0.00217494+1.19456e-15j -0.00804807-3.56607e-15j -0.00555458-1.44764e-15j 0.00417286+1.14903e-15j 0.00376432+1.71349e-15j -0.0129848-4.55467e-15j -0.00554639-2.95007e-15j 0.00386702+2.0157e-15j -0.00109608-9.74128e-16j -0.000643941+3.04532e-16j -0.0029246-1.13457e-15j -0.000839474-7.44457e-17j 0.00389644+1.67671e-15j -0.00259647-1.14424e-15j -0.00167832-4.17736e-16j -0.00370272-1.65528e-15j -0.00644646-2.55905e-15j -0.00342031-1.12947e-15j -0.00247125-6.6811e-16j -0.00078295-9.53855e-16j 0.0101655+3.60097e-15j 0.00408347+1.98174e-15j 7.21156e-06-2.82337e-16j -0.00918007-3.18043e-15j 0.00304191+6.85593e-16j 0.00771583+2.84986e-15j -0.00704859+2.12135e-15j 0.00529252-1.01182e-14j 
0.00240593+7.25604e-16j -0.00199623+1.17803e-15j 0.00564958-8.00397e-16j -0.0035057+9.32101e-16j -0.00279683+5.58411e-16j -0.00205476+4.1605e-16j -0.00379589+5.43853e-16j 0.00175351-9.60417e-16j -0.00269286+3.44324e-16j -0.00341486+7.18823e-16j -0.00183704+3.42968e-16j 0.00167645-6.73039e-16j -0.00318899+6.76883e-16j -0.00106557-2.52866e-17j 0.000269568-1.2331e-16j -0.000408976+1.07023e-17j -0.0037909+1.17879e-15j -0.000276865-1.13215e-17j 0.0021955-3.89211e-16j 0.00199903-8.85181e-17j 0.00318078-6.51258e-16j -0.000798631+9.03242e-17j 0.00431174-1.01645e-15j 0.000146178-1.97509e-16j 0.000608464-1.30613e-16j 0.00224688-4.54813e-16j 0.00223143-4.04027e-16j -0.0031594+6.58672e-16j 0.00173651+9.55252e-16j 0.00297171-1.80847e-14j -0.0014818-8.57888e-15j 0.000704535-7.83527e-16j -0.0064226+4.71027e-15j 0.00646227-5.74356e-16j -0.00178021+3.72116e-16j -0.00395512+7.61292e-16j -0.0147095+2.37432e-15j 0.00376387-4.64615e-16j -0.00611557+1.10412e-15j -0.00367587+7.46728e-16j 0.000425087+7.74209e-17j 0.00356988-1.05858e-15j 0.0102281+3.85006e-14j -0.00752041+1.48034e-15j 0.00192503-2.77043e-16j 0.00500847-7.61371e-16j -0.00323214+7.87285e-16j -0.00243027+1.87222e-16j 0.00310321-3.38921e-16j -0.00526812+6.86546e-16j 0.0132091+1.00294e-15j -0.00684983-9.18118e-16j -0.0112553+1.38257e-15j 0.000791348-4.33667e-16j 0.000252448-1.67934e-16j -0.00823931+1.85459e-15j -0.000171817+3.97822e-16j 0.00407161-5.49865e-16j -0.00219211+4.35217e-16j 0.0054881-7.86008e-16j 0.000417306+1.46742e-16j -0.00100099+1.85575e-16j -0.000828271+1.90972e-16j -0.00187515+2.80251e-16j -0.00706924+8.01036e-16j 0.00511122-8.22677e-16j -0.014786+2.35158e-15j -0.00102464+4.11224e-16j 0.0014193-4.45475e-16j -0.00544311+6.3396e-16j 0.00307176+2.11639e-15j 0.00548362-8.14665e-15j 
-0.00394995-1.99597e-15j 0.00205431-9.54047e-16j -0.00200566+3.33706e-17j 0.0014326+9.26301e-18j -0.000254679+6.78402e-19j 0.00127826+4.19268e-17j -0.00145188-7.06575e-17j -0.00219584+4.97296e-16j -0.000392587-1.41008e-17j -0.00120556-3.81789e-17j -0.000801523-3.64393e-17j -0.00181889-4.04215e-17j -0.000177056-7.51816e-17j -0.00212069+2.46882e-16j -0.000630233-1.11082e-17j 0.00141955+3.57885e-17j -0.000282046+3.10372e-17j -0.000484062+1.24884e-17j 0.000310769+1.45153e-16j 0.00146053+4.35933e-17j 0.000786984-2.89757e-17j -0.00143528-6.45933e-16j -0.00303711-9.26225e-17j -0.000290677+9.02415e-17j -0.000815784+2.62428e-17j -0.00138488-6.04089e-17j -0.00189872-2.68135e-17j 0.000851317+1.05987e-17j -0.00163837-1.24789e-16j -0.000475787+2.24168e-15j -0.000948161-5.16293e-15j 0.00194918-2.72899e-16j 0.00132118-6.36144e-16j -0.00355971+1.02158e-17j -0.0017692-1.75308e-17j 0.00241293-7.7139e-17j -0.00481741-1.24157e-16j 0.0016983+6.55139e-17j -0.00115359+2.67867e-17j -0.00274841+1.03067e-17j 0.00118993+1.03274e-16j 0.000398009-1.96393e-17j 0.00617855+2.44315e-14j -0.00179303+3.16493e-17j -0.00367257+1.28246e-16j -0.00179364-3.76106e-17j -0.00223461+2.61909e-17j 0.00156923-1.49562e-16j -0.000473173-8.53097e-18j -0.000707675+2.16901e-16j -0.00239337-7.73028e-16j 0.00378068+3.50399e-16j -0.00259546-1.74982e-16j -0.00311177-4.18053e-18j 0.00241589+6.7228e-17j -0.00557303-1.85031e-16j 0.00557308-1.47764e-17j -0.00150347-1.60324e-16j -0.00408145-1.42351e-16j 0.00291894+9.77736e-17j -0.000926792-3.64507e-17j -0.00316059-1.75388e-16j -0.000162325-4.88764e-18j 0.00260928-2.05833e-17j -0.00329432-2.03734e-16j -0.00127605+1.24312e-17j -0.0034882-1.38967e-16j -0.0022246+3.20926e-18j 3.36535e-05+7.85696e-17j 0.00714536+9.73762e-17j -0.000601686-1.99284e-15j -0.00407141+6.06965e-15j 
0.0029023+1.67122e-16j -0.00527289+1.29739e-16j 0.00800422-4.26037e-17j -0.000475102-2.06266e-17j -0.00501589+4.18209e-17j -0.00588771+1.8337e-17j -0.00385115+6.18589e-17j 0.00417894-1.07878e-15j 0.000816278+1.33301e-16j -0.00105432-1.08332e-16j 0.0028005-1.35614e-16j -0.00188792+6.53345e-17j -0.0042255+9.37997e-17j -0.00273381+1.22135e-16j -0.00309967+3.60206e-16j -0.0024569+1.84632e-16j -0.00410251+5.10545e-16j 0.00461356-1.1929e-16j 0.0013383-9.90898e-17j 0.000814761+7.28211e-17j 0.00533012-1.11491e-16j -0.00118106-1.74035e-16j 0.00061361-5.29143e-17j -0.00146433+1.41087e-16j -2.13748e-05+1.51268e-16j -0.0014197-3.27242e-17j -0.00270993-2.58274e-16j -0.00406555-1.31271e-16j -0.0012573+5.08842e-16j 0.000847813-5.7328e-15j 0.00204367+1.18529e-14j -0.0014572+6.44695e-16j -0.00650965+3.70957e-15j 0.00607587+2.45453e-16j 0.00143964-3.38091e-17j -0.0157576+6.43782e-16j -0.00631628-7.10186e-17j -0.0104455+2.07527e-16j -4.68813e-05-1.56863e-16j 0.00152338-1.43835e-16j 0.00223876-2.31546e-16j -0.00229497+7.24298e-17j -0.00676148-2.66041e-14j 0.000962654-2.50572e-16j 0.00194741-1.92246e-16j -0.00459248+2.31364e-16j 0.0105611-1.02858e-16j -0.00878962+5.11732e-17j -0.00297343-7.68763e-16j -0.00469125-7.84909e-16j 0.018407+2.585e-15j 0.00453732-1.5477e-15j 0.00314579-4.12474e-17j -0.00304728+1.09098e-15j -0.0129876+9.92784e-16j -0.00956238+7.01324e-16j -0.00406859+7.77602e-16j -0.00240161+5.15444e-16j 0.00569499+2.82877e-17j -0.00507627+1.50183e-16j -0.00956259-2.81661e-16j -0.00478993-1.3208e-16j -0.00141313+2.69306e-17j -0.00123515+4.1214e-17j 0.00630704-3.00557e-17j 0.0143782-1.94549e-16j -0.00953173-3.6725e-18j 8.73225e-05-2.49304e-17j 0.00587701-2.03254e-16j -0.0135044+7.22081e-17j -0.00466021+5.37029e-15j 0.00829536-1.56554e-14j 
-0.00119607-1.97147e-15j -0.00307464-1.19184e-15j 0.000943847-1.54345e-16j -0.000840792-1.27478e-16j -0.00187517+5.92928e-17j -0.0015119-2.53482e-16j -6.34432e-05+3.63165e-18j 0.00181913-2.77888e-16j 0.00052633-5.03784e-18j 7.68042e-05+1.58895e-17j 0.00115754+1.07981e-16j 0.000448351+1.2465e-16j -0.00129773+2.17645e-16j 0.00057865+3.90849e-17j -0.000631371+5.06025e-17j -0.00109145-1.31101e-16j -0.00114362+1.86536e-16j 0.00127122-1.14729e-16j 0.0008848-8.84157e-17j -0.000112718-7.0179e-17j 0.000763596+1.15182e-17j -4.6096e-05+1.16141e-16j -0.000413568+4.66355e-17j -0.000160476-5.39305e-17j 0.000152492+6.49867e-17j -0.00032555+1.78293e-17j -0.00188314-1.05516e-16j -0.000914346-6.65817e-17j -0.00125394-7.1832e-16j -0.00149583+8.61302e-15j 0.00160497+9.96169e-15j 0.00048129+5.50677e-16j -0.00129114+7.45889e-16j -5.87575e-05-9.09687e-17j -0.000909683+5.8933e-17j -0.00351198-3.05569e-16j 0.00205893-2.24718e-16j -0.00618565-3.0258e-16j 0.000443709-8.66762e-17j -0.000534558-9.5112e-17j -0.000942077+4.86732e-17j 0.000988568+7.73227e-17j -0.00390095-1.55491e-14j 0.00125017+1.25364e-16j 0.000568802-1.44318e-17j -0.0019003-2.17574e-16j 0.0021709+2.14902e-16j 0.000121436+1.23944e-16j -0.000453524-1.19701e-16j -0.00165169-5.97709e-16j 0.00241436+4.42097e-16j 0.00188658+1.34224e-16j 0.00532838+1.4829e-16j -0.00206313+3.6669e-16j -0.00313071+1.23758e-16j -0.0022396+5.43493e-17j -0.00295427+4.41541e-16j -0.00201936+7.49538e-17j 0.00231701+1.51029e-16j -0.0031941-2.6256e-16j -0.00413295-4.12464e-16j -0.00166013-2.03276e-16j -0.000686026+8.03158e-17j 0.000918738-1.48551e-16j 0.00608303+3.78845e-16j 0.00321086+4.28188e-16j 0.00136665-2.01647e-16j -0.00116426-1.63229e-16j 0.00340729+7.13474e-17j -0.00224917+8.00627e-17j -0.00476058+1.79543e-15j 0.00211656-5.79739e-15j 
