-0.347915-2.47263e-13j -0.0219705-1.26324e-13j -0.125998-7.08644e-17j -0.116756-6.06363e-16j -0.0617193-3.47738e-16j 0.152051+3.81828e-15j 0.063965-4.51917e-16j 0.144213-3.13776e-14j -0.105046+5.75686e-15j -0.260491-5.45442e-15j -0.0319703+3.33486e-15j 0.101903-6.32087e-15j 0.125763-2.02371e-15j -0.026331+7.67818e-15j 0.00686844-1.2326e-14j 0.263528-7.7307e-15j -0.177771+1.72041e-14j -0.236057-5.21795e-15j 0.0502515+3.61507e-15j 0.0182514+4.7971e-15j 0.138654-3.99707e-15j -0.0393625+3.05964e-15j 0.1829-1.54734e-15j 0.00301041-4.00262e-15j -0.0172617+7.79466e-16j 0.113552+6.73167e-15j 0.290695+4.66322e-15j -0.230028+3.1891e-15j -0.0581963+2.71765e-14j 0.062063-4.07908e-13j -0.219051-1.29096e-12j 0.10392-6.52148e-14j 0.0844817-4.92269e-14j -0.00783383-3.11199e-15j -0.0231783-1.2718e-16j -0.031111+8.38614e-16j -0.0309164-5.01899e-16j -0.00116716-3.15394e-17j 0.00764859-1.08576e-16j -0.0307-2.11689e-16j -0.0238659+1.32403e-15j 0.0552442-1.35084e-15j 0.022514+8.68468e-14j -0.0300017+1.63618e-15j -0.0212506+9.15279e-16j -0.0148341-3.92533e-16j 0.000549596+8.9368e-17j 0.0757537+1.1335e-15j -0.00200781+1.33321e-15j -0.0244061-1.01988e-15j -0.010451-3.08899e-15j 0.0103002+1.80287e-15j 0.0425085+2.91704e-15j -0.0505769+1.48347e-15j 0.0369431-6.66412e-16j -0.0747574+5.49094e-15j -0.0266732+8.00868e-15j -0.0383522+2.18707e-15j -0.0180046-2.74298e-16j -0.020163+1.52218e-15j -0.0273811-2.39643e-15j -0.0398711-1.53385e-15j 0.0240056+5.73395e-16j 0.0144145-3.12289e-16j 0.0264907-1.24591e-17j -0.00819827-3.36157e-16j 0.0308434+5.10396e-17j -0.0251038-3.55136e-16j 0.0674689+1.7164e-15j 0.0726531+1.50796e-15j -0.113851-3.85126e-14j -0.110422+1.14419e-13j 
0.0026572+1.36589e-15j 0.0011116+9.69695e-16j -0.00180572+2.69722e-16j 0.000320688-1.10042e-16j 0.00279138-6.51607e-16j -0.000236118+1.42332e-16j -0.000576067+1.60393e-16j -0.00208394+8.70768e-16j -0.00198376+1.72271e-16j 0.00103913-5.33289e-17j -0.00131542+2.13131e-16j -0.00010271+1.81599e-16j 0.0018864-5.3225e-16j 0.00140705-3.37309e-16j 0.000164348+1.28939e-16j -0.00193339+5.64439e-16j 0.00308398-1.12845e-15j -0.00228182+5.11526e-16j -0.000266443+2.62733e-16j 0.00113256-3.63496e-16j -0.00228729+4.857e-16j 0.00057407-1.77228e-16j -0.000788619+2.30208e-16j -7.76607e-05+1.0337e-16j 0.0012999-4.08513e-16j 0.000399525+1.8979e-17j 0.00188699-3.22907e-16j 0.00209005-2.45968e-16j -0.00082859+5.55846e-16j 0.000512824-3.77824e-15j 0.000169102+6.17608e-16j -0.00116859+4.51369e-16j -6.24001e-05+3.21019e-16j -0.00143527+2.6076e-16j 0.00168028-4.38617e-16j 8.2715e-05+1.00269e-16j -0.00315896+7.85773e-16j 0.00344307-7.13594e-16j -6.96418e-05+3.5899e-16j 0.00174568-2.39864e-16j 0.00257906-2.91568e-16j -0.000851788+1.92962e-16j 0.00254096+9.69792e-15j 0.00143618-2.7902e-16j -0.000423243-4.13273e-17j -0.00190636+1.20903e-16j -0.00240509+6.34571e-16j -0.00284644+3.17293e-16j 0.000309135-3.48369e-16j -0.000639074+8.92096e-16j -0.00203809-3.69365e-16j 0.00224258+2.05862e-16j -0.00603793+1.26254e-15j 0.00128888-7.21481e-16j -0.00117563+2.15555e-16j 9.27635e-05-7.85479e-16j 0.0061364-1.55811e-15j 0.000694826-7.52082e-16j -0.00291325+4.59627e-16j 0.00341467-6.16497e-16j 1.93847e-05-3.11775e-16j -1.56824e-05-9.00112e-17j -0.00103341+1.50182e-16j -0.000794012+4.05362e-16j -0.00466459+7.83016e-16j -0.00114066+4.78728e-17j -0.00361219+9.19642e-16j -0.00131316+2.7412e-16j -0.00284573+7.4114e-16j 0.00293901-3.11856e-16j 0.00404363-1.46187e-15j 0.000559911+8.05123e-16j 
-0.000393667-1.26345e-15j -0.00281467-6.49625e-16j 0.00170391-1.54056e-16j -0.00316111-6.8333e-17j -0.00225729+1.09561e-16j 0.000214695-3.74399e-17j 0.000247879+2.86846e-17j 0.000932542-2.44794e-16j 0.00014508-7.44298e-17j 0.000123186+1.33493e-16j -0.00125358+6.46419e-17j 0.00297424+5.32226e-17j -0.00324373+2.95642e-16j 0.0018597-1.48509e-16j 0.00193395+2.01557e-17j -0.000785946-1.77221e-16j -0.0015727+3.29168e-16j 0.00109259-1.73778e-16j 0.00152506-1.40152e-16j -0.000196182+6.86656e-17j -0.000684023-1.28791e-16j 0.000227632+2.82733e-16j 0.00149518+2.3371e-17j 0.00156798-1.72756e-16j 6.74513e-05-7.46092e-17j 0.00151785+8.78905e-17j -0.00184137-2.89563e-17j -0.000222701+4.18813e-17j 0.00163781-3.73434e-16j -0.000846632+5.90406e-15j 0.00102795+6.84366e-15j 0.00194502+3.53161e-16j -0.00203345+1.20566e-15j 0.00146334+4.29598e-18j -0.00381006-3.78436e-18j 0.00366245-7.46129e-17j 0.000454043-1.80367e-16j -0.00119935+1.0611e-16j -0.00212102-6.76793e-17j -0.00270238-1.04079e-17j -0.00205578+1.83226e-16j 0.000454426-4.03304e-17j 0.00337975+1.34604e-14j -0.00298599+2.74065e-16j -0.00166694-5.87923e-17j 0.00110828-8.00969e-17j -0.00478704-3.59537e-17j -0.000923859-9.58908e-17j 0.00180401+3.60216e-16j 0.00121053-3.90529e-17j -0.000656391-4.55016e-16j 0.00102866+4.07569e-16j 0.00368267-5.33844e-17j -0.00304336+2.52781e-16j -0.00138606+2.38937e-16j -0.00404537-5.15921e-17j -0.00025059+4.74578e-16j 0.00048984-2.83522e-17j -0.00387268-2.865e-16j 0.00436739+1.99575e-16j -0.00172866-9.03121e-17j -0.00264736-2.14061e-16j -0.00346769-6.83158e-17j 0.00515535+1.3576e-17j -0.000166912-2.18912e-16j -0.00374185-2.26219e-17j -0.00108772-1.87367e-16j -0.00245461-1.12909e-16j 0.00346004+6.6869e-18j 0.00093527+3.04447e-16j -0.00234374+1.95985e-15j 0.00276991-5.69237e-15j 
1.56882e-06+5.12414e-16j 0.000552765+7.89102e-17j -0.000885986-1.29469e-16j 0.00130226+5.00873e-16j 0.00125489+4.60602e-16j -0.000483608-4.15246e-16j -0.000657206-3.45769e-16j -0.00106249-1.10221e-16j -0.000987962-5.15947e-16j 0.000193854+2.25803e-16j 0.000139223+1.02359e-16j -0.00141954-5.70829e-16j 0.00149169+4.6669e-16j -0.000113306+4.98786e-17j -0.00116845-4.79362e-16j -0.00126606-6.40633e-16j 0.00172864+5.20391e-16j -0.000922101-2.18113e-16j -0.000173548+6.37314e-17j 0.00094718+3.4611e-16j -0.00059362-1.8614e-16j -3.65896e-05-2.35336e-16j -0.00207059-8.69745e-16j -0.00112107-3.64691e-16j 0.000768777+4.56906e-16j -0.00117432-5.63316e-16j 8.32309e-05+1.93009e-17j 0.00103085+3.9132e-16j -0.00253023-1.52158e-15j -0.000917088+4.21775e-15j -7.62147e-05-6.10778e-16j -0.000887569-5.30493e-16j -0.000746921-1.51408e-16j -0.00108732-3.09133e-16j -0.00035107-9.26855e-17j -0.000487658-6.18494e-16j -0.00121541-5.99989e-16j -0.000319351-3.90171e-16j -0.000366569-2.39292e-16j -0.000502098-1.73481e-16j 0.000105983+3.93482e-17j 0.00133233+8.74734e-16j 0.000847439+3.53092e-15j -7.44512e-05+7.82619e-17j 0.00035094+5.66018e-16j -0.000168475-2.23729e-17j -0.000783227-3.79107e-16j 0.000905221+3.33043e-16j 0.000385999+3.80315e-16j -0.00133769-8.65272e-16j 0.000222146+6.08733e-16j -0.000263737-5.12916e-16j -0.001242-7.06936e-16j 4.8968e-05+1.29104e-16j 0.000609289+2.15531e-18j -0.000692187-2.43207e-16j 0.000464024-3.28532e-17j -0.0002175-3.84776e-17j 0.00016302+3.51275e-16j -0.000128984-1.91397e-16j -0.000632526-5.34967e-16j 7.57871e-05+2.02929e-16j 0.000223154+5.02232e-17j -0.000624972-5.25761e-16j 0.00026988+3.95324e-16j 0.000789065+6.98497e-16j -0.000677087-4.11939e-16j -0.000700046-3.62521e-16j -0.000222434+1.81104e-17j 0.000756639-1.37379e-16j -6.90427e-05-1.11992e-16j -7.95342e-05+5.40489e-16j 
0.00431288+1.94056e-15j -0.00318501+8.44361e-16j 0.00377733-1.56994e-16j -0.00190459+4.93299e-19j -0.00167238+1.18081e-16j -0.00216811-1.61172e-16j -8.53686e-05-6.37606e-17j 0.00194648-5.51402e-16j 0.000948257-1.28002e-16j 0.00122553+3.67491e-17j 0.000515066+5.46413e-17j 0.00156212-5.4446e-17j -0.00266995+2.55304e-16j 0.00118431-1.72947e-16j 0.000595481-3.52553e-17j -0.00181521-2.25581e-16j -0.0010546+2.98646e-16j 0.00240305-1.69224e-16j 0.000593262-1.34782e-16j -0.000611881+1.49941e-16j 0.000225887-6.1293e-17j 0.000553186+3.87128e-16j 0.00228727-1.03188e-16j 0.000934994-2.48695e-16j 0.000354829+9.24968e-17j 0.00103158-1.81786e-17j -0.000708544-8.46612e-17j -0.00115511+1.89628e-18j 0.00204899+1.18976e-16j 0.000932101-4.8766e-15j 0.00217478+1.29588e-14j -0.000899279+6.05484e-16j -0.0028336+1.44433e-15j 0.00324731-1.78116e-16j 0.00107942+5.27169e-17j -0.00395753-1.44938e-17j 0.000622203-2.74659e-16j -0.00233501+2.26651e-17j -0.000273472-1.49411e-16j 0.00136517-5.02281e-17j -0.000289033+5.02184e-17j 0.00078318+3.64708e-16j -0.00334867-1.29815e-14j 0.000913974+9.82473e-17j 0.00314448+7.70256e-17j 0.000944549-6.83869e-17j 0.00136486-3.49509e-16j -0.00251353+1.83352e-16j 0.000725822+1.61437e-16j -0.0011924-6.11284e-16j 0.00479473+9.94413e-16j -0.00243902-6.47958e-16j 0.000315639-5.10298e-16j 0.00171774+2.04474e-16j -0.00345872+1.49548e-16j 0.00121545+1.04257e-16j -0.00341891+4.30468e-16j 0.00102223+1.34651e-16j 0.00279396+5.09401e-18j -0.00130223+5.61988e-17j -0.00138922-2.06535e-16j 0.00137394+1.4424e-16j -0.000785842-2.5527e-17j -0.00181492-1.71578e-16j 0.00234147+4.39678e-17j 0.00308493+1.13798e-16j -0.000863111-1.89544e-16j 0.000579232-2.48695e-16j 0.00118105-1.56472e-16j -0.00648655+2.02154e-16j -4.47868e-05+2.91815e-15j 0.00537163-8.37612e-15j 
-0.00239398-7.79794e-16j 0.00233629-6.02387e-16j 0.00120125-3.80656e-16j 0.00268319-2.82762e-16j -0.000561142+1.48725e-16j 0.00103467-7.23405e-17j -0.000136083-4.6647e-17j -0.000413961+8.94444e-17j 0.00080577-4.68801e-17j -0.000819117-7.2283e-17j -0.000139871-1.93571e-17j -0.00203595+1.82845e-16j 5.753e-05+3.48057e-17j -0.00231158+5.49766e-16j -0.00110485+1.09982e-16j 0.00164918-1.40293e-16j -0.000395745+1.89885e-16j 0.000746787-2.02707e-16j -4.65041e-05+6.6392e-17j 0.000438283-1.59142e-17j 0.000957285-1.64573e-16j -0.00106378-2.92745e-16j -0.00186452+4.69385e-17j -0.000653686+1.61505e-16j -0.00112902+1.84754e-16j -0.00177377+1.41922e-16j -0.000242643+1.05345e-17j -2.74377e-05+1.12788e-16j -0.00068746-5.89542e-16j -0.00138169+8.33659e-15j -0.00177534-1.07512e-14j -0.000673007-3.26786e-16j 0.000735432-4.76558e-16j 0.0025256-5.62676e-16j -0.0011517+8.816e-17j -9.345e-05+1.12938e-16j 0.00167714-4.15601e-16j -0.00223608+3.40959e-16j 0.000922927-1.94923e-16j -0.000817375-8.72871e-17j -0.00143613+9.37242e-17j -0.00466854+5.43256e-16j -0.00249833-9.54301e-15j -0.00247096+2.78366e-16j -0.00239071-1.09023e-16j 0.000446658-9.97154e-18j 0.00577623-6.33042e-16j 3.15102e-05+1.76843e-16j -0.00247026-1.2734e-16j 0.00265629-7.77794e-16j 0.00370541-1.52163e-16j 0.000917531+2.61142e-17j 0.00670682-6.49364e-16j -0.00246615+5.38931e-16j -0.00038532+3.70349e-16j -0.0012942+3.44052e-16j -0.00460505+1.26444e-15j -0.000639506+2.57347e-16j 0.00173998-2.86228e-16j -0.00330008+5.4819e-16j 0.00155299-1.04123e-16j -0.00211419-1.90368e-18j 0.00143223-1.00913e-16j 0.00188403-1.34093e-16j 0.0019059-2.86204e-16j 0.00128964-1.74996e-16j 0.00141248-2.99686e-16j 0.00295741-4.49351e-16j 0.00138335-2.63502e-16j -0.0032984+7.94368e-16j -0.00195632-9.74122e-16j -0.00288302+3.59406e-15j 
0.00463992+3.22408e-15j 0.000191671+1.64025e-15j -0.00142512+3.3088e-17j 0.00116721-1.97502e-17j 0.00302446-3.51188e-17j -0.0039816-7.87203e-17j -0.00154385+1.81788e-17j -0.00131134+2.80878e-16j -0.000676319-2.27486e-16j 0.00294518+1.67811e-16j 0.00138921-1.234e-16j -0.00109458+1.74363e-16j 0.00126303-8.16844e-17j 0.00161078-1.92513e-16j -0.000837191+2.50757e-16j -0.00493856+1.69199e-16j 0.00323338-4.6677e-16j 0.000545539+8.7857e-17j -0.00100303+1.67476e-17j -0.000448476-1.55741e-16j -0.00179745+1.24206e-16j 0.00155949+2.46977e-16j -0.00143041+1.11913e-16j -0.00139249+2.19256e-16j 0.00140624+1.12816e-17j -0.000449499-8.48827e-18j -0.00164645+3.02781e-17j 0.00346775-1.10196e-17j -8.46416e-05-2.2801e-16j -0.000568272+3.45337e-15j 0.00346725+2.04803e-14j -0.00145527+1.06125e-15j 0.000252855-9.08213e-17j -0.00245993+9.78368e-18j 0.00341925-7.23753e-19j -0.00363859+1.40293e-17j -0.00280286-9.18294e-17j 0.000677042-9.66362e-17j -0.00027014+1.29624e-17j 0.00106441-4.35403e-17j 0.00152962-2.16524e-17j 0.00198911-7.42815e-17j -0.00105423-4.03174e-15j 0.00283086-2.15123e-16j 0.00268616+3.24956e-17j -0.000804759-1.37956e-16j 0.00145538-3.53786e-18j 0.00268492+4.70495e-17j 0.000426461-3.3189e-17j -0.00566025-2.75131e-17j 0.000537299+7.98096e-16j -0.00322947-5.39079e-16j -0.00769942-2.42632e-16j 0.0041572-6.22743e-16j 0.00294447-4.26114e-16j 0.0041058-2.4849e-16j 0.00140206-2.73917e-16j 0.000747586-1.04238e-16j 0.00276171+1.17774e-16j -0.00391047-6.16253e-17j 0.00246877+4.00759e-17j 0.00262513+7.03166e-17j 0.00305197+2.01081e-17j -0.006133+1.72893e-17j 0.000527389+8.48992e-17j 0.00493868+1.03146e-16j -0.00182738-1.12326e-16j 0.000137535-1.40204e-17j -0.0040395-6.40935e-18j 0.000734028-5.90588e-17j 0.00316278-5.15098e-16j 0.000166514+1.42783e-15j 
-0.00499527-2.01285e-15j 0.0039588-1.16726e-15j -0.000706225-5.08212e-17j 0.00149228-1.18551e-16j -0.000206367-1.63075e-17j 0.00491391-4.41343e-17j 0.00210405-1.2168e-16j -0.00120684+4.20974e-16j 0.00059019+1.22458e-16j -0.00221315-1.94545e-16j -0.00139396+8.62429e-17j -0.000259886-6.32701e-17j 0.00129994-8.57701e-17j -0.00193252+3.48447e-16j 0.000724163-2.68632e-16j 0.00536305-1.7714e-16j -0.000680979+8.25883e-17j -0.00182591-4.46192e-17j 7.86869e-05+1.13456e-16j 0.000759112+3.80287e-17j 5.64717e-05-3.08887e-19j -0.00126676-3.30273e-16j 9.45495e-05+1.35388e-17j 0.000580749-3.75483e-17j -0.00153903-2.59678e-18j -0.000470955+8.91319e-17j 0.00259663+1.22633e-16j -0.000583258+2.15572e-17j 0.000406865-2.70306e-16j -0.000528539+3.53388e-15j -0.00438864-2.63662e-14j 0.000164549-1.21957e-15j 0.00242965-1.57242e-15j 0.0019855-1.97817e-16j -0.00258202+7.54587e-17j 0.00588256-3.48877e-16j 0.0044256-3.46689e-16j 0.00418183+2.70106e-17j 0.0045397-1.13123e-16j 0.00125909-1.57403e-17j 0.0020443+5.05083e-17j 0.000374512+4.48936e-17j 0.00191789+7.52647e-15j -0.00132953+2.08086e-17j -0.00186875-4.75551e-17j 0.00325949-7.23763e-17j 0.000706546-1.24167e-16j -0.00190642+4.9384e-17j -0.00319654-2.514e-16j 0.0125126-3.32088e-16j -0.00360667-1.1682e-15j 0.00256626+8.64398e-16j 0.00535568-3.68965e-16j -0.00265262+3.25606e-16j 0.000989329+8.64864e-17j -0.00240084+1.33607e-17j 0.000199145+3.27893e-16j -0.00268685+2.19308e-16j 0.000417191-2.68099e-16j 0.00487693-2.91654e-16j -0.0028578+1.35088e-16j 0.00272756-1.14178e-16j -0.000293073+4.9736e-17j 0.00328945-9.11438e-17j -0.00426514-9.86983e-17j -0.00700669+2.04377e-16j 0.00618641-3.40687e-16j 0.00305439-1.38542e-16j 0.001672-4.60007e-17j 0.000772839+1.30953e-16j -0.00112973-2.68781e-15j -0.00556334+8.31997e-15j 
0.00415939+3.17989e-15j 0.000920927+1.4835e-15j 0.00119513-1.45055e-17j 0.0034769-1.52051e-16j 0.000980914-2.13541e-17j 0.000336405-1.5535e-16j 0.00102321-9.34663e-17j -0.0020858+5.72273e-16j 0.0025613-4.38888e-17j 0.00358344-1.07329e-16j 0.000649353-5.89364e-17j -0.00294624+1.91088e-16j -0.000565177-7.22772e-17j -0.000677348+1.41223e-16j -0.000962156+1.32791e-16j -0.00166035+4.90423e-17j 0.00303484-3.43646e-16j 0.00318391+4.99495e-17j -0.00139497+4.76391e-17j -0.000246376-8.58617e-17j -0.00198885+9.5917e-17j -0.000190959-3.04228e-16j -0.00414787+1.11028e-16j -8.38072e-06+2.09192e-17j 0.000105193+2.7353e-17j -0.00290124-2.98674e-17j -0.00303777-2.65482e-17j 0.0018961-6.9791e-17j -0.00116666-2.00749e-16j -0.000579643+3.08554e-15j 0.00181033+1.01228e-14j -0.00282155+6.25923e-16j 3.84293e-05-8.56888e-17j -0.000917483-2.50531e-17j 0.00107868+2.60947e-18j 0.00181329-2.04598e-16j 0.00777338-3.33342e-16j -0.00251303+9.67608e-19j 0.000777734-1.96605e-16j 0.00178582-1.34311e-16j -0.00252904-5.25543e-17j -0.00388964+2.20686e-16j -0.00631341-2.46295e-14j 0.00220572-1.33082e-16j 0.000303474-1.01281e-16j -0.000922294+6.20357e-17j 0.000597247-5.33632e-18j -0.000512252+8.8265e-17j 0.000364101+1.41343e-16j 0.00105532-2.40329e-16j -0.00348232-3.90341e-16j 0.000365951+4.49193e-16j 0.00619698-1.18092e-17j 0.00120057+1.82769e-16j -0.00203655+1.45544e-16j 0.00665663-3.36023e-16j -0.00309889-1.28138e-16j 0.00100053+2.52368e-17j 0.000929412+1.40965e-17j -0.00279066+5.29714e-17j 0.00227729+4.82783e-17j 0.000309873-2.1727e-17j -0.000840877+1.02126e-17j 0.00111389-9.00463e-17j 0.00398898+2.98448e-17j -0.00225802+2.14951e-16j 0.00587369-3.08616e-16j 0.00122307-9.21138e-17j -0.00111268-2.27722e-17j -0.00236673-2.97935e-18j 0.000580945+8.38518e-16j 0.00179758-2.43464e-15j 
0.000812315-2.01705e-16j -0.00218798-5.46234e-17j -0.00141953+3.078e-17j -0.0022996+4.95725e-17j 0.000823443+1.40134e-17j -0.00265981-2.90392e-17j -0.00132177-2.11671e-17j 0.000385474-1.7131e-16j -0.00198847-3.04735e-16j 0.000665799+1.71216e-16j -3.85378e-05-3.8848e-17j 0.00183102+1.91653e-17j 8.45696e-05+6.80723e-17j 0.00272883-3.31434e-16j 0.000557456+8.84355e-17j -0.0036103-3.60745e-17j 0.000748063-1.54378e-16j -0.00106886-3.70522e-17j 0.000565351+1.05075e-17j -0.000187552+1.9426e-17j -0.00109263+4.42637e-17j 0.00134154+3.50874e-16j 0.000781366+3.57753e-17j -0.000400476-2.62995e-17j 0.0013676+6.59632e-17j 0.00150273+3.6459e-17j -0.000696448+1.97496e-17j 0.00159669+4.20965e-17j -2.6651e-05-4.09548e-16j -0.000910762+5.56756e-15j 0.00206213+1.27661e-14j 0.00114766+5.69185e-16j -0.000843435+5.52378e-16j -0.00148497+7.05821e-17j -0.000179405-2.12372e-17j -0.00139859+4.76231e-17j -0.00415364+1.6854e-17j -0.000777012-1.82709e-17j -0.00148078+3.50951e-18j -0.000839801+3.14367e-18j 0.0011843-7.31169e-18j 0.000270134-4.0411e-18j 0.0026707+1.05994e-14j 0.000441427-2.7282e-17j -0.00116923+1.22299e-16j -0.00287034-5.58879e-17j -0.00208125+2.73841e-17j -0.00103827-8.79933e-17j 0.000670738+7.01837e-17j -0.0037126+1.27757e-16j 7.8587e-05-1.89881e-16j 0.0029291-4.16438e-17j -0.00348962-5.81822e-17j -0.0011266+5.61783e-17j -0.001494+1.82067e-16j -0.00357564-1.48024e-16j 0.00454635-2.57807e-16j -0.000323177-1.64197e-16j -0.00298028-5.32782e-17j 0.00169894+6.21752e-18j -0.00179742-6.5072e-17j -0.00273478-1.19763e-16j -0.00135139-1.24445e-17j 0.000709198-9.05724e-18j -0.000944218-2.25108e-17j 0.00141292+1.98453e-18j -0.00503385-2.14056e-18j -0.00322275+1.08565e-17j 9.96427e-05+5.04292e-17j 0.00342583+1.15666e-17j 6.81864e-05+8.41916e-16j 0.00158224-2.49107e-15j 
0.00219191+1.42633e-15j -0.000173719+7.77122e-16j 0.00147439-4.59873e-17j 0.00150821-2.63685e-18j -2.98509e-05+2.61509e-17j 0.00152865-6.14512e-17j 0.00223522-8.24415e-17j -0.00038381+8.35524e-17j 0.00212398+8.72524e-17j 0.00166622-1.40944e-16j 0.000647915-3.64306e-17j -0.00107778+2.49753e-17j 0.000124331-5.05051e-17j -0.000337655+3.79361e-17j -0.000337046-2.62026e-17j 0.000779312-4.19203e-18j 0.00144142-1.23457e-16j 0.00147493+3.20179e-17j -0.000760748+1.0306e-17j -8.30424e-05-2.48815e-17j -0.00107954+2.59816e-17j -0.000245373-1.44759e-16j -0.00133832+1.52284e-17j 0.000571553-1.04913e-16j -0.000106056-3.10421e-17j -0.00162404-2.7561e-17j -0.00013661-3.71899e-17j -0.000528806+5.26843e-17j -0.00113666+1.26605e-16j 9.23721e-05-1.0681e-15j 0.000101265-7.67295e-17j -0.00236745+7.7185e-17j -0.00101192+6.45001e-16j 0.000649141+1.75368e-17j 3.35669e-05+3.55217e-17j 0.00137425-2.7773e-17j 0.0077451-1.49683e-16j -0.000898944+9.14502e-17j 0.00230254-4.14621e-17j 0.00235173-3.61292e-17j -0.00103337+8.84024e-17j 0.00264095-1.54853e-16j -0.00471438-1.8429e-14j 0.0023154-1.03841e-16j 0.00351666-1.90716e-16j 0.00249599-2.71065e-17j -0.0011009+6.69928e-17j -0.000390774+1.47486e-16j 0.000619263+7.58268e-17j 0.00437449+1.0118e-17j -0.002654-2.31991e-16j -0.00241446+3.7461e-16j 0.00468123+3.4114e-19j 0.00197327-3.44352e-18j -0.00114017+3.44034e-18j 0.00509681-7.72523e-17j -0.00423029+1.40063e-16j -0.000158659+1.51698e-16j 0.00358994-5.68224e-17j -0.000270214-2.16761e-16j -0.0018207+1.23968e-16j 0.00459809+9.4467e-17j -0.000887318+1.08307e-16j -0.000663279-1.10876e-18j 0.00308324-5.38825e-17j -0.00301256+7.22056e-17j 0.00781849-1.29841e-16j 0.00152968+4.87358e-17j 0.000758992-1.07732e-16j -0.00411113+3.94658e-17j -0.000764196+1.43149e-15j 0.00234269-4.22057e-15j 
-0.00181617-1.51678e-15j -0.00068967-7.47757e-16j -0.00449085-3.61989e-17j -0.000409087-8.02003e-18j 0.00237104+2.31938e-17j 0.00250709-8.73139e-18j 0.00210345-6.32308e-17j -0.00112657+2.55596e-16j -0.00194726-2.49301e-16j 0.00019341+1.03061e-16j -0.00129472+1.57329e-18j 0.000819229+4.04863e-17j 0.00351802-7.29983e-17j 0.00251168-1.0966e-16j 0.000107124-6.15406e-17j -7.60878e-05-4.48196e-17j 0.00322761-4.25934e-16j -0.00409927+2.73146e-17j 6.633e-05+1.97781e-16j 0.00109084-1.01863e-16j -0.00297313+4.62808e-17j 0.00040625-1.49464e-16j -0.0018813+3.7276e-17j 0.000335128-1.09317e-16j 0.00148169-2.64319e-17j 7.25187e-05+5.21411e-17j 0.00278131+1.34254e-16j 0.00051935+1.67452e-16j -0.0044249-3.82472e-16j -0.00111281+4.90982e-15j -0.000802117-4.88557e-15j -0.000202395-2.16848e-16j 0.000140235+1.43411e-16j -0.00455094-4.3003e-17j -0.0013749-5.56243e-18j 0.00421287-9.00839e-17j 0.00346725-3.64642e-17j -9.28986e-05+3.49329e-19j -0.00127436-7.02239e-17j -0.00104156-5.52583e-17j -0.00243564+9.47405e-17j 0.00330466-3.22867e-17j 0.00105845+4.41282e-15j 0.00113947+7.0658e-17j 0.000576553+1.21383e-16j -0.000511165-9.7357e-17j -0.00786084-1.23291e-17j 0.00358999+1.52011e-16j 0.00351291+7.14866e-16j -0.00234189+2.89164e-16j -0.0080989-1.26081e-15j -0.000585446+5.85213e-16j 0.000423702+5.31159e-17j 0.000657447-2.09765e-16j 0.00200145-9.04429e-18j 0.00315675-2.79311e-16j 0.00148632-3.07022e-16j 0.000654539-1.82873e-16j -0.00308139-1.04078e-16j 0.00177861-6.84757e-17j 0.000293646+1.04366e-16j 0.000388403+7.52662e-18j -0.00188711+4.4431e-17j 0.00136659-6.02874e-17j 0.00178012+9.8285e-19j -0.00516632+4.75736e-17j 0.00400292-2.94583e-17j -0.00362791-5.4579e-18j -0.000464453+4.98932e-17j 0.00573732+1.2905e-16j -0.000722179+5.19226e-16j 0.000738835-1.61293e-15j 
