3.4359e-15-0.080297j -1.59905e-14+0.143808j 8.09697e-16-0.139435j -2.25105e-15+0.187095j -1.39145e-15-0.19564j -2.05253e-15+0.0062471j -8.40797e-16+0.107577j -2.32815e-15-0.138546j -3.11771e-16-0.185967j 2.11695e-15-0.151937j -2.09527e-15-0.0033352j 3.62963e-15-0.0930597j 8.20093e-15+0.249133j -3.55766e-15-0.0363759j -2.99912e-15-0.104099j 1.47212e-14-0.0427346j -3.18147e-14-0.174828j -5.36162e-14-0.156613j -1.77523e-11-0.159382j 3.79142e-14+0.183108j 2.19162e-15-0.251323j -1.96314e-14-0.0626221j -2.21583e-13+0.150505j 3.10816e-14+0.121715j -1.0605e-14-0.0442154j 1.24534e-14+0.15672j -5.03962e-15+0.0488607j -1.21792e-15+0.0271493j 2.74041e-14+0.00217917j 2.28317e-14-0.0369319j 4.96058e-15-0.168565j 9.12079e-15-0.0557536j 2.40808e-14-0.113112j -1.85961e-14-0.133749j -1.41845e-14-0.0415416j -2.12376e-14-0.26235j 1.85044e-14-0.148132j -2.91329e-14+0.0125897j -3.20399e-14+0.219583j -7.41754e-14-0.122077j -1.27785e-14-0.0731557j 1.98018e-15+0.0389278j -1.86049e-15-0.0591065j 5.85802e-15-0.199263j -1.50809e-16+0.0492357j 1.32196e-15+0.0684379j -3.18373e-15+0.145845j -7.35524e-16+0.173218j 4.07044e-15+0.129001j 6.97126e-16-0.100925j -1.84741e-16-0.0106182j -1.16494e-16+0.175896j -1.40832e-15+0.173195j -7.26941e-16+0.130787j 9.74122e-14+0.136912j 2.09119e-14+0.0768406j 
1.38139e-18-3.2283e-05j -6.42891e-18+5.78174e-05j 3.25535e-19-5.60591e-05j -9.05025e-19+7.52208e-05j -5.59427e-19-7.8656e-05j -8.25209e-19+2.51162e-06j -3.38038e-19+4.3251e-05j -9.36023e-19-5.57018e-05j -1.25346e-19-7.4767e-05j 8.51107e-19-6.10855e-05j -8.42392e-19-1.3409e-06j 1.45928e-18-3.74142e-05j 3.29714e-18+0.000100163j -1.43034e-18-1.46248e-05j -1.20578e-18-4.18524e-05j 5.9186e-18-1.71812e-05j -1.2791e-17-7.02886e-05j -2.15561e-17-6.29653e-05j -7.13722e-15-6.40788e-05j 1.52432e-17+7.36176e-05j 8.81129e-19-0.000101043j -7.8927e-18-2.51769e-05j -8.90862e-17+6.05098e-05j 1.24962e-17+4.89351e-05j -4.26367e-18-1.77766e-05j 5.00683e-18+6.30084e-05j -2.02616e-18+1.96442e-05j -4.89659e-19+1.09152e-05j 1.10177e-17+8.76124e-07j 9.17937e-18-1.48483e-05j 1.99438e-18-6.77706e-05j 3.66697e-18-2.24155e-05j 9.68157e-18-4.5476e-05j -7.47648e-18-5.37732e-05j -5.70283e-18-1.67016e-05j -8.53846e-18-0.000105476j 7.43962e-18-5.95556e-05j -1.17127e-17+5.06161e-06j -1.28815e-17+8.82825e-05j -2.98218e-17-4.90804e-05j -5.13751e-18-2.94119e-05j 7.96123e-19+1.56507e-05j -7.48002e-19-2.37635e-05j 2.35519e-18-8.01128e-05j -6.06319e-20+1.9795e-05j 5.31488e-19+2.75151e-05j -1.28e-18+5.86362e-05j -2.95714e-19+6.96413e-05j 1.6365e-18+5.18642e-05j 2.80276e-19-4.05764e-05j -7.42742e-20-4.26899e-06j -4.68358e-20+7.07182e-05j -5.66208e-19+6.9632e-05j -2.92263e-19+5.25821e-05j 3.91641e-17+5.50447e-05j 8.40752e-18+3.08934e-05j 
-6.85179e-18+0.000160126j 3.18879e-17-0.000286779j -1.61468e-18+0.000278057j 4.48899e-18-0.000373101j 2.7748e-18+0.00039014j 4.0931e-18-1.24578e-05j 1.6767e-18-0.000214528j 4.64275e-18+0.000276285j 6.21725e-19+0.00037085j -4.22156e-18+0.000302989j 4.17833e-18+6.65097e-06j -7.23812e-18+0.000185577j -1.63541e-17-0.000496814j 7.0946e-18+7.25399e-05j 5.98076e-18+0.000207591j -2.93567e-17+8.52202e-05j 6.34441e-17+0.000348637j 1.0692e-16+0.000312313j 3.54011e-14+0.000317835j -7.56074e-17-0.000365149j -4.37047e-18+0.000501183j 3.91484e-17+0.000124879j 4.41874e-16-0.000300133j -6.19821e-17-0.000242722j 2.11481e-17+8.81732e-05j -2.48342e-17-0.000312526j 1.00499e-17-9.74368e-05j 2.42874e-18-5.41404e-05j -5.46485e-17-4.34564e-06j -4.55304e-17+7.36486e-05j -9.89225e-18+0.000336147j -1.81884e-17+0.000111182j -4.80213e-17+0.000225565j 3.70839e-17+0.000266719j 2.82865e-17+8.28412e-05j 4.23514e-17+0.000523171j -3.69011e-17+0.0002954j 5.8096e-17-2.5106e-05j 6.38931e-17-0.000437888j 1.47919e-16+0.000243442j 2.54825e-17+0.000145885j -3.94883e-18-7.76287e-05j 3.71015e-18+0.000117869j -1.16819e-17+0.000397365j 3.00739e-19-9.81845e-05j -2.63622e-18-0.000136477j 6.34892e-18-0.00029084j 1.46676e-18-0.000345426j -8.11716e-18-0.00025725j -1.39019e-18+0.000201262j 3.68406e-19+2.11745e-05j 2.32309e-19-0.000350768j 2.80844e-18-0.00034538j 1.44965e-18-0.000260811j -1.94257e-16-0.000273026j -4.17019e-17-0.000153234j 
-2.48271e-18+5.80209e-05j 1.15544e-17-0.000103913j -5.8507e-19+0.000100753j 1.62656e-18-0.000135191j 1.00544e-18+0.000141365j 1.48312e-18-4.51403e-06j 6.07543e-19-7.77332e-05j 1.68228e-18+0.000100111j 2.25279e-19+0.000134376j -1.52966e-18+0.000109786j 1.514e-18+2.40994e-06j -2.6227e-18+6.7243e-05j -5.92582e-18-0.000180018j 2.57069e-18+2.62845e-05j 2.1671e-18+7.52195e-05j -1.06373e-17+3.08791e-05j 2.29887e-17+0.000126327j 3.8742e-17+0.000113165j 1.28274e-14+0.000115166j -2.7396e-17-0.00013231j -1.58362e-18+0.000181601j 1.41852e-17+4.52494e-05j 1.60111e-16-0.000108752j -2.24589e-17-8.7949e-05j 7.66292e-18+3.19491e-05j -8.99857e-18-0.000113242j 3.64153e-18-3.53057e-05j 8.80044e-19-1.96175e-05j -1.98016e-17-1.57462e-06j -1.64977e-17+2.66862e-05j -3.58441e-18+0.000121801j -6.59049e-18+4.02864e-05j -1.74003e-17+8.17322e-05j 1.34372e-17+9.66445e-05j 1.02495e-17+3.00171e-05j 1.53458e-17+0.000189569j -1.33709e-17+0.000107037j 2.10508e-17-9.09703e-06j 2.31514e-17-0.000158666j 5.35976e-17+8.82102e-05j 9.23344e-18+5.28608e-05j -1.43084e-18-2.81284e-05j 1.34435e-18+4.27091e-05j -4.23288e-18+0.000143983j 1.08971e-19-3.55767e-05j -9.55223e-19-4.94518e-05j 2.3005e-18-0.000105384j 5.31474e-19-0.000125163j -2.94121e-18-9.32133e-05j -5.03729e-19+7.29263e-05j 1.3349e-19+7.67249e-06j 8.41761e-20-0.000127099j 1.01762e-18-0.000125147j 5.25272e-19-9.45037e-05j -7.0388e-17-9.89296e-05j -1.51105e-17-5.55234e-05j 
-2.17545e-18+5.08403e-05j 1.01244e-17-9.10526e-05j -5.12662e-19+8.82836e-05j 1.42526e-18-0.00011846j 8.81003e-19+0.00012387j 1.29956e-18-3.95537e-06j 5.32353e-19-6.81129e-05j 1.47408e-18+8.77209e-05j 1.97399e-19+0.000117745j -1.34035e-18+9.61993e-05j 1.32662e-18+2.11169e-06j -2.29811e-18+5.8921e-05j -5.19244e-18-0.000157739j 2.25254e-18+2.30315e-05j 1.8989e-18+6.59104e-05j -9.32079e-18+2.70575e-05j 2.01436e-17+0.000110693j 3.39473e-17+9.91597e-05j 1.12399e-14+0.000100913j -2.40055e-17-0.000115935j -1.38763e-18+0.000159126j 1.24297e-17+3.96494e-05j 1.40296e-16-9.52926e-05j -1.96794e-17-7.70645e-05j 6.71456e-18+2.79951e-05j -7.8849e-18-9.92275e-05j 3.19085e-18-3.09363e-05j 7.71129e-19-1.71897e-05j -1.7351e-17-1.37975e-06j -1.4456e-17+2.33835e-05j -3.1408e-18+0.000106727j -5.77485e-18+3.53006e-05j -1.52468e-17+7.16171e-05j 1.17742e-17+8.46837e-05j 8.98098e-18+2.63022e-05j 1.34466e-17+0.000166108j -1.17161e-17+9.379e-05j 1.84456e-17-7.97118e-06j 2.02862e-17-0.00013903j 4.69644e-17+7.72933e-05j 8.09071e-18+4.63187e-05j -1.25376e-18-2.46472e-05j 1.17798e-18+3.74234e-05j -3.70902e-18+0.000126164j 9.54849e-20-3.11737e-05j -8.37004e-19-4.33317e-05j 2.01579e-18-9.23421e-05j 4.65699e-19-0.000109673j -2.57721e-18-8.16773e-05j -4.41387e-19+6.3901e-05j 1.16969e-19+6.72294e-06j 7.37585e-20-0.000111369j 8.91682e-19-0.000109659j 4.60264e-19-8.28079e-05j -6.16768e-17-8.6686e-05j -1.32404e-17-4.86518e-05j 
-1.38968e-19+3.24769e-06j 6.46752e-19-5.81646e-06j -3.2749e-20+5.63957e-06j 9.1046e-20-7.56725e-06j 5.62787e-20+7.91283e-06j 8.30165e-20-2.5267e-07j 3.40068e-20-4.35107e-06j 9.41644e-20+5.60363e-06j 1.26099e-20+7.5216e-06j -8.56218e-20+6.14523e-06j 8.4745e-20+1.34895e-07j -1.46804e-19+3.76389e-06j -3.31694e-19-1.00764e-05j 1.43893e-19+1.47126e-06j 1.21302e-19+4.21037e-06j -5.95414e-19+1.72844e-06j 1.28678e-18+7.07107e-06j 2.16856e-18+6.33434e-06j 7.18008e-16+6.44636e-06j -1.53347e-18-7.40596e-06j -8.86421e-20+1.0165e-05j 7.9401e-19+2.53281e-06j 8.96211e-18-6.08731e-06j -1.25712e-18-4.92289e-06j 4.28928e-19+1.78833e-06j -5.03689e-19-6.33867e-06j 2.03832e-19-1.97622e-06j 4.92599e-20-1.09808e-06j -1.10838e-18-8.81386e-08j -9.2345e-19+1.49374e-06j -2.00635e-19+6.81776e-06j -3.68899e-19+2.25501e-06j -9.73971e-19+4.57491e-06j 7.52137e-19+5.40961e-06j 5.73707e-19+1.68019e-06j 8.58974e-19+1.0611e-05j -7.4843e-19+5.99132e-06j 1.17831e-18-5.09201e-07j 1.29588e-18-8.88126e-06j 3.00009e-18+4.93751e-06j 5.16836e-19+2.95885e-06j -8.00903e-20-1.57447e-06j 7.52494e-20+2.39062e-06j -2.36933e-19+8.05938e-06j 6.0996e-21-1.99138e-06j -5.3468e-20-2.76804e-06j 1.28769e-19-5.89883e-06j 2.97489e-20-7.00595e-06j -1.64633e-19-5.21756e-06j -2.81959e-20+4.08201e-06j 7.47203e-21+4.29463e-07j 4.71171e-21-7.11429e-06j 5.69608e-20-7.00502e-06j 2.94018e-20-5.28979e-06j -3.93993e-18-5.53752e-06j -8.45801e-19-3.10789e-06j 
-3.40182e-19+7.95005e-06j 1.58319e-18-1.42382e-05j -8.01666e-20+1.38052e-05j 2.22873e-19-1.8524e-05j 1.37765e-19+1.93699e-05j 2.03217e-19-6.18514e-07j 8.32458e-20-1.0651e-05j 2.30506e-19+1.37172e-05j 3.08679e-20+1.84122e-05j -2.09595e-19+1.5043e-05j 2.07448e-19+3.30212e-07j -3.59363e-19+9.21367e-06j -8.11959e-19-2.46662e-05j 3.52238e-19+3.60151e-06j 2.96937e-19+1.03066e-05j -1.45752e-18+4.23107e-06j 3.14992e-18+1.73094e-05j 5.30844e-18+1.55059e-05j 1.75762e-15+1.57801e-05j -3.75381e-18-1.81292e-05j -2.16988e-19+2.48831e-05j 1.94367e-18+6.2001e-06j 2.19385e-17-1.49012e-05j -3.07733e-18-1.20508e-05j 1.04998e-18+4.37768e-06j -1.23299e-18-1.55165e-05j 4.98964e-19-4.83761e-06j 1.20584e-19-2.688e-06j -2.71322e-18-2.15756e-07j -2.26052e-18+3.65656e-06j -4.91138e-19+1.66893e-05j -9.03032e-19+5.52006e-06j -2.3842e-18+1.1199e-05j 1.84117e-18+1.32423e-05j 1.40439e-18+4.11296e-06j 2.10269e-18+2.59748e-05j -1.83209e-18+1.46662e-05j 2.88439e-18-1.24648e-06j 3.17221e-18-2.17406e-05j 7.34397e-18+1.20866e-05j 1.26517e-18+7.24301e-06j -1.96054e-19-3.85416e-06j 1.84204e-19+5.85203e-06j -5.79992e-19+1.97287e-05j 1.49313e-20-4.87473e-06j -1.30885e-19-6.77591e-06j 3.15215e-19-1.44398e-05j 7.28228e-20-1.71499e-05j -4.03006e-19-1.27721e-05j -6.90212e-20+9.9924e-06j 1.82909e-20+1.05129e-06j 1.15339e-20-1.74152e-05j 1.39435e-19-1.71477e-05j 7.1973e-20-1.29489e-05j -9.6446e-18-1.35554e-05j -2.07045e-18-7.60784e-06j 
-5.42075e-18+0.000126683j 2.52279e-17-0.000226883j -1.27744e-18+0.000219983j 3.55144e-18-0.000295176j 2.19527e-18+0.000308657j 3.23823e-18-9.85591e-06j 1.32651e-18-0.000169722j 3.67308e-18+0.000218581j 4.91874e-19+0.000293396j -3.33986e-18+0.000239708j 3.30566e-18+5.26187e-06j -5.72639e-18+0.000146818j -1.29384e-17-0.000393051j 5.61285e-18+5.73895e-05j 4.73164e-18+0.000164234j -2.32254e-17+6.74214e-05j 5.01934e-17+0.000275822j 8.45891e-17+0.000247084j 2.80074e-14+0.000251453j -5.98163e-17-0.000288885j -3.45767e-18+0.000396507j 3.0972e-17+9.87975e-05j 3.49586e-16-0.000237448j -4.90367e-17-0.000192028j 1.67312e-17+6.97577e-05j -1.96475e-17-0.000247253j 7.9509e-18-7.70865e-05j 1.92149e-18-4.28329e-05j -4.32348e-17-3.43803e-06j -3.60211e-17+5.82666e-05j -7.82619e-18+0.000265941j -1.43897e-17+8.79613e-05j -3.79918e-17+0.000178454j 2.93387e-17+0.000211013j 2.23786e-17+6.55393e-05j 3.35061e-17+0.000413903j -2.91941e-17+0.000233704j 4.59623e-17-1.98624e-05j 5.05486e-17-0.000346432j 1.17025e-16+0.000192598j 2.01603e-17+0.000115416j -3.12409e-18-6.14155e-05j 2.93526e-18+9.3251e-05j -9.24207e-18+0.000314373j 2.37928e-19-7.76781e-05j -2.08563e-18-0.000107973j 5.0229e-18-0.000230096j 1.16042e-18-0.000273281j -6.42184e-18-0.000203522j -1.09984e-18+0.000159227j 2.91462e-19+1.67521e-05j 1.8379e-19-0.000277508j 2.22188e-18-0.000273245j 1.14688e-18-0.000206339j -1.53685e-16-0.000216003j -3.29922e-17-0.00012123j 
-2.09936e-18+4.90619e-05j 9.77029e-18-8.78676e-05j -4.94729e-19+8.51954e-05j 1.37541e-18-0.000114316j 8.50186e-19+0.000119537j 1.25411e-18-3.81701e-06j 5.13731e-19-6.57304e-05j 1.42251e-18+8.46524e-05j 1.90494e-19+0.000113627j -1.29346e-18+9.28343e-05j 1.28022e-18+2.03782e-06j -2.21772e-18+5.68599e-05j -5.01081e-18-0.000152221j 2.17375e-18+2.22259e-05j 1.83247e-18+6.36048e-05j -8.99475e-18+2.6111e-05j 1.9439e-17+0.000106821j 3.27598e-17+9.56911e-05j 1.08467e-14+9.73832e-05j -2.31657e-17-0.00011188j -1.33909e-18+0.00015356j 1.19949e-17+3.82624e-05j 1.35388e-16-9.19593e-05j -1.8991e-17-7.43688e-05j 6.47969e-18+2.70158e-05j -7.60909e-18-9.57566e-05j 3.07924e-18-2.98542e-05j 7.44155e-19-1.65884e-05j -1.6744e-17-1.33148e-06j -1.39503e-17+2.25656e-05j -3.03094e-18+0.000102994j -5.57285e-18+3.40658e-05j -1.47135e-17+6.91119e-05j 1.13623e-17+8.17215e-05j 8.66683e-18+2.53821e-05j 1.29763e-17+0.000160297j -1.13063e-17+9.05092e-05j 1.78003e-17-7.69235e-06j 1.95765e-17-0.000134167j 4.53215e-17+7.45896e-05j 7.8077e-18+4.46985e-05j -1.2099e-18-2.37851e-05j 1.13677e-18+3.61144e-05j -3.57928e-18+0.000121751j 9.21449e-20-3.00833e-05j -8.07726e-19-4.18159e-05j 1.94528e-18-8.91119e-05j 4.49409e-19-0.000105837j -2.48706e-18-7.88202e-05j -4.25948e-19+6.16657e-05j 1.12878e-19+6.48777e-06j 7.11784e-20-0.000107473j 8.60491e-19-0.000105823j 4.44165e-19-7.99113e-05j -5.95193e-17-8.36538e-05j -1.27773e-17-4.695e-05j 
2.92515e-18-6.83607e-05j -1.36135e-17+0.000122431j 6.89334e-19-0.000118708j -1.91643e-18+0.000159283j -1.18461e-18-0.000166558j -1.74742e-18+5.31846e-06j -7.15811e-19+9.15858e-05j -1.98207e-18-0.000117951j -2.65426e-19-0.000158322j 1.80226e-18-0.000129351j -1.7838e-18-2.83941e-06j 3.09008e-18-7.92262e-05j 6.98185e-18+0.000212099j -3.02881e-18-3.09686e-05j -2.55329e-18-8.86242e-05j 1.25329e-17-3.6382e-05j -2.70854e-17-0.000148839j -4.56461e-17-0.000133332j -1.51134e-14-0.00013569j 3.22781e-17+0.000155888j 1.86583e-18-0.000213964j -1.67131e-17-5.33132e-05j -1.88644e-16+0.000128132j 2.64612e-17+0.000103622j -9.02851e-18-3.76427e-05j 1.06022e-17+0.000133423j -4.29047e-18+4.15975e-05j -1.03687e-18+2.31135e-05j 2.33304e-17+1.85523e-06j 1.94377e-17-3.14419e-05j 4.22318e-18-0.000143507j 7.76497e-18-4.74658e-05j 2.05012e-17-9.62975e-05j -1.58318e-17-0.000113867j -1.2076e-17-3.53664e-05j -1.80806e-17-0.000223351j 1.57537e-17-0.000126112j -2.48022e-17+1.07182e-05j -2.72771e-17+0.000186942j -6.31491e-17-0.00010393j -1.08789e-17-6.2281e-05j 1.68582e-18+3.31411e-05j -1.58393e-18-5.03202e-05j 4.98721e-18-0.000169642j -1.28391e-19+4.19167e-05j 1.12545e-18+5.82645e-05j -2.71046e-18+0.000124165j -6.26187e-19+0.000147468j 3.46536e-18+0.000109825j 5.93497e-19-8.59223e-05j -1.57279e-19-9.03978e-06j -9.91769e-20+0.000149749j -1.19897e-18+0.000147449j -6.1888e-19+0.000111345j 8.29317e-17+0.00011656j 1.78033e-17+6.54181e-05j 
4.99576e-19-1.16751e-05j -2.325e-18+2.09095e-05j 1.17729e-19-2.02737e-05j -3.273e-19+2.72034e-05j -2.02316e-19-2.84458e-05j -2.98435e-19+9.08321e-07j -1.22251e-19+1.56416e-05j -3.38511e-19-2.01444e-05j -4.53311e-20-2.70393e-05j 3.07801e-19-2.20914e-05j -3.04649e-19-4.84934e-07j 5.27744e-19-1.35308e-05j 1.1924e-18+3.62236e-05j -5.1728e-19-5.28901e-06j -4.36067e-19-1.51358e-05j 2.14045e-18-6.21355e-06j -4.62582e-18-2.54197e-05j -7.79573e-18-2.27713e-05j -2.58116e-15-2.31739e-05j 5.51267e-18+2.66236e-05j 3.18659e-19-3.65421e-05j -2.85438e-18-9.10517e-06j -3.22178e-17+2.18832e-05j 4.51922e-18+1.76973e-05j -1.54195e-18-6.42886e-06j 1.81071e-18+2.27868e-05j -7.32755e-19+7.10429e-06j -1.77084e-19+3.94747e-06j 3.98451e-18+3.16848e-07j 3.3197e-18-5.36985e-06j 7.21262e-19-2.45091e-05j 1.32615e-18-8.10651e-06j 3.50132e-18-1.64463e-05j -2.70385e-18-1.9447e-05j -2.06241e-18-6.0401e-06j -3.08792e-18-3.81453e-05j 2.69052e-18-2.15381e-05j -4.23588e-18+1.83052e-06j -4.65856e-18+3.19272e-05j -1.0785e-17-1.77498e-05j -1.85797e-18-1.06367e-05j 2.87916e-19+5.66005e-06j -2.70513e-19-8.59401e-06j 8.51749e-19-2.89726e-05j -2.19274e-20+7.15881e-06j 1.92212e-19+9.95079e-06j -4.62911e-19+2.12056e-05j -1.06944e-19+2.51856e-05j 5.91836e-19+1.87566e-05j 1.01361e-19-1.46744e-05j -2.68611e-20-1.54387e-06j -1.69381e-20+2.55751e-05j -2.04768e-19+2.51823e-05j -1.05696e-19+1.90162e-05j 1.41636e-17+1.99068e-05j 3.04056e-18+1.11725e-05j 
-4.35465e-20+1.01768e-06j 2.02663e-19-1.82262e-06j -1.02621e-20+1.76719e-06j 2.85298e-20-2.37124e-06j 1.76352e-20+2.47953e-06j 2.60137e-20-7.91755e-08j 1.06562e-20-1.36343e-06j 2.95069e-20+1.75593e-06j 3.95137e-21+2.35693e-06j -2.68301e-20+1.92564e-06j 2.65553e-20+4.22702e-08j -4.60018e-20+1.17943e-06j -1.03938e-19-3.1575e-06j 4.50897e-20+4.61027e-07j 3.80107e-20+1.31934e-06j -1.86576e-19+5.41616e-07j 4.03218e-19+2.21576e-06j 6.7953e-19+1.9849e-06j 2.24992e-16+2.02e-06j -4.80522e-19-2.3207e-06j -2.77765e-20+3.18526e-06j 2.48807e-19+7.9367e-07j 2.80833e-18-1.90749e-06j -3.93927e-19-1.54262e-06j 1.34407e-19+5.60384e-07j -1.57834e-19-1.98626e-06j 6.3872e-20-6.19259e-07j 1.54359e-20-3.44089e-07j -3.47318e-19-2.76187e-08j -2.89368e-19+4.68073e-07j -6.28701e-20+2.13638e-06j -1.15596e-19+7.06619e-07j -3.05199e-19+1.43357e-06j 2.35686e-19+1.69513e-06j 1.79774e-19+5.26497e-07j 2.69164e-19+3.32501e-06j -2.34525e-19+1.87741e-06j 3.69229e-19-1.59561e-07j 4.06072e-19-2.78299e-06j 9.40096e-19+1.5472e-06j 1.61954e-19+9.27172e-07j -2.50968e-20-4.93369e-07j 2.35798e-20+7.49113e-07j -7.42443e-20+2.52545e-06j 1.91134e-21-6.24011e-07j -1.67545e-20-8.67379e-07j 4.03505e-20-1.84843e-06j 9.32199e-21-2.19535e-06j -5.15885e-20-1.63495e-06j -8.83535e-21+1.27912e-06j 2.3414e-21+1.34575e-07j 1.47644e-21-2.2293e-06j 1.7849e-20-2.19506e-06j 9.21321e-21-1.65758e-06j -1.2346e-18-1.73521e-06j -2.65036e-19-9.73874e-07j 
-1.45398e-18+3.39794e-05j 6.76673e-18-6.08555e-05j -3.42641e-19+5.90049e-05j 9.52582e-19-7.91734e-05j 5.88824e-19+8.27892e-05j 8.68572e-19-2.6436e-06j 3.55801e-19-4.55237e-05j 9.85209e-19+5.86288e-05j 1.31933e-19+7.86958e-05j -8.95831e-19+6.42954e-05j 8.86657e-19+1.41136e-06j -1.53596e-18+3.93802e-05j -3.4704e-18-0.000105426j 1.5055e-18+1.53933e-05j 1.26914e-18+4.40516e-05j -6.22961e-18+1.80841e-05j 1.34631e-17+7.39821e-05j 2.26889e-17+6.6274e-05j 7.51226e-15+6.74459e-05j -1.60442e-17-7.7486e-05j -9.27431e-19+0.000106353j 8.30744e-18+2.64999e-05j 9.37674e-17-6.36894e-05j -1.31528e-17-5.15065e-05j 4.48772e-18+1.87107e-05j -5.26992e-18-6.63193e-05j 2.13262e-18-2.06765e-05j 5.15389e-19-1.14888e-05j -1.15966e-17-9.22162e-07j -9.66173e-18+1.56285e-05j -2.09917e-18+7.13318e-05j -3.85966e-18+2.35934e-05j -1.01903e-17+4.78657e-05j 7.86935e-18+5.65989e-05j 6.00249e-18+1.75792e-05j 8.98714e-18+0.000111019j -7.83055e-18+6.26851e-05j 1.23282e-17-5.32759e-06j 1.35584e-17-9.29215e-05j 3.13889e-17+5.16594e-05j 5.40748e-18+3.09574e-05j -8.37957e-19-1.64731e-05j 7.87308e-19+2.50122e-05j -2.47895e-18+8.43225e-05j 6.38179e-20-2.08351e-05j -5.59417e-19-2.8961e-05j 1.34726e-18-6.17174e-05j 3.11253e-19-7.33007e-05j -1.72249e-18-5.45895e-05j -2.95004e-19+4.27086e-05j 7.81772e-20+4.49332e-06j 4.92969e-20-7.44343e-05j 5.95961e-19-7.3291e-05j 3.07621e-19-5.53452e-05j -4.12221e-17-5.79371e-05j -8.84931e-18-3.25167e-05j 
8.12387e-19-1.89855e-05j -3.78081e-18+3.40021e-05j 1.91445e-19-3.29681e-05j -5.3224e-19+4.42369e-05j -3.28996e-19-4.62572e-05j -4.85301e-19+1.47707e-06j -1.98799e-19+2.54357e-05j -5.5047e-19-3.27579e-05j -7.37153e-20-4.39701e-05j 5.00532e-19-3.59241e-05j -4.95406e-19-7.88576e-07j 8.58192e-19-2.20031e-05j 1.93903e-18+5.8905e-05j -8.41176e-19-8.60075e-06j -7.09112e-19-2.46132e-05j 3.4807e-18-1.01042e-05j -7.52229e-18-4.13364e-05j -1.2677e-17-3.70296e-05j -4.19736e-15-3.76844e-05j 8.96444e-18+4.32941e-05j 5.18188e-19-5.9423e-05j -4.64166e-18-1.48064e-05j -5.23911e-17+3.55855e-05j 7.34894e-18+2.87785e-05j -2.50744e-18-1.04543e-05j 2.94449e-18+3.70549e-05j -1.19157e-18+1.15527e-05j -2.87966e-19+6.4192e-06j 6.47943e-18+5.15244e-07j 5.39834e-18-8.7322e-06j 1.17288e-18-3.98555e-05j 2.15652e-18-1.31824e-05j 5.69368e-18-2.67442e-05j -4.39688e-18-3.16238e-05j -3.3538e-18-9.82213e-06j -5.02143e-18-6.20301e-05j 4.3752e-18-3.50243e-05j -6.88819e-18+2.97671e-06j -7.57553e-18+5.19184e-05j -1.75381e-17-2.88639e-05j -3.02134e-18-1.7297e-05j 4.68196e-19+9.2041e-06j -4.39896e-19-1.39752e-05j 1.38507e-18-4.71139e-05j -3.56573e-20+1.16413e-05j 3.12566e-19+1.61815e-05j -7.52763e-19+3.44836e-05j -1.73908e-19+4.09557e-05j 9.62416e-19+3.0501e-05j 1.64829e-19-2.38628e-05j -4.36803e-20-2.51057e-06j -2.75439e-20+4.1589e-05j -3.32984e-19+4.09502e-05j -1.71878e-19+3.09233e-05j 2.30322e-17+3.23715e-05j 4.94442e-18+1.81682e-05j 
-1.32914e-18+3.10619e-05j 6.18574e-18-5.56305e-05j -3.13222e-19+5.39387e-05j 8.70793e-19-7.23756e-05j 5.38267e-19+7.56809e-05j 7.93997e-19-2.41662e-06j 3.25252e-19-4.1615e-05j 9.00619e-19+5.35949e-05j 1.20605e-19+7.1939e-05j -8.18915e-19+5.8775e-05j 8.10529e-19+1.29018e-06j -1.40408e-18+3.5999e-05j -3.17243e-18-9.63739e-05j 1.37624e-18+1.40716e-05j 1.16017e-18+4.02693e-05j -5.69473e-18+1.65314e-05j 1.23071e-17+6.763e-05j 2.07408e-17+6.05837e-05j 6.86726e-15+6.1655e-05j -1.46666e-17-7.0833e-05j -8.47802e-19+9.72214e-05j 7.59417e-18+2.42246e-05j 8.57165e-17-5.8221e-05j -1.20235e-17-4.70842e-05j 4.1024e-18+1.71042e-05j -4.81745e-18-6.06251e-05j 1.94952e-18-1.89012e-05j 4.71138e-19-1.05024e-05j -1.06009e-17-8.42986e-07j -8.83217e-18+1.42867e-05j -1.91894e-18+6.52072e-05j -3.52827e-18+2.15676e-05j -9.31537e-18+4.37559e-05j 7.19368e-18+5.17393e-05j 5.48712e-18+1.60699e-05j 8.2155e-18+0.000101487j -7.15822e-18+5.73029e-05j 1.12697e-17-4.87016e-06j 1.23943e-17-8.49432e-05j 2.86939e-17+4.7224e-05j 4.94319e-18+2.82994e-05j -7.6601e-19-1.50587e-05j 7.1971e-19+2.28646e-05j -2.26611e-18+7.70826e-05j 5.83385e-20-1.90462e-05j -5.11385e-19-2.64744e-05j 1.23159e-18-5.64183e-05j 2.84528e-19-6.70071e-05j -1.5746e-18-4.99024e-05j -2.69675e-19+3.90416e-05j 7.14649e-20+4.10752e-06j 4.50643e-20-6.80433e-05j 5.44792e-19-6.69983e-05j 2.81208e-19-5.05932e-05j -3.76827e-17-5.29627e-05j -8.08951e-18-2.97249e-05j 
