3.4359e-15-0.080297j -1.59905e-14+0.143808j 8.09697e-16-0.139435j -2.25105e-15+0.187095j -1.39145e-15-0.19564j -2.05253e-15+0.0062471j -8.40797e-16+0.107577j -2.32815e-15-0.138546j -3.11771e-16-0.185967j 2.11695e-15-0.151937j -2.09527e-15-0.0033352j 3.62963e-15-0.0930597j 8.20093e-15+0.249133j -3.55766e-15-0.0363759j -2.99912e-15-0.104099j 1.47212e-14-0.0427346j -3.18147e-14-0.174828j -5.36162e-14-0.156613j -1.77523e-11-0.159382j 3.79142e-14+0.183108j 2.19162e-15-0.251323j -1.96314e-14-0.0626221j -2.21583e-13+0.150505j 3.10816e-14+0.121715j -1.0605e-14-0.0442154j 1.24534e-14+0.15672j -5.03962e-15+0.0488607j -1.21792e-15+0.0271493j 2.74041e-14+0.00217917j 2.28317e-14-0.0369319j 4.96058e-15-0.168565j 9.12079e-15-0.0557536j 2.40808e-14-0.113112j -1.85961e-14-0.133749j -1.41845e-14-0.0415416j -2.12376e-14-0.26235j 1.85044e-14-0.148132j -2.91329e-14+0.0125897j -3.20399e-14+0.219583j -7.41754e-14-0.122077j -1.27785e-14-0.0731557j 1.98018e-15+0.0389278j -1.86049e-15-0.0591065j 5.85802e-15-0.199263j -1.50809e-16+0.0492357j 1.32196e-15+0.0684379j -3.18373e-15+0.145845j -7.35524e-16+0.173218j 4.07044e-15+0.129001j 6.97126e-16-0.100925j -1.84741e-16-0.0106182j -1.16494e-16+0.175896j -1.40832e-15+0.173195j -7.26941e-16+0.130787j 9.74122e-14+0.136912j 2.09119e-14+0.0768406j 
-8.23316e-18+0.000192409j 3.83167e-17-0.000344595j -1.94021e-18+0.000334116j 5.39401e-18-0.00044832j 3.33422e-18+0.000468795j 4.9183e-18-1.49694e-05j 2.01473e-18-0.000257778j 5.57876e-18+0.000331986j 7.4707e-19+0.000445616j -5.07265e-18+0.000364073j 5.02071e-18+7.99185e-06j -8.69737e-18+0.000222991j -1.96512e-17-0.000596975j 8.52492e-18+8.71645e-05j 7.18652e-18+0.000249443j -3.52752e-17+0.000102401j 7.62349e-17+0.000418925j 1.28476e-16+0.000375277j 4.25383e-14+0.000381913j -9.08504e-17-0.000438765j -5.25159e-18+0.000602225j 4.7041e-17+0.000150056j 5.30959e-16-0.000360642j -7.44781e-17-0.000291656j 2.54118e-17+0.00010595j -2.9841e-17-0.000375534j 1.2076e-17-0.000117081j 2.9184e-18-6.50555e-05j -6.5666e-17-5.22176e-06j -5.47096e-17+8.84967e-05j -1.18866e-17+0.000403917j -2.18554e-17+0.000133598j -5.77028e-17+0.00027104j 4.45603e-17+0.000320492j 3.39892e-17+9.95426e-05j 5.08898e-17+0.000628646j -4.43406e-17+0.000354955j 6.98086e-17-3.01675e-05j 7.67745e-17-0.000526169j 1.7774e-16+0.000292522j 3.06199e-17+0.000175297j -4.74494e-18-9.32792e-05j 4.45814e-18+0.000141632j -1.40371e-17+0.000477477j 3.6137e-19-0.000117979j -3.1677e-18-0.000163992j 7.6289e-18-0.000349475j 1.76247e-18-0.000415066j -9.75363e-18-0.000309114j -1.67046e-18+0.000241838j 4.42679e-19+2.54435e-05j 2.79144e-19-0.000421485j 3.37464e-18-0.000415011j 1.74191e-18-0.000313393j -2.3342e-16-0.00032807j -5.01093e-17-0.000184126j 
-9.2224e-18+0.000215527j 4.29206e-17-0.000385999j -2.17333e-18+0.000374261j 6.04211e-18-0.000502188j 3.73484e-18+0.000525122j 5.50925e-18-1.6768e-05j 2.25681e-18-0.000288751j 6.24906e-18+0.000371876j 8.36833e-19+0.000499158j -5.68215e-18+0.000407818j 5.62396e-18+8.95209e-06j -9.74239e-18+0.000249784j -2.20123e-17-0.000668703j 9.54922e-18+9.76376e-05j 8.05e-18+0.000279414j -3.95136e-17+0.000114705j 8.53947e-17+0.00046926j 1.43913e-16+0.000420368j 4.76494e-14+0.000427802j -1.01766e-16-0.000491484j -5.88258e-18+0.000674584j 5.26931e-17+0.000168086j 5.94756e-16-0.000403974j -8.34269e-17-0.0003267j 2.84651e-17+0.00011868j -3.34265e-17-0.000420656j 1.3527e-17-0.000131148j 3.26905e-18-7.28722e-05j -7.3556e-17-5.84917e-06j -6.12832e-17+9.91299e-05j -1.33148e-17+0.000452449j -2.44813e-17+0.00014965j -6.46359e-17+0.000303606j 4.99143e-17+0.000359j 3.80731e-17+0.000111503j 5.70044e-17+0.00070418j -4.96683e-17+0.000397604j 7.81963e-17-3.37923e-05j 8.59992e-17-0.00058939j 1.99096e-16+0.00032767j 3.4299e-17+0.000196359j -5.31506e-18-0.000104487j 4.9938e-18+0.000158649j -1.57237e-17+0.000534848j 4.0479e-19-0.000132155j -3.54831e-18-0.000183696j 8.54554e-18-0.000391466j 1.97424e-18-0.000464938j -1.09256e-17-0.000346255j -1.87118e-18+0.000270896j 4.95868e-19+2.85006e-05j 3.12685e-19-0.000472128j 3.78011e-18-0.000464876j 1.9512e-18-0.000351048j -2.61467e-16-0.000367488j -5.61301e-17-0.00020625j 
-3.08034e-18+7.19875e-05j 1.43358e-17-0.000128926j -7.25906e-19+0.000125006j 2.01811e-18-0.000167734j 1.24746e-18+0.000175394j 1.84013e-18-5.60063e-06j 7.53788e-19-9.64448e-05j 2.08723e-18+0.000124209j 2.79508e-19+0.000166722j -1.89787e-18+0.000136214j 1.87844e-18+2.99006e-06j -3.25402e-18+8.34295e-05j -7.35226e-18-0.000223351j 3.1895e-18+3.26116e-05j 2.68875e-18+9.33261e-05j -1.31978e-17+3.83122e-05j 2.85224e-17+0.000156736j 4.80678e-17+0.000140406j 1.59152e-14+0.000142888j -3.39906e-17-0.000164159j -1.96482e-18+0.000225315j 1.75998e-17+5.61417e-05j 1.98652e-16-0.00013493j -2.78651e-17-0.00010912j 9.50751e-18+3.96398e-05j -1.11647e-17-0.000140502j 4.5181e-18-4.38044e-05j 1.09188e-18-2.43398e-05j -2.45682e-17-1.95366e-06j -2.0469e-17+3.311e-05j -4.44724e-18+0.000151121j -8.17693e-18+4.9984e-05j -2.15888e-17+0.000101407j 1.66717e-17+0.000119908j 1.27167e-17+3.72427e-05j 1.90398e-17+0.000235201j -1.65895e-17+0.000132802j 2.61181e-17-1.12868e-05j 2.87243e-17-0.00019686j 6.64994e-17+0.000109444j 1.14561e-17+6.55852e-05j -1.77526e-18-3.48993e-05j 1.66796e-18+5.29899e-05j -5.25181e-18+0.000178643j 1.35202e-19-4.41406e-05j -1.18516e-18-6.13557e-05j 2.85427e-18-0.000130752j 6.59408e-19-0.000155292j -3.64921e-18-0.000115651j -6.24985e-19+9.04809e-05j 1.65623e-19+9.51938e-06j 1.04439e-19-0.000157694j 1.26258e-18-0.000155272j 6.51714e-19-0.000117252j -8.73316e-17-0.000122744j -1.87478e-17-6.88888e-05j 
6.46441e-18-0.000151073j -3.0085e-17+0.000270565j 1.52339e-18-0.000262337j -4.2352e-18+0.000352007j -2.61792e-18-0.000368083j -3.86169e-18+1.17535e-05j -1.5819e-18+0.000202399j -4.38026e-18-0.000260665j -5.86575e-19-0.000349883j 3.98288e-18-0.000285859j -3.9421e-18-6.27494e-06j 6.8289e-18-0.000175085j 1.54295e-17+0.000468725j -6.69349e-18-6.84388e-05j -5.64262e-18-0.000195854j 2.7697e-17-8.04021e-05j -5.98572e-17-0.000328926j -1.00875e-16-0.000294656j -3.33997e-14-0.000299866j 7.13328e-17+0.000344504j 4.12338e-18-0.000472847j -3.69351e-17-0.000117819j -4.16892e-16+0.000283164j 5.84778e-17+0.000228999j -1.99525e-17-8.31882e-05j 2.34302e-17+0.000294857j -9.4817e-18+9.1928e-05j -2.29143e-18+5.10795e-05j 5.15588e-17+4.09995e-06j 4.29562e-17-6.94848e-05j 9.33298e-18-0.000317143j 1.71601e-17-0.000104897j 4.53063e-17-0.000212812j -3.49873e-17-0.00025164j -2.66872e-17-7.81577e-05j -3.9957e-17-0.000493593j 3.48148e-17-0.000278699j -5.48114e-17+2.36866e-05j -6.02808e-17+0.000413131j -1.39556e-16-0.000229679j -2.40418e-17-0.000137637j 3.72557e-18+7.32398e-05j -3.50039e-18-0.000111205j 1.10215e-17-0.0003749j -2.83736e-19+9.26335e-05j 2.48718e-18+0.000128761j -5.98997e-18+0.000274397j -1.38384e-18+0.000325897j 7.65824e-18+0.000242706j 1.31159e-18-0.000189883j -3.47577e-19-1.99774e-05j -2.19175e-19+0.000330936j -2.64966e-18+0.000325854j -1.36769e-18+0.000246066j 1.83274e-16+0.00025759j 3.93442e-17+0.00014457j 
5.52483e-18-0.000129115j -2.57123e-17+0.000231239j 1.30197e-18-0.000224207j -3.61962e-18+0.000300844j -2.23741e-18-0.000314583j -3.3004e-18+1.00451e-05j -1.35198e-18+0.000172981j -3.7436e-18-0.000222778j -5.01318e-19-0.000299029j 3.40398e-18-0.00024431j -3.36912e-18-5.3629e-06j 5.83634e-18-0.000149637j 1.31868e-17+0.000400597j -5.72061e-18-5.84914e-05j -4.82248e-18-0.000167387j 2.36713e-17-6.87159e-05j -5.11571e-17-0.000281118j -8.62132e-17-0.000251828j -2.85451e-14-0.000256281j 6.09648e-17+0.000294432j 3.52406e-18-0.00040412j -3.15667e-17-0.000100694j -3.56298e-16+0.000242007j 4.99782e-17+0.000195715j -1.70524e-17-7.1097e-05j 2.00247e-17+0.000252j -8.10356e-18+7.85665e-05j -1.95838e-18+4.36552e-05j 4.40649e-17+3.50404e-06j 3.67127e-17-5.93853e-05j 7.97645e-18-0.000271047j 1.46659e-17-8.96501e-05j 3.87212e-17-0.00018188j -2.9902e-17-0.000215065j -2.28083e-17-6.67976e-05j -3.41494e-17-0.00042185j 2.97546e-17-0.000238191j -4.68447e-17+2.02438e-05j -5.15192e-17+0.000353083j -1.19272e-16-0.000196296j -2.05474e-17-0.000117632j 3.18407e-18+6.25946e-05j -2.99162e-18-9.50414e-05j 9.41952e-18-0.000320409j -2.42496e-19+7.91695e-05j 2.12567e-18+0.000110046j -5.11934e-18+0.000234514j -1.1827e-18+0.000278528j 6.54513e-18+0.000207429j 1.12096e-18-0.000162284j -2.97058e-19-1.70737e-05j -1.87319e-19+0.000282836j -2.26454e-18+0.000278492j -1.1689e-18+0.000210301j 1.56636e-16+0.00022015j 3.36257e-17+0.000123557j 
-1.81016e-19+4.23033e-06j 8.42438e-19-7.57633e-06j -4.26577e-20+7.34593e-06j 1.18594e-19-9.85685e-06j 7.33067e-20+1.0307e-05j 1.08135e-19-3.2912e-07j 4.42962e-20-5.66756e-06j 1.22655e-19+7.29911e-06j 1.64252e-20+9.79739e-06j -1.11528e-19+8.00458e-06j 1.10386e-19+1.7571e-07j -1.91222e-19+4.90272e-06j -4.32054e-19-1.31252e-05j 1.8743e-19+1.91641e-06j 1.58004e-19+5.48429e-06j -7.75567e-19+2.25141e-06j 1.67611e-18+9.21055e-06j 2.82469e-18+8.25091e-06j 9.35254e-16+8.39681e-06j -1.99745e-18-9.64677e-06j -1.15462e-19+1.32406e-05j 1.03425e-18+3.29916e-06j 1.16738e-17-7.92914e-06j -1.63749e-18-6.4124e-06j 5.58707e-19+2.32942e-06j -6.56089e-19-8.25655e-06j 2.65505e-19-2.57416e-06j 6.41644e-20-1.43032e-06j -1.44374e-18-1.14806e-07j -1.20286e-18+1.9457e-06j -2.61341e-19+8.88059e-06j -4.80516e-19+2.9373e-06j -1.26866e-18+5.95913e-06j 9.7971e-19+7.04639e-06j 7.47292e-19+2.18856e-06j 1.11887e-18+1.38215e-05j -9.7488e-19+7.8041e-06j 1.53482e-18-6.63269e-07j 1.68798e-18-1.15684e-05j 3.90782e-18+6.43144e-06j 6.73214e-19+3.8541e-06j -1.04323e-19-2.05085e-06j 9.80174e-20+3.11394e-06j -3.08621e-19+1.04979e-05j 7.94514e-21-2.59391e-06j -6.96457e-20-3.60555e-06j 1.6773e-19-7.68362e-06j 3.875e-20-9.12572e-06j -2.14445e-19-6.79622e-06j -3.67271e-20+5.31709e-06j 9.73282e-21+5.59404e-07j 6.13732e-21-9.26684e-06j 7.41953e-20-9.12451e-06j 3.82978e-20-6.89031e-06j -5.13202e-18-7.213e-06j -1.10171e-18-4.04824e-06j 
7.22212e-19-1.68781e-05j -3.36114e-18+3.02279e-05j 1.70195e-19-2.93086e-05j -4.73162e-19+3.93266e-05j -2.92478e-19-4.11226e-05j -4.31433e-19+1.31311e-06j -1.76732e-19+2.26123e-05j -4.89368e-19-2.91218e-05j -6.55329e-20-3.90894e-05j 4.44973e-19-3.19365e-05j -4.40416e-19-7.01044e-07j 7.62933e-19-1.95607e-05j 1.7238e-18+5.23666e-05j -7.47805e-19-7.64606e-06j -6.30401e-19-2.18811e-05j 3.09434e-18-8.98262e-06j -6.68732e-18-3.6748e-05j -1.12699e-17-3.29193e-05j -3.73145e-15-3.35014e-05j 7.96939e-18+3.84885e-05j 4.60669e-19-5.28271e-05j -4.12643e-18-1.31629e-05j -4.65757e-17+3.16355e-05j 6.53321e-18+2.55841e-05j -2.22912e-18-9.29389e-06j 2.61765e-18+3.29418e-05j -1.05931e-18+1.02703e-05j -2.56002e-19+5.70667e-06j 5.76021e-18+4.58052e-07j 4.79913e-18-7.76292e-06j 1.04269e-18-3.54316e-05j 1.91715e-18-1.17192e-05j 5.06168e-18-2.37756e-05j -3.90882e-18-2.81135e-05j -2.98153e-18-8.73187e-06j -4.46405e-18-5.51448e-05j 3.88955e-18-3.11366e-05j -6.1236e-18+2.64629e-06j -6.73465e-18+4.61555e-05j -1.55913e-17-2.566e-05j -2.68598e-18-1.5377e-05j 4.16226e-19+8.18245e-06j -3.91068e-19-1.24239e-05j 1.23133e-18-4.18843e-05j -3.16993e-20+1.03491e-05j 2.77871e-19+1.43854e-05j -6.69207e-19+3.0656e-05j -1.54604e-19+3.64096e-05j 8.55588e-19+2.71154e-05j 1.46533e-19-2.1214e-05j -3.88318e-20-2.2319e-06j -2.44865e-20+3.69726e-05j -2.96023e-19+3.64048e-05j -1.528e-19+2.74908e-05j 2.04756e-17+2.87783e-05j 4.39559e-18+1.61516e-05j 
8.45803e-19-1.97664e-05j -3.93633e-18+3.54007e-05j 1.9932e-19-3.43242e-05j -5.54133e-19+4.60566e-05j -3.42529e-19-4.81599e-05j -5.05263e-19+1.53783e-06j -2.06976e-19+2.64819e-05j -5.73113e-19-3.41054e-05j -7.67475e-20-4.57787e-05j 5.2112e-19-3.74017e-05j -5.15784e-19-8.21013e-07j 8.93493e-19-2.29081e-05j 2.01879e-18+6.1328e-05j -8.75776e-19-8.95453e-06j -7.38281e-19-2.56256e-05j 3.62387e-18-1.05198e-05j -7.83171e-18-4.30367e-05j -1.31985e-17-3.85527e-05j -4.37001e-15-3.92345e-05j 9.33318e-18+4.50749e-05j 5.39502e-19-6.18673e-05j -4.83258e-18-1.54154e-05j -5.45461e-17+3.70492e-05j 7.65123e-18+2.99622e-05j -2.61058e-18-1.08843e-05j 3.06561e-18+3.85791e-05j -1.24058e-18+1.20279e-05j -2.99811e-19+6.68324e-06j 6.74595e-18+5.36438e-07j 5.62039e-18-9.09138e-06j 1.22113e-18-4.14949e-05j 2.24523e-18-1.37247e-05j 5.92788e-18-2.78443e-05j -4.57774e-18-3.29246e-05j -3.49176e-18-1.02261e-05j -5.22797e-18-6.45817e-05j 4.55517e-18-3.6465e-05j -7.17153e-18+3.09915e-06j -7.88714e-18+5.4054e-05j -1.82595e-17-3.00512e-05j -3.14562e-18-1.80085e-05j 4.87454e-19+9.5827e-06j -4.57991e-19-1.455e-05j 1.44205e-18-4.90519e-05j -3.7124e-20+1.21202e-05j 3.25422e-19+1.68471e-05j -7.83727e-19+3.59021e-05j -1.81061e-19+4.26403e-05j 1.002e-18+3.17557e-05j 1.71609e-19-2.48443e-05j -4.5477e-20-2.61384e-06j -2.86769e-20+4.32997e-05j -3.46681e-19+4.26347e-05j -1.78948e-19+3.21953e-05j 2.39796e-17+3.3703e-05j 5.1478e-18+1.89156e-05j 
1.51654e-18-3.54415e-05j -7.05791e-18+6.34742e-05j 3.57385e-19-6.15439e-05j -9.93572e-19+8.25803e-05j -6.14161e-19-8.63517e-05j -9.05947e-19+2.75735e-06j -3.71112e-19+4.74826e-05j -1.0276e-18-6.11516e-05j -1.3761e-19-8.20822e-05j 9.34379e-19-6.70621e-05j -9.2481e-19-1.47209e-06j 1.60205e-18-4.10748e-05j 3.61973e-18+0.000109962j -1.57028e-18-1.60556e-05j -1.32375e-18-4.59472e-05j 6.49767e-18-1.88622e-05j -1.40424e-17-7.71656e-05j -2.36652e-17-6.91258e-05j -7.83552e-15-7.03482e-05j 1.67346e-17+8.08203e-05j 9.67339e-19-0.000110929j -8.66492e-18-2.76402e-05j -9.78023e-17+6.643e-05j 1.37188e-17+5.37229e-05j -4.68083e-18-1.95158e-05j 5.49669e-18+6.91731e-05j -2.22439e-18+2.15662e-05j -5.37567e-19+1.19832e-05j 1.20956e-17+9.61844e-07j 1.00775e-17-1.6301e-05j 2.1895e-18-7.44012e-05j 4.02574e-18-2.46086e-05j 1.06288e-17-4.99254e-05j -8.20797e-18-5.90344e-05j -6.26079e-18-1.83357e-05j -9.37386e-18-0.000115796j 8.16751e-18-6.53825e-05j -1.28587e-17+5.55684e-06j -1.41418e-17+9.69199e-05j -3.27396e-17-5.38824e-05j -5.64016e-18-3.22895e-05j 8.74015e-19+1.7182e-05j -8.21186e-19-2.60885e-05j 2.58562e-18-8.79509e-05j -6.65641e-20+2.17317e-05j 5.83489e-19+3.02072e-05j -1.40524e-18+6.43731e-05j -3.24646e-19+7.64549e-05j 1.79661e-18+5.69385e-05j 3.07698e-19-4.45464e-05j -8.15412e-20-4.68667e-06j -5.14182e-20+7.76372e-05j -6.21606e-19+7.64448e-05j -3.20858e-19+5.77267e-05j 4.29959e-17+6.04302e-05j 9.2301e-18+3.3916e-05j 
2.05907e-18-4.81204e-05j -9.58281e-18+8.61815e-05j 4.85236e-19-8.35606e-05j -1.34901e-18+0.000112123j -8.33871e-19-0.000117243j -1.23004e-18+3.74377e-06j -5.03873e-19+6.44691e-05j -1.39522e-18-8.30281e-05j -1.86838e-19-0.000111446j 1.26864e-18-9.10529e-05j -1.25565e-18-1.99872e-06j 2.17517e-18-5.57689e-05j 4.91466e-18+0.0001493j -2.13204e-18-2.17994e-05j -1.79731e-18-6.23843e-05j 8.82215e-18-2.561e-05j -1.90659e-17-0.000104771j -3.21312e-17-9.38549e-05j -1.06386e-14-9.55146e-05j 2.27212e-17+0.000109733j 1.31339e-18-0.000150613j -1.17647e-17-3.75282e-05j -1.3279e-16+9.01947e-05j 1.86266e-17+7.29417e-05j -6.35535e-18-2.64974e-05j 7.46308e-18+9.39191e-05j -3.02015e-18+2.92813e-05j -7.29876e-19+1.62701e-05j 1.64227e-17+1.30593e-06j 1.36826e-17-2.21326e-05j 2.97278e-18-0.000101018j 5.46591e-18-3.34121e-05j 1.44312e-17-6.77857e-05j -1.11443e-17-8.01534e-05j -8.50052e-18-2.48951e-05j -1.27273e-17-0.000157221j 1.10894e-17-8.87724e-05j -1.74588e-17+7.54475e-06j -1.92009e-17+0.000131592j -4.44519e-17-7.31583e-05j -7.65788e-18-4.38408e-05j 1.18669e-18+2.33286e-05j -1.11496e-18-3.54214e-05j 3.5106e-18-0.000119415j -9.03767e-20+2.9506e-05j 7.92226e-19+4.10135e-05j -1.90795e-18+8.7402e-05j -4.40785e-19+0.000103806j 2.43933e-18+7.73077e-05j 4.17774e-19-6.04824e-05j -1.10712e-19-6.36328e-06j -6.98126e-20+0.000105411j -8.43979e-19+0.000103792j -4.35641e-19+7.83779e-05j 5.83772e-17+8.20485e-05j 1.25321e-17+4.60491e-05j 
6.92514e-19-1.6184e-05j -3.22293e-18+2.89849e-05j 1.63196e-19-2.81034e-05j -4.53705e-19+3.77095e-05j -2.80451e-19-3.94316e-05j -4.13692e-19+1.25912e-06j -1.69465e-19+2.16825e-05j -4.69245e-19-2.79243e-05j -6.28381e-20-3.7482e-05j 4.26675e-19-3.06232e-05j -4.22306e-19-6.72217e-07j 7.3156e-19-1.87564e-05j 1.65292e-18+5.02132e-05j -7.17055e-19-7.33165e-06j -6.04478e-19-2.09813e-05j 2.9671e-18-8.61325e-06j -6.41233e-18-3.52369e-05j -1.08065e-17-3.15656e-05j -3.57801e-15-3.21238e-05j 7.64168e-18+3.69058e-05j 4.41726e-19-5.06548e-05j -3.95675e-18-1.26216e-05j -4.46604e-17+3.03346e-05j 6.26456e-18+2.4532e-05j -2.13745e-18-8.91171e-06j 2.51001e-18+3.15872e-05j -1.01575e-18+9.84799e-06j -2.45474e-19+5.472e-06j 5.52335e-18+4.39216e-07j 4.60178e-18-7.4437e-06j 9.99815e-19-3.39746e-05j 1.83831e-18-1.12373e-05j 4.85354e-18-2.27979e-05j -3.74809e-18-2.69575e-05j -2.85893e-18-8.37281e-06j -4.28048e-18-5.28772e-05j 3.72961e-18-2.98563e-05j -5.87179e-18+2.53748e-06j -6.45771e-18+4.42575e-05j -1.49502e-17-2.46049e-05j -2.57553e-18-1.47447e-05j 3.9911e-19+7.84597e-06j -3.74987e-19-1.1913e-05j 1.1807e-18-4.01619e-05j -3.03958e-20+9.92356e-06j 2.66444e-19+1.37938e-05j -6.41688e-19+2.93953e-05j -1.48246e-19+3.49124e-05j 8.20405e-19+2.60004e-05j 1.40507e-19-2.03417e-05j -3.7235e-20-2.14012e-06j -2.34796e-20+3.54523e-05j -2.8385e-19+3.49078e-05j -1.46516e-19+2.63603e-05j 1.96336e-17+2.75949e-05j 4.21484e-18+1.54874e-05j 
4.49794e-18-0.000105117j -2.09332e-17+0.000188259j 1.05997e-18-0.000182534j -2.94685e-18+0.000244926j -1.82155e-18-0.000256112j -2.68697e-18+8.17808e-06j -1.10069e-18+0.00014083j -3.04779e-18-0.000181371j -4.08139e-19-0.000243449j 2.77129e-18-0.000198901j -2.74291e-18-4.36611e-06j 4.75155e-18-0.000121824j 1.07358e-17+0.000326139j -4.65733e-18-4.76197e-05j -3.92614e-18-0.000136276j 1.92716e-17-5.59438e-05j -4.16486e-17-0.000228867j -7.0189e-17-0.000205021j -2.32395e-14-0.000208647j 4.96334e-17+0.000239706j 2.86905e-18-0.000329007j -2.56994e-17-8.19786e-05j -2.90074e-16+0.000197026j 4.06889e-17+0.000159338j -1.38829e-17-5.78824e-05j 1.63027e-17+0.000205162j -6.59737e-18+6.39635e-05j -1.59438e-18+3.55412e-05j 3.58746e-17+2.85275e-06j 2.9889e-17-4.83475e-05j 6.49389e-18-0.000220668j 1.194e-17-7.29871e-05j 3.15242e-17-0.000148075j -2.43442e-17-0.000175091j -1.8569e-17-5.43821e-05j -2.78021e-17-0.000343442j 2.42242e-17-0.000193919j -3.81378e-17+1.64811e-05j -4.19434e-17+0.000287457j -9.7103e-17-0.000159811j -1.67283e-17-9.57681e-05j 2.59226e-18+5.09603e-05j -2.43557e-18-7.73763e-05j 7.66873e-18-0.000260855j -1.97424e-19+6.44544e-05j 1.73058e-18+8.95921e-05j -4.16782e-18+0.000190925j -9.62874e-19+0.000226759j 5.32861e-18+0.000168875j 9.12608e-19-0.000132121j -2.41844e-19-1.39003e-05j -1.52502e-19+0.000230266j -1.84363e-18+0.000226729j -9.51638e-19+0.000171213j 1.27522e-16+0.000179231j 2.73757e-17+0.000100592j 
-3.49434e-18+8.16626e-05j 1.62625e-17-0.000146254j -8.23468e-19+0.000141806j 2.28934e-18-0.000190277j 1.41512e-18+0.000198967j 2.08744e-18-6.35335e-06j 8.55097e-19-0.000109407j 2.36775e-18+0.000140903j 3.17073e-19+0.00018913j -2.15295e-18+0.000154521j 2.1309e-18+3.39192e-06j -3.69136e-18+9.46424e-05j -8.34041e-18-0.00025337j 3.61817e-18+3.69946e-05j 3.05012e-18+0.000105869j -1.49716e-17+4.34614e-05j 3.23558e-17+0.000177801j 5.45281e-17+0.000159276j 1.80542e-14+0.000162093j -3.8559e-17-0.000186222j -2.22889e-18+0.000255598j 1.99653e-17+6.36871e-05j 2.25351e-16-0.000153065j -3.16102e-17-0.000123786j 1.07853e-17+4.49674e-05j -1.26652e-17-0.000159385j 5.12533e-18-4.96917e-05j 1.23863e-18-2.76111e-05j -2.78701e-17-2.21623e-06j -2.322e-17+3.756e-05j -5.04494e-18+0.000171432j -9.27591e-18+5.67019e-05j -2.44904e-17+0.000115036j 1.89124e-17+0.000136024j 1.44258e-17+4.22481e-05j 2.15988e-17+0.000266812j -1.88192e-17+0.000150651j 2.96283e-17-1.28038e-05j 3.25848e-17-0.000223318j 7.54369e-17+0.000124153j 1.29958e-17+7.43999e-05j -2.01386e-18-3.95898e-05j 1.89214e-18+6.01118e-05j -5.95765e-18+0.000202652j 1.53374e-19-5.00731e-05j -1.34445e-18-6.96019e-05j 3.23788e-18-0.000148325j 7.48033e-19-0.000176164j -4.13966e-18-0.000131195j -7.08983e-19+0.000102642j 1.87883e-19+1.07988e-05j 1.18475e-19-0.000178888j 1.43227e-18-0.00017614j 7.39304e-19-0.000133011j -9.90689e-17-0.00013924j -2.12675e-17-7.81475e-05j 
6.47504e-18-0.000151321j -3.01345e-17+0.00027101j 1.52589e-18-0.000262768j -4.24216e-18+0.000352585j -2.62223e-18-0.000368687j -3.86804e-18+1.17728e-05j -1.5845e-18+0.000202732j -4.38746e-18-0.000261093j -5.87539e-19-0.000350458j 3.98943e-18-0.000286328j -3.94858e-18-6.28525e-06j 6.84012e-18-0.000175373j 1.54548e-17+0.000469496j -6.70449e-18-6.85512e-05j -5.6519e-18-0.000196176j 2.77425e-17-8.05342e-05j -5.99555e-17-0.000329467j -1.01041e-16-0.00029514j -3.34546e-14-0.000300359j 7.145e-17+0.000345071j 4.13015e-18-0.000473624j -3.69958e-17-0.000118013j -4.17577e-16+0.00028363j 5.85739e-17+0.000229375j -1.99853e-17-8.33249e-05j 2.34687e-17+0.000295342j -9.49728e-18+9.20791e-05j -2.2952e-18+5.11635e-05j 5.16435e-17+4.10669e-06j 4.30268e-17-6.95989e-05j 9.34831e-18-0.000317664j 1.71883e-17-0.000105069j 4.53808e-17-0.000213162j -3.50448e-17-0.000252053j -2.67311e-17-7.82861e-05j -4.00227e-17-0.000494404j 3.4872e-17-0.000279157j -5.49015e-17+2.37255e-05j -6.03799e-17+0.00041381j -1.39785e-16-0.000230056j -2.40813e-17-0.000137864j 3.7317e-18+7.33602e-05j -3.50614e-18-0.000111387j 1.10396e-17-0.000375516j -2.84202e-19+9.27857e-05j 2.49127e-18+0.000128973j -5.99981e-18+0.000274848j -1.38611e-18+0.000326432j 7.67082e-18+0.000243105j 1.31375e-18-0.000190195j -3.48149e-19-2.00102e-05j -2.19535e-19+0.00033148j -2.65401e-18+0.000326389j -1.36994e-18+0.00024647j 1.83575e-16+0.000258013j 3.94089e-17+0.000144808j 
