-4.14614e-13-0.131281j -2.68753e-14+0.15398j 1.81732e-15-0.15672j 3.70683e-16+0.106058j -1.32439e-15+0.191551j 4.71982e-17+0.0512289j -1.90511e-15+0.122348j -1.15061e-15+0.0227333j 2.18989e-15+0.0803697j -2.35926e-14-0.192489j -1.23023e-15-0.0143318j -7.10675e-15-0.0467008j 2.15666e-15-0.105104j 5.18015e-16-0.183282j 2.80138e-15-0.161643j -5.14877e-15+0.116395j 1.18284e-14-0.0474336j 1.44604e-15-0.0820332j -1.64148e-14+0.0302924j 1.50373e-14-0.0604708j 7.0932e-14+0.203843j -1.69913e-15+0.110825j 2.16664e-15+0.00605549j -1.22902e-14-0.149434j -6.2526e-15+0.12332j 4.97074e-15+0.00741823j 7.63267e-15-0.286475j 3.95895e-15-0.023183j 1.61275e-14-0.0871464j -4.0745e-14-0.0916226j 4.33217e-15+0.0487257j -2.02167e-14+0.147736j 4.85393e-13-0.0405928j 4.34149e-15-0.0434081j 1.33426e-14+0.0048326j -8.23425e-13-0.0994485j -3.25723e-14-0.0472864j 4.3481e-14-0.114135j -8.25886e-14+0.0185851j 1.8207e-14-0.035475j -3.39537e-14+0.164308j 1.27499e-13-0.165131j -1.80894e-17-0.0697124j 2.29877e-15+0.0399713j 1.05233e-14-0.118295j 1.01791e-14-0.0885904j 3.73869e-14-0.0608698j 3.58822e-15+0.0140128j -5.26254e-15+0.0541876j 1.08911e-13+0.128162j 2.82378e-14-0.172105j 4.15309e-14+0.192507j -2.40909e-15-0.0499031j -4.57172e-14+0.14648j -1.74836e-14-0.00346168j -4.13527e-17+0.0378734j -9.25476e-13-0.0986535j -1.41516e-14-0.0892012j -2.46202e-14-0.157321j -3.34346e-16-0.0349252j -5.41694e-15+0.0205986j -1.93226e-14-0.184369j 5.86873e-15+0.0713673j -8.20582e-16+0.0160776j 2.42967e-15+0.175812j -2.95515e-15-0.0105349j -5.53609e-15+0.0634028j -9.84193e-14-0.16261j -2.43047e-16+0.0188138j -6.59885e-16-0.109736j 5.36395e-15+0.148028j 1.92261e-15+0.0464725j -9.87376e-16+0.132313j 9.31249e-16-0.160659j -4.57317e-15-0.09913j 1.06362e-14-0.16372j -1.57342e-13-0.104894j 
-3.14394e-15-0.00100837j -2.19282e-16+0.00131674j 2.48712e-17-0.00111988j -1.04224e-17+0.0010661j -2.02792e-17+0.00141986j -8.72407e-18+0.000403678j -3.11206e-17+0.00112425j 1.46382e-19-0.000233925j 6.50066e-18+0.000462179j -1.69069e-16-0.00151926j -2.58652e-17-0.000347591j -4.19812e-17-0.000257724j 3.77663e-17-0.00107609j 1.84276e-17-0.00113484j 5.24262e-17-0.00114415j -6.14861e-17+0.0012816j 4.47784e-17-0.000205873j -6.89711e-18-0.000374933j -1.26703e-16+0.000593139j 1.21723e-16-0.00047686j 5.12779e-16+0.00152424j -9.3955e-18+0.000556822j 2.29798e-17+2.59015e-05j -9.37185e-17-0.00135933j -9.24916e-17+0.000730002j -8.16085e-17-0.000555701j 7.65102e-17-0.00214061j 3.75912e-17-0.000164642j 9.8833e-17-0.000723442j -1.92599e-16-0.000443156j -3.75768e-17+0.000409544j -2.32044e-16+0.00127897j 4.7715e-15-0.000410784j 4.60546e-17-0.000367808j 1.47188e-16-8.14314e-05j -8.91692e-15-0.00108018j -4.08725e-16-0.000735442j 1.12376e-16-0.000276765j -1.86508e-16+0.000105201j 3.36848e-17-0.000156227j -2.06642e-16+0.00104322j 9.39703e-16-0.00117498j 1.37077e-17-0.0003912j 1.76669e-17+0.000338048j 8.9593e-17-0.000913123j 1.05346e-16-0.000693903j 3.28867e-16-0.000483686j 6.42042e-17-0.00019068j -5.13754e-17+0.000588149j 9.46441e-16+0.00113909j 2.08984e-16-0.0015887j 1.43854e-16+0.00104582j -4.7289e-17-0.000665439j -3.9481e-16+0.00115593j -1.37829e-16-1.69035e-05j 1.32557e-17+0.000627697j -8.69495e-15-0.000929799j -1.1257e-16-0.000605104j -1.62399e-16-0.00106378j -2.44049e-19+1.73392e-05j -6.12124e-17+0.000297032j -1.26201e-16-0.00128541j 2.15082e-17+0.000814995j -8.06109e-18+0.000501156j -1.0913e-18+0.00132122j -1.46589e-17-0.000193397j -1.88655e-17+0.000307336j -8.31402e-16-0.00140223j -1.19754e-17+0.000338162j 5.53178e-18-0.000517231j 2.83889e-17+0.00112368j 8.36006e-18+0.000405372j -1.55905e-17+0.00124216j 2.48559e-17-0.00114339j -4.10224e-17-0.000980842j 1.11075e-16-0.00130514j -1.41251e-15-0.000936904j 
2.24647e-15+0.000753166j 2.89043e-16-0.00102221j -1.19221e-16+0.000812223j 1.14276e-16-0.00086892j 1.43305e-16-0.00104565j 4.54851e-17-0.000304456j 1.33867e-16-0.000893016j -3.57335e-17+0.000292734j 3.47786e-17-0.000300394j -1.40827e-17+0.00114653j -1.40325e-17+0.000328228j 7.70659e-18+0.000163327j -1.38397e-16+0.000881386j -1.11146e-16+0.000768789j -1.47342e-16+0.000826437j 1.78207e-16-0.0010692j -3.38066e-17+0.000107995j -1.5538e-17+0.000206336j 1.58487e-16-0.000547148j -1.35657e-16+0.000359751j -2.3889e-16-0.0011265j 4.69244e-17-0.00033085j -1.72949e-17-1.33926e-05j -5.78496e-17+0.00107641j 1.40647e-16-0.000482504j 2.77314e-17+0.000592043j -2.51654e-16+0.00158158j -4.44527e-17+0.000119095j -1.32784e-16+0.000555969j 7.72663e-17+0.000255723j 8.6147e-17-0.000316086j 3.13966e-16-0.000996934j -3.90487e-15+0.000335416j -7.19306e-17+0.000284656j -1.33644e-16+9.50672e-05j 7.30313e-15+0.000898173j 2.74352e-16+0.000656837j -2.68009e-17+3.34291e-05j 1.82137e-17-6.77289e-05j -4.98569e-18+8.31063e-05j 2.25337e-16-0.000715987j -7.92564e-16+0.000850633j -4.48775e-17+0.000250522j 1.79054e-17-0.000261456j -1.51109e-16+0.000683325j -1.48883e-16+0.000522169j -3.01345e-16+0.000365936j -8.44313e-17+0.000228593j 9.91591e-17-0.000488963j -6.32357e-16-0.000895481j -3.0358e-16+0.00126368j 2.36539e-17-0.000656108j -2.41623e-17+0.000578524j 4.11621e-16-0.000872289j 1.02747e-16+9.82768e-06j 5.22315e-17-0.000566123j 6.8645e-15+0.000744177j 3.35532e-17+0.000428837j 2.29047e-17+0.000752783j 9.54827e-18-9.545e-05j 8.20294e-17-0.000261956j -2.30342e-17+0.00092233j 7.14393e-17-0.000685807j 6.2499e-17-0.000483414j 1.23614e-16-0.000978402j -1.19837e-17+0.000176942j 2.93566e-17-0.000177657j 5.1303e-16+0.00109161j 4.78127e-17-0.000308518j -4.36936e-17+0.000292259j 8.24251e-17-0.000835442j 3.32383e-17-0.000316764j 1.31574e-16-0.000993027j -1.2307e-16+0.000827836j -6.17508e-17+0.00079599j -2.09391e-16+0.000988577j 1.02639e-15+0.000737691j 
-9.34803e-16-0.000319928j -4.42443e-17+0.000767821j -1.08489e-17-0.000136215j 1.17798e-17+0.000995014j 2.78556e-17+0.000316115j -8.88939e-18+0.000154688j -1.64009e-18+0.000838569j 7.50705e-18-0.00114125j -7.13048e-18-0.000258561j -8.82344e-17-0.000588462j -6.95402e-17-0.000730611j 9.90902e-18+0.000181985j 1.69292e-17-0.00104343j -1.5814e-18+0.000352819j 4.92657e-17-0.000108537j -1.57788e-17+0.00141889j -1.12759e-16+0.000348564j -6.17574e-17+0.000547484j -1.09683e-17+0.00112965j 3.40603e-17-0.000183639j 1.4433e-16+0.000375279j 2.64156e-17-0.000592322j 2.46681e-17-4.56136e-05j -8.98068e-17-0.000983765j -1.17027e-16-0.000335716j -3.71625e-16-0.00177652j -2.07646e-17-0.000522973j 2.37565e-17-1.71689e-05j -6.6126e-17-0.000370753j 2.37842e-16+0.00054003j -1.78749e-16+0.000222087j -2.16695e-16+0.000782417j 4.21932e-15-0.000388878j 3.13941e-17-0.000206518j 1.58225e-16-0.000335469j -9.65074e-15-0.00116887j -5.80926e-16-0.00120555j -5.46464e-16+0.00147904j 1.11455e-15-6.47004e-05j -2.71677e-16+0.000254074j 1.17866e-16-0.000240557j 1.45191e-16-0.000128866j 2.56674e-17+0.000252664j 2.07033e-17+0.000188293j 1.17445e-17-0.00030146j 7.41477e-17-0.000255262j 1.92091e-16-0.00019563j 1.03529e-16-0.000839636j -1.6988e-17+0.000635665j 6.38812e-16+0.000765382j -2.69295e-17-0.00120078j -3.72796e-16-0.000798666j -1.23037e-16-0.000948007j -1.88833e-16+0.000447257j -5.35607e-17+1.99341e-05j 7.16637e-17+0.00107879j -6.9447e-15-0.000744343j -7.08534e-17+1.70938e-05j -2.57071e-17+4.01633e-05j 1.08563e-17+0.000751435j -5.57756e-17+0.000456797j -3.57446e-17-6.63874e-05j -1.56331e-17+0.000955469j 1.99715e-17+0.0011454j 4.80023e-18+0.000342926j 6.36004e-18-0.000355133j 6.65113e-17-0.000371732j -5.23699e-16-0.000845092j -1.2782e-17+0.000613078j 1.17548e-17+0.000686444j 2.3967e-17+0.000321715j 4.15214e-18+0.000255068j 3.11346e-17+0.000984006j 5.96193e-18-0.000126062j -7.4009e-17-0.000884295j 5.48232e-17-0.000538416j -1.0233e-15-0.000639964j 
-1.4177e-15-0.000460249j -7.94665e-17+0.00074095j -4.55747e-18-0.000423553j 1.01378e-17+0.000749172j 1.52658e-17+0.000594344j -3.29137e-18+0.00019489j -1.77279e-18+0.000705793j 1.97873e-19-0.000533366j 2.45634e-18+4.89552e-05j -1.02814e-16-0.00073599j -3.96156e-17-0.000406656j -1.16023e-17-1.21847e-05j 1.02306e-17-0.000771822j -2.60626e-18-0.000232971j 2.84055e-17-0.000420486j -1.56993e-17+0.000989661j -3.15027e-17+7.15022e-05j -2.91989e-17+9.53103e-05j -4.06472e-17+0.00064712j 5.00275e-17-0.000230584j 2.3835e-16+0.000652402j 1.10009e-17-5.32886e-05j 1.75828e-17-9.69942e-06j -7.78139e-17-0.000841321j -7.22011e-17+0.000106379j -1.81327e-16-0.000893398j 5.67488e-19-0.000914596j 2.06526e-17-6.11276e-05j 4.21458e-19-0.000386661j 2.88639e-17+6.98448e-05j -8.06004e-17+0.000223769j -1.52883e-16+0.000734335j 3.25606e-15-0.00029086j 2.48066e-17-0.000203789j 1.10837e-16-0.000160958j -6.80635e-15-0.000823319j -3.73586e-16-0.000724364j -1.82031e-16+0.000500098j 3.84838e-16+8.80558e-06j -9.84193e-17+5.00877e-05j -1.35034e-17+0.000247656j 3.58941e-16-0.000438776j 1.21342e-17-2.79195e-05j 1.67853e-17+0.000186694j 2.71735e-17-0.000421474j 5.89809e-17-0.000330753j 1.81417e-16-0.000237627j 6.03159e-17-0.000398529j -1.87493e-17+0.000447981j 5.76505e-16+0.000681422j 4.51804e-17-0.00100368j -9.46796e-17+2.53809e-05j -7.0629e-17-0.000598328j -1.96628e-16+0.00055979j -6.69451e-17+2.39844e-06j 3.87227e-17+0.000638176j -5.64979e-15-0.000604033j -6.98873e-17-0.000192599j -7.16308e-17-0.000334548j 5.12649e-18+0.000306136j -3.98276e-17+0.000280523j -6.54576e-17-0.000450193j 7.80582e-18+0.000650603j 1.01601e-17+0.000623098j 1.16691e-17+0.000572553j -4.06809e-18-0.000205722j 2.22812e-17-4.73239e-05j -4.94592e-16-0.000800019j -5.95339e-18+0.00035656j 3.3714e-18+0.000103966j 2.75661e-17+0.000498966j 7.66441e-18+0.000235579j 1.74639e-17+0.000802798j 1.99444e-18-0.000427242j -5.12328e-17-0.000676808j 4.83441e-17-0.00064541j -8.82209e-16-0.000564645j 
-1.1786e-15-0.000407735j -9.55148e-17+0.000908865j 1.72439e-17-0.000217218j -1.67788e-17+0.00113735j -6.44619e-18+0.000429625j -2.03024e-17+0.000191845j -3.34156e-17+0.000972788j 1.73444e-17-0.00124205j -1.75359e-17-0.000248857j -6.71862e-17-0.000728779j -6.5733e-17-0.000807636j 1.36152e-17+0.000179423j 4.97734e-17-0.00119005j 2.56017e-17+0.000307732j 8.41247e-17-0.000188987j -5.61703e-17+0.00160678j -1.14596e-16+0.000361833j -5.95876e-17+0.000565069j -3.76534e-17+0.00125226j 5.63586e-17-0.000227601j 1.49781e-16+0.000499843j 1.63261e-17-0.000601797j 2.75022e-17-4.74156e-05j -6.66983e-17-0.00114378j -1.48157e-16-0.00031491j -3.8577e-16-0.00194553j 3.55996e-17-0.000697601j 3.19318e-17-2.88625e-05j -4.63038e-17-0.000444393j 2.52528e-16+0.000552743j -2.05143e-16+0.000264695j -2.80909e-16+0.000922175j 4.84985e-15-0.000444136j 4.61649e-17-0.000245316j 1.82475e-16-0.000365898j -1.09117e-14-0.0013252j -6.29013e-16-0.00134287j -5.78626e-16+0.00157304j 1.18446e-15-6.29322e-05j -2.87084e-16+0.000263356j 8.94023e-17-0.000192795j 2.4413e-16-0.000212796j 3.706e-17+0.000246998j 1.46573e-17+0.000223838j 4.11884e-17-0.000381859j 1.03876e-16-0.000318332j 2.39587e-16-0.000240927j 1.22649e-16-0.000914967j -3.76723e-17+0.000720727j 7.16934e-16+0.000895021j 2.62411e-17-0.00139164j -4.14385e-16-0.000792808j -1.16285e-16-0.00106149j -2.57202e-16+0.000553982j -6.59612e-17+2.03689e-05j 5.93794e-17+0.00119975j -7.99264e-15-0.000859177j -6.88215e-17-1.98384e-05j -1.24737e-17-2.40019e-05j 8.84445e-18+0.000809169j -7.244e-17+0.00050999j -1.53166e-17-0.000152583j -3.80823e-17+0.00107896j 5.27201e-18+0.00126338j -2.77432e-17+0.000452227j 1.16932e-17-0.000394117j 6.41356e-17-0.000380338j -5.79301e-16-0.000997361j -2.45827e-17+0.000680648j 2.32258e-17+0.000705514j -4.56043e-19+0.00041694j -5.55982e-18+0.000299898j -4.86301e-19+0.00113663j 3.58532e-17-0.000207785j -5.57919e-17-0.0010129j 9.90453e-17-0.000661437j -1.16509e-15-0.00074738j 
1.3694e-15+0.000460001j 2.2958e-16-0.00046684j -1.14654e-16+0.000594636j 1.1176e-16-0.000235231j 1.45867e-16-0.000699088j 3.74806e-17-0.000173977j 1.2174e-16-0.00032863j -2.97863e-17-0.000301247j 2.96656e-17-0.000365759j -7.10606e-17+0.000652367j -4.9217e-17-7.86066e-05j 8.30052e-18+0.000218411j -1.17962e-16+0.000222488j -1.03165e-16+0.000790252j -1.09322e-16+0.000619233j 1.53677e-16-0.000197623j -8.24517e-17+0.000252156j -4.51609e-17+0.00042584j 1.31766e-16+8.93717e-05j -9.962e-17+0.000205169j -1.07952e-16-0.000736749j 5.59213e-17-0.000548021j -2.16279e-18-3.23973e-05j -1.06101e-16+0.000408873j 6.65767e-17-0.000549922j -1.61843e-16-0.00035831j -2.38844e-16+0.00103623j -2.67282e-17+8.85146e-05j -1.47639e-16+0.000276028j 1.70778e-16+0.000462387j -9.548e-18-0.000151596j 1.67989e-16-0.000439444j -1.18137e-15+8.85424e-05j -4.79855e-17+0.000133446j -3.51493e-17-8.12348e-05j 1.35525e-15+0.000176894j -6.1738e-17-3.62111e-05j -2.80609e-16+0.000725312j 5.41996e-16-8.54892e-05j -1.33671e-16+0.00018736j 2.49835e-16-0.00069442j -5.87871e-16+0.000629267j -2.83179e-17+0.000322514j 2.83867e-17-0.000123228j -1.27778e-16+0.000412059j -9.39768e-17+0.000303125j -1.59534e-16+0.000204527j -2.30278e-17-0.000210904j 7.99982e-17-9.66136e-05j -1.97492e-16-0.000365178j -2.78681e-16+0.000458354j -1.46212e-16-0.000909302j -8.65921e-17+2.18289e-05j 2.58481e-16-0.000496537j 5.7912e-17+1.7383e-05j 8.48835e-17+4.99689e-05j 2.27913e-15+0.000252361j -1.30127e-17+0.000355975j -5.46913e-18+0.000629675j 1.41901e-17+0.000277284j 4.42464e-17+3.11608e-06j -5.01311e-17+0.000716926j 6.11814e-17-0.000105343j 6.74867e-17+0.00014851j 1.17939e-16-0.000631874j -9.42813e-18-2.40945e-05j 5.81176e-17-0.000319607j 1.51943e-16+0.000486666j 3.74794e-17+3.91149e-05j -3.4695e-17+0.000561144j 9.13148e-17-0.000525907j 3.38706e-17-0.000136576j 1.36896e-16-0.000341112j -1.1009e-16+0.000612095j -9.73983e-17+0.00022833j -1.59493e-16+0.000547846j 3.38128e-16+0.000296371j 
1.48092e-16+0.000141323j 4.04068e-16-0.000253307j -3.03249e-16+0.000113912j 3.1802e-16-0.000278431j 3.85912e-16-0.000172597j 1.15547e-16-6.18031e-05j 3.32234e-16-0.000252224j -1.04289e-16+0.000242395j 1.14977e-16+1.48237e-05j -3.9547e-16+0.000233834j -1.02893e-16+0.000170574j -6.09559e-17-1.56925e-05j -3.30167e-16+0.00028872j -2.91235e-16+1.90095e-05j -3.22693e-16+0.000110363j 3.99888e-16-0.000378468j -2.38838e-17-5.24508e-05j -6.79153e-17-7.83703e-05j 2.10192e-16-0.000268072j -1.49825e-16+7.31857e-05j 3.51478e-16-0.000192343j 1.23039e-16+7.3023e-05j -1.34326e-18+6.94467e-06j -3.72382e-16+0.000299042j 2.12953e-16+9.13704e-06j -1.31754e-16+0.000392231j -5.91201e-16+0.000269325j -5.21028e-17+1.61858e-05j -2.00743e-16+0.000129133j -1.30773e-16-7.15965e-05j 1.55111e-16-7.54995e-05j 4.29382e-16-0.000253234j -1.3235e-15+0.000108361j -1.15144e-16+6.91932e-05j -7.61338e-17+7.22375e-05j 2.26033e-15+0.000313679j -9.28842e-17+0.000294056j 7.71939e-17-0.000269007j -1.7867e-16+4.52273e-06j 1.80887e-17-3.77526e-05j 2.62585e-16-3.39323e-05j -4.1953e-16+0.000116757j -1.01474e-16-1.9189e-05j 9.13693e-17-6.32969e-05j -2.63445e-16+0.000130282j -2.16838e-16+0.000104147j -1.99235e-16+7.60723e-05j -1.05921e-16+0.000179779j 1.86684e-16-0.000170643j 1.31707e-16-0.000239002j -4.77139e-16+0.000359523j 3.12617e-16+7.55021e-05j -1.83172e-16+0.000238016j 3.91897e-16-0.00017782j 1.74467e-17-2.6004e-06j 1.90481e-16-0.00026077j 1.76661e-15+0.000218581j -1.38068e-16+4.37337e-05j -2.64549e-16+7.48979e-05j 2.91276e-17-0.000148963j 1.11106e-16-0.000112851j -3.28267e-16+0.000113077j 2.52563e-16-0.000251121j 1.70912e-16-0.000264006j 3.63595e-16-0.000170187j -6.42582e-17+8.48141e-05j 5.7187e-17+4.91057e-05j -2.36265e-16+0.000275139j 1.15332e-16-0.000146752j -1.16345e-16-9.45935e-05j 3.0411e-16-0.000150647j 1.15662e-16-8.16538e-05j 3.61178e-16-0.00028997j -3.12459e-16+0.000113747j -2.75137e-16+0.000250046j -3.86505e-16+0.000207339j 3.84481e-17+0.00019863j 
-2.07227e-15-0.00064953j -1.59308e-16+0.000588082j 2.93355e-17-0.00088414j -1.72819e-17+0.000198745j -3.77577e-17+0.00101442j -8.44568e-19+0.000240253j -2.55029e-17+0.000366153j -5.65491e-18+0.000642104j 1.12463e-17+0.000598763j -8.40559e-17-0.000899534j 2.86715e-17+0.000236997j -4.4425e-17-0.000361974j 2.00018e-17-0.000171561j 1.68072e-17-0.00126065j 8.90515e-18-0.000926057j -4.15903e-17+7.34328e-05j 1.23092e-16-0.000440117j 3.96545e-17-0.000736662j -1.02935e-16-0.000317427j 8.15257e-17-0.000283133j 3.44785e-16+0.00106231j -2.76375e-17+0.000930014j 1.9019e-18+5.668e-05j -1.65316e-17-0.000465114j 5.93522e-18+0.000891735j 2.03882e-16+0.000830979j 8.1565e-17-0.0014949j 1.53354e-17-0.000132107j 1.35677e-16-0.000361071j -3.46372e-16-0.000791151j 9.99793e-17+0.000195338j -4.24285e-17+0.000543999j 1.06316e-15-7.25067e-05j 1.69854e-17-0.000170183j 1.18798e-17+0.000177598j -6.76049e-16-8.1966e-05j 7.1515e-17+0.000248609j 5.04845e-16-0.00134242j -9.92142e-16+0.000140634j 2.31423e-16-0.000326231j -2.68849e-16+0.00109663j 7.18303e-16-0.000938082j -7.20062e-18-0.000531929j 3.56407e-19+0.000157539j 6.95944e-17-0.000579448j 3.72108e-17-0.000420888j 1.46367e-16-0.00028023j -2.05908e-17+0.000456061j -3.22222e-17+4.52059e-05j 3.5878e-16+0.000433581j 2.02952e-16-0.000505681j 4.04055e-16+0.00151357j 4.93829e-17+0.000118854j -2.06432e-16+0.000684765j -8.1484e-17-2.96835e-05j -4.11694e-17-0.000249231j -2.49117e-15-0.000265066j -4.67263e-17-0.000545111j -1.24356e-16-0.000965826j -8.21815e-18-0.000543046j -1.22273e-17-7.80434e-05j -8.51747e-17-0.00108167j 3.1043e-17+7.1913e-06j -2.15819e-17-0.000410057j -3.79599e-18+0.000907708j -1.77519e-17+9.36939e-05j -6.58779e-17+0.000546605j -3.43234e-16-0.000605891j -8.1564e-19-0.000157968j -4.09416e-18-0.00096511j 7.79494e-18+0.000749657j 4.50561e-18+0.000167162j -3.6116e-17+0.000361834j 1.682e-17-0.00091237j 1.83059e-17-0.000205997j 5.62631e-17-0.000748314j -4.83075e-16-0.00034887j 
-6.05942e-16-0.00019597j -8.25822e-17+0.000150421j 3.64158e-17-0.000283659j -3.38812e-17+9.2876e-06j -4.75902e-17+0.000316427j -9.51942e-18+7.04333e-05j -3.66906e-17+7.32911e-05j 6.56695e-18+0.00027606j -5.71724e-18+0.000211917j 1.39733e-17-0.000263186j 2.35885e-17+0.000119368j -9.8353e-18-0.000129562j 3.3533e-17+2.40545e-06j 3.06154e-17-0.000435356j 2.67605e-17-0.000299036j -4.65776e-17-5.59502e-05j 5.0597e-17-0.000164722j 2.34967e-17-0.00027368j -5.03702e-17-0.000168413j 3.64538e-17-8.29283e-05j 6.93128e-17+0.000328866j -2.1581e-17+0.000339929j -1.2224e-18+2.12545e-05j 3.38465e-17-9.77004e-05j -7.17536e-18+0.00031282j 1.06361e-16+0.000374186j 7.88105e-17-0.000463077j 7.5453e-18-4.25639e-05j 6.61919e-17-9.8042e-05j -1.19046e-16-0.000291215j 3.29599e-17+5.18253e-05j -3.35023e-17+0.000135069j 1.22631e-16-1.92678e-06j 1.29014e-17-4.44154e-05j -2.12914e-18+7.74741e-05j 3.50736e-16+3.90154e-05j 7.69504e-17+0.000150023j 1.99075e-16-0.000525917j -3.9212e-16+4.99983e-05j 9.44208e-17-0.000121856j -1.18478e-16+0.000374963j 2.55882e-16-0.00030185j 4.39114e-18-0.00018956j -9.39045e-18+4.12782e-05j 4.41617e-17-0.000173919j 2.47895e-17-0.000124277j 4.90878e-17-8.12945e-05j -5.69235e-18+0.000197716j -2.51061e-17-2.101e-05j 5.36486e-17+9.9645e-05j 1.08552e-16-9.881e-05j 1.32625e-16+0.000543887j 4.13988e-17+9.27166e-05j -8.52724e-17+0.000200389j -2.34988e-17-1.09077e-05j -3.53225e-17-0.000143068j -4.05011e-16-4.53024e-05j 2.44975e-18-0.000180598j -1.52178e-17-0.00032054j -6.01223e-18-0.000221398j -9.09432e-18-5.1521e-05j 3.67585e-18-0.000352695j -1.05204e-17-5.16019e-05j -2.32447e-17-0.000199827j -3.29128e-17+0.000279749j -6.83837e-19+5.09357e-05j -3.13904e-17+0.000201122j -4.87413e-17-0.000151924j -9.18384e-18-8.66866e-05j 7.7718e-18-0.000356811j -2.55742e-17+0.000228864j -8.83819e-18+4.06775e-05j -4.5191e-17+6.36526e-05j 3.18509e-17-0.000293535j 3.5438e-17-1.79315e-05j 4.70616e-17-0.000216181j -7.79158e-17-7.88144e-05j 
4.65155e-16+0.000168662j 4.52255e-17-0.000453948j -1.20683e-17+4.10405e-05j 1.31726e-17-0.000616799j 6.73019e-18-0.00014778j 1.31584e-17-8.52871e-05j 2.18805e-17-0.000509759j -1.19233e-17+0.000751511j 1.27271e-17+0.000193218j 2.27104e-17+0.000325178j 3.72961e-17+0.000472291j -1.2677e-17-0.000132983j -3.14159e-17+0.000648679j -1.76455e-17-0.000286122j -5.13444e-17+2.148e-05j 3.41736e-17-0.000890186j 7.44136e-17-0.000241886j 3.55012e-17-0.000382225j 1.50129e-17-0.000727761j -2.63103e-17+0.000101355j -4.52651e-17-0.000182629j -9.47499e-18+0.000420265j -1.50892e-17+3.16073e-05j 2.90453e-17+0.000596222j 8.63086e-17+0.000256663j 2.30266e-16+0.0011613j -2.2385e-17+0.000253768j -1.71808e-17+4.12613e-06j 3.46867e-17+0.00021529j -1.74038e-16-0.000380288j 1.25542e-16-0.000130023j 1.59147e-16-0.000465376j -2.61264e-15+0.000241323j -2.59997e-17+0.000121489j -1.01338e-16+0.000220341j 6.02364e-15+0.000732242j 3.53562e-16+0.000772091j 3.68403e-16-0.000999787j -7.50687e-16+4.78838e-05j 1.80683e-16-0.000176589j -6.9753e-17+0.000207089j -7.64522e-17+3.36785e-05j -2.29429e-17-0.000186118j -6.5203e-18-0.000110647j -2.09523e-17+0.000160576j -5.7869e-17+0.000139501j -1.22737e-16+0.000109056j -7.16815e-17+0.000552072j 2.11213e-17-0.000398182j -3.62055e-16-0.000460236j -4.07827e-18+0.00073089j 2.72163e-16+0.000579817j 6.58359e-17+0.000603269j 1.30286e-16-0.000247095j 2.93615e-17-1.40619e-05j -3.34196e-17-0.000692266j 4.2306e-15+0.000455516j 3.14708e-17-3.83756e-05j -9.06606e-18-7.42159e-05j -5.1566e-18-0.00050091j 4.09287e-17-0.000291737j -4.98266e-18-1.2955e-05j 2.82972e-17-0.000601586j -1.9699e-18-0.000742371j 2.12717e-17-0.000170075j -9.21616e-18+0.000228481j -4.0617e-17+0.000261875j 2.85415e-16+0.000501728j 1.55294e-17-0.000394242j -1.52463e-17-0.000481339j 6.19371e-18-0.000164717j 5.48233e-18-0.000152228j 3.15341e-18-0.000601604j -2.36901e-17+3.3214e-05j 2.78749e-17+0.000546678j -5.63548e-17+0.000301308j 6.01908e-16+0.000385513j 
