2.4087e-15+0.0521745j 1.35324e-15+0.0465741j -1.87775e-16+0.0661617j 1.3989e-17-0.0481208j 9.78779e-16+0.0508094j -5.50229e-16-0.000938166j -1.06322e-15+0.00071944j 5.2928e-16-0.0196948j -2.13747e-16+0.0237554j 5.28072e-16+0.00302975j 4.62006e-16+0.0159252j 5.84706e-17-0.00452547j 8.88147e-16-0.00213707j 4.16685e-16-0.0158466j 5.08178e-17+0.035956j -2.91739e-17-0.0122624j -1.22352e-14+0.00237915j -1.63491e-15+0.00122388j 9.43915e-16-0.0169317j -1.74183e-16+0.0110426j 1.65919e-15+0.00185962j -6.76526e-16-0.00611377j -8.0004e-16-0.0124968j -6.19103e-16-0.00186914j -9.21372e-17+0.0115318j -3.5749e-16-0.0302575j -5.54151e-16+0.0459893j -7.89409e-16+0.00826909j -1.78046e-14-0.0446154j 4.86816e-14+0.00875681j -1.72033e-13+0.0985912j -2.91505e-14-0.0162589j -9.20796e-16-0.0664843j 9.92314e-16+0.165326j 3.30036e-16-0.0452351j -2.86106e-16+0.138549j 1.51552e-16+0.124204j -7.33751e-16+0.245359j 1.06031e-15-0.288137j -4.87314e-16-0.141707j 3.28316e-15+0.205906j -4.52776e-16+0.131217j -3.58563e-15+0.143818j -2.4643e-14-0.0107996j 3.03148e-14+0.207449j 2.71597e-14-0.166744j 1.88282e-15+0.289259j 6.70427e-16-0.168269j 6.63694e-15+0.0539125j 3.49493e-15+0.00997607j 1.03823e-13-0.00188807j 3.14941e-16-0.0168785j 3.38155e-15-3.31908e-05j -1.30737e-14+0.0678104j -2.48118e-15-0.19933j -6.97664e-15+0.232671j -7.46295e-16-0.227132j 7.26223e-15+0.16469j 1.71107e-14+0.0720455j 1.28417e-14+0.145191j 1.93958e-15-0.171689j 1.44709e-15+0.196071j 8.71717e-16-0.0782357j -1.65434e-16+0.277784j 9.94935e-17-0.211313j 2.51722e-16+0.0511101j -1.47851e-16-0.0299882j -3.10414e-16-0.153928j 2.92265e-16-0.135695j 7.80407e-16-0.117818j -2.13939e-15-0.0711854j 2.87721e-15+0.0596305j 
-6.1463e-18-0.000133134j -3.45308e-18-0.000118844j 4.79146e-19-0.000168826j -3.5696e-20+0.00012279j -2.49756e-18-0.000129651j 1.40402e-18+2.39393e-06j 2.71302e-18-1.8358e-06j -1.35057e-18+5.02555e-05j 5.4542e-19-6.0617e-05j -1.34749e-18-7.73104e-06j -1.17891e-18-4.06365e-05j -1.492e-19+1.15477e-05j -2.26629e-18+5.45318e-06j -1.06326e-18+4.0436e-05j -1.29672e-19-9.17494e-05j 7.44432e-20+3.129e-05j 3.12208e-17-6.07089e-06j 4.17181e-18-3.12299e-06j -2.4086e-18+4.32048e-05j 4.44465e-19-2.81776e-05j -4.23376e-18-4.7452e-06j 1.7263e-18+1.56006e-05j 2.04147e-18+3.18882e-05j 1.57977e-18+4.7695e-06j 2.35107e-19-2.94259e-05j 9.12212e-19+7.72084e-05j 1.41403e-18-0.000117351j 2.01434e-18-2.11003e-05j 4.54322e-17+0.000113845j -1.24221e-16-2.23448e-05j 4.38978e-16-0.000251576j 7.43837e-17+4.14881e-05j 2.3496e-18+0.000169649j -2.5321e-18-0.000421865j -8.42156e-19+0.000115427j 7.3006e-19-0.000353537j -3.86718e-19-0.000316933j 1.87232e-18-0.000626084j -2.7056e-18+0.000735242j 1.24348e-18+0.000361595j -8.37768e-18-0.000525413j 1.15535e-18-0.000334828j 9.14949e-18-0.000366982j 6.28818e-17+2.75575e-05j -7.73546e-17-0.000529351j -6.93037e-17+0.000425481j -4.80442e-18-0.000738105j -1.71074e-18+0.000429372j -1.69355e-17-0.000137569j -8.91804e-18-2.5456e-05j -2.64925e-16+4.81782e-06j -8.03639e-19+4.30691e-05j -8.62874e-18+8.46934e-08j 3.33603e-17-0.000173032j 6.33124e-18+0.000508633j 1.78024e-17-0.00059371j 1.90433e-18+0.000579574j -1.85311e-17-0.00042024j -4.36616e-17-0.000183839j -3.27683e-17-0.000370486j -4.94924e-18+0.000438099j -3.69255e-18-0.000500317j -2.22437e-18+0.000199635j 4.22141e-19-0.000708824j -2.53878e-19+0.00053921j -6.42321e-19-0.000130418j 3.77273e-19+7.6521e-05j 7.92087e-19+0.00039278j -7.45776e-19+0.000346254j -1.99137e-18+0.000300636j 5.4591e-18+0.000181645j -7.3418e-18-0.00015216j 
-5.48359e-18-0.000118779j -3.08076e-18-0.00010603j 4.27484e-19-0.000150622j -3.18471e-20+0.000109551j -2.22827e-18-0.000115672j 1.25264e-18+2.13581e-06j 2.4205e-18-1.63786e-06j -1.20495e-18+4.48368e-05j 4.86611e-19-5.40811e-05j -1.2022e-18-6.89746e-06j -1.05179e-18-3.6255e-05j -1.33113e-19+1.03026e-05j -2.02193e-18+4.86521e-06j -9.48615e-19+3.60761e-05j -1.15691e-19-8.18567e-05j 6.64165e-20+2.79162e-05j 2.78545e-17-5.41631e-06j 3.72199e-18-2.78626e-06j -2.1489e-18+3.85464e-05j 3.96542e-19-2.51394e-05j -3.77727e-18-4.23356e-06j 1.54016e-18+1.39185e-05j 1.82135e-18+2.845e-05j 1.40944e-18+4.25524e-06j 2.09757e-19-2.62531e-05j 8.13855e-19+6.88836e-05j 1.26157e-18-0.000104698j 1.79715e-18-1.88252e-05j 4.05336e-17+0.00010157j -1.10828e-16-1.99355e-05j 3.91647e-16-0.000224451j 6.63634e-17+3.70147e-05j 2.09626e-18+0.000151357j -2.25908e-18-0.000376378j -7.51352e-19+0.000102981j 6.51343e-19-0.000315418j -3.45021e-19-0.000282761j 1.67044e-18-0.000558578j -2.41387e-18+0.000655966j 1.10941e-18+0.000322607j -7.47438e-18-0.000468762j 1.03078e-18-0.000298726j 8.16297e-18-0.000327413j 5.61017e-17+2.45862e-05j -6.90141e-17-0.000472275j -6.18312e-17+0.000379605j -4.28639e-18-0.000658521j -1.52628e-18+0.000383076j -1.51095e-17-0.000122736j -7.95647e-18-2.27113e-05j -2.3636e-16+4.29835e-06j -7.16988e-19+3.84252e-05j -7.69837e-18+7.55615e-08j 2.97633e-17-0.000154376j 5.64859e-18+0.000453791j 1.58829e-17-0.000529695j 1.699e-18+0.000517083j -1.6533e-17-0.000374929j -3.89539e-17-0.000164017j -2.92351e-17-0.000330539j -4.4156e-18+0.000390862j -3.29441e-18-0.000446372j -1.98453e-18+0.00017811j 3.76624e-19-0.000632397j -2.26505e-19+0.000481071j -5.73064e-19-0.000116356j 3.36594e-19+6.82703e-05j 7.06682e-19+0.00035043j -6.65365e-19+0.00030892j -1.77666e-18+0.000268221j 4.87048e-18+0.000162059j -6.55019e-18-0.000135753j 
-6.34205e-18-0.000137374j -3.56306e-18-0.000122629j 4.94407e-19-0.000174202j -3.68328e-20+0.000126701j -2.57711e-18-0.00013378j 1.44874e-18+2.47017e-06j 2.79943e-18-1.89427e-06j -1.39358e-18+5.18561e-05j 5.62791e-19-6.25476e-05j -1.3904e-18-7.97727e-06j -1.21645e-18-4.19308e-05j -1.53952e-19+1.19155e-05j -2.33847e-18+5.62686e-06j -1.09712e-18+4.17239e-05j -1.33802e-19-9.46715e-05j 7.68141e-20+3.22865e-05j 3.22151e-17-6.26424e-06j 4.30467e-18-3.22246e-06j -2.48531e-18+4.45808e-05j 4.58621e-19-2.9075e-05j -4.3686e-18-4.89633e-06j 1.78128e-18+1.60974e-05j 2.10649e-18+3.29038e-05j 1.63008e-18+4.92141e-06j 2.42595e-19-3.0363e-05j 9.41265e-19+7.96674e-05j 1.45907e-18-0.000121089j 2.0785e-18-2.17723e-05j 4.68792e-17+0.000117471j -1.28178e-16-2.30565e-05j 4.52959e-16-0.000259589j 7.67527e-17+4.28095e-05j 2.42444e-18+0.000175052j -2.61274e-18-0.000435301j -8.68978e-19+0.000119103j 7.53311e-19-0.000364797j -3.99034e-19-0.000327027j 1.93195e-18-0.000646024j -2.79177e-18+0.000758658j 1.28309e-18+0.000373111j -8.6445e-18-0.000542147j 1.19215e-18-0.000345492j 9.44089e-18-0.00037867j 6.48845e-17+2.84352e-05j -7.98183e-17-0.00054621j -7.15109e-17+0.000439032j -4.95744e-18-0.000761613j -1.76522e-18+0.000443048j -1.74749e-17-0.00014195j -9.20207e-18-2.62668e-05j -2.73363e-16+4.97126e-06j -8.29234e-19+4.44408e-05j -8.90356e-18+8.73908e-08j 3.44228e-17-0.000178543j 6.53288e-18+0.000524832j 1.83693e-17-0.000612619j 1.96498e-18+0.000598033j -1.91213e-17-0.000433624j -4.50522e-17-0.000189694j -3.38119e-17-0.000382285j -5.10686e-18+0.000452052j -3.81016e-18-0.000516252j -2.29521e-18+0.000205993j 4.35585e-19-0.0007314j -2.61964e-19+0.000556383j -6.62778e-19-0.000134572j 3.89288e-19+7.89582e-05j 8.17314e-19+0.00040529j -7.69528e-19+0.000357282j -2.05479e-18+0.000310211j 5.63297e-18+0.00018743j -7.57563e-18-0.000157006j 
-1.84528e-18-3.99703e-05j -1.0367e-18-3.56799e-05j 1.43852e-19-5.06857e-05j -1.07168e-20+3.68648e-05j -7.49831e-19-3.89245e-05j 4.21523e-19+7.18718e-07j 8.14518e-19-5.51155e-07j -4.05475e-19+1.5088e-05j 1.63749e-19-1.81988e-05j -4.0455e-19-2.32105e-06j -3.53937e-19-1.22001e-05j -4.47936e-20+3.46691e-06j -6.80398e-19+1.63718e-06j -3.19217e-19+1.21399e-05j -3.89309e-20-2.75455e-05j 2.23497e-20+9.39405e-06j 9.37327e-18-1.82263e-06j 1.25248e-18-9.37602e-07j -7.23122e-19+1.29712e-05j 1.3344e-19-8.45962e-06j -1.27108e-18-1.42463e-06j 5.18278e-19+4.68369e-06j 6.12901e-19+9.57365e-06j 4.74287e-19+1.43193e-06j 7.05852e-20-8.83439e-06j 2.73869e-19+2.31799e-05j 4.24528e-19-3.52318e-05j 6.04757e-19-6.33485e-06j 1.36399e-17+3.41793e-05j -3.72944e-17-6.70848e-06j 1.31792e-16-7.55295e-05j 2.23319e-17+1.24558e-05j 7.0541e-19+5.09328e-05j -7.602e-19-0.000126655j -2.52837e-19+3.46541e-05j 2.19182e-19-0.000106141j -1.16103e-19-9.51513e-05j 5.62118e-19-0.000187966j -8.12289e-19+0.000220738j 3.73325e-19+0.00010856j -2.51519e-18-0.000157742j 3.46866e-19-0.000100524j 2.74691e-18-0.000110177j 1.88787e-17+8.27346e-06j -2.32238e-17-0.000158924j -2.08067e-17+0.00012774j -1.44241e-18-0.000221598j -5.13606e-19+0.000128908j -5.08448e-18-4.13017e-05j -2.67742e-18-7.64255e-06j -7.95372e-17+1.44643e-06j -2.41273e-19+1.29304e-05j -2.59057e-18+2.54271e-08j 1.00156e-17-5.19487e-05j 1.9008e-18+0.000152704j 5.34472e-18-0.000178247j 5.71727e-19+0.000174003j -5.56351e-18-0.000126167j -1.31083e-17-5.51932e-05j -9.83787e-18-0.000111229j -1.48589e-18+0.000131529j -1.1086e-18-0.000150208j -6.67812e-19+5.99354e-05j 1.26737e-19-0.000212807j -7.62207e-20+0.000161884j -1.92841e-19-3.91548e-05j 1.13267e-19+2.29736e-05j 2.37805e-19+0.000117923j -2.23901e-19+0.000103954j -5.9786e-19+9.02586e-05j 1.63896e-18+5.45343e-05j -2.2042e-18-4.56822e-05j 
9.68406e-19+2.09765e-05j 5.44064e-19+1.87249e-05j -7.54939e-20+2.66e-05j 5.62422e-21-1.93467e-05j 3.93513e-19+2.04277e-05j -2.21217e-19-3.77185e-07j -4.27461e-19+2.89247e-07j 2.12795e-19-7.91821e-06j -8.59358e-20+9.55076e-06j 2.12309e-19+1.2181e-06j 1.85747e-19+6.40265e-06j 2.35078e-20-1.81944e-06j 3.57075e-19-8.59199e-07j 1.67526e-19-6.37106e-06j 2.0431e-20+1.44559e-05j -1.17292e-20-4.93002e-06j -4.91912e-18+9.56523e-07j -6.57306e-19+4.92056e-07j 3.79497e-19-6.80731e-06j -7.00296e-20+4.43963e-06j 6.67068e-19+7.47649e-07j -2.71994e-19-2.45801e-06j -3.21652e-19-5.02428e-06j -2.48907e-19-7.51479e-07j -3.70433e-20+4.63631e-06j -1.43727e-19-1.21649e-05j -2.22794e-19+1.84898e-05j -3.17378e-19+3.32455e-06j -7.15826e-18-1.79374e-05j 1.95722e-17+3.52063e-06j -6.91651e-17+3.96381e-05j -1.17198e-17-6.53683e-06j -3.70201e-19-2.67297e-05j 3.98955e-19+6.64687e-05j 1.32689e-19-1.81866e-05j -1.15028e-19+5.57031e-05j 6.09309e-20+4.99357e-05j -2.95001e-19+9.86452e-05j 4.26292e-19-0.000115844j -1.95922e-19-5.69726e-05j 1.31998e-18+8.27837e-05j -1.82036e-19+5.27552e-05j -1.44159e-18+5.78213e-05j -9.9076e-18-4.34193e-06j 1.21879e-17+8.3404e-05j 1.09194e-17-6.70385e-05j 7.5698e-19+0.000116295j 2.69542e-19-6.76515e-05j 2.66835e-18+2.16752e-05j 1.40512e-18+4.01083e-06j 4.17413e-17-7.59091e-07j 1.26621e-19-6.78592e-06j 1.35954e-18-1.33442e-08j -5.25622e-18+2.72628e-05j -9.97544e-19-8.01397e-05j -2.80492e-18+9.35444e-05j -3.00044e-19-9.13172e-05j 2.91974e-18+6.62126e-05j 6.87928e-18+2.89655e-05j 5.16294e-18+5.83734e-05j 7.79797e-19-6.90266e-05j 5.81795e-19+7.88295e-05j 3.5047e-19-3.14543e-05j -6.65121e-20+0.000111682j 4.00009e-20-8.49574e-05j 1.01203e-19+2.05486e-05j -5.94427e-20-1.20566e-05j -1.24801e-19-6.18861e-05j 1.17504e-19-5.45555e-05j 3.13759e-19-4.73679e-05j -8.60131e-19-2.86198e-05j 1.15677e-18+2.39741e-05j 
-4.80337e-18-0.000104045j -2.6986e-18-9.28769e-05j 3.74455e-19-0.000131938j -2.78966e-20+9.59612e-05j -1.95186e-18-0.000101323j 1.09725e-18+1.87087e-06j 2.12024e-18-1.43469e-06j -1.05548e-18+3.92749e-05j 4.26248e-19-4.73725e-05j -1.05307e-18-6.04185e-06j -9.21321e-19-3.17577e-05j -1.16601e-19+9.02458e-06j -1.77112e-18+4.26169e-06j -8.30942e-19+3.1601e-05j -1.0134e-19-7.17026e-05j 5.81777e-20+2.44533e-05j 2.43992e-17-4.74443e-06j 3.26029e-18-2.44064e-06j -1.88233e-18+3.37648e-05j 3.47352e-19-2.20209e-05j -3.30871e-18-3.7084e-06j 1.34911e-18+1.21919e-05j 1.59542e-18+2.49208e-05j 1.2346e-18+3.72739e-06j 1.83738e-19-2.29965e-05j 7.12898e-19+6.03387e-05j 1.10507e-18-9.17106e-05j 1.57422e-18-1.649e-05j 3.55055e-17+8.89708e-05j -9.70797e-17-1.74626e-05j 3.43064e-16-0.000196608j 5.81312e-17+3.24232e-05j 1.83623e-18+0.000132581j -1.97885e-18-0.00032969j -6.58149e-19+9.02068e-05j 5.70546e-19-0.000276291j -3.02222e-19-0.000247685j 1.46323e-18-0.000489288j -2.11444e-18+0.000574595j 9.71788e-19+0.000282588j -6.5472e-18-0.000410613j 9.02915e-19-0.00026167j 7.15038e-18-0.000286798j 4.91424e-17+2.15363e-05j -6.0453e-17-0.00041369j -5.41612e-17+0.000332516j -3.75468e-18-0.000576833j -1.33695e-18+0.000335557j -1.32352e-17-0.000107511j -6.96949e-18-1.9894e-05j -2.0704e-16+3.76515e-06j -6.28048e-19+3.36587e-05j -6.74341e-18+6.61883e-08j 2.60712e-17-0.000135226j 4.9479e-18+0.000397499j 1.39126e-17-0.000463987j 1.48824e-18+0.00045294j -1.44822e-17-0.00032842j -3.41218e-17-0.000143671j -2.56086e-17-0.000289536j -3.86785e-18+0.000342377j -2.88575e-18-0.000391j -1.73836e-18+0.000156016j 3.29905e-19-0.00055395j -1.98407e-19+0.000421395j -5.01977e-19-0.000101922j 2.9484e-19+5.98016e-05j 6.1902e-19+0.00030696j -5.82828e-19+0.000270599j -1.55627e-18+0.000234949j 4.26631e-18+0.000141956j -5.73766e-18-0.000118914j 
-1.74048e-18-3.77002e-05j -9.77825e-19-3.36535e-05j 1.35682e-19-4.78071e-05j -1.01082e-20+3.47711e-05j -7.07246e-19-3.67138e-05j 3.97584e-19+6.77899e-07j 7.68259e-19-5.19853e-07j -3.82447e-19+1.42311e-05j 1.54449e-19-1.71652e-05j -3.81574e-19-2.18923e-06j -3.33836e-19-1.15072e-05j -4.22497e-20+3.27001e-06j -6.41756e-19+1.5442e-06j -3.01088e-19+1.14505e-05j -3.67199e-20-2.59811e-05j 2.10804e-20+8.86053e-06j 8.84093e-18-1.71912e-06j 1.18135e-18-8.84352e-07j -6.82054e-19+1.22345e-05j 1.25861e-19-7.97917e-06j -1.19889e-18-1.34372e-06j 4.88843e-19+4.41769e-06j 5.78092e-19+9.02994e-06j 4.47351e-19+1.3506e-06j 6.65764e-20-8.33266e-06j 2.58315e-19+2.18634e-05j 4.00418e-19-3.32309e-05j 5.70411e-19-5.97507e-06j 1.28652e-17+3.22381e-05j -3.51763e-17-6.32749e-06j 1.24308e-16-7.124e-05j 2.10636e-17+1.17484e-05j 6.65348e-19+4.80402e-05j -7.17026e-19-0.000119461j -2.38477e-19+3.2686e-05j 2.06734e-19-0.000100113j -1.09509e-19-8.97474e-05j 5.30193e-19-0.000177291j -7.66157e-19+0.000208202j 3.52123e-19+0.000102394j -2.37235e-18-0.000148784j 3.27167e-19-9.48148e-05j 2.5909e-18-0.00010392j 1.78065e-17+7.80358e-06j -2.19049e-17-0.000149899j -1.9625e-17+0.000120486j -1.36049e-18-0.000209013j -4.84437e-19+0.000121587j -4.79572e-18-3.8956e-05j -2.52536e-18-7.2085e-06j -7.502e-17+1.36428e-06j -2.2757e-19+1.21961e-05j -2.44344e-18+2.3983e-08j 9.44678e-18-4.89984e-05j 1.79285e-18+0.000144032j 5.04118e-18-0.000168124j 5.39257e-19+0.000164121j -5.24754e-18-0.000119001j -1.23639e-17-5.20586e-05j -9.27915e-18-0.000104912j -1.4015e-18+0.000124059j -1.04564e-18-0.000141677j -6.29885e-19+5.65315e-05j 1.19539e-19-0.000200721j -7.18919e-20+0.000152691j -1.81889e-19-3.69311e-05j 1.06834e-19+2.16688e-05j 2.24299e-19+0.000111225j -2.11185e-19+9.80503e-05j -5.63906e-19+8.51325e-05j 1.54588e-18+5.14371e-05j -2.07901e-18-4.30877e-05j 
-1.52508e-18-3.30345e-05j -8.56809e-19-2.94885e-05j 1.1889e-19-4.18905e-05j -8.8572e-21+3.04678e-05j -6.19717e-19-3.21701e-05j 3.48379e-19+5.94003e-07j 6.73179e-19-4.55516e-07j -3.35115e-19+1.24698e-05j 1.35334e-19-1.50408e-05j -3.3435e-19-1.91829e-06j -2.92521e-19-1.00831e-05j -3.70208e-20+2.86531e-06j -5.62333e-19+1.35309e-06j -2.63825e-19+1.00333e-05j -3.21754e-20-2.27657e-05j 1.84715e-20+7.76395e-06j 7.74678e-18-1.50636e-06j 1.03515e-18-7.74905e-07j -5.97643e-19+1.07204e-05j 1.10285e-19-6.99167e-06j -1.05052e-18-1.17742e-06j 4.28344e-19+3.87095e-06j 5.06547e-19+7.91239e-06j 3.91987e-19+1.18345e-06j 5.83369e-20-7.30141e-06j 2.26346e-19+1.91576e-05j 3.50862e-19-2.91182e-05j 4.99817e-19-5.2356e-06j 1.1273e-17+2.82484e-05j -3.08229e-17-5.5444e-06j 1.08923e-16-6.24233e-05j 1.84567e-17+1.02944e-05j 5.83004e-19+4.20947e-05j -6.28286e-19-0.000104677j -2.08963e-19+2.86408e-05j 1.81149e-19-8.77229e-05j -9.59559e-20-7.86402e-05j 4.64576e-19-0.000155349j -6.71337e-19+0.000182435j 3.08544e-19+8.97221e-05j -2.07874e-18-0.00013037j 2.86677e-19-8.30805e-05j 2.27025e-18-9.10588e-05j 1.56028e-17+6.83781e-06j -1.91939e-17-0.000131347j -1.71962e-17+0.000105574j -1.19212e-18-0.000183145j -4.24483e-19+0.00010654j -4.2022e-18-3.41348e-05j -2.21282e-18-6.31638e-06j -6.57355e-17+1.19544e-06j -1.99406e-19+1.06867e-05j -2.14104e-18+2.10149e-08j 8.27765e-18-4.29343e-05j 1.57096e-18+0.000126206j 4.41728e-18-0.000147317j 4.72519e-19+0.000143809j -4.5981e-18-0.000104274j -1.08337e-17-4.56158e-05j -8.13076e-18-9.19282e-05j -1.22805e-18+0.000108705j -9.16229e-19-0.000124143j -5.5193e-19+4.95352e-05j 1.04745e-19-0.00017588j -6.29946e-20+0.000133794j -1.59378e-19-3.23605e-05j 9.36122e-20+1.89871e-05j 1.9654e-19+9.74602e-05j -1.85049e-19+8.59156e-05j -4.94117e-19+7.45965e-05j 1.35456e-18+4.50713e-05j -1.82171e-18-3.77552e-05j 
-9.74221e-20-2.11025e-06j -5.47332e-20-1.88373e-06j 7.59472e-21-2.67597e-06j -5.658e-22+1.94629e-06j -3.95877e-20-2.05503e-06j 2.22545e-20+3.7945e-08j 4.30028e-20-2.90984e-08j -2.14072e-20+7.96576e-07j 8.64519e-21-9.60811e-07j -2.13584e-20-1.22541e-07j -1.86863e-20-6.4411e-07j -2.3649e-21+1.83037e-07j -3.59219e-20+8.64359e-08j -1.68532e-20+6.40932e-07j -2.05537e-21-1.45428e-06j 1.17996e-21+4.95963e-07j 4.94866e-19-9.62268e-08j 6.61253e-20-4.95011e-08j -3.81775e-20+6.84819e-07j 7.04501e-21-4.46629e-07j -6.71074e-20-7.52139e-08j 2.73627e-20+2.47277e-07j 3.23584e-20+5.05445e-07j 2.50402e-20+7.55991e-08j 3.72657e-21-4.66415e-07j 1.4459e-20+1.22379e-06j 2.24131e-20-1.86008e-06j 3.19284e-20-3.34451e-07j 7.20124e-19+1.80451e-06j -1.96897e-18-3.54177e-07j 6.95804e-18-3.98761e-06j 1.17902e-18+6.57608e-07j 3.72424e-20+2.68902e-06j -4.01351e-20-6.68678e-06j -1.33486e-20+1.82958e-06j 1.15718e-20-5.60376e-06j -6.12968e-21-5.02356e-06j 2.96772e-20-9.92376e-06j -4.28852e-20+1.1654e-05j 1.97099e-20+5.73147e-06j -1.32791e-19-8.32808e-06j 1.8313e-20-5.3072e-06j 1.45024e-19-5.81686e-06j 9.96709e-19+4.36801e-07j -1.22611e-18-8.39049e-06j -1.0985e-18+6.7441e-06j -7.61526e-20-1.16994e-05j -2.71161e-20+6.80578e-06j -2.68437e-19-2.18054e-06j -1.41356e-19-4.03491e-07j -4.1992e-18+7.63649e-08j -1.27381e-20+6.82667e-07j -1.3677e-19+1.34243e-09j 5.28778e-19-2.74265e-06j 1.00353e-19+8.0621e-06j 2.82177e-19-9.41062e-06j 3.01846e-20+9.18655e-06j -2.93728e-19-6.66102e-06j -6.92059e-19-2.91395e-06j -5.19395e-19-5.87239e-06j -7.8448e-20+6.94411e-06j -5.85289e-20-7.93029e-06j -3.52574e-20+3.16432e-06j 6.69115e-21-1.12352e-05j -4.02411e-21+8.54676e-06j -1.01811e-20-2.0672e-06j 5.97997e-21+1.2129e-06j 1.2555e-20+6.22578e-06j -1.18209e-20+5.48831e-06j -3.15643e-20+4.76524e-06j 8.65296e-20+2.87916e-06j -1.16371e-19-2.41181e-06j 
-2.38481e-19-5.1657e-06j -1.33982e-19-4.61122e-06j 1.85912e-20-6.55055e-06j -1.38503e-21+4.76435e-06j -9.69071e-20-5.03054e-06j 5.44771e-20+9.28861e-08j 1.05267e-19-7.12305e-08j -5.24031e-20+1.94995e-06j 2.11627e-20-2.35198e-06j -5.22834e-20-2.9997e-07j -4.57424e-20-1.57673e-06j -5.78907e-21+4.48059e-07j -8.79338e-20+2.11587e-07j -4.12552e-20+1.56895e-06j -5.03138e-21-3.55994e-06j 2.88845e-21+1.21407e-06j 1.21139e-18-2.35555e-07j 1.61869e-19-1.21174e-07j -9.34553e-20+1.67638e-06j 1.72456e-20-1.09331e-06j -1.64273e-19-1.84117e-07j 6.69816e-20+6.05313e-07j 7.92104e-20+1.23729e-06j 6.12962e-20+1.8506e-07j 9.12233e-21-1.14174e-06j 3.53945e-20+2.99574e-06j 5.48654e-20-4.55331e-06j 7.81579e-20-8.18707e-07j 1.7628e-18+4.41729e-06j -4.81988e-18-8.66995e-07j 1.70327e-17-9.76134e-06j 2.88614e-18+1.60977e-06j 9.11663e-20+6.58249e-06j -9.82472e-20-1.63687e-05j -3.26763e-20+4.47865e-06j 2.83268e-20-1.37175e-05j -1.50049e-20-1.22972e-05j 7.26473e-20-2.42925e-05j -1.04979e-19+2.85279e-05j 4.8248e-20+1.40301e-05j -3.2506e-19-2.03864e-05j 4.48285e-20-1.29916e-05j 3.55007e-19-1.42392e-05j 2.43986e-18+1.06925e-06j -3.00142e-18-2.05392e-05j -2.68903e-18+1.6509e-05j -1.86415e-19-2.8639e-05j -6.63778e-20+1.666e-05j -6.57111e-19-5.33777e-06j -3.46026e-19-9.87712e-07j -1.02793e-17+1.86935e-07j -3.11818e-20+1.67111e-06j -3.34801e-19+3.28616e-09j 1.2944e-18-6.71378e-06j 2.45657e-19+1.97353e-05j 6.90744e-19-2.30364e-05j 7.38893e-20+2.24879e-05j -7.1902e-19-1.63056e-05j -1.6941e-18-7.13309e-06j -1.27143e-18-1.43751e-05j -1.92034e-19+1.69986e-05j -1.43274e-19-1.94127e-05j -8.63071e-20+7.74597e-06j 1.63794e-20-2.75029e-05j -9.85066e-21+2.09217e-05j -2.49225e-20-5.06031e-06j 1.46384e-20+2.96907e-06j 3.07335e-20+1.52402e-05j -2.89366e-20+1.34349e-05j -7.72666e-20+1.16649e-05j 2.11817e-19+7.04794e-06j -2.84867e-19-5.9039e-06j 
