2.4087e-15+0.0521745j 1.35324e-15+0.0465741j -1.87775e-16+0.0661617j 1.3989e-17-0.0481208j 9.78779e-16+0.0508094j -5.50229e-16-0.000938166j -1.06322e-15+0.00071944j 5.2928e-16-0.0196948j -2.13747e-16+0.0237554j 5.28072e-16+0.00302975j 4.62006e-16+0.0159252j 5.84706e-17-0.00452547j 8.88147e-16-0.00213707j 4.16685e-16-0.0158466j 5.08178e-17+0.035956j -2.91739e-17-0.0122624j -1.22352e-14+0.00237915j -1.63491e-15+0.00122388j 9.43915e-16-0.0169317j -1.74183e-16+0.0110426j 1.65919e-15+0.00185962j -6.76526e-16-0.00611377j -8.0004e-16-0.0124968j -6.19103e-16-0.00186914j -9.21372e-17+0.0115318j -3.5749e-16-0.0302575j -5.54151e-16+0.0459893j -7.89409e-16+0.00826909j -1.78046e-14-0.0446154j 4.86816e-14+0.00875681j -1.72033e-13+0.0985912j -2.91505e-14-0.0162589j -9.20796e-16-0.0664843j 9.92314e-16+0.165326j 3.30036e-16-0.0452351j -2.86106e-16+0.138549j 1.51552e-16+0.124204j -7.33751e-16+0.245359j 1.06031e-15-0.288137j -4.87314e-16-0.141707j 3.28316e-15+0.205906j -4.52776e-16+0.131217j -3.58563e-15+0.143818j -2.4643e-14-0.0107996j 3.03148e-14+0.207449j 2.71597e-14-0.166744j 1.88282e-15+0.289259j 6.70427e-16-0.168269j 6.63694e-15+0.0539125j 3.49493e-15+0.00997607j 1.03823e-13-0.00188807j 3.14941e-16-0.0168785j 3.38155e-15-3.31908e-05j -1.30737e-14+0.0678104j -2.48118e-15-0.19933j -6.97664e-15+0.232671j -7.46295e-16-0.227132j 7.26223e-15+0.16469j 1.71107e-14+0.0720455j 1.28417e-14+0.145191j 1.93958e-15-0.171689j 1.44709e-15+0.196071j 8.71717e-16-0.0782357j -1.65434e-16+0.277784j 9.94935e-17-0.211313j 2.51722e-16+0.0511101j -1.47851e-16-0.0299882j -3.10414e-16-0.153928j 2.92265e-16-0.135695j 7.80407e-16-0.117818j -2.13939e-15-0.0711854j 2.87721e-15+0.0596305j 
-5.77176e-18-0.000125021j -3.24266e-18-0.000111602j 4.49948e-19-0.000158538j -3.35207e-20+0.000115308j -2.34536e-18-0.00012175j 1.31847e-18+2.24805e-06j 2.5477e-18-1.72393e-06j -1.26827e-18+4.7193e-05j 5.12183e-19-5.69231e-05j -1.26537e-18-7.25993e-06j -1.10707e-18-3.81602e-05j -1.40108e-19+1.0844e-05j -2.12819e-18+5.12088e-06j -9.98466e-19+3.79719e-05j -1.2177e-19-8.61584e-05j 6.99068e-20+2.93833e-05j 2.93182e-17-5.70094e-06j 3.91758e-18-2.93268e-06j -2.26182e-18+4.0572e-05j 4.17381e-19-2.64605e-05j -3.97577e-18-4.45604e-06j 1.6211e-18+1.46499e-05j 1.91707e-18+2.9945e-05j 1.4835e-18+4.47886e-06j 2.2078e-19-2.76327e-05j 8.56624e-19+7.25035e-05j 1.32786e-18-0.0001102j 1.89159e-18-1.98145e-05j 4.26637e-17+0.000106908j -1.16652e-16-2.09832e-05j 4.12228e-16-0.000236246j 6.98509e-17+3.89599e-05j 2.20642e-18+0.000159311j -2.3778e-18-0.000396157j -7.90837e-19+0.000108393j 6.85572e-19-0.000331994j -3.63152e-19-0.00029762j 1.75822e-18-0.000587932j -2.54072e-18+0.000690438j 1.16771e-18+0.00033956j -7.86716e-18-0.000493396j 1.08495e-18-0.000314424j 8.59194e-18-0.000344619j 5.90499e-17+2.58782e-05j -7.26408e-17-0.000497093j -6.50805e-17+0.000399553j -4.51165e-18-0.000693127j -1.60649e-18+0.000403207j -1.59035e-17-0.000129186j -8.37459e-18-2.39048e-05j -2.48781e-16+4.52423e-06j -7.54667e-19+4.04445e-05j -8.10293e-18+7.95323e-08j 3.13274e-17-0.000162488j 5.94543e-18+0.000477638j 1.67175e-17-0.000557531j 1.78828e-18+0.000544256j -1.74019e-17-0.000394631j -4.1001e-17-0.000172636j -3.07715e-17-0.000347909j -4.64764e-18+0.000411403j -3.46754e-18-0.000469829j -2.08882e-18+0.000187469j 3.96416e-19-0.00066563j -2.38408e-19+0.000506352j -6.03179e-19-0.000122471j 3.54282e-19+7.1858e-05j 7.43819e-19+0.000368845j -7.0033e-19+0.000325154j -1.87002e-18+0.000282316j 5.12643e-18+0.000170576j -6.89441e-18-0.000142887j 
-6.46526e-18-0.000140043j -3.63227e-18-0.000125011j 5.04011e-19-0.000177586j -3.75483e-20+0.000129162j -2.62717e-18-0.000136379j 1.47688e-18+2.51816e-06j 2.85381e-18-1.93107e-06j -1.42066e-18+5.28634e-05j 5.73723e-19-6.37626e-05j -1.41741e-18-8.13223e-06j -1.24008e-18-4.27453e-05j -1.56943e-19+1.21469e-05j -2.3839e-18+5.73617e-06j -1.11843e-18+4.25344e-05j -1.36401e-19-9.65106e-05j 7.83063e-20+3.29137e-05j 3.28409e-17-6.38593e-06j 4.3883e-18-3.28506e-06j -2.53359e-18+4.54469e-05j 4.6753e-19-2.96398e-05j -4.45347e-18-4.99144e-06j 1.81588e-18+1.64101e-05j 2.14741e-18+3.3543e-05j 1.66175e-18+5.01701e-06j 2.47308e-19-3.09529e-05j 9.5955e-19+8.1215e-05j 1.48741e-18-0.000123441j 2.11887e-18-2.21953e-05j 4.77898e-17+0.000119753j -1.30668e-16-2.35044e-05j 4.61759e-16-0.000264631j 7.82437e-17+4.36411e-05j 2.47153e-18+0.000178452j -2.6635e-18-0.000443757j -8.85858e-19+0.000121417j 7.67945e-19-0.000371884j -4.06786e-19-0.00033338j 1.96948e-18-0.000658574j -2.846e-18+0.000773396j 1.30801e-18+0.000380359j -8.81243e-18-0.000552679j 1.21531e-18-0.000352203j 9.62429e-18-0.000386026j 6.61449e-17+2.89875e-05j -8.13688e-17-0.000556821j -7.29001e-17+0.000447561j -5.05374e-18-0.000776408j -1.79951e-18+0.000451654j -1.78144e-17-0.000144708j -9.38083e-18-2.6777e-05j -2.78673e-16+5.06783e-06j -8.45343e-19+4.53041e-05j -9.07652e-18+8.90884e-08j 3.50915e-17-0.000182012j 6.65979e-18+0.000535027j 1.87262e-17-0.00062452j 2.00315e-18+0.00060965j -1.94928e-17-0.000442048j -4.59274e-17-0.000193379j -3.44688e-17-0.000389711j -5.20607e-18+0.000460834j -3.88417e-18-0.00052628j -2.3398e-18+0.000209995j 4.44047e-19-0.000745608j -2.67053e-19+0.000567191j -6.75653e-19-0.000137186j 3.96851e-19+8.0492e-05j 8.33191e-19+0.000413163j -7.84477e-19+0.000364222j -2.09471e-18+0.000316237j 5.74239e-18+0.000191071j -7.7228e-18-0.000160056j 
-2.15944e-18-4.67753e-05j -1.2132e-18-4.17544e-05j 1.68343e-19-5.9315e-05j -1.25414e-20+4.3141e-05j -8.77491e-19-4.55514e-05j 4.93289e-19+8.41081e-07j 9.53191e-19-6.4499e-07j -4.74508e-19+1.76567e-05j 1.91627e-19-2.12971e-05j -4.73425e-19-2.71622e-06j -4.14196e-19-1.42772e-05j -5.24198e-20+4.05716e-06j -7.96238e-19+1.91592e-06j -3.73564e-19+1.42068e-05j -4.5559e-20-3.22352e-05j 2.61548e-20+1.09934e-05j 1.09691e-17-2.13294e-06j 1.46572e-18-1.09723e-06j -8.46235e-19+1.51795e-05j 1.56158e-19-9.89988e-06j -1.48749e-18-1.66717e-06j 6.06516e-19+5.48109e-06j 7.17248e-19+1.12036e-05j 5.55035e-19+1.67571e-06j 8.26024e-20-1.03385e-05j 3.20496e-19+2.71263e-05j 4.96805e-19-4.12301e-05j 7.07718e-19-7.41337e-06j 1.59621e-17+3.99984e-05j -4.36439e-17-7.85061e-06j 1.5423e-16-8.83886e-05j 2.61339e-17+1.45764e-05j 8.25508e-19+5.96042e-05j -8.89625e-19-0.000148218j -2.95882e-19+4.0554e-05j 2.56499e-19-0.000124212j -1.35869e-19-0.000111351j 6.57819e-19-0.000219968j -9.50583e-19+0.000258319j 4.36884e-19+0.000127042j -2.94341e-18-0.000184598j 4.05921e-19-0.000117638j 3.21458e-18-0.000128935j 2.20928e-17+9.68203e-06j -2.71777e-17-0.000185982j -2.43491e-17+0.000149488j -1.68798e-18-0.000259325j -6.01049e-19+0.000150855j -5.95012e-18-4.83334e-05j -3.13326e-18-8.9437e-06j -9.30786e-17+1.69269e-06j -2.8235e-19+1.51319e-05j -3.03162e-18+2.97561e-08j 1.17208e-17-6.07931e-05j 2.22441e-18+0.000178703j 6.25467e-18-0.000208594j 6.69065e-19+0.000203627j -6.51071e-18-0.000147647j -1.534e-17-6.45899e-05j -1.15128e-17-0.000130166j -1.73886e-18+0.000153922j -1.29734e-18-0.000175781j -7.81508e-19+7.01395e-05j 1.48315e-19-0.000249038j -8.91975e-20+0.000189446j -2.25672e-19-4.5821e-05j 1.32551e-19+2.68848e-05j 2.78291e-19+0.000137999j -2.6202e-19+0.000121653j -6.99647e-19+0.000105625j 1.918e-18+6.38189e-05j -2.57946e-18-5.34596e-05j 
4.5318e-18+9.81627e-05j 2.54603e-18+8.76259e-05j -3.53285e-19+0.000124479j 2.63194e-20-9.05359e-05j 1.8415e-18+9.55943e-05j -1.03522e-18-1.76509e-06j -2.00037e-18+1.35358e-06j 9.95804e-19-3.70544e-05j -4.0215e-19+4.46942e-05j 9.93531e-19+5.70026e-06j 8.69232e-19+2.99622e-05j 1.10008e-19-8.51436e-06j 1.67099e-18-4.02075e-06j 7.83963e-19-2.98143e-05j 9.56101e-20+6.76488e-05j -5.48886e-20-2.30708e-05j -2.30197e-17+4.47619e-06j -3.07596e-18+2.30265e-06j 1.77591e-18-3.18558e-05j -3.27714e-19+2.07759e-05j 3.12164e-18+3.49874e-06j -1.27284e-18-1.15026e-05j -1.50522e-18-2.35119e-05j -1.1648e-18-3.51666e-06j -1.7335e-19+2.16963e-05j -6.72593e-19-5.69274e-05j -1.0426e-18+8.65256e-05j -1.48522e-18+1.55577e-05j -3.34981e-17-8.39407e-05j 9.15911e-17+1.64753e-05j -3.23668e-16+0.000185492j -5.48447e-17-3.05901e-05j -1.73241e-18-0.000125086j 1.86697e-18+0.00031105j 6.2094e-19-8.51068e-05j -5.38289e-19+0.000260671j 2.85135e-19+0.000233682j -1.3805e-18+0.000461625j 1.9949e-18-0.000542109j -9.16847e-19-0.000266612j 6.17704e-18+0.000387399j -8.51867e-19+0.000246876j -6.74612e-18+0.000270584j -4.63641e-17-2.03187e-05j 5.70352e-17+0.000390302j 5.10991e-17-0.000313716j 3.5424e-18+0.000544221j 1.26136e-18-0.000316585j 1.24869e-17+0.000101433j 6.57546e-18+1.87693e-05j 1.95335e-16-3.55228e-06j 5.9254e-19-3.17557e-05j 6.36216e-18-6.24462e-08j -2.45973e-17+0.00012758j -4.66816e-18-0.000375026j -1.31261e-17+0.000437755j -1.4041e-18-0.000427332j 1.36634e-17+0.000309852j 3.21926e-17+0.000135548j 2.41608e-17+0.000273167j 3.64918e-18-0.00032302j 2.7226e-18+0.000368895j 1.64007e-18-0.000147195j -3.11253e-19+0.000522631j 1.8719e-19-0.000397571j 4.73597e-19+9.616e-05j -2.78171e-19-5.64206e-05j -5.84023e-19-0.000289605j 5.49877e-19-0.0002553j 1.46828e-18-0.000221665j -4.02511e-18-0.00013393j 5.41327e-18+0.000112191j 
3.87311e-18+8.3895e-05j 2.17597e-18+7.48897e-05j -3.01936e-19+0.000106386j 2.24939e-20-7.73767e-05j 1.57385e-18+8.16999e-05j -8.8475e-19-1.50854e-06j -1.70962e-18+1.15684e-06j 8.51066e-19-3.16687e-05j -3.43698e-19+3.8198e-05j 8.49124e-19+4.87174e-06j 7.42892e-19+2.56073e-05j 9.4019e-20-7.27682e-06j 1.42811e-18-3.43634e-06j 6.70016e-19-2.54809e-05j 8.17134e-20+5.78162e-05j -4.69107e-20-1.97175e-05j -1.96739e-17+3.82559e-06j -2.62888e-18+1.96797e-06j 1.51779e-18-2.72257e-05j -2.80081e-19+1.77562e-05j 2.66792e-18+2.9902e-06j -1.08783e-18-9.83076e-06j -1.28644e-18-2.00945e-05j -9.95498e-19-3.00552e-06j -1.48154e-19+1.85428e-05j -5.74834e-19-4.86531e-05j -8.91057e-19+7.39493e-05j -1.26935e-18+1.32964e-05j -2.86293e-17-7.17401e-05j 7.82786e-17+1.40807e-05j -2.76624e-16+0.000158532j -4.68731e-17-2.61439e-05j -1.48061e-18-0.000106905j 1.59561e-18+0.00026584j 5.30688e-19-7.27367e-05j -4.6005e-19+0.000222783j 2.43692e-19+0.000199717j -1.17985e-18+0.000394529j 1.70494e-18-0.000463315j -7.83585e-19-0.00022786j 5.27923e-18+0.000331091j -7.2805e-19+0.000210993j -5.76559e-18+0.000231255j -3.96252e-17-1.73655e-05j 4.87453e-17+0.000333572j 4.3672e-17-0.000268119j 3.02752e-18+0.00046512j 1.07803e-18-0.000270571j 1.0672e-17+8.66896e-05j 5.61973e-18+1.60412e-05j 1.66943e-16-3.03596e-06j 5.06416e-19-2.71401e-05j 5.43744e-18-5.33698e-08j -2.10221e-17+0.000109037j -3.98965e-18-0.000320517j -1.12182e-17+0.000374128j -1.20002e-18-0.000365221j 1.16774e-17+0.000264816j 2.75135e-17+0.000115847j 2.06491e-17+0.000233463j 3.11878e-18-0.00027607j 2.32687e-18+0.000315277j 1.40169e-18-0.000125801j -2.66013e-19+0.000446668j 1.59982e-19-0.000339785j 4.04761e-19+8.21834e-05j -2.3774e-19-4.822e-05j -4.99136e-19-0.000247512j 4.69954e-19-0.000218193j 1.25487e-18-0.000189447j -3.44007e-18-0.000114464j 4.62646e-18+9.58839e-05j 
-1.26899e-19-2.74874e-06j -7.12936e-20-2.45369e-06j 9.89264e-21-3.48564e-06j -7.36992e-22+2.53517e-06j -5.15656e-20-2.67682e-06j 2.8988e-20+4.94259e-08j 5.60141e-20-3.79027e-08j -2.78844e-20+1.03759e-06j 1.12609e-20-1.25152e-06j -2.78207e-20-1.59618e-07j -2.43401e-20-8.38997e-07j -3.08044e-21+2.38418e-07j -4.67907e-20+1.12589e-07j -2.19524e-20+8.34857e-07j -2.67726e-21-1.89429e-06j 1.53698e-21+6.46025e-07j 6.44596e-19-1.25342e-07j 8.61327e-20-6.44785e-08j -4.97288e-20+8.92023e-07j 9.1766e-21-5.81765e-07j -8.74119e-20-9.79712e-08j 3.56418e-20+3.22095e-07j 4.21489e-20+6.58376e-07j 3.26165e-20+9.8473e-08j 4.85412e-21-6.07538e-07j 1.88339e-20+1.59407e-06j 2.91946e-20-2.42288e-06j 4.15889e-20-4.35645e-07j 9.38011e-19+2.3505e-06j -2.56472e-18-4.6134e-07j 9.06332e-18-5.19414e-06j 1.53575e-18+8.56579e-07j 4.85108e-20+3.50263e-06j -5.22786e-20-8.70998e-06j -1.73875e-20+2.38315e-06j 1.50731e-20-7.29927e-06j -7.98432e-21-6.54352e-06j 3.86566e-20-1.29264e-05j -5.58608e-20+1.51801e-05j 2.56734e-20+7.46563e-06j -1.72969e-19-1.08479e-05j 2.38539e-20-6.91298e-06j 1.88904e-19-7.57685e-06j 1.29828e-18+5.68962e-07j -1.59709e-18-1.09292e-05j -1.43087e-18+8.78465e-06j -9.91939e-20-1.52392e-05j -3.53205e-20+8.86499e-06j -3.49658e-19-2.8403e-06j -1.84125e-19-5.25575e-07j -5.46974e-18+9.94705e-08j -1.65922e-20+8.8922e-07j -1.78152e-19+1.74861e-09j 6.88769e-19-3.57249e-06j 1.30717e-19+1.05014e-05j 3.67554e-19-1.2258e-05j 3.93175e-20+1.19661e-05j -3.826e-19-8.67643e-06j -9.01454e-19-3.79561e-06j -6.76547e-19-7.64919e-06j -1.02184e-19+9.04517e-06j -7.62378e-20-1.03297e-05j -4.59252e-20+4.12174e-06j 8.71568e-21-1.46347e-05j -5.24167e-21+1.11327e-05j -1.32616e-20-2.69266e-06j 7.78931e-21+1.57988e-06j 1.63537e-20+8.1095e-06j -1.53976e-20+7.14889e-06j -4.11146e-20+6.20705e-06j 1.12711e-19+3.7503e-06j -1.51582e-19-3.14155e-06j 
5.06298e-19+1.09669e-05j 2.84446e-19+9.78968e-06j -3.94694e-20+1.39069e-05j 2.94044e-21-1.01148e-05j 2.05735e-19+1.06799e-05j -1.15656e-19-1.97198e-07j -2.23484e-19+1.51223e-07j 1.11252e-19-4.13977e-06j -4.49286e-20+4.99329e-06j 1.10998e-19+6.3684e-07j 9.71117e-20+3.34741e-06j 1.22903e-20-9.51235e-07j 1.86685e-19-4.49203e-07j 8.75853e-20-3.3309e-06j 1.06817e-20+7.5578e-06j -6.13222e-21-2.5775e-06j -2.57179e-18+5.00086e-07j -3.4365e-19+2.57255e-07j 1.98407e-19-3.55897e-06j -3.66126e-20+2.32111e-06j 3.48754e-19+3.90883e-07j -1.42203e-19-1.28509e-06j -1.68165e-19-2.62678e-06j -1.30133e-19-3.92885e-07j -1.93668e-20+2.42394e-06j -7.5143e-20-6.36e-06j -1.1648e-19+9.66675e-06j -1.6593e-19+1.73813e-06j -3.74245e-18-9.37796e-06j 1.02327e-17+1.84064e-06j -3.61606e-17+2.07235e-05j -6.12732e-18-3.41756e-06j -1.93547e-19-1.39747e-05j 2.0858e-19+3.47509e-05j 6.93721e-20-9.50823e-06j -6.01383e-20+2.91225e-05j 3.18557e-20+2.61072e-05j -1.54231e-19+5.15733e-05j 2.22872e-19-6.05651e-05j -1.02431e-19-2.97862e-05j 6.90107e-19+4.32807e-05j -9.51716e-20+2.75813e-05j -7.53684e-19+3.02299e-05j -5.17985e-18-2.27003e-06j 6.37205e-18+4.3605e-05j 5.70885e-18-3.50488e-05j 3.95762e-19+6.0801e-05j 1.40921e-19-3.53693e-05j 1.39506e-18+1.13322e-05j 7.34619e-19+2.09693e-06j 2.18231e-17-3.96865e-07j 6.61993e-20-3.54779e-06j 7.10788e-19-6.97657e-09j -2.74804e-18+1.42534e-05j -5.21532e-19-4.18983e-05j -1.46646e-18+4.89065e-05j -1.56868e-19-4.77421e-05j 1.52649e-18+3.4617e-05j 3.5966e-18+1.51436e-05j 2.69927e-18+3.05185e-05j 4.07691e-19-3.60882e-05j 3.04172e-19+4.12134e-05j 1.83231e-19-1.64448e-05j -3.47736e-20+5.8389e-05j 2.09131e-20-4.44171e-05j 5.29108e-20+1.07431e-05j -3.10776e-20-6.30338e-06j -6.52477e-20-3.23551e-05j 6.14329e-20-2.85225e-05j 1.64038e-19-2.47647e-05j -4.4969e-19-1.49629e-05j 6.04777e-19+1.25341e-05j 
5.9294e-19+1.28436e-05j 3.33123e-19+1.1465e-05j -4.62238e-20+1.62868e-05j 3.44363e-21-1.18457e-05j 2.40942e-19+1.25076e-05j -1.35448e-19-2.30945e-07j -2.61728e-19+1.77102e-07j 1.30291e-19-4.8482e-06j -5.26172e-20+5.84779e-06j 1.29994e-19+7.45822e-07j 1.1373e-19+3.92025e-06j 1.43935e-20-1.11402e-06j 2.18632e-19-5.26075e-07j 1.02574e-19-3.90091e-06j 1.25096e-20+8.85116e-06j -7.18162e-21-3.01858e-06j -3.0119e-18+5.85665e-07j -4.02459e-19+3.01279e-07j 2.3236e-19-4.16802e-06j -4.28781e-20+2.71832e-06j 4.08436e-19+4.57774e-07j -1.66538e-19-1.505e-06j -1.96943e-19-3.07629e-06j -1.52402e-19-4.60119e-07j -2.26811e-20+2.83875e-06j -8.80021e-20-7.44838e-06j -1.36413e-19+1.1321e-05j -1.94326e-19+2.03557e-06j -4.3829e-18-1.09828e-05j 1.19838e-17+2.15563e-06j -4.23487e-17+2.42698e-05j -7.17588e-18-4.0024e-06j -2.26669e-19-1.63662e-05j 2.44274e-19+4.06978e-05j 8.12437e-20-1.11354e-05j -7.04297e-20+3.41062e-05j 3.73071e-20+3.05749e-05j -1.80625e-19+6.0399e-05j 2.61012e-19-7.09296e-05j -1.1996e-19-3.48835e-05j 8.08204e-19+5.06872e-05j -1.11458e-19+3.23012e-05j -8.82662e-19+3.54031e-05j -6.06627e-18-2.6585e-06j 7.46249e-18+5.1067e-05j 6.6858e-18-4.10467e-05j 4.63488e-19+7.12058e-05j 1.65037e-19-4.1422e-05j 1.63379e-18+1.32714e-05j 8.60333e-19+2.45577e-06j 2.55576e-17-4.6478e-07j 7.75279e-20-4.15492e-06j 8.32425e-19-8.17046e-09j -3.2183e-18+1.66926e-05j -6.10781e-19-4.90684e-05j -1.71741e-18+5.72759e-05j -1.83713e-19-5.59121e-05j 1.78772e-18+4.0541e-05j 4.21208e-18+1.77352e-05j 3.16119e-18+3.57411e-05j 4.77458e-19-4.22639e-05j 3.56225e-19+4.82662e-05j 2.14587e-19-1.9259e-05j -4.07244e-20+6.83811e-05j 2.44919e-20-5.20182e-05j 6.19654e-20+1.25816e-05j -3.63959e-20-7.38207e-06j -7.64135e-20-3.7892e-05j 7.19458e-20-3.34035e-05j 1.9211e-19-2.90027e-05j -5.26645e-19-1.75235e-05j 7.08272e-19+1.4679e-05j 
1.06315e-18+2.30288e-05j 5.97295e-19+2.05569e-05j -8.28801e-20+2.92025e-05j 6.17449e-21-2.12396e-05j 4.32014e-19+2.24263e-05j -2.4286e-19-4.14089e-07j -4.69284e-19+3.17547e-07j 2.33614e-19-8.69292e-06j -9.43437e-20+1.04852e-05j 2.33081e-19+1.33727e-06j 2.03921e-19+7.02909e-06j 2.58078e-20-1.99746e-06j 3.92011e-19-9.43262e-07j 1.83917e-19-6.9944e-06j 2.243e-20+1.58703e-05j -1.28768e-20-5.41237e-06j -5.4004e-18+1.05011e-06j -7.21616e-19+5.40198e-07j 4.16626e-19-7.47333e-06j -7.68812e-20+4.874e-06j 7.32333e-19+8.20799e-07j -2.98605e-19-2.6985e-06j -3.53122e-19-5.51585e-06j -2.7326e-19-8.25003e-07j -4.06676e-20+5.08993e-06j -1.57789e-19-1.33551e-05j -2.44592e-19+2.02988e-05j -3.4843e-19+3.64982e-06j -7.85862e-18-1.96924e-05j 2.14871e-17+3.86509e-06j -7.59321e-17+4.35163e-05j -1.28665e-17-7.17639e-06j -4.06422e-19-2.93449e-05j 4.37988e-19+7.29719e-05j 1.45672e-19-1.99659e-05j -1.26282e-19+6.1153e-05j 6.68924e-20+5.48214e-05j -3.23864e-19+0.000108297j 4.68e-19-0.000127178j -2.15091e-19-6.25467e-05j 1.44913e-18+9.08832e-05j -1.99847e-19+5.79167e-05j -1.58263e-18+6.34785e-05j -1.08769e-17-4.76674e-06j 1.33804e-17+9.15642e-05j 1.19878e-17-7.35975e-05j 8.31042e-19+0.000127673j 2.95914e-19-7.42705e-05j 2.92942e-18+2.37959e-05j 1.54259e-18+4.40325e-06j 4.58253e-17-8.3336e-07j 1.39009e-19-7.44985e-06j 1.49255e-18-1.46498e-08j -5.77048e-18+2.99302e-05j -1.09514e-18-8.79805e-05j -3.07936e-18+0.000102697j -3.294e-19-0.000100252j 3.20541e-18+7.26908e-05j 7.55235e-18+3.17995e-05j 5.66808e-18+6.40846e-05j 8.56092e-19-7.57801e-05j 6.38718e-19+8.65422e-05j 3.84759e-19-3.45317e-05j -7.30196e-20+0.000122609j 4.39145e-20-9.32696e-05j 1.11105e-19+2.2559e-05j -6.52586e-20-1.32362e-05j -1.37011e-19-6.7941e-05j 1.29e-19-5.98931e-05j 3.44457e-19-5.20024e-05j -9.44285e-19-3.14199e-05j 1.26995e-18+2.63197e-05j 
1.44349e-18+3.12672e-05j 8.10972e-19+2.7911e-05j -1.1253e-19+3.96495e-05j 8.38336e-21-2.88379e-05j 5.86564e-19+3.04491e-05j -3.29741e-19-5.62225e-07j -6.37166e-19+4.31147e-07j 3.17187e-19-1.18027e-05j -1.28094e-19+1.42362e-05j 3.16463e-19+1.81567e-06j 2.76871e-19+9.54367e-06j 3.50403e-20-2.71203e-06j 5.32249e-19-1.28071e-06j 2.49711e-19-9.49659e-06j 3.04541e-20+2.15478e-05j -1.74833e-20-7.3486e-06j -7.33234e-18+1.42578e-06j -9.79768e-19+7.33449e-07j 5.6567e-19-1.01468e-05j -1.04385e-19+6.61763e-06j 9.94319e-19+1.11443e-06j -4.05429e-19-3.66387e-06j -4.79448e-19-7.4891e-06j -3.71016e-19-1.12014e-06j -5.5216e-20+6.9108e-06j -2.14237e-19-1.81327e-05j -3.32092e-19+2.75605e-05j -4.73078e-19+4.9555e-06j -1.067e-17-2.67371e-05j 2.9174e-17+5.24778e-06j -1.03096e-16+5.90838e-05j -1.74693e-17-9.74367e-06j -5.51815e-19-3.98428e-05j 5.94675e-19+9.90769e-05j 1.97784e-19-2.71085e-05j -1.71458e-19+8.30299e-05j 9.08225e-20+7.44332e-05j -4.39723e-19+0.000147039j 6.35422e-19-0.000172675j -2.92038e-19-8.49222e-05j 1.96754e-18+0.000123396j -2.7134e-19+7.86359e-05j -2.1488e-18+8.61874e-05j -1.47681e-17-6.472e-06j 1.81671e-17+0.00012432j 1.62763e-17-9.99262e-05j 1.12834e-18+0.000173347j 4.01774e-19-0.00010084j 3.97739e-18+3.23087e-05j 2.09444e-18+5.97847e-06j 6.22189e-17-1.13149e-06j 1.88738e-19-1.0115e-05j 2.0265e-18-1.98906e-08j -7.83482e-18+4.06374e-05j -1.48692e-18-0.000119455j -4.18097e-18+0.000139436j -4.4724e-19-0.000136116j 4.35212e-18+9.86953e-05j 1.02541e-17+4.31755e-05j 7.69578e-18+8.70102e-05j 1.16235e-18-0.00010289j 8.67213e-19+0.000117502j 5.22403e-19-4.68851e-05j -9.91417e-20+0.000166471j 5.96245e-20-0.000126636j 1.50852e-19+3.06293e-05j -8.86042e-20-1.79713e-05j -1.86025e-19-9.22463e-05j 1.75149e-19-8.13193e-05j 4.67683e-19-7.06058e-05j -1.28209e-18-4.26601e-05j 1.72426e-18+3.57354e-05j 
