-0.00354659-0j -0.000591099-0j -0.000361973-0j -7.38873e-05-0j -4.35385e-06-0j -0.00318497-0j -0.000513972-0j -0.000419656-0j -6.05722e-05-0j -5.2457e-05-0j -6.18212e-06-0j -2.82174e-07-0j -0.00204301-0j -0.00206418-0j -0.000323028-0j -0.000326376-0j -0.000255376-0j -0.000170251-0j -3.68604e-05-0j -0.000258023-0j -0.000172015-0j -3.72424e-05-0j -4.25627e-05-0j -1.50482e-05-0j -3.54689e-06-0j -4.30038e-05-0j -1.52041e-05-0j -3.76205e-06-0j -3.58365e-06-0j -3.80103e-06-0j -3.13504e-07-0j -1.16836e-08-0j -3.16753e-07-0j -1.18047e-08-0j -0.0015347-0j -0.00189909-0j -0.0011078-0j -0.000239263-0j -0.000296073-0j -0.000172709-0j -0.000185332-0j -2.67504e-05-0j -0.000169184-0j -0.000229337-0j -3.3102e-05-0j -0.00013378-0j -2.99079e-05-0j -0.000209355-0j -1.93095e-05-0j -1.99386e-05-0j -2.49232e-06-0j -0.000122124-0j -1.72673e-05-0j -3.70091e-05-0j -2.46727e-05-0j -3.52468e-06-0j -2.15886e-05-0j -3.08409e-06-0j -1.76234e-06-0j -2.13672e-05-0j -1.43924e-05-0j -2.07694e-07-0j -1.79905e-06-0j -1.24642e-05-0j -2.54372e-07-0j -4.36157e-06-0j -2.18078e-06-0j -1.64196e-08-0j -2.57008e-07-0j -2.54425e-06-0j -1.27212e-06-0j -3.14769e-07-0j -5.17169e-10-0j -1.49921e-07-0j -1.83615e-07-0j -2.03182e-08-0j -1.18523e-08-0j -6.39964e-10-0j -3.73313e-10-0j 
-0.0014772-0j -0.000120161-0j -0.000148874-0j -0.067629-0j 0.000255622-0j 6.77217e-06-0j 0.0204667-0j -8.58529e-05-0j 0.000576233-0j 0.00206266-0j -0.0173395-0j 2.77077e-05-0j 4.34404e-06-0j 4.38906e-06-0j -6.56666e-05-0j -6.63471e-05-0j 0.010234-0j 3.62003e-07-0j -0.0686894-0j 0.0103401-0j 3.65755e-07-0j -0.0694012-0j 0.000832476-0j -9.29963e-06-0j 0.000103397-0j 0.000841103-0j -9.396e-06-0j -0.00692259-0j 0.000104469-0j -0.00699433-0j -0.00177095-0j 1.72447e-06-0j -0.0017893-0j 1.74234e-06-0j 3.26322e-06-0j 4.03802e-06-0j 2.35551e-06-0j -4.86384e-05-0j -6.0187e-05-0j -3.51091e-05-0j -3.79151e-05-0j 0.000254481-0j -7.04674e-05-0j -4.69176e-05-0j 0.000314904-0j -2.73686e-05-0j -0.114586-0j -8.7199e-05-0j 0.000183694-0j -4.0532e-06-0j -0.0142321-0j -5.08661e-05-0j -7.10178e-06-0j -0.141793-0j -5.01558e-06-0j -0.00322614-0j -0.0827128-0j -0.0176114-0j 0.000104124-0j -8.78801e-06-0j -2.92576e-06-0j 1.2194e-05-0j -0.0102733-0j -5.12634e-06-0j -0.00143433-0j -0.00399214-0j 0.000128847-0j -0.000155126-0j 1.50893e-05-0j -0.00232875-0j 7.51608e-05-0j -0.00177489-0j 1.07014e-07-0j 8.80212e-06-0j -0.00103535-0j -0.000191959-0j -0.000111976-0j 1.32424e-07-0j 7.72471e-08-0j 
5.0274e-06-0j 0.0234298-0j 5.13107e-07-0j 0.000468602-0j 0.000170415-0j 4.51478e-06-0j -6.9655e-05-0j -0.000173989-0j -0.112358-0j -7.10913e-06-0j 0.000120145-0j 1.84718e-05-0j 2.89603e-06-0j 2.92604e-06-0j -4.37777e-05-0j -4.42314e-05-0j 3.62003e-07-0j 0.0102518-0j 0.000233773-0j 3.65755e-07-0j 0.010358-0j 0.000236195-0j 0.00168709-0j 2.13312e-08-0j -0.0201611-0j 0.00170457-0j 2.15523e-08-0j 2.38593e-05-0j -0.02037-0j 2.41066e-05-0j 1.22709e-05-0j 1.14965e-06-0j 1.23981e-05-0j 1.16156e-06-0j 2.17548e-06-0j 2.69202e-06-0j 1.57034e-06-0j -3.24256e-05-0j -4.01247e-05-0j -2.34061e-05-0j 2.62714e-07-0j 0.000169654-0j -7.01437e-05-0j 3.25092e-07-0j 0.000209936-0j 1.89637e-07-0j -4.0532e-06-0j -8.67984e-05-0j 0.000122463-0j -0.114785-0j 4.84366e-05-0j -5.06324e-05-0j -7.15901e-06-0j -5.01558e-06-0j -0.142039-0j -0.00653807-0j -2.92576e-06-0j 5.99372e-05-0j -2.38837e-07-0j -8.85883e-06-0j -0.0828562-0j -0.00237767-0j 3.49634e-05-0j -5.16765e-06-0j 4.94354e-06-0j -0.00809045-0j -2.95546e-07-0j 1.07487e-06-0j -0.00294222-0j -0.00471943-0j -1.72402e-07-0j 6.11732e-06-0j 7.13429e-08-0j -0.0017163-0j 3.56844e-06-0j 1.33008e-06-0j 7.75881e-07-0j 8.82824e-08-0j 5.14981e-08-0j 
8.70448e-05-0j 1.42352e-05-0j -4.53526e-08-0j -0.000255622-0j -0.065457-0j -3.99054e-07-0j -0.00242464-0j -5.258e-08-0j -0.000209556-0j 1.2633e-06-0j 0.0020304-0j -0.0221479-0j -2.55975e-07-0j -2.58628e-07-0j 7.77936e-06-0j 7.85998e-06-0j 6.26776e-06-0j -2.13312e-08-0j 0.02498-0j 6.33271e-06-0j -2.15523e-08-0j 0.0252389-0j 1.02502e-06-0j -1.88543e-09-0j 0.00116491-0j 1.03564e-06-0j -1.90497e-09-0j -1.30152e-05-0j 0.00117698-0j -1.31501e-05-0j -0.0047133-0j -0.00279013-0j -0.00476215-0j -0.00281905-0j -1.92287e-07-0j -2.37943e-07-0j -1.388e-07-0j 5.76207e-06-0j 7.1302e-06-0j 4.15928e-06-0j -2.32208e-08-0j -9.25462e-05-0j 4.15233e-06-0j -2.87343e-08-0j -0.00011452-0j -1.67617e-08-0j -0.000141089-0j 5.13825e-06-0j -6.68034e-05-0j 4.80173e-07-0j -0.160344-0j 2.99731e-06-0j -2.16347e-09-0j -0.000174589-0j 5.94184e-07-0j -1.2194e-05-0j -0.000101844-0j -0.198416-0j 4.24417e-08-0j -2.67716e-09-0j 3.46607e-07-0j -0.00312252-0j -0.115742-0j -1.56168e-09-0j 8.35434e-05-0j -1.50893e-05-0j 5.25189e-08-0j -0.00128878-0j -0.00386392-0j -8.80212e-06-0j 3.0636e-08-0j 0.00010338-0j -0.000290195-0j -0.00225396-0j 6.03048e-05-0j -0.00159479-0j -0.000930292-0j -0.000359098-0j -0.000209474-0j 
6.15728e-06-0j 0.00707459-0j 0.0116342-0j 0.00237218-0j -1.45287e-06-0j 5.52946e-06-0j -4.22086e-05-0j 0.0205385-0j 0.00146525-0j -0.0797533-0j 0.000298757-0j -1.17824e-07-0j 3.54689e-06-0j 3.58365e-06-0j -2.65279e-05-0j -2.68028e-05-0j -8.57585e-05-0j -8.64496e-05-0j -6.11813e-06-0j -8.66472e-05-0j -8.73455e-05-0j -6.18153e-06-0j -0.0985348-0j 0.00146618-0j 0.000129148-0j -0.0995559-0j 0.00148138-0j -0.0115602-0j 0.000130487-0j -0.01168-0j 2.02356e-05-0j -5.85834e-09-0j 2.04453e-05-0j -5.91905e-09-0j 2.66441e-06-0j 3.29703e-06-0j 1.92327e-06-0j -1.96489e-05-0j -2.43142e-05-0j -1.41833e-05-0j -6.22369e-05-0j -4.44006e-06-0j -4.28072e-05-0j -7.70142e-05-0j -5.4943e-06-0j -4.4925e-05-0j 0.00047508-0j -5.29712e-05-0j -3.20501e-06-0j 0.000478909-0j -6.22681e-07-0j -3.08999e-05-0j -0.0808843-0j 0.000587882-0j 0.000592619-0j -0.0164921-0j 0.000342931-0j -7.70528e-07-0j -0.00812227-0j -0.100089-0j 0.000345695-0j 1.01008e-05-0j -4.49475e-07-0j -0.0583854-0j -0.00117656-0j -0.0204079-0j -0.0100508-0j 1.32617e-06-0j 1.24991e-05-0j -0.0119046-0j -0.00586296-0j -0.00145591-0j -3.02686e-10-0j 7.29115e-06-0j -0.000849284-0j 1.64105e-06-0j 9.57277e-07-0j -3.74555e-10-0j -2.1849e-10-0j 
1.53932e-06-0j 2.56553e-07-0j 0.0176949-0j -1.24382e-05-0j 1.88969e-09-0j 1.38236e-06-0j 2.23078e-07-0j -7.0645e-05-0j 2.629e-08-0j 0.00256434-0j -1.0407e-06-0j 1.22471e-10-0j 8.86723e-07-0j 8.95912e-07-0j 1.40203e-07-0j 1.41656e-07-0j -4.29901e-05-0j 7.38936e-08-0j 1.59984e-08-0j -4.34356e-05-0j 7.46594e-08-0j 1.61642e-08-0j -7.16502e-06-0j -0.141798-0j 1.53945e-09-0j -7.23927e-06-0j -0.143267-0j 0.000183906-0j 1.5554e-09-0j 0.000185812-0j -5.27753e-08-0j 5.07101e-12-0j -5.33222e-08-0j 5.12356e-12-0j 6.66101e-07-0j 8.24258e-07-0j 4.80817e-07-0j 1.03847e-07-0j 1.28504e-07-0j 7.49606e-08-0j -3.11989e-05-0j 1.16104e-08-0j 7.34308e-08-0j -3.86067e-05-0j 1.43672e-08-0j -2.25205e-05-0j -5.0347e-06-0j 9.08659e-08-0j 8.38085e-09-0j 8.6539e-09-0j 1.08174e-09-0j 5.30051e-08-0j 0.000844105-0j -6.23012e-06-0j 1.07087e-08-0j -5.93345e-07-0j -3.63424e-06-0j 1.33858e-09-0j -0.0166064-0j 0.00104453-0j 6.24671e-09-0j 9.01448e-11-0j 7.80839e-10-0j 0.000609307-0j 1.24348e-05-0j -7.34227e-07-0j -0.0205493-0j -2.76408e-09-0j 1.11548e-10-0j -4.28299e-07-0j -0.0119871-0j 1.53873e-05-0j 2.24466e-13-0j 6.50699e-11-0j 8.97594e-06-0j -3.42038e-09-0j -1.99522e-09-0j 2.77762e-13-0j 1.62028e-13-0j 
-7.25642e-07-0j -0.0025365-0j 1.43254e-05-0j 0.0199415-0j 0.00233508-0j -6.51653e-07-0j 1.51333e-05-0j -0.00120399-0j 0.0247629-0j -0.000298757-0j -0.0772321-0j 0.000382341-0j -4.18005e-07-0j -4.22337e-07-0j 9.51121e-06-0j 9.60977e-06-0j 5.02724e-06-0j 1.01882e-05-0j -0.000103397-0j 5.07934e-06-0j 1.02938e-05-0j -0.000104469-0j 0.0175728-0j 8.94857e-07-0j -0.0671196-0j 0.0177549-0j 9.04131e-07-0j 0.00204123-0j -0.0678151-0j 0.00206238-0j -0.0161774-0j 3.18281e-05-0j -0.0163451-0j 3.2158e-05-0j -3.14003e-07-0j -3.88559e-07-0j -2.26659e-07-0j 7.04483e-06-0j 8.71753e-06-0j 5.08523e-06-0j 3.64838e-06-0j -7.50376e-05-0j 5.04488e-06-0j 4.51465e-06-0j -9.28544e-05-0j 2.63354e-06-0j -8.47264e-05-0j 6.24272e-06-0j -5.4165e-05-0j -0.000171706-0j 0.000323613-0j 3.64159e-06-0j -9.95943e-05-0j -0.000104844-0j -0.000212475-0j -0.138639-0j -6.11588e-05-0j 0.000400451-0j -1.50814e-05-0j -0.000123242-0j -0.000123944-0j -0.0162342-0j 0.000233596-0j -7.1891e-05-0j -0.00638866-0j -0.171557-0j -1.86623e-05-0j -0.0021406-0j -0.0200888-0j -0.100075-0j -1.08864e-05-0j -0.00790557-0j 2.47323e-06-0j -0.0117184-0j -0.00461158-0j -0.00264886-0j -0.00154517-0j 3.06046e-06-0j 1.78527e-06-0j 
-4.44363e-07-0j 7.08056e-06-0j -0.00254524-0j 0.0120381-0j -1.50627e-05-0j -3.99054e-07-0j 6.15669e-06-0j 1.5282e-05-0j -3.39549e-05-0j 0.0352645-0j 0.00308646-0j -1.63269e-06-0j -2.55975e-07-0j -2.58628e-07-0j 3.86944e-06-0j 3.90954e-06-0j 9.29963e-06-0j -2.13312e-08-0j -2.06628e-05-0j 9.396e-06-0j -2.15523e-08-0j -2.08769e-05-0j -0.000148182-0j 0.0100741-0j -6.09274e-06-0j -0.000149718-0j 0.0101785-0j -0.118353-0j -6.15587e-06-0j -0.119579-0j 0.000315231-0j -1.01615e-07-0j 0.000318498-0j -1.02669e-07-0j -1.92287e-07-0j -2.37943e-07-0j -1.388e-07-0j 2.86605e-06-0j 3.54655e-06-0j 2.06882e-06-0j 6.74895e-06-0j -1.49954e-05-0j -2.11976e-08-0j 8.3514e-06-0j -1.85559e-05-0j 4.87165e-06-0j -0.000104124-0j -2.62307e-08-0j -1.08243e-05-0j 2.38837e-07-0j -4.28123e-06-0j -1.53013e-08-0j -0.000121417-0j -0.000128847-0j 2.95546e-07-0j 0.000574257-0j -7.51608e-05-0j -5.29775e-06-0j -0.112796-0j -0.000150245-0j 1.72402e-07-0j -7.1854e-07-0j -3.09036e-06-0j -8.76431e-05-0j -0.0245222-0j 0.000710607-0j -0.139577-0j 2.76127e-05-0j -8.89148e-07-0j 0.000414521-0j -0.0814202-0j -0.0303446-0j -6.30588e-09-0j -5.1867e-07-0j -0.017701-0j 3.4169e-05-0j 1.99319e-05-0j -7.80313e-09-0j -4.55183e-09-0j 
3.31209e-08-0j 0.000193494-0j 3.38039e-09-0j 3.18655e-05-0j 0.0254715-0j 2.97437e-08-0j -1.15443e-06-0j -5.71167e-07-0j -0.00380718-0j -1.17824e-07-0j -0.000382341-0j -0.0747157-0j 1.90792e-08-0j 1.9277e-08-0j -7.25553e-07-0j -7.33072e-07-0j 2.38491e-09-0j -4.65025e-07-0j 1.58968e-05-0j 2.40962e-09-0j -4.69844e-07-0j 1.60616e-05-0j 1.39328e-05-0j 1.40532e-10-0j 0.0319699-0j 1.40771e-05-0j 1.41988e-10-0j 1.62247e-06-0j 0.0323012-0j 1.63928e-06-0j 0.0018341-0j -0.0196018-0j 0.00185311-0j -0.0198049-0j 1.43322e-08-0j 1.77352e-08-0j 1.03455e-08-0j -5.37408e-07-0j -6.65009e-07-0j -3.87922e-07-0j 1.73078e-09-0j 1.15367e-05-0j -2.30266e-07-0j 2.14173e-09-0j 1.42759e-05-0j 1.24934e-09-0j -6.7176e-08-0j -2.8494e-07-0j 8.32763e-06-0j 1.30984e-05-0j -0.000154141-0j -1.66215e-07-0j -2.35014e-08-0j -8.31261e-08-0j 1.62085e-05-0j -0.000221539-0j -4.84902e-08-0j -0.00019074-0j -3.95838e-09-0j -2.90816e-08-0j 9.45495e-06-0j -0.177085-0j -0.000111265-0j -1.69642e-08-0j -1.57319e-05-0j -0.00027414-0j -4.89825e-09-0j -0.00434769-0j -0.219132-0j -0.000159915-0j -2.85731e-09-0j -1.94673e-05-0j -0.00309089-0j -0.127827-0j -1.13559e-05-0j -0.00537999-0j -0.00313833-0j -0.00382479-0j -0.00223113-0j 
4.53526e-08-0j -1.45287e-06-0j 8.56939e-05-0j -0.0050464-0j 0.00668068-0j 4.07283e-08-0j -1.2633e-06-0j -1.03802e-06-0j 2.13878e-05-0j -0.00238701-0j 0.0400834-0j 0.00226046-0j 2.61253e-08-0j 2.63961e-08-0j -7.93978e-07-0j -8.02205e-07-0j -6.31671e-07-0j 2.17711e-09-0j 1.30152e-05-0j -6.38217e-07-0j 2.19967e-09-0j 1.31501e-05-0j 2.02356e-05-0j 1.07994e-05-0j -0.000118893-0j 2.04453e-05-0j 1.09114e-05-0j 0.0245923-0j -0.000120125-0j 0.0248472-0j -0.0930484-0j 0.000284767-0j -0.0940127-0j 0.000287718-0j 1.96252e-08-0j 2.42849e-08-0j 1.41662e-08-0j -5.88089e-07-0j -7.27723e-07-0j -4.24505e-07-0j -4.58418e-07-0j 9.44546e-06-0j 2.16347e-09-0j -5.67263e-07-0j 1.16882e-05-0j -3.30904e-07-0j 1.42191e-05-0j 2.67716e-09-0j 6.81809e-06-0j -4.90074e-08-0j -8.35434e-05-0j 1.56168e-09-0j 4.08789e-06-0j 1.75953e-05-0j -6.06436e-08-0j -0.00024073-0j 1.02639e-05-0j -0.00010338-0j -0.000243099-0j 5.05851e-06-0j -3.53754e-08-0j 0.000318691-0j -6.03048e-05-0j 2.95079e-06-0j -0.157855-0j -0.000297889-0j -0.000300819-0j -0.0254427-0j 0.00039436-0j -0.000173768-0j -0.000175478-0j -0.195336-0j 2.96179e-05-0j 0.000230043-0j -0.113946-0j -0.0314837-0j -0.0183655-0j 3.66503e-05-0j 2.13794e-05-0j 
-2.39029e-09-0j 1.15059e-07-0j 4.71884e-08-0j 0.000332586-0j -0.00559287-0j -2.14657e-09-0j 1.00046e-07-0j 2.72127e-08-0j -2.8338e-06-0j -1.97507e-06-0j -0.00533751-0j 0.0341652-0j -1.37693e-09-0j -1.39119e-09-0j 6.28783e-08-0j 6.35299e-08-0j 1.65599e-08-0j -1.14744e-10-0j -1.72447e-06-0j 1.67316e-08-0j -1.15933e-10-0j -1.74234e-06-0j -7.97127e-07-0j 2.9477e-09-0j 3.18281e-05-0j -8.05388e-07-0j 2.97824e-09-0j 3.40439e-05-0j 3.2158e-05-0j 3.43967e-05-0j 0.0387474-0j -0.0632911-0j 0.0391489-0j -0.0639469-0j -1.03434e-09-0j -1.27993e-09-0j -7.46625e-10-0j 4.65732e-08-0j 5.76313e-08-0j 3.36183e-08-0j 1.20179e-08-0j -1.25149e-06-0j -1.14025e-10-0j 1.48714e-08-0j -1.54864e-06-0j 8.675e-09-0j -5.60124e-07-0j -1.41099e-10-0j -9.03372e-07-0j 3.8811e-09-0j 2.23649e-05-0j -8.23077e-11-0j 2.25105e-09-0j -6.93118e-07-0j 4.80261e-09-0j 1.58655e-05-0j -4.04319e-07-0j 2.76752e-05-0j -9.97029e-08-0j 2.78553e-09-0j 2.80152e-09-0j -0.000266799-0j 1.61439e-05-0j 1.62489e-09-0j -0.000441521-0j 1.96325e-05-0j -1.23376e-07-0j -0.19128-0j -0.000330147-0j 1.14523e-05-0j -7.19694e-08-0j -0.000546354-0j -0.0209492-0j -0.000192586-0j -0.000318707-0j -0.236696-0j -0.138073-0j -0.0259234-0j -0.015122-0j 
6.52006e-11-0j -4.18827e-09-0j 6.65451e-12-0j 1.76427e-07-0j 0.000719926-0j 5.85525e-11-0j -3.64179e-09-0j 7.71497e-12-0j 1.44633e-07-0j -3.71688e-10-0j -4.25914e-06-0j -0.00893068-0j 3.75587e-11-0j 3.7948e-11-0j -2.28884e-09-0j -2.31256e-09-0j 4.69484e-12-0j 3.12989e-12-0j 8.80147e-08-0j 4.74349e-12-0j 3.16233e-12-0j 8.89268e-08-0j -3.01581e-10-0j 2.76646e-13-0j -2.44361e-06-0j -3.04707e-10-0j 2.79513e-13-0j 8.98296e-09-0j -2.46893e-06-0j 9.07605e-09-0j 5.18391e-05-0j 0.0527477-0j 5.23763e-05-0j 0.0532944-0j 2.82139e-11-0j 3.49129e-11-0j 2.03659e-11-0j -1.69532e-09-0j -2.09785e-09-0j -1.22374e-09-0j 3.40715e-12-0j 6.38742e-08-0j 3.11029e-12-0j 4.21614e-12-0j 7.90403e-08-0j 2.45941e-12-0j -2.11914e-10-0j 3.84879e-12-0j 4.61069e-08-0j -1.41276e-10-0j -1.71707e-06-0j 2.24513e-12-0j 3.17443e-13-0j -2.62231e-10-0j -1.74821e-10-0j 8.41617e-09-0j -1.52968e-10-0j -2.12477e-06-0j -1.24872e-11-0j 3.92815e-13-0j -1.01979e-10-0j 3.43429e-05-0j -1.23945e-06-0j 2.29142e-13-0j -1.75248e-07-0j 1.04145e-08-0j -1.54521e-11-0j -0.000519674-0j 4.24972e-05-0j 6.07511e-09-0j -9.01372e-12-0j -2.16858e-07-0j -0.21848-0j 2.479e-05-0j -1.26501e-07-0j -0.000643064-0j -0.000375121-0j -0.270355-0j -0.157707-0j 
0.00335725-0j 0.000559542-0j 0.000342648-0j 6.99427e-05-0j 4.12141e-06-0j 4.2914e-05-0j 6.92522e-06-0j 5.65442e-06-0j 8.16145e-07-0j 7.06802e-07-0j 8.32974e-08-0j 3.80199e-09-0j 0.00193394-0j -0.00189836-0j 0.000305783-0j -0.000300156-0j 0.000241742-0j 0.000161162-0j 3.48925e-05-0j -0.000237294-0j -0.000158196-0j -3.42505e-05-0j 4.02904e-05-0j 1.42448e-05-0j 3.35753e-06-0j -3.95491e-05-0j -1.39827e-05-0j 3.5612e-06-0j -3.29576e-06-0j -3.49568e-06-0j 2.96767e-07-0j 1.10598e-08-0j -2.91306e-07-0j -1.08564e-08-0j 0.00145276-0j 2.55882e-05-0j -0.00205254-0j 0.000226489-0j 3.98926e-06-0j -0.000319996-0j 0.000175438-0j 2.53223e-05-0j 0.000160152-0j 3.09007e-06-0j 4.46013e-07-0j -0.000247868-0j 2.83112e-05-0j 2.82084e-06-0j -3.57767e-05-0j 1.88741e-05-0j 2.35926e-06-0j -0.000226272-0j 1.63455e-05-0j 4.98658e-07-0j 3.32439e-07-0j 3.3365e-06-0j -3.99995e-05-0j 4.15548e-08-0j 1.66825e-06-0j 2.879e-07-0j -2.66664e-05-0j 1.96605e-07-0j -3.33329e-06-0j -2.30937e-05-0j 2.40791e-07-0j 5.87674e-08-0j 2.93837e-08-0j 1.5543e-08-0j 3.4629e-09-0j -4.71399e-06-0j -2.35699e-06-0j 4.24117e-09-0j 4.89559e-10-0j -2.77775e-07-0j -3.40203e-07-0j 2.73766e-10-0j -2.196e-08-0j 8.62283e-12-0j -6.91675e-10-0j 
-0.000513972-0j 0.00405203-0j -5.2457e-05-0j 0.00102371-0j 0.000121277-0j -6.56984e-06-0j 5.01503e-05-0j -8.65652e-07-0j 1.19455e-05-0j 5.11844e-06-0j 1.83515e-06-0j 1.39992e-07-0j -0.000296073-0j 0.000290625-0j 0.00221438-0j -0.00217364-0j -3.70091e-05-0j -2.46727e-05-0j 0.000510704-0j 3.63282e-05-0j 2.42188e-05-0j -0.000501307-0j 0.000291771-0j -2.18078e-06-0j 7.39707e-05-0j -0.000286402-0j 2.14066e-06-0j 5.21235e-05-0j -7.26097e-05-0j -5.11644e-05-0j 8.73268e-06-0j 4.89018e-07-0j -8.572e-06-0j -4.8002e-07-0j -0.000222408-0j -3.91738e-06-0j 0.00031423-0j 0.00164017-0j 2.8889e-05-0j -0.00231731-0j -2.68583e-05-0j 0.000370629-0j -2.45182e-05-0j -4.73068e-07-0j 6.52806e-06-0j 3.79469e-05-0j 0.000205021-0j -4.3185e-07-0j -0.000523644-0j 0.000136681-0j 5.19776e-05-0j 3.46406e-05-0j -2.50238e-06-0j 3.61113e-06-0j 2.40742e-06-0j 4.88347e-05-0j -0.000289664-0j 9.15506e-07-0j 1.2081e-05-0j -4.40756e-08-0j -0.00019311-0j 5.78532e-06-0j -7.34367e-05-0j 3.53549e-06-0j 5.30494e-06-0j 8.60148e-07-0j 2.12788e-07-0j 5.72307e-07-0j 1.019e-07-0j -6.89962e-05-0j -1.70686e-05-0j 9.34384e-08-0j 2.52664e-08-0j -8.17381e-06-0j -7.4951e-06-0j 1.00803e-08-0j -8.08586e-07-0j 4.45028e-10-0j -3.56976e-08-0j 
-0.000388526-0j -6.47544e-05-0j 0.00767015-0j 0.000778784-0j -4.76961e-07-0j -4.96633e-06-0j -8.01438e-07-0j 6.29597e-05-0j -9.44504e-08-0j 1.58217e-05-0j 9.27484e-07-0j -4.39995e-10-0j -0.00022381-0j 0.000219692-0j -3.53875e-05-0j 3.47364e-05-0j 0.00269171-0j -1.86508e-05-0j -4.03802e-06-0j -0.00264218-0j 1.83077e-05-0j 3.96373e-06-0j 0.000448618-0j 0.000479128-0j -3.88559e-07-0j -0.000440363-0j -0.000470312-0j 7.97173e-05-0j 3.8141e-07-0j -7.82505e-05-0j 3.30438e-06-0j -1.27993e-09-0j -3.24358e-06-0j 1.25638e-09-0j 0.0588618-0j 0.00103676-0j -0.0831631-0j -2.62111e-05-0j -4.61668e-07-0j 3.70324e-05-0j 0.00195343-0j -2.93049e-06-0j -1.8534e-05-0j 3.44067e-05-0j -5.1616e-08-0j -0.00275991-0j 0.000315234-0j -3.26448e-07-0j 4.14034e-06-0j -2.18425e-06-0j -2.73032e-07-0j 2.61858e-05-0j 0.000365892-0j 5.55236e-06-0j -3.84723e-08-0j 3.71507e-05-0j -0.000445379-0j -4.80904e-09-0j 5.61121e-05-0j 6.44463e-06-0j 3.08603e-06-0j -2.27527e-08-0j 3.85754e-07-0j -0.000516952-0j 5.3901e-06-0j 6.54352e-07-0j 9.88329e-07-0j 1.73065e-07-0j -4.00753e-10-0j -5.24884e-05-0j -7.92782e-05-0j 9.49384e-08-0j -5.66555e-11-0j 3.21462e-08-0j -7.61542e-06-0j 3.04828e-09-0j -2.44516e-07-0j -9.97899e-13-0j 8.00458e-11-0j 
5.60789e-05-0j -0.000893572-0j 5.72353e-06-0j 0.00522709-0j 0.00190092-0j 7.16828e-07-0j -1.10594e-05-0j 9.44504e-08-0j 6.09937e-05-0j -1.12874e-06-0j 1.90759e-05-0j 2.93283e-06-0j 3.23042e-05-0j -3.17098e-05-0j -0.000488326-0j 0.000479341-0j 4.03802e-06-0j 2.69202e-06-0j 0.00260766-0j -3.96373e-06-0j -2.64248e-06-0j -0.00255968-0j -6.43426e-05-0j 2.37943e-07-0j 0.000768907-0j 6.31587e-05-0j -2.33565e-07-0j 0.000266143-0j -0.000754759-0j -0.000261246-0j 0.000136878-0j 1.28239e-05-0j -0.000134359-0j -1.2588e-05-0j -0.00849597-0j -0.000149643-0j 0.0120036-0j -0.000361697-0j -6.37074e-06-0j 0.000511025-0j 2.93049e-06-0j 0.00189243-0j 2.67516e-06-0j 5.1616e-08-0j 3.33323e-05-0j -4.14034e-06-0j -4.52121e-05-0j 4.71187e-08-0j -0.00267373-0j -3.01414e-05-0j 0.000540294-0j -3.7796e-06-0j 2.73032e-07-0j -7.96342e-07-0j -5.30895e-07-0j 0.00024935-0j 6.38781e-05-0j 9.51645e-06-0j -2.66415e-06-0j 4.80904e-09-0j 4.25854e-05-0j 9.06802e-05-0j -0.000763356-0j -3.85754e-07-0j 5.51435e-05-0j 4.39192e-06-0j -4.69249e-08-0j 1.19898e-05-0j 1.59719e-06-0j -0.000352295-0j 3.76405e-06-0j 9.71269e-07-0j 7.95807e-07-0j -0.000128118-0j -7.79097e-05-0j 2.11182e-07-0j -1.69398e-05-0j 1.40169e-08-0j -1.12436e-06-0j 
-0.000342648-0j 0.00832292-0j -3.49714e-05-0j -7.1385e-06-0j -4.2064e-07-0j -4.37989e-06-0j -7.06802e-07-0j 8.41068e-05-0j 1.21398e-05-0j -7.21377e-08-0j -8.50151e-09-0j -3.88039e-10-0j 0.0588326-0j -0.0577501-0j -3.12088e-05-0j 3.06346e-05-0j -2.46727e-05-0j 0.00481086-0j -3.5612e-06-0j 2.42188e-05-0j -0.00472234-0j 3.49568e-06-0j 0.000599301-0j -1.45386e-06-0j 4.99418e-05-0j -0.000588274-0j 1.4271e-06-0j -3.63464e-07-0j -4.90228e-05-0j 3.56776e-07-0j -3.02886e-08-0j -1.12879e-09-0j 2.97313e-08-0j 1.10802e-09-0j -0.000148272-0j -2.61159e-06-0j 0.000209487-0j 0.00689006-0j 0.000121358-0j -0.00973463-0j -1.79056e-05-0j -2.58445e-06-0j 0.00238219-0j -3.15379e-07-0j -4.5521e-08-0j 2.52979e-05-0j -2.8895e-06-0j 4.19586e-05-0j 3.65144e-06-0j 0.000563414-0j -2.40791e-07-0j -0.00336568-0j 0.000243131-0j -5.08941e-08-0j 9.92367e-06-0j 4.9629e-05-0j 4.08243e-06-0j -4.24117e-09-0j -1.70265e-07-0j 4.28238e-06-0j -0.000796021-0j 2.92441e-06-0j 3.40203e-07-0j -0.000343509-0j -2.45757e-08-0j 8.74138e-07-0j -2.99896e-09-0j -1.58635e-09-0j 5.15091e-08-0j -7.01184e-05-0j 2.4056e-07-0j -4.32863e-10-0j -4.99654e-11-0j -4.13177e-06-0j 3.47218e-08-0j -2.79412e-11-0j 2.24128e-09-0j -8.80064e-13-0j 7.05938e-11-0j 
