0.0099587-0.0015041j -0.00248203-0.0103337j -0.00144858-0.0063754j 0.00603835-0.00112919j 0.00128917+0.00167601j -0.00288591-0.00318534j -0.00412526+0.00340327j -0.00123942-0.00212894j -0.000653436-0.00029204j 0.00129428+0.00052391j 0.00118154-0.00149056j -0.000205377+0.00569692j 0.00765907-0.00173399j 0.00249315+0.00727634j -0.00160473+0.00174839j 0.00165157+0.000498324j -0.00332352-0.000785941j 0.00127216-0.000241651j 0.00105655+0.00611824j 0.00199514+0.00150787j 0.000894719+0.00451696j 0.000277182-0.00307402j 0.00256642-0.00108247j -0.00321135-0.0045879j 0.00205154+0.00494679j -0.00134062+0.00155769j 0.00113096-0.00232805j 0.00166978+0.00358867j 0.00596821+0.00162132j -0.00210188+0.000482706j -7.00866e-05-7.15101e-05j -0.00181735+0.00546386j -0.00207368-0.00374599j 0.00059723-0.000319656j -0.00409213+0.00184493j -0.00393307-5.28487e-06j 0.000792901+0.000832284j 0.00702337-0.00237837j 0.00629667+0.00143181j -0.000518093-0.00185514j -0.00447083-0.00470922j -0.000590551+5.3424e-05j -0.0037001+0.0022772j -0.0027552+0.00077333j -7.73761e-05-0.00131029j 0.00117784-0.00310848j -0.000429131+0.00190815j 0.00056598-0.000706917j 0.00068404-0.00443371j 0.00330515-0.000230476j 0.00200806-0.00332764j -0.000271757+0.000122518j 0.000713801+0.000589488j -7.63799e-06+0.00168888j -0.00625374-0.00469996j -0.0125866+0.00441132j 0.00703341+0.014843j -0.00627333+0.002283j 0.0028774-0.00723308j -0.000457315-0.00567323j 0.00477322+0.00325415j 0.000426872-0.00296977j 0.00410672+0.00361918j -0.00153231-0.00384521j -0.00486816+0.00817118j -0.00992163-0.00586659j 0.00487824-0.00464725j 0.0150657-0.0173569j 0.0155881+0.0168474j 
0.00222401+0.00442005j -0.00119082-0.00274792j -0.00275869-0.00358684j -0.004595-0.00410306j 0.00180412-0.00416125j 0.00647097+0.00179341j 0.00295333+0.00773415j 0.000644604+0.00330268j -0.0068432+0.00830858j 0.0152329-0.00746188j -0.00423881+0.000820637j 0.00409499-0.00636578j -0.000340567-0.000282806j -2.25242e-05-0.000659311j 0.0095831-0.0022349j -0.00961451-0.00147555j 0.00210959+0.000202808j 0.000576488+0.00281625j -0.00396358+0.000920204j -0.00736326-0.00127063j -0.00761806+0.00222658j -0.00544987+0.000472536j 1.59997e-05-0.0125205j 0.0151528-0.00656406j -0.0070583+0.00693786j 0.000737069-0.000179426j 0.00506898+0.000622004j 0.00381426+0.000180831j 0.0114905-0.00892991j 0.00620476+0.0050854j -0.00109602-0.00440169j -0.00358245-0.00418899j -0.00140035-0.00386131j -0.00126011+0.000845982j 0.00663636-0.00603565j 0.00367843-0.000324996j -0.00109869+0.00325823j 0.00252148+0.0004869j -0.00467323+0.00395226j 0.000207097+0.00325426j -0.0070517-0.00207291j 0.00309677+0.00203366j 0.00426634-0.00367118j 0.00505407-0.00856411j 0.00139832-0.00343442j 0.00440455-0.00143344j -0.00328286-0.00671642j 0.00308841+0.00164129j -0.0011601+0.00201825j -0.000249803-0.00199189j -0.0028164+0.00180315j 0.00142905-0.0022722j 0.00294226-0.00271245j -0.00355258+0.00194909j 0.00402554-0.00282467j 0.00131487-0.00311163j -0.00360462-0.00212502j -0.000376415+0.00236167j -0.0029746-0.00186713j 0.000868964-0.00237884j 0.00179066+0.000696716j -0.000636568+0.00337884j -0.00120082-0.000333031j 0.0032341-0.000891108j -0.00105052-0.000665571j 0.000379703+0.00273192j -0.000343464-0.00392062j 8.09245e-05-8.92366e-05j -0.000603259-0.000742876j 
0.00407232-0.000951783j 0.00726468-0.000230144j 0.00290872-0.00694129j 0.00142772+0.00282695j 0.00581826+0.00506336j -0.00346359+0.000145428j 0.000168311+0.00536777j -9.7409e-05+0.00862274j -0.00412643+0.00542467j -0.000496588+0.00126645j 0.000475463-0.00226253j -0.0046737-0.00329953j -0.000305308-0.00262375j -0.00236171-0.00367109j 0.00373247-0.00465783j -0.00544392+4.68757e-05j -0.00391772-0.00286358j -0.00841389+0.0117527j 0.00354952-0.00383322j 0.000308377+0.00583858j 0.00196052-1.24981e-05j 0.00135383+0.00338384j -0.00462452-0.00557175j -0.0028997-0.00569047j 0.0010711-0.00286708j 0.00172116-0.0108659j 0.00132568+0.00225426j 0.00486188-0.00182861j 0.00202913-0.00529778j 0.00129279-0.000651686j 0.00180963+0.00132038j 0.00409815+2.99643e-05j -0.00306742+0.00507222j -0.000909338+0.000501745j -0.00318815-0.000954741j -0.00201787-0.00329281j -0.00172349+6.85711e-05j 0.000108498-0.00165792j -0.0041484-0.000674865j -0.00342718+0.00439303j -0.00127094+0.00208002j 0.00349872+0.000534425j 5.99977e-05+0.000902831j 0.00187964-0.00177421j -0.000619057+0.00154689j 0.000706928+0.000105588j -0.0033357-0.00139363j 0.00192715+0.00196952j -0.0025676+0.00390309j -0.00115769+0.000600044j -0.00068072-0.0015409j -0.000379224-0.00233105j 0.000460269+0.00201888j 0.00017359+0.000651523j -0.000537567-0.00174942j 0.0030363+0.000724834j -0.00134997-0.000344697j 0.000414855-0.000969399j -0.000618475-0.000886488j 0.000137695-0.00493019j 0.00245129+0.00115813j -0.00028777+0.00152688j -0.0019326+0.00202703j 0.00137857-5.04543e-05j 0.000631984-0.000445492j 0.00166789+0.000172982j -0.00327969+0.000913462j 0.0015032-0.00149335j 0.000897779-0.000794924j 
-0.00113227-0.00355837j 0.000518285+0.00586171j -0.00247965-0.00469471j 0.00133715+0.00423145j -0.00272664-0.00221837j -0.00358548-0.00305884j 0.00162297+0.00610682j 0.00713871+0.00091667j 0.00692155+0.00617524j -0.0056893-0.0129729j 0.0100284+0.00254387j 0.00362833+0.0118225j 0.00802625+0.0015386j -0.00200571+0.00308647j -0.00402402-0.00445499j 0.00512473+0.00500753j 0.00711413-0.00151445j -0.00368942-0.00298284j -0.00435649-0.00246465j 0.000661665+0.00707887j -0.00320479+0.00528309j 0.00464061+0.00215569j 0.00329526-0.00468624j -0.00352354-0.00248594j 0.00230197+0.00732577j 0.00104422-0.00222063j 0.00196002-0.0102963j 4.5899e-06-0.00435742j -0.00809602-0.0124651j 0.00330687+0.000119866j -0.000357216-0.00372061j -0.00298826+0.00296875j -0.000671846-0.000458987j 0.00151729+0.00167745j -0.00455699-0.00340491j 0.00430536-0.00550629j 0.00814396-0.00184648j -0.00251432-0.00454565j 0.00354778+0.00490107j 0.00205065+0.00506002j -0.000215811+0.00634027j -0.00206663-0.00377133j -0.00428908-0.000319138j -0.00329897-0.000527579j 0.00211821-0.00228422j 0.00193475-0.00394526j -0.00189584+0.0045074j -0.00136932-0.00233018j 0.00104077+0.00118851j -0.000783835+0.000260928j -0.00538892+0.00465557j -0.00198031+0.000871783j -0.000658765-0.00185598j 0.00392233-0.00281236j -0.00253811+0.00132026j 0.00073428+0.000224632j -0.00151966+0.00197495j 0.00155114+0.00093884j -0.000847321+0.00439046j 0.00171201-0.00177823j -0.00140757+0.00149222j -0.00533389-0.000857839j 0.00184549-0.00293298j 0.000538895-0.00407053j 0.00222993-0.000794162j -1.81437e-05+0.00522213j -0.00434919-0.0017111j 0.00526473+0.0025404j -0.000948005+0.00259638j 
0.000847584+0.00246306j 0.00291939+0.00325467j -0.00408007+0.00177938j 0.00499675-0.00144551j 0.00134343-0.00173606j -0.00399041-0.000198491j -0.00775435+0.00321106j -0.0106739-0.00304511j -0.00750943+0.00161868j -0.0040574-0.00669474j 0.00557767+0.000881718j 0.00943405-0.00107585j 0.00458609+0.00852714j 0.0071721+0.0034497j 0.00730886-0.00279503j -0.0007883-0.00980626j 0.0110808-0.00198539j -0.0101937+0.00299394j 0.0122167+0.00919728j 0.000136599+0.00180923j -0.00413469+8.84859e-05j -0.00107492+0.00120856j 0.00332073-0.00907905j 0.00718514-0.00240025j 0.0118131+0.00520586j 0.00734563+0.00323935j -0.00125219+0.00267557j -0.00453148+0.00695705j 0.00288817+0.0047667j 0.0120095+0.000380297j 0.000906547+0.00244741j 0.000426727+0.00157279j 0.00219414+0.00146327j 0.00316752-0.00168152j 0.000198145+0.000213732j 0.00553793-0.00429797j -0.00375501-0.000635047j -0.00434742-0.000103722j -4.86756e-05-0.00106255j -0.00221909+0.00477326j 0.00289114+0.0015646j -0.00609264-0.00222973j 0.00126037+0.000934575j 0.00184521+0.00404011j -0.000173446-0.00210086j -0.000590329-0.00164626j -0.00183915+0.00103085j 0.00448781-0.000279436j 0.00816063-0.00159333j 0.00100732-7.07439e-05j 0.00359832+0.00305178j 0.00162808+0.00169888j -0.00104063+0.00330266j -0.00212804-0.0025085j 0.00353384+0.000812253j -0.000240631+0.00151582j -0.00348558-0.00146872j 0.00227536+0.000791811j 0.0017557-0.000600135j 0.000401919+0.000181293j -0.00422594+0.00154913j -0.00196034+0.000946201j 0.000921196-0.0011954j 0.000518347-0.000991181j 0.00302301+0.00116572j -0.00306935-0.000315821j 6.86167e-05-0.00108784j -0.000262949-0.00300089j 0.00187464+0.00162695j 
0.00828012+0.00229643j 0.00105801-0.00136888j 0.00105697+0.00102121j 0.00279373+0.000214505j 0.00115517-0.00395632j -0.00544118-0.000254584j -0.0022632-0.00966757j -0.00081737-0.0135591j -0.0120346-0.00059189j 0.00666285-0.00311578j 0.00869424-0.00027568j 0.0142637+0.00491017j -0.00319869+0.00340461j 0.00540093+0.00496534j 0.00109834+0.0109856j 0.00109857+0.00295591j 0.00205933+0.0126097j -0.00292212-0.00589633j -0.00183454+0.00422834j -0.00761677-0.00164486j -0.00318659-0.00243215j 0.00535202-0.00380336j -0.000802211+0.00331928j 0.00535278+0.0105907j -0.00490388+0.00622047j 0.00214225+0.00280565j 0.00373505+0.00526628j -0.00359008+0.000946412j 4.58646e-05+0.00555742j 0.00808626+0.00748529j -0.00407799-0.000518191j -0.00466089-0.00147918j 0.000308409-4.64909e-05j 0.000433353-0.000980127j 0.0035217+0.00261368j 0.00308771+0.005837j 0.000927624-0.000177581j 0.00152471-0.00362792j 0.00687727+0.000884662j -0.00425063+0.0016982j -0.00170518+0.00176678j -0.00507455-0.00611525j 0.00199575-0.0015819j 0.00325741+0.00451392j 0.00520708+0.00233197j 0.00117309+0.00173591j 0.00398381-0.00113988j 0.000917101+0.00506408j 0.000710884-0.000635534j -0.00330381-0.00397962j -0.00300136+0.00163282j 0.00282624-0.00376275j -0.00208722+0.00230577j -0.00106519-0.00204996j 0.00443524+0.00310985j 0.00266288-0.00121395j 0.00415361-0.00452563j 0.00264079+0.00393467j -0.00039518-0.00120571j -0.000975934+0.00105433j 0.00440771-0.00417842j -0.00303828+0.00232843j 0.000441662-0.00155647j -0.00375935+0.00121626j -0.0014051+0.00113108j 0.00213019-0.00174984j 0.00378125+4.41478e-05j 0.00559367+0.000592344j 0.00188203+0.00352494j 
0.00149881-0.0046106j 0.00419161+0.00423268j 0.00292862+0.00276128j 0.00233641-0.00353799j -0.00643257+0.00511232j 0.000666845+0.011656j 0.00585517+0.00215704j -0.0109463-0.00255642j -0.00218593+0.00306957j -0.011943-0.00158332j 0.00584349+4.82763e-05j -0.00797535-0.00339723j 0.00532923+0.0155232j -0.00123469+0.00315136j 0.000464334-0.00135024j -0.00107762+0.00816167j 0.00347874-0.000572257j -0.000622469+0.00560276j -0.00232305+0.00374602j 0.000656535+0.000512627j 0.00494436+0.00704698j -0.0029518-0.00856146j -0.0128238+0.00116218j 0.00519146+0.000275389j 0.0102237+0.000375084j -0.00703687+0.00143716j 0.00209336+0.000304295j 0.00374405+0.00490318j -0.00178623-0.000331244j 0.00295849-0.00731119j -0.00434432+0.00487927j -0.00604636+0.00212219j -0.00883752-0.00190919j -0.000823454-0.00215083j 0.00489827-0.00277117j -0.00421103-0.00550182j -0.00379515-0.00222912j -0.000495951+0.00409488j 0.00118736-0.00609915j -0.000572892-0.00101955j 0.00273096-0.00246728j 0.000962691+0.00674572j -0.00196005+0.00256184j 0.00160548-0.00235759j -0.00518597-0.0069047j 0.00110565+0.00336796j 0.00168704-0.000958422j 0.00290797+0.000839336j 0.00327508-0.000757627j -0.00238327-0.00283011j 0.0057335-0.00419483j -0.0039303-0.00253147j -0.000657497+0.0045114j -0.000634697+0.000415649j 0.00444198-0.00179795j -0.00284951+0.000435741j -1.387e-06-0.00449229j 0.00155187-0.00507984j 0.000184824-0.00704484j 0.00135227-0.00547492j 0.00556498-0.00055673j 0.00164358+0.0081955j -0.00199526-0.00512326j -0.00671988+0.00148767j 0.000280727+0.00406203j -0.0017547-0.000494456j 0.00178954-0.00594836j 0.0022066+0.000329699j 0.000305036-0.00251597j 
0.00402654-0.00552007j -0.00320202+0.000207505j -0.00101006+0.00348934j -0.00603527+0.0015376j 0.00399626+0.00842972j 0.00581999-0.0035532j -0.00244453-0.0126263j -0.0015372+0.00131389j -0.00756691+0.00369264j 0.00239728+0.00293647j -0.00117363-0.00133443j 0.00132241+0.000353358j 2.04123e-05+0.00282296j 0.00113058+0.00648776j 0.00659996-0.0100423j -0.0025436+0.00471931j 0.00188034-0.000684196j 0.000213333-0.00259158j 0.00431281+0.000595124j -0.000731265+0.00432377j -0.00150994-0.00380887j -0.00433497+0.00149014j 0.00155784+0.0109862j 0.00392756-0.000135326j 0.000125225-0.00344362j 0.00661431-0.00157822j 0.00179982+0.00153547j 0.00219628-0.00661656j 0.00516908+0.0013125j -0.000859106-0.00224429j -0.00110338+0.00606727j -0.00206237+0.00669748j 0.00195644+0.00629338j -0.00125968+0.000323387j -0.00348867-0.00120415j 0.000953878+0.00670607j -0.00352839+0.00272095j 0.000587989-0.0070793j -0.00242847-0.00138856j -0.00242071+0.00202824j -0.00186819+0.00154553j 0.00286581-0.00129377j -0.000902673+0.000787195j 0.000930359-0.00153131j -0.00444746+0.00365219j -0.00250471+0.000331927j -0.00157385-0.00545235j 0.00199247-0.00237142j -0.000726822-0.00340843j -0.000279952+0.00242704j -0.00325128-0.00248795j 0.00145508-0.00117181j -0.00157877+0.000823037j -0.000724777+0.00256202j 0.000589626+0.00213327j 0.00043872-0.00118042j -0.00202027-0.000832578j 0.000929249+0.00348684j -0.000955464+0.00160498j 0.00308127+0.000365465j -0.000456672+0.00246881j -0.0017299-0.00264933j -0.00092949+0.00416539j 0.00388561+0.00321296j 0.00235044-0.00208391j -0.000894755+0.00168739j -0.00157954+0.00084812j 0.00176511-0.00137661j 0.00176461+0.00169835j 
-0.000702246+0.000777456j -0.00367028+0.00368094j 0.00029232-0.00230603j 0.00219814+0.00812995j -0.0094565-0.00154687j 0.00836577+0.00574411j 0.0124195-0.00567389j 0.00576498-0.0040748j -0.00288984-0.00857752j 0.00466788-0.00192521j 0.000567449-0.000665616j 0.00270967+0.00252717j -0.00316201-0.000150197j -0.00434593+0.00252824j 0.00609865+0.00134589j -0.0109412-0.00984476j 0.0031264+0.00700097j 0.00398778-0.00281577j -0.000917125+0.0021413j -0.00222214+0.000320146j -0.000325313+0.00103767j -0.00505919+0.00336002j -0.00709469-0.00919089j -0.00406164+0.0084726j 0.00284461+0.00216459j 0.0043575+0.00066404j -0.00575407+0.00451151j 0.00244288-0.000628739j 0.000157035+0.0100329j 0.00110072+0.00320922j -0.00483912-0.00296165j -0.00342914-0.00206108j -0.00584019-0.00150648j 0.00234903-0.00102737j 0.000872137-0.00181179j -0.00605506-0.00227512j 0.00369309-0.000424227j 0.00747129+0.000562027j 0.000978945+0.000719214j 0.00204608+0.000137041j 0.000776531-0.00255318j 0.000937397+0.00144526j 0.00177279+0.000381105j -0.000537397+0.00163377j -0.00221575-0.000720935j -5.93609e-06-0.000528578j 0.00480297+0.00414122j -0.00564761-0.00142916j 0.0014809+0.00283294j 0.00241848-0.00230647j 0.000792018-0.00081299j 0.00397534+0.00415813j -0.00377928-0.00175253j -0.00234914-0.00235351j -0.00113063+0.00165103j -0.00282343-0.00100181j 0.000145518+0.00460729j -0.00311033+4.63525e-05j -0.00208247+0.00077845j -0.00130187+0.00599003j -0.00329144-0.00342954j 0.000289611-0.00146702j -0.00369133+0.000838612j -0.002321+0.00254298j -0.000611824-0.00040462j 0.00409668-0.00335513j 0.000843696+0.00420913j -0.0012747-0.000241902j 0.00278681+5.9089e-05j 
0.000801169-0.00115373j 0.00804199-0.00295699j 0.0002442+0.00148012j 0.000589676-0.00468511j -0.000752412-0.0136294j 0.00717723+0.00753909j 0.00570626-0.00915284j 0.0023869+0.00420209j -0.007133+0.000127158j -0.00657392-0.00273655j -0.000278029+0.0104773j -0.00435227-0.00267057j 0.0048439+0.0111625j 0.00265638-0.00495639j -0.000970985+0.00511908j -0.00374918-0.00870244j 0.00247313+0.00227186j 0.00308213-0.00552505j 0.00191538-0.000299052j 0.00456773-0.00810283j 0.00548874-0.00235188j -0.0021205+0.00240518j -0.00705338-0.00143162j -0.0034784+0.000343947j 0.00115588+0.000375125j -0.00224896+0.00669729j 0.000833909-0.00599514j 0.000657155+0.00259846j 0.000447224+0.00388705j -0.00687142+0.00198625j 5.20536e-05-0.00402248j 0.000769959-0.00170106j -0.00557889+0.00132636j -0.000144309+0.00144248j -0.00274086-0.0049082j -0.00607738-0.00510535j -0.00132628-0.00111927j 0.00595523+0.00519429j 0.00135406-0.000876724j -0.000860912-0.0022164j -0.00153486+0.000440075j 0.00513711+0.000529349j -0.00044513+0.0032336j -0.000593112+0.00262531j -0.0044603+0.0063305j 0.000739894-0.000430184j 0.00159053+0.000921878j -0.00209417-0.00103651j 0.0024137+0.00100763j -0.00105103-0.00255728j -0.00305613-0.00292085j 0.00293524+0.00284945j -0.00106555-0.000719785j -0.000148536-0.000919214j -0.0043579-0.00250072j 0.000707282+0.000247955j 0.000854109+0.00256773j -0.00618818-4.61556e-05j -0.00408594-0.00437607j -0.00229939-0.00142673j -0.00207575-0.00280462j 0.00188995-0.00234562j -0.00344535-0.00154738j -0.00343334+0.00158076j 0.00350928+0.000394084j -0.0008334-0.000104851j -0.00252587-0.00011262j -0.0012664+0.00186356j -0.00149881-0.000865282j 
0.00710479+0.00366083j 0.00120024-0.000169982j -0.00485258+0.00158645j 0.00158923+0.00563183j 0.00248539+0.00258592j -0.0105197+0.00622636j 0.0111697+0.0115914j 0.00144633-0.0050306j -0.00241319+0.00191563j 0.00655091+0.00356199j -0.0088127-0.00792329j 0.00371144-0.000828349j -0.014566-0.00902577j -0.00678513+0.00610534j 0.00441421-0.013217j -6.37197e-05-0.001193j 0.000520828-0.00156023j -0.00171099+0.00411176j -0.00204276-0.00297025j 0.00700812+0.00385578j -0.00102079-0.00291943j -0.00167549-0.00354272j -0.00450551-0.00972262j -0.00192015+0.00144117j 0.00534081+0.00145908j -0.00575054-0.00574228j -0.000508355+0.00123459j -0.00542935-0.00609391j -0.00588785-0.000621929j 0.00253758+0.00169746j -0.00373812+0.00232975j -0.00239758+0.0033485j -0.0033048-0.00381299j 0.00133445+0.001377j -0.00411885-0.000164915j -0.00125097-0.00479874j 0.000566211-0.00341655j -0.00226611+0.00474037j 0.000616428+0.00184301j 0.00772523+0.00276953j 0.00196519-0.00201347j -0.0019572+0.00437593j -0.00275348-0.00578787j 0.00106575-0.00146383j 0.00227694-0.00636878j -0.0021735-0.00409313j 0.000510408+0.000367859j -0.000121962+0.00121977j 0.00017265-0.000488709j 0.00144857+0.000251658j 0.00405192+0.00341674j 0.000981381+0.000600851j -0.00115307-0.00279555j -0.00510994-0.00409583j 0.00105883-0.00384138j -0.00115959-0.00500582j -0.00425233+0.000614681j 0.00012796-0.00102815j 0.00214491-0.00601098j -0.00338254+0.00591534j -0.00222953-0.00193546j -0.00219004+0.000991042j 1.03704e-05-0.00688817j -0.00220833-0.00314239j 0.000125886+0.00124822j 0.000475523-0.00110815j 0.000677387+0.00219319j -0.00316424-0.00227474j 0.00194384-0.00112057j 
-0.00187007+0.00252507j 0.00125658+0.0034143j -0.00387496+0.000380893j 0.00381349+0.00353883j -0.000272453+0.0144726j 0.00698346+0.00187414j 0.002994-0.0124165j 0.00072436-0.0083025j -0.00528168-0.00255267j 0.00554479+0.00921243j -0.00128939-0.00165079j 0.00106787+0.0100442j 0.000354473-0.00170624j -0.0020158+0.0171829j 0.00222495-0.0106969j -0.00645628+0.00696395j 0.00146638+0.000592591j -0.00103081-0.000369778j -0.00535391-0.00170612j 0.00118428+0.000805705j -0.00259055-0.00252947j -0.00471908-0.00180346j -0.00575274+0.00881889j 0.00295881+0.00610942j 0.00161878-0.00906424j 1.75544e-05-0.0031053j -0.0019517+0.000639146j 0.000622541-0.000449695j 0.00442545+0.000948808j 0.00353348+0.00567153j -0.000491163+0.00298407j 0.00116935+0.000496975j -0.00279686+0.00736208j -0.000124434+0.00242995j -0.00296132+0.00295765j -0.00624279+0.0100738j -0.00324213-0.0029344j 0.00313785-0.00291353j -0.00149617-0.00153113j -4.00479e-05-0.00269444j -0.00483562-0.000562213j 0.00455565-0.00320021j -0.00163669+0.00140067j 0.000992478-0.000362799j -0.00463764+0.0029998j -0.00139358-0.00151012j 0.0010721-0.00234661j 0.000675383+0.00275804j 3.81432e-05-0.000920189j 0.00117231-0.000132755j -0.00419157-0.000859372j 0.00235272-0.00205377j -0.00119547+0.000899024j -0.00155124-0.00035336j -0.0030739+0.00419255j -0.000196225+0.00157139j 0.00145358-0.000162834j 0.000285985+0.00548998j -0.00281891+0.00202695j 0.00261523+0.00184637j -0.00446834+0.00292858j -0.00368542-0.00383125j 0.00164164+0.00102282j 0.00305145+0.00329186j 0.00415344-0.000283848j -0.00557646+0.00220105j -0.000868753-0.00228131j 0.00205548+0.00186276j -0.00416317+0.00384553j 
-0.00143121-0.00869918j 0.00757447+0.00183236j 0.00227202+0.00479266j -0.00171541+0.00418925j 0.0223507-0.00735615j -0.00755031+0.00252957j 0.000162004+8.42207e-05j 0.00044082+0.00271461j -0.0125279-0.00504426j 0.00476034+0.00268922j 0.00140275+0.00300561j 0.00983617+0.0119043j -0.00467973+0.0152678j 0.00156611+0.0066448j 0.00228892-0.00197397j 0.00307594-0.00575524j -0.00213201+0.00229114j 0.00547818-0.000639951j 0.00570417+0.00186059j 0.00445352+0.00293397j -0.000125044-0.00247282j -0.00383923-0.000932649j 0.00712399-0.00399136j -0.003891+0.00661746j -0.00714148-0.00506246j -0.00364608-0.00290266j 0.0050982-0.00353322j 0.00169646+0.000842887j 0.00229038+0.00427685j -0.00272508+0.00314727j 0.001958-0.00252755j 0.00139342-0.00364511j 0.00295514+0.00165247j -0.00246649+0.00271885j 0.000752597+0.00222633j -0.00154675-0.0043548j 0.00378307+0.00280003j -0.00283125+0.00425229j 0.000616505-0.00125659j -0.00226195+0.00292637j 0.00430356-0.00227268j -0.00409432+0.00130649j 0.00107844+0.00957155j 0.00516454+0.00471592j 0.0015204+0.00807223j -0.000933567+0.00273554j -0.00402458+0.00577618j 0.00439284-0.00233855j -0.00420512+0.00520464j 0.000765102+0.00166226j -0.000380762-0.00199936j -0.00215675+0.00680346j 0.00218311+0.001496j 0.00108395-0.00433476j -0.00404757+0.000268913j 0.00289991+0.00486196j 0.000541444+0.00291753j 0.000312528-0.00407824j 0.00016256-0.00292315j -0.00452488-0.00417873j -6.61015e-05-9.22966e-05j -0.00469788+0.00193994j 0.000591426-0.00153624j -0.000683863-0.00423221j 0.0021002-0.00152732j -0.000193128+0.0021106j -0.00543286+0.000592934j 2.49603e-05+0.0020504j -0.00344378-0.00147588j 
0.0054063-0.000831822j 0.00214317+0.00954041j 3.05337e-05+0.00341096j -0.000359073-0.00490412j 0.00726933+0.0141542j -0.00105651+0.00360707j 0.0138359-8.66656e-05j 0.00113161+0.0077326j 0.00760567-0.00410976j 0.00908119+0.00432217j 0.00345288-0.0114998j -0.000111628+0.0106218j -0.001383-0.0090699j 0.00435646+0.00665127j -0.00422525+0.00221241j -0.000643094-0.00316752j -0.00871733-0.00177845j 0.0038458+0.00720759j -0.00389769+0.00472484j -0.0015269+0.00155701j -0.00144332-0.000552661j 0.00233887-0.00184719j 0.000198691+0.00560068j -0.00684082-0.00258624j 0.000286013-0.00776089j 0.00201659-0.00482814j 0.00125363+0.00154984j 0.00114795+0.00278568j -0.00267583+0.00864453j -0.00199233-0.00443854j -9.56083e-05+0.00287875j 0.000599211+0.00362718j 0.000201769+0.00634564j -0.000197847-0.00507447j 1.43027e-05-0.00264366j -0.00105154-0.000716055j -0.00192337+0.00293456j -0.00051695-0.00116899j -0.000676851+0.000645333j 0.00106366-0.000590616j 0.00123651-0.00107294j 0.001781+0.000489337j -0.000128208-5.68341e-05j -0.0067215+0.00338871j -0.00309096+0.00143189j -0.000340546+0.000133768j -0.00160415+0.000476522j -0.00117156+0.00276952j 0.00262299-0.0012257j -0.00199594+0.002559j -0.00090458-0.00297379j -0.0041608-0.00496716j 0.00220074+0.00462673j 0.00117973+0.00190636j 0.00323986-0.00818265j -0.00420113-0.00281482j -0.00541761-0.000977626j -0.0035887-0.00171859j -0.00298486-0.00621048j 0.00300478-0.00232235j 0.00177731-0.00489782j 0.0011992-0.000194781j -0.004987-0.00635494j -0.00166595+0.00569851j 0.00299058-0.000255218j 0.00185976+0.00414487j -0.00199653-0.00447793j 0.00391249-0.00255932j 0.00565103-0.000573703j 
-0.00183627+0.000391872j -0.00193866+0.00130926j -0.0106835-0.00449693j 0.00735773-0.0114689j 0.0145865+0.00157423j 0.000287925-0.00412082j 0.00509161+0.000483199j 0.0013386+0.00468114j -0.00114257-0.00995018j 0.00608646-0.00571749j -0.0109922+0.0057047j 0.00146737+0.000681513j -0.0176006+0.00149756j 0.00153689-0.00286827j -0.00694291+0.00734153j 0.00844013+0.00276706j -0.00627594-0.00199039j 0.00527875-0.00203927j -0.00793456+0.00749992j 0.00524263-0.00668711j 0.00196473+0.00699008j 0.00321023+0.00748607j 0.00040493-0.000357872j 0.00174351-0.000663466j -0.00648865-0.00233633j -0.0100509+0.000508858j 0.00215747-0.00263851j -0.00263312+0.000914124j -0.00420202+0.000227965j 0.0005428-0.00710672j -7.94856e-05-0.000955956j 0.000444243-0.00019734j 0.00372277+0.00139341j -3.90478e-05-0.00322354j 0.00181494-0.00319405j 0.00750153-0.00136182j -0.00574755-0.000494699j 0.0013528-0.000607386j 0.00181183-0.000347967j 0.00039809-0.00194377j -0.005167+0.00129265j 0.003888-0.000273866j -0.000308775+0.000455978j -0.00538332+0.000455946j -0.00177234+0.00246046j -0.000415899+0.000724421j -9.97516e-05-0.00157794j 0.00272755-0.000235891j 0.00474361+0.00177896j -0.00342977+0.000170538j -5.57349e-07-0.00313864j -0.00131933-0.000990852j -0.000177238+0.00118637j 0.00226456+0.00345511j 0.00167358-0.000501645j 0.00158391+0.00322423j -0.00288293-0.000876352j -0.00126285-0.0037155j 0.00523665+0.00592225j 0.0040428-0.00246074j -0.000979998+0.00124996j 0.00344044-0.00344792j 0.00153995+0.00508883j 0.00302003+0.00110254j 0.000641174+0.00184245j -0.00218581-0.000237929j 0.000824933-0.00235758j -0.00153049-0.00184188j 0.00248861-0.000336402j 
