0.00204243-0.000130519j 0.000919258+0.00377117j -0.00461193-9.92851e-05j 0.00259933+0.0115283j 0.00481718+0.00150057j -0.00430511-0.0213928j -0.00393492-0.0174518j -0.00034901+0.0153118j -0.000120434+0.0234343j -0.00373942-0.000404404j -7.11652e-05-0.0124612j -0.00185151+0.00175256j 0.000383041+0.00166795j -0.00230722+0.00846695j -0.00157313+0.00672894j 0.00172995-0.00544945j 0.000929873+0.000630139j -7.10959e-05+0.00193798j 0.000408437-0.000988708j -0.00271054+0.00608921j -0.000262223+0.00288498j -0.000493864-0.00029572j -0.000642703+0.00163594j -0.00254942+0.0074025j 0.00252541-0.0060978j 0.000718179-0.000886472j -9.5564e-05+9.87433e-05j 0.00214462-0.00475945j 0.000997956-0.00299937j 0.000417004-0.00158862j -0.000290074+0.000556738j -0.000436171-0.000285189j -9.54546e-05-0.000603811j -0.000405533-0.000558861j 0.000288915-0.00248892j -0.00101834+0.00297388j 0.000707834-0.00201711j 0.000335553-0.00205299j 0.000796154-0.000837836j 0.000206378-0.000733873j 0.00176399-0.00177123j 0.00360514-0.005253j -0.00115637+0.00200298j -0.00238777+0.00293309j 0.000668682-0.000613307j 0.00172996-0.0022605j 7.04172e-05-1.21833e-05j -0.00106843+0.00147127j 0.000188248-0.000100461j -0.000881034+0.00182476j -0.000137031+0.000105591j 8.75543e-05-9.48494e-05j -0.00109855+0.00101694j -0.000513405+0.00154379j -0.0027001+0.00366302j 0.000725-0.000324147j 0.00183103-0.00248598j -0.00184432+0.000414003j -0.00184146+0.000352293j -0.000149154-0.000673983j -0.00188068+0.000290175j 0.00155995-0.000291442j 0.00149842-0.000546408j -0.00214177-0.000616264j 0.0013741-0.000355776j -0.00152068-0.000828573j -0.000793696-0.00197337j -0.00072402-0.00106341j 0.000158119+0.00434591j 0.0020215-0.00373583j 0.00137268-0.000962944j 0.00183221-0.000948541j 0.00113561+0.00222149j -0.00158443+0.00340348j -0.00196334-0.00126472j 0.000684633-0.00206029j -0.00147059-0.000449797j 
0.00585129+0.000996503j -0.000732674+0.00355002j -0.0037764-0.000810704j 0.00154299+0.00255022j -0.000603172+0.00175526j 0.00566308+0.00374427j 0.00168053+0.000367207j 0.00149249-2.19256e-05j 0.00280057+0.000698667j 0.00495186-0.00120889j -0.00414938+0.00122876j 0.000384547+0.0020057j 0.00144039-0.000925005j -0.00164044+0.000221232j 0.0059791-0.000934615j -0.00091444+0.000395883j -0.000921037-0.00233043j -0.00139605-0.00450263j -0.00289646+0.00310009j 0.00284094+0.00236848j 0.00214762-0.00658939j 0.00107199+0.00133083j -0.00558559-0.00366886j 0.00460675+0.00152719j 0.00298905-0.00058602j -0.00246922+0.000484594j 0.00243656-0.00417726j -0.00325892-0.00053826j -0.00124529-0.00285301j -0.001794+0.00449131j -0.00405319-0.000608643j -0.00383732-0.00104676j 0.00248201-0.00179918j -0.00727466+0.000566915j 0.00615357-0.0022707j -0.00868454+0.00586725j 0.000740373-0.00451504j -0.000183056+0.00331839j 0.00425864+0.00203191j -0.00149976-0.00114479j 0.00353224+0.00322516j 0.00458161+0.00268224j 0.00314453-0.00286855j -0.000848589-8.38621e-05j -0.00367615-0.00116698j -0.00383593+0.000211238j -0.000535263-0.00518213j 0.000710352+0.00127004j 0.00394068+0.00047441j -0.00354167+0.00225771j -0.00199898-0.00222983j -0.00134721-0.00130761j 0.000203333+0.00149311j 0.00242068-0.000563023j -0.00356614+0.00144924j -0.000441064-0.000466794j -0.000331805+0.000423808j -0.000794821-0.00232546j 0.0011006-0.0022722j -0.00121828-0.000831306j -0.000127923+0.000307601j -0.00114438+0.000702156j -0.000769837+0.00102943j -0.00245911-0.00254968j 0.00233555+0.00274098j -0.00223133-0.000118427j 0.000556702-0.00303621j 0.0011216+0.00226104j -0.000407499+0.0034353j 0.00115572-0.00237059j 0.00151838-0.00144242j 0.00124549+0.0015224j 0.000845392+0.0027049j 0.00144986+0.00152479j -0.00165442+0.00407092j 0.00140473-0.00242905j -0.00219231+0.00123133j 
-0.00405426-0.00285753j -0.00178026-0.0025499j 0.00376834+0.00201106j -0.00314135+0.000601608j -4.77239e-05-0.00248009j -0.00429294-0.00434382j -0.00071033-0.00228114j -0.00117024+0.00075894j -0.00112371-0.00201122j -0.00189753-0.000977281j -0.000648223+0.00247675j 0.000988382-0.00136262j -0.00267783-0.00104613j 0.00508944-0.00144823j -0.000118003-0.000553891j -0.00248358+0.00215471j 0.00178177-0.00112738j 0.00332014+0.000594165j -0.000765983+0.000105958j 0.000105983+0.0022255j 0.000678368+0.0012383j 0.000384726-0.000434067j 0.00611479+0.00266073j -0.00641994-0.00383885j 0.00145627-0.00389121j 0.000449324+0.000249532j 0.00158007+0.00137728j 0.00419247+0.00081656j 0.00696673+0.00163938j 0.00112237-0.00130528j 0.000289321-0.000624516j 0.00190395-0.0011267j -0.00167061+0.00307297j 0.00235013-0.00152428j -0.00217508+0.00283502j 0.000654986-0.00136816j 0.000346468+0.0072764j -0.00225395+0.000139542j 0.00118952-0.00212429j 0.00424341+0.00219361j -0.00063275-0.00228619j 0.00113595-0.000728456j -0.00192409+0.000697498j 0.000821263-0.00242685j 0.00304745-0.000692335j 0.00434081-0.0014921j 0.000179701+0.00514546j -0.00208145+0.00200662j 0.00045798-0.0017015j 0.00117406-0.0013668j -0.0012071-0.000508891j 0.00345202+0.000611226j 0.00194228+0.000208119j -0.00113661+0.00182557j 0.00408664-0.00193144j -0.000276633+0.00184819j -0.00289828+0.00427903j -0.00201773-0.00179408j -0.00054085+0.000495648j -0.00188544+0.0029428j -0.00118497-0.00268971j 0.00161866-0.00043369j 6.30083e-05+0.00269138j -0.00343691-0.000586517j -0.000701151-0.000797766j 0.00269672-0.000695412j -0.00128789-0.00102342j 0.00246887-0.00594575j 0.000254617-0.00131476j -0.00353026-0.00135108j -0.000841326-0.000102591j -0.00224803-0.00295306j 0.00250253-0.000543857j 0.000615255-0.000828539j 0.00369168-0.00480991j 0.000128472-0.00129142j 0.00370379-0.00355259j 
0.0070345+7.80551e-05j -0.00416442+0.00198613j 0.00295724+0.00108038j 0.00275627-0.00087434j 0.00139945-4.5407e-05j 0.00127195+0.00204644j 0.00152161-0.00252629j 0.00129695-0.000544908j -0.000303604-3.4945e-06j 0.00123043-0.002024j 0.000443944+0.00110011j -0.00206656+0.00181921j -0.00322829+0.00123813j -0.00307671+0.00102443j 0.00504201+0.000585214j 0.000752584-0.000507315j -0.000941448+0.00106611j 0.001739-0.00150123j 0.000472952-0.000553804j -0.000150245+0.00193508j 0.00260177-0.00314082j 0.00247357+0.000426681j -0.00515774+0.000808384j 0.00220661+0.00104945j -0.00113259+0.00171094j 0.000634283+0.000625111j -0.0014014+0.00148207j 0.000626331-0.000805196j -0.000830374+0.00124345j -0.00252551+0.00430801j -0.00225512-0.000603062j -0.00232579+0.00447564j 0.00189694-0.00240582j -0.0037083+0.00190761j 0.00154507-0.00137596j -0.000903159+0.00307503j 0.000172592-0.00444625j -0.000592936-0.000531106j -0.00170095+0.00157667j -0.00169016+0.00281389j 0.000899785+0.00260034j -0.000128056+0.00251837j -0.000525021-0.00221073j 0.00172276+0.00151028j -0.000496636+0.000666811j -0.00175568+0.00175623j -0.00113535-0.00501354j 0.000201855+0.00177984j -0.0017391-0.000528241j -0.000612052+0.00334j -0.00149208-0.00157638j -5.01614e-05+0.00272456j -0.000696661+0.00466932j 0.00196904-0.00412031j -0.00186766+0.00397142j 0.00157119-0.000140373j -0.00314391+0.00243212j 0.00102668-0.00339551j 0.00197191+3.39722e-05j -0.000558863+0.000327951j -0.00165285+0.00101757j -0.00212222-0.00122378j 0.00016363+0.00354081j -0.000719688+0.00134281j 0.00175206+0.00174043j 0.000754566+0.00299565j 0.00161846-0.00252455j 0.000605962-0.00098392j 0.00133333-0.000537866j 0.00150104-0.0010351j 0.0019477-0.00150197j -0.00200012+0.000914223j 0.00052024+0.0013989j -0.00209877-0.00315888j 0.000946315+0.00142475j -0.0012451-0.00716713j -0.000635511+0.00347765j 
-0.00156996-0.00172081j -0.000470588-0.00361681j 0.00376078+0.00179386j -0.00189177-0.00552718j 0.00164046-0.000421436j -0.00161938-0.000769273j -0.000702038-5.65837e-05j -9.71628e-05+0.00110436j -0.000188892+0.00124762j -0.00107329+0.00371389j -0.00101239-0.00678255j -0.00117177+0.00203679j 0.00155868+0.00174063j 0.000954433+0.00524273j -0.00141352+0.004904j -0.00185664-0.00286396j 0.0031683+0.00274376j 0.00360707+0.00376463j -0.00108484-0.00543116j -0.00430541+0.000930549j 0.00220912+0.00241201j -0.000825244-0.000152604j 0.00250004+0.00186979j -0.00159817-0.00321236j 0.00163383+0.00560711j 0.000904144-0.00431408j 0.00271323+0.00519831j 0.00116654+0.00183994j 0.00291285+0.00901638j -0.00183682-0.00155377j 0.00312739-0.00338138j 0.00679569-0.00125478j -0.00153561+0.000410207j 0.0046233-0.00338168j -0.00250475+0.00519527j 0.000973699-0.0114027j -0.000968471+0.0018264j -0.0032151-0.0017832j -0.00388049+0.00567293j 0.000159466+0.0039j -0.00245801+0.00117827j -0.00382548+0.00673142j 0.000788547+0.00182189j 0.0020628+0.00177016j 0.0035931-0.000574252j 0.00234042+0.000397603j 0.000509973+0.000333789j -0.00248698-0.00180738j -0.00100307+0.00325708j 0.00130236-0.0025484j 0.00359285-0.00188617j 0.000861877+0.00306056j -0.00188815+0.00232118j -0.00267477-0.000464974j 0.00281725-3.24526e-05j 1.55938e-05-0.000855413j -0.00271637-0.000450535j 0.00449026-0.00310394j 0.00186516+0.00163604j 0.000988093-0.00250401j 0.00195429-0.00120354j 0.000581549-0.000828491j -0.00167622+0.000535813j 0.00503143-0.00304323j -0.00209061+0.00130052j 0.0034813-0.000628406j 0.00353202+0.000305961j 0.00151293+0.00178995j -0.00152206-0.00145141j 0.00378466-0.00123357j 0.00185544-0.000304026j 0.00165772-8.51692e-06j -0.00360884+0.0038327j -0.00429127-0.000296148j 0.00235835-0.00276338j 0.00234631-6.6793e-05j 0.00257363-0.000784405j 
-0.000689689+0.00171867j -0.00205948+0.000247924j 0.00175387-0.00191778j -0.000689969-0.000649564j 0.00176174-0.00415536j -0.00279994-0.000144899j 0.00187504-0.000684585j 0.00149132-0.00384415j -0.00263332+0.00201218j 0.00103976-0.000407557j -0.00298321+0.0018686j 0.000585838+0.000323767j -0.00125588-0.00373208j 0.000906006-0.000218028j -0.000262706+0.00431621j -0.000152772+0.00226029j 0.0012095-0.000962292j -0.000164698-0.00232066j -0.00115798+0.000377913j 0.000127464+0.000906193j 0.00171261-0.000142568j -0.00127052-0.000482787j 0.0014364-0.00119888j -0.000780342+0.00264378j 4.03127e-05+0.000478381j -0.000561561+0.000207003j -0.00270303+0.00136627j 0.000129309-0.000640083j 0.00141791-0.00420094j -0.00268658+0.00432859j -0.000840754-0.00208023j -0.00187841-0.00333579j -0.00148629+0.000972937j 0.00216757-0.00217326j -0.000626978+0.00166819j -0.00328569-0.00238688j 2.75263e-05-0.000413924j 0.00273346+0.000462648j 0.00135795+0.00149648j -0.000683688-0.000543391j -0.00227048+0.00213687j 0.00232432-0.000772488j -0.00126447-0.0012944j 0.00351751-0.000673626j 2.53521e-05-0.00149286j 0.000294739-0.000781516j 0.000217731-0.000668289j -0.00117143+0.00251923j 0.00042753-0.000664071j 0.00222781-0.000522437j -0.00272657-0.00178223j 0.000808782+0.000222922j 0.000307327+0.00333073j 0.000828086+0.000376085j -0.00198951-0.00183634j -0.000694003+0.000450443j 0.00085247-0.000354427j 0.000222425-0.000607102j 0.000182028-0.00120442j -0.00133684-0.000847982j -0.00206501+4.14579e-06j -0.00339506-0.00166541j -0.000539611-0.000218123j -0.00130604-0.000486868j -0.00197086+0.000347075j -0.00188233-0.000426083j 0.000387381-0.00183939j 0.00136295-0.000262543j -0.000684551-0.000942364j 0.0026423+0.000747981j -0.00500888+0.000352298j -0.00201361-0.00332454j 0.00315826+0.000900471j -0.00240098+0.000501983j -0.00134625-0.0017482j -0.000995996-0.00166646j -0.00161316-0.000373015j 
-0.00235877-0.000722003j 0.000322152-0.000811572j 0.000312865-0.00122198j -0.00110019-0.000858989j 0.00265653+0.0027415j 0.00275352+0.00021865j -0.000491166+0.00355755j 0.0037245+0.00270046j -0.000519372-0.00228475j 0.00218487+0.0019515j -0.00416896-0.00379119j 0.00151848+0.00131568j 0.00568478-0.000197446j 0.00112659+0.00190638j -0.00201264-0.0035631j -0.00204862-0.000535657j 0.000985177-5.00755e-05j 0.00157625-0.000772502j -0.00243721+0.000290893j 8.41558e-07-0.000886535j -0.000737715+0.000325458j 8.64035e-05-0.000895457j -0.000713184+1.85653e-05j -0.000843859+0.00113318j 0.000689218+0.000184395j -0.00229145-0.00165587j 0.00102883-0.00696316j 0.000181177-0.000471714j 0.00477222-0.000389506j -0.0026052-0.00373689j 0.000830278-0.000605014j 0.00273837-0.00528385j -0.000702478-0.00252004j -0.000577808+0.00209116j 0.00197279-0.00206755j -0.00162908-0.00106551j -0.000401295-0.00298546j -0.000478254+0.00412229j 0.0012837+0.00312038j 0.00144174-0.00190138j 0.000810181-0.00165506j 0.00361341+0.00333076j 0.00264516-0.00102279j -0.000390241+0.00348921j -0.000429904-0.00107806j 0.000243912+0.000154165j -0.000771025-0.000903166j -0.00164367-0.00217109j 0.0023529+0.00107267j -0.000961712+0.00203871j 0.00100724-0.00253522j -2.32165e-05-0.000578353j -0.00110359-0.00135715j -0.00131582+0.00167252j 0.00154083-0.00175593j -0.000279447-0.0022339j 0.00240865-0.000848806j -0.00216359-0.000107858j 0.00144775-0.0012221j 0.00116996-0.00379116j 0.000541034-0.0015162j 0.00141126-0.00211197j 0.00169987-0.00179968j 0.00117123-0.00327152j 0.00221506-0.00265053j -0.000363449-0.00354836j 0.000663677-8.33711e-05j -0.00109173+0.00325729j -6.01755e-05+0.000981845j -0.00179143+0.000406409j 0.000580557-0.00635406j 0.00487961-0.0007129j 0.000129502+0.00384561j -8.38306e-05+0.00235751j -0.00135335+0.000335384j -0.000358673+0.000548457j -0.000354197-0.00101502j 
0.00107032+0.000502797j -0.00171537+0.000910884j 0.000513086-0.00117853j -0.000715715+0.000875048j 0.00147939-0.00334046j -0.00132916-0.000857364j 0.00293306-0.000693642j 0.00241433-0.00377384j -0.00170796+0.00125247j 0.00108051-0.00143514j -0.001749+0.00242392j -9.61955e-05+8.75634e-05j -0.00088663-0.00299827j 0.000308752-0.0003158j -0.00294549+0.00252313j -0.000639107+0.000876077j 0.000117135+0.000365415j 0.000592063-0.00260792j 0.00121389+0.00123396j -0.00206748+0.000173525j 0.00111607-0.000633371j -8.54392e-05-0.000280165j 5.53075e-05+0.000402674j 0.000456483+0.000918607j -0.000706362+0.00116305j 5.42399e-05+0.00129036j -0.00640537-9.20271e-05j 0.000818442-0.000485806j 0.000187244-0.00277566j -0.00382648+0.00390664j 5.12896e-06-0.00098848j -0.00306847-0.00183545j -0.0017735-0.000625647j 0.00237728+0.00133661j -0.00228078-0.00137078j 0.000115484+0.00054593j -0.00194504-0.00175386j 0.00224273+0.000623054j 0.000692075+0.00036807j -0.00138015-6.93234e-05j -0.00184428+0.000406132j 0.00148786-0.00170442j -0.00107352-0.00188953j 0.00306453+0.00085227j 0.000168701-6.05102e-05j -6.70919e-05+0.000513581j 0.000243691-0.00119423j -0.0016861+0.00167754j -0.000626613-0.00186921j 0.0021118+0.00134899j -0.000714897-0.00134934j 5.79409e-05+0.000789337j -0.00176918+0.00233881j 0.000994046-0.000653563j -0.00119687-0.0002877j -0.000834186-0.000279957j -0.000933857-0.000926342j 0.000728403+0.000623109j -0.000155975-0.00160171j -0.00199804-0.00132344j -0.00162018+0.00050947j -0.00153166-0.000984932j -0.000800357-0.000630093j -0.00151959+0.00015057j -0.00263131-0.00123313j -0.00197877+9.70353e-06j 0.00143025-0.00143911j 0.00155971+0.00105458j 0.00122524-0.000757553j 0.000945978+0.00158758j -0.00367853-0.00112627j -0.0011758-0.00205223j 0.00183774+0.000100053j 0.000784328-0.000137188j -0.000272339+0.00082699j -0.000236236-0.0013887j -0.000197513-0.000217766j 
-0.000725541-8.54442e-05j 0.00252682+0.00110231j -0.00325082-0.00167096j -0.00167517-0.00030562j -0.00398823-0.00318903j 9.87288e-05+0.00121593j -0.00051671-0.00212406j -0.00476781-0.00425058j 0.00372372+0.002981j -2.85374e-05+3.45619e-05j 0.000211557+0.00122008j 0.00110267+0.000357501j -0.00111353-0.0006588j 0.0019438+0.000407812j 0.00273784+0.00540766j 0.000487778+6.87946e-05j 0.000983497+4.55595e-05j -0.00378059-0.00034696j 0.000478262-0.000403249j -2.53159e-05+0.000746066j -0.00207689-0.00110125j -0.00180023+0.00121907j 0.000757228-0.00149136j 0.00223055-0.00052043j 0.00454943+0.00154454j 3.7589e-05-0.00101886j 0.00126128+0.00689787j -0.00137672+0.000427332j -0.00306168-0.000518471j 0.00523826+0.00547538j -0.00197738-0.000173297j -0.00150631-0.000371814j -0.00140244+0.00250504j 0.00202245-0.00504318j -0.000878726+0.00291782j -0.00347752-0.0017379j -0.00280297+0.00136837j 0.000839394-0.00301061j 0.00295623+0.00134004j -0.000582755+0.00111618j 0.00103607+0.003691j 0.000148628-0.00120342j -0.00184195+0.0013171j 0.00134149-0.00445836j -0.00011141-0.000617895j 0.000197716+0.000390469j -0.00154844-0.000448453j 0.00138252+0.000979595j 0.000210532+0.0012256j 0.000879426-0.00420506j -0.00117134+0.00156869j 0.000348782-4.27212e-05j 0.00246105+0.00146637j -0.00137267-0.000388116j -0.00106364+0.00114718j -0.00135122+0.000626403j -0.000150115-0.00220269j 0.00145782-0.00128464j -0.00272908-0.000761101j -0.00196294+0.000308174j 0.00194799+0.00136482j -0.00100192+0.00365384j -0.00181898-0.000249378j -0.000154956-0.000876472j -0.00197644+0.00397605j -0.00106417+0.00127109j -0.0011112-0.00161576j 0.00282875+0.000873613j -0.000952724+0.000792017j 0.00328605-0.00358136j -0.00185412+0.00568475j -0.000522873+0.000642872j 0.00085114-0.000741076j 0.000468746+0.00286087j -0.000288338+0.00134423j -4.90914e-05+0.00248498j -0.000621159+0.000614868j 
0.00102204-0.000682919j 0.00227837-0.00321216j -0.0019047+0.00546239j 0.0036264-0.000536863j 0.000183043+0.000663881j 0.000307507-0.00245376j 0.00220905-0.000940735j 0.00258727-0.000710661j 0.00331921+0.00295756j -0.00167986+0.000230505j 0.00320534-0.0020853j -0.00163849-0.000676758j 0.000854996-0.000273916j -0.00108307+0.0016583j -0.00444338+0.0043661j -0.0029579-0.00156312j 0.00142857+0.00214899j -0.00247264+0.0014474j -0.00137272-0.00220689j 0.000904856+0.00186146j -0.00167697+0.00117654j 0.00105138+0.00117806j 0.00392528+0.00443936j -0.0027029-0.00593076j 0.00446746+0.00411968j 0.00452139+0.00244212j 0.000674897+0.00632822j -0.00184308+0.00123427j 0.00113884+0.0098895j -0.00165626+0.00110197j 0.00149451-0.00220759j 0.00111849+0.00727762j 0.000154325+0.00080195j 0.00378611+0.00181845j -0.00420261+0.000887957j 0.0016443-0.00725038j -0.00110941+0.00329937j -0.000829102-0.00327341j -0.000154003+0.00193558j -0.00137321+0.00260175j -0.00254077-0.00117162j -0.00285783+0.00347932j 0.000523166-0.000341097j -0.0015273-0.00063792j 0.00158618+0.00383703j 0.000482068+0.00216043j 0.000450013-0.000835242j -0.000816478-0.000679658j 0.000510073+0.00289106j 0.000174641-0.00112775j 0.0014779-0.000748025j -0.00194858+0.00351747j -0.00328997+0.000401285j 0.00159182-0.00099567j 3.96637e-05-0.000890655j -0.00204431+0.000351327j -0.00243613+0.000999466j 0.00540303+0.000520297j -0.000343007-0.000773092j -0.00145837+0.00221172j 0.00109511-0.00121018j 0.00230879+0.00150598j -0.00423465+0.000436144j -0.0015081-0.00390402j -0.00387315+0.00181517j 0.000547335+0.00153661j 0.00194933-0.000608526j 0.00291438+0.0012452j -0.000813095+0.00234533j 0.00397407+0.00257048j 0.000152968+0.0016153j 0.00140601+0.000430676j -0.0036153+0.00178657j 0.00177653-0.00396507j 0.00459747+0.00202589j 0.00494929+0.000171139j 0.00113585+0.000665119j 
-0.00168368-0.00451518j 0.00135611-1.82729e-05j 0.00126599+0.00095681j -0.00176903-0.00112947j 0.00135806-0.000321736j -0.000640925-0.00503055j -0.000661926-0.00203144j -0.00323753-0.00315865j 0.0007806-0.00591491j -0.0014004-0.00174398j -0.00060091+0.00135803j 0.0010586-0.000354402j -0.000600103-0.00184034j 0.00219427-0.000746321j 0.000863527-0.000254744j 0.000956558+0.00312789j -0.000638342-0.00151224j -0.00144984+0.00323136j 0.0015496+0.002559j 0.000693994-0.00195398j -0.000305121+0.000980772j -0.000834878-0.0024012j 0.00281459-0.000967246j -0.00125045-0.000462302j 0.00148892-0.00825816j 0.00105081-0.00196127j 0.00124342-0.00187566j -0.000389036+0.00273953j 0.00127661-0.0054424j 0.00472144-0.000582693j -0.0010355+0.00326562j 0.00686055-0.00223962j -0.00250016+0.000797502j 0.00339715-0.00131288j -0.00289881+0.0010769j 0.000685446+0.00477567j -0.000975026+0.00487137j -0.00122796+0.0017842j 0.00213363-0.00620249j 0.000331341-0.000490933j 0.00103917-0.00198962j 0.00264233-0.00512808j -0.00240416-0.000620641j 0.000309258-5.08482e-05j 0.0032908-0.000534004j 0.00331913-0.000827213j -0.00286379+0.00539078j -0.000513549+0.0002775j 0.00291055-0.00272228j 0.00204424+0.000388709j 0.000582188+0.00106812j 0.00295001-0.00166204j 0.00174366+9.24757e-05j -0.00313208+0.00059379j 0.00157339+0.000458919j -0.000884842+0.0025286j 0.000532876+0.000766556j -0.00148783-0.000447114j -0.00335434+0.00087549j 0.00087803+0.00260212j 0.000246958-0.00049518j 0.00205061-0.0012727j 0.000686057+0.00125307j -0.00308351+0.00481166j 0.00186899-0.000289435j 0.00150232+0.000430878j -0.00314222+0.00108174j 0.00238817-0.00321282j 0.00456361-0.00183869j -0.00146792-0.00284306j -0.00105379+0.000583151j 0.000136748-0.00306142j 0.00325242-0.00130058j -0.00106357-0.00132966j 0.00395189-0.00381502j -0.000745104+0.00168996j 0.00447088-0.00247106j 
0.000327179-0.000270375j 0.00105844-0.001928j -0.000384695+0.000470355j -1.69434e-05-0.00352678j 0.00232014+0.000240632j 0.000267348+0.000218771j 0.00118686-0.000465626j -0.00324476-0.00282401j -0.00153024-0.00100541j -0.00227693+0.000853652j 0.00265078-0.00207745j -0.00181894-0.000113024j -0.00124863+0.000313497j -0.00114803+0.00227776j -0.00310923+0.00371283j 0.00433803+0.0012829j -0.00314485-7.30332e-05j -0.000876653+0.00299031j 0.00667598+0.00274656j -0.000450761-0.00526801j 0.00468796+0.00354006j -0.00426739-0.00335313j 0.00038967-0.00454146j 0.00519883+0.00533941j -0.00562508-0.000925171j 0.00212373-0.00348647j -0.00361146-6.57014e-05j -0.00261972+0.00196397j -0.00821238-0.00541011j 2.35759e-05-2.14772e-06j 0.00110205-0.00105298j 0.00642162+0.000119958j -0.00157244-0.00306022j 0.00526752-0.000990869j -0.00419686-0.000300931j 0.00582296+0.000354492j 0.00142372-0.00175851j 0.00021889-0.00111584j -0.00448712-0.00246367j -0.00470302-0.00279851j -0.00172212+0.00257647j -0.00541213-0.00257787j -0.00117134-0.000941718j 0.000365329+0.00378585j 0.00253213-0.000245536j 0.000170022-0.000598075j 0.00202518+0.000707558j 6.61058e-05-0.000591822j 0.000284179-0.000732069j 0.00274111+0.0014468j 0.00167761+0.0025926j -0.00158876-0.00161591j -0.00277312+0.00116968j 0.00067995-0.00197403j -0.00214249+0.0036664j 0.00083724+0.000742445j 0.00175636-0.00426341j 0.00428368+0.00237147j -0.0013684+0.000449533j 0.00400555-0.00046832j 0.00118542+0.00200616j -0.000175037-0.00144717j -0.00184304-0.00131204j 0.00296197+0.00567876j -0.00231594-0.000748317j 0.000532017+0.00318307j 0.000833182+0.00283985j -0.00124114+0.00275503j 0.00121016-0.000663715j 0.00370656+0.000505771j -0.000118522+0.000963426j 0.000262087-0.000577094j -0.00273506-0.000809203j -0.00279225-0.00139567j 0.00124347+0.00029321j 0.0021597+0.000799571j 0.000465924+0.00054929j 
0.00091116-0.00146036j -0.000866882-0.000581543j -0.00207275+0.000907033j -0.00442356+0.00169311j 0.000174086-0.000928035j 0.00412504-0.0014142j 0.00119641-0.000242782j -0.00151984+0.00213089j -0.00225187-0.00278734j 0.0032066-0.00118338j -0.00531481+0.000586445j 0.00304533+0.00161042j 0.000914516-0.00232676j 0.00325767+0.000941629j 0.00212127+7.62223e-05j 0.000346797-0.00215877j -0.000582068+0.00110399j 0.00233309+0.00106293j 0.00289485-0.00146597j -0.00771505-0.00300015j 0.00258626-0.00206438j -0.00333844+0.00181858j -0.00638907-0.000578389j 0.00793618-0.00415497j -0.00241964-0.00114605j -0.00505526-0.00284047j -0.00508313-0.00330929j 0.000953509+0.00295438j -0.006241+0.00127079j -0.000724097-0.00137811j 9.99354e-06+0.000898801j -0.00322109-0.00782147j -0.00528911-0.00149846j -0.00139204-0.00220942j -0.0011557-0.000281572j -0.000148647+0.00309282j -0.00672365-0.00298789j 0.000232299+0.00114261j 0.00152674-0.000961656j -0.00348091+0.00179322j 0.00451562+0.000275552j 0.00126156-0.000175474j -0.000137516+0.000420294j 0.0035204+0.00128j -0.0009608-0.00247514j 0.00044646+0.000911488j -0.00220519+0.000221833j -0.00229971-0.000757781j 0.0011511-0.00365554j 0.0015761+0.00153827j 0.00171916-0.00196492j -0.000849497+0.000791566j 0.000262132+0.00130959j -0.00197451-6.22934e-05j 0.00254901+0.00340738j -0.000999858-0.000288264j -0.00532595-0.00576842j 8.53936e-05-0.00263625j -0.00147526+0.000660104j -0.00289698-0.00574182j 0.00125162-0.00175147j -0.000230645-0.000609374j -0.00140786+0.000555333j 0.00199265-0.00141561j 0.000469005-0.00166296j 0.000123087-0.00023421j 0.00155455-0.00132601j 0.00507831+0.00156666j 0.00212289-0.0011148j -0.00234876-0.00413067j -0.000443323-0.00208194j 0.000455265-0.00248657j 0.00178886+0.00128781j 0.00308273+0.00318805j 0.00180967+0.00208473j 0.000559793-0.000641401j 0.0024975+0.000737264j 
