0.00204243-0.000130519j 0.000919258+0.00377117j -0.00461193-9.92851e-05j 0.00259933+0.0115283j 0.00481718+0.00150057j -0.00430511-0.0213928j -0.00393492-0.0174518j -0.00034901+0.0153118j -0.000120434+0.0234343j -0.00373942-0.000404404j -7.11652e-05-0.0124612j -0.00185151+0.00175256j 0.000383041+0.00166795j -0.00230722+0.00846695j -0.00157313+0.00672894j 0.00172995-0.00544945j 0.000929873+0.000630139j -7.10959e-05+0.00193798j 0.000408437-0.000988708j -0.00271054+0.00608921j -0.000262223+0.00288498j -0.000493864-0.00029572j -0.000642703+0.00163594j -0.00254942+0.0074025j 0.00252541-0.0060978j 0.000718179-0.000886472j -9.5564e-05+9.87433e-05j 0.00214462-0.00475945j 0.000997956-0.00299937j 0.000417004-0.00158862j -0.000290074+0.000556738j -0.000436171-0.000285189j -9.54546e-05-0.000603811j -0.000405533-0.000558861j 0.000288915-0.00248892j -0.00101834+0.00297388j 0.000707834-0.00201711j 0.000335553-0.00205299j 0.000796154-0.000837836j 0.000206378-0.000733873j 0.00176399-0.00177123j 0.00360514-0.005253j -0.00115637+0.00200298j -0.00238777+0.00293309j 0.000668682-0.000613307j 0.00172996-0.0022605j 7.04172e-05-1.21833e-05j -0.00106843+0.00147127j 0.000188248-0.000100461j -0.000881034+0.00182476j -0.000137031+0.000105591j 8.75543e-05-9.48494e-05j -0.00109855+0.00101694j -0.000513405+0.00154379j -0.0027001+0.00366302j 0.000725-0.000324147j 0.00183103-0.00248598j -0.00184432+0.000414003j -0.00184146+0.000352293j -0.000149154-0.000673983j -0.00188068+0.000290175j 0.00155995-0.000291442j 0.00149842-0.000546408j -0.00214177-0.000616264j 0.0013741-0.000355776j -0.00152068-0.000828573j -0.000793696-0.00197337j -0.00072402-0.00106341j 0.000158119+0.00434591j 0.0020215-0.00373583j 0.00137268-0.000962944j 0.00183221-0.000948541j 0.00113561+0.00222149j -0.00158443+0.00340348j -0.00196334-0.00126472j 0.000684633-0.00206029j -0.00147059-0.000449797j 
-0.000618657-0.000979264j 3.03834e-05+0.000832698j 0.000360967-0.000408848j -0.000905332+0.00219082j 0.000686921+0.000302247j -0.000773078+0.0005902j -0.00164963+0.00122389j 0.000765692-0.000188331j 0.000309351+0.000998678j -0.00131811+0.00088979j -0.000801535+0.00261662j 0.00169755-0.000485101j -0.00163277-0.00254033j -0.00297028+0.00297271j -0.000300652+0.00153832j 0.00103562+0.000736525j -0.00142938+0.00124162j 0.000281907-0.00059458j -0.000475234-0.000504585j -0.00124025+0.00147903j 5.69345e-08+0.000512494j -0.0062715+0.00216441j -0.00247637+0.000841632j -0.00287476-0.000377334j -0.000764625+0.00244265j 0.0016091-0.00104436j -0.000996377-0.000491645j 0.00117861+0.0010935j 0.00104098+0.000393342j 0.00128381-0.000969258j -0.00404928+0.00188969j 0.00140682+0.000849069j 0.00584649-0.00370421j 0.00284898-0.000441179j -0.000869475+0.0019199j -0.00185328+0.00195994j 0.000155588+0.00212584j 0.000239934+0.00100487j 0.00246163-0.00115437j -0.000810429-0.000235324j -0.000452715+0.00071389j -0.000597232-0.00093655j 0.00224669-0.000122531j -0.000363764+0.00187188j -0.00139849+0.00141898j 0.00120579+0.000928786j -0.000691194-0.000701537j 0.00380851-0.00188415j -0.000487405+0.000483874j -6.62132e-05-0.000630504j 0.00154754-0.00312527j 0.00141815+0.000106331j -0.00382449+0.000640435j 0.00126604+0.000824155j 0.000475621-0.000654381j -0.00109782-0.000649761j 0.000537074-0.000600171j -0.00147577-0.000702856j 0.00260414-0.000443762j -0.000779124-0.00115749j 0.000610106+0.000189453j -0.00272583-9.1704e-05j -0.000801234-0.00163934j 0.00348133+0.00136569j -0.0017056+0.000417735j -0.00185197+0.000735883j -0.000325242-0.00194081j -0.00108947-0.00047296j -0.00043583-0.00152521j 7.12959e-05+0.00155932j -0.000807894+8.07799e-05j -0.000297355+0.000616875j -0.000880332+0.000345238j -0.00015144-0.000349821j -0.00206278-0.000413122j -0.00162894+0.000351314j -0.000403992-7.41385e-05j 
0.00107225-0.0011403j 0.000804165+7.62024e-05j 0.000993942+4.66259e-06j -0.000631996-0.000813565j -0.000536959-0.00129007j -0.00104289-0.00362524j -0.000878317+0.00249336j 0.000697739-0.00367688j -0.000335782-0.000755597j 0.00178362+0.00118675j 0.000171261-0.00299556j -0.000322985+0.000340193j -0.000244067-0.00156559j -0.00172346+0.00166091j 0.00171868+0.00397046j 0.00281924+0.00205787j -0.000375787+0.000340192j 0.000485225-0.00198239j -0.000102505+0.000544917j -0.00154393-0.00268595j -0.00130263+0.00124863j -0.00300986-0.000313995j 0.0016827+0.00352216j 0.00188672+0.00122736j -0.000407884+0.000917867j -0.00190622+0.0020277j 0.000785254+0.00178507j 0.00194675+0.000225808j 0.000595027+0.00319924j -0.00123218+0.00167408j -0.000611221+0.00230587j -0.0010683-0.00109989j 0.00284802-0.00135837j 0.0023389+0.00193495j 0.00155983-0.00322592j -0.000421001+0.000602675j -0.00140077-0.000511347j -0.002286+0.00283158j 0.000729598-0.000984409j 0.00115171-0.00464163j 0.00162593-0.00315907j -0.000943721+0.0015588j 0.00186009+0.00129641j -0.000822182+4.98241e-05j -0.000379502+0.000370506j 5.81659e-05+0.000543812j 0.00160826-0.0010408j 0.000117079+0.00100548j -0.000421545-0.00330978j -0.00094661-0.000998016j 0.00122917+0.000213399j 0.00105026-0.00122047j -0.00215832+0.00132581j -0.000348901+0.00215513j -0.0006523+7.84479e-05j -0.00119413-0.000254158j 0.00135722+0.00160129j -0.00152565-0.00121621j 0.00222079-0.000141048j -0.000682883-0.00153273j 0.000487696+4.98344e-05j 0.00129152-6.72377e-05j 0.00281698-0.00177193j 0.000862077+0.00370021j -0.00296056+0.00429179j 0.00113127-0.000181906j -0.000225636+0.000136791j -0.00214792+0.00128379j -0.000578782+0.0001231j -0.000266189+0.00115678j -0.000514661+0.000398834j 0.00221061-0.000851254j -0.00187476+0.00047257j -0.000942156-0.000389546j -0.000143983-0.00151589j -0.0008561-0.000339528j 0.000812399+9.27662e-05j 
0.00143385+0.00258321j -0.000251162-0.000833572j -0.00151789-0.00103119j 0.00123679+0.00133404j -0.00223267-0.00587572j -0.00102965-0.000581521j -0.00169033+0.000441796j -0.000823815+0.00175522j -0.00179832-0.00292542j 0.00632286+0.00146593j -0.00040967+0.000625059j -0.00149621+0.000817676j 0.00582116+0.00256973j -0.00111214+0.000976164j 0.00070528+0.00391018j -0.00127775+0.000838471j -0.000184145+0.0012894j -0.00043683-0.000757091j 0.00255856+0.00049536j -0.00468287-0.00159073j -0.00302512-0.000488769j -0.00049839+0.00288764j -0.000707919+0.00477272j 0.000303042+0.00532013j -0.00325209+0.00173904j -0.00163059+0.000346099j 0.000198496+0.00266854j -0.00153602+0.00117782j 0.00312758-0.000991754j -0.000159335-0.00145627j -0.000312186+0.00346311j 0.00480305-0.00397435j -0.000124536-0.00048009j -0.00291125+0.000478534j -0.00123995-0.00461577j -0.00223378-0.000573529j -0.00139903-0.00135991j -0.0017354-0.0014436j -0.00131807-0.00255791j -0.0019323-0.00152184j -0.00236273-0.00446334j 0.00219263+0.00267721j 0.00143236+0.0020179j -0.00324381-0.00328895j -0.000495708-0.000198274j -0.000338536-0.0028891j -0.000326116+0.00170304j 0.000704023+0.00251512j 0.000959666-0.00275709j 0.000448739-0.000774194j 0.00090248+0.00460426j 0.00274959-0.000666975j -0.0036704-0.00187867j -0.00249524-0.00161996j -0.000501182+0.000115283j 0.0018203+0.00147605j -0.00196824+0.00291228j -0.000227409-0.00153043j 0.000669706-0.000661771j 0.0023351+0.00144604j 0.00274741-0.000142103j -0.000834241+0.00284192j 0.000300902+0.00271442j -0.000381407+0.0021618j -0.00208939+0.00244987j 0.00223962-0.00109476j 0.002013+0.00523443j 0.000576612+0.00231751j 0.00285176-0.000462493j -0.000959498-0.000194817j 0.00060693+0.0015064j 0.000621484+0.00121352j 0.000200419-0.00302765j -0.00070201+0.00117049j -3.34821e-05+0.000284345j 0.00231577-0.00119822j -0.000153559-0.00063604j 
0.000955634-0.00115712j -0.00100418-0.000996883j -0.00305693+0.00198456j 0.000979217-0.00437173j 0.00167155+0.00267811j 0.00122793+0.000434379j 0.000404295-0.00132397j -0.000226666-0.00400986j -0.000196599+0.00134791j -0.00313334-0.000385609j -0.00401216-0.00510605j -0.00326245-0.000864903j 0.00297744+0.0032829j -0.00149377-0.00261431j 0.000133734-0.000681994j -0.00604819-0.000344916j -0.00552976+0.00238494j -0.00242035+0.000498418j 0.000393372+0.00135359j 0.00137669-0.00407746j -0.0017005+0.000269424j -0.00408987-0.00087341j -0.00246313-0.00318934j -0.0017931-0.00260551j -0.00259554-0.00170816j 0.00207646+0.000676128j 4.32521e-05-0.00271391j 0.00369105-0.00646061j -0.00100955+0.000123368j -0.000980244+0.00271401j 0.00121204-0.000178397j -0.000670259+0.00398784j -0.0018305+0.00410461j -0.00139218-0.00304809j 0.00213787-0.000730042j -0.00102324-0.00136191j -0.00243449+0.0024751j -0.000372776+0.0022267j -0.00204728+9.62778e-05j 0.00331896-0.000212034j -0.000413171-0.00273157j 1.12006e-05+0.00524925j -0.00164336-0.000745388j -0.00127298-0.00451061j -0.00170317-0.00217841j 0.000171722-0.0017834j 0.000348348+0.000847496j -0.000802565+0.00346345j 0.000665353-0.000175258j -0.0013236+0.000561017j -0.00229007+0.00284136j -0.00103339+0.00132126j 0.000892975-0.00161445j 0.000636022-0.00117524j 0.00129842+0.00495964j -0.000669982+0.00165027j 0.000888658-0.00264731j -0.000623001+0.000478912j -0.00185445+0.00240839j -8.34697e-05+0.00288119j -0.000863195+0.00206119j 0.00106785-0.0015268j 0.000615039-0.000474108j -0.00461472+8.30949e-05j -0.000620795-0.00175865j 0.00261403+8.595e-05j -0.00029732+0.00244672j 0.000282163+0.000977655j -0.00316705+0.00366492j 0.0012946-0.00246764j -0.00049534-0.000473237j -0.000192218-8.56424e-05j -0.00137243+6.55059e-05j 0.000951621+0.00124009j 0.00357941+0.000908287j 0.000473242-9.78374e-05j 0.00121991-0.000205856j 
-0.000492377+0.00238724j -0.000945668+0.000755872j 0.000424562+0.000403476j 0.000107438-0.00129293j -0.00163306-0.000697514j -0.000213829+0.000915448j -0.00248213-0.00167639j -0.0034227+0.0019542j 0.000335385-0.00104319j 0.00130465+0.000294512j -0.000847211+0.00146185j -0.00123891-0.00144836j -0.002249+0.00140869j -7.55149e-05+0.000893522j 0.00327386-9.96514e-05j 0.00469868-0.000481749j -0.000548781-0.000288584j -0.00262106+0.000729407j -0.00157637-0.00106424j -0.00220312+0.000261082j 0.000665626-0.00108859j -0.00305044+0.000824615j 0.00185914-0.000236215j 0.00170479-0.000320068j 0.00179068+0.00109203j -0.000327219-0.000810127j -0.000518376+0.000772511j -0.0023378-0.00153444j 0.00554044-0.000303889j -0.00225843-0.000940434j 0.000870253+0.00334114j -0.000152674-0.00025012j 0.000642848-0.000858517j 0.00304223+0.000187191j -0.00101685-0.000114143j 0.00118543+0.00181303j -0.000180465+0.000277285j 0.000534809-1.73382e-05j 0.000999488+0.0016066j -0.00494301-0.00233505j -0.00157827-0.000855304j 0.00174371+0.00166843j 0.00309039+0.00207357j -0.000534032-0.000274627j 0.00221393+0.00235476j -0.000292035-0.0013031j -0.000838935+0.000673919j 0.000863363-0.000444843j -0.00395879-0.00376321j -0.0012607+0.000215101j -0.00113971+7.17725e-05j -5.39487e-05+0.000313071j -0.000233169+0.000524649j 0.00254158+0.00166272j -0.00113876-0.000609423j -0.000568184-0.00105765j -0.000320391+0.00105853j 0.00078728+0.00153326j -4.49895e-06-0.000978303j -0.00117275-0.00228542j 0.00126549+0.000740531j 0.000902295+0.000610739j -0.00206855+0.000266988j 0.00285492+0.00253827j 0.0015538+0.00249005j -0.000254722+0.00117856j -0.00179877+0.000961883j 0.00121682-0.000566085j 0.00116867+4.80791e-05j 0.000313571-0.00154942j 0.00135351+0.00213574j -0.000764893+0.000636327j 4.43724e-05-0.000729958j 0.000320743-0.000148711j 0.000101141-0.000618714j 0.000916513-0.000761195j -0.00201604-2.70854e-05j 
0.00110948+0.00107354j 0.00140198+0.000888377j 0.00195233-0.00331674j -0.00274785+0.00109807j 0.00104639-0.000479647j -0.00116511-0.000391601j 0.000598978+0.00107847j 0.00221983+0.00216788j -0.00107723-0.000127026j -0.00035249-0.000914824j 0.00129122+0.00189265j 0.00182216+0.00049391j 0.0013351+0.000294871j 0.000784668-0.00102211j -0.00385915-0.000693566j -0.00241501-0.00392998j 0.00140602-0.00146747j 0.00287194-0.000789841j 0.000668595-0.000165149j 0.000241448+0.00165024j -0.000823607-0.00156183j 0.00376419-0.00129026j -0.00114119-0.0012896j -0.00224949-0.00140332j -0.000805583-0.000733856j -0.00111244-0.000840073j 0.00152449+7.60997e-05j -0.00160609+0.00263292j -0.00343622-0.00315878j 0.00234151+0.000966149j -0.000344879-0.00125182j 0.00138781+5.09951e-05j 0.000987432-0.000324533j -0.00175624-0.000779786j -0.00126822+0.000229183j -0.000228358-0.00110418j 0.000313407-0.000430682j -0.000357285-0.00122172j 0.00167878-0.00119212j 0.000776956+0.00399842j 0.000632382+0.00121913j -0.00156998-0.00253579j -0.000965641-0.00213384j 0.0016415+0.000584363j -0.000634648-0.00188914j 0.000393912+0.00166324j 0.000479498+2.87848e-06j -0.000152533-0.000498946j 0.00168006+0.00448145j 0.0016701+0.000819942j 0.00127773-8.386e-05j 0.000758797+0.000385062j -0.000692638-0.000840415j -0.000453958-0.00291903j -0.000623487+0.000370611j 0.000734612+0.000226807j -0.000826176-0.000193097j 0.00023784-0.0013777j 0.000266132+0.000962337j 5.46333e-05+0.00152974j -0.00066548-0.00149258j -0.00240154-0.000134967j -0.00022063+0.0011528j 0.000136092-0.00304466j -7.59012e-05-0.00308303j -0.00109336+7.0049e-05j 0.00105634+0.000521581j -0.00105962-9.66416e-05j 0.00105488-0.0015278j -0.000612832+0.0006592j 0.000217723-0.000953125j -0.000220529-0.000598824j 0.00163634+9.98157e-05j -0.00135074-7.54529e-05j -0.00250285-0.000207844j -0.000728592+0.000302972j 0.000112404+0.00203931j 
3.01366e-05-0.00157785j -0.00111285+0.00262555j 0.00137011+0.0033185j 0.00256891+0.000490846j -0.00391164-0.00252741j -0.000151794+0.000390993j 2.6768e-05+0.000658499j 0.000986297-0.000289614j -0.000231531-0.00139734j 0.00542535+0.00209253j 0.000353432-0.000141978j 0.000558368+0.00322988j 0.0056007+0.00215462j 0.000226701+0.00391438j -0.00211126+0.000905325j 0.00190188+0.00404413j 0.00394525+0.00372614j 0.00191118+0.00293847j 0.00416939+0.00229448j -0.00519415-0.000847254j -1.46679e-05-0.00106506j 0.00298443+0.00736258j 0.00119154+0.00509568j 0.0023996+0.00509801j -0.00278707+0.00120822j 0.0015299-0.000829663j -0.000449605+0.00394083j 0.000263977+0.00242054j 0.0012994-0.00145798j -0.000243186-0.00153566j -0.0010035+0.00107521j 0.000805144-0.00247345j -0.000776366-0.000235025j -0.00289721-0.00133384j -0.000154767-0.00425972j -0.00396227-0.000658952j -0.00119818-0.00222325j 2.38073e-05-0.00291149j -0.000856672-0.00370987j -0.000527428-0.000379762j -0.00221616-0.00261178j 0.00257043-0.00161463j 0.00183171-0.000310711j -0.00361687+0.00127485j -0.00246329-0.0006967j -0.00211973-0.00250517j -0.000208323+0.00116757j 0.00232822+0.000639269j -0.000601889+0.000446048j -0.000301463-0.00101288j 0.00401869+0.00363464j 0.00178743-0.00150097j -0.00224067-0.00283466j -0.00271871-0.000966611j -0.00107062-0.00272408j 0.00026807+0.00308746j 3.26199e-06+0.000599394j 0.000443833-0.00218606j -0.000427865-0.00137509j 0.00169856+0.00166672j 0.00135307+0.000399046j -0.000805298+0.000191629j 0.000807227+0.00076316j 0.00084074+0.00126428j -0.00143188+0.00161538j 0.000882134-0.00451417j 0.00199425+0.00340771j -0.00106593+0.00102607j 0.00160942+0.00084121j 0.000987264+0.00252438j -0.00097098+0.00160326j -0.000154661+0.0028249j -0.00242679-0.000937773j 0.000518858-0.00028159j -8.76567e-05-0.00215313j -0.00102751-5.89096e-05j -0.00064693-0.00247j 
-0.000464525+0.000361857j -0.000518106-0.00111682j -8.91811e-05-0.00175439j -0.00278051+0.00125454j 0.00109865+0.00151052j -0.00232468-0.00112662j 0.00167317+0.00200401j -0.00210311+0.0011429j -0.000595716+0.000846504j -0.00105432-0.00334549j -0.0027034+0.00214344j 0.000554392+0.00160218j -0.0010449-0.00368928j 0.00013599-0.000431128j 0.00226644-0.0019162j -0.000280925-0.00300456j 0.0013631-0.00121259j -0.00133242-0.000950167j -1.57077e-05-0.00249125j -0.000944806+0.00368242j 0.000613678+0.00223589j 0.00161214-0.00159509j 0.000743065-0.00346395j -0.000458042-0.00354559j 0.00140852+0.0012269j 0.00145026+0.001785j 0.00088199-0.00173102j -0.00238278+0.000745532j 0.000315113-0.00255761j 0.00303462+0.00298198j 0.00260979-0.00231276j 0.000409743-0.000453975j 0.000514312-0.000565599j 0.000421581+0.000978341j -0.00321068+0.000794301j 0.00102206+0.000135716j 0.000786435+0.00206334j 0.00204945+0.00284429j -0.000227837+0.00197181j -0.00337008+0.00143884j -0.00283015+0.00221777j 0.00115067-0.00158917j 8.69648e-05-0.00242577j -0.000600995+0.00241833j 0.000902329-0.000328004j -0.000649163+0.00250497j 9.13976e-05-0.00213562j 0.000830722-0.00052649j -0.00171342+0.002202j 0.000518097+0.00113152j 0.00176874-0.00197759j -0.000724051-0.000501589j 0.000785521+0.00294097j 0.000936652+0.000215116j 0.00148079+0.000327239j 0.00148425-0.000759896j 0.000375756-0.000933124j -0.000270308+0.00104604j 0.000219076-0.000254386j 0.000325133-0.000226247j 0.000839341-0.00195693j 1.76794e-05-0.00173826j -0.000728619-0.00213977j 0.00326575-0.000930038j 0.00344273+0.000552476j -0.00147832-0.00055972j 0.00232651-0.00191242j 0.00160906+0.00114939j 0.00184977-0.00139817j -0.00113991+0.000223425j 0.000579524-0.00173574j 0.00102023-0.00344967j 0.0010726+0.00228018j 0.000114906+0.000360603j -0.00165602+0.00018545j -0.000192854-0.000750568j -0.000662984+0.000248165j 
0.00381929-0.00286654j 0.000252935+0.000988491j -0.000626624-0.00324885j -0.00503316+0.000356246j -0.00326083+0.000446788j -0.00289139+0.00686197j -0.000188978-0.00459315j -0.000915571-0.00102374j 0.000182686+0.0019977j -0.00198417+0.00110814j -0.00103809-0.00132832j -0.00243233-0.00247361j 0.000780089+0.00208721j -0.0016088-0.000792394j 0.000133729+0.00228645j -0.00147833+0.0025018j -0.000990172-0.000171261j -0.00272345+0.000760733j -0.000884543-0.000856145j -0.00187293-0.000901966j -0.00068107+2.3095e-05j -0.0016458-0.00164349j 0.000522744-0.00243697j 0.000158398-0.000209507j 0.000650303+0.000784621j 0.000214625-0.000481836j 0.000543559-0.00302853j -0.00273555-0.00268866j -0.000787248+0.00360054j -0.000417761-0.00313356j 0.0038925+0.000627863j -0.00217321+0.00173098j -0.000833937+0.000938378j 0.000631593-0.00177697j -0.00294061+0.00142515j -0.00163923+0.00283736j -0.00162113+0.00266045j 0.00227623+0.000130156j 0.00183255-0.00295007j -0.000870549-0.000965295j -0.00220359-0.00327635j 0.00167161+0.00450323j -0.00183585+0.0014401j -0.000196874-0.00163599j -0.00161805+0.00231468j -0.000367788-0.00273452j -0.000868768-0.000212067j 0.00228237+0.000633244j -0.00092611-0.00335594j 0.00154045-0.000326456j 0.00211109-0.000974085j 0.000369904-0.000349773j 0.00257547+0.000538805j -0.0013771-0.000510848j -0.000514528+0.0031415j -0.00136108-0.00058706j 0.000672595+0.000772054j -8.42858e-05+0.00139516j 0.000769649-0.000273157j 0.000347747-0.000307847j -0.002951+0.00372908j -0.000907336+0.000402337j -0.000445608+0.00144874j -0.00135261+0.00249112j -0.000877404+0.000515511j 0.00050837+0.000203901j 0.00100946+0.00122173j 0.000658256-0.000404589j -6.40198e-05+0.00112303j 0.00240997-0.002102j 0.000407411+0.00205796j -0.00620633+0.00129793j 0.000744068-0.00192946j -0.00179837+0.00272604j -0.00242673-0.00141549j -0.00231943-0.000273533j 0.00271335+0.00109922j 
0.000992031+0.000752681j -0.00249111+0.00200325j -0.000775891-0.00244736j -0.00217952+0.00123754j 0.000508184+0.00310903j 0.000624512-0.0022645j 0.00180333+0.00320171j 0.000700905-0.00395532j 0.00132966+0.000152221j -0.00177912-0.000535886j -0.000229278-0.00258271j -0.00119833+0.000705722j -0.00196372-0.00152162j -0.000543331+0.0017355j 0.00230648+0.00144305j -0.000231289-0.00284548j 0.00117789-0.00181676j -0.00091155-0.00202134j -0.00104839-0.00126522j -0.0011825+0.00100007j 0.00151812+0.000736109j 0.00261176-0.00421706j 0.00159593-0.00191993j -3.74403e-05-0.00465595j 0.00341641+0.000182751j -0.000821563+0.000887166j 0.000114417-0.000392527j -0.00332549+0.00046026j -0.00124125+0.000179918j 0.000125576+0.00383336j 0.00310019-0.000343394j -0.00265672+0.000679983j 0.000257639-0.00301273j 0.000163418-0.000303082j 0.00113809-0.000322186j 0.00313924+0.00164106j 0.00153326+0.00266783j 0.0010529+0.00400937j -0.000644598-0.00179782j 0.00136915-0.000138487j -0.00114405-0.00113418j -0.00119373+0.000520453j 0.000766172-0.00229259j 0.000898814+0.00171358j 4.61657e-06-0.000279219j -0.00122184+0.00188703j 0.00144743-0.00140521j -0.000461641-0.00154861j -0.00116685+0.000829214j -0.00063808-0.00052791j 0.000611244-0.00320945j -0.00104899-0.00193387j 0.00169174+0.00384835j 0.000158625+0.000884688j 0.00130901+0.00197171j -0.00185427+0.000133679j 0.00124359-0.00100591j 5.02296e-05+0.00143471j 0.000392269-3.32536e-06j -0.00129495+7.79316e-05j -0.0002621-0.000339549j 0.00121217-0.000519489j 0.00140997-0.00274292j 0.00238971-0.00116012j -0.000414359+0.00303082j 0.000256497+0.000572617j -0.000529723-0.000942525j -0.00231456+0.00245397j -0.00046311+0.000104521j 0.000938366+0.000596467j -0.00104498-0.000766695j 0.00188496-0.00222666j -0.000932146+0.00215878j 0.00135046+0.00134708j -0.00247274+0.00171036j -0.00393065+0.000182088j -0.000717357+0.00190889j 
-0.00103561+0.000516454j -0.000583616-0.000123752j 0.000507389-3.92913e-05j -0.0011723-0.00073735j 0.000834818+0.00212079j 0.00284127+3.57461e-05j -0.00199705-0.000659066j 0.000577655-0.000223977j 0.000730978+0.00162639j -0.00215845-0.00154064j -0.000512245+0.00196187j 0.000661361-0.00121646j 0.00127514-0.0062514j -0.00147274-0.000794248j -0.000218111+0.00264544j -6.547e-05+0.00234338j 0.000718197-0.000757221j 0.00119538-0.00193186j 4.32379e-06-0.00361985j 0.000268702+0.00204871j -0.000610279+0.00145254j 0.00134556-0.00440589j -0.00131947-0.000382604j 0.000226198-0.00161818j 0.000421418+0.00364417j -0.000783829-0.00214239j -0.000903521-0.00214817j -0.0009123-0.00141429j -0.00209827+0.00158233j -0.000780821-0.000960533j -0.00115096+0.000679045j 0.0010728-0.000108858j 0.00356437+0.000566368j -0.0015107+0.00395171j -0.000736579+0.00328801j -0.000766464+0.00352538j 6.85281e-05+0.00284237j -0.00227703+0.000706352j -0.00166213+0.00230874j 0.00264897-0.00064258j -0.000729995+0.00295286j -5.70235e-05-0.00117817j -0.000975853+0.00126034j -0.000753629+0.0017265j -0.00140283+0.00303428j -0.00142006+0.000960045j 0.00110548+0.000510563j 0.00198939-0.00192084j 0.00210276-0.00139548j 0.000288164-0.000224866j 0.00252135-0.00245758j 0.000148811+0.000226568j -0.00339254+0.00184499j -0.00217251+0.00177943j 0.00166258+0.000561568j 0.00210706-0.00197846j -0.000951602+1.54392e-05j -0.00149923+0.000634182j 0.00110154+0.00185924j 0.00255795-0.00212354j 0.000437327+0.00036885j -0.00042572+0.00175419j 0.00123854+0.000113714j -0.000460893+0.00229071j -0.00231908-0.000605355j -0.00274335+0.000688769j 0.00209483-0.00304335j 0.000326109-0.00136031j 0.000700948-0.000561352j -0.000585847-0.00124536j 0.00044625-0.00030486j 0.00184672+0.00136289j -0.000903872+0.00042227j 0.000900834-4.08001e-05j -0.000386828-0.000109663j -0.000387397-0.000831536j -0.00143811+0.000272265j 
0.000569272-0.00302342j 0.000287156+0.000391681j 0.00192266+0.0023382j 0.00119672-6.36075e-06j -0.0019642-0.00121657j -0.00193951+0.0009667j 0.001582+0.00133909j 0.00181033-0.000374271j 0.000243606+0.000606158j 0.000860691+0.00224802j 0.00271559-0.00128216j 5.76043e-05+0.00154583j -0.00267296+0.00405839j 0.0010057+0.00201252j -0.00114968-0.00318888j 0.00279192+0.00140967j 0.00142245+0.00319928j 3.31904e-05+0.00362101j 0.000128721+0.00377892j 0.000259497-0.00292621j 0.00228283-0.000187154j -0.000132412+0.00858487j 0.00216937+0.00234679j 0.00123871+0.00345363j 0.000308323-0.00231076j 0.00114304+0.00140969j 1.90115e-05+0.00230382j 0.00147064+0.000466809j 0.000924183-0.000284345j -0.000648734+1.45313e-05j 0.000493566-0.000975279j -0.00273236-0.000342482j -0.00267892-0.000825834j 0.00273998-0.00355004j 0.0018186-0.00189957j -0.000408917-0.00179847j 5.82652e-05-0.00309962j 0.0019132-0.00118054j 0.00338721-0.00236575j -0.00158491+0.000443872j 0.00225702-0.00140644j 1.56396e-05-0.00118577j 0.00125237-0.000727545j 0.000359135+0.00110156j 0.00101951-0.00210431j 0.000744227-0.000829788j -0.00083659-0.000819857j -0.000908001+0.000250155j -0.00268338+0.00122382j -0.000105336-3.0661e-06j -0.000719214+0.00173985j 0.000745333-0.000538186j 0.00345223-0.00098965j 0.0015445-0.00111765j -0.00181198-0.00227769j -0.00311327+0.00092023j 0.001815-0.000351757j 0.00114746-0.000386169j -0.000606329-0.0021911j -0.00270105+0.000559709j -0.00157599+7.59134e-05j 0.000617031-0.00199882j 0.000188375-0.000463255j 0.000822423-0.000944827j 0.00082534+0.000308119j 0.00205965-0.00145473j -0.0021813+0.000485975j -0.0017983-0.000828915j -0.00173384+0.00119133j 0.000998211+0.00303017j -0.00115544+0.000250801j -0.00219189+4.98368e-05j -0.000684391+0.00018143j -0.00158457-0.000960183j 0.000466715-0.00241118j -0.0012102+0.000584269j 0.00210727-0.00112347j 
