-0.00412106-0j -0.000651597-0j 0.100908-0j -0.000343422-0j 0.0145648-0j -8.58555e-05-0j -3.03545e-05-0j -7.15463e-06-0j -7.58863e-06-0j -6.32386e-07-0j -2.35676e-08-0j -0.00383076-0j -0.000597224-0j -0.000462608-0j -6.67717e-05-0j 0.0827232-0j 0.0146235-0j -4.97687e-05-0j 0.00121863-0j -4.31009e-05-0j -8.79794e-06-0j -4.39897e-06-0j -5.18424e-07-0j -6.34937e-07-0j -4.0985e-08-0j -1.29091e-09-0j -0.00251794-0j -0.00254403-0j -0.000388526-0j -0.000392552-0j -0.000296742-0j -0.000299817-0j -4.2831e-05-0j -4.32748e-05-0j -0.000265414-0j 0.0713734-0j -0.000268164-0j 0.072113-0j -4.6919e-05-0j -4.74052e-05-0j -3.90992e-06-0j 0.00839002-0j -3.95043e-06-0j 0.00513782-0j 0.00847696-0j -2.47285e-05-0j 0.00519106-0j 0.00104875-0j -2.49847e-05-0j -3.56925e-06-0j 0.00105962-0j 6.17983e-05-0j -4.37142e-06-0j -3.60624e-06-0j 6.24387e-05-0j -1.09285e-06-0j -4.41672e-06-0j -5.15177e-07-0j -3.1548e-07-0j -1.10418e-06-0j -5.20515e-07-0j -2.35145e-08-0j -3.18749e-07-0j -3.21985e-08-0j -2.37582e-08-0j -3.25322e-08-0j -1.69701e-09-0j -1.7146e-09-0j -4.62898e-11-0j -4.67695e-11-0j 
3.2788e-07-0j -1.24688e-05-0j 4.0985e-08-0j 2.73233e-08-0j 0.00027319-0j -1.6429e-06-0j 2.41506e-09-0j -0.00376978-0j 2.78823e-05-0j 0.0315193-0j -0.336859-0j 4.33822e-09-0j -1.62668e-07-0j 5.2389e-10-0j 3.49205e-06-0j 4.78244e-10-0j -2.03335e-08-0j -1.35557e-08-0j -4.6657e-05-0j 4.88106e-11-0j 4.60118e-07-0j -1.19816e-09-0j 0.000367792-0j -4.76191e-06-0j -0.001316-0j -0.000935584-0j 2.00332e-07-0j -1.96646e-07-0j -7.43471e-06-0j 7.29791e-06-0j 2.36094e-08-0j -2.3175e-08-0j 0.000157371-0j -0.000154475-0j 2.11169e-08-0j 1.44577e-08-0j -2.07283e-08-0j -1.41917e-08-0j -8.97826e-07-0j 8.81306e-07-0j -0.00206014-0j -8.19599e-07-0j 0.00202223-0j 2.08679e-09-0j 8.04519e-07-0j 1.96745e-09-0j -2.0484e-09-0j 1.96713e-05-0j -1.93125e-09-0j 1.31142e-05-0j -1.93094e-05-0j 0.0157241-0j -8.365e-08-0j -1.28729e-05-0j -0.0154348-0j 8.69497e-11-0j 8.21109e-08-0j -0.000271447-0j 1.15915e-06-0j -8.53498e-11-0j 0.000266452-0j -0.0530451-0j -1.13782e-06-0j 0.00160484-0j 0.0520691-0j -0.00157531-0j -0.0242559-0j 0.0238096-0j -0.00634043-0j 0.00622376-0j 
-0.707586-0j 0.000375352-0j 0.000296742-0j 0.000197828-0j 4.2831e-05-0j 4.9457e-05-0j 1.74857e-05-0j 4.12141e-06-0j 4.37142e-06-0j 3.64285e-07-0j 1.35761e-08-0j 0.0022067-0j -0.102543-0j 0.000266485-0j 3.84638e-05-0j 0.000243266-0j 4.30038e-05-0j 2.86692e-05-0j 3.58365e-06-0j 2.48282e-05-0j 5.06805e-06-0j 2.53402e-06-0j 2.98637e-07-0j 3.65755e-07-0j 2.36094e-08-0j 7.43625e-10-0j -0.00142719-0j 0.00146549-0j -0.00022022-0j 0.000226129-0j 0.0501332-0j -0.0514785-0j 0.0072361-0j -0.00743028-0j -0.000150439-0j -0.000102998-0j 0.000154476-0j 0.000105762-0j -2.65941e-05-0j 2.73077e-05-0j -2.21617e-06-0j -2.4277e-05-0j 2.27564e-06-0j -1.48665e-05-0j 2.49284e-05-0j -1.40163e-05-0j 1.52655e-05-0j -3.03462e-06-0j 1.43924e-05-0j -2.02308e-06-0j 3.11605e-06-0j -1.78817e-07-0j -2.47776e-06-0j 2.07737e-06-0j 1.83615e-07-0j -6.19439e-07-0j 2.54425e-06-0j -2.92006e-07-0j -1.78817e-07-0j 6.36062e-07-0j 2.99842e-07-0j -1.33282e-08-0j 1.83615e-07-0j -1.82504e-08-0j 1.36859e-08-0j 1.87401e-08-0j -9.61881e-10-0j 9.87692e-10-0j -2.62374e-11-0j 2.69415e-11-0j 
0.714918-0j -0.000379242-0j -0.000299817-0j -0.000199878-0j -4.32748e-05-0j -4.99695e-05-0j -1.76669e-05-0j -4.16412e-06-0j -4.41672e-06-0j -3.6806e-07-0j -1.37168e-08-0j 0.0021661-0j -0.100656-0j 0.000261581-0j 3.7756e-05-0j 0.00023879-0j 4.22125e-05-0j 2.81417e-05-0j 3.51771e-06-0j 2.43714e-05-0j 4.97479e-06-0j 2.4874e-06-0j 2.93143e-07-0j 3.59025e-07-0j 2.3175e-08-0j 7.29943e-10-0j -0.00146549-0j 0.00148007-0j -0.000226129-0j 0.00022838-0j 0.0514785-0j -0.0519909-0j 0.00743028-0j -0.00750424-0j -0.000154476-0j -0.000105762-0j 0.000156013-0j 0.000106815-0j -2.73077e-05-0j 2.75795e-05-0j -2.27564e-06-0j -2.49284e-05-0j 2.29829e-06-0j -1.52655e-05-0j 2.51765e-05-0j -1.43924e-05-0j 1.54174e-05-0j -3.11605e-06-0j 1.45357e-05-0j -2.07737e-06-0j 3.14707e-06-0j -1.83615e-07-0j -2.54425e-06-0j 2.09805e-06-0j 1.85443e-07-0j -6.36062e-07-0j 2.56957e-06-0j -2.99842e-07-0j -1.83615e-07-0j 6.42393e-07-0j 3.02827e-07-0j -1.36859e-08-0j 1.85443e-07-0j -1.87401e-08-0j 1.38221e-08-0j 1.89267e-08-0j -9.87692e-10-0j 9.97523e-10-0j -2.69415e-11-0j 2.72097e-11-0j 
-0.000375352-0j -0.692454-0j -4.6919e-05-0j -3.12793e-05-0j 0.000647454-0j 0.000369898-0j -2.76473e-06-0j 9.37778e-05-0j 6.60805e-05-0j 1.1071e-05-0j 6.19962e-07-0j -0.00034891-0j 0.00257307-0j 0.010393-0j -0.143417-0j -3.84638e-05-0j 0.000321633-0j 0.000214422-0j 8.15416e-05-0j -3.92569e-06-0j 7.66111e-05-0j 1.89524e-05-0j 9.07592e-06-0j 8.32231e-06-0j 8.97826e-07-0j 3.96374e-08-0j 0.000225658-0j -0.000231714-0j -0.00164707-0j 0.00169126-0j 2.65941e-05-0j -2.73077e-05-0j -0.000366982-0j 0.00037683-0j -0.00586716-0j 1.62855e-05-0j 0.0060246-0j -1.67225e-05-0j 0.0490611-0j -0.0503776-0j 0.0124381-0j -0.000181572-0j -0.0127719-0j 2.35061e-06-0j 0.000186444-0j 2.21617e-06-0j -2.41368e-06-0j -4.58728e-05-0j -2.27564e-06-0j -3.05819e-05-0j 4.71038e-05-0j -5.43444e-06-0j -1.85316e-05-0j 3.14025e-05-0j 5.58027e-06-0j 9.79419e-08-0j 1.90289e-05-0j -6.64425e-06-0j -2.70308e-06-0j -1.0057e-07-0j 6.82255e-06-0j -5.0685e-07-0j 2.77562e-06-0j -5.5465e-07-0j 5.20452e-07-0j 5.69534e-07-0j -4.3925e-08-0j 4.51037e-08-0j -1.59892e-09-0j 1.64182e-09-0j 
0.000379242-0j 0.69963-0j 4.74052e-05-0j 3.16035e-05-0j -0.000654164-0j -0.000373731-0j 2.79338e-06-0j -9.47496e-05-0j -6.67653e-05-0j -1.11857e-05-0j -6.26387e-07-0j -0.000342491-0j 0.00252572-0j 0.0102018-0j -0.140778-0j -3.7756e-05-0j 0.000315715-0j 0.000210477-0j 8.00413e-05-0j -3.85346e-06-0j 7.52014e-05-0j 1.86037e-05-0j 8.90892e-06-0j 8.16918e-06-0j 8.81306e-07-0j 3.89081e-08-0j 0.000231714-0j -0.00023402-0j -0.00169126-0j 0.0017081-0j 2.73077e-05-0j -2.75795e-05-0j -0.00037683-0j 0.000380581-0j -0.0060246-0j 1.67225e-05-0j 0.00608457-0j -1.68889e-05-0j 0.0503776-0j -0.0508791-0j 0.0127719-0j -0.000186444-0j -0.012899-0j 2.41368e-06-0j 0.0001883-0j 2.27564e-06-0j -2.43771e-06-0j -4.71038e-05-0j -2.29829e-06-0j -3.14025e-05-0j 4.75726e-05-0j -5.58027e-06-0j -1.90289e-05-0j 3.17151e-05-0j 5.63581e-06-0j 1.0057e-07-0j 1.92183e-05-0j -6.82255e-06-0j -2.77562e-06-0j -1.01571e-07-0j 6.89046e-06-0j -5.20452e-07-0j 2.80324e-06-0j -5.69534e-07-0j 5.25632e-07-0j 5.75202e-07-0j -4.51037e-08-0j 4.55526e-08-0j -1.64182e-09-0j 1.65817e-09-0j 
-0.000296742-0j -4.6919e-05-0j -0.699088-0j -2.47285e-05-0j 0.00104875-0j 0.000594806-0j 0.000635259-0j -5.15177e-07-0j 0.000105694-0j 4.38116e-06-0j -1.69701e-09-0j -0.000275838-0j -4.30038e-05-0j 0.00320494-0j -4.80797e-06-0j 0.00595657-0j -0.101312-0j -3.58365e-06-0j 8.77486e-05-0j 0.00060031-0j 6.09521e-05-0j 9.20617e-05-0j -3.73297e-08-0j 8.8434e-06-0j 2.83944e-07-0j -9.29531e-11-0j 0.000178398-0j -0.000183186-0j 2.75275e-05-0j -2.82662e-05-0j -0.00202285-0j 0.00207713-0j 3.03462e-06-0j -3.11605e-06-0j 1.88049e-05-0j -0.00505688-0j -1.93095e-05-0j 0.00519258-0j -0.00031984-0j 0.000328423-0j 2.77022e-07-0j -0.000594441-0j -2.84455e-07-0j 0.0704116-0j 0.000610393-0j -0.000168571-0j -0.072301-0j 0.0071492-0j 0.000173094-0j 2.52885e-07-0j -0.00734104-0j -4.37847e-06-0j -5.99084e-05-0j -2.59671e-07-0j 4.49597e-06-0j -3.00316e-05-0j 6.1516e-05-0j -3.51189e-06-0j -6.49645e-06-0j 3.08375e-05-0j 3.60613e-06-0j 1.66603e-09-0j 6.67078e-06-0j -4.41267e-07-0j -1.71073e-09-0j 4.53108e-07-0j -1.15683e-08-0j 1.18787e-08-0j 3.27968e-12-0j -3.36769e-12-0j 
-0.000197828-0j -3.12793e-05-0j -2.47285e-05-0j -0.7003-0j -3.56925e-06-0j 0.00120543-0j -1.45714e-06-0j 0.000100453-0j -3.64285e-07-0j -3.03571e-08-0j -1.13134e-09-0j -0.000183892-0j -2.86692e-05-0j -2.22071e-05-0j -3.20531e-06-0j 0.00592921-0j -3.58365e-06-0j -0.101487-0j -2.98637e-07-0j 0.000605148-0j 0.000123525-0j -2.11169e-07-0j 7.27879e-06-0j -3.04796e-08-0j -1.96745e-09-0j -6.19687e-11-0j 0.000118932-0j -0.000122124-0j 1.83517e-05-0j -1.88441e-05-0j 1.40163e-05-0j -1.43924e-05-0j 2.02308e-06-0j -2.07737e-06-0j -0.0036667-0j 8.5832e-06-0j 0.00376509-0j -8.81353e-06-0j 2.21617e-06-0j -2.27564e-06-0j 1.84681e-07-0j -0.000591711-0j -1.89637e-07-0j 1.23888e-06-0j 0.000607589-0j 0.049617-0j -1.27212e-06-0j 2.52885e-07-0j -0.0509484-0j 0.00716159-0j -2.59671e-07-0j 1.49014e-08-0j -6.03912e-05-0j -0.00735377-0j -1.53013e-08-0j 5.16199e-08-0j 6.20118e-05-0j -7.11717e-06-0j 1.49014e-08-0j -5.30051e-08-0j 7.30816e-06-0j -3.24853e-07-0j -1.53013e-08-0j 1.52087e-09-0j 3.3357e-07-0j -1.56168e-09-0j 8.01567e-11-0j -8.23077e-11-0j 2.18645e-12-0j -2.24513e-12-0j 
0.000299817-0j 4.74052e-05-0j 0.706332-0j 2.49847e-05-0j -0.00105962-0j -0.00060097-0j -0.000641842-0j 5.20515e-07-0j -0.00010679-0j -4.42656e-06-0j 1.7146e-09-0j -0.000270763-0j -4.22125e-05-0j 0.00314597-0j -4.7195e-06-0j 0.00584697-0j -0.0994476-0j -3.51771e-06-0j 8.61341e-05-0j 0.000589264-0j 5.98306e-05-0j 9.03678e-05-0j -3.66428e-08-0j 8.68068e-06-0j 2.78719e-07-0j -9.12428e-11-0j 0.000183186-0j -0.000185009-0j 2.82662e-05-0j -2.85475e-05-0j -0.00207713-0j 0.0020978-0j 3.11605e-06-0j -3.14707e-06-0j 1.93095e-05-0j -0.00519258-0j -1.95017e-05-0j 0.00524426-0j -0.000328423-0j 0.000331692-0j 2.84455e-07-0j -0.000610393-0j -2.87287e-07-0j 0.072301-0j 0.000616469-0j -0.000173094-0j -0.0730207-0j 0.00734104-0j 0.000174817-0j 2.59671e-07-0j -0.00741411-0j -4.49597e-06-0j -6.1516e-05-0j -2.62256e-07-0j 4.54072e-06-0j -3.08375e-05-0j 6.21284e-05-0j -3.60613e-06-0j -6.67078e-06-0j 3.11445e-05-0j 3.64202e-06-0j 1.71073e-09-0j 6.73718e-06-0j -4.53108e-07-0j -1.72776e-09-0j 4.57619e-07-0j -1.18787e-08-0j 1.1997e-08-0j 3.36769e-12-0j -3.40121e-12-0j 
4.2831e-05-0j -0.000647454-0j -0.00104875-0j 3.56925e-06-0j -0.677258-0j -8.53096e-05-0j 3.1548e-07-0j 0.00101947-0j 0.000352869-0j 0.000181481-0j 1.70028e-05-0j 3.98138e-05-0j -0.000593427-0j 4.80797e-06-0j 0.00310487-0j -0.000859757-0j 0.0145305-0j -4.94522e-05-0j -0.173643-0j 4.47956e-07-0j 0.000409102-0j -4.371e-06-0j 0.000148777-0j 9.04725e-05-0j 1.96713e-05-0j 1.30566e-06-0j -2.57496e-05-0j 2.64406e-05-0j 0.000379863-0j -0.000390056-0j -3.03462e-06-0j 3.11605e-06-0j -0.00195968-0j 0.00201227-0j -2.71425e-06-0j 0.000729897-0j 2.78708e-06-0j -0.000749484-0j 4.58728e-05-0j -4.71038e-05-0j -0.000548189-0j -0.00820294-0j 0.0005629-0j 5.25417e-05-0j 0.00842306-0j -2.52885e-07-0j -5.39516e-05-0j 0.0479844-0j 2.59671e-07-0j -0.000163307-0j -0.0492721-0j 0.0174503-0j 4.27395e-06-0j 0.000167689-0j -0.0179186-0j -1.1176e-08-0j -4.38864e-06-0j -7.22303e-05-0j -1.44344e-05-0j 1.14759e-08-0j 7.41685e-05-0j -1.11051e-05-0j 1.48218e-05-0j -9.09207e-06-0j 1.14031e-05-0j 9.33606e-06-0j -1.20467e-06-0j 1.23699e-06-0j -6.14845e-08-0j 6.31344e-08-0j 
0.000199878-0j 3.16035e-05-0j 2.49847e-05-0j 0.707557-0j 3.60624e-06-0j -0.00121792-0j 1.47224e-06-0j -0.000101494-0j 3.6806e-07-0j 3.06717e-08-0j 1.14307e-09-0j -0.000180508-0j -2.81417e-05-0j -2.17985e-05-0j -3.14634e-06-0j 0.00582012-0j -3.51771e-06-0j -0.09962-0j -2.93143e-07-0j 0.000594013-0j 0.000121252-0j -2.07283e-07-0j 7.14487e-06-0j -2.99187e-08-0j -1.93125e-09-0j -6.08285e-11-0j 0.000122124-0j -0.000123339-0j 1.88441e-05-0j -1.90317e-05-0j 1.43924e-05-0j -1.45357e-05-0j 2.07737e-06-0j -2.09805e-06-0j -0.00376509-0j 8.81353e-06-0j 0.00380257-0j -8.90125e-06-0j 2.27564e-06-0j -2.29829e-06-0j 1.89637e-07-0j -0.000607589-0j -1.91524e-07-0j 1.27212e-06-0j 0.000613637-0j 0.0509484-0j -1.28479e-06-0j 2.59671e-07-0j -0.0514555-0j 0.00735377-0j -2.62256e-07-0j 1.53013e-08-0j -6.20118e-05-0j -0.00742697-0j -1.54536e-08-0j 5.30051e-08-0j 6.2629e-05-0j -7.30816e-06-0j 1.53013e-08-0j -5.35327e-08-0j 7.3809e-06-0j -3.3357e-07-0j -1.54536e-08-0j 1.56168e-09-0j 3.36891e-07-0j -1.57722e-09-0j 8.23077e-11-0j -8.31269e-11-0j 2.24513e-12-0j -2.26747e-12-0j 
-4.32748e-05-0j 0.000654164-0j 0.00105962-0j -3.60624e-06-0j 0.684276-0j 8.61936e-05-0j -3.18749e-07-0j -0.00103003-0j -0.000356526-0j -0.000183362-0j -1.7179e-05-0j 3.90812e-05-0j -0.000582508-0j 4.7195e-06-0j 0.00304774-0j -0.000843938-0j 0.0142632-0j -4.85423e-05-0j -0.170448-0j 4.39714e-07-0j 0.000401575-0j -4.29058e-06-0j 0.000146039-0j 8.88078e-05-0j 1.93094e-05-0j 1.28163e-06-0j -2.64406e-05-0j 2.67038e-05-0j 0.000390056-0j -0.000393939-0j -3.11605e-06-0j 3.14707e-06-0j -0.00201227-0j 0.0020323-0j -2.78708e-06-0j 0.000749484-0j 2.81482e-06-0j -0.000756944-0j 4.71038e-05-0j -4.75726e-05-0j -0.0005629-0j -0.00842306-0j 0.000568502-0j 5.39516e-05-0j 0.0085069-0j -2.59671e-07-0j -5.44886e-05-0j 0.0492721-0j 2.62256e-07-0j -0.000167689-0j -0.0497625-0j 0.0179186-0j 4.38864e-06-0j 0.000169358-0j -0.0180969-0j -1.14759e-08-0j -4.43232e-06-0j -7.41685e-05-0j -1.48218e-05-0j 1.15902e-08-0j 7.49068e-05-0j -1.14031e-05-0j 1.49693e-05-0j -9.33606e-06-0j 1.15166e-05-0j 9.42898e-06-0j -1.23699e-06-0j 1.24931e-06-0j -6.31344e-08-0j 6.37628e-08-0j 
4.9457e-05-0j -0.000369898-0j -0.000594806-0j -0.00120543-0j -8.53096e-05-0j -0.68342-0j -0.000105876-0j 0.00180081-0j 0.00168415-0j 0.000140351-0j -8.16872e-08-0j 4.5973e-05-0j -0.000339031-0j -0.000534157-0j -7.66111e-05-0j -0.000738617-0j 0.00407745-0j 0.00826333-0j -1.07441e-05-0j 0.0145815-0j -0.141546-0j 0.000725792-0j 0.000174284-0j 0.000212105-0j 1.1382e-05-0j -5.22269e-09-0j -2.97331e-05-0j 3.0531e-05-0j 0.00021702-0j -0.000222844-0j 0.000337141-0j -0.000346188-0j 4.83542e-05-0j -4.96517e-05-0j 0.00045677-0j -2.1458e-06-0j -0.000469027-0j 2.20338e-06-0j -0.00252154-0j 0.00258921-0j 6.64425e-06-0j -0.00348672-0j -6.82255e-06-0j 5.99084e-05-0j 0.00358028-0j -0.00821726-0j -6.1516e-05-0j -0.000581544-0j 0.00843777-0j -0.00117855-0j 0.000597149-0j 7.1605e-07-0j 0.0688336-0j 0.00121018-0j -7.35265e-07-0j 5.00527e-06-0j -0.0706807-0j 0.0122759-0j -0.000103516-0j -5.13959e-06-0j -0.0126053-0j -9.73302e-06-0j 0.000106293-0j -1.4136e-05-0j 9.9942e-06-0j 1.45153e-05-0j -5.5685e-07-0j 5.71793e-07-0j 2.10676e-10-0j -2.16329e-10-0j 
1.74857e-05-0j 2.76473e-06-0j -0.000635259-0j 1.45714e-06-0j 3.1548e-07-0j -0.000105876-0j -0.688163-0j 3.03571e-08-0j 0.00180702-0j -7.79854e-07-0j 9.99974e-11-0j 1.62539e-05-0j 2.53402e-06-0j -0.000570485-0j 2.83312e-07-0j 1.79182e-06-0j -9.20617e-05-0j 2.11169e-07-0j 2.63961e-08-0j 0.0102633-0j -1.08496e-05-0j -0.0997285-0j 2.19967e-09-0j 0.000151192-0j -5.05425e-08-0j 5.47732e-12-0j -1.05122e-05-0j 1.07943e-05-0j -1.62207e-06-0j 1.6656e-06-0j 0.00036007-0j -0.000369732-0j -1.78817e-07-0j 1.83615e-07-0j -1.10809e-06-0j -7.58655e-07-0j 1.13782e-06-0j 7.79013e-07-0j 5.69321e-05-0j -5.84598e-05-0j -1.63237e-08-0j -1.78817e-07-0j 1.67617e-08-0j -0.00614539-0j 1.83615e-07-0j 3.00058e-05-0j 0.0063103-0j 6.49645e-06-0j -3.0811e-05-0j -1.49014e-08-0j -6.67078e-06-0j -1.31711e-09-0j -0.00102423-0j 1.53013e-08-0j 1.35245e-09-0j 0.0990558-0j 0.00105172-0j 6.25122e-07-0j 0.00703748-0j -0.101714-0j -6.41896e-07-0j -9.81715e-11-0j -0.00722632-0j -7.54418e-06-0j 1.00806e-10-0j 7.74663e-06-0j 2.05917e-09-0j -2.11443e-09-0j -1.93257e-13-0j 1.98443e-13-0j 
-4.99695e-05-0j 0.000373731-0j 0.00060097-0j 0.00121792-0j 8.61936e-05-0j 0.690503-0j 0.000106974-0j -0.00181947-0j -0.00170161-0j -0.000141805-0j 8.25337e-08-0j 4.51271e-05-0j -0.000332793-0j -0.000524329-0j -7.52014e-05-0j -0.000725027-0j 0.00400242-0j 0.00811129-0j -1.05464e-05-0j 0.0143132-0j -0.138942-0j 0.000712437-0j 0.000171078-0j 0.000208203-0j 1.11726e-05-0j -5.1266e-09-0j -3.0531e-05-0j 3.08348e-05-0j 0.000222844-0j -0.000225062-0j 0.000346188-0j -0.000349634-0j 4.96517e-05-0j -5.0146e-05-0j 0.000469027-0j -2.20338e-06-0j -0.000473696-0j 2.22531e-06-0j -0.00258921-0j 0.00261498-0j 6.82255e-06-0j -0.00358028-0j -6.89046e-06-0j 6.1516e-05-0j 0.00361592-0j -0.00843777-0j -6.21284e-05-0j -0.000597149-0j 0.00852175-0j -0.00121018-0j 0.000603093-0j 7.35265e-07-0j 0.0706807-0j 0.00122222-0j -7.42583e-07-0j 5.13959e-06-0j -0.0713842-0j 0.0126053-0j -0.000106293-0j -5.19075e-06-0j -0.0127308-0j -9.9942e-06-0j 0.000107351-0j -1.45153e-05-0j 1.00937e-05-0j 1.46598e-05-0j -5.71793e-07-0j 5.77484e-07-0j 2.16329e-10-0j -2.18483e-10-0j 
-4.12141e-06-0j 9.37778e-05-0j -5.15177e-07-0j 0.000100453-0j -0.00101947-0j -0.00180081-0j -3.03571e-08-0j -0.66178-0j -0.000104049-0j 0.00165781-0j 0.000313816-0j -3.83108e-06-0j 8.59524e-05-0j -4.62647e-07-0j -0.000915517-0j 6.15514e-05-0j 1.07441e-05-0j -0.00209495-0j 0.00394833-0j 6.28207e-06-0j 0.0175806-0j 6.33099e-07-0j -0.198069-0j 0.000402975-0j 0.000271447-0j 3.01753e-05-0j 2.47776e-06-0j -2.54425e-06-0j -5.50197e-05-0j 5.64961e-05-0j 2.92006e-07-0j -2.99842e-07-0j 0.000577842-0j -0.000593348-0j -3.80642e-05-0j 1.78817e-07-0j 3.90856e-05-0j -1.83615e-07-0j -6.64425e-06-0j 6.82255e-06-0j -0.0024417-0j 0.000883964-0j 0.00250722-0j 2.581e-08-0j -0.000907685-0j -7.11717e-06-0j -2.65026e-08-0j 7.22303e-05-0j 7.30816e-06-0j -0.0140839-0j -7.41685e-05-0j -0.000813771-0j 9.02192e-05-0j 0.0144619-0j 0.000835608-0j 1.07542e-09-0j -9.26402e-05-0j 0.0468878-0j 4.25621e-06-0j -1.10427e-09-0j -0.048146-0j 0.0223332-0j -4.37042e-06-0j -8.30551e-05-0j -0.0229325-0j 8.52839e-05-0j -2.22342e-05-0j 2.28309e-05-0j -1.70704e-06-0j 1.75284e-06-0j 
-1.76669e-05-0j -2.79338e-06-0j 0.000641842-0j -1.47224e-06-0j -3.18749e-07-0j 0.000106974-0j 0.695294-0j -3.06717e-08-0j -0.00182574-0j 7.87936e-07-0j -1.01034e-10-0j 1.59548e-05-0j 2.4874e-06-0j -0.000559988-0j 2.78099e-07-0j 1.75886e-06-0j -9.03678e-05-0j 2.07283e-07-0j 2.59104e-08-0j 0.0100744-0j -1.06499e-05-0j -0.0978935-0j 2.1592e-09-0j 0.00014841-0j -4.96125e-08-0j 5.37653e-12-0j -1.07943e-05-0j 1.09018e-05-0j -1.6656e-06-0j 1.68218e-06-0j 0.000369732-0j -0.000373413-0j -1.83615e-07-0j 1.85443e-07-0j -1.13782e-06-0j -7.79013e-07-0j 1.14915e-06-0j 7.86767e-07-0j 5.84598e-05-0j -5.90417e-05-0j -1.67617e-08-0j -1.83615e-07-0j 1.69285e-08-0j -0.0063103-0j 1.85443e-07-0j 3.0811e-05-0j 0.00637311-0j 6.67078e-06-0j -3.11177e-05-0j -1.53013e-08-0j -6.73718e-06-0j -1.35245e-09-0j -0.00105172-0j 1.54536e-08-0j 1.36592e-09-0j 0.101714-0j 0.00106219-0j 6.41896e-07-0j 0.00722632-0j -0.102726-0j -6.48286e-07-0j -1.00806e-10-0j -0.00729825-0j -7.74663e-06-0j 1.01809e-10-0j 7.82373e-06-0j 2.11443e-09-0j -2.13548e-09-0j -1.98443e-13-0j 2.00418e-13-0j 
-4.37142e-06-0j 6.60805e-05-0j 0.000105694-0j -3.64285e-07-0j -0.000352869-0j -0.00168415-0j -0.00180702-0j -0.000104049-0j -0.666747-0j 0.00358274-0j -1.73534e-06-0j -4.06348e-06-0j 6.05664e-05-0j 9.49173e-05-0j -0.000316889-0j -4.47956e-07-0j -0.0014644-0j 5.0472e-06-0j -9.04725e-05-0j -0.000846414-0j 0.00807636-0j 0.0250364-0j -1.51845e-05-0j -0.170948-0j 0.000388345-0j -1.33258e-07-0j 2.62806e-06-0j -2.69858e-06-0j -3.87696e-05-0j 3.981e-05-0j -5.99084e-05-0j 6.1516e-05-0j 0.000200009-0j -0.000205376-0j 2.77022e-07-0j 1.89664e-07-0j -2.84455e-07-0j -1.94753e-07-0j 0.000905605-0j -0.000929907-0j 5.59493e-05-0j -4.27395e-06-0j -5.74507e-05-0j 0.000506812-0j 4.38864e-06-0j -4.99237e-06-0j -0.000520412-0j -0.00483592-0j 5.12634e-06-0j 1.66674e-05-0j 0.00496569-0j 9.09207e-06-0j -0.00807563-0j -1.71147e-05-0j -9.33606e-06-0j 0.000128471-0j 0.00829234-0j -0.00142595-0j 0.0826779-0j -0.000131919-0j 0.00146421-0j 1.13341e-06-0j -0.0848966-0j 0.0171795-0j -1.16382e-06-0j -0.0176405-0j -2.37821e-05-0j 2.44203e-05-0j 6.27524e-09-0j -6.44363e-09-0j 
4.16412e-06-0j -9.47496e-05-0j 5.20515e-07-0j -0.000101494-0j 0.00103003-0j 0.00181947-0j 3.06717e-08-0j 0.668638-0j 0.000105127-0j -0.00167499-0j -0.000317069-0j -3.76059e-06-0j 8.43709e-05-0j -4.54135e-07-0j -0.000898672-0j 6.04189e-05-0j 1.05464e-05-0j -0.0020564-0j 0.00387568-0j 6.16648e-06-0j 0.0172572-0j 6.2145e-07-0j -0.194425-0j 0.00039556-0j 0.000266452-0j 2.96201e-05-0j 2.54425e-06-0j -2.56957e-06-0j -5.64961e-05-0j 5.70584e-05-0j 2.99842e-07-0j -3.02827e-07-0j 0.000593348-0j -0.000599254-0j -3.90856e-05-0j 1.83615e-07-0j 3.94747e-05-0j -1.85443e-07-0j -6.82255e-06-0j 6.89046e-06-0j -0.00250722-0j 0.000907685-0j 0.00253218-0j 2.65026e-08-0j -0.00091672-0j -7.30816e-06-0j -2.67664e-08-0j 7.41685e-05-0j 7.3809e-06-0j -0.0144619-0j -7.49068e-05-0j -0.000835608-0j 9.26402e-05-0j 0.0146058-0j 0.000843925-0j 1.10427e-09-0j -9.35623e-05-0j 0.048146-0j 4.37042e-06-0j -1.11527e-09-0j -0.0486252-0j 0.0229325-0j -4.41392e-06-0j -8.52839e-05-0j -0.0231608-0j 8.61328e-05-0j -2.28309e-05-0j 2.30581e-05-0j -1.75284e-06-0j 1.77029e-06-0j 
