-0.00412106-0j -0.000651597-0j 0.100908-0j -0.000343422-0j 0.0145648-0j -8.58555e-05-0j -3.03545e-05-0j -7.15463e-06-0j -7.58863e-06-0j -6.32386e-07-0j -2.35676e-08-0j -0.00383076-0j -0.000597224-0j -0.000462608-0j -6.67717e-05-0j 0.0827232-0j 0.0146235-0j -4.97687e-05-0j 0.00121863-0j -4.31009e-05-0j -8.79794e-06-0j -4.39897e-06-0j -5.18424e-07-0j -6.34937e-07-0j -4.0985e-08-0j -1.29091e-09-0j -0.00251794-0j -0.00254403-0j -0.000388526-0j -0.000392552-0j -0.000296742-0j -0.000299817-0j -4.2831e-05-0j -4.32748e-05-0j -0.000265414-0j 0.0713734-0j -0.000268164-0j 0.072113-0j -4.6919e-05-0j -4.74052e-05-0j -3.90992e-06-0j 0.00839002-0j -3.95043e-06-0j 0.00513782-0j 0.00847696-0j -2.47285e-05-0j 0.00519106-0j 0.00104875-0j -2.49847e-05-0j -3.56925e-06-0j 0.00105962-0j 6.17983e-05-0j -4.37142e-06-0j -3.60624e-06-0j 6.24387e-05-0j -1.09285e-06-0j -4.41672e-06-0j -5.15177e-07-0j -3.1548e-07-0j -1.10418e-06-0j -5.20515e-07-0j -2.35145e-08-0j -3.18749e-07-0j -3.21985e-08-0j -2.37582e-08-0j -3.25322e-08-0j -1.69701e-09-0j -1.7146e-09-0j -4.62898e-11-0j -4.67695e-11-0j 
3.47523e-05-0j -0.000259919-0j 0.0818722-0j 2.89603e-06-0j 0.0117425-0j 0.00329507-0j -7.43971e-05-0j -8.6825e-06-0j 0.00118342-0j 9.86213e-05-0j -5.73998e-08-0j 3.23042e-05-0j -0.00023823-0j -0.000375341-0j -5.38329e-05-0j -0.000697592-0j -0.561241-0j -1.98525e-05-0j 0.00147887-0j -7.03041e-05-0j 0.000682456-0j 0.000509998-0j -8.40302e-07-0j 0.000149042-0j 7.99789e-06-0j -3.66987e-09-0j 2.12334e-05-0j 2.14534e-05-0j -0.000154981-0j -0.000156587-0j -0.000240764-0j -0.000243259-0j -3.45313e-05-0j -3.48892e-05-0j 2.2382e-06-0j -0.000601881-0j 2.26139e-06-0j -0.000608118-0j 0.00180072-0j 0.00181938-0j -4.74488e-06-0j 0.00334674-0j -4.79405e-06-0j 0.00838054-0j 0.00338142-0j -2.00636e-05-0j 0.00846739-0j -0.0813517-0j -2.02716e-05-0j -2.87761e-06-0j -0.0821947-0j 0.000100168-0j 0.000337288-0j -2.90743e-06-0j 0.000101206-0j -3.57443e-06-0j 0.000340783-0j 6.01523e-05-0j 7.3924e-05-0j -3.61148e-06-0j 6.07757e-05-0j -4.76923e-08-0j 7.46901e-05-0j 1.0095e-05-0j -4.81865e-08-0j 1.01996e-05-0j 3.97665e-07-0j 4.01786e-07-0j -1.50451e-10-0j -1.5201e-10-0j 
2.24372e-05-0j 0.0836599-0j 2.80465e-06-0j 1.86977e-06-0j 0.00181117-0j -4.46898e-05-0j 1.65266e-07-0j 0.000534052-0j 0.000184852-0j 9.50697e-05-0j 8.90699e-06-0j -4.08226e-05-0j 0.000608464-0j 0.00121598-0j 0.785251-0j -4.50027e-06-0j 7.6058e-05-0j 5.07053e-05-0j -0.000908908-0j -4.59307e-07-0j -0.000419468-0j 4.48176e-06-0j -0.000152547-0j -9.2765e-05-0j -2.01698e-05-0j -1.33874e-06-0j 1.37089e-05-0j 1.26849e-05-0j -0.000202237-0j -0.00018713-0j 1.61561e-06-0j 1.49493e-06-0j 0.00104332-0j 0.000965391-0j -0.000356435-0j 9.89358e-07-0j -0.000329811-0j 9.15456e-07-0j 0.00602402-0j 0.00557405-0j -0.0719883-0j -2.22945e-05-0j -0.066611-0j 1.42802e-07-0j -2.06292e-05-0j 1.34635e-07-0j 1.32135e-07-0j 0.000130415-0j 1.24578e-07-0j 8.69436e-05-0j 0.000120674-0j 4.74277e-05-0j -2.27543e-06-0j 8.04492e-05-0j 4.3885e-05-0j 5.95006e-09-0j -2.10546e-06-0j 3.8455e-05-0j 7.68481e-06-0j 5.50561e-09-0j 3.55825e-05-0j 5.91228e-06-0j 7.11077e-06-0j 4.84057e-06-0j 5.47065e-06-0j 4.47899e-06-0j 6.41357e-07-0j 5.9345e-07-0j 3.2734e-08-0j 3.02889e-08-0j 
2.31682e-05-0j -0.000173279-0j 2.89603e-06-0j 0.0820142-0j -3.99634e-05-0j 0.00667778-0j 1.7065e-07-0j 0.00169297-0j -4.07875e-06-0j -6.83347e-07-0j -3.82665e-08-0j 2.15361e-05-0j -0.00015882-0j 2.60073e-06-0j -3.58886e-05-0j -0.000694387-0j -1.98525e-05-0j -0.562214-0j -5.03307e-06-0j -7.08706e-05-0j 0.00138306-0j -1.16982e-06-0j 0.000163848-0j -5.13686e-07-0j -5.54174e-08-0j -2.44658e-09-0j 1.41556e-05-0j 1.43023e-05-0j -0.000103321-0j -0.000104392-0j 1.66825e-06-0j 1.68554e-06-0j -2.30209e-05-0j -2.32595e-05-0j -0.000436418-0j 1.02159e-06-0j -0.000440941-0j 1.03218e-06-0j -1.24772e-05-0j -1.26065e-05-0j -3.16326e-06-0j 0.00333136-0j -3.19604e-06-0j 1.47454e-07-0j 0.00336589-0j 0.00590552-0j 1.48982e-07-0j -2.87761e-06-0j 0.00596672-0j -0.0814927-0j -2.90743e-06-0j -3.40903e-07-0j 0.000340006-0j -0.0823372-0j -3.44436e-07-0j 6.14392e-09-0j 0.000343529-0j 0.000121904-0j -1.69565e-07-0j 6.20759e-09-0j 0.000123168-0j 9.29936e-06-0j -1.71322e-07-0j -3.47933e-08-0j 9.39573e-06-0j -3.51539e-08-0j -2.75542e-09-0j -2.78398e-09-0j -1.003e-10-0j -1.0134e-10-0j 
-0.000141905-0j -2.24372e-05-0j 0.00347467-0j 0.00345871-0j 0.000501525-0j 0.00043086-0j -1.04523e-06-0j 3.5905e-05-0j -2.61308e-07-0j -2.17756e-08-0j -8.1153e-10-0j 0.000258185-0j 4.02516e-05-0j 3.11788e-05-0j 4.50027e-06-0j 0.812554-0j -0.000985595-0j -0.000981067-0j -8.21329e-05-0j -0.000423362-0j -8.64184e-05-0j 2.96481e-07-0j -5.09226e-06-0j 4.27934e-08-0j 2.7623e-09-0j 8.70043e-11-0j -8.6703e-05-0j -8.02265e-05-0j -1.33786e-05-0j -1.23792e-05-0j -1.0218e-05-0j -9.45479e-06-0j -1.47485e-06-0j -1.36468e-06-0j 0.00133196-0j 0.00245768-0j 0.00123247-0j 0.0022741-0j -1.61561e-06-0j -1.49493e-06-0j -1.34635e-07-0j -0.0421047-0j -1.24578e-07-0j 0.000176916-0j -0.0389597-0j 0.000249048-0j 0.000163701-0j 3.61129e-05-0j 0.000230445-0j 3.5947e-05-0j 3.34154e-05-0j 2.12797e-06-0j 2.19377e-05-0j 3.32619e-05-0j 1.96902e-06-0j -3.76315e-08-0j 2.0299e-05-0j 2.58538e-06-0j -1.08633e-08-0j -3.48206e-08-0j 2.39226e-06-0j 1.18006e-07-0j -1.00518e-08-0j -1.10873e-09-0j 1.09191e-07-0j -1.02591e-09-0j -5.84351e-11-0j -5.40702e-11-0j -1.59395e-12-0j -1.47489e-12-0j 
-2.89603e-06-0j 6.58956e-05-0j 7.09116e-05-0j -2.41335e-07-0j 0.140325-0j 8.6825e-06-0j -2.13312e-08-0j 0.00319073-0j -7.31128e-05-0j 0.00116491-0j 0.000220512-0j -2.69202e-06-0j 6.03969e-05-0j -3.25092e-07-0j -0.000643314-0j 5.81327e-05-0j -0.00147887-0j 5.03307e-06-0j -0.543469-0j -3.02886e-08-0j -8.4764e-05-0j 4.44865e-07-0j 0.000954981-0j 0.000283162-0j 0.00019074-0j 2.12035e-05-0j -1.76945e-06-0j -1.78779e-06-0j 3.92914e-05-0j 3.96985e-05-0j -2.08532e-07-0j -2.10693e-07-0j -0.000412656-0j -0.000416933-0j -1.86516e-07-0j 5.01567e-05-0j -1.88449e-07-0j 5.06765e-05-0j 4.74488e-06-0j 4.79405e-06-0j 0.0017437-0j -0.000848476-0j 0.00176177-0j 3.61053e-06-0j -0.000857269-0j -1.73776e-08-0j 3.64795e-06-0j 0.0101042-0j -1.75577e-08-0j -3.4388e-05-0j 0.0102089-0j -0.113838-0j 4.42078e-07-0j -3.47444e-05-0j -0.115017-0j -7.6799e-10-0j 4.4666e-07-0j 0.000229752-0j -3.0395e-06-0j -7.75949e-10-0j 0.000232133-0j 0.000109434-0j -3.071e-06-0j 5.93124e-05-0j 0.000110568-0j 5.99271e-05-0j 1.58782e-05-0j 1.60427e-05-0j 1.21905e-06-0j 1.23168e-06-0j 
2.00643e-05-0j 3.17244e-06-0j -0.000485124-0j -0.000489033-0j 3.62003e-07-0j 0.0117837-0j 0.00829398-0j -5.07668e-06-0j 0.000684006-0j -5.95545e-07-0j 1.14744e-10-0j 1.86508e-05-0j 2.90771e-06-0j -0.000435658-0j 3.25092e-07-0j -0.000299651-0j -7.03041e-05-0j -7.08706e-05-0j 3.02886e-08-0j -0.56619-0j 0.00120752-0j 0.00120196-0j -3.67856e-07-0j 5.72305e-05-0j -3.85974e-08-0j 6.28504e-12-0j 1.22591e-05-0j 1.23861e-05-0j 1.89162e-06-0j 1.91122e-06-0j -0.000279455-0j -0.000282351-0j 2.08532e-07-0j 2.10693e-07-0j -0.000188329-0j 8.84724e-07-0j -0.00019028-0j 8.93893e-07-0j -4.41857e-05-0j -4.46436e-05-0j 1.90362e-08-0j -3.03914e-05-0j 1.92335e-08-0j 0.00236412-0j -3.07063e-05-0j 0.00681125-0j 0.00238862-0j -5.04198e-06-0j 0.00688183-0j -5.08261e-06-0j -5.09423e-06-0j 1.53598e-09-0j -0.0574246-0j -5.13528e-06-0j 1.5519e-09-0j 0.000599281-0j -0.0580197-0j 7.07079e-05-0j 8.62008e-05-0j 0.000605491-0j 7.14407e-05-0j -1.66851e-08-0j 8.70941e-05-0j 2.90224e-06-0j -1.6858e-08-0j 2.93231e-06-0j -1.59815e-09-0j -1.61471e-09-0j 2.25372e-13-0j 2.27707e-13-0j 
-4.30038e-05-0j 0.000321633-0j -0.101312-0j -3.58365e-06-0j -0.0145305-0j -0.00407745-0j 9.20617e-05-0j 1.07441e-05-0j -0.0014644-0j -0.000122038-0j 7.10286e-08-0j -5.68989e-07-0j 4.19605e-06-0j 6.61105e-06-0j 9.48184e-07-0j 1.2287e-05-0j 0.0098854-0j 3.49671e-07-0j -2.6048e-05-0j 1.2383e-06-0j -1.20204e-05-0j -8.98283e-06-0j 1.48006e-08-0j -2.62514e-06-0j -1.40871e-07-0j 6.46391e-11-0j 2.58535e-05-0j 2.57915e-05-0j -0.000188703-0j -0.000188251-0j -0.000293151-0j -0.000292448-0j -4.20449e-05-0j -4.19441e-05-0j 2.7252e-06-0j -0.000732842-0j 2.71867e-06-0j -0.000731086-0j 0.00219253-0j 0.00218728-0j -5.77731e-06-0j 0.00407494-0j -5.76346e-06-0j 0.010204-0j 0.00406518-0j -2.44292e-05-0j 0.0101796-0j -0.0990527-0j -2.43707e-05-0j -3.50374e-06-0j -0.0988153-0j 0.000121963-0j 0.000410677-0j -3.49534e-06-0j 0.00012167-0j -4.35218e-06-0j 0.000409693-0j 7.32407e-05-0j 9.00089e-05-0j -4.34175e-06-0j 7.30651e-05-0j -5.80695e-08-0j 8.97931e-05-0j 1.22915e-05-0j -5.79303e-08-0j 1.22621e-05-0j 4.84192e-07-0j 4.83031e-07-0j -1.83187e-10-0j -1.82748e-10-0j 
-2.86692e-05-0j 0.000214422-0j -3.58365e-06-0j -0.101487-0j 4.94522e-05-0j -0.00826333-0j -2.11169e-07-0j -0.00209495-0j 5.0472e-06-0j 8.45599e-07-0j 4.73524e-08-0j -3.79326e-07-0j 2.79737e-06-0j -4.5808e-08-0j 6.32123e-07-0j 1.22306e-05-0j 3.49671e-07-0j 0.00990253-0j 8.86498e-08-0j 1.24828e-06-0j -2.43605e-05-0j 2.06046e-08-0j -2.88593e-06-0j 9.04778e-09-0j 9.76092e-10-0j 4.30928e-11-0j 1.72357e-05-0j 1.71943e-05-0j -0.000125802-0j -0.000125501-0j 2.03124e-06-0j 2.02637e-06-0j -2.80299e-05-0j -2.79627e-05-0j -0.000531377-0j 1.24388e-06-0j -0.000530104-0j 1.2409e-06-0j -1.5192e-05-0j -1.51556e-05-0j -3.85154e-06-0j 0.00405622-0j -3.84231e-06-0j 1.79538e-07-0j 0.0040465-0j 0.00719049-0j 1.79108e-07-0j -3.50374e-06-0j 0.00717325-0j -0.0992244-0j -3.49534e-06-0j -4.15079e-07-0j 0.000413987-0j -0.0989866-0j -4.14084e-07-0j 7.48076e-09-0j 0.000412994-0j 0.000148429-0j -2.0646e-07-0j 7.46282e-09-0j 0.000148073-0j 1.13228e-05-0j -2.05965e-07-0j -4.23639e-08-0j 1.12956e-05-0j -4.22623e-08-0j -3.35497e-09-0j -3.34692e-09-0j -1.22125e-10-0j -1.21832e-10-0j 
-4.0956e-06-0j 6.19111e-05-0j 4.92567e-05-0j 9.98235e-05-0j -0.000330604-0j 0.114386-0j 8.76778e-06-0j 0.0142073-0j 0.00652668-0j 0.00166966-0j -1.62585e-06-0j -3.80709e-06-0j 5.67449e-05-0j 4.42343e-05-0j -0.000296895-0j 6.11659e-05-0j -0.000682456-0j -0.00138306-0j -8.4764e-05-0j -0.00120752-0j -0.54854-0j -0.000121478-0j 0.00207335-0j 0.00167338-0j 0.00018098-0j -1.2485e-07-0j -2.50238e-06-0j -2.52831e-06-0j 3.69155e-05-0j 3.72981e-05-0j 2.83743e-05-0j 2.86683e-05-0j -0.000190444-0j -0.000192418-0j 3.84424e-05-0j -1.80594e-07-0j 3.88408e-05-0j -1.82465e-07-0j -0.00042892-0j -0.000433365-0j -5.32737e-05-0j -0.000593098-0j -5.38258e-05-0j 5.04198e-06-0j -0.000599244-0j -0.000691576-0j 5.09423e-06-0j 0.00229043-0j -0.000698743-0j 0.00464177-0j 0.00231416-0j -8.65727e-06-0j 0.0117087-0j 0.00468987-0j -8.74699e-06-0j 4.21251e-07-0j 0.0118301-0j -0.098428-0j 0.000407699-0j 4.25616e-07-0j -0.099448-0j 0.000157283-0j 0.000411924-0j 0.000170909-0j 0.000158913-0j 0.00017268-0j 1.12639e-05-0j 1.13806e-05-0j -5.97514e-09-0j -6.03706e-09-0j 
2.50855e-05-0j -0.00018762-0j 0.0590985-0j 2.09046e-06-0j 0.00847615-0j 0.00237851-0j -5.37026e-05-0j -6.26736e-06-0j 0.000854235-0j 7.11886e-05-0j -4.14333e-08-0j -4.56411e-05-0j 0.000336584-0j 0.000530301-0j 7.6058e-05-0j 0.000985595-0j 0.792951-0j 2.80486e-05-0j -0.00208942-0j 9.93293e-05-0j -0.00096421-0j -0.000720552-0j 1.18722e-06-0j -0.000210574-0j -1.12998e-05-0j 5.18499e-09-0j 1.53271e-05-0j 1.41822e-05-0j -0.000111871-0j -0.000103515-0j -0.000173792-0j -0.000160811-0j -2.4926e-05-0j -2.30641e-05-0j 1.61561e-06-0j -0.000434461-0j 1.49493e-06-0j -0.000402008-0j 0.00129983-0j 0.00120273-0j -3.42504e-06-0j 0.0024158-0j -3.1692e-06-0j 0.00604939-0j 0.00223535-0j -1.44827e-05-0j 0.00559752-0j -0.0587227-0j -1.34009e-05-0j -2.07717e-06-0j -0.0543363-0j 7.23048e-05-0j 0.000243467-0j -1.92201e-06-0j 6.69039e-05-0j -2.58016e-06-0j 0.000225281-0j 4.34203e-05-0j 5.33612e-05-0j -2.38743e-06-0j 4.01769e-05-0j -3.44261e-08-0j 4.93753e-05-0j 7.28695e-06-0j -3.18546e-08-0j 6.74264e-06-0j 2.8705e-07-0j 2.65608e-07-0j -1.08601e-10-0j -1.00489e-10-0j 
3.58365e-06-0j -8.15416e-05-0j -8.77486e-05-0j 2.98637e-07-0j -0.173643-0j -1.07441e-05-0j 2.63961e-08-0j -0.00394833-0j 9.04725e-05-0j -0.0014415-0j -0.00027287-0j 4.74157e-08-0j -1.0638e-06-0j 5.72599e-09-0j 1.1331e-05-0j -1.02392e-06-0j 2.6048e-05-0j -8.86498e-08-0j 0.00957237-0j 5.33488e-10-0j 1.49299e-06-0j -7.83561e-09-0j -1.68205e-05-0j -4.98746e-06-0j -3.35959e-06-0j -3.73467e-07-0j -2.15446e-06-0j -2.14929e-06-0j 4.78407e-05-0j 4.7726e-05-0j -2.53905e-07-0j -2.53297e-07-0j -0.000502445-0j -0.000501241-0j -2.271e-07-0j 6.10702e-05-0j -2.26555e-07-0j 6.09238e-05-0j 5.77731e-06-0j 5.76346e-06-0j 0.0021231-0j -0.00103309-0j 0.00211801-0j 4.39614e-06-0j -0.00103062-0j -2.11588e-08-0j 4.3856e-06-0j 0.0123028-0j -2.11081e-08-0j -4.18704e-05-0j 0.0122733-0j -0.138607-0j 5.38269e-07-0j -4.17701e-05-0j -0.138275-0j -9.35094e-10-0j 5.36979e-07-0j 0.000279743-0j -3.70086e-06-0j -9.32853e-10-0j 0.000279073-0j 0.000133245-0j -3.69199e-06-0j 7.22181e-05-0j 0.000132926-0j 7.2045e-05-0j 1.93331e-05-0j 1.92867e-05-0j 1.4843e-06-0j 1.48074e-06-0j 
-2.48282e-05-0j -3.92569e-06-0j 0.00060031-0j 0.000605148-0j -4.47956e-07-0j -0.0145815-0j -0.0102633-0j 6.28207e-06-0j -0.000846414-0j 7.3695e-07-0j -1.41988e-10-0j -3.28506e-07-0j -5.12149e-08-0j 7.67345e-06-0j -5.72599e-09-0j 5.27788e-06-0j 1.2383e-06-0j 1.24828e-06-0j -5.33488e-10-0j 0.00997257-0j -2.12686e-05-0j -2.11707e-05-0j 6.47922e-09-0j -1.00803e-06-0j 6.79834e-10-0j -1.10701e-13-0j 1.49265e-05-0j 1.48907e-05-0j 2.30321e-06-0j 2.29769e-06-0j -0.000340261-0j -0.000339445-0j 2.53905e-07-0j 2.53297e-07-0j -0.000229306-0j 1.07723e-06-0j -0.000228757-0j 1.07465e-06-0j -5.37999e-05-0j -5.3671e-05-0j 2.31783e-08-0j -3.70042e-05-0j 2.31227e-08-0j 0.00287853-0j -3.69155e-05-0j 0.00829329-0j 0.00287163-0j -6.13905e-06-0j 0.00827341-0j -6.18852e-06-0j -6.12433e-06-0j 1.87019e-09-0j -0.0699195-0j -6.17369e-06-0j 1.86571e-09-0j 0.000729676-0j -0.0697519-0j 8.60931e-05-0j 0.000104957-0j 0.000727927-0j 8.58867e-05-0j -2.03155e-08-0j 0.000104705-0j 3.53373e-06-0j -2.02668e-08-0j 3.52526e-06-0j -1.94589e-09-0j -1.94122e-09-0j 2.74409e-13-0j 2.73752e-13-0j 
-2.0478e-06-0j 1.53159e-05-0j 7.43971e-05-0j -1.7065e-07-0j 3.5323e-06-0j -0.000586528-0j 0.0805928-0j 5.11621e-07-0j 0.0202324-0j -1.75547e-05-0j 3.38231e-09-0j -1.90354e-06-0j 1.40378e-05-0j 6.68112e-05-0j 3.17213e-06-0j -2.09846e-07-0j -0.000509998-0j 1.16982e-06-0j 4.44865e-07-0j -0.00120196-0j -0.000121478-0j -0.55247-0j 4.95153e-08-0j 0.00254811-0j -1.42364e-06-0j 2.16249e-10-0j -1.25119e-06-0j -1.26416e-06-0j 9.13236e-06-0j 9.22699e-06-0j 4.28563e-05-0j 4.33005e-05-0j 2.03478e-06-0j 2.05586e-06-0j -1.31887e-07-0j -9.02968e-08-0j -1.33254e-07-0j -9.12325e-08-0j -0.000320531-0j -0.000323852-0j 2.79595e-07-0j 1.00675e-06-0j 2.82492e-07-0j -0.000731438-0j 1.01718e-06-0j 3.57136e-06-0j -0.000739018-0j -7.3924e-05-0j 3.60837e-06-0j 1.69565e-07-0j -7.46901e-05-0j 3.01319e-08-0j 0.00576648-0j 1.71322e-07-0j 3.04441e-08-0j 0.0117898-0j 0.00582624-0j -1.07072e-05-0j -0.0800804-0j 0.011912-0j -1.08182e-05-0j 2.81029e-09-0j -0.0809102-0j 0.00017259-0j 2.83942e-09-0j 0.000174379-0j -7.0785e-08-0j -7.15186e-08-0j 8.86539e-12-0j 8.95727e-12-0j 
1.67237e-05-0j -0.00012508-0j 2.09046e-06-0j 0.059201-0j -2.88471e-05-0j 0.00482028-0j 1.23182e-07-0j 0.00122205-0j -2.9442e-06-0j -4.93266e-07-0j -2.76222e-08-0j -3.04274e-05-0j 0.000224389-0j -3.67446e-06-0j 5.07053e-05-0j 0.000981067-0j 2.80486e-05-0j 0.794325-0j 7.11099e-06-0j 0.00010013-0j -0.00195406-0j 1.65278e-06-0j -0.000231493-0j 7.25762e-07-0j 7.82966e-08-0j 3.45666e-09-0j 1.0218e-05-0j 9.45479e-06-0j -7.45809e-05-0j -6.90099e-05-0j 1.20421e-06-0j 1.11426e-06-0j -1.66174e-05-0j -1.53761e-05-0j -0.000315024-0j 7.37424e-07-0j -0.000291492-0j 6.82341e-07-0j -9.0065e-06-0j -8.33374e-06-0j -2.28336e-06-0j 0.00240471-0j -2.1128e-06-0j 1.06438e-07-0j 0.00222508-0j 0.00426283-0j 9.84874e-08-0j -2.07717e-06-0j 0.00394441-0j -0.0588245-0j -1.92201e-06-0j -2.46077e-07-0j 0.000245429-0j -0.0544305-0j -2.27696e-07-0j 4.43492e-09-0j 0.000227096-0j 8.79953e-05-0j -1.22398e-07-0j 4.10364e-09-0j 8.14223e-05-0j 6.71263e-06-0j -1.13256e-07-0j -2.51151e-08-0j 6.21122e-06-0j -2.32391e-08-0j -1.98897e-09-0j -1.8404e-09-0j -7.24007e-11-0j -6.69926e-11-0j 
2.41335e-07-0j -7.33445e-06-0j 3.01669e-08-0j -5.88215e-06-0j 0.00012023-0j 0.000140843-0j 1.7776e-09-0j 0.160064-0j 1.22709e-05-0j 0.00444375-0j 0.00263056-0j 2.24335e-07-0j -6.72242e-06-0j 2.7091e-08-0j 0.000107971-0j -3.60424e-06-0j -8.40302e-07-0j 0.000163848-0j -0.000954981-0j -3.67856e-07-0j -0.00207335-0j -4.95153e-08-0j -0.530923-0j -9.74673e-05-0j 0.00150358-0j 0.000338561-0j 1.47454e-07-0j 1.48982e-07-0j -4.37329e-06-0j -4.41861e-06-0j 1.73776e-08-0j 1.75577e-08-0j 6.92582e-05-0j 6.99759e-05-0j -2.26524e-06-0j 1.06416e-08-0j -2.28872e-06-0j 1.07519e-08-0j -5.28125e-07-0j -5.33598e-07-0j -0.0006002-0j 7.02628e-05-0j -0.00060642-0j 1.53598e-09-0j 7.09909e-05-0j -4.23551e-07-0j 1.5519e-09-0j 8.65727e-06-0j -4.2794e-07-0j -0.00168805-0j 8.74699e-06-0j 0.00221686-0j 7.17116e-06-0j -0.00170555-0j 0.00223984-0j 6.39992e-11-0j 7.24548e-06-0j 0.0115256-0j 5.10135e-07-0j 6.46624e-11-0j 0.011645-0j -0.125723-0j 5.15421e-07-0j 0.000226258-0j -0.127026-0j 0.000228602-0j 0.000189417-0j 0.000191379-0j 2.43821e-05-0j 2.46348e-05-0j 
-2.09046e-06-0j 4.75659e-05-0j 5.11867e-05-0j -1.74205e-07-0j 0.101292-0j 6.26736e-06-0j -1.53977e-08-0j 0.00230319-0j -5.27756e-05-0j 0.000840875-0j 0.000159174-0j 3.80342e-06-0j -8.53319e-05-0j 4.59307e-07-0j 0.000908908-0j -8.21329e-05-0j 0.00208942-0j -7.11099e-06-0j 0.767842-0j 4.27934e-08-0j 0.000119759-0j -6.28528e-07-0j -0.00134925-0j -0.000400066-0j -0.000269487-0j -2.99574e-05-0j -1.27726e-06-0j -1.18185e-06-0j 2.8362e-05-0j 2.62435e-05-0j -1.50526e-07-0j -1.39282e-07-0j -0.000297871-0j -0.000275621-0j -1.34635e-07-0j 3.6205e-05-0j -1.24578e-07-0j 3.35006e-05-0j 3.42504e-06-0j 3.1692e-06-0j 0.00125867-0j -0.000612463-0j 0.00116465-0j 2.60622e-06-0j -0.000566714-0j -1.25438e-08-0j 2.41155e-06-0j 0.00729362-0j -1.16069e-08-0j -2.48226e-05-0j 0.00674881-0j -0.0821724-0j 3.19109e-07-0j -2.29684e-05-0j -0.0760344-0j -5.54364e-10-0j 2.95273e-07-0j 0.000165844-0j -2.19403e-06-0j -5.12955e-10-0j 0.000153456-0j 7.89936e-05-0j -2.03014e-06-0j 4.2814e-05-0j 7.3093e-05-0j 3.96159e-05-0j 1.14615e-05-0j 1.06054e-05-0j 8.79958e-07-0j 8.14228e-07-0j 
1.44831e-05-0j 2.28999e-06-0j -0.000350181-0j -0.000353003-0j 2.61308e-07-0j 0.00850589-0j 0.00598691-0j -3.66454e-06-0j 0.000493741-0j -4.29887e-07-0j 8.28265e-11-0j -2.63509e-05-0j -4.10817e-06-0j 0.000615521-0j -4.59307e-07-0j 0.000423362-0j 9.93293e-05-0j 0.00010013-0j -4.27934e-08-0j 0.799944-0j -0.00170604-0j -0.0016982-0j 5.19726e-07-0j -8.08582e-05-0j 5.45324e-08-0j -8.87984e-12-0j 8.84909e-06-0j 8.18809e-06-0j 1.36544e-06-0j 1.26345e-06-0j -0.000201721-0j -0.000186653-0j 1.50526e-07-0j 1.39282e-07-0j -0.000135943-0j 6.38628e-07-0j -0.000125788-0j 5.90924e-07-0j -3.18949e-05-0j -2.95125e-05-0j 1.37411e-08-0j -2.19377e-05-0j 1.27147e-08-0j 0.00170652-0j -2.0299e-05-0j 0.00491662-0j 0.00157904-0j -3.63949e-06-0j 0.00454936-0j -3.66882e-06-0j -3.36763e-06-0j 1.10873e-09-0j -0.0414513-0j -3.39477e-06-0j 1.02591e-09-0j 0.000432584-0j -0.038355-0j 5.10397e-05-0j 6.2223e-05-0j 0.000400271-0j 4.72272e-05-0j -1.20439e-08-0j 5.75752e-05-0j 2.09495e-06-0j -1.11443e-08-0j 1.93846e-06-0j -1.15361e-09-0j -1.06744e-09-0j 1.62682e-13-0j 1.5053e-13-0j 
5.06805e-06-0j -7.66111e-05-0j -6.09521e-05-0j -0.000123525-0j 0.000409102-0j -0.141546-0j -1.08496e-05-0j -0.0175806-0j -0.00807636-0j -0.0020661-0j 2.01188e-06-0j 6.7056e-08-0j -9.99473e-07-0j -7.7912e-07-0j 5.22934e-06-0j -1.07734e-06-0j 1.20204e-05-0j 2.43605e-05-0j 1.49299e-06-0j 2.12686e-05-0j 0.00966169-0j 2.13965e-06-0j -3.65189e-05-0j -2.94741e-05-0j -3.18769e-06-0j 2.19904e-09-0j -3.04686e-06-0j -3.03956e-06-0j 4.49479e-05-0j 4.48402e-05-0j 3.45482e-05-0j 3.44653e-05-0j -0.000231883-0j -0.000231327-0j 4.6807e-05-0j -2.19888e-07-0j 4.66948e-05-0j -2.19361e-07-0j -0.000522247-0j -0.000520995-0j -6.48654e-05-0j -0.000722148-0j -6.47099e-05-0j 6.13905e-06-0j -0.000720417-0j -0.000842054-0j 6.12433e-06-0j 0.00278879-0j -0.000840036-0j 0.00565175-0j 0.00278211-0j -1.0541e-05-0j 0.0142564-0j 0.00563821-0j -1.05157e-05-0j 5.1291e-07-0j 0.0142222-0j -0.119845-0j 0.000496409-0j 5.1168e-07-0j -0.119557-0j 0.000191506-0j 0.00049522-0j 0.000208096-0j 0.000191047-0j 0.000207598-0j 1.37147e-05-0j 1.36819e-05-0j -7.27525e-09-0j -7.25782e-09-0j 
