0.0881293-7.51732e-13j 0.13573-0.000525918j 0.117475-0.104464j -0.023347-0.00915205j 0.0613026+0.0382093j 0.0376831+0.0301511j -0.0534014+0.0638752j 0.0291983+0.129439j -0.038118+0.0134349j -0.00197956+0.0592645j -0.0412675-0.0305523j -0.00744465-0.0343414j 0.00351578-0.0291016j -0.0392397-0.0309984j 0.00769964+0.020546j 0.0122445-0.002383j -0.0465989+0.0117727j 0.0129682+0.0346894j 0.0253362-0.0379844j 0.0236308+0.041315j -0.00260544-0.0363314j 0.00903424+0.0194359j -0.0198512+0.000476413j 0.0380611-0.0427525j -0.0104228+0.00704316j -0.0224428-0.0454697j 0.00523729-0.0206898j -0.00975773+0.0474516j 0.0168152-0.0190134j 0.0176538+0.023224j 0.0285994+0.0169328j 0.0410589-0.0197944j 0.0143167-0.0499465j 0.00515108+0.0660037j 0.0371371+0.00210248j -0.0340581-0.0543529j -0.0384025+0.0165629j -0.0467322+8.69414e-05j -0.0235038-0.025832j 0.0428597-0.0393136j -0.0668872-0.0134499j -0.0318471-0.0258451j 0.0124067+0.00758596j 0.0326185-0.00606341j -0.0507167-0.00931054j -0.000878642+0.0605022j 0.0695189-0.0139879j -0.0353155-0.137549j -0.175769-0.161448j -0.0372849+0.278563j -0.325696+0.148351j -0.11575-0.0314132j 0.0211593+0.148148j -0.0704151+0.0157395j 0.00298226-0.00367793j -0.200078+0.0556678j 
0.0176538-0.023224j 0.0327557+0.0201158j 0.00255695+0.0765859j 0.0498362-0.0104377j -0.0815312-0.0275048j 0.0391324-0.0417469j 0.0562461+0.031386j 0.00128348-0.052909j 0.00446084-0.00101028j -0.0323445-0.000666766j 0.0315799-0.00150765j 0.105149+0.0409802j -0.0345204-0.0184712j 0.016417+0.0101485j 0.151553-0.050956j -0.0601817+0.0225115j -0.0339489-0.0475135j -0.113544-0.0618233j 0.0450788-0.0791902j 0.10005+0.0249331j -0.0632346+0.00928715j -0.12534+0.0304065j 0.114685-0.0429166j -0.101542-0.151709j 0.0313421-0.00893599j 0.0261525-0.157285j -0.000451205+0.000113751j 0.0182315+0.03856j -0.135968+0.0169112j -0.0477682+3.63598e-15j -0.084008+0.0203753j 0.123355-0.105567j 0.0763846-0.153213j -0.0118999-0.0493095j -0.101614-0.0836422j 0.00215214+0.11268j -0.0257407+0.117046j 0.0432096-0.0107643j 0.0979486-0.164878j -0.00321627-0.0493157j 0.0204308-0.031041j 0.0738613+0.0586807j 0.0183996+0.0870521j 0.109834-0.0670676j -0.0847465+0.0363254j 0.0048859+0.120608j -0.0161032+0.0648977j -0.0189996+0.139096j -0.0431825-0.0068185j 0.0359868-0.119593j -0.0970985+0.034618j -0.10065-0.015846j -0.0115414-0.0368436j -0.00422165-0.0271265j -0.011698-0.0023364j -0.0109217-0.00193733j 
0.0285994-0.0169328j 0.0216114+0.012982j -0.0149104+0.0436179j 0.0217725-0.00318496j -0.0186981-0.0508393j -0.0319701-0.0232927j 0.00845624+0.0361127j 0.0620705+0.043142j 0.0323947-0.0687639j 0.0391437-0.0220972j 0.071373-0.0302191j 0.035645-0.12413j -0.00213271-0.0576297j -0.0452572+0.0546428j -0.0716624+0.112853j 0.0274729-0.0719834j -0.0365764-0.0852422j 0.015463-0.119255j 0.027402-0.0333629j 0.000804314-0.0423685j 0.0234222-0.0474716j -0.0258684+0.0300873j 0.0373665+0.0766416j 0.00109757+0.0916147j -0.094103-0.0798614j 0.0739243-0.0616611j 0.077895-0.0128227j -0.0839162-0.0424474j -0.143621+0.00390925j -0.084008-0.0203753j -0.00111605+1.74721e-14j 0.195627-0.0227819j 0.0215206+0.0635286j 0.120435-0.0154753j -0.196873+0.110569j -0.0684608+0.0283867j -0.105812-0.00309527j 0.00963334+0.0245677j 0.0765254-0.0996509j -0.0835483-0.0455068j -0.092942+0.0121963j -0.00547286+0.0387303j -0.109033-0.0168355j 0.0122757+0.00468112j -0.0114122+0.0713485j -0.0137148+0.0273553j 0.0561425-0.0715853j -0.028801+0.0598372j 0.00145211-0.0308913j 0.0408943+0.0808084j 0.0366976-0.118028j -0.0522242-0.081904j -0.0078088+0.0124397j -0.0203637+0.027531j -0.06189-0.0138902j -0.00694506+0.0509424j 
0.0410589+0.0197944j -0.0455489-0.0302276j -0.00294488+0.00406081j 0.0143059-0.0819738j 0.0232629+0.0245905j -0.0158017-0.0196446j -0.0128073-0.0858207j -0.0514021+0.0401797j -0.00944681+0.000512383j 0.0165041-0.0546591j 0.0397403-0.119988j -0.0631818-0.0839998j 0.0258211-0.0265393j 0.00258732+0.153054j -0.00366926+0.0747652j -0.0111277-0.0154562j 0.0312018+0.0328445j 0.0742724-0.0543834j 0.0646741-0.0408881j 0.0486121+0.0718426j -0.0356556-0.214763j -0.144318+0.0977913j 0.132192+0.0471386j 0.037021+0.0261987j 0.0422356-0.0736713j -0.146344+0.0835682j -0.0804135+0.0629996j -0.0863217-0.0402935j 0.0536504+0.101512j 0.123355+0.105567j 0.195627+0.0227819j 0.0697099-1.81799e-15j 0.0135769+0.209045j -0.0775475+0.0391038j -2.66721e-05+0.12433j 0.0412333+0.0904195j 0.0695912+0.0101987j -0.0368009-0.0559775j 0.0248482-0.0198457j -0.0217792-0.0348634j -0.00159156-0.0251807j 0.0539368-0.0634838j -0.104836+0.100792j -0.0704855+0.0454297j 0.10033-0.0882929j -0.0335272-0.0586695j 0.015604+0.0892687j 0.0682475+0.000282238j -0.0354681+0.111683j 0.0391766-0.00622005j 0.106961-0.0163338j 0.0257485-0.0236136j 0.0302843-0.0597995j 0.0207829+0.0583753j -0.00145381-0.0211925j 0.0204131+0.038164j 
0.0143167+0.0499465j -0.0419557+0.00894419j -0.052408+0.0317796j 0.0173708-0.00625689j -0.00789429-0.00636554j 0.00301897-0.05855j -0.0396998-0.0354469j 0.0396695-0.0859101j 0.0475109+0.00901259j -0.0212126+0.00469378j 0.0170492-0.146626j -0.147676-0.0671148j -0.0968815+0.00831792j -0.0592222+0.015031j 0.0494847+0.0461533j -0.0206121-0.0262327j -0.0528962-0.112446j 0.0721682+0.00512171j 0.101701-0.0177666j -0.0392374+0.00973014j -0.0984194+0.0259867j 0.0382751+0.165594j 0.0133238+0.0265288j -0.0438179+0.0843648j -0.0735102-0.173787j -0.0690052-0.0101791j 0.0998033+0.222146j 0.107234-0.00385243j -0.0725675+0.143343j 0.0763846+0.153213j 0.0215206-0.0635286j 0.0135769-0.209045j 0.155756-9.05786e-15j 0.0856658-0.0626909j -0.119177-0.0342038j 0.0252049+0.0153179j -0.054342+0.10432j -0.203067+0.0645593j 0.0444525+0.038735j 0.053958-0.0689813j 0.153334+0.0398042j -0.0718202+0.0348789j 0.0511984-0.0882798j -0.0790932+0.00874889j -0.00828483+0.0578532j 0.102884+0.0361297j -0.0638225-0.148411j 0.0358975-0.0321078j -0.0293822+0.0184585j -0.0577899-0.110949j -0.0689105-0.000808221j -0.0335617+0.0267461j -0.0336623+0.0132588j -0.0513427+0.0166266j -0.00272616+0.0054018j -0.0107033-0.0264158j 
0.00515108-0.0660037j -0.0412773+0.020727j 0.0137229+0.00023205j 0.0249619-0.0315465j 0.115312+0.0428722j -0.054199+0.0329423j 0.0417037+0.0524866j 0.0179979-0.10575j -0.193508+0.113713j 0.0969045-0.0709588j -0.0915801+0.0875599j 0.0268201+0.00552145j -0.0724207+0.0286503j 0.0126113-0.22886j -0.0767214-0.00837164j -0.025769-0.041138j -0.0994124+0.0134399j -0.111893+0.0122083j 0.100752+0.0795907j -0.00406326+0.0498222j 0.0225533-0.105373j 0.0683419-0.052669j 0.000654403+0.0581199j 0.0945385+0.00494047j 0.103982-0.0197539j -0.00953455+0.0301366j 0.0487435-0.0054208j 0.0650632+0.0198193j -0.00704299-0.0419417j -0.0118999+0.0493095j 0.120435+0.0154753j -0.0775475-0.0391038j 0.0856658+0.0626909j 0.0588162-1.97065e-15j 0.143148+0.0410935j -0.0695907+0.0235074j 0.0236004-0.0739747j -0.0465598-0.193882j 0.0764971-0.0522059j 0.00470306-0.110367j 0.103274-0.0200372j -0.0210695-0.0426615j 0.0361021+0.0519666j 0.0288019+0.0663998j 0.05121+0.0544025j -0.000936849-0.0952951j 0.0351322-0.0307329j 0.00107192+0.0258123j 0.0233615-0.0242756j 0.0064804+0.0794824j -0.0413745-0.0738578j 0.0249244+0.0405262j -0.0136138-0.0500623j 0.0444577-0.0308571j -0.0239755-0.0914895j 0.0274091+0.0348943j 
0.0371371-0.00210248j -0.000169662-0.00378847j -0.0103076+0.00591255j -0.00713294-0.0181398j -0.0167974+0.0226632j -0.0640389+0.00036531j -0.00814335+0.000626278j -0.0224869+0.0404434j 0.0383-0.0151467j -0.020219-0.0215228j -0.013082+0.0195555j -0.00744491-0.115544j -0.104583+0.00544714j -0.0624041+0.0269445j -0.15801+0.0982545j 0.0357491-0.00919011j 0.0406486-0.0833711j 0.0436771-0.000534531j -0.0157129+0.130734j -0.0370964-0.0460885j 0.0593427-0.131302j 0.0319727+0.158851j -0.0653307-0.0806696j -0.0517688+0.00275399j -0.0754172+0.114175j 0.132154-0.068743j -0.0138281-0.108289j -0.00699911+0.0618583j -0.0728048+0.0337491j -0.101614+0.0836422j -0.196873-0.110569j -2.66721e-05-0.12433j -0.119177+0.0342038j 0.143148-0.0410935j 0.208307-6.35915e-14j 0.149878+0.0926142j 0.0912172+0.0327966j -0.0060574-0.00657891j -0.086986+0.0428778j -0.0896002+0.067077j 0.107056+0.103796j 0.0277329-0.107183j -0.0841103+0.0849879j 0.0719885-0.0061847j -0.0881274+0.0613155j 0.0843191-0.0159916j -0.037653-0.075903j -0.0308853-0.0225426j 0.00615319+0.0391868j -0.00995243-0.0601055j -0.0933506+0.0119072j -0.0143451-0.01058j 0.00620338+0.019781j -0.00190013+0.0121924j 0.00630383-0.0195266j -0.0233666+0.0138747j 
-0.0340581+0.0543529j -0.0124881-0.0060046j -0.0346743+0.00477379j 0.0216488+0.0308079j -0.0431583-0.041967j 0.0432697-0.0638445j -0.0103019+0.0482738j 0.112457-0.109934j 0.0456505-0.00470612j -0.0571239+0.0504649j -0.10149-0.0726331j -0.0756794+0.0957475j -0.0694073+0.0212019j -0.0271356+0.0268744j 0.0340048+0.069951j 0.077772-0.152022j -0.0998435+0.00914891j 0.0287917+0.00219172j -0.0140086+0.0161038j 0.0462768-0.098279j -0.0263818+0.0550617j -0.195973-0.0970368j -0.127246-0.0322702j 0.253005-0.0396122j 0.100726-0.101793j 0.0112335+0.0327692j -0.0968937-0.0672308j -0.022261-0.0230348j -0.105108+0.0922042j 0.00215214-0.11268j -0.0684608-0.0283867j 0.0412333-0.0904195j 0.0252049-0.0153179j -0.0695907-0.0235074j 0.149878-0.0926142j -0.119788+6.60583e-15j 0.0317757-0.151598j 0.189262-0.0425234j 0.0323913-0.0519653j -0.151645+0.153286j 0.0133783-0.0341722j 0.0299791-0.0717151j 0.00397334+0.0585356j -0.0147961-0.0266271j 0.0185709+0.0418105j -0.0310015-0.0229515j -0.0593612-0.0253587j 0.0319766-0.0719343j -0.0195745-0.0885375j -0.0555642+0.0476094j -0.020559+0.0339146j -0.0333063+0.117067j -0.0446457-0.00476166j -0.0665571+0.0293051j 0.00249932+0.0332j 0.00152406-0.0445421j 
-0.0384025-0.0165629j -0.00018293+0.069595j 0.102577+0.00314749j 0.0494189-0.0623465j 0.141415-0.123982j 0.104453-0.00730407j 0.000483073-0.0687449j 0.0323585+0.0476739j -0.101839-0.0866269j 0.0313767+0.0110965j 0.042503-0.0990151j -0.151383-0.0380051j 0.0110873+0.0242957j 0.0188745-0.0296261j -0.000308713-0.0603289j -0.0258586+0.12138j 0.0234747+0.0287607j -0.0991197+0.0272075j 0.0189569-0.0412654j -0.0741567+0.128492j 0.130673+0.179444j -0.0131418-0.0289016j 0.141485-0.139196j -0.0527385-0.0322725j 0.179455+0.0852409j -0.0449207-0.0902841j -0.0726678+0.129015j 0.0272525+0.0137585j -0.0983631+0.0308617j -0.0257407-0.117046j -0.105812+0.00309527j 0.0695912-0.0101987j -0.054342-0.10432j 0.0236004+0.0739747j 0.0912172-0.0327966j 0.0317757+0.151598j 0.0636767-2.82829e-14j 0.00203502+0.0358386j -0.10971+0.0408762j -0.0641209-0.155646j -0.0187962+0.00778227j 0.0202571-0.0186921j -0.0293869+0.102647j 0.0830153+0.0409406j 0.0200138+0.0233554j -0.0792758-0.00190275j 0.0725124+0.00837581j 0.11766+0.013435j -0.0754748+0.0422999j -0.0188492-0.0189297j 0.0218496-0.0312251j 0.047519-0.0475346j -0.00569238+0.00175997j 0.0409179-0.0773948j -0.0575258-0.0198669j 0.0119018-0.0165697j 
-0.0467322-8.69414e-05j 0.0419984-0.0054205j 0.0671145-0.0462558j -0.0132816-0.0334068j 0.00452066-0.0510702j -0.0181046-0.0879141j 0.133068+0.0718748j 0.0318168+0.0744192j 0.067634-0.0493464j -0.0564003+0.0324973j -0.0328818-0.0370784j 0.205789-0.010203j 0.0123122-0.116712j 0.123856-0.0172745j 0.0404859-0.0142962j 0.00270479-0.0160882j -0.0387587+0.0296078j 0.0716258-0.037278j 0.00816188-0.0743246j 0.0607015-0.0282435j -0.142118-0.0425406j 0.018301+0.16513j -0.0170088-0.0677024j 0.0340327+0.00478703j 0.133338-0.0413009j 0.00635957+0.0184845j -0.0837403+0.0527556j -0.0111557+0.0760611j 0.183931+0.0132984j 0.0432096+0.0107643j 0.00963334-0.0245677j -0.0368009+0.0559775j -0.203067-0.0645593j -0.0465598+0.193882j -0.0060574+0.00657891j 0.189262+0.0425234j 0.00203502-0.0358386j -0.0408609-2.7825e-15j -0.108313+0.0530282j 0.0499681+0.0100876j 0.142649-0.0204339j 0.0178142+0.0330481j 0.0884016-0.0480775j -0.0119855-0.00085911j -0.0119554-0.0843491j -0.012448+0.0762168j 0.00556533+0.00421298j -0.0409919+0.0306469j 0.0187405-0.0395982j -0.00729241+0.0782912j -0.0691742+0.0552171j -0.00653506+0.0205963j -0.0126719+0.0114594j 0.020513-0.0565155j 0.00515596+0.0207426j -0.0134643-0.0280403j 
-0.0235038+0.025832j -0.0123816+0.0303253j 0.0151691-0.0186894j 0.0144834+0.0120977j 0.0669608-0.0905296j 0.0903504+0.047997j -0.00447614+0.0447173j 0.0280839+0.044799j -0.0421202-0.0815367j -0.0235663+0.0207852j 0.0127107+0.0828252j -0.0570777+0.102695j 0.0319296+0.0110848j 0.0513759+0.101246j -0.0731398+0.205343j -0.0298731+0.0366546j 0.122424+0.0129893j 0.0712509-0.12061j 0.0128724+0.105382j -0.0458181+0.0889184j -0.0234625-0.150958j 0.0853789+0.153785j 0.0842662-0.0765784j 0.0164988-0.0896657j -0.0408967-0.0431506j 0.0385543+0.0583104j 0.0985949-0.0697111j 0.0434396-0.100935j 0.163942+0.105267j 0.0979486+0.164878j 0.0765254+0.0996509j 0.0248482+0.0198457j 0.0444525-0.038735j 0.0764971+0.0522059j -0.086986-0.0428778j 0.0323913+0.0519653j -0.10971-0.0408762j -0.108313-0.0530282j 0.0391484+1.39055e-14j 0.0372614-0.0117064j 0.103592-0.0778335j -0.0138987+0.0146732j 0.114161-0.0290867j -0.000267988-0.0588071j -0.0197139+0.0654142j -0.0980863+0.022298j 0.0751899-0.00235732j -0.000413538-0.00924436j -0.0169926+0.0329487j -0.00710702-0.00569657j 0.0174993+0.0439428j 0.0197062-0.0148468j -0.00172382+0.0376902j 0.0021744-0.0440988j 0.00645854+0.00124807j -0.0110062-0.050084j 
0.0428597+0.0393136j -0.0175238+0.0728386j 0.120372-0.0385169j 0.129468-0.160662j 0.188611-0.0380865j 0.0157139+0.00980716j -0.0784753-0.0400646j 0.0141604+0.0487827j 0.0208124-0.00956205j 0.127641-0.0938535j -0.00384819+0.059384j -0.0856178-0.0181258j -0.0124618+0.0405877j 0.198613+0.0359932j -0.0354304-0.121607j 0.0432058+0.00203926j -0.0446754-0.150395j 0.132275-0.0852666j 0.028848-0.113036j -0.00720279+0.0391737j 0.0340669+0.0137176j -0.0146967-0.0787439j 0.0534032+0.029834j 0.0383257+0.0495688j -0.0234436-0.0541447j -0.0433299+0.0636323j 0.122435+0.247462j -0.00533758+0.0414015j -0.0159723-0.0219478j -0.00321627+0.0493157j -0.0835483+0.0455068j -0.0217792+0.0348634j 0.053958+0.0689813j 0.00470306+0.110367j -0.0896002-0.067077j -0.151645-0.153286j -0.0641209+0.155646j 0.0499681-0.0100876j 0.0372614+0.0117064j -0.0418552+1.79023e-15j 0.0714313+0.0343901j 0.0738036-0.0115504j 0.00734077+0.0203089j -0.0291354-0.0119627j -0.0106679-0.0869044j -0.0826625+0.035137j -0.00327197+0.00376809j 0.0468232-0.0430471j -0.0537124-0.0193719j -0.00108726-0.0159064j -0.0572832+0.0020524j 0.0283182+0.00667782j -0.0437388-0.0889848j 0.0106448-0.180071j -0.0408969-0.0309804j 0.0177516+0.0374395j 
-0.0668872+0.0134499j -0.0415055-0.0334308j 0.0490228+0.0223452j -0.00168447-0.0823268j 0.056295-0.0709317j -0.060117-0.110767j 0.165894+0.0112939j 0.0445653+0.145309j -0.023218-0.055352j 0.0467028-0.00933738j 0.0698409-0.0752561j 0.0288611-0.239919j -0.0780676-0.0810714j 0.0990758+0.070229j -0.0804324+0.068235j 0.0221914-0.00895788j 0.0312716+0.104627j 0.157255-0.00318248j -0.0737392+0.0729068j -0.00969574+0.0584331j 0.0715834-0.0351118j 0.0523232-0.0719021j -0.0834126-0.0610735j 0.127333+0.122165j 0.0169457+0.0818959j 0.0378012-0.171455j 0.0350245-0.20124j 0.0468243+0.106343j 0.0369405-0.144778j 0.0204308+0.031041j -0.092942-0.0121963j -0.00159156+0.0251807j 0.153334-0.0398042j 0.103274+0.0200372j 0.107056-0.103796j 0.0133783+0.0341722j -0.0187962-0.00778227j 0.142649+0.0204339j 0.103592+0.0778335j 0.0714313-0.0343901j 0.0766895+9.29812e-15j -0.0194786+0.0190628j 0.0406613+0.0150722j 0.00308474+0.0120434j -0.0182586-0.00617397j -0.0261878+0.0306263j -0.100556+0.0546307j -0.0270763+0.0760124j -0.0341218+0.0193442j -0.0447445+0.00322668j -0.0721546+0.094082j 0.0402479-0.0371994j -0.0252335+0.0352474j -0.0020477-0.0405756j 0.00844039-0.0329868j -0.0125437-0.0571393j 
-0.0318471+0.0258451j -0.0232164-0.048955j 0.0343402+0.00819353j -0.00250103-0.0941661j 0.0212647+0.0223523j -0.144406-0.0924768j 0.00191078-0.181668j 0.0212364-0.0395582j 0.109936-0.00845937j 0.0155225+0.0656218j -0.114517-0.102697j -0.0835888-0.0155185j -0.116656-0.0105605j -0.0240836-0.018778j 0.102513+0.016038j 0.0135638+0.0489245j 0.26325+0.0484928j 0.0950411-0.0424232j -0.128684+0.10241j -0.00888541-0.0159122j 0.0386824-0.0858367j 0.0518104+0.126711j 0.0200224-0.0379111j 0.165245-0.233632j -0.00245433+0.0416525j 0.0836453+0.00259045j 0.0046046-0.126678j 0.096371-0.0655805j 0.114273-0.0496375j 0.0738613-0.0586807j -0.00547286-0.0387303j 0.0539368+0.0634838j -0.0718202-0.0348789j -0.0210695+0.0426615j 0.0277329+0.107183j 0.0299791+0.0717151j 0.0202571+0.0186921j 0.0178142-0.0330481j -0.0138987-0.0146732j 0.0738036+0.0115504j -0.0194786-0.0190628j -0.114132+5.41234e-16j -0.0615238+0.0023125j -0.0546137+0.0122214j -0.0703721-0.00178156j -0.0560515+0.0716582j -0.0761196+0.00951842j -0.0466785-0.040871j 0.0714034-0.0368281j 0.00701703+0.0213721j 0.0571604-0.106758j 0.011459+0.000243034j -0.0242459-0.0344749j 0.0121152-0.0147276j -0.0238934+0.0324454j 0.0267268+0.0381743j 
0.0124067-0.00758596j -0.0127696-0.0197543j 0.00164864+0.0498471j 0.00019555+0.0150178j -0.127782+0.0331079j -0.00846636-0.130272j 0.0454695-0.00676155j 0.0148636+0.0199023j 0.0114892+0.0534349j -0.0356614+0.0520939j -0.0553319-0.101739j 0.0171391-0.0181159j -0.0301283-0.0276237j -0.0771887+0.0583101j 0.116645+0.0505366j 0.0210908+0.0847407j 0.0256818+0.0724852j -0.0387155+0.0738653j -0.000422595-0.0592981j 0.040783+0.0141482j 0.0575891+0.207378j 0.0764294+0.0664394j -0.0210249+0.0194989j 0.0014847+0.0991637j -0.0196218-0.0987967j 0.0737347-0.00955635j 0.0996785+0.217628j 0.11396+0.0485539j -0.0370127+0.0132088j 0.0183996-0.0870521j -0.109033+0.0168355j -0.104836-0.100792j 0.0511984+0.0882798j 0.0361021-0.0519666j -0.0841103-0.0849879j 0.00397334-0.0585356j -0.0293869-0.102647j 0.0884016+0.0480775j 0.114161+0.0290867j 0.00734077-0.0203089j 0.0406613-0.0150722j -0.0615238-0.0023125j 0.0530416+2.39531e-14j 0.116228+0.0202493j -0.0184949+0.0637817j 0.0321318-0.0712473j -0.0446679-0.00835687j -0.0586898+0.0278086j 0.0263768-0.0141032j -0.0489223+0.00971681j 0.0287307-0.0108712j 0.0227499-0.0355677j 0.0266419+0.0415447j -0.0160995+0.0705642j 0.000540415-0.0308925j -0.0275494+0.0252349j 
0.0326185+0.00606341j -0.0610533+0.0394068j 0.0946831+0.197963j 0.209552-0.143478j -0.0165501-0.070649j 0.0847474-0.117194j 0.0174422+0.0457403j -0.0520381-0.00677544j -0.111468+0.103531j 0.11161-0.0966344j -0.0711669+0.125024j 0.0529359-0.0125j -0.0936867+0.0716831j 0.0624444+0.124252j -0.0488107+0.109147j 0.0591204+0.091147j 0.00928311+0.0177731j -0.0908159+0.0817088j 0.0464563+0.0537999j -0.00293506-0.0935696j -0.0575381+0.0213384j -0.146299-0.0236368j -0.146874-0.0868187j -0.0673968-0.0648347j 0.0222475+0.0284924j 0.0659113-0.0604879j -0.0240689-0.117843j 0.0175302-0.00666686j 0.0851524+0.00172295j 0.109834+0.0670676j 0.0122757-0.00468112j -0.0704855-0.0454297j -0.0790932-0.00874889j 0.0288019-0.0663998j 0.0719885+0.0061847j -0.0147961+0.0266271j 0.0830153-0.0409406j -0.0119855+0.00085911j -0.000267988+0.0588071j -0.0291354+0.0119627j 0.00308474-0.0120434j -0.0546137-0.0122214j 0.116228-0.0202493j -0.0402229+9.63812e-15j 0.00119895+0.0822421j 0.0187944-0.0527348j -0.0568979+0.00486071j 0.0198295+0.0615767j 0.00856057-0.0881223j -0.062056-0.0670448j -0.0153521+0.00304703j -0.0153203+0.00150692j -0.0307607-0.057602j -0.070906-0.0810272j -0.0285514-0.054933j 0.0361903+0.0211007j 
-0.0507167+0.00931054j -0.0394437+0.0552293j -0.0720265+0.0527173j 0.00884973+0.0962405j 0.157255+0.0303999j -0.075997+0.00765427j 0.130206-0.0430216j -0.117391-0.0373568j -0.138468+0.232762j 0.120997-0.00638477j -0.0315564+0.0923703j 0.0836598-0.0744373j -0.0741884-0.087594j 0.0614731-0.193722j -0.0428312+0.100858j -0.10071+0.0102788j 0.0341174+0.0411498j -0.0903314+0.0872512j 0.0212265-0.212704j 0.0183178-0.00703664j -0.120036-0.0290118j 0.0375235+0.102216j 0.025506+0.125871j 0.0372988+0.10785j 0.0323656-0.0729807j -0.13078+0.0683651j 0.0513644-0.0972377j -0.060467+0.132607j -0.102939+0.000960971j -0.0847465-0.0363254j -0.0114122-0.0713485j 0.10033+0.0882929j -0.00828483-0.0578532j 0.05121-0.0544025j -0.0881274-0.0613155j 0.0185709-0.0418105j 0.0200138-0.0233554j -0.0119554+0.0843491j -0.0197139-0.0654142j -0.0106679+0.0869044j -0.0182586+0.00617397j -0.0703721+0.00178156j -0.0184949-0.0637817j 0.00119895-0.0822421j -0.0816452-6.66134e-16j -0.0741653+0.0184409j -0.0364244+0.000697011j 0.0299937+0.0126546j -0.00400565+0.0504722j -0.00650064-0.0283925j -1.71515e-05+0.0185227j -0.0373554-0.041089j -0.0199468-0.00367354j -0.0157129-0.0125534j -0.0250156+0.00322846j 0.0388256-0.0841492j 
-0.000878642-0.0605022j -0.026267-0.0882505j -0.0691896+0.153728j 0.0784503-0.00758657j -0.068381-0.0854236j 0.0217174+0.00607617j -0.0168713+0.00712553j 0.144131+0.0167824j 0.117369-0.10606j -0.0111492+0.0154631j 0.0465406-0.0384703j -0.00272556-0.143339j -0.0493471-0.0851042j 0.0281854+0.0228307j 0.116106-0.0930165j -0.0443528-0.0419982j -0.158261-0.016531j 0.106586-0.0872113j -0.0623771-0.019675j 0.000609209-0.186082j -0.0729787+0.00268514j -0.0764426-0.0280844j -0.01371+0.170819j -0.0186863-0.0259853j -0.070896-0.0630294j -0.0972289-0.087549j 0.0520322-0.0517039j -0.035969+0.0381654j -0.0188578+0.0484296j 0.0048859-0.120608j -0.0137148-0.0273553j -0.0335272+0.0586695j 0.102884-0.0361297j -0.000936849+0.0952951j 0.0843191+0.0159916j -0.0310015+0.0229515j -0.0792758+0.00190275j -0.012448-0.0762168j -0.0980863-0.022298j -0.0826625-0.035137j -0.0261878-0.0306263j -0.0560515-0.0716582j 0.0321318+0.0712473j 0.0187944+0.0527348j -0.0741653-0.0184409j 0.0262973+3.98293e-15j 0.0755397+0.0217936j 0.0395556-0.0220239j 0.0213567-0.0518199j 0.073851+0.039175j 0.0425891-0.0242558j 0.0861133+0.0334978j -0.081645+0.0238722j 0.0203454-0.000193708j 0.0382354-0.011575j 0.0274968+0.0188559j 
0.0695189+0.0139879j 0.0541261+0.0398419j 0.215058-0.00651387j 0.0605487-0.297913j -0.0977587-0.0384482j 0.00797641-0.114324j 0.0109382+0.00269555j -0.0616374-0.0361636j -0.0184515-0.171073j -0.0311148-0.0470129j 0.0128829+0.109665j 0.119609-0.0179263j -0.0618913+0.0555028j -0.0109302+0.0713569j -0.0943951-0.00882233j 0.21336-0.11312j -0.1174+0.0283643j -0.0131011-0.0610103j 0.0173222-0.00709995j -0.0917599-0.00335855j -0.0926387+0.0728761j 0.0669822-0.00442743j -0.0642912-0.0242496j 0.0307563+0.0854665j -0.00348648-0.168429j -0.0109036-0.0787479j 0.0335131-0.0624631j -0.00730214-0.0787928j -0.00677962-0.0105789j -0.0161032-0.0648977j 0.0561425+0.0715853j 0.015604-0.0892687j -0.0638225+0.148411j 0.0351322+0.0307329j -0.037653+0.075903j -0.0593612+0.0253587j 0.0725124-0.00837581j 0.00556533-0.00421298j 0.0751899+0.00235732j -0.00327197-0.00376809j -0.100556-0.0546307j -0.0761196-0.00951842j -0.0446679+0.00835687j -0.0568979-0.00486071j -0.0364244-0.000697011j 0.0755397-0.0217936j 0.0252019-8.97817e-15j -0.0078382-0.0394038j 0.0272268-0.0140552j 0.0873554-0.0533217j 0.029948-0.0167287j -0.067511+0.0541688j 0.0292816-0.0591085j -0.0271117-0.0376724j -0.00139571+0.0506804j 0.0125624+0.0215287j 
