-0.063857+4.89192e-15j -0.0182962+8.90183e-05j -0.0161914+0.00152304j 0.0309111-0.000648396j -0.0451954+0.00367672j 0.053148-0.00270419j 0.0118018-0.00437397j 0.042867+0.00062762j -0.0105586-0.00276666j -0.0144935+0.00271673j -0.0386599+0.00371578j 0.0416282-0.00424351j -0.141845+0.00690259j 0.233165-0.00358504j 0.0317046-0.00403242j -0.0296968-0.0117776j -0.301674+0.00947497j -0.0619187-0.00281493j -0.0747027+0.00715895j 0.0503111-0.00149154j 0.0470756-0.00758196j 0.00675215-0.00223768j -0.00915914+0.00633042j 0.00368188+0.000471028j 0.021606+0.00387707j -0.0333048+0.00514758j -0.0295803+0.00241423j -0.0105389-0.00230759j -0.0219175+0.00358027j 0.00804806-0.00663008j -0.0415558+0.0127871j -0.00849411+0.00185425j 0.00719665-0.00645952j -0.0206389+0.00211347j -0.0875248+0.00901527j 0.0981633+0.0220301j 0.0548267-0.000205379j -0.00804996-0.0258374j -0.0465656+0.0226283j 0.0228916+0.000310724j 0.0122213-0.00305607j -0.0062141+0.0130495j -0.0539849+0.00820533j 0.00552935+0.0129927j -0.000988675+0.00641297j -0.0239604-0.0041472j -0.0110566+0.00975516j -0.0107301+0.0104219j 0.0259605+0.000543823j -0.0294673+0.000931748j -0.01036+0.00251192j 0.0176373-0.00852466j 0.0176973-0.00801094j 0.00801745-0.0176453j 0.00699249+0.0101925j -0.0105312-0.00519289j 0.00790308-0.00431942j -0.0147538+0.0141813j 0.0207022-0.00103052j 7.28565e-05+0.00840221j -0.00523117-0.0103617j 0.024892+0.00896112j 0.0157262-0.00213812j 0.00042353+0.0158612j -0.00052262-0.0068757j -0.0170076-0.00883393j -0.00850071-0.00567239j 0.012549+0.00568834j -0.00481309+0.00160404j 0.00834779-0.0017133j -0.0122682+0.000750626j 0.0279336+0.00473151j 0.00047984+0.00706968j -0.0104175-0.000164657j 0.0148678-0.00383634j -0.00131324+0.00336385j 0.014077-0.00540546j 0.00891003+0.0124727j 0.00715803+0.000189152j 0.00647764+0.00238482j -0.0134405-0.000927501j 0.00165513-0.00084407j 0.0292655+0.0108636j 0.0228755+0.00912416j 0.00652467+0.00687143j 0.0202511+0.0110075j 0.004591-0.0172449j -0.0192737-0.0453109j -0.0224942-0.00578349j 0.0164036+0.0243645j -0.0245294-0.0192016j -0.0529336+0.372097j 0.159338-0.00672288j 0.015968+0.0353335j 0.00461926+0.0782853j 0.0657515-0.0434712j 0.336047+0.0955986j 
0.0259605-0.000543823j -0.00430032-0.0129892j -0.00116877-0.00240064j 0.0123022+0.002015j 0.000776899-0.0079682j 0.0316909+0.0163622j 0.0129707+0.00479618j 0.0122343+0.00978106j -0.0275928-0.00129555j 0.0247753+0.00543315j 0.0438216-0.00942533j 0.0632554+0.000267522j -0.0156326+0.0126127j 0.0138931+0.00291658j -0.0572875-0.0149408j -0.039082-0.00480922j 0.0431452+0.00129166j -0.00679373+0.0106277j -0.0170628+0.00931712j 0.0133357-0.00868066j -6.88269e-05+0.00682631j -0.00106561+0.0149018j 0.0108927+0.0103257j -0.00558015-0.0118986j 0.000812084-0.00876713j 0.00256874-0.00237588j -0.00336911-0.00388692j -0.00265901-0.00813521j 0.00974724-0.00196377j 0.00132035+0.0177915j 0.0315091+0.0194751j 0.0248709+0.015514j -0.00627458-0.0243816j -0.0183121+0.0147172j 0.0103854+0.0631715j -0.00188258+0.00409147j -0.0139097-0.0597167j -0.000784453-0.0184849j -0.0120905-0.0375599j 0.0191184+0.0125936j 0.0181297+0.0266075j 0.00301814+0.030782j 0.0116211-0.0400689j -0.0878979-0.0157467j 0.0125433-0.0584285j 0.0415804-0.016742j 0.00915636-0.0248726j 0.0324621-0.0159442j -0.0787455+3.31766e-16j 0.0129975+0.0739139j -0.0266625-0.0286807j -0.013131-0.00448106j -0.0346582-0.000621691j -0.0286001-0.006854j 0.0670021-0.060562j 0.00552376-0.014771j -0.033891+0.0238952j -0.00523265-0.00261663j 0.00194879+0.0240963j -0.0205549+0.0236826j 0.0385623+0.0132759j -0.0439397-0.0150407j -0.00609018+0.0100942j 0.106183+0.0405148j 0.00813014+0.0190191j -0.0326954+0.0313013j -0.0356475+0.0153016j 0.0405348-0.0782593j 0.0540255-0.0169379j 0.0103273-0.0311046j -0.0288764-0.0276873j -0.0466533-0.109545j 0.00810882-0.067255j 0.0220636+0.0239253j -0.052884-0.0506361j 0.0764287+0.0154932j -0.12722+0.0173056j -0.0572388+0.0908526j 0.0057192+0.0303486j 0.115374+0.00464238j 0.0439983-0.0204916j 0.0217641+0.062019j 0.0418197-0.0179669j -0.00442518-0.0932162j -0.0288733+0.0502439j 0.108308+0.185226j -0.037978-0.0599919j -0.233519-0.0243297j 0.0308203+0.0602535j 0.0716831-0.133693j -0.12541+0.0731431j -0.0288584+0.0441824j -0.0322703-0.00340313j 0.056875+0.124192j 0.0774483-0.238319j -0.0100978+0.0022164j 5.51441e-05-0.00941318j 
-0.0294673-0.000931748j 0.00899069+0.00828058j -0.00229671-0.00853421j 0.00931547-0.0012813j -0.00518775+0.00166096j -0.00404882-0.010214j 0.0147663-0.0107379j -0.00681162-0.00176807j 0.014303-0.00659364j -0.0283248-0.00716864j -0.0243531+0.00578357j -0.0125294+0.0114922j -0.000582335-0.0243954j 0.00513202-0.0106285j -0.0725371-0.0179664j -0.0172777-0.00995319j -0.0356058-0.00295698j 0.00164416+0.000470075j 0.00274208+0.00496035j -0.002364-0.00567443j -0.00205795+0.00305991j -0.00379604-0.00346686j -0.0189478+0.000874036j 0.0189243+0.0056276j 0.0195251+0.000198127j -0.00807638-0.00633138j 0.000304666+0.00511239j 0.00872656+0.0120072j -0.0108886+0.000113797j 0.00412242+0.00167448j -0.0792054-0.0230528j -0.0374659-0.0116899j 0.0306175+0.0113544j 0.0364689+0.0332094j -0.0262996+0.0400433j 0.0179522-0.00240625j 0.0576246-0.00801793j -0.00223956-0.0137805j 0.0500469-0.0397977j -0.00845232+0.0148456j -0.00767452+0.00607693j -0.00300035+0.00606856j 0.00446261-0.00322846j 0.00495047-0.0289274j 0.0472774-0.00807169j 0.0188631+0.0203124j 0.00253631-0.00223522j 0.00352738+0.0177926j 0.0129975-0.0739139j -0.0524705+7.86871e-15j 0.0412353+0.00823224j -0.0194555+0.0181779j 0.00310199-0.0368636j -0.0355033-0.0157498j 0.0153143+0.070549j 0.01188+0.0188174j -0.0127369-0.025473j -0.0124606-0.0295684j 0.0273566-0.0466332j 0.0371863+0.00499629j -0.00967401+0.00614962j 0.00488999+0.0258209j -0.00782836-0.0475741j -0.0683606+0.0595659j -0.00114647-0.0832002j 0.00695133-0.0489876j -0.0345234-0.00414692j 0.0787823+0.0409968j 0.0339033+0.0309104j -0.029672+0.0288826j -0.0145247-0.00538585j 0.0136002+0.0146485j -0.00810948+0.0755388j -0.0224273-0.0422334j -0.0227766+0.0669048j -0.0188723+0.00465972j 0.0200542-0.0640768j 0.0486267-0.00748967j -0.0612559-0.0713965j -0.0481062+0.0633477j 0.100791-0.165827j 0.230226-0.101128j 0.0126309+0.0411123j 0.0102636+0.0170401j 0.0298735-0.0297005j -0.0603585-0.0825148j 0.0908768+0.0507568j -0.15247-0.0455464j 0.00565685+0.0607095j -0.185728-0.14758j 0.071537+0.15984j -0.0246435+0.0313443j -0.00776493+0.00527622j -0.0391239+0.0829145j 0.0645182-0.0979894j -0.00082472+0.0259823j 0.016042+0.00897267j 
-0.01036-0.00251192j 0.000354256+0.00332035j 0.00664656-0.00778737j -0.0055635+0.00010932j -0.00567195-0.00380419j 0.0107088-0.0225132j -0.0165543+0.00230325j 0.0131057-0.0108332j 0.00474391+0.0175272j 0.00405323-0.0221234j -0.0328267+0.032898j -0.0135231-0.0191075j -0.00355879-0.0154731j -0.00579998-0.00310131j -0.0217814-0.0214834j -0.00301636-0.00711759j -0.0186981+0.00883851j 0.00593155-0.00713392j 0.0102533+0.00356097j -0.000131031+0.00198554j 0.00983168-0.00466409j -0.00811391+0.00627105j -0.0161818+0.00226103j -0.00482818-0.00409857j -0.0136429+0.000321336j 0.00656986+0.0133135j 0.00696374+0.00190913j 0.0322723-0.00758322j -0.0165239+0.000929937j -0.00353863-0.00822771j 0.0113644-0.00184529j -0.0441722-0.0210277j -0.0219848+0.00471163j -0.0246335+0.0427335j -0.0012243+0.00828221j 0.019599-0.0194656j -0.0152038-0.00762996j -0.0121318-0.00303312j -0.0273544-0.0289555j 0.0029442-0.0091964j 0.00358299-0.0201899j 0.027061-0.0129342j -0.0463873+0.0100226j 0.0131406+0.0592199j -0.0200865-0.0256377j -0.00333734-0.0436118j -0.0354015+0.00170004j -0.0303007+0.0096773j -0.0266625+0.0286807j 0.0412353-0.00823224j 0.0172309-7.87564e-16j 0.0350357+0.0758513j -0.0224207+0.026245j 0.0375657+0.0501114j -0.0289156-0.0345218j -0.00371089+0.0103704j -0.0278+0.035638j 0.0142412+0.0287321j -0.0152101-0.0162414j 0.0666702-0.0823584j 0.0419964+0.0215924j 0.0369317+0.00751931j -0.0221608-0.0225582j 0.0152043-0.111697j -0.0739204-0.0449525j -0.00875089+0.00914308j 0.0038581+0.0768158j -0.0835707-0.00592817j -0.077293-0.0158408j -0.00139922+0.0139871j -0.0202606+0.0527967j -0.0812184+0.0353836j 0.0110091-0.0835678j 0.0307723+0.0979066j -0.0202701+0.169363j -0.0369927-0.122007j -0.0453658+0.00730717j 0.0763041-0.170451j -0.0366825-0.0335294j -0.231891+0.0803078j -0.0965602+0.0351714j -0.023142+0.0411755j 0.147541+0.0670108j -0.0840279-0.0157683j 0.2276+0.153703j 0.00096893+0.00532755j 0.0190496+0.0546594j -0.0635145-0.0218519j 0.00620621-0.00989714j -0.0104233+0.0901578j -0.0966777+0.150187j 0.00636741+0.0136924j -0.0101387+0.0138494j 0.0131732-0.0267348j 0.00108514-0.0839487j 0.00303447+0.00514817j 0.0141768-0.0138444j 
0.0176373+0.00852466j 0.0185193-0.0097271j 0.0223425+0.00260154j 0.0026248+0.00898995j 0.0102112-0.00178533j 0.0111884+0.00328366j -0.00797412-0.00296682j 0.027369+0.00253585j 0.0271158-0.00905994j 0.00282719+0.0063077j -0.0506943-0.00563654j -0.028849+0.0106363j -0.0387107-0.0175433j -0.0314573+0.0147134j -0.0363547+0.00489079j 0.00994707-0.00592912j 0.0300583-0.0219334j 0.00879135+0.0208766j -0.00194851-0.0159103j -0.00534918-0.0274614j 0.000756804-0.0138122j 0.00729655-9.08327e-05j 0.000221106+0.0162212j 0.00392412-0.0148148j 0.000355884-0.00118241j 0.0012977+0.00375827j -0.00132984-0.0234419j -0.00342672-0.0276016j 0.00931483-0.0074927j -0.00757307-0.0245565j -0.0156031+0.0188347j 0.00355983-0.0101199j 0.00595475+0.039942j -0.00235334+0.00563655j 0.00380293+0.0637856j -0.0185584-0.0425119j 0.00828561-0.0271959j 0.00360367+0.00996615j -0.00825243+0.0277886j 0.021906+0.0275266j -0.00764144+0.0183185j -0.0218388+0.00277326j 0.01292+0.038435j -0.0134445-0.0141076j 0.00398207-0.00603641j -0.0334579-0.0108262j 0.0196163+0.0584769j -0.00545683+0.0558516j -0.013131+0.00448106j -0.0194555-0.0181779j 0.0350357-0.0758513j 0.1191+3.94129e-15j -0.00735651-0.0357636j 0.0431093+0.0388077j 0.0149935+0.0288091j 0.0864478-0.0312031j 0.00605793+0.0307593j -0.0786765-0.031457j -0.080054+0.00331122j -0.0307043-0.0329912j 0.0250622-0.00724218j -0.0198087-0.00281113j -0.0426635+0.0693195j -0.0469251+0.0658993j -0.0778102+0.0153062j 0.0173934-0.00532829j 0.0133282+0.00289576j 0.0226567+0.026018j 0.0243481+0.0253661j 0.114893+0.0665553j 0.108665+0.039744j -0.0348198-0.0537386j 0.0348166+0.0525876j -0.028006+0.132664j 0.142205-0.0335735j -0.0762113+0.0772582j -0.0625412+0.0184886j -0.0230117-0.00856095j -0.150731+0.0490879j -0.117561+0.0408634j 0.0517403-0.0484663j -0.0527233-0.0354073j -0.155673-0.194471j 0.0890313+0.133085j -0.0248099+0.0306907j 0.0369243+0.0207334j -0.0890233+0.0845857j -0.0400926-0.100174j 0.111787-0.239644j 0.0399784+0.105406j 0.0466113+0.0177646j 0.0114333+0.0117591j 0.0193703-0.0254473j -0.0048726+0.0766009j 0.0468301-0.0505716j 0.0140176-0.0269748j 0.00059107-0.0365514j 
0.0176973+0.00801094j 0.0159088-0.00800992j -0.00335717-0.00745374j 0.00708563+0.00182859j 0.0153605-0.00171193j -0.0116699+0.0147864j 0.0161478-0.00471496j -0.0195578+0.00746316j -0.00453607+0.00794513j -0.00347245+0.00313676j 0.0401918+0.0154962j 0.00825745-0.00929017j -0.0191009-0.0178955j -0.0126803-0.00793238j -0.024696+0.00921747j 0.0204641+0.00708956j 0.055511-0.00424828j 0.00791252+0.0168971j 0.00141005+0.00292723j 0.00356483-0.0189435j -0.00568308+0.00599713j 0.000760148-0.00307138j -0.000546854+0.00925599j -0.00503619-0.00566759j 0.00858312+0.00327878j -0.00130431-0.0123246j 0.00889492-0.0200241j 0.0166412-0.00617126j -0.0119187-0.0089545j 0.0274942-0.0122758j 0.00593141+0.00443127j -0.0125809+0.0106311j 0.00239074+0.00855788j -0.00563904-0.0526927j -0.0019753+0.0176997j 0.00461163+0.000726536j 0.00502888-0.00894124j -0.00732993-0.0056885j 0.000359987+0.05416j 0.0198527+0.0325457j 0.0127325+0.0177071j 0.00278478+0.0280391j -0.00725801-0.0353884j -0.079812+0.00804534j 0.0176247-0.0273597j 0.0174081-0.0130946j -0.0218142+0.014378j 0.00629653-0.032502j -0.0346582+0.000621691j 0.00310199+0.0368636j -0.0224207-0.026245j -0.00735651+0.0357636j 0.0262253+1.09635e-15j -0.00088849+0.00307285j 0.0518934-0.0154085j 0.0358362+0.0285578j -0.0194676+0.0125203j -0.0164464-0.0456566j 0.010863+0.0761409j 0.0321781-0.00360424j 0.038758-0.0164744j -0.108606+0.00014621j -0.0282677-0.0689531j 0.0260964+0.0495144j -0.00267069-0.039734j -0.0436401+0.00190163j -0.0172219+0.0805291j 0.0691113-0.0508695j 0.0471692+0.0405703j -0.0184727+0.0171657j -0.0152244+0.0257338j -0.0360494+0.00270898j -0.0266735-0.139873j 0.00210631-0.0411063j -0.0793915+0.0288695j -0.121898-0.070753j -0.0477264+0.0519653j 0.0130078-0.11659j 0.0502419-0.124295j -0.0385382+0.0808512j -0.0351435-0.0685164j -0.0573811-0.0273374j -0.119585-0.00387651j -0.253996-0.0781764j -0.00309396-0.019887j -0.210149-0.00286107j 0.0340187-0.0533471j -0.0373988-0.0396679j -0.0164898-0.144229j 0.0962961-0.113455j 0.0558342-0.260783j 0.00163257+0.0296099j 0.0296229-0.0265519j 0.00165888+0.0788621j 0.0178796+0.0347812j 0.01569-0.020062j -0.000330433-0.00149832j 
0.00801745+0.0176453j 0.0314927-0.00245502j -0.00574473+0.0151143j -0.0214091-0.00459079j -0.0208383+0.0187036j 0.0455965+0.0145493j 0.0164009-0.0137684j 0.0208421+0.0209225j 0.0201166-0.000453684j 0.0287973+0.035662j -0.0235224-0.0143147j 0.0137023-0.0155682j 0.0293505+0.000519587j 0.0521235-0.00661124j -0.0301025+0.00363739j 0.0341128-0.017443j 0.00721438+0.00572691j 0.01758-0.00561729j -0.0285723-0.0111217j 0.0138838+0.00170319j 0.010222+0.00909011j 0.0136739+0.0183389j 0.0153751+0.0198455j -0.00124106-0.0211998j 0.0195845-0.00514996j -0.0237421-0.0105914j -0.00523763-0.00823764j -0.016392-0.0307108j -0.00828924-0.0104496j 0.0479671+0.0412126j -0.0028451+0.0127246j 0.0374349+0.0349274j 0.031985-0.00876846j -0.0394854-0.0212213j -0.0173498-0.000897097j 0.0204515+0.00817178j 0.00560158-0.0261585j -0.00187336+0.0124981j 0.0298546-0.0176853j 0.0103793+0.0125568j -0.00548002-0.000474836j -0.0188882-0.0210747j -0.00413956+0.000311555j -0.00518919-0.0139538j -0.0251338-0.0292581j -0.000115947-0.0228068j 0.00857437-0.00187978j 0.0267356+0.0235519j -0.0286001+0.006854j -0.0355033+0.0157498j 0.0375657-0.0501114j 0.0431093-0.0388077j -0.00088849-0.00307285j 0.0496831+1.09357e-14j 0.0685113+0.0556706j -0.0110328+0.0375275j 0.0768259-0.0176726j 0.0190325+0.0440362j -0.056689+0.0368726j -0.0491678-0.0518139j -0.000891919-0.0913801j 0.0490889-0.0725564j 0.024051+0.03278j -0.0387429+0.065635j -0.0652721+0.0614741j -0.0282804-0.0489735j -0.0044476+0.0301521j 0.0452075-0.0175314j -0.0193905+0.0457529j 0.0370566+0.077195j -0.0465207+0.0755581j -0.0540119+0.141526j 0.0571321-0.108847j 0.0725835-0.101459j 0.157947-0.131995j -0.109618-0.0827215j -0.0995355+0.0152518j 0.0111296-0.0537798j 0.245305+0.0947714j 0.117168+0.0671578j -0.0586887-0.0367578j 0.0084969-0.0719635j 0.00422356-0.107792j 0.0190488+0.0634449j 0.0808576+0.116389j -0.0482087+0.0216239j -0.00427473-0.0154067j 0.0132699+0.0364588j 0.0879434+0.167579j -0.132846+0.0583409j -0.0278482+0.0278163j 0.00626297-0.00130609j -0.0127813-3.8509e-05j 0.0123112+0.0352475j 0.0440984+0.00170568j 0.0059765+0.0225657j 0.0100751-0.00607229j 
0.00699249-0.0101925j -0.0174691-0.000639745j -0.00621312+0.0051556j -0.0178604+0.000754273j -0.0068263+0.00373098j 0.000660131-0.00438245j -0.0203674+0.00420594j 0.0123415-0.0118454j -0.0357203+0.0116747j 0.0083651+0.00311451j -0.00253447-0.0027449j 0.0343599+0.0184566j -0.036936+0.0211496j -0.033861-0.0115387j -0.0180308+0.017073j -0.0194549+0.0207018j -0.00111982+0.0095198j 0.0023864-0.00865726j 0.00500529+0.00697482j -0.000242466+0.00109378j -0.00167739-0.0278034j -0.0048828-0.0101327j 0.0164129+0.00116226j -0.00458092+0.0226774j 0.00246256+0.0392259j -0.00944476+0.00219835j -0.00514297+0.00377328j -0.0253653-0.00255085j -0.0103016+0.00788592j -0.00764428-0.0100732j 0.000197642-0.0504717j 0.0232997-0.0154616j -0.0126273+0.0499906j -0.0217442+0.0458867j 0.0119173-0.0120155j 0.0057857+0.00826832j -0.011806+0.0555598j 0.00511811-0.00697043j 0.0181456+0.0605516j -0.00391281-0.0359388j 0.00917066-0.0154134j 0.0109741-0.00473903j -0.0163029+0.0411767j 0.0586334+0.0543243j -0.0353564+0.0476847j -0.049391-0.00455896j -0.00619059+0.02658j -0.0144152-0.000834629j 0.0670021+0.060562j 0.0153143-0.070549j -0.0289156+0.0345218j 0.0149935-0.0288091j 0.0518934+0.0154085j 0.0685113-0.0556706j -0.0663869+1.66533e-15j 0.00199971+0.0245087j 0.05201+0.0330205j 0.0105307-5.99435e-05j 0.061412+0.095314j -0.0328431+0.00616226j 0.0281769-0.0625894j -0.0656342+0.048196j 0.0331298+0.0186644j -0.0401384-0.112113j 0.0398488+0.0354079j 0.0664707+0.0110357j 0.0586759+0.0122701j -0.0399914+0.0305848j -0.00602984+0.0687909j -0.00514765+0.0259735j -0.0171943+0.00529131j -0.105244+0.102474j -0.122958-0.0702668j 0.0788184-0.0690605j -0.021917+0.0222041j -0.128111+0.0256127j -0.0219242+0.0484683j -0.0815113+0.0500152j 0.0318577-0.0359426j 0.00015547-0.00957966j 0.0625292-0.00484738j 0.209803+0.168687j -0.0878112-0.117468j -0.0624028+0.0595345j 0.0402694-0.0268635j 0.117603+0.0297571j -0.0567973+0.109213j 0.0234402-0.0113723j -0.00433973-0.0672875j 0.0878272-0.227449j -0.0915123+0.100934j 0.000954878+0.0164113j 0.0145422+0.0111555j 0.0447783-0.0693435j -0.0124115-0.00538856j 0.00385563-0.031309j -0.0132136+0.0170866j 
-0.0105312+0.00519289j 0.0090479+0.00627698j 0.00186643-0.000833791j -0.0141142+0.000100783j -0.000893619-0.00468997j 0.0129895-0.0093501j 0.00267026-0.0028396j 0.00273952-0.010716j -0.044682+0.000672325j 0.0242237+6.05292e-06j -0.0233239-0.00494478j 0.0244397+0.00485127j 0.0533502-0.00149494j 0.0124745-0.00125527j 0.0117249-0.0159086j 0.00288251-0.00838629j -0.00744261+0.0032114j 0.00507448+0.000202364j -0.00253974-0.0123278j 0.00897381-0.00919944j 0.0045044+0.00862017j -0.00465264+0.0191893j -0.00577628+0.00956489j -0.00129851-0.000951642j 0.000181928-0.0203944j 0.0129284-0.000256444j 0.00828348-0.00100528j 0.0119905-0.0351703j 0.00907963+0.0183424j -0.0125319-0.00347101j -0.00691064+0.0110233j -0.00991728+0.037739j -0.00464415-0.00344098j 0.00994883+0.00632021j -0.00859254+0.00483208j -0.000903135-0.024129j -0.00175262-0.0216034j -0.0119158+0.0200244j -0.0126997-0.0238666j 0.000259577+0.00148634j -0.0193787-0.0171505j 0.00491779-0.0390914j -0.0169854+0.0374167j 0.0434184+0.016368j -0.0125971-0.00503204j -0.0175211-0.00359705j -0.00155308+0.0618193j -0.0219241+0.0125167j 0.00552376+0.014771j 0.01188-0.0188174j -0.00371089-0.0103704j 0.0864478+0.0312031j 0.0358362-0.0285578j -0.0110328-0.0375275j 0.00199971-0.0245087j 0.080306+7.70217e-15j -0.0149674+0.0223209j 0.00996111-0.0796986j 0.0604267-0.0401669j -0.0726801-0.103095j -0.00796811-0.0320188j -0.00694023+0.0381626j -0.11997-0.00625633j -0.0501489+0.00631249j -0.0600113+0.04363j -0.0563622+0.0462639j 0.0983248+0.000493624j -0.0337933-0.00536638j 0.0328987+0.0397822j 0.0132161+0.0413261j 0.010267+0.0833305j 0.14381+0.0359057j -0.148255+0.0177122j -0.0765342-0.0234279j 0.0753433+0.0951618j -0.0711449+0.141345j -0.0296299+0.0111333j -0.171633-0.039375j -0.0996356-0.103812j 0.128825+0.141006j -0.0577803+0.138527j 0.000365652-0.0684318j 0.142927+0.00402077j -0.0802041+0.11457j 0.0548097-0.173643j -0.0536082+0.184899j 0.0155778-0.125371j -0.0212374+0.0600179j -0.0430414+0.0773438j -0.0279227-0.00394301j -0.0128093+0.00757172j 0.0171201-0.00649838j -0.00815476-0.00605983j -0.0153593+0.00843101j -0.00555756+0.00729449j -0.000998058+0.010931j 0.00957973-0.0182698j 
0.00790308+0.00431942j 0.00284794-0.00638811j 0.00243568-0.00614899j 0.0173087+0.00440884j -0.0036293-0.00140289j 0.00733089-0.0184969j 0.0157127+0.00926339j -0.00581075-0.0115093j 0.0111277+0.0040274j -0.0136931-0.0272243j 0.0247859-0.00425511j -0.00312568+0.0280929j 0.0110123+0.0403158j 0.0120923+0.0173893j 0.00467916+0.0156171j 0.0213501+0.0192238j 0.0019573-4.34647e-05j 0.0110113+0.0145459j -0.0172981+0.00446364j -0.0140098-0.0131881j -0.0112854+0.00231289j -0.0139474-0.00137609j 0.00943194+0.00525468j 0.000427213-0.00531827j 0.0281994-0.00851191j -0.00221826+0.00151103j -0.025029-0.0166619j -0.0291712-0.0241037j -0.0279856-0.00230687j -0.0365117-0.00721296j -0.0263293-0.0079766j -0.00947166+0.00320611j -0.0559539-0.0471134j 0.00337567-0.00309654j 0.000900396-0.00314324j -0.0131925+0.00868086j -0.00475191-0.0293946j 0.0124233-0.00183118j 0.0371569+0.00975617j 0.032018-0.00243717j 0.0132869+0.00254385j 0.0120111+0.0282074j 0.0128252-0.0329298j -0.0375142+0.0176249j 0.0395132-0.0266086j 0.0155028+0.0256159j 0.048288-0.0107371j 0.0217537+0.0247064j -0.033891-0.0238952j -0.0127369+0.025473j -0.0278-0.035638j 0.00605793-0.0307593j -0.0194676-0.0125203j 0.0768259+0.0176726j 0.05201-0.0330205j -0.0149674-0.0223209j 0.0140401+1.23374e-14j -0.0573769+0.0854839j 0.0517193+0.0700975j 0.0657158-0.0651041j 0.00700566-0.0367316j -0.017735+0.111895j -0.0285077+0.0069817j 0.073323+0.0576109j -0.0676442-0.0789162j 0.00338645-0.0136347j 0.00729844+0.0722701j 0.0511943-0.122384j 0.0170334-0.0407948j 0.0473732-0.046128j -0.0251875-0.0569293j -0.0811148+0.160071j -0.0858154+0.0569163j 0.107848+0.00563906j -0.0267269+0.142226j -0.0755019+0.0831158j 0.184022-0.0740274j 0.0638111+0.0318743j -0.0723823+0.004099j 0.0254542-0.0269213j -0.209555-0.147821j 0.102027+0.126993j 0.0761817-0.0632376j 0.10475-0.0222372j -0.108465-0.0482222j -0.0550036-0.0191788j -0.0274031-0.0268466j -0.0143819+0.0136547j 0.0545139+0.0498678j 0.0281938+0.122857j 0.0333348-0.0324258j 0.00563311-0.00649732j -0.00867377-0.0330831j 0.000318634+0.0598076j 0.0198052+0.000146612j -0.0164746+0.000724009j 0.0063231-0.0015102j 
-0.0147538-0.0141813j -0.0154563+0.00557985j -0.00313365+0.000370823j 0.0078914+0.00502371j -0.0272246-0.00737526j -0.0122551+0.0143285j 0.00492922+0.00612052j -0.00844948-0.0105274j 0.00849005+0.0131882j -0.0306543+0.0115971j -0.00521533-0.0147857j -0.00673782+0.036706j 0.0131716+0.00961342j -0.00456105+0.00986351j 0.00190363-0.0196172j -0.0142599-0.00302556j -0.0202324+0.000579013j 0.00165898-0.00753817j 0.0152062+0.0112368j -0.00391135+0.0170731j -0.00782049-0.00568231j -0.00646475-0.0163188j -0.0184507-0.0268585j 0.0174671+0.00826591j -0.0120273-0.0148822j -0.010506+0.0157421j 0.0206589+0.016701j 0.019547+0.0404228j 0.0158277+0.0229128j -0.0467664-0.052386j -0.0330767+0.00668114j 0.0285632-0.0139478j 0.0276605+0.012233j -0.0065253+0.0331179j 0.0270646+0.0294738j 0.0191301-0.0117111j 0.00853024+0.000858275j -0.0153385-0.0280962j -0.00421862-0.0503622j -0.0178949-0.00983453j 0.0122854-0.00626492j 0.0323907+0.0164314j -0.016878-0.00900137j -0.00825716+0.0187472j -0.00413666-0.00608659j 0.00532973-0.0100957j -0.0406286-0.047013j 0.0432001-0.023174j -0.00523265+0.00261663j -0.0124606+0.0295684j 0.0142412-0.0287321j -0.0786765+0.031457j -0.0164464+0.0456566j 0.0190325-0.0440362j 0.0105307+5.99435e-05j 0.00996111+0.0796986j -0.0573769-0.0854839j 0.112737+8.22953e-15j -0.0159809+0.0164602j 0.0362807-0.0183911j -0.0638973+0.0707811j -0.0374384-0.0499039j 0.0471256-0.0782141j 0.0696561-0.0936j -0.0497984+0.0554354j -0.00428158-0.0414466j 0.082718+0.0893585j -0.0570416-0.119651j -0.0950343+0.105994j -0.0484868+0.0710312j -0.0728516+0.000559197j 0.124094+0.0644678j 0.0805905-0.0800697j -0.0863115-0.0732543j -0.0905459-0.103468j -0.216892+0.113894j -0.0466279-0.152556j -0.102662-0.0736955j 0.0662904+0.0229588j -0.046363-0.169393j -0.0994657-0.00531141j 0.0166957-0.032064j -0.0799834+0.078684j 0.108662+0.0508801j -0.0784746-0.0444181j 0.0248869+0.0259259j 0.0174527-0.0161825j -0.0169521-0.0418922j 0.0372358-0.0957982j -0.0190243+0.0632363j -0.0225869+0.014059j -0.00684292+0.0079963j -0.00950721+0.00715254j 0.00351334-0.0299277j 0.00440643-0.0680607j -9.19063e-05+0.00583832j 0.0121657+0.000496163j 
