-0.063857+4.89192e-15j -0.0182962+8.90183e-05j -0.0161914+0.00152304j 0.0309111-0.000648396j -0.0451954+0.00367672j 0.053148-0.00270419j 0.0118018-0.00437397j 0.042867+0.00062762j -0.0105586-0.00276666j -0.0144935+0.00271673j -0.0386599+0.00371578j 0.0416282-0.00424351j -0.141845+0.00690259j 0.233165-0.00358504j 0.0317046-0.00403242j -0.0296968-0.0117776j -0.301674+0.00947497j -0.0619187-0.00281493j -0.0747027+0.00715895j 0.0503111-0.00149154j 0.0470756-0.00758196j 0.00675215-0.00223768j -0.00915914+0.00633042j 0.00368188+0.000471028j 0.021606+0.00387707j -0.0333048+0.00514758j -0.0295803+0.00241423j -0.0105389-0.00230759j -0.0219175+0.00358027j 0.00804806-0.00663008j -0.0415558+0.0127871j -0.00849411+0.00185425j 0.00719665-0.00645952j -0.0206389+0.00211347j -0.0875248+0.00901527j 0.0981633+0.0220301j 0.0548267-0.000205379j -0.00804996-0.0258374j -0.0465656+0.0226283j 0.0228916+0.000310724j 0.0122213-0.00305607j -0.0062141+0.0130495j -0.0539849+0.00820533j 0.00552935+0.0129927j -0.000988675+0.00641297j -0.0239604-0.0041472j -0.0110566+0.00975516j -0.0107301+0.0104219j 0.0259605+0.000543823j -0.0294673+0.000931748j -0.01036+0.00251192j 0.0176373-0.00852466j 0.0176973-0.00801094j 0.00801745-0.0176453j 0.00699249+0.0101925j -0.0105312-0.00519289j 0.00790308-0.00431942j -0.0147538+0.0141813j 0.0207022-0.00103052j 7.28565e-05+0.00840221j -0.00523117-0.0103617j 0.024892+0.00896112j 0.0157262-0.00213812j 0.00042353+0.0158612j -0.00052262-0.0068757j -0.0170076-0.00883393j -0.00850071-0.00567239j 0.012549+0.00568834j -0.00481309+0.00160404j 0.00834779-0.0017133j -0.0122682+0.000750626j 0.0279336+0.00473151j 0.00047984+0.00706968j -0.0104175-0.000164657j 0.0148678-0.00383634j -0.00131324+0.00336385j 0.014077-0.00540546j 0.00891003+0.0124727j 0.00715803+0.000189152j 0.00647764+0.00238482j -0.0134405-0.000927501j 0.00165513-0.00084407j 0.0292655+0.0108636j 0.0228755+0.00912416j 0.00652467+0.00687143j 0.0202511+0.0110075j 0.004591-0.0172449j -0.0192737-0.0453109j -0.0224942-0.00578349j 0.0164036+0.0243645j -0.0245294-0.0192016j -0.0529336+0.372097j 0.159338-0.00672288j 0.015968+0.0353335j 0.00461926+0.0782853j 0.0657515-0.0434712j 0.336047+0.0955986j 
0.004591+0.0172449j 0.0151103-0.0237347j 0.00585757+0.0742556j 0.00356566+0.0563456j 0.0123894+0.0275007j -0.0221734-0.095554j -0.0138421-0.037817j 0.000164753-0.0129197j 0.00880926+0.0130426j -0.00548772+0.0105027j -0.0139772-0.00355282j -0.0169944-0.0207528j 0.0217487+0.0206698j -0.0206894-0.0367724j 0.0149119+0.0100187j 0.00924943-0.0376042j 0.0264249-0.00167427j -0.0642122+0.104799j -0.0983429-0.222267j 0.0705772+0.0856854j 0.00798214-0.00491356j 0.0308856-0.0101986j 0.0945464-0.041627j 0.0276337+0.0206689j 0.0377333+0.042723j -0.00601796-0.0201644j -0.0116505+0.00426203j 0.0125556-0.00687979j -0.0117782+0.000286445j -0.0343272+0.00451395j 0.0160571-0.0159105j -0.00145665-0.00467661j -0.0171527+0.0501432j -0.0097248-0.00329334j -0.0232858-0.0373425j 0.0289095+0.00972566j 0.0174389-0.0993331j -0.0324692+0.0510539j -0.0081381-0.000802581j 0.0637362+0.131186j -0.0605313-0.000436887j -0.0367113+0.167856j 0.0128417+0.0266929j -0.0883788+0.0477642j -0.00294348+0.109443j -0.342953+0.0690793j 0.0808811+0.002902j 0.0214716-0.00101806j -0.037978+0.0599919j 0.0908768-0.0507568j 0.0190496-0.0546594j -0.0890233-0.0845857j 0.0340187+0.0533471j -0.00427473+0.0154067j -0.0567973-0.109213j 0.0155778+0.125371j -0.0274031+0.0268466j 0.0174527+0.0161825j 0.00599288-0.0906778j 0.00553597-0.00394333j -0.0240473+0.0405807j 0.0457592+0.0107277j -0.0150604-0.00288148j 0.0186976+0.0345691j -0.0256208-0.0355064j -0.00240536-0.0190297j -0.0345138-0.0171292j 0.03417+0.0207308j 0.0110016-0.0116426j 0.00215101+0.0305011j -0.00270166-0.0051426j -0.00134063+0.00402783j 0.0159031-0.00577783j -0.0293409-0.0139407j 0.00561492+0.00394135j 0.000471858+0.0204117j -0.0160594-0.00444834j -0.0088376-0.0129043j 0.00383937+0.021828j -0.00799548+0.000313149j -0.00467903-0.00415894j 0.0278059-0.00723111j 0.0147302+0.0077699j -9.2392e-05-0.0206784j -0.0117041+0.00553519j 0.00487826+0.0131458j 0.0146215-1.16226e-16j -0.00572882-0.00012803j -0.0171061+0.00789787j 0.00420668-0.0153608j 0.00110887+0.00315227j 0.00847304+0.000428586j -0.000831758+0.00355314j -0.00581024-0.000565788j -0.00144149+0.000627125j 0.000578648+0.00711407j 0.00200215-0.00932101j 
-0.0192737+0.0453109j 0.0118189+0.0310598j -0.0127328+0.0299213j -0.0278626-0.0860344j -0.0158896-0.00659705j 0.0186378-0.00772049j 0.022412+0.0020447j 0.00714652-0.020931j 0.00355025+0.00614661j -0.00123248-0.0130048j -0.00695741-0.0209446j 0.00629292-0.00249482j -0.00945128+0.00363116j 0.0193226-0.0190865j -0.0114022+0.0249783j 0.051204+0.0109447j -0.0142901+0.0394314j -0.128337-0.274311j 0.0665661-0.142863j -0.0602481-0.0313307j -0.054572-0.0417621j -0.0423106+0.0161091j 0.0134764+0.010444j -0.022305+0.00781714j -0.0261716+0.0352588j 0.0234305+0.000914472j 0.0198518-0.0145919j -0.00543093-0.0237222j 0.0156657-0.00341415j 0.00282583-0.0261866j 0.0232248+0.0226005j 0.00710634-0.000228052j -0.0103711+0.0104821j 0.00315016+0.00526135j 0.0275334-0.0164182j -0.00445851+0.0868245j -0.0120954+0.0096177j -0.0294302+0.089816j 0.0296918-0.0143503j -0.0427371+0.073843j -0.0745075-0.136589j 0.0110284+0.103862j -0.00148933+0.179961j 0.156-0.0718954j -0.0342373-0.0581933j -0.0978964-0.028315j -0.0723312-0.0366595j -0.135656-0.0128191j -0.233519+0.0243297j -0.15247+0.0455464j -0.0635145+0.0218519j -0.0400926+0.100174j -0.0373988+0.0396679j 0.0132699-0.0364588j 0.0234402+0.0113723j -0.0212374-0.0600179j -0.0143819-0.0136547j -0.0169521+0.0418922j 0.00587535+0.0386582j -0.0134765-0.00179588j 0.0154412-0.0309878j -0.0127067-0.000613263j 0.000741113-0.00126379j 0.00374638+0.0568308j 0.00343466+0.00643523j -0.0151614+0.00526667j 0.00456996+0.00454946j 0.0285178-0.0160844j 0.0221812+0.0117057j -0.00710632-0.0026158j 4.18874e-05+0.0156777j 0.000551131-0.0175796j -0.00319356+0.00580812j 0.0172574-0.0037324j -0.00619928+0.00207022j -0.0144324-0.0153891j -0.00342714-0.00249915j 0.0214193+0.00859219j -0.00192915+0.0010662j 0.00586992-0.0108285j 0.0137276-0.00686498j -0.0122297+0.0159022j -0.00624646+0.00672812j -0.00124033-0.000724679j -0.00968762-0.0037015j 0.0056787-0.0051334j -0.00572882+0.00012803j 0.00067023+2.77556e-17j -0.00121882-0.0102905j 0.00552732-0.00971437j -0.00320412+9.19807e-05j 0.000245198+0.00158553j -0.00855196-0.000568355j -0.001105-0.00760761j -0.0076648+0.00198125j -0.00341352+0.00888165j 0.000914678+0.00757651j 
-0.0224942+0.00578349j -0.00765068-0.0115247j 0.00576155-0.0324601j 0.0211041+0.104374j 0.0136884+0.05231j -0.0167468+0.0308138j 0.0216704-0.0134361j -0.0125061-0.018366j 0.0132561-0.0270275j -0.013288-0.00960011j -0.00944628+0.0243645j -0.00547415+0.0044818j -0.0114533+0.00454316j 0.00491442-0.0292224j -0.00309124+0.0214975j 0.00178479-0.0160445j -0.0152693+0.00830078j 0.0266477+0.133449j -0.0118007-0.0289776j 0.0509737+0.0529394j -0.121762+0.025141j -0.117283+0.0567748j 0.0479245-0.0318511j -0.0161756+0.00558527j -0.0189008+0.0130534j 0.0108315-0.0227011j 0.0630433-0.025755j -0.000237889+0.000535192j 0.0235853-0.0143069j 0.0266414+0.00537669j 0.0343692-0.0362296j 0.0200405-0.00864126j 0.0071829+0.0192019j -0.0206929+0.00297137j 0.0308688-0.0420522j -0.0439101+0.0120277j -0.00577706-0.0454312j -0.0297044-0.0387185j 0.0004446+0.0189522j 0.0698604+0.0184094j 0.0247559-0.000406926j 0.115532-0.0134105j -0.00491219-0.0379124j -0.01634+0.107954j 0.207319-0.0220193j -0.0375271+0.0548664j -0.232084+0.0392502j -0.0833094+0.0833508j 0.0308203-0.0602535j 0.00565685-0.0607095j 0.00620621+0.00989714j 0.111787+0.239644j -0.0164898+0.144229j 0.0879434-0.167579j -0.00433973+0.0672875j -0.0430414-0.0773438j 0.0545139-0.0498678j 0.0372358+0.0957982j 0.0716489+0.0677127j -0.0728315+0.0661428j -0.0320249-0.0735969j 0.0360488-0.0360924j 0.0532706+0.0346026j 0.0723044+0.0881561j 0.0424595+0.0110423j -0.0233571+0.0184195j -0.0343876+0.00270417j 0.0651453-0.0175583j 0.0319058+0.00830612j 0.0161352+0.00411497j 0.022624+0.0541363j 0.0347239-0.0181685j 0.0127762+0.00750476j -0.0154059+0.015819j 0.0203935+0.00987126j -0.0414807-0.0213643j -0.0134275-0.00494057j 0.0364336+0.010336j 0.0156438+0.00721825j -0.0225501-0.0227168j 0.0246505+0.0252237j -0.000740625+0.00129487j 0.0337994+0.00938042j -0.00373381+0.000431753j -0.024409-0.000363098j 0.0280582-0.00588112j -0.0171061-0.00789787j -0.00121882+0.0102905j -0.0321572+2.28983e-16j -0.000709866-0.00718848j 0.00761488+0.011906j -0.00110329-0.00261636j -0.000423664-0.00401408j -0.020564-0.00360505j -0.0172197+0.00408773j -0.01301+0.00335974j 0.0058354+0.000461469j 
0.0164036-0.0243645j -0.0388323+0.0234989j 0.00445281+0.0156355j -0.00928989+0.0317752j -0.017492+0.0504612j -0.00533207-0.0327259j -0.00625806+0.0389202j 0.0122331-0.0166789j 0.00862989+0.00469143j 0.00624675-0.0395615j -0.0030506-0.0288654j 0.00446239-0.0324252j 4.95101e-05-0.0147346j 0.00958541+0.0346076j -0.000277192-0.0143606j -0.0217572+0.0411908j -0.00477488+0.0136617j 0.0216499-0.000995804j -0.00539382-0.0152825j -0.0320967-0.00498574j -0.1489+0.0614273j 0.18786-0.0499714j -0.0164795+0.00726788j -0.0209195+0.0168393j -0.0573534+0.030214j -0.069155+0.0242142j 0.00168567+0.0107211j 0.0228804-0.0082145j -0.0346756+0.0151595j -0.0174271-9.28403e-05j -0.0210499+0.0236482j -0.0146287+0.00804894j -0.0191544+0.00480499j -0.0181959+0.00148255j -0.0152415+0.0172487j -0.0280194+0.0137308j -0.0695592-0.0106403j 0.00913289+0.0223855j 0.0210432+0.0180947j 0.0359031-0.0397753j 0.00958204-0.0394406j 0.0515509+0.0386904j 0.059453-0.0287291j -0.0382442+0.0291931j -0.0949251-0.0123413j -0.0894355+0.0423504j -0.181175+0.089595j 0.150349-0.0320551j 0.0716831+0.133693j -0.185728+0.14758j -0.0104233-0.0901578j 0.0399784-0.105406j 0.0962961+0.113455j -0.132846-0.0583409j 0.0878272+0.227449j -0.0279227+0.00394301j 0.0281938-0.122857j -0.0190243-0.0632363j -0.0164997-0.0967062j 0.0490888+0.0337263j -0.100256-0.109664j 0.00657051+0.014755j -0.039471+0.0413081j 0.0132634-0.0750417j -0.0506252-0.0836793j 0.026289+0.0580422j -0.016821+0.0233921j -0.0374957-0.0382095j -0.0260917-0.0460836j -0.00709604+0.000810452j 0.00496606-0.0129186j -0.0384948-0.048455j -0.0213156-0.0225428j 0.00143558+0.0280263j -0.00420726+0.00766905j 0.0208824+0.0217379j -0.0106024-0.0272749j -0.0043463-0.02139j -0.0248-0.0219126j -0.0043794+0.0188403j 0.0120485+0.00155017j 0.00613096+0.00952312j 0.00969511-0.00923002j -0.00574042-0.00700788j 0.000758368+0.00518268j -0.0104365+0.000265774j 0.00420668+0.0153608j 0.00552732+0.00971437j -0.000709866+0.00718848j 0.0165458+1.38778e-17j -0.00829522-0.00676119j -0.00346181-0.00828248j -0.00191053-0.00176039j 0.0144172+0.000407101j -0.00457691-0.00591863j -0.00773739-0.00562826j -0.00807305+0.00168178j 
-0.0245294+0.0192016j -0.0116629+0.0388782j 0.00576487+0.0421615j -0.00742001-0.0399355j 0.0085832-0.0176885j -0.0274059-0.000193048j -0.00412835+0.00095745j 0.00584097-0.0247477j 0.01008-0.00578926j -0.00941937-0.0123875j -0.0191532-0.00764534j -0.0190302+0.0127012j 0.012868-0.0337689j -0.00271568+0.0112938j 0.00606034+0.00484527j 0.00256637-0.0103119j -0.00678891+0.0402451j 0.0150689-0.0444924j 0.048242+0.05549j 0.201275-0.0867998j -0.0713861+0.00707508j 0.0313921-0.0079107j 0.123764-0.0192173j -0.0273158+0.0026905j 0.0286927-0.0260873j -0.00266745+0.00943368j -0.0139225+0.00858564j -0.022418+0.0103994j -0.00079255+0.00590516j -0.0215671+0.00583059j 0.0404677-0.006557j 0.00937399-0.00164423j -0.0307753+0.00937061j -0.0207336+0.0153167j 0.0153255+0.0198648j 0.0204514-0.0193876j 0.0614014+0.0184425j -0.0631351-0.0232553j -0.00271252-0.0102948j -0.14623+0.0445376j 0.0168257-0.0199417j -0.21864-0.0390311j 0.0659736-0.0558935j 0.024704-0.194455j 0.105572-0.0039864j 0.0169647-0.0655513j -0.10965+0.04479j 0.162905-0.103616j -0.12541-0.0731431j 0.071537-0.15984j -0.0966777-0.150187j 0.0466113-0.0177646j 0.0558342+0.260783j -0.0278482-0.0278163j -0.0915123-0.100934j -0.0128093-0.00757172j 0.0333348+0.0324258j -0.0225869-0.014059j -0.0282631-0.0478883j 0.0148874+0.0450377j 0.0157172-0.0684621j -0.0335826-4.53055e-05j -0.0114283-0.0023181j -0.0254649+0.00452468j 0.00475509-0.050434j 0.00275754-0.0140941j -0.00591004-0.0215887j -0.00295322+0.0180177j -0.00550533-0.0105972j 0.000235891+0.0211549j -0.00192925-0.00743542j 0.0167174+0.0261818j 0.00955079+0.0342381j -0.026828-0.0302824j 0.0126893+0.00557678j 0.00205994+0.0138042j 0.0356055+0.0128125j 0.0143726-0.00847743j 0.00123969+0.00319812j 0.0135966-0.00495147j -0.0309435-0.00312251j 0.0199212+0.0178731j -0.0135423+0.00990678j 0.00121748+0.0053103j 0.0198383+0.0151827j 0.00960385+0.0188354j 0.00110887-0.00315227j -0.00320412-9.19807e-05j 0.00761488-0.011906j -0.00829522+0.00676119j -0.0260581+2.01228e-16j 0.00448779+0.00704602j -0.00143269-0.00479799j 0.00604339-0.00669148j 0.00164927-0.00491081j 0.00647883-0.00111807j 0.0071703+0.00460831j 
-0.0529336-0.372097j -0.160514-0.00511011j 0.0303208-0.00311128j 0.0326636+0.0394441j 0.00894931-0.0626238j -2.57929e-05+0.0109433j -0.0342308-0.0407336j 0.0194891+0.0192192j -0.0297592-0.0233418j 0.0105088-0.0220346j 0.0102229-0.0495565j -0.0205834+0.00204627j 0.00926359-0.0560949j 0.0300264+0.0921162j -0.0290124+0.0257342j 0.038216-0.003554j 0.0201685+0.22528j 0.0455116+0.0204229j -0.0168288-0.0297562j 0.0057556-0.0216271j 0.0401185-0.0203094j -0.0135374+0.0276419j -0.000584151-0.00826774j -0.00382249-0.0122235j -0.0122733-0.00836307j -0.00977624+0.0160614j -0.00368661-0.0156695j 0.00477205-0.0104085j -0.00566439+0.00562248j 0.0222079+0.000952533j -0.016702+0.0229433j 0.00313541+0.0059034j -0.00230641-0.0130094j -0.0101114+0.0104884j -0.00504209+0.0345348j -0.00696637+0.0315006j -0.122613+0.0776857j 0.109612+0.0583768j 0.0539922-0.0161611j -0.292526+0.0568183j -0.0125595-0.105445j 0.0968461+0.0139908j -0.0738532-0.0458968j -0.0559332+0.0531758j 0.0506823-0.0290294j -0.054852+0.0136442j 0.0403029-0.0242388j -0.0017658+0.0194515j -0.0288584-0.0441824j -0.0246435-0.0313443j 0.00636741-0.0136924j 0.0114333-0.0117591j 0.00163257-0.0296099j 0.00626297+0.00130609j 0.000954878-0.0164113j 0.0171201+0.00649838j 0.00563311+0.00649732j -0.00684292-0.0079963j 0.00224943+0.0151021j -0.00363447+0.00348749j 0.0121805+0.00492784j -0.0119374-0.00938994j 0.00254477+0.00301894j -0.00160617+0.0068297j 0.0070313-0.00190232j -0.00178188-0.00289632j -0.00914939-0.00255963j 0.00614752+0.00804422j 0.00153519+0.00660413j 0.0105529+0.00471928j 0.00112242+0.000716307j 0.000256182-0.00570409j -0.00136398-0.0086987j -0.00543434+0.00766418j 0.00640273+0.000750381j -0.00419609-4.37793e-05j 0.000119133+0.0016046j -0.00696354+0.00611992j 0.00247725-0.00391017j -0.00973317+0.0055531j 0.00152912+0.000990738j -0.00636522-0.00701314j 0.00445325-0.00561017j -4.42104e-05+0.00498497j -0.00510332-0.00186123j 0.00179835-0.00292407j 0.00847304-0.000428586j 0.000245198-0.00158553j -0.00110329+0.00261636j -0.00346181+0.00828248j 0.00448779-0.00704602j -0.0129076-3.64292e-16j 0.00468762-0.000630738j -0.00290935+0.00348647j -0.000903016-0.00405777j -0.00252804-0.00579654j 0.00244528+0.00256101j 
0.159338+0.00672288j -0.0497323-0.37047j 0.0250595+0.0604047j -0.0268606-0.0106579j 0.039173+0.0245534j -0.0152951+0.00978953j 0.00345026-0.0441064j -0.00342296+0.0370715j 0.00153446-0.0520541j 0.0157125+0.0312492j 0.0258534+0.0374358j -0.0143494-0.045368j 0.0363083+0.0415934j -0.0335517+0.0509386j -0.0172329-0.103882j 0.0217296+0.209386j -0.0457265+0.0122786j -0.0253841-0.0282263j -0.0366454-0.031425j 0.042441-0.0191253j -0.00307451+0.0310348j -0.026612+0.00514058j 0.0188891+7.41035e-05j 0.0126153-0.0126361j 0.0221505-0.0239431j -0.0100293-0.00961311j 0.0125738-0.00938581j 0.00362527+0.000515885j -0.000820054-0.00876123j -0.00684493+0.0254549j -0.00590024-0.0131441j -0.00202935+0.00591232j 0.0153236-0.0156479j -0.00702933-0.0169304j -0.0219361+0.0170352j 0.0438919-0.0545574j 0.0807119+0.0637097j 0.135154-0.0657918j -0.0794621-0.0178663j -0.012301-0.0893685j 0.29424-0.0514408j 0.0633395+0.0594616j 0.0906563+0.00386801j 0.0616176-0.0420057j 0.00966593-0.00532187j -0.0310991+0.0612111j 0.0159005+0.0265847j -0.020216+0.0344501j -0.0322703+0.00340313j -0.00776493-0.00527622j -0.0101387-0.0138494j 0.0193703+0.0254473j 0.0296229+0.0265519j -0.0127813+3.8509e-05j 0.0145422-0.0111555j -0.00815476+0.00605983j -0.00867377+0.0330831j -0.00950721-0.00715254j -0.0166299+0.00349168j -0.00100148+0.00638756j 0.0180583-0.000352175j 0.00481214-0.0100323j -0.0043403-0.00493169j -0.00944614+0.00459637j 0.00454217+0.0049403j -0.0079647-0.00331375j 0.00915156-0.0115182j -0.0100365-0.00115313j -0.00492106-0.00521691j -0.00226213+0.00821181j -0.00266845+0.0100479j 0.0102816+0.00948622j 0.0011276+0.00269398j -0.00233387-0.00560053j 0.00367802+0.00674763j -0.000596933+0.00205629j 0.00629059+0.0059117j 0.00620353-0.00397703j 0.00446414+0.00728146j 0.00460469-0.00818722j -0.0101843+0.00825139j -0.0026693-0.00353275j 0.0014527+0.00877299j -0.000782217+0.0021916j -0.000191582+0.000498838j 0.00473313-0.00524643j -0.000831758-0.00355314j -0.00855196+0.000568355j -0.000423664+0.00401408j -0.00191053+0.00176039j -0.00143269+0.00479799j 0.00468762+0.000630738j 0.0125953-1.48076e-14j -0.00139263+0.00505905j -0.00159704+0.00206957j -0.00173094-0.00258645j -0.00170278-0.00572894j 
0.015968-0.0353335j 0.000403544-0.0635547j -0.0576709+0.0414347j -0.0208847-0.084445j -0.0299592+0.00747396j 0.0559861-0.0215656j 0.031592-0.00717619j 0.0126126-0.00118503j -0.000147028+0.000674879j 0.00506798+0.0039144j 0.0113071-0.00133035j 0.0280423-0.0192826j -0.0227289+0.0279409j 0.0205445-0.0157217j -0.010652-0.00693626j 0.00159919+0.0418971j -0.0374892-0.0103313j 0.106245+0.0249531j 0.275611-0.0796821j -0.0908904+0.0173996j 0.0223293+0.0132619j -0.00408748-0.00625652j -0.00865678+0.0103019j -0.018216+0.00317586j -0.0676146+0.0164567j 0.00459467-0.0114023j 0.0121753-0.00500637j 0.0218594-0.00406905j -0.00102922-0.0061396j 0.0223892-0.00346048j -0.017382-0.00836576j 0.000670589-0.00219938j -0.0340633+0.00382013j -0.00208231-0.0121074j 0.0357565-0.0298746j -0.0732408+0.00344089j 0.0752142-0.0521165j -0.105412-0.0569434j -0.0043065+0.0270252j -0.0830923+0.0243924j 0.155386-0.0694725j -0.175722+0.0568905j -0.1635-0.0520399j -0.0990326+0.111439j -0.0354678+0.0291319j -0.0939233-0.337395j 0.00705864+0.0521727j -0.0735055-0.124161j 0.056875-0.124192j -0.0391239-0.0829145j 0.0131732+0.0267348j -0.0048726-0.0766009j 0.00165888-0.0788621j 0.0123112-0.0352475j 0.0447783+0.0693435j -0.0153593-0.00843101j 0.000318634-0.0598076j 0.00351334+0.0299277j 0.0341631-0.00368184j -0.000745304-0.0102007j -0.0347432+0.0033136j 0.0437311+0.0128302j 0.0127622-0.00325832j 0.0118333+0.0210294j -0.0109227-0.00828341j -0.00289415-0.00239404j -0.00232604+0.0082471j 0.02329+0.00457712j 0.0116447+0.0131102j 0.001757-0.0069664j 0.00243781+0.00597405j 0.00391321-0.0216361j 0.0010985-0.00865803j 0.00617698+0.0263321j 0.000542049-0.00927775j -0.0061174+0.000325374j -0.0118432-0.0280792j 0.00658921+0.00262758j -0.000658465-0.00102926j -0.00671523+0.00539572j 0.0200795+0.0180304j 0.00317271-0.000264927j 0.0147449-0.000102773j 0.00819684-0.00785593j -0.0179563-0.0106082j -0.00400774-0.00845559j -0.00581024+0.000565788j -0.001105+0.00760761j -0.020564+0.00360505j 0.0144172-0.000407101j 0.00604339+0.00669148j -0.00290935-0.00348647j -0.00139263-0.00505905j -0.00807586-6.93889e-18j -0.0109195+0.000325353j -0.0133321-0.000676332j 0.00551638-0.000769849j 
0.00461926-0.0782853j -0.00398294+0.0488773j -0.00474529+0.040824j -0.115105+0.101477j -0.036106+0.0411945j 0.0235959-0.0470494j 0.019571-0.0438184j 0.00909812-0.00115624j 0.00524857-0.013846j -0.00104548+0.00557493j -0.0130877+0.00543846j 0.00465798-0.0214751j -0.00318219+0.020881j 0.0157677-0.00766187j -0.00681121-0.00176555j 0.0587006+0.00931921j 0.0185096+0.0264991j -0.326336+0.0982798j 0.0813626+0.0192405j -0.121703+0.0332115j -0.033182+0.00905261j -0.00656673+0.0289929j 0.0170397-0.0142405j -0.0146887-0.00373203j -0.0200896+0.0147488j 0.023372-0.012958j -0.00644923-0.0224654j -0.0199633-0.00997757j 0.00321703-0.0114642j -0.00848894+0.0167981j 0.0335836-0.0112285j 0.00747086+0.00395714j -0.0234008-0.000740636j 0.00385041-0.0229319j 0.0351098-0.0153844j 0.0507913-0.0199787j 0.103167+0.0443679j 0.0726622-0.0623303j -0.0292948-0.0298785j -0.0985261+0.0651635j -0.0708081+0.0306271j -0.0176739-0.0674302j 0.148587-0.056292j -0.150926-0.232328j -0.121195+0.106857j 0.06162-0.164333j -0.0585332+0.0118706j -0.0489755-0.00895429j 0.0774483+0.238319j 0.0645182+0.0979894j 0.00108514+0.0839487j 0.0468301+0.0505716j 0.0178796-0.0347812j 0.0440984-0.00170568j -0.0124115+0.00538856j -0.00555756-0.00729449j 0.0198052-0.000146612j 0.00440643+0.0680607j 0.0375653+0.0492937j -0.0144004-0.00567176j -0.0122567-0.0346251j 0.0237757+0.0510061j 0.0136815+0.0281934j 0.0413258+0.0499493j 0.00511153-0.00544934j -0.000579728+0.0013601j -0.00944517-0.00747566j 0.00902978+0.00688022j 0.0109067+0.00292803j 0.0165833+0.0124651j 0.00714178+0.0138799j -0.00127064+0.00218211j -0.000455819+0.00147075j -0.0114171+0.00127403j 0.0159333+0.00851377j -0.0111903+0.00129029j 0.001423-0.028354j 0.00650111-0.00138438j 0.00985117+0.000973165j -0.0111598-0.0036785j -0.0073334+0.00965552j 0.0140698+0.0108798j 0.019108+0.0170004j 0.00294804+0.0030679j -0.0161041-0.00766366j -0.00626832-0.00372934j -0.00144149-0.000627125j -0.0076648-0.00198125j -0.0172197-0.00408773j -0.00457691+0.00591863j 0.00164927+0.00491081j -0.000903016+0.00405777j -0.00159704-0.00206957j -0.0109195-0.000325353j 0.00295952-1.38778e-17j 0.00321808-0.000401996j 0.0122567+0.000520867j 
0.0657515+0.0434712j 0.333816-0.0897704j -0.0702034+0.0154938j -0.00678798+0.00335488j -0.0234733-0.00953865j 0.0025323-0.0035138j 0.0631798-0.0184955j -0.0444477+0.0051762j 0.0620734-0.0096012j -0.0325143-0.00765473j -0.0326527-0.0190723j 0.0601527-0.00182226j -0.0478647-0.0187088j -0.0700887+0.0313929j 0.11885+0.0197266j -0.249133-0.0111478j -0.0457558+0.11884j -0.0124461-0.00826428j 0.0543444-0.0108998j -0.0020814+0.00858313j -0.0195964+0.00835524j -0.0146633-0.00255817j -0.000315466+0.00640586j 0.0119538+0.000996372j 0.0124612+0.00632784j 0.00845598-0.0128336j 0.0152299-0.00429603j 0.00558476+0.00197203j 0.00879774-0.00531005j -0.024695+0.00393861j 0.00517835-0.00843295j -0.00891128-1.46127e-05j 0.0217346+0.00642047j 0.0227843-0.00600201j -0.0268192-0.00978289j 0.0646911+0.0814582j -0.175208+0.129895j 0.13225+0.254279j 0.0651114-0.100146j -0.0704304-0.0620574j 0.0264141+0.328881j -0.0500738+0.0613989j 0.0012269+0.0263783j -0.0287036+0.0143088j -0.00221191-0.0159282j -0.0183857-0.0866546j -0.022992+0.0212811j -0.0323147-0.0311244j -0.0100978-0.0022164j -0.00082472-0.0259823j 0.00303447-0.00514817j 0.0140176+0.0269748j 0.01569+0.020062j 0.0059765-0.0225657j 0.00385563+0.031309j -0.000998058-0.010931j -0.0164746-0.000724009j -9.19063e-05-0.00583832j 0.00116361+0.00428085j -0.00293304+0.00740221j 0.00822874+0.00774059j 0.00526363+0.0180419j 0.00604055-0.00383103j 0.00253843+0.00934839j 0.00287562-0.00706779j -0.000299289-0.0121236j 0.00434655+0.00970712j 0.00381057-0.00805811j 0.00586269+2.60809e-05j 0.00336065+0.0055747j -0.0024844+0.00526284j 0.00115567+0.0075213j 0.00301821-0.00321693j -0.00621839+0.00724343j 0.00477345+0.00721335j -0.00757352+0.00362074j 0.00277045+0.00269345j 0.00292173+0.00993766j 0.00565738+0.00835754j -0.00484758+0.00436023j -0.00775384+0.00010194j 0.00524224-0.0022926j 0.0068298+0.00981174j -0.00192534+0.00359928j -0.0065044-0.00600345j 0.00495928-0.00476804j 0.000578648-0.00711407j -0.00341352-0.00888165j -0.01301-0.00335974j -0.00773739+0.00562826j 0.00647883+0.00111807j -0.00252804+0.00579654j -0.00173094+0.00258645j -0.0133321+0.000676332j 0.00321808+0.000401996j 0.00538118-8.32667e-17j 0.00849407+1.50233e-05j 
