-0.00261501+0.0116698j 0.0128223+0.00175378j -0.0148175+0.00592851j 0.00169938+0.0207054j 0.00877524+0.00283467j 0.00339344-0.019758j -0.0138433+0.00731836j 0.00444025-0.0132467j 0.0195702+0.0220124j 0.00114014+0.0133071j -0.00206354-0.0274517j 0.00409774-0.0226297j 0.0105314+0.023939j 0.0101235-0.00912424j -0.00479299-0.00932434j -0.0158708-0.0129568j -0.0106047+0.00368786j 0.00221778+0.0113864j -0.0018818+0.00879128j -0.0378132-0.00086719j -0.0116545+0.0129051j 0.0108197+0.030346j -0.00604234+0.0180424j -0.0171072+0.0062298j 0.0165023+0.0110487j 0.00179892+0.00674563j 0.00760098+0.00831894j 0.00453309+0.00348513j -0.00144383-0.0107146j 0.00236349+0.0037245j -0.0134613+0.00623131j -0.00435313+0.00374136j 0.00261688+0.00941203j -0.000773655-0.00131483j 0.00139382+0.00853808j 0.00257935+0.00569229j -0.00849464+0.00563717j 0.0074011-0.00737961j -5.10992e-05-0.00318317j -0.000801578-0.0108696j -0.00349516+0.00455975j 0.00246934-0.000167596j 0.0114289+0.00387548j -0.00485179-0.00754971j -0.00319003-0.00222177j 0.0124414+0.00496441j 0.000617433+0.000696186j -0.00804281+0.0128959j -0.00194601-0.000527769j 0.00940893-0.00697873j -0.00860335-0.0104615j -0.00313344+0.0124685j -0.00861239+0.00422131j 0.000750846+0.00759989j 0.00600963-0.000362443j 0.00760689-0.00654768j 0.000843342-0.00411827j -0.00618153-0.00464845j 0.00731542-0.00592887j 0.00939324+0.000435661j 0.01524+0.00484472j 0.00214801+0.000828597j 0.00791788+0.00484114j 0.00429216+0.00546492j -0.00225301-0.000649167j 0.00480994+0.0117513j 0.0011445-0.0062293j -0.00152571+0.0147605j -0.000959949-0.0106293j 0.00195042+0.00106863j 0.00998264-0.00639661j 0.00110667+0.00265557j -0.00185282-0.00279681j -0.000355167+0.00742058j -0.00539116-0.0016004j 0.0088213+0.00455451j 0.00398846-0.000928838j 0.00772006+0.00297352j 0.00245698+0.00137851j -0.0119126-0.00300589j 0.000725456+0.00300789j 0.00833907+0.00661982j -0.00251042+0.00441016j -0.00871827-0.00506052j -0.00218975-0.000488594j -0.00144033+0.00518769j 0.00498882+0.00307132j -0.00614509+0.00548982j -0.00220427-0.00953954j -0.00218956+0.0132577j 0.0106214+0.00414054j 0.0013875+0.00700408j 0.00972754+0.00772974j -0.0301314-0.0149689j 0.0162616-0.0369649j 
-0.00420668-0.00313484j 0.00964033+0.00711513j -0.000938569-0.0110949j 0.00848874+0.00284881j 0.00183889-0.000809884j 0.00384596+0.00582428j -0.00699431-0.024082j -0.00568307+0.00458214j 0.00429976+0.0101132j 0.00485983+0.00184857j -0.00559333+0.00845902j 8.55964e-05+0.0195226j 0.00270671-0.00124934j 0.00582153-0.000617663j 0.00397122-0.0175275j 0.00563303-0.0102555j -0.0130671-0.0104506j -0.00106959+0.0131393j -0.00415638-0.00611037j -0.00345522-0.038145j -0.00722967-0.0228947j 0.00809578-0.00808288j 0.000530328-0.00861512j -0.00430036-0.0163337j 0.00308588+0.0111682j -0.00509134-0.00576376j 0.00849972-0.000544289j 0.00139239-0.00533877j -0.00175189-0.00377498j 0.00310445-0.00266437j -0.00140562-0.00071913j -0.00556939+0.00158994j -0.00158065+0.00424052j -0.00288072-0.00166301j 0.00308465-0.00691605j 0.0024041-0.00499946j -0.0062513-0.00341117j 0.00158306-0.000440094j -0.00661199+0.0024917j 0.00256014+0.000492081j -0.00112546+0.00215568j 0.000983185-0.00361856j 0.0023229+0.00812936j 0.00232209+0.00492169j 0.00316595+0.00120639j 0.000953626+0.00204781j 0.00049884+0.00177141j -0.00235719-0.0049195j 0.00160379-0.000507286j 0.00264031+0.01237j 0.00284916-0.0050591j -0.00314378-0.0025865j -0.00337654-0.00693987j -0.00205634+0.00352555j 0.00244597+0.00444356j -3.13699e-05+0.00642534j 0.00199767+0.000383215j 0.00321315-0.00531237j 0.0016698-2.51026e-05j -0.000727588+0.00551775j 0.000483335+0.0159763j -0.00228282+0.000718689j 0.00112759+0.00175084j -0.00191544+0.00431922j -0.00161569+0.00269726j 0.000915426-0.00470651j -0.00456465+0.00476111j -0.00471214-0.0157369j 0.00333203+0.00387109j -0.00356285-0.00216427j -0.000370312+0.0119305j 0.00399966-0.0013392j -0.00299633+0.00393555j 0.00223445+0.000301687j -0.00556835-0.00439413j -0.00282951+0.00649274j 0.00499565+0.00310639j 0.00466869+0.000698583j -0.00270548+7.14901e-05j 0.00145998-0.00105728j -0.00627719+0.00491298j -0.000121971-0.00068842j 0.000182291+0.000237188j 0.00968554-0.00990599j -0.00416854+0.00404604j -0.00796528+0.00399443j 0.00558718+0.00179j 0.00316974+0.00225714j 0.00532016-0.00183733j 0.00163802-0.0013829j -0.00512306+0.0115734j 0.00792022-0.00512393j -0.00209581-0.00173644j 0.000117307-0.0096709j -0.00226029-0.00374073j 
-0.0096309-0.00273905j -0.00701644+0.00232376j 0.00924938-0.00451137j -0.000505917-0.00464384j -0.00429671+0.00854295j -0.0025263+0.00873156j 0.0149544-0.00957446j -0.0110338-0.000540243j -0.00415864-0.00937857j 0.0084561-0.00876327j -0.00912156-0.00715496j -0.0119817+0.0110615j 0.002245-0.00782152j -0.00144875+0.00256159j 0.00122372-0.00127752j 0.00301168-0.00212366j -0.00585144+0.00955765j -0.00349503+0.00997511j 0.00168665+0.00279237j 0.00230107-7.22184e-05j -0.00984371+0.000997958j 0.00670891-0.0103973j 0.00517157+0.00876815j 0.00483363-0.015648j -0.000571299-0.0101538j 0.00556866-0.0053871j 0.00019544+0.00666088j -0.00716049+0.00143462j 0.00253923+0.00312731j -0.00149366+0.0122473j 0.0096102-0.0189355j 0.00145837-0.00686051j -0.00353383+0.00147525j 0.00238255+0.00421067j 0.00759427-0.00093237j 0.00371921+0.00409374j 0.00171835-0.00841763j 0.0018356+0.015911j -0.0022823+0.00226869j 0.000100092-0.00258317j -0.000239729-0.0010548j -0.010168+0.00802767j -0.0132273-0.00475937j 0.00244962-0.00829563j -0.00420389-0.00420499j -0.00892591-0.00196129j -0.0018451+0.00169574j -0.00371966+0.000977756j -0.00285106+0.000847533j -0.00331966-0.00951657j 0.0112209+0.000678151j 0.00386541-0.00118678j 0.00944321+0.0113167j 0.00401713-0.000997583j -0.00145267+0.00326669j -0.00880194-0.000778927j 0.00157947+0.00331169j -0.000317265-0.00194462j -0.00253379+0.00242718j -0.0115358+0.00225903j 0.00118921-0.0104967j -0.00552707+0.00906911j -0.00355735-0.00543989j 0.0032649-0.000457837j -0.00506245+0.000839865j 0.00429389-0.00801803j -0.00715097-0.00217998j 0.000863391-7.26762e-05j 0.0034182+0.000482857j 0.00135535-0.00302663j 0.00510801-0.0127511j -0.00519747+0.000187261j 0.00277658+0.0060929j -0.00574627+0.0075883j -0.00122904+0.00640591j -0.00545404-0.00424478j -0.00184354+0.00345606j 0.00210725-0.000238601j 0.00231596-0.00333525j -0.00115588-0.00545416j 0.000951243+0.000170536j 0.0038283+0.00251136j 0.00123337+0.00164291j -0.000463534-0.00726022j -0.00518231-0.00172572j 0.00282665+0.00164325j -0.00402363+0.000438869j -0.00507868-0.00105786j 0.00160744-0.00348257j -0.00266695-0.00399484j -0.00175849+0.0130124j -0.00891165+0.0104346j 0.00385222-0.0044581j 0.0144632-0.00580611j -0.00317011-0.00309939j 
0.00314409-8.46133e-05j 0.00356012+0.00268634j -0.00421758+0.000562613j 0.00769599-0.00388418j 0.00301004+0.00204023j -0.00628095-0.00035064j -0.0251527+0.00650589j 0.00159045+0.0137157j 0.00569073+0.0134667j -0.00355525+0.00471672j 0.00315098+0.0166522j 0.00347188-0.0077361j -0.0219375+0.000195102j -0.0127384-0.00286651j -0.0038594-0.00581008j 0.0208346+0.00119662j -0.00170783-0.00512684j 0.0268683-0.0250387j 0.00708561+0.0124054j -0.00294699+0.00146156j 0.00428655-0.00434563j -0.000704274+0.00537588j -0.0016677-0.00321108j -0.00371538+0.00212995j 0.00526651+0.00641659j 0.000210062+0.00408937j -0.00658562+0.00112566j 0.00200493-0.0207486j -0.0106522+0.00230209j -0.00533726-0.00147364j -0.00606794-0.00756503j -0.000441738+0.00213596j 0.00542775-0.00615437j -0.0183263+0.0122614j 0.00345693-0.00873031j -0.00134123+0.00466875j 0.00240798+0.000927054j -0.0033125-0.00535736j 0.0107963-0.00799609j 0.00719527-0.00984379j 0.00121693-0.00417881j -0.00258556+0.00884744j 0.00391992-0.00350025j 0.00607296-0.00722049j -0.000135309-0.00410987j -0.0107311+0.0109219j -0.00115066+0.00226886j 0.00345519+0.0042541j 0.00188349-0.00615952j 0.0061362-0.00586025j 0.000921589+0.000754512j 0.00564936+0.0106716j -0.00648395+0.00266026j -1.4917e-05-0.00902898j 0.00526964+0.000794747j -0.000854112-0.00265318j 0.00124767-0.0117417j -0.0119653+0.00701935j -0.00363079-0.00142332j -3.45216e-05-0.000728194j 0.0134527-0.0024746j -0.00253213+0.00381006j 0.00582547-0.00227091j 0.00137765+0.00500049j -0.00349898-5.13324e-05j -0.00193-0.00319665j -0.00230253-0.00503007j 0.0168169+0.00283627j 0.00708348-0.00313251j 0.00508278+0.00247215j -0.00200537+0.0021349j -0.00296963+0.00420856j -0.000277733-0.0155031j -0.005602-0.00705931j -0.00199646+0.00050032j 0.0100725+0.0110952j 0.00660679+0.00110766j 0.00133853+0.00342455j -0.00571533-0.000384216j 0.0129815-0.0137143j -0.00711717-0.00789102j 0.000939889-0.00356291j -0.00159478-0.00664786j 0.00279017-0.0129132j -0.00548998-0.0140352j -0.00140272-0.00309244j 0.0133741-0.0106379j 0.011231-0.014267j -0.000444149+0.00313559j -0.00307421-0.010486j -0.0011308+0.000471212j 0.00267536+0.00277779j -0.000193894-0.000278723j 0.000961762-0.00467133j 0.00376433-0.00308982j 
-0.00116868-0.00515026j 0.0016098-0.00105638j -0.0108267-0.00233673j -0.00835414-0.0123276j 0.00553711-0.0112602j 0.00644393-0.00533456j -0.000391968+0.000936682j 0.000121882-0.000777281j 0.00645775-0.0135641j -0.0066612-0.00161122j 0.0100667+0.00345647j 0.0133232-0.00188691j -0.00294636-0.0189042j 0.0113075+0.00369962j -0.000695813+0.00643154j 0.0167488+0.0178172j -0.00990779-0.0180268j 0.00251251+0.00667675j -0.0037782-0.00288486j 0.00787226-0.00240965j 0.00510326-0.0244991j -0.00162339-0.0058991j 0.000397111-0.0150707j -0.00487533+0.01333j 0.0094371-0.0157879j 0.00339903+0.00476254j 0.00461099-0.0114243j 0.00491641-0.00108797j -0.00400481+0.00118487j -0.00279745-0.00556039j -0.00455835+0.00434337j 0.00391988+0.00298331j -0.00189474-0.0160364j -0.00896933-0.0107804j -0.0012004-0.00649405j -0.0040637-0.00280251j -0.00373579+0.00496153j 0.00264276-0.00492854j 0.00224049+0.00434179j 0.00774181+0.00827268j -0.00758345-0.00849958j -0.00151301-0.0142006j 0.00435233-0.00572661j 0.00466453+0.00559658j 0.00362556+0.0040218j -0.00583891-0.00226236j -0.0005233-0.00397617j -0.00469912-0.00597838j -0.00198118+0.000926919j 0.00624437+0.00271496j -0.00831514+0.00518349j 0.00152435-0.00866621j -0.00319355-0.000532446j 0.00083036-0.00690407j -0.00646156-0.00368996j 0.000359302+0.00331633j 0.00339124+0.00124724j 0.00238156+0.0061332j 0.00330532+0.00920655j -0.00252404-0.00678852j -0.00375497-0.0063389j 0.00305016+0.00240278j -0.00161013-0.00510949j -0.0028911-0.00657739j -0.00541125+0.00959465j 0.00110527-0.00746208j -0.00259163+0.0139798j 0.00522774-0.00580406j 0.00252931+0.000906037j -0.00935963-0.000202323j -0.00390161-0.0108163j -0.00365531+0.00301986j -0.00701543+0.0134754j 0.00130833+0.00607611j -0.000904154+0.00752502j 0.000312125-0.00454967j -0.00636285+0.00494195j -0.00402058-0.00721528j -0.00181474-0.00588485j 0.00785983-0.00476615j -0.00363297+0.00849669j 0.0048102+0.000506441j 0.00498963+0.00793249j -0.0010339+0.00013769j 0.0049043+0.0020413j 0.00342963+0.00484327j 0.0100696+0.00199442j -0.00132225+0.00770444j 0.0116098-0.000548273j -4.92471e-05-0.00786916j 0.00412084+0.00603279j 0.00245783-0.000345684j 0.00169096+0.00386041j -0.00536529-0.000210567j 0.00254833+0.0030218j 
0.00274862+0.00280417j 0.000652354+0.00581904j 0.00167059-0.00381518j 0.00954139+0.00676542j 0.00586544+0.00267061j -0.00170827+0.00213666j -0.0152853-0.00815428j -0.0081152-0.00159792j -0.00175273+0.0105027j -0.00598009+0.0025822j -0.0105103+0.0154348j 0.00497524-0.00347782j -0.00813571-0.00479713j 0.00963183-0.00776646j 0.000886286-0.0135014j 0.00137452+0.00429382j -0.000228404+0.010998j 0.017526+0.000402286j -0.00450497+0.013809j -0.0052904-0.00350739j -0.00360941+0.0100376j -0.00518134+0.000193222j 0.00122554-0.0047612j -0.00407084-0.00899816j 0.00512443+0.00322134j 0.00365724+0.00642295j 0.00836557+0.00486744j 0.013-0.000554989j -0.00488239-0.00416808j -0.00702655+0.00638076j 0.00509463-0.0163318j 0.000231257-0.00212749j 0.00160212-0.0113395j -0.00545107+0.000595571j 0.00162215+0.00224719j -0.00196098+0.000162416j -0.00314065+0.00182112j 0.00465231+0.00701397j 0.00351966+0.001441j 0.00351786+0.00425075j -0.00602178-0.0164151j 0.000456019+0.00482856j 0.00737946-0.00229316j 0.0103072-0.0036797j 0.00456455-0.00064952j -0.0022676+0.00197053j -0.00189729-0.00280337j -0.00483662+0.00683456j -0.00285235-0.00518766j 0.00724347-0.00596951j -0.00880411-0.000207799j -0.00796576-0.00326218j -0.00525892+0.00562052j -0.00157325-0.00120931j -0.00287578+0.00253894j 0.00436162+0.0102656j 0.00595693-0.000440595j 0.00291202-0.00931858j 0.00357542+0.0081118j 0.00736995+0.000421259j -0.00596699+0.00544673j 0.00257149-0.00355075j 0.00681961-0.00715951j -0.00348182+0.00432126j 0.00163725+0.00356403j -0.00608992-0.00293087j -0.000357459+0.00606082j -0.00265819-0.00444902j -0.0103102+0.000151389j -0.00352055-0.00847635j -0.0104277-0.00202735j -0.00424392+0.00127569j -0.0049462+0.00776326j 0.00235608+0.00255968j 0.00424428+0.000824907j -0.00598103-0.00386223j -0.00812251-1.27789e-05j 0.00197922+0.00401382j 0.00239951+0.00319997j 0.00815486-0.00348445j 0.00605981-0.00463468j -0.00609801-0.000363408j 0.00275331+0.0115027j -0.0061194-0.00150726j -0.00243128+0.0179649j 0.00299172-0.00151283j 0.0106733-0.00418444j 0.0090983+0.00998447j 0.00771182-0.00747261j -0.00224854+0.0109763j 0.00836903-0.0011323j -0.0036857-0.00636649j 0.00581061-0.0055899j 0.00121475+0.00454003j 0.00126711+0.00380165j 
-0.000928134+0.00374745j -0.000795351+0.00594726j 0.00724402-0.00354726j 0.00119741-0.00136138j 0.00189785+0.0122053j 0.00421541-0.00610591j -0.00482278+0.00102621j 0.0119905+0.0172859j -0.005623+0.0101116j -0.0020486-0.00763862j 0.00527273+0.00855732j 0.00226176+0.0115839j -0.00288814-0.00554224j -0.0223515-0.0121399j 0.00377041+0.000148205j -0.0083127-0.00141126j 0.00604976+0.0117933j -0.0123585-0.0124275j 0.00939704+0.00237636j -0.00418509+0.019685j 0.00396873+0.00782153j -0.00114396-0.00110109j 0.00436923+0.0104915j -0.00166506+0.0016744j 0.002556+0.0118346j -0.0126134-4.88056e-05j -0.000620005+0.0018417j -0.00753463-0.00459291j -0.00260609-0.0124534j -0.00182925-0.00682062j -0.00597149+0.00131342j -0.00165141+0.00265835j 0.00765275+0.0083369j -0.00613052+0.00789569j 0.00321258-0.00875131j 0.00894449-0.0011649j -0.00777789-0.00105293j -0.0117583-0.00167619j -0.0173251+0.00608559j 0.00821108-0.00742741j 0.00168502+0.00689775j -0.001024-0.00347993j -0.00263673-0.00976834j 0.00750198+0.00231716j -0.000810382-0.00312868j 0.00499665-0.00157218j 0.00182364-0.00491676j 0.0013128+0.00113389j 0.0036946+0.0050557j 0.00402991-0.000991901j 0.00992367-0.000421416j 0.0112643+0.00433092j -0.00440488+0.00123633j 0.00066608-0.00556206j -0.0063626+0.00338133j 0.00452536-0.00115132j 0.00474221+0.000923069j 0.00813731+0.00238903j 0.00539557-0.00278166j -0.00265778+0.00566124j -0.00872566-0.00605993j 0.000674927+0.00372555j -0.00226208-0.00165542j 0.00504852+0.00473503j -0.00486075+0.00212648j 0.00604194-0.00639297j -0.0057565+0.00548871j 0.00321436-0.00587067j -0.00261301-0.00102704j -0.0139337-0.0109343j -0.0119706-0.0114459j -0.000448713-0.00101488j -0.00311352+0.00824251j 0.00830701+0.00465948j -0.0123444-0.000595145j -0.0101383+0.00249302j 0.00239556-0.00666653j -0.00911109-0.0115867j -0.00330908+0.0045937j 0.00262059+0.00108964j 0.00625247+0.00635587j -0.00600482+0.0146598j 0.0103252+0.00836428j 0.0191429-0.00479448j -0.00119187+0.0071488j 0.00208265+0.00780341j 0.00105093+2.1674e-05j -0.00523757-0.00284831j -0.00932298-0.00282764j 0.00393911+0.00627457j 0.00520973+0.0068026j 0.00258055-0.00391453j -0.000120652-0.005568j -0.00143604+0.00529272j 0.00247189-0.0048951j 
-0.00235674-0.000660905j 0.0086642+0.00645802j -0.00100773-0.00496002j -0.00337258+0.00844941j 0.000788264+0.00924j 0.0104687-0.00372512j 0.000438201-0.0351789j -0.00841428+0.00648579j -0.0232306-0.0010635j -0.00647018-0.0152981j -0.00593483-0.00757961j 0.0203828+0.0096495j 0.000765824-0.0164636j 0.00866303+0.00281566j 0.00595199+0.00960745j -0.0153869+0.0220953j 0.0125543-0.00312568j 0.00582098+0.0323538j -0.0121018+0.00156385j -0.000173697-0.00294688j 0.0090298+0.0237095j -0.0168739-0.00902072j -0.00726549+0.0065331j -0.0111215-0.00854491j -0.00673572+0.013264j -0.0103912-0.00158789j -0.000335846-0.00622219j 0.000504587+0.0110475j 0.00161231-0.0139952j -0.00543906-0.00981437j 0.00500598-0.00314788j 0.00370254+0.000948149j -0.00253516-0.00868064j -0.00948008-0.0176303j 0.000917792+0.00452373j -0.0106122-0.00282789j 0.00309684+0.00566028j 0.00472502+0.00182465j 0.00159136+0.00126776j 0.0061622+0.00998325j 0.00953783-0.00456802j 0.00176096-0.00915532j -0.00441224-0.00177226j 0.000903096+0.0101559j -0.0047316-0.00207411j -0.00503836-0.00747171j -0.00519443-0.00116386j 0.00264388+0.00412184j -0.00118878+0.0104269j -0.0023823+0.00303146j 0.00279812+0.00520292j -0.00253437+0.000436661j -0.00363764-0.00532705j 0.000678371-0.000479034j 0.00231736+0.00573741j -0.00193289-0.00221715j -0.00155084+0.00168208j -9.64437e-05+0.00134392j 0.00347885+0.0021409j 1.4358e-06+0.00432981j 0.00535208-0.00180739j 0.000558565-0.00418259j -0.00416147+0.00615356j 0.00624421-0.00214849j 0.000332047-0.00257715j 0.00599306+0.00233312j -0.00797545-0.000539265j 0.0104512+0.00277816j 0.00468499+0.0023498j -0.000466916+0.0015098j 0.00474202-0.00265654j 0.00254441+0.00547668j 0.00368242-0.00388403j -0.00569543-0.00120271j 0.00308988+0.00665537j 0.00361104-0.00105192j -0.00602845+0.00132349j -0.00360427+0.00492032j 1.34523e-05-0.0021006j -0.000181251+0.00749371j -0.00262919-0.00104815j 0.000992889-0.00712466j 0.0013774-0.00778612j -0.000654268-0.000934841j 8.46962e-05-0.00326794j -0.00674749-0.00248927j -0.00198842-0.00222727j -0.00738559+0.0106682j 0.00289405-0.00221587j -0.00641956-0.00247106j 0.00216185+0.00796782j -0.00536579+0.00417232j -0.00135188+0.00066909j 0.00092129-0.00273254j 0.00567459-0.0076004j 
-0.00570946-0.00521242j 0.00601089-0.00167161j -0.00113829+0.00410294j -0.00671532-0.00280411j -0.00991408-0.00857309j 0.00979769+0.00251124j 0.00782358+0.00563468j 0.000203874+0.0169355j -0.0115884-0.00936737j 0.00150087+0.00363269j 0.0147609+0.00317276j -0.00465917-0.0113838j -0.000813818+0.0139772j 0.0139501-0.0227862j -0.00118217+0.00136098j 0.00202264-0.0118437j 0.0113596+0.00770189j -0.00521723-0.0251085j -0.00382194+0.0145851j 0.00989318+0.00295267j 0.0097218+0.0113221j -0.000345784-0.00544806j -0.0179529+2.90309e-05j -0.00288809+0.00134955j -0.00636523-0.00956411j 0.00764926-0.011258j -0.0056363-0.0104442j -0.00350399-0.00329482j 0.00834878+0.0103727j -0.000630965+0.00709279j 0.00727292-0.00279764j 0.00255076-0.0040345j -0.00756388-0.00257664j 0.00396686+0.00760794j -0.00164468-0.000919156j -0.000970855+0.00766329j 0.00255501+0.000828271j 0.00654041-0.00590206j 0.00133671-0.00918597j -0.00525204+0.00779613j 0.00550442+0.00435843j 0.000107278+0.00633312j 0.0162827+5.60905e-05j -0.00567412+0.00471181j 0.00454775-0.00323986j -0.00410602+0.000220641j 0.00163838+0.00606869j -0.000753646-0.00600414j -0.00532699-0.00337187j 0.00228311+0.0032392j -0.00423626+0.00498461j -0.00347152+0.00335155j 0.00485446-6.19136e-05j -0.00297231-0.00248824j -0.00564907-0.0048366j -0.00790488-8.08629e-06j 0.00308432-0.0042565j 0.00342538+0.000814784j 0.00360074-0.00276106j 0.00157922-0.00177478j -0.0107673-0.0065968j 0.00193973-0.0045302j -0.00116165+0.00669765j 0.00355908-0.00876342j 0.00289578-0.000360398j -0.0016748+0.00266384j -0.0135891-0.00192482j -0.00707661+0.00378725j 0.00318556-0.00373182j -0.00958429+0.000501127j -0.00401819-0.00777912j -0.00333707+0.000211864j -0.00311574+0.00752501j 0.000871213-0.00215189j 0.00190256-0.0039295j -0.00546483+0.000491418j -0.00942835-0.00241803j -0.0104974+0.0023218j 0.00352302-0.00223559j 0.00546906-0.0106681j 0.00987686-0.00361109j 0.00408106-0.00602791j 0.00454202+0.00181797j -0.00533329+0.00899597j 0.00757415+0.0132905j -0.00979556-0.000935136j -0.00144651+0.0115525j 0.00468882-0.00941915j 0.00563324-0.00339639j -0.00758851-0.00353348j -0.00193645+0.00455089j -0.00202917-0.000789661j 0.0020731-0.00286759j 0.000427758+0.00186159j 0.000957017-0.0036169j 
-0.0055337+0.00208769j -0.00617025-0.000506947j 0.0118562+0.00300167j 0.00786236+0.00356112j -0.00937207+0.0090247j -0.0091677-0.00113691j -0.00148532-0.00318462j -0.00923364+0.0115208j -0.0134938+0.00654836j 0.00777701+0.00384914j -0.0175976-0.00303703j -0.0128294-0.00504514j 0.00865811-0.00369567j -0.00340793-0.0334188j 0.00422273+0.00333714j -0.00176925+0.00447856j -0.00735147-0.0250827j 0.007798-0.00700043j 0.00240898+0.0161259j -0.0026307-0.00741126j 0.00513103-0.0163965j 0.0171658-0.000716337j 0.00214146+0.0122567j 0.0103134-0.00391587j -0.00237695-0.0030483j -0.00223505-0.0161498j 0.00380173-0.00417763j 0.00154878-0.00496849j -0.000198451-0.0188764j 0.00206984+0.00687928j 0.00865417-0.0131877j -0.00636426-0.000264776j -0.00122223-0.00093913j 0.00318309-0.0046875j 0.0104233+0.00416402j 0.00340012+0.0200262j -0.0040122-0.00641474j 0.00879544-0.0109119j 0.00425238-0.00929515j 0.00109427+0.0125759j -0.00258672+0.00502084j 0.00405604-0.00327489j -0.000854288-0.00819255j 0.00158207+0.00957308j 0.00024938-0.00283485j -0.000622297-0.00127085j 0.00315599+0.000492312j 0.00227212-0.00526604j -0.000374732+0.000337171j -0.00770663+0.00367308j 0.00264807+0.00716801j -0.00329519+0.0105938j 0.00800111+0.00184879j 6.50329e-05-0.000816833j 0.00927861+0.00407239j -5.59919e-06+0.00412918j -0.00016198+0.000980319j -0.00236639-0.00716704j 0.00103902+0.0039333j 0.0056868+0.00590627j 0.00324025+0.000865864j 0.00291916-0.00217694j -0.00308012-0.00211585j 0.00610177+0.00111763j -0.000832265+0.000923369j -0.00354993+0.00427241j 0.0126728+0.0039674j -0.00210189-0.00291923j -0.00342569-0.00789199j 0.00489264+0.000814218j 0.000799885+0.00195043j 0.000938362-0.00330101j 0.00364856-0.00324211j -0.00326754-0.000612801j -0.00164007-0.0162625j 0.00442879-0.00772046j 0.00704026-0.00231582j 0.000441469+0.000983185j 0.0023489+0.00366603j -0.00253076+0.00533435j -0.00408054-0.00165227j 0.0116129-0.001205j 0.00402763-0.00211264j -0.00366301-0.000923507j -0.00236694-0.00674038j -0.000280566+0.00791581j -0.000792528-0.00223841j 0.00173515-0.00128011j 0.00576921-0.00243939j 0.00391609+0.00456836j -0.00245083-0.00249284j 0.00240309-0.00122887j 0.00962716-0.000590748j 0.00603569-0.000735199j -0.000125129+0.000640526j 
0.00552721+0.000930851j -0.00154703-0.00091533j 0.00580031+0.0019426j 0.0113599+0.00501948j 0.00515637+0.0092447j -0.0111723+7.4064e-05j -0.0121751-0.00540631j 0.00247392+0.00101953j 0.0108707+0.0121255j 0.00286908+0.00169133j -0.0176099-0.000753875j -0.00706043+0.0098439j 0.00501282-0.0115055j -0.00887349-0.00950022j 0.000551888-0.00873793j 0.00229933+0.00558874j -0.00962406-0.0127032j 0.0170358+0.00530534j 0.00990788+0.00770657j -0.0157899-0.00127419j 0.00215339-0.0124732j 0.00373813-0.000655216j -0.00318231+0.013571j -0.00877551-0.00226191j 0.00817983+0.00467695j 0.00142398-0.00134577j -0.00421149+0.00228372j 0.00248062-0.000779883j -0.00553218-0.0095296j -0.00267639+0.00127512j -0.00486179-0.00245858j -0.0011583-0.0012509j 0.00249294+0.00543458j -0.00529224+0.00913195j -0.00125248+0.00397305j 0.00655486-0.00675849j 0.00440854+0.0022726j 0.000521429-0.00622296j -0.00524996-0.000852974j -2.36939e-05-0.00259408j 0.00570385-0.00470535j -0.0100169-0.0033484j 0.00495615-0.000198089j -0.00190679-0.00459899j -0.00935717+0.00556529j 0.000459604+0.00167951j -0.00159682+0.00210446j -0.00535603-0.00596563j 0.00459994-0.00502202j 0.00831254+0.0109064j 0.00424082-0.00123294j 0.0093175+0.0008062j -0.00152637-0.009681j -0.00125347+0.00982509j -0.00620954+0.000601964j -0.00135856+0.000849871j -0.00231491-0.000414341j 0.00938712+0.0030675j -0.00284524-0.00117418j -0.000861409+0.000738893j 0.00505791+0.00114358j -0.0018221-0.00223549j 0.00212696+0.00124354j 0.00659341-0.00186779j 0.00383356-0.00203082j -0.00342375+0.00867453j -0.017586-0.0131712j 0.00350662+0.00894347j 0.00561501+0.0110133j -0.0179213+0.000221419j -0.00282995-0.0117892j -8.31277e-05-0.00763932j -0.000772569+0.00182493j 0.00632166-0.000959163j 0.00264472+0.00867607j 0.000625478-0.000986986j -0.00343028+0.00709913j -0.001748-0.00195953j 0.00294915-0.00810507j -0.00694811-0.00287889j 0.00266832-0.000888802j 0.00405746-0.00703814j 0.000966255+0.00903006j -0.0160605-0.00743763j 0.00262462+0.00607805j -0.00765727-0.00899025j -0.00406017+0.00264793j 0.00472011-0.00183768j -0.00408509-0.0022456j 0.000169264-0.00458169j -0.0025536-0.00551222j 0.00664555-0.00178594j 0.00292299-0.00697921j 0.00149112-0.00651491j -0.00664627+0.000774953j 
