-0.00261501+0.0116698j 0.0128223+0.00175378j -0.0148175+0.00592851j 0.00169938+0.0207054j 0.00877524+0.00283467j 0.00339344-0.019758j -0.0138433+0.00731836j 0.00444025-0.0132467j 0.0195702+0.0220124j 0.00114014+0.0133071j -0.00206354-0.0274517j 0.00409774-0.0226297j 0.0105314+0.023939j 0.0101235-0.00912424j -0.00479299-0.00932434j -0.0158708-0.0129568j -0.0106047+0.00368786j 0.00221778+0.0113864j -0.0018818+0.00879128j -0.0378132-0.00086719j -0.0116545+0.0129051j 0.0108197+0.030346j -0.00604234+0.0180424j -0.0171072+0.0062298j 0.0165023+0.0110487j 0.00179892+0.00674563j 0.00760098+0.00831894j 0.00453309+0.00348513j -0.00144383-0.0107146j 0.00236349+0.0037245j -0.0134613+0.00623131j -0.00435313+0.00374136j 0.00261688+0.00941203j -0.000773655-0.00131483j 0.00139382+0.00853808j 0.00257935+0.00569229j -0.00849464+0.00563717j 0.0074011-0.00737961j -5.10992e-05-0.00318317j -0.000801578-0.0108696j -0.00349516+0.00455975j 0.00246934-0.000167596j 0.0114289+0.00387548j -0.00485179-0.00754971j -0.00319003-0.00222177j 0.0124414+0.00496441j 0.000617433+0.000696186j -0.00804281+0.0128959j -0.00194601-0.000527769j 0.00940893-0.00697873j -0.00860335-0.0104615j -0.00313344+0.0124685j -0.00861239+0.00422131j 0.000750846+0.00759989j 0.00600963-0.000362443j 0.00760689-0.00654768j 0.000843342-0.00411827j -0.00618153-0.00464845j 0.00731542-0.00592887j 0.00939324+0.000435661j 0.01524+0.00484472j 0.00214801+0.000828597j 0.00791788+0.00484114j 0.00429216+0.00546492j -0.00225301-0.000649167j 0.00480994+0.0117513j 0.0011445-0.0062293j -0.00152571+0.0147605j -0.000959949-0.0106293j 0.00195042+0.00106863j 0.00998264-0.00639661j 0.00110667+0.00265557j -0.00185282-0.00279681j -0.000355167+0.00742058j -0.00539116-0.0016004j 0.0088213+0.00455451j 0.00398846-0.000928838j 0.00772006+0.00297352j 0.00245698+0.00137851j -0.0119126-0.00300589j 0.000725456+0.00300789j 0.00833907+0.00661982j -0.00251042+0.00441016j -0.00871827-0.00506052j -0.00218975-0.000488594j -0.00144033+0.00518769j 0.00498882+0.00307132j -0.00614509+0.00548982j -0.00220427-0.00953954j -0.00218956+0.0132577j 0.0106214+0.00414054j 0.0013875+0.00700408j 0.00972754+0.00772974j -0.0301314-0.0149689j 0.0162616-0.0369649j 
-0.00412209-0.010022j 0.0178024-0.00170523j -0.00492801-0.00871183j 0.0164949-0.00305415j 0.00365493-1.37003e-05j 0.0332953-0.00763552j -0.0123623+0.00144646j 0.00590381-0.0196454j 0.0122111-0.0155518j -0.00193729-0.00506046j -0.00424962+0.0361515j -0.00404864-0.0166059j -0.00661864-0.0264849j -0.00432407-0.027368j 0.0110939+0.00761494j 0.0110784+0.0157327j 0.0134779+0.0119984j -0.00447444+0.0219819j 0.0113297-0.0285703j 0.00139846+0.0298834j -0.00974961+0.00444237j -0.00734991+0.00313019j -0.0219539+0.00551418j -0.0260892+0.0201009j 0.0124279-0.0146989j -0.0168895-0.00136412j 0.0147989-0.00324927j 0.000819164+0.00670677j -0.00285602-0.00869565j -0.000676781+0.00626789j -0.0094154-0.000100302j -0.00982696+0.00565756j 0.00443568-0.00961433j -0.00870619+0.00547486j 0.0115578-0.00264653j 0.00411269+0.00809703j -0.0065407-0.00108097j 0.00510027+0.000472777j 0.004734-0.00561653j -0.0029199-0.00216648j -0.00221075-0.00949409j 0.000296919+0.00301108j 0.00325516-0.00462272j 0.00705245+0.000254757j 0.00373537-0.00795679j 0.0119846+0.00852367j -0.00620138+0.0104555j 0.00417833+0.0015031j -0.00189822-0.00670926j -0.00225996+0.00707356j -0.0102267+0.00319139j -0.000185845-0.00273327j 0.00654784-0.00490434j -0.00421631+0.00582601j 0.00406281+0.00655906j -0.00420239-0.00361153j 0.00410965+0.00280499j 0.00422224+0.00585626j 0.00301278+0.00210229j 0.00559917+0.00747027j -0.00476606-0.00608299j 0.00883846-0.00271331j 0.0037529-0.00467295j -0.00287918-0.00545732j 0.00247091+0.00779662j -0.00471041-0.0109427j -0.00664426+0.00799469j -0.00646559+0.0127938j 0.00128497+0.00202292j 0.00886388-0.000472301j 0.0104113-0.00406056j 0.00417682-0.000571841j -0.00317924+0.00921253j -0.00485906-0.00162296j 0.00659534+0.000169663j -0.00755564+0.00121938j -0.00345484+0.00264409j 0.00121415+0.00135292j -0.00311498-0.000327498j 0.00109544-0.00450591j 0.00697448-0.00152556j 0.000872314-0.00226874j -0.00376576+0.00031041j 0.000382896-0.00219504j 0.00130532-0.00339959j -3.58289e-05-0.00744615j 0.00357152-0.000202303j 0.00260258-0.00032762j 0.000421658+1.38391e-05j -0.00261598-0.00840306j 0.0012432-0.00241839j 0.00376114+0.00527923j -0.00550317+0.00265877j -0.00690734-0.000782575j -0.000672283+0.00457851j 
-0.0109559-0.00295797j -0.00274291-0.00771872j -0.0185477+0.00752441j 0.00138194-0.0204209j -0.0291352+0.00349268j 0.00536797-0.00919895j 0.0171329-0.00933997j -0.016256+0.0105827j 0.028685-0.0172115j -0.00234775+0.0100914j 0.00266121+0.0122862j 0.010954-0.0332601j -0.000561078-0.00441572j -0.00671306-0.00736187j -0.00613008-0.00934496j -0.000985378+0.0115257j -0.000767479+0.00719017j 0.00251285-0.0117814j 0.00153443+0.00849447j 0.00423716+0.0149544j 0.00091074+0.00830019j 0.00453996-0.0169189j -0.0169384+0.00773447j 0.0164363+0.0164097j -0.0120147+0.00269572j -0.00391186-0.0111601j 0.00857217-0.0138293j -0.00356496+0.00965683j 0.00680952+0.000949377j -0.00291629+0.00932378j -0.00239233+0.000339509j -0.00136585-0.0127749j -0.000566894-0.00416625j 0.00456694-0.000735847j -0.00194977+0.00671604j -0.00942328+0.0168241j -0.0070305-0.00166597j -0.00530053+0.00170055j 0.00436446+0.00450749j -0.00360764-0.0115656j -0.00830922+0.00943494j 3.65241e-05-0.00481475j 0.00740496+0.000629374j 0.00420175+0.00413183j -0.0157625+0.00778436j -0.00461064+0.000808276j 0.00619563+0.00844534j -0.00604731-0.00468839j -0.00738525+0.00605915j -0.00160028+0.00145739j 0.00325819+0.00465333j 0.00267756+0.000680608j -0.00480955+0.00640973j -0.000186425+0.00529877j -0.00484343-0.00261855j 0.00729551+0.00518539j 0.00199672+0.00126145j -0.00579423-0.0074974j 0.00101529+0.00316639j 0.00329334+0.00309249j 0.0052069-0.0017696j 0.00306474+0.00507286j -0.0113995+0.00252637j 0.00182625-0.00067262j -0.00135964-0.00123957j -0.00530944-0.00260735j 0.00715307-0.00720463j 0.00530682-0.000759527j -0.00317826+0.000905478j -0.00369162-0.00292414j -0.00394524+0.00256781j -0.00465651+0.00185426j -0.0046453+0.00442237j 0.00332398-0.00363498j -0.0075395+0.000506852j 0.00373161-0.00263951j 0.00445258+0.00150464j -0.000821505+0.000350335j -0.00203164-0.00342763j -0.00317533-0.00461171j -0.00336072-0.00244147j 0.00205019-0.00448899j 0.00351531-0.00278397j 0.00181668+0.00389026j 0.000584497-0.0038514j -0.000973578-0.000157212j 0.00505211+0.00339286j 0.00440053-0.00213389j 0.00253037+0.000312329j -0.00476352-0.00162336j 0.000737201-0.000893274j 0.00667584+0.00340406j 0.00205002+0.0052014j 0.00107736+0.00179674j 0.000746588+0.00428729j 
-5.49866e-07-0.00343747j 0.00467552-0.000162688j -0.0105302-0.00356224j 0.00528787-0.0054877j -0.00496233+0.000291959j 0.00914685+0.0112078j -0.0122153+0.00648969j 0.00522249-0.0107698j 0.00542427-0.00876756j -0.0180075-0.00508068j -0.0259483-0.0320753j 0.0348025+0.0185777j -0.0014116+0.00729478j 0.0196353+0.0104224j 0.00975851+0.0132171j 0.000906116-0.0222452j -0.00540223-0.00904913j -0.00375449-0.0226088j 0.00938766-0.00907687j -0.00473294+0.0118107j -0.00188122-0.00777773j -0.0108083-0.00324845j -0.015618+0.00206215j -0.0145362-0.00929185j 0.00138148-0.00217867j 0.0177064+0.0238686j -0.00208632+0.00899711j 0.013022+0.0161802j 0.00313593+0.00899096j -0.0115728+0.00882143j 0.00490236+0.0101457j 0.00406644+0.012299j 0.012445+0.0111826j -0.0027981+0.00254855j -0.00357575-0.00252468j -0.0133024+0.00240664j 0.00233592+0.00672692j -0.00107711+0.00913126j 0.00250726+0.00113743j 0.0116228+0.0113596j -0.00182567-0.00121507j -0.00198901-0.00245843j 0.0105242+0.00170013j 0.00245013+0.00564422j -0.00497909+0.00370505j -0.00575898-0.00982542j 0.00326865+0.00355348j -0.00319267+0.00108461j 6.22522e-06-0.00940066j -0.0011503+0.0106357j 0.000246843+0.00962558j 0.00764316-0.00104291j 0.000181059-0.00767292j -0.009771+0.00798324j -0.00146938+0.00154858j 0.00309124-0.00366707j 0.00138615-0.00355625j -0.00578084-0.00172993j -0.0014353-0.00145128j -0.00373792-0.00510448j 0.00560461+0.00306222j -0.00783403-0.000762933j 0.00354987+0.00968226j -0.00556889-0.000365627j 0.00453189+0.000799091j 0.00314419+0.00231188j -1.58364e-05+0.014699j -0.0131322-0.00374825j 0.0043357+0.00480462j -0.00105409+0.000781088j 0.00558141-0.00379705j 0.00578799+0.00199957j -0.00608509-0.00351536j 0.0028907-8.60975e-05j 0.00450552-0.00202751j -0.00465462-0.00353599j 0.00192443+0.00206088j -0.000280805+0.000321018j -0.00262385+0.004242j -0.000299886+0.000639415j 0.00221339+0.00261784j 0.00292778+0.00679176j 0.000913313+0.00390881j 2.80459e-05+0.000886023j 0.000598635-0.0041473j 0.00374093+0.00333329j -0.00686964+0.00120451j -0.00133217+0.00272848j 0.00138378+0.00187416j 0.000880097+0.0018414j 0.00326841-0.00165342j -0.00186166+0.00045632j -0.00377857+0.00229581j -0.00497605+0.00123976j 7.34581e-05+0.000932083j 
-0.00228188+0.00628873j -0.0117778+0.00047687j 0.0137049-0.00670784j -0.000797491+0.0153648j -0.00226183+0.0058153j -0.0270393+0.00762273j 0.0061881-0.026737j 0.0160534+0.00653042j 0.00932593+0.012976j 0.00500924-0.0142638j 0.0101233-0.00412451j -0.0136071+0.00295292j 0.00826106-0.00524105j -0.00343285-0.00152493j -0.0107113+0.00609918j -0.00147608+0.00640697j 0.00115994+0.00597227j -0.00272214+0.0155212j 0.00519399-0.00404321j -0.00528337-0.00844147j 0.00105726-0.005621j 0.0142812+0.00129543j 0.00330202+0.00331821j 0.026022-0.0201608j 0.0137266+0.00410599j -0.0130127+0.00826459j -0.016935+0.00261611j -0.0144687-0.00627985j -0.0117434+0.00485566j 0.0251971+0.0116705j -0.00291867-8.84606e-05j -0.0161415+0.00385933j 0.00293977+0.000631345j -0.0119582-0.00454833j 0.00262634+3.93176e-05j 0.00265144-0.00409617j 0.00237049+0.00474884j -0.00787414-0.00458347j 0.00057585-0.00443975j 0.00132047-0.00258429j -0.00970958-0.000490689j 0.0035114+0.00147373j 0.000445192+0.000561217j -0.00662655-0.00671405j -0.0107432-0.00172202j 0.00884934-0.00906872j 0.00122735+0.00416885j -0.00359625-0.00196699j -0.0015154+0.00368745j -0.00366212+0.00468415j -0.0132922+0.00984493j 0.0149999+0.0063603j 0.0216193+0.00133968j -0.00343505-0.00529049j -0.00472654+0.00233646j 0.00136995-0.00205179j 0.00614434-0.00275794j -0.00678613-0.00145532j 0.00190142-0.00468363j -0.00830854+0.000706013j 0.0026705+0.00213597j 0.000126286-0.00403822j 0.00343578-0.000266495j -0.00671981-0.000921194j 0.0056876-0.00259548j -0.00794085+0.000125254j -0.00743277-0.00797517j 0.00705996+0.0053983j 0.00622752+0.00122422j 0.000565082-0.00216524j 0.00531552+0.00418027j -0.00858766-0.00706721j 0.00421848+0.000479094j -0.00873352-0.00156229j 0.00562095+0.0040626j 0.00199445+0.00061085j -0.00596765-0.0022941j -0.00327271+0.00189916j 0.00251503+0.00321083j -0.00120619-0.000712757j 0.00505743+0.000549456j -0.000343429+0.000127132j -0.0025349-0.00246583j -0.000532079+0.000687916j -0.00400913+0.00322576j -0.0038528+0.000428412j 0.00308344-0.00169435j -0.000528639+0.0019763j -0.00257477-0.00254356j 0.00193284+0.00349571j -0.00605011-0.00054458j -0.000805535-0.00125839j 0.0011208-0.00489066j 0.00175049-0.00502118j 6.1558e-06-0.000583279j 
-0.00955111+0.0115836j -0.0121599-0.00403762j 0.00223256+0.00685167j -0.0189578+8.00881e-05j -0.0337942+0.0311931j -0.0302608-0.0100428j 0.00168732+0.000119435j 0.017633-0.00380188j -0.00163041+0.000659484j -0.0084179+0.018734j -0.00299334+0.0048344j 0.0263009-0.0250601j -0.000395755+0.00749228j 0.0131382-0.011832j -0.0105336-0.00194324j -0.00982393-0.00494526j -0.0128936+0.002721j -0.00428781+0.000747367j -0.00378524-0.0140401j 0.00656926-0.00545475j 0.010974-0.00905995j -0.00513527-0.000583603j -0.00133361+0.0230558j 0.0205679-0.00229506j -0.0239615+0.0133566j 0.036279-0.00856857j 0.00176065+0.0109383j -0.01059-0.0109897j -0.00717556+0.00115686j 0.00343938+0.00110447j -0.0133343-0.00502284j 0.0141088+0.000976654j -0.00117769-0.00700771j 0.00157175-0.000410899j -0.00360839+0.00520739j -0.00292967-0.000571306j 0.00891761+0.00141131j 0.00932084-0.00220991j -0.00204797+0.00283891j 0.00202341-0.00166227j 0.00584606-0.00370592j -0.00553956-0.000173627j -0.00121721+0.00393343j -0.00116234-0.00544985j 0.0190779-0.000783429j 0.00226506-0.00282279j 0.00902055+0.00663542j 0.00341594-0.000679172j 0.00727417-0.00265991j -0.00946319-0.00551705j 0.00121946-0.00352317j 3.58529e-05+0.00180063j -0.0101604-0.00652931j -0.00797103-0.00595795j -0.0124469-0.0138492j -0.0048767-0.0047467j 0.00145396+0.00125508j 0.00433603+0.00481114j 0.000934559-0.00197817j -0.00100815-0.00433915j 0.000717804+0.00201532j -0.00106825-0.00048791j -0.00534056-0.00377073j 0.00123195-0.00182891j -0.00132697-0.000191093j 0.00262252+0.00148829j 0.00952671+0.00383215j -0.00355205+0.00437505j 0.00141671-0.000773194j 0.00064279-0.000858102j 0.00576146+0.000127721j 0.00678682+0.00427947j -0.00174289-0.00333526j -0.00191918+0.000260753j -0.00192408-0.00234001j -0.00113336+0.00450888j -0.0047912-0.00294816j -0.00685329-0.00489267j -0.00432339-0.00181791j 0.000783773+0.00213106j 0.00413841-0.00303017j 0.0024155+0.00335009j 0.000755537+0.00286987j -0.0014963-0.000288391j -0.00352925-0.00301781j -0.00176182-9.38085e-05j 0.00197418+0.00141979j -0.00329229+0.00217023j -0.00285751-0.00298727j -0.00339259+0.00350756j -0.00401218-0.00361861j 0.000281464+0.00157879j 0.000420346-0.000107035j 0.000416422+0.00192168j 0.00260536-0.003253j 
0.00108274-0.00134176j -0.00383569+0.00187225j 0.0102872-0.00397606j 0.00871302+0.00690407j 0.00611955-0.00820618j -0.00899086-0.0036621j -0.00472279-0.00298673j -0.0263323-0.0309899j -0.0315298-0.000860969j 0.00245551-0.0106001j -0.0164419+0.0188494j -0.00580399+0.000798721j -0.00121492-0.0110487j -0.00253223-0.0144505j 0.0131101-0.00015767j -0.0144172+0.0142944j -0.00530507+0.00964462j 0.00436273+0.0136128j -0.0206033-0.00809293j 0.00544269+0.00357068j -0.00448653-0.00661101j 0.0173758+0.0288366j 0.0152408+0.00607503j -0.00533011-0.0117085j -0.0211216-0.0267495j 0.016413+0.0163311j -0.00946523-0.0154334j 0.0166875+0.00568534j 0.00942657-0.00539408j -0.0037485-0.00669653j -0.00204981-0.0195523j 0.0146026+0.0175054j 0.0132536+0.0017935j 0.00983485+0.00752315j 0.00413355+0.00540486j -0.00125668-0.00119645j 0.00510976-0.00348159j 0.00277039-0.00138423j 0.000196239-0.00836246j 0.00459488-0.00423397j -0.0102944-0.00753935j 0.00329765+0.00143869j 0.00693248+0.000715161j 0.000372751-0.00460791j -0.0118931-0.00766006j 0.00104129+0.00767435j -0.000143894+0.000562303j -0.000202239+0.000774697j -0.000180898+0.00705625j -0.00562463-0.0114357j 0.00507052+0.00656101j 0.000933761+0.000843527j -0.00424445+0.000948408j 0.000106133-0.0085995j 8.69283e-05-0.0109448j 0.00259851-0.00565139j 0.00415603+0.0003016j -0.00252512-0.00484605j -0.00488192-0.00685032j 0.00403085+0.0120128j -0.00211814+0.00411871j 0.00261333-0.00312961j -0.00611238-0.00491124j 0.00624174-0.000461544j -0.00103981+0.000217363j 0.00769436+0.00560712j 0.0101606+5.94602e-05j 0.00597786+0.00108125j -0.00285621+0.00116253j 0.000495435+0.00260097j -0.00362314+0.0026865j -0.00443329+0.00203584j -0.00203404-0.00285042j 0.00238008+0.00261287j -0.0037641-0.000785937j 0.00353642+0.00555188j -0.000374919-0.00119578j -0.00145053+0.000761863j 0.0041394-0.000168622j -0.0026007-0.00619242j -0.0027235-0.00629582j -0.00145188-0.00326457j 0.00206581+0.00105031j 0.00157484+0.00214245j -0.00256933+0.000427017j 0.00112829-0.00297814j 0.006856+0.0038863j 0.0015917-0.00108981j -0.000450424-0.00106941j 0.000970211+0.000668423j -0.00285019+0.00179385j 0.00437485+0.00454639j 0.00431739+0.00175337j 0.00458396-0.0002059j 2.00042e-05+0.003302j 
0.0192229-0.00113859j 0.0031532+0.0142972j -0.00258556-0.00131106j 0.000184627+0.00382546j 0.03579+0.00489561j -0.0242086+0.0146506j -0.0279484-0.00151987j 0.00488964-0.0159653j -0.00896348+0.0137728j -0.0191722+0.00619467j 0.0252144+0.0145222j 0.00857059-0.0115772j -0.0179027-0.00165835j -0.000167678-0.0048607j 0.0031202-0.0116957j 0.00733136+0.00642062j -0.000586151+0.00286612j 9.02421e-05+0.00424901j -0.00748361-0.00502768j -0.00736707+0.00916263j 0.00601194-0.0077953j -0.0125752+0.00511918j 0.0303447-0.017392j -0.0176264+0.00104995j 0.000181097+0.00468585j 0.00241818-0.0118104j -0.0232728+0.00404532j 0.0061631-0.0104473j -0.00415518+0.00620756j 0.00211423+0.00709764j -0.0118928-0.00771597j 0.00223859-0.00152452j -0.00308415-0.000251411j 0.0024272-0.00144647j 0.00127315-0.0124765j -0.00601597+0.01034j 0.0109857+0.006183j 0.00408484+0.00840788j -0.00641525+0.00659562j -0.00125147+0.000916553j -0.00582726+0.0138522j -0.00209565+0.00354255j 0.00226432-0.0115697j -0.000282997+0.0115221j 0.00274231+0.00762893j 0.00524995+0.0037595j 0.00662696+0.00375698j 0.00311212+0.00588244j 0.00390018-0.0106814j -0.00291003+0.00471064j 0.00681883+0.00607407j 0.00463015+0.00217384j -0.00185239-0.00847005j 0.000249075+0.0250814j -0.00523467+0.0143592j 0.00248652+0.00120873j -0.00322448-0.0123484j 0.000220238-0.00287507j -0.00127045+0.00528949j 0.0108308-0.00214906j -0.00504579-0.00444592j -0.0037723+0.00672421j -0.00356052+0.00597373j -0.000749574+0.0073034j 0.00023771+0.00740366j -0.000471083-0.0061946j 0.00250137+0.00667107j 0.000400703+0.0103984j -0.00089916-0.000772115j -0.00621933+0.00555388j -0.002847+0.00299569j -0.000693193+0.00261365j -0.00730532+0.0100762j 0.000938527-0.00821836j 0.00316224-0.00225986j 0.00397781-0.00101253j 0.00394893-0.000718487j 0.000677758-0.00260982j -3.24548e-05+0.00311834j 0.0020557-0.00568743j -0.00444284-0.00644263j -0.00349703+0.000733j 3.22997e-05+0.00281075j -0.000275068+0.00557499j 0.00278799-0.00110568j 0.00339897-0.00432482j -0.00587518+0.00326079j -0.000248801+0.00125397j -0.00011052-0.000500558j 0.000291605+0.00296032j 0.00407953-0.00199625j -0.00444427+0.000228191j -0.00519047+0.000331073j -0.00200813-0.00159183j -0.00023592-0.00215503j 
-0.00383584-0.00504652j 0.00836007-0.00404413j 0.00229009-0.0127885j 0.00936426+0.000308657j 0.00199978-0.00410875j 0.0152527+0.00831979j -0.0172782+0.0368294j 0.0019695-0.00800066j -0.0157554+0.0323196j 0.0023119+0.0140167j 0.00910138+0.0138746j -0.0132504+0.00121243j -0.00859911+0.0159279j -0.00248603-0.00508464j -0.00196426-0.0202544j 0.0169441-0.0039906j 0.0103214+0.000520651j 0.0065768-0.0214719j 0.00914049+0.013271j 0.00446489-0.00293691j 0.000336271-0.00969786j 0.00473769+0.0139097j -0.00714986-0.00611737j -0.0142967+0.0110192j -0.0102692+0.023049j -0.00866896-0.00995194j -0.0126866-0.00303993j 0.00852753-0.0181807j 0.00431188-0.000730825j -0.0125459+0.0190786j -0.00664533+0.00720057j 0.000219487-0.0204675j 0.0083362-0.00287059j 0.00711182-0.00696789j 0.000979897-0.000349181j -0.000781514-0.0014308j -0.0100131+0.00133075j 0.00341373-0.0034883j 0.0108444+0.00907183j -0.00026838+0.000556059j 0.00452483-0.00429604j -0.00444039+0.00320532j 0.004908+0.00922868j -0.00214832-0.00213375j -0.0124351-0.00841598j -7.58061e-05-0.0139165j -0.00751271+0.0045687j 0.00960127-0.00388921j -0.00292785-0.00509699j -0.00765788+0.00362747j 0.00491153+0.00672352j -0.00418484+0.00446572j 0.000892255+0.00814921j 0.0013392-0.00558398j -0.00320968+0.000491246j 0.00575233+0.00167333j 0.00210188-0.00356005j -0.00242005-0.00298733j -0.00523554+0.00105164j 0.0118463+0.00567254j -0.00101088+0.00893409j 0.00848109-0.0103845j 0.000718606+0.00257372j 0.0011038-0.00233725j -0.00538083-0.00138599j 0.000333661-0.0031559j 0.0046077+0.00331466j -0.00393995+0.00659867j 0.00628006+2.78966e-07j -0.00219032-0.00747358j 0.00558438-0.00325952j 0.0169955+0.00704767j 0.0029929-0.00281963j -0.00620741+0.00180174j 0.00217739+0.00198195j -0.00315776+0.00212772j -0.00215586+0.00406401j -0.00110016-0.00178743j -0.00261375-0.00181357j 0.000528597+0.00664323j 0.00219556+0.00249791j -0.00123345+0.00158795j -0.000772588+0.00223089j 0.000265617-0.00313439j -0.00173431+0.00175098j -0.000465255+0.00143655j -0.00179173+0.00317865j -0.00702728+0.00108712j -0.00462424+0.00501874j 0.00155787+0.000737125j -0.0014179+0.000662422j -0.000299553-0.00457931j -0.00156091-0.00030494j -0.00294716+0.00247173j 0.00132944-0.00145481j 
0.00546635-0.000848011j -0.00344119+0.000641907j 0.00502424+0.00656408j 0.0061036-0.00767981j -0.00558478+0.0137246j -0.00849056+0.00174392j -0.0166442+0.0212357j 0.00428374-0.019148j -0.016378+0.00247465j 0.0198683+0.0136401j -0.0152037-0.00552973j -0.0306981-0.00312113j 0.00199756+0.0109539j 0.00398273-0.00660789j -0.00683384+0.00193545j 0.000500396-0.0111079j -0.00590596-0.00479255j -0.00993697-0.00945649j 0.0112766-0.010235j 0.000844114+0.0031593j 0.0110581-0.0090717j -0.0310783+0.00531142j 0.00318559+0.00502551j 0.0144544-0.00271494j 0.000314734-0.00436088j -0.0141522+0.0115765j -0.000323366+0.00417147j -0.00756324+0.00590823j 0.0170737+0.000674517j 0.00252846-0.00307444j 0.00365672+0.0121522j -0.0154742+0.00175083j -0.00914471+0.00288687j -0.00091801-0.000214797j 0.0175603+0.00439744j -0.00631208-0.00114544j 0.000124433+0.00317593j 0.00655964+0.00544414j 0.0143113-0.00324774j -0.000425427+0.000733864j 0.00571209+0.00180236j -0.00116547+0.00161425j 0.000753767+0.00134827j -0.00278361+0.00302832j 0.000435336-0.00267553j -0.00786785-0.00172853j -0.00243095+0.019037j -0.00639655-0.00600969j 0.00209675+0.00187795j 0.00236757+0.00186962j 0.00635289-0.0115599j -0.00420347+0.00676875j -0.0125757+0.00266325j -0.00208935+0.000738552j -0.0143231-0.0130639j 0.00597578-0.00444885j 0.00724565+0.00679449j -0.00755091+0.000633627j -2.67291e-05+0.00114754j 0.010612+0.00191215j 0.00585015+0.0118313j 0.0038011-0.00355842j 0.00916611-0.00119991j 0.00407708-0.000315151j -0.00445905+0.00707755j 0.00325363-0.00319529j -0.00959566-0.00159628j 0.00660121+0.0035186j -0.00685801-0.00703286j 0.00548512-0.00133057j -0.00242478-0.00354751j -0.00856053+0.00142038j -0.00137572+0.00239976j 0.00333039+0.00272911j -0.000463157-0.00107548j 0.00147061+0.00369171j 0.00321958+0.0020384j -0.00508051-0.000976657j -0.00934283+0.000492455j 0.00252262+0.00122145j 0.00795408+0.00851978j -0.0088961+0.00169385j -0.000495349+0.00420274j -0.00150044+0.0022202j -0.00285152-0.00604904j 0.00814202-0.00199848j -0.00570793+0.00183053j -0.00149531-0.000474858j -0.00762146+0.000429804j -0.000773597+0.00275028j 0.00110884+0.00305783j 0.00831622-0.00185024j 0.0035348+0.00360783j 0.00478569+0.00435899j -0.00354721-0.00179001j 
0.00259113+0.00495503j -0.0137988-0.000873573j 0.0182475-0.00909792j 0.0181696+0.0044507j -0.0246419+0.0103793j -0.0219657-0.000909979j 0.0226232+0.0221113j -0.0177062+0.00809703j 0.0280223+0.0259481j -0.00289015-0.0153884j -0.0173861+0.0143932j -0.0155928+0.0300166j 0.0140185+0.00843669j -0.0050682+0.0124287j 0.014758-0.000582596j -0.00345989-0.00637462j 0.00461157-0.00459041j 0.0154057-0.0106832j 0.000757885+0.001726j -0.0222393-0.0108745j -0.00629691-0.00795434j 0.0381632+0.0221796j 0.000858917+0.00346605j 0.0191261-0.0124556j -0.00671334+0.00555663j 0.0113085-0.00176143j 0.00608548-0.00506655j -0.0127879+0.00646858j -0.0133376+2.94074e-05j -0.0082469-0.00151991j -0.0095594-0.000266589j 0.0123428+0.0121741j -0.0132559-0.00825816j -0.00960987-0.0103395j 0.015926-0.0123704j 0.00214135-0.000765167j -0.00726906-0.000358487j -0.000326612-0.00239908j -0.00496086-0.0113211j -0.00385025+0.00025758j 0.00426745-0.00396768j 0.00132438+0.00135784j -0.00518434-0.00261005j -0.0115476+0.000503405j -5.71805e-05-0.00713709j 0.00248997-0.00649279j -0.00137123+0.0112367j 0.00582289+0.00397637j -0.00703053-0.00161589j -0.00248549+0.00803355j 0.000345492+0.0010344j 0.000567137-0.00100618j -0.00161286+0.00267902j 0.00667458+0.0105808j -0.00839932+0.0027604j -0.00304947-0.00558779j 0.000502639-0.00401528j -0.00992727+0.00191841j -0.00244372-0.00374914j -0.00521152-0.00394213j -0.000428409+0.00433581j 0.0045167-0.0010409j 0.00211447+0.000242557j 0.00149868-0.00161905j -0.00558119+0.00742611j 0.00688385-0.00179841j 0.00054534+0.000938582j 0.0156063+0.00164766j -0.000675847-0.000128695j 0.00170546+0.00222736j -0.000624278-0.000640636j -0.000934896+0.00409655j -0.00113919+0.00355213j 0.000170795-0.000376156j -0.0035153-0.00172616j 0.00721875+0.000774096j -0.000712731+2.1588e-05j -0.00435084+1.38956e-05j -0.00254292+0.00572254j 0.00198052+0.00462552j 0.0074021-0.000600982j -0.00450465+0.00195501j -0.000169653+0.0025505j -0.00683585+0.00550567j -0.00291127-0.000901043j 0.00100828+7.48591e-05j -0.00181025+0.00115967j -0.00616434-0.00133201j -0.00480569+0.00272361j 0.00187315+0.00400896j -0.000935568+0.0021083j 0.00504017-0.0101181j 0.00582979-0.00210675j 0.00788955-0.00277104j -0.00586013+0.000135985j 
