0.000757662-0.00980279j -0.00384807+0.00216467j -0.00102047-0.00288015j -0.000955755+0.00728576j 0.000705614-0.00230616j -0.000178644-0.00735039j -0.0020353+0.00564356j -0.000519897-0.00199685j -2.61905e-05+0.00350587j -0.000582046+0.000263768j -0.00113367-0.00599087j 0.00126645-0.00483086j 0.000615246-0.000797114j -0.000300107+0.0019584j -3.92896e-05-0.00319424j 0.000776857+0.000167428j 0.000936456+0.0020427j 0.000464671+0.00306295j -0.000994816+0.0030503j 1.25599e-05+0.000368399j 0.000875183+0.00299851j -0.000502302+0.00290892j -0.000219088-0.00382288j -2.76537e-05+7.23026e-05j 0.000921396+0.00120393j 0.000965087-0.000188738j -0.000365748-0.00528056j -0.000246966-0.00104302j -4.72562e-05-0.000245033j -0.000278744-0.00413327j -0.000585039+0.00143658j -0.000254327+0.000615127j 0.000320681-0.000318041j 0.000710481-0.000109012j -2.38834e-05-0.00418025j -0.000325994+0.00155119j -0.000290756-0.00147533j 0.00102198+0.0011073j -0.000326846+0.000490855j 0.00140485+0.0019265j 3.61676e-05+0.00213577j 0.00129649-0.00315632j -0.000687954-0.00498363j 0.00198407-0.000302023j -0.00180829-0.00816192j -0.00118188+0.00430327j 0.00215615-0.00386057j -0.000652984-0.00513975j -0.00851589-0.00154383j 0.00609318+0.0270089j 0.0211891-0.00685649j -0.0091211-0.0304669j 0.00668608+0.0273594j -0.0819332+0.00654397j 0.0434832+0.0352177j 0.207286-0.0206264j 
0.00324751-0.00666725j -0.00319284-0.00315114j 0.000727611-0.000207518j -0.000172544-0.00111946j 0.000186991-0.0047908j -0.00148754-0.00522238j -0.000833683+0.00258296j 0.00142542+0.00343573j -0.000140516-0.00337477j -0.00231355-0.0100552j -0.00168443-0.00290464j 0.00384768+0.00221493j 0.000266918+0.00708218j -0.00106812-9.96512e-05j 0.000433369-0.00184673j 0.0018761-0.00181489j -0.00070966-0.00116107j 0.00390758+0.0194561j -0.00243202+0.00602972j 0.000599992+0.00312182j -0.00280214-0.0180268j 0.0019594+0.0276759j 0.00064079+0.00109248j -0.00431379-0.0165477j 0.00485678+0.0127867j 0.00957617+0.0132858j -0.00787322-0.0201531j -0.00400759-0.025573j 0.00453645+0.0227222j -0.00778031+0.00604226j -0.0113817-0.0440609j -6.78491e-05+0.0366673j 0.00643842-0.0272474j 0.00748081+0.0242248j -0.00507212+0.0288175j -0.00302701-0.0201498j -0.00087324+0.00957918j 0.00713594-0.0638188j -0.00811644-0.0402269j 0.0116716-0.00302499j -0.0139654+0.0348215j 0.0198361-0.0180221j -0.00451428-0.0401408j 0.0119387-0.0131894j 0.0121941-0.0257667j -0.0101708+0.000617573j -0.0012882+0.00712472j -0.0084195+0.00166849j 0.000168192-0.00565347j -0.00800932+0.00273202j 0.00431487+0.00195762j -0.00340219+0.00212746j 0.00802035-0.00537366j 0.00433304-0.00306988j 0.00288372-0.0037752j 0.0141352+0.00097907j 
0.00189755+0.00130401j 0.00187067-0.00348625j 0.000539037-0.00383859j -0.00167458+0.000789047j -0.000490303-0.000845109j -0.000305508+0.0029379j -0.000604851+0.00623397j -0.000853609-0.00327951j 0.00172126+0.00225194j -0.00214597-0.00459332j -0.000407171-0.00499042j -0.00181204-0.00857516j -0.00124932+0.00633288j -0.00137156-0.00408011j -0.000820754-0.000584714j 0.0010387-0.000346642j -0.000226222+0.0059943j 0.0051638+0.0136314j 0.004324+0.0200562j 0.000536265-0.00546613j -0.00013184+0.0185731j 0.00132431+0.0253913j -0.00557219+0.0115256j -0.00949231-0.0213105j -0.00293213+0.0191478j 0.00522134-0.00849244j 0.00589732+0.0159808j -0.0125624-0.0287317j -0.00428501-0.0119354j 0.00725837+0.00119335j -0.0165539-0.0675591j -0.000334863-0.0324966j -0.00631773+0.02851j -0.00375687+0.0270211j 0.0052712+0.0188419j -0.00587329+0.0240462j 0.0217531-0.014791j 0.00876834+0.00371125j 0.0178181-0.0021576j 0.0106719-0.0567568j 0.0143828-0.0266445j 0.00925878-0.0163927j 0.00390064-0.0131313j 0.00599184-0.0168467j -0.00216418-0.0125915j -0.00948881+0.00497538j -0.00172445-0.00419791j 0.00384447-0.00814486j -0.000833897+0.00517765j 0.00585343-0.00569254j 0.00285385-0.00100315j 0.00172628+0.00303432j -0.00104783-0.00260625j -0.00958497+0.00209198j 0.00626587-0.00351026j 0.0114215+0.00212778j 
0.00114447-0.0049618j -0.00316783+0.000316964j -0.00168388-0.00101895j -0.00106415+0.00395613j -0.00130743+0.00711935j -0.0035102-0.00790396j -0.00148112-0.00169169j -0.00144039+0.00211217j 0.00172326+0.0083757j -0.00221237-0.0138786j -0.000547123-0.00571948j 0.00276483+0.00374874j 0.000108331+0.00384938j -0.0021757-0.0197033j 0.00123277-0.016577j 0.00349909+0.0149257j -0.000690094+0.0120387j 0.00262344+0.0178505j -0.00630238-0.00346083j 0.00263392+0.00233166j -0.00555806+0.00939051j -0.00539105+0.0151083j 0.00686441+0.0190738j -0.000791538+0.0155224j 0.00684538+0.039673j 0.00916978+0.0149782j 0.0108689+0.0515506j 0.00360922+0.0111975j -0.000505417+0.0542247j -0.00344998-0.00603732j 0.00318914+0.0443621j -0.0133458+0.0310715j 0.00588745-0.0266024j 0.00447877-0.0212161j 0.00737192-0.00664087j 0.0123543-0.0303292j 0.0196542+0.0295388j -0.00202147+0.0204102j -0.0118096-0.00903662j -0.0155384+0.0247734j 0.00300219-0.0333444j 0.0119279-0.00989771j 0.000974325-0.0147694j 3.91207e-05-0.00330926j 0.0122961-0.0163599j -0.00434521+0.000977385j -0.00625893+0.00303543j -0.000800141-0.00582234j 0.00553386-0.00597714j -0.00460332+0.000109583j -0.0062609+0.00446927j 0.00430478+0.00159052j 0.0038792-0.0018723j -0.00333829-0.00281743j -0.00972532-0.00261028j 0.00820224-0.00278171j 
0.000894582+0.00279599j 0.00301081-0.00326167j 0.000507077-0.00111772j -0.000247386+0.00168426j 0.000966391-0.00663645j 0.00145857+0.0128725j -0.00256698+0.00299967j 0.00158028-0.0132635j -0.00109626-0.00191926j -0.000516884+0.00792144j -0.00152606-0.0110232j -0.00567802-0.0179443j -0.0042999+0.00208233j 0.000941703+0.0181535j -0.0018364+0.0252519j 0.00240264+0.00508489j -5.61233e-05-0.0125154j 0.00374451+0.0114369j 0.00852907+0.00512276j -0.00693332-0.0029587j 0.00500797-0.00194138j -0.00048966-0.0180471j -0.0162035-0.0431617j -0.00181173+0.026462j -0.010114-0.00976522j 0.00185807+0.0265477j 0.00828245+0.0365476j -0.00372901-3.97551e-05j 0.00246679+0.0314329j 0.000714923-0.0172327j -0.013206+0.0153339j 0.00591835-0.0185194j 0.00527655-0.0421254j -0.0166678+0.0386208j -0.00409811-0.0134901j -0.0181393-0.0138308j -0.0111421+0.0243665j 0.00857006-0.000448678j 0.00317613-0.0105715j -0.00442688+0.0080101j 0.0046594+0.0150637j 0.00705218-0.0484496j -0.00353373+0.0173465j 0.000441927+0.000131099j -0.00939281+0.0108436j 0.00203402+0.00206882j 0.00840216-0.0136622j 0.00538412+0.00880509j -0.00712451+0.00830769j 0.00505322-0.00558892j 0.000542235+0.00297498j -0.00816951+0.00831381j -0.00397055-0.00304212j -0.00643143+0.00370027j 0.0172153-0.0028352j 0.0107496+0.005671j 
0.00203123+0.000243567j 0.000607828-0.00400319j 0.000514836+0.00166015j 0.00134237-0.00194262j -0.000132072-0.0019555j -0.00115123+0.00342414j 0.000999314-0.00272791j 0.00183605+0.000323315j -6.93439e-05-0.00476536j -0.00137068-0.00172661j -0.000889222-0.000698443j -0.00135119+0.00508966j -0.00239129-0.00183616j 0.00164304+0.005948j -0.0012044-0.00984196j 0.00327687+0.0142065j -0.00142502-0.0135793j -0.00463638-0.034538j 0.00326131+0.0104015j -0.00284759-0.0103638j -0.0035891-0.0303743j 0.0117646+0.018413j -0.00184146-0.0366623j 0.00729702-0.0316167j -0.00617193+0.0312686j 0.002316-0.0109544j -0.00727404+0.013161j 0.00481311+0.00351921j -0.00352947+0.00277547j -0.00736585-0.00577243j -0.00107695+0.0145501j 0.00847639+0.019714j 0.0125387+0.0227337j 0.0059072+0.0418773j -0.0183502+0.0180857j -0.00164108-0.0342014j -0.00529544+0.0139665j 0.00646285-0.0387916j -0.00857981+0.0376391j 0.00214308-0.0109926j 0.00299834+0.00380581j 0.000839829-0.00116215j -0.00261741+0.00349584j 0.00583097+0.00152502j 0.0052641-0.0083219j 0.00107952-0.004856j 0.000584659-0.00433188j -0.00110693+0.0030679j -0.00237221-0.00180512j -0.00188157+0.00560179j -0.000113789+0.00384258j 0.00010407-0.0019587j -0.000203024-0.000594813j -0.000541624+0.00268338j 0.0103004+0.00273499j -0.00756225+0.00270107j 
0.00305353-0.00338573j -0.000838639-0.00424774j -0.000372176+0.00132533j 0.000374303+0.00267915j -0.000342144-0.00245108j -0.00195549+0.00211415j -0.00202665+2.58445e-05j 0.0018014-0.00367639j -0.000485061+0.000126579j -0.00275237-0.00806856j -0.00303894-0.0132691j -0.000176901-0.00885692j -0.00340639-0.00406398j 0.000624091+0.00683946j -0.00245642-0.00641261j 0.0102381+0.0384507j -0.00364076-0.0100888j 0.00477002-0.00628084j -0.000730317-0.00700029j -0.00754989+0.014667j -0.00376952+0.0249324j -0.000888766-0.00100571j 0.00268705+0.017974j -0.0069095-0.0451199j -0.00721449-0.021932j 0.00860728+0.0119648j 0.00222712-0.0240831j 0.00525804+0.00765704j 0.002893+0.0476691j -0.00804238+0.0640153j -0.0105554+0.0379234j -0.00208316-0.0499204j 0.00421379+0.0191728j 0.00641005-0.0176563j -0.00189276-0.0294909j -0.000593472-0.0100933j 0.00224829+0.00292642j 0.00503548-0.00673302j -0.00825207+0.022546j -0.00280392+0.00483071j 0.0019855-0.000136776j 0.00301553-0.0114787j -0.000547127+0.00711135j 0.00434273+0.00344779j 0.00664575-0.00719417j 0.000144029+9.86526e-06j -7.46355e-05-0.00582478j 0.00262861+0.00319121j -0.00311305-0.000488281j -0.00365027+0.000669058j -0.00440155+0.00613695j -0.00366342+0.00681568j 0.00364526-0.00490784j -0.00584861+0.000407255j 0.00778604-0.00338949j 0.0122882+0.00273426j 
0.00148266-0.00364164j -0.00240599+3.70309e-05j -0.00227092+0.0128952j 0.00381096+0.0032048j -0.000312756-0.00149326j 0.00059121-0.00303166j -0.00144071-0.00710291j 0.00141943+0.0101135j -0.00247238-0.00633878j -0.00134005-0.00173148j -0.00325906-0.00212513j 0.00608238+0.000106632j 0.00560331-0.0247662j 0.00655668+0.0144181j 0.00654532+0.0262279j 0.00533158+0.0141099j 0.00222668+0.029775j -0.00909979-0.0150904j -0.0143043-0.0017269j -0.0183342-0.012101j 0.00266681-0.000106j 0.0058405-0.00833156j 0.010443+0.0161372j 0.0131782+0.0438065j 0.00787119+0.0116072j 0.00322335-0.0601803j -0.0119061+0.00694016j 0.0154551-0.0207007j 0.00673244-0.0258692j -0.0113392+0.00434754j 0.00265462-0.0280022j -0.0066389-0.0160689j 0.0102263-0.0212119j 0.00675843+0.018437j -3.46098e-05-0.0201871j -0.00141096-0.0372261j -0.00415511-0.0168143j -0.00252539+0.0113181j -0.00657758+0.00734958j -0.0017609-0.00931636j -0.00319456+0.0164867j -0.00191966+0.00346727j -0.0029369+0.0123409j 0.00454922+0.0102159j 0.00233091-0.00557914j 0.00392612+0.00253267j -0.00108019+0.00690329j -0.000304106+0.00728062j -0.00527679+0.000155318j -0.00792659+0.00951484j 1.7761e-05-0.0067022j -0.00559277+0.00399216j 0.0118027-0.00116962j 0.00640837-0.00526816j -0.020828-0.000281298j -0.00113816-0.00669718j 
-0.000882122+0.00442617j 0.00205594-8.71236e-05j -0.000982728+0.0135951j 0.00570852-0.00256684j 0.00166889+0.00200594j 0.00147754+0.017455j -0.000722627-0.00505739j -0.00158768+0.00821705j 0.00146688-0.00314726j -0.00168714-0.0186845j 0.00136221+0.0251545j -0.00227896+0.00262399j 0.00916301+0.010619j 0.00724546-0.0162201j 0.00716341+0.0264388j -0.00104801+0.00159212j -0.0102555-0.0266291j -0.000734166+0.0191249j 0.011116+0.0626397j -0.00831639-0.00312839j 0.00849708+0.0053078j 0.0112324+0.0277363j 0.000984726-0.00951058j -0.000421641+4.4907e-05j 0.00405651+0.0145535j -0.00304482+0.0511161j -0.0158983+0.017979j -0.0142482+0.0488244j 0.00355496-0.00232258j -0.0150821+0.0174052j 0.00170516+0.000970413j -0.00168512-0.00572838j -0.00924602+0.0143099j -0.0040729+0.00103194j -0.00638566+0.0242867j -0.00377277-0.027863j 0.00127216-0.0115521j 0.000134894-0.0107579j 0.0109176-0.0267752j 0.0061951-0.0134934j -0.00379048+0.010738j 0.00380749-0.00830873j -0.00604292+0.000106722j 0.00711933-0.00763037j -0.00553099+0.00193043j 0.0019995+0.0101743j -0.00439951+0.0104099j -0.00247371+0.00212781j -0.00564048-0.00113861j 0.00199574+0.00673147j 0.000571626-0.0047803j -0.00655122-0.000627984j 0.00767839+0.00272213j 0.00254843+0.00173655j -0.00554871+0.00676456j -0.0228737-0.0028146j 
-0.0033997+0.000698415j -0.000904811+0.00651051j -0.000556928-0.00274896j -0.00194265+0.00116687j 0.000527237+0.00379001j 0.00238168-0.00648788j 2.71606e-05+0.00390365j -0.0019751+0.000711132j -0.00153335-0.00170638j 0.00586487+0.0372946j 0.00178749-0.0162824j 0.00611131+0.0267153j 0.00385271-0.000501903j -0.00599309-0.0132126j 0.00187986+0.0173945j -0.0132428-0.0037465j -0.000272713-0.0181472j -0.00939128-0.0495631j -0.00175327+0.0150099j 0.00448887+0.0379957j 0.00495942+0.0014952j 0.00525813+0.0387963j 0.00564013-0.0395052j 0.00282859+0.0380195j -0.00560888+0.0156446j -0.0110824+0.0483475j 0.00352082-0.0194641j 0.00182499-0.0108067j 0.00190219+0.0406495j 0.000622181+0.0301321j 0.00562381-0.0110026j 0.00692815+0.0297994j -0.00628949+0.0258181j -0.00258535+0.0139661j -0.00333922+0.0118362j -0.000357569+0.000172387j -0.00366846+0.00923224j 0.00266294-0.00818745j -0.000827824-0.00553072j 0.00026097-0.000388661j 0.0013601+0.00640348j -0.000947075+0.00906552j 0.00421557-0.00412774j -0.00527516-0.00197372j 0.000280646+0.00205999j 0.00117618-0.0052008j 0.00654496-0.0057904j -0.00142147+0.00351584j 0.00622066-0.000399903j 0.00310455-0.00590169j 0.000877881-0.00803808j 0.00199047-0.00201429j -0.00292986+0.00336047j 0.00610436-0.00434106j -0.0177807-0.000898812j 0.000449408-0.00534473j 
-0.000466063+0.003921j 0.00253449-0.00179132j 0.000593777-0.00973262j -0.00244045-0.000213348j -0.000260582+0.00535992j -0.00199903+0.00723818j 0.00129121+0.00282767j -0.000652923-0.0126385j 0.00329895+0.00584828j -3.88406e-05+4.64421e-05j 0.004169-0.0103802j -0.0108411-0.0066745j -0.0111147+0.0307495j -0.00581069-0.031372j 0.00362381+0.0154976j 8.79063e-05+0.0376688j 0.000334216+0.0428068j -0.00436542+0.00369849j 0.0149685+0.0434674j 0.00802675-0.0163102j -0.0136407-0.0720956j -0.00528734-0.0242967j -0.0131172-0.0047356j -0.00114555+0.00836273j -0.00971484+0.0502308j 0.000752963-0.0248724j 0.00189036-0.0137835j -0.00672207-0.00061992j -0.000902911-0.0371998j 0.00354684+0.0101836j -0.00309308-0.00110075j 0.00214592-0.00805899j 0.00244297-0.00947446j -0.00102056-0.00206895j -0.00170979+0.0151442j -0.00146316+0.011221j 0.00367873+0.00581875j 0.00072791-0.00360787j 0.00250192-0.000914342j 0.000470153-0.00338344j 0.00430811-0.00986504j 0.00242604-0.00252025j 0.00385558-0.00797116j -0.000770713-0.0034806j 0.00230833-0.00452495j -0.00229201-0.00293454j 0.00214918-0.0100064j 0.00319234-0.0060121j 0.00403148+0.00112826j 0.00595784-0.00464398j -0.00453385+0.00909656j 0.00533967-0.0024886j -0.0131962+0.00142288j -0.0079647+0.00553479j 0.0198251+0.00193393j -0.00360255+0.00623351j 
-0.000861235-0.00312591j -0.00193668+0.002198j 0.00185797-9.72793e-05j -1.59292e-05-0.00344874j 0.00265882-0.00600845j 0.00119188+0.00873361j -0.00140362+0.00238042j -0.000643979+0.00508599j -0.0041566-0.03281j 0.00417307-0.00543062j -0.00940161-0.0313137j 0.000563309-0.022424j 0.00265125+0.000478686j -0.00517335-0.0400586j -0.000944853+0.0279007j -0.0117414-0.0473925j 0.00010473+0.0422183j -0.00412322-0.0399489j -0.00151129+0.00815891j -0.0074911-0.0264905j 0.00764714-0.0193613j -0.00318972+0.0482644j -0.0046174-0.00670947j 0.00518426-0.0348068j -0.000335509+0.00932424j -0.00782681-0.00262622j 0.00397348-0.0104839j -0.0014638+0.0204168j 0.00446096-0.00333769j -0.00387395+0.0161572j 0.00263685-0.0242656j 0.00208162+0.00520001j 0.00375058-0.0044769j -0.00178597+0.0166341j 0.00255759-0.0138436j -0.00101329-0.00366783j -0.00295454+0.00754354j 0.00191158+0.000241924j 0.00250465-0.0024038j 0.00212267-0.00937243j -0.00147629+0.0051777j -0.000208983-0.000941157j -0.000828988+0.00406959j -0.00144709-0.000277149j 0.000375075+0.00202751j 0.000389391+0.00141003j 0.00119884-0.00491752j 0.00201134-0.00248792j -0.00188452-0.00219049j -0.000316867-0.00410127j -0.00158196+0.000458744j -0.00483364+0.00276534j 0.00761961-0.00211306j 0.00349727-0.0015059j -0.000499796-0.0017864j 0.00585315+0.00011415j 
-0.00391746+0.0093649j 0.00390344+0.00196668j 0.00358404-0.00539022j 0.000144447-0.0143556j 0.00338683-0.00610297j 0.00466304+0.0276496j 0.00574179-0.00854335j -0.00392728-0.0115678j 0.00340761-0.0384512j 0.00932142+0.0346134j 0.00509169+0.0167355j -0.0199837-0.0305041j 0.000266981-0.0550247j 8.69099e-05+0.0194619j -0.0150445-0.0178191j -0.00734441+0.0102157j 0.0012342-0.0163341j 0.00253456+0.0198495j 0.0179027-0.0197985j 0.000399024+0.00778836j 0.0157781-0.0127342j 0.00380974+0.000607829j -0.0097981+0.0428277j 0.000704584+0.00590128j -0.00309039+0.000856002j -0.00506067-0.0214995j 0.000425981+0.0133661j -0.00225522+0.00530127j -0.00150522+0.0207652j 0.00369379+0.00975766j -0.0012995-0.00292358j 0.00264686-0.00374505j -0.000359577-0.0192831j -0.00627249+0.00983279j 0.00110538-0.018214j -0.00743763+0.0136472j -0.00800964+0.00233819j 0.00496518-0.00938676j 0.0046699+0.00824332j -0.0014531+0.00282235j -0.000213876+0.00609372j -0.00147835-0.00691773j -0.00164544+0.00834116j -0.00691537+0.00833448j -0.0117467+0.00744542j 0.000998143+0.00413395j 0.00727131-0.013506j 0.0043029-0.00568117j -0.00451721+0.000829526j 0.00958993+0.000874124j 0.00117677+0.000585662j -0.00129238-0.0105121j -0.00660984+0.00776748j 0.00700093+0.00683074j 0.013236+0.0127943j -0.0377843+0.00232695j 
-0.00265321-0.0034905j -0.00308864+0.00834711j -0.00170503+0.0125772j 0.00102145+0.00506906j 0.00153181+0.0037477j 0.00159241-0.00698459j -0.00964933-0.0145659j -0.00377175+0.0204969j -0.00511761-0.0105895j 0.00791624+0.0458842j 0.000770389+0.0407377j 0.00267786-0.052659j 0.0230744+0.0429628j 0.00199687+0.0216195j 0.00269827-0.0419229j 0.0048139+0.0378115j -0.00620051+0.061863j -0.00106099+0.0209553j 0.00457342-0.0188542j -0.00162444-0.0327859j 0.00979371-0.0221019j 0.0012666-0.0257663j 0.00587404-0.0020188j -0.00452114+0.00545101j 0.00268602-0.00940837j -0.00730172-0.0126415j -0.00412085+0.0153454j -0.00577986+0.0205836j -0.00141417+0.00591382j -0.000537897-0.0021602j 0.000764402-0.00268659j -0.00214722-0.00863491j 0.00156847-0.00212992j -0.00069085+0.0109863j 0.00500141-0.01207j -0.00382321-0.00436489j -0.00197197-0.00759402j -0.000529685-0.00182557j 0.00309339-0.00407602j 0.000779468-0.0047105j -0.00148879+0.00946924j -0.00150023+0.00107516j -0.00197123+0.00869041j -0.00108748+0.000838229j -0.00310073+0.00804572j 0.005241+0.000250843j 0.00072227+0.00755619j -0.000544593+0.00360664j -0.00188586+0.00154219j -0.00105177-0.00231524j 0.000718122-0.0131741j -0.00681253+0.00676011j 0.0150807-0.000280323j 0.00518008-0.00956636j -0.0396153-0.00671514j 0.0134193-0.0121481j 
0.00460548-0.0074633j -0.0016385-0.0068516j 0.00376638-0.00593305j -0.000778053-0.00432446j -0.00224505-0.0378251j -0.00248205-0.0233897j 0.00494172+0.0345761j 0.00765789+0.0143258j -0.00122912-0.0386826j -0.00368851+0.0210624j -0.00834553+0.0197514j 0.0183886+0.0556689j -0.00450271+0.0100284j -0.00290785+0.0411594j -0.00866723-0.010783j 0.0081431-0.0450578j 0.0120568+0.0218731j 0.00176475+0.0346557j -0.014118+0.028893j 0.00433004-0.0191058j 0.00117786-0.0187798j -0.00433449+0.0147686j 0.00607164-0.00103066j 0.00192753+0.0109355j 0.00295973-9.1048e-05j 0.00212722+0.000960245j 0.000510733-0.00563908j 0.0114794-0.0143494j -0.00264122+0.0131652j 0.00391874-0.00698114j -0.0015158-0.00506692j 0.00323758+0.0105154j 0.00228407-0.000896538j 0.00170217-0.0045976j 0.00109501-0.00500372j 0.00396841+0.00450517j 0.000849003-0.00627789j -0.00261644+0.00782165j -0.00669121+0.00554951j 0.000284067+0.00821086j -0.00544731+0.00728376j -0.00208403+0.00623325j -0.000829284-0.00205295j -0.00108538-0.0025854j 0.00290457-0.000835367j -0.00072769-0.00668995j -0.00172449+0.000173734j -0.00313172+0.00430277j -0.00325165-0.00275545j -0.00335463-0.00354239j 0.00554185+0.00585811j -0.00479811+0.00445757j 0.0072278-0.00912273j -0.000472521+0.00234257j 0.0267859-0.00620547j 0.0241841+0.0100993j 
0.000857582+0.000852657j 0.000785652-0.000928436j -0.000748464+0.0261739j 0.0063742-0.0025391j -0.00134047-0.0120584j 0.00807199+0.0561369j -0.0038155+0.0276539j -0.00319505+0.0330302j 0.00402211+0.0143181j -0.00485988+0.0074014j -0.0170852-0.0265495j 0.0127236+0.0238493j 0.00670346+0.0373925j 0.0129075-0.0426961j -0.00810971-0.005787j -0.00269421+0.00306981j 0.0103016-0.0411317j 0.000122835+0.00732558j -0.00240607+0.0272048j -0.00493382-0.0286408j 0.00419176-0.0113313j -8.52715e-05+0.0184774j -0.00105779+0.00547448j 0.00364764-0.0125244j 0.00399674-0.00744644j 0.00221604-0.0217081j -0.00336099+0.00245994j -0.00145948+0.000778821j 0.00106266+0.0127361j -0.000792245-0.000447286j 0.00191858-0.00913701j -0.00122278+0.00886084j 0.000402374+0.0031851j -0.000361392-0.00333402j 0.00513911-0.012058j -0.00215262-0.00116516j -0.00157279-0.000461526j 0.000534494-0.00151877j 0.00143686-0.00125905j 0.00350123-0.00662802j -0.00165283+0.0102976j -0.00125224+0.000245319j -0.00129216+0.00385563j 0.00421334+0.00240615j -0.0037408+0.00571848j 0.00716141+0.00321902j -0.000211074+0.00251972j 0.0010837+0.00512656j -0.00885894+0.00148092j 0.00195895+0.00434996j -0.00251076-0.00674215j -0.0123838+0.00680921j 0.0161233+0.00100892j -0.00552786-0.00181462j -0.0183097+0.00041159j -0.00516197-0.00656284j 
0.00120535-0.0154672j -0.00424076+0.00274396j -0.000211228+0.0201428j 0.0026084+0.0331023j -0.000521551+0.00264423j -0.00527563+0.00891542j -0.0237327-0.0278745j 0.00107814-0.069051j -0.0108121+0.0224775j -0.00203377-0.000144653j -0.00479226-0.018146j 0.00902919+0.0113027j 0.00674361-0.0460553j 6.03673e-05-0.0144223j 0.00567511-0.0113296j -0.00206007+0.0139309j -0.00540892-0.0279552j 0.00229994-0.00613952j 0.00275252+0.00323254j -0.00142299-0.00835338j 0.000829619-0.00283703j -0.0036137-0.00340546j -0.00243285+0.00875833j 0.000251524+0.00281587j -0.000769134-0.00200045j 0.000868886-0.00420511j -0.000526306+0.00760371j -0.00288909+0.0130592j 0.00337443-0.00490771j -0.00047346+0.000115731j -0.00179613-0.000905344j -0.00327748-0.00257368j -0.00311038+0.0150634j 0.00172021+0.00371643j -0.00272766+0.000836717j -0.006469-0.00791709j -0.00501571+0.000952302j -9.83196e-05+0.000779952j 0.000538236-0.0109162j -0.00277301-0.00536368j -0.00181271+0.00600784j 0.000535969-0.00207342j -0.00303354+0.012203j 0.00710729+0.00111671j 0.00637751+0.00833553j 0.00385508-0.00810349j -0.00358468+0.00891282j 0.00250123+0.00748933j -0.00504424+0.00480303j -0.00897283-0.0127894j -0.00665297+0.00451197j -0.012301+0.0251263j 0.0126189-0.0176186j -0.0179083-0.00896679j -0.000486086-0.0296159j 0.0873622+0.00638698j 
-0.00502909+0.00553841j -0.000262879+0.0160718j 0.00357855+0.0118119j -0.00454939-0.02168j 0.00819039+0.0512985j 0.00676562+0.0013806j 0.00401176+0.0660901j -0.0277805-0.0347518j -0.00664815-0.00619966j 0.00827997-0.0308633j 0.0103089+0.00323082j -0.00904837+0.0546259j 0.00685962-0.00381187j -0.00379253-0.0133364j -0.00142369-0.00791602j -0.00474338-0.0267009j 0.000709367-0.00203793j -0.00136992+0.00610365j 0.00643452+0.00114705j 0.00496595+0.0156902j 0.00285039-0.0146474j -0.00583563+0.0032445j -0.00426804+0.0127584j 0.000817213-0.0138843j -0.00201242+0.00714308j -0.00114735-0.00344567j 0.0026382-0.00438655j -0.002089-0.013708j 0.00150565+0.00612923j 0.00375084-0.00648892j -0.00232139+0.00871646j 0.0039574-0.00395259j -0.00315949-0.00414646j -0.00792204-0.000722769j 0.00880838+0.00189027j -0.00198772+0.00475599j -0.00211518+0.00319002j 0.00381515-0.00786548j 0.00507414-0.00317826j 0.00213876-0.00673264j 0.00282666+2.51451e-05j 0.000396977+0.000626663j 0.00406775-0.000909093j -0.00817034+0.00338255j -0.00316046+0.00312746j 0.000551338+0.0141355j 0.00756904+0.00175952j 0.00269889-0.0010782j 0.0066402-0.00201644j 0.00583942-0.0030338j 0.00202906-0.0261523j -0.00010512-0.00132869j 0.013894+0.00886377j 0.00917065-0.0158288j -0.0829862-0.00537047j -0.00294336-0.0283374j 
0.00171415+0.0146551j 0.0100364+0.0128417j -0.00695011-0.0467145j -0.0203353+0.0261264j -0.00255624-0.0175407j 0.0137833+0.0118339j -0.00564812-0.0461148j 0.010178+0.0134559j 0.00890177-0.00515776j -0.00179033+0.00565907j 0.00335265+0.0123614j 0.00587489-0.0201897j -0.0127797+0.00760572j -0.00142092+0.0221294j -0.00095208+0.0206631j 0.00084641-0.00458501j 0.00377148-0.012419j -0.00341802+0.00016201j -0.000286477+0.0123501j -0.00364462-0.000939607j -0.00400152-0.00195866j -0.00304846+0.00417456j -0.00460654+0.00125958j -0.00302186-0.00223897j -0.0097048-0.00398548j 0.0004564-0.00982722j 0.0116936+0.00159404j -0.000653894+0.00169587j 0.00112528-0.000920878j 0.010367+0.000203382j -0.00940546+0.0103515j 0.00626858-0.00288489j -0.00263325-0.00325271j -0.0067333-0.00390823j 0.00444365+0.00753986j -0.00452812+0.0063908j -0.00284731+0.00950719j 0.00653656-0.00774862j 0.00520587-4.60255e-05j -0.00062015-0.00709047j -6.21386e-05+0.00299545j 0.00544127-0.00332112j 0.000719635+0.00885664j -0.0103896-0.00713629j 0.00188943-0.000728557j -0.00893414+0.0119279j 0.0107799+0.0071556j 0.00999739-0.00283557j 0.0111245+0.00516259j 0.00987865-0.0138349j 0.0136827-0.0360785j 0.00285967+0.0102544j 0.0164586+9.48447e-05j -0.00630584-0.0306788j -0.123179-0.0355386j 0.0715702-0.0361209j 
