0.000757662-0.00980279j -0.00384807+0.00216467j -0.00102047-0.00288015j -0.000955755+0.00728576j 0.000705614-0.00230616j -0.000178644-0.00735039j -0.0020353+0.00564356j -0.000519897-0.00199685j -2.61905e-05+0.00350587j -0.000582046+0.000263768j -0.00113367-0.00599087j 0.00126645-0.00483086j 0.000615246-0.000797114j -0.000300107+0.0019584j -3.92896e-05-0.00319424j 0.000776857+0.000167428j 0.000936456+0.0020427j 0.000464671+0.00306295j -0.000994816+0.0030503j 1.25599e-05+0.000368399j 0.000875183+0.00299851j -0.000502302+0.00290892j -0.000219088-0.00382288j -2.76537e-05+7.23026e-05j 0.000921396+0.00120393j 0.000965087-0.000188738j -0.000365748-0.00528056j -0.000246966-0.00104302j -4.72562e-05-0.000245033j -0.000278744-0.00413327j -0.000585039+0.00143658j -0.000254327+0.000615127j 0.000320681-0.000318041j 0.000710481-0.000109012j -2.38834e-05-0.00418025j -0.000325994+0.00155119j -0.000290756-0.00147533j 0.00102198+0.0011073j -0.000326846+0.000490855j 0.00140485+0.0019265j 3.61676e-05+0.00213577j 0.00129649-0.00315632j -0.000687954-0.00498363j 0.00198407-0.000302023j -0.00180829-0.00816192j -0.00118188+0.00430327j 0.00215615-0.00386057j -0.000652984-0.00513975j -0.00851589-0.00154383j 0.00609318+0.0270089j 0.0211891-0.00685649j -0.0091211-0.0304669j 0.00668608+0.0273594j -0.0819332+0.00654397j 0.0434832+0.0352177j 0.207286-0.0206264j 
0.010396+0.0120244j -0.0019555-0.0154833j -0.0195926+0.0306151j 0.00863425+0.0521598j -0.0191681-0.0249941j 0.00350411+0.0165151j -0.0034249-0.00999719j 0.00346392-0.0383171j -0.00228345+0.0145827j -0.0136126-0.00477905j -0.00392091-0.0189661j 0.0137192-0.00793412j 0.00809472-0.0128887j 0.00832391+0.0169255j 0.00579848-0.00789879j 0.00675844+0.00424611j -0.00211031+0.00392579j -0.00283375+0.00173284j -0.0104942+0.0100229j 0.000647488-0.0134161j -0.00719631+0.00566261j 0.00579832+0.00815196j 0.00877808-0.0122294j 0.00456586-0.00127584j 8.47819e-05-0.00304906j 0.0022634+0.00280946j -1.6695e-05-0.0115677j 0.00688039-0.0107473j -0.000245984+0.00114494j -0.00432371-0.00971487j -0.00194793+0.00160915j -0.00641722-0.000278144j 0.000990869-0.00202589j 0.00168783-0.00379642j 0.00314573-0.00751075j -0.00278486-0.000861457j 0.00762878-0.000871125j -0.00320943+0.00368743j 0.00458514+0.00254622j 0.000130835-0.00218424j 0.00374873+0.00934863j 0.00716236-0.00652637j 0.00566262-0.00561374j 0.00614352-0.00588434j -0.00447223-0.0121266j 0.00426935+0.00276277j 0.0131259-0.00790216j -0.00189847-0.00540479j -0.00813205+0.00499898j 0.00225976+0.0284486j 0.00485239-0.0171597j 0.0209486-0.0229582j 0.00405504+0.0292873j 0.0143494+0.000568598j -0.0696101+0.0368545j -0.124144-0.0349623j 
-0.030783+0.0408155j 0.0208788+0.051585j -0.0162453+0.0151651j 0.0145615+0.0523161j -0.00444212+0.0370089j 0.0154544+0.0222343j 0.0182927-0.0347617j -0.00441093+0.00206471j 0.0101292+0.0127045j 0.00318211-0.00214263j -0.00397345+0.00886467j -0.00764731+0.0115412j 0.00107396-0.000956266j 0.00737329-0.00592582j 0.000822514+0.00103873j 0.00105099+0.0024739j 0.00293756+0.00358614j -0.000100996-0.000430902j 0.00627325+0.00361119j -0.0022893-0.00777019j 0.00908738+0.00817456j 0.00851095-0.00356171j -0.00450254-0.00309792j 0.0038297-0.00393825j 0.00176061-0.000966414j -0.00532247-0.00149899j -0.00718469+0.00568541j -0.00385649-0.00769408j -0.00274707+0.00189552j -0.00157359+0.00627562j 0.0103412-0.00204367j 0.00249261+0.0043827j -0.00378109-0.000630789j -0.00174623-0.00457875j -0.00101935+0.00355642j 0.00766343-0.00748346j -0.00191622-0.0116041j -0.00373577+0.00425768j 0.00345034-0.00087604j 0.00108134+0.000487707j 0.00132088-0.00506641j -0.0116791+0.000518547j 0.00440358-0.00524003j -0.0127613-0.000202105j -0.00440055+0.00704724j 0.00452416-0.0027406j -0.0124102-0.00207268j -0.0141186+0.00611125j 0.0250051-0.00998116j -0.00517285-0.0164726j -0.026107+0.0218852j -0.0100829-0.00802712j -0.0432015-0.0166979j 0.0496029+0.0167475j 0.0993034+0.0142345j -0.011558+0.0327031j 
0.0214639+0.0514019j 0.030859-0.0416797j 0.013723+0.0535293j 0.0168166-0.0146968j -0.00737432-0.0114154j -0.0122449+0.0511356j 0.0139692+0.0144403j 0.019081-0.00330358j 0.00338637-0.0129525j -0.00156621-0.0158046j 0.000467868+0.0113257j 0.002063+0.0018968j -0.0146143+0.00243764j -0.00516149+0.0043196j -0.00580422+0.0019473j 0.00840326+0.000811568j 0.00169585-0.000281685j 0.00255653-0.00725968j 0.00102635-0.00592703j -0.00518862+0.000414543j -0.00203927-0.00921894j 0.000579299+0.00516482j -0.00477646+0.0082449j -0.000642171+0.00140452j -0.00238829-0.00203374j 0.00858603+0.00284525j -0.000498434+0.00396451j -0.00399133-0.000282731j -0.00399995-0.00032281j -0.00256391+0.00210562j -0.00462321-0.00242381j 0.00154244+0.000253371j 0.00426955-0.00351981j -0.00248096-0.00610739j -0.0100297+0.00617497j -0.0073754-0.00261346j -0.00563131+0.00221314j 0.00768982-0.00124199j 0.000408089+0.00870327j 0.000322544+0.000521179j -0.000915733-0.00217027j -0.00674563+0.00555615j -0.00723499+0.00354812j -0.0030673-0.005366j -0.00706321-0.00178876j -0.00781314-0.000321738j -0.008984+0.0133486j 0.0168833+9.40405e-05j 0.0157501+0.0104407j 0.0285525-0.0206491j 0.00747504-0.00427122j -0.0160821+0.0114616j -0.0444771-0.014165j -0.0402411-0.0163896j 0.0113974-0.0332661j 0.100076+0.0143304j 
0.0137924-0.0236433j -0.0188983-0.0148993j -0.00281598-0.000812779j -0.000461463-0.00860994j 0.00819538-0.0148967j 0.00282607-0.00273655j -0.00803555+0.0166685j -0.00503012+0.00362227j 0.00336208-0.000576721j -0.0021012-0.0044027j 0.00294416-0.0044121j 0.00585824-0.00826604j 0.0117832-0.00291745j 0.00057619-0.00372743j -0.0016604-0.00694192j 0.00027946+0.00365081j 0.00328736-0.00433332j -0.00601916+0.0032367j -0.00431883+0.00938448j -0.00324902-0.00411655j 0.0117154+0.000104396j 0.000507332+0.00421936j 0.00540312-0.000724222j 0.00864962-0.00163766j 0.0103363-0.00022187j 0.00205227-0.000424161j -0.0105013-0.000194835j -0.00595938+0.0061189j 0.00106671-0.00421011j -0.00605455-0.00353013j 0.00667847-0.000970549j -0.00598801+0.00243703j -8.13506e-05+0.00668577j 0.00526798-0.010838j 0.00581817-0.00288252j -0.00112354-0.0133737j -0.0043498-0.00914379j -0.00555228+0.0042372j 0.00121393+0.00223509j 0.00410355+0.000164873j -0.0114027-0.0096954j 0.000109595-0.00938442j -0.00366686-0.0160933j 0.00829838-0.00480809j 0.011713-0.0262763j -0.00485535+0.00600418j -0.0220346+0.0083454j -0.0185528+0.0117168j 0.0717719-0.0140071j -0.0419346-0.034994j 0.0124119-0.00392175j -0.056943-0.0372327j -0.120513-0.0449079j 0.193284-0.00490831j -0.0235919+0.0101853j -0.0253476-0.0132379j 
0.0197478+0.0144113j 0.0137227-0.0240281j 0.000491809+0.00571725j -0.00568481-0.00101972j -0.00576731-0.000933047j -0.0121984+0.018221j -0.00921717+0.0070227j -0.00663183-0.00932326j 0.00415752+0.0116035j 0.00474763-0.00321468j -0.00933147+0.00439766j 0.00770755-0.00430214j 0.00400025+0.00419464j 0.00277296-0.00404713j 0.00200067-0.00522241j 0.000945408+0.00637718j 0.00334885-0.000872815j 0.000425578-0.00923806j -0.00260224+0.00159335j -0.0062993-0.00239442j 0.00421393+0.00967442j -0.00525612+0.00274477j -0.00384714+0.000484861j -0.00280425+0.00807386j 0.00101329+0.00320565j 0.00523069-0.00449924j -0.00304577-0.002119j -0.00580669+0.00229117j 0.00513874-0.00420124j -0.00246514+0.00140552j -0.00313986+0.00645441j -0.00597593-0.000175919j -0.00504659-0.00156346j 0.00304231-0.00288351j 0.00686855+0.00473459j 0.00134649-0.00251343j 0.0063983-0.00960938j 0.00656665-9.07891e-05j -0.00373126+0.00148491j 0.00018786+0.0053364j 0.0155806+0.00010289j 0.00845528-0.0161371j 0.00500363+0.0104066j -0.000677177-0.0154887j -0.01146+0.00780355j -0.0126968+0.01687j 0.0103341-0.00868751j -0.0463728+0.0137893j -0.0629478-0.0265709j -0.0312494+0.00968131j -0.0173562-0.000101156j -0.0222825+0.0173896j 0.185216-0.0157714j 0.129587+0.0426864j -0.0257725-0.0108749j 0.0186358-0.0110468j 
-0.00227052+0.00547509j 0.0049884+0.00234326j -0.00783367-0.00496115j -0.00617455+0.0111306j -0.0121631+0.00954451j -0.00974987-0.00412618j -0.00211217-0.00603286j -0.0105313-0.0064062j 0.00311353+0.0109535j 0.0038946+0.00200216j -0.0105744+0.000933197j -2.64764e-05+0.00131044j 0.00394264+0.00036125j 0.00490115-0.00407852j -0.00191229-0.00466497j -0.00249301+0.00203315j 0.000683248+0.00732822j 0.000146981-0.00273808j 0.00298868-0.00438965j -0.00674005+0.00315516j 0.00243598+0.00724641j -0.00120084+0.00305321j -0.00395292-0.00235196j -0.00598189+0.00517801j -0.00041696-0.00021485j -0.00218182-0.00561684j -0.0066009+0.00196311j 0.00481891+0.00628164j 0.00893419+0.000266382j -0.00738882+0.00613545j -0.00252831-0.0049338j -0.00584312+0.00495744j -0.00964023-0.00262172j -0.00479032+0.00227717j 0.00544832-0.00158634j -0.00351003+0.000993568j -0.000991985-0.016098j -0.00146354+0.00396545j 0.000760564+0.00478368j -0.0080744+0.0189534j -0.0213813-0.00422313j 0.0081282-0.00927826j -0.0517694+0.0132512j -0.0012815+0.00928411j 0.0195146-0.0066323j 0.0448246+0.00759778j -0.033606+0.00529387j 0.0672546+0.00700952j 0.0160296+0.022173j -0.0304269-0.00545564j 0.0269542+0.0310341j -0.241188-0.01673j 0.0416562-0.00332467j 0.020742+0.0182436j 0.00119178+0.00153212j -0.00172642-0.000420759j 
-0.0047925+0.00831635j 0.00778306+0.00380328j 0.00148049+0.0120641j 0.0128297+0.00075546j 0.010744+0.0066731j -0.00149178+0.0152557j -0.00168906-0.000134608j 0.000104615+0.000162622j 0.00395129+7.20302e-06j -0.00293925-0.000636901j -0.00394498-0.000467343j -0.000517236+0.000839522j 0.00211922+0.00011565j -0.000165382-0.00816179j 0.00078958+0.00434699j 0.00340472+0.00783643j 0.00895111-0.00548315j 0.0033925-0.00215583j -0.00403286+0.000453901j 0.00959391-0.00322005j 0.00749446+0.00174314j -9.53038e-05-0.00441318j -0.00916906+0.00548533j 0.00865608-0.00145944j -0.00258854+0.00632537j 0.00375138+0.000595708j 0.00231248+0.00599187j -0.00195713+0.0088291j -0.00319868-0.00926392j 0.00327108+0.00494777j -0.00770434+0.00603211j 0.00658454-0.00317427j 0.000439476+0.0057261j 0.000346681-0.00234489j 0.00275874+0.0110605j -0.000489842-0.0066617j -0.00717569+0.00984921j 0.000873101-0.000553619j 0.0267612-0.0170012j 0.0137161-0.00339494j -0.0125865-0.0114242j 0.0315001-0.0152981j -0.0317099+0.00834977j -0.00256946-0.00598689j -0.0104208-0.0193255j -0.0376529-0.00158361j 0.0260468+5.5231e-05j -0.0231421+0.0202651j 0.00771171-0.00997304j -0.0145889-0.0235644j 0.220922+0.00531574j 0.058655+0.018679j -0.003166-0.00349232j 0.00537634-0.000152418j 0.00899857-0.00237019j 0.00768475+0.00588655j 
0.0117517+0.0100494j 0.0114621-0.0122843j 0.00626387+0.00072182j -0.00591001-0.00487488j -0.000462633-0.00631583j 0.00306539+0.00955823j -0.00223143+0.00642042j 0.00188863-0.000625916j -0.00471622-0.00231987j 0.00424908+0.00470514j -0.002867+0.00775082j 0.00515267-0.00394948j 0.00483333+0.00056555j -0.00252551+0.00636744j 0.00564097+0.000848642j 0.00204256-0.00660203j -0.00203454-0.00193051j 0.00444368-0.00236683j -0.00164175+0.00671747j -0.00563903-0.00590084j 0.00605357-0.000976391j 0.00169751+0.00305881j 0.00945114-0.000435679j -0.00227361+0.000685405j 0.0118031-0.00435202j -0.00156449-0.00332316j 0.00016634-0.00218835j 0.00680896-0.00283011j -0.00428426+0.00324476j 0.00436712-0.000972089j 0.00341501+0.00381393j -0.000915803+0.00433391j 0.0100157+0.00264067j -0.00254111-0.0073251j 0.00677871+0.00168766j 0.00023309-0.0019592j 0.0130012-0.00685412j -0.00572602-0.00462845j 0.00930488-0.00237827j 0.0262174-0.0211089j -0.0352421+0.00868546j 0.00405929-0.00464126j 0.0154116-0.0104837j 0.0472049+0.0125001j 0.0431907-0.00557979j 0.0172236-0.00606185j -0.0150992+0.0114486j -0.00724198-0.000323445j 0.0182982+0.0182618j -0.217562-0.00999552j -0.0407632-0.0195354j 0.0269254-0.000934966j 0.0160698-0.00780136j 0.0202483+0.00759052j -0.0101479-0.00633008j 0.00995407-0.0037954j 
0.00990414-0.00935962j -0.00920034-0.00883446j -0.00330246+0.00749832j 0.00663659-0.00297089j 0.00816581-0.00903762j 0.00265519+0.00346278j -0.00329547+0.00420666j 0.0037884-0.00181407j -0.00447607-0.000178645j -0.000717595-0.00353129j 0.0117265-0.00457968j 0.00100047-0.00628838j 0.00217643-0.0054943j 0.00764449+0.00689601j 0.0125875+0.000988072j -0.00766973+0.0058156j 0.00218042-0.00548378j 0.00272189-0.00235883j -0.00491675+0.00223168j 0.00872004-0.00188448j -0.00759372-0.000314672j 0.00822313-0.00726181j 0.00959714-0.00554913j 0.00544858+0.00216355j -0.00316637-0.00300222j -0.00172942+0.00627701j 0.00425941-0.00411049j -0.000551534-0.00999509j -0.00204277-0.00322564j 0.00582914-0.0093046j 0.00235604+0.00287448j 0.010298-0.00502286j 0.000780713-0.00250546j 0.0121809-0.00795509j -0.015674-0.00167911j 0.0209151-0.00567865j 0.00185638+0.00462496j -0.022907+0.00785739j -0.00193516+0.00461911j -0.0118138+0.00594651j -0.0260984-0.000815831j -0.00611496+0.011127j -0.0214107+0.00192896j -0.109093+0.0118065j 0.0557438+0.0128675j 0.00480239+0.0169515j -0.0430919-0.016157j -0.0367294+0.0168126j 0.195286-0.000618521j 0.0480582+0.0148754j -0.036443-0.0106121j 0.045681-0.00023437j -0.0228079-0.00783926j 0.014749-0.00896268j -0.00559613+0.00212448j -0.00574839-0.00345416j 
0.000510864+0.00129259j 0.00149549-0.000429314j -0.00273159-0.00284739j -0.00392837+0.00360939j -0.000579151+0.000314177j -0.0038247+0.00230224j -0.00759243-0.00406572j 0.00255799-0.00580171j -0.00349962-0.0011597j -0.00804855+0.00275855j 0.00176365-0.00476265j -0.00192955-0.00524599j 0.00258373-0.00360485j 0.00214231+0.00286947j 7.75165e-05+0.00400383j -0.00673864+0.0047466j 0.0123059+0.00335876j 0.00637117-0.00340973j 0.0026836-0.00424804j 0.00319995+0.00307309j 0.00532931+0.0035689j 0.00297816-0.00230952j -0.000537316-0.000578024j -0.00172711+8.39585e-05j -0.00209413+0.00041398j 0.00385155-0.0029041j -0.00162124+0.00344416j -0.00749798+0.0055917j 0.00348051-0.00708952j -0.0143324-2.72438e-05j 0.00661547+0.00141529j 0.0116831-0.00398512j 0.0219153-0.0125906j -0.009479-0.000971194j 0.0411042-0.00662495j 0.0118359+0.00094491j 0.00835233-0.00638911j -0.0183278+0.00714315j -0.0164181-0.00419132j 0.0676409-0.00841693j -0.00169214+0.00179543j 0.0365815+0.00511761j -0.0191057+0.0168248j 0.0224816+0.00657554j -0.0389322-0.0123015j 0.0523876+0.00316481j 0.0640199-0.0138176j -0.167694-0.0026121j 0.0122969+0.00346555j -0.00293633-0.00377131j 0.0209324+0.00238671j -0.00808711+0.00513991j 0.00837837+0.00055886j 0.000200469+0.00229963j -0.0021063-0.000832466j 0.000215413-0.000691598j 
0.00209203+0.0044552j 0.00514814-0.00196751j -0.00158147-0.00441713j -0.00788894+0.00354046j -0.00530983-0.00103971j 0.00400079+0.00116511j -0.00588257+0.00352846j -0.00625707-0.00460404j -0.00905979+0.00203616j -0.00265502+0.00942961j -0.0108364-0.00142813j 0.001073-0.00148585j 0.00975277-0.000501958j 0.00689466+0.00201033j 0.0114875+0.000408521j 0.00126441-0.00217646j -0.0012788+0.000316317j 0.00337367-0.00360284j -0.00643311+0.00346902j 0.00767008-0.00457367j 0.0020904+0.00503959j 0.000299076-0.000136438j 0.0078382-0.00553795j -0.00020487+0.00156667j 0.00387262+0.00212393j 0.000551282+0.000184769j 0.00106172-0.00596208j -0.0109654-0.00123915j -0.000611435+0.000161908j -0.0106353+0.00391053j 0.0106851+0.00120258j -0.015224+0.00540469j -0.0066653-0.00342835j 0.0160026-0.00104894j -0.0155302+0.000328399j 0.0286011-0.0103121j -0.0287773+0.000882609j -0.0409031-0.00273893j -0.0209901+0.00442987j -0.037827+0.00532145j -0.0358987+0.00350048j -0.03524+0.0043968j -0.0521493-0.00515609j 0.0466222-0.00148515j 0.0516307+0.0113969j 0.110705-0.00122379j -0.160168-0.0173385j -0.0566684+0.0030586j 0.00415396+0.0118703j -0.0352798+0.000500818j -0.0114549-0.00639181j -0.00670246-0.00173102j 0.0151587-0.00141679j 0.00889637+0.00663203j -0.00309013-0.000589706j -0.000355087-0.0021982j 
0.006708+0.00225963j 0.00344997-0.00630628j 0.00702702-0.0037646j -0.00716935-0.00599503j -0.00334796-0.002957j -0.000120968+0.000581548j -0.000795745+0.00264469j 0.00071905+0.00191855j 0.00515889-0.00204721j -0.000344294-0.0070262j 0.00730503+0.00142646j 0.00275454-0.00149422j -0.00280562+0.00367701j -0.00510699-0.000480621j -0.00823574-2.18686e-05j -0.00103534-0.00380142j -0.00780284+0.00271094j -0.00489821+0.00269307j -0.000774419+0.00318598j -0.00933839+0.00441004j -0.00295739-0.000970094j -0.00484156+0.00655741j 0.00395118+0.00405757j 0.00517906-0.00414052j -0.0122908-0.00431465j -0.0114315-0.00429061j 0.00578758+0.00473217j 0.0220543-0.00704439j 0.00983915+0.00476795j -0.0151464-0.00369108j -0.0207988+0.00164974j -0.0137684+0.00445147j -0.00131958+0.000189751j 0.0123245-0.00309439j 0.0239448-0.0114381j -0.0165097-0.00136424j -0.0458106+0.00505512j -0.0314182+0.00353228j -0.0261973-0.00773644j -0.0208202-0.00463637j 0.067928+0.00145371j 0.011185+0.0137575j 0.0364347+0.00109755j 0.0168492-0.00729682j 0.116554-0.0018224j 0.129383+0.0180838j 0.102887+0.00415363j 0.0108868-0.0117601j -0.00881644+0.00264977j -0.00793733+0.00209701j -0.0226565-0.000523504j -0.00610265-0.00351545j 0.0027229-0.000967508j 0.000489629+0.00127195j -0.00560387-0.00261973j 0.00375926-0.00181689j 
0.00155701-0.00985385j -0.0108793-0.000527301j -0.00171018-0.00405427j -0.00258192-0.00182744j -0.00293361-0.00253072j 0.000230017-0.00823879j 0.00194246+0.00197229j -0.00318148+0.00247879j 0.00495151-0.000947511j -0.0044739-0.00361452j -0.00156115-0.00451667j -0.00336457+0.00460719j -0.00619065+0.00271643j -0.0054206-0.00309609j -0.00811419-0.00218801j 0.00687259+0.00146911j 0.000714713-0.000266064j -0.0122172+0.00349606j 0.00701899-0.000494685j 0.00381059+0.00370767j 0.000901614-0.00464258j -0.000628165+0.00767694j -0.00710397+0.00150228j -0.00739917-0.00379863j -0.0115203+0.00815318j -0.0153068+0.00519885j 0.00685143-0.00210106j 0.0178679+0.000326207j -0.00157898+0.00265768j -0.0145244+0.00646208j 0.0115192-0.00640713j -0.0153347+0.00235617j 0.00998657-0.00697923j -0.02289+0.00564715j 0.021814+0.000839679j -0.0279044+0.00524148j -0.00430648-0.0033533j 0.0215506-0.00709231j 0.0614446-0.00226983j -0.00721529+0.00191862j 0.0416471+0.00677304j -0.0249295-6.91826e-05j 0.0704139-0.00766708j -0.0588634-0.00160849j -0.139579-0.0155478j 0.0788077-0.00272865j 0.0105766-0.000158487j 0.0265928-0.00463443j -0.0137494-0.00644093j 0.0261034-0.000139461j -0.00520987+0.00551973j -0.0088552-0.00300059j -0.00918401+0.000750446j -0.00435831-0.004639j -0.00211828+0.00206711j -0.00544051-0.00161524j 
0.000350247-0.00456739j -0.00524928+0.000167671j -0.00140058-0.00423234j -0.00412125-0.000220943j -0.00505476-0.000727555j 0.00184229-0.00626204j 0.00174707+0.00309263j -0.00676271+0.00268751j 0.00220678+1.34091e-05j -0.0041732+0.000701456j -0.00566808-0.00216743j -0.00176386+0.00132559j 0.0064306+0.00229721j -0.000720366-0.00240209j -0.00314676-0.00310853j 0.00321109-0.00187405j -0.00236708+0.00524718j -0.00438593+0.00198557j 0.00462675+0.00124458j -0.00100742-0.00166031j -0.00362579+0.00263922j -0.00238453+0.00452263j -0.00855814+0.0040669j -0.00702293-0.00358901j 0.00179531+0.00603031j 0.00496981-0.000167092j -0.00794739-0.00199441j 0.0175969-0.000506709j -0.000575824-0.00519831j -0.00983143+0.0015845j 0.044433-0.0109757j -0.00307794+0.00471087j -0.00694955-0.0048245j -0.050607+0.00595737j -0.0220645+0.00372135j -0.0281311+0.00183816j -0.0247712-0.00439102j -0.0129153-0.000509064j -0.00903264+0.00305123j -0.0372457-0.00415881j 0.0130483-0.00279857j -0.111943-0.0011463j -0.101805-0.00885783j -0.0298157-0.000513215j -0.045657-0.0051868j 0.0308325-0.00496513j 0.00175058-0.00341719j 0.000909981-0.00350355j -0.011728+0.000596395j 0.00253945-0.000439202j -0.00849854+0.000658291j -0.00951513-0.00379687j -0.00125453+4.27343e-05j 0.000804588-0.000615634j -0.00064141+0.00193392j -0.00414471-0.00130103j 
-0.00644703+0.00110455j 0.000973296+0.00550177j 0.00314385-0.00466821j -0.00322389-0.000339046j -0.00443433+0.00289443j 0.0013388-0.00367119j 0.00115912+0.000654058j -0.00242625-0.000457319j -0.00408601+0.00170689j 0.00569831+0.00323639j -0.00810902+0.00116942j -0.00267671+0.00522457j -0.00385135-0.000603986j 0.00308383-0.00229103j -0.008178-0.00253708j 0.00409227-0.00331679j -0.00589309-0.00293276j 0.00413356+0.000887309j 0.00263526-0.0053153j -0.00751318+0.0028883j 0.0047435-0.000441375j 0.00334704-0.00606779j -0.00211372+0.00151983j 0.00290107+0.00604988j 0.00935998-0.00694205j -0.0100817-0.00208465j 0.000477266+0.00120098j -0.0105128+0.00252764j 0.0120746+0.0040278j -0.000568099+0.000245393j -0.0523999+0.0138846j -0.0439825+0.00771337j 0.0206477-0.00331451j 0.0472816-0.00216215j -0.0303991-0.00242101j -0.108418-0.000442479j 0.0499995+0.00561603j -0.00958832+0.000428745j 0.0748505-0.00206742j 0.0388328+0.0157641j 0.0953164+0.00443664j -0.00735419+0.00231963j -0.0118676-0.00417647j 0.118592-0.00212066j 0.0104529+0.00603355j -0.00732117-0.00347431j -0.0170764+0.00350681j 0.0142992-0.00370979j -0.0189214+0.000600078j -0.00105695-0.00331633j 0.00333441+0.00271886j -0.00863311-0.00145034j 0.00433876+0.00323868j -0.00575922+0.00168313j 0.00205996-0.000105058j 0.000666807+0.00113213j 
-0.00123389+7.64797e-05j 4.57406e-05+0.00107275j -0.000488483-0.00497323j -0.0057821+0.000988014j -0.00650613+0.00409581j -0.00348597-0.00109691j -0.00477129+0.00268627j -0.0116387-0.00013589j 0.00464479+0.00335877j -0.00581984-0.00109946j -0.0103214-0.00470471j -0.00306319+0.000876592j 0.00925884+0.00193431j 0.00644401-0.00959601j -0.004678-0.00416918j 0.00516648+0.0024491j -0.00249645+0.00195336j -0.00627567+0.00111472j -0.00201781+0.00149087j 0.00141065+0.000107892j 0.0147314+0.00705856j -0.0106098+0.00532312j -0.00329935+0.00175036j 0.00337482-0.0024032j 0.0225048+0.00852121j 0.0001416+0.000135361j -0.0302993+0.00799241j -0.0160422+0.00422133j -0.0185672+0.00349946j -0.00699143+0.00387556j 0.00592057-0.000145829j -0.0118069+0.0033198j -0.0049964-0.000498297j 0.0213573-0.00168565j -0.0509317+0.00263636j -0.0711541-0.0043069j -0.126971+0.000444238j -0.0313507-0.00260141j 0.0183786+0.00390282j 0.0657382+0.00253069j -0.117357-0.0115984j -0.0692834-0.00411344j -0.0197248-0.00658897j 0.0326555-0.0026272j -0.024593-0.00426073j 0.0419653-0.00500414j -0.00726523-0.00746173j -0.00848394-0.00388182j -0.0204532+0.00217912j -0.00515495-0.00524223j 0.00576464+0.00237218j -0.0109-0.00162509j 0.00511833-0.00103234j 0.00629809+0.00351584j 0.000174806+0.000988235j -0.00156178-0.000450014j 
0.00360485-0.00381409j -0.00435466-0.0026296j -0.00654532+0.00442754j 0.00448605+0.00318265j 0.00309073-0.0012393j -0.00362355+0.0010945j -0.00180535-0.00262351j 0.0012342-0.00328194j 0.00446236+0.00247163j -0.000926189-0.00439159j 0.00725282-0.00293028j 0.000631714-0.00149959j -0.00431481-0.000175579j 0.000320882-6.67993e-05j 0.00177415+0.00404506j 0.000134299+0.00536418j 0.00152284-0.00233669j -0.000376746+0.00137577j -0.0091918+0.00159738j 0.0134164-0.000597591j -0.00567429-0.00197012j 0.0167315-0.000472926j -0.0064746-0.00262516j 0.00135904+0.00166563j -0.00360693+0.0048119j -0.0219819+0.00967589j -0.0128472+0.00519154j -0.00264529+0.00182847j -0.0259449+0.00570139j 0.0386728-0.00521477j -0.0181687+0.00407654j 0.00895303+0.0011088j -0.0475704-0.00328948j -0.0205764+0.00388354j 0.0402748+0.00306325j 0.106045-0.0012646j 0.0255807+0.00328149j 0.0189981+0.00479865j 0.0556586+0.0018236j 0.0997134+0.0026735j 0.0133313+0.00295839j -0.0839456-0.0134388j 0.0426163-0.00163168j -0.0459385+0.00269697j -0.0113471-0.00308689j -0.0102018+0.00100647j -0.00155495+0.000711115j 0.00452969+0.00518462j 0.0145557-0.00422293j 0.0129084+0.00190472j 0.00536306+0.0014653j 0.00610857+0.00311009j -0.00446043-0.00193017j 0.00262814-0.00217895j -0.00131236+0.000730328j -0.00239788-0.00103669j 
-0.00455168-0.0034024j -0.00440034+0.00393629j -0.000628259-0.00324461j -0.00055249-0.000366852j -0.00529073+0.00320793j -0.00507976-0.00739609j 0.00703601-0.00388033j -0.000534327+0.00435146j 0.001212+1.52043e-05j 0.000528992+0.000921016j -0.0042121+0.00100497j -0.00930885+0.00288217j -0.00318007-0.00114269j 0.00408902-0.00129312j -0.00892245-0.00556109j -0.00685612+0.00107427j 0.0113503+0.00483793j 0.00222721-0.00653643j 0.0138584-0.00752446j -0.0132466+0.00272523j 0.0171504+0.00118699j -0.0211422-0.0036282j -0.00714846+7.28328e-06j 0.00426528+0.000201622j 0.00477749-0.000947203j 0.0463041-0.00321296j -0.0162799-0.00083093j -0.0461006+0.0106234j 0.00416624-0.00296279j -0.0343751+0.00133403j -0.0881692+0.00716672j 0.0226654+0.000552524j -0.0130201+0.00310621j -0.091934-0.00238696j 0.0297412-0.00104177j -0.0303942+0.0026096j -0.0211889-0.00366443j 0.100148+0.00773494j 0.0597463+0.0118315j 0.0474723+0.00455281j -0.00250766-0.00637173j 0.0763573+0.00768608j -0.0594476+0.00566991j 0.0106954+0.00480538j -0.0299646-0.00251083j -0.00757806-0.00484738j 0.0112684-0.000142782j -0.00249809-0.00286076j -0.0122165-0.00300161j 0.016343-0.000716289j 0.00614807+0.00754688j -0.0125504-0.0026387j -0.00162879+0.00189408j -0.00269606-0.000433795j 0.00348686+0.00156598j -0.000909562+0.00194558j 
