-0.00334143+0.00245308j -1.87189e-05+0.00289776j -0.00983702+0.000995305j 0.00247443+0.00420007j -0.00825742-0.00397454j -0.0054324-0.00444936j 0.00505178+0.0122471j -0.00691357+0.00355702j 0.0084376-0.0177595j -0.00149234-0.00321281j 0.00400666+0.00950355j -0.00381709+0.00858735j 0.00641168-0.00014457j -0.0042176+0.00925578j -0.00484464-0.0186984j 0.00179795-0.018074j -0.00240311-0.00443226j 0.00352296+0.000339904j 0.00184863+0.0050691j 0.00548758+0.0010163j -0.00142161+0.00616831j -0.00269963+0.000235784j -0.00199736+0.00203857j 0.00108556+0.00116229j 0.0020232+0.00299416j 0.00565585+0.00280002j 0.000104946+0.00301452j 0.00324246+0.000183576j -0.00054153-0.000930111j 0.00102605-0.00110449j -0.000860828-0.00112638j 0.000158521-0.00202337j 0.00106182-0.00185261j 0.000522936+0.00148603j -0.000226491-0.00115262j -0.000785082-0.000443494j 0.00164591-0.00241038j 0.00718192-0.000720907j 0.00292089-0.00232554j 0.00197433-0.00121777j 0.0060007-0.00457156j 0.00250329+0.00437573j -0.00353238-8.80727e-05j -0.000285269+0.000273339j -0.000226134+0.00108103j -0.00084383-0.00132478j 0.000359455+0.00192502j 0.000168568-2.40925e-05j -7.79472e-05-0.00118528j 0.000453972+0.00173134j 0.000271949-2.67185e-05j -0.000625976+0.000142644j -0.00160778-0.000240396j 0.000787841+0.000762598j -0.000513906-0.0011993j -0.000526805+0.000263076j 0.000276033+2.22614e-06j -0.00229642+0.000502979j 0.00160229+0.000299976j -0.00133248+0.00349435j 0.0019361+0.000144211j 0.00113942-0.000415317j 0.000441364+0.00130294j -9.91504e-06-0.000226034j 0.000125254-8.00667e-05j 0.00132493-0.000136091j -0.00163099+0.000587767j 0.000916163+0.00225157j -0.00128036+0.000466985j 5.64602e-06-0.000476275j 
0.000731773-0.000114278j 0.00169857+0.00410256j 0.000421937+0.0013878j -0.00526288-0.00113112j 0.000494845+0.00620612j 0.00378455+0.00265054j 0.00399154-0.00318612j -0.00761604+0.00146951j 0.00463281+0.00991441j 0.0156951-0.00200395j -0.00697051-0.00596443j -0.00692687+0.000459041j 0.00132075-0.00758532j 0.0105281+0.00527698j -0.000746652+0.00648731j 0.00100688-0.0114877j 0.000391069+0.00440012j 0.000333317+0.00117129j -0.00188176-0.0019681j 0.000916094+0.00197748j 0.000381936-0.00449618j -0.00252316-0.00736652j -0.00401826-0.00171171j -0.00193613-0.00105732j 0.00547498+0.0012541j 0.00228824+0.00804951j -0.000487065-0.000659843j -0.000872957+0.00327922j -0.00270502-0.00485572j -0.00269013+0.0017779j -0.00189752+0.000239546j 0.00329021+0.000576651j -0.00110081+0.00411815j -0.000365856+0.00194947j 0.000411982-0.0020077j -0.0079213-0.0026345j -0.000614566+0.00332415j 0.000827663+0.0119229j -0.00017295+0.00280932j -0.00129799+0.00862455j 0.00394396-0.000479742j 0.00136909-0.00175383j -0.00224636-0.00450856j -0.000526424-0.0032071j -7.34519e-05+3.94072e-05j -0.000794256+0.000766931j -0.000889017+0.00206341j 0.000298637+0.0005563j -0.000182261-0.000146086j -0.00105009+0.000463843j 0.000319413+0.000247867j 0.00066403-0.00130641j -0.000509921-0.000920888j -0.00130161+0.00123036j -0.000843309-0.000579686j -0.00089772+9.8165e-05j 0.00027663+0.000153654j 0.000720851+0.000138392j 0.000812679+0.000818316j 0.000322419-0.00182049j 0.000423019-0.000596763j 0.000226106-0.00117441j -0.000233559-0.000231584j -7.62734e-05+7.80416e-05j 4.4363e-05+3.32616e-05j 0.000564016+0.000430412j 0.000618477-4.66903e-05j 0.000250542-0.000647065j -0.000509207+0.0010917j -0.000194785-0.000502744j 
-0.000419506+4.53018e-05j 0.000660719-0.000844194j -0.000840693+0.00118454j -0.00136557+0.00262128j -0.00288871+0.00622133j 0.0043588+0.00342414j 0.00963784-0.00457834j -0.00566186-0.0134454j 0.0038086-0.00160931j -0.00814629+0.00615807j -0.00506302-0.00487924j -0.000896395-0.00865722j 0.00217382+0.00941418j -0.00102014-0.00658555j 0.00715197-0.0113334j 0.00226364+0.00182965j 0.000109619+0.00093346j -0.000925366+0.00189545j -0.00176902+0.00246851j 0.000708251+0.0035069j 0.000587501-0.00247198j -0.000800602+0.00115624j -0.00138484+0.00460494j -0.00133144+0.00974662j 0.00186074-0.0126609j 0.00207342+0.00395108j 0.00137101-0.0038102j 0.000175141-0.000956246j -0.00124804+0.000311838j -0.00210077+0.00572832j -0.00400367+0.0095275j 0.00325811-0.00779061j -0.00163921+0.00221094j 0.000366995-0.00275483j 0.00149925-0.00136858j -0.00688566+0.0138414j 0.000314857-0.00418199j 7.70166e-06+0.00487668j -0.00331195+0.00890312j 0.000826755+0.0029424j -0.000281401+0.00136251j 0.000360639+0.000697501j -4.79757e-05-0.000630697j -0.000332399-1.48929e-05j -0.00052257-0.000559437j 0.000618663-0.00052398j 0.000102795-0.000489319j 0.000394451-0.000102658j 0.000105963-0.000235916j 0.000106815+0.000388413j 0.000182015+3.1346e-05j -0.000390595-0.000232699j -0.000163601+0.000373022j 0.000575354+2.39083e-05j -0.000567246-0.000184293j -0.000183042-0.000177023j -0.000336771-0.000314493j -0.000650117-0.000678295j 2.78127e-05+0.000828846j -2.13489e-05+0.000330765j 8.24657e-05+0.000301798j 0.000118051+0.000241284j -5.95819e-05-3.92087e-05j 0.000227133-0.000141517j -0.000239535+4.63797e-05j 0.000297583+0.000154124j -0.000256494-0.000365801j -3.06961e-05+0.000190124j -6.48748e-05-0.000204325j -2.34413e-05+4.78766e-05j 
1.66833e-05+0.000293171j 0.00114615-0.00112478j -0.000594928+0.00113766j -0.00211377+0.000956379j -0.00432131+0.0015253j 0.00145827+0.00660891j 0.00323864+0.000939903j -0.00940376-0.00561632j -0.00305738+0.00658694j -0.0107496-0.00305552j -0.00605514-0.00466377j 0.00270778-0.00106697j 0.010932+0.00574283j 0.0071943+0.00258759j 0.00406963+0.00556425j 0.00856187+0.00744662j -0.000822434+1.99521e-05j -0.00370423-0.00147329j 0.000569325-2.24892e-05j -0.00413404-0.00217483j 0.00398163+0.00315294j 0.00316691+0.00180801j -0.00118794+0.000163317j -0.0048431-0.00361091j 0.00540892+0.00242017j -0.00353475-0.00246432j 0.00125403+0.000974022j -0.000689488+6.82622e-05j 0.00311467+1.53553e-05j -0.00226189-0.00337229j -0.00623668-0.00563216j 0.00382326+0.00912292j -0.00181192-0.00192397j 0.00105405-0.00183867j 0.000757883+0.00327336j -0.00625664-0.00577764j 0.00108544-5.70029e-05j -0.00534176-0.00773198j -0.00562434-0.00660227j -0.00389446-0.00138847j -0.0010531-0.000461027j 0.000271534-0.000491151j 0.000248248+0.000568305j -0.000373105-4.7382e-05j 0.000150913+0.00772216j 0.000731577+0.00556563j -0.00053361+0.00269556j 0.00154717+0.0118809j -0.000524397+0.0029279j -0.000425061-0.00761194j 0.000230721-0.000881132j 0.000345329+0.00416562j 0.000904696-0.0106632j 0.000209249+0.00638723j -0.000598587-0.0011849j -0.00044844-0.00101651j -0.00124327+0.0122838j 9.23882e-05+0.00133305j -0.000480789-0.00429583j -0.000506582-0.00309426j 0.000380189+6.2918e-05j 0.000128012-0.000653559j -0.00103029-0.000176004j -0.00415735+0.00201504j 0.00452364-0.000631415j -4.77407e-05+0.000113632j 0.00100067-0.000734604j -2.64717e-06-0.000141673j -0.000190885+0.000509047j -7.77616e-05-0.000135546j 
0.0010069-0.00118179j 0.000782428-0.000351035j 0.00146995+0.000830511j -0.00314427+0.00842102j 0.010488+0.00359915j -0.000546224+0.00927187j -0.00823089-0.00282359j -0.0137418+0.00019292j -0.00180881+0.00726088j 0.00468155-0.001708j 0.00583622-0.00186886j -0.00788613-0.00281721j 0.00701692+0.00388921j -0.00640066-0.00507375j -0.00802742-0.00124454j -0.00784636+0.0029925j 0.000731387+0.00108815j -0.00315307+0.00095167j 0.00017036+0.00362997j 0.00506322-0.00162309j -0.000456443+0.000515821j 0.000130067+0.00498628j 0.00160258-0.000208497j 0.00643936-0.0012921j -0.00618491-0.00383132j 0.00630673-0.00427421j -0.00446724-1.52967e-05j -0.000855989-0.00088526j 0.00214493+0.00556624j 0.00601144-0.000230801j 0.0066971+0.000350299j -0.00870809-0.0020339j 0.00261784+6.96062e-05j 0.00119411-0.000901946j -0.00118094+0.000658173j 0.00903138+0.00628523j -0.00428084-0.00097277j 0.00478675-0.00491992j 0.00912881+0.00127836j 0.003179-0.00126346j 0.00119978-0.00061875j -0.00175061-0.00234099j -0.00175004+0.00108547j -0.00106285-0.00079486j -0.000648021+0.0014933j -4.29289e-05+0.00234274j -0.000457316+0.000237548j 0.000185053+0.00195824j 0.000834315+0.00123537j -0.000352591-0.00216884j -5.01915e-05-2.77742e-05j -0.00103905-4.10854e-05j -0.000100616-0.00155493j 0.000991499+0.00141977j 0.000224301+0.00017263j -8.12545e-05-0.000452632j -0.000587928+0.00273768j 6.93465e-05-0.000163518j 0.0002305-0.00131838j -0.000243411-0.00289647j -0.000267634+0.000815095j 0.000162443+0.000423739j -0.000189671-0.000257539j -0.000884069+0.000610771j 0.00103722-0.000195494j 0.000121874+0.000244069j 0.000595527-0.000366529j -0.000684083-0.000293048j -0.000262012-0.000259573j 5.66487e-05+2.54794e-05j 
-0.00118978-0.00157504j -0.000170224-0.000947006j -0.000976484-0.00337567j 0.000331277+0.00437287j -0.00255162-0.0129246j 0.0129651-0.00444077j 0.0122112+0.00608088j -0.00662405+0.00883557j 0.00920307-0.00807196j -0.00139888-0.00351337j -0.00344087-0.00641964j -0.00882867+0.0050454j 0.00697386-0.000955399j -0.0103657-0.000763481j 0.00214325-0.00280616j 0.00217973+0.00635394j 0.000369318-0.00011275j 0.000460751+0.00447262j 0.000426679+0.00114198j 0.00162588-0.00134677j -0.000490598-0.00150903j 0.00303224-0.00317041j 0.00135418-0.000830099j -5.27295e-05-0.00246583j -0.00335605+0.00230021j -0.00224435-0.00166883j 0.0022392+0.00134238j -0.000349022+0.000978891j 0.00201932-0.00385813j 0.00190051-0.00292731j 0.0017738-0.00220255j -0.00240425+0.00429998j -0.000605082-0.000949113j -0.00308479-0.00153847j 0.00309263+7.54862e-05j 0.00635029-0.0033801j -0.00156524+0.00225617j -0.00280672+0.0025338j 0.00228441-0.00356171j -4.76346e-05-0.000413645j -0.00195958-0.000777026j -0.00121479+0.00221655j 0.00141907+0.00052224j -0.00120493+0.00130867j -0.00106627+0.00285266j 0.00166302+0.000926581j -0.000154015+0.000530923j 0.000212114+0.00325556j 0.00022827+0.00013199j -4.64427e-05-0.00165195j 0.00016396-0.000343193j -0.00110374+0.00233534j 0.000105697-0.00259189j 0.0010565+0.00152185j 5.28192e-05-0.000430951j 0.000476373-0.000151326j -0.000387174+0.00387521j -0.00145558-0.000276188j -0.000432016-0.000973089j -0.000663298+0.000216266j 0.000283386+0.000303681j 0.000378421-7.95842e-05j -0.000429419+0.000147016j -0.000923374+0.000420807j 0.00111857-0.00019723j 0.000317135-5.44718e-05j -0.000140235-0.000619682j 5.72616e-05+0.000632384j -7.95112e-05+5.24288e-05j -6.12155e-05+2.74226e-05j 
-0.00319658-0.00271366j -0.000262232+0.00288895j -0.00125418+0.00100621j 0.00872459+0.0155558j -0.00332501+0.00554745j 0.00880611+0.010026j 0.00810408-0.00246368j 0.00974649+0.00658595j 0.00595788+0.00966479j 0.00837001-0.000897238j 0.000540548-0.00491172j 0.00044534+0.00167742j -0.00600967-0.00591096j 0.00277203-0.00693284j -0.000356934-0.0028088j 0.00340563+0.00283811j 0.0014778-0.00074109j 6.57025e-05-0.000196272j 0.000149945+0.00121792j 0.000306368-0.00553039j 0.0011091+0.000794006j 0.00307902+0.00363433j -0.00271203+0.00421046j -0.0011061+0.00133349j 0.00308127-0.000645262j -0.00285309-0.00646797j 0.000745577+0.00214499j -0.000635718-0.00208021j 0.00206377+0.00154992j -0.00334528+0.0012103j -0.000413908+0.00126997j 0.0030374-0.00123655j -0.000729764-0.00340723j 0.0018599-0.0033527j -0.000114047+0.00182179j -0.00224901+0.00148074j 0.00586777-0.00388679j -0.00315524-0.010244j -0.00231583-0.00293513j -0.000868322-0.00716011j -0.00122506-0.0024236j -0.000645618+0.00119716j 0.00111489+0.00328237j 0.000431616+0.00246743j 0.000294418-0.000978085j 0.0003372-0.00209992j -0.000161124-0.000565352j 0.000280561-0.00277562j -0.00140935-0.000240254j 0.00046164+0.00175524j 0.000123513+0.000414716j -0.00132457+0.000531682j -0.00115034+0.00151927j -0.00029996-0.00230644j 0.000186717+0.00020179j 0.000835145+0.000953142j 0.000340013-0.00286669j -0.00101575+0.000166917j -0.000629408+0.00024954j 0.000995932+0.00290112j -9.27879e-05-0.000792694j 0.000150907-0.000273057j 0.000388621+0.000272784j 0.000763332-0.000477269j -0.000865089+0.000172756j 3.3883e-06-0.000674532j -0.000426005+0.000648082j 0.000740713+0.00043624j 0.000326056+0.000272133j -0.000100641+9.43088e-05j 
-0.000803675+0.00292436j 0.000461601-0.000810918j 0.00490679+0.00218123j 0.0191464-0.00849029j 0.0155591+0.00321728j 0.00952164+0.000482831j -0.0184429-0.00127446j 0.00341267-0.00225228j 0.0102413+0.00515925j -0.00261378+0.00415311j -0.00255041+0.00110398j 0.00377755-0.0017489j -0.00193549-0.00209234j -0.00312967+0.00102261j -0.00176396+0.00308746j 0.00657531-0.00288322j 0.00130889-0.00206105j 0.00159867+0.0031667j 0.00486927-0.000152058j -0.00757027-0.000689226j -1.56564e-06+1.51646e-05j 0.00510205+0.000161356j 0.00679451+0.000505142j 0.0018492-0.00178833j -0.00561163+0.000628454j -0.00541442+0.000477763j -0.00367584+0.00195193j -0.00111734-0.000371427j 0.00621308-0.00243651j 0.00168245+0.00143596j 0.000897767+0.000426824j -0.0043648-0.00242253j 0.000254329+0.00156422j -0.00200973-0.000175252j -0.000937277+0.000673863j 0.0058676+0.000749346j -0.00381412-0.0022861j -0.0102431+0.000405889j -0.00214392+0.000771178j -0.00510741-0.000238916j 0.00126465-0.000620005j 0.000300605-0.000214795j 0.00177098-0.00101559j 0.00101377-0.00141596j 0.000837222-0.000478283j -0.00108136-0.000673164j -0.000330066+0.00214008j -0.000456231-0.00248716j 0.00120614-0.000577595j -0.000533247+0.00148848j 9.38795e-05+6.60897e-05j 0.002095+0.000520822j 0.000800071+0.00162691j -0.00134605-0.00132019j -0.000383272-0.000169812j -7.09871e-05+0.000959062j 0.000179794-0.00133663j 0.00158481+0.00151611j 0.00080738+6.04928e-05j -0.000339153-0.000538657j 0.000573115-0.00103833j -0.000308475-0.00163447j 9.79213e-05-4.90975e-05j 0.000383196-0.000180823j -0.000449098+6.22553e-05j -0.00050193-0.000545234j 0.000249947+0.000577323j 0.000522682-0.000597585j 0.000113922+0.00117333j -3.80578e-05-0.000256034j 
-0.000775312+0.000602059j -0.000808546+0.000179884j -0.00639221+0.00223178j 0.00452929-0.00237839j -0.00308719-0.000299274j 0.00106766-0.00211914j 0.00157922+0.000681692j 0.00407039-0.00225957j -0.00108034-0.00233339j -0.00169273-0.000204293j -0.00247535-0.00221373j 0.00284076-0.000379824j -0.00293806+0.00161614j -0.00657741+0.00304733j -0.00998579+0.00153874j -0.0011171-0.00130353j -0.00509755+0.00148515j 0.000532102+0.00189745j 0.00145159+0.00220944j -0.00433092-0.00257076j -0.00589448+0.00575486j 0.00181702+0.00245794j -0.00115908-0.0010337j -0.00685882+0.000949679j 0.00400783-0.00458567j -0.00183325-0.00159246j 0.000197957+0.000374099j -0.003771+0.0016093j -0.0069028+0.00702479j 0.000955762-0.00179077j 0.00222615-0.00253757j 0.00214952+0.00298979j -0.00226155-0.00212052j -0.00125766-0.00172546j 0.00352387-0.00161432j -0.00630856-8.3079e-05j -0.00937643+0.000552213j -0.00445662-0.00289067j 0.000623411-0.00197235j -0.00848788-0.0001j -0.00329509+0.00170372j -0.0135419-0.0045324j -0.00204622-0.00423393j -0.000275261-0.00424724j 0.000430696-0.000325022j -0.00269435+0.000290206j -0.000364811+0.00330795j -0.000331143-0.000885884j 0.00200056+0.0003921j -0.0034618-0.000857371j 7.83062e-05-0.000135821j 0.00201283-0.00265713j 0.00236667+0.000608849j -0.00184215+0.0010668j 0.000934482+0.00283237j -0.00201516-0.00310455j -0.00077682-0.00154007j 0.00240257+0.00126215j 0.00176675+0.00386665j -0.00697075-0.0128428j -0.000939598+0.00549163j -0.000417493+0.00154024j -0.00042059-0.000725934j 0.000140036-3.24413e-06j 3.886e-05+0.000453841j 0.000242233+0.00118222j 6.03022e-05-0.00271903j -0.00427391-0.000266035j -0.00178266-0.0018024j 0.000861333-9.93492e-05j 
0.00147134-0.00017215j 0.000468618-0.00110624j -0.000551451-0.00134864j 0.00143483+0.00184676j -0.00251082+0.000550059j -0.000716973-0.00143888j -0.000185855-0.00281163j -0.00275171+0.00127703j -0.00355786-0.00161644j -0.00422268+0.001852j -0.00212249-0.00211j 0.000339934+0.00269352j 0.0049467-1.00674e-05j -4.12295e-05+0.00381818j -0.00280535-0.00313316j 0.00729076+0.00223033j 0.00755049-0.00673951j 0.00593166-0.00157561j -0.00521568+0.00437431j 0.0059024-0.00160022j -0.00128977+0.00214398j -0.010651+0.00598371j -0.00290272+0.0030483j 0.00549972-0.00244078j 0.0053442+0.00277607j 0.00297486+0.00446914j 0.00229372+0.000380986j -0.00129979-0.00134144j -0.00385631-0.00519077j 0.00202466-0.000394082j -0.000474084+0.00073239j -0.00295663-4.6161e-05j 0.000275012-0.000204604j 0.000876128-0.00082714j -0.00224298-0.000330533j -0.00473297-0.0024293j -0.000960847-0.00505747j 0.00866716-0.00322619j 0.00392815+0.0023451j -0.00918409-0.0044671j -0.00999075-0.000602997j -0.00360128-0.0071832j 0.00536889-0.00622759j 0.00335466-0.00324945j 0.00034963+0.00030336j 0.00292819-0.000487392j -0.0010799+0.00665982j -0.000216328-0.00054127j 0.00031208-0.000105051j 0.00136369+0.00107244j 4.55447e-05-2.5069e-05j 0.00648147+0.00468823j 0.0019101+0.000750041j -0.0047484-0.0036693j 6.60882e-05+0.000792626j 0.0035386+0.000896961j 0.000652243-0.000106559j -0.000277928+0.00186308j -0.00514585-4.04571e-05j 0.00701412-0.00513423j -0.00406644-0.00753508j -0.00365873-0.00824089j -0.00114623-0.000898588j 0.000387182+8.97012e-05j -0.000559614-4.65399e-05j -0.0017818-0.00196426j 0.00314282-0.000337632j 0.000813172-0.0059735j 0.00428299+0.00401877j -0.000810679+0.000218879j 
-0.000396656+0.000900798j -0.000212261+0.000543372j 0.00128189+0.000625875j 0.00280241-0.000169972j -0.000760743-0.000978844j -0.000223399-0.00114866j -0.00114143+0.000194074j 0.000513614-0.00175977j -0.0035692-0.00238372j 0.00327559+0.000401286j -0.00137538-0.000591054j -0.000143355+0.000431526j -0.00098213+0.00510467j 0.00015429+0.00681603j -0.00467364+0.000663404j -0.0031685+0.0110956j 0.00529857+0.00359682j 0.00353567+0.00148354j -0.00391309-0.000305145j -0.0045755+0.00465906j 0.00289811-0.00134547j -0.00157005-0.00751354j -0.00377434-0.0010202j -0.00187126+0.00271375j 0.00261219+0.000257466j 0.00101408+0.00243895j 0.00228864-0.00293747j 0.00402188-0.000265208j 0.00368029-0.00212547j 0.00117889+1.91257e-05j 0.00151872-0.000361578j 0.0012688+0.00044336j -0.000262599+0.00445364j 0.00368111+0.00144045j 0.000197474-0.00271832j -0.00292488-0.00237006j 0.000234823+0.00185607j -0.00735313+0.00282635j -0.000203828+0.0043751j 0.0121831-0.00229648j 0.00902763-7.31622e-05j 0.01182+0.00792579j -0.00117643+0.00484505j -0.00187208+0.00297992j -0.000980539-0.00118426j 0.00111317+0.00286252j -0.0002449+0.000935643j -0.000850745-0.00125399j -0.00120691+0.00186593j 0.000558691-0.00129267j -3.49897e-06+0.000376233j -0.00645338+0.00442569j -0.00238455+0.00255024j 0.00445573-0.0048058j -0.000676532-0.00513319j -0.000974525-0.00292036j -0.00104384-0.000370036j -0.00232757+0.00105963j 0.000460798-0.000334822j 0.00145676+0.00172697j 0.00330923+0.00109354j 0.00232841-0.00204042j 0.00121761-0.000123076j -1.84324e-05+6.38181e-05j -4.76539e-05-0.000179087j 0.00114949-0.00178674j 0.00101581+0.000191822j 0.00191539+0.000446103j -0.00039007+0.00140048j -0.000575693+0.000288529j 
-5.07382e-05-3.7819e-05j -0.00124083+0.000820528j -0.00038216+0.00336262j -0.00116908+0.00396062j -0.0010718+0.00214975j 0.00105324+0.000727001j 0.00431348-0.00473476j -0.000134499+0.00196003j -0.00277101+0.00306137j -5.10198e-05+0.00524597j -0.00145674+0.00121725j -0.0017237-0.000235154j 0.00220779-0.00254338j -0.00232472+0.00224678j -0.00108969+0.000587572j 0.00252153-0.00199131j 0.0038959+0.000987092j 0.00434942+0.00359708j 0.00734368-0.00417272j 0.0120144-0.00314321j -0.00367247+0.00475392j -0.00727367-0.000612962j 0.00166447+0.00094838j 0.00537013+0.0014132j -0.00368429-0.000576865j 0.00550976-0.00345535j -0.00671403-0.000864711j 0.00431029+0.0015323j -0.00604652+0.00588376j 0.000676407+0.000554379j 0.00556726+0.000309185j 0.0048828-0.00264763j -0.00419952+0.00283563j -0.000820036+0.00148978j 0.00121761-0.0043796j 4.58926e-05+0.00210333j 2.59386e-05+0.00814106j -0.000195196+0.00154523j -0.0074605-0.00350415j 0.000598051-0.00223291j 0.00410604-0.00286006j -0.00630085+0.0022765j 0.00300629-0.000469092j -0.000806894+0.000343308j 0.000850838+0.00173683j -0.00236711-0.002934j 0.000114108+0.00309309j 0.00110173+0.0005308j 0.000515456-0.00178206j -0.00267628+0.00145497j -9.59305e-06-0.000127871j 0.00202356+0.00505287j 0.00122115-0.000743681j -0.000740199-0.00239739j 0.000781507+0.00194506j -0.00290852+0.00204704j -0.000148381-0.00222857j 0.00407522+0.00612922j 0.00689865+0.0039218j -0.00695562-0.000363607j 0.00236349+0.00150002j 2.68592e-05-0.00212626j 0.00059761-5.87154e-05j -3.53094e-05-0.000345976j -1.72655e-05+0.0002209j -0.00166006-0.00292616j -0.00283187-0.000101497j 0.000279565+0.000684592j -0.000745302+0.00105636j 0.000759033+0.000234277j 
-0.00134803+0.000519237j -0.000281694-5.64569e-05j -0.000155258-0.00379015j 0.000557461+0.00241456j 0.00186923-0.0010124j -0.000916228+0.00136427j -0.0021894-0.000909751j 0.000364514+0.00216176j -0.00176553+8.85862e-05j 0.00167661-0.000749135j -0.000341072+0.000582371j 0.00106663+0.0021507j -0.000262175-0.00212388j 0.00429779-0.00121299j 0.000146509-0.00669889j 0.00220349+0.00205123j -0.00220485+0.00134479j -0.00380485+0.0010353j 0.00208681-0.00290951j 0.00339492-0.00406109j -0.00244206-0.00238725j 0.00155687-0.00122172j 0.00483591-0.00338517j 0.00658352-0.00457348j 0.00339888+0.00155711j 0.00390686+0.00464961j 0.00140978-0.000979187j 0.00103032+0.000361727j -0.00296454-0.00340859j 0.000871793+0.00479802j 0.00127996+0.00624257j 0.0018416-0.00102089j -0.0173539-0.00250041j -0.00433984+2.61983e-05j 0.00176812+0.000898886j -0.000831945-0.00554558j -0.0118724-0.00940969j -0.00304792-0.00205582j -0.0030091+0.00181506j 0.00643352+0.000135564j 0.00511564+0.00100493j 0.00149452-0.00411278j -0.00655872-0.000924143j 0.00268549-0.00208048j 0.00023746+5.36421e-05j -0.00652863-0.00438288j -0.00137344+0.00173626j 0.00118508+0.000327392j -0.00213891-0.00011917j 0.000890142-0.00178108j -8.33136e-05-2.04675e-05j -0.00129318-0.000622145j -0.00423626+0.000444075j 0.00378972+0.00170521j -0.000918787+0.000404424j 0.00376785-0.00404512j 0.00215624-0.00151559j -0.00215666+0.00425578j 0.00110659+0.00718127j 0.00946092-0.00300854j -0.00486809+0.000948379j -0.000684973+0.000141471j 0.00177598+0.00146311j -0.000150627-0.000213836j -0.000320809-0.000175637j 0.000709236-0.000794655j 0.00083828+0.00166719j 0.00111997-0.00177563j 0.000585209-0.000592003j -0.000417916+0.000186143j 
0.000529908+0.000389031j 0.000106708-0.000181032j -0.000393697-0.000152324j -0.00131475+0.000638058j -0.00179852+0.000759736j -0.00169833+0.00246179j -0.00070464+0.0018225j -0.00169785+0.00162276j -0.00277343+0.00200241j -0.00118439+0.0039141j 0.000695405-0.00340526j 0.000665396+0.000475848j 0.00199332+0.00109636j 0.00279106+0.00298923j 0.00035123-0.00312965j 0.0093679-0.00330495j -0.00257465+0.00435289j -0.00304677+0.00221245j 0.000954061+0.000483017j -0.00216133+0.00181471j 0.00297003-0.0028965j 0.00533988-0.00445752j -0.0032413-0.00104151j 0.000716447+0.00248361j -0.00470833+0.00168443j -0.00314842+0.00120581j -0.000913464+0.000869907j 0.00422724-0.00140447j 0.00176033-0.00305134j 0.00244815-0.00505509j 0.00184192+0.000377924j -0.00918029+0.00382278j 0.00375913-0.00193472j -0.00141848-0.000143102j 0.0169699-0.00269274j 0.0010121+0.00538016j -0.0072322+0.00323902j 0.0139811+0.00184681j -0.0127229-0.00133991j 0.00555678+0.0029026j -0.0212693-0.0047362j 0.000376157-0.00207862j -0.00384247+0.00477764j -9.52196e-05+0.00236247j 0.00245579+0.000649085j 0.00226256+0.000722055j 0.000349282-0.000827335j -0.000330877+0.000400143j -0.00231813-0.000594637j 0.00159734+0.000221722j 0.000433492-0.000303753j -0.00332225+4.46207e-05j 0.00283015+0.00010522j 0.00539284+9.22911e-05j 2.27951e-05+0.00542601j -0.00140142-0.000637483j -0.00386803-0.00890253j -0.00284593+0.000250105j -0.00371383-0.0050098j 0.000931188-0.00112281j 0.000560636+0.000130483j 0.00173747+0.000978247j 0.000639056-0.000430599j -0.000116222-0.000850077j 0.000103969+0.000997979j 0.00243653+0.00030673j 0.00107695-1.48442e-05j 0.000448943+0.00149974j -0.00120238+5.85749e-05j -0.000556485-0.000199985j 
0.000137799-0.00121382j -0.000697228+0.000101352j -0.000681289-0.00149499j -0.000809935+0.00135416j -0.00360997-0.00139214j 0.00132353+0.000288296j 0.00414805+0.00153619j -0.00262749+0.0025307j -0.00172904+0.000977428j -7.77012e-05+0.0031055j -0.000117807+0.00213884j -0.00296896-0.000169303j -0.000141105+0.00227992j 0.000951301-0.000734363j 0.00121185-0.000664158j 0.00158882+0.00333398j -0.003378-0.0042792j 0.00305092-0.00495283j -0.00349126+0.00422768j 0.00311491-0.00398848j -0.00123447-0.000278777j -0.000119637+0.00487699j 0.00286973-0.00181444j 0.000754529-0.00413045j -0.00416859-0.000573399j 0.00120223-0.00443133j -0.0042216+0.00173019j 0.00114096-0.00166489j 0.00419077-0.00143315j 0.00668903-0.000802664j 0.000299265+0.00305891j -0.0118499+0.000222896j 0.00692625-0.000537065j 0.0016495-0.000276681j -0.00460618+0.000374294j -0.0164406-0.000359297j -0.0124778-0.00202855j -0.0100605+0.000265352j -0.00574301+0.000363923j 0.00702747+0.00165427j 0.00747573-0.000653674j 0.00549767+0.00171755j -3.52325e-05-0.00610309j 0.00118447-0.0021269j -0.000179432+0.00163631j 6.08982e-05+0.000607694j 0.000386691-0.00143895j 0.000479428+0.000292704j -0.000976084-0.00137011j -0.00174616+0.00090818j 0.000159692+0.000805053j 0.00592117-0.0046753j 0.00166108+0.00270275j -0.00326598+0.000846012j -0.00209995-0.0102064j 0.00109644+0.000801434j -0.00059788-0.00700886j 0.00213735+8.10897e-06j 0.00218371-0.00212368j 5.36494e-05-0.000792541j -0.000166438+0.00108102j -0.00150131+0.00176126j -7.88703e-05-1.65752e-05j 0.000549415-0.000776557j -0.000586317+0.000912264j -0.00176631+0.00214611j 0.000712019+7.62492e-05j -0.00230611-0.000792889j 0.000454382-0.00182081j 0.000693103-8.69268e-05j 
